1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10090.394),(2 22357.258),(3 31251.654),(4 37302.504),(5 40900.656),(6 43230.68),(7 43994.496),(8 46213.57),(9 47224.125),(10 48201.137),(11 49425.742),(12 49993.535),(13 51110.22),(14 52265.28),(15 53061.336),(16 54012.37),(17 55090.613),(18 55266.527),(19 54676.004),(20 54062.793),(21 55212.844),(22 56811.715),(23 58128.855),(24 59202.37),(25 59800.555),(26 60422.676),(27 60595.72),(28 60786.22),(29 61462.23),(30 60834.168),(31 61080.86),(32 61249.336),(33 61613.27),(34 61730.535),(35 61774.887),(36 62124.676),(37 61890.31),(38 61341.137),(39 61242.547),(40 61429.523),(41 61039.887),(42 60446.04),(43 59670.977),(44 58857.406),(45 59238.4),(46 59239.117),(47 59630.36),(48 60148.05),(49 59613.22),(50 59687.883),(51 60152.348),(52 60657.113),(53 61301.785),(54 61515.92),(55 61145.754),(56 59827.742),(57 60346.27),(58 60267.934),(59 59862.77),(60 60528.64),(61 61123.156),(62 60832.965),(63 60373.547),(64 59929.773),(65 59887.73),(66 59473.14),(67 59003.563),(68 58850.99),(69 59138.754),(70 59795.363),(71 60342.37),(72 60949.793),(73 61619.234),(74 61583.555),(75 61887.36),(76 62137.984),(77 61429.934),(78 60589.945),(79 59927.113),
(1 9568.449),(2 20459.537),(3 28007.9),(4 33393.652),(5 36999.313),(6 39443.063),(7 41370.246),(8 43895.516),(9 45505.223),(10 46754.203),(11 47684.984),(12 48355.71),(13 49798.4),(14 51356.92),(15 52254.72),(16 52711.39),(17 52953.69),(18 52860.664),(19 53019.465),(20 53492.652),(21 54968.34),(22 56338.145),(23 57603.71),(24 58568.457),(25 59423.83),(26 60073.76),(27 59970.375),(28 59605.348),(29 59496.08),(30 60320.61),(31 59767.438),(32 59113.406),(33 58870.156),(34 58368.88),(35 58034.703),(36 58561.094),(37 58865.92),(38 58835.586),(39 59663.22),(40 59915.906),(41 59921.426),(42 59464.754),(43 58959.324),(44 58352.65),(45 57925.67),(46 57590.71),(47 57989.13),(48 58665.832),(49 59060.066),(50 59698.523),(51 60438),(52 61106.29),(53 61160.27),(54 60845.406),(55 60227.57),(56 59990.62),(57 59450.004),(58 58922.895),(59 58802.637),(60 58770.855),(61 58496.73),(62 58244.508),(63 58305.36),(64 58622.21),(65 58494.56),(66 58214.88),(67 57966.848),(68 57615.414),(69 57775.92),(70 58448.05),(71 58296.297),(72 57907.56),(73 58406.777),(74 59179.508),(75 59874.258),(76 60068.766),(77 59221.285),(78 57893.29),(79 57640.14),
(1 9166.792),(2 19634.572),(3 27592.299),(4 32991.13),(5 36744.676),(6 38762.27),(7 40357.61),(8 43041.92),(9 44522.613),(10 46313.97),(11 47640.582),(12 48452.324),(13 49980.563),(14 50832.145),(15 51097.64),(16 51509.72),(17 51711.195),(18 51837.473),(19 51699.836),(20 52209.24),(21 53744.69),(22 54080.51),(23 54212.21),(24 54805.617),(25 54842.75),(26 54494.55),(27 54502.496),(28 54402.52),(29 54656.688),(30 54869.055),(31 53949.027),(32 53316.617),(33 53511.465),(34 53773.855),(35 53492.746),(36 53042.28),(37 52771.965),(38 52952.406),(39 53401.01),(40 53101.02),(41 52703.555),(42 52551.617),(43 51903.535),(44 51902.348),(45 51705.406),(46 51285.727),(47 51091.207),(48 50943.332),(49 50981.445),(50 52098.824),(51 53787.97),(52 54818.22),(53 55618.613),(54 56066.547),(55 56149.105),(56 55166.66),(57 54637.617),(58 54633.094),(59 54677.285),(60 54793.316),(61 54936.945),(62 54483.87),(63 54245.72),(64 54286.793),(65 53857.027),(66 53925.914),(67 54184.39),(68 54229.34),(69 54108.76),(70 54345.063),(71 53862.523),(72 53343.91),(73 53867.297),(74 53904.12),(75 53806.742),(76 54322.973),(77 54024.137),(78 53813.145),(79 53797.684),
(1 8727.872),(2 18610.793),(3 26381.11),(4 31624.611),(5 34843.617),(6 36845.613),(7 38571.695),(8 40883.14),(9 41957.04),(10 43361.95),(11 44378.95),(12 44805.04),(13 46334.805),(14 47545.81),(15 48728.387),(16 49552.16),(17 50269.33),(18 50505.74),(19 50739.37),(20 51068.54),(21 51495.656),(22 51077.75),(23 50989.676),(24 51186.863),(25 51018.645),(26 50733.92),(27 50465.49),(28 50118.137),(29 49983.75),(30 50256.676),(31 50005.867),(32 50025.59),(33 50241.95),(34 49669.805),(35 49638.742),(36 50132.25),(37 50269.93),(38 50447.203),(39 50718.37),(40 50817.574),(41 50864.723),(42 50822.14),(43 50409.645),(44 49936.18),(45 49648.11),(46 49174.273),(47 49210.65),(48 49059.03),(49 48531.99),(50 48939.297),(51 49955.4),(52 50852.6),(53 51971.492),(54 52397.25),(55 52238.48),(56 51996.26),(57 51999.45),(58 52051.242),(59 52111.465),(60 52654.137),(61 53273.67),(62 53506.7),(63 53447.832),(64 53130.67),(65 53391.46),(66 53761.12),(67 54160.15),(68 54734.215),(69 55161.258),(70 56121.49),(71 56047.453),(72 55208.996),(73 55145.78),(74 55344.414),(75 55595.313),(76 55799.742),(77 55373.434),(78 55302.934),(79 55563.277),
(1 8608.08),(2 18134.67),(3 25878.021),(4 30966.766),(5 34365.316),(6 36566.105),(7 37683.24),(8 39435.06),(9 40751.5),(10 42508.152),(11 44148.895),(12 45331.13),(13 46519.08),(14 47607.785),(15 48367.742),(16 48585.96),(17 49041.598),(18 48759.61),(19 48068.977),(20 47980.727),(21 49042.703),(22 49490.92),(23 49950.918),(24 50238.945),(25 50090.773),(26 50150.313),(27 49734.746),(28 49378.04),(29 48972.594),(30 49080.09),(31 48815.3),(32 49145.85),(33 49502.22),(34 49111.598),(35 49810.598),(36 50273.754),(37 50450.625),(38 50461.715),(39 51149.203),(40 51356.703),(41 51426.355),(42 51313.15),(43 51123.867),(44 51205.273),(45 51178.484),(46 50924.473),(47 51094.504),(48 50811.406),(49 49880.773),(50 49440),(51 49244.855),(52 48814.383),(53 48709.137),(54 49013.176),(55 49444.902),(56 49635.727),(57 50569.473),(58 51186.094),(59 51901.7),(60 52244.707),(61 52621.34),(62 53109.457),(63 53372.49),(64 53582.93),(65 53231.04),(66 52873.566),(67 52887.23),(68 53321.813),(69 54196.336),(70 54466.605),(71 54640.383),(72 54671.12),(73 55230.12),(74 54974.605),(75 54803.867),(76 54759.023),(77 54453.902),(78 54075.688),(79 53828.746),
(1 8605.418),(2 18277.965),(3 25605.457),(4 30835.791),(5 34175.598),(6 36400.3),(7 37759.04),(8 39200.047),(9 40294.867),(10 41735.574),(11 42820.758),(12 43665.496),(13 44110.207),(14 44749.15),(15 45338.652),(16 45611.75),(17 46357.61),(18 46273.6),(19 46047.188),(20 46596.848),(21 47345.96),(22 47279.24),(23 47295.7),(24 47546.87),(25 47594.27),(26 47634.86),(27 47137.67),(28 47275.094),(29 47348.324),(30 46642.996),(31 46444.934),(32 46310.438),(33 46283.164),(34 46013.63),(35 46566.234),(36 47297.773),(37 47623.723),(38 47446.086),(39 47454.082),(40 47593.055),(41 48093.945),(42 48316.184),(43 48022.984),(44 47941.426),(45 47693.52),(46 47579.75),(47 47449.75),(48 46996.7),(49 46489.37),(50 46966.86),(51 47041.547),(52 47220.13),(53 47378.184),(54 47785.89),(55 48099.03),(56 48199.703),(57 48626.664),(58 49004.99),(59 49378.69),(60 49635.766),(61 49831.45),(62 49719.32),(63 49411.266),(64 49573.125),(65 49972.03),(66 49655.59),(67 49658.234),(68 49546.848),(69 49888.137),(70 50338.32),(71 50674.363),(72 50569.18),(73 50713.934),(74 50995.156),(75 50652.957),(76 50270.906),(77 49421.535),(78 49527.46),(79 50278.984),
(1 8414.882),(2 17610.244),(3 24481.863),(4 29275.629),(5 32401.57),(6 34747.152),(7 36193.85),(8 38241.52),(9 39267.18),(10 40316.41),(11 41035.727),(12 41551.71),(13 42429),(14 43133.94),(15 43475.156),(16 43323.457),(17 43345.56),(18 43608.28),(19 43698.23),(20 44741.434),(21 45103.027),(22 44827.246),(23 44763.113),(24 44830.86),(25 44928.508),(26 44493.047),(27 43713.11),(28 43780.17),(29 44315.477),(30 44964.504),(31 45234.92),(32 45254.535),(33 45113.953),(34 44967.09),(35 45521.49),(36 46029.957),(37 45774.387),(38 45532.234),(39 45831.68),(40 46314.402),(41 46684.598),(42 46814.703),(43 47117.508),(44 47074.92),(45 47236.56),(46 47190.56),(47 46744.613),(48 46088.742),(49 46779.215),(50 47450.95),(51 47950.695),(52 48296.48),(53 48708.016),(54 48979.773),(55 48886.996),(56 48636.496),(57 48595.46),(58 48302.79),(59 48379.918),(60 48842.266),(61 48898.773),(62 48311.195),(63 48567.57),(64 48612.887),(65 48340.23),(66 48326.586),(67 48754.492),(68 48385.215),(69 48096.984),(70 48218.44),(71 48561.83),(72 49071.047),(73 49603.066),(74 50101.09),(75 50193.074),(76 50485.46),(77 50108.367),(78 50114.797),(79 49840.402),
(1 7922.9253),(2 16638.295),(3 23905.209),(4 28942.018),(5 31640.742),(6 33311.83),(7 34010.457),(8 35735.594),(9 36839.34),(10 37718.46),(11 38627.203),(12 39783.25),(13 40731.855),(14 41099.54),(15 41305.848),(16 40940.39),(17 40725.105),(18 40840.836),(19 41065.664),(20 42197.395),(21 43100.99),(22 43060.03),(23 42965.426),(24 43448.418),(25 44005.074),(26 44092.582),(27 44057.99),(28 44017.12),(29 43890.344),(30 44310.5),(31 44005.688),(32 43811.08),(33 43781.73),(34 43791.77),(35 44264.406),(36 44791.793),(37 44796.766),(38 44900.69),(39 45158.94),(40 45192.902),(41 45237.004),(42 45520.926),(43 45457.25),(44 45015.84),(45 44941.58),(46 44803.098),(47 44902.598),(48 45166.598),(49 45527.61),(50 45874.31),(51 46804.02),(52 47337.363),(53 47465.41),(54 47310.938),(55 47138.8),(56 47075.76),(57 47179.34),(58 47229.063),(59 47034.434),(60 47061.094),(61 47263.965),(62 47306.277),(63 47748.832),(64 47789.76),(65 47382.344),(66 47270.69),(67 47178.715),(68 47010.387),(69 47197.594),(70 47418.188),(71 46859.113),(72 46508.656),(73 46930.17),(74 47127.984),(75 47353.58),(76 47689.074),(77 47800.406),(78 47912),(79 47897.813),
(1 7898.1963),(2 16492.254),(3 23143.545),(4 27682.92),(5 30467.219),(6 32533.156),(7 33882.273),(8 35380.92),(9 36778.36),(10 38058.85),(11 38863.582),(12 39712.996),(13 40576.688),(14 41076.465),(15 41012.402),(16 40909.98),(17 40898.523),(18 40570.766),(19 40506.984),(20 41031.8),(21 41213.695),(22 40941.57),(23 40941.23),(24 41317.645),(25 41971.582),(26 42501.063),(27 42706.438),(28 42969.355),(29 42875.625),(30 42624.758),(31 41973.695),(32 41813.266),(33 41804.42),(34 41443.89),(35 41561.93),(36 41770.266),(37 41924.527),(38 42241.445),(39 43341.18),(40 43508.4),(41 43733.527),(42 44011.89),(43 43846.02),(44 44058.645),(45 44422.72),(46 44258.094),(47 44213.61),(48 44356.2),(49 44219.73),(50 44126.766),(51 43756.46),(52 43441.746),(53 43303.85),(54 43484.035),(55 43501.848),(56 43693.652),(57 44241.28),(58 44166.1),(59 43707.105),(60 43203.61),(61 43488.824),(62 43767.81),(63 44139.176),(64 44026.906),(65 44277.84),(66 44764.24),(67 45135.88),(68 45134.746),(69 45134.766),(70 45273.08),(71 45361.58),(72 45313.42),(73 45570.383),(74 45211.926),(75 45140.793),(76 45486.184),(77 45636.207),(78 45629.12),(79 45546.863),
(1 7725.83),(2 16355.617),(3 22830.357),(4 27324.283),(5 29684.209),(6 31413.81),(7 32869.664),(8 35194.285),(9 36549.375),(10 37597.457),(11 38338.563),(12 38713.316),(13 38486.54),(14 38579.945),(15 38353.715),(16 38055.535),(17 38455.43),(18 38378.203),(19 39096.844),(20 39838.895),(21 39889.363),(22 39962.715),(23 40211.227),(24 40958.77),(25 41931.242),(26 42668.277),(27 43137.35),(28 43340.563),(29 43021.85),(30 42151.51),(31 41649.496),(32 41553.34),(33 41915.098),(34 41829.504),(35 41818.348),(36 42055.29),(37 42228.53),(38 42195.133),(39 42598.06),(40 42467.008),(41 42295.78),(42 42360.285),(43 42462.895),(44 42746.816),(45 43029.727),(46 42928.67),(47 43207.867),(48 43486.566),(49 42875.918),(50 43039.723),(51 43266.438),(52 43024.76),(53 42724.496),(54 42462.45),(55 42250.945),(56 42412.293),(57 42664.45),(58 42778.19),(59 42117.59),(60 41989.83),(61 42195.4),(62 41704.945),(63 41468.508),(64 40984.266),(65 41370.85),(66 42007.445),(67 42518.43),(68 42796.895),(69 42830.83),(70 43284.813),(71 43341.395),(72 43716.17),(73 44301.566),(74 44531.17),(75 44230.438),(76 44328.914),(77 44324.72),(78 44698.258),(79 44694.887),
(1 7641.847),(2 15843.1),(3 21905.98),(4 25982.186),(5 28421.91),(6 30389.59),(7 32227.686),(8 34773.66),(9 35763.68),(10 36662.246),(11 37151.004),(12 37420.617),(13 37415.97),(14 38286.953),(15 38054.97),(16 38007.42),(17 38871.813),(18 38885.438),(19 38938.793),(20 39673.152),(21 39680.008),(22 39665.93),(23 40335.06),(24 41322.645),(25 42073.94),(26 42604.594),(27 42791.695),(28 43045.188),(29 42603.848),(30 42410.49),(31 42205.48),(32 42495.875),(33 42185.266),(34 41841.813),(35 42048.26),(36 42330.824),(37 42229.598),(38 42195.277),(39 42689.496),(40 42787.902),(41 43183.895),(42 43946.2),(43 44062.785),(44 44387.984),(45 44560.93),(46 44210.945),(47 43684.266),(48 43073.22),(49 42233.895),(50 42238.875),(51 41990.25),(52 42089.453),(53 42171.3),(54 41628.07),(55 41552.254),(56 41812.137),(57 41914.887),(58 42185.54),(59 42638.21),(60 42185.055),(61 41358.637),(62 41056.688),(63 41224.664),(64 41498.01),(65 42235.36),(66 42489.063),(67 42629.656),(68 42846.28),(69 42910.605),(70 43405.547),(71 43286.805),(72 43486.895),(73 44044.96),(74 44001.684),(75 43879.867),(76 44617.906),(77 44671.21),(78 44676.863),(79 44787.953),
(1 7372.605),(2 15127.287),(3 21100.766),(4 25557.816),(5 28372.215),(6 30672.123),(7 32316.928),(8 34176.72),(9 35344.527),(10 35959.23),(11 36507.375),(12 36676.836),(13 36879.285),(14 37714.605),(15 38192.51),(16 38773.484),(17 39611.48),(18 39751.34),(19 39894.36),(20 40709.793),(21 39954.016),(22 40116.05),(23 40486.836),(24 40995.035),(25 41622.28),(26 42074.516),(27 42348.875),(28 42314.676),(29 41809.82),(30 42214.87),(31 42173.816),(32 42206.395),(33 42228.605),(34 41830.04),(35 41755.273),(36 42092.945),(37 41965.836),(38 41473.68),(39 41373.51),(40 41657.14),(41 41889.074),(42 42300.945),(43 42525.465),(44 42868.793),(45 43004.15),(46 42862.184),(47 42287.227),(48 42072.973),(49 41799.96),(50 41606.85),(51 41098.55),(52 40839.973),(53 40558.656),(54 40309.49),(55 40416.477),(56 40628.56),(57 40733.33),(58 40842.12),(59 40927.742),(60 40997.613),(61 40531.45),(62 40545.53),(63 40977.63),(64 41192.332),(65 41359.348),(66 41774.055),(67 42441.332),(68 42744.04),(69 43012.777),(70 43604.668),(71 43790.31),(72 43942.26),(73 44257.32),(74 44177.137),(75 44276.055),(76 44632.285),(77 43979.242),(78 43366.816),(79 43100.207),
(1 7293.5566),(2 14742.788),(3 20330.85),(4 24443.81),(5 27329.818),(6 29649.117),(7 31202.021),(8 33157.914),(9 34194.176),(10 34792.33),(11 35256.45),(12 35255.484),(13 35353.125),(14 35872.707),(15 36031.324),(16 36103.04),(17 36484.516),(18 36414.316),(19 36562.41),(20 36872.83),(21 36572.4),(22 36904.184),(23 37239.66),(24 37858.473),(25 38630.848),(26 38820.625),(27 38740.117),(28 38648.723),(29 38437.492),(30 38597.332),(31 38643.535),(32 38972.21),(33 39019.395),(34 39075.805),(35 39217.48),(36 39275.6),(37 39043.03),(38 39003.867),(39 39028.324),(40 39151.684),(41 38990.87),(42 39098.766),(43 39342.914),(44 39728.12),(45 40060.227),(46 40224.406),(47 40127.227),(48 40521.906),(49 40508.3),(50 40291.63),(51 39683.055),(52 39494.598),(53 39122.043),(54 39172.926),(55 39487.49),(56 39758.016),(57 40237.234),(58 40527.69),(59 40707.324),(60 41430.78),(61 42187.824),(62 42387.965),(63 42564.063),(64 42293.71),(65 41998.176),(66 42106.168),(67 42315.004),(68 42385.984),(69 42695.2),(70 42945.625),(71 42668.24),(72 42846.855),(73 43435.395),(74 43196.05),(75 43100.297),(76 42829.535),(77 42294.26),(78 42056.34),(79 41872.355),
(1 7098.691),(2 14437.909),(3 19931.254),(4 23705.105),(5 26276.838),(6 28064.521),(7 29192.889),(8 31205.783),(9 32373.422),(10 33182.824),(11 34208.707),(12 34840.652),(13 34958.58),(14 35301.117),(15 35135.59),(16 35129.47),(17 35447.117),(18 35267.645),(19 35690.957),(20 36218.816),(21 36196.426),(22 36187.508),(23 36311.324),(24 36343.023),(25 36840.957),(26 37442.887),(27 37642.11),(28 37809.52),(29 37960.355),(30 38319.875),(31 38546.65),(32 38455.31),(33 38007.695),(34 37393.074),(35 37138.383),(36 37235.797),(37 37222.74),(38 37542.297),(39 38046.266),(40 38011.92),(41 37903.617),(42 38041.223),(43 38004.086),(44 38006.06),(45 37894.17),(46 37794.383),(47 37710.074),(48 38007.42),(49 38198.25),(50 37948.47),(51 37933.41),(52 38034.55),(53 38173.316),(54 38341.492),(55 38752.504),(56 39011.457),(57 39387.3),(58 40000.344),(59 40606.902),(60 40947.902),(61 40955.21),(62 41284.176),(63 41729.67),(64 41889.227),(65 41415.164),(66 41207.246),(67 41314.715),(68 41144.227),(69 40953.598),(70 41330.4),(71 41077.87),(72 41129.504),(73 41253.863),(74 41120.3),(75 40948.918),(76 40633.52),(77 40035.664),(78 39862.832),(79 39690.39),
(1 7140.3887),(2 14154.723),(3 19481.582),(4 23366.816),(5 25814.766),(6 27816.084),(7 29067.361),(8 30330.842),(9 31810.45),(10 32916.93),(11 33410.1),(12 33566.277),(13 33788.906),(14 34339.47),(15 34220.08),(16 34028),(17 33825.563),(18 33229.23),(19 32888.918),(20 32930.5),(21 33141.836),(22 33310.348),(23 33689.094),(24 34384.59),(25 34955.004),(26 35690.316),(27 36309.81),(28 36967.914),(29 37370.688),(30 37529.19),(31 37843.953),(32 37794.37),(33 37538.08),(34 37133.66),(35 36682.336),(36 36900.066),(37 36950.715),(38 37361.863),(39 37988.69),(40 38295.57),(41 38629.43),(42 39381.92),(43 39452.125),(44 39415.332),(45 39448.38),(46 39092.277),(47 38904.88),(48 38520.1),(49 38227.633),(50 37513.723),(51 37727.043),(52 37876.242),(53 37991.72),(54 38320.496),(55 38907.133),(56 39332.57),(57 40009.33),(58 40310.08),(59 40288.246),(60 40156.18),(61 39829.527),(62 39439.414),(63 39384.12),(64 39342.227),(65 38882.38),(66 38473.35),(67 38394.68),(68 38244.094),(69 38293.48),(70 38745.316),(71 38639.652),(72 38547.957),(73 39227.293),(74 39116.973),(75 38664.36),(76 38713.82),(77 38352.027),(78 37925.18),(79 37435.18),
(1 6767.7803),(2 13561.543),(3 19060.688),(4 22927.45),(5 25482.844),(6 27681.389),(7 28826.826),(8 30249.371),(9 31075.66),(10 31787.121),(11 32527.87),(12 32891.477),(13 32959.31),(14 32870.53),(15 32321.164),(16 31713.102),(17 31520.7),(18 31202.504),(19 30890.09),(20 30992.06),(21 31051.44),(22 31629.277),(23 32142.17),(24 32524.037),(25 33026.74),(26 33917.04),(27 34768.125),(28 35430.125),(29 35714.215),(30 36501.586),(31 36562.86),(32 36370.285),(33 36655.367),(34 36427.992),(35 36175.75),(36 36108.957),(37 35571.68),(38 35880.605),(39 36572.36),(40 36821.9),(41 37284.1),(42 38159.758),(43 38369.98),(44 38543.992),(45 38697.434),(46 38374.145),(47 38271.457),(48 38077.566),(49 37831.273),(50 37900.73),(51 38486.797),(52 38509.055),(53 38256.332),(54 38510.535),(55 38743.344),(56 39092.43),(57 39359.78),(58 39687.906),(59 39280.023),(60 38894.31),(61 38419.87),(62 38040.242),(63 37554.29),(64 37356.76),(65 37362.254),(66 37099.496),(67 37005.953),(68 37003.113),(69 37362.496),(70 37825.2),(71 38083.17),(72 38037.234),(73 38278.566),(74 38062.64),(75 37817.457),(76 37899.16),(77 37194.914),(78 36821.063),(79 36439.215),
(1 7032.893),(2 14007.507),(3 19277.615),(4 22859.605),(5 25291.088),(6 27692.51),(7 29088.244),(8 30624.986),(9 31798.396),(10 32410.223),(11 32984.137),(12 33472.574),(13 33780.332),(14 33970.39),(15 33592.12),(16 33147.504),(17 32566.62),(18 32128.898),(19 32212.898),(20 32255.064),(21 32194.111),(22 32653.297),(23 33001.223),(24 33248.742),(25 33525.64),(26 33907.395),(27 34298.426),(28 34147.434),(29 34236.34),(30 34561.953),(31 34501.773),(32 34527.26),(33 34862.047),(34 34734.637),(35 34740.453),(36 34842.65),(37 34478.137),(38 34669.7),(39 35487.934),(40 35690.977),(41 35983.813),(42 36692.137),(43 36816.867),(44 36563.95),(45 36625.098),(46 36636.47),(47 36782.535),(48 37153.26),(49 37370.992),(50 37694.023),(51 37971.81),(52 37963.17),(53 37977.434),(54 38046.844),(55 37914.496),(56 38097.027),(57 37780.25),(58 37793.59),(59 37292.08),(60 37159.34),(61 37283.492),(62 37204.12),(63 37278.863),(64 37129.49),(65 36763.063),(66 36622.33),(67 36815.8),(68 37190.105),(69 37549.293),(70 37852.73),(71 37974.9),(72 38002.65),(73 37905.28),(74 37233.387),(75 36437.184),(76 36158.754),(77 35791.188),(78 35373.24),(79 35266.734),
(1 6967.8584),(2 13455.523),(3 18354.012),(4 21742.482),(5 23739.44),(6 25635.416),(7 26523.46),(8 28100.379),(9 29105.434),(10 29943.3),(11 30629.88),(12 31679.43),(13 32185.422),(14 32246.357),(15 32291.193),(16 32163.82),(17 32403.072),(18 32446.549),(19 32647.738),(20 33023.297),(21 32942.875),(22 33601.395),(23 34367.344),(24 35115.87),(25 35279.523),(26 35527.086),(27 35392.973),(28 35140.01),(29 34866.516),(30 34695.355),(31 34274.598),(32 34076.18),(33 34234.875),(34 33878.063),(35 33568.758),(36 33412.516),(37 33128.066),(38 33473.87),(39 33355.18),(40 32950.367),(41 33071.72),(42 33476.508),(43 33610.297),(44 33875.906),(45 34081.746),(46 34277.883),(47 34528.37),(48 35036.176),(49 35422.742),(50 35832.785),(51 36414.996),(52 36720.484),(53 36537.156),(54 36135.79),(55 36057.324),(56 36042.266),(57 35798.875),(58 35756.22),(59 35477),(60 35298.508),(61 35350.617),(62 35133.18),(63 35361.195),(64 35419.42),(65 35169.234),(66 34901.137),(67 34841.938),(68 34726.902),(69 34822.254),(70 35336.215),(71 35844.145),(72 36048.895),(73 36378.477),(74 36455.277),(75 36545.984),(76 36545.313),(77 35932.02),(78 35643.313),(79 35814.395),
