1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69360.586),(2 183050.13),(3 336733.1),(4 568450.1),(5 776164.56),(6 973994.75),(7 1218872),(8 1433168.1),(9 1656191),(10 1944122.1),(11 2246288),(12 2522368),(13 2880055),(14 3240451),(15 3591594.8),(16 4011318.8),(17 4463330),(18 4918512),(19 5461522.5),(20 6052061.5),(21 6587930),(22 7166138.5),(23 7777201.5),(24 8342812.5),(25 8941915),(26 9578561),(27 10152395),(28 10998541),(29 11889043),(30 12665373),(31 13547091),(32 14424483),(33 15212440),(34 16050939),(35 16938930),(36 17839150),(37 18800458),(38 19872738),(39 20917418),(40 22074658),(41 23370066),(42 24595534),(43 25954824),(44 27271248),(45 28529976),(46 29987974),(47 31701688),(48 33368594),(49 35082124),(50 36885596),(51 38636196),(52 40444668),(53 42468292),(54 44388220),(55 46441820),(56 48790452),(57 51012336),(58 53306656),(59 55515884),(60 57597696),(61 59575810),(62 61499932),(63 63055628),(64 64721828),(65 66414332),(66 67814500),(67 69262550),(68 70720260),(69 71845840),(70 72942330),(71 74090296),(72 74931910),(73 75912930),(74 76810296),(75 77452370),(76 78176610),(77 78968260),(78 79519230),(79 80195610),
(1 165.52345),(2 200.29695),(3 219.79164),(4 235.97351),(5 247.31313),(6 253.7013),(7 261.08447),(8 270.71994),(9 275.81314),(10 282.12698),(11 287.22122),(12 290.21088),(13 298.68338),(14 300.4791),(15 304.7919),(16 308.14258),(17 306.2693),(18 308.62317),(19 309.20694),(20 310.1996),(21 313.59717),(22 310.6539),(23 311.63855),(24 312.6368),(25 313.13406),(26 311.90924),(27 308.8666),(28 310.76788),(29 310.43967),(30 303.6237),(31 306.8332),(32 308.10938),(33 308.27686),(34 305.19196),(35 305.16278),(36 304.8737),(37 304.2846),(38 303.65674),(39 306.06067),(40 307.96713),(41 311.86014),(42 314.48538),(43 319.10593),(44 318.56082),(45 316.30914),(46 321.17233),(47 318.54825),(48 319.73853),(49 323.13663),(50 325.62207),(51 327.4597),(52 331.43362),(53 334.8306),(54 335.5946),(55 337.79764),(56 340.0092),(57 343.13968),(58 350.57187),(59 347.0127),(60 352.0867),(61 351.92163),(62 353.93698),(63 355.63254),(64 353.3203),(65 350.8531),(66 347.16605),(67 348.14862),(68 347.0801),(69 346.7206),(70 346.85327),(71 345.30948),(72 347.13998),(73 348.99115),(74 349.59525),(75 350.78217),(76 353.1183),(77 355.51553),(78 352.4964),(79 347.61057),
(1 162.17786),(2 194.86331),(3 211.43596),(4 226.38812),(5 233.9616),(6 242.97096),(7 252.58156),(8 259.40198),(9 265.6897),(10 268.2311),(11 268.84982),(12 275.11923),(13 281.6377),(14 285.21964),(15 292.78128),(16 296.5236),(17 298.2053),(18 299.56036),(19 302.3017),(20 303.01593),(21 302.4948),(22 303.84225),(23 301.13034),(24 301.81543),(25 301.3428),(26 303.62207),(27 303.7503),(28 305.18396),(29 302.15634),(30 299.9458),(31 302.15793),(32 305.04736),(33 301.45584),(34 301.30112),(35 300.57626),(36 304.79648),(37 302.31308),(38 296.3642),(39 297.59097),(40 302.2422),(41 301.31903),(42 304.4727),(43 306.67548),(44 309.79047),(45 315.4317),(46 313.55292),(47 311.21805),(48 314.91183),(49 318.82425),(50 320.40997),(51 324.11658),(52 323.4378),(53 323.9494),(54 329.97156),(55 332.2493),(56 334.24182),(57 338.46744),(58 343.5566),(59 347.47998),(60 347.8387),(61 346.3102),(62 345.42017),(63 349.23587),(64 347.7669),(65 345.42413),(66 346.86447),(67 347.89496),(68 348.68506),(69 347.70798),(70 351.0624),(71 353.25125),(72 353.62543),(73 356.84067),(74 358.7873),(75 359.76538),(76 358.5526),(77 359.9766),(78 361.51184),(79 358.071),
(1 160.72534),(2 192.39383),(3 211.25336),(4 224.8354),(5 231.69376),(6 240.31062),(7 248.03877),(8 255.94748),(9 261.84006),(10 264.53195),(11 265.77527),(12 273.6173),(13 276.81198),(14 279.0293),(15 283.3407),(16 287.2895),(17 286.55106),(18 291.72018),(19 294.7325),(20 295.97913),(21 293.9044),(22 294.93985),(23 295.95062),(24 299.77725),(25 296.3779),(26 297.98233),(27 297.18726),(28 294.72238),(29 296.49857),(30 296.96985),(31 294.89838),(32 296.2224),(33 294.58823),(34 293.51694),(35 295.8811),(36 298.2702),(37 297.1455),(38 300.70407),(39 300.50467),(40 301.8616),(41 303.26456),(42 304.2176),(43 312.07742),(44 313.36917),(45 315.85193),(46 316.66864),(47 316.65115),(48 321.55347),(49 322.46854),(50 321.978),(51 324.20242),(52 327.50342),(53 332.43124),(54 333.18005),(55 337.92508),(56 337.57532),(57 339.40363),(58 341.54584),(59 341.9762),(60 345.03488),(61 344.70306),(62 350.40765),(63 349.0066),(64 347.74905),(65 345.4424),(66 345.1755),(67 344.73648),(68 346.55426),(69 350.35526),(70 349.4064),(71 349.9931),(72 348.47354),(73 351.3843),(74 349.86774),(75 351.74136),(76 347.55975),(77 348.3753),(78 351.8879),(79 347.69354),
(1 160.1144),(2 190.95456),(3 209.5132),(4 227.07162),(5 239.81201),(6 246.7635),(7 253.92094),(8 261.67694),(9 266.49426),(10 269.5441),(11 272.9024),(12 279.73367),(13 283.989),(14 288.80554),(15 294.4508),(16 294.9643),(17 295.5583),(18 297.6616),(19 301.34),(20 301.33505),(21 298.75543),(22 301.00223),(23 296.9075),(24 296.73108),(25 296.0979),(26 294.52628),(27 297.23434),(28 295.521),(29 298.6501),(30 298.35544),(31 303.23502),(32 298.68604),(33 300.51346),(34 297.84805),(35 298.88947),(36 301.0453),(37 301.98395),(38 301.23227),(39 304.06876),(40 306.6196),(41 306.84848),(42 312.74884),(43 317.35757),(44 316.89316),(45 320.5277),(46 325.39285),(47 330.45483),(48 328.03253),(49 327.91962),(50 332.52753),(51 331.1771),(52 332.60095),(53 335.80588),(54 337.20746),(55 341.09744),(56 345.97012),(57 344.92557),(58 347.38275),(59 347.49786),(60 349.11496),(61 353.2428),(62 358.4177),(63 354.22617),(64 351.33188),(65 351.792),(66 353.8011),(67 352.7901),(68 348.7984),(69 349.48383),(70 350.95493),(71 349.27426),(72 346.45926),(73 346.8579),(74 343.87604),(75 346.0839),(76 345.71353),(77 342.02017),(78 345.86145),(79 339.11026),
(1 156.38783),(2 188.81662),(3 205.68787),(4 217.12956),(5 228.06613),(6 236.74754),(7 244.74821),(8 251.51926),(9 257.52216),(10 263.2345),(11 268.3095),(12 274.20053),(13 280.1095),(14 280.95718),(15 286.36783),(16 285.2374),(17 287.43466),(18 290.7685),(19 297.0226),(20 296.1415),(21 295.21555),(22 295.08676),(23 296.06003),(24 300.9869),(25 301.1243),(26 299.65317),(27 301.02386),(28 308.57333),(29 306.37027),(30 300.5078),(31 301.9431),(32 301.28958),(33 302.6763),(34 304.55194),(35 304.71036),(36 306.01233),(37 308.26218),(38 314.523),(39 311.12503),(40 311.37766),(41 313.01828),(42 313.32294),(43 313.72458),(44 313.718),(45 318.2942),(46 316.46155),(47 314.6976),(48 320.7211),(49 324.06015),(50 327.68787),(51 327.932),(52 328.62946),(53 331.11063),(54 333.43356),(55 332.75845),(56 335.0789),(57 338.47958),(58 339.97275),(59 341.22144),(60 345.1349),(61 348.79492),(62 351.65564),(63 349.4113),(64 348.86212),(65 347.65335),(66 346.11902),(67 347.84543),(68 340.40564),(69 339.90186),(70 339.35306),(71 335.8345),(72 337.12506),(73 341.1561),(74 340.71588),(75 340.68884),(76 343.76508),(77 341.02057),(78 344.36655),(79 339.20703),
(1 153.1627),(2 182.92046),(3 203.33101),(4 215.66116),(5 221.46523),(6 229.04636),(7 237.14267),(8 245.18802),(9 249.64195),(10 252.96463),(11 255.28389),(12 257.57947),(13 266.4676),(14 268.33475),(15 272.87796),(16 279.1123),(17 280.34964),(18 284.7753),(19 284.85748),(20 285.4057),(21 284.07495),(22 286.40588),(23 287.0566),(24 290.08936),(25 287.07895),(26 288.13678),(27 288.28537),(28 292.7551),(29 287.75812),(30 290.2752),(31 289.5517),(32 287.58807),(33 288.43222),(34 281.57016),(35 280.51776),(36 282.60834),(37 280.72745),(38 284.78088),(39 283.44736),(40 285.55957),(41 289.29083),(42 290.80954),(43 291.66403),(44 293.7585),(45 298.99844),(46 296.1459),(47 297.04868),(48 296.3732),(49 299.51855),(50 301.70447),(51 303.91565),(52 303.84177),(53 304.75864),(54 308.88968),(55 309.81418),(56 311.3454),(57 311.4709),(58 317.5131),(59 320.6996),(60 323.6813),(61 329.55432),(62 328.6651),(63 330.31326),(64 329.9465),(65 330.6714),(66 332.53992),(67 331.35217),(68 330.38736),(69 330.6641),(70 331.51443),(71 336.25467),(72 335.8315),(73 337.21194),(74 336.375),(75 334.71323),(76 338.1899),(77 339.61435),(78 341.79578),(79 333.83884),
(1 154.66196),(2 183.8659),(3 203.68073),(4 218.06238),(5 228.34322),(6 235.3611),(7 241.03935),(8 248.96542),(9 255.0988),(10 258.52634),(11 264.1957),(12 269.1969),(13 272.91284),(14 273.9617),(15 278.59583),(16 278.2014),(17 283.19476),(18 287.04297),(19 288.76364),(20 286.68176),(21 289.45212),(22 293.42224),(23 292.1086),(24 292.7819),(25 294.10428),(26 294.06033),(27 294.22256),(28 297.39157),(29 295.7636),(30 297.27444),(31 297.07687),(32 296.5582),(33 293.35764),(34 289.94437),(35 288.3798),(36 291.81235),(37 290.19858),(38 291.24072),(39 294.4129),(40 297.21964),(41 296.11044),(42 297.6682),(43 301.1961),(44 300.811),(45 304.74545),(46 307.16266),(47 308.69034),(48 309.98105),(49 309.53265),(50 313.76187),(51 312.79437),(52 316.40094),(53 317.74194),(54 317.71558),(55 324.79807),(56 322.5072),(57 324.09674),(58 328.40182),(59 331.4236),(60 332.29327),(61 336.74515),(62 334.7883),(63 335.86734),(64 336.79248),(65 341.7068),(66 342.67056),(67 342.42303),(68 343.00705),(69 342.5803),(70 343.12396),(71 344.61743),(72 345.27838),(73 347.92892),(74 342.8647),(75 344.58603),(76 343.5245),(77 344.93915),(78 347.34018),(79 342.32178),
(1 151.07585),(2 182.46681),(3 200.95375),(4 218.12762),(5 227.23143),(6 234.61003),(7 244.96272),(8 251.1074),(9 256.33554),(10 261.43665),(11 264.98566),(12 268.97546),(13 277.1716),(14 276.5418),(15 282.20908),(16 282.17538),(17 284.28864),(18 287.21768),(19 286.63614),(20 286.33118),(21 286.55267),(22 289.7559),(23 293.744),(24 293.19305),(25 296.89474),(26 300.1679),(27 300.00113),(28 300.40274),(29 296.0595),(30 299.87653),(31 301.52377),(32 304.26337),(33 300.36612),(34 297.92245),(35 296.66544),(36 300.32547),(37 298.73526),(38 296.91946),(39 297.51236),(40 299.9919),(41 299.87338),(42 298.94254),(43 301.29224),(44 301.98346),(45 306.5793),(46 309.89487),(47 309.79468),(48 310.4355),(49 311.6391),(50 314.5066),(51 314.39258),(52 313.31387),(53 313.3512),(54 316.10388),(55 320.3724),(56 319.8363),(57 321.3705),(58 327.91068),(59 326.7304),(60 330.02008),(61 330.75797),(62 332.1389),(63 330.6958),(64 333.7668),(65 333.56018),(66 335.09155),(67 334.39175),(68 334.50546),(69 336.3791),(70 334.46896),(71 334.3649),(72 331.98712),(73 334.9681),(74 333.50748),(75 336.32364),(76 331.6986),(77 333.12912),(78 334.82532),(79 335.21188),
(1 147.8663),(2 178.35663),(3 192.84825),(4 207.25635),(5 216.9479),(6 223.6224),(7 232.4394),(8 241.512),(9 247.89853),(10 254.58214),(11 259.2342),(12 263.42606),(13 270.39444),(14 272.9629),(15 273.50714),(16 275.51315),(17 280.50565),(18 282.28458),(19 280.39792),(20 280.0855),(21 278.80484),(22 281.37662),(23 280.159),(24 279.4275),(25 279.9241),(26 282.11465),(27 281.64468),(28 284.1022),(29 287.78043),(30 286.32257),(31 286.36996),(32 287.14597),(33 288.12274),(34 289.60773),(35 287.38034),(36 289.4056),(37 288.33066),(38 287.5485),(39 291.83514),(40 293.86423),(41 295.00223),(42 292.96155),(43 296.13733),(44 298.26193),(45 301.2536),(46 303.54272),(47 304.6581),(48 306.35153),(49 304.67236),(50 308.7249),(51 310.14178),(52 309.5529),(53 309.34973),(54 313.24387),(55 314.97263),(56 313.0858),(57 313.4639),(58 315.56308),(59 315.2339),(60 317.12622),(61 316.32706),(62 316.12805),(63 313.63034),(64 316.42108),(65 317.66232),(66 315.58173),(67 316.3851),(68 316.69046),(69 314.3947),(70 314.5497),(71 315.87878),(72 311.56577),(73 310.2513),(74 312.72723),(75 314.81342),(76 316.1604),(77 315.60916),(78 318.26913),(79 314.86847),
(1 146.67915),(2 175.59311),(3 194.95428),(4 208.33522),(5 214.89783),(6 225.02939),(7 231.63109),(8 237.47958),(9 242.77715),(10 246.74889),(11 250.98912),(12 252.90472),(13 261.95386),(14 265.7868),(15 268.17084),(16 269.17523),(17 274.07928),(18 275.8744),(19 277.24896),(20 279.48895),(21 278.68903),(22 279.7635),(23 282.59213),(24 282.81308),(25 285.72964),(26 283.00772),(27 283.8704),(28 286.23712),(29 288.4624),(30 289.06445),(31 289.589),(32 291.3535),(33 289.6946),(34 288.6118),(35 287.93506),(36 288.48764),(37 289.70953),(38 289.85907),(39 291.31436),(40 293.02933),(41 293.01102),(42 293.71817),(43 294.87686),(44 296.7404),(45 302.25256),(46 304.1724),(47 305.90714),(48 306.39774),(49 307.1885),(50 307.11276),(51 310.8164),(52 313.60983),(53 315.09482),(54 315.59363),(55 317.50153),(56 317.63074),(57 320.125),(58 319.23196),(59 314.24176),(60 314.23877),(61 313.21387),(62 312.18375),(63 310.85373),(64 311.22336),(65 307.79996),(66 306.19363),(67 306.67712),(68 306.80667),(69 304.37302),(70 302.95093),(71 303.4597),(72 297.9843),(73 300.91006),(74 297.38513),(75 303.25705),(76 304.0561),(77 307.6944),(78 306.67004),(79 306.50687),
(1 145.56444),(2 176.0736),(3 191.73955),(4 207.03903),(5 214.02318),(6 221.85034),(7 228.63199),(8 234.3357),(9 238.22774),(10 241.70758),(11 247.35892),(12 247.91887),(13 253.16246),(14 256.36227),(15 259.5385),(16 262.55875),(17 262.945),(18 264.85974),(19 265.11426),(20 270.37704),(21 269.51184),(22 270.26654),(23 269.69693),(24 274.2819),(25 276.63193),(26 279.0204),(27 279.72644),(28 281.02087),(29 278.50894),(30 277.54907),(31 279.61157),(32 275.6449),(33 277.1416),(34 276.35553),(35 274.84567),(36 278.18747),(37 277.25247),(38 277.21176),(39 279.61215),(40 281.5925),(41 285.20135),(42 287.70425),(43 290.43542),(44 291.0088),(45 295.89993),(46 296.3453),(47 297.46973),(48 297.1024),(49 299.25748),(50 303.2948),(51 304.08118),(52 304.74112),(53 309.2593),(54 309.94092),(55 307.711),(56 308.25653),(57 307.88956),(58 309.8631),(59 309.34006),(60 311.25467),(61 312.40683),(62 309.3773),(63 309.63068),(64 306.77698),(65 303.54428),(66 304.0484),(67 303.28366),(68 304.56213),(69 301.7887),(70 299.7815),(71 297.1313),(72 295.5901),(73 297.63297),(74 295.48962),(75 300.74054),(76 300.424),(77 302.2909),(78 305.913),(79 306.85114),
(1 145.28757),(2 172.82822),(3 191.44086),(4 207.70602),(5 217.90724),(6 222.89787),(7 229.58084),(8 237.56017),(9 244.03207),(10 248.14015),(11 251.67117),(12 256.68964),(13 264.1714),(14 267.36652),(15 270.23904),(16 273.28134),(17 272.93765),(18 277.411),(19 273.815),(20 272.9433),(21 270.8015),(22 271.4129),(23 276.19537),(24 274.83737),(25 276.36786),(26 278.31763),(27 279.88376),(28 283.09988),(29 284.96408),(30 285.90936),(31 286.03116),(32 285.0143),(33 285.55756),(34 282.33417),(35 279.82837),(36 280.73755),(37 281.23636),(38 284.4216),(39 283.61115),(40 285.4929),(41 287.37152),(42 291.00458),(43 295.9906),(44 294.54346),(45 296.5673),(46 299.8921),(47 307.26126),(48 306.1674),(49 307.81308),(50 311.1995),(51 313.86),(52 314.3817),(53 316.87848),(54 318.23462),(55 319.21094),(56 320.0461),(57 320.0858),(58 323.38934),(59 322.63745),(60 322.12793),(61 320.25168),(62 316.60187),(63 316.1643),(64 313.74857),(65 315.18347),(66 312.40646),(67 312.60846),(68 311.8064),(69 313.86615),(70 309.45993),(71 310.60434),(72 306.95947),(73 313.62146),(74 314.63858),(75 315.36905),(76 314.41138),(77 312.56888),(78 315.0171),(79 308.41168),
(1 143.24821),(2 175.17308),(3 192.5837),(4 204.18018),(5 212.99718),(6 221.81354),(7 223.7599),(8 232.78189),(9 239.35333),(10 245.43166),(11 245.78278),(12 251.53293),(13 256.40875),(14 260.4322),(15 265.00946),(16 268.30548),(17 271.73004),(18 274.75705),(19 272.24014),(20 272.69165),(21 271.2399),(22 269.33078),(23 272.4848),(24 271.65826),(25 271.49146),(26 272.88232),(27 274.30978),(28 277.4764),(29 277.99313),(30 275.90814),(31 275.8855),(32 278.854),(33 278.95615),(34 279.96442),(35 281.29346),(36 280.50986),(37 282.2105),(38 281.93887),(39 283.81802),(40 287.00253),(41 290.63678),(42 294.08487),(43 296.9564),(44 295.664),(45 302.40997),(46 304.97186),(47 305.56076),(48 309.91608),(49 314.74),(50 318.3521),(51 316.93307),(52 321.29178),(53 326.63992),(54 329.1037),(55 330.801),(56 332.50854),(57 334.3637),(58 331.43982),(59 331.3997),(60 329.32062),(61 325.68152),(62 324.10443),(63 322.57156),(64 321.84427),(65 324.27188),(66 322.9907),(67 321.88794),(68 316.34625),(69 316.9521),(70 314.5343),(71 313.5453),(72 309.31012),(73 312.6349),(74 311.68857),(75 313.3991),(76 309.71915),(77 307.74197),(78 312.3734),(79 314.74097),
(1 139.05284),(2 166.93008),(3 183.38788),(4 194.26189),(5 202.64601),(6 210.98747),(7 218.69734),(8 224.27176),(9 231.62805),(10 234.9034),(11 237.3998),(12 241.0334),(13 247.96692),(14 251.10297),(15 252.28583),(16 256.0446),(17 257.75577),(18 261.68088),(19 263.74826),(20 263.24),(21 264.32706),(22 261.5217),(23 261.99054),(24 265.47983),(25 267.37766),(26 269.91068),(27 268.26688),(28 268.25888),(29 272.00815),(30 268.13748),(31 269.77142),(32 269.8797),(33 268.16754),(34 267.51642),(35 269.32138),(36 271.16205),(37 271.06134),(38 274.32602),(39 272.4382),(40 276.41595),(41 278.72586),(42 279.9193),(43 282.00256),(44 283.76166),(45 289.476),(46 292.94382),(47 294.5974),(48 295.92776),(49 298.64865),(50 301.70465),(51 300.5762),(52 304.95648),(53 310.9419),(54 310.9627),(55 310.78677),(56 316.72192),(57 316.0549),(58 318.22064),(59 316.35895),(60 317.41586),(61 320.48645),(62 319.84222),(63 318.4977),(64 318.12982),(65 317.26413),(66 317.60886),(67 319.8733),(68 315.4772),(69 315.33206),(70 312.67596),(71 309.30847),(72 310.1231),(73 312.033),(74 311.21017),(75 308.66388),(76 307.19427),(77 308.51172),(78 315.211),(79 314.85846),
(1 137.66031),(2 167.04237),(3 185.57521),(4 200.56657),(5 209.13673),(6 216.71358),(7 224.3632),(8 231.40466),(9 237.352),(10 246.37035),(11 248.73338),(12 253.35309),(13 258.67346),(14 260.35977),(15 263.95554),(16 267.11703),(17 270.35147),(18 273.46277),(19 274.58105),(20 273.2637),(21 270.65823),(22 272.995),(23 273.23724),(24 272.4371),(25 273.5217),(26 275.71884),(27 274.4133),(28 276.42072),(29 276.8913),(30 276.39066),(31 278.44305),(32 280.11703),(33 280.30234),(34 278.36832),(35 277.32114),(36 281.01907),(37 278.17993),(38 281.5859),(39 281.05475),(40 282.62622),(41 281.83963),(42 285.65768),(43 287.86166),(44 289.69736),(45 293.7036),(46 293.722),(47 298.62244),(48 304.15378),(49 305.7928),(50 305.09088),(51 308.75613),(52 309.89926),(53 315.09366),(54 315.15118),(55 319.38446),(56 317.5023),(57 317.4518),(58 320.94217),(59 324.6571),(60 324.79285),(61 325.0719),(62 328.17517),(63 327.26483),(64 327.31598),(65 324.39618),(66 321.7687),(67 322.02103),(68 319.47244),(69 317.48996),(70 316.4071),(71 316.48706),(72 316.2064),(73 320.20618),(74 320.14053),(75 320.63232),(76 323.63818),(77 320.3682),(78 323.8836),(79 325.92834),
(1 136.5604),(2 163.12567),(3 179.48746),(4 193.76389),(5 198.46523),(6 208.68462),(7 219.25958),(8 222.53522),(9 229.27754),(10 234.08525),(11 235.59134),(12 238.36246),(13 246.76236),(14 247.05864),(15 252.47682),(16 256.10464),(17 259.266),(18 261.66586),(19 267.1255),(20 266.36603),(21 267.46704),(22 269.68765),(23 270.69223),(24 274.73004),(25 275.23557),(26 272.67303),(27 273.37793),(28 277.29752),(29 276.5326),(30 275.57553),(31 275.03665),(32 276.77994),(33 276.9995),(34 275.71652),(35 273.55313),(36 274.2099),(37 277.9843),(38 277.37466),(39 278.4877),(40 281.40417),(41 282.02213),(42 284.4068),(43 288.06143),(44 291.00937),(45 290.7098),(46 290.9017),(47 293.4367),(48 295.26886),(49 298.26074),(50 303.43002),(51 305.2833),(52 302.92587),(53 306.14395),(54 304.02487),(55 303.97433),(56 304.71573),(57 307.0548),(58 307.01273),(59 308.37888),(60 307.9652),(61 310.07593),(62 311.36255),(63 312.39627),(64 313.73386),(65 310.54724),(66 308.46896),(67 310.32956),(68 309.0498),(69 309.61258),(70 310.0044),(71 309.37405),(72 310.02917),(73 315.5552),(74 312.1228),(75 315.96494),(76 318.71423),(77 319.70395),(78 321.3168),(79 323.68256),
(1 138.39868),(2 165.52779),(3 181.65477),(4 193.93486),(5 201.89034),(6 209.48586),(7 216.16745),(8 221.01498),(9 223.77434),(10 230.86832),(11 236.10852),(12 240.432),(13 249.80098),(14 252.50833),(15 253.18675),(16 256.17642),(17 257.87268),(18 260.11252),(19 261.94855),(20 264.22485),(21 265.63058),(22 265.37888),(23 268.85837),(24 270.97125),(25 273.23257),(26 273.01505),(27 273.18896),(28 272.6294),(29 273.7059),(30 274.48187),(31 276.08936),(32 276.5736),(33 276.55118),(34 275.6516),(35 276.10007),(36 276.59662),(37 275.71985),(38 277.97354),(39 281.59995),(40 280.6919),(41 277.51086),(42 278.55515),(43 282.97693),(44 286.2239),(45 290.00198),(46 290.58228),(47 288.21014),(48 292.15952),(49 287.80515),(50 291.91467),(51 291.13123),(52 291.82657),(53 291.53723),(54 296.0797),(55 294.84656),(56 296.83304),(57 297.50055),(58 302.15015),(59 303.5808),(60 303.5692),(61 307.08148),(62 308.52655),(63 313.55554),(64 308.8952),(65 312.4956),(66 308.59787),(67 311.90372),(68 307.33472),(69 308.3928),(70 309.88873),(71 310.93066),(72 312.14853),(73 317.85727),(74 319.2023),(75 324.09998),(76 326.4346),(77 323.29083),(78 326.12106),(79 323.95572),
(1 133.0785),(2 159.7303),(3 177.60844),(4 190.43565),(5 202.00006),(6 207.5473),(7 214.33678),(8 222.50133),(9 227.4522),(10 233.5439),(11 236.07985),(12 239.86337),(13 244.3562),(14 247.79852),(15 248.83655),(16 251.0454),(17 253.47495),(18 253.21448),(19 254.58826),(20 257.0165),(21 257.67825),(22 258.18173),(23 263.01886),(24 264.34787),(25 264.1946),(26 264.89767),(27 266.62146),(28 266.9583),(29 269.39053),(30 270.12167),(31 269.95184),(32 269.20224),(33 268.35794),(34 269.51578),(35 270.51447),(36 269.1438),(37 269.6867),(38 271.89932),(39 271.5667),(40 271.00748),(41 270.66464),(42 275.67282),(43 278.85013),(44 278.56177),(45 281.92264),(46 284.07224),(47 283.9914),(48 289.48083),(49 287.974),(50 292.62772),(51 293.4577),(52 293.83173),(53 298.33307),(54 297.74594),(55 301.214),(56 303.92908),(57 303.5637),(58 304.06805),(59 307.2294),(60 308.34674),(61 312.1774),(62 314.27158),(63 312.54364),(64 313.1274),(65 309.90106),(66 313.52606),(67 308.02164),(68 309.9758),(69 307.9578),(70 306.92725),(71 305.30548),(72 306.65625),(73 311.82114),(74 313.369),(75 315.2648),(76 311.96542),(77 315.62265),(78 314.9993),(79 317.47437),
