1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 254936.38),(2 550396.06),(3 815331.5),(4 1280892.6),(5 1691340),(6 2086037.9),(7 2592260),(8 3079869.3),(9 3596206.8),(10 4163355),(11 4622374),(12 5071284.5),(13 5843417.5),(14 6491488),(15 7106705.5),(16 7980332),(17 8638934),(18 9232326),(19 10138385),(20 10843842),(21 11458765),(22 12096271),(23 12539795),(24 13024437),(25 13557877),(26 14149283),(27 14659564),(28 14959829),(29 15268008),(30 15649663),(31 16108261),(32 16721744),(33 17209806),(34 17732684),(35 18318342),(36 18848568),(37 19311378),(38 19860826),(39 20322674),(40 20692502),(41 21773526),(42 22280630),(43 22655810),(44 23279504),(45 23687622),(46 24070000),(47 24290054),(48 24465042),(49 24662226),(50 24921318),(51 25368166),(52 25738486),(53 26327846),(54 27062422),(55 27630728),(56 28471480),(57 29481958),(58 30265014),(59 31355234),(60 32592874),(61 33505758),(62 34524684),(63 36535950),(64 37890452),(65 39079092),(66 40202852),(67 41253588),(68 42266028),(69 42950140),(70 43790820),(71 44642052),(72 44801876),(73 45368068),(74 45859796),(75 46230028),(76 46576276),(77 46869732),(78 46702944),(79 46561936),
(1 283307.03),(2 617580.06),(3 945689.06),(4 1369074.9),(5 1724954.1),(6 2091513.4),(7 2490121),(8 2808079.3),(9 3106830),(10 3461389.3),(11 3750452.3),(12 4025921),(13 4469749.5),(14 4740152.5),(15 5006150.5),(16 5394096),(17 5662119.5),(18 5865196.5),(19 6182611.5),(20 6377512.5),(21 6563873.5),(22 6821516),(23 6968587),(24 7111094.5),(25 7191080.5),(26 7261644.5),(27 7352527.5),(28 7418601.5),(29 7494595),(30 7558527.5),(31 7534752),(32 7535505.5),(33 7538156.5),(34 7488439.5),(35 7488751.5),(36 7469931),(37 7443855.5),(38 7422396),(39 7415284),(40 7377500),(41 7505571),(42 7556620),(43 7585502.5),(44 7572140.5),(45 7585586),(46 7606274),(47 7710463.5),(48 7770021.5),(49 7848430),(50 7948957),(51 8065100),(52 8142820),(53 8260780.5),(54 8408589),(55 8521873),(56 8601186),(57 8725781),(58 8822845),(59 8870451),(60 8922906),(61 8951878),(62 8945903),(63 8967906),(64 8955213),(65 8941402),(66 8909114),(67 8891760),(68 8904383),(69 9053853),(70 9086584),(71 9122093),(72 9181352),(73 9172498),(74 9160977),(75 9013276),(76 8923318),(77 8872269),(78 8839352),(79 8854221),
(1 260365.55),(2 555512.2),(3 845260.3),(4 1230881.8),(5 1554681.6),(6 1893212.6),(7 2246501),(8 2520446),(9 2795569.3),(10 3087935.8),(11 3330867),(12 3528984),(13 3818190.8),(14 3988182.8),(15 4117415.8),(16 4294859.5),(17 4408926.5),(18 4501688),(19 4700736),(20 4797085.5),(21 4879620.5),(22 5006912),(23 5067162),(24 5144805),(25 5198171.5),(26 5251681.5),(27 5335663.5),(28 5382209),(29 5417091),(30 5474124.5),(31 5523381.5),(32 5611390.5),(33 5665200.5),(34 5695228),(35 5754826),(36 5775948),(37 5790883.5),(38 5937943.5),(39 6005470.5),(40 6053184.5),(41 6163612.5),(42 6228354),(43 6280330.5),(44 6448136.5),(45 6504626),(46 6566876),(47 6625692),(48 6708554),(49 6808773.5),(50 6918486.5),(51 7049212),(52 7137705.5),(53 7221800),(54 7346368),(55 7447606),(56 7521135.5),(57 7657550.5),(58 7780132),(59 7801189.5),(60 7801429.5),(61 7805690),(62 7835296),(63 7807278),(64 7808124),(65 7791226),(66 7803192.5),(67 7822544),(68 7827736.5),(69 7848166.5),(70 7831864),(71 7827140.5),(72 7911192.5),(73 7906473.5),(74 7904945.5),(75 7857785.5),(76 7868428),(77 7861983.5),(78 7828945.5),(79 7837450.5),
(1 234832.06),(2 503398.3),(3 771567.6),(4 1116886.4),(5 1399208.4),(6 1672829.5),(7 1945358.4),(8 2148404.8),(9 2349928.5),(10 2590027),(11 2815205.5),(12 3021634),(13 3275786.5),(14 3452438.5),(15 3616079),(16 3812803.3),(17 3924815.8),(18 4051664),(19 4207624.5),(20 4308479),(21 4405844.5),(22 4470287.5),(23 4544386.5),(24 4611460.5),(25 4646260),(26 4713622),(27 4775784.5),(28 4815152),(29 4886473.5),(30 4946530.5),(31 5011065.5),(32 5106507),(33 5169543.5),(34 5239966.5),(35 5335737),(36 5382116),(37 5419735),(38 5522926),(39 5575952.5),(40 5634390),(41 5670958),(42 5704046),(43 5751914),(44 5837756),(45 5874428),(46 5923838.5),(47 5963467),(48 6024976.5),(49 6095885),(50 6123245),(51 6167581.5),(52 6203386),(53 6172041),(54 6158095.5),(55 6142982.5),(56 6091253),(57 6103063.5),(58 6111908),(59 6105342.5),(60 6105660),(61 6077638.5),(62 6063037.5),(63 6110894.5),(64 6099512.5),(65 6108920.5),(66 6147057.5),(67 6173378),(68 6187607),(69 6216469),(70 6212200.5),(71 6205052),(72 6194272),(73 6186232.5),(74 6194453),(75 6208166),(76 6313520),(77 6375219),(78 6375819.5),(79 6383742.5),
(1 212654.78),(2 460562.03),(3 711317.75),(4 1009295.1),(5 1258781.6),(6 1475700.5),(7 1701933.8),(8 1879373.3),(9 2060744.4),(10 2276588),(11 2452701.8),(12 2613496.3),(13 2839507.5),(14 2958623.8),(15 3075245),(16 3242521.3),(17 3309083.8),(18 3383539.5),(19 3480676.3),(20 3571626.5),(21 3656809.3),(22 3665308.8),(23 3714963.8),(24 3762621.5),(25 3747670.8),(26 3734272),(27 3745641.3),(28 3743186),(29 3758153.5),(30 3774340.8),(31 3793105.5),(32 3856259.5),(33 3877584),(34 3881768.8),(35 3910870.5),(36 3915211.5),(37 3918063),(38 3967222.5),(39 4000978.3),(40 4038556.8),(41 4100736.8),(42 4140541.5),(43 4178076.3),(44 4276672.5),(45 4324358),(46 4382296.5),(47 4509615),(48 4615275),(49 4720797.5),(50 4799571),(51 4896942.5),(52 4987334),(53 5020077),(54 5082721.5),(55 5160410),(56 5229414.5),(57 5347823.5),(58 5457497.5),(59 5546196.5),(60 5643668.5),(61 5678823),(62 5726238.5),(63 5776619),(64 5809860),(65 5826306.5),(66 5839212),(67 5848129.5),(68 5830674.5),(69 5843204),(70 5800269.5),(71 5761918),(72 5647664),(73 5581302),(74 5529614),(75 5437294),(76 5407280),(77 5353736),(78 5265974.5),(79 5211086.5),
(1 209130.31),(2 446741.63),(3 693746.1),(4 1007102.75),(5 1262510.1),(6 1504312.8),(7 1755611),(8 1950481.5),(9 2121568.8),(10 2324690.5),(11 2486129.3),(12 2645766.5),(13 2842270),(14 2975529.5),(15 3104587),(16 3267188.8),(17 3355845.3),(18 3433824.3),(19 3465506.3),(20 3489295.5),(21 3514078.8),(22 3546073.8),(23 3564525.3),(24 3592931.3),(25 3602440.3),(26 3634034.3),(27 3666006.8),(28 3695447),(29 3730992),(30 3745232.5),(31 3738613.8),(32 3778325),(33 3786244.3),(34 3775274),(35 3789364.3),(36 3784942.3),(37 3786854.3),(38 3845809.3),(39 3867614.8),(40 3900322),(41 3900735.8),(42 3928552),(43 3925982.8),(44 3889544.3),(45 3874800),(46 3865840.5),(47 3922014.3),(48 3933954.8),(49 3950050),(50 3977755),(51 4040875),(52 4101449.3),(53 4124086),(54 4164793.5),(55 4208224),(56 4241155),(57 4310636.5),(58 4367336.5),(59 4352179.5),(60 4344700),(61 4324202.5),(62 4316387.5),(63 4325125.5),(64 4328330),(65 4342998),(66 4406629),(67 4443328.5),(68 4461849.5),(69 4408632),(70 4387999.5),(71 4362804.5),(72 4318947.5),(73 4282511),(74 4254911.5),(75 4230811.5),(76 4233481),(77 4210088.5),(78 4188499.3),(79 4202802.5),
(1 205039.14),(2 435624.3),(3 668078.3),(4 934351.06),(5 1156584.3),(6 1379367.6),(7 1619782.4),(8 1806122.4),(9 1976317.8),(10 2175579.8),(11 2338582.3),(12 2503735.5),(13 2651709.5),(14 2771923),(15 2897018.8),(16 2983114.3),(17 3058798.8),(18 3140737),(19 3244149.3),(20 3311272.5),(21 3372729.5),(22 3457700.5),(23 3520675.3),(24 3581311.5),(25 3623893.3),(26 3697032.5),(27 3754593.3),(28 3799937),(29 3863448.5),(30 3889495.5),(31 3904513.5),(32 3954380.3),(33 3961174.3),(34 3954828),(35 3966116),(36 3963704.8),(37 3980676),(38 4062707.3),(39 4108792),(40 4153210.3),(41 4163995.3),(42 4195641.5),(43 4203993),(44 4227510.5),(45 4255054),(46 4281721),(47 4257658.5),(48 4264951),(49 4279041.5),(50 4273482),(51 4283160.5),(52 4277371.5),(53 4221690.5),(54 4191332.8),(55 4178385.5),(56 4174018.5),(57 4222474.5),(58 4261837.5),(59 4273887.5),(60 4305585.5),(61 4318242.5),(62 4324293.5),(63 4301383.5),(64 4278314),(65 4259905.5),(66 4279707.5),(67 4272353.5),(68 4284429),(69 4240479),(70 4194024.5),(71 4153280.5),(72 4143948.8),(73 4119687.5),(74 4106000.5),(75 4069014.5),(76 4048074.8),(77 4035477.8),(78 4014769),(79 4031092.5),
(1 184316.94),(2 390346.34),(3 600032.6),(4 826074.3),(5 1006115.1),(6 1187903.9),(7 1368436.1),(8 1492218.5),(9 1610510.3),(10 1744844.9),(11 1850885.8),(12 1947707.3),(13 2076667.5),(14 2171787.8),(15 2237432),(16 2305264),(17 2374535.8),(18 2451780.8),(19 2571194.3),(20 2652653),(21 2733884.8),(22 2808445.5),(23 2874716.8),(24 2934859.8),(25 2972413),(26 3021076.5),(27 3054751.5),(28 3069308.3),(29 3084860.5),(30 3089360.5),(31 3103157.3),(32 3156231.3),(33 3172038.8),(34 3164271),(35 3164522),(36 3175176),(37 3187399.5),(38 3208029),(39 3236845.5),(40 3253886.5),(41 3253044.5),(42 3254436.3),(43 3249493.8),(44 3234685),(45 3220117.5),(46 3212592.5),(47 3220078.3),(48 3224600.3),(49 3234221.5),(50 3251654.8),(51 3281551.5),(52 3283365.5),(53 3266384),(54 3296054),(55 3310049.8),(56 3319400.8),(57 3359706.3),(58 3379549.5),(59 3396413.5),(60 3436994.5),(61 3461529.3),(62 3491938.3),(63 3488839.8),(64 3503146),(65 3526275.3),(66 3556598.8),(67 3592596.3),(68 3623032.3),(69 3609538.5),(70 3610132.3),(71 3610661.8),(72 3644829),(73 3663131.5),(74 3688234.3),(75 3706839.8),(76 3772754.5),(77 3812797.5),(78 3844437.8),(79 3900383.5),
(1 176568.64),(2 375538),(3 565892.6),(4 752566.6),(5 890427.8),(6 1039849.3),(7 1208398.1),(8 1330580.4),(9 1449275.9),(10 1602824.4),(11 1746716.6),(12 1862643.8),(13 2011191.1),(14 2125233.5),(15 2234561),(16 2355819.5),(17 2470994.8),(18 2582952.3),(19 2697219),(20 2789083.5),(21 2878804),(22 2953575.8),(23 3027545.3),(24 3096027.5),(25 3140151),(26 3197580.5),(27 3235837),(28 3262364),(29 3306085.8),(30 3329793.3),(31 3348068.3),(32 3396017.5),(33 3419725.5),(34 3431571.5),(35 3450388.8),(36 3463574),(37 3477296),(38 3506033.5),(39 3524500.3),(40 3546173.8),(41 3563085),(42 3577789.5),(43 3589580.8),(44 3557305.3),(45 3545178.3),(46 3535657.8),(47 3471098.3),(48 3458638.8),(49 3447268),(50 3423866.8),(51 3423089.8),(52 3417479.8),(53 3392453.8),(54 3379211),(55 3357584.3),(56 3335789.3),(57 3356368),(58 3356953.8),(59 3340433),(60 3351962.5),(61 3346435.8),(62 3354688),(63 3430080),(64 3463125.3),(65 3494264.8),(66 3497173.5),(67 3536016.5),(68 3586259.5),(69 3586929.8),(70 3616886.8),(71 3647561.8),(72 3663765),(73 3654580.5),(74 3650393.8),(75 3603051.3),(76 3558387.3),(77 3519670),(78 3457378.8),(79 3423779.8),
(1 156753.42),(2 332820.53),(3 507349.84),(4 695101.8),(5 837528.75),(6 979813.06),(7 1135570),(8 1262929.4),(9 1372029.8),(10 1476545.4),(11 1555238),(12 1612336.8),(13 1680083.1),(14 1718959.6),(15 1768597),(16 1858104.5),(17 1907742.3),(18 1956423.5),(19 2021613.8),(20 2057518.3),(21 2096721),(22 2098720.3),(23 2128626),(24 2153878.5),(25 2160544.5),(26 2192772),(27 2222464.8),(28 2242257.5),(29 2286812.5),(30 2333083.8),(31 2352215),(32 2399166.5),(33 2432320),(34 2474830.5),(35 2531307.3),(36 2562634.3),(37 2573284.5),(38 2573159.5),(39 2559616),(40 2543726.5),(41 2546082.3),(42 2517915),(43 2498832.3),(44 2488166.3),(45 2480393.5),(46 2472382),(47 2462644),(48 2452812.5),(49 2450627),(50 2419916.3),(51 2402124.8),(52 2395058.3),(53 2384286.3),(54 2402570),(55 2411432.5),(56 2416630.5),(57 2460934),(58 2478632.3),(59 2503197),(60 2557480),(61 2587669),(62 2619979.8),(63 2677409.5),(64 2710004.5),(65 2732358.5),(66 2789450),(67 2819902.8),(68 2856760.5),(69 2837655.3),(70 2843130),(71 2855790),(72 2871206),(73 2894746.8),(74 2916540.3),(75 2908961.3),(76 2926618.5),(77 2936276),(78 2929704),(79 2956401.5),
(1 141201.84),(2 298587.25),(3 452365.7),(4 624803.3),(5 751900.75),(6 881002.06),(7 1003020.75),(8 1094026.9),(9 1170089.3),(10 1249150.9),(11 1311104.8),(12 1361081),(13 1442247.6),(14 1503205.5),(15 1565028.4),(16 1634307.8),(17 1694207.3),(18 1749688.4),(19 1816464.9),(20 1857188.5),(21 1895610),(22 1934406.5),(23 1962040),(24 1992406.9),(25 2008014.8),(26 2043537.1),(27 2072682),(28 2096508.1),(29 2135096.8),(30 2166380),(31 2176061.5),(32 2205935.3),(33 2226743.5),(34 2246577),(35 2297260),(36 2332254.3),(37 2363337.3),(38 2406014.3),(39 2427128.3),(40 2436428.5),(41 2444772.3),(42 2445878.5),(43 2452458),(44 2466338.5),(45 2456894.3),(46 2451042.5),(47 2428809.3),(48 2416162.5),(49 2409500.5),(50 2389242.5),(51 2390330.3),(52 2393482.5),(53 2377304.8),(54 2377759.8),(55 2382689.8),(56 2384690.5),(57 2413014.5),(58 2422001),(59 2414149.5),(60 2425120.8),(61 2421388),(62 2425709.5),(63 2421235.3),(64 2413253.5),(65 2409090.5),(66 2457142.3),(67 2453245.3),(68 2467337.3),(69 2426730),(70 2435847.8),(71 2447703.3),(72 2468805),(73 2497865.8),(74 2530879.3),(75 2549430.8),(76 2579074.5),(77 2590087),(78 2579422.5),(79 2583264.5),
(1 133502.52),(2 283829.8),(3 440522.88),(4 618585.1),(5 748686.2),(6 873333.9),(7 995332.56),(8 1084227.6),(9 1170046.5),(10 1259658.3),(11 1321626.1),(12 1373783.1),(13 1432640.9),(14 1475812.4),(15 1518884.6),(16 1578573.3),(17 1623323.6),(18 1655312.9),(19 1691281.8),(20 1723228.4),(21 1753236.5),(22 1757471.5),(23 1771273.1),(24 1777155),(25 1760892.6),(26 1757939.4),(27 1753937.1),(28 1759212.4),(29 1785196.4),(30 1804771.9),(31 1821448.6),(32 1859018.4),(33 1889002.5),(34 1907532.6),(35 1947755.6),(36 1983050),(37 2012400),(38 2073027),(39 2103964),(40 2134270),(41 2154095.3),(42 2173869.8),(43 2196718.3),(44 2216653.3),(45 2213848.3),(46 2208209.3),(47 2220470.5),(48 2231001.5),(49 2241597.3),(50 2248967.3),(51 2269249.8),(52 2284389),(53 2294477),(54 2337323.5),(55 2372623.3),(56 2396008.8),(57 2457717.5),(58 2501947.5),(59 2517354.5),(60 2542318.3),(61 2568015.3),(62 2597740.5),(63 2654692.5),(64 2698918),(65 2739965.8),(66 2783572.5),(67 2810157.8),(68 2825926),(69 2793207.8),(70 2791359.5),(71 2785487.8),(72 2790391.5),(73 2785145.5),(74 2783977.5),(75 2760090.3),(76 2760003.8),(77 2748036),(78 2720182),(79 2718343),
(1 118733.586),(2 252811.89),(3 383093.38),(4 520128.22),(5 627375),(6 735270.3),(7 839432.44),(8 909081.2),(9 972430.3),(10 1040838.9),(11 1091464.3),(12 1132647.5),(13 1197679.5),(14 1250001.5),(15 1297524.6),(16 1381812),(17 1433739.8),(18 1480164.5),(19 1535736.5),(20 1579931.5),(21 1623643.6),(22 1665028.9),(23 1693287.3),(24 1712869.3),(25 1711805),(26 1718403.8),(27 1733115.4),(28 1747076.3),(29 1766479.9),(30 1783307),(31 1790251.9),(32 1813771.4),(33 1829447.4),(34 1833475.9),(35 1854321.5),(36 1873705.5),(37 1889113.5),(38 1942579.4),(39 1967900.5),(40 1994297.5),(41 1989503.1),(42 2009515.4),(43 2025487.4),(44 2003436.9),(45 2002302.9),(46 1994755.8),(47 1984342.3),(48 1965317.4),(49 1950308.6),(50 1913886.5),(51 1895644.6),(52 1877521.4),(53 1859746),(54 1873296.9),(55 1875442.9),(56 1883029.5),(57 1903023.8),(58 1895438.3),(59 1862234.1),(60 1840641.4),(61 1818215.4),(62 1802249.5),(63 1808390),(64 1807771),(65 1815075.5),(66 1818494.5),(67 1819132.6),(68 1821656),(69 1811795.4),(70 1805907.5),(71 1810492.3),(72 1808973.4),(73 1828694.5),(74 1846134.4),(75 1839498.6),(76 1845242.3),(77 1850307.5),(78 1847214.4),(79 1868667.5),
(1 109338.74),(2 232535.28),(3 349158.88),(4 457167.6),(5 547424.06),(6 635494.25),(7 720412.75),(8 776867.7),(9 824110.5),(10 875988.4),(11 912072.94),(12 949367.75),(13 1003191.8),(14 1036176.75),(15 1066571.9),(16 1106520.3),(17 1136949),(18 1163475.5),(19 1197661),(20 1235101.5),(21 1274398.6),(22 1303635.9),(23 1331896.9),(24 1360590.9),(25 1381967.1),(26 1415736.9),(27 1442045.9),(28 1458762.3),(29 1480496.5),(30 1495518.1),(31 1498686.1),(32 1515860),(33 1524764.6),(34 1523370.8),(35 1544115.1),(36 1555839.5),(37 1571536.9),(38 1583102),(39 1590916.9),(40 1600273.5),(41 1624446.1),(42 1632394.8),(43 1640428.5),(44 1643277.6),(45 1643233.6),(46 1642496.9),(47 1648700.3),(48 1643209.6),(49 1636580.6),(50 1625423.9),(51 1640694),(52 1648471.9),(53 1640988.1),(54 1649289.9),(55 1659128),(56 1659623.3),(57 1687941.6),(58 1702471.1),(59 1697447.9),(60 1706687.6),(61 1707654.9),(62 1713537.6),(63 1737595),(64 1751111.5),(65 1765291),(66 1763718.1),(67 1773622.5),(68 1783672.9),(69 1798106.6),(70 1800437.3),(71 1806004.5),(72 1795164.5),(73 1800880),(74 1809749.6),(75 1800533.6),(76 1797949.3),(77 1797991.6),(78 1806148.6),(79 1842190.8),
(1 90715.92),(2 193894.17),(3 298702.5),(4 414277.16),(5 501599.66),(6 582278.56),(7 669470.56),(8 734068.4),(9 791268.8),(10 852113),(11 894529.94),(12 933515.4),(13 988114.4),(14 1032520.7),(15 1068143.6),(16 1119641.8),(17 1154809),(18 1187387.8),(19 1231067.1),(20 1273193.4),(21 1318278.6),(22 1361774.3),(23 1398525.4),(24 1434413.8),(25 1453104),(26 1471284.6),(27 1490664.8),(28 1497174.8),(29 1509534.8),(30 1516686.6),(31 1514742),(32 1520483.4),(33 1513094.4),(34 1500465.1),(35 1503528.9),(36 1497694.3),(37 1493918),(38 1490058.9),(39 1483989.8),(40 1481725.4),(41 1473541.4),(42 1473784.8),(43 1471480.1),(44 1470728.4),(45 1464218),(46 1461819.9),(47 1462563.4),(48 1462875.1),(49 1465688.4),(50 1458478.3),(51 1469881.1),(52 1479902.9),(53 1482133),(54 1503105.1),(55 1515719.3),(56 1525495.9),(57 1551797.4),(58 1565982.3),(59 1569220.8),(60 1590083),(61 1602485.5),(62 1614707.4),(63 1643125.4),(64 1653922.1),(65 1663062.8),(66 1648752.1),(67 1648096.1),(68 1649229.9),(69 1650879.6),(70 1651341),(71 1653494.4),(72 1653037.9),(73 1638102.9),(74 1625431.6),(75 1602832.4),(76 1591858.6),(77 1574203.4),(78 1545644.8),(79 1534633.3),
(1 91778.695),(2 192952.4),(3 295568.66),(4 409363.9),(5 495167.16),(6 579410),(7 668168.2),(8 740407.75),(9 798755.6),(10 848961.25),(11 881230.4),(12 906319.3),(13 928363),(14 947068.44),(15 954344.9),(16 974486.94),(17 982111.8),(18 988929.7),(19 1014288.9),(20 1034782.3),(21 1058377.3),(22 1083348.9),(23 1110457.1),(24 1139104.5),(25 1153603.3),(26 1166068.3),(27 1179054.9),(28 1190713.3),(29 1210798.6),(30 1223505.8),(31 1233950.8),(32 1257406.3),(33 1269555.3),(34 1277174.6),(35 1308465.4),(36 1333528.4),(37 1354499.5),(38 1393161.8),(39 1412648.5),(40 1428285.9),(41 1412144.9),(42 1415531),(43 1423929.4),(44 1421374.5),(45 1424419.1),(46 1431676),(47 1450204.5),(48 1456928.4),(49 1461269.8),(50 1451699.3),(51 1462651.3),(52 1467242.3),(53 1471498.3),(54 1494821.1),(55 1510171),(56 1521630.8),(57 1559238.3),(58 1587399.1),(59 1589091.3),(60 1611575.9),(61 1628611.8),(62 1655447.6),(63 1675037.4),(64 1689654.4),(65 1707600),(66 1712753.4),(67 1719384),(68 1717002),(69 1723264.8),(70 1724554.3),(71 1726006),(72 1736916.5),(73 1745612.3),(74 1755474.1),(75 1744415.9),(76 1732147.4),(77 1720495.6),(78 1696764.8),(79 1686667.8),
(1 88245.4),(2 187870.9),(3 289895.75),(4 391656.47),(5 466038.1),(6 539155.06),(7 617234.56),(8 667345.1),(9 708047.8),(10 754226),(11 785364.4),(12 816809.3),(13 842472.94),(14 870245.44),(15 889445.7),(16 919133.9),(17 937406.75),(18 950204.1),(19 975795.6),(20 995055.06),(21 1013491.8),(22 1027033.7),(23 1032102.94),(24 1037569.9),(25 1029502.7),(26 1027392.9),(27 1027943.5),(28 1028078.7),(29 1036009.5),(30 1039866.5),(31 1038927.25),(32 1052934.1),(33 1060661),(34 1056039.8),(35 1070618.6),(36 1081302.3),(37 1097692),(38 1124547.9),(39 1134445.4),(40 1140884),(41 1144024.3),(42 1145865.9),(43 1146788.6),(44 1157002),(45 1166446.6),(46 1180396.3),(47 1183914.5),(48 1190527.4),(49 1195316),(50 1189214.6),(51 1204004),(52 1215055.8),(53 1219515.8),(54 1235354.8),(55 1247648),(56 1241164),(57 1251515.3),(58 1262936.8),(59 1273046.4),(60 1299199.5),(61 1309474.1),(62 1319187.6),(63 1350033.9),(64 1367060.5),(65 1383495.8),(66 1438870.6),(67 1465765.5),(68 1494384.8),(69 1515325.1),(70 1529220.5),(71 1546227.3),(72 1563860.4),(73 1590851.9),(74 1618829.5),(75 1613846.5),(76 1622446.1),(77 1634356.3),(78 1618653.8),(79 1619634.1),
(1 81404.76),(2 173833.5),(3 271637.25),(4 371055.88),(5 444812.97),(6 512225.97),(7 585069),(8 636044.7),(9 679153.44),(10 722362.56),(11 750233.1),(12 777802.9),(13 794978.4),(14 815143),(15 831653.9),(16 857338.75),(17 881755),(18 899925.5),(19 912953.06),(20 935190.56),(21 958980.8),(22 982483.4),(23 998396.25),(24 1011915.2),(25 1020215.44),(26 1035697.94),(27 1041938.5),(28 1036521.6),(29 1037157.3),(30 1037485.1),(31 1032677.1),(32 1039827.6),(33 1039011.2),(34 1045339.56),(35 1070314),(36 1083284.9),(37 1098413.9),(38 1141612.1),(39 1163289.8),(40 1181661.5),(41 1189795.4),(42 1202258.5),(43 1211708.1),(44 1218355.9),(45 1228155.3),(46 1238202.8),(47 1254073.4),(48 1258544.4),(49 1266186.3),(50 1261356.8),(51 1273855.6),(52 1289007.4),(53 1296406.4),(54 1319834.3),(55 1336805.1),(56 1331895.8),(57 1346245.4),(58 1361270.3),(59 1366230.9),(60 1379421.5),(61 1377197.8),(62 1374935.3),(63 1365691.8),(64 1358125.9),(65 1351374.3),(66 1360289.1),(67 1361732.1),(68 1353318.8),(69 1326417.1),(70 1309431.5),(71 1298117),(72 1281753.9),(73 1273249.8),(74 1264964.5),(75 1242872),(76 1232908.3),(77 1226171.3),(78 1219278.6),(79 1225345.1),
