1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 937675.8),(2 2782657.8),(3 5281310.5),(4 8314009.5),(5 11209989),(6 13452648),(7 15529197),(8 17336552),(9 18786194),(10 19604090),(11 20062642),(12 20240030),(13 19904744),(14 19270646),(15 18455626),(16 17578426),(17 16651984),(18 15647480),(19 14804035),(20 14093137),(21 13873875),(22 13670284),(23 13961765),(24 14354680),(25 14380597),(26 14530096),(27 14719739),(28 15214777),(29 15606221),(30 15954779),(31 15941252),(32 15646732),(33 15199203),(34 14241017),(35 13102152),(36 12066355),(37 11371581),(38 10718094),(39 10282987),(40 9787121),(41 9275332),(42 8819897),(43 8602854),(44 8687049),(45 8926673),(46 9256353),(47 9771103),(48 10314099),(49 10818155),(50 11138837),(51 11224732),(52 11084370),(53 10758219),(54 10188361),(55 9565688),(56 9010492),(57 8599124),(58 8181196),(59 7814014),(60 7516042.5),(61 7297064),(62 7156885.5),(63 7203082.5),(64 7376068),(65 7649284),(66 7816595.5),(67 7898716),(68 7821515.5),(69 7735976),(70 7686212),(71 7713862.5),(72 7790782.5),(73 7881603.5),(74 7997510),(75 8119367.5),(76 8230346.5),(77 8238157.5),(78 8328942.5),(79 8423533),
(1 942318.4),(2 1425311.3),(3 1886526.1),(4 2647909.5),(5 3151610),(6 3627933.3),(7 4047277.3),(8 4119812.8),(9 4199861),(10 4201980),(11 4124415),(12 3840894.3),(13 3655141.5),(14 3414311),(15 3219104),(16 3088867.5),(17 3065919.3),(18 2973041.5),(19 2945032.3),(20 2954054),(21 2993858.5),(22 2934980.3),(23 2999353.5),(24 3140915.5),(25 3094590),(26 3169169.8),(27 3280628.8),(28 3329080.8),(29 3407175),(30 3409829.5),(31 3350450),(32 3290251.3),(33 3216233),(34 3043160.3),(35 2824694),(36 2610716.5),(37 2432811),(38 2321520.8),(39 2302682),(40 2324885.3),(41 2338567.3),(42 2337058),(43 2456857.8),(44 2674029.3),(45 2877923.8),(46 2929837.5),(47 3055584.8),(48 3156657.8),(49 3183328.8),(50 3155911),(51 3173584.3),(52 3199872),(53 3192733.5),(54 3253318),(55 3316378.5),(56 3311469.5),(57 3232864.3),(58 3150958.3),(59 3033402.8),(60 2872701.5),(61 2682228.3),(62 2553941.3),(63 2486426.8),(64 2455086.5),(65 2396871.3),(66 2327904.8),(67 2301262.3),(68 2298857.5),(69 2272135.8),(70 2255077.5),(71 2289939.5),(72 2340981.3),(73 2321268.8),(74 2311765.5),(75 2311608.3),(76 2302764.5),(77 2289306.5),(78 2287220.8),(79 2299775.8),
(1 889209.7),(2 1289388.9),(3 1633134.4),(4 2202960.3),(5 2638026.8),(6 2988987.8),(7 3275045.8),(8 3283420.3),(9 3333270.3),(10 3206890.8),(11 3060478),(12 2827291),(13 2538173),(14 2368462.3),(15 2262872.5),(16 2238070.3),(17 2309493.5),(18 2237187.3),(19 2260847.3),(20 2400034.3),(21 2477288.3),(22 2457843.8),(23 2502007.5),(24 2589145.8),(25 2652812.3),(26 2633683),(27 2618038.5),(28 2599383.5),(29 2579618),(30 2551150),(31 2528593.8),(32 2540549.8),(33 2523203.8),(34 2451092.3),(35 2384626.3),(36 2330092.8),(37 2237352.5),(38 2169418),(39 2184624.3),(40 2206715.5),(41 2242568),(42 2231875.3),(43 2299366.8),(44 2409228.3),(45 2510971.8),(46 2519836.8),(47 2538090.8),(48 2537939.8),(49 2554913),(50 2530058.3),(51 2535610.8),(52 2549421.8),(53 2526533.8),(54 2550474.3),(55 2595779.8),(56 2636936.3),(57 2608613.8),(58 2568214.8),(59 2511218),(60 2431984.8),(61 2297085.3),(62 2182504),(63 2110140.5),(64 2083140.1),(65 2014856.6),(66 1962881),(67 1956009.6),(68 1975115.6),(69 1980777.4),(70 1964839.4),(71 1978321.1),(72 2004085.4),(73 1989532.6),(74 1975911.5),(75 1970112.9),(76 1960765.6),(77 1975260.9),(78 1984476.4),(79 2007250.1),
(1 840904),(2 1234497.3),(3 1592115.3),(4 2139107.8),(5 2609408),(6 2893020.8),(7 3077491.3),(8 3060804.8),(9 3051918),(10 2966275.8),(11 2854139.5),(12 2618433.5),(13 2417232.5),(14 2218825.5),(15 2091358.4),(16 2026980.5),(17 2060097.6),(18 2024309.5),(19 2110582.5),(20 2262844.8),(21 2338003.3),(22 2322594),(23 2350419.3),(24 2434544),(25 2451219.8),(26 2384606.5),(27 2350380.5),(28 2360357),(29 2312253.5),(30 2228865.5),(31 2177999.8),(32 2156345.5),(33 2152645.8),(34 2140882.3),(35 2118063.8),(36 2080650.5),(37 2032544.5),(38 1980495.6),(39 1981788.8),(40 1992551.5),(41 1997730.9),(42 2027719.4),(43 2105137.3),(44 2182042),(45 2255598.8),(46 2210866),(47 2190093),(48 2178534.8),(49 2209452.8),(50 2183668.3),(51 2179533),(52 2185846.3),(53 2115282.8),(54 2048669),(55 2022485.8),(56 2026211.9),(57 2053859.4),(58 2047089.6),(59 2059402.3),(60 2086594.5),(61 2018514.9),(62 1937003.4),(63 1915598.8),(64 1940642.1),(65 1946643.5),(66 1953835.4),(67 1948238.4),(68 1916301.8),(69 1891245.3),(70 1832742.5),(71 1798885.6),(72 1787509.8),(73 1777818.4),(74 1792349.5),(75 1822187.4),(76 1853056.5),(77 1874919),(78 1874713.6),(79 1870646.5),
(1 728056.9),(2 1095345.6),(3 1473030.4),(4 1845964.4),(5 2235789.3),(6 2421020.8),(7 2518124),(8 2495731.8),(9 2422048.8),(10 2332134.8),(11 2267009.8),(12 2081671),(13 1979556),(14 1865481.5),(15 1838817.9),(16 1901068.5),(17 1880743.5),(18 1869408.5),(19 1883677.1),(20 1857651),(21 1899920.8),(22 1823070.9),(23 1813079),(24 1878576.5),(25 1880817.5),(26 1813909.8),(27 1801367.9),(28 1802774.9),(29 1776801.9),(30 1785051.6),(31 1826194.9),(32 1872307.9),(33 1929035.3),(34 1871330.9),(35 1806670.4),(36 1742044.4),(37 1637791.5),(38 1634374.5),(39 1679822.4),(40 1719356.8),(41 1760082.4),(42 1769559.6),(43 1817038.5),(44 1888874.8),(45 1950390.4),(46 1928308),(47 1914416.8),(48 1902930.1),(49 1918149.6),(50 1889213.3),(51 1892633.1),(52 1909273.9),(53 1855115.4),(54 1779080.8),(55 1724523.5),(56 1687245),(57 1721862.9),(58 1718863.3),(59 1745649.3),(60 1783991.6),(61 1764189.3),(62 1719209.5),(63 1696581.8),(64 1678962.8),(65 1646770.4),(66 1620348.8),(67 1618134.5),(68 1613725.1),(69 1589013),(70 1533252.6),(71 1503413),(72 1493138.1),(73 1482635),(74 1477381.9),(75 1492749.8),(76 1505112),(77 1517871.9),(78 1505474.3),(79 1499141.5),
(1 582979.94),(2 926529.06),(3 1218755.4),(4 1481142.4),(5 1794467.3),(6 1976127.9),(7 2105415),(8 2035379),(9 1946170.3),(10 1864533.5),(11 1801893.9),(12 1660607.5),(13 1584867.5),(14 1497139.4),(15 1492339.8),(16 1530462.9),(17 1573054.1),(18 1539369.9),(19 1551907.5),(20 1580613.1),(21 1648823.5),(22 1637013.6),(23 1645272.9),(24 1655596.1),(25 1637342.6),(26 1557698.3),(27 1485240.9),(28 1451702.9),(29 1476801.8),(30 1521438.5),(31 1573836.8),(32 1583719.9),(33 1580410.3),(34 1520889.4),(35 1489896.6),(36 1470498.5),(37 1451019.5),(38 1461881.6),(39 1514607.8),(40 1555180.8),(41 1542285.4),(42 1506316.9),(43 1490576.6),(44 1526905.9),(45 1564023.9),(46 1597830.1),(47 1635976.6),(48 1668320.1),(49 1726600.5),(50 1739673.8),(51 1741851.1),(52 1736321.9),(53 1646830.5),(54 1573835.5),(55 1528321),(56 1486690.3),(57 1487988.5),(58 1469207.5),(59 1503899.8),(60 1547668.6),(61 1556658.9),(62 1518512.1),(63 1497607),(64 1472467.8),(65 1438174.3),(66 1384544.9),(67 1346574.4),(68 1310385.1),(69 1281152.6),(70 1253685),(71 1261228.5),(72 1280185.6),(73 1288881.8),(74 1284307.5),(75 1285600.9),(76 1275755.8),(77 1258811),(78 1247410.1),(79 1250127.3),
(1 524596.7),(2 880877.3),(3 1183361.5),(4 1498791.5),(5 1806936.5),(6 2004107.3),(7 2155895.3),(8 2100719.8),(9 2012777.8),(10 1930449.1),(11 1858970.9),(12 1708504),(13 1606289.8),(14 1523106.8),(15 1534860.6),(16 1615556.5),(17 1619863.3),(18 1528254),(19 1508932.6),(20 1530471.5),(21 1493330.4),(22 1465464.6),(23 1473854.4),(24 1489422.6),(25 1526714.8),(26 1488483.8),(27 1464157.4),(28 1470887.5),(29 1491373.4),(30 1479015.5),(31 1480530.9),(32 1490981.9),(33 1536733.4),(34 1517608),(35 1535977.8),(36 1542907.8),(37 1502627.5),(38 1486752.1),(39 1496581.8),(40 1497332.6),(41 1483251.8),(42 1461925.9),(43 1453796.5),(44 1469389.4),(45 1489691.4),(46 1494916.3),(47 1524289.4),(48 1531721.6),(49 1540424.1),(50 1521862.1),(51 1504343.9),(52 1500930.6),(53 1448430.4),(54 1404836.3),(55 1386652.8),(56 1365427.5),(57 1363105.3),(58 1361134.9),(59 1396770.5),(60 1425963.1),(61 1426061.1),(62 1377677.3),(63 1348220.5),(64 1330978.1),(65 1321242.1),(66 1290492.1),(67 1279842.6),(68 1260345.1),(69 1237692.9),(70 1216900.8),(71 1225606.8),(72 1248860.8),(73 1263320),(74 1264301.1),(75 1261373.4),(76 1252548.5),(77 1244712),(78 1240430.6),(79 1249767.9),
(1 424604.16),(2 793867.4),(3 1145713.1),(4 1383389.9),(5 1579098.4),(6 1628325.1),(7 1640989.4),(8 1621425),(9 1575419),(10 1498678.1),(11 1447571.8),(12 1355237),(13 1287300),(14 1242213.3),(15 1269067.4),(16 1374244.9),(17 1391925.8),(18 1366141.5),(19 1380495.4),(20 1400753.1),(21 1372305),(22 1275523.1),(23 1215816.8),(24 1220635),(25 1317658.5),(26 1305145.8),(27 1336615.8),(28 1392347.6),(29 1379736),(30 1292499.8),(31 1241093.5),(32 1223631.3),(33 1220995.5),(34 1234870.8),(35 1276119.5),(36 1300713.8),(37 1315887),(38 1341436),(39 1386070.9),(40 1399993.1),(41 1338147),(42 1297655.9),(43 1265593),(44 1256305.1),(45 1251752),(46 1228462.6),(47 1237369.3),(48 1249288.9),(49 1250036.8),(50 1222194.8),(51 1220668.4),(52 1246152.6),(53 1248226.8),(54 1218174.8),(55 1198204.8),(56 1189104),(57 1196538.9),(58 1218708.9),(59 1260276.4),(60 1267277.8),(61 1210307.1),(62 1146208.3),(63 1118804.8),(64 1116145.3),(65 1138865.4),(66 1170779.6),(67 1202912.5),(68 1205757.6),(69 1153289),(70 1100830.1),(71 1090443.9),(72 1111789.1),(73 1148386.8),(74 1162353.9),(75 1166286.3),(76 1156414.6),(77 1134235.1),(78 1125222.8),(79 1131475.1),
(1 401406.88),(2 714565.1),(3 1002523.6),(4 1209715),(5 1348029.8),(6 1372554),(7 1380937.6),(8 1313727.5),(9 1267986.1),(10 1207270.3),(11 1190497.5),(12 1167914.3),(13 1101446.3),(14 1039056),(15 1060249.5),(16 1151669.1),(17 1210544.4),(18 1239690.5),(19 1289381.6),(20 1313517.9),(21 1275819.6),(22 1176918.3),(23 1106990.1),(24 1096528.3),(25 1149094.3),(26 1146624),(27 1159839.5),(28 1176382.6),(29 1197339.9),(30 1171908.4),(31 1172845.1),(32 1168214.3),(33 1185354.8),(34 1130434),(35 1105249.4),(36 1096985),(37 1049196.6),(38 1056926.5),(39 1095314.9),(40 1121132.3),(41 1110794),(42 1073803.6),(43 1060795.5),(44 1066123.3),(45 1088039.5),(46 1072056.5),(47 1084229.1),(48 1095584),(49 1078424.8),(50 1057102.3),(51 1047837.7),(52 1045918.7),(53 1066952.4),(54 1065081.6),(55 1071091.4),(56 1062406.8),(57 1042251.6),(58 1029107.1),(59 1034474.44),(60 1031585.2),(61 1013863.4),(62 994273.2),(63 992791.5),(64 1000673.94),(65 1006507.9),(66 1009013.5),(67 1021730.3),(68 1014139.06),(69 988331),(70 967216.2),(71 961302.94),(72 972333.2),(73 987276.6),(74 984528.9),(75 982876.3),(76 974675.7),(77 970245),(78 967886.56),(79 979168),
(1 363028.75),(2 685604.9),(3 981958.44),(4 1206896),(5 1363687.3),(6 1373984.3),(7 1352414.5),(8 1278156.8),(9 1226098.9),(10 1165537.6),(11 1141420.6),(12 1119404.9),(13 1070693.8),(14 1045486.75),(15 1067135.8),(16 1140251),(17 1194044.3),(18 1192093),(19 1199161.5),(20 1199625.5),(21 1187606.3),(22 1137255.8),(23 1111407),(24 1113744),(25 1112319.5),(26 1068477.6),(27 1065035.9),(28 1082550.6),(29 1116013.6),(30 1162793.4),(31 1200905),(32 1202552.3),(33 1189244.4),(34 1156129),(35 1146126.5),(36 1128081.5),(37 1098029.5),(38 1073602.8),(39 1080742.8),(40 1080095.8),(41 1018124.5),(42 956572.75),(43 946810.6),(44 984851.5),(45 1050040.3),(46 1076371.3),(47 1100117),(48 1097272.8),(49 1068480.5),(50 1022510.6),(51 998255.25),(52 987762),(53 988408.25),(54 988021.5),(55 999971),(56 997279.94),(57 983347.75),(58 982863.25),(59 1008991.8),(60 1031056.75),(61 1025911.9),(62 1007076.25),(63 992533.75),(64 962192.75),(65 924615.4),(66 906668),(67 915329.06),(68 932037.44),(69 943303),(70 943141.1),(71 931217.6),(72 912558),(73 895927.6),(74 890954.25),(75 908830.75),(76 934267.94),(77 955343.06),(78 958356.25),(79 952916.56),
(1 312313.7),(2 576835.44),(3 826045.75),(4 1009734.8),(5 1103574),(6 1087742.8),(7 1054705.3),(8 989585.94),(9 956777.06),(10 934669.3),(11 938759.7),(12 923650.4),(13 890437.06),(14 872886.44),(15 900277.6),(16 957743.25),(17 1013487.4),(18 1018968),(19 1012132.9),(20 1001528.2),(21 968936),(22 938632.56),(23 953145.5),(24 989808.44),(25 981652.75),(26 950484.75),(27 948335.44),(28 947984.2),(29 975647.44),(30 973528.6),(31 996624.44),(32 1031079.44),(33 1020468.56),(34 991958.06),(35 975654.25),(36 951183.56),(37 922594.25),(38 926171.25),(39 955294.7),(40 948194.5),(41 893419.25),(42 847858.25),(43 835477.75),(44 840678.2),(45 873089.4),(46 883477.8),(47 905136.6),(48 915939.25),(49 937825.2),(50 916395.44),(51 921867.8),(52 928623.56),(53 913417.4),(54 917547.8),(55 922898.25),(56 916735.1),(57 911664),(58 903099.56),(59 915466.8),(60 925336.44),(61 928944.44),(62 914082.06),(63 899942.6),(64 871211),(65 828962.3),(66 806326.6),(67 811355.94),(68 826819.8),(69 822329.94),(70 807432.2),(71 795370.6),(72 783715.5),(73 773883.56),(74 775816.56),(75 792366.7),(76 813564.44),(77 826274.94),(78 813624.56),(79 804411),
(1 276010.8),(2 551550.75),(3 803432.44),(4 955616),(5 1016837.6),(6 981862.2),(7 942489.9),(8 902100.06),(9 884344.06),(10 868945.2),(11 890332.3),(12 896958.94),(13 905010.56),(14 903343.94),(15 926090.25),(16 951016.4),(17 1002675),(18 991833.94),(19 968797),(20 948850.6),(21 926907.7),(22 910951.56),(23 924095.44),(24 946122.44),(25 961814.4),(26 951622.3),(27 971549.1),(28 994498.06),(29 990112.25),(30 962467.9),(31 943029.56),(32 928590.4),(33 921612.3),(34 911697.6),(35 906369.94),(36 882791.75),(37 845463.6),(38 811643.9),(39 810961.1),(40 811147.7),(41 807473.25),(42 802066.06),(43 796191.5),(44 780908.7),(45 781833.56),(46 761813.94),(47 779586.75),(48 814248.5),(49 855265.4),(50 858805.6),(51 877611.44),(52 891222.3),(53 897273.5),(54 889749),(55 871860.56),(56 838664.2),(57 829845),(58 832733.4),(59 854156.2),(60 861236.56),(61 842959.06),(62 828751.9),(63 820551.8),(64 809155.3),(65 795786.9),(66 795648.94),(67 812676.25),(68 825238.3),(69 815402.06),(70 772528.1),(71 745106.6),(72 741008.8),(73 760880.5),(74 784527.2),(75 812615.7),(76 822031.56),(77 813735.44),(78 787550.06),(79 774639.56),
(1 233616.92),(2 476749.78),(3 693214.9),(4 808443.7),(5 844772.25),(6 814569.75),(7 800518.25),(8 782887.1),(9 778036.9),(10 760221.1),(11 763884.2),(12 779219.25),(13 788447.9),(14 789862.75),(15 815345.75),(16 831770.2),(17 841910.1),(18 805249.94),(19 795886.6),(20 816169.75),(21 848553.1),(22 849675.8),(23 847877.8),(24 841581.1),(25 828365.5),(26 789870.5),(27 791213.94),(28 812966.5),(29 838367.2),(30 834451.25),(31 839688.25),(32 840929.6),(33 832353.94),(34 837408.1),(35 849096.6),(36 838300.8),(37 779857.94),(38 721353.06),(39 701272.06),(40 706125.8),(41 719414.75),(42 735492.8),(43 759045.1),(44 769759.06),(45 761186.44),(46 734444.94),(47 739789.9),(48 760547.7),(49 783059.25),(50 770020.5),(51 745669),(52 716826.5),(53 697773.8),(54 693633.25),(55 700542.44),(56 698235.9),(57 698452.44),(58 714608.5),(59 741662.44),(60 747957.06),(61 720758.9),(62 703018.56),(63 690309.06),(64 673212.6),(65 646150.75),(66 625532.94),(67 628667.06),(68 643677.4),(69 657276.75),(70 657247.2),(71 659658.25),(72 660852.3),(73 668420.44),(74 665791.4),(75 663481.25),(76 659018.7),(77 662014.7),(78 661024.3),(79 669852.25),
(1 198685.42),(2 410630.66),(3 606443.2),(4 725418.06),(5 761035.25),(6 739070.6),(7 729309.25),(8 721330.8),(9 725425.44),(10 712686.5),(11 720460.6),(12 725396.6),(13 735738.06),(14 755822.56),(15 802015.2),(16 827695.44),(17 811536.94),(18 773557.75),(19 760435.5),(20 776183.75),(21 791756.06),(22 774966.06),(23 757769.75),(24 738266.4),(25 734513.75),(26 732265.3),(27 759443.8),(28 786008.8),(29 793702.1),(30 790316.25),(31 794508.8),(32 806058.1),(33 819940.25),(34 815236.06),(35 798964),(36 765631.44),(37 732407.6),(38 693818.44),(39 690609.44),(40 684402.06),(41 660119.06),(42 641117.2),(43 649034.7),(44 667185.56),(45 682841.9),(46 668683.25),(47 673748.94),(48 700834.8),(49 734752.3),(50 734653.6),(51 730898.6),(52 719759),(53 703047.44),(54 685140.8),(55 683269.3),(56 680089.9),(57 684837.56),(58 695427.8),(59 711077.4),(60 707920.6),(61 690494.3),(62 681377.2),(63 685426.25),(64 682101.4),(65 662864.94),(66 642253.4),(67 638904.6),(68 639583.44),(69 634410.94),(70 615741),(71 610276.25),(72 611761.7),(73 622745),(74 626341.44),(75 627622.94),(76 621644.6),(77 612687.2),(78 602698.7),(79 608466.56),
(1 184168.1),(2 375595.34),(3 543930.9),(4 643566.06),(5 673832.4),(6 653976.56),(7 650072),(8 636481.3),(9 647385.94),(10 639261.75),(11 643031.56),(12 637170.7),(13 650857.1),(14 665459.44),(15 692848.7),(16 687536.25),(17 656559),(18 644374.25),(19 658401.4),(20 688270.5),(21 710394.06),(22 695116.7),(23 680016.25),(24 655232.5),(25 637873.9),(26 618830.56),(27 638734),(28 677338.25),(29 700724.7),(30 701800.5),(31 704641),(32 707451),(33 712570.4),(34 696120.44),(35 687259.25),(36 683344.5),(37 694201.8),(38 672681.9),(39 661491.56),(40 642712.2),(41 625209.8),(42 607850.25),(43 606954.06),(44 617420.9),(45 644262.56),(46 628987.06),(47 634493.56),(48 663365.3),(49 695032.1),(50 700760.7),(51 709616.25),(52 708219.3),(53 691424.25),(54 682193.94),(55 683204.6),(56 675103.94),(57 662091.9),(58 653003.94),(59 654955.44),(60 646501.1),(61 626330.8),(62 620093.44),(63 626205.7),(64 628170.3),(65 627220),(66 613835.25),(67 607747.56),(68 598014.94),(69 571818.06),(70 553795.94),(71 554800.56),(72 564962.1),(73 578579.5),(74 569849.7),(75 553808.25),(76 534060.7),(77 526292.4),(78 521612.53),(79 531326.1),
(1 155511.86),(2 336142.72),(3 502656.88),(4 587968.7),(5 608044.56),(6 596221.3),(7 594944.9),(8 582590.9),(9 583269),(10 586155.06),(11 611330.3),(12 631449.44),(13 636682.6),(14 644533.6),(15 656707.3),(16 646662.3),(17 645219.2),(18 648698.7),(19 667730.3),(20 681806.94),(21 672888.06),(22 649667),(23 643685.06),(24 631828.7),(25 606905.1),(26 591122.7),(27 599347.8),(28 638360.6),(29 667663.75),(30 680223.94),(31 692283.3),(32 688084.4),(33 672244.25),(34 646866.25),(35 642356.6),(36 646064.25),(37 641836.75),(38 620464.06),(39 616236.4),(40 615942.9),(41 608969.44),(42 594453.3),(43 592571.25),(44 595648),(45 615597.8),(46 607199.1),(47 613183.1),(48 634170.94),(49 644120.9),(50 635088.7),(51 636276.4),(52 640688.9),(53 644429.9),(54 642450.56),(55 643478.7),(56 634403.6),(57 616023.4),(58 608890.2),(59 610911.5),(60 610937.3),(61 608834.25),(62 607530.6),(63 611201.06),(64 604210.06),(65 588238.44),(66 566948.9),(67 560156.4),(68 556449.06),(69 550843),(70 536763.1),(71 534867.2),(72 539204.6),(73 552644.25),(74 548453.56),(75 539105),(76 525544.1),(77 513771.25),(78 506410.66),(79 511495.47),
(1 147686.47),(2 316663.22),(3 466912.53),(4 539971.3),(5 547474.1),(6 530579.9),(7 528558.3),(8 518159.44),(9 536470.44),(10 530449),(11 536098.7),(12 546502.75),(13 575261.94),(14 591288.94),(15 603702.1),(16 595032.6),(17 595475.1),(18 597488.9),(19 606198.3),(20 610636.9),(21 608332.4),(22 584868.1),(23 572188.3),(24 574781.8),(25 579819.1),(26 577713),(27 586459.2),(28 599658.56),(29 619033.6),(30 622826),(31 624919.9),(32 616663.3),(33 604676.1),(34 587466.3),(35 582755.75),(36 572337.3),(37 568347.5),(38 547202.8),(39 536198.44),(40 533025.1),(41 539103.94),(42 531631.1),(43 538946.25),(44 549272.2),(45 552333.94),(46 547696.3),(47 552874.6),(48 554712.1),(49 549813.9),(50 528330),(51 532036.44),(52 545544.25),(53 563000.1),(54 556508.6),(55 549922.1),(56 545974.7),(57 557529.5),(58 569467.25),(59 581652.06),(60 579365.9),(61 566613.56),(62 563036.1),(63 569605.7),(64 568399.1),(65 551493.8),(66 522031.47),(67 510573.44),(68 513516),(69 518269.44),(70 511233.72),(71 510883.72),(72 507827.63),(73 508342.72),(74 504995.25),(75 505697.1),(76 505735.75),(77 502535.53),(78 491144.25),(79 490054.1),
(1 146023.63),(2 303368.88),(3 439000.72),(4 489123.66),(5 497160.4),(6 491018.2),(7 502889.5),(8 499130.88),(9 504378.66),(10 488002.22),(11 485800.94),(12 488721.06),(13 488936.4),(14 484059.56),(15 487072.97),(16 491044.66),(17 511272.88),(18 519357.66),(19 525586.06),(20 523503.16),(21 518530.94),(22 500202.97),(23 489620.94),(24 491251.9),(25 509087.8),(26 513366.63),(27 531290.8),(28 541708.25),(29 544959.3),(30 533971.8),(31 539385.8),(32 551455.2),(33 551604.25),(34 529233.94),(35 516118.3),(36 507481.2),(37 504308.8),(38 472670.13),(39 451716.66),(40 450676.3),(41 472758.88),(42 496928.4),(43 520287.5),(44 523396.75),(45 517999.8),(46 503585.16),(47 508922.03),(48 519625.78),(49 519870.88),(50 500605.6),(51 500409.6),(52 508701.34),(53 508852.84),(54 493861.97),(55 486525.06),(56 488576.44),(57 503530.97),(58 516513.44),(59 525191.9),(60 519883.7),(61 504778.2),(62 491719.38),(63 484938.1),(64 475283.2),(65 462035.56),(66 436885.03),(67 427525.78),(68 432681.7),(69 441982.63),(70 433271.8),(71 425239.38),(72 419182.13),(73 421081.25),(74 429471.34),(75 443134.75),(76 448891.5),(77 446211.72),(78 429874.4),(79 427574.03),
