1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43960.406),(2 147698.27),(3 307294.25),(4 513295.34),(5 781255.94),(6 1073925.1),(7 1401190.4),(8 1746136.6),(9 2104424.5),(10 2481033.8),(11 2856814),(12 3234835.3),(13 3645865.3),(14 4042797.3),(15 4463060.5),(16 4933485.5),(17 5417556),(18 5941976.5),(19 6420008),(20 6882434),(21 7330041.5),(22 7748696.5),(23 8123807.5),(24 8489161),(25 8805596),(26 9111160),(27 9414029),(28 9773456),(29 10067293),(30 10327469),(31 10534648),(32 10771159),(33 11012182),(34 11251568),(35 11475928),(36 11682355),(37 11830997),(38 11974717),(39 12042859),(40 12107512),(41 12138832),(42 12153423),(43 12164784),(44 12197544),(45 12210357),(46 12266967),(47 12343195),(48 12409912),(49 12420079),(50 12432768),(51 12452983),(52 12502283),(53 12605827),(54 12705152),(55 12833888),(56 13014443),(57 13185093),(58 13359380),(59 13487765),(60 13621772),(61 13760073),(62 13938573),(63 14098136),(64 14365925),(65 14657963),(66 14976672),(67 15291265),(68 15604963),(69 15868496),(70 16145351),(71 16469981),(72 16765531),(73 17074580),(74 17389830),(75 17705114),(76 18040552),(77 18434122),(78 18822322),(79 19280582),
(1 19010.254),(2 64522.816),(3 122262.83),(4 178218.63),(5 222117.39),(6 252354.42),(7 270869.03),(8 277706),(9 278368.75),(10 280465.8),(11 285586.66),(12 293189.75),(13 301767.06),(14 309179.78),(15 313030.13),(16 313877.56),(17 314519.8),(18 316352.8),(19 319105.13),(20 321029.22),(21 322952.4),(22 326791.1),(23 330007.75),(24 329205.84),(25 327105.6),(26 323658.97),(27 322413.28),(28 322030.94),(29 323662.34),(30 326931.88),(31 332096.7),(32 337583.4),(33 340345.06),(34 339536.13),(35 339332.72),(36 339014.94),(37 339205.28),(38 342097.44),(39 345662.88),(40 349276.4),(41 353529.8),(42 358621.5),(43 362692.2),(44 367554.84),(45 371987.66),(46 370576.22),(47 365388.38),(48 358335.06),(49 347440.78),(50 337341.8),(51 330690.25),(52 326539.97),(53 324535.75),(54 324071.6),(55 324691.13),(56 323520.38),(57 321484),(58 319060.2),(59 316091.38),(60 311639.63),(61 309419.8),(62 308404.4),(63 309354.03),(64 311532.16),(65 313598.6),(66 315754.1),(67 317282.22),(68 321005.25),(69 328176.7),(70 335740.84),(71 341775.13),(72 349209.28),(73 358408.6),(74 363699.22),(75 365258.44),(76 364592.2),(77 366099.8),(78 367777.3),(79 368878.56),
(1 18229.416),(2 61936.23),(3 117568.01),(4 169641.36),(5 212700.36),(6 242944.63),(7 261487.45),(8 269115.38),(9 269546.03),(10 270994.03),(11 274999.13),(12 282203.22),(13 291860.4),(14 300363.56),(15 306280.9),(16 308632.78),(17 309637.94),(18 310173.4),(19 309007.66),(20 309452.16),(21 311679.6),(22 314715.75),(23 316400.13),(24 316320.38),(25 314583.72),(26 309922.66),(27 305593.56),(28 300546.38),(29 299372.47),(30 303124.66),(31 312117.63),(32 322844.8),(33 332213.1),(34 337160.8),(35 338769.9),(36 340430.66),(37 344222.13),(38 348732.72),(39 353369.88),(40 357468.8),(41 360453.34),(42 362276.44),(43 363063.34),(44 366212.13),(45 369105.56),(46 368430.3),(47 364125.84),(48 358417.1),(49 352860.6),(50 348185.13),(51 344938.03),(52 343282.97),(53 342233.75),(54 340201.25),(55 338249.97),(56 337132.9),(57 336912.72),(58 335679.53),(59 334652.25),(60 333636.7),(61 331971.44),(62 331460.03),(63 330721.53),(64 327507.34),(65 324269.72),(66 321544.72),(67 320102.25),(68 321588.22),(69 327623.56),(70 337156.28),(71 345496.28),(72 352057.1),(73 355969.34),(74 357141.47),(75 356066.25),(76 357628.34),(77 362310.7),(78 365747.44),(79 365505.88),
(1 19259.334),(2 65536.73),(3 123835.99),(4 179889.98),(5 224842.69),(6 255469.75),(7 271146.47),(8 275445.5),(9 274819.3),(10 273553.4),(11 274395.16),(12 277837.63),(13 282205.72),(14 288497.53),(15 295135.28),(16 300368.38),(17 302461),(18 304850.44),(19 306667.22),(20 306733.3),(21 306225.9),(22 302960.78),(23 301154.44),(24 300641.3),(25 299632.1),(26 299966.13),(27 302377.8),(28 303587.97),(29 305041.97),(30 307018.1),(31 308587.5),(32 308885.5),(33 309888.9),(34 311274.63),(35 313263.6),(36 314982.78),(37 316239.22),(38 317792.63),(39 319872.16),(40 319299.5),(41 318060.7),(42 319394.06),(43 321469.8),(44 324159.66),(45 327532.75),(46 329358.7),(47 329851.7),(48 329946.13),(49 330169),(50 330322.7),(51 330604.6),(52 330626.84),(53 331680.47),(54 331450.66),(55 328671.8),(56 323898.75),(57 320193.6),(58 318568.47),(59 318387.9),(60 319224.1),(61 319432.38),(62 322222.7),(63 323986.13),(64 321485.53),(65 320144.84),(66 321469.16),(67 324164.25),(68 326081.5),(69 327377.8),(70 328080.13),(71 329919.7),(72 333531.8),(73 334174.63),(74 332262.7),(75 330483.88),(76 330098.1),(77 329768.9),(78 329973.5),(79 328016.88),
(1 17627.52),(2 59533.703),(3 111478.86),(4 161771.13),(5 202603.19),(6 228935.55),(7 242089.64),(8 247307.45),(9 252535.83),(10 258722.02),(11 265957.5),(12 272568.2),(13 279514.28),(14 286594.28),(15 293523.03),(16 298848.6),(17 302788.8),(18 306984.97),(19 308341.88),(20 305707.5),(21 299348.75),(22 290669.75),(23 279257.8),(24 270661.13),(25 268201.1),(26 270179.44),(27 276195.4),(28 283675.66),(29 290078.13),(30 292136.16),(31 292348.16),(32 290947.53),(33 288580.34),(34 287738.16),(35 289129.56),(36 293048.88),(37 299670.78),(38 305061.28),(39 305986.44),(40 302645.72),(41 297661.88),(42 296419.03),(43 296450.72),(44 296465.4),(45 296311.88),(46 295154.44),(47 292493.22),(48 289776.34),(49 287077.63),(50 287238.8),(51 291435.75),(52 298096.06),(53 303810.2),(54 305969.7),(55 306241.66),(56 305778.72),(57 306107),(58 304794.16),(59 303241.22),(60 299519.4),(61 295025.88),(62 292795.8),(63 290304.06),(64 288888.38),(65 289568.8),(66 291635.78),(67 293650.72),(68 295935.75),(69 298762.63),(70 301669.03),(71 303375.78),(72 304142.97),(73 303888),(74 302571.5),(75 303124.13),(76 305432.44),(77 306908.72),(78 309416.6),(79 312579.2),
(1 17544.889),(2 59111.813),(3 109480.586),(4 156874),(5 193095.02),(6 213869.66),(7 222979.19),(8 226958.52),(9 229534.88),(10 232997.39),(11 237349.3),(12 242821.45),(13 249635.47),(14 255463.05),(15 259550.42),(16 263041.38),(17 267282.1),(18 271938.34),(19 272982.56),(20 272686.1),(21 267643.2),(22 262063.38),(23 257621.44),(24 256859.44),(25 257966.27),(26 260299.75),(27 266505.1),(28 273702.66),(29 279111.3),(30 279274.28),(31 275501.3),(32 271086.47),(33 267816.28),(34 266345.3),(35 266223.66),(36 268007.34),(37 271369.44),(38 275078.1),(39 276705.4),(40 275834.38),(41 274786.06),(42 275385.06),(43 276316.84),(44 275123),(45 273665.44),(46 272396.38),(47 270660.06),(48 270105.97),(49 269548.38),(50 269558.75),(51 272451.4),(52 277127.03),(53 282928.06),(54 286884.75),(55 286813.97),(56 283206.22),(57 278895.75),(58 276036.1),(59 276374.75),(60 276147.06),(61 275167.94),(62 275278.06),(63 276064.94),(64 275635.78),(65 277273.6),(66 279103.1),(67 279651.84),(68 278324.16),(69 276021.3),(70 274264.34),(71 273681.3),(72 274933.3),(73 276280.56),(74 278624.28),(75 279460.78),(76 282167.6),(77 286841.53),(78 291413.3),(79 292174.03),
(1 16513.045),(2 56445.258),(3 105181.26),(4 150846.83),(5 187212.88),(6 211441.53),(7 224697.34),(8 230797.83),(9 233585.61),(10 233801.75),(11 236170.58),(12 240941.88),(13 248280.8),(14 255620.13),(15 260585.83),(16 264650.63),(17 267786.1),(18 268802.6),(19 269290.44),(20 267097),(21 263039.94),(22 262542.22),(23 263425.38),(24 265179.3),(25 266233.7),(26 264804.1),(27 263199.13),(28 260559.08),(29 259194.02),(30 258782.38),(31 258108.83),(32 256188.08),(33 254407.9),(34 253662.58),(35 250872.16),(36 248982.48),(37 247830.73),(38 247502.2),(39 248784.34),(40 250741.6),(41 254355.83),(42 258454.64),(43 260920.3),(44 258591.22),(45 252593.88),(46 245771.42),(47 240523.4),(48 239041.73),(49 239411.48),(50 242768.25),(51 248872.48),(52 254528.06),(53 259597.45),(54 264612.72),(55 268327.97),(56 268348.2),(57 267215.66),(58 265045.9),(59 262549.47),(60 260900.1),(61 260765.7),(62 264098.84),(63 268863.2),(64 272304.94),(65 273117.2),(66 271546.3),(67 269107.38),(68 265754.06),(69 261510.48),(70 258241.13),(71 254655.17),(72 252958.13),(73 253720.22),(74 260021.34),(75 267508.88),(76 272494.03),(77 275418.53),(78 275313.38),(79 273018.8),
(1 16679.19),(2 56312.47),(3 105101.46),(4 149842),(5 181681.11),(6 201231.97),(7 209046),(8 210349.66),(9 209596.67),(10 209184.03),(11 211351.63),(12 216245.73),(13 222435.44),(14 230420),(15 240377.7),(16 249303.95),(17 254511.69),(18 258410.03),(19 262568.3),(20 266000.3),(21 269224.13),(22 272854.97),(23 273674.44),(24 271744.63),(25 269310.16),(26 267325.84),(27 264150.03),(28 261382.92),(29 260370.23),(30 260773.22),(31 261255.3),(32 261665.03),(33 261984.83),(34 262084.28),(35 260510.98),(36 258155.05),(37 254481.98),(38 251565.7),(39 249303.42),(40 248532.53),(41 248658.55),(42 249474.17),(43 250188.4),(44 250203.78),(45 250414.52),(46 250706.03),(47 250545.81),(48 251335.9),(49 252164.63),(50 254327.69),(51 259323.5),(52 265555.25),(53 270000.25),(54 271276.16),(55 268873),(56 265954.1),(57 263375.13),(58 260974.39),(59 259256.53),(60 258260.81),(61 257723.06),(62 258193.03),(63 256470.4),(64 253706.11),(65 251564.61),(66 247568.17),(67 243181.25),(68 239672.77),(69 238548.78),(70 239438.97),(71 241644.13),(72 243095.3),(73 244350.19),(74 246069.38),(75 247433.45),(76 248776.03),(77 249185.31),(78 248016.7),(79 247050.44),
(1 16065.03),(2 52750.95),(3 96978.5),(4 136558.58),(5 166227.97),(6 185268.64),(7 194342.53),(8 197657.72),(9 198198.14),(10 200422.67),(11 203749.81),(12 208218.7),(13 212468.7),(14 218370.19),(15 223337.56),(16 227313.23),(17 231681.77),(18 234061.92),(19 236529.31),(20 239340.48),(21 241552.08),(22 247044.02),(23 252764.47),(24 255201.69),(25 254164.61),(26 249874.8),(27 245802.73),(28 242960.81),(29 242660.69),(30 243320.81),(31 244206.13),(32 247237.63),(33 250610.47),(34 253028.3),(35 253923.97),(36 253035.11),(37 251375.67),(38 250274.02),(39 249918.4),(40 250985.97),(41 252506.67),(42 253225.22),(43 251122.11),(44 246368.1),(45 241517.81),(46 238119.92),(47 236597.97),(48 236979.6),(49 239010.81),(50 242934.86),(51 247502.97),(52 249004.77),(53 247417.92),(54 245236.56),(55 242217.63),(56 238106.89),(57 233209.4),(58 230108.47),(59 228076.63),(60 229175.73),(61 234606.27),(62 239419.17),(63 239607.86),(64 238209.14),(65 238110.89),(66 238430.5),(67 237715.38),(68 236926.92),(69 237271.42),(70 238124.17),(71 240577.23),(72 242211.44),(73 244240.5),(74 246489.7),(75 248139.8),(76 248265.92),(77 249024.11),(78 252013.92),(79 256319.81),
(1 16018.47),(2 53019.11),(3 97057.41),(4 135592.03),(5 163009.14),(6 179490.66),(7 185556.34),(8 189088.33),(9 192087.13),(10 195241.38),(11 199768.5),(12 206651.67),(13 215727.48),(14 223713.53),(15 228571.23),(16 231779.69),(17 233626.39),(18 233101.66),(19 231861.67),(20 231284.17),(21 231272.89),(22 233671.5),(23 237803.88),(24 242145.27),(25 245331.13),(26 247538.42),(27 248683.48),(28 247805.3),(29 245497.63),(30 241899.89),(31 237724.44),(32 235049.89),(33 234616.25),(34 235464.08),(35 237369.39),(36 242621.31),(37 246694.23),(38 250512.67),(39 252400.03),(40 251794.89),(41 248360.17),(42 244675.45),(43 240853.72),(44 236727.7),(45 233675.81),(46 232064.63),(47 231998.56),(48 233497.73),(49 236580.52),(50 239690.19),(51 242492.05),(52 242110.55),(53 238150.13),(54 231617.66),(55 226281.63),(56 224228.55),(57 223426.64),(58 223663.58),(59 223924.56),(60 222912.92),(61 222412.67),(62 222926.45),(63 223381.23),(64 224371.97),(65 227495.39),(66 230004.45),(67 231676.66),(68 232598.77),(69 232763.9),(70 232924.92),(71 233481.06),(72 236478.47),(73 241654.08),(74 245846.86),(75 247768.56),(76 246225.52),(77 244010.3),(78 243155.36),(79 244332.89),
(1 16198.064),(2 53730.24),(3 98397.695),(4 138962.7),(5 169342.28),(6 185635.45),(7 192360.73),(8 194611.69),(9 194441.23),(10 197206.3),(11 203221.1),(12 211092.72),(13 218083.02),(14 222584.45),(15 226237.77),(16 228786.75),(17 228346.1),(18 223372.14),(19 216530.81),(20 210033.5),(21 206121.5),(22 205468.64),(23 207771.86),(24 209706.7),(25 211235.39),(26 215210.94),(27 220428.72),(28 226482.95),(29 230405.11),(30 229650.38),(31 226545.28),(32 223041.83),(33 220072.81),(34 220052.94),(35 222409.78),(36 227270.52),(37 231398.6),(38 234481.25),(39 236532.73),(40 236853.53),(41 234799.39),(42 232562.98),(43 228744.97),(44 225855.6),(45 225512.05),(46 226923.2),(47 229453.08),(48 232951.6),(49 235793.72),(50 236639.3),(51 235230.58),(52 232686.75),(53 230129.95),(54 229119.4),(55 229073.25),(56 231848.64),(57 235115.92),(58 236558.72),(59 237639.11),(60 237667.31),(61 237351.16),(62 237127.27),(63 235295.83),(64 234451.97),(65 234786.61),(66 233950.17),(67 232437.64),(68 231558.9),(69 231373.84),(70 231894.84),(71 234302.72),(72 237513.06),(73 240031.47),(74 241499.9),(75 241225.6),(76 239520.89),(77 239228.5),(78 240173.25),(79 244054.38),
(1 16033.199),(2 52959.684),(3 96722.99),(4 134817.92),(5 161703.92),(6 176509.23),(7 183413.13),(8 184938.8),(9 188740.98),(10 194341.56),(11 201019.92),(12 208384.13),(13 212982.58),(14 214279.31),(15 214842.69),(16 215790.13),(17 216439.95),(18 214540.67),(19 211461.5),(20 208283.25),(21 204279.05),(22 201854.64),(23 201082.84),(24 199111.39),(25 198453.69),(26 200225.22),(27 204403.05),(28 208674.95),(29 211613.42),(30 213789.75),(31 214958.47),(32 215315.27),(33 216096.89),(34 217171.53),(35 218615.36),(36 221169.45),(37 225320.75),(38 229469.55),(39 230815.42),(40 230073.1),(41 226147.44),(42 222111.73),(43 218368.17),(44 217065.44),(45 218276.28),(46 221626.19),(47 226279.47),(48 229881.02),(49 232162.33),(50 232123.89),(51 229373.36),(52 225276.53),(53 222256.5),(54 220469.8),(55 219922.52),(56 221378.8),(57 224647.88),(58 227762.67),(59 229187.66),(60 228552.19),(61 227057.33),(62 226438.45),(63 228049.8),(64 230843.34),(65 232932.19),(66 234358.02),(67 234596.39),(68 234698.63),(69 233545.14),(70 231997.53),(71 231570.13),(72 232642),(73 233975.7),(74 236284.77),(75 238150.58),(76 238736.39),(77 240472.48),(78 243151.4),(79 247232.45),
(1 15608.36),(2 51767.496),(3 95535.13),(4 133121.8),(5 158416.25),(6 171225.33),(7 176038.19),(8 177565.67),(9 178620.03),(10 181875.28),(11 186465.22),(12 192393.81),(13 197400.66),(14 200390.86),(15 202758.9),(16 203232.86),(17 203202.14),(18 201640.64),(19 198648.5),(20 194942.22),(21 191831.67),(22 192240.19),(23 195811.67),(24 199288.78),(25 202310.83),(26 204096.3),(27 206029.25),(28 206427.1),(29 206434.7),(30 204695.17),(31 203100.33),(32 202926.97),(33 204903.28),(34 207713.31),(35 211425.23),(36 214276.42),(37 216072.27),(38 216308.84),(39 214098.05),(40 210941.83),(41 207558.19),(42 204573.67),(43 201666.39),(44 200424.67),(45 200066.39),(46 201229.95),(47 204409.31),(48 208635.22),(49 212383.2),(50 211853.17),(51 208700.64),(52 204840.61),(53 202001.25),(54 200146.56),(55 198537.7),(56 197581.08),(57 197627.42),(58 198136.33),(59 199157.03),(60 200119.7),(61 199870.33),(62 200536.05),(63 202017.53),(64 205698.81),(65 209429.45),(66 212586.61),(67 215524.56),(68 217601.89),(69 217855.27),(70 218551.34),(71 220245.3),(72 221886.64),(73 222251.69),(74 223050.55),(75 224421.06),(76 226524.9),(77 230046.47),(78 233954.42),(79 236954.1),
(1 16023.332),(2 52736.645),(3 95451.63),(4 132004.55),(5 157212.8),(6 170601.42),(7 175301.81),(8 176833.92),(9 180205.95),(10 185979.53),(11 193904.33),(12 199125.33),(13 201620.53),(14 202217.45),(15 202392.2),(16 202324.36),(17 203060.1),(18 203011.14),(19 199608.95),(20 194347.5),(21 190723.84),(22 189648.67),(23 190176.86),(24 190561.3),(25 193010.05),(26 196908.97),(27 201046.02),(28 203371.31),(29 203034.05),(30 199452.5),(31 197023.39),(32 195256.03),(33 194329.75),(34 193887.33),(35 194809.2),(36 196183.92),(37 196716.98),(38 195487.5),(39 193877.02),(40 194168.55),(41 195534.11),(42 198197.31),(43 200276.98),(44 202492.27),(45 204871.89),(46 206752.75),(47 207345.75),(48 206788),(49 206354.61),(50 203042.34),(51 199170.55),(52 196033.02),(53 194653.81),(54 195514.52),(55 196881.55),(56 197232.69),(57 197564.31),(58 196726.44),(59 194310.23),(60 190814.58),(61 188283.11),(62 189488.6),(63 192976.48),(64 197824.66),(65 202967.88),(66 207577.33),(67 211360.27),(68 213713.94),(69 213502.89),(70 212230.19),(71 210997.42),(72 210414.61),(73 209343.47),(74 208300.78),(75 208432.88),(76 208441.16),(77 208144.22),(78 208615.63),(79 210685.69),
(1 16186.806),(2 52414.945),(3 93827.27),(4 129656.52),(5 154497.22),(6 167535.16),(7 172081.02),(8 174459.17),(9 175194.39),(10 177227.22),(11 180448.69),(12 183614.92),(13 186918.81),(14 189425.81),(15 191176.95),(16 189673.11),(17 187701.7),(18 185286.02),(19 183039.19),(20 180438.4),(21 179268.97),(22 179385.94),(23 180348.16),(24 181256.44),(25 181464.94),(26 182313.52),(27 183953.67),(28 185529.77),(29 186249.33),(30 186111.77),(31 186868.69),(32 188741.98),(33 191491.95),(34 194178.02),(35 195809.2),(36 194376.25),(37 191650.17),(38 191515.39),(39 193092),(40 194757.52),(41 196106.42),(42 196467.39),(43 195777.2),(44 194658.77),(45 194760.28),(46 195047.8),(47 195731.31),(48 195646.31),(49 194276.28),(50 191682.66),(51 189422.63),(52 188551.19),(53 188380.22),(54 189742.42),(55 190059.03),(56 189267.53),(57 189370.95),(58 189931.31),(59 189850.66),(60 190762.67),(61 192416.22),(62 194507.27),(63 195798.08),(64 195722.02),(65 195068.63),(66 195250.84),(67 194993.05),(68 192523.6),(69 189656.28),(70 188449.45),(71 189834.08),(72 193472.53),(73 196371.22),(74 197930.08),(75 198072.84),(76 196051.06),(77 195299.97),(78 195917.64),(79 198002.14),
(1 15974.494),(2 52737.965),(3 93779.695),(4 127977.92),(5 152606.02),(6 166101.17),(7 171695.42),(8 174134.56),(9 176267.94),(10 179776.89),(11 183567.23),(12 187453.53),(13 190032.47),(14 190908.72),(15 190915.08),(16 189807.6),(17 187255.45),(18 184556.06),(19 182434.7),(20 181117.95),(21 183178.7),(22 185868.9),(23 186880.73),(24 187305.67),(25 187895.44),(26 187479.33),(27 186288.83),(28 186617.67),(29 187239.5),(30 187488.03),(31 188568.67),(32 191293.97),(33 193219.83),(34 193137.08),(35 191032.14),(36 188922.3),(37 188044.3),(38 188524.77),(39 190027.64),(40 190066.6),(41 189778.34),(42 189063.97),(43 189137.06),(44 191501.06),(45 193321.83),(46 195924.86),(47 200989.7),(48 203841.48),(49 204002.53),(50 201469.02),(51 197916.44),(52 194294.81),(53 190982.06),(54 188338.22),(55 187995.06),(56 190557.98),(57 195302.92),(58 199391.03),(59 201421.33),(60 202947.94),(61 205828.22),(62 209710.17),(63 212336.23),(64 213175.14),(65 212467.33),(66 210598.58),(67 208790.2),(68 205393.6),(69 202502.5),(70 200640.83),(71 201172.03),(72 201461.77),(73 200462.56),(74 198222.95),(75 195812.47),(76 194045.75),(77 193211.27),(78 193044),(79 194495.66),
(1 14855.912),(2 48649.02),(3 86949.81),(4 118290.42),(5 140042.39),(6 152431.8),(7 157969.23),(8 161132.9),(9 165674.14),(10 168665.2),(11 169996.6),(12 170581.75),(13 173130.84),(14 176227.97),(15 179294.13),(16 182316.02),(17 183970.95),(18 184546.19),(19 184366.89),(20 185923.22),(21 187186.34),(22 186949.36),(23 185987.4),(24 185713.98),(25 184488.6),(26 183033.75),(27 183208.56),(28 184606.02),(29 184375.75),(30 186527.05),(31 189248.5),(32 192485.27),(33 194848.67),(34 195111.08),(35 194409.89),(36 194798.39),(37 194311.06),(38 192810.5),(39 191322.11),(40 189747.25),(41 188041.88),(42 184743.5),(43 182240.66),(44 179995.94),(45 178055.48),(46 179112.08),(47 182865.17),(48 185765.36),(49 187080.84),(50 186155.56),(51 183057.61),(52 180685.31),(53 179320.75),(54 180214.47),(55 182483.63),(56 184311.75),(57 184507.36),(58 183673.9),(59 184057.64),(60 185277.03),(61 185840.13),(62 187063.8),(63 188504.67),(64 189191.31),(65 188420.56),(66 187761.98),(67 186620.11),(68 185044.03),(69 185309.86),(70 187571.44),(71 191533.95),(72 195649.36),(73 199103.16),(74 200341.4),(75 197501.61),(76 195568.53),(77 195934.27),(78 198827.52),(79 202128.17),
