1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1382.0687),(2 2621.2517),(3 2943.651),(4 3138.7876),(5 3310.0322),(6 3466.34),(7 3598.7993),(8 3649.875),(9 3752.603),(10 3754.0774),(11 3791.046),(12 3895.0552),(13 3957.3523),(14 3945.4136),(15 3929.429),(16 3883.2659),(17 3904.6294),(18 3864.113),(19 3868.3994),(20 3953.7002),(21 4003.6226),(22 4033.3303),(23 4091.2253),(24 4108.2783),(25 4090.2197),(26 4138.4995),(27 4199.2046),(28 4173.027),(29 4161.179),(30 4199.62),(31 4289.3203),(32 4282.7036),(33 4279.2695),(34 4244.6875),(35 4259.949),(36 4303.6455),(37 4347.219),(38 4354.9146),(39 4341.5903),(40 4346.0586),(41 4420.5073),(42 4383.0435),(43 4369.6313),(44 4354.448),(45 4345.392),(46 4372.771),(47 4386.2646),(48 4388.4004),(49 4418.78),(50 4483.034),(51 4459.143),(52 4396.9854),(53 4439.8193),(54 4420.398),(55 4487.563),(56 4470.994),(57 4430.0435),(58 4429.4077),(59 4423.6714),(60 4463.863),(61 4481.0996),(62 4477.0366),(63 4482.1807),(64 4470.2993),(65 4487.375),(66 4516.2046),(67 4530.7026),(68 4565.9517),(69 4607.0757),(70 4578.8745),(71 4499.162),(72 4459.943),(73 4477.4336),(74 4463.961),(75 4479.686),(76 4518.1807),(77 4496.3804),(78 4477.7725),(79 4464.628),
(1 1354.4115),(2 2536.5415),(3 2838.4954),(4 2992.7112),(5 3226.8838),(6 3411.3452),(7 3458.24),(8 3447.3237),(9 3573.1238),(10 3650.9006),(11 3705.0972),(12 3789.5195),(13 3814.2202),(14 3811.115),(15 3783.2925),(16 3872.1594),(17 3939.9265),(18 3883.7803),(19 3903.2),(20 3965.3508),(21 3988.1453),(22 3964.0313),(23 4008.8967),(24 4014.434),(25 4031.382),(26 3984.7556),(27 4037.1028),(28 4011.309),(29 4032.3015),(30 4090.8213),(31 4174.336),(32 4187.7925),(33 4197.13),(34 4164.4497),(35 4197.213),(36 4247.654),(37 4187.8477),(38 4137.1895),(39 4158.076),(40 4224.49),(41 4273.844),(42 4213.7163),(43 4236.819),(44 4212.4365),(45 4225.259),(46 4242.5215),(47 4254.4536),(48 4241.3877),(49 4275),(50 4308.799),(51 4338.2334),(52 4308.1123),(53 4381.9644),(54 4338.5737),(55 4353.854),(56 4341.715),(57 4348.96),(58 4361.695),(59 4408.587),(60 4411.4805),(61 4417.4956),(62 4411.2344),(63 4424.986),(64 4406.2715),(65 4429.4453),(66 4381),(67 4358.553),(68 4348.334),(69 4396.1196),(70 4385.2905),(71 4365.657),(72 4349.484),(73 4352.6284),(74 4319.306),(75 4356.1523),(76 4351.998),(77 4385.9336),(78 4393.865),(79 4411.1924),
(1 1341.8976),(2 2487.1177),(3 2798.0967),(4 2911.2312),(5 3103.961),(6 3268.2593),(7 3344.4329),(8 3330.9397),(9 3448.7925),(10 3472.8918),(11 3543.4192),(12 3657.6711),(13 3663.3682),(14 3647.8738),(15 3681.8433),(16 3767.9868),(17 3785.0881),(18 3707.2095),(19 3709.4246),(20 3752.9106),(21 3774.0972),(22 3708.829),(23 3771.6565),(24 3820.6367),(25 3811.3064),(26 3846.0422),(27 3900.5205),(28 3870.2246),(29 3897.7568),(30 3938.0667),(31 4009.1104),(32 4002.053),(33 4028.961),(34 4006.3308),(35 4069.6265),(36 4128.5864),(37 4155.2646),(38 4180.496),(39 4165.038),(40 4102.6533),(41 4086.7334),(42 4063.256),(43 4114.9395),(44 4143.3174),(45 4168.052),(46 4191.133),(47 4175.6816),(48 4128.785),(49 4118.682),(50 4168.544),(51 4195.993),(52 4187.396),(53 4209.446),(54 4206.1465),(55 4239.1245),(56 4161.8354),(57 4150.7764),(58 4136.326),(59 4152.289),(60 4166.032),(61 4175.254),(62 4238.7295),(63 4290.1294),(64 4304.4976),(65 4365.165),(66 4373.925),(67 4369.4385),(68 4372.045),(69 4400.2515),(70 4375.2344),(71 4298.345),(72 4284.964),(73 4298.561),(74 4328.2363),(75 4335.8315),(76 4322.8057),(77 4297.327),(78 4256.5767),(79 4282.4365),
(1 1333.827),(2 2491.622),(3 2819.6438),(4 2900.818),(5 3051.751),(6 3276.9324),(7 3323.4065),(8 3357.5308),(9 3416.7864),(10 3425.0908),(11 3522.1997),(12 3579.3955),(13 3604.0625),(14 3560.942),(15 3650.8174),(16 3735.2573),(17 3751.3489),(18 3684.509),(19 3727.5688),(20 3745.2454),(21 3773.906),(22 3824.2622),(23 3891.2441),(24 3881.4014),(25 3894.8445),(26 3997.26),(27 4071.7913),(28 3990.5598),(29 3957.6843),(30 4016.0828),(31 4105.855),(32 4085.233),(33 4107.189),(34 4103.49),(35 4171.9053),(36 4111.4644),(37 4113.635),(38 4085.46),(39 4149.4985),(40 4077.8533),(41 4093.427),(42 4179.066),(43 4229.1064),(44 4162.5244),(45 4193.6387),(46 4161.2925),(47 4190.3716),(48 4112.3687),(49 4114.0464),(50 4123.831),(51 4077.9836),(52 4090.006),(53 4136.1),(54 4110.0146),(55 4152.372),(56 4109.7437),(57 4083.462),(58 4041.4128),(59 4042.63),(60 4071.8657),(61 4082.771),(62 4122.2637),(63 4137.4414),(64 4138.7446),(65 4161.554),(66 4143.7275),(67 4145.6396),(68 4134.6177),(69 4158.3247),(70 4166.266),(71 4169.116),(72 4173.5313),(73 4252.25),(74 4302.716),(75 4323.04),(76 4324.983),(77 4327.9336),(78 4312.394),(79 4346.139),
(1 1244.4),(2 2344.6995),(3 2615.8335),(4 2695.3943),(5 2879.6116),(6 3069.529),(7 3116.056),(8 3098.7852),(9 3173.2559),(10 3237.6255),(11 3338.1716),(12 3410.8406),(13 3436.522),(14 3445.9136),(15 3547.7627),(16 3655.6743),(17 3705.744),(18 3670.6724),(19 3727.3516),(20 3779.9917),(21 3829.6606),(22 3816.5437),(23 3840.4373),(24 3875.797),(25 3863.4287),(26 3881.835),(27 3919.8464),(28 3918.7036),(29 3941.5657),(30 4020.673),(31 4058.1284),(32 3984.1006),(33 3970.069),(34 4003.7861),(35 4075.2966),(36 4040.2375),(37 3987.2993),(38 3947.013),(39 3980.6758),(40 3926.7336),(41 3906.3176),(42 3952.8704),(43 3976.2585),(44 3981.9866),(45 3949.7734),(46 3918.415),(47 3933.1765),(48 3908.5308),(49 3956.8655),(50 3969.7214),(51 3994.2585),(52 4000.2349),(53 4016.8142),(54 4006.1948),(55 4067.2952),(56 4051.1511),(57 4037.4773),(58 4069.1653),(59 4107.5747),(60 4110.3813),(61 4142.677),(62 4125.5884),(63 4133.503),(64 4110.0864),(65 4125.2983),(66 4108.8203),(67 4083.1099),(68 4025.3513),(69 4048.2534),(70 4087.1978),(71 4103.1567),(72 4074.5742),(73 4081.6384),(74 4136.275),(75 4124.1387),(76 4123.371),(77 4099.111),(78 4073.7214),(79 4084.1084),
(1 1258.7244),(2 2331.2144),(3 2645.9512),(4 2725.2957),(5 2900.271),(6 3094.1558),(7 3147.4714),(8 3111.1187),(9 3140.7222),(10 3153.139),(11 3214.28),(12 3287.3674),(13 3307.7813),(14 3317.7654),(15 3444.4583),(16 3546.499),(17 3565.4407),(18 3516.884),(19 3573.958),(20 3631.5088),(21 3634.085),(22 3606.9688),(23 3677.9631),(24 3723.749),(25 3697.006),(26 3695.78),(27 3703.1301),(28 3693.126),(29 3723.2886),(30 3769.3867),(31 3797.9895),(32 3768.0273),(33 3800.4836),(34 3808.3376),(35 3841.7498),(36 3824.9387),(37 3809.513),(38 3832.448),(39 3880.694),(40 3884.6648),(41 3899.9705),(42 3922.4426),(43 3905.2988),(44 3878.9978),(45 3947.0369),(46 3967.2703),(47 3970.6985),(48 3952.5718),(49 3980.3977),(50 3995.852),(51 3995.976),(52 4003.2258),(53 3991.759),(54 3943.8774),(55 3969.5828),(56 3910.1748),(57 3888.8108),(58 3837.6516),(59 3848.1653),(60 3886.1257),(61 3896.5767),(62 3918.9268),(63 3950.9932),(64 3964.035),(65 3998.2166),(66 3983.371),(67 4001.6875),(68 3948.6606),(69 3958.2068),(70 3942.8281),(71 3988.0881),(72 3936.1128),(73 3937.3777),(74 4005.026),(75 4050.2205),(76 4039.8428),(77 3987.1829),(78 3983.5562),(79 4002.7224),
(1 1254.7985),(2 2286.7573),(3 2559.222),(4 2655.9175),(5 2808.1104),(6 2991.4407),(7 3050.065),(8 2985.102),(9 3030.7607),(10 3042.0723),(11 3161.8271),(12 3177.0796),(13 3177.6663),(14 3160.4302),(15 3211.0486),(16 3276.9072),(17 3360.1938),(18 3386.3403),(19 3472.301),(20 3483.86),(21 3480.9202),(22 3432.232),(23 3409.166),(24 3399.7173),(25 3437.6147),(26 3431.9224),(27 3448.7354),(28 3459.538),(29 3513.2734),(30 3563.3262),(31 3604.3464),(32 3559.612),(33 3546.0757),(34 3588.817),(35 3656.6665),(36 3635.0276),(37 3614.9648),(38 3636.5442),(39 3634.797),(40 3628.5056),(41 3646.25),(42 3703.7815),(43 3711.5513),(44 3684.6494),(45 3704.5642),(46 3779.4053),(47 3795.013),(48 3790.2454),(49 3741.8923),(50 3708.484),(51 3711.2827),(52 3680.4026),(53 3727.9045),(54 3754.7224),(55 3738.8293),(56 3677.649),(57 3637.2556),(58 3670.505),(59 3715.3896),(60 3670.5679),(61 3633.6287),(62 3629.2874),(63 3675.024),(64 3710.2458),(65 3739.0579),(66 3730.8381),(67 3733.5686),(68 3719.6904),(69 3701.1748),(70 3709.333),(71 3716.6084),(72 3653.3005),(73 3650.0146),(74 3692.8916),(75 3686.3345),(76 3689.4268),(77 3708.2468),(78 3710.1687),(79 3727.224),
(1 1174.2194),(2 2166.4937),(3 2512.5325),(4 2688.6716),(5 2836.4492),(6 2979.5852),(7 3037.2427),(8 3013.6482),(9 3057.9136),(10 3044.1143),(11 3081.4563),(12 3144.4597),(13 3260.685),(14 3340.146),(15 3423.9692),(16 3449.4429),(17 3436.6997),(18 3416.255),(19 3486.4094),(20 3530.0063),(21 3558.3828),(22 3510.0688),(23 3507.3057),(24 3459.9375),(25 3473.735),(26 3594.8215),(27 3583.1643),(28 3595.9624),(29 3652.8782),(30 3672.0159),(31 3613.3127),(32 3579.2595),(33 3561.9565),(34 3612.1348),(35 3583.7283),(36 3539.8293),(37 3584.3254),(38 3637.6719),(39 3670.417),(40 3637.9346),(41 3668.4358),(42 3696.155),(43 3725.6987),(44 3670.2412),(45 3715.6067),(46 3816.8613),(47 3859.3552),(48 3842.2703),(49 3785.8562),(50 3804.219),(51 3808.4849),(52 3774.026),(53 3758.3582),(54 3762.6768),(55 3741.779),(56 3781.433),(57 3820.6177),(58 3804.561),(59 3821.6707),(60 3809.971),(61 3804.8354),(62 3786.64),(63 3820.0168),(64 3815.1536),(65 3859.3965),(66 3836.8066),(67 3771.6282),(68 3734.7307),(69 3728.3289),(70 3773.4873),(71 3758.9807),(72 3714.277),(73 3716.139),(74 3792.1177),(75 3845.4438),(76 3852.8381),(77 3856.138),(78 3826.0403),(79 3822.7893),
(1 1176.1903),(2 2133.1946),(3 2382.6338),(4 2521.4573),(5 2703.0122),(6 2882.484),(7 2995.618),(8 3027.632),(9 3070.1301),(10 3103.0308),(11 3193.2983),(12 3240.1199),(13 3216.3472),(14 3225.1323),(15 3324.4873),(16 3393.2854),(17 3378.2783),(18 3380.3518),(19 3410.485),(20 3432.8354),(21 3462.614),(22 3418.9338),(23 3405.1973),(24 3433.1926),(25 3490.5806),(26 3499.8137),(27 3503.5068),(28 3541.876),(29 3611.1594),(30 3638.4602),(31 3614.4343),(32 3589.1177),(33 3562.5125),(34 3557.8965),(35 3527.819),(36 3569.1616),(37 3564.2888),(38 3566.8594),(39 3571.057),(40 3534.865),(41 3593.8435),(42 3568.7937),(43 3619.2312),(44 3645.4429),(45 3674.9678),(46 3721.5713),(47 3747.505),(48 3745.1072),(49 3690.1304),(50 3694.8567),(51 3697.9988),(52 3675.818),(53 3659.511),(54 3642.4104),(55 3615.6514),(56 3622.3997),(57 3635.1926),(58 3616.035),(59 3620.5288),(60 3621.997),(61 3605.5483),(62 3590.0518),(63 3650.6196),(64 3643.5388),(65 3615.6265),(66 3591.7969),(67 3620.615),(68 3640.374),(69 3651.3071),(70 3644.746),(71 3651.2622),(72 3661.2688),(73 3678.9077),(74 3713.0996),(75 3700.903),(76 3689.9812),(77 3745.607),(78 3715.421),(79 3724.8635),
(1 1117.9159),(2 2034.1556),(3 2337.5225),(4 2436.5313),(5 2568.3652),(6 2738.6653),(7 2798.9214),(8 2806.922),(9 2889.9607),(10 2973.1187),(11 3126.5908),(12 3159.8237),(13 3106.912),(14 3096.7844),(15 3158.471),(16 3181.529),(17 3198.3623),(18 3178.2688),(19 3244.12),(20 3241.147),(21 3254.8997),(22 3196.459),(23 3167.4358),(24 3217.794),(25 3266.6763),(26 3254.4788),(27 3242.2651),(28 3321.9834),(29 3406.845),(30 3392.3376),(31 3400.712),(32 3408.5752),(33 3425.9465),(34 3447.2866),(35 3424.679),(36 3411.4338),(37 3473.2183),(38 3521.9204),(39 3547.625),(40 3519.9868),(41 3543.5354),(42 3527.8096),(43 3520.556),(44 3478.447),(45 3506.905),(46 3551.6934),(47 3631.8828),(48 3603.8608),(49 3584.3367),(50 3577.7231),(51 3567.9248),(52 3567.921),(53 3589.473),(54 3632.3835),(55 3612.575),(56 3599.718),(57 3638.5732),(58 3617.6052),(59 3577.4216),(60 3576.9807),(61 3585.428),(62 3536.897),(63 3564.5276),(64 3579.8496),(65 3594.6887),(66 3577.3647),(67 3599.9863),(68 3562.489),(69 3555.991),(70 3561.8237),(71 3574.3027),(72 3629.568),(73 3659.1318),(74 3695.5225),(75 3690.7588),(76 3622.282),(77 3591.7717),(78 3562.5193),(79 3599.6353),
(1 1096.6381),(2 1995.2046),(3 2253.3638),(4 2344.416),(5 2479.5918),(6 2664.909),(7 2727.9436),(8 2761.7732),(9 2835.707),(10 2972.571),(11 3103.2292),(12 3082.6694),(13 3053.9666),(14 3095.6206),(15 3138.126),(16 3122.3765),(17 3080.8044),(18 3110.084),(19 3168.4482),(20 3191.538),(21 3236.7341),(22 3178.9194),(23 3140.1897),(24 3163.7876),(25 3253.2026),(26 3264.4822),(27 3238.342),(28 3293.2988),(29 3353.2075),(30 3319.1475),(31 3298.4922),(32 3293.4133),(33 3332.843),(34 3331.47),(35 3302.047),(36 3325.5837),(37 3406.6377),(38 3409.7),(39 3435.6584),(40 3418.506),(41 3392.5317),(42 3387.7856),(43 3383.457),(44 3356.604),(45 3396.0334),(46 3469.0151),(47 3508.0625),(48 3505.0415),(49 3543.9758),(50 3512.9194),(51 3539.3782),(52 3556.9705),(53 3554.4014),(54 3501.5974),(55 3482.7375),(56 3483.5823),(57 3531.9028),(58 3537.8047),(59 3500.562),(60 3520.069),(61 3518.512),(62 3507.1172),(63 3526.8945),(64 3557.6545),(65 3546.1665),(66 3524.4646),(67 3547.5234),(68 3510.449),(69 3552.7856),(70 3522.099),(71 3446.7566),(72 3451.1978),(73 3468.6885),(74 3524.1992),(75 3599.172),(76 3578.5962),(77 3549.4011),(78 3540.5237),(79 3548.2568),
(1 1072.7537),(2 1936.9147),(3 2183.564),(4 2257.7764),(5 2439.6396),(6 2624.8616),(7 2661.2742),(8 2648.054),(9 2712.8223),(10 2789.9573),(11 2878.7969),(12 2912.5508),(13 2900.1665),(14 2896.1863),(15 2981.1294),(16 2988.1863),(17 2959.1292),(18 2966.0364),(19 2990.5483),(20 3004.7844),(21 3047.4646),(22 3034.3428),(23 3011.5703),(24 3040.1772),(25 3085.3472),(26 3035.6206),(27 3068.5347),(28 3113.327),(29 3126.982),(30 3088.565),(31 3078.0227),(32 3057.4307),(33 3103.145),(34 3094.1726),(35 3077.9832),(36 3052.3306),(37 3095.3628),(38 3142.0916),(39 3145.3938),(40 3147.7988),(41 3149.4133),(42 3128.9058),(43 3138.8054),(44 3110.3564),(45 3160.1926),(46 3231.125),(47 3303.2896),(48 3278.4854),(49 3258.531),(50 3261.9817),(51 3279.6956),(52 3256.7788),(53 3289.7615),(54 3246.2197),(55 3236.6387),(56 3201.2146),(57 3223.723),(58 3226.5464),(59 3242.3577),(60 3224.8176),(61 3225.6467),(62 3251.1667),(63 3282.7214),(64 3342.276),(65 3348.1611),(66 3299.933),(67 3317.4434),(68 3293.0874),(69 3336.3726),(70 3385.7202),(71 3343.7126),(72 3323.3499),(73 3343.6912),(74 3370.9382),(75 3374.138),(76 3381.831),(77 3388.882),(78 3355.5662),(79 3350.1145),
(1 1064.6686),(2 1920.4944),(3 2177.9248),(4 2289.8503),(5 2454.942),(6 2639.8098),(7 2669.3086),(8 2673.995),(9 2779.046),(10 2865.1514),(11 2904.81),(12 2926.4543),(13 2930.7822),(14 2960.2551),(15 3022.293),(16 3040.9202),(17 3023.1506),(18 3013.2087),(19 3005.7546),(20 3024.5361),(21 3068.4458),(22 3029.2588),(23 3001.8877),(24 3064.344),(25 3149.0217),(26 3144.5667),(27 3094.7188),(28 3178.311),(29 3207.2095),(30 3150.4983),(31 3127.1116),(32 3123.1438),(33 3218.659),(34 3211.6929),(35 3197.0269),(36 3216.2847),(37 3277.914),(38 3287.4114),(39 3248.2524),(40 3240.627),(41 3292.4224),(42 3291.652),(43 3255.3457),(44 3181.4905),(45 3231.721),(46 3269.2295),(47 3270.4495),(48 3216.063),(49 3211.665),(50 3218.404),(51 3246.258),(52 3263.3108),(53 3311.6238),(54 3298.9038),(55 3309.806),(56 3286.1904),(57 3280.8774),(58 3318.496),(59 3309.4578),(60 3312.9202),(61 3263.0767),(62 3266.046),(63 3283.5935),(64 3259.1387),(65 3291.0403),(66 3245.0474),(67 3271.1873),(68 3272.5898),(69 3253.436),(70 3252.6274),(71 3207.426),(72 3196.7852),(73 3248.1797),(74 3285.3389),(75 3296.6663),(76 3288.472),(77 3293.2822),(78 3313.6333),(79 3359.5452),
(1 1057.3064),(2 1903.7963),(3 2106.013),(4 2193.92),(5 2357.2683),(6 2506.632),(7 2532.1694),(8 2523.0618),(9 2610.1785),(10 2680.2375),(11 2740.9512),(12 2750.8284),(13 2764.4287),(14 2824.8262),(15 2860.6472),(16 2884.4485),(17 2909.7263),(18 2889.1563),(19 2941.374),(20 2970.779),(21 2989.0796),(22 2953.8438),(23 2898.515),(24 2907.3074),(25 2931.7788),(26 2935.8804),(27 2918.4063),(28 2994.3308),(29 3028.7979),(30 2978.0146),(31 2956.5422),(32 3006.6433),(33 3065.5134),(34 3063.2708),(35 3027.5657),(36 3044.9568),(37 3079.604),(38 3119.7773),(39 3101.0063),(40 3105.2026),(41 3111.1326),(42 3131.6455),(43 3146.9922),(44 3097.1387),(45 3129.132),(46 3226.6956),(47 3284.5508),(48 3294.3728),(49 3299.3699),(50 3310.7085),(51 3313.7686),(52 3283.2598),(53 3295.2063),(54 3286.2224),(55 3293.174),(56 3257.3774),(57 3249.7095),(58 3242.2769),(59 3230.4321),(60 3220.5342),(61 3185.0332),(62 3178.6921),(63 3193.7761),(64 3204.3337),(65 3231.9634),(66 3261.8413),(67 3277.402),(68 3238.1309),(69 3255.586),(70 3275.2732),(71 3241.8943),(72 3223.008),(73 3234.1846),(74 3238.9128),(75 3279.668),(76 3300.051),(77 3333.4907),(78 3341.5588),(79 3345.1638),
(1 1033.581),(2 1800.5056),(3 2018.812),(4 2098.4229),(5 2273.3896),(6 2426.9153),(7 2411.4182),(8 2410.8364),(9 2480.2598),(10 2568.4185),(11 2659.5552),(12 2706.4448),(13 2729.0474),(14 2746.3928),(15 2803.471),(16 2782.7524),(17 2789.7874),(18 2806.6665),(19 2816.5679),(20 2789.4602),(21 2826.4893),(22 2813.6729),(23 2865.098),(24 2928.4363),(25 2950.9731),(26 2960.7952),(27 3000.41),(28 3000.3696),(29 3005.736),(30 2903.545),(31 2893.251),(32 2953.6555),(33 2938.7668),(34 2886.3574),(35 2886.0408),(36 2903.4072),(37 2930.6836),(38 2992.596),(39 2988.394),(40 2975.5266),(41 3027.408),(42 3051.4624),(43 3015.148),(44 2994.4067),(45 3004.4563),(46 3052.852),(47 3033.5522),(48 3011.6501),(49 3020.7954),(50 3034.1262),(51 3058.859),(52 3033.253),(53 3040.107),(54 3003.068),(55 3073.2222),(56 3076.4448),(57 3071.0796),(58 3100.0393),(59 3130.857),(60 3126.552),(61 3092.2725),(62 3147.3167),(63 3183.868),(64 3154.2927),(65 3140.6436),(66 3161.3745),(67 3191.2332),(68 3211.3208),(69 3237.2327),(70 3182.7754),(71 3180.4314),(72 3155.605),(73 3169.062),(74 3174.0625),(75 3215.7039),(76 3220.5625),(77 3226.5598),(78 3204.5857),(79 3222.8372),
(1 1027.1776),(2 1828.4719),(3 2065.656),(4 2183.273),(5 2384.998),(6 2534.3892),(7 2492.223),(8 2498.0854),(9 2574.585),(10 2623.2412),(11 2696.53),(12 2729.881),(13 2724.6064),(14 2755.8003),(15 2815.6563),(16 2804.6335),(17 2757.4832),(18 2781.81),(19 2792.4453),(20 2828.802),(21 2814.5225),(22 2786.8616),(23 2805.304),(24 2856.3447),(25 2851.194),(26 2810.5266),(27 2829.9985),(28 2887.5037),(29 2919.5767),(30 2875.3035),(31 2882.899),(32 2872.6106),(33 2860.6963),(34 2827.7139),(35 2844.7468),(36 2892.712),(37 2927.7786),(38 2951.4932),(39 2993.5269),(40 3014.4973),(41 3017.278),(42 3043.3262),(43 3025.125),(44 3012.455),(45 3057.9587),(46 3057.113),(47 3052.6558),(48 3026.0854),(49 3079.2708),(50 3111.5264),(51 3117.0923),(52 3113.2095),(53 3142.0232),(54 3133.3435),(55 3154.7002),(56 3157.248),(57 3139.3035),(58 3129.9312),(59 3136.8105),(60 3061.5903),(61 3063.622),(62 3099.8906),(63 3102.134),(64 3112.6516),(65 3100.0317),(66 3077.64),(67 3110.8386),(68 3121.412),(69 3132.839),(70 3104.6113),(71 3159.9214),(72 3176.2256),(73 3189.4524),(74 3176.7473),(75 3160.1277),(76 3162.5957),(77 3203.889),(78 3203.6404),(79 3211.5923),
(1 1004.31116),(2 1760.3665),(3 1966.1084),(4 2039.3978),(5 2208.2976),(6 2370.962),(7 2349.4036),(8 2322.8577),(9 2381.4106),(10 2459.2107),(11 2486.4275),(12 2501.4812),(13 2500.3362),(14 2537.1487),(15 2611.6997),(16 2662.4963),(17 2630.9653),(18 2661.5938),(19 2656.705),(20 2692.4973),(21 2703.5598),(22 2697.2703),(23 2701.118),(24 2755.849),(25 2755.11),(26 2709.2498),(27 2752.5188),(28 2827.107),(29 2819.477),(30 2820.196),(31 2897.2803),(32 2906.384),(33 2890.3918),(34 2879.138),(35 2906.9338),(36 2876.4653),(37 2879.5417),(38 2890.1587),(39 2912.0059),(40 2890.475),(41 2906.4307),(42 2938.0852),(43 2934.1963),(44 2941.1643),(45 2992.0417),(46 2994.6873),(47 3018.1873),(48 3001.113),(49 3026.243),(50 3031.7927),(51 3013.2935),(52 2979.1836),(53 2985.3713),(54 2977.788),(55 3019.0251),(56 3020.646),(57 3012.8596),(58 3017.822),(59 3021.9688),(60 2963.029),(61 2980.7463),(62 3012.7334),(63 3021.91),(64 3017.562),(65 2989.7688),(66 2974.7603),(67 2991.4077),(68 2995.1658),(69 3013.846),(70 3002.7876),(71 3016.4546),(72 3016.915),(73 3017.8044),(74 3049.4666),(75 3050.652),(76 3041.4788),(77 3054.583),(78 3080.0796),(79 3097.944),
