1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31953.453),(2 102855.34),(3 208263.19),(4 328566.13),(5 469344.22),(6 621635.44),(7 790957),(8 965834.3),(9 1150776.1),(10 1337827.8),(11 1511710.5),(12 1680640.6),(13 1865098.4),(14 2049223.1),(15 2260381.3),(16 2492136),(17 2730095.8),(18 2945745),(19 3153133),(20 3350129),(21 3544934.8),(22 3705802),(23 3828374),(24 3945928.3),(25 4091364),(26 4253865.5),(27 4420960),(28 4596637.5),(29 4750578.5),(30 4906320),(31 5034238.5),(32 5164523.5),(33 5308460),(34 5444452.5),(35 5579169.5),(36 5728724),(37 5836862.5),(38 5936958),(39 6026192),(40 6143760.5),(41 6273521.5),(42 6415392.5),(43 6546214),(44 6692840.5),(45 6789134),(46 6873361.5),(47 6916250),(48 6931606),(49 6869204),(50 6812175.5),(51 6734166.5),(52 6708788),(53 6691794),(54 6719032.5),(55 6753809.5),(56 6829940),(57 6887100),(58 6892906.5),(59 6842451.5),(60 6803296.5),(61 6743338.5),(62 6695242),(63 6627546.5),(64 6563672.5),(65 6496250.5),(66 6476334.5),(67 6462021.5),(68 6476278),(69 6493182.5),(70 6531430.5),(71 6526490.5),(72 6534678.5),(73 6522173.5),(74 6513948),(75 6468324.5),(76 6405111.5),(77 6338746),(78 6326030.5),(79 6338556),
(1 28745.326),(2 104115.25),(3 224935.48),(4 378786.34),(5 560618.2),(6 759941.6),(7 980904.4),(8 1210166.4),(9 1444329.9),(10 1679126.8),(11 1900646.3),(12 2115688.3),(13 2326027.8),(14 2522675.3),(15 2699500),(16 2856995),(17 2985045.3),(18 3090803.5),(19 3172705.8),(20 3233465.8),(21 3271632.3),(22 3294407),(23 3297792.8),(24 3297567.3),(25 3298695),(26 3301618.5),(27 3305446.5),(28 3309760),(29 3311080),(30 3303070.5),(31 3285866.8),(32 3266658),(33 3254664),(34 3241436.8),(35 3233314),(36 3230304.8),(37 3221010.8),(38 3204372.3),(39 3187779.8),(40 3157804.3),(41 3116992.8),(42 3074606.5),(43 3027091.3),(44 2965762.5),(45 2900177.5),(46 2847343.8),(47 2803831),(48 2759509.8),(49 2699601),(50 2638668.3),(51 2569959.8),(52 2507413.5),(53 2453636.3),(54 2403603.5),(55 2370656.8),(56 2366604.5),(57 2383740.5),(58 2408287.8),(59 2433036.5),(60 2464755.3),(61 2505848.5),(62 2563705.8),(63 2633151),(64 2719847),(65 2804851),(66 2888507.8),(67 2954075.8),(68 3013135),(69 3061531.8),(70 3113215.3),(71 3157032.8),(72 3196783.8),(73 3224924.8),(74 3242062.3),(75 3255594.5),(76 3259807.3),(77 3235839),(78 3195038),(79 3152704.3),
(1 28391.291),(2 100609.945),(3 212652.23),(4 347586.25),(5 504891.25),(6 674506.56),(7 861014.7),(8 1040854.25),(9 1224858.6),(10 1400865.4),(11 1580019.1),(12 1749278.6),(13 1916045),(14 2069622.9),(15 2210887.8),(16 2323942.8),(17 2427563),(18 2514277.3),(19 2589302.3),(20 2647013.3),(21 2689512.8),(22 2725658.3),(23 2754643),(24 2776103.3),(25 2802045),(26 2824554),(27 2858941.8),(28 2889053),(29 2908735.8),(30 2922901),(31 2936287.8),(32 2940321.3),(33 2947170.8),(34 2961908.8),(35 2983105.3),(36 3005223.3),(37 3024261.8),(38 3038261.8),(39 3045378.3),(40 3024938),(41 2997260.8),(42 2970242),(43 2936174.8),(44 2883257.3),(45 2819335.3),(46 2752938.8),(47 2692152.8),(48 2624669.3),(49 2559931.5),(50 2502028.5),(51 2458114),(52 2414569.3),(53 2385831.3),(54 2367856.3),(55 2356557.3),(56 2355574.3),(57 2364418.3),(58 2381039.3),(59 2394579),(60 2417869.3),(61 2445290.8),(62 2476127.3),(63 2513553.3),(64 2549218.8),(65 2589119.3),(66 2623098),(67 2658881),(68 2695445.3),(69 2735488.3),(70 2779490.8),(71 2825759.3),(72 2872629.3),(73 2913810.8),(74 2948381.8),(75 2970139.3),(76 2979707.3),(77 2992263),(78 2998922.8),(79 3007810),
(1 26895.045),(2 92527.02),(3 194307.48),(4 315991.6),(5 459134.88),(6 612017.06),(7 778324.56),(8 944848),(9 1117495.3),(10 1288230.9),(11 1456569),(12 1623633.9),(13 1796524.8),(14 1958109),(15 2113407.3),(16 2257744),(17 2393137),(18 2522561),(19 2643259.3),(20 2751160.3),(21 2847430),(22 2924219),(23 2975011.3),(24 3022752),(25 3071331.3),(26 3095615),(27 3103848.3),(28 3092157.5),(29 3067418.3),(30 3033082),(31 2995210.3),(32 2943928.3),(33 2888663.8),(34 2828622),(35 2760071),(36 2684380.5),(37 2599697.3),(38 2513743.3),(39 2434833.3),(40 2357527),(41 2304177.3),(42 2273068.3),(43 2253756.8),(44 2239715.3),(45 2241291.8),(46 2251646.5),(47 2277082.5),(48 2314622),(49 2360499.8),(50 2411271.8),(51 2464612.3),(52 2509590.5),(53 2547137.3),(54 2567845.5),(55 2583660.5),(56 2598923.3),(57 2617306),(58 2623211.8),(59 2619500.5),(60 2612772.8),(61 2602512.8),(62 2583611.8),(63 2556551.8),(64 2530334.3),(65 2514005.5),(66 2506956.5),(67 2516057.5),(68 2529554),(69 2554799.3),(70 2579466.5),(71 2609323),(72 2634187.8),(73 2657132.8),(74 2670516.8),(75 2681707.8),(76 2699470),(77 2738939.3),(78 2773877),(79 2816563.3),
(1 22655.148),(2 75078.3),(3 155646.53),(4 252794.02),(5 369992.16),(6 495924.72),(7 633897.2),(8 772064.6),(9 917819.94),(10 1057874.8),(11 1194736.5),(12 1323160.9),(13 1448085.1),(14 1556042.8),(15 1653062.8),(16 1736831.5),(17 1806842.1),(18 1860417.9),(19 1901993.6),(20 1941209.3),(21 1975164.6),(22 2011113),(23 2041308),(24 2063372.1),(25 2093445.1),(26 2117947.5),(27 2144142),(28 2172682),(29 2202220),(30 2229112),(31 2251486.3),(32 2261562.3),(33 2274658.3),(34 2286622.5),(35 2291197.5),(36 2284518.8),(37 2282140),(38 2265215),(39 2253130),(40 2250775.3),(41 2261536.5),(42 2277209.5),(43 2296087),(44 2316685.5),(45 2345498),(46 2363565),(47 2376934),(48 2384446),(49 2394861.3),(50 2398880.3),(51 2401278),(52 2410245.5),(53 2409010.3),(54 2396956),(55 2379158),(56 2363572.5),(57 2350944.3),(58 2338462.3),(59 2329927.3),(60 2326871.8),(61 2329290.5),(62 2330714),(63 2329962.3),(64 2333598.5),(65 2340525),(66 2351913.3),(67 2365798.5),(68 2376477.5),(69 2392389.5),(70 2406339.8),(71 2408210.3),(72 2395929),(73 2376574.5),(74 2351790),(75 2323391),(76 2302138),(77 2281513),(78 2274228.5),(79 2266895.8),
(1 22596.92),(2 75514.836),(3 158779.73),(4 257284.63),(5 376451.44),(6 503328.28),(7 638453.2),(8 771147.1),(9 910705.3),(10 1055805),(11 1193028.5),(12 1327755.3),(13 1458419),(14 1574925),(15 1679069.8),(16 1765106.1),(17 1833169.8),(18 1890000.8),(19 1941107.4),(20 1988270.5),(21 2041963.3),(22 2085772.5),(23 2120514),(24 2151100.5),(25 2186334.3),(26 2219244.5),(27 2253123.5),(28 2280335),(29 2312420.8),(30 2336467.5),(31 2353155.8),(32 2356169),(33 2349399.3),(34 2334841.3),(35 2314327.5),(36 2288282),(37 2266238.8),(38 2237076.5),(39 2201746.3),(40 2160385.8),(41 2116816.5),(42 2063471.5),(43 2011083.3),(44 1956516.3),(45 1906969),(46 1862226.9),(47 1825755.8),(48 1795261),(49 1773446.6),(50 1750522.6),(51 1739741.4),(52 1739209.4),(53 1752917.6),(54 1768891.3),(55 1804856.3),(56 1851016.9),(57 1895418.5),(58 1931481.8),(59 1953997.1),(60 1962266.4),(61 1964350.4),(62 1951348.1),(63 1931903),(64 1921624.5),(65 1928503.8),(66 1940709),(67 1959487.1),(68 1973099),(69 1991990.5),(70 2007136.6),(71 2023310.9),(72 2041793.8),(73 2079133.9),(74 2120811.5),(75 2167041.8),(76 2196696.5),(77 2225568.3),(78 2242032.8),(79 2266291.8),
(1 21917.768),(2 72347.516),(3 149878.69),(4 239715.86),(5 345203.88),(6 455155.4),(7 569731.75),(8 686112.4),(9 804249.2),(10 921757.4),(11 1026689.3),(12 1122806.8),(13 1211541.1),(14 1291532.4),(15 1360024.3),(16 1412722.5),(17 1456155.6),(18 1493258.3),(19 1537959.5),(20 1585662.8),(21 1643310.4),(22 1696991.4),(23 1739772.3),(24 1777318.6),(25 1809576.4),(26 1836833.6),(27 1854658),(28 1861230.9),(29 1865567.5),(30 1862157.4),(31 1854628.5),(32 1840562.6),(33 1830149.3),(34 1821529.5),(35 1820593.9),(36 1820295.9),(37 1826075.4),(38 1832236.6),(39 1848961.5),(40 1863137.4),(41 1877197.8),(42 1884270.8),(43 1901403.3),(44 1934506.1),(45 1971327.4),(46 2014498.9),(47 2060228.6),(48 2100175.5),(49 2126627.8),(50 2149233),(51 2155632.8),(52 2152081.8),(53 2142223.8),(54 2121058.8),(55 2090690.5),(56 2059360.5),(57 2031447.5),(58 2009698.6),(59 1987620.5),(60 1965778.4),(61 1945907.3),(62 1922483.6),(63 1897568.3),(64 1876584.8),(65 1861095.8),(66 1845044.8),(67 1831045.6),(68 1821347.8),(69 1813002.1),(70 1808694.8),(71 1793246),(72 1781081.1),(73 1776171.1),(74 1774903.8),(75 1773832.4),(76 1773292.5),(77 1772631.9),(78 1779235.8),(79 1798764.1),
(1 20737.867),(2 68606.09),(3 139629.81),(4 222410.4),(5 316855.03),(6 415391.7),(7 516195.1),(8 617233.44),(9 713553.75),(10 805751.6),(11 887375.3),(12 961239.9),(13 1029477.8),(14 1091409.3),(15 1146518.3),(16 1195423.8),(17 1237202.9),(18 1275426.6),(19 1312127.3),(20 1349396.6),(21 1380302.9),(22 1399491.6),(23 1418663.3),(24 1436411.4),(25 1449329.5),(26 1455772.1),(27 1458835.8),(28 1456258.6),(29 1446104),(30 1432485.4),(31 1426973.1),(32 1431989.5),(33 1443184.1),(34 1462312),(35 1485575.4),(36 1500007.8),(37 1511133.9),(38 1520515.8),(39 1529365),(40 1535795.1),(41 1541118.3),(42 1544691.4),(43 1540338.4),(44 1547228.9),(45 1562529.5),(46 1578677),(47 1601112.3),(48 1626295.5),(49 1657217.5),(50 1682004.9),(51 1702376.6),(52 1711022.5),(53 1715615.6),(54 1711256.9),(55 1698948.4),(56 1680056.3),(57 1657472.9),(58 1628210.9),(59 1608941.1),(60 1591813.6),(61 1582752.1),(62 1579390.1),(63 1580664.3),(64 1578679.3),(65 1576037.5),(66 1574560),(67 1579917),(68 1594960.5),(69 1609277.6),(70 1612025),(71 1598413.3),(72 1578121.1),(73 1558499.4),(74 1538022.3),(75 1523870.8),(76 1510457.3),(77 1495123.3),(78 1488304.3),(79 1484830.9),
(1 19422.656),(2 60619.633),(3 122968.875),(4 193181.48),(5 275901.8),(6 359820.03),(7 452660.5),(8 546027.1),(9 641505.06),(10 728924.8),(11 813709.94),(12 887351.75),(13 955869.7),(14 1017795.1),(15 1066935.1),(16 1104160.8),(17 1135986),(18 1162931.3),(19 1188643),(20 1218096.8),(21 1249940.4),(22 1284532.9),(23 1314526.9),(24 1337606),(25 1358750.5),(26 1371891.9),(27 1390654.8),(28 1407156.8),(29 1423313.1),(30 1438995.1),(31 1454076.8),(32 1458956.5),(33 1474720.1),(34 1482778.4),(35 1501267.8),(36 1516127),(37 1540503.3),(38 1555225.5),(39 1572294),(40 1584596.4),(41 1604005.1),(42 1625557.8),(43 1664793.1),(44 1699580.4),(45 1730435.9),(46 1753196.3),(47 1788874.4),(48 1817210.1),(49 1845475),(50 1854047.3),(51 1861465.5),(52 1865160.1),(53 1879000.1),(54 1882343.8),(55 1883828.1),(56 1885893.5),(57 1898139.6),(58 1901964.4),(59 1914340.3),(60 1924738.4),(61 1944113.8),(62 1954108.9),(63 1965033.4),(64 1964847.8),(65 1967940.1),(66 1965034),(67 1968089.8),(68 1961133.6),(69 1953342.4),(70 1933602.4),(71 1921730.1),(72 1909344.8),(73 1893162),(74 1864640.3),(75 1829330.9),(76 1789330.4),(77 1747922.5),(78 1707772.1),(79 1673110.9),
(1 19910.617),(2 62985.293),(3 128033),(4 202967.86),(5 288516.03),(6 377145.1),(7 469963.9),(8 559791.56),(9 644107.3),(10 718207.9),(11 785556.4),(12 840211.4),(13 887702.2),(14 923197.75),(15 953872.06),(16 977564.25),(17 1000440.2),(18 1019524.2),(19 1038833.9),(20 1056728.3),(21 1077730.5),(22 1096723.8),(23 1124954),(24 1149683.5),(25 1174153.4),(26 1195643.6),(27 1217879.3),(28 1234169.5),(29 1241843.1),(30 1252991.8),(31 1280396.6),(32 1320520.9),(33 1365991),(34 1410901),(35 1449899),(36 1475148),(37 1499813.8),(38 1521396),(39 1540891),(40 1556684),(41 1568850.4),(42 1575732.6),(43 1570589.5),(44 1560567.8),(45 1547665.4),(46 1529600.4),(47 1516573),(48 1498201.5),(49 1484172.6),(50 1467187.5),(51 1456945.3),(52 1434083.9),(53 1420651),(54 1404847.6),(55 1392028.8),(56 1383631),(57 1384844.6),(58 1394649.3),(59 1418414.9),(60 1430388.6),(61 1439889.6),(62 1443787.8),(63 1451652),(64 1453673.9),(65 1466712.5),(66 1474231.5),(67 1488746.1),(68 1495749.5),(69 1512522.3),(70 1530015.5),(71 1541516.8),(72 1545567.3),(73 1559051.9),(74 1566728),(75 1572084),(76 1558469.3),(77 1546151.8),(78 1518839.3),(79 1489358.5),
(1 18832.17),(2 59813.527),(3 123161.08),(4 193486.47),(5 272786.5),(6 349575.63),(7 427856.5),(8 499880.7),(9 567636.3),(10 625205.9),(11 671851.56),(12 705262.94),(13 736421.94),(14 761909.5),(15 795893.3),(16 826665),(17 857394.06),(18 882795.2),(19 908683.7),(20 931536.1),(21 953446.94),(22 973861.4),(23 992849.5),(24 1009766.94),(25 1025154.94),(26 1041059.9),(27 1062057.1),(28 1079459.9),(29 1093326.5),(30 1109497.3),(31 1124672.8),(32 1141760.3),(33 1163284.6),(34 1184049),(35 1205076.8),(36 1222601.6),(37 1244454.8),(38 1259613.3),(39 1273304.5),(40 1272743.1),(41 1266659.8),(42 1255385.3),(43 1242904.6),(44 1224510.5),(45 1196870.8),(46 1165482.6),(47 1138805.1),(48 1115982.6),(49 1105325.3),(50 1101152.6),(51 1107170.1),(52 1118769.5),(53 1145336.3),(54 1166028.5),(55 1187296.6),(56 1205235.9),(57 1223161.6),(58 1241867.6),(59 1252374.5),(60 1261876.1),(61 1271699.5),(62 1282893.5),(63 1302262.8),(64 1331543),(65 1366321.8),(66 1402133.9),(67 1434135.4),(68 1457043.4),(69 1479100.4),(70 1502572.5),(71 1517375.6),(72 1526906.8),(73 1531190.9),(74 1535210.5),(75 1526851.6),(76 1504997.9),(77 1471489.5),(78 1429587),(79 1383837.3),
(1 18750.432),(2 58403.926),(3 121178.97),(4 189899.42),(5 269734.56),(6 346895),(7 423723.53),(8 494745.16),(9 559811.44),(10 615189.25),(11 660542.06),(12 694851.6),(13 727572.1),(14 754037.6),(15 781962.75),(16 798437.2),(17 816442.9),(18 824595.56),(19 836385.06),(20 837429.2),(21 838907.44),(22 839244.4),(23 842355),(24 835793.5),(25 834979.9),(26 834043.06),(27 838766.7),(28 847495.9),(29 854949),(30 861100.94),(31 868324.44),(32 880055),(33 889761.7),(34 901771),(35 915345.7),(36 931515.2),(37 950650.2),(38 971734.5),(39 993916.3),(40 1008867.75),(41 1018369.1),(42 1024989),(43 1020747.56),(44 1019708.94),(45 1017738.2),(46 1014410.4),(47 1014759.06),(48 1015561.1),(49 1014141),(50 1008496.44),(51 1007472.8),(52 1010486.4),(53 1014216.25),(54 1011233.94),(55 1007213),(56 1006684.1),(57 1016265.4),(58 1023943.06),(59 1032173.94),(60 1040824.94),(61 1043115.7),(62 1040222.6),(63 1033839.75),(64 1030646.6),(65 1020315.9),(66 1007615.2),(67 997983.44),(68 993904.8),(69 991152.44),(70 988691.75),(71 980592.7),(72 966419.7),(73 959181.7),(74 952065.25),(75 946832.6),(76 936632.7),(77 926703.8),(78 918953.5),(79 913011),
(1 17314.807),(2 54031.258),(3 107809.94),(4 168803.42),(5 236810.11),(6 305211),(7 370689.78),(8 429398.53),(9 482090.63),(10 527700.44),(11 567384.25),(12 599841.94),(13 633069.4),(14 662456.2),(15 690597),(16 710902.75),(17 733629.56),(18 755979.7),(19 783412),(20 801770.1),(21 818038.5),(22 831171.25),(23 844508.75),(24 846616.2),(25 852012.06),(26 858029.6),(27 868074),(28 871691.25),(29 876823.44),(30 883950.5),(31 897098.2),(32 909542.6),(33 931309.6),(34 953128.1),(35 976257.25),(36 992874.44),(37 1008085.1),(38 1015930.75),(39 1030917),(40 1046759.75),(41 1061105.5),(42 1069446.5),(43 1060692),(44 1048178.25),(45 1033336.7),(46 1016112.44),(47 1003550.9),(48 995566.3),(49 993966.9),(50 994672.9),(51 992610.1),(52 985176.56),(53 986652.3),(54 991558.56),(55 985158.7),(56 972533.75),(57 959636.25),(58 953625.9),(59 955994),(60 960274.75),(61 965235.1),(62 974721.25),(63 979666.25),(64 988305.9),(65 996803),(66 998527.25),(67 996992.25),(68 985475.1),(69 970896.7),(70 954092.1),(71 940005.3),(72 938877.56),(73 949074.9),(74 959386.75),(75 962075.1),(76 962278),(77 965954.3),(78 970296.3),(79 972832.7),
(1 17963.383),(2 57328.254),(3 116650.31),(4 180069.27),(5 251288),(6 316901.94),(7 380154.28),(8 431930.03),(9 476986),(10 513411.16),(11 542627.75),(12 563984.8),(13 584188.44),(14 601919.7),(15 621976.4),(16 637644.4),(17 659872.25),(18 678718.06),(19 698005.56),(20 711070.3),(21 724320.2),(22 736118.75),(23 747941.4),(24 754398.6),(25 762539),(26 770784.56),(27 784907.4),(28 794920.8),(29 806995.4),(30 816793.75),(31 822171.4),(32 830206.7),(33 843290.3),(34 859378.3),(35 875266.44),(36 882358.6),(37 888547.4),(38 895206.7),(39 898649.7),(40 895661.2),(41 885057.1),(42 864970.7),(43 841860.2),(44 817233.1),(45 801607.6),(46 790170.9),(47 788440.4),(48 784392.2),(49 785087.06),(50 774824.06),(51 767357.94),(52 753963.75),(53 742814.44),(54 729590.9),(55 723918.25),(56 721106.4),(57 723803.06),(58 729341.6),(59 742618.06),(60 753935.5),(61 764394.06),(62 774689.7),(63 785430.5),(64 788167.2),(65 785638.1),(66 774923),(67 763530.44),(68 746507.8),(69 738985.4),(70 737624),(71 743673.3),(72 752338.1),(73 757763.75),(74 763709.56),(75 762683.75),(76 756256.25),(77 749271.4),(78 743775.94),(79 744142.25),
(1 18586.387),(2 58497.004),(3 117679.71),(4 182465.94),(5 257178.36),(6 331271.8),(7 404649.28),(8 465603.72),(9 521759.8),(10 568435.56),(11 605313.3),(12 633697),(13 660740.2),(14 678255.94),(15 695598.75),(16 707501.5),(17 717007.3),(18 719348.25),(19 727329.94),(20 731608.25),(21 738002.1),(22 736030.4),(23 738012.4),(24 737164),(25 743605.44),(26 749198.5),(27 765919.6),(28 780289.25),(29 798036),(30 819681.1),(31 845142.4),(32 875273.5),(33 904732.44),(34 928935.1),(35 943565.9),(36 949245),(37 949029.1),(38 949144.8),(39 938048.44),(40 917306.25),(41 889867.94),(42 858751.94),(43 831563.1),(44 810729.1),(45 800615.3),(46 791845.6),(47 785810.94),(48 774825.3),(49 764100.8),(50 748540.4),(51 739240.25),(52 730452.44),(53 726941.25),(54 723807.6),(55 723283.6),(56 724236.44),(57 726705),(58 730873.44),(59 735071.94),(60 740314.75),(61 745152.25),(62 749727),(63 753137.1),(64 758976.25),(65 762258.3),(66 759870.94),(67 753751.6),(68 746444.25),(69 745749.25),(70 747991.1),(71 753414.25),(72 758525.06),(73 764666.25),(74 770022.25),(75 773195.1),(76 767672.8),(77 755931.2),(78 741488.06),(79 728028.6),
(1 17511.03),(2 54911.566),(3 109044.05),(4 168256.28),(5 233929.94),(6 297883.38),(7 358541.97),(8 410300.63),(9 456492.28),(10 497233.16),(11 535718.2),(12 568768.56),(13 600287.94),(14 627660.94),(15 656061.5),(16 678618.75),(17 700714.56),(18 715761.44),(19 727827.7),(20 732985.5),(21 734799),(22 732652.25),(23 732654.5),(24 729156.5),(25 724836.7),(26 721009.6),(27 723655.25),(28 725750.06),(29 730898.75),(30 739179.3),(31 746899),(32 747761.06),(33 751607),(34 754976.25),(35 757807.75),(36 759985.44),(37 765144.2),(38 772744.2),(39 780364.8),(40 785167.6),(41 789882.94),(42 789643.56),(43 779592.44),(44 769216),(45 762416.25),(46 759124.8),(47 757665.9),(48 753627.75),(49 747656.8),(50 746235.4),(51 747876.56),(52 748053.6),(53 754332.2),(54 756414.06),(55 754886.4),(56 747439.8),(57 745158.7),(58 746946.94),(59 749458.3),(60 748744.4),(61 748319.3),(62 745663),(63 739827.6),(64 728654.9),(65 716850.3),(66 703374.06),(67 695117.56),(68 685285.8),(69 683352),(70 683984.06),(71 691171.44),(72 694535),(73 701544.44),(74 704772.9),(75 701919.06),(76 690607.1),(77 676753.75),(78 659303.8),(79 647428.7),
(1 17290.322),(2 52229.625),(3 101489.7),(4 152014.86),(5 208092.42),(6 260406.95),(7 309825.8),(8 352488.8),(9 390947.06),(10 420736.56),(11 444542.47),(12 463716.75),(13 487652.47),(14 509740.25),(15 531467.3),(16 547461.8),(17 565753.5),(18 577120.75),(19 593523.25),(20 597548.3),(21 602932.8),(22 605845.25),(23 610441.44),(24 602916.2),(25 600780.7),(26 601900.3),(27 611584.8),(28 616575.75),(29 621554),(30 623896.6),(31 628831.9),(32 634847.94),(33 645862.5),(34 651651.5),(35 654094.2),(36 655742.7),(37 659432.44),(38 661161.7),(39 664362.4),(40 669288),(41 679047.9),(42 683546.3),(43 680110.9),(44 683454.9),(45 687150),(46 691796.56),(47 693454.7),(48 690079.7),(49 685723.44),(50 676046),(51 671567.25),(52 663289.3),(53 662265.3),(54 660216.5),(55 660097.3),(56 661237.25),(57 670330.06),(58 675580.5),(59 686870.2),(60 694849.44),(61 702336.3),(62 706128.1),(63 705598.8),(64 702570.2),(65 701483.3),(66 692461.6),(67 680838.2),(68 670468.1),(69 669306),(70 665175.5),(71 659870.2),(72 658378.1),(73 661966.56),(74 662700.94),(75 668660.5),(76 677379.3),(77 692010.75),(78 700052.75),(79 699177.25),
(1 15974.639),(2 48446.754),(3 95666.02),(4 145965.63),(5 205120.1),(6 261094.98),(7 315266.3),(8 362368.28),(9 406018.3),(10 446480.75),(11 483250.63),(12 513503.56),(13 545894.6),(14 571592.06),(15 596760.4),(16 611258.7),(17 626273.75),(18 634002.44),(19 640545.5),(20 640983.6),(21 639884.06),(22 639964.6),(23 640601.6),(24 637258.7),(25 633617.94),(26 629721.2),(27 625299.75),(28 624209.44),(29 624295.6),(30 628050.7),(31 631174.44),(32 630475.25),(33 632689.1),(34 633952.75),(35 635517.56),(36 638167.1),(37 641916.2),(38 648702.94),(39 658064.9),(40 664666.25),(41 668870.44),(42 671176.94),(43 671495.3),(44 667858.75),(45 666736),(46 666179.7),(47 664112.3),(48 659641.6),(49 657322.75),(50 657454.7),(51 662583.3),(52 669166.56),(53 674397.1),(54 682462.6),(55 688955.75),(56 689774.1),(57 685091.75),(58 681326.56),(59 682070.25),(60 682470.6),(61 683758.06),(62 680046.94),(63 677627.44),(64 674151.6),(65 671711.75),(66 665022.4),(67 657816.94),(68 645048.1),(69 635567.1),(70 628995.4),(71 629599.1),(72 624633.25),(73 616502.7),(74 606284.25),(75 600253),(76 598758.3),(77 600097.3),(78 600670.2),(79 606093.3),
