1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5660.5073),(2 10710.058),(3 13319.359),(4 14984.153),(5 15839.739),(6 16881.9),(7 17930.582),(8 18961.719),(9 19665.084),(10 20345.549),(11 20471.018),(12 20818.135),(13 21287.508),(14 21834.557),(15 21747.957),(16 21997.758),(17 21893.998),(18 22326.602),(19 22156.13),(20 22289.959),(21 22107.957),(22 22287.73),(23 22019.857),(24 22198.752),(25 21889.27),(26 22388.152),(27 22374.65),(28 22915.06),(29 22718.941),(30 23058.996),(31 22935.373),(32 23176.643),(33 22618.031),(34 22755.164),(35 22782.688),(36 23324.025),(37 22889.29),(38 23131.494),(39 23002.143),(40 23315.06),(41 23059.957),(42 22951.182),(43 22998.57),(44 22961.154),(45 22603.11),(46 22557.508),(47 21868.006),(48 21535.012),(49 21449.629),(50 21135.08),(51 21145.7),(52 21202.51),(53 21787.139),(54 21884.705),(55 22211.68),(56 22056.326),(57 22264.748),(58 22351.252),(59 22721.229),(60 22553.295),(61 22999.14),(62 23190.87),(63 23457.22),(64 23008.508),(65 22923.836),(66 22884.93),(67 23077.533),(68 23312.57),(69 23573.979),(70 23109.299),(71 23470.72),(72 23055.764),(73 23211.307),(74 22935.117),(75 23138.451),(76 22678.025),(77 22996.799),(78 22817.045),(79 22929.416),
(1 5555.894),(2 10586.59),(3 13336.542),(4 15126.996),(5 16175.472),(6 17527.846),(7 18614.775),(8 19778.309),(9 20346.994),(10 20880.564),(11 20737.977),(12 20804.994),(13 20699.46),(14 21071.498),(15 20767.281),(16 21155.965),(17 21007.39),(18 21560.986),(19 21347.34),(20 21721.18),(21 21584.775),(22 21737.238),(23 21278.025),(24 21570.014),(25 21453.898),(26 21866.75),(27 21903.113),(28 22358.719),(29 22279.207),(30 22720.639),(31 22887.244),(32 23095.016),(33 22821.459),(34 23110.979),(35 22832.264),(36 22849.162),(37 22500.678),(38 22810.268),(39 22368.432),(40 22477.338),(41 22273.213),(42 22489.445),(43 22609.78),(44 22932.86),(45 22910.98),(46 23171.25),(47 22988.447),(48 22898.086),(49 22743.066),(50 22585.621),(51 23107.637),(52 22923.43),(53 23066.568),(54 22886.346),(55 23004.645),(56 22877.9),(57 23182.758),(58 23212.877),(59 23455.709),(60 23234.377),(61 23461.701),(62 23492.19),(63 23724.781),(64 23571.959),(65 23351.826),(66 23048.213),(67 23260.68),(68 23139.54),(69 23076.512),(70 22592.654),(71 22706.71),(72 22113.684),(73 22041.488),(74 21581.342),(75 21725.85),(76 21437.484),(77 21889.096),(78 21713.39),(79 21995.225),
(1 5331.59),(2 10115.964),(3 12754.307),(4 14464.477),(5 15422.006),(6 16854.232),(7 18130.32),(8 19384.268),(9 19943.563),(10 20282.096),(11 19996.428),(12 20184.664),(13 20255.873),(14 20426.209),(15 20013.158),(16 20046.928),(17 19818.176),(18 20619.646),(19 20621.605),(20 20927.928),(21 20666.658),(22 20776.924),(23 20357.256),(24 20385.334),(25 20324.574),(26 20843.984),(27 21071.291),(28 21497.135),(29 21245.383),(30 21633.373),(31 21622.756),(32 21933.229),(33 21685.074),(34 21726.836),(35 21454.102),(36 21517.316),(37 21368.707),(38 21821.852),(39 21733.168),(40 21584.357),(41 21325.592),(42 21424.799),(43 21567.066),(44 21690.477),(45 21624.975),(46 22160.424),(47 22189.1),(48 22148.512),(49 22250.959),(50 21792.904),(51 22060.76),(52 21764.564),(53 21857.896),(54 21569.701),(55 21735.475),(56 21470.973),(57 21650.984),(58 21690.344),(59 22123.332),(60 22148.152),(61 22077.377),(62 21978.172),(63 22217.754),(64 21972.416),(65 22097.516),(66 22047.76),(67 22670.873),(68 22740.477),(69 23005.94),(70 22828.48),(71 22923.656),(72 22507.824),(73 22581.012),(74 22154.154),(75 22342.836),(76 22164.678),(77 22567.059),(78 21997.295),(79 21947.371),
(1 5312.075),(2 9922.528),(3 12492.251),(4 13762.514),(5 14423.828),(6 15463.1045),(7 16693.555),(8 17727.656),(9 18397.9),(10 18894.53),(11 18992.867),(12 19414.658),(13 19367.188),(14 19583.521),(15 19131.5),(16 19150.063),(17 19013.441),(18 19618.627),(19 19640.78),(20 20156.234),(21 19802.293),(22 19687.895),(23 19419.828),(24 19470.754),(25 19318.951),(26 19626.555),(27 19860.426),(28 20147.273),(29 20030.758),(30 20372.57),(31 20352.701),(32 20925.955),(33 20721.031),(34 20934.691),(35 20724.113),(36 20984.873),(37 21051.592),(38 21657.969),(39 21391.71),(40 21506.555),(41 21272.857),(42 21745.834),(43 22016.516),(44 22362.592),(45 22365.605),(46 22915.77),(47 22712.719),(48 22626.611),(49 22503.162),(50 22375.543),(51 22501.33),(52 22301.773),(53 22127.443),(54 21564.54),(55 21596.154),(56 21521.479),(57 21510.234),(58 21432.133),(59 21908.465),(60 21686.707),(61 21713.055),(62 21630.93),(63 21610.951),(64 21321.959),(65 21506.107),(66 21493.162),(67 21733.594),(68 21587.49),(69 21659.066),(70 21357.662),(71 21598.291),(72 21372.023),(73 21558.137),(74 21461.988),(75 21737.523),(76 21344.148),(77 21782.693),(78 21384.176),(79 21327.643),
(1 4992.45),(2 9486.017),(3 11836.187),(4 13236.467),(5 14001.047),(6 15006.942),(7 16055.966),(8 17170.842),(9 17578.902),(10 18148.93),(11 18439.975),(12 18799.19),(13 18411.457),(14 18258.37),(15 17962.58),(16 17915.602),(17 17769.158),(18 18559.033),(19 18467.244),(20 18918.51),(21 18766.443),(22 18957.176),(23 18667.145),(24 18711.787),(25 18613.338),(26 19237.59),(27 19286.658),(28 19585.646),(29 19504.992),(30 19801.389),(31 19734.164),(32 19899.996),(33 19798.605),(34 20009.922),(35 19654.42),(36 19912.367),(37 19894.857),(38 20159.857),(39 20044.97),(40 20103.055),(41 19945.941),(42 20104.273),(43 20391.967),(44 20688.574),(45 20489.5),(46 20718.64),(47 20613.498),(48 20421.24),(49 20511.389),(50 20451.727),(51 20549.723),(52 20540.87),(53 20664.646),(54 20376.297),(55 20487.646),(56 20510.785),(57 20983.424),(58 20898.525),(59 20939.79),(60 20793.97),(61 21217.87),(62 21357.955),(63 21439.975),(64 20990.92),(65 20868.686),(66 20499.947),(67 20596.197),(68 20689.54),(69 20860.94),(70 20567.545),(71 20600.78),(72 20180.598),(73 20353.96),(74 20118.594),(75 20390.025),(76 20093.104),(77 20372.3),(78 20196.1),(79 20475.291),
(1 4953.1196),(2 9233.794),(3 11380.946),(4 12602.588),(5 13284.753),(6 14237.788),(7 15057.015),(8 16026.976),(9 16306.788),(10 16705.338),(11 16780.1),(12 16957.686),(13 16926.313),(14 17137.832),(15 16747.813),(16 16990.395),(17 16926.064),(18 17676.92),(19 17693.428),(20 17940.31),(21 17579.377),(22 17666.258),(23 17559.564),(24 17705.023),(25 17585.477),(26 18023.05),(27 18138.738),(28 18398.912),(29 18301.229),(30 18508.467),(31 18268.686),(32 18324.174),(33 18160.143),(34 18260.396),(35 18010.318),(36 18157.787),(37 17983.857),(38 18177.717),(39 18067.156),(40 18321.31),(41 18293.807),(42 18533.525),(43 18696.389),(44 18685.883),(45 18323.723),(46 18561.844),(47 18291.115),(48 18247.588),(49 18586.379),(50 18601.646),(51 18768.227),(52 18872.19),(53 19059.877),(54 18955.033),(55 18996.59),(56 18785.768),(57 19310.314),(58 19087.979),(59 19201.025),(60 19053.127),(61 19096.746),(62 19121.998),(63 19503.455),(64 19583.203),(65 19759.033),(66 19594.832),(67 19766.906),(68 19461.78),(69 19467.979),(70 19476.266),(71 19667.271),(72 19284.982),(73 19298.121),(74 19000.164),(75 19180.309),(76 18726.45),(77 18995.748),(78 19023.756),(79 19423.861),
(1 4837.8843),(2 8770.018),(3 10595.952),(4 11730.28),(5 12572.979),(6 13487.866),(7 14418.86),(8 15457.547),(9 15871.576),(10 16458.008),(11 16612.865),(12 17019.154),(13 17168.816),(14 17335.963),(15 17192.342),(16 17540.855),(17 17700.902),(18 18160.574),(19 18008.176),(20 18353.451),(21 18213.568),(22 18368.746),(23 18010.043),(24 18127.258),(25 17800.955),(26 18010.266),(27 17809.416),(28 18125.523),(29 17971.035),(30 18218.82),(31 18293.936),(32 18491.203),(33 18437.332),(34 18499.121),(35 18273.271),(36 18277.527),(37 18141.06),(38 18506.424),(39 18238.78),(40 18467.234),(41 18210.613),(42 18346.44),(43 18491.398),(44 18721.074),(45 18664.637),(46 18857.297),(47 18697.957),(48 18708.664),(49 18903.004),(50 18865.086),(51 18933.889),(52 18843.904),(53 19234.988),(54 19206.78),(55 19271.62),(56 19134.64),(57 19304.1),(58 19148.08),(59 19391.209),(60 19301.645),(61 19267.186),(62 19383.826),(63 19676.242),(64 19599.44),(65 19551.535),(66 19163.053),(67 18983.723),(68 18899.043),(69 19184.896),(70 18974.053),(71 19092.518),(72 18693.848),(73 18838.324),(74 18631.705),(75 18828.156),(76 18483.453),(77 18744.318),(78 18541.361),(79 18743.775),
(1 4483.582),(2 8140.872),(3 9925.78),(4 10951.946),(5 11610.724),(6 12522.234),(7 13579.752),(8 14490.294),(9 14825.676),(10 15201.775),(11 15517.974),(12 15771.612),(13 15956.571),(14 16280.072),(15 15948.215),(16 16362.159),(17 16484.855),(18 17109.344),(19 16980.984),(20 17252.041),(21 17088.783),(22 17331.041),(23 17225.97),(24 17486.23),(25 17406.559),(26 17731.514),(27 17663.975),(28 17994.662),(29 17900.156),(30 17983.273),(31 18011.541),(32 18233.244),(33 18003.627),(34 18017.316),(35 17718.588),(36 17841.033),(37 17406.068),(38 17489.998),(39 17421.102),(40 17693.766),(41 17426.432),(42 17455.602),(43 17381.895),(44 17567.486),(45 17356.277),(46 17787.004),(47 17776.596),(48 17848.137),(49 18182.367),(50 18235.814),(51 18061.123),(52 17561.17),(53 17637.918),(54 17428.578),(55 17506.953),(56 17335.156),(57 17506.701),(58 17210.785),(59 17331.879),(60 17282.89),(61 17628.668),(62 17792.14),(63 18160.559),(64 17953.943),(65 17969.832),(66 17877.166),(67 18022.102),(68 17980.729),(69 18275.275),(70 18050.871),(71 18110.773),(72 18066.738),(73 18317.629),(74 18143.31),(75 18342.262),(76 18406.242),(77 18750.943),(78 18566),(79 18810.629),
(1 4624.381),(2 8394.258),(3 10315.032),(4 11679.317),(5 12380.712),(6 13404.906),(7 14254.599),(8 15106.273),(9 15619.419),(10 15845.389),(11 15790.278),(12 15972.261),(13 15956.77),(14 16093.315),(15 15650.239),(16 15864.512),(17 15908.54),(18 16470.434),(19 16422.01),(20 16735.148),(21 16491.955),(22 16823.908),(23 16744.363),(24 16913.924),(25 16755.36),(26 17161.982),(27 17082.705),(28 17541.146),(29 17263.52),(30 17393.791),(31 17437.518),(32 17643.31),(33 17530.957),(34 17508.697),(35 17270.627),(36 17369.102),(37 17289.795),(38 17409.355),(39 17081.05),(40 17180.205),(41 16773.564),(42 16921.795),(43 17082.02),(44 17178.273),(45 17025.219),(46 17392.412),(47 17481.33),(48 17663.475),(49 17980.184),(50 17880.84),(51 17844.918),(52 17600.508),(53 17636.396),(54 17478.873),(55 17662.295),(56 17337.871),(57 17344.732),(58 17058.031),(59 17113.39),(60 17006.252),(61 17087.814),(62 17199.893),(63 17500.924),(64 17209.879),(65 17172.621),(66 16903.818),(67 16940.914),(68 16880.63),(69 17191.654),(70 17047.035),(71 17228.725),(72 17151.662),(73 17263.967),(74 17072.492),(75 17470.332),(76 17522.81),(77 17902.52),(78 17708.346),(79 17928.23),
(1 4487.7783),(2 8192.408),(3 9984.847),(4 11208.207),(5 12065.583),(6 13437.706),(7 14246.324),(8 15076.431),(9 15446.545),(10 15896.064),(11 16016.892),(12 16142.179),(13 15964.69),(14 16143.198),(15 15893.117),(16 16307.076),(17 16315.6),(18 16695.797),(19 16631.719),(20 16923.49),(21 16614.42),(22 16721.12),(23 16467.11),(24 16549.744),(25 16346.384),(26 16602.402),(27 16621.121),(28 17072.668),(29 17020.979),(30 17153.191),(31 17075.982),(32 17041.799),(33 16827.69),(34 16931.014),(35 16548.096),(36 16799.234),(37 16744.945),(38 16882.48),(39 16700.178),(40 16947.504),(41 16748.53),(42 16836.682),(43 16998.44),(44 17264.627),(45 17261.242),(46 17508.244),(47 17363.633),(48 17349.861),(49 17534.357),(50 17448.803),(51 17719.004),(52 17613.607),(53 17832.74),(54 17721.582),(55 17717.166),(56 17493.219),(57 17570.318),(58 17449.268),(59 17580.666),(60 17627.045),(61 17750.797),(62 17584.617),(63 17857.494),(64 17697.002),(65 17937.254),(66 17737.338),(67 18081.2),(68 17921.377),(69 18094.547),(70 17774.256),(71 17933.03),(72 17868.855),(73 18215.621),(74 17921.79),(75 18248.275),(76 18054.34),(77 18396.383),(78 18128.232),(79 18212.303),
(1 4409.3457),(2 7996.158),(3 9903.918),(4 11110.12),(5 12018.754),(6 13192.15),(7 14162.349),(8 15154.289),(9 15271.689),(10 15535.986),(11 15629.056),(12 16011.312),(13 16001.158),(14 16301.347),(15 16024.018),(16 16381.987),(17 16146.291),(18 16429.021),(19 16253.072),(20 16381.709),(21 16060.003),(22 16252.644),(23 16237.088),(24 16602.678),(25 16678.58),(26 16984.76),(27 16753.627),(28 16959.83),(29 16841.836),(30 16908.178),(31 16590.494),(32 16582.508),(33 16581.375),(34 16844.412),(35 16530.027),(36 16847.336),(37 16821.064),(38 16941.273),(39 16885.527),(40 17039.33),(41 16750.057),(42 16960.248),(43 16906.006),(44 16860.756),(45 16758.484),(46 16866.932),(47 16566.813),(48 16518.814),(49 16640.184),(50 16674.342),(51 16887.621),(52 16846.307),(53 17206.377),(54 17173.44),(55 17323.693),(56 17132.361),(57 17397.324),(58 17452.678),(59 17839.213),(60 17738.959),(61 17882.592),(62 17758.64),(63 17955.982),(64 17917.033),(65 17869.756),(66 17675.625),(67 18045.97),(68 17871.691),(69 18021.193),(70 17831.273),(71 17974.246),(72 17770.498),(73 18106.314),(74 17882.578),(75 18013.6),(76 17776.455),(77 18132.914),(78 17875.512),(79 18046.055),
(1 4320.7183),(2 7796.65),(3 9590.725),(4 10659.866),(5 11604.48),(6 12622.187),(7 13544.169),(8 14523.753),(9 14740.183),(10 14929.893),(11 15036.767),(12 15236.424),(13 15190.714),(14 15239.034),(15 14933.328),(16 15226.97),(17 15307.407),(18 15884.323),(19 15553.313),(20 15804.064),(21 15697.779),(22 15954.602),(23 16003.372),(24 16398.424),(25 16499.107),(26 16997.227),(27 16865.28),(28 17032.709),(29 16828.22),(30 16961.877),(31 16686.828),(32 16620.215),(33 16592.248),(34 16741.725),(35 16457.912),(36 16911.676),(37 16444.545),(38 16469.508),(39 16432.762),(40 16584.504),(41 16281.732),(42 16107.481),(43 16090.946),(44 16300.617),(45 16203.214),(46 16345.173),(47 16476.414),(48 16855.275),(49 17163.244),(50 17025.768),(51 16998.59),(52 16800.654),(53 17147.33),(54 16994.828),(55 16963.457),(56 16784.752),(57 16917.92),(58 16778.127),(59 16898.537),(60 16731.436),(61 16928.5),(62 16784.11),(63 17070.846),(64 17080.803),(65 16895.398),(66 16705.88),(67 16869.09),(68 16639.219),(69 16762.623),(70 16457.988),(71 16618.197),(72 16471.736),(73 16757.648),(74 16623.16),(75 16681.645),(76 16642.406),(77 16995.117),(78 16747.787),(79 17261.08),
(1 4112.6934),(2 7292.0195),(3 8901.324),(4 9907.861),(5 10528.237),(6 11449.369),(7 12107.447),(8 12872.646),(9 13111.084),(10 13182.727),(11 13128.896),(12 13347.123),(13 13363.08),(14 13638.581),(15 13473.5),(16 13758.051),(17 13481.373),(18 13876.062),(19 13834.569),(20 14192.1875),(21 14140.193),(22 14399.681),(23 14253.047),(24 14584.284),(25 14598.232),(26 14771.988),(27 14578.133),(28 14792.849),(29 14945.568),(30 15241.477),(31 15022.98),(32 15163.704),(33 15118.457),(34 15348.835),(35 15244.566),(36 15565.906),(37 15427.005),(38 15562.117),(39 15338.514),(40 15467.154),(41 15224.424),(42 15384.214),(43 15235.231),(44 15394.323),(45 15247.82),(46 15338.779),(47 15209.407),(48 15379.392),(49 15634.804),(50 15475.167),(51 15425.277),(52 15346.686),(53 15606.377),(54 15550.9795),(55 15640.43),(56 15466.895),(57 15542.438),(58 15539.774),(59 15861.105),(60 15504.838),(61 15518.261),(62 15449.582),(63 15542.391),(64 15227.065),(65 15130.572),(66 15124.473),(67 15488.534),(68 15321.097),(69 15333.191),(70 15163.906),(71 15453.45),(72 15227.237),(73 15322.086),(74 15242.435),(75 15508.778),(76 15542.62),(77 15956.655),(78 15637.941),(79 15816.233),
(1 4019.168),(2 7148.087),(3 8678.499),(4 9640.476),(5 10360.48),(6 11408.592),(7 11994.635),(8 12496.764),(9 12639.515),(10 12924.81),(11 13137.627),(12 13423.133),(13 13436.847),(14 13556.172),(15 13338.095),(16 13573.877),(17 13451.931),(18 13729.012),(19 13612.117),(20 13848.374),(21 13709.024),(22 13787.004),(23 13605.364),(24 13785.35),(25 13631.805),(26 13984.084),(27 14029.445),(28 14202.526),(29 14326.438),(30 14708.953),(31 14487.907),(32 14711.368),(33 14624.863),(34 14731.16),(35 14573.119),(36 14799.025),(37 14556.13),(38 14541.0625),(39 14419.564),(40 14548.152),(41 14407.129),(42 14643.545),(43 14614.016),(44 14918.644),(45 14947.6045),(46 15189.212),(47 14822.057),(48 14914.037),(49 15059.571),(50 14854.713),(51 14794.644),(52 14614.716),(53 14807.264),(54 14731.162),(55 14981.133),(56 14767.341),(57 14898.926),(58 14837.905),(59 15039.234),(60 15004.437),(61 15229.924),(62 15378.819),(63 15700.397),(64 15480.806),(65 15554.289),(66 15357.162),(67 15518.318),(68 15448.004),(69 15472.259),(70 15154.723),(71 15404.747),(72 15059.06),(73 15200.94),(74 15098.109),(75 15422.547),(76 15309.912),(77 15511.134),(78 15217.338),(79 15379.371),
(1 3917.112),(2 6852.168),(3 8330.878),(4 9352.372),(5 10055.001),(6 10946.201),(7 11361.747),(8 11814.83),(9 12068.6875),(10 12297.024),(11 12472.582),(12 12818.947),(13 12808.313),(14 13018.057),(15 12993.987),(16 13181.201),(17 12985.4),(18 13374.367),(19 13315.168),(20 13722.668),(21 13479.01),(22 13586.807),(23 13514.222),(24 13657.596),(25 13542.681),(26 13977.247),(27 13912.815),(28 14128.242),(29 14074.467),(30 14412.705),(31 14378.279),(32 14389.665),(33 14168.8955),(34 14422.143),(35 14172.035),(36 14305.052),(37 14018.998),(38 14162.182),(39 14075.04),(40 14364.425),(41 14282.525),(42 14403.788),(43 14395.638),(44 14623.714),(45 14385.927),(46 14539.986),(47 14556.552),(48 14713.324),(49 14768.679),(50 14701.071),(51 14818.35),(52 14730.603),(53 14874.928),(54 14729.332),(55 14732.274),(56 14509.037),(57 14578.039),(58 14383.676),(59 14479.565),(60 14523.129),(61 14694.589),(62 14628.405),(63 14674.266),(64 14664.9375),(65 14808.137),(66 14639.789),(67 14618.829),(68 14675.251),(69 14751.0625),(70 14484.14),(71 14810.033),(72 14584.872),(73 14718.925),(74 14600.825),(75 14825.745),(76 14716.49),(77 15153.635),(78 15062.442),(79 15199.025),
(1 3738.5552),(2 6592.095),(3 8043.6),(4 8892.05),(5 9628.633),(6 10488.117),(7 11026.392),(8 11502.347),(9 11619.779),(10 11819.673),(11 11933.554),(12 12153.904),(13 12092.608),(14 12186.996),(15 11891.662),(16 12139.548),(17 12099.099),(18 12684.32),(19 12680.811),(20 13194.84),(21 13102.026),(22 13217.302),(23 13264.096),(24 13335.438),(25 13123.32),(26 13282.692),(27 13286.297),(28 13758.975),(29 13840.04),(30 14144.577),(31 14120.724),(32 14332.512),(33 14299.096),(34 14516.479),(35 14314.929),(36 14619.918),(37 14211.625),(38 14319.464),(39 14095.495),(40 14170.787),(41 14096.127),(42 14229.4795),(43 14238.287),(44 14448.171),(45 14310.5625),(46 14519.593),(47 14370.111),(48 14395.187),(49 14568.393),(50 14432.796),(51 14532.558),(52 14458.523),(53 14408.357),(54 14467.224),(55 14523.825),(56 14289.736),(57 14365.423),(58 14326.039),(59 14752.265),(60 14817.546),(61 15036.435),(62 14692.99),(63 14645.429),(64 14632.835),(65 14798.125),(66 14809.922),(67 15017.771),(68 14808.587),(69 14872.514),(70 14577.909),(71 14860.54),(72 14632.025),(73 14818.767),(74 14490.773),(75 14555.755),(76 14341.897),(77 14622.766),(78 14511.801),(79 14781.729),
(1 3654.2646),(2 6484.1807),(3 7981.423),(4 8849.473),(5 9375.982),(6 10022.585),(7 10710.25),(8 11529.398),(9 12083.819),(10 12507.611),(11 12547.598),(12 12728.518),(13 12775.166),(14 12979.615),(15 12819.302),(16 12916.454),(17 12616.745),(18 12598.595),(19 12418.0205),(20 12601.43),(21 12538.374),(22 12718.512),(23 12702.136),(24 12955.261),(25 13029.952),(26 13218.302),(27 13114.382),(28 13335.747),(29 13334.936),(30 13474.771),(31 13412.345),(32 13611.923),(33 13431.111),(34 13480.408),(35 13438.9795),(36 13638.586),(37 13286.684),(38 13358.316),(39 13333.931),(40 13497.055),(41 13426.087),(42 13722.208),(43 13689.643),(44 13637.14),(45 13643.579),(46 13986.75),(47 14053.885),(48 14011.966),(49 14019.322),(50 13985.213),(51 14065.87),(52 13846.17),(53 13931.68),(54 13738.647),(55 13723.398),(56 13598.479),(57 13715.666),(58 13719.936),(59 13916.877),(60 13882.219),(61 14086.242),(62 13965.913),(63 14208.04),(64 14172.943),(65 14401.493),(66 14246.965),(67 14244.349),(68 14269.313),(69 14415.448),(70 14250.579),(71 14502.612),(72 14280.104),(73 14315.04),(74 14055.396),(75 14156.346),(76 13878.806),(77 14256.668),(78 14113.453),(79 14132.255),
(1 3715.218),(2 6410.014),(3 7825.1875),(4 8648.406),(5 9243.98),(6 9982.081),(7 10599.255),(8 11372.839),(9 11657.69),(10 11876.095),(11 12103.045),(12 12393.406),(13 12291.784),(14 12569.332),(15 12517.035),(16 12701.0205),(17 12579.34),(18 12915.884),(19 12846.875),(20 13022.741),(21 13007.332),(22 13172.843),(23 13268.799),(24 13550.506),(25 13481.233),(26 13666.408),(27 13402.415),(28 13529.803),(29 13316.795),(30 13503.533),(31 13236.37),(32 13400.576),(33 13039.986),(34 13008.543),(35 12953.654),(36 13026.431),(37 12668.68),(38 12811.371),(39 12676.902),(40 12919.465),(41 12839.502),(42 12877.323),(43 12950.125),(44 13178.659),(45 13092.061),(46 13382.057),(47 13410.33),(48 13431.985),(49 13174.15),(50 13130.64),(51 13300.738),(52 13285.491),(53 13505.998),(54 13341.623),(55 13375.143),(56 13564.453),(57 13951.078),(58 13857.9795),(59 14034.128),(60 13983.788),(61 14111.633),(62 13962.604),(63 14142.395),(64 14200.678),(65 14322.231),(66 14178.32),(67 14312.832),(68 14142.817),(69 14063.037),(70 13762.401),(71 13845.159),(72 13704.185),(73 13861.831),(74 13758.374),(75 13938.314),(76 13742.965),(77 14043.355),(78 13785.946),(79 14001.915),
