1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5288.072),(2 8422.102),(3 11583.611),(4 11331.14),(5 12951.47),(6 12777.072),(7 14376.764),(8 13913.556),(9 15443.866),(10 14892.9375),(11 16318.655),(12 15682.524),(13 17016.768),(14 16250.773),(15 17946.928),(16 17379.127),(17 18814.037),(18 18514.344),(19 19918.563),(20 19543.348),(21 20924.521),(22 20273.12),(23 21848.65),(24 21138.244),(25 22438.184),(26 22102.818),(27 23819.795),(28 23171.578),(29 24758.271),(30 24497.918),(31 26544.453),(32 26611.26),(33 28328.352),(34 28461.361),(35 30596.021),(36 30954.17),(37 33346.7),(38 33359.54),(39 35914.39),(40 36724.12),(41 39033.746),(42 39405.03),(43 42042.945),(44 42824.098),(45 45591.33),(46 46593.047),(47 49286.49),(48 49839.33),(49 52613.94),(50 53098.797),(51 55335.375),(52 55593.34),(53 57612.043),(54 57697.445),(55 59829.336),(56 59469.594),(57 60850.367),(58 60808.734),(59 62269.496),(60 61455.574),(61 62283.617),(62 61297.715),(63 62131.008),(64 61044.227),(65 61688.953),(66 60511.87),(67 60644.313),(68 59041.906),(69 59193.484),(70 56929.184),(71 57112.727),(72 55203.477),(73 55294.93),(74 53512.29),(75 53964.7),(76 52272.234),(77 52498.598),(78 51129.965),(79 51905.445),
(1 5354.873),(2 8197.792),(3 11074.291),(4 10759.915),(5 12307.495),(6 12176.347),(7 13886.106),(8 13502.877),(9 14783.873),(10 13923.25),(11 15174.903),(12 14771.068),(13 16244.731),(14 15581.201),(15 17025.857),(16 16427.598),(17 17717.719),(18 17416.191),(19 18721.033),(20 18224.367),(21 19498.77),(22 18761.047),(23 19980.459),(24 19196.291),(25 20466.113),(26 19759.39),(27 21121.275),(28 20837.377),(29 22703.049),(30 22778.814),(31 24616.133),(32 24355.896),(33 26031.076),(34 26172.895),(35 28377.854),(36 28483.004),(37 30440.633),(38 30624.379),(39 32771.098),(40 32633.377),(41 34371.336),(42 34582.46),(43 36915.344),(44 37374.258),(45 39647.945),(46 39996.105),(47 42270.746),(48 42456.414),(49 44520.273),(50 44523.902),(51 46497.977),(52 46521.46),(53 48480.188),(54 48352.04),(55 50130.984),(56 50146.29),(57 51491.05),(58 51106.887),(59 52590.973),(60 51793.984),(61 52773),(62 51905.973),(63 52841.938),(64 51725.14),(65 52727.582),(66 51928.586),(67 52629.566),(68 51546.03),(69 51956.918),(70 50352.3),(71 50472.27),(72 48944.496),(73 49111.832),(74 47700.777),(75 48145.91),(76 46657.805),(77 46913.16),(78 45634.492),(79 46204.832),
(1 5353.878),(2 8212.009),(3 11197.024),(4 10725.06),(5 12166.853),(6 11920.338),(7 13676.678),(8 13299.166),(9 14660.608),(10 13911.345),(11 15365.338),(12 14779.655),(13 16246.645),(14 15361.005),(15 16809.908),(16 16194.841),(17 17644.723),(18 17127.031),(19 18524.955),(20 17960.623),(21 19377.855),(22 18883.338),(23 20246.408),(24 19518.848),(25 20986.338),(26 20390.264),(27 22063.479),(28 21834.121),(29 23677.719),(30 23595.291),(31 25641.377),(32 25646.37),(33 27571.861),(34 27825.5),(35 30251.389),(36 30301.207),(37 32649.621),(38 32258.389),(39 34133.496),(40 34267.203),(41 36323.145),(42 36347.023),(43 38428.766),(44 38670.637),(45 41100.62),(46 41418.91),(47 43471.3),(48 43568.906),(49 45880.375),(50 46040.805),(51 48166.77),(52 48097.586),(53 49784.777),(54 49214.316),(55 50933.363),(56 50575.473),(57 51848.44),(58 51312.3),(59 52896.617),(60 52184.31),(61 53427.773),(62 52566.92),(63 53655),(64 52708.99),(65 53783.6),(66 52640.34),(67 53003.016),(68 51311.453),(69 51706.81),(70 49738.71),(71 50059.902),(72 48452.336),(73 48439.203),(74 46452.02),(75 46889.242),(76 45412.36),(77 45743.77),(78 44293.58),(79 44764.71),
(1 4971.1807),(2 7714.5938),(3 10407.872),(4 10263.621),(5 11820.265),(6 11570.95),(7 13197.389),(8 12725.399),(9 14096.179),(10 13351.285),(11 14620.698),(12 14045.396),(13 15285.382),(14 14573.798),(15 16227.312),(16 15620.97),(17 17070.818),(18 16656.748),(19 17948.352),(20 17540.81),(21 18877.83),(22 18233.97),(23 19691.246),(24 19156.63),(25 20451.268),(26 19921.227),(27 21513.748),(28 21455.55),(29 23234.926),(30 23217.44),(31 25106.64),(32 25233.912),(33 26751.24),(34 27103.518),(35 29753.104),(36 29897.557),(37 32130.525),(38 32178.11),(39 34253.676),(40 34804.043),(41 37420.254),(42 37838.145),(43 40328.72),(44 41091.637),(45 43629.383),(46 44221.03),(47 46764.063),(48 47451.145),(49 49859.85),(50 50365.37),(51 52317.293),(52 52322.613),(53 54317.453),(54 54424.383),(55 56336.94),(56 55955.965),(57 57562.668),(58 57424.44),(59 58724.156),(60 57882.582),(61 58605.46),(62 57625.797),(63 58244.86),(64 57053.715),(65 57713.48),(66 56420.484),(67 56581.12),(68 54954.457),(69 54761.266),(70 52520.82),(71 51932.9),(72 49750.35),(73 49787.465),(74 47839.125),(75 48175.05),(76 46756.01),(77 47257.55),(78 46061.695),(79 46535.934),
(1 5083.3374),(2 7773.801),(3 10468.276),(4 10282.829),(5 11985.971),(6 11585.835),(7 13146.288),(8 12699.086),(9 14080.662),(10 13535.039),(11 14934.939),(12 14212.098),(13 15332.769),(14 14602.5625),(15 16359.585),(16 15695.848),(17 17044.04),(18 16584.24),(19 18059.621),(20 17610.223),(21 18934.646),(22 18084.7),(23 19439.889),(24 18754.861),(25 20091.627),(26 19408.71),(27 21252.611),(28 21032.096),(29 22533.623),(30 22504.678),(31 24588.51),(32 24554.648),(33 26310.588),(34 26423.348),(35 28811.047),(36 29203.96),(37 31176.76),(38 30964.496),(39 33065.934),(40 33370.496),(41 35281.508),(42 35552.973),(43 37860.324),(44 38186.277),(45 40811.105),(46 41282.95),(47 43318.344),(48 43686.594),(49 46245.332),(50 46376.406),(51 48221.527),(52 48016.355),(53 49705.227),(54 49503.402),(55 51267.098),(56 50461.246),(57 51678.61),(58 51282.18),(59 52373.2),(60 50953.918),(61 51735.617),(62 50823.785),(63 51598.13),(64 50215.08),(65 50813.695),(66 49186.266),(67 49135.52),(68 47770.242),(69 48144),(70 46243.227),(71 46325),(72 44691.77),(73 44759.035),(74 43261.418),(75 44090.383),(76 42851.652),(77 43565.13),(78 42125.33),(79 42663.977),
(1 4954.5503),(2 7633.803),(3 10385.803),(4 10121.937),(5 11640.022),(6 11234.214),(7 12747.055),(8 12153.235),(9 13395.993),(10 12931.954),(11 14224.998),(12 13485.764),(13 14488.439),(14 13822.418),(15 15332.886),(16 14649.529),(17 15939.803),(18 15377.359),(19 16824.938),(20 16563.662),(21 18137.434),(22 17528.46),(23 18903.32),(24 18060.45),(25 19214.738),(26 18631.352),(27 20354.896),(28 20064.904),(29 21657.72),(30 21369.393),(31 23130.111),(32 22996.203),(33 24600.38),(34 24666.104),(35 26939.021),(36 27159.125),(37 29098.795),(38 29302.08),(39 31297.635),(40 31659.229),(41 33759.004),(42 34085.36),(43 36208.51),(44 36246.56),(45 38682.38),(46 39639.74),(47 42005.844),(48 42331.926),(49 44697.355),(50 45077.72),(51 47042.03),(52 46915.156),(53 48598.977),(54 48525.07),(55 50348.586),(56 49923.246),(57 51066.13),(58 50796.53),(59 52187.477),(60 51156.43),(61 51684.07),(62 50879.188),(63 51615.168),(64 50444.13),(65 51096.43),(66 49786.57),(67 49676),(68 48057.805),(69 48178.164),(70 46301.59),(71 45993.055),(72 44214.11),(73 44382.043),(74 42950.938),(75 43275.76),(76 41946),(77 42584.4),(78 41285.55),(79 42019.836),
(1 5078.4897),(2 7784.855),(3 10418.788),(4 10010.773),(5 11588.834),(6 11271.646),(7 12805.162),(8 12161.005),(9 13344.61),(10 12999.96),(11 14584.79),(12 13896.142),(13 14868.917),(14 14044.12),(15 15598.968),(16 14769.315),(17 15914.756),(18 15112.389),(19 16645.816),(20 16093.951),(21 17339.957),(22 16545.406),(23 17827.502),(24 17045.951),(25 18394.83),(26 17703.643),(27 19112.916),(28 18740.004),(29 20251.447),(30 20160.643),(31 22017.14),(32 21933.295),(33 23634.695),(34 23332.094),(35 25179.924),(36 25418.895),(37 27261.508),(38 27061.344),(39 28936.633),(40 28868.594),(41 30514.94),(42 30253.104),(43 32100.447),(44 32079.502),(45 34222.8),(46 34478.465),(47 36552.71),(48 36626.09),(49 38912.844),(50 39077.77),(51 41005.65),(52 40826.08),(53 42248.727),(54 41807.11),(55 43455.992),(56 43097.992),(57 44223.434),(58 43672.586),(59 44876.215),(60 44084.52),(61 45281.41),(62 44649.695),(63 45589.79),(64 44339.9),(65 44879.043),(66 43662.508),(67 44229.71),(68 42504.816),(69 42958.313),(70 41405.504),(71 41587.297),(72 39986.266),(73 40315.02),(74 38685.895),(75 39297.098),(76 38047.31),(77 38654.066),(78 37540.605),(79 38184.316),
(1 4872.5166),(2 7404.3496),(3 10106.14),(4 9874.412),(5 11310.495),(6 10818.536),(7 12410.907),(8 11891.73),(9 13214.85),(10 12707.819),(11 14060.324),(12 13596.124),(13 14500.469),(14 13837.912),(15 15305.814),(16 14679.101),(17 15848.651),(18 15045.594),(19 16582.58),(20 15959.52),(21 17308.816),(22 16772.486),(23 18088.033),(24 17509.422),(25 18793.158),(26 18106.635),(27 20002.203),(28 19897.197),(29 21492.945),(30 21227.984),(31 23031.836),(32 23064.36),(33 24887.305),(34 24714.234),(35 26675.03),(36 26825.283),(37 28682.172),(38 28362.229),(39 30241.592),(40 30668.465),(41 32876.953),(42 32797.51),(43 34658.938),(44 34759.676),(45 37052.703),(46 37696.004),(47 39910.492),(48 40248.93),(49 42359.305),(50 42175.625),(51 43953.008),(52 43722.27),(53 45339.383),(54 45273.645),(55 47172.45),(56 46467.93),(57 47536.535),(58 46812.367),(59 47933.25),(60 46849.906),(61 47562.56),(62 46347.355),(63 47295.477),(64 45913.223),(65 46103.066),(66 44238.023),(67 44535.86),(68 43031.457),(69 43268.89),(70 41430.793),(71 41536.465),(72 39903.797),(73 40241.406),(74 38980.97),(75 39785.957),(76 38389.9),(77 39411.27),(78 38617.78),(79 39754),
(1 4747.254),(2 7319.312),(3 10075.834),(4 9875.987),(5 11325.391),(6 10832.232),(7 12357.703),(8 12088.638),(9 13380.242),(10 12823.47),(11 14015.533),(12 13576.741),(13 14701.215),(14 13957.438),(15 15356.545),(16 14826.53),(17 15941.695),(18 15160.256),(19 16479.799),(20 16164.578),(21 17468.465),(22 16827.424),(23 18023.576),(24 17371.92),(25 18706.432),(26 18284.604),(27 20057.6),(28 19925.72),(29 21289.291),(30 20912.004),(31 22956.408),(32 23256.035),(33 25024.203),(34 24848.678),(35 26616.44),(36 26885.715),(37 28745.451),(38 28683.3),(39 30552.09),(40 30914.957),(41 33036.72),(42 33317.332),(43 35365.39),(44 35806.42),(45 37722.145),(46 38262.074),(47 40297.867),(48 40483.14),(49 42277.9),(50 42382.504),(51 43989.91),(52 43740.992),(53 45215.965),(54 45288.637),(55 46684.668),(56 45839.773),(57 46883.297),(58 46296.09),(59 46999.664),(60 45740.746),(61 46426.418),(62 45418.73),(63 46324.21),(64 45387.73),(65 45444.875),(66 44055.703),(67 44413.42),(68 42837.883),(69 42942.707),(70 41258.395),(71 41172.645),(72 39588.863),(73 39730.62),(74 38106.566),(75 38391.9),(76 37040.46),(77 37502.55),(78 36210.996),(79 36779.07),
(1 4730.02),(2 7071.778),(3 9641.69),(4 9306.107),(5 10694.823),(6 10339.119),(7 11918.845),(8 11450.241),(9 12781.609),(10 12219.6875),(11 13395.5),(12 12887.548),(13 13981.488),(14 13212.256),(15 14494.319),(16 13815.379),(17 14873.377),(18 14343.642),(19 15622.299),(20 15128.768),(21 16423.896),(22 15824.203),(23 16971.61),(24 16398.979),(25 17630.674),(26 17050.031),(27 18731.244),(28 18274.443),(29 19664.3),(30 19342.635),(31 21292.45),(32 21410.854),(33 22881.549),(34 22452.61),(35 24392.328),(36 24429.158),(37 25996.697),(38 25461.348),(39 27262.814),(40 27538.3),(41 29168.86),(42 28855.838),(43 30594.512),(44 30940.8),(45 33055.26),(46 33499.207),(47 35314.25),(48 35444.902),(49 37608.01),(50 37491.293),(51 39083.617),(52 38889.563),(53 40452.844),(54 40262.184),(55 42054.97),(56 41596.535),(57 42665.8),(58 42076.6),(59 43271.848),(60 42460.883),(61 43206.395),(62 42540.113),(63 43438.79),(64 42631.707),(65 43154.19),(66 42020.97),(67 42406.59),(68 41120.17),(69 41356.324),(70 39932.17),(71 39935.793),(72 38611.574),(73 38932.3),(74 37853.33),(75 38158.508),(76 36632.8),(77 36963.76),(78 35801.26),(79 36374.504),
(1 4539.6074),(2 6790.8076),(3 9284.003),(4 8958.608),(5 10274.042),(6 9914.63),(7 11391.611),(8 10880.595),(9 12223.318),(10 11652.975),(11 12677.438),(12 12088.469),(13 13225.724),(14 12488.772),(15 13689.252),(16 12965.871),(17 13998.793),(18 13410.543),(19 14650.163),(20 14181.453),(21 15337.758),(22 14835.778),(23 16117.802),(24 15644.739),(25 16934.094),(26 16426.977),(27 17817.16),(28 17580.564),(29 18946.223),(30 18580.635),(31 20136.217),(32 20076.754),(33 21845.494),(34 21620.154),(35 23408.156),(36 23577.535),(37 25157.814),(38 24927.96),(39 26601.775),(40 26741.326),(41 28489.072),(42 28668.332),(43 30624.334),(44 30704.383),(45 32655.633),(46 32944.27),(47 34859.918),(48 35183.13),(49 37029.496),(50 36656.406),(51 38310.27),(52 38500.617),(53 40108.54),(54 39917.875),(55 41383.094),(56 40800.82),(57 41755.703),(58 41235.555),(59 42441.035),(60 41764.523),(61 42694.246),(62 41954.15),(63 42667.266),(64 41414.99),(65 41845.566),(66 40505.34),(67 40847.277),(68 39594.82),(69 39976.13),(70 38705.9),(71 38825.36),(72 37388.508),(73 37741.633),(74 36376.445),(75 36800.53),(76 35317.11),(77 35722.22),(78 34408.438),(79 34914.133),
(1 4673.1743),(2 6666.4316),(3 9134.774),(4 8794.938),(5 9941.181),(6 9461.623),(7 11027.756),(8 10666.33),(9 11804.8),(10 11072.57),(11 12224.396),(12 11618.44),(13 12792.911),(14 12024.058),(15 13471.006),(16 12792.677),(17 13840.331),(18 13465.245),(19 14863.667),(20 14371.909),(21 15465.659),(22 14884.944),(23 16149.83),(24 15610.38),(25 16787.027),(26 16218.663),(27 17826.854),(28 17736.28),(29 19320.11),(30 18959.918),(31 20552.03),(32 20519.447),(33 21909.033),(34 21646.568),(35 23424.861),(36 23451.113),(37 25341.293),(38 25238.383),(39 26859.781),(40 27198.354),(41 28854.3),(42 28716.273),(43 30867.74),(44 31182.164),(45 33466.926),(46 34165.375),(47 36152.31),(48 36548.426),(49 38586.47),(50 38192.52),(51 39557.246),(52 39317.566),(53 40703.504),(54 40499.027),(55 42024.06),(56 41439.96),(57 42542.305),(58 42056.973),(59 43057.33),(60 42164.06),(61 43015.652),(62 42218.797),(63 43024.664),(64 41942.832),(65 42533.965),(66 41108.438),(67 41028.31),(68 39466.688),(69 39812.813),(70 38024.74),(71 38175.51),(72 37179.043),(73 37746.79),(74 36454.27),(75 37082.05),(76 35607.113),(77 36141.824),(78 34900.473),(79 35440.004),
(1 4486.146),(2 6569.041),(3 8895.351),(4 8598.634),(5 9901.226),(6 9682.323),(7 11207.614),(8 10848.288),(9 11867.405),(10 11073.113),(11 12173.483),(12 11710.254),(13 12764.87),(14 11867.102),(15 13147.558),(16 12644.014),(17 13695.133),(18 13458.28),(19 14575.466),(20 14004.628),(21 15254.311),(22 14681.14),(23 16042.712),(24 15411.761),(25 16345.842),(26 15673.393),(27 17097.668),(28 16849.281),(29 18438.31),(30 18108.31),(31 19516.008),(32 19574.791),(33 21157.316),(34 21035.223),(35 22930.598),(36 22864.357),(37 24638.598),(38 24559.469),(39 26347.512),(40 26507.502),(41 28327.02),(42 28376.832),(43 30315.826),(44 30464.383),(45 32494.102),(46 32972.168),(47 35169.004),(48 35358.227),(49 37281.277),(50 37383.19),(51 38994.844),(52 38934.844),(53 40254.91),(54 39876.48),(55 41553.68),(56 41175.574),(57 42288.957),(58 41594.418),(59 42739.31),(60 41920.555),(61 42785.223),(62 41818.902),(63 42576.48),(64 41502.258),(65 42014.65),(66 40550.43),(67 40783.723),(68 39112.58),(69 39393.61),(70 37597.324),(71 37806.465),(72 36420.46),(73 36828.297),(74 35424.56),(75 35940.797),(76 34450.594),(77 34844.063),(78 33521.813),(79 34352.645),
(1 4419.272),(2 6383.8115),(3 8753.821),(4 8539.732),(5 9891.341),(6 9543.426),(7 10919.548),(8 10481.369),(9 11645.973),(10 11089.008),(11 12133.226),(12 11699.145),(13 12819.387),(14 12046.808),(15 13332.712),(16 12673.458),(17 13718.079),(18 13206.958),(19 14293.129),(20 13715.826),(21 14985.691),(22 14589.402),(23 15790.128),(24 15110.359),(25 16013.898),(26 15174.049),(27 16401.58),(28 15876.64),(29 17276.715),(30 17089.428),(31 18753.14),(32 18712.72),(33 19994.072),(34 19526.07),(35 21234.113),(36 21134.945),(37 22871.611),(38 22521.535),(39 24092.506),(40 24172.576),(41 26091.977),(42 26172.564),(43 28213.266),(44 28296),(45 30324.783),(46 30389.367),(47 32418.447),(48 32203.617),(49 33833.75),(50 33839.035),(51 35596.703),(52 35092.57),(53 36403.945),(54 36142.74),(55 37565.418),(56 37002.156),(57 38055.266),(58 37202.96),(59 38423.95),(60 37575.426),(61 38506.082),(62 37643.688),(63 38479.75),(64 37433.277),(65 38083.688),(66 36807.824),(67 37384.227),(68 35904.883),(69 36387.293),(70 35040.99),(71 35474.684),(72 34326.04),(73 34762.063),(74 33582.688),(75 34241.715),(76 32889.4),(77 33425.29),(78 32221.236),(79 32935.94),
(1 4229.7783),(2 6026.834),(3 8501.124),(4 8172.866),(5 9538.805),(6 9151.079),(7 10672.586),(8 10277.282),(9 11499.532),(10 10810.727),(11 11944.021),(12 11486.956),(13 12565.149),(14 11806.981),(15 12981.732),(16 12193.434),(17 13414.432),(18 13005.383),(19 14211.267),(20 13554.954),(21 14632.091),(22 14077.895),(23 15409.875),(24 14843.502),(25 15880.589),(26 15004.218),(27 16427.62),(28 16194.583),(29 17647.592),(30 17135.566),(31 18814.852),(32 18786.754),(33 20264.498),(34 20006.12),(35 21710.602),(36 21609.637),(37 23263.719),(38 22924.895),(39 24828.094),(40 25121.219),(41 26891.96),(42 27122.898),(43 28880.463),(44 28807.98),(45 30758.133),(46 30925.525),(47 33139.152),(48 33296.08),(49 34873.19),(50 34671.51),(51 36069.113),(52 35705.316),(53 37189.25),(54 36842.24),(55 38074.594),(56 37499.19),(57 38522.215),(58 37696.008),(59 38661.086),(60 37681.76),(61 38501.56),(62 37501.504),(63 38049.13),(64 36854.69),(65 37461.047),(66 36147.652),(67 36536.59),(68 34824.81),(69 35017.934),(70 33621.44),(71 33975.465),(72 32746.646),(73 33202.563),(74 31905.676),(75 32460.154),(76 31303.78),(77 31706.139),(78 30666.156),(79 31652.357),
(1 4130.9985),(2 6119.6006),(3 8465.651),(4 8330.475),(5 9514.059),(6 8995.991),(7 10290.118),(8 9851.782),(9 10942.6),(10 10233.299),(11 11393.634),(12 10844.188),(13 11976.4795),(14 11306.576),(15 12522.056),(16 11829.516),(17 12955.21),(18 12491.996),(19 13580.001),(20 12915.827),(21 14196.876),(22 13595.366),(23 14820.678),(24 14254.698),(25 15365.418),(26 14705.527),(27 16020.569),(28 15629.921),(29 16841.898),(30 16502.523),(31 18052.162),(32 17879.365),(33 19190.469),(34 18628.123),(35 20011.64),(36 19579.826),(37 21214.287),(38 20923.984),(39 22547.225),(40 22746.045),(41 24670.992),(42 24576.291),(43 26359.389),(44 26364.072),(45 28215.344),(46 28381.62),(47 30207.428),(48 30156.42),(49 31988.498),(50 31656.316),(51 33094.133),(52 33044.883),(53 34381.977),(54 33983.81),(55 35084.402),(56 34224.926),(57 35405.145),(58 34556.832),(59 35553.547),(60 34758.207),(61 35543.297),(62 34624.695),(63 35311.523),(64 34298.594),(65 34927.21),(66 33738.402),(67 34066.855),(68 32829.383),(69 33279.934),(70 31910.049),(71 32487.285),(72 31570.729),(73 32005.46),(74 30906.082),(75 31646.346),(76 30748.855),(77 31374.662),(78 30429.668),(79 31342.133),
(1 4111.2856),(2 5946.0425),(3 8191.7607),(4 7839.6016),(5 9155.45),(6 8881.882),(7 10203.9375),(8 9818.945),(9 10981.997),(10 10146.19),(11 11380.228),(12 10898.2705),(13 12051.313),(14 11149.827),(15 12296.23),(16 11753.99),(17 12885.579),(18 12185.874),(19 13187.311),(20 12608.398),(21 13838.779),(22 13339.863),(23 14552.948),(24 14012.229),(25 15160.62),(26 14432.869),(27 15785.468),(28 15498.435),(29 16684.908),(30 16206.28),(31 17645.848),(32 17408.059),(33 18905.03),(34 18687.148),(35 20176.76),(36 19823.074),(37 21191.635),(38 20965.006),(39 22402.32),(40 22450.443),(41 24269.842),(42 24276.451),(43 25952.047),(44 25843.723),(45 27714.6),(46 27911.303),(47 29489.363),(48 29182.451),(49 30761.945),(50 30780.586),(51 32452.703),(52 32180.568),(53 33520.29),(54 33008.242),(55 34180.113),(56 33663.504),(57 34691.625),(58 34082.617),(59 35099.555),(60 34346.766),(61 35108.426),(62 34301.188),(63 34886.59),(64 33884.82),(65 34363.387),(66 33133.95),(67 33497.03),(68 32047.824),(69 32344.11),(70 31091.791),(71 31584.537),(72 30517.809),(73 31023.865),(74 29796.664),(75 30538.428),(76 29563.516),(77 30280.732),(78 29228.908),(79 29880.807),
(1 3945.998),(2 5674.899),(3 7973.1616),(4 7707.9917),(5 8951.503),(6 8528.672),(7 9632.036),(8 9212.443),(9 10194.734),(10 9405.884),(11 10492.104),(12 10148.321),(13 11141.817),(14 10497.373),(15 11745.805),(16 11226.813),(17 12250.851),(18 11713.697),(19 12754.921),(20 12338.228),(21 13721.517),(22 13181.452),(23 14349.784),(24 13681.243),(25 15029.351),(26 14472.911),(27 15864.122),(28 15408.454),(29 16555.787),(30 16115.069),(31 17562.621),(32 17276.125),(33 18641.69),(34 18341.326),(35 19800.354),(36 19581.27),(37 21037.121),(38 20830.885),(39 22527.14),(40 22619.62),(41 24218.023),(42 24253.125),(43 26005.49),(44 25980.404),(45 27600.643),(46 27382.988),(47 28832.797),(48 28424.543),(49 30090.002),(50 30018.17),(51 31345.367),(52 30978.553),(53 32346.775),(54 32043.576),(55 33231.02),(56 32575.363),(57 33731.773),(58 33249.516),(59 34295.027),(60 33385.074),(61 34177.703),(62 33177.81),(63 33733.047),(64 32779.97),(65 33343.02),(66 32228.818),(67 32703.158),(68 31599.406),(69 32251.047),(70 31083.059),(71 31630.799),(72 30377.133),(73 30882.38),(74 29633.26),(75 30329.379),(76 29406.486),(77 30182.629),(78 29143.844),(79 29874.652),
