1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49284.375),(2 96458.09),(3 132861.31),(4 227479.48),(5 309642.72),(6 377947.75),(7 518514.66),(8 634658.44),(9 740504.3),(10 916718.75),(11 1077618.6),(12 1240973.4),(13 1476701.6),(14 1686267),(15 1898103.4),(16 2183160.8),(17 2438757),(18 2681936.3),(19 3010952),(20 3309466.8),(21 3612522),(22 4013639.3),(23 4394207.5),(24 4772670.5),(25 5224009),(26 5650327.5),(27 6083523.5),(28 6580456),(29 7037840),(30 7476033.5),(31 7971717.5),(32 8436084),(33 8886724),(34 9418528),(35 9931347),(36 10414029),(37 10998777),(38 11540769),(39 12068421),(40 12650871),(41 13201667),(42 13691785),(43 14218903),(44 14689253),(45 15110588),(46 15751609),(47 16438333),(48 16916222),(49 17529914),(50 18037394),(51 18437626),(52 18942094),(53 19417150),(54 19759846),(55 20191452),(56 20575248),(57 20833854),(58 21150550),(59 21478314),(60 21682490),(61 22000558),(62 22289290),(63 22411046),(64 22662104),(65 22884266),(66 22993544),(67 23191722),(68 23357574),(69 23438896),(70 23538610),(71 23694266),(72 23763792),(73 23940630),(74 24166198),(75 24318738),(76 24584320),(77 24890186),(78 25021002),(79 25287542),
(1 130.55026),(2 160.57607),(3 182.35115),(4 194.26738),(5 203.17722),(6 212.3661),(7 222.07487),(8 227.25424),(9 233.1638),(10 234.97232),(11 237.15584),(12 239.08495),(13 242.4501),(14 246.91821),(15 251.87508),(16 255.29),(17 259.49445),(18 260.91965),(19 263.86887),(20 265.26117),(21 266.30566),(22 269.71527),(23 269.5451),(24 269.81458),(25 269.70483),(26 274.45074),(27 274.85446),(28 280.1364),(29 282.8234),(30 281.04837),(31 279.68088),(32 280.4746),(33 282.44153),(34 283.52487),(35 281.98782),(36 277.47043),(37 278.52127),(38 276.30917),(39 276.51443),(40 280.1605),(41 279.25076),(42 280.02832),(43 280.22928),(44 280.49084),(45 279.0773),(46 280.47043),(47 280.4951),(48 279.89902),(49 281.41235),(50 280.36356),(51 279.7106),(52 281.27792),(53 280.36362),(54 279.54065),(55 276.72433),(56 278.39636),(57 279.18704),(58 278.42404),(59 278.56894),(60 282.43927),(61 280.9606),(62 281.8392),(63 278.03775),(64 275.6916),(65 271.17535),(66 273.57782),(67 272.29504),(68 271.355),(69 273.57147),(70 271.68167),(71 273.88205),(72 272.00677),(73 272.50922),(74 273.37363),(75 278.15384),(76 274.58392),(77 274.49088),(78 278.90036),(79 275.64545),
(1 129.18059),(2 160.30986),(3 180.71994),(4 191.72107),(5 199.62782),(6 204.7672),(7 213.21246),(8 220.16565),(9 226.35606),(10 228.56396),(11 230.91818),(12 234.57379),(13 241.70782),(14 243.28333),(15 247.46655),(16 248.32063),(17 251.1924),(18 258.31485),(19 254.63431),(20 257.17267),(21 259.02054),(22 260.26364),(23 258.448),(24 259.1541),(25 259.17932),(26 261.81796),(27 263.2212),(28 262.88855),(29 265.7526),(30 265.94516),(31 266.0646),(32 262.28836),(33 266.12723),(34 264.03693),(35 263.37473),(36 263.9266),(37 262.7854),(38 262.08194),(39 258.26077),(40 264.06778),(41 263.7106),(42 264.8361),(43 265.66522),(44 264.9887),(45 266.6116),(46 267.08688),(47 268.7494),(48 267.34485),(49 270.00546),(50 272.20465),(51 273.02),(52 270.5033),(53 272.53296),(54 270.42712),(55 269.50375),(56 273.5309),(57 272.77588),(58 272.31577),(59 273.83594),(60 273.0298),(61 270.08084),(62 271.9297),(63 271.45285),(64 271.20126),(65 270.90134),(66 270.8035),(67 268.572),(68 271.9276),(69 272.64832),(70 270.67935),(71 271.8053),(72 270.94846),(73 269.63422),(74 269.63275),(75 271.341),(76 271.5233),(77 271.79486),(78 271.9263),(79 270.32242),
(1 126.15466),(2 155.77554),(3 175.66861),(4 188.95271),(5 196.7634),(6 202.10875),(7 208.84186),(8 219.07512),(9 223.18518),(10 224.9005),(11 229.82169),(12 232.69061),(13 235.47728),(14 241.11359),(15 246.2892),(16 249.83173),(17 253.08452),(18 254.33861),(19 252.6578),(20 254.35616),(21 254.22722),(22 256.32388),(23 257.981),(24 258.31287),(25 257.00415),(26 259.8325),(27 259.23712),(28 261.38138),(29 265.26538),(30 259.77588),(31 259.86758),(32 257.8214),(33 257.39822),(34 258.46106),(35 257.9228),(36 257.11722),(37 256.80054),(38 254.45282),(39 254.55707),(40 255.03197),(41 255.87874),(42 257.1844),(43 259.13242),(44 258.7196),(45 258.5581),(46 259.0753),(47 260.03302),(48 259.5948),(49 261.38068),(50 262.91144),(51 264.4306),(52 264.13745),(53 267.35727),(54 268.26004),(55 267.41107),(56 269.9292),(57 267.7995),(58 269.06985),(59 268.90695),(60 266.1791),(61 264.44205),(62 264.33673),(63 266.64737),(64 264.70926),(65 266.9684),(66 264.0464),(67 262.2357),(68 259.1826),(69 260.37143),(70 264.60516),(71 267.85397),(72 266.17175),(73 268.5864),(74 269.69574),(75 270.17236),(76 272.84186),(77 272.34518),(78 272.33997),(79 271.3192),
(1 125.458694),(2 156.7838),(3 178.67366),(4 191.59975),(5 199.82942),(6 204.88841),(7 210.46165),(8 219.08102),(9 224.78758),(10 227.94424),(11 229.40984),(12 228.98589),(13 236.9442),(14 239.34726),(15 244.10898),(16 245.8413),(17 246.65501),(18 247.65685),(19 250.84491),(20 253.05925),(21 251.76387),(22 250.40662),(23 253.52074),(24 254.24496),(25 254.75186),(26 259.72552),(27 258.4594),(28 258.16992),(29 260.4157),(30 261.66562),(31 261.37805),(32 259.67465),(33 261.78903),(34 261.6562),(35 260.13773),(36 258.04724),(37 261.70526),(38 259.72324),(39 259.81998),(40 257.431),(41 258.6778),(42 256.38394),(43 258.71548),(44 257.21005),(45 257.60956),(46 255.92213),(47 254.33052),(48 258.40314),(49 260.74078),(50 263.3286),(51 263.64294),(52 263.16452),(53 264.99933),(54 264.855),(55 260.9027),(56 261.6328),(57 261.64832),(58 261.48138),(59 263.2622),(60 262.3047),(61 263.21857),(62 259.62585),(63 258.2081),(64 253.79408),(65 257.3719),(66 255.8892),(67 256.04642),(68 255.67422),(69 256.84555),(70 255.98938),(71 257.12897),(72 257.64008),(73 257.3634),(74 257.51758),(75 258.6125),(76 260.79684),(77 262.4148),(78 267.04364),(79 264.3874),
(1 123.045296),(2 151.6878),(3 171.5146),(4 182.29126),(5 189.18156),(6 196.06851),(7 202.9639),(8 209.61426),(9 215.25752),(10 217.40259),(11 219.1099),(12 223.20265),(13 230.33685),(14 231.85886),(15 235.77884),(16 237.70114),(17 242.7776),(18 246.26506),(19 245.60889),(20 247.19562),(21 247.82326),(22 248.78125),(23 250.00063),(24 251.76945),(25 253.07834),(26 253.62663),(27 252.87343),(28 255.99193),(29 258.01526),(30 256.6705),(31 255.47092),(32 255.66742),(33 255.33405),(34 256.73474),(35 254.81723),(36 251.12953),(37 253.04633),(38 250.25932),(39 250.45532),(40 250.86278),(41 248.98386),(42 248.82968),(43 248.02673),(44 249.67155),(45 252.03989),(46 249.9906),(47 250.01695),(48 251.03282),(49 252.59312),(50 253.69804),(51 258.21255),(52 259.07333),(53 258.70413),(54 256.84375),(55 256.5284),(56 255.96962),(57 253.5622),(58 255.96475),(59 255.17957),(60 255.77426),(61 253.56946),(62 253.25356),(63 254.55435),(64 254.83752),(65 256.7969),(66 252.22633),(67 253.50606),(68 251.56853),(69 253.8513),(70 253.2681),(71 254.56035),(72 256.44986),(73 253.33226),(74 252.66264),(75 255.77684),(76 257.4688),(77 256.42593),(78 258.7138),(79 258.39868),
(1 125.84858),(2 154.1324),(3 177.7781),(4 190.60042),(5 199.1506),(6 206.48206),(7 211.30064),(8 216.1306),(9 219.86159),(10 225.52345),(11 227.55247),(12 230.64725),(13 234.57219),(14 235.54503),(15 237.1399),(16 236.8345),(17 239.27954),(18 238.55553),(19 240.05945),(20 241.86946),(21 243.32347),(22 244.1485),(23 244.48914),(24 244.61649),(25 245.5352),(26 250.2714),(27 249.72244),(28 250.5303),(29 254.33603),(30 255.77257),(31 254.30186),(32 252.86537),(33 250.98726),(34 248.81166),(35 247.18622),(36 246.66484),(37 245.97542),(38 245.27327),(39 248.33003),(40 248.67989),(41 249.01599),(42 245.92436),(43 249.69638),(44 248.27551),(45 248.54845),(46 252.1201),(47 254.3523),(48 256.1802),(49 256.79324),(50 257.4079),(51 262.20828),(52 262.2542),(53 260.89142),(54 261.65512),(55 261.10596),(56 263.74542),(57 261.8595),(58 262.9691),(59 263.13928),(60 264.0306),(61 259.85712),(62 255.87573),(63 257.59387),(64 256.8493),(65 257.22095),(66 253.9049),(67 257.11218),(68 255.78403),(69 254.96358),(70 252.7169),(71 254.6244),(72 254.11461),(73 253.52058),(74 253.9497),(75 257.99188),(76 258.31522),(77 256.26782),(78 258.5698),(79 258.78687),
(1 122.003296),(2 150.00378),(3 170.78574),(4 179.53781),(5 190.9446),(6 195.02603),(7 204.59424),(8 207.66153),(9 212.36166),(10 215.81837),(11 218.94037),(12 218.9273),(13 224.31192),(14 226.2957),(15 233.82875),(16 235.15933),(17 241.42104),(18 238.78706),(19 239.36693),(20 241.23259),(21 242.04613),(22 241.35686),(23 241.45927),(24 243.65904),(25 241.26266),(26 241.99745),(27 242.18094),(28 242.70753),(29 243.82106),(30 246.20802),(31 245.23329),(32 247.38838),(33 248.08441),(34 248.69502),(35 247.3378),(36 246.07158),(37 244.84406),(38 241.77026),(39 247.14482),(40 245.83014),(41 245.23529),(42 245.4208),(43 245.47046),(44 241.66032),(45 242.14069),(46 241.93364),(47 242.29855),(48 244.20883),(49 244.61435),(50 244.54277),(51 247.89885),(52 248.32007),(53 247.34352),(54 247.07039),(55 245.14993),(56 246.96223),(57 244.50061),(58 243.32625),(59 247.76126),(60 246.33652),(61 246.25221),(62 244.76149),(63 245.68108),(64 245.85101),(65 247.93848),(66 243.17249),(67 242.62872),(68 243.22235),(69 242.37187),(70 240.30981),(71 239.65323),(72 242.16464),(73 241.0388),(74 241.21875),(75 244.9585),(76 244.59425),(77 246.06401),(78 245.37704),(79 246.9552),
(1 119.442764),(2 147.92566),(3 168.93182),(4 178.0425),(5 186.78627),(6 190.64746),(7 200.35019),(8 207.85),(9 211.32248),(10 213.01233),(11 214.88232),(12 217.539),(13 222.08368),(14 223.7454),(15 227.00253),(16 229.32529),(17 231.56131),(18 231.45576),(19 232.13695),(20 233.41861),(21 235.06787),(22 236.96289),(23 236.47746),(24 236.61499),(25 236.85794),(26 240.09431),(27 241.90063),(28 242.094),(29 241.57043),(30 241.21158),(31 240.30917),(32 242.15569),(33 244.08894),(34 242.87845),(35 242.28365),(36 240.57156),(37 242.70158),(38 238.69737),(39 237.12999),(40 237.07854),(41 237.00229),(42 239.60838),(43 241.48944),(44 240.89465),(45 240.17601),(46 243.03996),(47 242.84885),(48 246.01114),(49 246.32121),(50 248.3967),(51 248.56088),(52 248.87926),(53 248.1097),(54 252.09653),(55 251.88908),(56 253.83751),(57 252.37074),(58 252.9164),(59 254.82083),(60 252.98164),(61 253.00923),(62 254.40633),(63 251.68918),(64 252.85889),(65 251.82527),(66 249.55298),(67 248.73575),(68 246.95493),(69 246.65271),(70 247.4172),(71 245.06584),(72 245.48537),(73 243.55042),(74 244.09831),(75 248.48676),(76 246.93893),(77 247.6892),(78 246.0446),(79 248.42497),
(1 119.73705),(2 147.00697),(3 167.59247),(4 178.97478),(5 188.1939),(6 195.96356),(7 203.30658),(8 209.08186),(9 213.033),(10 215.93515),(11 218.32959),(12 222.45197),(13 227.17766),(14 229.8114),(15 232.80879),(16 234.94043),(17 236.73647),(18 241.03287),(19 240.17612),(20 241.87796),(21 240.75932),(22 240.6971),(23 244.1029),(24 244.65575),(25 245.3907),(26 245.29718),(27 246.4226),(28 247.1274),(29 248.36255),(30 248.057),(31 247.84274),(32 247.2863),(33 249.04832),(34 246.49677),(35 244.54202),(36 241.57318),(37 242.53055),(38 243.52583),(39 241.41669),(40 241.5695),(41 239.67918),(42 238.86002),(43 243.82765),(44 242.1978),(45 239.95876),(46 240.2767),(47 242.88931),(48 242.6742),(49 245.96744),(50 245.48625),(51 245.95483),(52 245.38988),(53 244.96231),(54 247.00977),(55 245.89023),(56 247.06091),(57 248.46844),(58 248.6411),(59 247.72115),(60 246.68306),(61 246.63393),(62 245.70042),(63 244.82722),(64 242.25963),(65 244.78401),(66 247.53264),(67 248.02246),(68 246.26973),(69 249.73933),(70 250.44487),(71 251.10359),(72 250.63248),(73 248.53493),(74 248.8021),(75 247.81415),(76 248.14537),(77 249.42645),(78 250.33293),(79 249.28789),
(1 115.60778),(2 142.4855),(3 160.71893),(4 170.4089),(5 178.65115),(6 184.50647),(7 190.01305),(8 195.51279),(9 202.9557),(10 203.99469),(11 206.25006),(12 205.97679),(13 211.46182),(14 213.93921),(15 217.50272),(16 219.76016),(17 221.22267),(18 225.7858),(19 224.11028),(20 226.76262),(21 227.3916),(22 227.5387),(23 229.55405),(24 230.08435),(25 231.58281),(26 233.59546),(27 233.87273),(28 234.9116),(29 236.06984),(30 235.91264),(31 234.44044),(32 232.78079),(33 236.3872),(34 236.45432),(35 234.526),(36 236.14455),(37 236.67642),(38 233.46582),(39 234.44421),(40 234.88046),(41 234.55656),(42 235.5129),(43 234.34514),(44 232.84021),(45 231.84207),(46 234.0085),(47 230.83205),(48 234.99654),(49 234.21616),(50 233.7233),(51 232.53258),(52 230.58432),(53 233.12129),(54 233.70921),(55 232.85805),(56 231.83281),(57 229.06494),(58 229.82054),(59 233.3743),(60 230.89157),(61 231.62898),(62 234.35895),(63 231.1094),(64 230.8039),(65 235.03044),(66 234.1243),(67 233.43866),(68 233.02608),(69 234.89198),(70 237.45987),(71 235.70264),(72 236.00842),(73 235.8353),(74 237.8271),(75 237.76598),(76 241.33397),(77 240.77545),(78 241.94847),(79 242.48616),
(1 116.67657),(2 144.62723),(3 166.25545),(4 174.8703),(5 186.70425),(6 192.28064),(7 200.3687),(8 207.7434),(9 214.08551),(10 214.3529),(11 217.703),(12 215.05414),(13 220.85034),(14 224.52315),(15 226.51312),(16 228.26155),(17 229.87416),(18 231.84239),(19 230.70853),(20 232.32559),(21 230.30438),(22 232.46642),(23 232.57104),(24 233.77997),(25 236.76704),(26 236.57927),(27 235.48376),(28 235.09647),(29 237.7638),(30 237.9071),(31 237.12689),(32 235.22397),(33 237.26895),(34 234.67546),(35 236.37029),(36 233.51765),(37 235.88846),(38 235.98108),(39 236.16261),(40 239.08894),(41 236.42137),(42 237.96208),(43 237.62985),(44 238.23407),(45 239.77383),(46 240.45349),(47 238.47658),(48 243.31985),(49 246.43974),(50 248.16083),(51 247.51094),(52 248.55647),(53 250.89957),(54 251.61789),(55 251.25793),(56 254.88171),(57 254.19089),(58 253.73793),(59 254.89026),(60 254.43053),(61 252.50316),(62 251.21814),(63 250.81236),(64 248.20499),(65 249.522),(66 248.633),(67 246.37811),(68 249.02687),(69 248.72153),(70 249.22383),(71 248.23444),(72 247.96841),(73 247.13344),(74 244.97586),(75 247.77325),(76 248.60744),(77 247.92593),(78 249.0098),(79 246.5322),
(1 111.88667),(2 137.56444),(3 154.89764),(4 164.66727),(5 174.08476),(6 179.08319),(7 186.37852),(8 193.14565),(9 197.56537),(10 199.08609),(11 202.02821),(12 200.84566),(13 208.12321),(14 209.73761),(15 214.45647),(16 215.7086),(17 218.01016),(18 221.46367),(19 225.22128),(20 227.55391),(21 226.64743),(22 226.5214),(23 225.30981),(24 225.2232),(25 227.05618),(26 225.99004),(27 225.82188),(28 223.48517),(29 226.6014),(30 227.89154),(31 227.30576),(32 227.68724),(33 230.23285),(34 229.1373),(35 228.47281),(36 228.61086),(37 230.11137),(38 228.1019),(39 228.11778),(40 227.77454),(41 227.43015),(42 228.23064),(43 228.93558),(44 227.22035),(45 228.24075),(46 229.25037),(47 229.71045),(48 231.5542),(49 231.35977),(50 230.99985),(51 230.96426),(52 231.11685),(53 228.62982),(54 230.84734),(55 230.17448),(56 231.06985),(57 230.7069),(58 233.60382),(59 232.83414),(60 233.06381),(61 233.5313),(62 235.07152),(63 235.04964),(64 234.01244),(65 232.24594),(66 234.28748),(67 235.26027),(68 235.67796),(69 236.32768),(70 236.11742),(71 235.81029),(72 236.02853),(73 236.17224),(74 235.16281),(75 235.43271),(76 233.51558),(77 236.07692),(78 238.3126),(79 238.31284),
(1 111.30586),(2 137.6636),(3 157.15811),(4 163.36728),(5 172.00522),(6 176.75609),(7 184.28062),(8 190.86382),(9 195.32544),(10 197.665),(11 200.28522),(12 199.91121),(13 203.00662),(14 203.46754),(15 207.58981),(16 208.15909),(17 210.27283),(18 214.1623),(19 216.47246),(20 219.68831),(21 219.23149),(22 221.00243),(23 220.13873),(24 220.46881),(25 222.98126),(26 223.50902),(27 223.13287),(28 224.5727),(29 225.89615),(30 224.0094),(31 226.45988),(32 223.40598),(33 226.49297),(34 225.05441),(35 228.84326),(36 228.08301),(37 227.7835),(38 225.28862),(39 223.41843),(40 224.93016),(41 223.59305),(42 224.0369),(43 225.06158),(44 225.53096),(45 224.32117),(46 224.88463),(47 224.05035),(48 227.38489),(49 229.69296),(50 228.50372),(51 231.80089),(52 228.94461),(53 229.43066),(54 232.18842),(55 231.90814),(56 232.52988),(57 231.36641),(58 233.894),(59 232.66547),(60 234.38138),(61 234.502),(62 233.8144),(63 233.88947),(64 232.23836),(65 231.5951),(66 232.10342),(67 232.17297),(68 232.78326),(69 232.78677),(70 233.79704),(71 231.58688),(72 232.20035),(73 231.8119),(74 231.68626),(75 234.83093),(76 233.82715),(77 234.14044),(78 237.39278),(79 237.3346),
(1 113.30402),(2 137.53496),(3 158.62494),(4 167.93047),(5 176.04074),(6 182.60757),(7 191.40955),(8 197.9648),(9 202.0042),(10 204.65878),(11 207.74582),(12 209.68925),(13 211.06917),(14 212.14185),(15 212.03181),(16 214.7147),(17 219.08293),(18 221.08337),(19 223.85078),(20 223.49504),(21 223.72607),(22 223.53462),(23 224.33972),(24 223.27269),(25 222.92201),(26 224.22826),(27 223.07686),(28 223.7715),(29 225.28032),(30 224.53986),(31 225.09906),(32 226.0101),(33 227.38472),(34 227.5749),(35 228.23419),(36 226.65446),(37 227.04837),(38 225.3235),(39 225.39928),(40 226.02702),(41 223.68259),(42 226.86375),(43 225.2873),(44 228.2119),(45 228.56572),(46 231.982),(47 230.48857),(48 231.10475),(49 230.14548),(50 231.65463),(51 230.79912),(52 229.9433),(53 229.37846),(54 230.28821),(55 230.31737),(56 228.31209),(57 228.50864),(58 229.82997),(59 230.46799),(60 229.36714),(61 230.9193),(62 231.92677),(63 233.10127),(64 233.67688),(65 234.39214),(66 235.8887),(67 236.808),(68 236.40016),(69 237.17079),(70 240.83826),(71 240.75417),(72 241.09938),(73 241.63623),(74 245.21533),(75 247.6078),(76 244.29803),(77 241.69719),(78 241.43243),(79 240.04129),
(1 107.812126),(2 134.29138),(3 150.80182),(4 160.0937),(5 168.24133),(6 174.13837),(7 180.1678),(8 184.78241),(9 190.03139),(10 194.42949),(11 197.50671),(12 196.31435),(13 198.79915),(14 202.89284),(15 205.45036),(16 205.91663),(17 208.23962),(18 208.66087),(19 211.94225),(20 214.71732),(21 215.03287),(22 213.82439),(23 214.59343),(24 214.7713),(25 216.94717),(26 214.29265),(27 216.25545),(28 216.49515),(29 217.69691),(30 218.70807),(31 221.13718),(32 220.51976),(33 221.36122),(34 219.90146),(35 221.92812),(36 220.73407),(37 221.39874),(38 220.38121),(39 220.99149),(40 219.40698),(41 217.2712),(42 218.37576),(43 219.88315),(44 218.71628),(45 218.74368),(46 219.69075),(47 221.0054),(48 222.06154),(49 222.56189),(50 222.47957),(51 224.30324),(52 223.11469),(53 224.40018),(54 225.75555),(55 224.2228),(56 223.48343),(57 223.04486),(58 224.16362),(59 225.84943),(60 224.23146),(61 225.9468),(62 223.80162),(63 224.30965),(64 224.99104),(65 224.91957),(66 225.29301),(67 227.08394),(68 226.79115),(69 229.41873),(70 231.58939),(71 231.66495),(72 229.60054),(73 229.1442),(74 229.38585),(75 230.07712),(76 229.00027),(77 229.54771),(78 232.8679),(79 232.35474),
(1 108.61939),(2 133.08134),(3 151.94414),(4 162.97478),(5 169.36545),(6 174.4534),(7 180.83571),(8 186.59721),(9 189.82309),(10 194.2703),(11 198.43294),(12 199.9884),(13 201.35994),(14 206.04973),(15 205.67873),(16 206.49104),(17 207.6801),(18 210.4948),(19 213.23853),(20 213.4887),(21 213.53635),(22 215.5696),(23 215.1531),(24 214.7246),(25 215.72768),(26 218.36075),(27 217.73749),(28 219.36111),(29 219.57957),(30 220.36255),(31 220.96796),(32 219.71254),(33 222.03474),(34 223.5315),(35 223.17175),(36 220.71083),(37 220.9224),(38 222.05751),(39 223.5218),(40 223.94481),(41 223.96721),(42 223.77377),(43 223.57974),(44 222.48058),(45 221.45262),(46 224.12814),(47 222.83705),(48 223.16956),(49 225.3816),(50 224.54924),(51 225.71413),(52 225.21959),(53 223.58968),(54 223.32233),(55 224.1504),(56 222.13141),(57 223.05199),(58 222.03165),(59 224.88916),(60 225.61507),(61 226.40349),(62 227.98343),(63 227.55649),(64 227.31502),(65 227.2553),(66 228.4862),(67 227.1747),(68 230.70242),(69 231.65625),(70 232.86783),(71 230.31024),(72 230.08049),(73 228.0081),(74 228.07764),(75 229.65172),(76 230.34381),(77 228.52821),(78 232.1689),(79 232.68948),
(1 106.56321),(2 128.6348),(3 148.3024),(4 154.38861),(5 162.03296),(6 169.1342),(7 175.03911),(8 180.08284),(9 182.55934),(10 187.94019),(11 191.33295),(12 191.01572),(13 193.9844),(14 195.30327),(15 199.23889),(16 200.61716),(17 202.16623),(18 204.44363),(19 208.29478),(20 209.51825),(21 210.68501),(22 210.34302),(23 210.4547),(24 211.30891),(25 211.797),(26 211.94916),(27 213.10686),(28 214.504),(29 214.73502),(30 214.6589),(31 215.86105),(32 213.72177),(33 215.33958),(34 213.53084),(35 212.68929),(36 209.67677),(37 211.48134),(38 210.61116),(39 211.08005),(40 210.29805),(41 211.2574),(42 209.76376),(43 211.38045),(44 211.042),(45 212.25209),(46 210.50899),(47 211.15364),(48 211.9297),(49 210.19595),(50 211.28247),(51 212.3221),(52 210.7952),(53 210.42087),(54 210.00032),(55 211.58969),(56 212.75586),(57 213.15457),(58 212.75497),(59 213.89069),(60 215.67004),(61 214.15),(62 215.59409),(63 214.97878),(64 215.65031),(65 217.40115),(66 217.6611),(67 217.61176),(68 217.77077),(69 218.75856),(70 217.995),(71 217.69026),(72 215.41928),(73 216.33206),(74 217.24162),(75 218.64711),(76 219.91083),(77 221.01881),(78 224.42792),(79 224.43391),
(1 106.49337),(2 129.5252),(3 148.31331),(4 154.65091),(5 162.4464),(6 168.43488),(7 174.85388),(8 180.60678),(9 181.78133),(10 188.44514),(11 191.25963),(12 189.75932),(13 192.24617),(14 191.86623),(15 195.08505),(16 197.04787),(17 201.22073),(18 199.4283),(19 202.93578),(20 202.99937),(21 203.48914),(22 206.45964),(23 208.94687),(24 209.99411),(25 210.01656),(26 208.92468),(27 208.2671),(28 212.6718),(29 211.65787),(30 212.91737),(31 211.79562),(32 211.67676),(33 212.59691),(34 212.1158),(35 212.79443),(36 210.61009),(37 211.89879),(38 209.71759),(39 211.80797),(40 210.52473),(41 212.8558),(42 211.42734),(43 208.65804),(44 209.08032),(45 210.22885),(46 209.994),(47 209.03604),(48 210.61266),(49 208.53218),(50 208.45747),(51 208.19968),(52 208.68446),(53 209.00749),(54 208.80977),(55 209.07188),(56 206.88313),(57 208.23123),(58 205.99622),(59 207.40901),(60 208.2987),(61 209.88194),(62 211.99004),(63 211.07213),(64 212.69028),(65 213.4594),(66 214.60048),(67 216.3151),(68 216.77579),(69 216.83029),(70 217.78958),(71 219.44846),(72 220.3712),(73 221.86842),(74 220.56207),(75 222.02312),(76 222.89725),(77 224.13838),(78 223.54866),(79 223.49667),
