1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2016.2982),(2 3965.66),(3 5738.9385),(4 7042.182),(5 8045.3154),(6 8797.393),(7 9307.218),(8 9701.005),(9 10001.957),(10 10456.605),(11 10763.146),(12 10895.951),(13 11101.276),(14 11264.554),(15 11511.511),(16 11712.929),(17 11759.135),(18 11782.88),(19 11752.374),(20 11747.115),(21 11799.344),(22 12057.922),(23 12232.975),(24 12338.452),(25 12395.744),(26 12389.358),(27 12463.816),(28 12558.486),(29 12649.584),(30 12737.893),(31 12732.358),(32 12831.675),(33 12810.497),(34 13039.938),(35 13010.662),(36 12931.553),(37 12927.271),(38 13005.107),(39 13149.614),(40 13262.407),(41 13334.047),(42 13363.771),(43 13220.824),(44 13224.3545),(45 13179.295),(46 13417.425),(47 13459.034),(48 13424.766),(49 13309.358),(50 13263.085),(51 13225.132),(52 13212.402),(53 13208.495),(54 13204.681),(55 13157.1875),(56 13144.635),(57 13089.421),(58 13235.762),(59 13235.702),(60 13126.933),(61 13068.453),(62 13180.095),(63 13408.062),(64 13431.576),(65 13518.253),(66 13673.347),(67 13620.971),(68 13674.547),(69 13603.025),(70 13644.616),(71 13637.811),(72 13721.856),(73 13740.908),(74 13746.966),(75 13855.868),(76 13855.502),(77 13809.04),(78 13690.865),(79 13536.398),
(1 1944.3651),(2 3912.817),(3 5611.1245),(4 6828.9985),(5 7767.209),(6 8507.935),(7 8945.099),(8 9202.392),(9 9409.908),(10 9776.155),(11 9970.7),(12 10205.296),(13 10553.148),(14 10806.341),(15 11112.248),(16 11293.697),(17 11435.843),(18 11515.886),(19 11615.369),(20 11584.221),(21 11658.385),(22 11821.682),(23 11934.149),(24 11998.044),(25 12090.888),(26 12205.083),(27 12333.517),(28 12505.935),(29 12615.172),(30 12695.778),(31 12629.297),(32 12629.829),(33 12615.829),(34 12729.461),(35 12775.501),(36 12706.011),(37 12616.524),(38 12688.886),(39 12792.11),(40 12818.303),(41 12843.771),(42 12870.814),(43 12815.726),(44 12792.448),(45 12833.819),(46 12908.537),(47 12885.132),(48 12731.771),(49 12661.302),(50 12564.394),(51 12510.268),(52 12429.253),(53 12427.614),(54 12395.67),(55 12366.941),(56 12313.597),(57 12281.993),(58 12470.957),(59 12476.629),(60 12449.037),(61 12458.056),(62 12518.729),(63 12694.078),(64 12807.973),(65 12936.943),(66 12971.504),(67 12996.804),(68 13028.988),(69 12979.296),(70 13050.135),(71 13028.374),(72 13011.968),(73 13076.388),(74 13184.307),(75 13224.457),(76 13247.074),(77 13276.347),(78 13241.06),(79 13128.172),
(1 1924.5568),(2 3755.299),(3 5338.256),(4 6455.703),(5 7290.9463),(6 7929.194),(7 8277.074),(8 8521.844),(9 8765.229),(10 9204.67),(11 9477.482),(12 9869.733),(13 10179.459),(14 10438.69),(15 10658.9795),(16 10772.331),(17 10821.332),(18 10867.356),(19 10940.0625),(20 10923.959),(21 10962.64),(22 11085.442),(23 11129.378),(24 11149.897),(25 11233.73),(26 11316.19),(27 11438.194),(28 11511.004),(29 11603.274),(30 11605.991),(31 11625.524),(32 11629.02),(33 11651.224),(34 11633.22),(35 11633.127),(36 11652.751),(37 11770.226),(38 11872.279),(39 12041.438),(40 12056.5625),(41 12046.876),(42 12029.042),(43 11892.403),(44 11868.72),(45 11856.933),(46 11988.582),(47 12017.862),(48 12017.071),(49 11968.178),(50 11896.219),(51 11933.079),(52 11967.4795),(53 11983.606),(54 12046.589),(55 12047.407),(56 12032.358),(57 11947.976),(58 12027.558),(59 12027.993),(60 12020.532),(61 12019.046),(62 12079.999),(63 12098.638),(64 12148.916),(65 12231.269),(66 12246.509),(67 12261.45),(68 12262.621),(69 12228.049),(70 12439.696),(71 12481.698),(72 12453.448),(73 12473.9),(74 12580.399),(75 12662.209),(76 12626.943),(77 12585.049),(78 12562.652),(79 12457.919),
(1 1870.2721),(2 3696.2068),(3 5244.098),(4 6361.853),(5 7196.4478),(6 7679.0757),(7 8020.105),(8 8314.033),(9 8496.396),(10 8885.745),(11 9109.835),(12 9322.828),(13 9601.012),(14 9812.948),(15 10027.812),(16 10167.284),(17 10231.797),(18 10325.301),(19 10393.02),(20 10400.596),(21 10482.341),(22 10800.697),(23 10953.584),(24 10943.417),(25 10974.424),(26 11034.072),(27 11048.102),(28 11043.508),(29 11002.098),(30 10989.768),(31 11103.304),(32 11193.163),(33 11245.13),(34 11404.59),(35 11467.587),(36 11492.272),(37 11548.362),(38 11662.139),(39 11711.073),(40 11777.313),(41 11901.511),(42 11958.734),(43 11785.056),(44 11630.614),(45 11564.587),(46 11796.701),(47 11807.648),(48 11851.43),(49 11846.015),(50 11843.317),(51 11932.676),(52 11920.846),(53 11899.767),(54 11880.089),(55 11825.328),(56 11737.773),(57 11736.006),(58 11795.103),(59 11866.88),(60 11882.728),(61 11878.639),(62 11917.707),(63 11917.619),(64 12009.306),(65 12085.237),(66 12121.279),(67 12136.8545),(68 12180.814),(69 12198.516),(70 12328.881),(71 12272.165),(72 12242.418),(73 12222.786),(74 12258.228),(75 12385.077),(76 12403.114),(77 12371.771),(78 12390.587),(79 12280.346),
(1 1784.0543),(2 3541.8916),(3 5036.585),(4 6191.5425),(5 7070.1167),(6 7619.713),(7 7968.9473),(8 8178.3574),(9 8350.056),(10 8663.824),(11 8873.088),(12 9033.799),(13 9298.008),(14 9484.881),(15 9728.255),(16 9882.889),(17 9999.534),(18 10156.278),(19 10216.314),(20 10240.196),(21 10288.337),(22 10492.852),(23 10557.589),(24 10644.808),(25 10735.041),(26 10877.646),(27 10986.533),(28 11149.376),(29 11222.794),(30 11144.579),(31 11092.817),(32 11097.24),(33 11036.514),(34 11160.643),(35 11199.751),(36 11282.333),(37 11315.53),(38 11382.066),(39 11446.478),(40 11455.489),(41 11586.537),(42 11599.318),(43 11471.821),(44 11365.483),(45 11277.471),(46 11294.68),(47 11296.202),(48 11316.627),(49 11292.387),(50 11287.273),(51 11177.787),(52 11088.159),(53 11032.2),(54 11031.889),(55 10990.124),(56 10930.469),(57 10843.262),(58 11033.8),(59 11092.459),(60 11109.11),(61 11154.103),(62 11236.71),(63 11270.344),(64 11314.652),(65 11402.755),(66 11491.778),(67 11488.465),(68 11533.004),(69 11561.2705),(70 11743.349),(71 11819.378),(72 11728.097),(73 11698.532),(74 11673.9),(75 11787.102),(76 11844.65),(77 11881.987),(78 11914.668),(79 11842.369),
(1 1759.7782),(2 3476.6028),(3 4963.7266),(4 6062.208),(5 6837.65),(6 7461.4424),(7 7798.7246),(8 7999.576),(9 8175.4355),(10 8506.147),(11 8713.637),(12 8915.706),(13 9038.307),(14 9135.923),(15 9359.904),(16 9478.374),(17 9584.79),(18 9728.97),(19 9743.752),(20 9733.725),(21 9675.624),(22 9803.585),(23 9814.99),(24 9857.199),(25 9960.271),(26 10100.915),(27 10141.014),(28 10283.817),(29 10368.294),(30 10432.481),(31 10510.251),(32 10505.261),(33 10514.069),(34 10648.695),(35 10608.082),(36 10640.006),(37 10673.345),(38 10786.088),(39 10931.099),(40 11009.073),(41 11101.695),(42 11152.009),(43 11115.608),(44 11079.888),(45 11034.625),(46 11060.72),(47 10983.805),(48 10905.431),(49 10876.408),(50 10898.679),(51 10961.145),(52 10976.696),(53 11034.724),(54 11031.577),(55 10969.85),(56 10951.388),(57 10971.098),(58 11046.94),(59 11019.871),(60 10995.878),(61 10967.198),(62 10980.55),(63 11010.526),(64 10932.319),(65 10906.316),(66 11021.324),(67 11012.509),(68 10994.124),(69 11033.006),(70 11116.143),(71 11049.907),(72 11052.302),(73 11054.9),(74 11062.922),(75 11172.14),(76 11261.581),(77 11362.185),(78 11438.438),(79 11444.14),
(1 1683.5996),(2 3283.6318),(3 4659.229),(4 5670.96),(5 6447.186),(6 7020.888),(7 7338.8228),(8 7576.951),(9 7719.291),(10 8049.947),(11 8183.908),(12 8416.369),(13 8606.037),(14 8769.331),(15 8981.787),(16 9080.29),(17 9198.627),(18 9234.731),(19 9302.638),(20 9310.17),(21 9377.747),(22 9589.4375),(23 9640.893),(24 9680.746),(25 9753.791),(26 9856.134),(27 9879.107),(28 9944.893),(29 9999.653),(30 10055.376),(31 10093.602),(32 10086.594),(33 10057.507),(34 10085.052),(35 10057.506),(36 10138.368),(37 10165.679),(38 10295.288),(39 10351.462),(40 10447.362),(41 10576.122),(42 10637.999),(43 10606.007),(44 10606.588),(45 10614.131),(46 10775.66),(47 10804.737),(48 10768.363),(49 10803.741),(50 10879.676),(51 10959.344),(52 10966.604),(53 11021.788),(54 11033.399),(55 11036.234),(56 10976.433),(57 10959.479),(58 11064.061),(59 11070.818),(60 11083.857),(61 11102.058),(62 11126.202),(63 11137.507),(64 11104.18),(65 11081.151),(66 11102.822),(67 11000.922),(68 10997.287),(69 11036.408),(70 11046.539),(71 11046.694),(72 11078.107),(73 11105.914),(74 11168.397),(75 11262.867),(76 11347.82),(77 11389.84),(78 11377.732),(79 11387.871),
(1 1635.2977),(2 3131.6143),(3 4422.7827),(4 5357.919),(5 6049.5537),(6 6562.459),(7 6984.047),(8 7336.5493),(9 7545.0713),(10 7916.975),(11 8038.293),(12 8243.15),(13 8458.6455),(14 8645.355),(15 8913.134),(16 9012.545),(17 9104.591),(18 9209.729),(19 9283.035),(20 9314.603),(21 9388.667),(22 9496.457),(23 9507.561),(24 9590.585),(25 9731.271),(26 9837.704),(27 9860.291),(28 9934.139),(29 9963.626),(30 10006.709),(31 10043.32),(32 10016.549),(33 10017.594),(34 10133.745),(35 10179.521),(36 10186.604),(37 10173.975),(38 10213.374),(39 10290.4),(40 10288.622),(41 10271.389),(42 10214.007),(43 10110.835),(44 10105.396),(45 10145.207),(46 10266.214),(47 10269.015),(48 10325.968),(49 10359.721),(50 10375.802),(51 10465.178),(52 10464.318),(53 10516.261),(54 10576.985),(55 10602.877),(56 10577.363),(57 10509.369),(58 10479.141),(59 10410.392),(60 10389.742),(61 10462.302),(62 10554.192),(63 10589.342),(64 10693.043),(65 10797.743),(66 10810.892),(67 10749.343),(68 10675.252),(69 10616.269),(70 10615.478),(71 10522.984),(72 10505.798),(73 10552.887),(74 10662.69),(75 10773.2),(76 10741.08),(77 10726.79),(78 10680.784),(79 10635.884),
(1 1631.0568),(2 3097.4805),(3 4374.8115),(4 5306.575),(5 6045.901),(6 6542.457),(7 6902.262),(8 7112.6416),(9 7245.842),(10 7569.1157),(11 7662.8037),(12 7781.4775),(13 7969.228),(14 8108.51),(15 8236.374),(16 8329.595),(17 8429.095),(18 8590.355),(19 8688.702),(20 8735.851),(21 8821.646),(22 8918.579),(23 8954.857),(24 9015.01),(25 9089.386),(26 9125.947),(27 9146.025),(28 9177.321),(29 9230.838),(30 9246.195),(31 9279.149),(32 9273.164),(33 9276.066),(34 9439.281),(35 9465.305),(36 9544.017),(37 9593.29),(38 9672.069),(39 9758.495),(40 9779.42),(41 9836.617),(42 9835.369),(43 9847.823),(44 9826.923),(45 9780.37),(46 9895.504),(47 9921.813),(48 10028.546),(49 10070.459),(50 10068.592),(51 10089.967),(52 10115.052),(53 10152.483),(54 10199.855),(55 10193.315),(56 10079.926),(57 10045.109),(58 10222.696),(59 10192.355),(60 10111.724),(61 10146.078),(62 10067.664),(63 10031.627),(64 10031.227),(65 10064.029),(66 10077.397),(67 10093.428),(68 10099.069),(69 10057.651),(70 10155.807),(71 10115.553),(72 10085.885),(73 10054.139),(74 10023.101),(75 10027.198),(76 9981.578),(77 9996.673),(78 10028.833),(79 9998.808),
(1 1590.0446),(2 3039.5833),(3 4304.137),(4 5225.105),(5 5916.571),(6 6418.899),(7 6709.297),(8 6917.1636),(9 7068.901),(10 7450.3594),(11 7618.738),(12 7762.715),(13 7941.9897),(14 8092.026),(15 8130.7124),(16 8157.6147),(17 8205.087),(18 8238.918),(19 8244.703),(20 8209.617),(21 8294.891),(22 8478.351),(23 8588.801),(24 8632.596),(25 8686.894),(26 8699.19),(27 8783.386),(28 8811.247),(29 8884.288),(30 8949.442),(31 9024.929),(32 9096.855),(33 9131.846),(34 9176.08),(35 9181.588),(36 9181.146),(37 9233.994),(38 9344.053),(39 9390.303),(40 9406.756),(41 9469.289),(42 9464.116),(43 9435.765),(44 9460.916),(45 9442.123),(46 9481.796),(47 9470.527),(48 9491.667),(49 9489.339),(50 9460.267),(51 9463.267),(52 9425.589),(53 9373.485),(54 9387.032),(55 9383.918),(56 9333.887),(57 9322.178),(58 9454.054),(59 9502.129),(60 9479.452),(61 9480.332),(62 9458.761),(63 9484.275),(64 9488.72),(65 9513.248),(66 9473.454),(67 9406.582),(68 9374.588),(69 9314.051),(70 9517.455),(71 9585.33),(72 9593.017),(73 9652.686),(74 9626.1045),(75 9627.536),(76 9585.145),(77 9569.091),(78 9589.284),(79 9612.633),
(1 1538.7626),(2 2913.4177),(3 4076.3503),(4 4933.7856),(5 5623.748),(6 6106.3022),(7 6440.029),(8 6671.655),(9 6924.492),(10 7303.733),(11 7532.332),(12 7773.1772),(13 7961.8003),(14 8149.9834),(15 8270.782),(16 8339.087),(17 8418.272),(18 8487.361),(19 8454.293),(20 8451.34),(21 8468.24),(22 8633.126),(23 8727.461),(24 8799.252),(25 8817.446),(26 8836.838),(27 8895.852),(28 8864.242),(29 8903.691),(30 8929.228),(31 8986.1455),(32 9081.597),(33 9134.472),(34 9210.581),(35 9209.778),(36 9165.365),(37 9218.742),(38 9298.671),(39 9360.918),(40 9508.72),(41 9586.035),(42 9691.19),(43 9696.015),(44 9726.973),(45 9690.661),(46 9624.917),(47 9515.48),(48 9399.911),(49 9326.31),(50 9274.986),(51 9300.795),(52 9287.681),(53 9308.697),(54 9335.34),(55 9359.549),(56 9361.612),(57 9402.353),(58 9535.672),(59 9574.562),(60 9609.231),(61 9631.045),(62 9661.513),(63 9770.893),(64 9871.271),(65 9919.543),(66 9962.555),(67 9960.04),(68 9955.62),(69 9998.712),(70 10059.056),(71 10169.544),(72 10182.958),(73 10178.823),(74 10138.237),(75 10178.062),(76 10144.715),(77 10090.028),(78 10082.504),(79 9955.207),
(1 1466.5109),(2 2760.4607),(3 3831.874),(4 4561.453),(5 5104.6914),(6 5536.1343),(7 5827.9565),(8 6109.718),(9 6352.266),(10 6619.0786),(11 6757.8003),(12 6946.647),(13 7121.534),(14 7278.253),(15 7428.0415),(16 7538.06),(17 7628.9927),(18 7703.909),(19 7681.0127),(20 7686.71),(21 7703.4316),(22 7991.215),(23 8017.1563),(24 8065.166),(25 8101.536),(26 8142.0713),(27 8191.656),(28 8254.099),(29 8325.047),(30 8387.592),(31 8483.148),(32 8555.967),(33 8578.532),(34 8624.425),(35 8592.451),(36 8608.276),(37 8670.758),(38 8731.644),(39 8831.694),(40 8893.518),(41 8941.012),(42 8977.807),(43 8947.7295),(44 8947.339),(45 8850.268),(46 8923.189),(47 8866.69),(48 8836.321),(49 8847.487),(50 8944.839),(51 9004.409),(52 8963.019),(53 9074.64),(54 9083.127),(55 9132.971),(56 9098.703),(57 9032.064),(58 9146.063),(59 9153.144),(60 9124.216),(61 9136.077),(62 9176.815),(63 9253.453),(64 9236.383),(65 9249.366),(66 9290.57),(67 9227.957),(68 9174.577),(69 9097.728),(70 9142.021),(71 9163.308),(72 9178.258),(73 9187.32),(74 9149.551),(75 9221.472),(76 9178.2),(77 9096.112),(78 9019.771),(79 8942.851),
(1 1434.861),(2 2718.877),(3 3805.8335),(4 4573.787),(5 5176.1704),(6 5621.1323),(7 5901.2007),(8 6117.224),(9 6324.3667),(10 6607.787),(11 6763.007),(12 6901.7905),(13 7039.3613),(14 7183.4424),(15 7327.5713),(16 7410.402),(17 7496.037),(18 7566.5684),(19 7594.5117),(20 7688.384),(21 7710.9585),(22 7918.603),(23 7955.3506),(24 8024.905),(25 8037.132),(26 7962.8506),(27 7982.345),(28 8011.8022),(29 8060.179),(30 8072.495),(31 8115.7983),(32 8181.198),(33 8280.2),(34 8395.949),(35 8395.707),(36 8312.784),(37 8380.576),(38 8493.192),(39 8557.759),(40 8633.876),(41 8654.227),(42 8698.22),(43 8684.893),(44 8669.264),(45 8584.925),(46 8721.948),(47 8791.132),(48 8851.348),(49 8866.967),(50 8903.516),(51 8951.736),(52 8989.616),(53 9002.948),(54 9086.132),(55 9052.535),(56 8992.078),(57 8976.883),(58 9012.889),(59 8966.047),(60 8959.279),(61 8965.814),(62 8946.262),(63 8965.066),(64 8931.432),(65 8958.919),(66 8992.42),(67 8975.327),(68 8975.169),(69 8962.532),(70 8970.838),(71 8928.645),(72 8922.446),(73 8843.994),(74 8793.262),(75 8791.823),(76 8765.951),(77 8704.435),(78 8743.89),(79 8736.5),
(1 1391.297),(2 2585.039),(3 3593.074),(4 4348.9434),(5 4910.4253),(6 5322.395),(7 5599.853),(8 5793.0825),(9 5951.3154),(10 6210.309),(11 6336.999),(12 6440.735),(13 6540.919),(14 6619.1475),(15 6736.746),(16 6794.4175),(17 6843.0645),(18 6937.91),(19 7044.035),(20 7152.368),(21 7262.085),(22 7467.295),(23 7479.659),(24 7557.546),(25 7617.7993),(26 7657.586),(27 7681.7705),(28 7678.9575),(29 7725.2817),(30 7783.865),(31 7815.1626),(32 7903.892),(33 7902.1763),(34 7925.0464),(35 7933.887),(36 7923.15),(37 7892.392),(38 7918.823),(39 7975.012),(40 8079.4614),(41 8177.5107),(42 8204.575),(43 8257.222),(44 8295.381),(45 8271.834),(46 8384.967),(47 8368.353),(48 8316.479),(49 8312.839),(50 8369.747),(51 8469.34),(52 8445.568),(53 8424.404),(54 8399.764),(55 8363.464),(56 8379.862),(57 8335.441),(58 8408.955),(59 8344.699),(60 8309.408),(61 8293.265),(62 8277.981),(63 8293.889),(64 8248.4),(65 8281.207),(66 8277.367),(67 8333.876),(68 8296.034),(69 8276.714),(70 8288.66),(71 8230.566),(72 8220.739),(73 8249.858),(74 8221.803),(75 8209.992),(76 8148.1514),(77 8090.038),(78 8165.2104),(79 8229.811),
(1 1356.1226),(2 2492.5266),(3 3462.0015),(4 4205.687),(5 4771.776),(6 5226.3447),(7 5537.3975),(8 5734.2227),(9 5876.241),(10 6031.089),(11 6125.982),(12 6235.773),(13 6408.5933),(14 6586.103),(15 6726.9604),(16 6811.2056),(17 6875.326),(18 6924.191),(19 6974.602),(20 6965.867),(21 7042.0293),(22 7271.3623),(23 7395.993),(24 7542.06),(25 7640.606),(26 7693.8833),(27 7702.2554),(28 7739.7964),(29 7736.516),(30 7743.1133),(31 7769.3477),(32 7866.909),(33 7888.6797),(34 7966.1665),(35 7928.863),(36 7879.15),(37 7831.022),(38 7826.809),(39 7900.376),(40 7915.672),(41 7982.1216),(42 8062.889),(43 8057.1904),(44 8116.56),(45 8115.0425),(46 8165.305),(47 8128.7026),(48 8085.955),(49 8127.1255),(50 8181.885),(51 8244.334),(52 8280.453),(53 8272.837),(54 8277.913),(55 8214.039),(56 8200.611),(57 8217.252),(58 8268.765),(59 8306.565),(60 8354.514),(61 8405.764),(62 8483.342),(63 8536.348),(64 8472.243),(65 8422.736),(66 8405.39),(67 8404.178),(68 8441.628),(69 8459.664),(70 8404.061),(71 8366.476),(72 8331.134),(73 8359.391),(74 8395.774),(75 8370.788),(76 8305.691),(77 8288.147),(78 8287.778),(79 8234.121),
(1 1369.5411),(2 2578.4988),(3 3541.8225),(4 4224.8667),(5 4738.056),(6 5115.949),(7 5390.448),(8 5592.001),(9 5801.2144),(10 6009.1836),(11 6150.822),(12 6265.228),(13 6461.0996),(14 6624.149),(15 6744.721),(16 6793.9243),(17 6788.9795),(18 6855.6387),(19 6833.1934),(20 6880.4697),(21 6934.0684),(22 7107.896),(23 7196.978),(24 7328.2515),(25 7438.767),(26 7502.678),(27 7557.589),(28 7600.7266),(29 7658.1875),(30 7624.9985),(31 7666.869),(32 7732.301),(33 7763.887),(34 7816.06),(35 7832.308),(36 7867.936),(37 7902.6104),(38 7930.5083),(39 8018.6484),(40 8022.21),(41 8039.282),(42 8101.5786),(43 8130.0474),(44 8179.142),(45 8177.166),(46 8284.887),(47 8256.468),(48 8202.322),(49 8189.6284),(50 8211.001),(51 8248.7295),(52 8342.558),(53 8452.192),(54 8512.731),(55 8444.154),(56 8393.484),(57 8290.795),(58 8261.667),(59 8217.499),(60 8160.543),(61 8118.9785),(62 8123.999),(63 8161.439),(64 8146.532),(65 8153.65),(66 8178.44),(67 8184.4185),(68 8210.686),(69 8190.461),(70 8269.444),(71 8282.35),(72 8253.088),(73 8267.991),(74 8212.362),(75 8182.4224),(76 8157.688),(77 8125.182),(78 8142.6484),(79 8081.24),
(1 1330.6931),(2 2481.4302),(3 3445.4578),(4 4156.126),(5 4701.135),(6 5124.8003),(7 5415.1567),(8 5593.716),(9 5779.732),(10 6033.2188),(11 6190.2793),(12 6334.165),(13 6443.976),(14 6586.713),(15 6701.121),(16 6691.4453),(17 6698.7646),(18 6770.5215),(19 6804.3086),(20 6802.656),(21 6847.4536),(22 6988.8574),(23 7069.15),(24 7112.599),(25 7228.0156),(26 7324.922),(27 7353.658),(28 7386.166),(29 7386.0938),(30 7391.19),(31 7467.0903),(32 7518.75),(33 7547.9277),(34 7567.6577),(35 7574.132),(36 7541.5376),(37 7558.903),(38 7609.807),(39 7695.289),(40 7731.1543),(41 7806.227),(42 7795.307),(43 7769.0757),(44 7740.613),(45 7724.453),(46 7707.731),(47 7670.9307),(48 7698.784),(49 7669.8306),(50 7640.7236),(51 7666.939),(52 7781.272),(53 7827.8335),(54 7913.7764),(55 7898.874),(56 7898.503),(57 7866.2373),(58 7868.5557),(59 7835.485),(60 7751.271),(61 7711.236),(62 7624.854),(63 7704.553),(64 7725.5317),(65 7787.9526),(66 7843.657),(67 7881.431),(68 7863.658),(69 7853.8286),(70 7922.2),(71 7913.3633),(72 7917.2407),(73 7910.914),(74 7938.921),(75 7891.87),(76 7824.9487),(77 7765.8677),(78 7803.912),(79 7819.077),
(1 1267.8125),(2 2350.8796),(3 3301.6091),(4 4009.5903),(5 4522.3486),(6 4865.259),(7 5093.903),(8 5292.104),(9 5397.2354),(10 5646.456),(11 5818.156),(12 5960.008),(13 6054.8027),(14 6186.888),(15 6352.23),(16 6348.195),(17 6418.407),(18 6489.8228),(19 6501.565),(20 6505.285),(21 6491.6245),(22 6606.4214),(23 6663.979),(24 6697.4326),(25 6803.106),(26 6861.926),(27 6865.742),(28 6913.5806),(29 6957.2305),(30 7031.287),(31 7068.0103),(32 7151.0757),(33 7168.363),(34 7267.385),(35 7305.5938),(36 7335.25),(37 7359.7803),(38 7411.5317),(39 7474.612),(40 7540.2646),(41 7636.713),(42 7667.4834),(43 7622.4717),(44 7616.72),(45 7582.702),(46 7580.4604),(47 7576.0093),(48 7579.8257),(49 7661.3076),(50 7676.035),(51 7716.304),(52 7751.021),(53 7744.179),(54 7739.215),(55 7731.749),(56 7703.202),(57 7642.0396),(58 7731.8384),(59 7718.3125),(60 7727.2417),(61 7775.2524),(62 7753.8506),(63 7785.122),(64 7772.686),(65 7782.656),(66 7724.7007),(67 7689.329),(68 7674.2495),(69 7726.958),(70 7804.902),(71 7864.968),(72 7904.353),(73 7913.13),(74 7890.9863),(75 7877.752),(76 7806.144),(77 7728.283),(78 7714.733),(79 7671.471),
