1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3551.4146),(2 5807.573),(3 6846.3926),(4 7341.3096),(5 7680.442),(6 7955.1675),(7 8122.073),(8 8099.481),(9 8092.7397),(10 8022.749),(11 8220.212),(12 8424.087),(13 8311.27),(14 8051.578),(15 8139.1235),(16 8161.3564),(17 8506.751),(18 8711.589),(19 8615.662),(20 8520.708),(21 8598.839),(22 8574.01),(23 8627.977),(24 8638.674),(25 8686.339),(26 8868.445),(27 8988.095),(28 9099.138),(29 9035.315),(30 9025.103),(31 9228.056),(32 9280.117),(33 9419.494),(34 9385.78),(35 9488.129),(36 9579.995),(37 9706.375),(38 9677.8955),(39 9626.108),(40 9409.468),(41 9302.086),(42 9317.591),(43 9384.091),(44 9556.618),(45 9561.519),(46 9512.054),(47 9611.259),(48 9788.654),(49 9633.693),(50 9554.971),(51 9501.232),(52 9538.659),(53 9490.412),(54 9502.5625),(55 9492.694),(56 9407.108),(57 9363.239),(58 9414.378),(59 9497.845),(60 9499.716),(61 9670.131),(62 9641.985),(63 9689.415),(64 9769.265),(65 9734.666),(66 9783.184),(67 9891.627),(68 9727.718),(69 9688.794),(70 9903.472),(71 9974.034),(72 9999.124),(73 10078.926),(74 10144.52),(75 10145.744),(76 10105.043),(77 10053.293),(78 10235.569),(79 10041.337),
(1 3475.34),(2 5736.4688),(3 6696.405),(4 7270.6016),(5 7582.9014),(6 7898.4727),(7 8061.8057),(8 8056.3003),(9 8044.605),(10 7965.7354),(11 7991.753),(12 8215.031),(13 8159.502),(14 8163.31),(15 8245.023),(16 8258.461),(17 8573.879),(18 8547.657),(19 8295.736),(20 8361.452),(21 8480.243),(22 8435.841),(23 8429.377),(24 8491.175),(25 8542.768),(26 8734.323),(27 8802.711),(28 8925.229),(29 8839.901),(30 8966.388),(31 9084.767),(32 9203.594),(33 9409.193),(34 9405.599),(35 9496.692),(36 9457.95),(37 9610.197),(38 9524),(39 9536.6045),(40 9536.133),(41 9392.481),(42 9223.232),(43 9216.203),(44 9325.9795),(45 9248.452),(46 9140.163),(47 9307.8),(48 9431.764),(49 9225.855),(50 9260.123),(51 9280.244),(52 9103.216),(53 9175.842),(54 9068.94),(55 8978.947),(56 8857.689),(57 8944.087),(58 9059.482),(59 9212.832),(60 9274.023),(61 9257.078),(62 9334.634),(63 9387.843),(64 9445.442),(65 9242.447),(66 9321.485),(67 9394.483),(68 9187.491),(69 9192.667),(70 9444.872),(71 9554.512),(72 9594.875),(73 9623.644),(74 9685.444),(75 9781.087),(76 9810.302),(77 9747.083),(78 9879.372),(79 9817.324),
(1 3352.1006),(2 5389.633),(3 6578.695),(4 7079.0645),(5 7316.545),(6 7591.6626),(7 7904.2593),(8 7948.532),(9 7894.688),(10 7763.3),(11 7846.6797),(12 7964.2676),(13 7901.0425),(14 7867.611),(15 8036.4624),(16 7975.0176),(17 8067.718),(18 8150.5444),(19 8026.557),(20 8077.5405),(21 8213.572),(22 8298.326),(23 8275.926),(24 8291.69),(25 8227.407),(26 8443.865),(27 8550.067),(28 8730.5205),(29 8631.435),(30 8664.279),(31 8681.742),(32 8787.794),(33 8830.224),(34 8806.565),(35 8953.412),(36 9114.525),(37 9408.098),(38 9378.6875),(39 9311.651),(40 9157.325),(41 9107.833),(42 9164.491),(43 9097.509),(44 9125.72),(45 9098.392),(46 8824.858),(47 8908.613),(48 9123.97),(49 9079.153),(50 9055.9),(51 9031.966),(52 8972.74),(53 8921.219),(54 8801.011),(55 8883.993),(56 8870.12),(57 8900.884),(58 8880.042),(59 8939.931),(60 8974.52),(61 9049.61),(62 9158.518),(63 9176.458),(64 9209.947),(65 9026.292),(66 9170.926),(67 9284.692),(68 9183.978),(69 9259.087),(70 9595.054),(71 9527.927),(72 9501.485),(73 9509.57),(74 9525.655),(75 9621.23),(76 9715.478),(77 9666.734),(78 9679.18),(79 9371.981),
(1 3251.2659),(2 5283.0215),(3 6331.7754),(4 6900.8926),(5 7296.5933),(6 7411.046),(7 7455.729),(8 7648.0815),(9 7575.7905),(10 7499.439),(11 7538.611),(12 7588.281),(13 7605.7275),(14 7641.047),(15 7834.317),(16 7945.4116),(17 8006.2837),(18 7970.9976),(19 7686.0723),(20 7737.209),(21 7946.8716),(22 7945.9014),(23 8048.5527),(24 8106.1313),(25 8024.1357),(26 8085.179),(27 8187.6455),(28 8325.42),(29 8139.375),(30 8127.7026),(31 8129.3384),(32 8183.4775),(33 8366.475),(34 8338.602),(35 8363.591),(36 8377.112),(37 8517.783),(38 8483.462),(39 8540.845),(40 8641.679),(41 8746.561),(42 8659.253),(43 8700.226),(44 8698.149),(45 8540.319),(46 8317.92),(47 8275.225),(48 8516.136),(49 8418.281),(50 8337.8545),(51 8543.667),(52 8590.865),(53 8512.232),(54 8389.203),(55 8412.496),(56 8281.684),(57 8320.321),(58 8345.675),(59 8505.103),(60 8530.412),(61 8485.543),(62 8512.504),(63 8566.897),(64 8623.7),(65 8611.224),(66 8743.255),(67 8899.449),(68 8626.68),(69 8631.151),(70 8859.926),(71 8837.625),(72 8832.137),(73 8961.713),(74 9042.461),(75 9084.32),(76 9029.155),(77 8930.551),(78 9096.879),(79 8972.798),
(1 3132.178),(2 4936.437),(3 5881.0947),(4 6554.8867),(5 6782.5063),(6 6917.293),(7 7104.286),(8 7301.6934),(9 7125.0127),(10 6967.2607),(11 7083.1133),(12 7319.157),(13 7250.3037),(14 7183.1563),(15 7166.33),(16 7104.075),(17 7355.8833),(18 7394.5815),(19 7229.769),(20 7175.9463),(21 7376.543),(22 7537.992),(23 7510.77),(24 7577.8237),(25 7706.078),(26 7768.701),(27 7740.008),(28 7798.3447),(29 7673.809),(30 7725.5366),(31 7877.578),(32 7974.3696),(33 8011.6924),(34 7999.9277),(35 7988.476),(36 8041.7607),(37 8235.95),(38 8195.318),(39 8141.501),(40 8130.822),(41 8071.481),(42 8029.887),(43 8031.5127),(44 8101.5815),(45 8117.24),(46 7914.9556),(47 7987.8228),(48 8032.5913),(49 7866.7),(50 7812.214),(51 8075.4004),(52 8129.0864),(53 8014.0854),(54 7974.5464),(55 8052.977),(56 8100.525),(57 8064.8467),(58 8117.224),(59 8238.641),(60 8203.517),(61 8190.8716),(62 8245.84),(63 8276.598),(64 8345.524),(65 8259.742),(66 8275.984),(67 8329.542),(68 8159.929),(69 8073.0576),(70 8257.969),(71 8450.724),(72 8458.187),(73 8526.604),(74 8473.144),(75 8386.774),(76 8418.793),(77 8375.295),(78 8504.904),(79 8350.252),
(1 3046.2566),(2 4932.969),(3 5799.6826),(4 6310.1196),(5 6611.119),(6 6849.582),(7 7063.703),(8 7079.9805),(9 7009.432),(10 6960.357),(11 7020.2773),(12 7208.4937),(13 7179.629),(14 7086.197),(15 7146.368),(16 7086.1587),(17 7183.7017),(18 7330.1597),(19 7186.9487),(20 7191.2803),(21 7321.089),(22 7530.677),(23 7512.347),(24 7515.3384),(25 7496.734),(26 7594.191),(27 7621.561),(28 7696.263),(29 7652.7817),(30 7713.8403),(31 7800.675),(32 7874.0063),(33 7939.7466),(34 7906.94),(35 7988.2095),(36 7903.6953),(37 7989.598),(38 8016.8516),(39 8010.229),(40 7917.712),(41 7884.43),(42 7853.3535),(43 7822.843),(44 7937.751),(45 7982.1924),(46 7935.0786),(47 7906.345),(48 7883.1094),(49 7821.1875),(50 7755.107),(51 7869.7773),(52 7830.1855),(53 7899.704),(54 7831.5405),(55 7853.2783),(56 7743.204),(57 7722.6123),(58 7691.212),(59 7792.56),(60 7764.271),(61 7802.403),(62 7864.121),(63 7854.5254),(64 7970.298),(65 7989.643),(66 8102.963),(67 8116.8286),(68 7917.667),(69 7818.9116),(70 8017.3623),(71 8041.6226),(72 8107.8354),(73 8195.691),(74 8312.679),(75 8337.261),(76 8411.455),(77 8438.946),(78 8464.884),(79 8379.656),
(1 3028.1318),(2 4839.7744),(3 5774.9507),(4 6214.187),(5 6552.0815),(6 6706.812),(7 6919.998),(8 6938.4463),(9 6865.215),(10 6868.625),(11 6969.9033),(12 7145.1475),(13 6928.2573),(14 6802.614),(15 6844.984),(16 6918.59),(17 7078.711),(18 7261.664),(19 7184.169),(20 7137.769),(21 7130.8965),(22 7186.8184),(23 7048.089),(24 7185.3213),(25 7111.5776),(26 7246.8403),(27 7306.781),(28 7405.4844),(29 7355.3545),(30 7360.872),(31 7428.44),(32 7585.524),(33 7638.2593),(34 7628.2417),(35 7626.4814),(36 7688.6914),(37 7928.4434),(38 7837.3535),(39 7746.2666),(40 7619.9814),(41 7669.567),(42 7781.16),(43 7755.6475),(44 7837.6563),(45 7830.7417),(46 7625.904),(47 7602.6),(48 7612.8647),(49 7555.3203),(50 7516.483),(51 7536.0425),(52 7420.293),(53 7495.685),(54 7516.315),(55 7556.0083),(56 7471.363),(57 7633.3306),(58 7656.0474),(59 7719.2866),(60 7678.9063),(61 7662.613),(62 7722.368),(63 7787.7275),(64 7938.7646),(65 7896.096),(66 7830.0757),(67 7845.8677),(68 7669.9395),(69 7664.5996),(70 7831.475),(71 7899.6),(72 7946.9155),(73 7979.8),(74 7932.344),(75 7964.5796),(76 8050.2603),(77 8017.5547),(78 8104.567),(79 7975.3203),
(1 2887.6897),(2 4512.964),(3 5265.7476),(4 5634.5166),(5 5895.726),(6 6050.129),(7 6253.2544),(8 6377.1978),(9 6316.2227),(10 6314.079),(11 6345.438),(12 6453.8706),(13 6383.2856),(14 6385.2734),(15 6512.971),(16 6580.5884),(17 6658.1406),(18 6844.0386),(19 6757.3467),(20 6670.5635),(21 6731.7046),(22 6761.657),(23 6700.913),(24 6764.9707),(25 6835.1377),(26 6942.8027),(27 7116.007),(28 7197.0713),(29 7089.2686),(30 7030.1323),(31 7208.0747),(32 7211.1343),(33 7292.8413),(34 7269.298),(35 7280.1733),(36 7266.251),(37 7410.342),(38 7518.7295),(39 7538.48),(40 7446.7354),(41 7412.2236),(42 7317.0146),(43 7220.299),(44 7313.2666),(45 7347.6978),(46 7284.283),(47 7375.7886),(48 7360.2817),(49 7263.6523),(50 7205.022),(51 7305.294),(52 7178.2607),(53 7116.618),(54 7055.858),(55 6976.324),(56 7032.3145),(57 7149.7905),(58 7121.113),(59 7263.2627),(60 7420.21),(61 7331.674),(62 7368.551),(63 7361.979),(64 7400.089),(65 7394.3896),(66 7329.7183),(67 7378.7393),(68 7197.525),(69 7191.3145),(70 7345.742),(71 7408.2876),(72 7508.649),(73 7529.0454),(74 7516.034),(75 7586.263),(76 7692.6304),(77 7739.3774),(78 7913.2065),(79 7810.357),
(1 2816.2468),(2 4424.7344),(3 5204.5273),(4 5501.903),(5 5785.802),(6 6042.4766),(7 6250.172),(8 6312.7466),(9 6356.614),(10 6303.895),(11 6332.686),(12 6319.159),(13 6137.5313),(14 6084.868),(15 6275.8696),(16 6365.3994),(17 6491.6157),(18 6507.6284),(19 6475.319),(20 6508.507),(21 6476.1914),(22 6483.198),(23 6496.1357),(24 6606.778),(25 6654.386),(26 6760.0713),(27 6860.918),(28 6979.8306),(29 6743.9585),(30 6808.16),(31 6930.369),(32 6938.868),(33 7018.5317),(34 7020.626),(35 7153.209),(36 7206.121),(37 7372.5146),(38 7371.2856),(39 7458.3516),(40 7305.633),(41 7363.2163),(42 7376.9272),(43 7398.296),(44 7523.5146),(45 7496.25),(46 7275.292),(47 7293.401),(48 7351.4453),(49 7304.6914),(50 7244.966),(51 7386.6226),(52 7254.655),(53 7294.012),(54 7270.213),(55 7313.0225),(56 7153.565),(57 7264.157),(58 7391.278),(59 7515.312),(60 7579.973),(61 7745.8545),(62 7730.5464),(63 7667.3716),(64 7686.964),(65 7601.41),(66 7686.0723),(67 7832.6943),(68 7539.9707),(69 7422.0977),(70 7565.31),(71 7613.2354),(72 7612.3896),(73 7673.1563),(74 7734.774),(75 7888.069),(76 7874.9507),(77 7808.0483),(78 7789.96),(79 7644.404),
(1 2681.688),(2 4206.306),(3 4927.6357),(4 5315.453),(5 5547.462),(6 5762.9956),(7 6016.7524),(8 6125.392),(9 6152.31),(10 6078.2427),(11 5959.863),(12 6099.9775),(13 6008.3984),(14 6018.382),(15 6193.3555),(16 6350.2393),(17 6394.339),(18 6534.806),(19 6345.119),(20 6281.26),(21 6415.4756),(22 6341.11),(23 6383.4126),(24 6419.2886),(25 6477.4424),(26 6638.1123),(27 6766.6895),(28 6750.293),(29 6573.6978),(30 6535.3096),(31 6684.0923),(32 6882.9155),(33 6975.2734),(34 6891.6226),(35 6951.786),(36 7011.504),(37 7204.1895),(38 7203.5664),(39 7209.535),(40 7157.376),(41 7106.765),(42 7102.698),(43 7018.0684),(44 7015.9146),(45 6968.7837),(46 6818.536),(47 6949.738),(48 7092.986),(49 6895.1157),(50 6834.8164),(51 6928.4575),(52 6848.894),(53 6879.0195),(54 6761.0767),(55 6745.9375),(56 6721.7217),(57 6823.8955),(58 6793.607),(59 6877.122),(60 6925.2056),(61 6965.1426),(62 7029.791),(63 7052.6577),(64 7142.441),(65 7073.791),(66 7178.8257),(67 7290.59),(68 7084.2974),(69 6997.1924),(70 7150.8257),(71 7167.655),(72 7184.3325),(73 7236.4346),(74 7208.966),(75 7253.505),(76 7285.2627),(77 7271.4155),(78 7458.1343),(79 7456.495),
(1 2636.4941),(2 4160.4585),(3 4831.8457),(4 5188.4565),(5 5500.234),(6 5714.978),(7 5879.952),(8 5897.008),(9 5920.835),(10 5861.4556),(11 5817.321),(12 5947.3535),(13 5924.992),(14 5881.913),(15 5961.141),(16 6044.4336),(17 6190.584),(18 6166.9063),(19 6046.143),(20 6180.0166),(21 6308.213),(22 6297.2183),(23 6292.5063),(24 6328.3145),(25 6344.737),(26 6423.3325),(27 6521.463),(28 6590.3086),(29 6444.7207),(30 6321.538),(31 6428.9883),(32 6560.1504),(33 6753.8477),(34 6611.991),(35 6609.015),(36 6718.017),(37 6941.3394),(38 6898.4766),(39 6819.7734),(40 6721.5337),(41 6691.207),(42 6806.462),(43 6755.802),(44 6829.5693),(45 6752.6406),(46 6649.943),(47 6712.565),(48 6756.4473),(49 6682.34),(50 6699.599),(51 6720.209),(52 6576.9053),(53 6546.2188),(54 6550.9688),(55 6590.671),(56 6588.9014),(57 6600.01),(58 6603.5776),(59 6690.222),(60 6683.0713),(61 6657.65),(62 6634.762),(63 6716.927),(64 6878.9404),(65 6863.3745),(66 6916.454),(67 6983.3394),(68 6759.0356),(69 6777.3086),(70 6949.565),(71 6942.6396),(72 6906.0913),(73 7017.82),(74 7095.542),(75 7161.171),(76 7057.6323),(77 7011.039),(78 7169.8813),(79 7080.7085),
(1 2568.787),(2 4022.9438),(3 4799.4917),(4 5211.905),(5 5518.016),(6 5573.135),(7 5737.7534),(8 5749.6953),(9 5750.838),(10 5719.144),(11 5727.319),(12 5760.8975),(13 5716.119),(14 5689.1426),(15 5735.937),(16 5755.019),(17 5890.8286),(18 5985.0396),(19 5933.5923),(20 5971.709),(21 6040.9326),(22 6127.967),(23 6017.206),(24 6037.6113),(25 6054.567),(26 6154.372),(27 6168.693),(28 6104.1987),(29 5994),(30 6073.5425),(31 6225.9556),(32 6314.4272),(33 6517.465),(34 6419.8516),(35 6435.525),(36 6506.341),(37 6682.225),(38 6639.9365),(39 6562.5244),(40 6576.9404),(41 6627.59),(42 6566.546),(43 6483.501),(44 6472.593),(45 6490.394),(46 6395.954),(47 6468.212),(48 6595.929),(49 6544.779),(50 6598.828),(51 6641.4604),(52 6577.2646),(53 6590.5723),(54 6416.928),(55 6511.66),(56 6499.9795),(57 6488.5596),(58 6504.827),(59 6625.69),(60 6670.9624),(61 6664.4536),(62 6681.1875),(63 6724.7607),(64 6754.9604),(65 6798.8506),(66 6849.732),(67 6877.0005),(68 6550.427),(69 6536.778),(70 6746.581),(71 6731.1646),(72 6695.278),(73 6764.6714),(74 6837.328),(75 6910.3794),(76 6894.2974),(77 6789.4375),(78 6929.491),(79 6918.577),
(1 2500.982),(2 3849.742),(3 4445.5664),(4 4811.765),(5 5002.759),(6 5146.5225),(7 5312.1475),(8 5273.9707),(9 5172.1704),(10 5046.251),(11 5128.993),(12 5266.561),(13 5191.309),(14 5183.1855),(15 5293.2476),(16 5398.839),(17 5513.302),(18 5665.3506),(19 5488.003),(20 5391.187),(21 5545.812),(22 5628.647),(23 5593.364),(24 5635.193),(25 5637.8716),(26 5792.6875),(27 5826.244),(28 5883.026),(29 5717.587),(30 5673.581),(31 5697.673),(32 5844.618),(33 5984.285),(34 6018.954),(35 5991.7466),(36 6013.1074),(37 6164.44),(38 6166.366),(39 6197.253),(40 6138.6265),(41 6114.4854),(42 6018.803),(43 5981.5195),(44 6029.991),(45 5997.9863),(46 5902.9316),(47 6039.928),(48 6090.655),(49 6034.3613),(50 5951.9536),(51 6103.948),(52 5974.661),(53 6035.5186),(54 5991.068),(55 5883.263),(56 5915.5327),(57 5986.693),(58 6028.2017),(59 6059.8794),(60 6043.223),(61 6032.345),(62 5936.2573),(63 5899.8506),(64 6034.992),(65 6013.016),(66 6126.3506),(67 6242.129),(68 6101.2803),(69 6023.823),(70 6177.46),(71 6205.032),(72 6261.7905),(73 6371.5576),(74 6375.9136),(75 6439.9536),(76 6519.2666),(77 6471.4023),(78 6600.9946),(79 6462.1987),
(1 2405.533),(2 3680.2485),(3 4359.829),(4 4628.0557),(5 4770.874),(6 4913.1216),(7 5174.8022),(8 5249.3423),(9 5188.1113),(10 5030.431),(11 5043.9272),(12 5096.458),(13 5138.051),(14 5092.0557),(15 5178.626),(16 5146.6025),(17 5317.252),(18 5304.776),(19 5167.9526),(20 5097.715),(21 5218.91),(22 5323.0376),(23 5277.261),(24 5411.5537),(25 5396.4995),(26 5504.8633),(27 5566.1206),(28 5676.4253),(29 5667.0522),(30 5727.125),(31 5755.8413),(32 5844.617),(33 5960.9526),(34 5856.196),(35 5854.398),(36 5871.3984),(37 5984.5444),(38 5979.1177),(39 6023.0034),(40 5941.993),(41 5994.906),(42 6048.6284),(43 5915.0244),(44 5955.232),(45 6064.1772),(46 5896.8945),(47 5874.1514),(48 5949.637),(49 5875.073),(50 5777.2183),(51 5907.3706),(52 5863.5723),(53 5862.309),(54 5775.5786),(55 5784.1084),(56 5719.5273),(57 5844.0156),(58 5858.795),(59 5807.787),(60 5844.069),(61 5926.2446),(62 5907.5767),(63 5880.81),(64 5925.9224),(65 5952.276),(66 6043.1104),(67 6035.182),(68 5861.9385),(69 5872.874),(70 6011.184),(71 6059.4688),(72 6066.982),(73 6149.523),(74 6161.956),(75 6284.354),(76 6239.7295),(77 6302.4414),(78 6471.0894),(79 6342.9756),
(1 2285.5005),(2 3510.6619),(3 4081.1333),(4 4424.4897),(5 4567.92),(6 4653.801),(7 4835.1616),(8 4872.3174),(9 4869.8726),(10 4873.846),(11 4948.5864),(12 5076.121),(13 5023.0483),(14 5087.579),(15 5129.649),(16 5137.396),(17 5338.0044),(18 5349.9453),(19 5157.291),(20 5091.1597),(21 5226.7207),(22 5200.7705),(23 5177.2437),(24 5214.528),(25 5219.732),(26 5301.09),(27 5261.0986),(28 5289.339),(29 5217.59),(30 5213.5967),(31 5368.8228),(32 5395.004),(33 5474.2124),(34 5478.055),(35 5579.4565),(36 5545.5977),(37 5735.9297),(38 5663.5313),(39 5669.8896),(40 5571.1367),(41 5654.0874),(42 5625.8413),(43 5549.261),(44 5564.682),(45 5624.4756),(46 5590.925),(47 5664.087),(48 5797.845),(49 5587.9893),(50 5518.4473),(51 5564.0054),(52 5596.1914),(53 5645.4214),(54 5505.6284),(55 5470.7188),(56 5475.0234),(57 5419.9746),(58 5452.746),(59 5563.302),(60 5593.0728),(61 5627.739),(62 5700.473),(63 5735.1035),(64 5836.3745),(65 5870.3477),(66 5865.5503),(67 5872.9717),(68 5715.96),(69 5688.242),(70 5804.524),(71 5813.039),(72 5919.318),(73 5919.194),(74 5916.406),(75 5995.406),(76 5994.443),(77 5978.0527),(78 6031.6455),(79 5953.867),
(1 2271.7632),(2 3409.584),(3 3944.9478),(4 4204.4937),(5 4383.4478),(6 4461.635),(7 4658.931),(8 4644.6943),(9 4616.501),(10 4592.7554),(11 4695.287),(12 4839.3086),(13 4805.3066),(14 4863.88),(15 4920.2236),(16 4911.6753),(17 5040.5854),(18 5098.0347),(19 5106.3003),(20 5034.746),(21 5047.8813),(22 5101.786),(23 5073.2617),(24 5052.4106),(25 5101.44),(26 5155.6445),(27 5262.97),(28 5319.0054),(29 5187.457),(30 5222.5107),(31 5272.717),(32 5330.66),(33 5435.495),(34 5405.0874),(35 5416.4805),(36 5439.8555),(37 5547.071),(38 5573.499),(39 5668.8843),(40 5629.9033),(41 5601.931),(42 5619.7725),(43 5507.199),(44 5566.611),(45 5590.643),(46 5469.6763),(47 5549.01),(48 5589.2314),(49 5443.002),(50 5357.3086),(51 5433.7305),(52 5334.7583),(53 5341.048),(54 5357.7925),(55 5430.6167),(56 5365.4873),(57 5374.656),(58 5363.0767),(59 5377.607),(60 5429.202),(61 5402.168),(62 5424.062),(63 5379.0586),(64 5512.9395),(65 5602.935),(66 5665.299),(67 5725.197),(68 5534.1855),(69 5504.1626),(70 5639.6665),(71 5644.5225),(72 5651.8076),(73 5633.252),(74 5636.1333),(75 5751.79),(76 5756.8594),(77 5743.337),(78 5863.419),(79 5774.758),
(1 2186.7007),(2 3381.8357),(3 3922.3352),(4 4178.232),(5 4347.9937),(6 4458.5938),(7 4587.5005),(8 4566.066),(9 4502.58),(10 4393.7476),(11 4477.7993),(12 4638.899),(13 4658.8184),(14 4624.117),(15 4722.37),(16 4730.7617),(17 4810.1235),(18 4829.4194),(19 4716.3774),(20 4654.664),(21 4729.4097),(22 4802.167),(23 4753.0767),(24 4761.3213),(25 4760.3696),(26 4826.8345),(27 4923.008),(28 4872.78),(29 4789.016),(30 4861.862),(31 4981.7056),(32 5056.925),(33 5131.7583),(34 5138.5825),(35 5154.213),(36 5169.674),(37 5235.1787),(38 5290.0176),(39 5356.5776),(40 5267.2705),(41 5274.6563),(42 5351.353),(43 5312.9204),(44 5327.6035),(45 5397.017),(46 5198.865),(47 5244.8887),(48 5339.7705),(49 5317.166),(50 5263.9585),(51 5335.6743),(52 5293.439),(53 5352.7266),(54 5277.71),(55 5272.998),(56 5199.5547),(57 5289.9336),(58 5292.3047),(59 5297.7656),(60 5393.4873),(61 5420.354),(62 5384.4634),(63 5368.557),(64 5404.673),(65 5355.2793),(66 5451.724),(67 5526.2573),(68 5408.263),(69 5309.782),(70 5481.7656),(71 5500.3843),(72 5516.2754),(73 5486.775),(74 5477.957),(75 5516.1353),(76 5543.6313),(77 5632.274),(78 5665.7246),(79 5594.2686),
