1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 82649.24),(2 217438.45),(3 414566.97),(4 658597),(5 919216),(6 1235043.1),(7 1568107),(8 1942279.6),(9 2306588.3),(10 2729059.5),(11 3177543.3),(12 3598033.3),(13 4030856),(14 4481666.5),(15 4904938.5),(16 5439227.5),(17 5913138.5),(18 6262142.5),(19 6604022.5),(20 6933324),(21 7284068),(22 7588126.5),(23 7926356),(24 8261698.5),(25 8680589),(26 9094823),(27 9515477),(28 10008599),(29 10446179),(30 10750583),(31 11079071),(32 11338939),(33 11642493),(34 11828435),(35 12031045),(36 12197372),(37 12225755),(38 12203403),(39 12354047),(40 12621241),(41 13352583),(42 13660092),(43 14052967),(44 14511772),(45 14865297),(46 15055067),(47 15319240),(48 15686967),(49 16035197),(50 16223779),(51 16446475),(52 16709245),(53 16963154),(54 17138210),(55 17294354),(56 17378186),(57 17460790),(58 17489574),(59 17622202),(60 17792452),(61 17905192),(62 17834394),(63 17743826),(64 17847642),(65 17886946),(66 18558910),(67 18981766),(68 19486526),(69 20002590),(70 20468882),(71 21002988),(72 21573718),(73 22195330),(74 22817656),(75 23484298),(76 24245042),(77 25072906),(78 25979382),(79 26944720),
(1 76005.95),(2 267983),(3 552914.5),(4 919055.3),(5 1349318.4),(6 1825357.9),(7 2343125.5),(8 2887746),(9 3454126.5),(10 4012615),(11 4572803),(12 5104587),(13 5619310.5),(14 6128951.5),(15 6623269),(16 7161605.5),(17 7626253),(18 8059919.5),(19 8453285),(20 8832534),(21 9183126),(22 9528901),(23 9814691),(24 10080070),(25 10279402),(26 10461857),(27 10627357),(28 10781647),(29 10923844),(30 11026290),(31 11108838),(32 11131860),(33 11124895),(34 11065931),(35 10997782),(36 10899221),(37 10752474),(38 10594915),(39 10426307),(40 10279666),(41 10112996),(42 9959901),(43 9798205),(44 9639052),(45 9513177),(46 9411738),(47 9357618),(48 9302115),(49 9284470),(50 9270165),(51 9268989),(52 9335848),(53 9440661),(54 9553203),(55 9700793),(56 9817474),(57 9957318),(58 10153454),(59 10359498),(60 10588662),(61 10788403),(62 10976038),(63 11107756),(64 11201057),(65 11246883),(66 11284662),(67 11274104),(68 11251179),(69 11208077),(70 11122676),(71 11001411),(72 10868541),(73 10692575),(74 10504198),(75 10283022),(76 10065823),(77 9864276),(78 9685387),(79 9542835),
(1 68348.74),(2 232495.7),(3 473406.72),(4 780685.2),(5 1137540.5),(6 1535997.4),(7 1972773.5),(8 2433109.8),(9 2897210.3),(10 3368795.3),(11 3853569),(12 4323940),(13 4777200),(14 5225503.5),(15 5656156),(16 6108216),(17 6515404),(18 6903502.5),(19 7272243.5),(20 7622934),(21 7947152.5),(22 8265916.5),(23 8554969),(24 8777159),(25 8940398),(26 9065122),(27 9148974),(28 9214069),(29 9257398),(30 9297772),(31 9333271),(32 9357701),(33 9353253),(34 9363415),(35 9361015),(36 9371372),(37 9385155),(38 9401757),(39 9434349),(40 9481793),(41 9527113),(42 9576469),(43 9617673),(44 9674398),(45 9721993),(46 9778876),(47 9825800),(48 9844477),(49 9856789),(50 9861151),(51 9873931),(52 9857124),(53 9825465),(54 9798571),(55 9777933),(56 9739298),(57 9721631),(58 9719044),(59 9725073),(60 9762112),(61 9802623),(62 9826524),(63 9872041),(64 9895133),(65 9936432),(66 10018140),(67 10044098),(68 10046609),(69 10016919),(70 9976695),(71 9930887),(72 9858293),(73 9766086),(74 9624805),(75 9471621),(76 9303857),(77 9144816),(78 9000897),(79 8869722),
(1 76622.97),(2 259010.02),(3 513869.03),(4 824095.06),(5 1178117.3),(6 1571066.9),(7 1990354.8),(8 2419776.3),(9 2848134.5),(10 3292832.3),(11 3735771),(12 4153719.3),(13 4562040.5),(14 4949316.5),(15 5323789),(16 5641382.5),(17 5944752.5),(18 6214474),(19 6484475),(20 6708231.5),(21 6931706),(22 7153399),(23 7383568.5),(24 7595759.5),(25 7783410.5),(26 7974625.5),(27 8151600),(28 8294181),(29 8427598),(30 8551901),(31 8663338),(32 8756356),(33 8821918),(34 8843945),(35 8854860),(36 8861434),(37 8869475),(38 8860426),(39 8855802),(40 8816776),(41 8756689),(42 8724297),(43 8675870),(44 8630788),(45 8587291),(46 8531955),(47 8478500),(48 8438419),(49 8420908),(50 8392428),(51 8368370),(52 8318438.5),(53 8240418.5),(54 8150190),(55 8068002.5),(56 8000397),(57 7920330),(58 7856653.5),(59 7796150),(60 7740893.5),(61 7724736),(62 7752686.5),(63 7815576.5),(64 7900572),(65 8014078.5),(66 8134341),(67 8250519),(68 8391077),(69 8488188),(70 8561982),(71 8589774),(72 8594369),(73 8570715),(74 8518143),(75 8459357),(76 8367931),(77 8272012),(78 8180796),(79 8095273),
(1 81586.59),(2 283166.8),(3 570816.25),(4 927689.8),(5 1337623.9),(6 1786573.5),(7 2266762),(8 2753534.5),(9 3243809.5),(10 3732642.3),(11 4203792),(12 4657929.5),(13 5065190.5),(14 5440013),(15 5777753.5),(16 6100795),(17 6380959.5),(18 6622203),(19 6802743),(20 6952769.5),(21 7055712.5),(22 7112487.5),(23 7133679.5),(24 7130052),(25 7117235),(26 7115020),(27 7089851),(28 7053087.5),(29 7013267),(30 6955650.5),(31 6871687),(32 6744723),(33 6592793),(34 6421257.5),(35 6254368.5),(36 6094228.5),(37 5948859),(38 5808680.5),(39 5689711.5),(40 5583514),(41 5525223),(42 5491330),(43 5517098),(44 5582705.5),(45 5676445),(46 5800708.5),(47 5928167),(48 6050587),(49 6158468.5),(50 6253321),(51 6316119.5),(52 6352595),(53 6362951.5),(54 6376995),(55 6383389),(56 6397243.5),(57 6418285),(58 6447903.5),(59 6480422),(60 6532743),(61 6590274.5),(62 6696688.5),(63 6831659.5),(64 7020758),(65 7238959.5),(66 7498041.5),(67 7745612),(68 7983641.5),(69 8198434),(70 8397842),(71 8585759),(72 8740450),(73 8865594),(74 8968082),(75 9037023),(76 9089856),(77 9119389),(78 9119588),(79 9109338),
(1 81934.64),(2 283454.22),(3 569809.7),(4 923700.9),(5 1311899),(6 1736449.6),(7 2172751),(8 2594645.3),(9 2985880),(10 3354019.8),(11 3696374.3),(12 4023216.3),(13 4320117.5),(14 4599917),(15 4856484),(16 5087196.5),(17 5268199),(18 5435002),(19 5585404.5),(20 5706823.5),(21 5828946),(22 5923715.5),(23 6007437),(24 6055148),(25 6092241),(26 6116738),(27 6150278.5),(28 6166246),(29 6204521),(30 6246641),(31 6293312.5),(32 6324770),(33 6350534),(34 6360028),(35 6388772.5),(36 6402828),(37 6412212),(38 6415607.5),(39 6399560.5),(40 6360512),(41 6307952),(42 6237402),(43 6179074.5),(44 6123230),(45 6077751.5),(46 6058831),(47 6059557.5),(48 6066476.5),(49 6102731.5),(50 6175959),(51 6260272),(52 6354105.5),(53 6436477.5),(54 6536076.5),(55 6627826.5),(56 6718587.5),(57 6793055),(58 6870139.5),(59 6928633.5),(60 6965014.5),(61 6977722),(62 6956173),(63 6922381),(64 6892010.5),(65 6845331.5),(66 6801741.5),(67 6782772),(68 6778014),(69 6807028.5),(70 6866608.5),(71 6926562.5),(72 7005482.5),(73 7073170),(74 7124728.5),(75 7166076.5),(76 7178373.5),(77 7182739),(78 7179007),(79 7147813.5),
(1 81846.2),(2 285275.84),(3 575833.25),(4 930010.25),(5 1314410.5),(6 1734842),(7 2167441.3),(8 2580227.3),(9 2961491.5),(10 3318154.5),(11 3650184.3),(12 3928999.5),(13 4155508.8),(14 4334953),(15 4471325),(16 4613182),(17 4675406),(18 4715990.5),(19 4717475),(20 4684825.5),(21 4623640.5),(22 4554607),(23 4490218),(24 4429172.5),(25 4369293.5),(26 4320110.5),(27 4292486.5),(28 4305098),(29 4351641.5),(30 4416433.5),(31 4505327.5),(32 4592734.5),(33 4714909.5),(34 4844440.5),(35 4990252.5),(36 5150683.5),(37 5302496.5),(38 5439190.5),(39 5554516.5),(40 5640992),(41 5725565),(42 5800579),(43 5880368.5),(44 5950665.5),(45 6001545),(46 6055787.5),(47 6100487),(48 6113249),(49 6122328.5),(50 6107325),(51 6079791),(52 6028019),(53 5972708.5),(54 5902854),(55 5832992),(56 5776334),(57 5721915),(58 5697583),(59 5694895),(60 5713609.5),(61 5750255),(62 5794398),(63 5840105.5),(64 5879685.5),(65 5936870),(66 6013985),(67 6080813),(68 6148403),(69 6218472),(70 6289901),(71 6340400),(72 6386814.5),(73 6419669.5),(74 6469615),(75 6551534.5),(76 6631345),(77 6728631.5),(78 6835348.5),(79 6939446.5),
(1 85250.29),(2 296352.63),(3 599841.06),(4 975630.8),(5 1395590.4),(6 1851106.1),(7 2341464.8),(8 2825833.8),(9 3290188.5),(10 3739272.5),(11 4158625.3),(12 4524846),(13 4831324),(14 5081497),(15 5271337),(16 5437163),(17 5529608.5),(18 5585156),(19 5600647),(20 5572052.5),(21 5535578),(22 5467672.5),(23 5395777.5),(24 5306540.5),(25 5204313),(26 5088650),(27 4990801.5),(28 4915645.5),(29 4865232),(30 4845595),(31 4864738),(32 4903703),(33 4968465),(34 5051846),(35 5145076),(36 5240302.5),(37 5339791.5),(38 5424270.5),(39 5504105),(40 5555574),(41 5578017),(42 5597026),(43 5601375),(44 5610905.5),(45 5607857.5),(46 5607898),(47 5581876),(48 5552250),(49 5525492),(50 5502460),(51 5472677),(52 5442555),(53 5402342),(54 5375534.5),(55 5350593),(56 5317871.5),(57 5304370),(58 5292293),(59 5285836.5),(60 5278207),(61 5280017),(62 5264303.5),(63 5263178.5),(64 5261936.5),(65 5254426.5),(66 5237944.5),(67 5245991),(68 5258966),(69 5278918),(70 5304209.5),(71 5330760.5),(72 5377884),(73 5420554.5),(74 5471804),(75 5501497),(76 5554960.5),(77 5582795.5),(78 5605623.5),(79 5612175.5),
(1 76020.27),(2 255312.25),(3 507755.53),(4 813770.3),(5 1149778.4),(6 1503407.4),(7 1862690.5),(8 2202951.3),(9 2503901.5),(10 2779867.8),(11 3025862.5),(12 3222058.8),(13 3375210.8),(14 3491591.3),(15 3571742.5),(16 3629657.8),(17 3650201.3),(18 3665640),(19 3667528.3),(20 3654433),(21 3634109.8),(22 3601993.8),(23 3571465.8),(24 3539534.5),(25 3514980.8),(26 3497411.5),(27 3501072.8),(28 3511907.5),(29 3545996),(30 3588095.8),(31 3642328.3),(32 3706090.8),(33 3776168.3),(34 3842825.5),(35 3906004),(36 3949513.8),(37 3968518.8),(38 3971596),(39 3947142.8),(40 3906471.3),(41 3864492),(42 3831956),(43 3797071),(44 3769359.8),(45 3735485.5),(46 3709001.3),(47 3668627.3),(48 3622866),(49 3571082.3),(50 3493839.3),(51 3418918.8),(52 3331541.3),(53 3259972.3),(54 3200421.5),(55 3173378),(56 3183912.3),(57 3223307.3),(58 3289619),(59 3376539),(60 3481186.8),(61 3590439.3),(62 3693455),(63 3786431.8),(64 3848532),(65 3893130.8),(66 3910095.5),(67 3921336.3),(68 3927864.8),(69 3925591.8),(70 3926814.8),(71 3934222.3),(72 3949504.8),(73 3952969.3),(74 3965398.3),(75 3972436.5),(76 3969124.8),(77 3962061.5),(78 3951942.5),(79 3944438.5),
(1 75155.5),(2 253344.16),(3 504403.88),(4 807663.6),(5 1144783.6),(6 1509830.6),(7 1887953.6),(8 2238136.5),(9 2548727.8),(10 2830763),(11 3065328.5),(12 3254981),(13 3394980.5),(14 3499101.5),(15 3573507.8),(16 3621425.3),(17 3653567),(18 3674438),(19 3687311.3),(20 3691042.5),(21 3690989.3),(22 3691771.8),(23 3697494),(24 3721849.5),(25 3759541),(26 3797055.3),(27 3843469.5),(28 3880698),(29 3918429),(30 3962376.5),(31 3996472),(32 4011688),(33 4017803.5),(34 4009801.5),(35 3989820),(36 3934229.5),(37 3874420.8),(38 3802075),(39 3733405.8),(40 3666906.5),(41 3595883),(42 3546627.5),(43 3510246.3),(44 3490023),(45 3483672.5),(46 3504026.5),(47 3537744),(48 3584482.5),(49 3629939.5),(50 3662973.3),(51 3687782.5),(52 3686132.3),(53 3672544.8),(54 3644621.3),(55 3595292),(56 3552930.5),(57 3525316),(58 3520342.5),(59 3530393.5),(60 3558762.5),(61 3615662),(62 3676205),(63 3758897.5),(64 3839969.3),(65 3922290.5),(66 3983158.8),(67 4035457),(68 4056266.8),(69 4063987),(70 4041365.5),(71 4001924.3),(72 3943759.5),(73 3889798),(74 3837672),(75 3795174.3),(76 3761699.3),(77 3735848.5),(78 3719699.8),(79 3724615.8),
(1 75517.21),(2 258890.27),(3 519210.1),(4 831496.9),(5 1165813.3),(6 1509909.9),(7 1851113.5),(8 2165012),(9 2438218.5),(10 2676354.5),(11 2872854.8),(12 3019006.3),(13 3129599.3),(14 3215165),(15 3284924.3),(16 3355079),(17 3415769.5),(18 3489169.8),(19 3557267.3),(20 3624841),(21 3684671.3),(22 3721242.5),(23 3742493.8),(24 3760724.8),(25 3763204.8),(26 3743924.8),(27 3723169.8),(28 3693758.8),(29 3659410.3),(30 3609112.3),(31 3546912.5),(32 3473111.3),(33 3399940.8),(34 3338689.3),(35 3272000.5),(36 3196818.8),(37 3124032),(38 3063178.5),(39 3018595),(40 2997104),(41 3010302),(42 3034476),(43 3077755),(44 3139103),(45 3225648),(46 3332866),(47 3438146.5),(48 3544509.5),(49 3635176.3),(50 3721650.3),(51 3791877.3),(52 3831502.8),(53 3856185),(54 3868774),(55 3871216.5),(56 3877955.5),(57 3879730.5),(58 3869082.8),(59 3852827.3),(60 3828622.8),(61 3825104.5),(62 3828075.8),(63 3839726.8),(64 3855766.5),(65 3875219),(66 3900276.3),(67 3914128.5),(68 3923610),(69 3927696.5),(70 3911394.5),(71 3888018.3),(72 3845357),(73 3801614.8),(74 3736797.5),(75 3676821.5),(76 3617199.8),(77 3547381.5),(78 3487637.3),(79 3429167.3),
(1 71958.54),(2 246153.92),(3 485823.44),(4 760672.8),(5 1050758),(6 1339867.5),(7 1615531.9),(8 1866286.9),(9 2080900.1),(10 2252277.5),(11 2385154.5),(12 2472057.3),(13 2544164.5),(14 2613222.8),(15 2680085.3),(16 2743283),(17 2803331.8),(18 2861732.8),(19 2920066.3),(20 2970206.3),(21 3020863),(22 3069785),(23 3100669.5),(24 3116836),(25 3121937.8),(26 3124137.3),(27 3120304.8),(28 3096305.5),(29 3081633.3),(30 3078885.8),(31 3086979.3),(32 3095584.5),(33 3125169),(34 3166014.3),(35 3207244.8),(36 3233628.3),(37 3270190.8),(38 3292912.3),(39 3321647),(40 3342450.3),(41 3357225),(42 3385307),(43 3408402),(44 3435586.3),(45 3457793.8),(46 3473615),(47 3484430.8),(48 3494220.3),(49 3500353.8),(50 3512452),(51 3503353.8),(52 3473070.8),(53 3424511),(54 3351209.5),(55 3272473.5),(56 3184913.3),(57 3101484.8),(58 3026444.8),(59 2955511.8),(60 2888531.8),(61 2842522.3),(62 2825048),(63 2832209.3),(64 2855486.5),(65 2906726.5),(66 2981676),(67 3057703.8),(68 3131741.8),(69 3204344.8),(70 3257985.3),(71 3293121.8),(72 3306081),(73 3316518.8),(74 3319619.3),(75 3318901.8),(76 3326467.8),(77 3324580.5),(78 3330105.3),(79 3337577),
(1 70068.2),(2 232870.47),(3 452810.94),(4 707379.2),(5 978302.3),(6 1255746.5),(7 1517456.3),(8 1743709.6),(9 1912990),(10 2033573.1),(11 2114997.5),(12 2156025.8),(13 2182787.8),(14 2214182.5),(15 2244835.3),(16 2295029.3),(17 2332413.8),(18 2377837.3),(19 2425178.5),(20 2482051),(21 2542585.3),(22 2588983.5),(23 2623431),(24 2632292.5),(25 2618541),(26 2599238.8),(27 2562995.3),(28 2507597.3),(29 2451591.8),(30 2392930.3),(31 2349839.8),(32 2323165),(33 2315546.5),(34 2336262.5),(35 2369302.5),(36 2401449.3),(37 2433137.5),(38 2460437.8),(39 2486039.8),(40 2504760),(41 2536416),(42 2558239.5),(43 2572835.5),(44 2576815.5),(45 2582442.3),(46 2579099.5),(47 2575345),(48 2571215),(49 2575487.3),(50 2591467),(51 2608399.5),(52 2614710),(53 2618761.5),(54 2617491),(55 2616284),(56 2604438.5),(57 2596587),(58 2586996.3),(59 2588935.3),(60 2582509),(61 2573384.3),(62 2557915),(63 2536380.8),(64 2526533.3),(65 2533005.8),(66 2560813),(67 2584421),(68 2615805.5),(69 2660450.8),(70 2703365),(71 2739478),(72 2762247.5),(73 2775261.3),(74 2760618.3),(75 2742849),(76 2716548.5),(77 2701915),(78 2703969.8),(79 2713608.8),
(1 63991.516),(2 208869),(3 397349.3),(4 608888.8),(5 830048),(6 1047892.06),(7 1253163.8),(8 1435397.6),(9 1590737.9),(10 1723314.4),(11 1833949.6),(12 1917591.5),(13 1987286.9),(14 2055424.4),(15 2119081),(16 2187294),(17 2247035.3),(18 2302423.5),(19 2353276.8),(20 2394112.8),(21 2420643.8),(22 2427036),(23 2434326.3),(24 2430393.5),(25 2430880),(26 2423460),(27 2413937.8),(28 2396499.3),(29 2385699.3),(30 2385705),(31 2392243.5),(32 2407429.5),(33 2421226.8),(34 2429575.5),(35 2438135.8),(36 2439426.3),(37 2453257.8),(38 2463531.3),(39 2484237.3),(40 2497148.3),(41 2509366),(42 2530037.3),(43 2550046.5),(44 2560199.8),(45 2552646),(46 2540316),(47 2524590.3),(48 2511712.5),(49 2513351.8),(50 2534671.8),(51 2559610.8),(52 2604959.5),(53 2650233),(54 2684875.3),(55 2711111.3),(56 2714955.5),(57 2712975.8),(58 2710331),(59 2716768.5),(60 2715915.3),(61 2715969),(62 2717171.3),(63 2717904.3),(64 2711526.3),(65 2712157),(66 2724609),(67 2732885.5),(68 2737754.5),(69 2751313.5),(70 2766813),(71 2783538.5),(72 2788033.8),(73 2783499.5),(74 2773223),(75 2759059.3),(76 2734540.8),(77 2709851.3),(78 2690640),(79 2681280),
(1 59078.844),(2 190440.14),(3 363979.56),(4 555934.56),(5 755366.56),(6 953120.8),(7 1143538.5),(8 1311954.8),(9 1457174.9),(10 1585298.9),(11 1701594),(12 1812389.4),(13 1919561.4),(14 2011086.6),(15 2100095.8),(16 2173318.5),(17 2251647.8),(18 2325861.5),(19 2395758.3),(20 2448154),(21 2494657.5),(22 2531329.5),(23 2561623.8),(24 2578246),(25 2587145.5),(26 2592130.8),(27 2591386.8),(28 2584510.5),(29 2569317.8),(30 2541940.5),(31 2499362.5),(32 2454163.3),(33 2402186.8),(34 2359946.3),(35 2328239),(36 2288182.5),(37 2258551.8),(38 2228814),(39 2209760.8),(40 2193739.5),(41 2189724.8),(42 2198049.3),(43 2206809),(44 2225641.3),(45 2237181.3),(46 2239861.8),(47 2242743.5),(48 2231022.5),(49 2214563),(50 2206565.3),(51 2198271),(52 2211178),(53 2237093.8),(54 2265577),(55 2296012.3),(56 2304288),(57 2305716.3),(58 2289426.8),(59 2272684.8),(60 2254305),(61 2241115.8),(62 2224704.8),(63 2211853.3),(64 2194664.8),(65 2178499.8),(66 2164682.5),(67 2152557.8),(68 2140626.3),(69 2139400.3),(70 2143833.5),(71 2146080),(72 2136181),(73 2128673.5),(74 2120621.5),(75 2119067.3),(76 2115632.8),(77 2112300.8),(78 2110796.8),(79 2114095),
(1 59981.918),(2 192894.05),(3 366025.5),(4 563527.8),(5 765403.8),(6 962320.56),(7 1152008.9),(8 1318679),(9 1465531),(10 1591758.9),(11 1703513.1),(12 1797825.3),(13 1886821.8),(14 1967769.6),(15 2043848),(16 2130450.3),(17 2201704.5),(18 2261963),(19 2315454.5),(20 2358096),(21 2389107.5),(22 2407388.5),(23 2415069.8),(24 2411518.5),(25 2410160.8),(26 2400176),(27 2400670.3),(28 2402417.5),(29 2404012.5),(30 2411958.3),(31 2407402.3),(32 2386024.3),(33 2363089.8),(34 2346947.3),(35 2319767.3),(36 2289794.3),(37 2260603),(38 2235692.8),(39 2217239.8),(40 2209443.5),(41 2212211),(42 2226776.5),(43 2238646.5),(44 2245498),(45 2255088.3),(46 2260600.5),(47 2269682.8),(48 2266123.5),(49 2257364.5),(50 2250183),(51 2238738.8),(52 2218872.3),(53 2208559.8),(54 2190154.5),(55 2173118.3),(56 2158268),(57 2126221),(58 2088179.9),(59 2055318),(60 2029185.6),(61 2005735.5),(62 1997867.4),(63 1994772.1),(64 1993728.9),(65 1989234.6),(66 1971426),(67 1956438),(68 1938883),(69 1928475),(70 1907968.9),(71 1900552.1),(72 1897998.3),(73 1904125.1),(74 1903912.1),(75 1903606.6),(76 1887140.6),(77 1872647.1),(78 1864914.3),(79 1862940.8),
(1 62175.68),(2 204535.6),(3 390690.1),(4 599918.9),(5 814058.75),(6 1016096.75),(7 1196008.3),(8 1346105.8),(9 1465499),(10 1554237.3),(11 1630479.6),(12 1694018.6),(13 1748817.4),(14 1792783.4),(15 1832754.5),(16 1873349.4),(17 1914919.6),(18 1953776.6),(19 1982690.3),(20 2000585.1),(21 2000209.9),(22 1985255.3),(23 1978088.8),(24 1970730.6),(25 1966285.9),(26 1953648.6),(27 1938551),(28 1931994.3),(29 1926137.1),(30 1925539.4),(31 1917565.9),(32 1897266.9),(33 1870227.3),(34 1838681.1),(35 1807191.8),(36 1790303.3),(37 1789689.5),(38 1793227),(39 1804159.3),(40 1821876.4),(41 1836923.8),(42 1859769.5),(43 1884722.6),(44 1901290.1),(45 1910443.6),(46 1907118.1),(47 1893619),(48 1881411),(49 1867749),(50 1854644.3),(51 1851656.8),(52 1852117.1),(53 1861005.4),(54 1860309.9),(55 1864584.4),(56 1864080.4),(57 1861111.3),(58 1855141.9),(59 1860005.4),(60 1861025.9),(61 1865875.6),(62 1874061.4),(63 1882145.5),(64 1893119.3),(65 1903444.6),(66 1908194.9),(67 1912018.1),(68 1911557.8),(69 1907929.1),(70 1893044.8),(71 1886505.8),(72 1886794.3),(73 1892732.6),(74 1900524.6),(75 1909706.6),(76 1915001.1),(77 1918482.9),(78 1926163.6),(79 1935699.8),
(1 61695.688),(2 203059.95),(3 392809.34),(4 609609.75),(5 831629.5),(6 1041399.4),(7 1220703.1),(8 1355586.3),(9 1452673.3),(10 1516974.9),(11 1558334.4),(12 1583509.8),(13 1593382.4),(14 1589827.9),(15 1591401.3),(16 1621182.3),(17 1640722.9),(18 1682218.5),(19 1730085.4),(20 1779542),(21 1820268.3),(22 1838203.8),(23 1850084.3),(24 1855019.4),(25 1849987),(26 1843501.9),(27 1837990.6),(28 1831160.5),(29 1826033.8),(30 1840500.6),(31 1862693.4),(32 1888523.4),(33 1917441.1),(34 1952811),(35 1982242.9),(36 2007595.8),(37 2030418.6),(38 2041507.5),(39 2047702.9),(40 2046142.3),(41 2032669.5),(42 2016782.9),(43 2001307.4),(44 1990403.4),(45 1984061.4),(46 1986513.4),(47 1994558.9),(48 2008805.5),(49 2022195.3),(50 2043821.9),(51 2069171.3),(52 2091352.8),(53 2114116.5),(54 2118202.8),(55 2123720.8),(56 2123512.5),(57 2119574.5),(58 2100161),(59 2072825.3),(60 2028461.4),(61 1975469.1),(62 1917449.3),(63 1861848.9),(64 1815498.3),(65 1779070.6),(66 1750985.6),(67 1727443.5),(68 1709375.3),(69 1702318.8),(70 1710325.4),(71 1733495.5),(72 1763930.9),(73 1799552),(74 1829405.1),(75 1863571),(76 1889190.4),(77 1921411.3),(78 1944728.8),(79 1970922),
