1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71594.78),(2 40934.355),(3 140994.7),(4 141372.56),(5 256068.42),(6 279510.63),(7 402792),(8 441328.9),(9 569454.56),(10 611762.94),(11 730566),(12 789171.44),(13 919992.25),(14 1007657.56),(15 1153830.4),(16 1242296.1),(17 1382829.9),(18 1501805.4),(19 1647988.6),(20 1780417.6),(21 1939015.4),(22 2084525.6),(23 2271491.8),(24 2462088),(25 2640706.8),(26 2823773),(27 3010556),(28 3191819),(29 3372359.8),(30 3559849.8),(31 3739355.8),(32 3917014),(33 4061020),(34 4219557.5),(35 4346692),(36 4477516),(37 4572984),(38 4707827.5),(39 4812760),(40 4927113.5),(41 5011307),(42 5117719.5),(43 5205448.5),(44 5311354.5),(45 5386933.5),(46 5482771.5),(47 5542512),(48 5633202),(49 5703438),(50 5806716.5),(51 5905575.5),(52 6024752),(53 6112028.5),(54 6248392.5),(55 6367188),(56 6516908.5),(57 6667272),(58 6840994),(59 6976473.5),(60 7144160),(61 7309197.5),(62 7511088),(63 7656377.5),(64 7837212.5),(65 7967093.5),(66 8136696.5),(67 8296175.5),(68 8527196),(69 8709227),(70 8910682),(71 9099831),(72 9333117),(73 9518133),(74 9745633),(75 9942991),(76 10187829),(77 10383409),(78 10628769),(79 10836895),
(1 46237.11),(2 140549.75),(3 312171.9),(4 513434.25),(5 768925.94),(6 1027895.1),(7 1315845.6),(8 1590971.5),(9 1873047.3),(10 2124999.5),(11 2364323.8),(12 2560433.5),(13 2740531.8),(14 2873216.3),(15 2989553.5),(16 3061070.5),(17 3125417),(18 3156116.3),(19 3191226.5),(20 3214859.8),(21 3260528.8),(22 3295649.5),(23 3348445.5),(24 3397634),(25 3470479.3),(26 3545865),(27 3642599),(28 3745271),(29 3866597.5),(30 3990816),(31 4130453.3),(32 4258204),(33 4398948),(34 4511948.5),(35 4621610.5),(36 4700615),(37 4776498.5),(38 4830262.5),(39 4879310),(40 4902562.5),(41 4928237.5),(42 4931611),(43 4937045),(44 4931358.5),(45 4933998.5),(46 4933418),(47 4955257),(48 4979191.5),(49 5025829.5),(50 5068549),(51 5126366),(52 5172025),(53 5232152),(54 5275407.5),(55 5318480),(56 5337371),(57 5354217.5),(58 5341245),(59 5312174),(60 5263149),(61 5215223.5),(62 5144921.5),(63 5086873.5),(64 5025653.5),(65 4981036),(66 4930156.5),(67 4905038),(68 4874541),(69 4872274.5),(70 4869771),(71 4897357),(72 4912379),(73 4947236),(74 4971672.5),(75 5014611),(76 5045534),(77 5083003),(78 5101531.5),(79 5134443),
(1 43471.645),(2 132410.19),(3 292177.03),(4 477040.4),(5 712649.3),(6 946189.8),(7 1207572.5),(8 1447802.5),(9 1693119.4),(10 1903881.9),(11 2101573.8),(12 2262196.8),(13 2425319.3),(14 2558512.3),(15 2691889),(16 2789986.3),(17 2903608.8),(18 2996458.8),(19 3111538.8),(20 3226580.8),(21 3368580.8),(22 3500465.8),(23 3653814.8),(24 3802066.8),(25 3969901.3),(26 4133129.8),(27 4312018),(28 4478900.5),(29 4660736),(30 4823360.5),(31 5003276),(32 5161124.5),(33 5333078),(34 5464431.5),(35 5585953.5),(36 5671158.5),(37 5756353.5),(38 5815113.5),(39 5872684.5),(40 5898351.5),(41 5923504),(42 5916852.5),(43 5904094),(44 5859570.5),(45 5817482.5),(46 5756585.5),(47 5706832),(48 5641521.5),(49 5591987),(50 5533093.5),(51 5489062),(52 5432240.5),(53 5398897),(54 5355810.5),(55 5327234.5),(56 5288418.5),(57 5267957.5),(58 5237066.5),(59 5217262.5),(60 5182441.5),(61 5164253),(62 5129892.5),(63 5116872.5),(64 5099812),(65 5101458),(66 5091961.5),(67 5110443.5),(68 5118472),(69 5152512.5),(70 5178560.5),(71 5227249.5),(72 5256103.5),(73 5308376.5),(74 5340400),(75 5385727),(76 5410100),(77 5441000),(78 5445901),(79 5463481.5),
(1 37794.24),(2 109860.86),(3 243190.73),(4 396239.53),(5 594155.1),(6 796226.06),(7 1030759.44),(8 1253595.3),(9 1494872),(10 1713242.4),(11 1935814.8),(12 2120466.5),(13 2309057.5),(14 2464909.8),(15 2621684.3),(16 2738747),(17 2855628.8),(18 2928679.3),(19 3005957),(20 3048125.8),(21 3106131.3),(22 3126191.3),(23 3159522),(24 3159873.3),(25 3180002.5),(26 3173457.5),(27 3188998.5),(28 3179372.8),(29 3203367.8),(30 3210257.5),(31 3257523.5),(32 3290357.5),(33 3368007.3),(34 3418678.8),(35 3495499),(36 3544145.3),(37 3620243.3),(38 3669781.8),(39 3732857.3),(40 3760707.8),(41 3798470.5),(42 3790966),(43 3794628.5),(44 3749015.3),(45 3714974),(46 3648889.5),(47 3601842),(48 3522089.3),(49 3468163.3),(50 3389262.5),(51 3346508.5),(52 3282054.8),(53 3252699),(54 3209203.8),(55 3197183.8),(56 3163484.8),(57 3165510.5),(58 3145484.5),(59 3150181),(60 3129472.8),(61 3145296.3),(62 3134879.3),(63 3153022.8),(64 3147178),(65 3170611),(66 3165228.8),(67 3202294.5),(68 3214909.8),(69 3267024),(70 3294228.5),(71 3362081),(72 3402725.8),(73 3479057.5),(74 3521335),(75 3595784.3),(76 3629722.3),(77 3683646),(78 3697145),(79 3734025.3),
(1 37806.047),(2 110516.59),(3 244778.23),(4 396564.16),(5 589049.8),(6 775508.56),(7 989225.6),(8 1180135.4),(9 1379516.6),(10 1550726.5),(11 1728463.3),(12 1873396),(13 2047217.8),(14 2200197.8),(15 2352921.3),(16 2472754),(17 2597924),(18 2687806),(19 2781728.8),(20 2850963),(21 2928506.5),(22 2978996.8),(23 3029977.5),(24 3052118.8),(25 3079257.5),(26 3081573),(27 3097726.5),(28 3090210.3),(29 3107561.5),(30 3113868.5),(31 3146322.3),(32 3172776),(33 3228768),(34 3265922.3),(35 3320988.8),(36 3357723.5),(37 3409773),(38 3437593.5),(39 3481531.5),(40 3500367.3),(41 3538694.5),(42 3556222.8),(43 3584223.8),(44 3584857.5),(45 3591402),(46 3574150.8),(47 3582551),(48 3572592.8),(49 3591489.3),(50 3598020.5),(51 3620971.5),(52 3628205.5),(53 3646883.8),(54 3652546),(55 3669592.8),(56 3656927),(57 3660987.3),(58 3645173.8),(59 3642908.5),(60 3622865),(61 3626800.8),(62 3612099),(63 3617759.3),(64 3610446),(65 3631103),(66 3634965.8),(67 3668677),(68 3687463.8),(69 3729703),(70 3754392.3),(71 3811272.8),(72 3849027),(73 3906832.8),(74 3934531),(75 3982368.3),(76 3997208),(77 4027377),(78 4032128),(79 4050883.5),
(1 36607.625),(2 105747.15),(3 227267.3),(4 358869.6),(5 521369.72),(6 675423.25),(7 845342.4),(8 992956.56),(9 1145154.1),(10 1273702.9),(11 1404787.5),(12 1509119.8),(13 1623752),(14 1722617.5),(15 1833785.9),(16 1925182.6),(17 2026838.9),(18 2108265),(19 2198354.3),(20 2271710),(21 2356547),(22 2423669),(23 2495393.5),(24 2545003),(25 2604100.3),(26 2649429.8),(27 2711967),(28 2770607.8),(29 2852152.3),(30 2925212.3),(31 3022922.8),(32 3113891),(33 3230281.5),(34 3328053),(35 3431100.3),(36 3510409.5),(37 3600948.5),(38 3667796.8),(39 3743515),(40 3800288.3),(41 3872857.3),(42 3919295.8),(43 3976937),(44 4012029),(45 4052020.8),(46 4077237.3),(47 4105310),(48 4113748.8),(49 4127092.5),(50 4115027.5),(51 4102193.8),(52 4066137),(53 4031389),(54 3980606.5),(55 3933058.8),(56 3861965),(57 3801705.8),(58 3725415.8),(59 3658642.3),(60 3579542.5),(61 3515012.3),(62 3444646.8),(63 3397703.8),(64 3353188.3),(65 3327737.5),(66 3300372.8),(67 3299073),(68 3300702.8),(69 3322914.3),(70 3346464.3),(71 3395169.5),(72 3429965.3),(73 3478144),(74 3512705.3),(75 3555494.3),(76 3584987),(77 3625301.3),(78 3645935.8),(79 3680729.5),
(1 36223.555),(2 107812.914),(3 233597),(4 374873.5),(5 546567.1),(6 709230.1),(7 886659.44),(8 1043940.56),(9 1205505.9),(10 1347979.1),(11 1497965.4),(12 1635062.1),(13 1802256.9),(14 1962441.4),(15 2138208.8),(16 2288083.3),(17 2449652.3),(18 2588684.3),(19 2737852.8),(20 2865518.8),(21 2999333.8),(22 3100461),(23 3206963.3),(24 3280218.3),(25 3362380.8),(26 3424914.3),(27 3502746.3),(28 3565445.3),(29 3650405.3),(30 3722950.5),(31 3818267.3),(32 3895684),(33 3994369.8),(34 4068163.3),(35 4158259.8),(36 4226578.5),(37 4311928.5),(38 4372529),(39 4448519.5),(40 4498459.5),(41 4563387),(42 4603355.5),(43 4655867.5),(44 4680585.5),(45 4710810.5),(46 4714211),(47 4727703.5),(48 4715203),(49 4713973.5),(50 4686552),(51 4660504),(52 4610231.5),(53 4572467),(54 4519317),(55 4477373.5),(56 4419651),(57 4383914.5),(58 4341252.5),(59 4325655.5),(60 4299618),(61 4292597),(62 4272024.5),(63 4268434.5),(64 4251390),(65 4249029.5),(66 4227728),(67 4221223),(68 4200136.5),(69 4197897.5),(70 4183372.3),(71 4187482.8),(72 4176760.8),(73 4183702.5),(74 4173402.8),(75 4179727),(76 4168264.5),(77 4172753.5),(78 4150541.3),(79 4141643.8),
(1 33843.336),(2 101138.65),(3 216933.83),(4 343627.4),(5 493788.06),(6 631378.1),(7 772722.06),(8 884636.8),(9 995846.75),(10 1079161.6),(11 1167170.1),(12 1236647),(13 1326055.3),(14 1413424.9),(15 1520113.9),(16 1617239.5),(17 1731468.8),(18 1829520.8),(19 1930538.6),(20 2011856),(21 2088186.6),(22 2131194.5),(23 2171374.5),(24 2188719.8),(25 2213477.8),(26 2223778),(27 2248335.3),(28 2265944.3),(29 2306907.3),(30 2337492.3),(31 2387015.3),(32 2427636.8),(33 2488389),(34 2528702.5),(35 2572368.5),(36 2593228.5),(37 2616491.5),(38 2613573.3),(39 2614135.5),(40 2591831.8),(41 2582954),(42 2560146),(43 2554949.3),(44 2538687.5),(45 2539237.5),(46 2532425.8),(47 2546957.5),(48 2549308.5),(49 2567573.3),(50 2562414.5),(51 2564742.3),(52 2542817.5),(53 2535489.3),(54 2504118.3),(55 2488411),(56 2454456.3),(57 2438991.8),(58 2412071.3),(59 2400114.3),(60 2368636.3),(61 2353613),(62 2321448.5),(63 2298811.8),(64 2263968.5),(65 2249506.3),(66 2223635.5),(67 2220968),(68 2206592.8),(69 2219278.3),(70 2231643),(71 2267528),(72 2294859.8),(73 2337141.8),(74 2366101.8),(75 2409623.3),(76 2441436.5),(77 2481293.3),(78 2495262),(79 2517171.8),
(1 29091.984),(2 84535.82),(3 182979.27),(4 287250),(5 413702.53),(6 526570.3),(7 648787.25),(8 746129.56),(9 842973),(10 911167.3),(11 982831.3),(12 1030700.5),(13 1090095.3),(14 1140892.9),(15 1210779.4),(16 1265913.5),(17 1336535),(18 1388630.8),(19 1449816.5),(20 1494428.1),(21 1544960.3),(22 1572037.9),(23 1604058.1),(24 1620105.6),(25 1643719),(26 1653630.3),(27 1675377.8),(28 1684901.1),(29 1701300.4),(30 1702323.1),(31 1713475.9),(32 1708573.1),(33 1715364.9),(34 1706781.9),(35 1703490.6),(36 1682959.4),(37 1669919.4),(38 1642342.3),(39 1625967.4),(40 1598510.6),(41 1588609.3),(42 1573352),(43 1579325.3),(44 1576861),(45 1590052.8),(46 1599194),(47 1627610.1),(48 1649659.3),(49 1684075),(50 1703265.6),(51 1735193.8),(52 1752699.5),(53 1780636.8),(54 1794061.8),(55 1815306.5),(56 1828167),(57 1852843.4),(58 1862885.9),(59 1884719),(60 1890340.4),(61 1910645),(62 1917300.3),(63 1930756.3),(64 1934422),(65 1951708.9),(66 1960901.4),(67 1984899.4),(68 1997775.1),(69 2021064.9),(70 2037081.5),(71 2069327.3),(72 2089949.6),(73 2127448.5),(74 2150153.5),(75 2185302.3),(76 2206633.5),(77 2237297),(78 2250239.3),(79 2269411),
(1 29568.33),(2 85478.57),(3 183336.25),(4 284089.78),(5 405750.9),(6 510772.75),(7 624141.1),(8 711399.25),(9 802248.9),(10 871133.06),(11 942718.8),(12 995861.1),(13 1059384.9),(14 1113901.8),(15 1180319),(16 1230133.3),(17 1289807.8),(18 1326888.1),(19 1373156.6),(20 1405585.8),(21 1453561.3),(22 1488026.9),(23 1536416.3),(24 1571211.5),(25 1623700),(26 1658298.5),(27 1706569.8),(28 1734898.8),(29 1772655.5),(30 1789529.1),(31 1812927.8),(32 1815114.3),(33 1827541.8),(34 1819519.1),(35 1819137.3),(36 1802497.4),(37 1800265.3),(38 1783484.5),(39 1779442.5),(40 1764393.5),(41 1763207.5),(42 1752004.5),(43 1758842.3),(44 1754722.5),(45 1765222.5),(46 1770982.5),(47 1796546.5),(48 1811920.5),(49 1845933.8),(50 1865901),(51 1901448.3),(52 1926587.5),(53 1964935.5),(54 1990227),(55 2025815.5),(56 2049756.1),(57 2085466.6),(58 2106439.5),(59 2141385.8),(60 2159521.5),(61 2191816.5),(62 2214680.8),(63 2253039),(64 2275415.5),(65 2316298.8),(66 2342226),(67 2379367),(68 2401004),(69 2434318.5),(70 2452285.5),(71 2487880.8),(72 2509154.3),(73 2535614),(74 2539602.5),(75 2556160.8),(76 2550730.5),(77 2552638),(78 2535352),(79 2528204.5),
(1 31694.732),(2 94277.12),(3 197807.19),(4 307284.7),(5 432922.66),(6 541997.44),(7 650764.5),(8 734491.8),(9 815531.44),(10 879434.8),(11 947872.44),(12 1004094.7),(13 1086251.9),(14 1167056.6),(15 1254839.8),(16 1324989.3),(17 1402469.8),(18 1463371.4),(19 1527510),(20 1587329.4),(21 1659337.8),(22 1722187.9),(23 1800755.9),(24 1874024.9),(25 1959215.8),(26 2038213.4),(27 2120284),(28 2185472),(29 2249464.8),(30 2296834.8),(31 2345900.3),(32 2376010.8),(33 2406861),(34 2414907.8),(35 2420018.5),(36 2409722.3),(37 2403147.3),(38 2383266.5),(39 2368606.8),(40 2340655),(41 2315420),(42 2278969),(43 2252703),(44 2214556.3),(45 2188432.5),(46 2158626.3),(47 2145971),(48 2130671.3),(49 2127776.5),(50 2117718),(51 2120383.8),(52 2112418.8),(53 2113837.3),(54 2105869),(55 2106536.8),(56 2093981.9),(57 2092874.6),(58 2087998.3),(59 2095667.5),(60 2098144.5),(61 2115506.3),(62 2130622.5),(63 2155565.8),(64 2172695.3),(65 2199437.5),(66 2216544.5),(67 2241647.3),(68 2257697.3),(69 2277046.5),(70 2286307.3),(71 2304774),(72 2309001.3),(73 2322521.5),(74 2321426.5),(75 2327300.5),(76 2324849.3),(77 2327349.5),(78 2325653.5),(79 2330233),
(1 30857.557),(2 88868.46),(3 185354.83),(4 284271.63),(5 398007.34),(6 495453.6),(7 593032.94),(8 665697.2),(9 737117.8),(10 791187.44),(11 850925.56),(12 895404.4),(13 961930.4),(14 1018505.6),(15 1087856.4),(16 1136158.9),(17 1192622.4),(18 1230545.1),(19 1276602),(20 1312374.4),(21 1367544.1),(22 1420352.4),(23 1492388.6),(24 1560729.6),(25 1640904),(26 1708761.6),(27 1778125.1),(28 1825751.8),(29 1873201.1),(30 1903521.1),(31 1936407.5),(32 1952272.9),(33 1972420.1),(34 1974032.3),(35 1981148.8),(36 1974771),(37 1972756.8),(38 1957021),(39 1949116.8),(40 1926894.1),(41 1912706.1),(42 1883962),(43 1862666.6),(44 1824951.3),(45 1794009.9),(46 1753506.4),(47 1725158.9),(48 1688498.8),(49 1666485.9),(50 1637575),(51 1624969),(52 1602491.9),(53 1592493.5),(54 1577576.8),(55 1572188.6),(56 1558528.6),(57 1553762.9),(58 1540811.5),(59 1538225.3),(60 1526465.9),(61 1527955.4),(62 1523728),(63 1530343),(64 1527723.6),(65 1532624.6),(66 1529432.4),(67 1534665.8),(68 1534251.3),(69 1545619),(70 1551929.5),(71 1574988.1),(72 1590479.9),(73 1614683.9),(74 1625245.4),(75 1645434.5),(76 1656663.4),(77 1676072),(78 1687453.3),(79 1708618.3),
(1 30692.633),(2 89806.125),(3 188337.97),(4 290805.75),(5 407958.03),(6 506993.38),(7 604387.25),(8 675660.1),(9 742287.5),(10 786614.4),(11 831164.25),(12 855201.8),(13 891438.25),(14 920462.94),(15 958776.25),(16 977331.7),(17 1003435.44),(18 1011635.44),(19 1029200.1),(20 1038827.25),(21 1067998.5),(22 1094797.5),(23 1145415.3),(24 1191459.5),(25 1256056.8),(26 1308782.8),(27 1375031.5),(28 1419574.8),(29 1472239.8),(30 1506258.1),(31 1548729.9),(32 1572865.6),(33 1611829),(34 1635587.9),(35 1667662.5),(36 1682464),(37 1706256.1),(38 1715812.5),(39 1734976.3),(40 1736657.5),(41 1747079.1),(42 1735751.5),(43 1729373.8),(44 1699444.5),(45 1675314.8),(46 1634747.6),(47 1609173.6),(48 1572440.6),(49 1550309.9),(50 1520355.5),(51 1511120.1),(52 1495208.1),(53 1500513.3),(54 1494233.3),(55 1506864.1),(56 1507997.8),(57 1522052.6),(58 1526670),(59 1548598.5),(60 1557016),(61 1584908.4),(62 1598215.1),(63 1625953.4),(64 1639317.6),(65 1664718.9),(66 1674297.3),(67 1694830.1),(68 1700593.8),(69 1715039.5),(70 1713756),(71 1725805.8),(72 1720896.6),(73 1727118.1),(74 1715774.9),(75 1718863),(76 1711171.9),(77 1717074.4),(78 1714624.9),(79 1726352.5),
(1 29856.303),(2 90462.445),(3 187730.48),(4 288073.06),(5 398310.94),(6 488501.06),(7 574874.4),(8 637742.44),(9 698181.94),(10 742330.25),(11 790407.06),(12 824381.94),(13 868573.94),(14 903656.2),(15 945301.2),(16 965281.75),(17 986525.5),(18 992627),(19 1004450.06),(20 1008267.94),(21 1026225.2),(22 1035465.1),(23 1056791.8),(24 1070059.9),(25 1090427.8),(26 1099689.3),(27 1116509.5),(28 1126041.3),(29 1147820.9),(30 1167752.9),(31 1205227.9),(32 1239534),(33 1292890.3),(34 1336646),(35 1390984.1),(36 1428479.1),(37 1468554.8),(38 1495228.1),(39 1527925.9),(40 1549097.3),(41 1575928.5),(42 1588406.9),(43 1603995.1),(44 1602868.3),(45 1602116.6),(46 1589953.5),(47 1587372.3),(48 1574876.1),(49 1573688.1),(50 1566090.4),(51 1569461.4),(52 1568075.9),(53 1581404.1),(54 1586275.8),(55 1597878.8),(56 1596621.6),(57 1603181.3),(58 1600144),(59 1607762),(60 1608275.4),(61 1620573),(62 1621426.6),(63 1633707.9),(64 1636123.5),(65 1653005.4),(66 1661408.4),(67 1683731.9),(68 1698950.1),(69 1721826.6),(70 1736382),(71 1760678.4),(72 1772852.9),(73 1793570.3),(74 1802843.9),(75 1826796.6),(76 1842731.4),(77 1868563),(78 1882101.4),(79 1906266.4),
(1 27921.133),(2 83783.016),(3 175082.16),(4 269861.2),(5 375416.44),(6 461359.06),(7 545109.9),(8 601934.7),(9 655812.44),(10 689327.9),(11 727289.2),(12 757355.56),(13 806299.6),(14 844267.75),(15 886864.9),(16 911964.44),(17 942055.6),(18 956446.94),(19 981448.06),(20 999376.2),(21 1029850.3),(22 1055071.1),(23 1091618),(24 1120580),(25 1157243.1),(26 1178760.8),(27 1205885.8),(28 1220016.6),(29 1248723.9),(30 1269658.1),(31 1302400.5),(32 1330281.1),(33 1368920.5),(34 1393876.8),(35 1425824.1),(36 1441118.6),(37 1458638),(38 1467568.9),(39 1485904.8),(40 1495344.9),(41 1511005.9),(42 1514893.4),(43 1522218),(44 1513235.5),(45 1505226.3),(46 1484302.1),(47 1473648.6),(48 1448979.3),(49 1435421.4),(50 1414302.8),(51 1407464.5),(52 1397701.8),(53 1398939.9),(54 1395256.5),(55 1398625),(56 1395679.4),(57 1402205.1),(58 1403342.3),(59 1415408),(60 1419091.3),(61 1429038.4),(62 1429181.9),(63 1436381.5),(64 1434558.3),(65 1441934.8),(66 1441696.8),(67 1450298.1),(68 1447376.1),(69 1452085.4),(70 1442080.8),(71 1441948.5),(72 1431552.9),(73 1432846.1),(74 1425535.9),(75 1430645.6),(76 1425345.1),(77 1433478),(78 1430029.9),(79 1437863.3),
(1 27700.611),(2 83002.734),(3 170141.13),(4 258178.63),(5 353501.88),(6 431686.88),(7 507765.16),(8 561054.75),(9 609580.94),(10 639406.3),(11 672660.9),(12 692950.1),(13 724004.75),(14 751429.3),(15 787518.25),(16 811874.9),(17 846227.4),(18 870552),(19 906511.4),(20 938923.4),(21 987192.8),(22 1030463.44),(23 1079753.9),(24 1114773.1),(25 1154771.5),(26 1179013.8),(27 1208740),(28 1230398.6),(29 1268258.4),(30 1299574.5),(31 1343601.9),(32 1382974.6),(33 1436519.6),(34 1475406.8),(35 1519435.4),(36 1547861.4),(37 1575174.9),(38 1587402.9),(39 1604061.9),(40 1603952.8),(41 1609723.4),(42 1602288.9),(43 1599342.6),(44 1579878.9),(45 1566550.4),(46 1542976),(47 1525870.9),(48 1501080.9),(49 1483524.1),(50 1455657.3),(51 1438154.6),(52 1412932.3),(53 1397226),(54 1375839.1),(55 1361223.8),(56 1339005.1),(57 1325878.4),(58 1305989.1),(59 1298941.4),(60 1285190.1),(61 1284955.3),(62 1275775.9),(63 1275941.6),(64 1266221.1),(65 1268367.5),(66 1260627.9),(67 1264713.4),(68 1259643.3),(69 1266237.9),(70 1263975.6),(71 1274681.4),(72 1276060.3),(73 1285571.5),(74 1286618.8),(75 1295556.5),(76 1296440.4),(77 1305104),(78 1305115.9),(79 1316867.1),
(1 28057.592),(2 80848.54),(3 163461.36),(4 243628.47),(5 331249.63),(6 398082.4),(7 461525.06),(8 501110.84),(9 538181.1),(10 556386.1),(11 580143.9),(12 597411.94),(13 634227.3),(14 665307.3),(15 704255.9),(16 730424.8),(17 766290),(18 797107.1),(19 837310.1),(20 871162.56),(21 912374.1),(22 944772),(23 981875.06),(24 1005741.5),(25 1033595.3),(26 1048639.9),(27 1068191.6),(28 1080339.8),(29 1107578.3),(30 1127045.5),(31 1157102.6),(32 1182108.6),(33 1217623.6),(34 1243155),(35 1275411.4),(36 1289501),(37 1309448.3),(38 1317063.6),(39 1329297.5),(40 1328826.4),(41 1332115.5),(42 1318263),(43 1307634.6),(44 1283997.8),(45 1268295.1),(46 1246073.8),(47 1233860.1),(48 1209153.8),(49 1191011.3),(50 1160354.5),(51 1140566.6),(52 1115941.5),(53 1106239),(54 1094033.8),(55 1091736.1),(56 1081151.6),(57 1087263.3),(58 1091450.5),(59 1110933.6),(60 1125631.8),(61 1151640.6),(62 1166724.6),(63 1190358.9),(64 1203623.5),(65 1226197.1),(66 1238486.9),(67 1261984.8),(68 1275190),(69 1297071.4),(70 1307889),(71 1330609.5),(72 1343212.3),(73 1367917.8),(74 1385240),(75 1410598.4),(76 1426842.3),(77 1449712.8),(78 1459009.1),(79 1471088.8),
