1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 203919.42),(2 562485.2),(3 882198.8),(4 1200133.1),(5 1582555),(6 1952062.1),(7 2259436.8),(8 2516771.8),(9 2739225.8),(10 3129988.8),(11 3495771),(12 3884250),(13 4244400.5),(14 4551337.5),(15 4840519.5),(16 5000094.5),(17 5108614.5),(18 5212156),(19 5323537.5),(20 5541835.5),(21 5705391.5),(22 5794377.5),(23 5936660.5),(24 6139368),(25 6366262.5),(26 6696866),(27 6971364.5),(28 7044243.5),(29 7078231.5),(30 6967235.5),(31 6751065.5),(32 6557044.5),(33 6369568.5),(34 6162994.5),(35 5896548),(36 5642412.5),(37 5586348.5),(38 5685145.5),(39 5605832),(40 5358024.5),(41 5190711),(42 5127028),(43 5095940.5),(44 5081890),(45 5224718.5),(46 5390680),(47 5469081.5),(48 5541716),(49 5728868.5),(50 5949642.5),(51 6123184.5),(52 6283025.5),(53 6391623.5),(54 6351994.5),(55 6389570.5),(56 6444578),(57 6553547.5),(58 6465238),(59 6408038.5),(60 6366084),(61 6554661.5),(62 6735674.5),(63 7012985.5),(64 7314306),(65 7440557.5),(66 7337004),(67 7294863.5),(68 7454207.5),(69 7659403.5),(70 7814478),(71 8050631.5),(72 8170805.5),(73 8279106),(74 8325474.5),(75 8217368),(76 8148937.5),(77 8345715.5),(78 8669792),(79 9033312),
(1 6707.057),(2 12697.231),(3 14470.928),(4 15047.337),(5 15741.898),(6 16539.99),(7 16846.145),(8 16277.064),(9 16374.191),(10 16526.406),(11 16877.656),(12 16706.86),(13 17127.135),(14 17243.113),(15 17232.354),(16 17074.934),(17 17236.303),(18 16419.37),(19 16287.234),(20 16867.854),(21 17422.938),(22 17058.014),(23 16984.082),(24 17013.61),(25 16942.943),(26 16530.521),(27 16440.611),(28 16398.512),(29 16814.238),(30 16870.16),(31 17180.322),(32 16914.879),(33 17018.754),(34 16970.055),(35 17535.402),(36 17793.006),(37 18056.12),(38 17971.79),(39 18000.965),(40 17736.43),(41 17819.139),(42 17764.203),(43 17858.504),(44 17235.166),(45 17221.992),(46 17224.63),(47 17583.064),(48 17329.426),(49 17574.242),(50 17999.912),(51 18393.027),(52 18217.965),(53 18427.979),(54 18095.21),(55 17842.057),(56 17585.895),(57 17581.512),(58 17528.146),(59 17959.51),(60 17810.215),(61 17877.951),(62 17930.275),(63 17937.365),(64 17543.063),(65 17706.84),(66 18073.11),(67 18355.742),(68 18327.818),(69 18508.592),(70 17714.219),(71 17598.107),(72 17493.229),(73 17993.938),(74 17471.443),(75 17589.188),(76 17064.574),(77 17232.201),(78 17270.516),(79 17510.383),
(1 6304.4023),(2 11936.028),(3 13418.427),(4 13557.285),(5 14110.551),(6 14766.381),(7 15282.334),(8 14863.029),(9 14831.6455),(10 15052.487),(11 15438.632),(12 15169.386),(13 15391.6875),(14 15465.157),(15 15512.46),(16 15405.073),(17 15414.42),(18 14742.498),(19 14506.92),(20 15125.799),(21 15741.188),(22 15312.932),(23 15300.091),(24 15189.851),(25 15396.792),(26 15338.136),(27 15126.716),(28 14652.604),(29 15195.206),(30 15229.453),(31 15371.723),(32 15075.627),(33 14872.193),(34 14994.121),(35 15751.794),(36 15946.564),(37 16429.283),(38 16472.236),(39 16741.111),(40 16495.555),(41 16562.52),(42 16359.3),(43 16404.629),(44 16026.944),(45 16007.465),(46 16010.626),(47 16526.73),(48 16303.837),(49 16712.393),(50 16950.93),(51 16770.08),(52 16450.018),(53 16590.98),(54 16678.672),(55 16667.273),(56 16119.277),(57 16006.328),(58 15849.284),(59 16106.397),(60 15988.816),(61 16091.171),(62 16357.262),(63 16649.57),(64 16363.93),(65 16734.84),(66 16918.16),(67 16763.422),(68 16377.124),(69 16737.332),(70 16406.193),(71 16408.438),(72 16419.992),(73 16675.936),(74 16366.263),(75 16331.597),(76 16243.039),(77 16619.031),(78 16707.584),(79 16435.451),
(1 5922.3027),(2 10941.986),(3 12371.459),(4 12699.048),(5 13148.799),(6 13461.158),(7 13715.493),(8 13483.609),(9 13873.801),(10 14268.478),(11 14565.229),(12 14431.35),(13 14729.94),(14 14486.891),(15 14326.629),(16 14325.015),(17 14505.21),(18 14019.201),(19 13622.315),(20 13522.778),(21 14025.185),(22 13919.544),(23 13860.217),(24 13801.224),(25 14120.407),(26 14109.776),(27 14175.85),(28 13708.361),(29 13746.537),(30 13926.895),(31 14100.547),(32 14047.436),(33 13862.754),(34 13592.845),(35 14124.193),(36 14250.218),(37 14802.333),(38 14797.216),(39 14945.226),(40 14779.592),(41 15128.867),(42 14960.619),(43 14900.269),(44 14540.423),(45 14523.155),(46 14399.758),(47 14783.79),(48 14508.896),(49 14999.623),(50 15064.849),(51 14984.255),(52 14817.502),(53 15331.739),(54 15274.225),(55 15382.099),(56 15246.546),(57 14985.534),(58 14526.598),(59 14901.245),(60 14788.136),(61 14525.402),(62 14680.502),(63 14931.032),(64 14839.448),(65 15120.442),(66 14968.397),(67 14753.344),(68 14445.005),(69 14911.409),(70 14618.14),(71 14602.399),(72 14641.557),(73 15023.472),(74 15224.045),(75 15499.774),(76 15145.409),(77 15310.163),(78 15095.14),(79 14659.1045),
(1 5790.452),(2 10947.784),(3 12574.681),(4 12625.912),(5 12660.311),(6 12985.359),(7 13422.048),(8 13090.393),(9 13403.857),(10 13683.361),(11 13844.239),(12 13660.665),(13 13661.259),(14 13446.407),(15 13614.928),(16 13658.545),(17 13787.438),(18 13519.212),(19 13060.673),(20 12951.337),(21 13447.271),(22 13332.242),(23 13388.797),(24 13574.82),(25 13732.593),(26 13461.074),(27 13392.803),(28 12793.218),(29 12946.901),(30 13346.391),(31 14074.359),(32 14131.49),(33 13884.741),(34 13736.635),(35 14104.68),(36 13974.115),(37 14299.641),(38 14210.644),(39 14378.509),(40 14197.268),(41 14590.844),(42 14509.273),(43 14521.948),(44 14212.911),(45 13857.842),(46 14106.599),(47 14375.62),(48 14027.855),(49 14659.495),(50 14681.86),(51 14640.634),(52 13920.833),(53 13852.58),(54 14290.126),(55 14476.563),(56 14178.249),(57 14167.141),(58 13721.974),(59 14202.478),(60 14045.159),(61 13890.103),(62 14160.63),(63 14635.23),(64 14182.954),(65 14188.029),(66 13853.967),(67 13851.648),(68 13467.74),(69 13670.564),(70 13642.452),(71 13851.938),(72 13996.068),(73 14400.472),(74 14464.469),(75 14596.07),(76 14565.978),(77 15248.496),(78 15142.365),(79 14767.631),
(1 5482.9824),(2 10545.554),(3 11974.002),(4 12208.986),(5 12418.708),(6 12565.851),(7 12688.243),(8 12555.66),(9 13032.679),(10 13387.637),(11 13110.854),(12 12718.139),(13 12979.305),(14 12939.326),(15 13147.738),(16 13382.499),(17 13428.109),(18 13089.645),(19 12543.84),(20 12458.539),(21 13059.731),(22 13022.617),(23 12969.717),(24 13048.31),(25 13266.827),(26 12859.528),(27 12673.915),(28 12279.741),(29 12448.562),(30 12713.87),(31 13403.972),(32 13347.688),(33 13153.519),(34 12926.87),(35 13142.509),(36 13229.896),(37 13218.514),(38 13098.1),(39 13238.576),(40 13228.541),(41 13460.5),(42 13383.402),(43 13454.682),(44 13106.741),(45 12656.758),(46 12809.179),(47 13461.745),(48 13504.993),(49 13726.705),(50 13957.728),(51 13787.719),(52 13458.443),(53 13500.664),(54 13424.653),(55 13354.947),(56 13516.814),(57 13522.667),(58 13121.255),(59 13318.6),(60 13306.722),(61 13408.559),(62 13524.201),(63 13730.218),(64 13197.647),(65 13308.542),(66 13115.972),(67 12905.337),(68 12713.594),(69 12830.913),(70 12720.545),(71 13016.678),(72 13038.978),(73 13551.178),(74 13759.467),(75 13714.116),(76 13587.357),(77 13565.441),(78 13462.851),(79 13217.16),
(1 5172.348),(2 9688.421),(3 10596.426),(4 10829.136),(5 11498.391),(6 11556.517),(7 11532.827),(8 11522.129),(9 11855.557),(10 11979.934),(11 12061.596),(12 11725.786),(13 12035.878),(14 12147.011),(15 12148.937),(16 12330.697),(17 12560.722),(18 12195.526),(19 11648.024),(20 11612.392),(21 12187.616),(22 12056.838),(23 11859.077),(24 11846.963),(25 12062.859),(26 11867.283),(27 11879.208),(28 11759.053),(29 12068.221),(30 12289.743),(31 12711.208),(32 12727.947),(33 12482.44),(34 12095.518),(35 12440.214),(36 12399.413),(37 12331.614),(38 12339.784),(39 12328.303),(40 12168.348),(41 12246.604),(42 12093.385),(43 12177.561),(44 11719.869),(45 11428.239),(46 11621.6045),(47 12230.659),(48 11928.491),(49 12108.787),(50 12512.338),(51 12554.754),(52 12340.743),(53 12813.689),(54 12522.257),(55 12326.34),(56 12248.401),(57 12321.661),(58 12101.94),(59 12279.431),(60 12452.748),(61 12779.104),(62 12561.65),(63 12588.637),(64 12354.33),(65 12683.01),(66 12280.047),(67 12041.237),(68 12130.599),(69 12437.185),(70 12200.83),(71 12302.94),(72 12458.386),(73 12745.979),(74 12614.279),(75 12654.3),(76 12466.063),(77 12754.548),(78 12638.16),(79 12364.892),
(1 4964.9414),(2 9221.481),(3 10308.226),(4 10504.421),(5 10948.483),(6 10980.178),(7 10860.913),(8 10593.74),(9 10819.04),(10 10895.5),(11 11021.873),(12 11084.192),(13 11459.07),(14 11383.105),(15 11353.07),(16 11237.275),(17 11430.508),(18 11185.341),(19 10814.667),(20 10761.868),(21 11186.838),(22 11001.222),(23 10822.119),(24 10798.493),(25 11016.809),(26 10912.346),(27 10883.618),(28 10773.645),(29 11144.87),(30 11460.638),(31 11715.187),(32 11569.096),(33 11371.879),(34 11089.548),(35 11570.218),(36 11496.593),(37 11448.957),(38 11287.312),(39 11323.921),(40 11319.81),(41 11522.791),(42 11417.25),(43 11438.273),(44 11319.225),(45 11222.663),(46 11167.178),(47 11626.326),(48 11611.444),(49 11782.473),(50 11857.683),(51 11565.479),(52 11347.434),(53 11819.477),(54 11660.018),(55 11497.261),(56 11360.315),(57 11447.391),(58 11147.729),(59 11147.013),(60 11190.752),(61 11403.752),(62 11350.911),(63 11485.465),(64 11454.066),(65 11583.55),(66 11331.671),(67 11300.237),(68 11260.084),(69 11278.54),(70 11149.565),(71 11177.427),(72 11173.399),(73 11301.707),(74 11205.492),(75 11394.101),(76 11348.115),(77 11497.666),(78 11459.649),(79 11612.192),
(1 4718.0913),(2 8578.867),(3 9428.344),(4 9355.123),(5 9382.349),(6 9508.187),(7 9600.064),(8 9555.685),(9 9906.094),(10 10017.255),(11 10109.582),(12 9882.325),(13 10338.239),(14 10422.352),(15 10453.285),(16 10318.069),(17 10367.877),(18 10236.26),(19 10163.319),(20 9936.528),(21 10122.853),(22 9959.605),(23 9993.384),(24 10071.402),(25 10435.965),(26 10383.962),(27 10388.219),(28 9998.736),(29 10350.417),(30 10686.293),(31 10809.166),(32 10512.059),(33 10419.9),(34 10131.077),(35 10432.664),(36 10379.609),(37 10219.175),(38 10112.172),(39 10469.865),(40 10529.236),(41 10628.855),(42 10468.064),(43 10485.175),(44 10000.9),(45 10159.044),(46 10359.853),(47 10679.974),(48 10640.672),(49 10802.903),(50 10895.208),(51 10692.883),(52 10428.548),(53 10572.72),(54 10450.294),(55 10647.93),(56 10687.432),(57 10659.876),(58 10440.565),(59 10623.803),(60 10633.988),(61 10710.395),(62 10569.558),(63 10791.722),(64 10743.327),(65 10897.717),(66 10775.41),(67 10959.131),(68 10800.719),(69 10541.727),(70 10401.46),(71 10482.926),(72 10512.267),(73 10832.09),(74 10673.759),(75 10809.538),(76 10587),(77 10599.648),(78 10669.884),(79 10902.878),
(1 4483.27),(2 8115.7085),(3 8921.177),(4 8871.462),(5 9098.467),(6 9399.033),(7 9523.208),(8 9441.77),(9 9843.096),(10 10174.225),(11 10032.794),(12 9701.548),(13 9938.736),(14 10219.933),(15 10420.064),(16 9996.68),(17 9889.068),(18 9974.752),(19 10071.144),(20 9864.949),(21 10086.6455),(22 10127.118),(23 10194.145),(24 10157.47),(25 10589.485),(26 10625.763),(27 10462.693),(28 9938.364),(29 10027.517),(30 10346.571),(31 10585.306),(32 10295.921),(33 10227.389),(34 10080.401),(35 10315.263),(36 10073.85),(37 10010.543),(38 10208.165),(39 10444.616),(40 10360.762),(41 10414.774),(42 10399.929),(43 10571.792),(44 10113.376),(45 9965.511),(46 9893.204),(47 10270.407),(48 10277.57),(49 10421.644),(50 10312.787),(51 10409.057),(52 10271.419),(53 10245.071),(54 9995.845),(55 10141.696),(56 10354.213),(57 10471.921),(58 10258.071),(59 10195.7295),(60 10185.898),(61 10203.698),(62 9975.649),(63 9984.389),(64 9933.339),(65 9981.596),(66 9939.221),(67 10283.817),(68 10094.158),(69 10045.643),(70 10074.118),(71 10226.744),(72 10115.814),(73 10402.112),(74 10305.462),(75 10310.402),(76 10083.5625),(77 10296.718),(78 10548.692),(79 10837.389),
(1 4156.424),(2 7442.0405),(3 8343.448),(4 8461.009),(5 8636.252),(6 8829.669),(7 8816.922),(8 8767.784),(9 9286.916),(10 9496.943),(11 9291.994),(12 9070.835),(13 9471.828),(14 9770.895),(15 9887.708),(16 9569.174),(17 9492.925),(18 9309.035),(19 9164.549),(20 9180.01),(21 9421.563),(22 9514.672),(23 9665.953),(24 9753.709),(25 9899.816),(26 9959.156),(27 9828.8955),(28 9271.11),(29 9426.255),(30 9781.898),(31 10228.324),(32 9893.124),(33 9711.982),(34 9343.331),(35 9548.093),(36 9307.78),(37 9341.965),(38 9370.419),(39 9473.829),(40 9464.773),(41 9636.177),(42 9673.925),(43 9928.698),(44 9624.156),(45 9457.462),(46 9387.038),(47 9557.932),(48 9368.332),(49 9641.466),(50 9695.475),(51 9958.697),(52 9651.489),(53 9622.475),(54 9561.972),(55 9822.144),(56 9963.791),(57 9920.382),(58 9561.497),(59 9434.8),(60 9520.501),(61 9573.403),(62 9306.377),(63 9432.235),(64 9530.351),(65 9691.749),(66 9669.715),(67 9829.898),(68 9564.485),(69 9671.943),(70 9649.69),(71 9669.529),(72 9485.423),(73 9636.246),(74 9574.73),(75 9615.442),(76 9458.812),(77 9626.123),(78 9581.735),(79 9816.064),
(1 3922.5293),(2 7104.0674),(3 7851.938),(4 7963.539),(5 8263.361),(6 8523.693),(7 8522.871),(8 8589.079),(9 8943.314),(10 9083.585),(11 9026.157),(12 8593.146),(13 8664.423),(14 8881.545),(15 8849.811),(16 8729.427),(17 8730.832),(18 8632.326),(19 8621.25),(20 8620.967),(21 8722.489),(22 8711.112),(23 8715.787),(24 8836.491),(25 8943.205),(26 9002.202),(27 9047.945),(28 8688.426),(29 8804.334),(30 8955.75),(31 9252.592),(32 9098.48),(33 9091.923),(34 8926.405),(35 9202.228),(36 9142.95),(37 9188.478),(38 8973.256),(39 8924.661),(40 8853.861),(41 9043.919),(42 9231.89),(43 9345.721),(44 9113.183),(45 9086.092),(46 8934.607),(47 9044.586),(48 9018.057),(49 9210.199),(50 9082.338),(51 9122.162),(52 8922.054),(53 8853.817),(54 8739.961),(55 9059.978),(56 9223.223),(57 9196.24),(58 8724.623),(59 8656.845),(60 8805.981),(61 9088.72),(62 9080.476),(63 9215.503),(64 9175.782),(65 9272.746),(66 9198.617),(67 9066.581),(68 8761.219),(69 8980.792),(70 8969.43),(71 8999.103),(72 8981.438),(73 9364.737),(74 9290.928),(75 9205.13),(76 8947.987),(77 9015.053),(78 8992.911),(79 9297.796),
(1 3718.6436),(2 6734.5444),(3 7480.406),(4 7559.3037),(5 7846.9185),(6 8134.717),(7 8166.2485),(8 8020.668),(9 8285.658),(10 8330.145),(11 8170.924),(12 7901.7466),(13 8002.553),(14 8049.865),(15 8097.4575),(16 7904.084),(17 7988.878),(18 7901.5156),(19 7818.949),(20 7802.961),(21 8085.6484),(22 8157.449),(23 8136.9004),(24 8061.959),(25 8270.757),(26 8230.278),(27 8365.838),(28 8129.4287),(29 8241.158),(30 8540.408),(31 8665.372),(32 8389.153),(33 8375.52),(34 8326.211),(35 8467.543),(36 8276.069),(37 8319.803),(38 8378.697),(39 8418.101),(40 8290.861),(41 8393.717),(42 8632.033),(43 8808.818),(44 8513.086),(45 8435.625),(46 8341.147),(47 8471.457),(48 8407.03),(49 8446.16),(50 8359.764),(51 8398.166),(52 8196.879),(53 8205.642),(54 8190.3413),(55 8372.438),(56 8435.62),(57 8644.893),(58 8250.431),(59 8026.6772),(60 8046.9976),(61 8168.6284),(62 8275.757),(63 8540.659),(64 8444.49),(65 8312.456),(66 8221.169),(67 8243.063),(68 8089.2686),(69 8225.008),(70 8257.614),(71 8346.546),(72 8513.09),(73 8706.448),(74 8773.403),(75 8832.803),(76 8661.178),(77 8693.339),(78 8581.205),(79 8991.252),
(1 3641.0483),(2 6549.9146),(3 7349.3794),(4 7547.2583),(5 7840),(6 7986.5054),(7 8041.4175),(8 8031.2393),(9 8203.913),(10 8179.89),(11 8088.4604),(12 7664.848),(13 7684.961),(14 7684.664),(15 7814.6226),(16 7664.6104),(17 7739.7183),(18 7632.1113),(19 7607.6406),(20 7500.143),(21 7793.8022),(22 7879.0747),(23 8010.0215),(24 8060.3696),(25 8360.715),(26 8074.62),(27 8147.774),(28 7865.271),(29 8030.5293),(30 8245.051),(31 8371.513),(32 8176.339),(33 8199.633),(34 8173.0327),(35 8259.305),(36 8170.2905),(37 8145.039),(38 8319.6455),(39 8343.773),(40 8135.5396),(41 8304.483),(42 8474.073),(43 8456.724),(44 8259.413),(45 8265.385),(46 8266.014),(47 8199.166),(48 7898.2363),(49 7970.28),(50 7980.977),(51 8216.79),(52 7915.874),(53 7905.048),(54 8053.394),(55 8345.16),(56 8241.498),(57 8251.698),(58 8087.7793),(59 7906.7505),(60 7808.2373),(61 7877.884),(62 7820.55),(63 8132.076),(64 8261.511),(65 8204.854),(66 8013.057),(67 8029.693),(68 7861.791),(69 7974.7363),(70 8124.179),(71 8138.0127),(72 8099.694),(73 8366.857),(74 8466.611),(75 8660.021),(76 8537.48),(77 8509.588),(78 8502.94),(79 8727.384),
(1 3461.5571),(2 6263.5522),(3 7065.6626),(4 7272.877),(5 7608.1836),(6 7653.573),(7 7524.1367),(8 7464.8916),(9 7800.2637),(10 7989.3926),(11 8081.0415),(12 7647.4585),(13 7679.991),(14 7637.0513),(15 7736.071),(16 7539.2573),(17 7468.821),(18 7318.0835),(19 7369.635),(20 7310.2754),(21 7627.4136),(22 7774.3726),(23 7696.8193),(24 7501.873),(25 7590.441),(26 7480.092),(27 7313.213),(28 7149.1846),(29 7353.7183),(30 7591.448),(31 7692.115),(32 7542.995),(33 7571.7915),(34 7587.718),(35 7695.949),(36 7506.4624),(37 7561.402),(38 7660.9194),(39 7778.0254),(40 7547.824),(41 7644.702),(42 7753.323),(43 7687.7905),(44 7441.5786),(45 7583.7046),(46 7689.549),(47 7714.841),(48 7450.7573),(49 7538.802),(50 7608.681),(51 7804.0557),(52 7579.917),(53 7415.499),(54 7466.766),(55 7723.5415),(56 7852.7583),(57 7953.5576),(58 7907.877),(59 7740.8604),(60 7612.788),(61 7735.031),(62 7625.7017),(63 7736.8545),(64 7832.004),(65 7846.297),(66 7722.2065),(67 7646.491),(68 7393.214),(69 7477.1963),(70 7502.6953),(71 7414.5444),(72 7362.834),(73 7544.64),(74 7600.2896),(75 7808.417),(76 7618.195),(77 7642.6587),(78 7741.419),(79 7888.8193),
(1 3321.749),(2 6010.2773),(3 6851.5464),(4 6882.128),(5 7189.6084),(6 7307.7446),(7 7145.3315),(8 7021.8774),(9 7392.959),(10 7556.435),(11 7497.252),(12 7107.6313),(13 7197.42),(14 7193.4824),(15 7270.487),(16 7082.2363),(17 7019.9307),(18 6885.2676),(19 7065.572),(20 7061.7036),(21 7307.779),(22 7370.4546),(23 7297.1626),(24 7218.6396),(25 7295.7275),(26 7134.3296),(27 7040.633),(28 6868.378),(29 7031.485),(30 7047.5703),(31 7125.352),(32 7128.538),(33 7325.3853),(34 7310.4546),(35 7363.987),(36 7083.9575),(37 7106.918),(38 7258.9033),(39 7399.183),(40 7258.044),(41 7372.2847),(42 7323.733),(43 7206.9165),(44 6977.7925),(45 7120.275),(46 7131.745),(47 7236.593),(48 7073.423),(49 7253.4033),(50 7463.458),(51 7572.8516),(52 7316.8784),(53 7254.65),(54 7175.116),(55 7295.2285),(56 7233.891),(57 7391.2393),(58 7344.1826),(59 7171.895),(60 7078.683),(61 7195.047),(62 7257.634),(63 7331.2344),(64 7269.2324),(65 7196.5654),(66 7152.9316),(67 7226.164),(68 7117.442),(69 7207.3286),(70 7127.5957),(71 6976.6074),(72 6984.0576),(73 7057.811),(74 7034.849),(75 7088.6333),(76 7062.9536),(77 7275.18),(78 7463.819),(79 7762.341),
(1 3207.525),(2 5729.3916),(3 6401.885),(4 6444.526),(5 6806.847),(6 6800),(7 6650.284),(8 6612.7627),(9 6974.206),(10 7091.4707),(11 7017.2417),(12 6722.201),(13 6745.2466),(14 6872.27),(15 6932.65),(16 6792.653),(17 6804.291),(18 6676.4673),(19 6786.209),(20 6759.25),(21 6877.0127),(22 6771.1514),(23 6662.2144),(24 6652.197),(25 6771.5317),(26 6678.4595),(27 6603.639),(28 6499.8228),(29 6640.4404),(30 6762.7974),(31 6916.359),(32 6842.1533),(33 6975.2905),(34 6996.642),(35 7139.572),(36 6980.969),(37 7073.3),(38 7042.0454),(39 7051.224),(40 6941.3604),(41 7022.205),(42 7075.6494),(43 7146.7354),(44 6955.6636),(45 6909.8677),(46 6683.795),(47 6755.7583),(48 6851.1064),(49 7229.2397),(50 7474.0933),(51 7517.5654),(52 7229.885),(53 7237.0923),(54 7172.5083),(55 7261.5103),(56 7215.5796),(57 7357.7573),(58 7263.8237),(59 7279.1235),(60 7202.096),(61 7216.581),(62 7036.328),(63 7140.234),(64 7092.1475),(65 7105.6235),(66 7100.791),(67 7157.23),(68 7053.4106),(69 7091.526),(70 7105.6733),(71 7017.434),(72 6796.4717),(73 6935.6084),(74 6915.7925),(75 7016.6113),(76 6858.5986),(77 7050.883),(78 7254.2925),(79 7356.695),
(1 3015.5132),(2 5308.115),(3 5898.2544),(4 5930.116),(5 6049.51),(6 6072.519),(7 6091.498),(8 6251.4863),(9 6593.816),(10 6641.9243),(11 6584.1196),(12 6328.454),(13 6303.0195),(14 6286.9717),(15 6181.9907),(16 6155.4883),(17 6308.4053),(18 6218.2295),(19 6150.9434),(20 6112.212),(21 6324.4624),(22 6348.075),(23 6245.342),(24 6119.0894),(25 6248.581),(26 6209.1885),(27 6187.1943),(28 6021.646),(29 6160.4883),(30 6165.6914),(31 6277.5293),(32 6349.604),(33 6512.243),(34 6423.246),(35 6300.6987),(36 6268.2),(37 6367.644),(38 6386.292),(39 6525.9727),(40 6542.9946),(41 6615.977),(42 6600.561),(43 6598.2993),(44 6293.711),(45 6249.523),(46 6117.9824),(47 6149.668),(48 6217.4717),(49 6437.1553),(50 6667.435),(51 6745.748),(52 6410.6685),(53 6471.482),(54 6509.7183),(55 6596.311),(56 6511.2583),(57 6507.193),(58 6384.75),(59 6387.111),(60 6349.361),(61 6437.276),(62 6396.018),(63 6395.9346),(64 6432.977),(65 6516.9907),(66 6548.9404),(67 6611.822),(68 6481.836),(69 6603.651),(70 6724.4585),(71 6802.2676),(72 6531.1587),(73 6466.8706),(74 6448.931),(75 6540.165),(76 6377.6353),(77 6488.1167),(78 6692.6978),(79 6849.058),
