1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2907.939),(2 6386.84),(3 8049.2886),(4 8380.564),(5 8560.292),(6 8763.737),(7 9019.185),(8 9400.491),(9 9636.029),(10 9851.202),(11 9847.929),(12 10057.169),(13 10531.358),(14 10662.536),(15 10728.161),(16 10720.124),(17 10807.443),(18 10826.054),(19 10542.609),(20 10434.156),(21 10714.798),(22 11151.654),(23 11301.674),(24 11497.628),(25 11381.84),(26 11285.091),(27 11259.59),(28 11199.731),(29 11163.18),(30 11223.392),(31 11100.212),(32 11083.736),(33 11060.566),(34 11028.947),(35 11118.618),(36 11041.206),(37 10944.332),(38 10924.751),(39 10927.904),(40 10981.306),(41 10952.703),(42 11160.2295),(43 11384.1045),(44 11570.652),(45 11483.486),(46 11367.244),(47 11281.575),(48 11200.949),(49 11202.8125),(50 11149.953),(51 11093.626),(52 11129.409),(53 10944.999),(54 11093.031),(55 11254.112),(56 11301.589),(57 11172.503),(58 11044.421),(59 11029.549),(60 11018.109),(61 11027.736),(62 10957.504),(63 11002.314),(64 11056.277),(65 11068.311),(66 11200.627),(67 11210.434),(68 11223.519),(69 11116.51),(70 11104.638),(71 11002.846),(72 11093.613),(73 11247.048),(74 11324.095),(75 11465.198),(76 11609.473),(77 11620.882),(78 11545.259),(79 11337.761),
(1 2832.4485),(2 6150.173),(3 7527.9316),(4 7847.1465),(5 8163.696),(6 8453.565),(7 8596.628),(8 8748.411),(9 8943.588),(10 9149.411),(11 9053.086),(12 9133.107),(13 9408.604),(14 9513.797),(15 9456.522),(16 9238.46),(17 9209.162),(18 9397.17),(19 9413.979),(20 9404.642),(21 9560.459),(22 9913.74),(23 10058.565),(24 10047.664),(25 9830.64),(26 9803.371),(27 9897.521),(28 9867.777),(29 9826.151),(30 9922.243),(31 10029.612),(32 9976.64),(33 10023.442),(34 10123.346),(35 10235.759),(36 10232.763),(37 10147.719),(38 10085.425),(39 10015.323),(40 10099.601),(41 10039.71),(42 10108.821),(43 10135.108),(44 10179.172),(45 10124.175),(46 9959.46),(47 9844.6875),(48 9869.787),(49 9997.182),(50 9978.022),(51 10183.449),(52 10335.1045),(53 10344.5205),(54 10397.604),(55 10373.779),(56 10430.805),(57 10480.399),(58 10572.339),(59 10535.277),(60 10628.709),(61 10678.071),(62 10741.644),(63 10787.506),(64 10767.213),(65 10734.382),(66 10732.597),(67 10879.2),(68 10969.844),(69 10755.104),(70 10588.713),(71 10591.931),(72 10544.874),(73 10536.197),(74 10654.91),(75 10729.223),(76 10851.024),(77 10951.91),(78 10980.669),(79 10793.87),
(1 2825.6184),(2 6166.6006),(3 7645.8184),(4 7979.0635),(5 8063.408),(6 8269.246),(7 8514.196),(8 8646.986),(9 8816.625),(10 8965.191),(11 8993.957),(12 9163.444),(13 9485.501),(14 9644.005),(15 9647.512),(16 9717.505),(17 9677.489),(18 9717.231),(19 9680.098),(20 9652.092),(21 9777.423),(22 10139.277),(23 10218.029),(24 10299.525),(25 10209.558),(26 10096.89),(27 10048.123),(28 10078.509),(29 10203.826),(30 10292.934),(31 10359.858),(32 10277.975),(33 10173.89),(34 10170.595),(35 10214.651),(36 10124.902),(37 10117.035),(38 10014.626),(39 9972.754),(40 9920.581),(41 9976.1),(42 10113.213),(43 9997.588),(44 10041.902),(45 10102.543),(46 10124.554),(47 10092.696),(48 9996.651),(49 10149.548),(50 10262.717),(51 10466.858),(52 10610.411),(53 10635.998),(54 10612.407),(55 10683.629),(56 10821.795),(57 10936.443),(58 10871.413),(59 10791.561),(60 10726.711),(61 10766.652),(62 10929.667),(63 10975.333),(64 10879.97),(65 10888.755),(66 10980.052),(67 11094.645),(68 11292.694),(69 11369.413),(70 11414.042),(71 11262.983),(72 10975.5),(73 10817.198),(74 10806.263),(75 10847.265),(76 10889.905),(77 10922.824),(78 10993.33),(79 10955.363),
(1 2875.6016),(2 6292.568),(3 7690.118),(4 7929.9277),(5 7918.31),(6 8088.385),(7 8213.31),(8 8414.495),(9 8589.143),(10 8704.309),(11 8790.436),(12 8939.451),(13 9114.467),(14 9114.888),(15 9077.538),(16 9275.046),(17 9224.303),(18 9145.959),(19 9081.586),(20 9055.194),(21 9281.62),(22 9710.587),(23 9823.093),(24 9691.304),(25 9405.182),(26 9196.82),(27 9279.978),(28 9285.573),(29 9266.473),(30 9328.948),(31 9495.643),(32 9488.964),(33 9347.226),(34 9354.328),(35 9368.968),(36 9434.454),(37 9596.731),(38 9610.635),(39 9676.714),(40 9610.893),(41 9723.507),(42 10034.741),(43 9817.621),(44 9683.295),(45 9704.338),(46 9946.904),(47 10305.25),(48 10412.282),(49 10445.876),(50 10453.401),(51 10434.515),(52 10565.086),(53 10660.14),(54 10603.146),(55 10653.84),(56 10831.645),(57 10867.993),(58 10655.674),(59 10462.398),(60 10570.96),(61 10795.594),(62 10793.229),(63 10762.944),(64 10884.634),(65 10825.193),(66 10755.1),(67 10699.674),(68 10748.94),(69 10769.683),(70 10795.993),(71 10499.892),(72 10165.501),(73 10039.613),(74 10044.245),(75 10061.012),(76 10202.989),(77 10436.506),(78 10495.7),(79 10397.403),
(1 2736.3298),(2 6097.4927),(3 7485.926),(4 7805.159),(5 7791.1763),(6 7847.0127),(7 7960.5864),(8 8110.477),(9 8246.727),(10 8492.113),(11 8602.1455),(12 8643.694),(13 8799.674),(14 8763.627),(15 8808.166),(16 9022.286),(17 9028.203),(18 8928.624),(19 8979.381),(20 9090.046),(21 9264.889),(22 9497.665),(23 9614.015),(24 9564.911),(25 9428.457),(26 9450.293),(27 9759.078),(28 9899.082),(29 10034.603),(30 10073.188),(31 10043.918),(32 10041.185),(33 9983.349),(34 9901.267),(35 9814.482),(36 9817.609),(37 9802.696),(38 9710.122),(39 9687.475),(40 9734.425),(41 9947.82),(42 10032.284),(43 9798.822),(44 9696.935),(45 9582.147),(46 9605.552),(47 9786.088),(48 9968.911),(49 10036.716),(50 9869.757),(51 9903.919),(52 9975.023),(53 10008.457),(54 10027.759),(55 9996.442),(56 10171.135),(57 10251.3),(58 10329.935),(59 10358.063),(60 10349.199),(61 10368.462),(62 10403.57),(63 10469.668),(64 10460.106),(65 10424.34),(66 10498.988),(67 10467.431),(68 10480.553),(69 10504.968),(70 10488.284),(71 10313.25),(72 10216.447),(73 10194.758),(74 10253.213),(75 10424.37),(76 10518.682),(77 10489.935),(78 10519.166),(79 10402.455),
(1 2640.87),(2 5828.25),(3 7225.2065),(4 7574.929),(5 7619.225),(6 7636.265),(7 7682.7373),(8 7799.087),(9 7941.9136),(10 8013.154),(11 7903.0244),(12 8028.5884),(13 8167.2256),(14 8137.668),(15 8136.8477),(16 8341.145),(17 8438.957),(18 8398.069),(19 8399.441),(20 8742.531),(21 8853.163),(22 8992.951),(23 9069.58),(24 9194.848),(25 9274.536),(26 9264.426),(27 9246.086),(28 9281.026),(29 9401.496),(30 9526.188),(31 9416.847),(32 9355.313),(33 9318.259),(34 9322.545),(35 9328.331),(36 9365.924),(37 9263.587),(38 9065.454),(39 8942.544),(40 8984.945),(41 9202.563),(42 9294.038),(43 9106.47),(44 9088.401),(45 9172.561),(46 9305.661),(47 9254.786),(48 9259.429),(49 9296.418),(50 9344.322),(51 9237.114),(52 9241.721),(53 9384.134),(54 9538.886),(55 9484.579),(56 9472.945),(57 9555.611),(58 9665.095),(59 9650.582),(60 9670.134),(61 9817.219),(62 9906.845),(63 9971.236),(64 9973.756),(65 9993.662),(66 10003.502),(67 9992.106),(68 10129.901),(69 10196.008),(70 10216.818),(71 10098.84),(72 10128.877),(73 10146.866),(74 10087.699),(75 9965.187),(76 9973.823),(77 10120.812),(78 10269.011),(79 10317.381),
(1 2598.549),(2 5605.14),(3 6866.7695),(4 7282.1836),(5 7455.9937),(6 7685.5503),(7 7904.5967),(8 8000.4214),(9 8090.8735),(10 8123.233),(11 7921.8525),(12 7881.26),(13 8048.3438),(14 8099.3657),(15 8026.2744),(16 8150.684),(17 8179.034),(18 8155.6567),(19 8266.029),(20 8463.011),(21 8563.475),(22 8689.43),(23 8856.448),(24 8962.922),(25 8869.846),(26 8841.303),(27 8864.577),(28 8898.022),(29 8997.452),(30 9028.235),(31 8843),(32 8860.2),(33 9008.668),(34 9199.027),(35 9168.5205),(36 9112.969),(37 9023.302),(38 8939.591),(39 8974.1455),(40 8969.832),(41 8964.958),(42 9012.123),(43 8995.82),(44 9049.85),(45 9243.45),(46 9389.864),(47 9358.508),(48 9269.221),(49 9335.399),(50 9262.664),(51 9156.344),(52 9150.921),(53 9348.796),(54 9475.674),(55 9530.483),(56 9721.093),(57 9887.474),(58 9896.584),(59 9816.589),(60 9812.342),(61 9986.655),(62 10095.566),(63 10328.609),(64 10447.121),(65 10339.512),(66 10315.013),(67 10297.263),(68 10342.251),(69 10234.451),(70 10189.794),(71 10172.004),(72 10152.191),(73 9990.97),(74 9860.524),(75 9694.226),(76 9627.448),(77 9682.207),(78 9713.214),(79 9707.209),
(1 2499.657),(2 5296.581),(3 6474.2974),(4 6867.749),(5 6961.457),(6 7131.9897),(7 7457.7124),(8 7629.705),(9 7673.739),(10 7710.767),(11 7795.895),(12 8128.4077),(13 8404.703),(14 8526.476),(15 8665.563),(16 8703.644),(17 8554.275),(18 8409.919),(19 8476.167),(20 8753.153),(21 8872.702),(22 8864.546),(23 8908.562),(24 9002.024),(25 8924),(26 8888.54),(27 8955.392),(28 8944.283),(29 8928.893),(30 8970.934),(31 8842.085),(32 8819.082),(33 8891.075),(34 9160.548),(35 9197.504),(36 9102.797),(37 9077.432),(38 9242.232),(39 9510.165),(40 9468.884),(41 9324.373),(42 9177.31),(43 9119.761),(44 9209.004),(45 9230.339),(46 9200.677),(47 9084.434),(48 9068.623),(49 9176.469),(50 9157.647),(51 9199.201),(52 9111.331),(53 9010.717),(54 9074.951),(55 9086.43),(56 9300.836),(57 9261.879),(58 9270.459),(59 9255.275),(60 9267.587),(61 9239.237),(62 9118.398),(63 9312.1045),(64 9374.436),(65 9319.224),(66 9265.112),(67 9277.296),(68 9432.6875),(69 9572.214),(70 9652.577),(71 9619.028),(72 9521.043),(73 9451.001),(74 9486.019),(75 9588.893),(76 9727.572),(77 9654.898),(78 9509.741),(79 9391.645),
(1 2429.1558),(2 5158.856),(3 6361.034),(4 6763.6514),(5 6919.898),(6 7075.1343),(7 7226.1016),(8 7293.5806),(9 7273.2935),(10 7341.1973),(11 7477.3228),(12 7742.152),(13 7681.1323),(14 7673.7754),(15 7920.6885),(16 7969.5156),(17 7972.707),(18 8024.3086),(19 8148.31),(20 8362.158),(21 8483.933),(22 8461.227),(23 8503.998),(24 8603.428),(25 8514.507),(26 8300.188),(27 8169.894),(28 8208.001),(29 8370.243),(30 8441.049),(31 8377.948),(32 8367.772),(33 8358.669),(34 8501.006),(35 8494.658),(36 8400.619),(37 8302.72),(38 8301.149),(39 8465.481),(40 8588.515),(41 8577.579),(42 8494.318),(43 8328.249),(44 8388.976),(45 8555.488),(46 8802.392),(47 8937.689),(48 8819.797),(49 8800.053),(50 8683.48),(51 8800.1045),(52 8927.247),(53 8953.809),(54 8976.397),(55 9082.567),(56 9288.31),(57 9343.198),(58 9443.11),(59 9501.57),(60 9542.253),(61 9661.233),(62 9637.173),(63 9795.144),(64 9619.626),(65 9457.747),(66 9431.765),(67 9438.696),(68 9556.925),(69 9611.544),(70 9558.204),(71 9504.989),(72 9343.79),(73 9308.002),(74 9423.422),(75 9444.9795),(76 9599.92),(77 9574.158),(78 9332.937),(79 9069.165),
(1 2364.8645),(2 4999.8555),(3 6013.0137),(4 6186.766),(5 6276.6704),(6 6294.1226),(7 6390.136),(8 6628.3877),(9 6837.1343),(10 7002.501),(11 7071.5674),(12 7177.226),(13 7249.1),(14 7355.212),(15 7571.7695),(16 7729.81),(17 7723.236),(18 7753.092),(19 7656.361),(20 7752.587),(21 7944.0874),(22 8081.342),(23 8175.0425),(24 8135.9136),(25 8153.656),(26 8108.56),(27 7959.513),(28 7976.6484),(29 8108.811),(30 8154.345),(31 8093.501),(32 8123.675),(33 8157.828),(34 8348.632),(35 8473.643),(36 8301.482),(37 8117.679),(38 8140.5806),(39 8275.539),(40 8447.472),(41 8411.012),(42 8301.288),(43 8168.7266),(44 8236.103),(45 8402.439),(46 8396.111),(47 8385.416),(48 8201.158),(49 8078.304),(50 8101.7026),(51 8171.4375),(52 8307.331),(53 8396.78),(54 8498.964),(55 8584.69),(56 8581.342),(57 8548.119),(58 8536.249),(59 8588.851),(60 8702.194),(61 8699.687),(62 8673.395),(63 8738.331),(64 8793.809),(65 8884.475),(66 8823.57),(67 8615.146),(68 8462.42),(69 8570.832),(70 8757.307),(71 8695.806),(72 8514.788),(73 8355.42),(74 8339.262),(75 8309.917),(76 8441.685),(77 8577.574),(78 8485.164),(79 8318.272),
(1 2401.8896),(2 5141.604),(3 6355.2393),(4 6611.988),(5 6628.476),(6 6600.7793),(7 6711.1704),(8 6794.541),(9 6784.6387),(10 6896.557),(11 7039.525),(12 7140.253),(13 7218.6797),(14 7377.1953),(15 7522.612),(16 7524.929),(17 7647.9995),(18 7708.717),(19 7733.888),(20 7819.8237),(21 7937.4463),(22 8244.505),(23 8369.641),(24 8217.389),(25 8158.4043),(26 8169.093),(27 8112.592),(28 8168.8984),(29 8231.998),(30 8305.022),(31 8278.573),(32 8352.133),(33 8406.195),(34 8400.473),(35 8423.734),(36 8348.149),(37 8185.6855),(38 8266.819),(39 8269.106),(40 8330.885),(41 8303.549),(42 8282.728),(43 8278.274),(44 8232.236),(45 8298.415),(46 8367.337),(47 8485.878),(48 8377.272),(49 8258.2295),(50 8169.5674),(51 8076.2573),(52 8137.949),(53 8149.076),(54 8288.91),(55 8441.244),(56 8576.4795),(57 8659.756),(58 8817.017),(59 8905.613),(60 8941.384),(61 8877.223),(62 8819.259),(63 8881.72),(64 8852.945),(65 8776.93),(66 8643.666),(67 8522.791),(68 8505.682),(69 8570.587),(70 8610.136),(71 8609.575),(72 8558.337),(73 8483.921),(74 8551.885),(75 8615.879),(76 8695.314),(77 8690.176),(78 8519.957),(79 8482.78),
(1 2304.9119),(2 4836.5923),(3 5864.212),(4 6027.797),(5 6026.0347),(6 6141.801),(7 6358.829),(8 6592.9595),(9 6604.3926),(10 6606.501),(11 6612.3057),(12 6726.281),(13 6693.206),(14 6804.133),(15 6899.42),(16 6967.6553),(17 7003.915),(18 7184.532),(19 7309.9927),(20 7380.869),(21 7249.422),(22 7331.7207),(23 7524.6846),(24 7647.65),(25 7691.099),(26 7783.7285),(27 7797.6685),(28 7927.5664),(29 7998.5234),(30 7908.7363),(31 7802.3965),(32 7902.2183),(33 7976.097),(34 7888.966),(35 7850.201),(36 7792.751),(37 7662.7344),(38 7708.4795),(39 7770.7036),(40 7721.9766),(41 7740.6963),(42 7891.0884),(43 7927.441),(44 7901.02),(45 7762.989),(46 7735.8203),(47 7906.2754),(48 8044.7817),(49 8134.722),(50 8012.9956),(51 7898.872),(52 7949.451),(53 7982.0415),(54 8135.2056),(55 8221.967),(56 8261.214),(57 8175.8145),(58 8232.109),(59 8511.41),(60 8697.828),(61 8507.189),(62 8337.294),(63 8283.531),(64 8226.475),(65 8290.513),(66 8281.723),(67 8182.81),(68 8054.336),(69 7927.9565),(70 7972.203),(71 8099.9165),(72 8299.955),(73 8350.543),(74 8275.285),(75 8166.652),(76 8189.38),(77 8265.999),(78 8304.933),(79 8421.3955),
(1 2282.882),(2 4814.579),(3 5954.351),(4 6217.519),(5 6219.4556),(6 6262.1343),(7 6379.6016),(8 6409.092),(9 6394.3394),(10 6436.696),(11 6549.699),(12 6682.564),(13 6692.2173),(14 6784.4243),(15 6808.1284),(16 6709.9585),(17 6626.933),(18 6789.5444),(19 6911.9136),(20 6951.2407),(21 7033.0547),(22 7207.883),(23 7290.1416),(24 7308.7627),(25 7309.402),(26 7308.7725),(27 7346.138),(28 7472.627),(29 7491.7974),(30 7436.885),(31 7398.959),(32 7539.1924),(33 7432.535),(34 7383.1816),(35 7403.728),(36 7299.6777),(37 7230.3525),(38 7317.7505),(39 7316.11),(40 7276.322),(41 7347.6865),(42 7527.8125),(43 7554.936),(44 7547.9224),(45 7547.715),(46 7533.0947),(47 7645.442),(48 7894.2813),(49 8007.627),(50 7877.477),(51 7828.3374),(52 7841.65),(53 7850.247),(54 7996.859),(55 7981.4224),(56 7951.8),(57 7877.4316),(58 7859.738),(59 8047.0073),(60 8138.2485),(61 8058.6216),(62 7970.21),(63 7920.415),(64 7859.1157),(65 7813.2515),(66 7854.2734),(67 7918.9624),(68 7849.206),(69 7800.737),(70 7888.325),(71 8070.76),(72 8172.537),(73 8090.3203),(74 8026.4067),(75 8104.38),(76 8204.011),(77 8187.18),(78 8127.9023),(79 8223.31),
(1 2201.6943),(2 4576.2993),(3 5471.513),(4 5619.7046),(5 5640.662),(6 5746.7236),(7 5960.817),(8 6125.142),(9 6123.8506),(10 6011.539),(11 6065.237),(12 6191.785),(13 6255.758),(14 6395.374),(15 6486.2896),(16 6491.4443),(17 6539.594),(18 6636.688),(19 6642.69),(20 6689.0337),(21 6756.9937),(22 6847.186),(23 7024.5356),(24 7035.7544),(25 7048.452),(26 7051.4834),(27 7166.3535),(28 7317.6636),(29 7368.071),(30 7405.5835),(31 7371.8086),(32 7508.5586),(33 7443.988),(34 7267.1807),(35 7204.265),(36 7216.599),(37 7268.768),(38 7287.4253),(39 7355.839),(40 7349.832),(41 7423.7017),(42 7482.445),(43 7498.505),(44 7420.1606),(45 7391.077),(46 7432.9478),(47 7398.332),(48 7407.4365),(49 7316.353),(50 7203.0615),(51 7220.4795),(52 7291.868),(53 7352.29),(54 7459.1157),(55 7447.4707),(56 7482.7637),(57 7437.924),(58 7490.017),(59 7515.01),(60 7504.974),(61 7484.504),(62 7427.765),(63 7343.491),(64 7213.6855),(65 7230.913),(66 7423.9697),(67 7580.54),(68 7596.1787),(69 7576.916),(70 7613.214),(71 7668.148),(72 7805.006),(73 7841.9893),(74 7832.211),(75 7791.966),(76 7780.191),(77 7746.0435),(78 7724.176),(79 7766.719),
(1 2261.5898),(2 4640.5684),(3 5548.1606),(4 5824.0986),(5 5930.655),(6 6068.8784),(7 6233.607),(8 6283.6304),(9 6278.678),(10 6241.2534),(11 6365.1655),(12 6483.6274),(13 6563.8496),(14 6509.8643),(15 6463.971),(16 6630.283),(17 6756.8716),(18 6792.658),(19 6774.9854),(20 6848.317),(21 7022.1353),(22 7130.4697),(23 7276.4917),(24 7251.3613),(25 7268.16),(26 7250.9023),(27 7321.7856),(28 7328.451),(29 7193.3086),(30 7233.2993),(31 7290.331),(32 7403.275),(33 7367.5415),(34 7316.6943),(35 7422.519),(36 7547.1494),(37 7444.9727),(38 7387.2915),(39 7374.988),(40 7433.006),(41 7541.1563),(42 7585.065),(43 7587.305),(44 7564.0083),(45 7625.6406),(46 7662.5693),(47 7697.872),(48 7596.504),(49 7582.722),(50 7604.6104),(51 7575.6973),(52 7558.2046),(53 7533.309),(54 7571.216),(55 7606.434),(56 7612.265),(57 7584.4585),(58 7666.002),(59 7675.574),(60 7620.348),(61 7630.9175),(62 7587.3164),(63 7479.842),(64 7462.72),(65 7526.773),(66 7428.1777),(67 7304.8276),(68 7278.31),(69 7307.4414),(70 7344.9688),(71 7366.0845),(72 7378.099),(73 7363.2813),(74 7401.59),(75 7418.0156),(76 7264.0986),(77 7136.2334),(78 7135.25),(79 7307.851),
(1 2208.7007),(2 4486.4805),(3 5319.3257),(4 5457.081),(5 5576.42),(6 5727.727),(7 6005.22),(8 6171.8784),(9 6190.6865),(10 6039.3843),(11 6095.3867),(12 6321.4424),(13 6414.859),(14 6388.62),(15 6286.582),(16 6316.6304),(17 6423.345),(18 6550.802),(19 6586.3315),(20 6468.1826),(21 6369.298),(22 6444.124),(23 6635.1934),(24 6622.7383),(25 6698.1133),(26 6743.9736),(27 6852.5483),(28 6872.4556),(29 6859.2656),(30 6903.183),(31 6938.8574),(32 6846.203),(33 6698.8086),(34 6711.141),(35 6905.3193),(36 7039.8857),(37 7043.309),(38 7000.492),(39 7025.6997),(40 7007.228),(41 7106.1187),(42 7171.5674),(43 7102.0864),(44 6982.4917),(45 6951.2393),(46 7129.8687),(47 7206.856),(48 7042.911),(49 6929.0107),(50 6980.063),(51 7009.448),(52 7063.33),(53 7033.71),(54 7047.0737),(55 7098.6553),(56 7186.0605),(57 7273.212),(58 7303.433),(59 7252.288),(60 7165.3564),(61 7055.9175),(62 6910.5723),(63 6914.4077),(64 7069.4814),(65 7097.8486),(66 7070.1187),(67 7047.0664),(68 7192.0166),(69 7275.498),(70 7242.844),(71 7237.5366),(72 7252.5894),(73 7263.548),(74 7290.319),(75 7244.8516),(76 7246.6865),(77 7151.9473),(78 7197.3604),(79 7261.9634),
(1 2114.4783),(2 4254.292),(3 5121.632),(4 5289.4224),(5 5376.1816),(6 5553.3076),(7 5668.3745),(8 5765.033),(9 5842.855),(10 5802.3003),(11 5823.808),(12 5931.778),(13 5950.4976),(14 6023.527),(15 6127.0884),(16 6141.724),(17 6196.0215),(18 6159.4995),(19 6135.505),(20 6229.95),(21 6349.9297),(22 6436),(23 6520.675),(24 6515.8604),(25 6587.7407),(26 6616.2046),(27 6718.6294),(28 6696.5527),(29 6706.9634),(30 6792.2783),(31 6812.9414),(32 6816.7544),(33 6881.0146),(34 6943.2383),(35 6909.0273),(36 6781.143),(37 6749.7305),(38 6765.9707),(39 6778.711),(40 6849.5015),(41 6808.479),(42 6798.4116),(43 6807.0264),(44 6746.5273),(45 6695.463),(46 6775.3804),(47 6732.8857),(48 6640.8467),(49 6708.7393),(50 6767.297),(51 6828.803),(52 6896.147),(53 6832.4033),(54 6820.18),(55 6960.6543),(56 6982.3037),(57 7018.0947),(58 7119.9463),(59 7058.034),(60 6997.1084),(61 6973.358),(62 6955.0366),(63 6999.7104),(64 6972.7007),(65 6880.085),(66 6826.291),(67 6787.3174),(68 6843.331),(69 6771.357),(70 6863.942),(71 7016.708),(72 7005.871),(73 6912.1387),(74 6857.867),(75 6926.481),(76 6920.4844),(77 6971.5513),(78 6966.8115),(79 6805.5957),
(1 2127.8875),(2 4285.272),(3 5116.725),(4 5204.652),(5 5184.631),(6 5237.213),(7 5362.7593),(8 5610.889),(9 5759.376),(10 5766.302),(11 5719.5757),(12 5812.493),(13 5936.7603),(14 6031.7954),(15 6118.897),(16 6097.3965),(17 6113.79),(18 6202.8584),(19 6233.0034),(20 6369.523),(21 6399.51),(22 6376.7856),(23 6361.879),(24 6417.2197),(25 6474.462),(26 6447.3496),(27 6566.5415),(28 6658.764),(29 6705.1265),(30 6895.4404),(31 7033.4116),(32 7014.981),(33 6922.3037),(34 6837.6157),(35 6826.6416),(36 6753.091),(37 6702.987),(38 6677.21),(39 6637.403),(40 6615.773),(41 6572.8184),(42 6675.026),(43 6659.682),(44 6779.473),(45 6852.886),(46 6929.261),(47 6848.299),(48 6646.549),(49 6674.2),(50 6752.295),(51 6747.51),(52 6740.1167),(53 6710.795),(54 6775.6846),(55 6828.538),(56 6773.315),(57 6795.294),(58 6847.804),(59 6844.759),(60 6789.1665),(61 6779.428),(62 6772.9165),(63 6888.5835),(64 6947.153),(65 6892.867),(66 6820.619),(67 6760.831),(68 6760.2),(69 6814.087),(70 6948.767),(71 7020.2715),(72 6982.048),(73 6978.798),(74 6907.7046),(75 6909.989),(76 6901.008),(77 6871.4893),(78 6951.661),(79 6953.572),
