1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70844.61),(2 162054.28),(3 277417.1),(4 365316.88),(5 506717.4),(6 630118.8),(7 770338.75),(8 897883.94),(9 1042010.8),(10 1226214),(11 1619748.1),(12 2166967.3),(13 2880644.3),(14 3241064.8),(15 3342146.3),(16 3389381.3),(17 3504013.3),(18 3653076),(19 3743155.3),(20 3805227),(21 3741816),(22 3727893.3),(23 3701142.8),(24 3698795.3),(25 3751939),(26 3774891.3),(27 3947707),(28 4215258.5),(29 5016751.5),(30 5472783),(31 5672371.5),(32 5692918.5),(33 5592956),(34 5408903.5),(35 5248433.5),(36 5188249),(37 5153971.5),(38 5175515.5),(39 5163307.5),(40 5116119.5),(41 4971104.5),(42 5031174.5),(43 5210888.5),(44 5413320.5),(45 5495091.5),(46 5582024),(47 5661881.5),(48 5734578),(49 5792885.5),(50 5599458),(51 5525354),(52 5505954.5),(53 5816139.5),(54 5989736),(55 6015360),(56 5959666.5),(57 5881992),(58 5909652),(59 5942688),(60 5929099.5),(61 5927437.5),(62 6001776.5),(63 6065490.5),(64 6112788),(65 6029014),(66 6025088),(67 5950928.5),(68 5906706),(69 5757286.5),(70 5646186),(71 5551559.5),(72 5438785.5),(73 5298648.5),(74 5091188.5),(75 4912126.5),(76 4798702),(77 4666890),(78 4571579.5),(79 4576932),
(1 3221.0215),(2 6079),(3 8225.12),(4 9640.208),(5 10487.889),(6 10936.062),(7 11715.62),(8 12362.616),(9 12842.24),(10 13134.325),(11 13854.773),(12 14631.621),(13 15297.606),(14 15266.016),(15 15492.977),(16 15754.513),(17 16222.796),(18 16283.01),(19 16713.69),(20 17090.645),(21 17671.99),(22 17863.746),(23 18396.016),(24 18993.02),(25 19291.658),(26 19457.396),(27 20043.01),(28 20792.73),(29 21449.613),(30 21855.207),(31 22489.246),(32 22838.238),(33 23044.217),(34 22948.639),(35 23331.295),(36 23598.648),(37 23614.809),(38 23521.455),(39 23958.074),(40 24556.111),(41 25087.5),(42 25333.506),(43 26041.793),(44 26677.887),(45 27336.02),(46 27739.406),(47 28552.475),(48 29578.557),(49 30733.027),(50 31453.488),(51 32736.207),(52 33907),(53 34406.363),(54 34483.38),(55 34979.3),(56 35164.453),(57 35441.24),(58 35256),(59 35400.98),(60 35752.055),(61 35997.203),(62 35479.832),(63 35239.566),(64 34949.258),(65 35199.37),(66 34578.797),(67 34253.727),(68 34084.402),(69 33866.074),(70 32745.494),(71 32627.572),(72 32877.555),(73 32627.707),(74 31884.588),(75 31940.227),(76 32383.088),(77 32473.262),(78 32143.031),(79 32981.246),
(1 3092.6428),(2 5846.451),(3 7905.463),(4 9280.224),(5 10353.238),(6 10910.121),(7 11771.019),(8 12422.409),(9 12912.93),(10 13219.371),(11 13917.226),(12 14706.7705),(13 15471.771),(14 15504.526),(15 15713.75),(16 15965.123),(17 16423.107),(18 16687.63),(19 17447.758),(20 18146.855),(21 18974.227),(22 19292.852),(23 20051.936),(24 20898.62),(25 21914.563),(26 22382.096),(27 23146.223),(28 23965.965),(29 24734.41),(30 25297.246),(31 26203.152),(32 26820.992),(33 27397.875),(34 27592.1),(35 28053.549),(36 28635.135),(37 29278.52),(38 29698.078),(39 30338.822),(40 30792.188),(41 31358.416),(42 31690.436),(43 32530.582),(44 33525.074),(45 34269.5),(46 34828.195),(47 35979.63),(48 37344.81),(49 39185.61),(50 40142.76),(51 41627.04),(52 42968.504),(53 43897.676),(54 43836.293),(55 44081.15),(56 44466.14),(57 45175.305),(58 45195.84),(59 45435.53),(60 45874.168),(61 45657.668),(62 45090.01),(63 44739.39),(64 44293.06),(65 43919.973),(66 43105.367),(67 42709.977),(68 42472.45),(69 42340.49),(70 41391.55),(71 40974.457),(72 40806.504),(73 40349.586),(74 39705.863),(75 40150.133),(76 40925.938),(77 41913.785),(78 41575.773),(79 42424.215),
(1 3099.0562),(2 5771.4814),(3 7762.8765),(4 9141.676),(5 10382.099),(6 11028.877),(7 11870.381),(8 12441.193),(9 12905.613),(10 13057.47),(11 13666.883),(12 14322.356),(13 14909.97),(14 14809.516),(15 14916.445),(16 14994.807),(17 15369.218),(18 15560.927),(19 16184.314),(20 16821.373),(21 17633.166),(22 17826.168),(23 18436.941),(24 19117.078),(25 19904.246),(26 20200.176),(27 20813.309),(28 21570.422),(29 22860.266),(30 23258.973),(31 23964.596),(32 24641.91),(33 25203.133),(34 25456.537),(35 25908.924),(36 26508.38),(37 27091.066),(38 27505.918),(39 28289.594),(40 28855.143),(41 29259.441),(42 29456.822),(43 30058.521),(44 30679.814),(45 31699.385),(46 32027.504),(47 32761.656),(48 33466.438),(49 34795.215),(50 34922.766),(51 35768.953),(52 36665.45),(53 37308.313),(54 37085.23),(55 37082.59),(56 36956.344),(57 37058.273),(58 36921.754),(59 37226.27),(60 37467.965),(61 37079.203),(62 36414.207),(63 36225.41),(64 36069.684),(65 36190.17),(66 35258.152),(67 34883.953),(68 35035.79),(69 35012.332),(70 34441.582),(71 34324.188),(72 34383.09),(73 34396.42),(74 34009.88),(75 34567.06),(76 35683.3),(77 36411.15),(78 36448.492),(79 37304.887),
(1 2978.9104),(2 5492.0127),(3 7380.474),(4 8697.089),(5 9695.727),(6 10183.086),(7 10909.327),(8 11553.507),(9 12092.824),(10 12347.732),(11 12900.407),(12 13502.337),(13 14039.297),(14 13921.901),(15 14022.873),(16 14129.669),(17 14421.27),(18 14426.405),(19 14922.796),(20 15558.688),(21 16228.464),(22 16652.297),(23 17436.385),(24 18186.77),(25 18964.291),(26 19379.742),(27 20125.352),(28 20902.314),(29 22292.62),(30 22892.475),(31 23695.576),(32 24473.598),(33 25293.076),(34 25622.678),(35 26095.629),(36 26720.969),(37 27101.643),(38 27538.354),(39 28354.115),(40 28947.572),(41 29383.55),(42 29765.932),(43 30433.47),(44 31146.32),(45 32259.135),(46 32723),(47 33557.96),(48 34402.223),(49 35358.055),(50 35597.324),(51 36399.18),(52 37319.08),(53 37655.125),(54 37309.53),(55 37261.273),(56 37380.637),(57 38011.414),(58 37858.25),(59 38031.484),(60 38205.703),(61 37884.176),(62 37265.027),(63 37007.63),(64 36733.746),(65 36898.258),(66 36407.324),(67 36336.406),(68 36468.52),(69 36805.164),(70 36442.695),(71 36682.035),(72 37060.555),(73 36831.824),(74 36216.496),(75 36626.04),(76 37362.254),(77 37754.656),(78 37520.53),(79 38063.176),
(1 2854.8806),(2 5421.3545),(3 7460.0938),(4 8819.709),(5 9914.634),(6 10486.185),(7 11220.079),(8 11909.222),(9 12485.802),(10 12675.264),(11 13068.58),(12 13395.034),(13 13692.982),(14 13565.883),(15 13713.02),(16 13870.935),(17 14448.117),(18 14604.145),(19 15204.09),(20 15792.946),(21 16531.402),(22 16983.66),(23 17796.557),(24 18534.168),(25 19577.83),(26 20061.61),(27 20799.223),(28 21632.643),(29 22650.912),(30 23274.844),(31 24128.016),(32 24736.227),(33 25282.637),(34 25623.547),(35 26149.068),(36 26721.527),(37 27220.982),(38 27650.982),(39 28603.615),(40 29142.838),(41 29666.988),(42 29891.92),(43 30538.691),(44 31105.959),(45 32032.799),(46 32464.887),(47 33309.188),(48 34023.727),(49 34891.336),(50 34788.652),(51 35097.152),(52 35644.797),(53 36461.72),(54 36057.207),(55 35989.605),(56 36091.117),(57 36554.543),(58 36163.227),(59 36058.99),(60 35982.617),(61 35780.797),(62 35279.08),(63 35125.63),(64 34978.754),(65 34875.07),(66 34242.414),(67 34168.137),(68 34238.676),(69 34572.91),(70 34133.063),(71 34365.33),(72 34783.773),(73 34563.027),(74 33867.957),(75 34230.16),(76 34578.89),(77 35155.527),(78 34887.555),(79 35386.887),
(1 2864.9524),(2 5438.275),(3 7526.9253),(4 8986.115),(5 10227.707),(6 10856.578),(7 11686.026),(8 12406.048),(9 13073.858),(10 13375.081),(11 13772.368),(12 14162.41),(13 14497.793),(14 14478.864),(15 14865.367),(16 15255.902),(17 15908.328),(18 16173.262),(19 16947.137),(20 17745.547),(21 18864.32),(22 19304.912),(23 20278.148),(24 21353.205),(25 22679.076),(26 23462.838),(27 24588.31),(28 25545.012),(29 26462.168),(30 27489.885),(31 29016.396),(32 29969.627),(33 30433.242),(34 31070.979),(35 31854.805),(36 32517.996),(37 33438.527),(38 33940.055),(39 34807.574),(40 35379.855),(41 36083.324),(42 36525.566),(43 37301.316),(44 38032.406),(45 38994.688),(46 39386.504),(47 40297.324),(48 41344.33),(49 42413.555),(50 42776.348),(51 43302.938),(52 43880.414),(53 45063.797),(54 44875.586),(55 45032.086),(56 45167.105),(57 45438.836),(58 44969.52),(59 44696.6),(60 44564.066),(61 44238.383),(62 43320.008),(63 42758.777),(64 42327.184),(65 42194.945),(66 41237.01),(67 40635.5),(68 40130.727),(69 40038.48),(70 38979.31),(71 38688.47),(72 38660.13),(73 38513.176),(74 37429.445),(75 37104.957),(76 37269.61),(77 37802.574),(78 37616.008),(79 38063.117),
(1 2717.7554),(2 5142.092),(3 7077.8),(4 8410.447),(5 9569.842),(6 10128.694),(7 10879.376),(8 11509.61),(9 12025.902),(10 12296.083),(11 12863.356),(12 13474.408),(13 13809.523),(14 13754.467),(15 14019.691),(16 14227.984),(17 14590.727),(18 14750.476),(19 15389.204),(20 16028.034),(21 16853.746),(22 17195.463),(23 17933.242),(24 18719.563),(25 19697.15),(26 20142.348),(27 21014.932),(28 21653.098),(29 22299.047),(30 23151.518),(31 24467.037),(32 25316.73),(33 25881.73),(34 26294.975),(35 26857.305),(36 27329.47),(37 27929.977),(38 28120.953),(39 28648.428),(40 29187.03),(41 30009.08),(42 30350.7),(43 31234.512),(44 32024.486),(45 32591.744),(46 32914.336),(47 33843.973),(48 34697.5),(49 35978.04),(50 36608.387),(51 37506.63),(52 38307.406),(53 39950.82),(54 39887.484),(55 39705.094),(56 39760.348),(57 40011.074),(58 39562.785),(59 39538.793),(60 39687.773),(61 39424.176),(62 38544.016),(63 38112.33),(64 37710.31),(65 37840.258),(66 36877.332),(67 36421.28),(68 36359.137),(69 36072.29),(70 35533.15),(71 35550.156),(72 35424.508),(73 35734.93),(74 34705.16),(75 34726.56),(76 35306.492),(77 35614.016),(78 35292.15),(79 35455.207),
(1 2682.4907),(2 5117.822),(3 7087.3315),(4 8469.707),(5 9625.672),(6 10235.345),(7 11045.094),(8 11744.055),(9 12329.956),(10 12734.645),(11 13416.297),(12 14157.938),(13 14601.226),(14 14615.512),(15 14844.981),(16 15173.756),(17 15693.472),(18 16019.365),(19 16931.56),(20 17864.57),(21 18992.293),(22 19619.55),(23 20494.225),(24 21391.072),(25 22259.502),(26 22772.572),(27 23707.008),(28 24597.838),(29 25724.123),(30 26690.076),(31 28025.408),(32 29038.088),(33 29291.844),(34 29692.389),(35 30499.303),(36 31135.902),(37 31570.742),(38 31946.977),(39 32722.742),(40 33392.94),(41 34165.438),(42 34413.6),(43 35353.68),(44 36400.484),(45 37319.586),(46 37928.457),(47 39076.84),(48 40235.88),(49 41737.22),(50 42274.363),(51 43226.152),(52 43979.723),(53 45416.04),(54 45381.3),(55 45359.33),(56 45323.023),(57 45435.91),(58 44854.34),(59 44571.043),(60 44397.895),(61 44106.68),(62 43087.13),(63 42349.23),(64 41408.645),(65 40852.695),(66 39586.94),(67 38740.633),(68 38204.27),(69 37997.453),(70 36840.08),(71 36258.723),(72 35972.973),(73 35920.098),(74 34719.07),(75 34300.676),(76 34735.707),(77 35457.54),(78 35080.363),(79 35402.96),
(1 2734.7168),(2 5098.158),(3 6946.9995),(4 8208.623),(5 9275.431),(6 9813.177),(7 10520.318),(8 11157.541),(9 11855.058),(10 12140.776),(11 12725.379),(12 13473.359),(13 14072.561),(14 14117.454),(15 14349.284),(16 14743.873),(17 15386.4),(18 15795.486),(19 16646.348),(20 17429.207),(21 18343.379),(22 18937.18),(23 19813.096),(24 20747.28),(25 21481.852),(26 22025.76),(27 22727.205),(28 23490.32),(29 24562.04),(30 25158.9),(31 26341.701),(32 27294.766),(33 27671.162),(34 27959.098),(35 28527.725),(36 29040.36),(37 29506.355),(38 29905.922),(39 30759.959),(40 31291.162),(41 31840.332),(42 32265.52),(43 33347.523),(44 34352.39),(45 35031.73),(46 35402.637),(47 35988.016),(48 36724.93),(49 37480.71),(50 37511.996),(51 37896.773),(52 38241.55),(53 39833.168),(54 39430.625),(55 38991.223),(56 38850.51),(57 39144.617),(58 38529.52),(59 38414.74),(60 38199.258),(61 37827.09),(62 37182.945),(63 36702.367),(64 36050.223),(65 35779.65),(66 34669.656),(67 33966.008),(68 33923.07),(69 33708.594),(70 33390.508),(71 33605.06),(72 33694.863),(73 34418.293),(74 33628.938),(75 33802.543),(76 34625.43),(77 35118.91),(78 34786.223),(79 35211.086),
(1 2838.922),(2 5281.1846),(3 7318.787),(4 8734.612),(5 10006.887),(6 10699.92),(7 11593.175),(8 12325.766),(9 13235.612),(10 13479.796),(11 13989.532),(12 14629.006),(13 15134.676),(14 15021.236),(15 15149.961),(16 15365.228),(17 15934.424),(18 16244.68),(19 17100.803),(20 18067.713),(21 19209.453),(22 19892.486),(23 20923.502),(24 22137.502),(25 23186.12),(26 24006.75),(27 24983.584),(28 25939.014),(29 27134.523),(30 27985.469),(31 29510.012),(32 30767.55),(33 31183.71),(34 31679.615),(35 32190.523),(36 32657.146),(37 33054.523),(38 33182.953),(39 33727.84),(40 34124.484),(41 35114.777),(42 35646.91),(43 36899.195),(44 38125.375),(45 39130.777),(46 39602.926),(47 40300.56),(48 41292.266),(49 42597.43),(50 43234.844),(51 43826.09),(52 44249.793),(53 45692.3),(54 45475.063),(55 45432.21),(56 45514.344),(57 45796.07),(58 45172.664),(59 44784.61),(60 44411.434),(61 43957.047),(62 43229.473),(63 42737.258),(64 42095.027),(65 41595.277),(66 40327.004),(67 39330.297),(68 38555.926),(69 38185.176),(70 37199.164),(71 37090.99),(72 37295.73),(73 37548.414),(74 37235.523),(75 37435.637),(76 37946.387),(77 38510.324),(78 37983.273),(79 38243.14),
(1 2693.8464),(2 5095.9824),(3 7057.155),(4 8270.371),(5 9430.834),(6 10113.571),(7 10919.3955),(8 11614.03),(9 12374.509),(10 12655.455),(11 13227.286),(12 13875.591),(13 14269.928),(14 14144.571),(15 14193.173),(16 14349.09),(17 14826.772),(18 15241.6045),(19 16143.788),(20 17102.422),(21 18230.488),(22 18837.355),(23 19626.008),(24 20519.045),(25 21477.69),(26 22080.707),(27 22913.21),(28 23801.656),(29 24956.143),(30 25694.89),(31 26882.273),(32 28025.174),(33 28430.781),(34 28836.902),(35 29319.969),(36 29740.799),(37 30176.443),(38 30295.625),(39 30754.422),(40 31058.414),(41 31774.836),(42 32322.316),(43 33630.77),(44 34886.684),(45 35785.332),(46 36270.137),(47 36984.652),(48 37872.438),(49 39155.33),(50 39742.61),(51 40801.69),(52 41637.9),(53 42811.293),(54 42897.023),(55 42880.69),(56 42785.44),(57 42992.973),(58 42549.965),(59 42465.824),(60 42238.285),(61 41719.008),(62 40824.082),(63 40039.77),(64 39285.15),(65 38656.773),(66 37494.82),(67 36849.84),(68 36515.176),(69 35914.92),(70 35272.887),(71 35382.51),(72 35266.582),(73 35457.62),(74 34898.59),(75 35101.45),(76 35870.184),(77 35969.746),(78 35682.16),(79 36111.816),
(1 2584.8323),(2 4917.052),(3 6760.7114),(4 7942.4087),(5 9004.729),(6 9573.399),(7 10258.645),(8 10846.756),(9 11398.037),(10 11618.225),(11 12112.607),(12 12536.919),(13 12858.783),(14 12703.418),(15 12765.443),(16 12866.598),(17 13188.112),(18 13366.929),(19 14099.236),(20 14795.381),(21 15751.251),(22 16170.021),(23 16793.676),(24 17447.713),(25 18379.914),(26 18807.547),(27 19464.03),(28 20117.547),(29 21145.611),(30 21918.545),(31 23241.514),(32 24367.064),(33 24968.375),(34 25326.707),(35 25645.85),(36 26033.834),(37 26385.605),(38 26765.926),(39 27512.957),(40 27995.436),(41 28629.143),(42 29206.678),(43 30410.64),(44 31555.03),(45 32734.143),(46 33101.97),(47 33736.938),(48 34702.11),(49 35745.81),(50 35908.145),(51 36437.688),(52 37050.863),(53 37597.773),(54 37572.566),(55 37948.742),(56 38133.344),(57 38089.523),(58 37486.12),(59 37291.3),(60 36971.496),(61 36511.117),(62 35655.66),(63 35061.094),(64 34553.85),(65 34009.324),(66 32951.297),(67 32283.762),(68 31729.133),(69 31562.387),(70 30695.166),(71 30448.92),(72 30429.111),(73 30514.879),(74 30134.889),(75 30257.625),(76 30636.654),(77 31198.188),(78 31062.21),(79 31599.098),
(1 2573.7449),(2 4894.33),(3 6834.669),(4 8152.4756),(5 9325.738),(6 9899.219),(7 10600.829),(8 11278.335),(9 11818.126),(10 12044.944),(11 12498.72),(12 13020.501),(13 13517.366),(14 13395.492),(15 13415.492),(16 13589.227),(17 13936.885),(18 14241.26),(19 14986.401),(20 15592.994),(21 16310.5205),(22 16657.625),(23 17321.527),(24 17954.367),(25 18563.033),(26 18817.96),(27 19376.13),(28 20007.545),(29 20801.693),(30 21379.996),(31 22393.498),(32 23196.006),(33 23835.648),(34 24025.543),(35 24414.693),(36 24826.379),(37 25312.56),(38 25632.24),(39 26324.178),(40 26771.416),(41 27157.377),(42 27649.002),(43 28758.457),(44 29860.016),(45 30623.693),(46 31120.648),(47 32012.314),(48 32893.867),(49 33726.207),(50 33815.746),(51 34327.39),(52 34913.38),(53 35862.49),(54 35799.95),(55 35965.47),(56 36063.32),(57 36353.543),(58 35699.63),(59 35375.477),(60 35295.84),(61 34984.434),(62 34383.066),(63 34156.406),(64 33963.527),(65 33432.867),(66 32458.797),(67 32028.69),(68 31599.502),(69 31300.598),(70 30771.68),(71 30750.803),(72 30768.107),(73 30996.26),(74 30321.557),(75 30250.016),(76 30498.098),(77 30675.156),(78 30479.26),(79 31017.727),
(1 2466.0303),(2 4803.051),(3 6636.7295),(4 7853.529),(5 9048.293),(6 9594.485),(7 10281.545),(8 10747.619),(9 11210.994),(10 11372.756),(11 11913.533),(12 12504.953),(13 13179.925),(14 13086.842),(15 13036.474),(16 13148.867),(17 13559.538),(18 13977.314),(19 14729.433),(20 15314.811),(21 15958.999),(22 16292.437),(23 16924.37),(24 17633.584),(25 18649.152),(26 19092.271),(27 19891.9),(28 20627.209),(29 21194.19),(30 21659.36),(31 22590.701),(32 23328.016),(33 23813.574),(34 23989.14),(35 24370.705),(36 24865.352),(37 25742.336),(38 26161.182),(39 26773.816),(40 27124.514),(41 27266.553),(42 27505.271),(43 28386.832),(44 29324.295),(45 29943.738),(46 30301.021),(47 31097.02),(48 31517.459),(49 32027.393),(50 32134.934),(51 32662.744),(52 33323.773),(53 33915.293),(54 33915.844),(55 34120.145),(56 34219.92),(57 34492.496),(58 33864.2),(59 33557.977),(60 33393.094),(61 33212.438),(62 32647.354),(63 32413.486),(64 32134),(65 31789.566),(66 30892.783),(67 30371.914),(68 30114.36),(69 30177.594),(70 29456.414),(71 29038.576),(72 28720.25),(73 28610.887),(74 28079.357),(75 28004.244),(76 28296.39),(77 28766.824),(78 28652.174),(79 29276.81),
(1 2479.6401),(2 4764.092),(3 6585.4053),(4 7828.544),(5 8991.856),(6 9719.265),(7 10518.292),(8 11088.115),(9 11661.494),(10 11926.758),(11 12581.944),(12 13313.922),(13 14027.958),(14 14126.709),(15 14255.189),(16 14444.901),(17 14874.762),(18 15353.866),(19 16307.15),(20 17146.695),(21 17850.98),(22 18336.09),(23 19239.09),(24 20266.533),(25 21738.076),(26 22709.24),(27 24135.916),(28 25320.836),(29 26091.803),(30 27129.938),(31 28652.818),(32 29870.797),(33 30367.555),(34 30681.756),(35 31170.338),(36 31845.826),(37 33025.227),(38 34169.492),(39 35571.223),(40 36526.85),(41 36956.133),(42 37425.39),(43 38432.918),(44 39549.668),(45 40523.55),(46 41027.26),(47 41705.293),(48 42013.223),(49 42604.34),(50 42854.176),(51 43410.49),(52 43982.074),(53 44495.574),(54 44195.676),(55 43930.36),(56 43868.62),(57 44038.004),(58 43338.996),(59 42910.645),(60 42436.895),(61 41765.527),(62 40657.426),(63 39895.86),(64 39226.973),(65 38389.273),(66 37104.383),(67 36084.32),(68 35406.273),(69 35267.29),(70 34466.176),(71 34169.38),(72 33832.6),(73 33648.125),(74 32953.188),(75 32850.8),(76 33130.52),(77 33934.52),(78 33993.99),(79 34837.813),
(1 2440.1084),(2 4708.797),(3 6601.9614),(4 7851.8716),(5 9005.999),(6 9638.947),(7 10445.056),(8 11208.551),(9 11848.484),(10 12162.738),(11 13015.296),(12 13844.273),(13 14568.914),(14 14704.049),(15 14791.942),(16 14991.238),(17 15259.777),(18 15491.122),(19 16223.519),(20 16790.846),(21 17580.418),(22 18168.184),(23 19101.494),(24 20121.926),(25 21641.248),(26 22735.236),(27 24271.76),(28 25645.443),(29 26475.523),(30 27428.975),(31 28841.27),(32 30087.14),(33 30551.887),(34 30825.41),(35 31262.408),(36 31909.447),(37 32869.703),(38 34001.75),(39 35410.605),(40 36322.516),(41 36678.145),(42 37187),(43 38406.313),(44 39744.895),(45 40633.613),(46 41147.41),(47 41840.055),(48 42268.934),(49 43064.508),(50 43281.773),(51 43680.332),(52 44151.68),(53 44771.133),(54 44569.336),(55 44399.23),(56 44151.527),(57 43977.434),(58 43169.203),(59 42500.656),(60 41692.703),(61 40824.64),(62 39573.285),(63 38686.266),(64 37850.33),(65 36951.54),(66 35817.613),(67 35184.805),(68 34857.188),(69 34655.445),(70 33968.008),(71 33774.043),(72 33673.418),(73 33728.484),(74 33046.035),(75 33020.55),(76 33554.887),(77 34515.49),(78 34941.47),(79 35862.98),
(1 2435.887),(2 4765.989),(3 6781.9863),(4 8222.199),(5 9511.422),(6 10205.128),(7 10972.063),(8 11744.128),(9 12462.78),(10 12814.946),(11 13685.015),(12 14541.909),(13 15241.6875),(14 15127.466),(15 14986.317),(16 15066.352),(17 15351.767),(18 15629.905),(19 16487.535),(20 17209.334),(21 18244.426),(22 18918.984),(23 19853.047),(24 20836.455),(25 22089.719),(26 23201.47),(27 24568.922),(28 25759.156),(29 26767.71),(30 27663.885),(31 29411.752),(32 31091.72),(33 31701.148),(34 31928.916),(35 32325.477),(36 32938.656),(37 33808.55),(38 34896.188),(39 36288.766),(40 37152.707),(41 37543.535),(42 38032.207),(43 39154.824),(44 40350.13),(45 41116.113),(46 41814.246),(47 42715.668),(48 43526.55),(49 44418.734),(50 44798.527),(51 45064.14),(52 45290.51),(53 46104.066),(54 45866.22),(55 45841.02),(56 45682.66),(57 45448.953),(58 44632.496),(59 44102.938),(60 43367.293),(61 42313.418),(62 41042.688),(63 40144.016),(64 39216.184),(65 38495.89),(66 37436.254),(67 36728.84),(68 36266.566),(69 35799.54),(70 35068.953),(71 34795.84),(72 34771.34),(73 35047.957),(74 34601.035),(75 34722.113),(76 35216.34),(77 36233.1),(78 36755.21),(79 37685.465),
