1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45726.27),(2 135942.45),(3 258888.23),(4 407366.5),(5 600252.25),(6 765100.2),(7 946877.7),(8 1130965.6),(9 1273089.6),(10 1405858.1),(11 1567144.6),(12 1746885),(13 1938910.1),(14 2198214.3),(15 2504383),(16 2820315.3),(17 3192859.8),(18 3551575),(19 3877143),(20 4144952.8),(21 4356299.5),(22 4595898.5),(23 4809096.5),(24 4972842.5),(25 5195239.5),(26 5380355.5),(27 5633170.5),(28 5875914.5),(29 6147686.5),(30 6411164.5),(31 6720426),(32 7010872.5),(33 7297138),(34 7563198),(35 7756004.5),(36 7884450.5),(37 8031124),(38 8128672),(39 8239418.5),(40 8324598.5),(41 8423866),(42 8576216),(43 8797202),(44 9036441),(45 9264934),(46 9488081),(47 9712707),(48 9847859),(49 10015985),(50 10143629),(51 10256552),(52 10400626),(53 10524238),(54 10677619),(55 10813109),(56 11001782),(57 11148151),(58 11324088),(59 11590047),(60 11822203),(61 12107088),(62 12432847),(63 12792619),(64 13108101),(65 13504044),(66 13819999),(67 14363885),(68 14822828),(69 15353576),(70 16078535),(71 16725891),(72 17377608),(73 17976994),(74 18510036),(75 19077506),(76 19660040),(77 20214978),(78 20752692),(79 21412128),
(1 52536.86),(2 182897.55),(3 376715.75),(4 629275.6),(5 934550.25),(6 1291022.4),(7 1695717),(8 2117366.5),(9 2552562.5),(10 2989837.5),(11 3437331.5),(12 3872931.5),(13 4294603.5),(14 4721491),(15 5104317.5),(16 5430197.5),(17 5741755),(18 6007923.5),(19 6237678),(20 6402924.5),(21 6524999.5),(22 6603356),(23 6630672.5),(24 6643504),(25 6643143),(26 6635701.5),(27 6606213),(28 6555325),(29 6476597),(30 6375474),(31 6281694.5),(32 6177678),(33 6091007.5),(34 6016731),(35 5950784),(36 5890205),(37 5846368),(38 5795341),(39 5803402),(40 5845712.5),(41 5907481.5),(42 6003190.5),(43 6150703.5),(44 6325497),(45 6555135.5),(46 6779795),(47 7008583),(48 7244000.5),(49 7468577.5),(50 7687580),(51 7909054.5),(52 8117907.5),(53 8315795.5),(54 8487295),(55 8654010),(56 8829298),(57 8960769),(58 9068102),(59 9128523),(60 9164132),(61 9154849),(62 9109888),(63 9033324),(64 8939442),(65 8819733),(66 8666049),(67 8496404),(68 8306587),(69 8115184.5),(70 7909665.5),(71 7716263),(72 7532698.5),(73 7361305),(74 7178149.5),(75 7015296),(76 6857886.5),(77 6699846.5),(78 6563887.5),(79 6430512.5),
(1 48743.645),(2 169752.81),(3 355339.53),(4 592161.06),(5 893660.94),(6 1242106.1),(7 1638786.1),(8 2073471.4),(9 2501391.8),(10 2940319.3),(11 3376771),(12 3809192.8),(13 4235182.5),(14 4658130),(15 5055261.5),(16 5377794),(17 5649824.5),(18 5895617.5),(19 6105349.5),(20 6320737.5),(21 6452680.5),(22 6525242),(23 6599746),(24 6620648),(25 6640934.5),(26 6639590.5),(27 6599280.5),(28 6555711.5),(29 6489629.5),(30 6386330.5),(31 6255514.5),(32 6132150.5),(33 5997661.5),(34 5847014.5),(35 5718842.5),(36 5588309),(37 5466683),(38 5362024),(39 5274448),(40 5190962),(41 5127112),(42 5080868.5),(43 5060588),(44 5056700.5),(45 5100186.5),(46 5163942),(47 5236175.5),(48 5329717),(49 5433867.5),(50 5555948),(51 5671688),(52 5796761.5),(53 5898621.5),(54 6002879.5),(55 6113712.5),(56 6189882),(57 6246598),(58 6323416),(59 6360853.5),(60 6401113.5),(61 6430860.5),(62 6428766.5),(63 6441898),(64 6428241.5),(65 6411479.5),(66 6404998),(67 6408304),(68 6406446),(69 6396758.5),(70 6343588),(71 6281728),(72 6207980),(73 6151970),(74 6086308),(75 6005140),(76 5913722.5),(77 5838226.5),(78 5807650),(79 5800480.5),
(1 41716.406),(2 137344.64),(3 279095.53),(4 448725.38),(5 648755.06),(6 876355.5),(7 1119194.8),(8 1371485.8),(9 1626425.6),(10 1885607),(11 2152125.5),(12 2411934),(13 2670420.3),(14 2921335.8),(15 3165799),(16 3372149),(17 3536396.3),(18 3669475.8),(19 3770820.5),(20 3835297),(21 3867994.3),(22 3875484.3),(23 3879510),(24 3847856.8),(25 3803268.5),(26 3727771),(27 3655241.5),(28 3566699.8),(29 3500546.5),(30 3422911),(31 3361224.8),(32 3315821.8),(33 3277227.5),(34 3261990),(35 3256660.8),(36 3287572.8),(37 3341305),(38 3422556.8),(39 3534571),(40 3644321.5),(41 3767218),(42 3891595),(43 4012636.5),(44 4116531.3),(45 4223474),(46 4312118),(47 4388370),(48 4447249.5),(49 4510841),(50 4572420),(51 4626048.5),(52 4669481),(53 4693905.5),(54 4725319),(55 4754473),(56 4784727),(57 4805910),(58 4806966),(59 4789852),(60 4764631),(61 4756210.5),(62 4734889.5),(63 4724769),(64 4703096.5),(65 4688327.5),(66 4696809),(67 4724613.5),(68 4754067),(69 4779136.5),(70 4805682),(71 4806077.5),(72 4792259.5),(73 4764819),(74 4730367.5),(75 4663003),(76 4585358),(77 4486252),(78 4409250),(79 4337269),
(1 41549.477),(2 134218.81),(3 262579.4),(4 415148.8),(5 585068.25),(6 766582.8),(7 953892.4),(8 1143509.5),(9 1336127),(10 1517454.3),(11 1693400.5),(12 1859120.6),(13 2017626.3),(14 2166512.3),(15 2304466.5),(16 2413284.8),(17 2493392.8),(18 2572338.5),(19 2652063),(20 2730965.5),(21 2777580.5),(22 2805960.8),(23 2832950),(24 2860460.8),(25 2872862.8),(26 2882092.8),(27 2901451.8),(28 2921925.5),(29 2956947.5),(30 2999395),(31 3043007),(32 3095090),(33 3147528.8),(34 3212788.8),(35 3277560.3),(36 3369109.5),(37 3480737),(38 3610417),(39 3760961),(40 3921118.8),(41 4071603.5),(42 4227833.5),(43 4365698.5),(44 4487990.5),(45 4631800.5),(46 4728639),(47 4825670),(48 4884781),(49 4933819),(50 4980455),(51 5006688.5),(52 5014556.5),(53 5005359.5),(54 4992688.5),(55 4963434),(56 4930641.5),(57 4899046),(58 4853479.5),(59 4809841.5),(60 4774102.5),(61 4743104),(62 4720141),(63 4703657.5),(64 4689829),(65 4697657.5),(66 4695083),(67 4695455),(68 4705891.5),(69 4703811),(70 4731190.5),(71 4736051),(72 4745684),(73 4756475.5),(74 4735205),(75 4716368),(76 4685607.5),(77 4664837.5),(78 4651765),(79 4663225),
(1 55845.32),(2 191886.14),(3 381267.13),(4 608960.56),(5 872101.1),(6 1166361.4),(7 1459837),(8 1742472),(9 2008228.8),(10 2254789.8),(11 2504121),(12 2722158.8),(13 2911982.8),(14 3068378.8),(15 3197374.8),(16 3306922.3),(17 3395627.5),(18 3484374),(19 3553012.8),(20 3626231.8),(21 3697710.8),(22 3788947),(23 3876631.8),(24 3968408),(25 4064176),(26 4165258.8),(27 4258678),(28 4364634),(29 4458535.5),(30 4557074),(31 4644684),(32 4716930.5),(33 4782270.5),(34 4836350),(35 4889232),(36 4946398.5),(37 5008338.5),(38 5083553),(39 5155863.5),(40 5231699),(41 5312877),(42 5388248.5),(43 5452756),(44 5519829.5),(45 5605594.5),(46 5670575.5),(47 5722828),(48 5773490),(49 5799768.5),(50 5835623),(51 5862418.5),(52 5880631.5),(53 5892707),(54 5902406),(55 5882004.5),(56 5881434.5),(57 5881433),(58 5892802),(59 5906604),(60 5943253.5),(61 5943703),(62 5949538.5),(63 5944678),(64 5949875),(65 5955066.5),(66 5951720.5),(67 5948240.5),(68 5939507),(69 5921113),(70 5921645),(71 5894334),(72 5858958),(73 5823582),(74 5798233.5),(75 5759098),(76 5727006),(77 5702144.5),(78 5683721),(79 5653222.5),
(1 42605.824),(2 138767.67),(3 276975.47),(4 444558.34),(5 642695.25),(6 866604.4),(7 1097097.5),(8 1323778.9),(9 1535532.9),(10 1735801.1),(11 1923757.1),(12 2091447.5),(13 2242937.8),(14 2383260.8),(15 2495138.8),(16 2578810.3),(17 2637985.5),(18 2699516.8),(19 2753876),(20 2810155.8),(21 2856547.8),(22 2920263.8),(23 3000412.8),(24 3093568),(25 3203409.8),(26 3310536),(27 3409213.3),(28 3493020.3),(29 3536081),(30 3566407.3),(31 3601140.5),(32 3624535.8),(33 3653722.3),(34 3673931.8),(35 3676253.3),(36 3683927.5),(37 3718379.3),(38 3762826.3),(39 3820298.8),(40 3888795.3),(41 3975175.3),(42 4054723.5),(43 4151678.5),(44 4289047),(45 4448127),(46 4567326),(47 4666399),(48 4752637.5),(49 4814926.5),(50 4890336),(51 4918523.5),(52 4925250),(53 4915468.5),(54 4897816.5),(55 4847763),(56 4815633.5),(57 4792451),(58 4784034.5),(59 4773122),(60 4767410.5),(61 4740331.5),(62 4692934.5),(63 4637393),(64 4570510),(65 4495652.5),(66 4389816.5),(67 4267109),(68 4132709.8),(69 4003141.8),(70 3901122.8),(71 3791208.5),(72 3679626.3),(73 3602715.8),(74 3552829.8),(75 3538672.5),(76 3543923.8),(77 3572972.3),(78 3600961),(79 3615851.3),
(1 47864.87),(2 160347.42),(3 321966.9),(4 519045.53),(5 746486.3),(6 992504.9),(7 1248729.8),(8 1504240.5),(9 1755375.1),(10 1994236.9),(11 2219274.8),(12 2440925.3),(13 2652020.3),(14 2863531.3),(15 3064946.8),(16 3251811),(17 3424716.8),(18 3583068.8),(19 3740996.3),(20 3882005.8),(21 3993031.3),(22 4070428.3),(23 4128122.3),(24 4184218.5),(25 4247648),(26 4302025),(27 4325867),(28 4341069.5),(29 4343716.5),(30 4341053.5),(31 4337309),(32 4342446),(33 4358857.5),(34 4379619),(35 4409789),(36 4443553),(37 4471515),(38 4475750.5),(39 4496035),(40 4502578),(41 4498879),(42 4473733.5),(43 4427383.5),(44 4368330.5),(45 4273496),(46 4162403),(47 4052228.5),(48 3935722.8),(49 3814480),(50 3698030.3),(51 3581315),(52 3481502),(53 3390122.8),(54 3306337.3),(55 3226117.5),(56 3163680.8),(57 3124084.8),(58 3123987),(59 3127037.5),(60 3133224.8),(61 3148945.8),(62 3171150),(63 3214952),(64 3260756.8),(65 3291711.3),(66 3333663),(67 3356251.5),(68 3375292.5),(69 3383750),(70 3379764.5),(71 3372204.5),(72 3358171),(73 3332453),(74 3303452.5),(75 3267315.8),(76 3234727.8),(77 3207141.8),(78 3197720.3),(79 3187314),
(1 38825.234),(2 129793.91),(3 259531.16),(4 404655.34),(5 564132.44),(6 734855.3),(7 902817.06),(8 1067471.5),(9 1233218.1),(10 1392185.8),(11 1545747.1),(12 1697940.1),(13 1852713.9),(14 2006837.1),(15 2165171),(16 2318134.3),(17 2462269.5),(18 2595468.5),(19 2722344.5),(20 2852662.5),(21 2959492),(22 3031480.5),(23 3085673),(24 3123429.8),(25 3142568),(26 3149286.8),(27 3132403.8),(28 3095876.8),(29 3058098),(30 3018455),(31 2970382.5),(32 2929985.5),(33 2889315.3),(34 2847949.8),(35 2803609.8),(36 2757811.8),(37 2710046),(38 2663835.8),(39 2616485.3),(40 2563972.8),(41 2504514.5),(42 2445405),(43 2385099),(44 2326406.3),(45 2279772.3),(46 2248234),(47 2216693.8),(48 2199813.5),(49 2197008),(50 2211156),(51 2236348),(52 2274045.3),(53 2309127.8),(54 2346623.5),(55 2383652.5),(56 2422104.8),(57 2473316.3),(58 2528291.5),(59 2588252),(60 2643913.3),(61 2700850.5),(62 2744296.8),(63 2793316.5),(64 2835056.3),(65 2867471.3),(66 2906623.5),(67 2930484),(68 2959461.8),(69 2987620.5),(70 2997178.3),(71 3011970),(72 3006275.5),(73 2985776.5),(74 2972042.3),(75 2960384),(76 2962138.3),(77 2960292),(78 2961653.5),(79 2966486.3),
(1 41907.844),(2 140835),(3 281857.03),(4 441833.3),(5 618459.5),(6 811819.56),(7 1008419.94),(8 1204410.3),(9 1389573.8),(10 1555690.8),(11 1720293.3),(12 1873164.6),(13 2010339.9),(14 2145195.3),(15 2275059.5),(16 2409859.5),(17 2534889),(18 2646389),(19 2743921.3),(20 2838131.3),(21 2888310.8),(22 2906130.5),(23 2918254.3),(24 2927135.3),(25 2935365.3),(26 2955921.5),(27 2964677.5),(28 2974257),(29 2990514),(30 3005905),(31 3032747),(32 3079955),(33 3126155.3),(34 3153109.8),(35 3157309),(36 3151994.3),(37 3121490),(38 3084064.8),(39 3034233),(40 2962387.3),(41 2879969.5),(42 2792761.8),(43 2720915.5),(44 2657691),(45 2606482),(46 2580591),(47 2572074),(48 2580831),(49 2609750),(50 2641002.3),(51 2670442),(52 2716180.3),(53 2748531),(54 2760475),(55 2764763),(56 2753426),(57 2758562.5),(58 2765898),(59 2770438.5),(60 2774441),(61 2792573),(62 2806270.5),(63 2825364),(64 2840940.3),(65 2859390.5),(66 2870917.5),(67 2865508.5),(68 2851835.5),(69 2833388),(70 2842532.5),(71 2844064.5),(72 2829507.5),(73 2814973.8),(74 2800888.8),(75 2796164),(76 2807982.5),(77 2837244.8),(78 2865686),(79 2909060.3),
(1 40206.508),(2 134338.64),(3 267557.94),(4 416786.63),(5 582279.25),(6 764284.9),(7 951862.7),(8 1145660.5),(9 1335932.9),(10 1525830),(11 1715515.8),(12 1893551.8),(13 2063890.1),(14 2224541.8),(15 2377935.3),(16 2518238.8),(17 2645832.8),(18 2743158.5),(19 2813379),(20 2866050.8),(21 2888085.3),(22 2893753),(23 2879587.3),(24 2850631.3),(25 2813598.8),(26 2777737.5),(27 2732798.8),(28 2696793),(29 2672455.3),(30 2647826.3),(31 2619611.5),(32 2605123),(33 2592609),(34 2576296.8),(35 2553483),(36 2526413.5),(37 2486211),(38 2460222.5),(39 2435955.5),(40 2410180),(41 2389429.5),(42 2362824.3),(43 2351045.3),(44 2343282.3),(45 2343674.5),(46 2343722.5),(47 2358301.3),(48 2381223.8),(49 2413218.3),(50 2442893.8),(51 2472105.8),(52 2504841.5),(53 2537343.3),(54 2565306.3),(55 2590685),(56 2607783.8),(57 2626846.8),(58 2641801.5),(59 2654179.8),(60 2675776.3),(61 2697677.8),(62 2724615),(63 2748680.8),(64 2774153.3),(65 2801657.5),(66 2831258.8),(67 2858389.5),(68 2874396.3),(69 2880516),(70 2917153.3),(71 2937875),(72 2961172.3),(73 2983188),(74 3012230),(75 3030683.8),(76 3038857.3),(77 3038527.5),(78 3034799.3),(79 3028416),
(1 38129.85),(2 125747.055),(3 246117.14),(4 379861.66),(5 526749.25),(6 683124),(7 834975.4),(8 978892.1),(9 1111704),(10 1235294.1),(11 1344371.5),(12 1442544.6),(13 1539518.4),(14 1631699.1),(15 1708576.6),(16 1777393.4),(17 1830737.9),(18 1883675.4),(19 1935749),(20 1972181),(21 1992958),(22 1995779.6),(23 1999788.1),(24 2005315.3),(25 2019404.4),(26 2039252.6),(27 2057335.1),(28 2088678.6),(29 2122960),(30 2149280.5),(31 2183688),(32 2217474.3),(33 2252311.8),(34 2283809.8),(35 2320765.3),(36 2378228.5),(37 2411235.8),(38 2439571.3),(39 2458989),(40 2479389.3),(41 2510565),(42 2541084.5),(43 2568947),(44 2591256.8),(45 2613071),(46 2631514.3),(47 2636758.8),(48 2650395.3),(49 2661258),(50 2670821.3),(51 2679739.5),(52 2674470),(53 2680568.5),(54 2685545.5),(55 2682107),(56 2699282.3),(57 2723357.3),(58 2746021.8),(59 2771798.5),(60 2794895),(61 2823518.8),(62 2855105),(63 2883763.5),(64 2902901),(65 2921666.3),(66 2940774.3),(67 2966153.8),(68 2980550),(69 2996088.8),(70 3009022.3),(71 3007019.8),(72 2984929.3),(73 2952758),(74 2916848.8),(75 2876221),(76 2823783.3),(77 2747975.3),(78 2658100),(79 2562630.8),
(1 42841.203),(2 143557.69),(3 287971.34),(4 455414.1),(5 641247.7),(6 833700.44),(7 1020518.9),(8 1186328.4),(9 1344541.3),(10 1492721.6),(11 1626976.9),(12 1752005.8),(13 1869605.4),(14 1963766),(15 2044252.6),(16 2108822.8),(17 2152395),(18 2175178.3),(19 2185949.3),(20 2166473),(21 2146534),(22 2111200.8),(23 2084323.8),(24 2064173.1),(25 2043803.4),(26 2025098),(27 2017978.9),(28 2029236.5),(29 2054571.1),(30 2102250.5),(31 2160708.3),(32 2230081),(33 2300055),(34 2367143.8),(35 2418480.3),(36 2471564.3),(37 2513718.8),(38 2544283.8),(39 2570490.3),(40 2581858),(41 2579802),(42 2581270.3),(43 2583520),(44 2599279.8),(45 2615477.8),(46 2614263.5),(47 2613258),(48 2628915),(49 2648889),(50 2645060.5),(51 2631097.5),(52 2603433),(53 2574316.8),(54 2544498.8),(55 2513327.5),(56 2499923),(57 2487648.5),(58 2471880.8),(59 2454511.3),(60 2431179),(61 2423471.8),(62 2411551),(63 2395503.8),(64 2374025),(65 2355504),(66 2322397.8),(67 2303317.8),(68 2287303.8),(69 2272367.3),(70 2265582.8),(71 2257794.5),(72 2253150.8),(73 2259586.3),(74 2270293.3),(75 2300070.5),(76 2326464.3),(77 2354634),(78 2376606),(79 2406843.5),
(1 41793.703),(2 141689.75),(3 281866.38),(4 444079.16),(5 618478.06),(6 795986.06),(7 974901.94),(8 1140333),(9 1291950.8),(10 1430596.3),(11 1549732.8),(12 1638983.1),(13 1707068.6),(14 1751125),(15 1772380.6),(16 1774396.3),(17 1764896.9),(18 1742825.1),(19 1716819.8),(20 1680323.5),(21 1648210.8),(22 1620166.4),(23 1607568.8),(24 1611860.6),(25 1624254.1),(26 1645555),(27 1673800),(28 1704721.5),(29 1747476.5),(30 1796643.8),(31 1852698.4),(32 1907418.4),(33 1957451.1),(34 2003905.1),(35 2044560.4),(36 2078633.1),(37 2090450),(38 2091507),(39 2078293.4),(40 2046838.4),(41 2009667.8),(42 1968586.4),(43 1931788.6),(44 1886080.1),(45 1848857.6),(46 1819350.5),(47 1785044.3),(48 1753569.3),(49 1721671.9),(50 1699915.9),(51 1684428.9),(52 1673807.9),(53 1660174.5),(54 1663184.1),(55 1671444.6),(56 1689940.5),(57 1711845.8),(58 1728822),(59 1748279.1),(60 1776158),(61 1813392.1),(62 1849955),(63 1885421.4),(64 1926330.3),(65 1970623.5),(66 2013816.5),(67 2061676.5),(68 2114714.5),(69 2169941.3),(70 2224950.3),(71 2263468.5),(72 2302841.3),(73 2333257),(74 2356615),(75 2367353.3),(76 2384449),(77 2406821),(78 2433233),(79 2451428.5),
(1 46900.688),(2 161602.6),(3 326667.75),(4 514441.9),(5 720117.3),(6 933277.9),(7 1140661.8),(8 1333962.9),(9 1510749.8),(10 1675226.6),(11 1811053.5),(12 1920149.9),(13 1997531.5),(14 2041671.5),(15 2053181.4),(16 2041386.3),(17 2013728.8),(18 1974930.1),(19 1933301.5),(20 1889152.5),(21 1838879.6),(22 1797459.4),(23 1776032.1),(24 1771046.6),(25 1779306.6),(26 1788994.9),(27 1802879.3),(28 1820969.6),(29 1850435.8),(30 1883434),(31 1922563.9),(32 1959798.6),(33 1999182),(34 2026308.5),(35 2050294),(36 2063399.6),(37 2067112.5),(38 2065428.6),(39 2055351.1),(40 2032187.5),(41 2002986.6),(42 1983428.6),(43 1960428.3),(44 1928100.3),(45 1903921.3),(46 1875188.1),(47 1857711.9),(48 1853958),(49 1861191.9),(50 1862519.5),(51 1876588.8),(52 1888006.3),(53 1888009.3),(54 1888561.6),(55 1882514),(56 1882069),(57 1878682.6),(58 1867635.9),(59 1846644.8),(60 1821849.3),(61 1803720.5),(62 1796835.8),(63 1788312.1),(64 1789616.5),(65 1803602.9),(66 1818812.1),(67 1836474.1),(68 1869789),(69 1897945.4),(70 1941577.3),(71 1975840.9),(72 2008847.9),(73 2041572.1),(74 2068314),(75 2086304),(76 2108328.8),(77 2127046),(78 2141726.5),(79 2153100.5),
(1 40464.863),(2 136717.61),(3 274014.56),(4 433942.84),(5 604482.7),(6 784597.7),(7 955865),(8 1117996.4),(9 1262438),(10 1399557.4),(11 1516759.9),(12 1621705.6),(13 1708446.3),(14 1773981.5),(15 1815451.5),(16 1834090.5),(17 1835186),(18 1820567.6),(19 1799561.6),(20 1777052.1),(21 1749790),(22 1737626.3),(23 1738660.3),(24 1772440.5),(25 1817379),(26 1857419),(27 1890328.1),(28 1916776.9),(29 1945652.3),(30 1971754.6),(31 1992153.3),(32 2009993.3),(33 2021782),(34 2024357.4),(35 2028988.5),(36 2021460.8),(37 2022219),(38 2016224.8),(39 2010677),(40 2012741.5),(41 2028005.4),(42 2067997.9),(43 2094731.9),(44 2107543.8),(45 2115533.5),(46 2115215.3),(47 2101597.5),(48 2098883.3),(49 2102432.5),(50 2101072),(51 2087067.8),(52 2066376),(53 2038656.4),(54 2008596.3),(55 1975538.1),(56 1955020.1),(57 1934600.1),(58 1914226.3),(59 1886972.8),(60 1850920.8),(61 1817337.4),(62 1796506.3),(63 1775292.5),(64 1768940.1),(65 1766144.8),(66 1767998.6),(67 1773217.1),(68 1792851.8),(69 1806224.8),(70 1833776.8),(71 1862304.8),(72 1903825.1),(73 1951462),(74 1984455.1),(75 2009309.5),(76 2034639.3),(77 2057233.6),(78 2064728.1),(79 2064967.9),
(1 34739.37),(2 109205.43),(3 208817.63),(4 319890.06),(5 433167),(6 540686.25),(7 640280.6),(8 730593.25),(9 804729.5),(10 872730.3),(11 932579.6),(12 986536.75),(13 1038538.75),(14 1094413.9),(15 1142340.6),(16 1186295.1),(17 1225244.8),(18 1255178.5),(19 1273786.4),(20 1281690.6),(21 1280330.6),(22 1274871.6),(23 1275532.3),(24 1291565.5),(25 1316978),(26 1347239.1),(27 1376562.1),(28 1392646.3),(29 1397293.8),(30 1400054),(31 1399904),(32 1399153.9),(33 1406748.6),(34 1406473.6),(35 1412418.5),(36 1416802.8),(37 1427958.3),(38 1442575.3),(39 1460113.6),(40 1470239.3),(41 1484185.1),(42 1490415.6),(43 1494378.3),(44 1490230.1),(45 1488089.9),(46 1478938.4),(47 1470127.6),(48 1458133.3),(49 1441570.8),(50 1420422.3),(51 1407341.8),(52 1389401.9),(53 1375178.1),(54 1377283),(55 1381377),(56 1394753.8),(57 1412484.3),(58 1427641.3),(59 1450078.5),(60 1467412.3),(61 1482444),(62 1496187.4),(63 1500595.6),(64 1504141.8),(65 1502996),(66 1497467),(67 1486769.9),(68 1470761.5),(69 1447389),(70 1429700.6),(71 1423997.8),(72 1423727.6),(73 1431898.3),(74 1448540.4),(75 1460725.1),(76 1469847.9),(77 1472979.1),(78 1459836.6),(79 1448948.8),
(1 31826.094),(2 99661.266),(3 189278.83),(4 283038.63),(5 372714.75),(6 460948.66),(7 546125.75),(8 625940.44),(9 699764.4),(10 774730.1),(11 842347.75),(12 902704.2),(13 960724),(14 1009232.4),(15 1043187.94),(16 1066430.9),(17 1078387.4),(18 1083826.9),(19 1096198.3),(20 1116259.6),(21 1133193.3),(22 1149504.5),(23 1169926.9),(24 1195447.6),(25 1224457.1),(26 1244882.3),(27 1262589.1),(28 1273964.1),(29 1280686.6),(30 1293979.9),(31 1300308.8),(32 1306236.3),(33 1320782.4),(34 1323574),(35 1331333.5),(36 1346939.5),(37 1369856.9),(38 1395521.6),(39 1425564.3),(40 1453462),(41 1474118.3),(42 1494470.9),(43 1509461),(44 1523482.6),(45 1534199.3),(46 1544048.9),(47 1549222.8),(48 1544897.8),(49 1544255.3),(50 1550488.1),(51 1564518),(52 1590759.5),(53 1616656),(54 1654885.5),(55 1684520),(56 1717712.8),(57 1748423.5),(58 1781099),(59 1820793.4),(60 1856378.6),(61 1880807.9),(62 1906721.3),(63 1916790.8),(64 1903930.6),(65 1881835.9),(66 1850101.8),(67 1812592),(68 1783105.8),(69 1755391.6),(70 1722163),(71 1701931.8),(72 1679477.5),(73 1669797),(74 1664948.6),(75 1657296.9),(76 1644021.5),(77 1623847.9),(78 1595337.4),(79 1572626),
