1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,512.5,513.5,514.5,515.5,516.5,517.5,518.5,519.5,520.5,521.5,522.5,523.5,524.5,525.5,526.5,527.5,528.5,529.5,530.5,531.5,532.5,533.5,534.5,535.5,536.5,537.5,538.5,539.5,540.5,541.5,542.5,543.5,544.5,545.5,546.5,547.5,548.5,549.5,550.5,551.5,552.5,553.5,554.5,555.5,556.5,557.5,558.5,559.5,560.5,561.5,562.5,563.5,564.5,565.5,566.5,567.5,568.5,569.5,570.5,571.5,572.5,573.5,574.5,575.5,576.5,577.5,578.5,579.5,580.5,581.5,582.5,583.5,584.5,585.5,586.5,587.5,588.5,589.5,590.5,591.5,592.5,593.5,594.5,595.5,596.5,597.5,598.5,599.5,600.5,601.5,602.5,603.5,604.5,605.5,606.5,607.5,608.5,609.5,610.5,611.5,612.5,613.5,614.5,615.5,616.5,617.5,618.5,619.5,620.5,621.5,622.5,623.5,624.5,625.5,626.5,627.5,628.5,629.5,630.5,631.5,632.5,633.5,634.5,635.5,636.5,637.5,638.5,639.5,640.5,641.5,642.5,643.5,644.5,645.5,646.5,647.5,648.5,649.5,650.5,651.5,652.5,653.5,654.5,655.5,656.5,657.5,658.5,659.5,660.5,661.5,662.5,663.5,664.5,665.5,666.5,667.5,668.5,669.5,670.5,671.5,672.5,673.5,674.5,675.5,676.5,677.5,678.5,679.5,680.5,681.5,682.5,683.5,684.5,685.5,686.5,687.5,688.5,689.5,690.5,691.5,692.5,693.5,694.5,695.5,696.5,697.5,698.5,699.5,700.5,701.5,702.5,703.5,704.5,705.5,706.5,707.5,708.5,709.5,710.5,711.5,712.5,713.5,714.5,715.5,716.5,717.5,718.5,719.5,720.5,721.5,722.5,723.5,724.5,725.5,726.5,727.5,728.5,729.5,730.5,731.5,732.5,733.5,734.5,735.5,736.5,737.5,738.5,739.5,740.5,741.5,742.5,743.5,744.5,745.5,746.5,747.5,748.5,749.5,750.5,751.5,752.5,753.5,754.5,755.5,756.5,757.5,758.5,759.5,760.5,761.5,762.5,763.5,764.5,765.5,766.5,767.5,768.5,769.5,770.5,771.5,772.5,773.5,774.5,775.5,776.5,777.5,778.5,779.5,780.5,781.5,782.5,783.5,784.5,785.5,786.5,787.5,788.5,789.5,790.5,791.5,792.5,793.5,794.5,795.5,796.5,797.5,798.5,799.5,800.5,801.5,802.5,803.5,804.5,805.5,806.5,807.5,808.5,809.5,810.5,811.5,812.5,813.5,814.5,815.5,816.5,817.5,818.5,819.5,820.5,821.5,822.5,823.5,824.5,825.5,826.5,827.5,828.5,829.5,830.5,831.5,832.5,833.5,834.5,835.5,836.5,837.5,838.5,839.5,840.5,841.5,842.5,843.5,844.5,845.5,846.5,847.5,848.5,849.5,850.5,851.5,852.5,853.5,854.5,855.5,856.5,857.5,858.5,859.5,860.5,861.5,862.5,863.5,864.5,865.5,866.5,867.5,868.5,869.5,870.5,871.5,872.5,873.5,874.5,875.5,876.5,877.5,878.5,879.5,880.5,881.5,882.5,883.5,884.5,885.5,886.5,887.5,888.5,889.5,890.5,891.5,892.5,893.5,894.5,895.5,896.5,897.5,898.5,899.5,900.5,901.5,902.5,903.5,904.5,905.5,906.5,907.5,908.5,909.5,910.5,911.5,912.5,913.5,914.5,915.5,916.5,917.5,918.5,919.5,920.5,921.5,922.5,923.5,924.5,925.5,926.5,927.5,928.5,929.5,930.5,931.5,932.5,933.5,934.5,935.5,936.5,937.5,938.5,939.5,940.5,941.5,942.5,943.5,944.5,945.5,946.5,947.5,948.5,949.5,950.5,951.5,952.5,953.5,954.5,955.5,956.5,957.5,958.5,959.5,
(1 37253.65),(2 17830.682),(3 39736.66),(4 10354.927),(5 42773.895),(6 20982.12),(7 44237.863),(8 15836.078),(9 45609),(10 19722.295),(11 45911.74),(12 16155.825),(13 44820.55),(14 22705.967),(15 45393.168),(16 13794.438),(17 44908.83),(18 24416.672),(19 44798.76),(20 9492.944),(21 45075.285),(22 24680.553),(23 45202.605),(24 14633.003),(25 46421.39),(26 23961.227),(27 46749.26),(28 17865.273),(29 46841.24),(30 21515.186),(31 48767.76),(32 19467.494),(33 47550.84),(34 24905.104),(35 48191.066),(36 16794.895),(37 46973.043),(38 25635.584),(39 47085.566),(40 12157.629),(41 47206.156),(42 26261.04),(43 48134.656),(44 18363.787),(45 49223.27),(46 26012.99),(47 50533.12),(48 22658.361),(49 50492.24),(50 23837.766),(51 51460.88),(52 23007.078),(53 50161.3),(54 26714.479),(55 50808.543),(56 20735.768),(57 50093.254),(58 28327.541),(59 50975.047),(60 16779.29),(61 50934.098),(62 29170.693),(63 51563.004),(64 22490.479),(65 52476.5),(66 28362.615),(67 53473.035),(68 26421.99),(69 54180.668),(70 26623.146),(71 55574.605),(72 28073.805),(73 54847.656),(74 31179.338),(75 56062.324),(76 26770.229),(77 55943.906),(78 33856.8),(79 55757.754),
(1 24.019089),(2 35.96617),(3 44.39435),(4 49.68877),(5 53.41898),(6 55.441166),(7 57.69778),(8 58.97772),(9 61.095936),(10 59.560204),(11 63.73224),(12 64.33631),(13 65.43643),(14 66.07159),(15 67.12049),(16 67.61853),(17 68.49859),(18 68.77294),(19 69.54076),(20 66.95559),(21 70.4176),(22 70.481514),(23 71.05533),(24 71.13513),(25 71.55982),(26 71.59059),(27 72.08964),(28 72.090454),(29 72.635155),(30 70.24698),(31 73.1599),(32 72.95697),(33 73.46734),(34 73.559326),(35 73.78328),(36 73.550095),(37 73.92623),(38 73.885),(39 74.16659),(40 71.4733),(41 74.22844),(42 74.11712),(43 74.49401),(44 74.391716),(45 74.63744),(46 74.49756),(47 74.71096),(48 74.47702),(49 74.87178),(50 72.52256),(51 74.964645),(52 74.74882),(53 75.087616),(54 75.02151),(55 75.172554),(56 74.88901),(57 75.19948),(58 75.10257),(59 75.30372),(60 73.02673),(61 75.4706),(62 75.46589),(63 75.68029),(64 75.48308),(65 75.63809),(66 75.57024),(67 75.72448),(68 75.47798),(69 75.73029),(70 73.72512),(71 75.794655),(72 75.5549),(73 75.8046),(74 75.75774),(75 75.832275),(76 75.59182),(77 75.80983),(78 75.695274),(79 75.95263),
(1 24.039206),(2 36.044163),(3 44.47913),(4 49.779705),(5 53.481697),(6 55.470417),(7 57.633713),(8 58.951706),(9 61.141243),(10 59.694035),(11 63.92939),(12 64.552185),(13 65.65053),(14 66.19126),(15 67.23575),(16 67.69623),(17 68.49645),(18 68.81427),(19 69.67669),(20 67.15204),(21 70.58233),(22 70.72692),(23 71.34617),(24 71.4012),(25 71.850815),(26 71.87506),(27 72.27892),(28 72.24878),(29 72.892746),(30 70.55466),(31 73.38592),(32 73.17885),(33 73.62923),(34 73.67762),(35 73.99282),(36 73.743454),(37 74.07959),(38 74.02431),(39 74.23114),(40 71.581154),(41 74.24999),(42 74.22102),(43 74.55916),(44 74.43792),(45 74.68864),(46 74.60401),(47 74.76008),(48 74.45134),(49 74.827194),(50 72.46694),(51 74.81887),(52 74.56169),(53 74.94617),(54 74.85076),(55 75.050804),(56 74.85279),(57 75.13344),(58 74.996635),(59 75.19561),(60 72.90538),(61 75.29974),(62 75.22365),(63 75.51869),(64 75.30277),(65 75.51571),(66 75.3985),(67 75.53682),(68 75.256165),(69 75.57662),(70 73.57826),(71 75.604904),(72 75.39408),(73 75.61378),(74 75.49549),(75 75.69213),(76 75.435616),(77 75.67409),(78 75.50941),(79 75.90342),
(1 23.963642),(2 35.97651),(3 44.466053),(4 49.727127),(5 53.312057),(6 55.2428),(7 57.429104),(8 58.7017),(9 60.761578),(10 59.372433),(11 63.553215),(12 64.23587),(13 65.35221),(14 65.85349),(15 66.763725),(16 67.2561),(17 68.18968),(18 68.49857),(19 69.33985),(20 66.89036),(21 70.24038),(22 70.38783),(23 71.074005),(24 71.17615),(25 71.59134),(26 71.66136),(27 72.03526),(28 71.92465),(29 72.38463),(30 70.073685),(31 73.00785),(32 72.89231),(33 73.354805),(34 73.43379),(35 73.6933),(36 73.49091),(37 73.77852),(38 73.61157),(39 73.88856),(40 71.292336),(41 73.933784),(42 73.812065),(43 74.12182),(44 73.94324),(45 74.207245),(46 74.1343),(47 74.268074),(48 73.94236),(49 74.28254),(50 72.016365),(51 74.336624),(52 74.10123),(53 74.40882),(54 74.36114),(55 74.54698),(56 74.37431),(57 74.71393),(58 74.51101),(59 74.767624),(60 72.47471),(61 74.733215),(62 74.68134),(63 74.935135),(64 74.633514),(65 74.878876),(66 74.85978),(67 75.12957),(68 74.76952),(69 75.06471),(70 73.11174),(71 75.18537),(72 75.08),(73 75.34095),(74 75.203354),(75 75.37453),(76 75.09636),(77 75.380196),(78 75.151115),(79 75.55023),
(1 23.897108),(2 35.90782),(3 44.385605),(4 49.675873),(5 53.233116),(6 55.223267),(7 57.40963),(8 58.699802),(9 60.825115),(10 59.437634),(11 63.501305),(12 64.16387),(13 65.33478),(14 65.83171),(15 66.7616),(16 67.34392),(17 68.17256),(18 68.43946),(19 69.2503),(20 66.8514),(21 70.121735),(22 70.166275),(23 70.78214),(24 70.823074),(25 71.19023),(26 71.31192),(27 71.71544),(28 71.683754),(29 72.1832),(30 69.83156),(31 72.62964),(32 72.50836),(33 72.93228),(34 72.96517),(35 73.17127),(36 73.067505),(37 73.396484),(38 73.260086),(39 73.52229),(40 70.99073),(41 73.60057),(42 73.56322),(43 73.856895),(44 73.70735),(45 73.918816),(46 73.879715),(47 74.05809),(48 73.76971),(49 74.07506),(50 71.80939),(51 74.16902),(52 73.91278),(53 74.1901),(54 74.18655),(55 74.2956),(56 74.16847),(57 74.48766),(58 74.37361),(59 74.66021),(60 72.40924),(61 74.70288),(62 74.64477),(63 74.92125),(64 74.73466),(65 74.98273),(66 75.00195),(67 75.23166),(68 74.90011),(69 75.068214),(70 73.05602),(71 75.04364),(72 74.81673),(73 75.05322),(74 74.98949),(75 75.0888),(76 74.822495),(77 75.04093),(78 74.7962),(79 75.026024),
(1 23.86253),(2 35.898582),(3 44.282387),(4 49.48248),(5 53.07355),(6 55.127064),(7 57.30613),(8 58.560295),(9 60.473816),(10 59.0092),(11 63.016678),(12 63.726116),(13 64.929344),(14 65.495964),(15 66.50886),(16 67.10777),(17 68.03411),(18 68.30316),(19 69.04415),(20 66.6077),(21 69.83707),(22 70.01896),(23 70.62356),(24 70.68374),(25 71.09016),(26 71.110954),(27 71.5751),(28 71.44785),(29 71.94998),(30 69.600266),(31 72.3916),(32 72.26382),(33 72.804344),(34 72.81805),(35 73.02941),(36 72.958916),(37 73.29432),(38 73.165146),(39 73.481064),(40 70.92522),(41 73.58559),(42 73.6159),(43 73.95671),(44 73.878136),(45 74.16114),(46 74.04446),(47 74.21295),(48 73.822586),(49 74.067665),(50 71.73626),(51 74.10937),(52 73.86973),(53 74.225),(54 74.044334),(55 74.18012),(56 73.9729),(57 74.262405),(58 74.218025),(59 74.463615),(60 72.202385),(61 74.47385),(62 74.407295),(63 74.70771),(64 74.448204),(65 74.66461),(66 74.65871),(67 74.849205),(68 74.50791),(69 74.74172),(70 72.74101),(71 74.7742),(72 74.535065),(73 74.84014),(74 74.84785),(75 74.96982),(76 74.746284),(77 74.948044),(78 74.61159),(79 74.86781),
(1 23.764452),(2 35.690125),(3 44.10287),(4 49.26876),(5 52.83444),(6 54.883377),(7 57.093792),(8 58.38797),(9 60.400715),(10 59.010857),(11 63.078133),(12 63.734383),(13 64.9344),(14 65.465965),(15 66.390175),(16 66.8757),(17 67.73634),(18 67.99328),(19 68.76194),(20 66.44146),(21 69.68896),(22 69.90897),(23 70.593155),(24 70.583824),(25 71.00178),(26 71.085785),(27 71.5554),(28 71.49731),(29 72.03019),(30 69.67932),(31 72.46),(32 72.32855),(33 72.86104),(34 72.84736),(35 73.04999),(36 72.91069),(37 73.19416),(38 73.06278),(39 73.42895),(40 70.89953),(41 73.480446),(42 73.35121),(43 73.694336),(44 73.43381),(45 73.67575),(46 73.68238),(47 73.90499),(48 73.51419),(49 73.827736),(50 71.6311),(51 74.02329),(52 73.72895),(53 74.085304),(54 74.0005),(55 74.16105),(56 73.9621),(57 74.30551),(58 74.16851),(59 74.37482),(60 72.08189),(61 74.37937),(62 74.32805),(63 74.61261),(64 74.34191),(65 74.55266),(66 74.44669),(67 74.641014),(68 74.330605),(69 74.573),(70 72.63652),(71 74.67296),(72 74.46146),(73 74.82848),(74 74.7204),(75 74.7944),(76 74.47538),(77 74.66624),(78 74.379555),(79 74.5679),
(1 23.686396),(2 35.60629),(3 43.95782),(4 49.18078),(5 52.670628),(6 54.678196),(7 56.845486),(8 58.11726),(9 60.136017),(10 58.746326),(11 62.713146),(12 63.45394),(13 64.56704),(14 65.12219),(15 66.019775),(16 66.59714),(17 67.48147),(18 67.732475),(19 68.440605),(20 66.10253),(21 69.30364),(22 69.49185),(23 70.12625),(24 70.19725),(25 70.517204),(26 70.62179),(27 71.04428),(28 70.98756),(29 71.39219),(30 69.099945),(31 71.845116),(32 71.70297),(33 72.188644),(34 72.26779),(35 72.430954),(36 72.29414),(37 72.511375),(38 72.28553),(39 72.44696),(40 69.97496),(41 72.55118),(42 72.55777),(43 72.867424),(44 72.69861),(45 72.89138),(46 72.87589),(47 73.059006),(48 72.73685),(49 73.05405),(50 70.903175),(51 73.27113),(52 72.95764),(53 73.242256),(54 73.24771),(55 73.404045),(56 73.26004),(57 73.55035),(58 73.34084),(59 73.54971),(60 71.3246),(61 73.5764),(62 73.44433),(63 73.66523),(64 73.501854),(65 73.75789),(66 73.780174),(67 73.92576),(68 73.634224),(69 73.8395),(70 71.91194),(71 73.94074),(72 73.70615),(73 74.06347),(74 73.98496),(75 74.11795),(76 73.89491),(77 74.10488),(78 73.90879),(79 74.10306),
(1 23.70773),(2 35.685944),(3 44.162304),(4 49.25787),(5 52.80498),(6 54.847218),(7 57.071144),(8 58.271854),(9 60.221848),(10 58.7453),(11 62.809784),(12 63.474068),(13 64.66955),(14 65.159355),(15 66.00657),(16 66.547874),(17 67.49711),(18 67.76319),(19 68.4322),(20 65.94403),(21 69.17962),(22 69.38208),(23 70.022545),(24 70.07745),(25 70.50479),(26 70.609375),(27 71.13703),(28 71.04374),(29 71.47967),(30 69.14097),(31 71.90649),(32 71.82715),(33 72.335625),(34 72.342575),(35 72.53655),(36 72.41049),(37 72.826164),(38 72.66846),(39 72.863464),(40 70.26713),(41 72.81619),(42 72.797554),(43 73.16605),(44 72.93676),(45 73.090836),(46 73.053375),(47 73.33918),(48 72.98161),(49 73.304245),(50 71.07355),(51 73.43112),(52 73.13362),(53 73.56371),(54 73.497116),(55 73.60648),(56 73.45205),(57 73.74704),(58 73.51448),(59 73.752655),(60 71.44194),(61 73.67325),(62 73.57747),(63 73.811386),(64 73.584335),(65 73.76244),(66 73.81358),(67 74.054855),(68 73.69804),(69 73.946884),(70 71.88842),(71 73.82677),(72 73.54396),(73 73.893745),(74 73.8031),(75 73.96004),(76 73.755035),(77 74.0559),(78 73.756294),(79 74.08656),
(1 23.591497),(2 35.529316),(3 43.9654),(4 49.17272),(5 52.77143),(6 54.839687),(7 56.963688),(8 58.05231),(9 59.96009),(10 58.5565),(11 62.561478),(12 63.346657),(13 64.58466),(14 65.14839),(15 66.05656),(16 66.68164),(17 67.59883),(18 67.78614),(19 68.502144),(20 66.13763),(21 69.26865),(22 69.501274),(23 70.182106),(24 70.23646),(25 70.631454),(26 70.853195),(27 71.356865),(28 71.21496),(29 71.630066),(30 69.38801),(31 72.11949),(32 72.01647),(33 72.559074),(34 72.64294),(35 72.833595),(36 72.78944),(37 73.17779),(38 72.98439),(39 73.211136),(40 70.674774),(41 73.20971),(42 73.1821),(43 73.57234),(44 73.32885),(45 73.525246),(46 73.47015),(47 73.734375),(48 73.40346),(49 73.6832),(50 71.431755),(51 73.69326),(52 73.34549),(53 73.826065),(54 73.8236),(55 73.94184),(56 73.72989),(57 74.02979),(58 73.8141),(59 73.984795),(60 71.680695),(61 73.92358),(62 73.89474),(63 74.11748),(64 73.83223),(65 74.05182),(66 74.11106),(67 74.31419),(68 73.96823),(69 74.20348),(70 72.21444),(71 74.15259),(72 73.883125),(73 74.21802),(74 74.03012),(75 74.062416),(76 73.9017),(77 74.213326),(78 73.87649),(79 74.16327),
(1 23.502048),(2 35.355545),(3 43.807987),(4 48.97933),(5 52.51748),(6 54.530083),(7 56.700752),(8 57.87276),(9 59.829243),(10 58.47391),(11 62.44991),(12 63.189293),(13 64.370964),(14 64.8769),(15 65.80333),(16 66.36095),(17 67.30211),(18 67.44743),(19 68.25043),(20 65.84776),(21 69.054245),(22 69.31611),(23 70.102295),(24 70.088844),(25 70.551476),(26 70.63177),(27 71.12435),(28 70.99698),(29 71.44182),(30 69.13914),(31 71.74222),(32 71.65619),(33 72.207695),(34 72.26938),(35 72.4539),(36 72.34641),(37 72.760506),(38 72.539696),(39 72.83258),(40 70.272675),(41 72.78888),(42 72.75707),(43 73.154755),(44 72.90234),(45 73.146675),(46 73.16122),(47 73.44775),(48 73.113266),(49 73.424866),(50 71.21655),(51 73.519325),(52 73.203064),(53 73.62174),(54 73.545044),(55 73.68205),(56 73.47681),(57 73.84959),(58 73.550644),(59 73.7904),(60 71.52357),(61 73.82048),(62 73.83805),(63 74.19558),(64 73.95386),(65 74.236664),(66 74.19634),(67 74.407166),(68 74.027405),(69 74.23805),(70 72.265564),(71 74.11868),(72 73.84119),(73 74.23789),(74 74.11097),(75 74.20413),(76 74.002975),(77 74.25224),(78 73.908226),(79 74.23031),
(1 23.452051),(2 35.337708),(3 43.67701),(4 48.820805),(5 52.325794),(6 54.43748),(7 56.660503),(8 57.800785),(9 59.681107),(10 58.333736),(11 62.27538),(12 63.07726),(13 64.29422),(14 64.76483),(15 65.66772),(16 66.22406),(17 67.108086),(18 67.28423),(19 67.97252),(20 65.69266),(21 68.75308),(22 68.86758),(23 69.609825),(24 69.64118),(25 70.08168),(26 70.24033),(27 70.68628),(28 70.53029),(29 71.03178),(30 68.86209),(31 71.56951),(32 71.51991),(33 72.07265),(34 72.008896),(35 72.1507),(36 72.04759),(37 72.439735),(38 72.348274),(39 72.52698),(40 70.06601),(41 72.53427),(42 72.48724),(43 72.83014),(44 72.54617),(45 72.7641),(46 72.907074),(47 73.22242),(48 72.96367),(49 73.20213),(50 70.989876),(51 73.25786),(52 73.04718),(53 73.400894),(54 73.23961),(55 73.44902),(56 73.29531),(57 73.59927),(58 73.39467),(59 73.507744),(60 71.26654),(61 73.503296),(62 73.46719),(63 73.80563),(64 73.51713),(65 73.69595),(66 73.70325),(67 73.8559),(68 73.521164),(69 73.772934),(70 71.83533),(71 73.85471),(72 73.66581),(73 73.96326),(74 73.77545),(75 73.86443),(76 73.69945),(77 73.947266),(78 73.67419),(79 73.9309),
(1 23.466694),(2 35.203022),(3 43.563942),(4 48.58988),(5 52.10638),(6 54.08402),(7 56.325623),(8 57.436466),(9 59.464108),(10 58.163033),(11 62.139763),(12 62.73042),(13 64.006096),(14 64.39894),(15 65.27935),(16 65.79407),(17 66.88499),(18 67.065674),(19 67.93521),(20 65.64224),(21 68.77748),(22 68.83826),(23 69.59434),(24 69.58174),(25 70.02927),(26 70.14311),(27 70.54544),(28 70.312744),(29 70.923164),(30 68.73287),(31 71.49418),(32 71.26088),(33 71.87951),(34 71.77847),(35 71.91773),(36 71.833466),(37 72.302185),(38 72.06849),(39 72.38082),(40 69.86999),(41 72.43854),(42 72.239685),(43 72.70042),(44 72.3586),(45 72.5927),(46 72.69641),(47 72.99411),(48 72.50554),(49 72.9509),(50 70.67772),(51 73.08809),(52 72.8094),(53 73.31105),(54 73.197556),(55 73.367905),(56 73.16704),(57 73.52225),(58 73.2063),(59 73.48216),(60 71.17866),(61 73.48216),(62 73.32595),(63 73.664894),(64 73.25021),(65 73.50299),(66 73.47037),(67 73.79136),(68 73.34454),(69 73.71485),(70 71.71674),(71 73.77475),(72 73.421875),(73 73.86422),(74 73.579346),(75 73.68395),(76 73.43756),(77 73.82641),(78 73.51296),(79 73.79025),
(1 23.480476),(2 35.26908),(3 43.756245),(4 48.748867),(5 52.38332),(6 54.304577),(7 56.574825),(8 57.697876),(9 59.700787),(10 58.26647),(11 62.15479),(12 62.7702),(13 64.05656),(14 64.405716),(15 65.47989),(16 65.94705),(17 66.91549),(18 67.08213),(19 67.862045),(20 65.52873),(21 68.71576),(22 68.876366),(23 69.63602),(24 69.509636),(25 69.97339),(26 70.062935),(27 70.601555),(28 70.35679),(29 70.97247),(30 68.70653),(31 71.45754),(32 71.22225),(33 71.82858),(34 71.65149),(35 71.863716),(36 71.67459),(37 72.15056),(38 71.8932),(39 72.07712),(40 69.57706),(41 72.15443),(42 72.08828),(43 72.59796),(44 72.29305),(45 72.57467),(46 72.44849),(47 72.78711),(48 72.37787),(49 72.75826),(50 70.50271),(51 72.91331),(52 72.580025),(53 73.14294),(54 72.94096),(55 73.13591),(56 72.85345),(57 73.28438),(58 72.96159),(59 73.15977),(60 70.838806),(61 73.18345),(62 73.019905),(63 73.44364),(64 73.09312),(65 73.38227),(66 73.24312),(67 73.56214),(68 73.21382),(69 73.47388),(70 71.37963),(71 73.462585),(72 73.16988),(73 73.57145),(74 73.28266),(75 73.43731),(76 73.0862),(77 73.46727),(78 73.07817),(79 73.35279),
(1 24.3764),(2 35.361046),(3 44.517418),(4 48.567497),(5 53.083393),(6 54.250122),(7 57.280205),(8 57.468643),(9 60.463215),(10 58.433784),(11 63.059895),(12 62.69873),(13 64.960724),(14 64.63213),(15 66.32075),(16 65.842545),(17 67.69033),(18 67.063034),(19 68.51089),(20 65.287674),(21 69.36629),(22 68.7996),(23 70.31512),(24 69.27425),(25 70.63208),(26 69.90271),(27 71.18676),(28 69.92357),(29 71.37082),(30 68.42222),(31 71.83741),(32 70.697105),(33 72.259),(34 71.48268),(35 72.42055),(36 71.33641),(37 72.72009),(38 71.66339),(39 72.582344),(40 69.168304),(41 72.611206),(42 71.7948),(43 73.05049),(44 71.72322),(45 72.88155),(46 72.06823),(47 73.128494),(48 71.75786),(49 73.08538),(50 70.15073),(51 73.23596),(52 72.1301),(53 73.608475),(54 72.58309),(55 73.54091),(56 72.38753),(57 73.70627),(58 72.67451),(59 73.6874),(60 70.62809),(61 73.76066),(62 72.829994),(63 73.96293),(64 72.70755),(65 73.8878),(66 73.10928),(67 74.21892),(68 72.87435),(69 74.0187),(70 71.24309),(71 73.9926),(72 72.82186),(73 74.16691),(74 73.0771),(75 73.98498),(76 72.827286),(77 74.15241),(78 73.006584),(79 74.019035),
(1 27.376095),(2 35.88535),(3 47.496017),(4 48.456974),(5 56.019985),(6 54.70111),(7 60.20867),(8 57.341057),(9 63.303238),(10 58.738464),(11 65.79783),(12 62.454445),(13 67.771416),(14 65.06605),(15 69.33127),(16 65.85187),(17 70.793846),(18 67.770454),(19 71.60642),(20 65.36695),(21 72.346054),(22 69.33153),(23 73.26649),(24 69.25039),(25 73.74777),(26 70.68203),(27 74.41103),(28 70.24813),(29 74.7097),(30 69.288574),(31 75.10477),(32 71.06858),(33 75.56019),(34 72.27997),(35 75.70762),(36 71.59245),(37 75.947495),(38 72.48648),(39 75.95117),(40 69.58737),(41 76.08481),(42 72.74),(43 76.42041),(44 72.23397),(45 76.43042),(46 73.05366),(47 76.66334),(48 72.30153),(49 76.521416),(50 71.091866),(51 76.74329),(52 72.67953),(53 77.05091),(54 73.575134),(55 76.98759),(56 72.81117),(57 76.97986),(58 73.37298),(59 76.91284),(60 70.83638),(61 76.967255),(62 73.51228),(63 77.2325),(64 72.9647),(65 77.08124),(66 73.65022),(67 77.26468),(68 73.03559),(69 77.14083),(70 71.74352),(71 77.105606),(72 72.99358),(73 77.24424),(74 73.657104),(75 77.23122),(76 73.18206),(77 77.36058),(78 73.65635),(79 77.33519),
