1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 24021.025),(2 67406.37),(3 146665.05),(4 222403.92),(5 311220.47),(6 389519.78),(7 482678.34),(8 583445.25),(9 656940.56),(10 742884.06),(11 818898),(12 878947.3),(13 963662),(14 1060095),(15 1153870.4),(16 1273446.6),(17 1403069.5),(18 1513924.6),(19 1637721),(20 1774973.9),(21 1899290.9),(22 2051377.9),(23 2217912.3),(24 2413265.3),(25 2685420.8),(26 3033677.3),(27 3593776.8),(28 4760955),(29 5391640.5),(30 6098771.5),(31 6887438),(32 7622006),(33 8366656.5),(34 9209178),(35 9874670),(36 10643764),(37 11467804),(38 12109420),(39 12845360),(40 13610468),(41 14175700),(42 14850892),(43 15571951),(44 16124779),(45 16777836),(46 17455864),(47 17906236),(48 18375192),(49 18574680),(50 18695702),(51 18874566),(52 19057706),(53 19417862),(54 19659914),(55 19905542),(56 20078674),(57 20218790),(58 20448298),(59 20531666),(60 20744710),(61 21020446),(62 21169770),(63 21428590),(64 21742352),(65 21910856),(66 22214262),(67 22582446),(68 22801486),(69 23098686),(70 23439606),(71 23574208),(72 23818838),(73 24032202),(74 24043154),(75 24184274),(76 24324322),(77 24399046),(78 24791616),(79 24891982),
(1 13030.246),(2 41893.72),(3 91190.22),(4 146989.81),(5 209280.52),(6 279511.34),(7 359516.94),(8 446343.66),(9 542617.4),(10 640553.6),(11 746865.06),(12 862065.1),(13 978904.4),(14 1102756.8),(15 1235197.4),(16 1364183.6),(17 1503871),(18 1647957.6),(19 1781147.5),(20 1919276.9),(21 2064034.3),(22 2212524),(23 2355530),(24 2496160.3),(25 2643427.3),(26 2789530.3),(27 2938753.8),(28 3098886),(29 3241455.3),(30 3378489),(31 3512003.5),(32 3620485.5),(33 3721752.3),(34 3812029.3),(35 3890288),(36 3949732.8),(37 4003718.5),(38 4040828.5),(39 4070130.8),(40 4095398),(41 4110735.3),(42 4115807.3),(43 4116813.3),(44 4108127.3),(45 4095344.3),(46 4075283.5),(47 4060633.8),(48 4038610),(49 4009194.5),(50 3986045.3),(51 3962506),(52 3942307.3),(53 3932979.8),(54 3916837.5),(55 3905575.8),(56 3895424),(57 3894608.3),(58 3893940.8),(59 3898326),(60 3901998.5),(61 3902247.8),(62 3898282),(63 3899855.3),(64 3905329.5),(65 3915829.5),(66 3937209.8),(67 3956022.3),(68 3957035.3),(69 3959504.8),(70 3956231.3),(71 3934706.5),(72 3918314.5),(73 3894184.3),(74 3861913),(75 3823789.3),(76 3787062.3),(77 3755333.3),(78 3730623.8),(79 3702169.8),
(1 14289.749),(2 46994.676),(3 102499.91),(4 164923.88),(5 234727.86),(6 311793.16),(7 395130.25),(8 483965.9),(9 577738.25),(10 671304.1),(11 770579.94),(12 871298.44),(13 972148),(14 1072843),(15 1176837.4),(16 1276592.4),(17 1375597.6),(18 1468894.6),(19 1555426),(20 1640800),(21 1728120.9),(22 1808488.6),(23 1882574.5),(24 1950565.9),(25 2010148),(26 2081844.4),(27 2154695.8),(28 2238192.3),(29 2310563.5),(30 2371131.8),(31 2439300.8),(32 2498281.8),(33 2558705.3),(34 2624374.8),(35 2686902),(36 2744242.3),(37 2803847.3),(38 2860011.8),(39 2918114.8),(40 2975172),(41 3031363.3),(42 3082302.8),(43 3134493.8),(44 3178300),(45 3214232.8),(46 3252097.3),(47 3279066.8),(48 3304467.3),(49 3308960.8),(50 3314884),(51 3323045.3),(52 3327892.8),(53 3326824),(54 3323412.3),(55 3324278),(56 3322035.3),(57 3315650.3),(58 3306891.3),(59 3296461.3),(60 3283988.8),(61 3273391.3),(62 3253904.8),(63 3243378.8),(64 3235646.8),(65 3228885),(66 3229713.3),(67 3213842),(68 3191579.3),(69 3169712.3),(70 3146195.3),(71 3115272.3),(72 3088805.8),(73 3057906.8),(74 3023503.3),(75 2982391.8),(76 2941898.8),(77 2911356.8),(78 2890049.8),(79 2866204),
(1 16109.981),(2 52792.43),(3 112250.78),(4 182163.69),(5 263281.03),(6 352953.72),(7 449877.72),(8 556292.2),(9 670125.4),(10 782983.06),(11 900166.25),(12 1021006.6),(13 1139705.4),(14 1255224.4),(15 1372597.6),(16 1487852.8),(17 1601854.9),(18 1708639),(19 1817319.5),(20 1930590.1),(21 2043684.5),(22 2147111.8),(23 2248259),(24 2344287),(25 2444718.8),(26 2531418.8),(27 2617518.3),(28 2711186.5),(29 2799061.5),(30 2882464.8),(31 2969961),(32 3055137.3),(33 3135239),(34 3216963),(35 3299656.3),(36 3382395.5),(37 3450577.5),(38 3513993.5),(39 3573411.8),(40 3630857.5),(41 3681122.5),(42 3727836.3),(43 3782930),(44 3822544.3),(45 3865719),(46 3897191),(47 3932535.8),(48 3965624.3),(49 3985486.8),(50 4002346.3),(51 4017607),(52 4039184),(53 4056469.8),(54 4064655.8),(55 4068108.5),(56 4063205.8),(57 4044708.5),(58 4030940.8),(59 4011443.3),(60 3996035.3),(61 3979662.8),(62 3944008.3),(63 3904520.3),(64 3870892.3),(65 3828019.8),(66 3792634),(67 3739344.3),(68 3683790),(69 3628196.3),(70 3571582),(71 3503811.3),(72 3439160.8),(73 3365075.3),(74 3288926.5),(75 3211574.8),(76 3131296.3),(77 3061492.5),(78 2987993),(79 2923538.5),
(1 17624.574),(2 59109.86),(3 123269.41),(4 200338.94),(5 285715.56),(6 375574.03),(7 465690.56),(8 557445.9),(9 654034.4),(10 744830.8),(11 837244.94),(12 928965.1),(13 1017561.06),(14 1103262.1),(15 1191399),(16 1276592.5),(17 1358786.1),(18 1436362.9),(19 1513311.5),(20 1588054.8),(21 1665588),(22 1734431.9),(23 1793363.3),(24 1838018.8),(25 1879380.8),(26 1915358.5),(27 1949389.3),(28 1978510.1),(29 2009827.5),(30 2035331.4),(31 2064182.4),(32 2093835.6),(33 2116743.3),(34 2139515),(35 2164245.5),(36 2190024.8),(37 2214799),(38 2240824.3),(39 2257878.8),(40 2276116.5),(41 2291101.3),(42 2305098.5),(43 2321439.3),(44 2336237.8),(45 2351535.3),(46 2362192.3),(47 2367811.8),(48 2371256.3),(49 2375583.3),(50 2377567.3),(51 2376305.8),(52 2382776.3),(53 2401676.5),(54 2412738),(55 2431117.8),(56 2453275.8),(57 2468236.8),(58 2481173.8),(59 2497123.8),(60 2509805),(61 2526958.5),(62 2537810.3),(63 2542111.3),(64 2549687.8),(65 2552951.3),(66 2557723.8),(67 2558466.8),(68 2561923.8),(69 2567099.3),(70 2575207.3),(71 2575591),(72 2576633.8),(73 2574750),(74 2569792.8),(75 2563572),(76 2552888.3),(77 2545491.3),(78 2534902.8),(79 2528154),
(1 19496.646),(2 67112.94),(3 142166.61),(4 233614.06),(5 335122.03),(6 445012.56),(7 556565.9),(8 667757.1),(9 781651.5),(10 887366.44),(11 990027.2),(12 1090150),(13 1181820.6),(14 1275077.8),(15 1361965),(16 1449035.5),(17 1533895),(18 1615356.9),(19 1697574.4),(20 1776084.5),(21 1857717.1),(22 1939425.1),(23 2013111.4),(24 2080152.6),(25 2142804.5),(26 2200603),(27 2261983),(28 2320457),(29 2367652.3),(30 2408039.5),(31 2457304.3),(32 2505017.3),(33 2544877.8),(34 2582027),(35 2608122),(36 2632605.3),(37 2655191),(38 2675345.5),(39 2692086.5),(40 2712045),(41 2729043),(42 2742055.5),(43 2756266),(44 2769545.5),(45 2789885.8),(46 2802862.3),(47 2818845),(48 2823567.8),(49 2830805.8),(50 2832499.3),(51 2834777.3),(52 2843885.3),(53 2855429.8),(54 2864229),(55 2872723.5),(56 2877910.3),(57 2883131.8),(58 2886219),(59 2889127.5),(60 2894875.8),(61 2899683.5),(62 2902753.3),(63 2905174),(64 2903083.3),(65 2900095.5),(66 2896661),(67 2880989.8),(68 2862041.5),(69 2840113.3),(70 2818379.8),(71 2791305.3),(72 2759710.8),(73 2722340.3),(74 2682514),(75 2638805),(76 2594714),(77 2545363.8),(78 2500119.5),(79 2459083),
(1 21480.648),(2 73978.3),(3 159136.97),(4 260796.53),(5 376329.03),(6 498977.88),(7 621313.4),(8 740925.2),(9 858588.94),(10 968336.25),(11 1077093.1),(12 1174088.8),(13 1262035.4),(14 1340098.9),(15 1409193.9),(16 1466794.1),(17 1514087.3),(18 1550205.9),(19 1580244.3),(20 1608182.5),(21 1635047.8),(22 1658226.4),(23 1674318.5),(24 1684121.5),(25 1696484.1),(26 1710378.6),(27 1727836.3),(28 1752741.1),(29 1777471.5),(30 1806644.5),(31 1844558.9),(32 1883200.8),(33 1923195.5),(34 1962238.4),(35 2002488.8),(36 2038316.8),(37 2071723.6),(38 2105274.3),(39 2130791),(40 2158799.8),(41 2181834.8),(42 2196777.5),(43 2208452.3),(44 2210308.5),(45 2210585.5),(46 2208034),(47 2200475.3),(48 2190531.3),(49 2173200.3),(50 2154858.3),(51 2138012.3),(52 2115295.5),(53 2091898.5),(54 2070919.4),(55 2046461.8),(56 2027133.6),(57 2016044.3),(58 2007308.6),(59 2006448.9),(60 2011111.8),(61 2013886.5),(62 2017690.9),(63 2024507.9),(64 2023192.3),(65 2021516),(66 2023884.6),(67 2018663.9),(68 2019677.1),(69 2024335.8),(70 2020679.5),(71 2019761.8),(72 2011076.3),(73 2007449.9),(74 2004608.4),(75 2003090),(76 2001125.8),(77 2001266.4),(78 2003531.8),(79 2007904.4),
(1 20272.771),(2 68763.82),(3 147054.48),(4 239963.88),(5 346731),(6 459721.88),(7 575044.94),(8 686807.6),(9 795160.1),(10 894873.06),(11 988781.1),(12 1070799.6),(13 1147761),(14 1219462.3),(15 1290775.6),(16 1349091.9),(17 1404363),(18 1455973.1),(19 1504853.9),(20 1553704),(21 1605759.3),(22 1652221.1),(23 1693367.8),(24 1726891.9),(25 1760129.6),(26 1784548.1),(27 1807435.1),(28 1826498.1),(29 1844977.8),(30 1866876.4),(31 1895284.1),(32 1930960.3),(33 1972396.1),(34 2014123.6),(35 2052807.6),(36 2090896.6),(37 2123205.8),(38 2160988.8),(39 2194507.8),(40 2232839.3),(41 2265868.5),(42 2301339.3),(43 2330135.3),(44 2356148.8),(45 2381506.5),(46 2399555.8),(47 2412873.3),(48 2421246.5),(49 2419799.8),(50 2420739.5),(51 2416654.5),(52 2402336.3),(53 2376261.8),(54 2356557.8),(55 2332697),(56 2311159.5),(57 2294005.8),(58 2272973),(59 2257736.5),(60 2244857.8),(61 2236021),(62 2228939.8),(63 2220797),(64 2219699),(65 2210753.3),(66 2205185.8),(67 2196043.3),(68 2191360.8),(69 2186111.8),(70 2182401),(71 2178362),(72 2171064),(73 2171362.5),(74 2182233),(75 2194968.8),(76 2209048.5),(77 2228468.3),(78 2249286.5),(79 2267504),
(1 18747.568),(2 64165.438),(3 136115.95),(4 221479.92),(5 317611.7),(6 421485.28),(7 528361.56),(8 632176.94),(9 735985.9),(10 833427.25),(11 925703.4),(12 1011035.8),(13 1088117),(14 1158174.3),(15 1218827.4),(16 1269615),(17 1316019.9),(18 1360020.4),(19 1399382.3),(20 1442587.1),(21 1487560.4),(22 1530564.9),(23 1571998.3),(24 1607777.5),(25 1639816.6),(26 1667651.1),(27 1684971.4),(28 1694709.5),(29 1700567),(30 1702466.4),(31 1700343.8),(32 1696131.8),(33 1690856.3),(34 1684130.1),(35 1674210.3),(36 1669915.4),(37 1664194.1),(38 1663622.3),(39 1662627.1),(40 1667381),(41 1674565.6),(42 1680231.8),(43 1686098.4),(44 1692802.6),(45 1697728),(46 1699457.1),(47 1699528.5),(48 1696388.1),(49 1692961),(50 1689841.3),(51 1683791.8),(52 1676464.5),(53 1660604.5),(54 1651579.1),(55 1644411.9),(56 1643905.3),(57 1638540.6),(58 1630179.6),(59 1618617.5),(60 1602898),(61 1586971.3),(62 1570389.6),(63 1553357.9),(64 1540647.9),(65 1532023.4),(66 1519518.8),(67 1508707.9),(68 1494006),(69 1477334.1),(70 1462673.3),(71 1450883.4),(72 1440700.6),(73 1436364.8),(74 1442295.5),(75 1453434),(76 1466212.9),(77 1478818.9),(78 1491154.9),(79 1506781.6),
(1 17626.55),(2 59338.605),(3 128035.84),(4 206476.64),(5 294234.22),(6 387998.13),(7 484017.34),(8 580049.3),(9 678797),(10 773683.75),(11 869037.75),(12 962833.4),(13 1049098.3),(14 1130373.3),(15 1200538.3),(16 1259309.3),(17 1310584.6),(18 1353757.5),(19 1388877.6),(20 1425668.3),(21 1451468.1),(22 1472789),(23 1485924.4),(24 1496030),(25 1499832),(26 1499341),(27 1492284.5),(28 1482642.8),(29 1469696.5),(30 1455434),(31 1441238.3),(32 1426281.5),(33 1410382.5),(34 1395824.6),(35 1376723.8),(36 1356924.5),(37 1338609.3),(38 1317865.3),(39 1296493.6),(40 1275704.5),(41 1252052),(42 1226809.5),(43 1201305.1),(44 1184472.1),(45 1168384.9),(46 1152503.1),(47 1137305.8),(48 1122469.5),(49 1114128.4),(50 1112212.8),(51 1116352.4),(52 1125407.8),(53 1145649),(54 1168344),(55 1195566.1),(56 1230394.5),(57 1266241.3),(58 1302846.5),(59 1340782.9),(60 1374524.1),(61 1409565.3),(62 1444117.5),(63 1478511.6),(64 1514333.6),(65 1553711),(66 1591077.4),(67 1632196.3),(68 1666682.8),(69 1698104.8),(70 1731454.3),(71 1755969.1),(72 1779708.4),(73 1799085.1),(74 1817904.8),(75 1836266),(76 1852947.4),(77 1868879.8),(78 1885765.3),(79 1901979.8),
(1 16467.05),(2 54317.055),(3 116690.52),(4 188027.16),(5 267929.9),(6 357274.9),(7 450358.3),(8 544625.8),(9 646380.4),(10 748353.06),(11 853245.56),(12 958736.6),(13 1057819.9),(14 1150825.3),(15 1240631.1),(16 1315820.4),(17 1389205.9),(18 1451842.4),(19 1507827.9),(20 1559315.8),(21 1596776.1),(22 1626330.4),(23 1646988.4),(24 1659830.6),(25 1668319.9),(26 1673986.1),(27 1674042.9),(28 1667004.3),(29 1653810),(30 1639147.6),(31 1621945.3),(32 1606056),(33 1588429.3),(34 1578095.4),(35 1568499.6),(36 1561858.1),(37 1554831.6),(38 1547351.6),(39 1536884.9),(40 1531496.8),(41 1527709.4),(42 1525350.5),(43 1523326.3),(44 1525354.6),(45 1527973.9),(46 1530943),(47 1535870.8),(48 1541543),(49 1551603),(50 1561412.3),(51 1575570.4),(52 1589686.5),(53 1605447.9),(54 1623477.4),(55 1637248.5),(56 1645024.1),(57 1645048.8),(58 1640012.5),(59 1631051),(60 1624200),(61 1617235.6),(62 1607898.4),(63 1602149.8),(64 1598877.1),(65 1600856.4),(66 1611155.9),(67 1625194.4),(68 1643705.1),(69 1662055.4),(70 1682748.6),(71 1698473.8),(72 1714099.5),(73 1729931.3),(74 1744685.6),(75 1759520.4),(76 1772227.3),(77 1781175.1),(78 1795461),(79 1808911.8),
(1 18404.982),(2 62873.258),(3 134537.03),(4 218459.03),(5 311112.5),(6 412332.8),(7 514037.6),(8 614803.9),(9 715022.44),(10 808517.1),(11 900704.7),(12 986170.3),(13 1066145.8),(14 1139544.3),(15 1207949.3),(16 1263055.1),(17 1314008),(18 1354035),(19 1386789),(20 1410790.9),(21 1422813),(22 1433075.6),(23 1436627.6),(24 1433330.5),(25 1427621.5),(26 1423266.3),(27 1417581.5),(28 1413147.9),(29 1405066.9),(30 1393713.1),(31 1383422.4),(32 1380086.4),(33 1377819.5),(34 1380286.9),(35 1381288.3),(36 1386133.1),(37 1391783.1),(38 1394022),(39 1395566.8),(40 1398541.4),(41 1399369),(42 1399120.6),(43 1395837.8),(44 1393086.3),(45 1392357.8),(46 1385844.8),(47 1382388.1),(48 1382001.6),(49 1381769.1),(50 1380788.1),(51 1380331.1),(52 1385190.8),(53 1391002.1),(54 1400253.9),(55 1412398.1),(56 1427562.1),(57 1441693.8),(58 1460142.1),(59 1482482.4),(60 1509008),(61 1538296.6),(62 1571594),(63 1604907.9),(64 1638195.6),(65 1671542),(66 1708806),(67 1743597.8),(68 1779430.8),(69 1813233.3),(70 1843206.1),(71 1868174),(72 1889510),(73 1909388.8),(74 1930084.1),(75 1949194.8),(76 1965910.1),(77 1980982.4),(78 1994355.9),(79 2006788.8),
(1 17278.604),(2 56445.65),(3 118573),(4 188442.22),(5 265559.7),(6 346525.63),(7 427472.22),(8 506272.44),(9 580675.56),(10 650854.94),(11 712536.7),(12 772805.25),(13 828560.25),(14 881674.6),(15 935140.25),(16 983335.9),(17 1032399.1),(18 1073371.9),(19 1109344.5),(20 1143868.9),(21 1174142.8),(22 1200644),(23 1222385.3),(24 1237868.3),(25 1247459.5),(26 1258195.9),(27 1264996.9),(28 1272607.5),(29 1278599.6),(30 1281341),(31 1291256),(32 1305525.6),(33 1328205.9),(34 1352154.5),(35 1379515.1),(36 1403887.1),(37 1433050.8),(38 1449503.5),(39 1466888.9),(40 1481087.8),(41 1489729.1),(42 1495004.1),(43 1498690.9),(44 1498565.4),(45 1494715.3),(46 1487584.5),(47 1479351.8),(48 1475689.3),(49 1468767.6),(50 1461344.1),(51 1455925.9),(52 1450018),(53 1438288.9),(54 1425479),(55 1411963.8),(56 1399416.8),(57 1379793.9),(58 1361817.9),(59 1345552.6),(60 1336048.6),(61 1325895.4),(62 1324957.9),(63 1329272.8),(64 1341543.8),(65 1362929.4),(66 1387892.6),(67 1416123.1),(68 1454676.8),(69 1497376.9),(70 1539692.4),(71 1590879.5),(72 1637837.6),(73 1688915),(74 1743759.4),(75 1800340.3),(76 1850697.5),(77 1905660),(78 1958365.4),(79 2002080.3),
(1 17685.072),(2 59670.7),(3 126019.78),(4 204514.56),(5 291435.8),(6 383886.63),(7 474761.88),(8 558520.06),(9 635146.8),(10 704386.7),(11 766512.5),(12 822200),(13 869676.56),(14 913067.56),(15 954088.4),(16 990485.56),(17 1019746.1),(18 1047055.06),(19 1069398.8),(20 1089347.9),(21 1104167),(22 1112171.5),(23 1116352.9),(24 1119210.3),(25 1118137.3),(26 1120143.6),(27 1117576.9),(28 1120162.8),(29 1122861),(30 1124003.1),(31 1126725.4),(32 1128869),(33 1129118.8),(34 1126854.4),(35 1122179.6),(36 1113887.9),(37 1107728.5),(38 1100211.4),(39 1094265),(40 1090500.4),(41 1090745.6),(42 1094168.6),(43 1101382.6),(44 1113471.3),(45 1129054.5),(46 1146594.3),(47 1157963.5),(48 1173546.8),(49 1185156.9),(50 1193324),(51 1202663.6),(52 1211549.9),(53 1213634),(54 1219634),(55 1226215.5),(56 1233457.1),(57 1240098.8),(58 1246302),(59 1251434.8),(60 1259004.9),(61 1266347.3),(62 1272349.3),(63 1280801.5),(64 1289308.6),(65 1298418),(66 1310450),(67 1319832.9),(68 1331902.4),(69 1344577.4),(70 1357532.4),(71 1375500.6),(72 1391060.6),(73 1406676.5),(74 1428907.8),(75 1448545.5),(76 1470644.8),(77 1489802.4),(78 1505445.3),(79 1521366.8),
(1 16618.498),(2 54669.266),(3 114921.1),(4 184951.4),(5 260720.56),(6 339946.88),(7 420095.44),(8 498238.72),(9 574747),(10 647702.9),(11 718115.2),(12 787106.75),(13 851974.5),(14 911630.94),(15 967254.94),(16 1019951.4),(17 1062930.4),(18 1100268.5),(19 1133821.4),(20 1165465.9),(21 1188701.6),(22 1203035.4),(23 1211761.1),(24 1218376.9),(25 1218900.3),(26 1221129.3),(27 1225642.9),(28 1229696.1),(29 1233996.8),(30 1237609.3),(31 1240324.1),(32 1242911.9),(33 1242668.3),(34 1242537.8),(35 1240333.4),(36 1240060.6),(37 1235670),(38 1231183.8),(39 1227859),(40 1222483.8),(41 1215333.9),(42 1207566.6),(43 1199489.6),(44 1191364.6),(45 1183798.9),(46 1178976.1),(47 1169289.8),(48 1163875.8),(49 1156084.5),(50 1149059),(51 1142179.3),(52 1137192.8),(53 1131839.6),(54 1127253.6),(55 1125974.6),(56 1126870.3),(57 1127530.5),(58 1129843.3),(59 1133623),(60 1141769.8),(61 1151424.4),(62 1165784.3),(63 1179788.3),(64 1195091.9),(65 1213569.1),(66 1231713.8),(67 1248966.9),(68 1260306.9),(69 1274550.3),(70 1293217.1),(71 1312592.4),(72 1327426),(73 1344025.6),(74 1361557.4),(75 1376358.6),(76 1395407.3),(77 1410394),(78 1427558.3),(79 1441267.5),
(1 16424.05),(2 54584.105),(3 116168.01),(4 185925.67),(5 261282.1),(6 339742.38),(7 417541.25),(8 493935.06),(9 568742),(10 639258.7),(11 703390.9),(12 765087.44),(13 816106.5),(14 863087.1),(15 905728.6),(16 942555.94),(17 974301.7),(18 1000466.1),(19 1019231.8),(20 1035944.56),(21 1044684.8),(22 1047153.44),(23 1047449.44),(24 1047770.25),(25 1045222.75),(26 1044291.75),(27 1042523.8),(28 1038401.1),(29 1034689.44),(30 1031721.6),(31 1031326.75),(32 1032949.7),(33 1035050.5),(34 1039018.9),(35 1043058.9),(36 1050309),(37 1054572.8),(38 1058317.1),(39 1064741.4),(40 1070523.9),(41 1079577.1),(42 1090810.6),(43 1101779.6),(44 1108009.4),(45 1114898.4),(46 1121815.5),(47 1123629),(48 1128104),(49 1131222.8),(50 1140121.3),(51 1146656),(52 1155110.4),(53 1161412),(54 1171026.9),(55 1179293.4),(56 1185013.1),(57 1190621.4),(58 1194972.6),(59 1199917.6),(60 1203925.5),(61 1207611.5),(62 1217401.8),(63 1229267.4),(64 1244255),(65 1265009.1),(66 1285669),(67 1307385.3),(68 1326381.9),(69 1345074.3),(70 1362516.8),(71 1374413),(72 1379087.5),(73 1385243.9),(74 1384818.9),(75 1388184.8),(76 1388427),(77 1385088.1),(78 1381110.8),(79 1378522),
(1 15045.909),(2 48537.93),(3 101975.11),(4 160736.63),(5 223497.23),(6 287916.25),(7 352025.72),(8 415782.2),(9 478313.2),(10 537992),(11 596872.1),(12 650563.5),(13 695161.1),(14 733775.75),(15 770689),(16 804493.1),(17 832678.56),(18 858615.06),(19 882869.9),(20 905629.1),(21 926846.75),(22 947937.8),(23 967112.3),(24 983152.75),(25 1001276.3),(26 1019551.25),(27 1037914.5),(28 1052086.3),(29 1065758.6),(30 1076508.8),(31 1084973.8),(32 1085097.8),(33 1079830.3),(34 1072408.6),(35 1065640),(36 1060196.8),(37 1055001),(38 1050258.9),(39 1047835.7),(40 1048019.9),(41 1051675.5),(42 1054297.4),(43 1062966.5),(44 1070554.6),(45 1079486.4),(46 1091526.3),(47 1102254),(48 1115736.6),(49 1130622.3),(50 1145906.1),(51 1160413),(52 1171829.5),(53 1181893.6),(54 1193893),(55 1207098.5),(56 1218988.1),(57 1231594.4),(58 1246876.3),(59 1260270.5),(60 1269249.5),(61 1278308.8),(62 1287195.8),(63 1295128.6),(64 1298522.3),(65 1301585.3),(66 1299365.8),(67 1293761.4),(68 1288398.3),(69 1281994.5),(70 1273803.6),(71 1266735.8),(72 1260477.5),(73 1261168.4),(74 1266158.6),(75 1275251.9),(76 1281751.6),(77 1288004.8),(78 1292820.3),(79 1299070.5),
