1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 44288.105),(2 132221.86),(3 284231.8),(4 462744.9),(5 706774.94),(6 969348.3),(7 1250088.9),(8 1582796),(9 1942954.4),(10 2317056.3),(11 2722240.5),(12 3126749),(13 3542946.8),(14 3969752.3),(15 4380518.5),(16 4777756.5),(17 5169369),(18 5533517.5),(19 5901289.5),(20 6252510.5),(21 6613226.5),(22 6979372),(23 7328504.5),(24 7706405.5),(25 8065768.5),(26 8444395),(27 8764037),(28 9142031),(29 9467165),(30 9787065),(31 10040340),(32 10295897),(33 10585079),(34 10844175),(35 11120457),(36 11395849),(37 11674629),(38 11904313),(39 12199817),(40 12492064),(41 12836164),(42 13158985),(43 13517621),(44 13877404),(45 14276773),(46 14667215),(47 15123969),(48 15556657),(49 16009611),(50 16418384),(51 16892448),(52 17374362),(53 17957716),(54 18409274),(55 18992806),(56 19543054),(57 20105410),(58 20729236),(59 21419008),(60 22089636),(61 22784318),(62 23432920),(63 24118790),(64 24860014),(65 25596970),(66 26333926),(67 27130856),(68 27908784),(69 28638386),(70 29408986),(71 30188552),(72 30926768),(73 31629846),(74 32193960),(75 32713568),(76 33170102),(77 33630132),(78 34049100),(79 34481610),
(1 32259.44),(2 120014.11),(3 254318.61),(4 430592.44),(5 652597),(6 905939.2),(7 1149455.1),(8 1435404),(9 1734825.9),(10 2046778.4),(11 2360452.5),(12 2681738),(13 3001945.5),(14 3331972.5),(15 3660224.3),(16 3988432.8),(17 4315579.5),(18 4648506.5),(19 4993589),(20 5350667),(21 5708230.5),(22 6079352.5),(23 6446937),(24 6812159.5),(25 7163686.5),(26 7504453),(27 7837520),(28 8166254.5),(29 8480440),(30 8783585),(31 9063846),(32 9345564),(33 9612111),(34 9867413),(35 10105392),(36 10325930),(37 10507802),(38 10661483),(39 10789421),(40 10901064),(41 10978527),(42 11036692),(43 11053572),(44 11042797),(45 10997771),(46 10941764),(47 10874636),(48 10803858),(49 10729064),(50 10657906),(51 10603381),(52 10548211),(53 10482184),(54 10429149),(55 10373681),(56 10311281),(57 10258782),(58 10201439),(59 10162493),(60 10134241),(61 10123448),(62 10117775),(63 10126298),(64 10132721),(65 10154050),(66 10169915),(67 10194840),(68 10198315),(69 10202435),(70 10190130),(71 10188636),(72 10194044),(73 10192547),(74 10188720),(75 10187693),(76 10176212),(77 10170238),(78 10168606),(79 10181688),
(1 35399.836),(2 138490.98),(3 297045.9),(4 511692.25),(5 786059.3),(6 1106774.6),(7 1414742.6),(8 1791456.6),(9 2191280.3),(10 2613997.8),(11 3044314),(12 3482062),(13 3920773.8),(14 4352302.5),(15 4767035.5),(16 5178578),(17 5569757.5),(18 5935926),(19 6273240.5),(20 6577728),(21 6841437.5),(22 7083294.5),(23 7280660),(24 7449790),(25 7585959.5),(26 7685743.5),(27 7760339.5),(28 7820212),(29 7853418.5),(30 7857764),(31 7834380.5),(32 7817308),(33 7791390.5),(34 7757589.5),(35 7734936.5),(36 7725149.5),(37 7731818),(38 7763759.5),(39 7812645.5),(40 7878890.5),(41 7957582.5),(42 8049530),(43 8145328.5),(44 8251893.5),(45 8354500),(46 8456251),(47 8562598),(48 8681240),(49 8795907),(50 8929576),(51 9076757),(52 9229861),(53 9384835),(54 9527959),(55 9686832),(56 9838600),(57 9981648),(58 10114807),(59 10245475),(60 10384169),(61 10538744),(62 10693457),(63 10848744),(64 11010979),(65 11167297),(66 11330683),(67 11499420),(68 11669712),(69 11845072),(70 12011683),(71 12176011),(72 12335147),(73 12473123),(74 12612791),(75 12739816),(76 12858068),(77 12977325),(78 13072088),(79 13169545),
(1 37274.41),(2 141207.5),(3 305186.16),(4 521112.88),(5 795297.94),(6 1110298.8),(7 1420624.4),(8 1786784.6),(9 2174727.3),(10 2584649.5),(11 2996678.5),(12 3409963),(13 3826720.8),(14 4232377.5),(15 4615397),(16 4982056),(17 5319030.5),(18 5613914),(19 5877325),(20 6110055.5),(21 6307311.5),(22 6482672.5),(23 6614990),(24 6736742.5),(25 6848284),(26 6943495),(27 7027728.5),(28 7101660),(29 7166718),(30 7234193.5),(31 7283447),(32 7338108),(33 7391917),(34 7458130),(35 7540310),(36 7630787),(37 7734592),(38 7844955),(39 7976632.5),(40 8114084.5),(41 8268464.5),(42 8449362),(43 8651053),(44 8874383),(45 9091505),(46 9320102),(47 9549912),(48 9792725),(49 10035763),(50 10283341),(51 10508820),(52 10730372),(53 10954784),(54 11154637),(55 11363997),(56 11561577),(57 11752044),(58 11883530),(59 12000796),(60 12073978),(61 12132134),(62 12160786),(63 12158911),(64 12143401),(65 12114970),(66 12077420),(67 12036243),(68 11985992),(69 11931149),(70 11866235),(71 11809078),(72 11753125),(73 11696102),(74 11624708),(75 11557852),(76 11476458),(77 11382710),(78 11282729),(79 11165608),
(1 50581.734),(2 189019.7),(3 406616.28),(4 688787.8),(5 1039809.2),(6 1442052.1),(7 1838918.3),(8 2280622.5),(9 2740884.3),(10 3207172.8),(11 3680794.3),(12 4150474.3),(13 4617855.5),(14 5084836),(15 5528559.5),(16 5970969),(17 6390281.5),(18 6773709),(19 7117955),(20 7429990.5),(21 7700919.5),(22 7953062.5),(23 8160243),(24 8330422.5),(25 8480449),(26 8600447),(27 8694725),(28 8754734),(29 8790203),(30 8807927),(31 8817536),(32 8806813),(33 8790157),(34 8768931),(35 8752881),(36 8740218),(37 8734714),(38 8741579),(39 8757858),(40 8790790),(41 8828671),(42 8891034),(43 8957501),(44 9024586),(45 9084508),(46 9147005),(47 9204966),(48 9256265),(49 9302058),(50 9359085),(51 9391862),(52 9420365),(53 9444649),(54 9485404),(55 9499850),(56 9516227),(57 9539392),(58 9560440),(59 9583503),(60 9596161),(61 9598600),(62 9592147),(63 9570120),(64 9538319),(65 9504936),(66 9481811),(67 9467782),(68 9486558),(69 9507618),(70 9535572),(71 9571276),(72 9605494),(73 9650865),(74 9682806),(75 9718139),(76 9757430),(77 9776371),(78 9799375),(79 9811999),
(1 45393.582),(2 172928.39),(3 373978.94),(4 638725.75),(5 972529.06),(6 1360123.8),(7 1739663.8),(8 2189355),(9 2669161.3),(10 3165774.3),(11 3676034),(12 4190398),(13 4704395.5),(14 5206484),(15 5693615.5),(16 6162234),(17 6603141.5),(18 6989450),(19 7330810),(20 7618195),(21 7864110),(22 8069815.5),(23 8240780),(24 8375208.5),(25 8485213),(26 8575253),(27 8644508),(28 8707351),(29 8750687),(30 8798223),(31 8798247),(32 8828821),(33 8846564),(34 8860956),(35 8864335),(36 8850665),(37 8832726),(38 8806239),(39 8788291),(40 8777328),(41 8785447),(42 8802227),(43 8833511),(44 8872840),(45 8913694),(46 8943042),(47 8961412),(48 8970813),(49 8966029),(50 8968316),(51 8961001),(52 8962309),(53 8967499),(54 8963541),(55 8951644),(56 8931740),(57 8903999),(58 8878959),(59 8856212),(60 8831066),(61 8812251),(62 8782274),(63 8755796),(64 8723524),(65 8681916),(66 8634558),(67 8588223),(68 8541408),(69 8493318),(70 8453215),(71 8415075),(72 8384067.5),(73 8353875.5),(74 8320160),(75 8300557.5),(76 8286447.5),(77 8287986),(78 8259181),(79 8290683.5),
(1 46426.43),(2 178972),(3 388936.72),(4 668238.4),(5 1017164.7),(6 1421686.9),(7 1811359.1),(8 2275550.5),(9 2765187.8),(10 3269643.3),(11 3786569),(12 4314568.5),(13 4847452.5),(14 5379828.5),(15 5900387),(16 6410913),(17 6907620.5),(18 7382117.5),(19 7833321),(20 8267226.5),(21 8686985),(22 9080348),(23 9450925),(24 9782983),(25 10082715),(26 10348659),(27 10591780),(28 10820207),(29 11021186),(30 11214402),(31 11369072),(32 11523276),(33 11653991),(34 11779062),(35 11876506),(36 11959921),(37 12015244),(38 12032241),(39 12014366),(40 11968388),(41 11890218),(42 11788235),(43 11671226),(44 11534779),(45 11366694),(46 11185212),(47 11006912),(48 10834608),(49 10654311),(50 10493116),(51 10356585),(52 10236652),(53 10144679),(54 10031709),(55 9963297),(56 9908751),(57 9856910),(58 9830293),(59 9821828),(60 9836682),(61 9865182),(62 9894063),(63 9944447),(64 10002287),(65 10070116),(66 10129536),(67 10177188),(68 10198418),(69 10196169),(70 10195957),(71 10195087),(72 10199594),(73 10206381),(74 10224375),(75 10260393),(76 10302175),(77 10356511),(78 10386925),(79 10471693),
(1 38078.707),(2 146210.9),(3 316683.63),(4 540440.1),(5 821640.25),(6 1148270.8),(7 1459586.5),(8 1826006.3),(9 2205363.5),(10 2585003.8),(11 2963870),(12 3333941.8),(13 3693066.3),(14 4037395.3),(15 4359355),(16 4652823),(17 4923131),(18 5173952),(19 5408712.5),(20 5631098.5),(21 5844940),(22 6069116.5),(23 6291967),(24 6507852),(25 6722676.5),(26 6927453.5),(27 7126717),(28 7343280),(29 7545052.5),(30 7758061),(31 7924286),(32 8123553),(33 8324276.5),(34 8526460),(35 8704882),(36 8881212),(37 9035988),(38 9173345),(39 9287469),(40 9383220),(41 9463670),(42 9525911),(43 9580690),(44 9632559),(45 9669269),(46 9701673),(47 9699297),(48 9685905),(49 9636913),(50 9561542),(51 9474750),(52 9379627),(53 9280375),(54 9201466),(55 9101752),(56 9007333),(57 8925640),(58 8859474),(59 8808853),(60 8779160),(61 8777385),(62 8791896),(63 8837608),(64 8899661),(65 8981364),(66 9068522),(67 9169033),(68 9274039),(69 9384099),(70 9521199),(71 9671597),(72 9844925),(73 10029170),(74 10232012),(75 10443983),(76 10649652),(77 10850382),(78 11026176),(79 11203672),
(1 35622.324),(2 134867.44),(3 289995.22),(4 492282.06),(5 746002.4),(6 1034200.9),(7 1307365.4),(8 1630993.5),(9 1967443.4),(10 2316989),(11 2663394),(12 3007678.8),(13 3338455.3),(14 3653894.8),(15 3950125),(16 4212070),(17 4452294),(18 4658859.5),(19 4841261.5),(20 4994502),(21 5129111.5),(22 5265875),(23 5390457),(24 5513170.5),(25 5637199.5),(26 5756629),(27 5879759.5),(28 6007716.5),(29 6140840),(30 6289683),(31 6403366),(32 6547499.5),(33 6690053.5),(34 6837741.5),(35 6980274.5),(36 7106461),(37 7201965.5),(38 7273164.5),(39 7309391.5),(40 7324575),(41 7325286),(42 7321096.5),(43 7317929.5),(44 7318494.5),(45 7320193),(46 7332174.5),(47 7336396.5),(48 7348698),(49 7376362.5),(50 7405728),(51 7440902),(52 7489473.5),(53 7533801.5),(54 7567244.5),(55 7619733.5),(56 7676475),(57 7741470.5),(58 7827489),(59 7928821),(60 8047626),(61 8169898.5),(62 8288713.5),(63 8412819),(64 8534848),(65 8667107),(66 8808789),(67 8957686),(68 9092057),(69 9217780),(70 9319532),(71 9410928),(72 9492049),(73 9565603),(74 9631331),(75 9698640),(76 9762758),(77 9821167),(78 9877708),(79 9933593),
(1 37104.25),(2 139690.7),(3 293407.7),(4 484430),(5 717961.25),(6 971597.25),(7 1207904.1),(8 1466405.6),(9 1726710.5),(10 1990541.8),(11 2250789),(12 2513530.3),(13 2772387),(14 3029870.5),(15 3285371.3),(16 3542517.5),(17 3802302.3),(18 4062381.3),(19 4316315.5),(20 4566367),(21 4813464),(22 5054558.5),(23 5288653),(24 5517426.5),(25 5741980),(26 5966187),(27 6184635),(28 6410083),(29 6626075),(30 6826689.5),(31 7007479),(32 7179031),(33 7324484),(34 7453216),(35 7573959),(36 7678548),(37 7761346),(38 7821720),(39 7858341.5),(40 7869176.5),(41 7872309.5),(42 7850302),(43 7815416),(44 7771411.5),(45 7710015.5),(46 7641306),(47 7559294),(48 7480832),(49 7404678.5),(50 7341357),(51 7289057),(52 7248142),(53 7211070.5),(54 7201560),(55 7204093),(56 7219695),(57 7241683),(58 7269662),(59 7310362),(60 7350684.5),(61 7384939),(62 7407362.5),(63 7428108),(64 7447887.5),(65 7465170),(66 7477878),(67 7489546),(68 7491867),(69 7497851.5),(70 7518268),(71 7546208),(72 7596006),(73 7661920.5),(74 7743087.5),(75 7836163.5),(76 7937335),(77 8053099),(78 8140745.5),(79 8262497),
(1 34044.887),(2 125853.98),(3 265498.56),(4 442483.6),(5 659484.8),(6 898521.4),(7 1127266.5),(8 1382518.8),(9 1641152.3),(10 1905158),(11 2163223),(12 2419047.3),(13 2666199),(14 2905185.3),(15 3133373),(16 3352879.8),(17 3559604),(18 3755159.3),(19 3936069.5),(20 4106026.8),(21 4273653.5),(22 4455516),(23 4637806.5),(24 4846341),(25 5081757.5),(26 5331609),(27 5583704),(28 5834297),(29 6073408),(30 6284213),(31 6481244),(32 6653749),(33 6784706),(34 6884408),(35 6959289.5),(36 7007213.5),(37 7022003),(38 7015872),(39 6985211),(40 6939090.5),(41 6869643),(42 6789898.5),(43 6703854),(44 6616153),(45 6519087.5),(46 6414549),(47 6296765.5),(48 6180804.5),(49 6067986),(50 5961355),(51 5870460),(52 5801278.5),(53 5746598.5),(54 5683767),(55 5663795),(56 5655690),(57 5665203),(58 5693566),(59 5738413),(60 5791560),(61 5857096),(62 5931777.5),(63 6030432),(64 6141551),(65 6269536),(66 6393939),(67 6519364),(68 6629678.5),(69 6731510.5),(70 6819169.5),(71 6890901),(72 6948186),(73 6990127.5),(74 7017560.5),(75 7046597),(76 7074176.5),(77 7095990.5),(78 7106774.5),(79 7106782.5),
(1 34383.12),(2 127777.67),(3 269747),(4 450372.1),(5 674000.56),(6 922959),(7 1153394.6),(8 1413531.4),(9 1675822.6),(10 1942167.8),(11 2209133.8),(12 2478193.8),(13 2743768.8),(14 3002646.3),(15 3248709),(16 3475739),(17 3687082),(18 3879586.8),(19 4047897.5),(20 4190452),(21 4301437),(22 4389624),(23 4456840.5),(24 4512345.5),(25 4561929),(26 4604174.5),(27 4637212.5),(28 4668085),(29 4693469.5),(30 4709747.5),(31 4697064),(32 4683943.5),(33 4660447),(34 4624533),(35 4572010.5),(36 4520795.5),(37 4473656.5),(38 4440757.5),(39 4419480),(40 4408833),(41 4406598.5),(42 4407509),(43 4417983),(44 4439129),(45 4469368.5),(46 4509482),(47 4556305.5),(48 4609643),(49 4667182),(50 4727193.5),(51 4793765),(52 4874264),(53 4955896),(54 5006441),(55 5073949.5),(56 5134297),(57 5191747.5),(58 5246419),(59 5294707),(60 5328910.5),(61 5350782),(62 5372244),(63 5396116.5),(64 5425016.5),(65 5469624),(66 5528702.5),(67 5596074.5),(68 5667626),(69 5741520.5),(70 5822512.5),(71 5908425.5),(72 5998302),(73 6084650),(74 6157109),(75 6230227),(76 6307867.5),(77 6405875.5),(78 6473339.5),(79 6563451.5),
(1 43998.7),(2 171310.56),(3 372441.1),(4 635768.56),(5 964945),(6 1333356.9),(7 1678474.4),(8 2078824.5),(9 2490519),(10 2907890.5),(11 3314235.8),(12 3706389),(13 4082125),(14 4428206),(15 4743890),(16 5018715.5),(17 5253849),(18 5455704),(19 5620909.5),(20 5743266),(21 5829225),(22 5879267.5),(23 5906786),(24 5916306),(25 5911894.5),(26 5900284.5),(27 5876120.5),(28 5843803.5),(29 5795426),(30 5737823.5),(31 5670467.5),(32 5595250),(33 5517175.5),(34 5431513.5),(35 5333701.5),(36 5234647.5),(37 5128470),(38 5021910),(39 4908049),(40 4804691),(41 4715003),(42 4638852),(43 4582860),(44 4541823),(45 4520627.5),(46 4517382),(47 4533120),(48 4575919),(49 4631722.5),(50 4712739.5),(51 4812908.5),(52 4927136),(53 5044608),(54 5151516.5),(55 5265994.5),(56 5369780),(57 5474680),(58 5567850),(59 5651158.5),(60 5728993.5),(61 5799507.5),(62 5866770.5),(63 5927594.5),(64 5981778),(65 6038375.5),(66 6100995.5),(67 6173450),(68 6251611.5),(69 6339893.5),(70 6435215.5),(71 6527197.5),(72 6601492.5),(73 6669387),(74 6723798),(75 6769945.5),(76 6802726),(77 6822677.5),(78 6837614),(79 6835873.5),
(1 37927.125),(2 144616.66),(3 310071.5),(4 525357),(5 790307),(6 1086901.6),(7 1365018.4),(8 1689875),(9 2020091),(10 2347214),(11 2664133.5),(12 2969942),(13 3260937.8),(14 3534731.3),(15 3791894.3),(16 4028589.8),(17 4248647.5),(18 4452076.5),(19 4635545.5),(20 4798819.5),(21 4959833.5),(22 5112664),(23 5248098),(24 5365983),(25 5471938),(26 5562847.5),(27 5644786),(28 5714571),(29 5772914),(30 5816313),(31 5853044.5),(32 5863528),(33 5862996),(34 5848535.5),(35 5824435.5),(36 5791830.5),(37 5739529.5),(38 5674656),(39 5593814),(40 5513430.5),(41 5440275.5),(42 5367473),(43 5299544.5),(44 5231305),(45 5170106),(46 5115994),(47 5069024.5),(48 5037768.5),(49 5024839),(50 5030534.5),(51 5048196.5),(52 5075367.5),(53 5115096),(54 5173463),(55 5237719),(56 5310674),(57 5398338),(58 5482922.5),(59 5560643.5),(60 5621865),(61 5660952),(62 5686950),(63 5700575.5),(64 5708322.5),(65 5701049.5),(66 5689419),(67 5667538.5),(68 5636934.5),(69 5608728.5),(70 5593297),(71 5593024.5),(72 5607892),(73 5637099),(74 5670912),(75 5711029),(76 5747621),(77 5786244.5),(78 5820526),(79 5855813),
(1 33513.082),(2 125714.266),(3 265425.63),(4 443505.47),(5 662276.3),(6 902765.3),(7 1122030),(8 1376034),(9 1634826.3),(10 1903741.5),(11 2171760.5),(12 2442471.5),(13 2713968.8),(14 2976381.8),(15 3242189.3),(16 3493742.3),(17 3730100),(18 3953357.3),(19 4151424.8),(20 4323628),(21 4470744),(22 4593290.5),(23 4695394),(24 4781636.5),(25 4858832),(26 4928159.5),(27 4997592.5),(28 5062356.5),(29 5129582),(30 5193761.5),(31 5238752),(32 5293521),(33 5340544),(34 5375381),(35 5396560.5),(36 5401001),(37 5388862),(38 5359219),(39 5314133.5),(40 5253483.5),(41 5179860.5),(42 5096794),(43 5013280),(44 4932579.5),(45 4861433),(46 4805629.5),(47 4756815),(48 4724718),(49 4709717.5),(50 4714358),(51 4731603),(52 4761223),(53 4798266.5),(54 4839048.5),(55 4897265),(56 4970326),(57 5065862.5),(58 5175555.5),(59 5282919),(60 5374862),(61 5454142.5),(62 5512517),(63 5554986.5),(64 5578235.5),(65 5594080.5),(66 5604053.5),(67 5606290),(68 5611653.5),(69 5620873.5),(70 5631835),(71 5646722.5),(72 5670575.5),(73 5697882),(74 5733579.5),(75 5772746.5),(76 5806883),(77 5838265),(78 5861744.5),(79 5880277.5),
(1 27851.104),(2 104071.26),(3 217069.06),(4 357732.84),(5 526653.4),(6 712173.2),(7 881369.75),(8 1067550.6),(9 1252231.3),(10 1435274.1),(11 1610167.1),(12 1780587.5),(13 1945128.1),(14 2102651.5),(15 2258636),(16 2414811.5),(17 2562979.3),(18 2712556.8),(19 2850581.3),(20 2973770.8),(21 3085775.8),(22 3182501),(23 3265468.5),(24 3332268.8),(25 3393478.8),(26 3450755.5),(27 3509073),(28 3574731.8),(29 3644943),(30 3715950.5),(31 3766656),(32 3844117.3),(33 3925057.5),(34 4014589.3),(35 4102145.5),(36 4190306.3),(37 4278216),(38 4365928),(39 4451055.5),(40 4535883.5),(41 4610994.5),(42 4674739.5),(43 4729459.5),(44 4778914.5),(45 4822550),(46 4863460.5),(47 4897161.5),(48 4927387.5),(49 4943597),(50 4958361.5),(51 4958199.5),(52 4962769),(53 4955159.5),(54 4925512),(55 4890739),(56 4840783.5),(57 4789304),(58 4735489.5),(59 4686392),(60 4643151.5),(61 4604773.5),(62 4573417),(63 4551553.5),(64 4530075.5),(65 4515166.5),(66 4500381),(67 4487102),(68 4475497),(69 4461613.5),(70 4456088.5),(71 4465838),(72 4489039),(73 4524031.5),(74 4567044.5),(75 4617355),(76 4663184.5),(77 4716650),(78 4760047.5),(79 4816530.5),
(1 27929.766),(2 103512.5),(3 217366.1),(4 360878.75),(5 533245.25),(6 717960.44),(7 877461.44),(8 1053077.5),(9 1224104.3),(10 1390499.8),(11 1544146.9),(12 1692805),(13 1834634.1),(14 1973154.6),(15 2115608),(16 2254882),(17 2398072.5),(18 2548026.8),(19 2705811.5),(20 2866398),(21 3023716.5),(22 3184942),(23 3339218.3),(24 3488245),(25 3636660.5),(26 3783511.3),(27 3923264.5),(28 4064297.5),(29 4197182),(30 4319911),(31 4437467.5),(32 4543337.5),(33 4639394.5),(34 4724653),(35 4798575),(36 4859884),(37 4898235.5),(38 4923825),(39 4938690.5),(40 4937765.5),(41 4922596),(42 4896451),(43 4856038),(44 4802759),(45 4736508),(46 4663044),(47 4573156),(48 4485492),(49 4390522.5),(50 4301124),(51 4213413.5),(52 4125901.3),(53 4044690.3),(54 3972127.3),(55 3903599.3),(56 3848767.3),(57 3804486.5),(58 3771949),(59 3747345.3),(60 3725934),(61 3706398.5),(62 3690698),(63 3677565.3),(64 3668606.5),(65 3665872.8),(66 3671882.8),(67 3693704.5),(68 3731424.8),(69 3779075),(70 3836927.5),(71 3905013.3),(72 3978176.5),(73 4056056.8),(74 4138579.8),(75 4224980.5),(76 4313694),(77 4401133),(78 4475642.5),(79 4544325.5),
(1 26341.441),(2 98113.24),(3 205691.72),(4 342567.7),(5 504974.66),(6 681667.7),(7 836715.94),(8 1014559.6),(9 1189209.8),(10 1357755.4),(11 1512389.9),(12 1657394.1),(13 1791598.8),(14 1917092.3),(15 2034491),(16 2142065.5),(17 2243011),(18 2340457),(19 2434347),(20 2523962.3),(21 2614636),(22 2703446),(23 2793480),(24 2883215.3),(25 2973434.8),(26 3061893.3),(27 3151632.8),(28 3238726.8),(29 3326664.5),(30 3405432.5),(31 3478691.5),(32 3550343.8),(33 3611854.3),(34 3666743.8),(35 3716032),(36 3759644.8),(37 3792640),(38 3822296.5),(39 3845342.5),(40 3861366),(41 3870012.5),(42 3878356.5),(43 3877362.5),(44 3877646.3),(45 3869168.8),(46 3866566.8),(47 3855045.3),(48 3839426.8),(49 3816548),(50 3784302.3),(51 3743248),(52 3693586.5),(53 3634048.8),(54 3578511.8),(55 3509764.3),(56 3440143.8),(57 3369607),(58 3300781.3),(59 3241843.3),(60 3187792.3),(61 3147658.3),(62 3127751),(63 3119041.5),(64 3121276.8),(65 3127441),(66 3144074.8),(67 3162692.5),(68 3190371.5),(69 3227020.8),(70 3280259.5),(71 3340151.5),(72 3402088.5),(73 3465021.3),(74 3522710.5),(75 3580629),(76 3629553),(77 3674200.3),(78 3723388),(79 3755651.5),
(1 31742.2),(2 118660.94),(3 251213.53),(4 419590.66),(5 621686.2),(6 837732.25),(7 1029876.8),(8 1237606.6),(9 1436395.3),(10 1624584.8),(11 1795715.1),(12 1943456.6),(13 2064370),(14 2158768.8),(15 2231414.8),(16 2278650.3),(17 2301935.8),(18 2314482.5),(19 2319586.8),(20 2328491.5),(21 2338299.3),(22 2353620.8),(23 2378631.8),(24 2418501.3),(25 2477827.5),(26 2546082),(27 2619629),(28 2688888.8),(29 2755594),(30 2821713),(31 2875516.3),(32 2923629.8),(33 2963585.5),(34 2997052.3),(35 3027239),(36 3054607.3),(37 3085942),(38 3122978),(39 3165494),(40 3215556.8),(41 3280645.8),(42 3356404),(43 3432842),(44 3510259.5),(45 3576583),(46 3639513.5),(47 3685930),(48 3723951),(49 3747347.5),(50 3762134.5),(51 3764580),(52 3759335),(53 3742172.5),(54 3711817.5),(55 3674667.3),(56 3631120.8),(57 3580671.3),(58 3530996),(59 3488349.5),(60 3447861.3),(61 3410774),(62 3375951.8),(63 3343094),(64 3319286),(65 3297927),(66 3286685.3),(67 3280414.8),(68 3272362),(69 3269119.3),(70 3275535),(71 3283126.3),(72 3298214),(73 3325583.8),(74 3358701.8),(75 3391612.5),(76 3416589.5),(77 3439366.3),(78 3471928.8),(79 3495621.8),
