1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38613.293),(2 107911.94),(3 187468.89),(4 308395.53),(5 498339.16),(6 711900.06),(7 972297.2),(8 1258811.5),(9 1576523.9),(10 1900964.6),(11 2222478.3),(12 2544568.8),(13 2866854),(14 3209624.3),(15 3582225),(16 3946896),(17 4333499.5),(18 4723541.5),(19 5118916),(20 5506495.5),(21 5906118),(22 6295874),(23 6771116.5),(24 7212258.5),(25 7863526),(26 8280273.5),(27 8683020),(28 9072229),(29 9461903),(30 9886278),(31 10442229),(32 11377747),(33 12093589),(34 12851437),(35 13569571),(36 14283823),(37 15026911),(38 15809365),(39 16542428),(40 17159686),(41 17807274),(42 18462422),(43 19050938),(44 19673074),(45 20274168),(46 20718394),(47 21589174),(48 22227806),(49 22849634),(50 23530536),(51 24179906),(52 24697562),(53 25050738),(54 25413918),(55 25699570),(56 25978094),(57 26198576),(58 26529146),(59 26856986),(60 27065280),(61 27290040),(62 27595690),(63 27859830),(64 28203458),(65 28531962),(66 28817304),(67 29133286),(68 29403974),(69 29958464),(70 30359192),(71 30774182),(72 31209280),(73 31587632),(74 32036070),(75 32509416),(76 33044102),(77 33689950),(78 34408124),(79 35121532),
(1 72692.94),(2 255678),(3 508828.22),(4 841207.5),(5 1183323),(6 1489196.5),(7 1758049),(8 1985383.5),(9 2166569.5),(10 2317322.5),(11 2451191),(12 2586877.5),(13 2763714.5),(14 2926971.3),(15 3094840),(16 3250734),(17 3389768),(18 3508798),(19 3599353.8),(20 3657182.5),(21 3693138.5),(22 3706882),(23 3715211.8),(24 3725531.8),(25 3776987.3),(26 3832016),(27 3899014.5),(28 3969550),(29 4030770),(30 4067877.3),(31 4104907.3),(32 4135908.8),(33 4156318.5),(34 4180401.8),(35 4189691.3),(36 4190120),(37 4166724.3),(38 4133248.8),(39 4098265.5),(40 4065980.5),(41 4054335.8),(42 4070586.8),(43 4109200),(44 4163971.5),(45 4223475),(46 4272812),(47 4292428.5),(48 4301456.5),(49 4296912.5),(50 4279505.5),(51 4271899.5),(52 4265272.5),(53 4258838.5),(54 4257923.5),(55 4261445),(56 4270224.5),(57 4293318.5),(58 4327763.5),(59 4386471.5),(60 4441003),(61 4499136.5),(62 4570415.5),(63 4631276.5),(64 4695818.5),(65 4751870.5),(66 4805840.5),(67 4851006.5),(68 4892009),(69 4892030.5),(70 4889131),(71 4875907.5),(72 4852496.5),(73 4818836.5),(74 4773997),(75 4728144.5),(76 4681547),(77 4639984.5),(78 4608697),(79 4594672),
(1 67423.09),(2 232997.13),(3 455019.75),(4 727054.3),(5 999152.75),(6 1235144.1),(7 1431566.6),(8 1586894),(9 1702737),(10 1786829.5),(11 1854818),(12 1912471.4),(13 1985506),(14 2051929),(15 2122832.8),(16 2176377.5),(17 2231796.8),(18 2282942.8),(19 2339342.5),(20 2393345),(21 2455696.3),(22 2522979.8),(23 2625075.5),(24 2720918.3),(25 2845726.8),(26 2948592),(27 3052834),(28 3157631.8),(29 3241867),(30 3303961.8),(31 3354942),(32 3381660.8),(33 3405308.8),(34 3417125),(35 3425323.3),(36 3423393),(37 3412309.8),(38 3393929.3),(39 3374113.3),(40 3351278),(41 3331534.8),(42 3311741.3),(43 3294126.3),(44 3278642.8),(45 3255953.8),(46 3221018.8),(47 3188105),(48 3156583.3),(49 3124749),(50 3105930.8),(51 3085248),(52 3070328.8),(53 3060745),(54 3051147.8),(55 3044237),(56 3052594),(57 3071434.8),(58 3107137.3),(59 3197017.3),(60 3283363.8),(61 3380945.3),(62 3489415.3),(63 3604974.8),(64 3723757.8),(65 3842194),(66 3961925.3),(67 4073823),(68 4173552.8),(69 4217697.5),(70 4254845.5),(71 4276745.5),(72 4290054.5),(73 4304770.5),(74 4327191.5),(75 4356849.5),(76 4404959.5),(77 4464715),(78 4522152),(79 4586272.5),
(1 66249.4),(2 228369.06),(3 442610.25),(4 703706.8),(5 945508.9),(6 1127543.1),(7 1254305.9),(8 1337494.5),(9 1391047.6),(10 1435578.9),(11 1487307.3),(12 1554096),(13 1646703.6),(14 1734112),(15 1820004.5),(16 1895739.5),(17 1971620.1),(18 2037982.9),(19 2097939.3),(20 2160510.5),(21 2226644.3),(22 2298388.3),(23 2375773.5),(24 2454407.3),(25 2526224),(26 2584641),(27 2646417.5),(28 2706746.3),(29 2769990.8),(30 2832029.8),(31 2899017.5),(32 2951614.8),(33 2995696),(34 3012051.3),(35 3011413.8),(36 3001439.3),(37 2981423.3),(38 2956618.5),(39 2943161.3),(40 2936751),(41 2960193.3),(42 2989717.8),(43 3022283),(44 3069376.8),(45 3115149.5),(46 3153680.8),(47 3187700.8),(48 3219771.3),(49 3247351),(50 3270749.8),(51 3298220.8),(52 3325035.5),(53 3359856),(54 3403563),(55 3444048.3),(56 3488652.5),(57 3529180.3),(58 3567150),(59 3599534),(60 3621255),(61 3643717.8),(62 3660060.8),(63 3680316.8),(64 3696712),(65 3705196.3),(66 3702112),(67 3697391.3),(68 3693591.8),(69 3641651.3),(70 3604496),(71 3558208.8),(72 3508342.5),(73 3459560.3),(74 3417089),(75 3382760.3),(76 3359164.5),(77 3337877.8),(78 3308923),(79 3273440),
(1 65082.824),(2 224529.14),(3 433466.7),(4 690567.2),(5 934150.06),(6 1117849.9),(7 1254026.1),(8 1350730.8),(9 1421862.1),(10 1483039),(11 1542370.4),(12 1615071.5),(13 1705446.4),(14 1779954.3),(15 1840574.9),(16 1882695.3),(17 1920076.8),(18 1953095),(19 1996822.8),(20 2047277),(21 2107815.8),(22 2181824.5),(23 2254411.5),(24 2320786.3),(25 2367138.8),(26 2404008.8),(27 2423010),(28 2429841.5),(29 2417037.3),(30 2398848.5),(31 2390530),(32 2391393.5),(33 2389267),(34 2387409),(35 2387764.3),(36 2388317.8),(37 2394837.5),(38 2407211.3),(39 2426342),(40 2443634.3),(41 2483788.8),(42 2520314.5),(43 2564214),(44 2599924.8),(45 2626152.5),(46 2640356.8),(47 2641136.5),(48 2651028.8),(49 2665740.8),(50 2698702.8),(51 2725251.3),(52 2751922.3),(53 2784250),(54 2824088),(55 2865627.5),(56 2902109.8),(57 2935556.3),(58 2959867.8),(59 2944647),(60 2932416.3),(61 2910586),(62 2879382),(63 2842018.3),(64 2807245.5),(65 2781068.5),(66 2759148.3),(67 2754105.3),(68 2763187.8),(69 2788655),(70 2810876.5),(71 2823410.5),(72 2831070.5),(73 2839079.3),(74 2837500.5),(75 2818630.8),(76 2789932.3),(77 2738267),(78 2689142),(79 2636151.8),
(1 65610.1),(2 225510.19),(3 430815.75),(4 679967.9),(5 921910.1),(6 1105111),(7 1237704.9),(8 1334540.5),(9 1402071.9),(10 1453735.9),(11 1502497.6),(12 1558030.9),(13 1629593.5),(14 1685720.6),(15 1730701.5),(16 1758889.5),(17 1777382.4),(18 1792857.1),(19 1816446.5),(20 1852076.5),(21 1900614.3),(22 1962644.9),(23 2040572),(24 2117643.8),(25 2219241.3),(26 2299873.8),(27 2375802),(28 2435931.8),(29 2481153.5),(30 2515299),(31 2543169.8),(32 2549505.5),(33 2541363),(34 2523608.3),(35 2500601),(36 2470105),(37 2439561),(38 2406930),(39 2383427.5),(40 2363158.8),(41 2366953.3),(42 2376133),(43 2391096.3),(44 2400280.3),(45 2402005),(46 2386327.5),(47 2364251.5),(48 2353059.3),(49 2353333),(50 2351165.8),(51 2351829.8),(52 2355038.5),(53 2358546.5),(54 2363754.5),(55 2380937.3),(56 2405642.8),(57 2434942.8),(58 2457527.8),(59 2494678.3),(60 2538190),(61 2582794),(62 2614105.3),(63 2633474.3),(64 2643502.3),(65 2645853),(66 2638149.3),(67 2618800.5),(68 2589968.3),(69 2538629.8),(70 2497053.8),(71 2459662),(72 2430175.5),(73 2412636.5),(74 2397441.5),(75 2376460.5),(76 2356516.3),(77 2335289.5),(78 2310717.8),(79 2289690.5),
(1 64896.684),(2 221396.06),(3 415019.88),(4 639773.3),(5 845150.3),(6 998345.2),(7 1118200.6),(8 1221644.4),(9 1322312),(10 1417830.3),(11 1510573.3),(12 1594950.8),(13 1667823.8),(14 1704090.9),(15 1717790.8),(16 1713663.3),(17 1703269.6),(18 1694426),(19 1690914.4),(20 1694931.8),(21 1705383.3),(22 1721423.9),(23 1735948.8),(24 1755072.3),(25 1774352.9),(26 1791184.5),(27 1819865.6),(28 1861518.6),(29 1904381.4),(30 1948007.8),(31 1983364.6),(32 2019595.4),(33 2035902.6),(34 2043834.9),(35 2051390.3),(36 2059949.4),(37 2062084.1),(38 2061644.8),(39 2061192.4),(40 2060290.4),(41 2063895.9),(42 2055869.6),(43 2048555.9),(44 2033662.8),(45 2015082.4),(46 1999765.1),(47 1986778.1),(48 1977254.3),(49 1973334),(50 1970728.3),(51 1977862.6),(52 1998949.3),(53 2024445.1),(54 2055295.1),(55 2080461.9),(56 2090954.3),(57 2099966.3),(58 2098169),(59 2088173.4),(60 2073241.4),(61 2053187.5),(62 2032790.9),(63 2016334.6),(64 2006527.6),(65 2003711.5),(66 2008421.4),(67 2025838.9),(68 2049289.6),(69 2055257.1),(70 2073767.9),(71 2098580.3),(72 2129555.3),(73 2156055),(74 2179807.8),(75 2201407.3),(76 2225706.3),(77 2273904.5),(78 2324530.3),(79 2370803.8),
(1 64052.184),(2 212643.02),(3 391654.9),(4 584739.25),(5 757238.8),(6 874991.56),(7 959924.9),(8 1029852),(9 1101345.5),(10 1189156.4),(11 1284534.8),(12 1380885.1),(13 1460351),(14 1514325.6),(15 1544493.9),(16 1560516.9),(17 1570383.5),(18 1583129.3),(19 1605516.9),(20 1641509.4),(21 1681020.9),(22 1726211.1),(23 1765735.1),(24 1801947.6),(25 1841789.3),(26 1861920.8),(27 1878278.3),(28 1892898.3),(29 1909958.5),(30 1928620.6),(31 1951022.5),(32 1957872.5),(33 1955741.4),(34 1944136.5),(35 1927074.3),(36 1912340.3),(37 1900590.5),(38 1897098.6),(39 1900852),(40 1911347.6),(41 1917935.9),(42 1905617),(43 1886768),(44 1857193.4),(45 1820788.6),(46 1778906.5),(47 1740560),(48 1715089.3),(49 1700458.4),(50 1704147.4),(51 1719329.8),(52 1740092),(53 1770637.3),(54 1807533.9),(55 1843145.6),(56 1872275.6),(57 1899727.1),(58 1917039),(59 1914961.5),(60 1898107.9),(61 1865338.9),(62 1827021.8),(63 1796324.1),(64 1780275.9),(65 1776178.4),(66 1792216.5),(67 1822281),(68 1860075.3),(69 1896990.5),(70 1918573.6),(71 1929128.3),(72 1938525.4),(73 1946660),(74 1956234.1),(75 1972178.6),(76 1988292.9),(77 2021381.9),(78 2037203),(79 2038357.4),
(1 58956.816),(2 199198.64),(3 374165.75),(4 578154.8),(5 763145.94),(6 906143.2),(7 1025464),(8 1126348),(9 1221181.6),(10 1311255.9),(11 1388811.6),(12 1450457.9),(13 1483190.9),(14 1497524.3),(15 1497382.5),(16 1489853),(17 1482694),(18 1473508.5),(19 1459296.8),(20 1436720.3),(21 1406936.5),(22 1375739.6),(23 1353560.8),(24 1337793.3),(25 1355981.3),(26 1373466.1),(27 1387732.9),(28 1398502.4),(29 1397154.6),(30 1395969.8),(31 1393985.5),(32 1381012.5),(33 1365746.1),(34 1359373.6),(35 1357100.4),(36 1367443.8),(37 1378003),(38 1395887.8),(39 1410159.9),(40 1421559),(41 1421221.8),(42 1426743.5),(43 1425418.9),(44 1416828.5),(45 1409553.5),(46 1401476.1),(47 1396643),(48 1396032),(49 1397836.9),(50 1406952.5),(51 1407861.4),(52 1405963),(53 1407196.6),(54 1407984.3),(55 1412735.5),(56 1425040.1),(57 1442062.8),(58 1459454.5),(59 1468751),(60 1479253.6),(61 1485062),(62 1493145.5),(63 1499171.6),(64 1504844.1),(65 1510548.6),(66 1519681),(67 1528983),(68 1538066),(69 1576855.5),(70 1599754.3),(71 1626611.9),(72 1649085.5),(73 1663785.3),(74 1671664),(75 1667473),(76 1649874.6),(77 1616825.3),(78 1597214.8),(79 1583592.3),
(1 64213.258),(2 211903.55),(3 384657.63),(4 577349.5),(5 745363.1),(6 870155.6),(7 969784.9),(8 1053654.3),(9 1132518.4),(10 1200407.8),(11 1252307.4),(12 1294197.5),(13 1318884.5),(14 1333349.6),(15 1339693.9),(16 1345491.8),(17 1353037.9),(18 1354252.5),(19 1357454.8),(20 1356019.5),(21 1357480.3),(22 1358985.3),(23 1368877.5),(24 1382409.3),(25 1401793.5),(26 1424295.5),(27 1443741.5),(28 1455976),(29 1459536.8),(30 1457711.4),(31 1450030.8),(32 1450354.1),(33 1456244.8),(34 1468833.3),(35 1492305.8),(36 1522997.6),(37 1550116.1),(38 1567744.4),(39 1576778.8),(40 1580033.1),(41 1575063.6),(42 1560845),(43 1540219),(44 1514055.1),(45 1494642.3),(46 1483002.5),(47 1488014.4),(48 1489556),(49 1496902.8),(50 1516359.5),(51 1532941.5),(52 1559018.3),(53 1593440.8),(54 1628098.3),(55 1658076.8),(56 1682451.3),(57 1699074.1),(58 1706599.5),(59 1682335.1),(60 1676381.3),(61 1668173.5),(62 1653119.4),(63 1636656.3),(64 1621950.1),(65 1603767.8),(66 1593214.8),(67 1584191.5),(68 1578798.5),(69 1582769.4),(70 1596938.5),(71 1631187.3),(72 1672188.5),(73 1713527.3),(74 1744792.5),(75 1757002.5),(76 1765523.6),(77 1773048.9),(78 1798112.5),(79 1837611.1),
(1 61887.086),(2 204556.45),(3 371431.7),(4 550760.3),(5 703407.8),(6 814845.6),(7 908294.94),(8 986754.4),(9 1057541.4),(10 1118900.6),(11 1166841),(12 1202967.8),(13 1235523),(14 1257614.3),(15 1275534),(16 1289830.8),(17 1302984),(18 1320043.9),(19 1332909),(20 1343950),(21 1354687.1),(22 1360926.3),(23 1369613.9),(24 1377175.6),(25 1373586.6),(26 1368192.4),(27 1359079.1),(28 1350095.1),(29 1343611.6),(30 1339819.9),(31 1335246.4),(32 1341394),(33 1354834.1),(34 1382267.9),(35 1419284.4),(36 1461010),(37 1496633.6),(38 1519629.5),(39 1523236.4),(40 1509287.6),(41 1477479.3),(42 1446803.6),(43 1412719.6),(44 1371912.6),(45 1327109.9),(46 1297098.4),(47 1277343),(48 1265516.3),(49 1261150.5),(50 1268816.4),(51 1280171.9),(52 1297554.4),(53 1314045),(54 1331541.6),(55 1341749.1),(56 1338228.3),(57 1327937.3),(58 1319059.9),(59 1309672.9),(60 1310454),(61 1318963.5),(62 1336738.5),(63 1358464.9),(64 1388169.1),(65 1413832.6),(66 1430224.4),(67 1433051.6),(68 1431986),(69 1423080.9),(70 1414766.8),(71 1407053.4),(72 1396358),(73 1384879.6),(74 1377340.1),(75 1372465.6),(76 1379624.4),(77 1405280.1),(78 1428701.3),(79 1448910.5),
(1 53371.07),(2 173492.56),(3 311728.56),(4 462899.28),(5 585175),(6 664229.94),(7 723685.7),(8 775230.5),(9 827501.4),(10 878472.75),(11 923823.5),(12 965541.7),(13 1010428.56),(14 1044115.44),(15 1068656.6),(16 1084189.3),(17 1094494.1),(18 1101251.9),(19 1103367.8),(20 1105670),(21 1110630.4),(22 1120575.1),(23 1126055.5),(24 1131495.4),(25 1120988.1),(26 1113101.4),(27 1102041.4),(28 1088586.4),(29 1076395.6),(30 1066056.3),(31 1057752.4),(32 1057456.3),(33 1060139.5),(34 1064768.3),(35 1068663),(36 1069673.6),(37 1074288.4),(38 1080039.9),(39 1083985.6),(40 1083373.3),(41 1068833.4),(42 1048826.5),(43 1029061.5),(44 1013570.2),(45 1006106.06),(46 1008151.56),(47 1037323.06),(48 1067312.3),(49 1097794),(50 1117470.8),(51 1127956.3),(52 1126521.3),(53 1118851.6),(54 1111908),(55 1109918.9),(56 1106238.3),(57 1104041.6),(58 1104356.1),(59 1120208.9),(60 1128444),(61 1138300.8),(62 1148952.5),(63 1157692.4),(64 1156168.6),(65 1145119.4),(66 1127051.3),(67 1111216.9),(68 1091667.1),(69 1082863),(70 1066895.1),(71 1056221.3),(72 1054115.6),(73 1055790.5),(74 1063865.5),(75 1075567.3),(76 1089886.6),(77 1097368.6),(78 1105064.9),(79 1114620.8),
(1 49644.734),(2 160387.28),(3 285204.28),(4 423855.22),(5 533645.06),(6 609660.06),(7 671627.3),(8 722480.5),(9 764324.8),(10 796485.06),(11 818688.7),(12 832199.25),(13 848218.75),(14 865302.75),(15 883517.9),(16 897985.75),(17 907849.7),(18 913327.3),(19 919180.1),(20 926468.9),(21 937228.1),(22 946788.7),(23 957428.3),(24 969656.56),(25 974132.9),(26 970603.56),(27 965141.44),(28 962310.7),(29 962987.7),(30 967548.9),(31 973406.25),(32 978774.25),(33 984520.44),(34 992159.1),(35 1004959.1),(36 1021321.1),(37 1037572.75),(38 1047670.56),(39 1051944.1),(40 1052684.3),(41 1038524.7),(42 1033025),(43 1034832.3),(44 1046585.3),(45 1061915.4),(46 1074363.1),(47 1078613.9),(48 1092491.8),(49 1106832.5),(50 1128669.9),(51 1142572.6),(52 1141474.5),(53 1132482.9),(54 1122679.6),(55 1115175),(56 1108412.3),(57 1098024.9),(58 1088236.8),(59 1078736.1),(60 1070291.9),(61 1065320.3),(62 1060296.5),(63 1050631),(64 1032620.7),(65 1009422.1),(66 990870.3),(67 982716.9),(68 986588),(69 989296),(70 992992.75),(71 1001651.1),(72 1018569.1),(73 1039554),(74 1058949),(75 1067642.5),(76 1062027.5),(77 1054257.5),(78 1054732),(79 1053517.3),
(1 51488.06),(2 169272.73),(3 306329.63),(4 458236.1),(5 586943.1),(6 680512.06),(7 755054.6),(8 806115.75),(9 837463.6),(10 850828.8),(11 853113.56),(12 852863.44),(13 861842.25),(14 877697.2),(15 890179.8),(16 895207.8),(17 901053.94),(18 907999.25),(19 918857.1),(20 931806.8),(21 944936.2),(22 953789.75),(23 960045),(24 958592.94),(25 937673),(26 926720.75),(27 921147.6),(28 925488.6),(29 925589),(30 922278.1),(31 921985.56),(32 926151),(33 934379.25),(34 943471.44),(35 952663.4),(36 962744),(37 971495.8),(38 977455.25),(39 979188.56),(40 974483.06),(41 971587.2),(42 963457.5),(43 956797.4),(44 952366.7),(45 955670.3),(46 961288.44),(47 962639.4),(48 975758.3),(49 985897.4),(50 983846.8),(51 980932.06),(52 972394.44),(53 967705.56),(54 968361.75),(55 966892.94),(56 960994.8),(57 952823.6),(58 942390.8),(59 930158.8),(60 927440.56),(61 934893.94),(62 942588),(63 945834.25),(64 948464),(65 953171.56),(66 963616.75),(67 973951.2),(68 976953.94),(69 979674.44),(70 984306.6),(71 999852.6),(72 1020775.75),(73 1039670.9),(74 1052805.3),(75 1049248.1),(76 1032897.9),(77 1011691.2),(78 991327.44),(79 973345.56),
(1 50496.754),(2 166953.56),(3 305563.47),(4 459289.44),(5 591506.75),(6 689480.06),(7 760293.1),(8 801510.5),(9 819452.6),(10 817127.4),(11 801716.06),(12 785521.1),(13 769890.4),(14 761149.3),(15 755288.2),(16 749917.25),(17 751694.75),(18 758890.4),(19 771716.25),(20 791169.44),(21 814894.56),(22 844227.6),(23 883977.3),(24 908795),(25 913067.94),(26 916446.1),(27 915044.44),(28 917665.75),(29 916091.2),(30 910759.6),(31 907603.75),(32 914578.3),(33 926850.3),(34 944157.5),(35 965988),(36 989479.6),(37 1012314.9),(38 1030872.44),(39 1041921.75),(40 1042604.6),(41 1053300.1),(42 1049162.6),(43 1037773.5),(44 1022857.75),(45 1014819.56),(46 1013340.25),(47 1010561.9),(48 1022251.56),(49 1036838.06),(50 1057649.3),(51 1081963.9),(52 1105994.3),(53 1126978.5),(54 1140626),(55 1145642),(56 1139559.9),(57 1126123.3),(58 1112064.9),(59 1091502.3),(60 1071450),(61 1057174.1),(62 1047249.6),(63 1037583.8),(64 1029257.25),(65 1019796.56),(66 1009106.3),(67 1000947.44),(68 995408.06),(69 987831.6),(70 979101.94),(71 965473.7),(72 947248.2),(73 926303.8),(74 908716.9),(75 898972.25),(76 901663.75),(77 906684.2),(78 918611.2),(79 933992.9),
(1 51694.434),(2 171583.77),(3 316860.47),(4 478033.25),(5 616193.9),(6 712771.94),(7 779354.3),(8 817142.3),(9 828131.8),(10 817732.44),(11 800335.6),(12 781217.25),(13 756785.44),(14 730600.25),(15 706056),(16 696548.56),(17 702834.44),(18 725480.9),(19 764586.3),(20 812256.56),(21 857001.25),(22 897708.7),(23 936985.25),(24 959449),(25 976868.25),(26 988106.3),(27 985776.8),(28 969719.2),(29 945497.6),(30 918181.7),(31 894527.1),(32 880978.4),(33 873546.4),(34 881846.56),(35 900638.25),(36 930013.3),(37 961014.25),(38 989129.25),(39 1010165.6),(40 1025787.56),(41 1037630.9),(42 1038171.6),(43 1035680.2),(44 1027942.4),(45 1021212.8),(46 1021160.56),(47 1017797.06),(48 1020999),(49 1028687.1),(50 1043325.3),(51 1060581.1),(52 1076091.3),(53 1078181.8),(54 1074550.3),(55 1073131.9),(56 1067886.6),(57 1061711.9),(58 1057936.4),(59 1054673),(60 1042875.56),(61 1029661.6),(62 1017048.7),(63 1011463.4),(64 1007512.2),(65 1005622.9),(66 1004256.4),(67 999959.56),(68 1003799.75),(69 1025950.5),(70 1043826.7),(71 1056959.8),(72 1065337.3),(73 1068971.4),(74 1071505.8),(75 1081220.8),(76 1091141.8),(77 1094297),(78 1100033.4),(79 1105184.8),
(1 47478.44),(2 152471.7),(3 270916.75),(4 393625.75),(5 497049.38),(6 565709.3),(7 603090.6),(8 617613.9),(9 616368.56),(10 606160.75),(11 593500.06),(12 585648.1),(13 594369.5),(14 609597.5),(15 627408.56),(16 644602.56),(17 664606.75),(18 682285.3),(19 695959.5),(20 704362.44),(21 709432.3),(22 716869.7),(23 737916.75),(24 760201),(25 786347.5),(26 806288.56),(27 817165.06),(28 819976.4),(29 814951.8),(30 805822.5),(31 796423.06),(32 800414.1),(33 809029.9),(34 825403.8),(35 849933.1),(36 875464.2),(37 898907.44),(38 920099.44),(39 939732),(40 961734.1),(41 977584.4),(42 986845.7),(43 988899.6),(44 977473.9),(45 960394.9),(46 942694.1),(47 923450.1),(48 912741.44),(49 909518.9),(50 911918),(51 916542.3),(52 920110.1),(53 916584.2),(54 909190.3),(55 898576.2),(56 891878.9),(57 880854.1),(58 869048.94),(59 864014.56),(60 857756.2),(61 857260),(62 867442.4),(63 881414.3),(64 890154.5),(65 890710.9),(66 883702.7),(67 872859.06),(68 863511.06),(69 859604.56),(70 859292),(71 863708.2),(72 873037.1),(73 884589.1),(74 892521.5),(75 900028.2),(76 907713.3),(77 918673.25),(78 917957.06),(79 916647.9),
(1 43946.516),(2 139505.67),(3 243736.53),(4 349000.28),(5 425303.5),(6 475162.56),(7 507046.56),(8 528308.4),(9 543503.3),(10 556484),(11 571013.9),(12 587341),(13 612753.44),(14 633530.9),(15 647840.5),(16 656007),(17 658892.06),(18 659346.56),(19 660321.9),(20 666626.3),(21 680859.2),(22 702243.94),(23 724851.2),(24 757276.6),(25 806499),(26 847445.3),(27 878760.25),(28 889577),(29 885592.4),(30 876676.25),(31 872165.3),(32 868206.75),(33 868384),(34 878133.9),(35 890535.6),(36 898244),(37 902539.75),(38 908120.06),(39 910730.5),(40 908409.44),(41 911210.25),(42 902963.6),(43 887469.06),(44 866805.5),(45 845889),(46 826536.2),(47 812948.25),(48 813471.8),(49 818449),(50 824327.8),(51 828231.44),(52 828196.06),(53 823065.6),(54 817467.75),(55 800864.56),(56 782241.6),(57 766745.25),(58 755676.6),(59 750404.44),(60 751924.2),(61 757881.1),(62 759574.4),(63 759349),(64 751526.1),(65 733528.25),(66 707989.3),(67 683105.1),(68 665028.06),(69 668883.4),(70 681882.3),(71 698742.3),(72 717186.1),(73 732257.25),(74 744181.25),(75 749855.4),(76 752490.9),(77 749778.25),(78 745775.56),(79 746316.6),
