1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21391.945),(2 66564.66),(3 132435.3),(4 220510.95),(5 325385.34),(6 446990.5),(7 586407.7),(8 742490.7),(9 899759.5),(10 1054739.1),(11 1204664.9),(12 1328830.9),(13 1440100.1),(14 1499537.9),(15 1526615.5),(16 1530765.1),(17 1521872.4),(18 1501910),(19 1496855.6),(20 1503573.1),(21 1517394.9),(22 1548497.6),(23 1585551.4),(24 1629335),(25 1684430.6),(26 1754940.6),(27 1848279),(28 1965202.1),(29 2114396),(30 2239515.5),(31 2403788),(32 2566945.3),(33 2729037.5),(34 2875601.3),(35 2989412.8),(36 3077058),(37 3119936.3),(38 3129185),(39 3134289),(40 3112382),(41 3096185),(42 3093951),(43 3114231.3),(44 3157684),(45 3233909.3),(46 3371044.8),(47 3500632.3),(48 3700901.3),(49 3973698),(50 4325240),(51 4737750.5),(52 5231571.5),(53 5732929.5),(54 6294913.5),(55 6895501.5),(56 7492845.5),(57 8095290),(58 8689724),(59 9273313),(60 9813955),(61 10333461),(62 10829105),(63 11337761),(64 11818409),(65 12194469),(66 12536615),(67 12859265),(68 13079423),(69 13298847),(70 13471287),(71 13580827),(72 13591092),(73 13607584),(74 13623003),(75 13623952),(76 13643584),(77 13675620),(78 13741389),(79 13805875),
(1 17147.27),(2 58299.88),(3 111818.22),(4 165137.27),(5 209950.7),(6 243597.89),(7 263160.3),(8 271501.44),(9 272577.94),(10 271644.44),(11 273157.6),(12 280111.9),(13 290863.03),(14 303989.88),(15 315846.94),(16 324204.6),(17 328159.06),(18 326640.06),(19 322611.78),(20 317091.03),(21 312214.28),(22 307554),(23 304170.6),(24 304538.88),(25 308733.47),(26 315903.56),(27 322433.97),(28 327622.44),(29 329650.75),(30 329279.75),(31 327216.38),(32 323282.78),(33 317556.56),(34 313812.13),(35 311938.56),(36 311185.25),(37 312264.47),(38 314559.16),(39 317775.03),(40 321668.2),(41 326920.16),(42 332002.3),(43 335487.44),(44 338574.5),(45 339864.53),(46 339346.88),(47 338942.2),(48 337749.5),(49 339596.97),(50 342486.66),(51 346194.7),(52 351163.5),(53 352963.5),(54 351039.47),(55 346686),(56 341533.16),(57 337668.53),(58 334924.22),(59 332339.25),(60 330318.72),(61 330566.75),(62 330176.44),(63 329468.84),(64 329646),(65 329939.84),(66 329668.84),(67 328908),(68 327824.7),(69 327245.66),(70 326050.44),(71 324498.25),(72 324321.3),(73 323308.03),(74 322307.75),(75 321834.72),(76 321361.06),(77 321906.53),(78 322291.06),(79 320960.9),
(1 16515.945),(2 55407.37),(3 105539.25),(4 155094.61),(5 195478.56),(6 223173.47),(7 237433.98),(8 241210.23),(9 239203.97),(10 237703.97),(11 240681.8),(12 249048.25),(13 261728.66),(14 276307.1),(15 288372.38),(16 296407.75),(17 298724.63),(18 297422.5),(19 294189.06),(20 290799.6),(21 288649.94),(22 288457.63),(23 291300.03),(24 297065.72),(25 305315.44),(26 312652.78),(27 314877.44),(28 317304.38),(29 318350.88),(30 318531.22),(31 317487.97),(32 314792.22),(33 311810.06),(34 310077.63),(35 308807.97),(36 306139.1),(37 305738.66),(38 305499.38),(39 305524.8),(40 306973.2),(41 309268.4),(42 310712.8),(43 311842.3),(44 314169.2),(45 316739.78),(46 318632.72),(47 321010.2),(48 322266.13),(49 324579.1),(50 327810.9),(51 333850.72),(52 337764.7),(53 337673.56),(54 335868.2),(55 332317.56),(56 327605.5),(57 323037),(58 319256.7),(59 316765.1),(60 314963.6),(61 313681.3),(62 312132.6),(63 311932.56),(64 312332.8),(65 311283.2),(66 310370.56),(67 308981.03),(68 305929.44),(69 304318.66),(70 302615.78),(71 300768.44),(72 300114.03),(73 301014.53),(74 304773.22),(75 309912),(76 313945.7),(77 316809.53),(78 320383.56),(79 322760.25),
(1 16531.664),(2 55610.24),(3 105831.63),(4 155446.1),(5 196856.08),(6 225632.69),(7 240550.47),(8 244230.61),(9 242535.17),(10 241520.3),(11 244424.3),(12 252999.69),(13 264866.5),(14 275438.1),(15 281314.47),(16 284513.56),(17 284986.8),(18 283005.34),(19 279912.88),(20 277725),(21 277089.75),(22 277183.06),(23 277974.47),(24 281528.22),(25 286119.28),(26 288510.3),(27 288330.06),(28 287112.94),(29 286284.7),(30 286608.63),(31 287196.3),(32 289685.53),(33 291757.75),(34 293303.44),(35 293606.72),(36 291634.53),(37 288932.22),(38 285498.3),(39 281687.03),(40 278267.53),(41 276587.5),(42 277220.94),(43 279962.1),(44 285661.47),(45 291362.34),(46 295481.53),(47 297167.53),(48 297042.06),(49 295349.7),(50 293965.7),(51 293283.66),(52 291604.72),(53 289873.47),(54 289139.53),(55 287896.5),(56 285838.63),(57 282691.1),(58 279472.13),(59 277845.3),(60 279284.16),(61 282514.9),(62 286413.63),(63 291227.6),(64 295231.75),(65 297230.16),(66 298979.44),(67 297663.9),(68 296369.8),(69 296114.5),(70 295743.28),(71 296641.9),(72 299312.06),(73 301596.22),(74 303358.3),(75 304460.63),(76 303297.9),(77 301162.47),(78 301538.3),(79 302770.66),
(1 17553.113),(2 59101.316),(3 111107.54),(4 161184.78),(5 201328.4),(6 225743.34),(7 233890.52),(8 232405.8),(9 226864.77),(10 224410.95),(11 228684.14),(12 237653.55),(13 248261.17),(14 257556.4),(15 262596),(16 265354.7),(17 264981.78),(18 262221.88),(19 258931.97),(20 257719.44),(21 257917.55),(22 260167.48),(23 262865.06),(24 264469.53),(25 264347.06),(26 264357.13),(27 264664.66),(28 265179.63),(29 265413.25),(30 265290.28),(31 266585.66),(32 269218.13),(33 269762.38),(34 269740.78),(35 267411.53),(36 266659.66),(37 265690.13),(38 264587.22),(39 263644.72),(40 264499.06),(41 268187.5),(42 273024.13),(43 280378.63),(44 288343.22),(45 295638.7),(46 303289.9),(47 312470.75),(48 321286.34),(49 330479.94),(50 337150.47),(51 339526.6),(52 338709.03),(53 334794.94),(54 329782.06),(55 325443.34),(56 321446.72),(57 316208.8),(58 310435.78),(59 305257.72),(60 301704.1),(61 299508.1),(62 297739.72),(63 298702.66),(64 299677.6),(65 298920.34),(66 294365.4),(67 287155.3),(68 279200.34),(69 274469.03),(70 272749.53),(71 273470.34),(72 274388.28),(73 276558.56),(74 279843.4),(75 282038.88),(76 281731.38),(77 280415.16),(78 281797.28),(79 283969.97),
(1 17584.473),(2 58716.273),(3 109914.59),(4 158961.58),(5 196734.67),(6 218734.27),(7 226368.11),(8 225037.33),(9 221763.33),(10 219644.03),(11 221083.28),(12 227174.06),(13 235920.52),(14 244558.84),(15 250704),(16 253208.6),(17 250101.63),(18 245564.81),(19 240961.1),(20 237463.61),(21 236105.67),(22 237804.3),(23 241004.86),(24 244192.66),(25 246375.89),(26 248058.73),(27 251102.39),(28 254284.33),(29 255897.14),(30 255397.44),(31 254379.6),(32 255847.05),(33 257002.84),(34 258644.25),(35 260299.89),(36 261994.28),(37 262951.88),(38 262993.22),(39 262695.16),(40 263967.1),(41 267298.4),(42 272722.06),(43 279222.22),(44 285351.78),(45 289995.56),(46 293022.75),(47 293997.47),(48 293726.34),(49 294040.7),(50 295044.34),(51 296059.06),(52 296956.2),(53 297411.3),(54 297036.47),(55 296446.03),(56 293285.94),(57 288538.75),(58 282795.2),(59 276697.3),(60 272085.3),(61 268784.94),(62 266852.13),(63 268850.56),(64 272757.34),(65 275042.6),(66 276079.7),(67 274333.63),(68 269888.03),(69 265322.13),(70 260362.9),(71 255589.6),(72 253501.27),(73 254619.3),(74 257480.53),(75 262047.88),(76 267013.13),(77 269989.5),(78 273892.97),(79 277189.53),
(1 18081.807),(2 60094.766),(3 112538.13),(4 162725.89),(5 201352.3),(6 225783.48),(7 234687.25),(8 234132.03),(9 228904.38),(10 224858.22),(11 225710.64),(12 232467.44),(13 242824.78),(14 252863.13),(15 259643.39),(16 261040.34),(17 258489.16),(18 255879.14),(19 253993.48),(20 252993.42),(21 253543.13),(22 255034.66),(23 257278.58),(24 260241.23),(25 263530.03),(26 265496.97),(27 267530.8),(28 269001.66),(29 269814.56),(30 271041.5),(31 271921.03),(32 272393.2),(33 274754.97),(34 275140.13),(35 274186.25),(36 272649.3),(37 270536.53),(38 268515.22),(39 266471.97),(40 266804.3),(41 268278.53),(42 270214.88),(43 272083.6),(44 275444.44),(45 278102.34),(46 279669.38),(47 279803.3),(48 280282.72),(49 282361.5),(50 285184.8),(51 287058.78),(52 287705.66),(53 287327.47),(54 287517.56),(55 289284.94),(56 291210.8),(57 292568.56),(58 294054.1),(59 295717.28),(60 295650.72),(61 293717.5),(62 290230.53),(63 288450.22),(64 288793.1),(65 291171.22),(66 292748.47),(67 292938.28),(68 293308.34),(69 291679.72),(70 287419.4),(71 282304.78),(72 277124.97),(73 274375.44),(74 273002.63),(75 272673.94),(76 274966.88),(77 277634.7),(78 281963.6),(79 285350.6),
(1 17089.523),(2 56973.152),(3 106140.266),(4 153414.05),(5 190427.45),(6 212052.63),(7 219822.08),(8 219601.33),(9 215855.75),(10 214704.5),(11 216747.9),(12 222004.66),(13 228294.67),(14 233344.98),(15 235552.94),(16 237558.78),(17 238830.44),(18 240794.16),(19 243206.58),(20 246045.17),(21 249509.61),(22 252708.61),(23 255414.78),(24 257809.17),(25 259210.94),(26 260284.28),(27 262901.16),(28 265002.56),(29 266313.4),(30 267068.5),(31 267371.47),(32 267309.75),(33 270640),(34 272926.97),(35 277685.44),(36 282273.34),(37 286312.38),(38 286929.8),(39 284174.9),(40 280414.63),(41 275165.06),(42 270796.38),(43 266675.63),(44 263973.16),(45 261058.69),(46 259393.77),(47 260245.1),(48 262147.22),(49 265185.75),(50 267872.22),(51 268876.2),(52 268005.8),(53 265120.7),(54 261579.19),(55 258973.77),(56 256167.39),(57 253547.58),(58 250939.31),(59 248798.88),(60 247273.31),(61 245199.39),(62 244167.78),(63 243529.83),(64 242709.58),(65 243050.34),(66 243636.95),(67 244416.14),(68 247665.45),(69 249409.63),(70 249312.88),(71 248855.95),(72 247611.89),(73 247529.2),(74 246898.64),(75 246700.39),(76 247335.03),(77 249586.17),(78 254516.36),(79 261142.84),
(1 16649.496),(2 56243.766),(3 104977.97),(4 151457.61),(5 187087.6),(6 208857.81),(7 217924.52),(8 217975.48),(9 215660.3),(10 215345),(11 219170.81),(12 226080.4),(13 233189.08),(14 237660.42),(15 238133.36),(16 235924.13),(17 234447),(18 235423.98),(19 237562.08),(20 240875),(21 245290.94),(22 249577.63),(23 252998.13),(24 254856.67),(25 254395.03),(26 254035.92),(27 253981.78),(28 252491.08),(29 251660.08),(30 252895),(31 254530.23),(32 254237.67),(33 257503.81),(34 260250.58),(35 264029.8),(36 268292.47),(37 272718.8),(38 274846.66),(39 274056.66),(40 272379.5),(41 268876.66),(42 264805.94),(43 260606.3),(44 255215.56),(45 250035.13),(46 245516.56),(47 243426.5),(48 243064.1),(49 243150.42),(50 243640.39),(51 244456.86),(52 246350.63),(53 248087.03),(54 247488.89),(55 244889.9),(56 240465.86),(57 235332.39),(58 228829.61),(59 223136.88),(60 219311.56),(61 216713.63),(62 215570.48),(63 214233.14),(64 212068.94),(65 210605.56),(66 208266.81),(67 207773.48),(68 211478.86),(69 214862.9),(70 219338.92),(71 225212.63),(72 229586.8),(73 233257.3),(74 233694.9),(75 231014.14),(76 227507.81),(77 224341.81),(78 223706.69),(79 225980.73),
(1 16429.84),(2 54733.938),(3 101933.47),(4 146392.36),(5 179787.78),(6 198412.66),(7 203061.44),(8 201134.53),(9 199106.53),(10 199736.4),(11 204654.8),(12 211073.33),(13 216513.27),(14 220429.92),(15 221091.55),(16 218416),(17 215099.66),(18 212999.17),(19 212164.3),(20 212492.66),(21 213507.77),(22 213412.63),(23 212857.48),(24 210866.55),(25 208276.47),(26 206225.72),(27 205084.92),(28 206152.52),(29 207814),(30 211139.13),(31 216299.58),(32 218619.7),(33 219747.95),(34 219378.34),(35 217502.66),(36 215078.11),(37 212486.89),(38 209649.56),(39 208372.72),(40 207562.72),(41 207679.86),(42 207207.45),(43 207087.92),(44 206720.7),(45 205772.89),(46 205240.92),(47 206752.86),(48 210166.38),(49 214253.55),(50 218658.38),(51 221296.95),(52 222969.03),(53 223560.73),(54 222323.9),(55 221154.06),(56 220420.47),(57 220108.78),(58 219844.63),(59 219904.5),(60 220118.73),(61 219305.1),(62 216865.97),(63 213526.56),(64 209830.27),(65 207430.38),(66 204388.88),(67 204276.42),(68 207629.83),(69 211770.86),(70 215703.56),(71 219715.47),(72 222575.88),(73 224424.8),(74 223941.33),(75 221804.94),(76 219987.42),(77 219579.64),(78 220917.03),(79 223833.67),
(1 15974.695),(2 52685.785),(3 96892.01),(4 136812.34),(5 165962.14),(6 181476.8),(7 186497.39),(8 187486.86),(9 188080.92),(10 190862.44),(11 197346.63),(12 205550.06),(13 211794.88),(14 214715.42),(15 212358.08),(16 206065.97),(17 198775.3),(18 194104.67),(19 192895.98),(20 196466.8),(21 204206.64),(22 212371.3),(23 216556.48),(24 217209.28),(25 214965.1),(26 211641.75),(27 209524.61),(28 209319.42),(29 210314.95),(30 212993.48),(31 217732.88),(32 221717.81),(33 224768.38),(34 227223.63),(35 228325.31),(36 228717.64),(37 228477.56),(38 229135.98),(39 230656.1),(40 231610.23),(41 231789.69),(42 231943.31),(43 232190.97),(44 234121.16),(45 236830.97),(46 240400.14),(47 243994.6),(48 246503.17),(49 248296.23),(50 249233.2),(51 249379.6),(52 249192.63),(53 248213.83),(54 246012.88),(55 243973.06),(56 242831.52),(57 241791.36),(58 239324.61),(59 235138.98),(60 229759.13),(61 223899.28),(62 218951.98),(63 216122.63),(64 214525.88),(65 212606.55),(66 209870.13),(67 207833.78),(68 206819.19),(69 206693.73),(70 206692.92),(71 207207.6),(72 207309.2),(73 208584.53),(74 208421.16),(75 208490.9),(76 210328.48),(77 212750.44),(78 215577.88),(79 218117.72),
(1 15906.818),(2 52241.477),(3 96172.484),(4 136729.34),(5 167150.83),(6 185353.13),(7 192016.69),(8 193857.72),(9 194983.6),(10 196702.95),(11 200758.64),(12 206709.66),(13 212757.48),(14 217747.14),(15 220211.17),(16 219454.83),(17 215451.81),(18 212317.31),(19 211109.7),(20 212911.39),(21 218332.28),(22 223975.95),(23 227387.78),(24 227727.42),(25 224618.78),(26 219685.13),(27 214300.58),(28 210454.58),(29 209069.6),(30 210196.95),(31 213290.52),(32 218059.03),(33 222039.83),(34 224881.67),(35 227549.55),(36 230059.88),(37 230720.17),(38 230896.8),(39 230170.63),(40 228993.98),(41 227653.1),(42 227018.08),(43 226943.14),(44 229426.27),(45 232833.81),(46 236704.3),(47 239494.64),(48 240255.16),(49 239222.58),(50 235216.52),(51 230719.64),(52 226637.25),(53 225122.52),(54 225382.88),(55 226760.13),(56 227991.31),(57 229421.33),(58 229359.34),(59 226901.19),(60 222937.75),(61 217106.98),(62 210736.83),(63 207211.03),(64 206018.98),(65 207340.97),(66 209932.2),(67 213390.19),(68 212944.31),(69 211842.84),(70 210241.5),(71 208379.8),(72 208423.7),(73 211394.36),(74 213311.31),(75 214719.06),(76 216362.1),(77 217412.7),(78 219060.33),(79 219032.84),
(1 15508.498),(2 51028.324),(3 94450.484),(4 134284.33),(5 163205.25),(6 180144.55),(7 187324.95),(8 189860.6),(9 191264.77),(10 194124.16),(11 197582.25),(12 201763.08),(13 204818.92),(14 204736.67),(15 202074.27),(16 198717.19),(17 196469.08),(18 195766.28),(19 197509.83),(20 200289.6),(21 203399.23),(22 205541.58),(23 206856.19),(24 209335.92),(25 211242.4),(26 214060.47),(27 217064.78),(28 219373.25),(29 220490.78),(30 221531.3),(31 223576.94),(32 226079.67),(33 229370.19),(34 231472.23),(35 233836.67),(36 236113.39),(37 237151.6),(38 237380.89),(39 236570.94),(40 235791.33),(41 232609.86),(42 229172.36),(43 225745.25),(44 224377.1),(45 224116.64),(46 224715.75),(47 227052.5),(48 228387.6),(49 226710.56),(50 223234.7),(51 219678.39),(52 217293.4),(53 216316.97),(54 216504.17),(55 218008.27),(56 218954.1),(57 218445.72),(58 217292.27),(59 215412.47),(60 213315.44),(61 210811.06),(62 208437.9),(63 207822.81),(64 209373.39),(65 211792.23),(66 214461.14),(67 217880.64),(68 217627.55),(69 216522.3),(70 216067.03),(71 215718.2),(72 217134.27),(73 218352.2),(74 216905.23),(75 216781.6),(76 216648.1),(77 215764.56),(78 217701.77),(79 220111.4),
(1 15437.268),(2 50881.402),(3 92686.12),(4 129360.48),(5 154746.19),(6 167406.64),(7 170117.14),(8 168870.08),(9 168409.19),(10 170314.88),(11 173651.23),(12 176663.38),(13 179883.69),(14 182368.78),(15 183390.4),(16 183399.89),(17 184607.44),(18 187528.7),(19 191119.27),(20 194630.44),(21 197251.92),(22 198941.66),(23 198634.31),(24 196349.83),(25 193945.81),(26 193228.77),(27 194401.89),(28 195540.83),(29 196842.33),(30 197375.11),(31 195699.11),(32 194632.11),(33 193816.34),(34 192307.88),(35 191658.06),(36 194323.06),(37 198005.38),(38 199838.34),(39 199848.84),(40 199788.28),(41 200370.38),(42 201731.77),(43 203361.6),(44 204747.61),(45 205182.47),(46 207041.16),(47 208004.36),(48 206370.73),(49 202503.5),(50 196961.8),(51 192225.36),(52 191299.11),(53 192709.27),(54 195906.67),(55 199201.83),(56 201469.95),(57 201890.34),(58 201090.03),(59 198857.72),(60 197952.83),(61 198173.36),(62 198698.58),(63 200206.78),(64 201786.92),(65 202790.17),(66 201217.6),(67 200092.98),(68 199517.02),(69 200666.92),(70 205133.17),(71 209782.94),(72 212617.84),(73 212533.23),(74 210509.06),(75 207572.17),(76 204854.33),(77 202880.11),(78 202353.02),(79 202748.92),
(1 15302.787),(2 51158.62),(3 94561.78),(4 132996.06),(5 159170.28),(6 172408.23),(7 174376),(8 171823.44),(9 168554.94),(10 168097.36),(11 170049.95),(12 173698.31),(13 177805.27),(14 178990.08),(15 178779.75),(16 179938.7),(17 183882.86),(18 189841.33),(19 196093.33),(20 201405.3),(21 202588.39),(22 201308.47),(23 198946.14),(24 195937.5),(25 194125.08),(26 194219.97),(27 194689.94),(28 195630.02),(29 196553.72),(30 197727.8),(31 199245.88),(32 199503.7),(33 198682.23),(34 199042.95),(35 200047.27),(36 200458.08),(37 202020.2),(38 202076.63),(39 200523.78),(40 199246.22),(41 199314.77),(42 200165.69),(43 201133.7),(44 201881.66),(45 200340.19),(46 198670.72),(47 197252.81),(48 194893.33),(49 193781.39),(50 193053.9),(51 192692.5),(52 191757.34),(53 191315.03),(54 192134.08),(55 193849.92),(56 195681.61),(57 197084.9),(58 198598.19),(59 198505.8),(60 197440.66),(61 194946.9),(62 192844.34),(63 191301.86),(64 192613.97),(65 195017.13),(66 196647.1),(67 198428.52),(68 197940.81),(69 200247.6),(70 203450.28),(71 206232.22),(72 207217.73),(73 207369.42),(74 206572.83),(75 204836.55),(76 203927.88),(77 203354.42),(78 202854.58),(79 200616.28),
(1 14914.837),(2 49258.49),(3 89999.39),(4 125508.195),(5 149247.61),(6 161225.02),(7 164294.67),(8 163647.45),(9 164100.92),(10 167976.03),(11 174513.97),(12 181268.73),(13 186375.48),(14 187333.47),(15 186066.56),(16 183244.42),(17 179276.5),(18 178059.98),(19 179063.08),(20 180080.06),(21 181765.27),(22 182454.55),(23 181129.89),(24 178635.86),(25 177035.7),(26 176538.83),(27 177892.77),(28 180371.75),(29 182607.33),(30 184094.73),(31 185279.06),(32 186799.1),(33 188977.77),(34 190729.42),(35 191563.94),(36 190249.86),(37 188736.36),(38 187659.94),(39 187161.64),(40 186817.22),(41 187368.23),(42 187943.86),(43 188705.17),(44 190135.25),(45 191454.02),(46 191869.3),(47 190743.4),(48 187758.2),(49 184794.5),(50 182053.89),(51 179764.55),(52 178064.23),(53 178090.36),(54 180386.33),(55 183641.61),(56 186087.17),(57 187928.8),(58 189319.17),(59 189470.44),(60 188416.64),(61 187323.6),(62 187729.44),(63 188498.61),(64 188913.7),(65 189784.83),(66 189936.22),(67 189710.56),(68 187182.22),(69 186335.14),(70 186209.58),(71 188131.86),(72 190332.3),(73 189934.64),(74 189580.1),(75 190891),(76 191006.44),(77 189389.03),(78 189575.6),(79 189340.78),
(1 15422.202),(2 50484.086),(3 91420.055),(4 126220.34),(5 148976.17),(6 157929.58),(7 157106.4),(8 153649.92),(9 153066.94),(10 157254.72),(11 163185.05),(12 168647.84),(13 172684.63),(14 173921.1),(15 171541.67),(16 168234.05),(17 165227.66),(18 163010.13),(19 162643.63),(20 163569.63),(21 166031.81),(22 168747.2),(23 170683.61),(24 170941.53),(25 171525.89),(26 172381.61),(27 173332.19),(28 173229.88),(29 172218.48),(30 170939.67),(31 168497.11),(32 166583.2),(33 164774.05),(34 164295.56),(35 163404.2),(36 162044.84),(37 160412.78),(38 157185.22),(39 154486.61),(40 153607.1),(41 155121.95),(42 157712.39),(43 161453.27),(44 166011.38),(45 170053.73),(46 171929.92),(47 170870.88),(48 168589.8),(49 168031.06),(50 169839.34),(51 171441.19),(52 173446),(53 173700.81),(54 174099.53),(55 172949.13),(56 171547.08),(57 170584.34),(58 169128.4),(59 167763.7),(60 167672.66),(61 168421.9),(62 169857.86),(63 171107.02),(64 172884.64),(65 173955.97),(66 173214.02),(67 172100.75),(68 170241.9),(69 170345.31),(70 173737.22),(71 176180.56),(72 175472.03),(73 172036.25),(74 167953.23),(75 165577.39),(76 165295.97),(77 165725.13),(78 166912.84),(79 168441.78),
