1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4163.9004),(2 8424.707),(3 13326.818),(4 17360.766),(5 21954.23),(6 25446.402),(7 28364.184),(8 31423.506),(9 34252.26),(10 36421.555),(11 38275.34),(12 40574.37),(13 42653.16),(14 43946.86),(15 45636.89),(16 47731.125),(17 49126.258),(18 50753.656),(19 52335.098),(20 54020.59),(21 55395.766),(22 57665.49),(23 59028.78),(24 59960.133),(25 61441.59),(26 62485.387),(27 63125.098),(28 63602.46),(29 64274.387),(30 64729.65),(31 65072.246),(32 66225.06),(33 65938.01),(34 66446.06),(35 67013.46),(36 67615.88),(37 67312.81),(38 67675.86),(39 68550.92),(40 67934.664),(41 67565.7),(42 67791.984),(43 67767.336),(44 67376.17),(45 67701.19),(46 68411.016),(47 68671.516),(48 69259.01),(49 69699.36),(50 70379.12),(51 70998.35),(52 71196.82),(53 71507.734),(54 72221.33),(55 72335.06),(56 72701.79),(57 73205.2),(58 74122.63),(59 74022.836),(60 73757.62),(61 73833.89),(62 73861.42),(63 74132.96),(64 73936.54),(65 74061.734),(66 74038.4),(67 73992.95),(68 74708.23),(69 75061.516),(70 75284.24),(71 75618.195),(72 76208.195),(73 76435.94),(74 76759.59),(75 77523.445),(76 78340.87),(77 78749.555),(78 78970.16),(79 78937.45),
(1 4181.154),(2 8466.095),(3 13210.33),(4 16780.002),(5 20845.42),(6 24016.418),(7 26640.553),(8 29272.824),(9 31743.516),(10 33337.977),(11 34688.03),(12 36651.95),(13 38527.137),(14 39834.457),(15 41854.05),(16 43905.426),(17 45271.938),(18 46539.246),(19 47695.49),(20 48926.246),(21 49711.676),(22 51613.46),(23 52634.54),(24 53428.207),(25 54464.97),(26 55604.355),(27 56586.09),(28 57375.42),(29 58287.32),(30 59000.38),(31 59349.797),(32 60350.043),(33 59924.77),(34 60223.88),(35 60583.813),(36 61004.496),(37 60406.62),(38 60581.8),(39 61281.637),(40 60918.152),(41 60891.758),(42 61234.605),(43 61395.01),(44 61328.418),(45 61792.227),(46 62231.785),(47 62357.77),(48 62636.523),(49 63218.477),(50 64105.633),(51 64685.67),(52 64957.68),(53 65218.09),(54 65969.914),(55 66303.68),(56 66858.125),(57 67409.17),(58 68245.15),(59 68518.414),(60 68578.71),(61 69022.79),(62 69200.54),(63 69610.55),(64 70024.06),(65 70557.37),(66 71086.97),(67 71616.75),(68 72673.02),(69 73396.055),(70 74029.28),(71 74713.805),(72 75414.78),(73 75689.71),(74 75980.836),(75 76626.695),(76 77241.11),(77 77487.65),(78 77655.195),(79 77936.84),
(1 3990.8594),(2 8310.015),(3 12929.497),(4 16479.875),(5 20587.87),(6 23677.252),(7 26307.734),(8 28896.875),(9 31144.81),(10 32543.31),(11 33908.32),(12 35649.418),(13 37596.18),(14 38967.098),(15 40375.582),(16 41985.688),(17 43393.04),(18 44854.035),(19 46580.13),(20 47856.367),(21 48894.832),(22 51007.61),(23 51813.73),(24 52886.195),(25 54344.137),(26 55353.945),(27 56190.215),(28 56904.582),(29 57407.28),(30 58215.137),(31 58998.83),(32 60784.465),(33 61211.47),(34 62186.97),(35 62932.56),(36 63622.14),(37 63122.164),(38 63296.953),(39 63578.098),(40 62726.258),(41 62241.13),(42 62370.863),(43 62117.504),(44 61813.03),(45 62027.277),(46 62484.594),(47 62464),(48 62740.395),(49 63211.004),(50 63659.793),(51 64277.934),(52 65061.703),(53 65477.098),(54 66015.68),(55 66279.305),(56 66778.88),(57 67308.516),(58 68010.836),(59 68439.08),(60 68928.914),(61 69649.28),(62 69850.06),(63 70214.01),(64 70526.945),(65 71282.68),(66 71780.875),(67 71957.92),(68 72407.414),(69 72892.03),(70 73297.445),(71 73947.01),(72 74775.83),(73 75061.54),(74 75461.41),(75 76079.8),(76 76636.05),(77 77023.81),(78 77309.71),(79 77266.49),
(1 4011.3826),(2 8121.777),(3 12669.664),(4 16164.1),(5 20318.713),(6 23489.148),(7 26326.984),(8 29177.006),(9 31517.867),(10 33002.887),(11 34446.605),(12 36169.137),(13 37955.883),(14 39156.316),(15 40688.395),(16 42418.85),(17 43286.766),(18 44318.492),(19 45387.047),(20 46478.83),(21 47192.137),(22 49158.098),(23 49559.953),(24 50084.934),(25 51417.918),(26 52114.094),(27 53041.785),(28 53918.66),(29 54435.55),(30 54843.34),(31 55302.676),(32 56872.23),(33 57207.875),(34 58323.047),(35 59006.477),(36 59943.125),(37 59943.28),(38 60691.67),(39 61615.383),(40 61340.56),(41 61385.37),(42 62274.82),(43 62597.133),(44 62333.28),(45 62290.86),(46 62576.965),(47 62328.188),(48 62433.48),(49 62408.43),(50 62391.082),(51 62409.016),(52 62359.57),(53 62224.848),(54 62634.105),(55 62277.098),(56 62289.125),(57 62559.86),(58 63062.89),(59 63233.6),(60 63136.25),(61 64005.336),(62 64349.906),(63 64849.52),(64 65236.31),(65 65979.11),(66 66287.945),(67 66656.92),(68 67503.48),(69 68089.52),(70 68447.04),(71 68851.625),(72 69828.61),(73 70537.96),(74 70918.16),(75 71326.53),(76 71954.72),(77 72756.484),(78 73694.305),(79 74345.35),
(1 4026.3157),(2 7919.684),(3 12448.173),(4 15918.859),(5 20260.826),(6 23482.857),(7 26343.904),(8 29069.117),(9 31377.834),(10 32693.883),(11 33993.16),(12 35790.184),(13 37331.62),(14 38272.42),(15 39804.27),(16 41339.38),(17 41931.438),(18 42942.246),(19 43968.73),(20 44881.824),(21 45677.76),(22 47612.438),(23 48488.51),(24 49468.176),(25 51061.957),(26 52123.09),(27 53085.707),(28 53963.12),(29 54775.094),(30 55493.09),(31 55714.094),(32 57370.69),(33 57604.2),(34 58588.16),(35 59339.2),(36 60210.855),(37 59770.027),(38 60324.207),(39 61288.72),(40 60639.734),(41 60215.84),(42 60906.207),(43 61445.99),(44 61267.13),(45 61425.113),(46 61615.77),(47 61446.402),(48 61712.316),(49 61485.574),(50 61519.465),(51 62056.09),(52 62452.594),(53 62525),(54 63566.785),(55 63823.426),(56 63884.434),(57 64396.89),(58 65595.12),(59 66060.21),(60 65803.055),(61 66548.62),(62 66617),(63 66959.98),(64 67288.41),(65 67743.586),(66 67827.04),(67 67978.03),(68 68712.05),(69 69347.01),(70 69856.28),(71 70566.9),(72 71459.48),(73 72061.2),(74 72517.54),(75 72895.13),(76 73616.87),(77 74624.76),(78 75594.914),(79 76213.875),
(1 3994.6614),(2 8008.391),(3 12843.045),(4 16647.379),(5 20956.328),(6 24226.172),(7 26728.85),(8 29363.178),(9 31749.494),(10 33413.613),(11 34897.613),(12 36710.07),(13 38289.258),(14 39117.902),(15 40329.57),(16 41800.9),(17 42587.965),(18 43578.92),(19 44799.438),(20 46229.227),(21 47125.33),(22 48948.57),(23 49813.406),(24 50232.82),(25 51340.87),(26 52276.285),(27 52904.406),(28 53753.434),(29 54560.09),(30 55105.73),(31 55321.152),(32 56656.445),(33 56407.57),(34 56899.973),(35 57550.28),(36 58410.656),(37 58095),(38 58570.34),(39 59587.832),(40 59532.67),(41 59654.973),(42 60146.043),(43 60727.383),(44 60683.563),(45 61087.51),(46 61753.25),(47 61772.996),(48 61682.438),(49 62012.895),(50 62325.25),(51 62846.11),(52 62751.69),(53 62569.2),(54 63303.4),(55 63671.3),(56 63526.234),(57 63631.207),(58 64208.273),(59 64146.973),(60 63852.242),(61 64496.137),(62 64651.387),(63 64997.477),(64 65244.313),(65 65671.375),(66 65500.094),(67 65230.24),(68 65353.492),(69 65698.22),(70 65902.766),(71 66648.92),(72 67333.33),(73 67658.12),(74 67659.664),(75 67773.97),(76 67821.11),(77 68219.695),(78 68788.38),(79 69300.45),
(1 3865.722),(2 7962.813),(3 12687.385),(4 16297.918),(5 20285.451),(6 23229.541),(7 25255.756),(8 27276.389),(9 29434.994),(10 30879.592),(11 32487.84),(12 34281.613),(13 36088.31),(14 37101.45),(15 38356.29),(16 39924.867),(17 40866.215),(18 41918.113),(19 43409),(20 44726.086),(21 45708.793),(22 47503.004),(23 47832.81),(24 48318.367),(25 49108.336),(26 49425.582),(27 50056.344),(28 50929.31),(29 51852.58),(30 52382.64),(31 52687.047),(32 53723.563),(33 54001.082),(34 54713.434),(35 55198.684),(36 55885.797),(37 56100.727),(38 56908.01),(39 58029.785),(40 58314.492),(41 58662.29),(42 59457.637),(43 60222.145),(44 60587.15),(45 60964.777),(46 61488.836),(47 61811.54),(48 61775.54),(49 61394.453),(50 61192.266),(51 60935.3),(52 60695.32),(53 60255.777),(54 60306.293),(55 60070.918),(56 60033.844),(57 60075.777),(58 60207.855),(59 60170.03),(60 59974.938),(61 60571.96),(62 60893.984),(63 61097.016),(64 61387.055),(65 61955.605),(66 62232.87),(67 62596.105),(68 63179.74),(69 63693.707),(70 64069.113),(71 64569.93),(72 65360.813),(73 66043.11),(74 66465.945),(75 67094.74),(76 67561.4),(77 68056.77),(78 68565.2),(79 69072.73),
(1 3991.1646),(2 7976.0703),(3 12637.813),(4 16046.37),(5 20348.695),(6 23408.799),(7 25644.201),(8 27987.258),(9 30482.736),(10 32118.732),(11 33784.996),(12 35823.055),(13 37578.816),(14 38308.4),(15 39574.15),(16 40925.12),(17 41589.656),(18 42638.508),(19 43969.43),(20 45154.777),(21 46004.88),(22 47858.38),(23 48440.805),(24 49059.883),(25 50115.363),(26 50948.24),(27 51898.246),(28 53078.914),(29 54128.816),(30 54745.656),(31 55023.48),(32 55951.43),(33 55894.6),(34 56292.344),(35 56603.754),(36 56899.563),(37 56640.297),(38 57345.01),(39 58306.652),(40 58350.414),(41 58484.934),(42 59554.62),(43 60307.168),(44 60536.117),(45 60942.363),(46 61141.645),(47 60924.805),(48 60587.49),(49 60097.637),(50 59558.54),(51 59344.96),(52 59210.066),(53 58707.17),(54 58908.973),(55 58852.973),(56 58830.21),(57 59185.33),(58 60004.047),(59 60408.49),(60 60331.383),(61 61102.996),(62 61215.26),(63 61430.785),(64 61810.22),(65 62803.777),(66 63265.695),(67 63731.723),(68 64814.7),(69 65681.664),(70 66238.76),(71 66505.87),(72 67040.984),(73 67559.87),(74 67920.56),(75 68643.7),(76 69109.64),(77 69607.96),(78 70429.67),(79 70931.03),
(1 3838.2312),(2 7629.215),(3 11846.164),(4 15171.265),(5 18970.227),(6 21798.867),(7 24128.03),(8 26485.303),(9 28888.957),(10 30589.824),(11 32028.258),(12 33917.617),(13 35561.086),(14 36410.35),(15 37401.902),(16 38615.035),(17 39373.09),(18 40441.965),(19 41666.824),(20 42943.68),(21 43596.633),(22 45325.777),(23 46038.305),(24 46682.383),(25 47874.832),(26 48813.547),(27 49918),(28 50843.813),(29 51983.395),(30 52764.523),(31 53190.055),(32 54119.11),(33 54383.21),(34 55356.22),(35 55850.953),(36 56438.473),(37 56720.977),(38 57236.51),(39 58132.945),(40 58160.23),(41 57972.516),(42 58327.473),(43 58519.35),(44 58354.18),(45 58437.266),(46 58740.94),(47 58554.12),(48 58093.184),(49 57547.13),(50 57084.65),(51 56790.754),(52 56453.39),(53 55886.78),(54 55926.117),(55 55887.566),(56 56260.535),(57 56623.457),(58 57158.492),(59 57443.547),(60 57672.94),(61 58072.074),(62 58364.72),(63 58883.813),(64 59495.035),(65 60359.754),(66 60689.51),(67 60990.42),(68 61777.96),(69 62425.176),(70 62906.266),(71 63295.137),(72 64101.71),(73 64766.41),(74 65604.78),(75 66382.3),(76 67145.96),(77 67648.02),(78 67785.12),(79 67755.695),
(1 3913.6978),(2 7868.0474),(3 12309.807),(4 15596.856),(5 19512.158),(6 22464.72),(7 24598.633),(8 26901),(9 29084.445),(10 30558.975),(11 31962.36),(12 33598.465),(13 35141.78),(14 36145.047),(15 37641.805),(16 39373.023),(17 40516.77),(18 41879.973),(19 43067.54),(20 44354.383),(21 45106.42),(22 47040.785),(23 47972.176),(24 48630.13),(25 49604.848),(26 49990.234),(27 50647.6),(28 51252.887),(29 51563.97),(30 51785.72),(31 51523.18),(32 52443.75),(33 52390.15),(34 52945.46),(35 53086.145),(36 53526.758),(37 53125.117),(38 53445.004),(39 54014.297),(40 53697.375),(41 53211.28),(42 53378.617),(43 53563.496),(44 53209.477),(45 53241.535),(46 53733.07),(47 53762.72),(48 54173.957),(49 54369.1),(50 54924.9),(51 55050.21),(52 54838.945),(53 54538.523),(54 55148.63),(55 55344),(56 55841.973),(57 56077.383),(58 56908.59),(59 57037.027),(60 56962.645),(61 57682.805),(62 58091.85),(63 58594.19),(64 58794.793),(65 59557.637),(66 59940.465),(67 60311.348),(68 61180.95),(69 61652.54),(70 61850.973),(71 62042.082),(72 62661.465),(73 63077.098),(74 63508.242),(75 64122.59),(76 64477.61),(77 64897.01),(78 65310.344),(79 65952.48),
(1 3863.708),(2 7616.9155),(3 11750.533),(4 14916.359),(5 18717.219),(6 21489.3),(7 23588.322),(8 25658.686),(9 27818.875),(10 29257.65),(11 30502.006),(12 32124.068),(13 33634.94),(14 34428.25),(15 35786.016),(16 37491.043),(17 38587.586),(18 39849.41),(19 41038.855),(20 42477.32),(21 43268.53),(22 44835.375),(23 45740.98),(24 46325.15),(25 46699.39),(26 47367.95),(27 47831.76),(28 48020.17),(29 48660.207),(30 49026.504),(31 49055.465),(32 49888.625),(33 50235.902),(34 50802.035),(35 51139.484),(36 51640.215),(37 51631.35),(38 51895.145),(39 52565.473),(40 52145.79),(41 51884.805),(42 52174.098),(43 52109.617),(44 51742.98),(45 51813.277),(46 52308.598),(47 52370.098),(48 52741.664),(49 52824.754),(50 53087.684),(51 53248.656),(52 53200.55),(53 52545.56),(54 52660.867),(55 52836.457),(56 53138.402),(57 53166.02),(58 53554.01),(59 53435.438),(60 53488.152),(61 54399.813),(62 54668.457),(63 54733.918),(64 54536.188),(65 54953.08),(66 55272),(67 55460.527),(68 56290.887),(69 57000.793),(70 57344.32),(71 57846.094),(72 58401.34),(73 58935.996),(74 59434.227),(75 59840.188),(76 59793.266),(77 59699.996),(78 59694.164),(79 59729.67),
(1 3670.8247),(2 7361.94),(3 11464.894),(4 14660.022),(5 18394.354),(6 21235.104),(7 23393.025),(8 25622.111),(9 27623.021),(10 29182.168),(11 30647.727),(12 32271.621),(13 33767.02),(14 34547.64),(15 35957.74),(16 37299.957),(17 38601.95),(18 39956.906),(19 41287.25),(20 42736.348),(21 43731.84),(22 45719.38),(23 46792.895),(24 47293.14),(25 48159.47),(26 49058.64),(27 49909.4),(28 50867.59),(29 51478.465),(30 52133.285),(31 52792.004),(32 54020.832),(33 53982.152),(34 54282.777),(35 54453.973),(36 54735.293),(37 54246.836),(38 54196.895),(39 54163.156),(40 53660.707),(41 53556.52),(42 53548.41),(43 53357.57),(44 52847.15),(45 52936.344),(46 53215.98),(47 53357.42),(48 53451.125),(49 53494.27),(50 53984.59),(51 54225.156),(52 54164.637),(53 54287.215),(54 54563.27),(55 54882.5),(56 55583.504),(57 55928.88),(58 56597.03),(59 57135.074),(60 57686.95),(61 58562.11),(62 59055.88),(63 59148.7),(64 58891.906),(65 59101.43),(66 58938.02),(67 58719.74),(68 59210.55),(69 59536.8),(70 59907.21),(71 60307.31),(72 60477.895),(73 60802.29),(74 61019.363),(75 61032.91),(76 60918.957),(77 60929.71),(78 61038.785),(79 61133.043),
(1 3647.5342),(2 7247.304),(3 11053.121),(4 13925.102),(5 17386.9),(6 20095.611),(7 21979.17),(8 24020.502),(9 26059.422),(10 27462.764),(11 28851.217),(12 30330.412),(13 31717.762),(14 32480.273),(15 33798.414),(16 35278.36),(17 36288.367),(18 37451.336),(19 38709.348),(20 39921.965),(21 40754.113),(22 42235.152),(23 43237.758),(24 44060.14),(25 45026.047),(26 45795.184),(27 46614.977),(28 47395.41),(29 48333.57),(30 49136.105),(31 49737.297),(32 50447.156),(33 50244.203),(34 50420.367),(35 50458.574),(36 50669.805),(37 50147.766),(38 50253.83),(39 50509.125),(40 50258.844),(41 50220.98),(42 50616.777),(43 50891.027),(44 50696.707),(45 50976.55),(46 51271.684),(47 51049.504),(48 51082.688),(49 50998.71),(50 50945.996),(51 51142.133),(52 50863.074),(53 50473.53),(54 50937.465),(55 51247.203),(56 51566.38),(57 51679.797),(58 52205.26),(59 52484.86),(60 52451.133),(61 52953.152),(62 53023.914),(63 53164.23),(64 53220.527),(65 53731.902),(66 53920.418),(67 54076.547),(68 54637.445),(69 55059.24),(70 55489.92),(71 56108.016),(72 56611.777),(73 57282.977),(74 57909.55),(75 58330.28),(76 58518.273),(77 58930.316),(78 59458.77),(79 60021.957),
(1 3658.384),(2 7279.983),(3 11067.442),(4 13866.542),(5 17448.355),(6 20170.072),(7 22169.22),(8 24311.479),(9 26604.205),(10 27851.613),(11 29026.408),(12 30376.152),(13 31677.049),(14 32468.146),(15 33867.77),(16 35372.184),(17 36123.64),(18 37324.617),(19 38355.805),(20 39376.09),(21 39918.137),(22 41412.86),(23 42257.96),(24 42739.016),(25 43596.324),(26 44157.676),(27 44599.82),(28 45246.73),(29 45568.56),(30 45885.965),(31 46002.15),(32 46912.23),(33 46805.223),(34 47093.777),(35 47425.49),(36 47842.816),(37 47401.28),(38 47688.453),(39 48230.117),(40 48134.145),(41 48102.375),(42 48553.16),(43 48894.84),(44 48706.547),(45 49064.676),(46 49432.996),(47 49354.605),(48 49616.06),(49 49979.96),(50 50406.223),(51 50515.414),(52 50483.164),(53 50432.883),(54 50759.566),(55 50969.21),(56 51077.992),(57 51337.434),(58 52090.227),(59 52705.902),(60 52936.89),(61 53874.047),(62 54394.156),(63 54586.934),(64 54599.742),(65 54982.92),(66 55059.14),(67 55306.547),(68 55959.844),(69 56474.96),(70 57078.574),(71 57928.414),(72 58469.777),(73 58970.56),(74 59251.258),(75 59718.035),(76 59956.64),(77 60372.91),(78 60579.08),(79 60706.754),
(1 3712.799),(2 7328.719),(3 11213.283),(4 14010.818),(5 17401.373),(6 19989.457),(7 21906.508),(8 23792.813),(9 25693.908),(10 26877.559),(11 27913.15),(12 29264.438),(13 30675.727),(14 31515.402),(15 32712.35),(16 34032.285),(17 34785.527),(18 35915.64),(19 37198.164),(20 38348.78),(21 39008.574),(22 40568.484),(23 41339.94),(24 41960.543),(25 42712.9),(26 43218.56),(27 43794.797),(28 44194.016),(29 44583.895),(30 44839.9),(31 45166.76),(32 45979.047),(33 46249.58),(34 46584.023),(35 46557.465),(36 47094.64),(37 47196.836),(38 47519.047),(39 48082.336),(40 47930.62),(41 47977.66),(42 48328.797),(43 48272.188),(44 47937.934),(45 47857.12),(46 48102.863),(47 47956.637),(48 47912.984),(49 48113.32),(50 48332.04),(51 48367.105),(52 48325.473),(53 48199.813),(54 48553.457),(55 48552.926),(56 48835.555),(57 49015.94),(58 49407.227),(59 49548.08),(60 49519.96),(61 50178.496),(62 50500.676),(63 50897.684),(64 51246.844),(65 51825.8),(66 52132.742),(67 52596.26),(68 53432.62),(69 54048.492),(70 54238.816),(71 54716.727),(72 55135.098),(73 55746.445),(74 56301.492),(75 57133.594),(76 57675.473),(77 58046.04),(78 58157.293),(79 58295.918),
(1 3618.0999),(2 7154.0093),(3 11120.554),(4 13717.756),(5 16990.041),(6 19353.219),(7 21216.344),(8 23144.59),(9 24852.463),(10 25920.455),(11 26993.053),(12 28295.387),(13 29628.715),(14 30395.078),(15 31589.688),(16 32867.17),(17 33686.586),(18 34771.14),(19 35842.44),(20 36877.055),(21 37672.44),(22 39349.816),(23 40272.156),(24 40815.44),(25 41394.58),(26 41820.73),(27 42521.77),(28 42831.902),(29 43310.805),(30 43717.992),(31 44245.14),(32 44999.48),(33 45224.043),(34 45700.453),(35 45915.86),(36 46266.57),(37 45920.55),(38 46146.75),(39 46549.707),(40 46171.375),(41 46116.02),(42 46456.34),(43 46664.81),(44 46164.836),(45 46003.223),(46 46288.285),(47 46343.75),(48 46504.652),(49 46586.992),(50 47004.957),(51 47458.617),(52 47576.11),(53 47723.598),(54 48155.113),(55 48465.973),(56 48600.453),(57 48667.97),(58 49169.203),(59 49434.535),(60 49570.586),(61 50513.867),(62 51261.22),(63 51644.742),(64 52005.73),(65 52855.773),(66 52947.156),(67 53024.664),(68 53333.285),(69 53919.574),(70 54198.8),(71 54378.582),(72 54789.16),(73 55254.69),(74 55590.023),(75 55990.33),(76 56332.727),(77 56640.81),(78 56844.04),(79 57246.695),
(1 3593.831),(2 6988.397),(3 10743.926),(4 13383.476),(5 16721.012),(6 18961.455),(7 20694.21),(8 22493.652),(9 24206.04),(10 25094.785),(11 25808.064),(12 26967.395),(13 28213.506),(14 28909.508),(15 30162.51),(16 31366.066),(17 31920.852),(18 32878.484),(19 33857.6),(20 34844.867),(21 35584.785),(22 36900.1),(23 37509.94),(24 37908.066),(25 38532.76),(26 39078.184),(27 39647.797),(28 40104.438),(29 40996.71),(30 41732.523),(31 42429.17),(32 43497.566),(33 43836.02),(34 44426.227),(35 44861.918),(36 45632.71),(37 45783.73),(38 46288.23),(39 47025.832),(40 47154.582),(41 47373.496),(42 47903.55),(43 48244.316),(44 48238.3),(45 48334.83),(46 48714.117),(47 48699.9),(48 48845.59),(49 48503.21),(50 48465.29),(51 48526.832),(52 48461.695),(53 48401.55),(54 48519.055),(55 48559.063),(56 48563.81),(57 48430.902),(58 48638.06),(59 48476.098),(60 48082.137),(61 48335.258),(62 48083.457),(63 48036.168),(64 48142.188),(65 48496.68),(66 48505.23),(67 48639.547),(68 49204.777),(69 49524.344),(70 49484.85),(71 49837.625),(72 50306.777),(73 50632.496),(74 50847.79),(75 51051.39),(76 51297.38),(77 51587.625),(78 51877.266),(79 52247.66),
(1 3542.745),(2 6881.8174),(3 10457.754),(4 12956.357),(5 16052.719),(6 18304.846),(7 20059.412),(8 22146.957),(9 23966.709),(10 25353.602),(11 26407.65),(12 27682.238),(13 28954.844),(14 29625.47),(15 30474.271),(16 31455.63),(17 32059.766),(18 32765.17),(19 33680.574),(20 34531.355),(21 35224.152),(22 36533.402),(23 37349.03),(24 37877.445),(25 38518.406),(26 39161.35),(27 39569.133),(28 39987.375),(29 40680.254),(30 41412.793),(31 41918.434),(32 42898.332),(33 42859.656),(34 43008.71),(35 42991.598),(36 43582.836),(37 43568.684),(38 43933.65),(39 44309.152),(40 44000.344),(41 43850.285),(42 44204.367),(43 44599.363),(44 44557.227),(45 44841.855),(46 45394.668),(47 45261.93),(48 45344.92),(49 45098.36),(50 45026.75),(51 45102.16),(52 45311.38),(53 45153.605),(54 45389.496),(55 45402.176),(56 45747.926),(57 45778.563),(58 46176.563),(59 46072.773),(60 46087.258),(61 46454.008),(62 46686.03),(63 46880.754),(64 46892.785),(65 47408.387),(66 47398.594),(67 47500.434),(68 47940.355),(69 48206.25),(70 48381.855),(71 48796.406),(72 49143.086),(73 49292.145),(74 49323.56),(75 49816.016),(76 50477.984),(77 50811.207),(78 51190.15),(79 51458.332),
