1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39028.914),(2 121003.16),(3 264738.9),(4 429604),(5 633931),(6 899382.25),(7 1218565.1),(8 1611940.6),(9 2096732),(10 2628411.5),(11 3186801),(12 3759258.8),(13 4352810),(14 4968274.5),(15 5589322.5),(16 6207584),(17 6834548),(18 7426617.5),(19 7997282.5),(20 8568913),(21 9117367),(22 9631307),(23 10119024),(24 10565209),(25 10956207),(26 11352017),(27 11670745),(28 11980909),(29 12174731),(30 12297479),(31 12302971),(32 12268823),(33 12200071),(34 12157467),(35 12135315),(36 12129564),(37 12117491),(38 12142437),(39 12160731),(40 12227164),(41 12280072),(42 12326877),(43 12345460),(44 12373677),(45 12400301),(46 12444644),(47 12471995),(48 12534391),(49 12553680),(50 12583201),(51 12647609),(52 12757144),(53 12930311),(54 13156163),(55 13454365),(56 13808725),(57 14214939),(58 14748193),(59 15400345),(60 16128669),(61 16914876),(62 17702256),(63 18486058),(64 19225558),(65 19960460),(66 20677176),(67 21404722),(68 22169174),(69 22966150),(70 23764566),(71 24564446),(72 25397594),(73 26122384),(74 26914184),(75 27642770),(76 28302688),(77 28941936),(78 29498832),(79 29867024),
(1 43657.06),(2 159518.61),(3 333111.47),(4 551327.2),(5 803564.9),(6 1071500.4),(7 1346935),(8 1620469.3),(9 1880325.4),(10 2114190.5),(11 2321668.5),(12 2498148),(13 2656521),(14 2796391),(15 2925964.5),(16 3042750),(17 3147191.8),(18 3252313.8),(19 3353462.3),(20 3462689.5),(21 3565710),(22 3676986),(23 3787019.5),(24 3889423.3),(25 4001478.3),(26 4115687),(27 4230644.5),(28 4365244),(29 4507192.5),(30 4660713),(31 4823098.5),(32 4987612),(33 5148508),(34 5298071),(35 5439125.5),(36 5565825),(37 5676449.5),(38 5779597),(39 5870894),(40 5951760.5),(41 6035005),(42 6119091.5),(43 6196985),(44 6263408.5),(45 6332236),(46 6420213),(47 6511072),(48 6607222.5),(49 6715721),(50 6819063),(51 6926547.5),(52 7026779),(53 7118173),(54 7197351),(55 7250771),(56 7282757),(57 7291036),(58 7280253),(59 7225259),(60 7147389),(61 7036832),(62 6915795.5),(63 6785424.5),(64 6644421),(65 6504781),(66 6372755.5),(67 6236194),(68 6092338),(69 5944204),(70 5788916),(71 5633673.5),(72 5489945.5),(73 5344738),(74 5210933),(75 5087141),(76 4987936.5),(77 4912780),(78 4858051),(79 4827009),
(1 38417.887),(2 140204.25),(3 293573.47),(4 486783.84),(5 705826.44),(6 939225.7),(7 1174604.3),(8 1399911),(9 1612866.1),(10 1800283.6),(11 1963624.9),(12 2103358),(13 2220041.8),(14 2322089.3),(15 2411352.3),(16 2485116.8),(17 2545107.3),(18 2609121.5),(19 2673153.8),(20 2739513.8),(21 2806301.8),(22 2885266.8),(23 2974622.3),(24 3053636.8),(25 3152744),(26 3254452.3),(27 3347426.8),(28 3429498),(29 3509913),(30 3595441.3),(31 3694344),(32 3795316.8),(33 3899000),(34 3994381),(35 4082498.8),(36 4156348.3),(37 4211602.5),(38 4249772.5),(39 4261708),(40 4250993),(41 4233937.5),(42 4198664.5),(43 4159386.3),(44 4106640.8),(45 4050398.8),(46 4003289.3),(47 3954930.8),(48 3922144.3),(49 3899290.3),(50 3883610.8),(51 3872519.8),(52 3853197.3),(53 3830973.3),(54 3800892.8),(55 3769213.3),(56 3742061.8),(57 3714681),(58 3693842.3),(59 3654349),(60 3601965),(61 3537572.3),(62 3465712.8),(63 3385156),(64 3312283.3),(65 3253933),(66 3199294.8),(67 3155643.8),(68 3110530.3),(69 3061107),(70 3015025.3),(71 2980508.8),(72 2960262),(73 2935406.8),(74 2924307.3),(75 2917592.3),(76 2912799.3),(77 2906007.8),(78 2892368.8),(79 2879464.3),
(1 43115.36),(2 156914.63),(3 328101.8),(4 536446.4),(5 766712.6),(6 1017505.7),(7 1272011.3),(8 1523777.3),(9 1777274.9),(10 2020723.6),(11 2249527),(12 2461010),(13 2648754.8),(14 2804882.5),(15 2941143.8),(16 3062933),(17 3177797.5),(18 3297924.5),(19 3413671.3),(20 3521907.8),(21 3627154.5),(22 3731845),(23 3831451.5),(24 3913812.3),(25 4011056),(26 4115006),(27 4206638.5),(28 4298290.5),(29 4384011),(30 4459011),(31 4520150.5),(32 4556114.5),(33 4581896.5),(34 4591550),(35 4581195.5),(36 4561643.5),(37 4532778),(38 4489027),(39 4433798),(40 4359566),(41 4278083),(42 4191166),(43 4108128.3),(44 4014070.8),(45 3914620.8),(46 3826075.5),(47 3741846.5),(48 3661421.8),(49 3581200.8),(50 3499611),(51 3415570.5),(52 3335404.3),(53 3254702),(54 3180340.8),(55 3110564.3),(56 3046930.5),(57 2996210),(58 2962394),(59 2942179),(60 2932993.3),(61 2931385.3),(62 2936861),(63 2955067),(64 2980711.8),(65 3009387.8),(66 3031645.5),(67 3055562),(68 3081531.3),(69 3097191.8),(70 3107067.5),(71 3110717.8),(72 3106827.5),(73 3095755.3),(74 3067244.3),(75 3031498.3),(76 2992987.5),(77 2948453.8),(78 2901999.8),(79 2862020.3),
(1 36771.17),(2 129828.23),(3 263501.66),(4 416744.03),(5 579241.4),(6 753606.25),(7 927953.1),(8 1101688.5),(9 1271582.5),(10 1438256.8),(11 1602826.4),(12 1766241.3),(13 1923240),(14 2072864.4),(15 2226671.8),(16 2370803.3),(17 2504997.5),(18 2634319),(19 2754291),(20 2873991),(21 2996775.3),(22 3117441.3),(23 3232867.5),(24 3331549.8),(25 3442279),(26 3547892.5),(27 3642539.5),(28 3734680.8),(29 3807139.8),(30 3865891.3),(31 3915618.3),(32 3954565.8),(33 3976536),(34 3981982),(35 3964330.5),(36 3937001),(37 3906675.8),(38 3871246),(39 3836076.5),(40 3799822.8),(41 3758099.3),(42 3704051.5),(43 3647114),(44 3579887.3),(45 3506618.3),(46 3450289),(47 3398807.8),(48 3357349.5),(49 3304055),(50 3275042.5),(51 3245778.3),(52 3236139.5),(53 3228439),(54 3229486.5),(55 3229522.5),(56 3234196.3),(57 3252630.5),(58 3281108.3),(59 3318575.3),(60 3357565),(61 3393033.3),(62 3423103.8),(63 3450292.8),(64 3476763.3),(65 3498250.5),(66 3506909.5),(67 3505771.5),(68 3494638),(69 3477702.8),(70 3452413.5),(71 3408803.3),(72 3344442.5),(73 3266184),(74 3174511.8),(75 3079609),(76 2993173.5),(77 2905436.5),(78 2820230.5),(79 2742177.3),
(1 29334.508),(2 103536.56),(3 207555.6),(4 325492.6),(5 445320.53),(6 566127.1),(7 676786.56),(8 778623.75),(9 877636),(10 976356),(11 1081448.5),(12 1195893),(13 1306677),(14 1413073.1),(15 1513522.4),(16 1607668.9),(17 1704473.9),(18 1804316.1),(19 1908095.8),(20 2016586.1),(21 2129940.5),(22 2240182.8),(23 2347444.8),(24 2443479.3),(25 2547020.8),(26 2639443.8),(27 2721825),(28 2793366.5),(29 2849468.5),(30 2901475.8),(31 2952473.8),(32 3000092.3),(33 3035514),(34 3061038),(35 3070880),(36 3075063.8),(37 3073613.8),(38 3055715.5),(39 3024084.3),(40 2994472.5),(41 2968925.8),(42 2947636.3),(43 2928149.8),(44 2916522.8),(45 2904924.5),(46 2904724.5),(47 2904878),(48 2901414.8),(49 2899595.5),(50 2897791),(51 2886486.8),(52 2868726),(53 2836942.8),(54 2798058.3),(55 2758399),(56 2724447.5),(57 2699027),(58 2683035),(59 2678200),(60 2687015),(61 2702422),(62 2716347.5),(63 2725403.3),(64 2733919.8),(65 2734201.5),(66 2735262.8),(67 2733523.3),(68 2728634),(69 2708174.3),(70 2672699.8),(71 2621499.3),(72 2555201),(73 2494196.8),(74 2432198.3),(75 2383044.5),(76 2347905),(77 2317219.5),(78 2292556.3),(79 2266725.3),
(1 31100.617),(2 110597.766),(3 221329.81),(4 343492.88),(5 467356.5),(6 588906.56),(7 698083.44),(8 795146.2),(9 889488.06),(10 987126.94),(11 1085825.9),(12 1184131.9),(13 1272498.3),(14 1355483.4),(15 1435972.4),(16 1521936.1),(17 1602221.6),(18 1669708),(19 1732777.4),(20 1796312.8),(21 1862573.4),(22 1932589.1),(23 2003873.9),(24 2066596.9),(25 2134857),(26 2197340.3),(27 2246993.5),(28 2287432),(29 2314947.8),(30 2340689.5),(31 2362495.3),(32 2377780.5),(33 2390738.5),(34 2402509),(35 2404828),(36 2406648.5),(37 2405143.3),(38 2398231.8),(39 2382649),(40 2363158.5),(41 2339526.8),(42 2329130.3),(43 2322826.8),(44 2329060.8),(45 2347832.8),(46 2377993.8),(47 2407754.8),(48 2430033),(49 2442661.8),(50 2438657),(51 2412289),(52 2365836.8),(53 2304561.8),(54 2243091.5),(55 2187051),(56 2135321.5),(57 2089356.5),(58 2050191.6),(59 2018436.1),(60 2002075.6),(61 1999696.5),(62 2002934.9),(63 2009664.8),(64 2022821.3),(65 2036210.4),(66 2051529.9),(67 2070670.9),(68 2090569.8),(69 2096876.9),(70 2092038.6),(71 2079985.8),(72 2067766.9),(73 2062456.8),(74 2067930.8),(75 2087252.3),(76 2118927.3),(77 2154784.3),(78 2192381.5),(79 2226976.8),
(1 35082.816),(2 123740.77),(3 245006.4),(4 379721.8),(5 517606.22),(6 655926.94),(7 787525.2),(8 910627.6),(9 1021442.25),(10 1125345.9),(11 1222844.3),(12 1315263.8),(13 1399175.3),(14 1478847),(15 1549874.6),(16 1614359.8),(17 1664784.1),(18 1704200.9),(19 1740017.1),(20 1777282.6),(21 1816718.3),(22 1861476.1),(23 1906772.4),(24 1949659.4),(25 1994243),(26 2033142.8),(27 2059207),(28 2079633.5),(29 2092569.9),(30 2103560),(31 2118738.8),(32 2134668.8),(33 2145762),(34 2147225.8),(35 2138765.3),(36 2124976.5),(37 2105956.5),(38 2079079.9),(39 2046102.1),(40 2014862.1),(41 1989625.8),(42 1983603.9),(43 1999706.4),(44 2028950.3),(45 2060103.1),(46 2082254.1),(47 2094735.3),(48 2100247),(49 2094278.3),(50 2064129.6),(51 2017594.6),(52 1958409.6),(53 1890669.9),(54 1819135.6),(55 1749495.8),(56 1680269.1),(57 1624636.5),(58 1582461.4),(59 1556768),(60 1547971.8),(61 1549852.3),(62 1559290.8),(63 1577542.6),(64 1599884.4),(65 1628025.3),(66 1664841.3),(67 1708228.9),(68 1762082.6),(69 1818490.8),(70 1881493.1),(71 1956770.4),(72 2035344.6),(73 2097782.3),(74 2161430.5),(75 2224832.5),(76 2286624),(77 2350681.3),(78 2418633.8),(79 2482762.8),
(1 36465.645),(2 128481.305),(3 251041.4),(4 384249.4),(5 516040.25),(6 643799.4),(7 760401.6),(8 865077.4),(9 955289.94),(10 1036753.2),(11 1111779.8),(12 1180428.9),(13 1241477.4),(14 1292098.5),(15 1334525.8),(16 1367056.8),(17 1393788.4),(18 1411936.3),(19 1427032.1),(20 1446246),(21 1465264.6),(22 1490311.8),(23 1516542.3),(24 1541913.5),(25 1569410.1),(26 1593662.4),(27 1619901),(28 1656747.4),(29 1694933.4),(30 1733459.9),(31 1768972.5),(32 1795817.3),(33 1810152.5),(34 1812599.8),(35 1804235.1),(36 1783899.9),(37 1748395.4),(38 1705018.1),(39 1655596.9),(40 1620758.9),(41 1602241.3),(42 1601793.1),(43 1608755.4),(44 1619581.4),(45 1628902.3),(46 1641888.5),(47 1656189.6),(48 1664501.8),(49 1664776.8),(50 1654138.9),(51 1631540.9),(52 1598176.8),(53 1559786.8),(54 1521224),(55 1493669.9),(56 1476198),(57 1469489),(58 1470733.6),(59 1483405.9),(60 1505597.3),(61 1538362),(62 1577674.1),(63 1618291),(64 1652660.3),(65 1682592.8),(66 1707508.8),(67 1733739.6),(68 1763912),(69 1792586.6),(70 1822702),(71 1847414.9),(72 1860773.1),(73 1870128.5),(74 1871019.4),(75 1872859.9),(76 1879346.4),(77 1890342),(78 1907280.8),(79 1923500.9),
(1 36031.266),(2 126516.586),(3 244865.53),(4 373357.63),(5 500660.75),(6 619679.25),(7 725841),(8 817219.8),(9 894822.1),(10 959794.8),(11 1016419.75),(12 1067865.8),(13 1115512.1),(14 1155761.3),(15 1192123.9),(16 1216248),(17 1238527.5),(18 1260343.5),(19 1289926.8),(20 1327338.5),(21 1371319.4),(22 1420539),(23 1470042.9),(24 1507582.5),(25 1550504),(26 1589227.3),(27 1627707),(28 1665064.5),(29 1697285.5),(30 1728362.5),(31 1756473.8),(32 1776044.3),(33 1779648.5),(34 1774065.9),(35 1757799),(36 1732863.5),(37 1701934),(38 1669297.8),(39 1630918.5),(40 1601171.3),(41 1581675.4),(42 1579064.4),(43 1583469),(44 1587676.3),(45 1593789.1),(46 1599889.3),(47 1604623.8),(48 1602003.1),(49 1598063.8),(50 1590899),(51 1578336.3),(52 1559408.4),(53 1536182.3),(54 1510302.6),(55 1492753.8),(56 1478286.3),(57 1474612),(58 1479001.3),(59 1486198.8),(60 1497140.3),(61 1509151.8),(62 1519264.8),(63 1523199.8),(64 1517430.3),(65 1510869.3),(66 1505635),(67 1505320),(68 1509361.3),(69 1511279.5),(70 1506764.3),(71 1504097.5),(72 1498137.5),(73 1489683.5),(74 1478555.3),(75 1467977.3),(76 1463157.8),(77 1462426.3),(78 1467020.4),(79 1475895.4),
(1 37209.113),(2 132076.78),(3 260458.86),(4 404016.22),(5 546249.2),(6 677685.75),(7 794763.44),(8 894558.94),(9 980155.25),(10 1051550.8),(11 1112997.9),(12 1170643.6),(13 1226806.8),(14 1272074),(15 1310569.1),(16 1339699.8),(17 1361926.9),(18 1377140.1),(19 1389356.6),(20 1405613.4),(21 1431239.9),(22 1468254.4),(23 1506332.3),(24 1536208.1),(25 1567590.8),(26 1592040),(27 1607681.3),(28 1616533.9),(29 1617016.8),(30 1616539),(31 1613767.5),(32 1605393.8),(33 1585675.3),(34 1557090.6),(35 1524889.3),(36 1491239.4),(37 1459747.3),(38 1432365.6),(39 1411634.1),(40 1408008),(41 1418057.1),(42 1441213.6),(43 1459429.1),(44 1470363),(45 1477148.4),(46 1474001.3),(47 1465351.3),(48 1449297.8),(49 1433420.4),(50 1417982.8),(51 1400754.8),(52 1385111.8),(53 1374472),(54 1372061.3),(55 1382864.9),(56 1395297.3),(57 1414611),(58 1434698),(59 1452405.5),(60 1471879),(61 1494683.5),(62 1520391.1),(63 1543110.1),(64 1565088.3),(65 1587618.3),(66 1602984.6),(67 1605702.9),(68 1596998.8),(69 1576281.4),(70 1551437.3),(71 1525907.6),(72 1495695.4),(73 1467706.8),(74 1436190.3),(75 1400093.8),(76 1364176.6),(77 1333891.5),(78 1310221.6),(79 1298590.1),
(1 38056.813),(2 133690.98),(3 265372.94),(4 413262.56),(5 564168.06),(6 709298.5),(7 843885.94),(8 964513.4),(9 1073786),(10 1170072.9),(11 1256217),(12 1336755.4),(13 1411247.9),(14 1471486.1),(15 1518701.1),(16 1544050.5),(17 1538780.5),(18 1512915.5),(19 1485412.1),(20 1463990),(21 1451813.5),(22 1451069.4),(23 1450263.4),(24 1453029.3),(25 1455078.9),(26 1451958.5),(27 1439258.5),(28 1419221.8),(29 1398101.3),(30 1380185.4),(31 1368590.5),(32 1359649.9),(33 1344521.9),(34 1327373),(35 1309089),(36 1287677.3),(37 1267385.3),(38 1252339.5),(39 1244931.1),(40 1252022.4),(41 1267843.9),(42 1292884.6),(43 1321279.5),(44 1341859.5),(45 1357154.1),(46 1363431.4),(47 1359489.8),(48 1346928.4),(49 1330173.3),(50 1311840.3),(51 1296832.3),(52 1283368),(53 1274279.4),(54 1272073),(55 1280703),(56 1290136.5),(57 1299267.3),(58 1302918.8),(59 1306116.6),(60 1306342.6),(61 1308445),(62 1311643),(63 1316763.5),(64 1328280.9),(65 1349424),(66 1368868.6),(67 1379753.1),(68 1384275.6),(69 1382207.8),(70 1372856.3),(71 1355959.4),(72 1335970.3),(73 1314575.4),(74 1289563.9),(75 1264937.8),(76 1241390.4),(77 1218568.3),(78 1197569.1),(79 1181303.5),
(1 35852.785),(2 123676.86),(3 242477.42),(4 373300.63),(5 504573.66),(6 631124.25),(7 748392.75),(8 852810.56),(9 940211),(10 1011794.44),(11 1074789.5),(12 1133752.4),(13 1185229.8),(14 1224629.8),(15 1247618.5),(16 1254093.6),(17 1246749.5),(18 1235409.5),(19 1231735.8),(20 1235569.6),(21 1240317.6),(22 1245509),(23 1248777.6),(24 1253659.5),(25 1253969.6),(26 1246075.5),(27 1228261.4),(28 1203050.5),(29 1182598.6),(30 1167122.4),(31 1156695),(32 1142281.4),(33 1116241.9),(34 1084239),(35 1052609.8),(36 1024673.75),(37 1002340.1),(38 992041.3),(39 990729.7),(40 1003469.1),(41 1030100.3),(42 1060756.8),(43 1088791.9),(44 1111185),(45 1133465.1),(46 1149005.5),(47 1159107.4),(48 1166996.6),(49 1165648.4),(50 1164981.8),(51 1159144.3),(52 1147689.5),(53 1140782.6),(54 1140181.9),(55 1145712.5),(56 1148468.9),(57 1150518.5),(58 1148216.8),(59 1142335.4),(60 1143312.6),(61 1153362.5),(62 1164736.4),(63 1181782.4),(64 1210065.3),(65 1245931.8),(66 1274323.8),(67 1291957.1),(68 1298088.5),(69 1293740.9),(70 1280490.5),(71 1262108.1),(72 1238723.1),(73 1218213.5),(74 1194270.5),(75 1171242.5),(76 1148262.5),(77 1124240.3),(78 1101818.9),(79 1082139.5),
(1 35469.254),(2 123678.35),(3 242424.05),(4 372844.6),(5 502455.4),(6 625301.2),(7 731243.44),(8 813263.4),(9 871175.6),(10 908970.3),(11 938152.06),(12 960381.94),(13 977209.3),(14 990322.25),(15 998413.56),(16 1004140.25),(17 1003566.3),(18 1001820.6),(19 1005939.4),(20 1016559.44),(21 1026122.1),(22 1032890.5),(23 1035773.5),(24 1035441.56),(25 1031077.56),(26 1018862.1),(27 999710.25),(28 978366.9),(29 959749.1),(30 944821.2),(31 932334.3),(32 919577.5),(33 900940.44),(34 881427.25),(35 863596.2),(36 852760.6),(37 848364.25),(38 852306.1),(39 862090.44),(40 886265.3),(41 923924.56),(42 962391.2),(43 996727.06),(44 1026255.8),(45 1046836.25),(46 1055624.1),(47 1058719.1),(48 1060493),(49 1061036.4),(50 1061037),(51 1059717.3),(52 1054389),(53 1048659.3),(54 1042136.06),(55 1041684),(56 1040440.75),(57 1031945.3),(58 1016595.4),(59 1002532.6),(60 999710.25),(61 1002331.8),(62 1009380.8),(63 1022899),(64 1043377.1),(65 1060348.9),(66 1068273.9),(67 1069231.8),(68 1068095.3),(69 1063139.9),(70 1058172.9),(71 1058121.3),(72 1061235.8),(73 1059876.1),(74 1067783.4),(75 1070602),(76 1064276.6),(77 1051688.3),(78 1037565),(79 1021733.75),
(1 32604.422),(2 112720.93),(3 219142.1),(4 334398.44),(5 445025.13),(6 546392.25),(7 632892.2),(8 700529.9),(9 746746.75),(10 773005.6),(11 790144.6),(12 798333.3),(13 803486.5),(14 804178.5),(15 803564.8),(16 798252.9),(17 788504.4),(18 782220.8),(19 785193.1),(20 794886.94),(21 806420.25),(22 819196.44),(23 828762.06),(24 833869.44),(25 839389),(26 845713.25),(27 851020.8),(28 852973.94),(29 851002.3),(30 848077.3),(31 844278.7),(32 835109.3),(33 819620.8),(34 802560.06),(35 786545.7),(36 774444.25),(37 765863.44),(38 764420.4),(39 769325.9),(40 782113.6),(41 798977.25),(42 813900.44),(43 826749.75),(44 836172.44),(45 841939.4),(46 842853.3),(47 841389.1),(48 840389.06),(49 841900.8),(50 840887),(51 839825.5),(52 837643.56),(53 837759.2),(54 837279.44),(55 843205.06),(56 852780.56),(57 857562.3),(58 861383.4),(59 865167.1),(60 867891.2),(61 865649.94),(62 858579.75),(63 851130.3),(64 845084.06),(65 838315.8),(66 831649.44),(67 827587.4),(68 826618.5),(69 824962.7),(70 824297.06),(71 832327.44),(72 840559.75),(73 850654.06),(74 862540.8),(75 870287.3),(76 873282.1),(77 874613.6),(78 877702.4),(79 879927.94),
(1 29719.998),(2 100597.07),(3 192260),(4 289763.66),(5 380238),(6 459534.72),(7 526368.56),(8 580369),(9 617164.56),(10 636434.2),(11 648162.25),(12 653454.75),(13 657421.44),(14 660275.4),(15 663036.2),(16 661024.4),(17 657657.44),(18 656799.44),(19 662027.6),(20 670999.94),(21 684211.75),(22 696542.5),(23 705353.75),(24 708300.94),(25 713583.75),(26 718880.9),(27 720250.9),(28 713682.4),(29 704026.56),(30 692943.2),(31 683985.25),(32 678162.7),(33 673368.6),(34 667623.1),(35 660840.06),(36 658872.56),(37 660320.7),(38 665144.6),(39 669533.1),(40 673711.8),(41 676325.94),(42 676824.06),(43 672896.6),(44 662549.6),(45 650817.4),(46 640517.4),(47 634011.8),(48 630164.25),(49 626927.25),(50 621703.7),(51 618931.4),(52 620787.8),(53 626846.94),(54 631978.9),(55 642638.4),(56 653332.25),(57 659149.94),(58 663062.25),(59 663747.06),(60 660788.56),(61 657210.1),(62 657401.7),(63 663330.8),(64 672717.25),(65 683990.7),(66 696184.7),(67 704824.06),(68 707778.4),(69 709203.94),(70 715780.3),(71 722251.75),(72 727540.5),(73 732676.9),(74 730993),(75 725304.44),(76 715265.44),(77 705669.8),(78 697335.1),(79 690298.7),
(1 28271.96),(2 93576.45),(3 175154.16),(4 258811.13),(5 336233.25),(6 404513.2),(7 463388.94),(8 510469.8),(9 541222.56),(10 559053.06),(11 570488),(12 578784),(13 590437.25),(14 604572),(15 616488.7),(16 623143.5),(17 627921.6),(18 633184.06),(19 639805.1),(20 644483.6),(21 648744.25),(22 648682.1),(23 648153.7),(24 646384.9),(25 646896.94),(26 648666.5),(27 647244.94),(28 640760.3),(29 633202.3),(30 623835.9),(31 616655.9),(32 612232.6),(33 604810.56),(34 595032.9),(35 584459.1),(36 578088.8),(37 573647.7),(38 572477.3),(39 574131.1),(40 575457.56),(41 575604.5),(42 574049.56),(43 569306.06),(44 563426.56),(45 559468.7),(46 558644),(47 561772.56),(48 567906.56),(49 571860.94),(50 575537.1),(51 578840.1),(52 581683.1),(53 582845.8),(54 580132.94),(55 579914.75),(56 576337.25),(57 572282.56),(58 566860.56),(59 558412.6),(60 548952.75),(61 545357.25),(62 546192.3),(63 550095.44),(64 556135.44),(65 567951.9),(66 585911.6),(67 603202.2),(68 615432.7),(69 625224.7),(70 629193.5),(71 625326.2),(72 617029.75),(73 607426.94),(74 591844.8),(75 576270.6),(76 561770.7),(77 554398.44),(78 550627.3),(79 549122.1),
(1 30736.152),(2 102146.26),(3 190607.67),(4 279650.63),(5 360122.5),(6 427896.13),(7 483381.38),(8 524551.8),(9 548515.44),(10 565720),(11 581053.8),(12 596149.9),(13 611874.2),(14 626316.25),(15 636796.8),(16 642459.6),(17 644982.8),(18 646150.56),(19 646637.1),(20 646089.94),(21 643330.75),(22 637803),(23 628457.94),(24 620865.3),(25 615710.6),(26 615624.44),(27 618787.3),(28 622057.5),(29 625485.94),(30 628811.44),(31 630186.25),(32 627652.7),(33 623524.9),(34 622350.25),(35 622607),(36 626147.8),(37 632881.2),(38 641597.44),(39 648054.56),(40 648507.75),(41 638937.9),(42 622392.7),(43 604213.25),(44 591732.6),(45 584752.56),(46 580596.6),(47 577305.1),(48 578017.25),(49 576474.94),(50 577475.44),(51 577518.5),(52 573709),(53 564863.2),(54 555044.25),(55 544781.25),(56 534508.1),(57 525331.94),(58 515068.97),(59 505984.84),(60 500279.9),(61 500664.63),(62 507438.44),(63 518196.22),(64 530914.06),(65 543620),(66 555055),(67 563168.94),(68 569749.3),(69 574972.75),(70 577541.6),(71 577520.2),(72 572647.6),(73 566336.25),(74 555300.6),(75 545355.4),(76 538664.9),(77 537479.1),(78 535832.56),(79 533783.9),
