1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8150.3345),(2 26081.658),(3 48167.3),(4 70894.32),(5 97098.74),(6 123076.48),(7 152711.42),(8 180981.83),(9 207221.95),(10 234538.08),(11 264059.1),(12 291148.72),(13 316109.9),(14 336479),(15 351829.72),(16 358072.16),(17 371577.78),(18 384104.1),(19 396385.63),(20 407968.4),(21 422710.6),(22 425888),(23 430836.88),(24 438322.5),(25 455534.66),(26 472596.16),(27 497225.66),(28 528125.2),(29 551406.56),(30 582129.25),(31 622211.06),(32 658582.7),(33 703993.8),(34 748555.5),(35 787612),(36 821587),(37 855289.75),(38 881985.8),(39 908072.5),(40 929112),(41 957136.2),(42 981030.5),(43 1013217.5),(44 1045034),(45 1073651.6),(46 1083606.9),(47 1097885.4),(48 1123292.1),(49 1169012),(50 1206857.1),(51 1248967.5),(52 1286209.9),(53 1318794.3),(54 1343185),(55 1355871.1),(56 1368030.5),(57 1394074.4),(58 1413635),(59 1444428.6),(60 1474259.1),(61 1506712),(62 1544503.4),(63 1588445.5),(64 1632645.9),(65 1665291.6),(66 1693974.4),(67 1727642.6),(68 1771923.6),(69 1829420),(70 1894869.4),(71 1960565.6),(72 2018342),(73 2073043.4),(74 2126478.3),(75 2184872.3),(76 2240398.5),(77 2307077),(78 2369026),(79 2432530.3),
(1 8772.481),(2 30946.738),(3 66174.83),(4 112533.39),(5 168246.98),(6 236973.8),(7 315783.44),(8 402463.88),(9 492855.47),(10 589854.5),(11 691950.7),(12 797931.5),(13 899066.8),(14 995848.5),(15 1087510.1),(16 1171550.8),(17 1251664.6),(18 1323009.9),(19 1387902.3),(20 1440737.1),(21 1488119.1),(22 1521445.3),(23 1549886.3),(24 1572113.4),(25 1587181.3),(26 1599950.6),(27 1608650.8),(28 1614838.4),(29 1616071.6),(30 1618745.3),(31 1625871.1),(32 1630422.6),(33 1629505),(34 1631688),(35 1634219.9),(36 1638497.3),(37 1645714.1),(38 1665061.4),(39 1687845.6),(40 1716101.3),(41 1751252.5),(42 1800761.4),(43 1856472),(44 1922057),(45 1994483),(46 2074786.4),(47 2164446),(48 2262927.5),(49 2364007),(50 2467086.8),(51 2576800.3),(52 2682504.8),(53 2792606.5),(54 2891955.8),(55 2979271),(56 3057363.5),(57 3132210),(58 3208151),(59 3266976.3),(60 3310468.5),(61 3350897.5),(62 3382759),(63 3400071.8),(64 3414418.8),(65 3408987.5),(66 3397152.8),(67 3379086.5),(68 3350313.8),(69 3316081),(70 3276736.3),(71 3240080.3),(72 3192332.5),(73 3152603.3),(74 3109374.5),(75 3071179.8),(76 3034540.5),(77 3004943.8),(78 2980592),(79 2954964.8),
(1 9336.175),(2 33570.996),(3 70582.96),(4 118602.15),(5 175843.3),(6 242807.39),(7 316355.6),(8 394320.38),(9 472198.25),(10 550498.06),(11 627310.94),(12 701480.5),(13 770514.5),(14 833728.8),(15 889593.3),(16 937288.44),(17 980515),(18 1018648.3),(19 1053921),(20 1082950.8),(21 1109269.9),(22 1125309.8),(23 1142398),(24 1158321.1),(25 1175315.4),(26 1196025.1),(27 1215383.3),(28 1238942.3),(29 1263854.9),(30 1291487.1),(31 1329200.8),(32 1365572.4),(33 1409787.6),(34 1458320.6),(35 1505938.6),(36 1553093.5),(37 1607117.9),(38 1661493),(39 1710302.4),(40 1757971.5),(41 1807197.6),(42 1857058.9),(43 1907798.6),(44 1948438.4),(45 1983206.6),(46 2009336.6),(47 2030597),(48 2047779.4),(49 2057767.1),(50 2064605.1),(51 2070975),(52 2075646),(53 2089122.9),(54 2097679.5),(55 2109552.8),(56 2125612.3),(57 2143629.5),(58 2168895),(59 2196851.8),(60 2233567.3),(61 2277723.3),(62 2325497),(63 2374519.8),(64 2428607.3),(65 2482053.8),(66 2541740.3),(67 2602763.3),(68 2665717.3),(69 2728084),(70 2787744.3),(71 2840328),(72 2883708.8),(73 2924134),(74 2953762.8),(75 2967804),(76 2977652),(77 2983801.3),(78 2980570),(79 2966934),
(1 9822.608),(2 34939.215),(3 72543.07),(4 120932.61),(5 178489.95),(6 247081.13),(7 323212.5),(8 408643.6),(9 499058.25),(10 597237.06),(11 698543.75),(12 801512.3),(13 904015.06),(14 1002539.8),(15 1093215.4),(16 1175487.3),(17 1246729.1),(18 1304314.4),(19 1349806.8),(20 1380456.4),(21 1400214.4),(22 1404719.6),(23 1406244),(24 1399662.3),(25 1382914.5),(26 1364748.5),(27 1350698.1),(28 1341255.4),(29 1342745.3),(30 1353251),(31 1368935.5),(32 1388774.8),(33 1419106.9),(34 1455786.9),(35 1493896.4),(36 1539473.1),(37 1592018.9),(38 1646809.9),(39 1705194.5),(40 1764680.8),(41 1829179.5),(42 1896498.9),(43 1962593.8),(44 2029464),(45 2090617.9),(46 2148583.3),(47 2211872.8),(48 2273146.8),(49 2326930.8),(50 2378049),(51 2423924.8),(52 2470857),(53 2515735.3),(54 2543450),(55 2569052.5),(56 2592692.5),(57 2611461),(58 2633328.5),(59 2654890.3),(60 2674075.3),(61 2698600.3),(62 2722431.3),(63 2743812.5),(64 2772531.3),(65 2796679),(66 2824636.8),(67 2852420.5),(68 2881050.5),(69 2901536),(70 2913270.8),(71 2916084.5),(72 2914784),(73 2909395.3),(74 2893648.8),(75 2874484.3),(76 2852809),(77 2821103.3),(78 2786706.5),(79 2742732.8),
(1 8238.896),(2 28233.24),(3 56809.523),(4 94071.76),(5 138844.3),(6 193472.02),(7 255351.92),(8 323105.9),(9 391497.97),(10 465226.47),(11 540764.25),(12 617429.1),(13 686873.06),(14 749907.94),(15 811880.4),(16 874829.25),(17 930597.94),(18 983685.2),(19 1036197.2),(20 1086262),(21 1134573.4),(22 1178247.6),(23 1229620.8),(24 1278584.3),(25 1326084),(26 1377542.3),(27 1429777.1),(28 1483894.5),(29 1534583),(30 1580502.5),(31 1624434.8),(32 1664836.1),(33 1699221),(34 1729557.3),(35 1757869.3),(36 1785942.5),(37 1815805.8),(38 1850243.6),(39 1881770.9),(40 1909947.4),(41 1945427.9),(42 1984339),(43 2025290.8),(44 2073157.3),(45 2118111.5),(46 2166768.8),(47 2214076.8),(48 2260788),(49 2308019.3),(50 2356599.5),(51 2406061),(52 2457364),(53 2516968.8),(54 2574451.8),(55 2629030),(56 2683976.3),(57 2743085.5),(58 2802438.5),(59 2857863),(60 2905421.5),(61 2949457),(62 2982446.8),(63 3010929),(64 3030045.5),(65 3036735),(66 3042208.3),(67 3038109.8),(68 3027262.8),(69 3014316.5),(70 3002061),(71 2989278.8),(72 2971975.3),(73 2956709.5),(74 2939413),(75 2922112.8),(76 2902561.5),(77 2879177.3),(78 2851828.8),(79 2814176),
(1 10766.382),(2 38622.906),(3 81692.695),(4 139053.92),(5 206948.38),(6 285535.53),(7 373194.13),(8 466815.2),(9 559916.7),(10 653937.75),(11 745783.9),(12 836838.06),(13 922077.44),(14 998599.25),(15 1067942.1),(16 1125247.6),(17 1173214.6),(18 1211768.1),(19 1243977),(20 1266171.3),(21 1286153.9),(22 1292890.9),(23 1304395.1),(24 1316254.3),(25 1331313.8),(26 1352179.5),(27 1377844.1),(28 1413857.8),(29 1457856.9),(30 1508176.9),(31 1572601.8),(32 1647694.5),(33 1720584.1),(34 1792826.6),(35 1860306.9),(36 1927014.3),(37 1998508.5),(38 2069017.5),(39 2141128),(40 2203363.8),(41 2258614.3),(42 2313428.3),(43 2367159),(44 2425866.8),(45 2479666.8),(46 2530662.8),(47 2583617),(48 2637517.8),(49 2686630),(50 2735286),(51 2789422.8),(52 2839099),(53 2891604.5),(54 2944027),(55 2993262.3),(56 3040891),(57 3080375.8),(58 3127040),(59 3172132.3),(60 3211203),(61 3245881.8),(62 3272771.5),(63 3289643.8),(64 3292401.8),(65 3279225),(66 3256353.3),(67 3221174.3),(68 3178620.5),(69 3135569),(70 3091378),(71 3044332.3),(72 2990744.3),(73 2941617.5),(74 2886134),(75 2839793),(76 2799468.3),(77 2763817.3),(78 2731754),(79 2699691.3),
(1 9714.17),(2 34239.867),(3 72366.97),(4 121991.086),(5 180189.36),(6 248642.64),(7 327639.56),(8 413192.6),(9 503161.84),(10 596707.3),(11 694073.4),(12 793964.8),(13 892346.94),(14 980496.75),(15 1062514),(16 1137959.5),(17 1201894.4),(18 1254023.8),(19 1300146.3),(20 1340889.5),(21 1380965.4),(22 1411186),(23 1440929.3),(24 1466989.6),(25 1494933.3),(26 1518419.5),(27 1542570.5),(28 1568790.1),(29 1596760.4),(30 1622893.6),(31 1658093.8),(32 1693200.5),(33 1735336.3),(34 1779380.8),(35 1827259.3),(36 1879872.1),(37 1939741.4),(38 2009618.6),(39 2086839.8),(40 2162043.8),(41 2234028),(42 2307708.3),(43 2377115),(44 2446413.5),(45 2513872.8),(46 2580384),(47 2648179.3),(48 2719514.8),(49 2786735.8),(50 2846062.5),(51 2904493),(52 2946677.5),(53 2991623.5),(54 3029333.8),(55 3057893),(56 3074005.5),(57 3076465.8),(58 3078985.5),(59 3067154.8),(60 3045280.3),(61 3018136.3),(62 2985012.3),(63 2944564.5),(64 2894428.5),(65 2839715.8),(66 2781184),(67 2721286.8),(68 2662637.8),(69 2603562.3),(70 2543291.3),(71 2481231),(72 2419886.5),(73 2365027.8),(74 2312861),(75 2268348.3),(76 2227670.8),(77 2193723.8),(78 2165265.5),(79 2138551.5),
(1 10497.254),(2 36847.543),(3 78743.23),(4 135045.47),(5 201453.67),(6 282200.3),(7 372225.56),(8 469144.34),(9 568703.6),(10 671090.3),(11 776379.94),(12 885119.25),(13 994319.06),(14 1101887.9),(15 1201087.3),(16 1294856.9),(17 1379004.8),(18 1453990.6),(19 1525792),(20 1587314.1),(21 1644665.5),(22 1686929.8),(23 1725927),(24 1753674.1),(25 1773577.3),(26 1786774.5),(27 1795943.6),(28 1803702.8),(29 1807380.1),(30 1812463),(31 1827414.8),(32 1846972),(33 1868808.1),(34 1887733.4),(35 1906871.3),(36 1931342.9),(37 1961586.9),(38 2000165.6),(39 2039457.3),(40 2080090.9),(41 2125513.5),(42 2172899.8),(43 2227983),(44 2286286.5),(45 2350024.3),(46 2421126.5),(47 2495456.8),(48 2578009.3),(49 2665409),(50 2747808.5),(51 2836233.8),(52 2916829.3),(53 2991035.3),(54 3059423),(55 3117591.3),(56 3167910.3),(57 3204097.5),(58 3227640.5),(59 3237210.8),(60 3240104.5),(61 3240139.5),(62 3232391.8),(63 3208802.8),(64 3177831.3),(65 3136537),(66 3096044.5),(67 3048177.3),(68 3001706.8),(69 2952636.5),(70 2904399.5),(71 2851911.8),(72 2793128.5),(73 2732756.3),(74 2673463.3),(75 2619689.5),(76 2572632.8),(77 2532175.5),(78 2499411),(79 2472912),
(1 9835.27),(2 34747.816),(3 71605.44),(4 118898.336),(5 173362.63),(6 234610.39),(7 299851.1),(8 368160.7),(9 437017.56),(10 506526.38),(11 574914),(12 646037.25),(13 711621),(14 769876.3),(15 822391.75),(16 866979.7),(17 905024.9),(18 937913.06),(19 965613.6),(20 988085.44),(21 1010315.44),(22 1022239.4),(23 1038356.9),(24 1049659.4),(25 1049958.8),(26 1049325.1),(27 1049525.5),(28 1051363.1),(29 1051246.4),(30 1054603.6),(31 1063265),(32 1071749.5),(33 1083377.5),(34 1090060.9),(35 1097885.8),(36 1108378),(37 1121832.3),(38 1142746.9),(39 1159850),(40 1181010.9),(41 1200063),(42 1221369.4),(43 1245914),(44 1270177.3),(45 1299179.3),(46 1326827.9),(47 1364077.9),(48 1404476.4),(49 1445471.4),(50 1484428.1),(51 1521615.5),(52 1555806.1),(53 1594637.4),(54 1633713.3),(55 1671031.5),(56 1711546.4),(57 1748529.9),(58 1783230),(59 1811256.1),(60 1837798.5),(61 1860157.9),(62 1882953.5),(63 1896117.5),(64 1908176.8),(65 1910782.8),(66 1911632.1),(67 1912492),(68 1909382.3),(69 1904114.9),(70 1897909.1),(71 1890385.8),(72 1885338.3),(73 1879177.1),(74 1870803.9),(75 1863915),(76 1857709.5),(77 1850345.8),(78 1839638.1),(79 1826372),
(1 9844.33),(2 34489.37),(3 71279.42),(4 119228.94),(5 177044.47),(6 246035.08),(7 322125.88),(8 404027.25),(9 487718.38),(10 572978.25),(11 660106.8),(12 748662),(13 832185.4),(14 906624.06),(15 971583.2),(16 1025948.75),(17 1066451.5),(18 1093636.9),(19 1113584.9),(20 1127261.8),(21 1139529.3),(22 1139913.3),(23 1138956),(24 1133936.3),(25 1123453.8),(26 1110332.4),(27 1094340.8),(28 1080312.3),(29 1062362.3),(30 1049421.4),(31 1048026.94),(32 1049551),(33 1055507),(34 1062203.6),(35 1067146.4),(36 1079015.9),(37 1097387.3),(38 1118808.9),(39 1144990.1),(40 1175165.8),(41 1208712),(42 1249821),(43 1294955.5),(44 1349030),(45 1407968.9),(46 1467345.5),(47 1532705.3),(48 1599895.5),(49 1666382),(50 1726376.5),(51 1782573),(52 1828773),(53 1878739.5),(54 1929657.1),(55 1972305),(56 2010416.4),(57 2041255.9),(58 2066313),(59 2086105),(60 2103285.5),(61 2120766),(62 2142334.5),(63 2155760),(64 2174493),(65 2184972),(66 2194174.8),(67 2207415),(68 2223814.8),(69 2229760.5),(70 2226167),(71 2220940.5),(72 2217705.8),(73 2223406.5),(74 2227995),(75 2234777.5),(76 2245247.8),(77 2256649.5),(78 2273134),(79 2285003),
(1 9592.814),(2 33104.934),(3 67338.96),(4 109720.81),(5 158371.86),(6 213785.52),(7 273414.4),(8 334424.94),(9 394611.53),(10 453085.7),(11 512542.5),(12 570642.4),(13 626459.25),(14 678352.1),(15 722583.7),(16 762950.5),(17 796437.94),(18 826588),(19 856092.6),(20 880626.06),(21 906434.56),(22 923475.1),(23 942447.7),(24 958841.2),(25 974316.75),(26 987007.8),(27 999388.56),(28 1013824),(29 1022119.7),(30 1033501.6),(31 1050796.6),(32 1072416.9),(33 1095470.5),(34 1122465.3),(35 1146761.8),(36 1172908.8),(37 1201319),(38 1228857),(39 1256459.9),(40 1283870.3),(41 1312833.1),(42 1343024.4),(43 1373193.1),(44 1403306.1),(45 1435692.6),(46 1466979.6),(47 1499383),(48 1532095.8),(49 1562027),(50 1587787.3),(51 1610107.1),(52 1626208),(53 1644333.9),(54 1657804.4),(55 1670233),(56 1683924.1),(57 1693682.9),(58 1701589.6),(59 1708274),(60 1718367),(61 1729104.6),(62 1739984.4),(63 1747097.6),(64 1756996.1),(65 1760832.4),(66 1762326.5),(67 1766534.8),(68 1772211.9),(69 1776238.9),(70 1780081.9),(71 1781410.6),(72 1782617.3),(73 1790033.5),(74 1797289.6),(75 1805527.3),(76 1814461.9),(77 1823149.4),(78 1834252.1),(79 1840990.8),
(1 9952.959),(2 34618.46),(3 70625.47),(4 115391.17),(5 166355.11),(6 224976),(7 285834.7),(8 349029.38),(9 410046.8),(10 469770.06),(11 525868.56),(12 581813.56),(13 633317.1),(14 676134.9),(15 712465.6),(16 742977.25),(17 769252.44),(18 791036.5),(19 809149.25),(20 825446.5),(21 842608.9),(22 853392.56),(23 865027.9),(24 873345.4),(25 880130.5),(26 886759.2),(27 890313.7),(28 894009.4),(29 894289.4),(30 896037.6),(31 900218.3),(32 901440.44),(33 900774.9),(34 899252.56),(35 896351.44),(36 894589.5),(37 895541.4),(38 898325.6),(39 902794.06),(40 917354),(41 935719.2),(42 960239),(43 988514.9),(44 1021281),(45 1059565.8),(46 1097213),(47 1138060.9),(48 1181133.5),(49 1220676.6),(50 1258582),(51 1290763.9),(52 1316913.8),(53 1340956.6),(54 1358583.1),(55 1372485.3),(56 1383698.8),(57 1391743.5),(58 1403431.6),(59 1411348.4),(60 1424445),(61 1439977.5),(62 1455009.9),(63 1469703.3),(64 1483406),(65 1497310.4),(66 1507487.8),(67 1511592.5),(68 1510874.3),(69 1508600),(70 1505274.5),(71 1496256.3),(72 1489191.1),(73 1482584.3),(74 1476342.9),(75 1475140.4),(76 1475211.5),(77 1475128.1),(78 1476879.4),(79 1479195.4),
(1 9592.252),(2 32822.15),(3 65983.97),(4 106222.93),(5 151435.14),(6 204464.47),(7 262276.8),(8 323093.94),(9 382887.03),(10 442580.28),(11 499627.5),(12 560605.75),(13 616275.8),(14 668198.4),(15 714613.1),(16 753373.7),(17 783577.5),(18 807350.75),(19 837854.5),(20 863747.25),(21 893865.06),(22 914510.4),(23 935576.1),(24 956091.75),(25 973525.1),(26 993787),(27 1012241),(28 1033526.44),(29 1048692.5),(30 1060483.4),(31 1074842),(32 1083010.8),(33 1083911.4),(34 1081521.1),(35 1080500.5),(36 1079524.9),(37 1078172.1),(38 1080005.9),(39 1080661),(40 1082653),(41 1087043.3),(42 1097549.4),(43 1113553.5),(44 1136148.1),(45 1161721),(46 1190135.3),(47 1224069.8),(48 1261156.6),(49 1302327.3),(50 1343206.9),(51 1388794.8),(52 1436932.5),(53 1486866.5),(54 1536667.1),(55 1583773.3),(56 1628561.3),(57 1665961.1),(58 1699717.8),(59 1725046.1),(60 1748262.1),(61 1771328.6),(62 1791442.6),(63 1806323.4),(64 1820778.5),(65 1834612.3),(66 1846950.5),(67 1857639.6),(68 1873086.5),(69 1886223.8),(70 1898076.9),(71 1906141.1),(72 1908503.4),(73 1910834),(74 1908742.3),(75 1904508),(76 1894052.3),(77 1884928),(78 1874794.3),(79 1866665.1),
(1 9200.444),(2 31803.463),(3 64108.156),(4 103903.69),(5 148759.33),(6 198649.02),(7 251067.34),(8 307135.16),(9 363574.88),(10 421606.38),(11 479842.3),(12 543058.25),(13 602177.94),(14 651911.06),(15 697337.7),(16 743954.06),(17 789433.1),(18 831163.6),(19 868507),(20 897650.6),(21 926193.9),(22 946040.2),(23 970998.1),(24 994723.4),(25 1014574.9),(26 1032110.7),(27 1047115.2),(28 1062351.3),(29 1075116.8),(30 1083969.1),(31 1093046),(32 1093446.8),(33 1087686.3),(34 1075894),(35 1060626.8),(36 1040895),(37 1022204),(38 1003210.06),(39 983908.6),(40 967380.25),(41 954898.06),(42 948216.8),(43 946038.3),(44 948647.94),(45 954064.56),(46 967835.94),(47 987178.8),(48 1010359.8),(49 1034424.4),(50 1057661.6),(51 1078303.3),(52 1098383.5),(53 1116650.3),(54 1138302.8),(55 1160714.4),(56 1183135.1),(57 1206128.4),(58 1231283),(59 1253832.3),(60 1279695.8),(61 1303998.5),(62 1324002),(63 1339469.1),(64 1353381.8),(65 1369416.8),(66 1384472.8),(67 1394025.8),(68 1400798),(69 1406818.3),(70 1415608.5),(71 1424820.4),(72 1433493.5),(73 1439236.3),(74 1442937.3),(75 1448202.4),(76 1450270.8),(77 1452776.1),(78 1454978.8),(79 1459859.4),
(1 9621.69),(2 33384.863),(3 67819.82),(4 108781.87),(5 154624.89),(6 206867.31),(7 262287.8),(8 321276.44),(9 379368.2),(10 439133.44),(11 495855.38),(12 552447.1),(13 596366.8),(14 629766.7),(15 657760.94),(16 680894.25),(17 696789),(18 704238.5),(19 708033.2),(20 706912.6),(21 706616.56),(22 700153.94),(23 698019.3),(24 696761.25),(25 693653.3),(26 694290.4),(27 695324.56),(28 700251),(29 707167.5),(30 714661.9),(31 724948.56),(32 733100.8),(33 740817.25),(34 748141.94),(35 754808.9),(36 760830.5),(37 769853.7),(38 782602.3),(39 798954.7),(40 818479.44),(41 841962.5),(42 872562.75),(43 905665.25),(44 943447.2),(45 983696.4),(46 1027642.25),(47 1071987.3),(48 1114755.8),(49 1151459.3),(50 1186490.1),(51 1221083.1),(52 1256618.8),(53 1290258.6),(54 1323096.3),(55 1356616.8),(56 1387604.8),(57 1417009),(58 1444545.1),(59 1466153.3),(60 1489344.4),(61 1511923.4),(62 1533542.3),(63 1551920),(64 1570434.5),(65 1588015.5),(66 1606303.1),(67 1625546.6),(68 1646138),(69 1662624.4),(70 1675428.5),(71 1683555.9),(72 1689604.1),(73 1691259.4),(74 1690339.3),(75 1688682.6),(76 1683985.8),(77 1677143.6),(78 1668678.6),(79 1660299.3),
(1 10133.145),(2 34949.484),(3 70222.664),(4 113092.555),(5 160769.25),(6 212835.2),(7 266836.72),(8 322650.88),(9 376013.72),(10 427022.63),(11 474755.44),(12 520762.5),(13 560931.6),(14 594055.8),(15 621663.1),(16 646146.06),(17 663857.9),(18 676004.7),(19 687171.44),(20 695599.56),(21 706076.06),(22 712107.75),(23 721917.44),(24 731767.7),(25 739291.6),(26 748078.4),(27 758541.06),(28 769473.3),(29 775388.06),(30 781354.75),(31 788551.3),(32 793305.94),(33 797097.6),(34 798296.6),(35 798993.25),(36 800344.4),(37 806053.94),(38 812282.9),(39 819322.9),(40 827489.7),(41 835679.44),(42 853038.5),(43 869341.3),(44 886990.94),(45 905799.75),(46 925484.2),(47 947869.9),(48 973115.94),(49 996687.8),(50 1020329),(51 1042100.25),(52 1065339),(53 1091932.3),(54 1122265.1),(55 1156568.6),(56 1189955.8),(57 1221914.1),(58 1257288.5),(59 1288220.8),(60 1321145.1),(61 1351022),(62 1378796.6),(63 1402934.8),(64 1421474),(65 1436609.3),(66 1452430.5),(67 1468770),(68 1488597.9),(69 1503714.3),(70 1514073.3),(71 1518626.1),(72 1521269.4),(73 1524285.9),(74 1527761.8),(75 1530838),(76 1528957.1),(77 1525409.8),(78 1522091),(79 1520671.6),
(1 9962.482),(2 34006.055),(3 68952.83),(4 113372.09),(5 161739.33),(6 214423.28),(7 270810.16),(8 329036.78),(9 385678.6),(10 442282.75),(11 499110),(12 558679),(13 612608.4),(14 660021.5),(15 701720.56),(16 737894.56),(17 766465.1),(18 789150.2),(19 811373.06),(20 830471.44),(21 849317.3),(22 859086.3),(23 870421.5),(24 881833.3),(25 889146.9),(26 896736.56),(27 903250.5),(28 910140.2),(29 913277.7),(30 918358.5),(31 926573.7),(32 934252.75),(33 940987.7),(34 949449.6),(35 962430.9),(36 982609.25),(37 1005512.5),(38 1032996.7),(39 1062014.5),(40 1093485.8),(41 1126777.8),(42 1167008),(43 1205187.8),(44 1247464.3),(45 1283501.4),(46 1314168.3),(47 1344872.6),(48 1367969.9),(49 1383624),(50 1398554.9),(51 1409117.9),(52 1417915.6),(53 1425400.5),(54 1430340.6),(55 1434550.3),(56 1436890.6),(57 1432622.5),(58 1426316.6),(59 1421793),(60 1421007),(61 1422484.3),(62 1424282.6),(63 1425322.8),(64 1431170.3),(65 1433763.3),(66 1439952.3),(67 1449932.4),(68 1458947.8),(69 1466579),(70 1471732.3),(71 1474479.8),(72 1475908.3),(73 1478534.6),(74 1478774.1),(75 1478993),(76 1481710),(77 1481656.5),(78 1480736.3),(79 1478014.4),
(1 9987.343),(2 34597.23),(3 69244.66),(4 109861.375),(5 153840.72),(6 201651.6),(7 250480.67),(8 299467.06),(9 344341.4),(10 385246.8),(11 424137.06),(12 461403.9),(13 494082.84),(14 525412.8),(15 555378.56),(16 583778.56),(17 612282.56),(18 637328.6),(19 660188.6),(20 681901.06),(21 704792.56),(22 723093.75),(23 742857.3),(24 764357.75),(25 780568.7),(26 797612.6),(27 815183.44),(28 832091.4),(29 844143.56),(30 855169.94),(31 865929.9),(32 878118.56),(33 888144.06),(34 897872.56),(35 909451.4),(36 922143.1),(37 936292.6),(38 949599.3),(39 964600.2),(40 980030.4),(41 1001232.4),(42 1030107),(43 1063363.5),(44 1102370.6),(45 1140226.3),(46 1183921.3),(47 1228094.4),(48 1260179.5),(49 1294112),(50 1331036.3),(51 1363458),(52 1394423.5),(53 1426845.5),(54 1458457.4),(55 1491070.3),(56 1521247.1),(57 1547875.5),(58 1571154.5),(59 1588786.1),(60 1605621.4),(61 1621184),(62 1633285.4),(63 1636919.1),(64 1637858.5),(65 1635200.9),(66 1633317.8),(67 1630207.9),(68 1624307.5),(69 1618505.1),(70 1613475.3),(71 1603315.5),(72 1592925.9),(73 1583080.5),(74 1572838.6),(75 1563301.8),(76 1551579.4),(77 1538931.8),(78 1526817.3),(79 1511629.5),
