1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8488.583),(2 16078.101),(3 18161.246),(4 19050.893),(5 20839.535),(6 23084.768),(7 25703.793),(8 28639.352),(9 29773.861),(10 29932.402),(11 30713.414),(12 32805.59),(13 34852.902),(14 36079.82),(15 36845.74),(16 36655.004),(17 37544.035),(18 39265.445),(19 40628.43),(20 41678.723),(21 42295.984),(22 42313.34),(23 42294.363),(24 43316.504),(25 43999.156),(26 44165.305),(27 44519.402),(28 44805.223),(29 45024.87),(30 44948.434),(31 45149.035),(32 45255.24),(33 45355.793),(34 45406.74),(35 45465.227),(36 45392.664),(37 45605.395),(38 45753.438),(39 46398.996),(40 46948.316),(41 46842.777),(42 47152.098),(43 47420.563),(44 47763.58),(45 48120.473),(46 47892.188),(47 47439.703),(48 47372.824),(49 47448.11),(50 47652.996),(51 47913.188),(52 48248.074),(53 48092.137),(54 47945.3),(55 47541.28),(56 47108.188),(57 46956.492),(58 47093.87),(59 47200.285),(60 47219.49),(61 47656.68),(62 47824.848),(63 48468.133),(64 48703.563),(65 48693.434),(66 48631.418),(67 48665.516),(68 48438.35),(69 48004.324),(70 48018.26),(71 48281.21),(72 47877.023),(73 47250.063),(74 47197.156),(75 46709.68),(76 45777.863),(77 45728.844),(78 45574.656),(79 44973.094),
(1 8665.02),(2 16373.837),(3 18502.404),(4 19652.959),(5 21065.666),(6 23289.191),(7 25892.129),(8 27943.432),(9 29057.477),(10 29214.96),(11 29654.008),(12 31412.531),(13 32989.82),(14 34066.508),(15 34069.59),(16 33807.344),(17 34936.832),(18 36784.504),(19 37276.39),(20 37643.875),(21 38061.03),(22 37587.41),(23 37381.707),(24 38786.945),(25 39863.58),(26 40141.44),(27 40177.125),(28 40284.582),(29 40893.195),(30 41506.58),(31 41797.707),(32 42316.504),(33 42801.27),(34 43474.844),(35 44255),(36 44469.62),(37 44116.754),(38 43978.043),(39 44649.47),(40 44904.67),(41 45433.67),(42 46126.684),(43 46234.137),(44 46524.004),(45 46856.5),(46 46682.43),(47 46282.836),(48 46833.883),(49 47548.8),(50 47565.33),(51 47744.24),(52 47902.61),(53 47570.81),(54 47411.68),(55 47265.105),(56 46957.375),(57 46218.65),(58 46615.99),(59 46971.06),(60 47212.18),(61 47220.59),(62 47369.254),(63 46872.81),(64 46707.395),(65 46140.01),(66 45627.58),(67 45639.484),(68 45652.844),(69 45459.656),(70 45532.395),(71 45314.61),(72 45434.043),(73 45110.07),(74 44580.152),(75 44103.914),(76 43483.344),(77 43530.926),(78 43454.67),(79 42752.656),
(1 8304.876),(2 15602.486),(3 17518.346),(4 18508.5),(5 19831.742),(6 22108.607),(7 24906.043),(8 27156.592),(9 27880.176),(10 28253.365),(11 29267.959),(12 30807.99),(13 32985.918),(14 34343.457),(15 34943.707),(16 34743.7),(17 36089.613),(18 37852.27),(19 38898.97),(20 39490.02),(21 39466.086),(22 39065.566),(23 39307.09),(24 40722.582),(25 41653.047),(26 42000.74),(27 42596.574),(28 42861.563),(29 43151.36),(30 43257.12),(31 43590.02),(32 43618.28),(33 44135.145),(34 44791.867),(35 44892.406),(36 44858.28),(37 44637.094),(38 44811.418),(39 45288.008),(40 45381.63),(41 45834.105),(42 46267.113),(43 46262.035),(44 46476.996),(45 46749.918),(46 46549.31),(47 46896.72),(48 47007.063),(49 46816.75),(50 46650.516),(51 46449.29),(52 46234.996),(53 46336.625),(54 46465.484),(55 46053.74),(56 46068.445),(57 46495.145),(58 47048.414),(59 47597.016),(60 48019.242),(61 48234.33),(62 47936.664),(63 47972.742),(64 48012.664),(65 48109.508),(66 48298.523),(67 47842.723),(68 47897.32),(69 47226.094),(70 46487.367),(71 46503.707),(72 46280.508),(73 45718.547),(74 45516.484),(75 44694.375),(76 44164.586),(77 44076.195),(78 44191.156),(79 44125.6),
(1 8090.323),(2 15220.32),(3 17392.566),(4 18570.438),(5 20197.688),(6 22539.697),(7 25326.58),(8 27803.62),(9 29100.287),(10 29875.604),(11 30914.207),(12 32680.807),(13 34504.246),(14 36161.414),(15 36898.9),(16 37277.902),(17 38334.242),(18 39756.133),(19 40501.023),(20 41665.566),(21 42064.117),(22 41440.36),(23 41508.992),(24 42372.87),(25 42705.69),(26 42849.652),(27 43273.344),(28 43580.117),(29 43839.78),(30 44487.973),(31 45056.1),(32 45494.082),(33 46115.496),(34 46511.902),(35 46717.78),(36 46750.79),(37 46610.445),(38 46513.68),(39 47172.27),(40 47540.055),(41 47550.242),(42 47622.23),(43 47638.164),(44 47729.145),(45 47934.586),(46 47550.293),(47 47530.09),(48 48040.09),(49 48600.777),(50 48655.797),(51 48529.082),(52 48710.55),(53 49292.44),(54 49632.934),(55 50122.535),(56 50477.3),(57 50656.16),(58 51535.492),(59 51725.33),(60 51779.344),(61 52065.33),(62 51989.863),(63 51336.348),(64 51493.953),(65 51321.938),(66 50995.637),(67 51065.293),(68 50821.55),(69 50334.086),(70 50174.21),(71 49753.773),(72 49510.74),(73 49029.41),(74 48191.19),(75 47751.11),(76 47051.27),(77 46627.242),(78 46454.64),(79 46306.313),
(1 7921.7275),(2 14588.1045),(3 16464.063),(4 17463.578),(5 18908.66),(6 21261.238),(7 24065.51),(8 26022.842),(9 27420.18),(10 28440.578),(11 29595.69),(12 31398.457),(13 33397.387),(14 34980.44),(15 35763.742),(16 35988.188),(17 36884.02),(18 38152.387),(19 38949.664),(20 39670.984),(21 40117.613),(22 40207.242),(23 40868.145),(24 41735.094),(25 42385.566),(26 42706.96),(27 42929.203),(28 42937.203),(29 43019),(30 43149.824),(31 43345.184),(32 43699.797),(33 44230.992),(34 44557.277),(35 44942.895),(36 45336.363),(37 44985.414),(38 44941.848),(39 45301.285),(40 45395.543),(41 45420.926),(42 45557.863),(43 46128.883),(44 46362.734),(45 46239.543),(46 45952.88),(47 46419.246),(48 46699.336),(49 46463.58),(50 46647.813),(51 46649.816),(52 46226.02),(53 46562.56),(54 47169.086),(55 47278.457),(56 46958.023),(57 46600.324),(58 46328.223),(59 46936.34),(60 47000.22),(61 47249.42),(62 47191.313),(63 47399.348),(64 47207.086),(65 46611.273),(66 46596.74),(67 46242.88),(68 45699.184),(69 44895.16),(70 44403.004),(71 43982.605),(72 43533.934),(73 43217.527),(74 42587.297),(75 41959.816),(76 41752.535),(77 41750.848),(78 41862.42),(79 41792.477),
(1 7732.101),(2 14498.266),(3 15884.21),(4 16892.818),(5 18474.453),(6 20653.107),(7 23045.707),(8 25128.178),(9 25969.635),(10 26933.867),(11 28311.781),(12 29774.215),(13 31635.082),(14 32635.559),(15 32836.695),(16 33164.65),(17 34032.6),(18 34859.715),(19 35803.637),(20 36625.56),(21 36446.973),(22 36333.016),(23 36661.223),(24 37513.22),(25 38095.547),(26 38444.09),(27 38616.86),(28 38624.45),(29 38637.16),(30 38953.586),(31 39365.625),(32 39598.668),(33 39701.734),(34 39904.14),(35 40271.184),(36 40459.89),(37 40628.74),(38 40982.574),(39 41138.16),(40 41733.516),(41 42057.703),(42 42015.336),(43 42438.973),(44 42908.063),(45 42591.793),(46 42709.26),(47 42815.35),(48 42915.395),(49 43021.684),(50 43316.15),(51 43379.72),(52 43349.707),(53 43479.582),(54 43932.03),(55 43784.563),(56 43706.047),(57 43866.74),(58 43643.703),(59 43789.918),(60 44565.652),(61 44444.36),(62 44819.71),(63 45396.395),(64 45317.31),(65 44985.82),(66 45000.4),(67 44834.305),(68 44200.027),(69 43903.664),(70 44050.805),(71 44104.707),(72 43869.375),(73 43364.03),(74 42780.13),(75 41961.81),(76 40894.25),(77 40442.727),(78 40509.54),(79 39970.934),
(1 7367.364),(2 13652.051),(3 15464.74),(4 16572.21),(5 17862.988),(6 19999.041),(7 22749.182),(8 24513.635),(9 24955.217),(10 25585.893),(11 26842.215),(12 28476.324),(13 29805.695),(14 30550.484),(15 30828.498),(16 31322.482),(17 32333.71),(18 33451.184),(19 34329.684),(20 34699.656),(21 34855.098),(22 34910.4),(23 35599.598),(24 36490.063),(25 36768.094),(26 37023.574),(27 36783.96),(28 36676.94),(29 37064.004),(30 37666.156),(31 38217.355),(32 38817.824),(33 38985.523),(34 39539.19),(35 40186.652),(36 40145.65),(37 39972.54),(38 40429.5),(39 40714.25),(40 40681.117),(41 40689.918),(42 40914.883),(43 41444.023),(44 41815.94),(45 41233.32),(46 41208.51),(47 41543.242),(48 41684.113),(49 41653.996),(50 41677.41),(51 41185.49),(52 41466.28),(53 41777.145),(54 41717.617),(55 41533.664),(56 41401.26),(57 41485.93),(58 41494.836),(59 41582.375),(60 41959.96),(61 42654.164),(62 42563.68),(63 42601.13),(64 42095.336),(65 41642.848),(66 41665.887),(67 41328.625),(68 40981.785),(69 40917.063),(70 40810.27),(71 40672.37),(72 40614.465),(73 39763.58),(74 39695.637),(75 39784.145),(76 39664.8),(77 39484.73),(78 39407.875),(79 39256.62),
(1 7385.621),(2 13752.097),(3 15516.884),(4 16946.82),(5 18293.902),(6 20406.176),(7 22569.158),(8 24398.932),(9 25136.678),(10 26177.24),(11 27152.863),(12 28981.553),(13 30269.162),(14 30618.172),(15 30575.395),(16 31407.576),(17 32809.582),(18 34161.69),(19 34996.664),(20 35490.414),(21 35398.926),(22 35209.27),(23 35852.215),(24 36634.04),(25 36508.453),(26 36632.61),(27 36714.523),(28 36839.56),(29 37180.88),(30 37536.914),(31 37705.363),(32 38077.703),(33 38300.29),(34 38718.594),(35 39001.504),(36 39138.453),(37 39594.85),(38 39874.777),(39 39854.887),(40 40081.207),(41 40003.203),(42 40191.16),(43 40762.67),(44 41085.355),(45 40983.266),(46 40938.863),(47 40792.035),(48 40795.79),(49 40673.285),(50 40768.38),(51 40789.418),(52 41232.49),(53 41560.46),(54 41172.15),(55 40853.496),(56 41012.02),(57 41404.64),(58 41057.027),(59 41377.15),(60 42060.414),(61 42539.41),(62 42627.816),(63 42635.434),(64 42469.895),(65 41910.62),(66 41494.188),(67 41448.64),(68 41700.21),(69 41410.59),(70 41002.535),(71 40821.656),(72 40130.67),(73 39800.797),(74 39578.816),(75 39356.75),(76 39251.863),(77 39240.324),(78 38919.613),(79 38757.62),
(1 7217.4355),(2 12980.323),(3 14254.797),(4 15462.113),(5 17034.314),(6 19227.035),(7 21486.553),(8 23386.35),(9 24435.578),(10 24921.148),(11 25983.236),(12 27871.135),(13 29426.385),(14 30118.383),(15 30247.49),(16 31132.184),(17 32383.465),(18 33149.43),(19 33933.945),(20 34418.6),(21 34547.973),(22 34508.24),(23 34889.492),(24 35563.62),(25 35902.75),(26 36248.62),(27 36707.473),(28 36499.555),(29 36737.54),(30 36909.28),(31 37102.984),(32 37649.5),(33 37794.027),(34 38084.586),(35 38589.1),(36 38763.133),(37 39187.016),(38 39601.082),(39 39402.21),(40 39152.82),(41 39449.57),(42 39658.848),(43 40045.54),(44 39936.723),(45 39876.234),(46 40240.97),(47 40199.11),(48 39830.305),(49 40008.207),(50 40512.438),(51 40789.113),(52 41112.57),(53 41101.777),(54 40657.73),(55 40634.453),(56 40918.137),(57 41205.426),(58 41198.336),(59 41206.88),(60 41356.836),(61 41424.637),(62 41183.14),(63 41457.305),(64 41453.938),(65 41455.496),(66 41657.105),(67 41586.207),(68 41277.43),(69 41082.38),(70 40818.484),(71 40381.105),(72 40191.836),(73 40068.34),(74 39441.992),(75 39433.117),(76 38928.668),(77 38402.418),(78 38753.332),(79 38893.43),
(1 7081.7617),(2 12603.787),(3 13560.674),(4 14695.668),(5 16197.108),(6 18276.578),(7 20345.18),(8 21684.03),(9 22756.459),(10 23353.578),(11 24252.78),(12 25952.762),(13 27268.51),(14 27542.096),(15 27765.086),(16 28991.19),(17 30240.898),(18 30782.227),(19 31441.814),(20 32071.588),(21 32108.234),(22 32291.283),(23 32754.988),(24 33299.59),(25 33778.645),(26 34138.66),(27 34666.58),(28 34753.926),(29 34912.363),(30 34853.395),(31 35264.72),(32 35575.777),(33 35726.492),(34 36091.285),(35 36457.707),(36 36764.434),(37 37432.375),(38 37597.016),(39 37721.25),(40 37738.01),(41 37615.266),(42 38073.297),(43 38369.906),(44 38229.152),(45 38317.098),(46 38439.684),(47 38047.992),(48 37961.56),(49 38024.21),(50 37833.098),(51 37781.785),(52 37754.137),(53 37866.656),(54 38125.26),(55 38587.355),(56 38996.39),(57 39157.555),(58 39469.53),(59 39535.184),(60 39538.01),(61 39809.145),(62 40327.836),(63 40108.09),(64 39658.754),(65 39258.44),(66 39182.152),(67 39290.83),(68 39316.582),(69 39199.277),(70 38763.45),(71 38159.35),(72 38123.867),(73 37583.41),(74 36850.016),(75 36775.78),(76 36417.203),(77 35769.164),(78 35931.926),(79 35955.99),
(1 7048.795),(2 12665.8545),(3 13877.237),(4 15371.18),(5 16975.777),(6 19065.05),(7 21055.775),(8 22569.236),(9 23486.525),(10 24425.787),(11 25495.133),(12 27241.814),(13 28460.172),(14 28977.264),(15 29519.889),(16 31167.71),(17 32736.14),(18 33459.44),(19 34100.867),(20 34579.277),(21 35064.19),(22 35215.414),(23 35220.99),(24 35776.945),(25 36205.77),(26 36751.62),(27 37125.883),(28 37232.938),(29 37320.06),(30 37234.074),(31 37424.703),(32 37885.387),(33 38093.605),(34 38470.69),(35 38540.668),(36 38788.87),(37 39354.95),(38 39769.418),(39 39648.32),(40 39791.613),(41 40104.492),(42 40669.44),(43 41020.76),(44 41257.12),(45 41439.746),(46 41638.844),(47 41504.305),(48 41606.086),(49 41818.598),(50 41915.45),(51 42451.918),(52 42353.313),(53 42196.18),(54 42174.45),(55 42232.887),(56 42185.785),(57 42289.766),(58 42547.133),(59 42769.89),(60 42786.426),(61 42965.03),(62 43241.36),(63 43227.37),(64 42702.246),(65 42315.285),(66 41940.1),(67 41579.367),(68 41448.92),(69 40871.13),(70 40243.277),(71 39498.117),(72 39198.46),(73 38810.957),(74 37979.082),(75 37736.08),(76 37309.523),(77 36714.08),(78 36250.766),(79 36159.69),
(1 6764.4414),(2 12162.236),(3 13315.293),(4 14587.924),(5 16357.451),(6 18346.143),(7 20514.563),(8 21864.691),(9 22615.902),(10 24071.49),(11 25670.615),(12 27139.047),(13 28380.465),(14 28978.49),(15 29490.861),(16 31108.162),(17 32426.434),(18 33220.55),(19 33769),(20 33950.81),(21 34451.066),(22 34725.945),(23 35025.46),(24 35593.28),(25 35737.246),(26 35937.67),(27 36338.715),(28 36581.36),(29 36763.316),(30 37254.316),(31 37746.707),(32 37803.285),(33 37901.824),(34 38221.97),(35 38691.53),(36 39256.39),(37 39418.66),(38 39457.133),(39 39496.39),(40 39644.293),(41 39982.277),(42 40488.383),(43 40491.465),(44 40668.7),(45 40888.69),(46 40998.207),(47 41330.85),(48 41627.684),(49 41687.05),(50 41559.707),(51 41801.582),(52 41597.242),(53 41462.117),(54 41501.766),(55 41704.652),(56 41696.17),(57 41497.746),(58 41689.33),(59 41692.848),(60 41723.047),(61 41562.73),(62 41485.684),(63 41335.35),(64 40776.56),(65 40765.83),(66 40857.543),(67 40506.215),(68 40623.258),(69 40024.73),(70 39635.18),(71 39583.785),(72 39287.875),(73 38697.4),(74 38403.484),(75 38226.31),(76 37640.12),(77 37388.543),(78 37179.6),(79 36923.418),
(1 6494.6353),(2 11615.23),(3 12693.086),(4 13947.766),(5 15495.594),(6 17724.572),(7 19605.803),(8 20652.205),(9 21127.035),(10 22027.12),(11 23348.895),(12 24881.55),(13 26088.793),(14 26720.26),(15 27395.375),(16 28289.148),(17 29151.514),(18 29804.229),(19 30205.457),(20 30371.002),(21 31070.15),(22 31467.13),(23 31663.346),(24 32059.502),(25 32427.387),(26 32548.47),(27 32778.32),(28 33075.465),(29 33210.86),(30 33603.465),(31 34489.816),(32 34742.613),(33 34965.242),(34 35393.21),(35 35945.51),(36 36589.33),(37 37120.453),(38 37184.316),(39 37495.566),(40 38000.293),(41 38457.695),(42 38640.953),(43 38516.938),(44 38772.496),(45 38965.07),(46 39024.41),(47 38649.617),(48 38987.47),(49 39121.375),(50 39162.74),(51 38961.164),(52 38720.117),(53 38830.17),(54 38823.516),(55 38666.66),(56 38410.46),(57 38299.09),(58 38396.16),(59 38363.758),(60 38323.125),(61 38352.926),(62 37956.848),(63 37766.277),(64 37361.215),(65 36883.58),(66 36756.457),(67 36736.234),(68 36606.883),(69 36177.24),(70 36139.42),(71 35949.883),(72 35675.6),(73 35229.41),(74 34890.043),(75 34504.727),(76 34259.465),(77 34012.367),(78 33980.477),(79 33706.82),
(1 6176.8774),(2 10951.331),(3 12170.158),(4 13693.653),(5 15309.399),(6 16876.3),(7 18806.053),(8 20251.063),(9 20939.254),(10 21892.92),(11 23193.627),(12 24979.377),(13 26078.088),(14 26460.088),(15 27280.305),(16 28290.688),(17 29144.953),(18 29687.105),(19 30063.486),(20 30371.213),(21 30793.152),(22 31221.62),(23 31381.889),(24 31526.129),(25 31623.348),(26 31782.572),(27 32135.445),(28 32414.191),(29 32522.46),(30 32798.65),(31 33574.746),(32 34179.48),(33 34790.746),(34 35385.74),(35 35897.637),(36 36209.35),(37 36531.234),(38 36886.1),(39 37105.086),(40 37263.5),(41 37549.723),(42 37642.766),(43 37510.895),(44 37853.99),(45 38152.316),(46 38432.348),(47 38652.305),(48 38518.934),(49 38852.9),(50 38944.8),(51 38530.617),(52 38417.984),(53 38364.984),(54 38432.49),(55 38295.676),(56 38343.484),(57 38521.2),(58 38503.832),(59 38288.535),(60 38345.137),(61 38270.38),(62 38608.227),(63 38405.91),(64 37989.492),(65 37889.098),(66 37869.016),(67 37518.668),(68 37128.543),(69 36543.418),(70 36174.38),(71 36074.47),(72 35229.223),(73 34464.914),(74 33926.926),(75 33442.75),(76 33067.555),(77 32910.65),(78 32479.951),(79 32289.582),
(1 5970.8247),(2 10355.356),(3 11558.314),(4 13099.767),(5 14761.919),(6 16300.37),(7 17859.277),(8 19365.135),(9 20087.615),(10 20845.016),(11 22001.996),(12 23337.313),(13 24169.762),(14 24509.871),(15 25252.814),(16 26297.05),(17 27074.463),(18 27724.438),(19 28269.24),(20 28539.959),(21 28873.936),(22 29326.074),(23 29456.285),(24 29793.4),(25 30029.09),(26 30596.102),(27 30973.533),(28 31537.186),(29 31382.361),(30 31510.336),(31 32113.201),(32 32433.354),(33 32635.404),(34 33233.016),(35 33686.715),(36 33915.62),(37 33996.047),(38 34399.977),(39 34834.47),(40 35180.383),(41 35704.03),(42 35527.56),(43 35643.266),(44 36341.59),(45 36312.254),(46 36273.938),(47 36500.32),(48 36640.14),(49 36706.895),(50 36545.875),(51 36288.83),(52 36007.684),(53 35958.07),(54 35928.156),(55 35773.723),(56 35849.227),(57 35653.984),(58 35264.074),(59 35152.25),(60 35207.543),(61 35015.418),(62 34825.26),(63 34675.895),(64 34417.023),(65 34213.844),(66 34138.84),(67 33913.508),(68 33641.645),(69 33101.996),(70 32828.094),(71 32671.459),(72 32230.357),(73 31747.885),(74 31389.234),(75 31430.723),(76 31186.553),(77 31222.148),(78 31405.547),(79 31185.33),
(1 5856.235),(2 10378),(3 11482.872),(4 12820.6455),(5 14322.719),(6 16030.101),(7 17700.178),(8 18739.63),(9 19558.018),(10 20436.873),(11 21714.5),(12 23137.686),(13 23982.691),(14 24511.68),(15 25573.813),(16 26620.023),(17 27349.607),(18 27964.746),(19 28466.516),(20 28641.633),(21 28998.816),(22 29304.434),(23 29391.852),(24 29922.266),(25 30289.082),(26 30721.133),(27 31032.96),(28 31266.227),(29 31095.125),(30 31190.293),(31 31377.703),(32 31450.395),(33 31448.277),(34 31715.137),(35 32015.025),(36 32207.494),(37 32451.38),(38 32807.867),(39 32845.484),(40 33113.16),(41 33331.87),(42 33117.51),(43 33632.516),(44 34392.07),(45 34205.33),(46 34307.066),(47 34671.355),(48 34848.86),(49 34974.28),(50 35033.44),(51 35011.43),(52 35006.793),(53 34956.754),(54 34890.965),(55 34813.008),(56 34745.844),(57 34423.234),(58 34300.25),(59 34565.773),(60 34800.742),(61 34897.79),(62 34697.867),(63 34519.03),(64 34456.613),(65 34337.598),(66 34399.59),(67 34542.87),(68 34295.76),(69 33891.688),(70 33756.285),(71 33134.473),(72 32798.83),(73 32340.576),(74 32186.604),(75 32484.785),(76 32150.031),(77 32154.262),(78 32309.15),(79 32014.105),
(1 6031.2993),(2 10387.296),(3 11281.57),(4 12602.252),(5 14094.18),(6 15810.553),(7 17204.348),(8 18246.27),(9 19068.424),(10 20022.512),(11 21112.729),(12 22589.516),(13 23329.783),(14 23753.154),(15 24848.504),(16 25867.977),(17 26492.758),(18 27272.326),(19 27653.895),(20 27787.064),(21 28056.328),(22 28480.508),(23 28629.973),(24 28846.855),(25 29057.658),(26 29296.93),(27 29581.367),(28 29946.432),(29 30087.443),(30 30642.47),(31 30957.475),(32 31176.717),(33 31389.775),(34 32309.754),(35 33065.316),(36 33558.36),(37 33757.766),(38 33926.063),(39 33712.234),(40 33832.84),(41 33790.53),(42 33865.37),(43 34386.14),(44 34723.49),(45 34854.3),(46 34927.38),(47 35150.734),(48 35208.59),(49 35339.305),(50 35393.375),(51 35134.35),(52 34686.477),(53 34959.957),(54 35004.688),(55 34940.645),(56 34999.68),(57 35085.043),(58 35253.438),(59 35178.42),(60 35491.457),(61 35883.34),(62 35513.65),(63 35446.19),(64 35193.676),(65 35078.492),(66 35087.76),(67 34743.652),(68 34362.996),(69 34060.254),(70 33610.47),(71 33139.625),(72 33194.45),(73 32741.11),(74 32532.887),(75 32801.59),(76 32474.455),(77 32059.941),(78 31859.338),(79 31386.97),
(1 5747.087),(2 9962.744),(3 11043.489),(4 12355.901),(5 14053.76),(6 15742.73),(7 17390.176),(8 18382.742),(9 19289.744),(10 20275.234),(11 21443.613),(12 22720.014),(13 23471.207),(14 23908.186),(15 25044.582),(16 25835.574),(17 26276.291),(18 27099.18),(19 27541.645),(20 27915.588),(21 28120.055),(22 28267.805),(23 28359.97),(24 29023.555),(25 29102.145),(26 29125.236),(27 29316.021),(28 29372.674),(29 29452.063),(30 29546.688),(31 29701.52),(32 29998.795),(33 30138.941),(34 30514.166),(35 31153.082),(36 31465.588),(37 31628.73),(38 31764.998),(39 32071.031),(40 32182.762),(41 32278.424),(42 32762.572),(43 33377.18),(44 33592.57),(45 33539.266),(46 33641.586),(47 33795.836),(48 33845),(49 33943.13),(50 34031.37),(51 33765.492),(52 33498.727),(53 33666.035),(54 33693.746),(55 33815.664),(56 33723.645),(57 33820.24),(58 33982.97),(59 34076.08),(60 33784.043),(61 33991.76),(62 33895.74),(63 33758.22),(64 33585.176),(65 33596.56),(66 33562.324),(67 33141.63),(68 32559.674),(69 32335.883),(70 31761.76),(71 31420.86),(72 31478.328),(73 31178.95),(74 31500.633),(75 31283.15),(76 30797.713),(77 30844.873),(78 30561.879),(79 30047.227),
