1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54584.99),(2 199676),(3 419735.97),(4 689561.5),(5 987780.25),(6 1304418.3),(7 1613567.3),(8 1919319.6),(9 2217158),(10 2507798),(11 2807120.3),(12 3096611.5),(13 3379171.5),(14 3611117.3),(15 3784350.3),(16 3916874.5),(17 4004393.8),(18 4093887.8),(19 4167449.8),(20 4233817.5),(21 4307421),(22 4378864),(23 4445157),(24 4476167.5),(25 4501632),(26 4527702.5),(27 4564343.5),(28 4635703),(29 4709321),(30 4813732),(31 4918206),(32 5006241),(33 5122535.5),(34 5233868.5),(35 5382221),(36 5537740.5),(37 5712938.5),(38 5901369),(39 6089591),(40 6265074),(41 6369863),(42 6404195),(43 6430101.5),(44 6443915),(45 6494115),(46 6556469),(47 6653365),(48 6756345),(49 6852182.5),(50 6947886),(51 7024459),(52 7093275),(53 7145471.5),(54 7188199.5),(55 7245237),(56 7302148),(57 7359101),(58 7414191.5),(59 7426672.5),(60 7422695),(61 7413166.5),(62 7390135.5),(63 7381632.5),(64 7359593.5),(65 7331191),(66 7302356),(67 7264218.5),(68 7221454),(69 7178636.5),(70 7156058.5),(71 7158966.5),(72 7188309.5),(73 7252581.5),(74 7352217.5),(75 7466211),(76 7571431),(77 7653667),(78 7723501),(79 7780359),
(1 54585.28),(2 195563.67),(3 402310),(4 650150.3),(5 922051.5),(6 1206597.5),(7 1478488),(8 1723289.4),(9 1955529.4),(10 2167959.3),(11 2364387.5),(12 2552299.5),(13 2720598.3),(14 2837866.3),(15 2933566),(16 3019121),(17 3107693.3),(18 3216826.8),(19 3317346.8),(20 3414377.3),(21 3491453),(22 3563967.3),(23 3625440.8),(24 3667582.8),(25 3713451.3),(26 3761124.3),(27 3809804.8),(28 3909140),(29 4018401.3),(30 4166303),(31 4301504),(32 4425648.5),(33 4548820),(34 4670419.5),(35 4811768.5),(36 4950291.5),(37 5103425.5),(38 5262782.5),(39 5403576.5),(40 5535456.5),(41 5629534.5),(42 5719674.5),(43 5813948),(44 5892348),(45 5997444),(46 6099074.5),(47 6226200.5),(48 6343325.5),(49 6450921.5),(50 6573728.5),(51 6648945.5),(52 6740684.5),(53 6818701.5),(54 6920731.5),(55 7027100),(56 7146673.5),(57 7272224.5),(58 7370772),(59 7460956.5),(60 7559380),(61 7684458.5),(62 7847920.5),(63 8058038.5),(64 8279077.5),(65 8512627),(66 8740977),(67 8935097),(68 9056426),(69 9134449),(70 9182216),(71 9219084),(72 9218797),(73 9242125),(74 9256757),(75 9267055),(76 9280647),(77 9292811),(78 9312142),(79 9335096),
(1 51863.98),(2 182768.8),(3 368802.63),(4 597340.8),(5 845698.9),(6 1096317),(7 1351480.6),(8 1590781.9),(9 1828716.5),(10 2056043.3),(11 2256415),(12 2432790),(13 2576379.3),(14 2681308.3),(15 2769384.3),(16 2874074.5),(17 2973783),(18 3083075.8),(19 3174205.5),(20 3274908.8),(21 3368011.3),(22 3457929),(23 3550243.3),(24 3619929),(25 3681195.3),(26 3741859.3),(27 3782190.5),(28 3838419.3),(29 3870023.8),(30 3932828.8),(31 4000905),(32 4070375),(33 4173995.5),(34 4265099),(35 4416274),(36 4558867),(37 4707382),(38 4890598),(39 5072749.5),(40 5270132),(41 5442928),(42 5600199.5),(43 5744720),(44 5862795.5),(45 5989557),(46 6103671),(47 6211613.5),(48 6307221),(49 6380114.5),(50 6466404.5),(51 6503006.5),(52 6553133),(53 6605254),(54 6675286),(55 6770699),(56 6838427),(57 6890695.5),(58 6899549.5),(59 6924846.5),(60 6952420),(61 7024036),(62 7136930.5),(63 7304368.5),(64 7469817.5),(65 7614739),(66 7721448.5),(67 7776749),(68 7796038.5),(69 7792016.5),(70 7785922.5),(71 7785737),(72 7781871.5),(73 7789731),(74 7786775),(75 7777334),(76 7776361),(77 7779351.5),(78 7796846),(79 7814249),
(1 61043.086),(2 219490.45),(3 443069.2),(4 719148),(5 1016531.44),(6 1322037.4),(7 1626605),(8 1913143.3),(9 2188714),(10 2442161.8),(11 2660283.3),(12 2832619),(13 2954735.8),(14 3008355.3),(15 3028572.5),(16 3048106.3),(17 3075408.8),(18 3138800),(19 3220269.5),(20 3342029.5),(21 3487752.3),(22 3655702.8),(23 3845140.3),(24 4038143.3),(25 4233273.5),(26 4406947),(27 4545674.5),(28 4674307),(29 4781175.5),(30 4887787),(31 4968891),(32 5014308),(33 5033527),(34 5019580),(35 5030081.5),(36 5051778),(37 5081054.5),(38 5144822),(39 5221886),(40 5312881.5),(41 5402125.5),(42 5465739.5),(43 5512688.5),(44 5531424),(45 5535746),(46 5515255.5),(47 5493226),(48 5475705.5),(49 5452669),(50 5442391.5),(51 5418158.5),(52 5409119.5),(53 5425018),(54 5467507),(55 5533892),(56 5609490.5),(57 5695281.5),(58 5772032),(59 5828473),(60 5861371.5),(61 5895378.5),(62 5906944.5),(63 5935836),(64 5933654.5),(65 5913422.5),(66 5882770),(67 5832001.5),(68 5766854),(69 5708775.5),(70 5658541.5),(71 5605627.5),(72 5565020),(73 5554825.5),(74 5552976),(75 5576718),(76 5616274.5),(77 5684002.5),(78 5772410),(79 5871081),
(1 56358.617),(2 199815.86),(3 406548.88),(4 658610.44),(5 930210.7),(6 1211148.5),(7 1484861.5),(8 1733794.6),(9 1968755.3),(10 2178916.3),(11 2362843.5),(12 2519215.5),(13 2641604.8),(14 2725708.8),(15 2800644.8),(16 2871841.8),(17 2951791.5),(18 3028201.8),(19 3071590),(20 3120838.5),(21 3157996.3),(22 3203186.3),(23 3259785.8),(24 3332134.8),(25 3441357),(26 3572421),(27 3716322.3),(28 3893651.5),(29 4067536.5),(30 4261977.5),(31 4437139),(32 4602058),(33 4749185),(34 4838038.5),(35 4928723.5),(36 4976942),(37 5000159.5),(38 5015946),(39 5007408.5),(40 5018191),(41 5041009),(42 5079440),(43 5124205),(44 5167436.5),(45 5220611),(46 5243376.5),(47 5252820),(48 5248239.5),(49 5227277),(50 5212859.5),(51 5186686),(52 5162089.5),(53 5133902),(54 5113740),(55 5105064.5),(56 5110672.5),(57 5137538.5),(58 5175590),(59 5239907.5),(60 5318147.5),(61 5422476),(62 5562551.5),(63 5708285.5),(64 5847263.5),(65 5953120),(66 6044357.5),(67 6109826.5),(68 6165708),(69 6214527),(70 6245673.5),(71 6259590.5),(72 6253315),(73 6255141.5),(74 6254606),(75 6265947.5),(76 6291997.5),(77 6353287.5),(78 6435632.5),(79 6542067),
(1 58902.13),(2 208682.1),(3 423826.44),(4 682952.94),(5 958216.25),(6 1233050.1),(7 1493891.1),(8 1724160.1),(9 1930270.6),(10 2106616.3),(11 2266118.5),(12 2396515.8),(13 2507021),(14 2601399.3),(15 2696107.3),(16 2789117),(17 2891779),(18 2995644),(19 3099627.8),(20 3206939.3),(21 3314212.3),(22 3419232.5),(23 3526692.5),(24 3629210.3),(25 3720279),(26 3813172.8),(27 3901027.8),(28 4010644.3),(29 4115296.5),(30 4221319.5),(31 4313467.5),(32 4383774),(33 4452511),(34 4515053),(35 4612102),(36 4712077),(37 4828670),(38 4965599.5),(39 5095475.5),(40 5224926),(41 5355176.5),(42 5477093.5),(43 5581295),(44 5652503.5),(45 5699915.5),(46 5699297),(47 5677263),(48 5648725.5),(49 5630963.5),(50 5641201.5),(51 5680296),(52 5750438.5),(53 5851942.5),(54 5983854.5),(55 6133560),(56 6321588.5),(57 6512177.5),(58 6700349),(59 6866383.5),(60 6995539),(61 7116014),(62 7232523.5),(63 7345805),(64 7429812.5),(65 7488128),(66 7534048.5),(67 7584345.5),(68 7643726.5),(69 7705997.5),(70 7759409),(71 7804762.5),(72 7826607),(73 7853153.5),(74 7892026),(75 7930851),(76 7984069.5),(77 8034074.5),(78 8069399.5),(79 8086889),
(1 58214.406),(2 208689.5),(3 425224.38),(4 683838.1),(5 955407.4),(6 1222633.3),(7 1455878.5),(8 1650000.8),(9 1804230.8),(10 1923061.4),(11 2025862.3),(12 2112436.5),(13 2186638),(14 2271078.8),(15 2373542.8),(16 2487703),(17 2621284.3),(18 2781350.3),(19 2952151.8),(20 3129220.8),(21 3313947.5),(22 3478069.3),(23 3633251.3),(24 3755118.3),(25 3842103.5),(26 3899064.8),(27 3913311.3),(28 3931115.5),(29 3906933.5),(30 3880043.5),(31 3832236.8),(32 3759492.3),(33 3703905.5),(34 3667386.3),(35 3685163.3),(36 3744056.3),(37 3839180.5),(38 3972597.5),(39 4105530.8),(40 4238194),(41 4345790.5),(42 4435010.5),(43 4517106.5),(44 4577553),(45 4640081.5),(46 4694135),(47 4755335.5),(48 4832584.5),(49 4925101.5),(50 5041254.5),(51 5156659.5),(52 5290258.5),(53 5426557),(54 5576460),(55 5731980.5),(56 5901401),(57 6072119.5),(58 6213743.5),(59 6335163),(60 6422601.5),(61 6476948.5),(62 6538769),(63 6630393),(64 6733169.5),(65 6857538),(66 6993297.5),(67 7146876),(68 7281481.5),(69 7403347),(70 7514153.5),(71 7598254),(72 7658804.5),(73 7698658),(74 7716783.5),(75 7690400),(76 7634451.5),(77 7546668.5),(78 7439804),(79 7325356.5),
(1 46704.055),(2 162982.06),(3 328484.13),(4 524853.3),(5 726093.56),(6 921374.6),(7 1100530.6),(8 1265516.9),(9 1422585.6),(10 1564119.8),(11 1692014.3),(12 1806874.3),(13 1925088.6),(14 2040594.1),(15 2164047.8),(16 2290372.5),(17 2419322.3),(18 2558778.3),(19 2680261.3),(20 2784645),(21 2859277.5),(22 2906183.8),(23 2952979.8),(24 2975326.5),(25 2991834.8),(26 3006821),(27 3022897),(28 3083156),(29 3137909),(30 3224857.8),(31 3318348.5),(32 3419586),(33 3548422.5),(34 3674837.3),(35 3844978.5),(36 4019557.5),(37 4192701),(38 4359523.5),(39 4485175),(40 4599814),(41 4684773),(42 4783283),(43 4891911),(44 4967913),(45 5067955.5),(46 5167685),(47 5278865),(48 5399608),(49 5522440.5),(50 5658419.5),(51 5777154),(52 5898720.5),(53 5979798),(54 6039352),(55 6075099),(56 6090141),(57 6091102),(58 6068681.5),(59 6061009.5),(60 6068221),(61 6075297.5),(62 6133218.5),(63 6227573.5),(64 6326855),(65 6433051),(66 6523838),(67 6588491),(68 6619013),(69 6631661.5),(70 6625011.5),(71 6594315.5),(72 6534548.5),(73 6481629.5),(74 6439197),(75 6423795.5),(76 6456026),(77 6526988.5),(78 6632552),(79 6759587.5),
(1 57769.164),(2 203786),(3 407307.38),(4 652910.4),(5 902968.06),(6 1140036.8),(7 1352187),(8 1526255),(9 1663912.5),(10 1766480.3),(11 1842989.8),(12 1897549.8),(13 1962833.8),(14 2039245.1),(15 2139488.5),(16 2250438.5),(17 2382424.5),(18 2549994),(19 2694496.3),(20 2826717.8),(21 2927992.5),(22 2999477.3),(23 3063706.8),(24 3093293.3),(25 3134230),(26 3195925.5),(27 3249294),(28 3344365),(29 3410234.3),(30 3509787),(31 3593050.8),(32 3683305),(33 3794712.3),(34 3866487.5),(35 3970841),(36 4065838.5),(37 4157627.5),(38 4251618),(39 4321407),(40 4400751),(41 4469192),(42 4548395),(43 4635092),(44 4705846.5),(45 4804209),(46 4923518),(47 5053152.5),(48 5184822.5),(49 5311739),(50 5440082),(51 5537357),(52 5635842),(53 5722929.5),(54 5791878),(55 5841753),(56 5888213),(57 5944472.5),(58 6016218),(59 6126138.5),(60 6258727),(61 6400379.5),(62 6564358),(63 6727958),(64 6852283),(65 6930686),(66 6965235.5),(67 6946934),(68 6918379.5),(69 6879264.5),(70 6827355),(71 6767465),(72 6703700),(73 6651773.5),(74 6584467.5),(75 6521135),(76 6474085),(77 6433743),(78 6400174),(79 6360079),
(1 49853.434),(2 175422.25),(3 352914.75),(4 564087.25),(5 781512.6),(6 991333.06),(7 1185361.9),(8 1357990),(9 1518172),(10 1665793.8),(11 1805390.8),(12 1928635.9),(13 2036028.8),(14 2129329),(15 2221402.5),(16 2299144.8),(17 2384419),(18 2491109.5),(19 2582019.8),(20 2678594.8),(21 2767018.5),(22 2835932.3),(23 2907452.5),(24 2943443.5),(25 2983351.8),(26 3011309.5),(27 3023230.8),(28 3052942.5),(29 3059206.8),(30 3090872.8),(31 3123236),(32 3159683),(33 3212357.5),(34 3257752.8),(35 3333322.5),(36 3405832.3),(37 3482327),(38 3586512),(39 3685740),(40 3801228),(41 3914159.3),(42 4028948.3),(43 4146822.5),(44 4243894.5),(45 4345579.5),(46 4423019.5),(47 4496954),(48 4565942),(49 4623424.5),(50 4683225),(51 4748055),(52 4830336),(53 4926869),(54 5036469),(55 5142230.5),(56 5249839.5),(57 5367137.5),(58 5481119),(59 5580626),(60 5656456),(61 5723524.5),(62 5788680),(63 5827772.5),(64 5852295.5),(65 5862413),(66 5860147),(67 5841975.5),(68 5799008.5),(69 5748236),(70 5684492.5),(71 5616391),(72 5531321),(73 5431046.5),(74 5327747.5),(75 5232560.5),(76 5154594),(77 5079895.5),(78 4999151),(79 4904520),
(1 49935.67),(2 175817.38),(3 356467.66),(4 568875.56),(5 786021.2),(6 999168.56),(7 1195327.6),(8 1361316.6),(9 1500823.1),(10 1613328.8),(11 1711561.5),(12 1803381.5),(13 1899982.9),(14 1999002),(15 2099638),(16 2187061.5),(17 2270906),(18 2348348.8),(19 2416768),(20 2495840.5),(21 2583219.3),(22 2674060.3),(23 2758186.8),(24 2833760),(25 2908623),(26 2979961.8),(27 3046882.3),(28 3138144.5),(29 3221834.8),(30 3321564.3),(31 3415220.5),(32 3488246.8),(33 3556057.3),(34 3611646.3),(35 3671625.3),(36 3709191.8),(37 3729334.8),(38 3767511.8),(39 3798535.8),(40 3847506.3),(41 3895839.5),(42 3954559),(43 4007985),(44 4049059.8),(45 4085897.3),(46 4109352.8),(47 4130639.5),(48 4150603),(49 4160118),(50 4161121.8),(51 4160069),(52 4156465),(53 4155831.8),(54 4158287.5),(55 4173526.5),(56 4212196.5),(57 4271956),(58 4336251),(59 4381767.5),(60 4414913),(61 4437556),(62 4468145.5),(63 4492729.5),(64 4505208),(65 4513179.5),(66 4518666.5),(67 4521395),(68 4535618.5),(69 4562226.5),(70 4604264),(71 4666425.5),(72 4737900),(73 4825576),(74 4911412),(75 4996498.5),(76 5069442),(77 5100263.5),(78 5098490.5),(79 5061607.5),
(1 41483.516),(2 141926.64),(3 282471.44),(4 440863.2),(5 601637.75),(6 758216.5),(7 903795.25),(8 1036425.3),(9 1158166.4),(10 1264239.4),(11 1360643.6),(12 1449395),(13 1536037.3),(14 1631059.9),(15 1737620.8),(16 1834506.5),(17 1926769.8),(18 2026203.4),(19 2108963),(20 2210940.3),(21 2320483.5),(22 2425126.3),(23 2531977.5),(24 2618492.5),(25 2710661),(26 2788478.8),(27 2842456.5),(28 2903476),(29 2956173),(30 3027170),(31 3099039),(32 3162871),(33 3249717.5),(34 3324917.5),(35 3407884.8),(36 3466743),(37 3512756),(38 3573503),(39 3636203.3),(40 3707159.3),(41 3763707.5),(42 3817822.8),(43 3876218.3),(44 3911207.5),(45 3961906.8),(46 3999528.5),(47 4037884),(48 4072451),(49 4093834.3),(50 4125951),(51 4149945.8),(52 4181665),(53 4211576),(54 4242870),(55 4285322.5),(56 4319814.5),(57 4348417.5),(58 4372370.5),(59 4384391),(60 4381550),(61 4366698.5),(62 4353476.5),(63 4335897),(64 4327856.5),(65 4331666),(66 4353078),(67 4383364.5),(68 4416976.5),(69 4461422),(70 4514922),(71 4588592),(72 4637714),(73 4670550),(74 4682664.5),(75 4678600.5),(76 4685253),(77 4699120.5),(78 4719651.5),(79 4741164),
(1 47775.117),(2 164054.23),(3 322623.5),(4 494208.3),(5 657780.2),(6 807054.9),(7 931603.75),(8 1037103.4),(9 1133172.3),(10 1220399.4),(11 1311987.1),(12 1393343.1),(13 1468561.3),(14 1558259.1),(15 1663813.6),(16 1767036.3),(17 1865765.8),(18 1973627.5),(19 2065915),(20 2149250.5),(21 2223719),(22 2277735),(23 2328164),(24 2350568.8),(25 2389140.3),(26 2445050.5),(27 2507495.3),(28 2606847.5),(29 2688323.3),(30 2771485.5),(31 2836829.8),(32 2883321),(33 2935763.8),(34 2964892.5),(35 3011938.3),(36 3051801.8),(37 3090000.3),(38 3150356.5),(39 3212856.5),(40 3296769.5),(41 3382580.5),(42 3467237.3),(43 3560999.5),(44 3645968),(45 3754334.5),(46 3849778.5),(47 3931629.8),(48 3993340.3),(49 4020731.5),(50 4047431.5),(51 4076426),(52 4127751),(53 4196739),(54 4277849.5),(55 4379068.5),(56 4478071.5),(57 4579558.5),(58 4662985.5),(59 4726294.5),(60 4754613),(61 4757778),(62 4761364.5),(63 4770741),(64 4773881.5),(65 4787413.5),(66 4817196.5),(67 4865611),(68 4930631),(69 5003536),(70 5070008),(71 5125869),(72 5155890.5),(73 5175383.5),(74 5190510),(75 5198005),(76 5199477.5),(77 5192429.5),(78 5174276.5),(79 5132114),
(1 46335.46),(2 161342.67),(3 318209.72),(4 497236.88),(5 668477.25),(6 830208.7),(7 976560.2),(8 1105478.8),(9 1223215),(10 1330887.4),(11 1431372.3),(12 1531410.9),(13 1633972.6),(14 1742277.5),(15 1869301),(16 1992589.4),(17 2117819),(18 2245399.5),(19 2354327.8),(20 2463074),(21 2563120),(22 2647552.3),(23 2725853.8),(24 2768768.8),(25 2805346.5),(26 2842507.5),(27 2881260.3),(28 2950824.5),(29 3000687.8),(30 3069487.8),(31 3118789.8),(32 3154429.3),(33 3190746.8),(34 3213135.3),(35 3229829),(36 3235762.8),(37 3236324.3),(38 3250659.5),(39 3260202.8),(40 3291553),(41 3319904),(42 3338195.3),(43 3362700.8),(44 3379414),(45 3418768.8),(46 3447484.8),(47 3469137),(48 3486965.3),(49 3493670.5),(50 3512261.3),(51 3529627.5),(52 3557949.3),(53 3593040.3),(54 3626011.5),(55 3671959.8),(56 3718699.5),(57 3761745),(58 3786639.3),(59 3816963.3),(60 3829196.5),(61 3834253.8),(62 3852784.8),(63 3898048.3),(64 3951282.3),(65 4020560.3),(66 4095513.3),(67 4158429.5),(68 4210313),(69 4251848),(70 4277128),(71 4290797),(72 4275664.5),(73 4259706.5),(74 4240231),(75 4232211),(76 4241745),(77 4267594),(78 4291695.5),(79 4292638.5),
(1 45409.984),(2 155625.61),(3 297350.5),(4 449662.97),(5 594594.56),(6 731895.94),(7 862622.1),(8 988055.8),(9 1106574.6),(10 1217435.3),(11 1317899.9),(12 1412457.1),(13 1507344.9),(14 1603038.6),(15 1700393.8),(16 1782644.8),(17 1868308.6),(18 1960672.1),(19 2036586.9),(20 2115277.3),(21 2193690.3),(22 2268357.3),(23 2353202.3),(24 2420572),(25 2515866.3),(26 2626495.8),(27 2744209.3),(28 2880068.8),(29 2986907),(30 3094844.5),(31 3184030.3),(32 3249707),(33 3319489.5),(34 3377976.3),(35 3455094),(36 3526699.8),(37 3593706),(38 3661954.5),(39 3720552.3),(40 3793833),(41 3853787.5),(42 3893430.8),(43 3935690.8),(44 3963986.5),(45 4000992.8),(46 4022267),(47 4040726.8),(48 4044499.3),(49 4035505.8),(50 4044904.5),(51 4058540),(52 4087564),(53 4119107.3),(54 4156885.8),(55 4187306.3),(56 4198904.5),(57 4200373),(58 4189379.5),(59 4189926.5),(60 4186633.5),(61 4187786.8),(62 4204395.5),(63 4236615.5),(64 4271613.5),(65 4312244),(66 4349358),(67 4379949),(68 4409726),(69 4435413.5),(70 4447224.5),(71 4447737.5),(72 4417384),(73 4395593.5),(74 4375100.5),(75 4363843),(76 4367184.5),(77 4380436.5),(78 4395791),(79 4407436.5),
(1 55694.703),(2 194569.73),(3 377737),(4 568125.56),(5 737341.75),(6 882732.56),(7 1004143.25),(8 1107898),(9 1202280.6),(10 1286027.4),(11 1368429.4),(12 1454865.8),(13 1547824.9),(14 1643366.9),(15 1736704.8),(16 1807655.3),(17 1864881.5),(18 1918269.8),(19 1973742.5),(20 2033029),(21 2093003.3),(22 2139843.3),(23 2195061.5),(24 2244843.5),(25 2308247.5),(26 2383174.8),(27 2449306),(28 2537018.8),(29 2594618.8),(30 2665056.5),(31 2729880.5),(32 2793266.8),(33 2880272.8),(34 2954785.3),(35 3071969.3),(36 3173878.8),(37 3275331.5),(38 3373708.3),(39 3455158.5),(40 3532495.5),(41 3569767.5),(42 3585338.3),(43 3583913.3),(44 3565083.5),(45 3577747.8),(46 3589107.8),(47 3612943.3),(48 3627054.8),(49 3625169.3),(50 3634677),(51 3623790),(52 3617695.5),(53 3598046),(54 3580492.5),(55 3560714.3),(56 3538618.3),(57 3540411),(58 3543445.3),(59 3547471.3),(60 3556775.5),(61 3565594),(62 3584806),(63 3607677),(64 3632646),(65 3668496),(66 3706366.5),(67 3734160),(68 3761295.3),(69 3779454.5),(70 3791474.3),(71 3808416.8),(72 3811314),(73 3820634.3),(74 3831838.5),(75 3850525.8),(76 3867099.5),(77 3878618.3),(78 3887855.3),(79 3886767.5),
(1 50881.32),(2 175485.67),(3 338750.97),(4 508237.34),(5 651617.44),(6 759649.7),(7 836909.6),(8 898134.56),(9 960081.44),(10 1021673.94),(11 1099045.4),(12 1189038.6),(13 1282409.4),(14 1376877),(15 1464227.4),(16 1533586),(17 1579395.3),(18 1616962),(19 1645423.9),(20 1680375.3),(21 1732907.4),(22 1785819.9),(23 1852587.5),(24 1922853.5),(25 2008644.5),(26 2095220.1),(27 2169076),(28 2246777),(29 2296351),(30 2349250.3),(31 2393932.8),(32 2434466.8),(33 2481530.3),(34 2538602.5),(35 2613642.8),(36 2696331.8),(37 2790677),(38 2898898.8),(39 3006244),(40 3103193),(41 3182420.3),(42 3254273.5),(43 3330118.8),(44 3409319.5),(45 3501194.8),(46 3591979.5),(47 3694247.8),(48 3781725.3),(49 3850855.8),(50 3909259.8),(51 3943261.3),(52 3966075),(53 3977824.3),(54 3999785.3),(55 4013600),(56 4024457.3),(57 4045114.3),(58 4065237),(59 4094455),(60 4102152.5),(61 4092528),(62 4077937),(63 4054636.8),(64 4026466.5),(65 3994756.3),(66 3967675.5),(67 3933831.8),(68 3896611.5),(69 3867682.8),(70 3850289.5),(71 3830933.3),(72 3805179),(73 3776055.8),(74 3732945.8),(75 3694317.8),(76 3675129),(77 3673097),(78 3690948.5),(79 3719023),
(1 48656.824),(2 170310.75),(3 332018.8),(4 506864.16),(5 655053.3),(6 771731),(7 862668.8),(8 938925.94),(9 1019720.9),(10 1114139.5),(11 1226805.4),(12 1348351.3),(13 1472807.5),(14 1582717.4),(15 1683805.5),(16 1757856.4),(17 1807993.6),(18 1863573),(19 1912876.9),(20 1975367.6),(21 2045746),(22 2116060.5),(23 2189626),(24 2243388.3),(25 2287980.8),(26 2325014.5),(27 2342220.5),(28 2373171.3),(29 2384679.5),(30 2413890.8),(31 2444402),(32 2481949.5),(33 2534471.3),(34 2592244.8),(35 2663351),(36 2725656.3),(37 2774143),(38 2812726),(39 2831762.3),(40 2843491.8),(41 2853846),(42 2868538.3),(43 2888572.8),(44 2906078.8),(45 2943973.8),(46 2984127.8),(47 3036757.8),(48 3079065.5),(49 3114425),(50 3149334.3),(51 3172577.3),(52 3198125.3),(53 3221733.3),(54 3251383),(55 3281850.3),(56 3312854.5),(57 3351814.3),(58 3383591.5),(59 3418316.5),(60 3447881.5),(61 3468945.3),(62 3498455.3),(63 3521410.5),(64 3543040),(65 3561055),(66 3582692),(67 3598975.8),(68 3608489.5),(69 3622513.3),(70 3634654.5),(71 3648292.8),(72 3659926.5),(73 3677226),(74 3701332.5),(75 3716820.5),(76 3723054.5),(77 3707961.8),(78 3693618),(79 3681642),
