1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64424.566),(2 46810.25),(3 150444.25),(4 163641.19),(5 301239.63),(6 348006.53),(7 513321.03),(8 578696.7),(9 762184.5),(10 847126.25),(11 1056926.6),(12 1178836.6),(13 1438631.5),(14 1589946.4),(15 1862846.1),(16 2013388.4),(17 2280527.3),(18 2444845),(19 2750047.8),(20 2940785.3),(21 3264361.8),(22 3481278),(23 3822666.8),(24 4021017.3),(25 4384136),(26 4621415.5),(27 4983195),(28 5205844),(29 5575669.5),(30 5795688),(31 6158955.5),(32 6347427.5),(33 6643653.5),(34 6778850.5),(35 7052444.5),(36 7252553.5),(37 7627543.5),(38 7878418.5),(39 8296701.5),(40 8540268),(41 8916999),(42 9133723),(43 9493053),(44 9683373),(45 10016775),(46 10176464),(47 10428219),(48 10529736),(49 10771721),(50 10872699),(51 11092064),(52 11198136),(53 11462117),(54 11585027),(55 11808359),(56 11860773),(57 12021409),(58 11980557),(59 12043187),(60 11917364),(61 11902819),(62 11747356),(63 11775093),(64 11715701),(65 11769499),(66 11648780),(67 11707067),(68 11644600),(69 11718811),(70 11651695),(71 11699303),(72 11590477),(73 11619227),(74 11427821),(75 11368841),(76 11125243),(77 11078917),(78 10913943),(79 10934342),
(1 43733.734),(2 137456.44),(3 299108.75),(4 488659.47),(5 726408.4),(6 974706.25),(7 1245048.6),(8 1491406.3),(9 1719849),(10 1887753.6),(11 2028420.1),(12 2106330.5),(13 2145388.3),(14 2115900.8),(15 2061265.8),(16 1965893.8),(17 1876982.3),(18 1778162.6),(19 1706868),(20 1644896.8),(21 1628830.4),(22 1635231.6),(23 1688977.4),(24 1755915.5),(25 1876049.9),(26 2001444.1),(27 2149286.3),(28 2277956.5),(29 2412363.3),(30 2517568.8),(31 2621272.8),(32 2691871.8),(33 2745931.8),(34 2751112.3),(35 2738454.5),(36 2687375.8),(37 2627938.5),(38 2541143.8),(39 2453296.3),(40 2354402.8),(41 2274985.8),(42 2196091.3),(43 2146453.5),(44 2100683.3),(45 2088627.9),(46 2084528.9),(47 2103017.5),(48 2118560.8),(49 2162495.5),(50 2211817.8),(51 2296161.8),(52 2365409),(53 2452443.8),(54 2532926),(55 2634379.3),(56 2722949.8),(57 2831733.3),(58 2924326.5),(59 3026934),(60 3117982.5),(61 3219124.3),(62 3294022.3),(63 3369033),(64 3388347.3),(65 3383111),(66 3331350.3),(67 3289831.8),(68 3232707.8),(69 3211013.5),(70 3183790.5),(71 3185302),(72 3172026.5),(73 3190827.8),(74 3201588.8),(75 3240548.5),(76 3266495.3),(77 3310318.5),(78 3330066.5),(79 3368909.3),
(1 40894.887),(2 127547.664),(3 277955.66),(4 454432.6),(5 669670.2),(6 887640.2),(7 1122559.5),(8 1332280.5),(9 1527284.9),(10 1671442.4),(11 1785524.6),(12 1839972.5),(13 1871908.9),(14 1850165.6),(15 1815094.6),(16 1747410.5),(17 1697820.4),(18 1637695.4),(19 1604951.4),(20 1578040),(21 1598992.4),(22 1633832.1),(23 1703688.5),(24 1764092.9),(25 1848828),(26 1920489.6),(27 2005464.9),(28 2062837.4),(29 2127276.5),(30 2168867),(31 2220342),(32 2249541.5),(33 2276873),(34 2270273.5),(35 2274648.8),(36 2257602.3),(37 2252779.8),(38 2236427.8),(39 2239527.8),(40 2218535.5),(41 2210950.5),(42 2182455),(43 2160356.3),(44 2101242.8),(45 2055257.6),(46 1994668.1),(47 1958718.1),(48 1923328.1),(49 1929373.9),(50 1953552.1),(51 2024801.9),(52 2097248.5),(53 2201715),(54 2305782.3),(55 2430599),(56 2540129),(57 2668759),(58 2777494.8),(59 2888198.8),(60 2966964.3),(61 3036265.8),(62 3070844.8),(63 3091727.3),(64 3054574.8),(65 2979745),(66 2865100.8),(67 2769999.8),(68 2677664.5),(69 2621165.3),(70 2564425.3),(71 2540618.8),(72 2513024),(73 2519398),(74 2525327),(75 2562036.8),(76 2592800.5),(77 2647912.3),(78 2700119),(79 2764474.8),
(1 34227.21),(2 101764.54),(3 220153.31),(4 348787.63),(5 501651.44),(6 641926.06),(7 792254.2),(8 912653.1),(9 1031571.1),(10 1119502.3),(11 1199868.6),(12 1238485.5),(13 1271714.5),(14 1275332.1),(15 1286348.8),(16 1285557.8),(17 1305921.5),(18 1322257.6),(19 1370295.6),(20 1425307.3),(21 1521572.5),(22 1619576.4),(23 1729610.3),(24 1809874.4),(25 1903948.1),(26 1971376.1),(27 2039376.4),(28 2081906.9),(29 2132259),(30 2165711.8),(31 2217987),(32 2257964.3),(33 2313611),(34 2349796.8),(35 2397771),(36 2433231.3),(37 2474928.8),(38 2496104),(39 2525378),(40 2541387.5),(41 2560029),(42 2551854),(43 2533280.5),(44 2475826.5),(45 2424900.8),(46 2360924.8),(47 2311650.5),(48 2264395.3),(49 2262522.3),(50 2276869.5),(51 2330151.8),(52 2365773),(53 2419620),(54 2452543.8),(55 2485004),(56 2484938.5),(57 2484454.3),(58 2454352),(59 2430625.5),(60 2383347.5),(61 2342483.3),(62 2284281),(63 2237063.8),(64 2173753),(65 2117045.8),(66 2049769.5),(67 2005326.1),(68 1961767.4),(69 1942725.3),(70 1916281.8),(71 1910118.3),(72 1896105.8),(73 1907043.9),(74 1921138.3),(75 1962204.1),(76 1991801),(77 2045530.1),(78 2088348.1),(79 2142593.3),
(1 38246.574),(2 118438.84),(3 256224.05),(4 412285.53),(5 599383.94),(6 775152.75),(7 954828.6),(8 1087804.8),(9 1194107.3),(10 1248948.1),(11 1270748.3),(12 1236995.1),(13 1188131),(14 1109267.9),(15 1040948),(16 986732),(17 977357.8),(18 992293.2),(19 1047120.4),(20 1113785),(21 1206042.6),(22 1296715.9),(23 1393604.1),(24 1474560.6),(25 1574877.8),(26 1649514.9),(27 1705608.4),(28 1719307),(29 1723448.4),(30 1692518.4),(31 1655131.9),(32 1601550.1),(33 1558325.3),(34 1518731.5),(35 1509022.3),(36 1508697.6),(37 1524813.1),(38 1539909.5),(39 1574486.8),(40 1617255.6),(41 1681297.6),(42 1739827.4),(43 1803782.9),(44 1849159.5),(45 1903016.4),(46 1940918.4),(47 1976076.4),(48 1994779.4),(49 2021276.8),(50 2022261.9),(51 2013751.6),(52 1963446.4),(53 1920114.3),(54 1869280),(55 1834073),(56 1788761.9),(57 1762919.3),(58 1739664),(59 1730696.6),(60 1717029.5),(61 1724514.9),(62 1730836),(63 1755003.5),(64 1778917.3),(65 1809490.4),(66 1808071.5),(67 1790153.1),(68 1745468.6),(69 1694230.3),(70 1624610.3),(71 1567380.1),(72 1515794.5),(73 1506248.6),(74 1521784),(75 1574776.5),(76 1640343),(77 1737952.4),(78 1839706.5),(79 1956199),
(1 37388.17),(2 116042.13),(3 245152.39),(4 387334.56),(5 550034.25),(6 698725.5),(7 847262.7),(8 958576.9),(9 1048239.7),(10 1093831.5),(11 1117309.5),(12 1093396.5),(13 1060614.1),(14 1003652),(15 973030.1),(16 958807.75),(17 986412),(18 1022419.44),(19 1083355.8),(20 1131258.5),(21 1193619.4),(22 1242478.4),(23 1298451.1),(24 1333359.8),(25 1370888.8),(26 1388381.9),(27 1403880.9),(28 1391121.5),(29 1379204.1),(30 1350547.4),(31 1335103.9),(32 1307410.6),(33 1286802.9),(34 1252374.9),(35 1234323.1),(36 1205130.3),(37 1187978.4),(38 1171764),(39 1179069.5),(40 1186690),(41 1224891.4),(42 1270289.8),(43 1334831),(44 1391346.6),(45 1460406.9),(46 1525333),(47 1601035.9),(48 1665739.8),(49 1734446.9),(50 1769652.8),(51 1776504.9),(52 1750060.5),(53 1731456.1),(54 1704112),(55 1699667.9),(56 1705347.5),(57 1747617.8),(58 1802585.8),(59 1877769.8),(60 1950642.4),(61 2034881.1),(62 2112469.5),(63 2195980.3),(64 2269589.8),(65 2336576.3),(66 2361652.5),(67 2370426.5),(68 2345487.3),(69 2303534),(70 2233592.3),(71 2167809),(72 2108886.5),(73 2087579.8),(74 2080210.6),(75 2106219.8),(76 2142088),(77 2206458),(78 2265632.5),(79 2333081.5),
(1 29044.955),(2 84875.43),(3 177778.7),(4 273181.97),(5 385971.34),(6 491339.53),(7 605095.06),(8 698466.2),(9 784203.25),(10 837356.8),(11 880370.8),(12 893305.9),(13 896084.7),(14 873938.1),(15 864316.94),(16 860554.44),(17 884368.06),(18 908634.2),(19 950227.7),(20 987870.7),(21 1042945.06),(22 1092289.5),(23 1154677.6),(24 1198729.3),(25 1251034.9),(26 1282667.6),(27 1314822.1),(28 1331215.3),(29 1355980.5),(30 1372263.8),(31 1396896.5),(32 1402582.6),(33 1415031.8),(34 1416594.9),(35 1423438.4),(36 1416443.6),(37 1422813.6),(38 1415189.1),(39 1420495.1),(40 1420691.8),(41 1436036.5),(42 1447565.6),(43 1470808.5),(44 1483724.8),(45 1507946.4),(46 1520002.5),(47 1536741.8),(48 1539843.5),(49 1550206.9),(50 1538798.4),(51 1523851.8),(52 1499330.8),(53 1496259.6),(54 1486320.5),(55 1487918.1),(56 1484462.4),(57 1503896.8),(58 1518606.5),(59 1546588.5),(60 1561836.1),(61 1583662.4),(62 1586916),(63 1589385.4),(64 1580034.1),(65 1577154.9),(66 1560557.5),(67 1564586.6),(68 1560827.4),(69 1566962.1),(70 1556821.6),(71 1562318.3),(72 1568397.4),(73 1590344.3),(74 1596193.8),(75 1614760.3),(76 1626898.9),(77 1653585.6),(78 1676465.1),(79 1713911.8),
(1 33116.29),(2 101160.63),(3 209369.48),(4 319657.2),(5 437508),(6 531302.44),(7 618786.2),(8 678132.4),(9 725078.2),(10 733260.75),(11 729401.06),(12 706414.3),(13 694270.56),(14 680136),(15 693748.6),(16 716054.7),(17 762660.75),(18 807143.25),(19 865307.75),(20 910324.5),(21 962023.75),(22 992850.2),(23 1025648.25),(24 1033296.3),(25 1039765.8),(26 1023919.5),(27 1018780.1),(28 1003402.94),(29 1013497.44),(30 1024272.75),(31 1049145.8),(32 1058086.6),(33 1077495.3),(34 1090750.8),(35 1112638.6),(36 1122127.5),(37 1145177.6),(38 1157056.4),(39 1173868.5),(40 1168124.9),(41 1163234.4),(42 1144767.3),(43 1137836.4),(44 1125316),(45 1134351.4),(46 1139831.5),(47 1155044.4),(48 1157680.8),(49 1170997.6),(50 1179079),(51 1208443.8),(52 1240619.3),(53 1285027.9),(54 1307136.5),(55 1328376.3),(56 1323829.8),(57 1320524.3),(58 1299792.8),(59 1290219.9),(60 1273975.8),(61 1276813),(62 1273216.4),(63 1280561.5),(64 1275703.5),(65 1287477.1),(66 1301856.9),(67 1339099.4),(68 1364395.4),(69 1393948.6),(70 1399580.1),(71 1403618.1),(72 1380430.3),(73 1355117.3),(74 1311355.6),(75 1278892.3),(76 1246506.1),(77 1240542.8),(78 1237253.1),(79 1250008.6),
(1 34398.258),(2 106515.42),(3 217788.64),(4 331562.9),(5 450439.16),(6 540018.94),(7 617368.06),(8 658778.3),(9 685394.4),(10 676535.06),(11 657249.8),(12 624922.56),(13 612823.75),(14 611067.25),(15 642653.94),(16 683312.56),(17 742348.4),(18 790581.9),(19 841291.25),(20 869330.9),(21 894371.3),(22 900421.94),(23 913737.8),(24 910344.6),(25 908914.4),(26 886233.1),(27 874245.4),(28 855530.2),(29 853172.06),(30 842928.75),(31 845509.56),(32 844298.94),(33 859227.4),(34 866602.2),(35 897277.7),(36 927223.4),(37 971619.3),(38 1005153),(39 1038760),(40 1045877.06),(41 1049368.1),(42 1030167.6),(43 1009656.4),(44 974531.9),(45 955418.2),(46 936280.3),(47 942924.75),(48 954423.6),(49 986411.4),(50 1013768.4),(51 1059766.3),(52 1098651.1),(53 1137834.1),(54 1155354.9),(55 1166022.5),(56 1146046.9),(57 1120884.6),(58 1074535.9),(59 1036613.8),(60 1000422.6),(61 991775.9),(62 986977.94),(63 1001657.94),(64 1015796.5),(65 1046382.56),(66 1070636.1),(67 1107988.5),(68 1134094.5),(69 1164434),(70 1178760),(71 1195866.1),(72 1196920.3),(73 1206141.1),(74 1209594.9),(75 1226889.4),(76 1236650.4),(77 1260339.3),(78 1277036.6),(79 1298190.8),
(1 30290.889),(2 87778.18),(3 175728.48),(4 256601.19),(5 342038.84),(6 402946.5),(7 458994.25),(8 484969.13),(9 507316.6),(10 502073.3),(11 493863.28),(12 467620.22),(13 455979.56),(14 448432.16),(15 469301.44),(16 493997.7),(17 529640.94),(18 551558.94),(19 579900.4),(20 601417.75),(21 630405.4),(22 648391.25),(23 677229.06),(24 700961.56),(25 732510.25),(26 750209),(27 777746.3),(28 802850.44),(29 836141.2),(30 851109.3),(31 864316.2),(32 863120.6),(33 869099.06),(34 871832),(35 893199.94),(36 913010.6),(37 947846.4),(38 976808.6),(39 1010738.1),(40 1027219.75),(41 1039964.3),(42 1035194.2),(43 1028090.9),(44 1006314.06),(45 990056.9),(46 967327.75),(47 964380.25),(48 965157.6),(49 983277.8),(50 998362.8),(51 1019252.9),(52 1033880.44),(53 1054674.3),(54 1062778.3),(55 1072269.3),(56 1064427.8),(57 1056515.1),(58 1036922.9),(59 1026017.3),(60 1014138.9),(61 1024098.25),(62 1043772),(63 1083527),(64 1119852.1),(65 1165161.5),(66 1204747.6),(67 1254168.3),(68 1289196.5),(69 1326257.6),(70 1346888.6),(71 1372166.8),(72 1389258.8),(73 1417224.3),(74 1433271),(75 1456835.8),(76 1464496.1),(77 1476601.5),(78 1475800.5),(79 1476046),
(1 28428.074),(2 84814.91),(3 169852.16),(4 249257.63),(5 330553.7),(6 392915.97),(7 449745.53),(8 487236.38),(9 520773.25),(10 538287.8),(11 554470.06),(12 559084.6),(13 574447),(14 586203.94),(15 614196.3),(16 636758.5),(17 660899.75),(18 665693.9),(19 672895.56),(20 676778.6),(21 691005.06),(22 694527.44),(23 705352),(24 704652),(25 712897.94),(26 707481.4),(27 714896.7),(28 720048.5),(29 738390.6),(30 747893.5),(31 760829.8),(32 756010.6),(33 752556.2),(34 743056.44),(35 745961.4),(36 738276.9),(37 734671.56),(38 726558.06),(39 733494.25),(40 738919.25),(41 752399.7),(42 758988.2),(43 773083.4),(44 778711.4),(45 787396.5),(46 783138.5),(47 789338.1),(48 785201.5),(49 790450.4),(50 787255.75),(51 786081.4),(52 781297.6),(53 781889.75),(54 773964.4),(55 776744.2),(56 779474.3),(57 795221.6),(58 803301.8),(59 814304.25),(60 811298.6),(61 811696.8),(62 807191.5),(63 820003.4),(64 827807.44),(65 843899.4),(66 852587.56),(67 870510.8),(68 878131.06),(69 893375.25),(70 902003.56),(71 916427.25),(72 917711.1),(73 920821.2),(74 910268.9),(75 909563),(76 900003.6),(77 903386.25),(78 904214.56),(79 917320.56),
(1 28674.385),(2 85882.375),(3 173078.75),(4 255670.97),(5 337111.4),(6 389593.44),(7 431641.03),(8 446715.84),(9 455662.63),(10 451153.66),(11 455919.88),(12 457729.28),(13 475489.06),(14 494098.8),(15 529339.75),(16 559147.44),(17 593053.5),(18 610172.9),(19 631407.2),(20 645028.1),(21 665528),(22 672839),(23 683892.8),(24 691102.9),(25 705912.44),(26 707231.75),(27 720685.1),(28 731593.6),(29 753965.25),(30 771399.44),(31 798566),(32 816256.56),(33 838113.4),(34 846846.2),(35 858914.2),(36 851939.56),(37 849005.6),(38 833347.25),(39 829344.44),(40 821317.94),(41 828126.75),(42 827523.75),(43 839214.9),(44 841672.75),(45 851551.7),(46 848101.25),(47 851832.1),(48 842170),(49 846580.25),(50 842038.2),(51 840901.94),(52 827006.06),(53 824982.5),(54 816123.5),(55 821354.6),(56 822275.6),(57 835087.75),(58 835544.7),(59 842291.25),(60 838159.9),(61 841746.4),(62 835546.4),(63 846915.06),(64 844904.94),(65 850089.5),(66 844450.2),(67 854200),(68 855777.94),(69 870649.06),(70 872629),(71 879791),(72 875322.5),(73 877358.8),(74 866893.4),(75 867471.1),(76 854971.44),(77 858346.3),(78 856743.7),(79 872851.7),
(1 28279.271),(2 81825.92),(3 160897.98),(4 231419.16),(5 302663.66),(6 349866.7),(7 390920.63),(8 405698.8),(9 417467.44),(10 412710.94),(11 416724.75),(12 413079.28),(13 427821.13),(14 442101.75),(15 470208.22),(16 483686.94),(17 501665.72),(18 506783.94),(19 515813.66),(20 516899.94),(21 531625.1),(22 536390.4),(23 548123.8),(24 553785.7),(25 573051.6),(26 585938.25),(27 609687.3),(28 627481.3),(29 655367.44),(30 673627.9),(31 703675.44),(32 727358.3),(33 768358.25),(34 798958.4),(35 832556.9),(36 846458.75),(37 868641.1),(38 875888),(39 891959.25),(40 899398.44),(41 918803.4),(42 923466.8),(43 936777),(44 941777.75),(45 955012.44),(46 952092.44),(47 957262.25),(48 944596.9),(49 943743.7),(50 930868.9),(51 928212.5),(52 918130.75),(53 929095.1),(54 933557.1),(55 951348.56),(56 959373.7),(57 977407),(58 980841.44),(59 995206.56),(60 999557.9),(61 1017487),(62 1021051.1),(63 1030343.1),(64 1024711.3),(65 1031009.44),(66 1034236.7),(67 1054771.9),(68 1067726.8),(69 1096488.1),(70 1115120.9),(71 1142992.5),(72 1159093.6),(73 1184233.5),(74 1193953.5),(75 1211902.5),(76 1211650.6),(77 1219887.1),(78 1216696),(79 1227372.9),
(1 31414.22),(2 94150.61),(3 179155.66),(4 252423.19),(5 319582.22),(6 357595.8),(7 383867.66),(8 387307.84),(9 389423.3),(10 377217.25),(11 373105.97),(12 369655.97),(13 388901.5),(14 411475.53),(15 446420.28),(16 467055.4),(17 490792.56),(18 499925.44),(19 513183.97),(20 519598.03),(21 535456.9),(22 534758.9),(23 536880.44),(24 534191.4),(25 553314.06),(26 569394.06),(27 600753.3),(28 620430.6),(29 642250.1),(30 651662.25),(31 672092.3),(32 684036.6),(33 709098.9),(34 721537.9),(35 738013.2),(36 738348.44),(37 749740.4),(38 757087.1),(39 771008.2),(40 765555.2),(41 760045.8),(42 741897.75),(43 731157.9),(44 715622.9),(45 716122.8),(46 715532.44),(47 728482.4),(48 732951.44),(49 744270.1),(50 740240.56),(51 735792.1),(52 723127.7),(53 719299.75),(54 710654.75),(55 713891.44),(56 713863.1),(57 726521.75),(58 737920.44),(59 763155.94),(60 782874.8),(61 807349.94),(62 816386.25),(63 824642.6),(64 822904.75),(65 828395.2),(66 831948.6),(67 847804.94),(68 857570.6),(69 876966.9),(70 892592.56),(71 918303),(72 937019.2),(73 959760.4),(74 967836.75),(75 979341.4),(76 977051.2),(77 979520.75),(78 974332.06),(79 978051.75),
(1 28054.291),(2 83365.375),(3 157915.75),(4 218127.27),(5 270712.2),(6 297922.13),(7 317166.56),(8 319271.4),(9 325856.34),(10 324604.78),(11 336583.4),(12 346752.75),(13 372489.1),(14 396013.38),(15 427706.03),(16 442189.66),(17 456660.56),(18 454113.06),(19 460489.6),(20 463457.97),(21 478668.3),(22 488182.2),(23 506500.72),(24 517790.3),(25 538064.4),(26 550917.25),(27 569336.56),(28 573438.4),(29 577836.4),(30 569970.25),(31 568651.5),(32 561658.4),(33 566914.7),(34 568554.9),(35 582927.6),(36 589786.7),(37 604345.5),(38 605645.44),(39 617088.75),(40 620577.8),(41 623443.44),(42 616562.7),(43 614281.25),(44 604695.94),(45 605238.25),(46 603598.7),(47 610147.8),(48 609877.7),(49 615441.7),(50 616828.7),(51 627789.2),(52 639007.1),(53 656608),(54 666444.7),(55 680638.75),(56 684913.5),(57 695144.06),(58 699066.5),(59 714197.5),(60 724416.9),(61 740612.9),(62 747537.06),(63 757560.56),(64 762398.3),(65 773133.5),(66 778428.56),(67 793457.06),(68 801010.9),(69 812772.25),(70 817405.7),(71 830788.8),(72 841781.1),(73 856258.1),(74 862437.5),(75 870249.75),(76 863489.25),(77 855529.6),(78 837648.8),(79 828276.8),
(1 24593.229),(2 70193.18),(3 131466.64),(4 180467.63),(5 224568.56),(6 248702.44),(7 268461.47),(8 272384.66),(9 280715.53),(10 286592.13),(11 305391.9),(12 320422.97),(13 349012.84),(14 372956.53),(15 399046),(16 407395.72),(17 415207.56),(18 410518.13),(19 414360.94),(20 414541.2),(21 425327.16),(22 432716.3),(23 448707.44),(24 454751.66),(25 470597.6),(26 478965.06),(27 489353.03),(28 487074.22),(29 492791.9),(30 492384.63),(31 498536.72),(32 493852.63),(33 495915.34),(34 491017.6),(35 490922.5),(36 482012.97),(37 478416.94),(38 465741.97),(39 458772.88),(40 443394.94),(41 435804.2),(42 424724.75),(43 421683.97),(44 409726.94),(45 409217.2),(46 404279.5),(47 407676.94),(48 401192.84),(49 402438),(50 399078.84),(51 407390.94),(52 408299.38),(53 416258.88),(54 419548.5),(55 430799.72),(56 436854.94),(57 452484.97),(58 462756.34),(59 480884.2),(60 491502.94),(61 509078.66),(62 521689.44),(63 539112.2),(64 541811.4),(65 548063.6),(66 550480.5),(67 569068.9),(68 581508.5),(69 600677.1),(70 608964.56),(71 619434.56),(72 619786.06),(73 625897.94),(74 622464.75),(75 625697.2),(76 619339.1),(77 618609.3),(78 611048.6),(79 615217.6),
(1 27005.102),(2 76705.555),(3 143108.38),(4 195182.63),(5 241143.28),(6 263347.7),(7 280802.47),(8 280768.75),(9 286359.03),(10 289432.53),(11 304004.6),(12 316403.25),(13 341766.1),(14 362573.34),(15 386221.53),(16 397544),(17 410662.72),(18 412595.8),(19 416783.1),(20 413024.84),(21 414076.1),(22 412482.2),(23 424503.72),(24 438167.25),(25 464842.9),(26 483039.53),(27 501388.72),(28 506985.94),(29 514633.53),(30 515701.16),(31 520306.47),(32 515831.16),(33 515897.34),(34 513909.8),(35 516296.47),(36 510764.47),(37 509165.1),(38 502890.66),(39 499233.56),(40 486180.1),(41 480103.84),(42 469868.2),(43 466734.72),(44 457457.44),(45 451464),(46 440401.34),(47 434748.66),(48 423293.53),(49 419618.2),(50 411475.63),(51 409805.8),(52 401680.06),(53 404565.72),(54 405520.06),(55 413768.38),(56 414782.63),(57 422546.47),(58 420995.8),(59 428096.06),(60 432679.44),(61 446600.2),(62 458333.28),(63 478089),(64 488551.2),(65 506013.9),(66 514521.44),(67 533015.7),(68 543749.6),(69 553994.2),(70 550998.94),(71 555767.3),(72 553963.5),(73 561634.75),(74 562960.2),(75 572890.2),(76 577932.3),(77 592675.7),(78 597330.3),(79 606444.8),
(1 24510.236),(2 68792.28),(3 126807.02),(4 172420.33),(5 214451.38),(6 233800.58),(7 248228.75),(8 247671.38),(9 256874.89),(10 265289.56),(11 284924.94),(12 302348.03),(13 335015.56),(14 361206.44),(15 389540.72),(16 401980.72),(17 412529.7),(18 403264.88),(19 397261.13),(20 389169.06),(21 392648),(22 396533.97),(23 414854.97),(24 428270.8),(25 448485.97),(26 455714.94),(27 462897.16),(28 458026.75),(29 456841.88),(30 449176.44),(31 452270.22),(32 452947.2),(33 464720.3),(34 468801.47),(35 475953.25),(36 472296.03),(37 472225.78),(38 462507.6),(39 464855.78),(40 462136.66),(41 469557.25),(42 473641.03),(43 487065.88),(44 494887.16),(45 507615.13),(46 508336.44),(47 513366.53),(48 512577.25),(49 517476.2),(50 515082.22),(51 521567.06),(52 521799.13),(53 530157.3),(54 534907.1),(55 549710.4),(56 554122.8),(57 562591.1),(58 560462.9),(59 565906.3),(60 562549.1),(61 568799.4),(62 572373.5),(63 585207),(64 588341),(65 596050.4),(66 596128.9),(67 603981.06),(68 604696),(69 612545.5),(70 610507.75),(71 610284.75),(72 598765.3),(73 594959.7),(74 584952.8),(75 586135.7),(76 582346.44),(77 589558.1),(78 587564.06),(79 591009.5),
