1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4227),(2 12260.28),(3 22544.678),(4 35212.76),(5 52423.49),(6 73015.62),(7 96162.445),(8 115786.48),(9 140758.25),(10 162555.42),(11 186896.75),(12 208331.75),(13 230735.7),(14 256192.5),(15 283088.9),(16 308637),(17 336819.66),(18 364290.84),(19 393047.13),(20 416576.6),(21 438883.9),(22 464702.1),(23 491865.16),(24 521970.6),(25 551530.06),(26 579979.44),(27 603645.94),(28 618900.44),(29 636839.1),(30 650770.5),(31 665647.56),(32 686438.3),(33 710347.3),(34 735359.5),(35 753415.2),(36 763393.8),(37 773232.3),(38 778389.7),(39 788112.06),(40 788213.7),(41 791347),(42 790494.25),(43 788872),(44 780994.8),(45 767211.7),(46 759508.5),(47 750006),(48 739001.75),(49 738852.5),(50 735924.3),(51 733935),(52 735684.94),(53 735159.44),(54 729921.94),(55 724827.25),(56 717128.5),(57 713014.7),(58 707834.06),(59 711618.25),(60 708650),(61 706656.75),(62 702633.2),(63 702901.44),(64 701704.06),(65 701690.8),(66 702661.3),(67 697774.3),(68 689194.7),(69 683645.3),(70 665535.56),(71 641528.56),(72 620796.7),(73 599134.8),(74 578475.3),(75 557942.4),(76 537731.3),(77 522725.34),(78 507633),(79 497592.6),
(1 4482.29),(2 13580.427),(3 25202.342),(4 38757.105),(5 54390.152),(6 71317.05),(7 89615.34),(8 109059.95),(9 131051.83),(10 153491.63),(11 178916.19),(12 204754.2),(13 232427.61),(14 259002.2),(15 288932.2),(16 318871.1),(17 350766.1),(18 383259.13),(19 413847.03),(20 443925.34),(21 473838.7),(22 505633.44),(23 537527.1),(24 569416.5),(25 603187.4),(26 633893.6),(27 664816.1),(28 692839.75),(29 723160.56),(30 753010.4),(31 784186.9),(32 814169.4),(33 844628.4),(34 871537.56),(35 895244.8),(36 920235.56),(37 940532.25),(38 957951.6),(39 975976.5),(40 992953.2),(41 1011466),(42 1029851.8),(43 1042712.06),(44 1048339.2),(45 1052781.9),(46 1059953.3),(47 1065945.6),(48 1074224.3),(49 1081910.8),(50 1090186.1),(51 1099211.9),(52 1110118.1),(53 1118990.5),(54 1127312.5),(55 1137320.9),(56 1147852.1),(57 1155587.3),(58 1165224.8),(59 1174588.8),(60 1185049),(61 1196156),(62 1203008.5),(63 1211964.4),(64 1220422.8),(65 1227790.8),(66 1238109.6),(67 1248195.1),(68 1256078.4),(69 1264685.6),(70 1271504.4),(71 1275730.6),(72 1279565.9),(73 1286763.5),(74 1291793.4),(75 1298223.9),(76 1303258.8),(77 1311301.3),(78 1319296.4),(79 1325025.6),
(1 4725.4775),(2 13721.647),(3 25460.78),(4 38954.66),(5 54308.715),(6 71228.03),(7 89549.06),(8 110645.055),(9 133133.23),(10 157129.19),(11 183045.75),(12 209295.83),(13 238055.52),(14 267136.38),(15 298925.53),(16 327173.9),(17 357700.5),(18 388744.25),(19 417838.78),(20 444560.63),(21 471421.84),(22 498957.75),(23 526822.94),(24 556545.6),(25 583152.25),(26 605522.5),(27 628706.56),(28 652473),(29 676355.06),(30 698703.06),(31 721004.5),(32 741463.5),(33 759886.3),(34 777680.2),(35 792336.2),(36 805357.7),(37 819554.2),(38 830059.44),(39 842109.7),(40 851788),(41 863874),(42 873703.2),(43 883823.7),(44 892737.94),(45 901083),(46 911321.8),(47 922203.8),(48 935877.75),(49 950056),(50 962700.94),(51 976464.44),(52 987620),(53 997985.5),(54 1007365.7),(55 1016499.3),(56 1022519.44),(57 1028098.3),(58 1033117.2),(59 1037841.06),(60 1043360.5),(61 1047916.2),(62 1051311.8),(63 1055025.8),(64 1058671.3),(65 1063068.4),(66 1065940.4),(67 1066940.1),(68 1066662.6),(69 1061344.4),(70 1052290.6),(71 1047539.06),(72 1042277.5),(73 1039164.3),(74 1034851.5),(75 1030997.2),(76 1029296.2),(77 1029868.5),(78 1031698.06),(79 1036709.3),
(1 4788.9927),(2 14256.125),(3 26739.48),(4 41664.52),(5 58736.797),(6 78597.41),(7 101637.6),(8 126413.06),(9 153894.31),(10 183044.34),(11 214291.42),(12 246700.88),(13 282700.9),(14 319418.13),(15 358708.7),(16 396402.1),(17 435017.38),(18 473182.6),(19 508285.44),(20 542679.94),(21 577094.75),(22 609439.8),(23 639341.2),(24 669296.2),(25 697556.8),(26 724860.8),(27 746842.3),(28 770128.9),(29 792919.7),(30 812990.25),(31 834359.1),(32 855368.9),(33 875424.06),(34 896068),(35 914267.44),(36 932019.7),(37 947103.1),(38 960020.4),(39 974624.3),(40 987260.75),(41 995297.44),(42 1005474.56),(43 1015893.4),(44 1026474.2),(45 1033631.7),(46 1041187.06),(47 1046471.8),(48 1055167.9),(49 1063279.6),(50 1072976),(51 1084434.5),(52 1093693),(53 1099328.1),(54 1102629.8),(55 1106199),(56 1108867.1),(57 1112831.6),(58 1116208.8),(59 1117411.9),(60 1117019.6),(61 1114614.1),(62 1114960.1),(63 1114510.5),(64 1114260.4),(65 1114301.4),(66 1113645.1),(67 1114306.5),(68 1113776.3),(69 1111885.3),(70 1107730.9),(71 1104164.4),(72 1099305.3),(73 1097213.1),(74 1095965.3),(75 1096793.9),(76 1100115.5),(77 1103685.5),(78 1107689.1),(79 1114289.8),
(1 4550.0405),(2 13586.787),(3 25633.482),(4 39450.21),(5 54728.965),(6 71848.86),(7 91399.82),(8 112380.26),(9 134525.06),(10 157763.98),(11 183714.4),(12 210579.05),(13 238566.77),(14 265595.03),(15 293359.84),(16 319129.9),(17 344660.88),(18 368423.75),(19 390378.97),(20 411255.53),(21 428759.8),(22 445412.63),(23 459693.84),(24 472873),(25 484210.25),(26 492937.38),(27 501324.03),(28 509639.72),(29 515704.8),(30 519282.8),(31 523941.13),(32 529533.75),(33 537224.7),(34 545082.44),(35 551751.5),(36 559931.4),(37 568040.94),(38 576733),(39 587140.3),(40 596166.6),(41 607226),(42 619180.3),(43 632902.94),(44 647228.6),(45 659869.6),(46 674443.1),(47 687343.5),(48 704054.3),(49 722446.6),(50 741206.5),(51 760773.4),(52 779721.44),(53 797906.56),(54 815306.4),(55 832999.25),(56 849655.06),(57 866363.5),(58 883604.25),(59 899467.7),(60 915574.8),(61 929777.44),(62 942641.44),(63 953358.06),(64 964009.4),(65 973053.06),(66 980282.56),(67 986086.94),(68 991127.7),(69 995164.94),(70 998997.75),(71 1001011.7),(72 999335.44),(73 999752.6),(74 1000209.1),(75 1001573.1),(76 1003264.8),(77 1005574.5),(78 1007292.56),(79 1009126.2),
(1 4868.119),(2 14566.08),(3 27623.541),(4 43148.684),(5 61360.453),(6 82282.29),(7 105489.62),(8 131546.94),(9 158203.72),(10 186307.88),(11 218282.83),(12 250038.28),(13 282798.25),(14 313644.8),(15 342355.84),(16 372337),(17 401405.03),(18 430604.34),(19 457617.47),(20 482284.75),(21 506368.03),(22 527543.5),(23 547928.25),(24 568514.7),(25 587415.5),(26 606072.1),(27 620721.2),(28 637342.06),(29 650556.9),(30 662323.44),(31 673685.6),(32 686641.1),(33 701975.7),(34 718707.7),(35 733016.06),(36 753194.8),(37 770725.3),(38 789667.7),(39 808320),(40 824655.56),(41 842685.25),(42 861239.25),(43 881374.3),(44 898731.94),(45 914642.25),(46 933840.8),(47 950137.5),(48 966938.94),(49 983832.3),(50 998938.25),(51 1012984.4),(52 1026008.3),(53 1038759.94),(54 1051385.1),(55 1063883.4),(56 1072768.5),(57 1078847.4),(58 1089709.8),(59 1100680),(60 1106266.5),(61 1109904.6),(62 1112067.1),(63 1113876.9),(64 1115647.9),(65 1116178.9),(66 1115585.5),(67 1111756.6),(68 1107300.9),(69 1101542.9),(70 1100593.9),(71 1095405.3),(72 1090412.1),(73 1083390.5),(74 1077078.5),(75 1071481.5),(76 1065956.5),(77 1064093),(78 1063175),(79 1060976.1),
(1 5593.4756),(2 17272.068),(3 32766.193),(4 51536.996),(5 73803.52),(6 99101.6),(7 126651.91),(8 157745.78),(9 191115.9),(10 226895.3),(11 266970.53),(12 307044.78),(13 347394.88),(14 385028.44),(15 421119.3),(16 454506.38),(17 488225.94),(18 520426.28),(19 547885.2),(20 573481.3),(21 596405.3),(22 616635.06),(23 633372.9),(24 650134.1),(25 664579.06),(26 674268.94),(27 683489.06),(28 689336.44),(29 694679.3),(30 699612.7),(31 704317.4),(32 710049.44),(33 715864),(34 720173.06),(35 723937.2),(36 729196.3),(37 733994),(38 739555.6),(39 748201.3),(40 756684.94),(41 767850.8),(42 779797.9),(43 789412.2),(44 798083.56),(45 806613.2),(46 816166.3),(47 826741.06),(48 836989.75),(49 849126.8),(50 860527.9),(51 872256.9),(52 883372.9),(53 895057.1),(54 904910.4),(55 915442.75),(56 928279.2),(57 940328.9),(58 955775.8),(59 970392.8),(60 983456.75),(61 995267.25),(62 1006007.75),(63 1014834.56),(64 1024249.56),(65 1035997.3),(66 1046284.1),(67 1054474.9),(68 1061290.3),(69 1067432.1),(70 1072308.1),(71 1078736.1),(72 1084898.4),(73 1088998.6),(74 1095073),(75 1102168.8),(76 1109233.6),(77 1115308.3),(78 1121642.3),(79 1129155.3),
(1 5383.615),(2 16352.577),(3 31425.117),(4 48941.55),(5 68192.445),(6 89737.76),(7 113663.29),(8 139321.23),(9 166083.63),(10 193675.31),(11 224237.44),(12 253598.84),(13 283856.03),(14 312852.34),(15 342548.66),(16 372636.6),(17 401605.66),(18 429801.44),(19 454096.13),(20 479314.6),(21 503372.4),(22 526368.94),(23 548549.7),(24 568955.5),(25 586684.06),(26 602928.5),(27 617226.8),(28 626655.56),(29 635780.6),(30 646009.44),(31 657500.5),(32 669230.6),(33 678603.5),(34 687570.8),(35 694187.3),(36 702834.56),(37 710348),(38 717125.2),(39 727061.9),(40 736143.1),(41 747861.8),(42 758438.8),(43 768413.9),(44 779782.7),(45 790035.25),(46 801737.4),(47 813901.06),(48 825848.9),(49 838462.44),(50 851932.6),(51 866545.75),(52 880359.1),(53 894166.94),(54 906254.44),(55 917882.56),(56 930887.25),(57 942804.06),(58 955110.44),(59 966356.75),(60 974374.44),(61 981074.3),(62 986817.56),(63 991016.6),(64 994071.5),(65 996945.06),(66 997101.1),(67 996634.25),(68 994865.3),(69 993153.2),(70 988732.56),(71 984596.9),(72 981652.75),(73 978462.2),(74 975773.8),(75 976645.5),(76 974600.4),(77 973611.9),(78 972363.6),(79 973383.6),
(1 5508.949),(2 16800.41),(3 32666.652),(4 51589.723),(5 72839.23),(6 96998.2),(7 123948.72),(8 153592.25),(9 183411.27),(10 214036.5),(11 247002.73),(12 278872.72),(13 310342.5),(14 340480.38),(15 369865.03),(16 398801.3),(17 425281.56),(18 451177.38),(19 471291.53),(20 490430.06),(21 508049.44),(22 525399.1),(23 540502.2),(24 551428.8),(25 561491.06),(26 569254.4),(27 575391.56),(28 581926.2),(29 587220.1),(30 590426.7),(31 595606.44),(32 600337.4),(33 605178.75),(34 609984.4),(35 614743.8),(36 619613.94),(37 623484.25),(38 631628.06),(39 638148.4),(40 646117),(41 653562.25),(42 664555.6),(43 676211.4),(44 686141.6),(45 695552.5),(46 704016.44),(47 714578),(48 726263.75),(49 738947.75),(50 754232.56),(51 772468.6),(52 789934.94),(53 806219.8),(54 823893.7),(55 844843.2),(56 868729.3),(57 894086.56),(58 923610.5),(59 947796.5),(60 971231.25),(61 992057.94),(62 1015473.3),(63 1034304.5),(64 1051860.1),(65 1068442.8),(66 1078438.5),(67 1088311),(68 1095919.1),(69 1108603.9),(70 1113989.9),(71 1116359),(72 1117509.6),(73 1116454.4),(74 1116525.1),(75 1117392.5),(76 1116005.9),(77 1110523.3),(78 1105115.1),(79 1096590.9),
(1 5313.395),(2 16316.785),(3 31311.158),(4 48258.64),(5 66915.836),(6 87671.766),(7 109863.586),(8 133856.36),(9 159476.34),(10 186275.42),(11 214482.69),(12 243277.31),(13 274290.44),(14 301812.38),(15 330421.47),(16 356051.8),(17 382859.8),(18 409733.94),(19 433523.2),(20 457345.7),(21 480203.06),(22 503317.63),(23 523552.56),(24 542618.9),(25 558360.5),(26 572629.2),(27 586214.3),(28 600371.25),(29 613028.25),(30 623629.8),(31 633097.44),(32 644628.7),(33 653079.06),(34 661335.44),(35 669789.06),(36 677803.25),(37 689553.6),(38 701059),(39 714174.94),(40 726398.3),(41 740441.1),(42 755012.6),(43 769923.1),(44 781719),(45 793172.4),(46 805964.75),(47 818424.1),(48 833612.06),(49 852435.3),(50 873472.25),(51 894913.4),(52 914558.1),(53 933493.3),(54 952618),(55 975665.25),(56 998252.3),(57 1021010.6),(58 1043138.44),(59 1061285.5),(60 1079134.3),(61 1092744.4),(62 1103425.3),(63 1110740.8),(64 1116409.5),(65 1121526.8),(66 1122957.1),(67 1124099.6),(68 1120585.1),(69 1114886.3),(70 1105109),(71 1093032.8),(72 1079051.1),(73 1064441.3),(74 1050255.1),(75 1034558.9),(76 1016644.4),(77 997968.8),(78 978187.75),(79 957765.2),
(1 5431.97),(2 16785.047),(3 32501.506),(4 50398.99),(5 71400.164),(6 95372.55),(7 121633.555),(8 149564.05),(9 179556.3),(10 210492.4),(11 242416.16),(12 275144.22),(13 308661.56),(14 339667.03),(15 369982.5),(16 399000.63),(17 428564.66),(18 457935.4),(19 487265.94),(20 515171.4),(21 542790.1),(22 570625.3),(23 597631.8),(24 624106),(25 646687),(26 669033.6),(27 687271.06),(28 705089.6),(29 722492.75),(30 737706.6),(31 750197.94),(32 762443.9),(33 771026.44),(34 777851),(35 783784.6),(36 787125.9),(37 788841.44),(38 788788.2),(39 788635.56),(40 788072),(41 787099.5),(42 786036.1),(43 785887.8),(44 783803.9),(45 781992.9),(46 780572.6),(47 782834.75),(48 788124.5),(49 797041.8),(50 806843.25),(51 817595.3),(52 827950.3),(53 840908.3),(54 857746.5),(55 876114.1),(56 895529.3),(57 917808.9),(58 941787),(59 965174.25),(60 985831),(61 1005242.5),(62 1026008.6),(63 1044859.7),(64 1059321.1),(65 1069058.3),(66 1078155.9),(67 1083786.3),(68 1085841.3),(69 1081400.8),(70 1075737.1),(71 1065872.4),(72 1054264.1),(73 1044750.2),(74 1032813.3),(75 1017800),(76 1001512.44),(77 986120.2),(78 969978.6),(79 955611.9),
(1 5368.2993),(2 16694.635),(3 32702.982),(4 51035.805),(5 72583.34),(6 96773.77),(7 124010.3),(8 152430.52),(9 182846.88),(10 216061.25),(11 249273.31),(12 283119.25),(13 316139.84),(14 347445.66),(15 375792.63),(16 403745.3),(17 429901.16),(18 455062.13),(19 478375.88),(20 498773.03),(21 520017.25),(22 538934.44),(23 555425.5),(24 570660.3),(25 584151.25),(26 597609.1),(27 610970.44),(28 626110.4),(29 639984),(30 652072.25),(31 664866.6),(32 677206.3),(33 685643.56),(34 694320.1),(35 701010.25),(36 706409.5),(37 711889.2),(38 717095.44),(39 723647.9),(40 731411.1),(41 738979.06),(42 747314.06),(43 754501.94),(44 760851.5),(45 767519.44),(46 772341.94),(47 777511.3),(48 784781.4),(49 791503.2),(50 798346.4),(51 806090.4),(52 812827.3),(53 820239.56),(54 830847.06),(55 840077.5),(56 853795.8),(57 868045.9),(58 882365.44),(59 895454.75),(60 904675.7),(61 913855.2),(62 924907.44),(63 935976),(64 945743),(65 954323.3),(66 961716.7),(67 968862.9),(68 974177.25),(69 976776),(70 978183.75),(71 978848.7),(72 979734.2),(73 980018.2),(74 979314.06),(75 977038.3),(76 975609),(77 973975.56),(78 973795.2),(79 972923),
(1 5111.1357),(2 15653.6455),(3 30440.54),(4 47292.63),(5 66358.47),(6 87022.84),(7 109804.53),(8 134520.31),(9 160361.22),(10 187936.52),(11 217511.69),(12 246480.97),(13 274863.13),(14 300787.06),(15 323991.4),(16 345425.13),(17 364788.88),(18 384304.25),(19 400348.5),(20 415674.13),(21 430477.6),(22 444880.47),(23 458297.44),(24 471551.63),(25 483626.28),(26 494099.13),(27 504750.84),(28 514482.63),(29 522826.5),(30 531744.25),(31 539407.8),(32 545784.75),(33 549900.25),(34 552073.5),(35 553840.75),(36 556624.4),(37 559896.25),(38 563357.75),(39 569526.94),(40 576860.75),(41 583802.75),(42 591058.9),(43 598529.75),(44 605742.7),(45 613337.4),(46 622905.5),(47 631767.2),(48 640102.06),(49 646475.75),(50 653571.8),(51 662613.9),(52 670047.75),(53 677328.56),(54 685159.7),(55 693624.25),(56 700162.06),(57 705951.7),(58 712380.8),(59 718314.7),(60 721710.3),(61 726343.6),(62 731912.56),(63 737383.56),(64 741065.6),(65 744270.1),(66 749102.25),(67 751866.5),(68 754534.44),(69 757016.06),(70 761222.1),(71 768305.75),(72 775199.25),(73 780383.3),(74 784617),(75 787226.56),(76 793321.56),(77 798035.44),(78 804026.7),(79 811627.44),
(1 5161.4434),(2 15932.172),(3 31006.332),(4 49327.523),(5 70516.67),(6 93998.78),(7 119747.805),(8 146645.34),(9 173894.08),(10 202956.7),(11 233341.39),(12 263946.3),(13 294394.94),(14 320945.63),(15 345227.84),(16 367988.78),(17 388562.75),(18 409733.06),(19 427839.34),(20 446303.7),(21 461410.56),(22 475470.78),(23 490013.13),(24 503534.66),(25 515448.94),(26 524732.25),(27 532645.8),(28 539929.9),(29 546280.44),(30 552032.44),(31 557669.6),(32 561729.9),(33 563915),(34 564329),(35 565234.6),(36 565863.6),(37 565727.44),(38 566662.06),(39 566426.8),(40 568909.7),(41 572443.75),(42 575770.1),(43 578900.4),(44 582312.5),(45 584575.94),(46 588694.44),(47 592381.94),(48 599008.9),(49 606404.7),(50 616550.6),(51 629428.2),(52 641286.7),(53 654046.8),(54 667468.4),(55 681816.25),(56 696332.8),(57 711455.1),(58 726209.94),(59 740112.8),(60 753893.2),(61 767068.94),(62 778213.2),(63 785231.94),(64 790820.25),(65 797344.94),(66 800184.4),(67 802540.06),(68 803837.2),(69 806512.75),(70 806639.44),(71 806140.8),(72 804089.75),(73 799412.4),(74 794116.8),(75 787354.25),(76 782155.94),(77 776447.94),(78 770426.44),(79 764320.8),
(1 5224.684),(2 16125.478),(3 30833.607),(4 48063.715),(5 67358.33),(6 88424.82),(7 111420.78),(8 136126.53),(9 161585.05),(10 189489.75),(11 216924.98),(12 244112.25),(13 272357.4),(14 296182.97),(15 318264.94),(16 337356.47),(17 355872.3),(18 372488.53),(19 387511.38),(20 402659.13),(21 415710.56),(22 427032.97),(23 438955.47),(24 449456.34),(25 458802.34),(26 468867.56),(27 475594.34),(28 482744.34),(29 487468.5),(30 492831.47),(31 498872),(32 504784.72),(33 509523.28),(34 513642.34),(35 519251.2),(36 524861.3),(37 529885.44),(38 535788.56),(39 540149.1),(40 547159.44),(41 555299.6),(42 563667.94),(43 571558.4),(44 578260.25),(45 584533.75),(46 588730.94),(47 594493.94),(48 600367.9),(49 605778.5),(50 611554.7),(51 616971.56),(52 619967.75),(53 621512.4),(54 624513.5),(55 627182.8),(56 628860.7),(57 631247.56),(58 633740.7),(59 636473.06),(60 638377.3),(61 639934.4),(62 641041.1),(63 643135.44),(64 644747.06),(65 646417.44),(66 646494.1),(67 646915.06),(68 647613.1),(69 649074.25),(70 650284),(71 650919.3),(72 650491.25),(73 649020.3),(74 646139.1),(75 642537.2),(76 639924.56),(77 637206.25),(78 634052.1),(79 630957),
(1 5594.3438),(2 17730.957),(3 34737.37),(4 55244.605),(5 79196.05),(6 105931.875),(7 134753.17),(8 164589.78),(9 194369.9),(10 225953.25),(11 256618.64),(12 286120.03),(13 315387.22),(14 340072.44),(15 362350.8),(16 382891.13),(17 400669.34),(18 416966.84),(19 431584.22),(20 444345.06),(21 454727.13),(22 463794.75),(23 471558.22),(24 478286.03),(25 484492.44),(26 491356.94),(27 496835.56),(28 503733.44),(29 510261.7),(30 517802.94),(31 525262.4),(32 533010.94),(33 540022.94),(34 547215.75),(35 555066.1),(36 561995.75),(37 566876.6),(38 570512.3),(39 573554.7),(40 577777.8),(41 584159.6),(42 589916.1),(43 595437.25),(44 600897.3),(45 605608.56),(46 610144.25),(47 616810.25),(48 622687.1),(49 626801.1),(50 630636.7),(51 634844),(52 636357.75),(53 638523.8),(54 642119.44),(55 644484),(56 644943.44),(57 644848.9),(58 645862.25),(59 644286.06),(60 640775.6),(61 637820.06),(62 636461),(63 635981.94),(64 635023),(65 632909.6),(66 629709.6),(67 626306.44),(68 622489.94),(69 619625.7),(70 618327.3),(71 615284.06),(72 612974.25),(73 610184.8),(74 606221.3),(75 602166.75),(76 599079.3),(77 597697.1),(78 595628.4),(79 595131.3),
(1 5604.3696),(2 17376.809),(3 34349.016),(4 54741.81),(5 78907.414),(6 105713.39),(7 134450.22),(8 166029.58),(9 197380.73),(10 228090.03),(11 259425.69),(12 288921.47),(13 317931.84),(14 341926.44),(15 364184.56),(16 383886.34),(17 400440.16),(18 417494.66),(19 431030.06),(20 443988.38),(21 455779.9),(22 465973.25),(23 474193.28),(24 479700.75),(25 485400.8),(26 489648.66),(27 494831),(28 499587.38),(29 502737),(30 505581.9),(31 507919.66),(32 508243.66),(33 508626.34),(34 507570.34),(35 504718.28),(36 501869.8),(37 498386),(38 495534.38),(39 493009.94),(40 491336.34),(41 491677.56),(42 493271.84),(43 493457.2),(44 494850.72),(45 498008.53),(46 501542.25),(47 504898.84),(48 509355.47),(49 514371.44),(50 518744.38),(51 523488.53),(52 526913.7),(53 530706),(54 533809.5),(55 535358.7),(56 536161.5),(57 535812.75),(58 537178.8),(59 536325.7),(60 534692.9),(61 533827.94),(62 533971.56),(63 533533.06),(64 533099.9),(65 532880.4),(66 531138.7),(67 529338.7),(68 527690.2),(69 525756.4),(70 524809.5),(71 523114),(72 521820.56),(73 522331.44),(74 519984.72),(75 518359.8),(76 518273.72),(77 522794.44),(78 526587.56),(79 531010.4),
(1 5206.066),(2 16004.386),(3 31106.492),(4 48908.734),(5 69678.6),(6 92376.016),(7 117379.18),(8 145175.6),(9 172670.9),(10 200406.27),(11 228967.86),(12 256057.47),(13 280649.6),(14 300919.25),(15 319152.16),(16 337022.75),(17 354474.1),(18 370505.56),(19 385485.03),(20 399471.44),(21 414250.94),(22 426947.25),(23 439491.03),(24 450776.3),(25 461045.25),(26 472116.94),(27 482856.1),(28 493076.8),(29 500655.47),(30 508254.88),(31 513909.7),(32 519425.06),(33 523509.2),(34 527436.7),(35 529098.06),(36 530372.5),(37 532163.7),(38 532945.5),(39 534078.94),(40 534789.5),(41 537177.6),(42 540171.3),(43 542661.9),(44 543544.44),(45 544758.7),(46 545897.94),(47 544095.44),(48 545117.2),(49 547000.5),(50 549481.8),(51 551780.9),(52 551995.4),(53 551987.94),(54 551167.75),(55 551175),(56 553321.3),(57 554383.1),(58 556052.2),(59 557714.25),(60 559080.8),(61 559107.2),(62 559671.3),(63 558676.94),(64 557465.94),(65 556057.7),(66 554127),(67 551065.56),(68 549795.06),(69 547793),(70 545345),(71 542368.9),(72 538011.25),(73 535871.6),(74 533161.5),(75 531853.5),(76 533418.5),(77 537024.9),(78 540495.9),(79 544936.4),
