1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 78658.38),(2 285020.9),(3 578715.3),(4 930178),(5 1327069.4),(6 1733126.5),(7 2060157.6),(8 2335638.8),(9 2573455),(10 2690926.3),(11 2748424.3),(12 2751258.8),(13 2704342.3),(14 2626930.3),(15 2507774.3),(16 2390063.3),(17 2276850.8),(18 2192793.8),(19 2176364.3),(20 2241930.3),(21 2349741.8),(22 2512221.8),(23 2745081.3),(24 2982881.3),(25 3268496.8),(26 3575878),(27 3889716.8),(28 4182198),(29 4463160.5),(30 4738186.5),(31 5030920.5),(32 5359808),(33 5662698.5),(34 5943841.5),(35 6224478),(36 6496398.5),(37 6766868),(38 7007868),(39 7183348),(40 7335493.5),(41 7430408),(42 7462432.5),(43 7429371.5),(44 7460625.5),(45 7510826),(46 7567946),(47 7624510.5),(48 7627677.5),(49 7628163.5),(50 7603732),(51 7570298),(52 7499102.5),(53 7396762),(54 7244163.5),(55 7115297.5),(56 7013275.5),(57 6915303.5),(58 6860298.5),(59 6839676),(60 6908132),(61 6996766.5),(62 7227148.5),(63 7542209.5),(64 7995263.5),(65 8581874),(66 9395207),(67 10370343),(68 11455435),(69 12474003),(70 13659936),(71 14893312),(72 16088115),(73 17311530),(74 18677266),(75 20041932),(76 21390876),(77 22853040),(78 24280586),(79 25724768),
(1 82209.7),(2 273618.4),(3 562311.5),(4 921213.4),(5 1318386.3),(6 1767724.4),(7 2206344.8),(8 2662006),(9 3089396.3),(10 3496852.8),(11 3888308.3),(12 4235447.5),(13 4578647.5),(14 4897083),(15 5201038.5),(16 5485825),(17 5727753.5),(18 5905278),(19 6037694),(20 6125284),(21 6165680.5),(22 6156336),(23 6110158.5),(24 6067897.5),(25 6009786.5),(26 5940807),(27 5864711),(28 5804087.5),(29 5749120.5),(30 5702393.5),(31 5664048.5),(32 5606578),(33 5574202.5),(34 5530209.5),(35 5476396),(36 5439533),(37 5380617.5),(38 5311821),(39 5237044),(40 5171207),(41 5117008),(42 5068763.5),(43 5009184.5),(44 4955524),(45 4957552.5),(46 4987332),(47 5070616.5),(48 5151677.5),(49 5238076.5),(50 5315583.5),(51 5382224.5),(52 5471345.5),(53 5584247.5),(54 5710963.5),(55 5866012),(56 6052334),(57 6259489.5),(58 6471681.5),(59 6687548),(60 6929353.5),(61 7191325),(62 7469141.5),(63 7686432),(64 7907500.5),(65 8088206),(66 8260405),(67 8378714.5),(68 8422208),(69 8431983),(70 8396911),(71 8399671),(72 8318830),(73 8187144.5),(74 8050133),(75 7892673.5),(76 7815334.5),(77 7756736),(78 7739155.5),(79 7746741),
(1 105049.44),(2 354279.5),(3 734332.44),(4 1233301),(5 1805433.4),(6 2467533.8),(7 3154021),(8 3905784.8),(9 4676363.5),(10 5457468),(11 6255828.5),(12 7012550),(13 7740012),(14 8432341),(15 9079948),(16 9647472),(17 10114552),(18 10519138),(19 10873064),(20 11170671),(21 11402083),(22 11541672),(23 11648627),(24 11743616),(25 11851312),(26 11959345),(27 12048381),(28 12102891),(29 12138251),(30 12114523),(31 12055400),(32 11940368),(33 11788736),(34 11622667),(35 11415433),(36 11189509),(37 10955859),(38 10729107),(39 10502021),(40 10260459),(41 10023365),(42 9824913),(43 9628941),(44 9450579),(45 9298841),(46 9149123),(47 9015871),(48 8849019),(49 8685500),(50 8485909),(51 8287068),(52 8115319.5),(53 8026552),(54 7974068.5),(55 7938032),(56 7931910.5),(57 7935680),(58 7974024),(59 8039121.5),(60 8119192.5),(61 8235830.5),(62 8352949.5),(63 8442749),(64 8520289),(65 8619715),(66 8728301),(67 8801508),(68 8844131),(69 8794037),(70 8694872),(71 8580854),(72 8454616),(73 8333422.5),(74 8211322),(75 8069933.5),(76 7975696.5),(77 7903945.5),(78 7835805.5),(79 7759717.5),
(1 110761.36),(2 348842.56),(3 726769.7),(4 1212264.6),(5 1785809.6),(6 2445667.3),(7 3118660.5),(8 3836374.8),(9 4510946),(10 5162781),(11 5747149),(12 6248087.5),(13 6673700),(14 7017524.5),(15 7294378),(16 7483798.5),(17 7589449),(18 7649465),(19 7678615),(20 7694588),(21 7708624),(22 7709134),(23 7717191.5),(24 7747878.5),(25 7837737),(26 7953092.5),(27 8064757),(28 8169480.5),(29 8261374.5),(30 8331161.5),(31 8381654),(32 8389792),(33 8386192.5),(34 8381712.5),(35 8363126),(36 8350950.5),(37 8328199),(38 8293287),(39 8233328),(40 8144740),(41 8050923.5),(42 7993387.5),(43 7916335.5),(44 7848746),(45 7743238.5),(46 7607105.5),(47 7460743),(48 7278055.5),(49 7120251),(50 6982068.5),(51 6861318.5),(52 6797527.5),(53 6783145),(54 6759461),(55 6747934),(56 6773600.5),(57 6817574.5),(58 6839154),(59 6851995.5),(60 6839307),(61 6844903.5),(62 6838178.5),(63 6813308),(64 6803810),(65 6779346),(66 6751936),(67 6723636.5),(68 6654267.5),(69 6606491),(70 6506558.5),(71 6456345.5),(72 6353191.5),(73 6277450),(74 6176410),(75 6029471.5),(76 5896866),(77 5786411),(78 5732730),(79 5720755),
(1 109406.38),(2 361170.2),(3 756351.1),(4 1264895.5),(5 1838399.9),(6 2532395.3),(7 3233035.5),(8 3991391.3),(9 4707951.5),(10 5350823),(11 5958625.5),(12 6419155),(13 6809977),(14 7137614),(15 7380115),(16 7545547.5),(17 7638608.5),(18 7684406),(19 7699813),(20 7680079.5),(21 7639420),(22 7564491.5),(23 7472976.5),(24 7392421),(25 7315540),(26 7253974),(27 7232135.5),(28 7220166),(29 7223892.5),(30 7194934.5),(31 7196652),(32 7131280),(33 7076896),(34 7010677),(35 6946355),(36 6883851.5),(37 6804171),(38 6720393.5),(39 6607044),(40 6480793.5),(41 6366075),(42 6279975.5),(43 6238416),(44 6204740.5),(45 6209271),(46 6233054.5),(47 6307948),(48 6377191.5),(49 6473773),(50 6589674),(51 6704443),(52 6846094),(53 6963462),(54 7009091),(55 7041756),(56 7061714.5),(57 7097394.5),(58 7126781.5),(59 7190582),(60 7271992.5),(61 7398536.5),(62 7522062),(63 7673720.5),(64 7806272),(65 7914338),(66 7985410.5),(67 8018877),(68 8029511),(69 7986310),(70 7892417.5),(71 7717279.5),(72 7543469),(73 7295917.5),(74 7049742),(75 6791963),(76 6563748.5),(77 6366667),(78 6240542.5),(79 6167840.5),
(1 118529.69),(2 389315.16),(3 820071.06),(4 1357356),(5 1953685.6),(6 2662699.5),(7 3376079.5),(8 4153738.8),(9 4921692.5),(10 5657780),(11 6346074),(12 6923512.5),(13 7425219.5),(14 7824035.5),(15 8089398),(16 8221956.5),(17 8255359),(18 8198289),(19 8073404),(20 7928975.5),(21 7730119),(22 7536724.5),(23 7324784),(24 7099169),(25 6876066.5),(26 6691766.5),(27 6564630.5),(28 6482614),(29 6454273),(30 6407921),(31 6377146),(32 6285370),(33 6177769.5),(34 6015783),(35 5836164.5),(36 5638542),(37 5466503),(38 5326548),(39 5204117.5),(40 5110246),(41 4981602),(42 4882393),(43 4762330),(44 4734651.5),(45 4717340),(46 4701719),(47 4726214.5),(48 4687005),(49 4688496),(50 4697225),(51 4733743),(52 4795327),(53 4844670.5),(54 4840637.5),(55 4830788),(56 4823527),(57 4859105.5),(58 4902157),(59 4974608.5),(60 5059140),(61 5179181.5),(62 5311816.5),(63 5473801.5),(64 5637109.5),(65 5782132.5),(66 5912995),(67 6001251.5),(68 6114964.5),(69 6169544.5),(70 6208544),(71 6218431.5),(72 6267513.5),(73 6344676.5),(74 6439906),(75 6559698),(76 6676659),(77 6750194),(78 6892517.5),(79 6979016.5),
(1 98090.97),(2 314831.44),(3 666324.2),(4 1083058.6),(5 1566742.9),(6 2056419.8),(7 2569203.8),(8 3078787.5),(9 3559593),(10 4011881.5),(11 4387896.5),(12 4718553.5),(13 4956365.5),(14 5125273.5),(15 5207260.5),(16 5199299),(17 5111248),(18 5006882),(19 4868745.5),(20 4755053),(21 4653417.5),(22 4567957),(23 4513311),(24 4481720),(25 4469280),(26 4494649),(27 4561217.5),(28 4643413.5),(29 4765571.5),(30 4888667.5),(31 5026081.5),(32 5115373.5),(33 5184331),(34 5208180.5),(35 5193627.5),(36 5171665),(37 5135683),(38 5082583),(39 5026190.5),(40 4956563),(41 4892305),(42 4845173),(43 4777934),(44 4759603.5),(45 4755454),(46 4739839.5),(47 4735570.5),(48 4666843.5),(49 4616786.5),(50 4571573),(51 4547059),(52 4571376.5),(53 4646662),(54 4762325.5),(55 4915696),(56 5107809.5),(57 5313757),(58 5512034),(59 5700065),(60 5881239.5),(61 6014689),(62 6109258.5),(63 6160215.5),(64 6163612.5),(65 6128285),(66 6039219),(67 5926001.5),(68 5796720.5),(69 5678086.5),(70 5563197),(71 5489374.5),(72 5391792),(73 5307074.5),(74 5214993),(75 5101166.5),(76 5014884.5),(77 4903424),(78 4834862),(79 4732469.5),
(1 99053.39),(2 317464.84),(3 662991.8),(4 1065461.1),(5 1536809.3),(6 2016661.5),(7 2523768.8),(8 3007256.3),(9 3435345),(10 3810996.3),(11 4100286.8),(12 4360813.5),(13 4555803),(14 4705265),(15 4820122),(16 4901279),(17 4945286),(18 4979073),(19 4994266.5),(20 4987128.5),(21 4976249),(22 4951049.5),(23 4917147),(24 4862636.5),(25 4785197.5),(26 4698968.5),(27 4590229.5),(28 4479243),(29 4387959.5),(30 4329478),(31 4301323),(32 4299239.5),(33 4340548.5),(34 4408220),(35 4500744.5),(36 4614889),(37 4751801.5),(38 4884082.5),(39 5021491),(40 5132960),(41 5204186),(42 5250752),(43 5229202.5),(44 5206445.5),(45 5154639.5),(46 5079187.5),(47 4993516),(48 4911850.5),(49 4830225.5),(50 4772851.5),(51 4743837.5),(52 4731462),(53 4702234.5),(54 4688765.5),(55 4661890),(56 4626375),(57 4587981.5),(58 4518869),(59 4446051.5),(60 4369929),(61 4292229),(62 4227070.5),(63 4198588.5),(64 4187882.8),(65 4196597),(66 4224760.5),(67 4294559),(68 4398054),(69 4537470.5),(70 4671247),(71 4824782.5),(72 4921637),(73 5014659.5),(74 5082971),(75 5107138.5),(76 5132565),(77 5109484),(78 5126940),(79 5107885),
(1 96892.95),(2 314835.5),(3 645359.25),(4 1027804.25),(5 1428118.5),(6 1841373.1),(7 2243279.5),(8 2625593.8),(9 2952763.8),(10 3220663.8),(11 3438129.8),(12 3621824.8),(13 3784276.3),(14 3905382.3),(15 3987640.3),(16 4049903),(17 4081753.3),(18 4102442.8),(19 4095201),(20 4063629),(21 4031315.5),(22 3974713.8),(23 3930053.3),(24 3861937.8),(25 3780090),(26 3686921.5),(27 3591901.5),(28 3496831.5),(29 3427118.3),(30 3374123.3),(31 3347373.8),(32 3341844),(33 3359437.3),(34 3376315.3),(35 3392586.8),(36 3415983.8),(37 3433267),(38 3436244.3),(39 3421774.5),(40 3401337),(41 3376125.3),(42 3351347.3),(43 3324745),(44 3311052),(45 3322676),(46 3362497.5),(47 3437125.3),(48 3518091.5),(49 3633805.8),(50 3784819),(51 3952460.5),(52 4073071),(53 4138715.3),(54 4154769.5),(55 4131359),(56 4086675.5),(57 4007602.3),(58 3906620.3),(59 3787763.5),(60 3680496.3),(61 3593566.5),(62 3545011.5),(63 3532198),(64 3549630.3),(65 3598992.5),(66 3690466),(67 3797820),(68 3936467.5),(69 4068387),(70 4168468.3),(71 4242083.5),(72 4244839),(73 4243007),(74 4226770.5),(75 4228268),(76 4246258),(77 4237762.5),(78 4225781),(79 4179522),
(1 115624.016),(2 370208.5),(3 754742.6),(4 1166638.3),(5 1605331.6),(6 2023641.4),(7 2446301),(8 2860389.5),(9 3225692.5),(10 3579492.5),(11 3854821.5),(12 4135933),(13 4352467),(14 4523576),(15 4655528.5),(16 4751773),(17 4805319),(18 4851574),(19 4871718),(20 4857774),(21 4793653),(22 4665311.5),(23 4520280),(24 4361193),(25 4202782),(26 4079477),(27 3987205.3),(28 3935146.5),(29 3928629),(30 3941089.5),(31 3962467.3),(32 3987226.5),(33 4007315),(34 4025333.3),(35 4029328.3),(36 4006854),(37 3979112),(38 3946327),(39 3901123.8),(40 3857022.8),(41 3810615.3),(42 3774883.8),(43 3764608.3),(44 3756506.8),(45 3773394),(46 3807750.3),(47 3862092.3),(48 3943408),(49 3985431.5),(50 4004621.5),(51 3999341.5),(52 3971205),(53 3910442.5),(54 3840838),(55 3741103.5),(56 3626502.5),(57 3503663.5),(58 3378527.3),(59 3269380.5),(60 3180051),(61 3137738.8),(62 3118389.5),(63 3115803.5),(64 3159112),(65 3230604.8),(66 3330660.5),(67 3444997),(68 3533564.5),(69 3597423.5),(70 3629551),(71 3667416.8),(72 3681097),(73 3693729),(74 3704264.3),(75 3711446.8),(76 3739446.5),(77 3763933),(78 3839172.5),(79 3920380.5),
(1 99433.93),(2 309931.5),(3 628135.1),(4 962194.2),(5 1334900.8),(6 1687949.9),(7 2061819.5),(8 2421260.5),(9 2759050.8),(10 3077811),(11 3328707.5),(12 3578751.3),(13 3771400.8),(14 3918038.5),(15 4003964.5),(16 4027386.5),(17 4029691.3),(18 4016512.8),(19 3985210.8),(20 3932754.3),(21 3864182.5),(22 3791485.8),(23 3718033.8),(24 3662495.3),(25 3605185.8),(26 3563854.8),(27 3547876.8),(28 3545245.8),(29 3537912.5),(30 3524864),(31 3485702.5),(32 3476213.3),(33 3455169.8),(34 3440826),(35 3423303),(36 3394594.3),(37 3383747.5),(38 3364820.8),(39 3352740),(40 3343433),(41 3331920.5),(42 3324323.3),(43 3325558.8),(44 3351458.8),(45 3385644.5),(46 3410998.5),(47 3411977.5),(48 3397434.5),(49 3352653.3),(50 3293662.8),(51 3219028.5),(52 3143402.8),(53 3060370.8),(54 2995195.3),(55 2922528),(56 2854082.5),(57 2793951.5),(58 2733317.3),(59 2692065.5),(60 2665772),(61 2681281.3),(62 2699431.8),(63 2728374),(64 2771015.3),(65 2835066),(66 2932517.8),(67 3056682.5),(68 3182112.5),(69 3322243),(70 3456694),(71 3600140),(72 3708892),(73 3803406.8),(74 3868818.3),(75 3882686.3),(76 3864639.3),(77 3789351.8),(78 3704771.5),(79 3628575.5),
(1 83501.44),(2 265398.7),(3 531716.7),(4 827631.1),(5 1141864.5),(6 1452642.4),(7 1729208.6),(8 1978808.9),(9 2188061.3),(10 2373464.8),(11 2519452),(12 2663124),(13 2798241),(14 2894911.5),(15 2976521.8),(16 3034732),(17 3089029.5),(18 3144597.8),(19 3179724.3),(20 3209193),(21 3214057.3),(22 3224583.5),(23 3252066),(24 3273959.8),(25 3292105.5),(26 3309350.8),(27 3323593),(28 3335354),(29 3343595.5),(30 3370824),(31 3393923.3),(32 3429066),(33 3452700.8),(34 3446245.3),(35 3419040),(36 3351567.5),(37 3265169.3),(38 3178046),(39 3093675.5),(40 3013297.5),(41 2943240.5),(42 2883721.8),(43 2843739.8),(44 2814348),(45 2802312.3),(46 2795478.5),(47 2787110),(48 2780121.5),(49 2774714.5),(50 2764342.8),(51 2727457),(52 2671237.3),(53 2618581),(54 2577809.3),(55 2548019.3),(56 2528548),(57 2517545),(58 2510818.3),(59 2496820.5),(60 2482107.3),(61 2455421.5),(62 2427798.3),(63 2386556.8),(64 2356948),(65 2334548.3),(66 2342974.5),(67 2377210.8),(68 2426639.3),(69 2499661.3),(70 2572818.3),(71 2666394.3),(72 2752137.5),(73 2843530.8),(74 2915416.3),(75 2950087.3),(76 2978022),(77 2969436),(78 2962819.3),(79 2945439.3),
(1 79546.48),(2 238328.94),(3 465764.78),(4 704414.94),(5 963783.3),(6 1210026.9),(7 1427335.3),(8 1613047.4),(9 1768095.8),(10 1907275.8),(11 2039768.3),(12 2182747.8),(13 2319194),(14 2430537.5),(15 2537254.3),(16 2631089),(17 2719563),(18 2787649.5),(19 2837948.3),(20 2856010.5),(21 2902864),(22 2912595),(23 2947106.5),(24 2970391),(25 2985697.3),(26 2990501.8),(27 2987942.5),(28 2986431.3),(29 2978403.8),(30 2968716.5),(31 2950178.8),(32 2921373.5),(33 2892967.5),(34 2868248.3),(35 2851458.8),(36 2839330.8),(37 2816689),(38 2782343.8),(39 2743180.8),(40 2722845.8),(41 2698957.5),(42 2700063),(43 2695201),(44 2696936.3),(45 2710562.5),(46 2722299.3),(47 2730569),(48 2719368.5),(49 2717301.5),(50 2714186.3),(51 2698359),(52 2675469),(53 2649481.3),(54 2620001),(55 2588391),(56 2554582),(57 2514174),(58 2478826.8),(59 2434617),(60 2385759.5),(61 2327932.8),(62 2266146.8),(63 2190617.3),(64 2117232),(65 2052366.3),(66 2002486.3),(67 1974667.5),(68 1962080.9),(69 1997285.8),(70 2041191.8),(71 2118818.3),(72 2167827.3),(73 2215762.3),(74 2265521.5),(75 2301445.5),(76 2331778.3),(77 2357833.3),(78 2378155.8),(79 2396405),
(1 76874.766),(2 235682.14),(3 460996),(4 709157.94),(5 971975),(6 1227721.5),(7 1462221.8),(8 1676816),(9 1871935.6),(10 2048973.3),(11 2204207.3),(12 2348467.3),(13 2474927),(14 2575004),(15 2649832.8),(16 2702982.8),(17 2736138.5),(18 2750580.8),(19 2744422.3),(20 2735779.8),(21 2721850.5),(22 2714386.5),(23 2703570.5),(24 2701906),(25 2694926.3),(26 2684888.3),(27 2684672.3),(28 2683197.3),(29 2689683),(30 2676977.8),(31 2670008.3),(32 2656704.3),(33 2649369),(34 2642555.5),(35 2641321.8),(36 2626433.8),(37 2602052),(38 2565705),(39 2525316),(40 2493403.5),(41 2449065),(42 2408118),(43 2366576),(44 2320455.8),(45 2307002.5),(46 2309032.5),(47 2334694.3),(48 2368218.5),(49 2414469.8),(50 2473669.3),(51 2525996),(52 2569825.5),(53 2588726.8),(54 2587744),(55 2565196.5),(56 2512977),(57 2454259.5),(58 2405906.3),(59 2367735),(60 2310925.8),(61 2241798.8),(62 2159761.8),(63 2090188.9),(64 2031989.6),(65 1996195.8),(66 1990421.4),(67 2007619.4),(68 2049505.3),(69 2123187.8),(70 2219997.5),(71 2330576.8),(72 2452363.3),(73 2552369.5),(74 2650039.5),(75 2731549.5),(76 2802957.5),(77 2850103),(78 2874652.8),(79 2874614.8),
(1 81545.22),(2 246334.22),(3 486605.28),(4 750117.06),(5 1019722.1),(6 1271188.6),(7 1488512.4),(8 1707798.4),(9 1891773.8),(10 2047296.8),(11 2187006),(12 2303308.8),(13 2396951.5),(14 2446023.5),(15 2465245.3),(16 2462399.8),(17 2443370.3),(18 2419478.5),(19 2394815.8),(20 2369204.3),(21 2344490),(22 2320954.8),(23 2274521.5),(24 2241809),(25 2209395.3),(26 2198660),(27 2204727.3),(28 2223810.3),(29 2233061.3),(30 2220967),(31 2207844),(32 2180502.8),(33 2160468.3),(34 2147364.5),(35 2146501.8),(36 2160472.5),(37 2191367.8),(38 2226864.3),(39 2267894.5),(40 2307127),(41 2311297.8),(42 2300703.5),(43 2260571.8),(44 2236843.8),(45 2226600.5),(46 2243842.8),(47 2289399.5),(48 2351445),(49 2417034.5),(50 2488224.3),(51 2547670.3),(52 2590213.3),(53 2597762.3),(54 2579476),(55 2527592),(56 2461584),(57 2386055.5),(58 2314724.8),(59 2245353),(60 2172260.5),(61 2112415),(62 2070712.9),(63 2050480),(64 2051516.3),(65 2075043.5),(66 2116010),(67 2166667.5),(68 2228702),(69 2279310.5),(70 2325906.5),(71 2396031.8),(72 2470714.3),(73 2551415.8),(74 2634334.8),(75 2720674.3),(76 2825783),(77 2926388.3),(78 3010622.3),(79 3058032.3),
(1 74700.14),(2 223226.98),(3 423695.97),(4 624960.1),(5 818857.75),(6 992075.6),(7 1149197.5),(8 1294424.8),(9 1415965.8),(10 1501652.5),(11 1568870),(12 1620914.1),(13 1662286.4),(14 1691851.5),(15 1714215.5),(16 1720582.8),(17 1733252.8),(18 1745351.9),(19 1737331.9),(20 1719583.3),(21 1692706.1),(22 1677755.3),(23 1663213.9),(24 1667624.5),(25 1677500.6),(26 1687337.3),(27 1696717.4),(28 1713784.4),(29 1733505.6),(30 1742592.5),(31 1740291.9),(32 1739248.1),(33 1734875.9),(34 1736942.6),(35 1762023.9),(36 1793285.5),(37 1831048.1),(38 1857774),(39 1856163.9),(40 1833653),(41 1794704.9),(42 1757228.5),(43 1732440.1),(44 1726024.5),(45 1742744.9),(46 1779386),(47 1825236.3),(48 1879844.6),(49 1937324.3),(50 1986647.1),(51 2022991.5),(52 2054926.8),(53 2077414.8),(54 2091044.6),(55 2099631.3),(56 2087277.4),(57 2068084.6),(58 2043802.6),(59 2026987.8),(60 2017093),(61 2021989.4),(62 2024983.9),(63 2022153.6),(64 2010335.9),(65 2010898.1),(66 2006443),(67 2007032.5),(68 2007592.1),(69 2012826.3),(70 2027525),(71 2041478.8),(72 2058028.6),(73 2068665.3),(74 2091850.9),(75 2126212),(76 2196673),(77 2253798.5),(78 2326684),(79 2396028.8),
(1 71544.98),(2 207434.97),(3 400792.9),(4 599170.44),(5 798658.7),(6 1003178.7),(7 1180865),(8 1349891.1),(9 1475209),(10 1564134.9),(11 1630997.1),(12 1680547.3),(13 1723831.3),(14 1750423.8),(15 1764781.8),(16 1765336),(17 1766319.4),(18 1760415.3),(19 1741180.6),(20 1711949.9),(21 1695760),(22 1695568.4),(23 1692250.6),(24 1704336),(25 1715056.4),(26 1721057.9),(27 1708664.3),(28 1703873.1),(29 1695903.8),(30 1684974.3),(31 1666635.8),(32 1661232),(33 1669562.9),(34 1693811.8),(35 1722628.3),(36 1740049.1),(37 1750048.4),(38 1744067.3),(39 1729421.5),(40 1701696.6),(41 1665757.9),(42 1632829.5),(43 1615978.3),(44 1612965.4),(45 1637795),(46 1667474.3),(47 1708235.4),(48 1736509),(49 1768422.3),(50 1773424.3),(51 1764414.6),(52 1752671.6),(53 1743137.9),(54 1727157.4),(55 1704794.3),(56 1691103.6),(57 1681052),(58 1678601),(59 1681606.5),(60 1668810.3),(61 1657673.9),(62 1644695.8),(63 1650992.8),(64 1669248),(65 1697996.8),(66 1730409.1),(67 1767716.4),(68 1800598.9),(69 1856665.5),(70 1892043.6),(71 1941220.6),(72 1954162.9),(73 1967344.4),(74 1969545),(75 1953667.6),(76 1966982.6),(77 1970464.4),(78 1991541.8),(79 1990926.1),
(1 78146.71),(2 229796.75),(3 453426.28),(4 683407.44),(5 920948.8),(6 1146388.5),(7 1348023.5),(8 1530329.3),(9 1675502),(10 1792207.3),(11 1871688.5),(12 1910755),(13 1902565.4),(14 1866539.9),(15 1824297.3),(16 1790234.5),(17 1770978.6),(18 1751971.9),(19 1737879.9),(20 1744965.8),(21 1753826.1),(22 1779100.1),(23 1789130.3),(24 1786361.3),(25 1764270),(26 1731143.3),(27 1693949.9),(28 1656347.3),(29 1627434.5),(30 1594399.9),(31 1574651),(32 1565944.9),(33 1565619.5),(34 1578874.3),(35 1595633.8),(36 1610088.9),(37 1623688.5),(38 1632398.9),(39 1639021.1),(40 1638748.3),(41 1640740.3),(42 1641539.9),(43 1654256.8),(44 1668390.4),(45 1695942.4),(46 1732820.8),(47 1774285.5),(48 1795843.5),(49 1824557.5),(50 1859790.4),(51 1896598),(52 1936151.9),(53 1975548.6),(54 1990146.9),(55 1977074.6),(56 1943555.5),(57 1889709.5),(58 1829836.3),(59 1771659.9),(60 1717406.3),(61 1689216),(62 1665244.3),(63 1653011.3),(64 1653921.6),(65 1654193.1),(66 1658641.1),(67 1659885.1),(68 1666623.3),(69 1663257.3),(70 1650765.5),(71 1640122.3),(72 1638660.6),(73 1648749.5),(74 1672045.9),(75 1725688.1),(76 1789675.8),(77 1845791.6),(78 1880800.8),(79 1889255.9),
