1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2923.2202),(2 5801.2207),(3 6980.964),(4 7303.1836),(5 7565.8535),(6 7927.708),(7 8163.3325),(8 8434.132),(9 8544.761),(10 8549.648),(11 8574.263),(12 8544.056),(13 8689.903),(14 8982.63),(15 9098.26),(16 9297.8955),(17 9498.623),(18 9317.699),(19 9174.862),(20 9133.886),(21 9218.265),(22 9256.872),(23 9147.937),(24 8962.244),(25 8996.505),(26 9150.764),(27 9221.751),(28 9091.485),(29 9122.845),(30 9080.508),(31 9104.818),(32 8971.091),(33 8961.619),(34 8951.007),(35 9188.987),(36 9368.796),(37 9480.298),(38 9420.715),(39 9326.455),(40 9440.447),(41 9290.642),(42 9224.026),(43 9233.622),(44 9330.6045),(45 9222.879),(46 9228.989),(47 9102.321),(48 9109.314),(49 9256.084),(50 9446.68),(51 9405.255),(52 9541.07),(53 9691.103),(54 9861.655),(55 9895.4),(56 9897.766),(57 9833.274),(58 9742.117),(59 9597.686),(60 9577.9),(61 9542.349),(62 9454.2705),(63 9386.405),(64 9402.427),(65 9397.181),(66 9450.951),(67 9441.949),(68 9373.364),(69 9515.348),(70 9458.382),(71 9408.543),(72 9499.412),(73 9586.842),(74 9627.379),(75 9634.4375),(76 9803.462),(77 9861.074),(78 9894.663),(79 9892.267),
(1 2754.7273),(2 5478.423),(3 6653.344),(4 6985.6196),(5 7147.962),(6 7570.1807),(7 8051.794),(8 8397.648),(9 8551.953),(10 8642.501),(11 8650.285),(12 8576.604),(13 8747.827),(14 9030.025),(15 9095.943),(16 9250.84),(17 9345.228),(18 9070.198),(19 8961.864),(20 9008.706),(21 9170.09),(22 9309.758),(23 9115.132),(24 8955.096),(25 8942.126),(26 8994.255),(27 8941.195),(28 8815),(29 8818.2),(30 8726.634),(31 8823.299),(32 8938.381),(33 8936.874),(34 8776.669),(35 8954.945),(36 9114.124),(37 9209.105),(38 9222.72),(39 9228.435),(40 9354.277),(41 9228.248),(42 9175.925),(43 9214.427),(44 9204.504),(45 8982.225),(46 8950.093),(47 8840.099),(48 8862.588),(49 9086.649),(50 9194.056),(51 9230.814),(52 9311.581),(53 9508.051),(54 9685.74),(55 9705.46),(56 9664.4375),(57 9653.423),(58 9725.677),(59 9597.654),(60 9288.956),(61 9264.953),(62 9138.43),(63 9131.381),(64 9115.524),(65 9073.076),(66 9113.119),(67 9076.555),(68 9032.371),(69 9168.358),(70 9103.516),(71 8956.146),(72 9007.345),(73 9075.442),(74 9042.215),(75 9227.091),(76 9372.936),(77 9442.968),(78 9550.909),(79 9584.203),
(1 2707.7776),(2 5221.2827),(3 6248.6274),(4 6454.934),(5 6484.525),(6 6692.7476),(7 7180.4917),(8 7436.7354),(9 7547.1494),(10 7610.6045),(11 7662.393),(12 7647.727),(13 7788.0425),(14 8148.333),(15 8257.6455),(16 8480.759),(17 8534.879),(18 8264.611),(19 8370.403),(20 8456.786),(21 8581.736),(22 8722.387),(23 8483.225),(24 8317.101),(25 8363.449),(26 8480.724),(27 8437.241),(28 8404.936),(29 8524.892),(30 8497.295),(31 8575.679),(32 8771.195),(33 8925.609),(34 8774.246),(35 8749.749),(36 8768.966),(37 8952.363),(38 8955.654),(39 8972.464),(40 8923.252),(41 8803.469),(42 8881.519),(43 8840.659),(44 8748.434),(45 8523.352),(46 8560.305),(47 8472),(48 8619.761),(49 8626.124),(50 8610.515),(51 8628.558),(52 8700.199),(53 8834.724),(54 8915.797),(55 8870.62),(56 8841.057),(57 8936.509),(58 9031.113),(59 8923.991),(60 8632.717),(61 8569.519),(62 8631.334),(63 8689.212),(64 8701.636),(65 8606.257),(66 8583.576),(67 8507.825),(68 8473.66),(69 8499.294),(70 8509.886),(71 8403.366),(72 8304.571),(73 8284.861),(74 8257.665),(75 8505.861),(76 8673.069),(77 8862.68),(78 9000.277),(79 9107.642),
(1 2682.818),(2 5091.7397),(3 5878.7886),(4 5955.8833),(5 5867.6455),(6 6025.8228),(7 6459.2095),(8 6680.2666),(9 6757.855),(10 6888.8936),(11 6883.3965),(12 6935.032),(13 7131.983),(14 7400.37),(15 7484.745),(16 7642.683),(17 7680.2),(18 7563.5024),(19 7799.3843),(20 7873.8193),(21 7863.7646),(22 7859.718),(23 7624.277),(24 7411.917),(25 7494.6665),(26 7712.2075),(27 7763.994),(28 7750.4854),(29 7854.843),(30 7737.315),(31 7768.407),(32 7932.3477),(33 8067.8447),(34 8178.6323),(35 8083.7285),(36 8092.737),(37 8187.9756),(38 8185.586),(39 8235.033),(40 8249.234),(41 8153.4),(42 8229.739),(43 8170.114),(44 8060.58),(45 8022.125),(46 8057.4556),(47 8133.267),(48 8313.808),(49 8219.53),(50 8260.932),(51 8271.127),(52 8233.263),(53 8235.2),(54 8257.382),(55 8298.495),(56 8218.689),(57 8252.662),(58 8305.69),(59 8169.7495),(60 8040.1104),(61 7969.5107),(62 8079.811),(63 8175.989),(64 8129.5645),(65 8028.051),(66 7934.331),(67 7858.7334),(68 7799.7715),(69 7862.4834),(70 7926.0605),(71 7851.4185),(72 7740.3994),(73 7726.684),(74 7758.9194),(75 7984.167),(76 8059.7197),(77 8137.5835),(78 8203.859),(79 8306.281),
(1 2621.485),(2 5030.1265),(3 5758.918),(4 5819.479),(5 5781.2847),(6 5966.965),(7 6434.0986),(8 6653.7656),(9 6677.745),(10 6839.111),(11 6818.732),(12 6832.445),(13 7084.016),(14 7331.026),(15 7420.0425),(16 7551.856),(17 7569.2285),(18 7586.2427),(19 7910.5615),(20 7989.451),(21 7941.549),(22 7796.0073),(23 7574.723),(24 7301.1997),(25 7359.0337),(26 7542.6997),(27 7648.448),(28 7534.4653),(29 7593.5347),(30 7552.5874),(31 7450.299),(32 7527.4272),(33 7504.0913),(34 7679.7847),(35 7569.3286),(36 7688.9644),(37 7663.3584),(38 7558.232),(39 7620.2754),(40 7674.5474),(41 7721.032),(42 7632.2573),(43 7598.7646),(44 7615.297),(45 7713.0493),(46 7723.555),(47 7763.1563),(48 7796.3633),(49 7740.635),(50 7911.0654),(51 8068.639),(52 8111.4746),(53 8045.109),(54 7991.1997),(55 8045.9014),(56 7990.946),(57 7891.0522),(58 7837.2847),(59 7812.684),(60 7813.023),(61 7780.654),(62 7789.7856),(63 7824.97),(64 7710.446),(65 7656.504),(66 7547.3843),(67 7532.401),(68 7564.7847),(69 7649.608),(70 7841.5337),(71 7864.948),(72 7812.4204),(73 7694.134),(74 7769.808),(75 7896.7036),(76 8031.0454),(77 8127.718),(78 8115.156),(79 8223.178),
(1 2598.013),(2 4951.0493),(3 5682.9243),(4 5721.791),(5 5760.3823),(6 5951.1606),(7 6376.3076),(8 6546.129),(9 6559.295),(10 6697.352),(11 6674.086),(12 6686.5405),(13 7023.2124),(14 7257.0796),(15 7346.3506),(16 7506.208),(17 7553.7246),(18 7548.627),(19 7744.433),(20 7788.528),(21 7779.7295),(22 7612.67),(23 7549.2925),(24 7349.5103),(25 7364.667),(26 7502.538),(27 7612.554),(28 7551.207),(29 7531.8154),(30 7448.315),(31 7405.6855),(32 7429.259),(33 7383.713),(34 7458.7476),(35 7294.518),(36 7310.6626),(37 7273.672),(38 7285.332),(39 7405.7056),(40 7378.211),(41 7352.5513),(42 7251.949),(43 7264.045),(44 7319.698),(45 7435.663),(46 7482.7617),(47 7343.6406),(48 7317.311),(49 7343.393),(50 7533.705),(51 7638.67),(52 7723.231),(53 7576.965),(54 7508.406),(55 7571.718),(56 7526.6143),(57 7425.3135),(58 7289.1724),(59 7348.123),(60 7419.6743),(61 7398.3257),(62 7506.154),(63 7605.5933),(64 7465.9287),(65 7480.7397),(66 7460.82),(67 7503.7563),(68 7578.4795),(69 7660.6357),(70 7856.648),(71 7832.5933),(72 7705.397),(73 7585.659),(74 7597.4),(75 7604.6035),(76 7659.858),(77 7710.401),(78 7667.815),(79 7799.678),
(1 2619.5386),(2 4905.4663),(3 5635.261),(4 5728.9033),(5 5773.082),(6 6002.6797),(7 6290.27),(8 6408.105),(9 6572.2925),(10 6651.9004),(11 6485.833),(12 6533.765),(13 6918.0674),(14 7061.033),(15 7170.454),(16 7372.299),(17 7273.016),(18 7271.0347),(19 7453.2183),(20 7530.4165),(21 7614.9917),(22 7485.531),(23 7333.7275),(24 7222.013),(25 7073.394),(26 7102.3276),(27 7325.756),(28 7266.2393),(29 7275.9043),(30 7175.3643),(31 7209.4663),(32 7197.711),(33 7174.33),(34 7284.0967),(35 7163.855),(36 7233.5107),(37 7183.7817),(38 7311.8887),(39 7272.619),(40 7125.1655),(41 7060.751),(42 6971.001),(43 7049.2495),(44 7077.5996),(45 7165.7363),(46 7299.895),(47 7163.358),(48 7173.64),(49 7299.918),(50 7506.6167),(51 7679.1807),(52 7656.6865),(53 7520.6143),(54 7491.6655),(55 7587.315),(56 7554.9297),(57 7455.4443),(58 7284.836),(59 7285.248),(60 7381.0957),(61 7484.181),(62 7629.975),(63 7560.6655),(64 7612.021),(65 7682.9116),(66 7646.8076),(67 7588.1367),(68 7564.79),(69 7604.343),(70 7718.111),(71 7751.0254),(72 7713.429),(73 7598.396),(74 7538.08),(75 7399.889),(76 7337.164),(77 7364.105),(78 7434.6143),(79 7560.7617),
(1 2686.5745),(2 5064.903),(3 5785.938),(4 5807.588),(5 5851.708),(6 6126.5137),(7 6375.373),(8 6381.3115),(9 6579.734),(10 6675.137),(11 6437.8545),(12 6414.2163),(13 6661.425),(14 6680.0845),(15 6744.0493),(16 6871.444),(17 6685.262),(18 6700.3965),(19 6929.531),(20 7045.924),(21 7286.033),(22 7178.5024),(23 7050.5044),(24 7008.1274),(25 6927.669),(26 7064.068),(27 7288.7188),(28 7207.4536),(29 7191.809),(30 7162.0063),(31 7185.798),(32 7198.067),(33 7160.707),(34 7169.4478),(35 7093.3296),(36 7066.682),(37 7091.437),(38 7352.564),(39 7388.738),(40 7268.563),(41 7222.918),(42 7143.4897),(43 7239.733),(44 7402.8906),(45 7504.618),(46 7615.055),(47 7386.0195),(48 7379.962),(49 7536.884),(50 7671.278),(51 7747.453),(52 7701.326),(53 7666.3228),(54 7671.7856),(55 7718.195),(56 7582.9077),(57 7494.464),(58 7417.2163),(59 7564.139),(60 7553.144),(61 7729.1553),(62 7682.7266),(63 7604.87),(64 7744.4487),(65 7922.933),(66 7930.394),(67 7795.4287),(68 7725.279),(69 7751.2295),(70 7755.17),(71 7729.839),(72 7701.4053),(73 7528.598),(74 7446.543),(75 7364.136),(76 7412.792),(77 7468.901),(78 7567.581),(79 7573.571),
(1 2567.0286),(2 4833.421),(3 5477.2207),(4 5396.4243),(5 5383.466),(6 5708.941),(7 5924.374),(8 5888.251),(9 6077.223),(10 6216.9395),(11 6020.813),(12 6026.8447),(13 6192.59),(14 6159.541),(15 6258.899),(16 6362.4966),(17 6230.875),(18 6234.6187),(19 6442.096),(20 6504.4517),(21 6635.1636),(22 6527.5073),(23 6353.4893),(24 6262.139),(25 6257.3984),(26 6471.9585),(27 6649.635),(28 6605.4697),(29 6588.081),(30 6560.203),(31 6604.187),(32 6657.7153),(33 6574.301),(34 6569.687),(35 6498.872),(36 6567.1973),(37 6634.5864),(38 6886.578),(39 6922.936),(40 6988.128),(41 7025.6504),(42 6948.9854),(43 7072.3145),(44 7271.297),(45 7435.7046),(46 7448.7725),(47 7239.722),(48 7305.6323),(49 7357.711),(50 7347.95),(51 7247.9785),(52 7200.4116),(53 7115.5146),(54 7141.3003),(55 7129.613),(56 6960.6143),(57 6894.1396),(58 6956.9653),(59 7124.8613),(60 7162.2124),(61 7127.5024),(62 7036.0903),(63 7052.1855),(64 7130.8833),(65 7301.31),(66 7358.5293),(67 7348.68),(68 7327.7715),(69 7384.5464),(70 7382.129),(71 7321.344),(72 7143.305),(73 6983.6997),(74 6888.154),(75 6879.6123),(76 7029.54),(77 7131.187),(78 7165.6772),(79 7081.6963),
(1 2484.6592),(2 4572.207),(3 5107.3633),(4 5092.4834),(5 5158.441),(6 5489.394),(7 5625.8135),(8 5660.8745),(9 5931.93),(10 6075.1587),(11 6018.473),(12 6121.8813),(13 6323.3306),(14 6257.5938),(15 6341.693),(16 6430.804),(17 6338.4243),(18 6320.1436),(19 6472.2544),(20 6430.404),(21 6365.803),(22 6365.847),(23 6367.909),(24 6316.6724),(25 6262.5996),(26 6486.4155),(27 6657.1274),(28 6636.972),(29 6706.594),(30 6719.3833),(31 6736.523),(32 6764.7813),(33 6687.438),(34 6596.5396),(35 6600.2373),(36 6747.9697),(37 6769.702),(38 6859.777),(39 6889.17),(40 7021.6494),(41 7076.538),(42 7038.5557),(43 7079.6377),(44 7165.241),(45 7301.4336),(46 7258.273),(47 7167.2056),(48 7228.54),(49 7285.9316),(50 7221.1816),(51 7182.1406),(52 7036.5493),(53 6944.0947),(54 6975.4023),(55 6898.1895),(56 6773.918),(57 6670.6714),(58 6704.153),(59 6778.094),(60 6848.482),(61 6816.535),(62 6750.5825),(63 6817.1807),(64 6889.5137),(65 6919.2813),(66 6922.6533),(67 7040.832),(68 7023.4063),(69 7034.382),(70 6982.2314),(71 6855.2104),(72 6691.9575),(73 6549.86),(74 6501.4087),(75 6580.0186),(76 6706.249),(77 6808.9053),(78 6792.8843),(79 6736.783),
(1 2375.2031),(2 4291.9043),(3 4856.3403),(4 5000.8115),(5 5116.0874),(6 5407.483),(7 5516.5674),(8 5550.6274),(9 5808.447),(10 5864.633),(11 5804.1675),(12 5930.123),(13 6158.872),(14 6084.6763),(15 6151.3784),(16 6290.744),(17 6246.4863),(18 6165.9736),(19 6293.142),(20 6291.678),(21 6172.4346),(22 6251.785),(23 6354.337),(24 6476.9077),(25 6385.9834),(26 6612.902),(27 6705.51),(28 6627.483),(29 6661.9927),(30 6677.224),(31 6662.715),(32 6598.634),(33 6550.242),(34 6453.54),(35 6562.4194),(36 6646.487),(37 6656.2124),(38 6741.169),(39 6791.724),(40 6935.5225),(41 6928.9224),(42 6920.231),(43 6905.634),(44 6953.5034),(45 7018.8525),(46 6963.6416),(47 6851.5156),(48 6827.5137),(49 6864.3184),(50 6819.6626),(51 6713.7993),(52 6634.7476),(53 6608.825),(54 6674.1143),(55 6592.361),(56 6562.1577),(57 6537.2925),(58 6532.494),(59 6598.252),(60 6587.454),(61 6563.204),(62 6456.8354),(63 6605.8516),(64 6708.286),(65 6761.0654),(66 6738.746),(67 6724.7505),(68 6663.1816),(69 6705.6714),(70 6667.78),(71 6504.9355),(72 6344.2393),(73 6258.371),(74 6281.663),(75 6382.7407),(76 6506.4717),(77 6585.048),(78 6579.148),(79 6544.5967),
(1 2313.6726),(2 4137.424),(3 4718.0635),(4 4886.6494),(5 4978.336),(6 5228.716),(7 5301.7246),(8 5330.4507),(9 5555.988),(10 5663.142),(11 5657.187),(12 5747.067),(13 5925.5576),(14 5826.6343),(15 5936.4175),(16 6119.094),(17 5997.373),(18 5956.2896),(19 5977.2905),(20 5960.33),(21 5928.7827),(22 6018.928),(23 6059.249),(24 6224.9297),(25 6232.7603),(26 6312.3135),(27 6362.254),(28 6344.8594),(29 6354.437),(30 6301.66),(31 6348.433),(32 6353.266),(33 6317.605),(34 6335.388),(35 6416.709),(36 6384.3564),(37 6306.4355),(38 6400.611),(39 6446.8965),(40 6477.0615),(41 6557.2886),(42 6619.471),(43 6679.7827),(44 6764.211),(45 6852.3203),(46 6774.188),(47 6651.0054),(48 6657.2397),(49 6703.968),(50 6656.3906),(51 6603.812),(52 6551.141),(53 6507.4272),(54 6512.783),(55 6405.232),(56 6377.168),(57 6418.237),(58 6374.098),(59 6435.472),(60 6346.8335),(61 6188.724),(62 6182.6533),(63 6386.312),(64 6494.478),(65 6593.999),(66 6669.8135),(67 6721.89),(68 6702.2534),(69 6712.7876),(70 6684.704),(71 6549.0713),(72 6412.1943),(73 6377.769),(74 6408.6294),(75 6501.139),(76 6560.4653),(77 6538.123),(78 6494.047),(79 6505.192),
(1 2279.314),(2 4058.2278),(3 4663.9087),(4 4794.2305),(5 4911.294),(6 5171.952),(7 5246.575),(8 5332.0825),(9 5522.898),(10 5587.1274),(11 5576.61),(12 5700.228),(13 5772.3184),(14 5644.252),(15 5878.8105),(16 5950.5186),(17 5813.293),(18 5704.249),(19 5665.622),(20 5612.9824),(21 5612.68),(22 5673.8877),(23 5719.1226),(24 5780.143),(25 5893.43),(26 6008.1206),(27 5980.191),(28 5945.899),(29 5935.6064),(30 5853.592),(31 5929.0195),(32 5998.8755),(33 5924.0503),(34 5882.3477),(35 5979.66),(36 5926.6553),(37 5921.7646),(38 5994.678),(39 6005.585),(40 5962.64),(41 6109.266),(42 6192.501),(43 6254.4497),(44 6362.7124),(45 6343.045),(46 6299.5303),(47 6186.4253),(48 6265.5225),(49 6324.262),(50 6420.8247),(51 6463.904),(52 6430.5615),(53 6339.353),(54 6330.5396),(55 6210.707),(56 6135.059),(57 6151.0103),(58 6104.7686),(59 6126.463),(60 6040.7227),(61 5917.955),(62 5991.9805),(63 6134.1074),(64 6259.2124),(65 6341.854),(66 6398.1553),(67 6422.774),(68 6446.5723),(69 6431.21),(70 6397.127),(71 6366.204),(72 6290.4814),(73 6273.7656),(74 6324.9897),(75 6372.7974),(76 6304.1885),(77 6195.1787),(78 6205.7397),(79 6218.421),
(1 2181.453),(2 3895.9792),(3 4525.5674),(4 4680.3296),(5 4714.1157),(6 5054.2373),(7 5159.1865),(8 5241.8203),(9 5336.8037),(10 5326.8237),(11 5261.452),(12 5346.7363),(13 5399.494),(14 5339.93),(15 5524.011),(16 5505.611),(17 5393.195),(18 5302.097),(19 5311.7695),(20 5346.8286),(21 5307.4136),(22 5358.466),(23 5428.2627),(24 5470.1846),(25 5527.497),(26 5649.7964),(27 5657.264),(28 5584.0635),(29 5524.041),(30 5433.085),(31 5497.8735),(32 5512.917),(33 5473.465),(34 5415.4116),(35 5404.652),(36 5407.356),(37 5506.6636),(38 5602.8433),(39 5580.6626),(40 5573.2993),(41 5638.267),(42 5736.65),(43 5801.4316),(44 5875.46),(45 5840.097),(46 5819.9126),(47 5838.7183),(48 5858.6255),(49 5925.0767),(50 6062.5),(51 6141.5464),(52 6128.752),(53 6036.249),(54 5979.258),(55 5842.297),(56 5802.5522),(57 5800.139),(58 5757.356),(59 5777.833),(60 5634.2036),(61 5584.926),(62 5565.732),(63 5698.8457),(64 5755.925),(65 5767.3276),(66 5768.369),(67 5719.679),(68 5803.6855),(69 5833.4507),(70 5859.082),(71 5948.2646),(72 5921.6235),(73 5909.8823),(74 5936.4355),(75 5955.4194),(76 5858.6123),(77 5815.662),(78 5794.9473),(79 5773.9966),
(1 2257.425),(2 3995.3582),(3 4597.1924),(4 4786.845),(5 4804.3447),(6 5127.8584),(7 5186.6445),(8 5271.553),(9 5363.774),(10 5322.9736),(11 5293.1304),(12 5480.776),(13 5462.645),(14 5379.1743),(15 5504.07),(16 5478.3486),(17 5470.226),(18 5357.6597),(19 5338.716),(20 5347.46),(21 5379.6563),(22 5334.349),(23 5434.267),(24 5515.3984),(25 5576.3105),(26 5673.5205),(27 5681.3037),(28 5584.2773),(29 5529.682),(30 5492.15),(31 5535.6084),(32 5498.058),(33 5459.2217),(34 5461.6733),(35 5473.3506),(36 5433.395),(37 5499.7764),(38 5587.251),(39 5573.31),(40 5575.0537),(41 5661.347),(42 5777.9233),(43 5889.253),(44 6036.4434),(45 5928.757),(46 5836.2354),(47 5914.381),(48 5947.9087),(49 5892.771),(50 5924.3745),(51 6070.124),(52 6065.7646),(53 6117.619),(54 6044.981),(55 5907.5376),(56 5889.332),(57 5934.6646),(58 5931.569),(59 5936.263),(60 5771.2305),(61 5741.1313),(62 5729.427),(63 5717.7446),(64 5628.8804),(65 5553.8857),(66 5498.308),(67 5388.0005),(68 5385.69),(69 5411.7476),(70 5556.6157),(71 5666.3647),(72 5594.753),(73 5623.27),(74 5650.1665),(75 5624.3726),(76 5615.252),(77 5598.0547),(78 5558.3906),(79 5528.16),
(1 2141.511),(2 3780.9949),(3 4267.74),(4 4412.3247),(5 4536.4683),(6 4790.872),(7 4852.4697),(8 4952.792),(9 5032.1855),(10 4992.1265),(11 4951.819),(12 5043.2896),(13 5035.493),(14 5015.241),(15 5240.814),(16 5204.7983),(17 5222.535),(18 5161.918),(19 5150.44),(20 5147.6367),(21 5254.372),(22 5132.17),(23 5218.0527),(24 5271.7144),(25 5267.025),(26 5395.905),(27 5483.401),(28 5429.8623),(29 5366.839),(30 5384.844),(31 5486.781),(32 5384.8335),(33 5294.742),(34 5330.1797),(35 5352.116),(36 5275.1245),(37 5398.599),(38 5456.9526),(39 5364.608),(40 5369.8823),(41 5425.9507),(42 5606.3633),(43 5751.8438),(44 5805.7573),(45 5719.1523),(46 5646.6133),(47 5688.5527),(48 5691.8984),(49 5600.2935),(50 5608.1733),(51 5708.285),(52 5668.179),(53 5681.821),(54 5698.2993),(55 5610.703),(56 5607.1343),(57 5660.489),(58 5674.206),(59 5616.9424),(60 5464.321),(61 5435.0894),(62 5566.839),(63 5513.017),(64 5490.258),(65 5430.8267),(66 5360.4136),(67 5329.9063),(68 5321.762),(69 5328.7397),(70 5442.053),(71 5534.0845),(72 5484.7524),(73 5503.8696),(74 5511.741),(75 5537.6206),(76 5562.1226),(77 5555.5415),(78 5510.3506),(79 5457.5527),
(1 2091.3923),(2 3704.5269),(3 4108.109),(4 4220.818),(5 4369.79),(6 4622.0874),(7 4653.293),(8 4723.009),(9 4792.596),(10 4738.1836),(11 4782.291),(12 4867.8193),(13 4897.275),(14 4941.001),(15 5115.619),(16 5126.516),(17 5074.201),(18 4929.532),(19 4976.198),(20 5030.8984),(21 5126.846),(22 5143.3745),(23 5293.284),(24 5332.547),(25 5238.5347),(26 5255.1016),(27 5279.78),(28 5241.532),(29 5210.636),(30 5213.6553),(31 5294.613),(32 5242.232),(33 5156.3057),(34 5119.4775),(35 5176.881),(36 5172.891),(37 5251.764),(38 5356.9014),(39 5260.683),(40 5272.359),(41 5316.65),(42 5486.3755),(43 5545.809),(44 5542.865),(45 5442.847),(46 5479.188),(47 5513.822),(48 5504.438),(49 5467.897),(50 5552.4155),(51 5631.915),(52 5603.382),(53 5575.0474),(54 5563.886),(55 5462.6426),(56 5474.314),(57 5440.2485),(58 5455.9463),(59 5312.697),(60 5175.3115),(61 5148.781),(62 5172.15),(63 5176.2627),(64 5162.8545),(65 5150.7935),(66 5073.365),(67 5001.1416),(68 4933.2427),(69 4975.8496),(70 5069.8496),(71 5138.297),(72 5177.187),(73 5191.6724),(74 5215.737),(75 5181.7134),(76 5151.816),(77 5201.251),(78 5206.88),(79 5174.9824),
(1 2036.2131),(2 3544.6863),(3 3888.9707),(4 3993.1514),(5 4104.221),(6 4295.8325),(7 4297.312),(8 4334.1235),(9 4455.1563),(10 4386.3643),(11 4459.3677),(12 4547.0884),(13 4640.16),(14 4718.73),(15 4877.063),(16 4919.1226),(17 4912.903),(18 4706.6055),(19 4721.1377),(20 4782.133),(21 4860.0225),(22 4926.5723),(23 5117.1826),(24 5163.524),(25 5128.4316),(26 5123.775),(27 5126.7607),(28 5103.283),(29 5143.829),(30 5160.403),(31 5216.21),(32 5160.7925),(33 5037.976),(34 4910.5884),(35 4945.3),(36 5001.984),(37 5049.038),(38 5193.982),(39 5124.2056),(40 5087.284),(41 5042.3135),(42 5064.48),(43 5062.3213),(44 5061.7915),(45 4974.403),(46 5049.105),(47 5084.9854),(48 5073.7104),(49 5078.7505),(50 5165.6523),(51 5210.908),(52 5226.9067),(53 5220.892),(54 5227.2437),(55 5165.447),(56 5188.638),(57 5072.2476),(58 5061.001),(59 4922.0957),(60 4860.4565),(61 4889.455),(62 4881.558),(63 4919.9434),(64 4931.8867),(65 4999.632),(66 4939.5825),(67 4911.745),(68 4781.92),(69 4848.751),(70 4893.4175),(71 4976.892),(72 5023.061),(73 5071.473),(74 5027.6846),(75 5031.387),(76 5038.124),(77 5083.482),(78 5088.7104),(79 5063.1963),
