1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3257.397),(2 8554.755),(3 15088.505),(4 21419.355),(5 26963.309),(6 31897.283),(7 36311.477),(8 40111.55),(9 42821.656),(10 45122.84),(11 47764.45),(12 50434.1),(13 52659.734),(14 54539.742),(15 56526.32),(16 58336.816),(17 60093.02),(18 61721.723),(19 63157.46),(20 64301.68),(21 65667.94),(22 67353.52),(23 68637.65),(24 69798.12),(25 70726.7),(26 71460.414),(27 71855.01),(28 72414.59),(29 73056.86),(30 73831.71),(31 74636.5),(32 75609.5),(33 76600.67),(34 77644.29),(35 78507.516),(36 79463.08),(37 80622.41),(38 82190.75),(39 83709.914),(40 84707.055),(41 85771.22),(42 86862.42),(43 88120.734),(44 89165.76),(45 89553.555),(46 89761.555),(47 89982.46),(48 90360.945),(49 90568.086),(50 91097.13),(51 91781.92),(52 93053.375),(53 94427.05),(54 95573.57),(55 96575.86),(56 97683.43),(57 98651.51),(58 99393.33),(59 100110.68),(60 100416.164),(61 100899.08),(62 101585.15),(63 102390.266),(64 103066.36),(65 103648.195),(66 104018.766),(67 104320.56),(68 104389.92),(69 104546.45),(70 104767.78),(71 104943.98),(72 105101.12),(73 105307.05),(74 105484.77),(75 105406.81),(76 105140.5),(77 104980.16),(78 104902.375),(79 104444.945),
(1 3215.2075),(2 8561.116),(3 14838.189),(4 20947.943),(5 26521.62),(6 31252.064),(7 35379.203),(8 39353.195),(9 42458.23),(10 45236.15),(11 48435.383),(12 51596.93),(13 54302.957),(14 56465.184),(15 58225.418),(16 59595.383),(17 60700.797),(18 61705.71),(19 62760.3),(20 63756.695),(21 65245.875),(22 67200.766),(23 69142.1),(24 70493.234),(25 71825.805),(26 72885.67),(27 73479.38),(28 74065.95),(29 74648.29),(30 75520.75),(31 76357.68),(32 77957.39),(33 79366.695),(34 80554.07),(35 81763.23),(36 82672.95),(37 83665.03),(38 85407.52),(39 86532.93),(40 87714.76),(41 88948.37),(42 90561.125),(43 92361.414),(44 93939.4),(45 94922.836),(46 95740.42),(47 96705.27),(48 97657.64),(49 98539.57),(50 99384.87),(51 99942.875),(52 100753.34),(53 101074.93),(54 101638.11),(55 101744.75),(56 102164.22),(57 102917.625),(58 103555.984),(59 104254.26),(60 104715.46),(61 105083.71),(62 104971.125),(63 104553.16),(64 104044.266),(65 103262.86),(66 102822.5),(67 102628.64),(68 103046.86),(69 103724.06),(70 104500.05),(71 104879.84),(72 105062.58),(73 105028.625),(74 105338.25),(75 106035.95),(76 106515.93),(77 107690.32),(78 108541.78),(79 109028.34),
(1 3191.7463),(2 8449.41),(3 14705.655),(4 20885.633),(5 26527.164),(6 31445.129),(7 35577.027),(8 39400.113),(9 42541.53),(10 45447.098),(11 48740.777),(12 52250.27),(13 55322.508),(14 57787.676),(15 60018.645),(16 62211.57),(17 64392.48),(18 66154),(19 67377.695),(20 68526.164),(21 69899.4),(22 71012.79),(23 71624.42),(24 71721.46),(25 71643.88),(26 71751.86),(27 71708.59),(28 71883.94),(29 72528.055),(30 73264.93),(31 74466.734),(32 75818.5),(33 76896.49),(34 77626.46),(35 78357.375),(36 78920.34),(37 79545.36),(38 80705.72),(39 81427.88),(40 81977.85),(41 82866.73),(42 84298.625),(43 85820.02),(44 87211.44),(45 88522.96),(46 89813.125),(47 90742.81),(48 91148.16),(49 91383.13),(50 91620.09),(51 92002.36),(52 92294.58),(53 92418.086),(54 92994.164),(55 93309.76),(56 93474.805),(57 93766.44),(58 94254.36),(59 94964.97),(60 95647.81),(61 96481.94),(62 97375.4),(63 97694.92),(64 98236.61),(65 98475.74),(66 98992.28),(67 99335.03),(68 99766.266),(69 100433.24),(70 101284.6),(71 101656.15),(72 101917.88),(73 102646.13),(74 103350.79),(75 104470.37),(76 105837.57),(77 107469.87),(78 108982.13),(79 109974.664),
(1 3208.6243),(2 8289.853),(3 14148.152),(4 19924.84),(5 25192.146),(6 29726.83),(7 33665.926),(8 37214.88),(9 40006.93),(10 42529.35),(11 45623.977),(12 48773.152),(13 51705.895),(14 54222.527),(15 56376.125),(16 58404.39),(17 60506.79),(18 62016.453),(19 63147.17),(20 64175.48),(21 65533.844),(22 66700.53),(23 67917.57),(24 68792.33),(25 69475.17),(26 70088.945),(27 70469.97),(28 70663.62),(29 70806.23),(30 71332.13),(31 72305.07),(32 73476.4),(33 74611.71),(34 75345.35),(35 75865.164),(36 76505.195),(37 77124.9),(38 77536.3),(39 77811.164),(40 77806.07),(41 77605.945),(42 77925.71),(43 78476),(44 79071.34),(45 79731.25),(46 80411.52),(47 81482.59),(48 82342.55),(49 82974.86),(50 83885.53),(51 84762.78),(52 85678.36),(53 86273.33),(54 86883.58),(55 87244.82),(56 87468.65),(57 87718.01),(58 87960.516),(59 88378.37),(60 88854.71),(61 89415.484),(62 90363.93),(63 91219.914),(64 91785.94),(65 92098.49),(66 92007.18),(67 91977.74),(68 91821.21),(69 91465.445),(70 91059.12),(71 90698.14),(72 90118.984),(73 89810.66),(74 89548.016),(75 89598.34),(76 90096.14),(77 90472.914),(78 90968.195),(79 91313.64),
(1 3122.1563),(2 8109.78),(3 13980.138),(4 19558.854),(5 24838.018),(6 29198.701),(7 33005.18),(8 36565.168),(9 39528.145),(10 42264.926),(11 45210.707),(12 48358.902),(13 51361.684),(14 53952.59),(15 56796.83),(16 59070.875),(17 60929.016),(18 62395.76),(19 63730.47),(20 64966.168),(21 66567.29),(22 68341.45),(23 69910.3),(24 71036.92),(25 71782.3),(26 72058.98),(27 72326.35),(28 72878.64),(29 73395.06),(30 74015.83),(31 74620.984),(32 75396.17),(33 76049.625),(34 76735.91),(35 76974.266),(36 77405.99),(37 78175.2),(38 79031.35),(39 80111.81),(40 81222.67),(41 82047.13),(42 82998.59),(43 83892.055),(44 84544.46),(45 84647.43),(46 84962.93),(47 85452.05),(48 85796.61),(49 85733.43),(50 86099.164),(51 86293.5),(52 86378.89),(53 86576.55),(54 86780.03),(55 86661.3),(56 86324.84),(57 85840.48),(58 85236.72),(59 84853.086),(60 84820.3),(61 84450.59),(62 84214.54),(63 84044.734),(64 83947.97),(65 84146.73),(66 83853.05),(67 83999.484),(68 84303.26),(69 84487.31),(70 84526.16),(71 84550.84),(72 84166.4),(73 84135.08),(74 84140.984),(75 84325.73),(76 84565.484),(77 85029.96),(78 85625.17),(79 86203.9),
(1 3126.0667),(2 8102.0234),(3 13895.531),(4 19384.912),(5 24418.314),(6 28704.549),(7 32543.41),(8 36046.43),(9 39122.695),(10 42031.152),(11 45434.17),(12 48964.06),(13 51939.22),(14 54136.426),(15 56052.414),(16 57781.875),(17 59319.87),(18 60808.11),(19 62181.414),(20 63634.4),(21 65177.363),(22 67065.89),(23 68941.29),(24 70152.945),(25 70928.84),(26 71482.85),(27 72193.8),(28 72809.35),(29 73376.21),(30 74085.69),(31 74691.914),(32 75405.25),(33 75710.734),(34 76139.94),(35 76254.71),(36 76820.27),(37 77800.234),(38 79412.234),(39 80541.12),(40 81433.18),(41 82129.55),(42 83144.04),(43 83848.89),(44 84302.59),(45 84455.266),(46 84779.375),(47 85171.44),(48 85269.01),(49 85037),(50 84697.234),(51 84446.28),(52 84645.29),(53 85113.914),(54 85802.47),(55 85980.766),(56 85893.25),(57 85980.22),(58 85863.71),(59 85859.81),(60 85941.49),(61 85896.95),(62 86155.75),(63 86531.414),(64 86935.51),(65 87816.87),(66 88495.61),(67 89190.88),(68 89795.195),(69 90528.93),(70 91250.39),(71 91785.21),(72 91970.664),(73 92660.055),(74 93233.66),(75 93555.41),(76 93722.55),(77 94150.48),(78 94933.45),(79 95648.05),
(1 2962.51),(2 7760.1387),(3 13308.801),(4 18627.982),(5 23599.006),(6 28007.152),(7 31758.338),(8 35040.918),(9 37511.51),(10 39443.652),(11 41730.53),(12 44290.047),(13 46546.195),(14 48559.18),(15 50554.27),(16 52301.004),(17 53799.836),(18 55163.992),(19 56863.914),(20 58522.094),(21 60842.625),(22 63202.08),(23 65581.95),(24 67346.83),(25 68676.23),(26 69539.46),(27 70129.72),(28 70511.08),(29 70505.41),(30 70762.12),(31 71571.43),(32 72783.07),(33 73808.734),(34 75073.766),(35 76429.85),(36 78151.62),(37 80052.305),(38 82244.77),(39 83984.27),(40 84940.95),(41 85337.09),(42 85367.88),(43 85325.42),(44 85092.58),(45 84873.67),(46 85120.766),(47 85362.16),(48 85354.05),(49 85326.62),(50 85032.69),(51 84833.38),(52 85246.61),(53 85697.94),(54 86126.68),(55 86570.1),(56 86855.29),(57 87039.13),(58 87046.82),(59 86834.73),(60 87010.46),(61 87165.8),(62 87659.15),(63 88081.32),(64 88376.484),(65 88945.83),(66 89581.07),(67 90054.47),(68 90596.43),(69 91164.2),(70 91963.06),(71 92606.07),(72 93404.5),(73 94402.03),(74 94764.12),(75 94849.3),(76 94887.13),(77 94565.95),(78 94509.5),(79 94468.766),
(1 3041.7305),(2 7892.66),(3 13605.074),(4 19034.963),(5 24167.193),(6 28552.857),(7 32069.04),(8 35388.984),(9 37771.55),(10 39958.652),(11 42397.742),(12 44563.44),(13 46306.13),(14 47786.63),(15 49279.28),(16 50776.906),(17 52201.76),(18 53461.414),(19 54823.37),(20 56247.656),(21 58149.633),(22 60583.813),(23 62858.418),(24 64675.18),(25 66354.3),(26 67700.77),(27 68436.555),(28 69017.55),(29 69099.31),(30 69541.2),(31 70305.3),(32 71087.17),(33 71790.16),(34 72264.02),(35 73081.98),(36 73754.77),(37 74397.695),(38 75460.53),(39 76247.695),(40 76469.47),(41 76748.586),(42 76861.4),(43 76718.1),(44 76692.71),(45 76790.38),(46 77157.47),(47 77324.7),(48 77500.96),(49 77754.25),(50 78026.16),(51 78026.1),(52 78347.18),(53 78942.68),(54 79557.63),(55 80463.164),(56 81600.55),(57 82443.484),(58 83253.5),(59 83620.32),(60 84065.4),(61 84603.05),(62 85284.32),(63 85839.54),(64 86077.36),(65 86341.445),(66 86612.305),(67 86865.88),(68 87635.266),(69 88654.98),(70 89710.875),(71 90405.21),(72 91351.31),(73 92223.26),(74 92831.5),(75 93455.67),(76 93668.47),(77 93816.75),(78 94063.28),(79 94158.23),
(1 2928.2239),(2 7550.5522),(3 12947.418),(4 18032.934),(5 22598.363),(6 26399.36),(7 29487.584),(8 32426.693),(9 34962.707),(10 37409.074),(11 40189.703),(12 43077.91),(13 45652.027),(14 47814.598),(15 50094.2),(16 52298.33),(17 54315.344),(18 56028.598),(19 57221.164),(20 58247.016),(21 59482.133),(22 61023.207),(23 62545.97),(24 63853.03),(25 64711.477),(26 65375.664),(27 65674.1),(28 66080.664),(29 66242.68),(30 66575.24),(31 66896.58),(32 67400.414),(33 68437.195),(34 69296.54),(35 70134.8),(36 71034.88),(37 71791.75),(38 72937.69),(39 73583.945),(40 73933.016),(41 74290.75),(42 74829.805),(43 75266.76),(44 75429.36),(45 75617.54),(46 76009.75),(47 76534.445),(48 77232.35),(49 77713.734),(50 77836.56),(51 77914.72),(52 77918.72),(53 78478.375),(54 78828.51),(55 79121.76),(56 79492.03),(57 79766.36),(58 80348.33),(59 80646.18),(60 80686.3),(61 80629.95),(62 80741.59),(63 81030.21),(64 81143.195),(65 81263.36),(66 81536.48),(67 82180.18),(68 82869.15),(69 83632.53),(70 83967),(71 84274.95),(72 84384.055),(73 84713.21),(74 84755.94),(75 84757.734),(76 84929.24),(77 85428.92),(78 86066.16),(79 86571.586),
(1 2944.034),(2 7715.266),(3 13213.371),(4 18448.795),(5 23090.813),(6 26952.057),(7 30202.072),(8 33298.324),(9 35735.87),(10 38011.277),(11 40613.87),(12 43560.875),(13 46061.34),(14 48087.24),(15 50239.93),(16 52291.97),(17 54486.11),(18 56289.066),(19 57809.223),(20 59227.03),(21 60807.117),(22 62703.21),(23 64345.51),(24 65750.06),(25 66781.79),(26 67562.84),(27 68425.7),(28 68912.086),(29 69133.22),(30 69437.44),(31 69953.45),(32 70256.5),(33 70654.22),(34 71252.46),(35 71579.73),(36 72003.98),(37 72571.14),(38 73279.43),(39 73736.94),(40 74133.96),(41 74614.42),(42 74876.695),(43 75197.016),(44 75613.69),(45 75907.125),(46 76349.875),(47 76965.42),(48 77449.836),(49 77630.37),(50 78046.89),(51 78386.94),(52 78579.35),(53 79059.38),(54 79749.49),(55 80381.945),(56 80804.32),(57 81255.766),(58 82046.53),(59 82725.84),(60 83595.3),(61 84259.52),(62 84749.14),(63 85145.75),(64 85492.32),(65 85587.57),(66 85758.58),(67 85958.336),(68 86210.195),(69 86436.16),(70 86648.94),(71 86767.625),(72 86802.25),(73 87045.78),(74 86982.336),(75 87022.59),(76 86743.14),(77 87026.57),(78 87472.516),(79 88253.99),
(1 2981.8975),(2 7719.577),(3 13199.434),(4 18362.844),(5 23062.475),(6 27016.049),(7 30217.951),(8 33268.28),(9 35759.49),(10 38231.02),(11 41024.66),(12 43783.36),(13 46238.563),(14 48266.773),(15 50261.848),(16 52081.652),(17 53575.977),(18 54779.523),(19 55846.61),(20 56865.973),(21 58054.297),(22 59629.695),(23 61386.113),(24 62737.29),(25 64137.016),(26 65389.703),(27 66033.61),(28 66655.22),(29 67218.01),(30 67893.5),(31 68681.02),(32 69538.78),(33 70260.12),(34 70841.33),(35 71435.87),(36 72104.5),(37 72859.1),(38 74143.59),(39 75299.4),(40 76341.44),(41 77330.16),(42 78497.805),(43 79783.984),(44 80777.66),(45 81558.266),(46 82429.72),(47 83128.59),(48 83742.33),(49 84263.34),(50 84872.04),(51 85382.12),(52 86230.5),(53 87001.1),(54 87973.53),(55 88755.164),(56 89406.04),(57 89689.195),(58 90206.5),(59 90124.35),(60 89993.555),(61 89702.266),(62 89368.93),(63 88532.23),(64 87589.4),(65 86880.79),(66 86434.305),(67 86187.18),(68 85922.484),(69 85915.5),(70 86226.59),(71 86370.3),(72 86647.69),(73 86914.03),(74 86718.64),(75 86413.4),(76 86025.2),(77 85808.734),(78 85935.9),(79 86389.49),
(1 2982.0852),(2 7696.3335),(3 13018.662),(4 18106.813),(5 22516.002),(6 26180.443),(7 29194.742),(8 32079.203),(9 34211.19),(10 36298.49),(11 38834.492),(12 41356.42),(13 43353.332),(14 44823.367),(15 46298.59),(16 47621.13),(17 48765.59),(18 49600.79),(19 50465.957),(20 51281.496),(21 52415.035),(22 53924.035),(23 55562.465),(24 56906.055),(25 58246.81),(26 59518.145),(27 60224.72),(28 60887.016),(29 61502.38),(30 61922.37),(31 62579.758),(32 63454.836),(33 64394.063),(34 65352.164),(35 66273.06),(36 67488.164),(37 68531.67),(38 70081.67),(39 71416.266),(40 72667.9),(41 73638.32),(42 74844.42),(43 75941.67),(44 76772.336),(45 77445.47),(46 77993.2),(47 78479.56),(48 79146.81),(49 80033.34),(50 80715.2),(51 80907.5),(52 81322.61),(53 81738.42),(54 82291.555),(55 83090.14),(56 83519.516),(57 84067.64),(58 84938.2),(59 85454.664),(60 85945.805),(61 86282.67),(62 86729.484),(63 87152.94),(64 87225.85),(65 87388.99),(66 87206.52),(67 87373.805),(68 87563.58),(69 87577.11),(70 87142.51),(71 86687.5),(72 86149.78),(73 85475.59),(74 84888.67),(75 84178.266),(76 83569.45),(77 83251.97),(78 83386.42),(79 84005.62),
(1 2799.392),(2 7172.0977),(3 12019.372),(4 16458.354),(5 20611.258),(6 24176.574),(7 27326.188),(8 30343.027),(9 32490.188),(10 34444.293),(11 37066.473),(12 39501.156),(13 41129.266),(14 42059.13),(15 43273.53),(16 44621.125),(17 46252.05),(18 47444.21),(19 48467.516),(20 49613.31),(21 51000.492),(22 52811.18),(23 54335.484),(24 55768.19),(25 57174.39),(26 58588.766),(27 59713.535),(28 60176.28),(29 60591.348),(30 61286.973),(31 62091.52),(32 62797),(33 63550.598),(34 64773.1),(35 65681.195),(36 66522.63),(37 67325.195),(38 68236.305),(39 69186.26),(40 69885.82),(41 70322.09),(42 71012.88),(43 71555.17),(44 71796.82),(45 71986.52),(46 72171.086),(47 72395.02),(48 72890.75),(49 73459.72),(50 73974.78),(51 74204.36),(52 74669.64),(53 75160.055),(54 75513.805),(55 75846.3),(56 75899.016),(57 76169.664),(58 76324.125),(59 75867.375),(60 75305.086),(61 74713.875),(62 74251.56),(63 74192.45),(64 74191.414),(65 74128.75),(66 74073.55),(67 73973.02),(68 74134.93),(69 74153.41),(70 74131.266),(71 74293.336),(72 74252.17),(73 74272.59),(74 74193.17),(75 74016.125),(76 73837.68),(77 73629.14),(78 73622.375),(79 73782.91),
(1 2796.907),(2 7263.406),(3 12463.618),(4 17180.146),(5 21359.316),(6 24606.488),(7 27421.66),(8 30116.574),(9 32159.89),(10 34214.156),(11 36780.31),(12 39282.746),(13 41359.7),(14 42744.266),(15 44050.367),(16 45396.555),(17 46804.695),(18 48019.305),(19 49141.53),(20 50279.77),(21 51620.277),(22 53381.49),(23 55450.727),(24 57324.945),(25 59201.1),(26 61228.79),(27 62958.164),(28 64364.035),(29 65531.375),(30 66505.25),(31 67539.27),(32 68165.21),(33 68603.85),(34 69079.17),(35 69599.87),(36 70390.99),(37 71353.9),(38 72088.94),(39 72414.91),(40 72501.33),(41 72102.85),(42 72162.445),(43 72423.305),(44 72615.01),(45 72635.53),(46 72438.2),(47 72328.734),(48 72264.21),(49 71928.73),(50 71877.49),(51 71555.64),(52 71468.79),(53 70947.914),(54 70669.78),(55 70566.87),(56 70536.305),(57 70644.484),(58 70984.63),(59 71173.84),(60 71615.76),(61 71882.4),(62 72281.45),(63 72337.664),(64 72563.96),(65 72852.01),(66 72901.555),(67 73119.97),(68 73846.02),(69 74346.734),(70 74972.44),(71 75417.32),(72 75569),(73 75725.54),(74 75974.555),(75 76308.016),(76 76777.08),(77 77303.586),(78 78118.49),(79 78997.46),
(1 2760.12),(2 7171.8306),(3 12134.035),(4 16832.004),(5 21153.947),(6 24756.754),(7 27774.951),(8 30359.172),(9 32307.62),(10 34051.39),(11 36137.504),(12 38167.023),(13 39976.324),(14 41268.863),(15 42557.344),(16 43679.08),(17 44865.74),(18 45751.18),(19 46478.22),(20 47248.457),(21 48308.652),(22 49645.387),(23 51119.855),(24 52637.04),(25 54158.08),(26 55429.297),(27 56272.473),(28 56908.82),(29 57442.613),(30 58032.723),(31 58905.27),(32 59726.97),(33 60546.99),(34 61208.477),(35 61906.547),(36 62567.15),(37 63065.69),(38 63376.03),(39 63738.29),(40 64141.613),(41 64594.33),(42 65262.008),(43 65878.72),(44 66156.72),(45 66572.79),(46 66769.016),(47 67034.14),(48 67627.54),(49 68311.516),(50 68904.98),(51 69519.61),(52 70008.11),(53 70202.836),(54 70287.96),(55 70394.02),(56 70610.13),(57 70791.97),(58 70874.164),(59 70745.92),(60 70812.49),(61 71168.27),(62 71494.63),(63 71661.17),(64 72094.875),(65 72793.57),(66 73304.22),(67 73825.93),(68 74011.87),(69 74088.87),(70 74145.05),(71 74566.12),(72 74785.95),(73 75193.56),(74 75540.58),(75 76049.54),(76 76583.625),(77 77331.305),(78 78220.96),(79 79008.82),
(1 2708.942),(2 7082.46),(3 11930.413),(4 16434.41),(5 20457.877),(6 24018.24),(7 26983.771),(8 29709.395),(9 31738.89),(10 33735.97),(11 36015.78),(12 38157.438),(13 39989.87),(14 41176.17),(15 42374.51),(16 43501.863),(17 44346.617),(18 45136.22),(19 45904.938),(20 46364.164),(21 47178),(22 48173.84),(23 49096.9),(24 50097.57),(25 51265.33),(26 52292.97),(27 53016.344),(28 53609.008),(29 54181.277),(30 54654.676),(31 55115.984),(32 55729.18),(33 56234.945),(34 56739.88),(35 57358.855),(36 57999.63),(37 58559.855),(38 59214.637),(39 59750.18),(40 60376.87),(41 61263.91),(42 61964.8),(43 62631.527),(44 63296.926),(45 63830.836),(46 64341.07),(47 64829.984),(48 65551.07),(49 66313.36),(50 67049.836),(51 67714.484),(52 68622.9),(53 69475.086),(54 70034.94),(55 70521.48),(56 70768.1),(57 71086.945),(58 71140.65),(59 71188.414),(60 71068.33),(61 70987.82),(62 70925.85),(63 71221.16),(64 71708.15),(65 72562.52),(66 73762.984),(67 74756.43),(68 75562.45),(69 75976),(70 76305.195),(71 76584.74),(72 77025.85),(73 78027.71),(74 78452.445),(75 79253.71),(76 79786.234),(77 80794.93),(78 81855.4),(79 82630.37),
(1 2746.2563),(2 7083.0786),(3 12148.137),(4 16841.826),(5 21148.852),(6 24844.088),(7 28023.156),(8 30973.686),(9 33496.348),(10 35789.85),(11 38385.008),(12 40624.01),(13 42563.445),(14 43986.203),(15 45482.81),(16 46837.895),(17 47890.34),(18 48557.895),(19 49097.92),(20 49916.176),(21 51192.043),(22 52593.934),(23 53480.67),(24 54415.188),(25 55444.25),(26 56351.95),(27 56939.34),(28 57063.91),(29 57317.25),(30 57639.91),(31 58185.34),(32 59008.39),(33 59811.516),(34 60585.973),(35 61188.797),(36 61834.777),(37 62370.582),(38 63254.83),(39 63586.15),(40 63952.43),(41 64470.844),(42 64904.805),(43 65461.445),(44 65943.76),(45 66330.08),(46 66750.01),(47 67049.05),(48 67341.88),(49 67753.086),(50 68054.67),(51 68256.18),(52 68607.37),(53 68627.164),(54 68739.3),(55 68779),(56 68580.62),(57 68831.64),(58 68997.67),(59 68700.51),(60 68433.734),(61 67955.19),(62 67593.71),(63 67380.48),(64 67371.08),(65 67577.7),(66 68132.01),(67 68518.18),(68 69084.375),(69 69396.8),(70 69955.45),(71 70472.32),(72 71306.04),(73 72445.414),(74 73436.34),(75 74307.87),(76 74981.664),(77 75698.61),(78 76619.03),(79 77604.984),
(1 2756.4053),(2 7087.644),(3 12144.349),(4 16753.754),(5 20893.77),(6 24398.268),(7 27397.195),(8 30153.566),(9 32532.588),(10 34572.656),(11 36890.44),(12 38877.633),(13 40347.96),(14 41305.152),(15 42243.863),(16 43119.797),(17 44126.38),(18 45049.3),(19 46283.945),(20 47598.74),(21 49163.574),(22 50857.863),(23 52429.066),(24 53680.383),(25 54923.363),(26 56176.96),(27 57149.56),(28 57758.566),(29 58305.03),(30 58735.207),(31 59423.156),(32 60132.137),(33 61042.297),(34 61789.61),(35 62625.34),(36 63454.113),(37 64218.813),(38 64959.277),(39 65389.28),(40 65687.46),(41 66006.93),(42 66555.41),(43 67144.39),(44 67452.164),(45 68135.8),(46 68783.56),(47 69213.58),(48 69470.164),(49 70075.31),(50 70343.67),(51 70625.53),(52 71108.75),(53 71220.47),(54 71736.82),(55 72025.83),(56 72224.68),(57 72324.46),(58 72244.71),(59 71938.336),(60 71801.85),(61 71780.41),(62 71895.79),(63 72026.984),(64 72259.74),(65 72639.99),(66 72932.86),(67 73117.95),(68 73359.516),(69 73629.09),(70 74023.9),(71 74101.31),(72 74286.63),(73 74608.2),(74 75018.12),(75 75716.68),(76 76440.74),(77 77355.3),(78 78305.66),(79 79288.484),
