1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40541.43),(2 79028.305),(3 111974.875),(4 207073.06),(5 303026.72),(6 383225.34),(7 516357.97),(8 637230.44),(9 728945.06),(10 863103.25),(11 1021493.3),(12 1130422.9),(13 1337951.6),(14 1490542),(15 1609596.6),(16 1800601.4),(17 1942035.6),(18 2064115.6),(19 2227088.5),(20 2378130.3),(21 2490587),(22 2657334.3),(23 2799652.3),(24 2924288.3),(25 3085227),(26 3223052),(27 3317001.8),(28 3479988.8),(29 3597579),(30 3687877.3),(31 3836632),(32 3963947.3),(33 4072899),(34 4225387.5),(35 4351567.5),(36 4462377.5),(37 4592670.5),(38 4714066.5),(39 4832484.5),(40 4987519.5),(41 5108956),(42 5235688.5),(43 5391206.5),(44 5522242),(45 5621238.5),(46 5775862),(47 5908230.5),(48 6028531.5),(49 6184022),(50 6332709.5),(51 6480959.5),(52 6643012),(53 6805119.5),(54 6941062.5),(55 7099935.5),(56 7255968.5),(57 7368388),(58 7531541.5),(59 7667622.5),(60 7764635.5),(61 7885604.5),(62 8021798),(63 8131711.5),(64 8281392),(65 8429558),(66 8543589),(67 8666395),(68 8821697),(69 8899348),(70 9026153),(71 9149045),(72 9242626),(73 9367316),(74 9472272),(75 9556659),(76 9678510),(77 9770683),(78 9822895),(79 9909703),
(1 22453.227),(2 81772.8),(3 178287.89),(4 309782.97),(5 474279.8),(6 662261.06),(7 878470.7),(8 1115393.8),(9 1374693.6),(10 1645748.4),(11 1960246.6),(12 2269469.8),(13 2596931.8),(14 2924775.3),(15 3257043.8),(16 3599887),(17 3940631),(18 4285155),(19 4623557),(20 4959284.5),(21 5292626),(22 5611950),(23 5919152.5),(24 6218677),(25 6501421),(26 6761749),(27 7010834),(28 7236364),(29 7450510),(30 7644995),(31 7830213.5),(32 7984055.5),(33 8127955),(34 8253125.5),(35 8365721.5),(36 8459601),(37 8535434),(38 8587449),(39 8634025),(40 8662284),(41 8673445),(42 8663799),(43 8642700),(44 8608327),(45 8560751),(46 8493201),(47 8417153),(48 8327746),(49 8238553.5),(50 8140565),(51 8040304.5),(52 7934668.5),(53 7828500),(54 7715662),(55 7615822),(56 7506243),(57 7399689.5),(58 7305493.5),(59 7218350),(60 7140467.5),(61 7080866),(62 7029614),(63 6986089.5),(64 6952993.5),(65 6937814.5),(66 6936971),(67 6953687),(68 6980676),(69 7016309.5),(70 7075456),(71 7149771),(72 7227116.5),(73 7319173.5),(74 7416206.5),(75 7516495.5),(76 7618859),(77 7734341.5),(78 7846621),(79 7961095),
(1 22359.922),(2 81254.02),(3 175623.67),(4 302232.88),(5 457495.97),(6 630858.7),(7 825309.25),(8 1035813.25),(9 1258658.9),(10 1487734.6),(11 1744315.5),(12 1995438.4),(13 2251272.3),(14 2508833.8),(15 2765098.8),(16 3023954.8),(17 3279022),(18 3527616.8),(19 3766693),(20 3997457.8),(21 4220726),(22 4427227.5),(23 4622223),(24 4801934.5),(25 4963562.5),(26 5110652),(27 5247165.5),(28 5361644.5),(29 5467984.5),(30 5565561.5),(31 5647477.5),(32 5712662),(33 5771937.5),(34 5809014),(35 5843837.5),(36 5875261.5),(37 5901216),(38 5927042),(39 5955206.5),(40 5978001.5),(41 5998596.5),(42 6011832),(43 6023236),(44 6028350.5),(45 6036661.5),(46 6043568),(47 6058461.5),(48 6071719.5),(49 6098931.5),(50 6130010.5),(51 6156750.5),(52 6182184.5),(53 6217825.5),(54 6245299.5),(55 6284768),(56 6324012),(57 6359537.5),(58 6400884.5),(59 6439198.5),(60 6480288.5),(61 6515845.5),(62 6540005.5),(63 6562700),(64 6580744),(65 6596908),(66 6611431.5),(67 6624944),(68 6633974.5),(69 6636554.5),(70 6631574),(71 6621334.5),(72 6608818),(73 6594850),(74 6577438),(75 6568091.5),(76 6554076.5),(77 6544741.5),(78 6542979.5),(79 6549334.5),
(1 23982.543),(2 87804.83),(3 185602.8),(4 315457.6),(5 473632.72),(6 649681.2),(7 846748.6),(8 1053897.9),(9 1265985.9),(10 1486639.9),(11 1727773.1),(12 1951952.4),(13 2181462.8),(14 2402072.3),(15 2613254.5),(16 2816995),(17 3008115.8),(18 3188126.5),(19 3356049.3),(20 3516846.5),(21 3664852.5),(22 3797860.5),(23 3930383.3),(24 4045345.3),(25 4156539.5),(26 4258805.5),(27 4357801.5),(28 4457499),(29 4547423.5),(30 4636514),(31 4723451.5),(32 4806326),(33 4884293),(34 4963108.5),(35 5036972),(36 5110236),(37 5183886.5),(38 5257113.5),(39 5337465.5),(40 5420810),(41 5500589),(42 5577083),(43 5650100.5),(44 5714329.5),(45 5780170),(46 5850622.5),(47 5911015.5),(48 5961956.5),(49 6009881),(50 6051031),(51 6092587.5),(52 6132874),(53 6170926),(54 6205331),(55 6238644.5),(56 6263524),(57 6276514.5),(58 6288352.5),(59 6300879.5),(60 6296324),(61 6298407.5),(62 6296591.5),(63 6280692),(64 6271909),(65 6270440.5),(66 6264503.5),(67 6265201.5),(68 6272079.5),(69 6275166.5),(70 6288155),(71 6305974),(72 6322888.5),(73 6344335.5),(74 6368718.5),(75 6397170),(76 6435021.5),(77 6484214.5),(78 6536324),(79 6602596.5),
(1 26962.148),(2 99567.77),(3 214263.22),(4 371061.84),(5 565337.1),(6 786934.06),(7 1036587.75),(8 1300567.5),(9 1580441.3),(10 1874841.5),(11 2185741.8),(12 2487735.8),(13 2795460.5),(14 3092079.8),(15 3379200.3),(16 3652923.8),(17 3910334),(18 4148918.8),(19 4363870.5),(20 4555189),(21 4720571.5),(22 4860927),(23 4974116.5),(24 5065738),(25 5139008.5),(26 5185845),(27 5215145.5),(28 5222938),(29 5217909.5),(30 5198784.5),(31 5179280),(32 5147569),(33 5115130),(34 5085222),(35 5055206.5),(36 5031993.5),(37 5013286),(38 4999261.5),(39 4996013),(40 4996764.5),(41 5000521),(42 5008062),(43 5016704.5),(44 5026057),(45 5037775.5),(46 5054734),(47 5070092.5),(48 5077950),(49 5091860),(50 5107294),(51 5131552),(52 5155080.5),(53 5187084),(54 5218528),(55 5253508),(56 5291930.5),(57 5325155),(58 5363901),(59 5407753.5),(60 5448513.5),(61 5495353),(62 5540371),(63 5583348.5),(64 5628054.5),(65 5676822),(66 5730734),(67 5791398.5),(68 5854482.5),(69 5921661),(70 5996441.5),(71 6065521.5),(72 6129736.5),(73 6193764.5),(74 6242922),(75 6282343.5),(76 6310235.5),(77 6330466),(78 6342023),(79 6341436),
(1 22590.834),(2 82765.44),(3 178217.98),(4 308007.66),(5 471301.53),(6 654875.9),(7 864786.06),(8 1088379.8),(9 1324125.8),(10 1567278.5),(11 1827487),(12 2085423.1),(13 2348520.5),(14 2613504),(15 2873805),(16 3126070.5),(17 3370888.3),(18 3606079),(19 3827650.3),(20 4043083.8),(21 4244196),(22 4428494),(23 4600823.5),(24 4750169),(25 4875964.5),(26 4987271.5),(27 5080128),(28 5149609.5),(29 5214101.5),(30 5259261.5),(31 5298476),(32 5330817),(33 5351606.5),(34 5368927),(35 5377922.5),(36 5384479),(37 5384207.5),(38 5381635),(39 5381125.5),(40 5376464.5),(41 5359644.5),(42 5339230),(43 5313939),(44 5284096),(45 5260575),(46 5240263.5),(47 5223001),(48 5201292),(49 5182480.5),(50 5159475),(51 5142495),(52 5122327),(53 5109930),(54 5090410.5),(55 5066620.5),(56 5035310),(57 4990038),(58 4939388.5),(59 4881945.5),(60 4811818),(61 4738447),(62 4660709.5),(63 4582855.5),(64 4493944),(65 4411428.5),(66 4332402.5),(67 4255964.5),(68 4181931),(69 4121572.3),(70 4072183.8),(71 4029629.8),(72 4001747),(73 3975206),(74 3958972.8),(75 3952665),(76 3946783.8),(77 3948611.3),(78 3957559.5),(79 3971697),
(1 20048.05),(2 72617.73),(3 153190.95),(4 259871.72),(5 390102.47),(6 532062.3),(7 688377.9),(8 849072.75),(9 1012821.75),(10 1176966.6),(11 1357525.5),(12 1535124.8),(13 1714938.9),(14 1896678.1),(15 2077747.8),(16 2255459.5),(17 2431370.8),(18 2609940.3),(19 2784271.5),(20 2960922.8),(21 3135292.3),(22 3298790.5),(23 3462869.5),(24 3614241.5),(25 3745059.8),(26 3872259.3),(27 3989177),(28 4087468),(29 4178089.5),(30 4254695.5),(31 4316563),(32 4367706),(33 4403255),(34 4423219.5),(35 4434611.5),(36 4431934.5),(37 4413770.5),(38 4385332.5),(39 4345090),(40 4293902),(41 4235840),(42 4176305),(43 4111423.5),(44 4049473),(45 3985738.8),(46 3920604.3),(47 3861581.8),(48 3798931),(49 3741082.8),(50 3689222.8),(51 3639943.3),(52 3593320.8),(53 3555756.8),(54 3521955.3),(55 3491338.3),(56 3468239.5),(57 3447305.5),(58 3425268),(59 3413083),(60 3398472.5),(61 3384822.3),(62 3380130.8),(63 3376457.8),(64 3371001.5),(65 3368999),(66 3364422.3),(67 3357577),(68 3351456.8),(69 3347580.3),(70 3341770.8),(71 3337757),(72 3332598.5),(73 3326727.3),(74 3322332),(75 3311869.5),(76 3297318.8),(77 3283894.5),(78 3265173.3),(79 3248908.5),
(1 19892.766),(2 71537.516),(3 149557.48),(4 250479.61),(5 370421.22),(6 500365.22),(7 642284.5),(8 787097.56),(9 934852.75),(10 1083101.5),(11 1236505),(12 1383538.6),(13 1529936.1),(14 1672086.3),(15 1805836.1),(16 1932645.1),(17 2048895.6),(18 2157793.5),(19 2256506.8),(20 2353697),(21 2445058),(22 2527530.3),(23 2604879.5),(24 2679239),(25 2747075.5),(26 2812950.8),(27 2877966),(28 2939865.5),(29 2998801.8),(30 3057064.8),(31 3109324.5),(32 3150213.3),(33 3184282.5),(34 3206766.5),(35 3224333.5),(36 3233654.3),(37 3236624.3),(38 3229881.3),(39 3219060.3),(40 3207487.8),(41 3193249.5),(42 3176570.8),(43 3158857.3),(44 3139764.5),(45 3129369.8),(46 3118289),(47 3111461),(48 3105933.5),(49 3104560.5),(50 3104200.5),(51 3106698.5),(52 3111389),(53 3122639.5),(54 3134378.3),(55 3155650.3),(56 3175928.8),(57 3201533.8),(58 3231641.8),(59 3260653.8),(60 3294050.8),(61 3326522),(62 3360945),(63 3397752.5),(64 3432957.5),(65 3472052.3),(66 3510940.5),(67 3555192),(68 3595427),(69 3640573),(70 3679108.8),(71 3716570),(72 3741928.3),(73 3759509.8),(74 3767805),(75 3771153.8),(76 3764491.5),(77 3754970.8),(78 3738270),(79 3720084.3),
(1 15903.996),(2 56703.16),(3 118381.56),(4 199328.61),(5 296866.9),(6 402770.97),(7 520528.6),(8 644704.56),(9 773539.6),(10 907420.4),(11 1043118.06),(12 1181211.4),(13 1319321.1),(14 1454634.4),(15 1590014),(16 1718898),(17 1840788.4),(18 1959819.9),(19 2072319.5),(20 2181533),(21 2285644),(22 2375001.8),(23 2459327.8),(24 2529359.5),(25 2589201),(26 2635973.3),(27 2671124.8),(28 2699756.8),(29 2726651.8),(30 2749695.8),(31 2768474.8),(32 2778650.3),(33 2783106.5),(34 2782521),(35 2780432.3),(36 2770769.5),(37 2755587),(38 2742289.5),(39 2730333.5),(40 2715127.5),(41 2698639.5),(42 2678728.8),(43 2657494.3),(44 2636527.8),(45 2618644.8),(46 2600684),(47 2588164),(48 2579022),(49 2571348.3),(50 2562717.5),(51 2552748.5),(52 2540571),(53 2531504.8),(54 2526692),(55 2519866.3),(56 2514377),(57 2512620),(58 2511185),(59 2513643.5),(60 2522130),(61 2535161.3),(62 2547626.5),(63 2565492),(64 2579637),(65 2596494),(66 2610328.3),(67 2624341.8),(68 2637004.5),(69 2652036),(70 2668210),(71 2686013.5),(72 2699613.5),(73 2718602.3),(74 2732827),(75 2750739.5),(76 2766013.3),(77 2786369.3),(78 2809759),(79 2838854.5),
(1 19854.086),(2 72766.625),(3 153405.06),(4 260876.44),(5 390197),(6 527413.1),(7 675844.56),(8 828548.5),(9 981647.06),(10 1133785.1),(11 1291150),(12 1444707.9),(13 1599091.8),(14 1745605.3),(15 1885692.5),(16 2008942.8),(17 2112820.8),(18 2198525),(19 2267771.3),(20 2326216.3),(21 2370267.5),(22 2400879),(23 2424449),(24 2437836.8),(25 2446363),(26 2452042.8),(27 2454112),(28 2456420.8),(29 2463977),(30 2473572.5),(31 2487545.8),(32 2500514.8),(33 2509041.8),(34 2518159.3),(35 2527952.5),(36 2533759.3),(37 2542410),(38 2550049.8),(39 2557516.5),(40 2568661.8),(41 2580499),(42 2590841),(43 2600170.8),(44 2608602.5),(45 2618455),(46 2628034.5),(47 2641287),(48 2657264),(49 2676338),(50 2695190.5),(51 2712543.8),(52 2733631.3),(53 2755789),(54 2776934),(55 2799238),(56 2817595.3),(57 2835890),(58 2853021.5),(59 2870776.5),(60 2885260.8),(61 2898099),(62 2905087.5),(63 2909067.5),(64 2909082.5),(65 2907497),(66 2902290.8),(67 2900023.3),(68 2894529.5),(69 2885833.5),(70 2876611),(71 2864515),(72 2844536.8),(73 2825187.5),(74 2803015.5),(75 2780445.5),(76 2762733),(77 2749879.8),(78 2738039.3),(79 2734763),
(1 24274.758),(2 89886.09),(3 191738.2),(4 327518.44),(5 489503.7),(6 666927.8),(7 858389.75),(8 1055353.1),(9 1251729.5),(10 1441583.6),(11 1624986.9),(12 1790535.8),(13 1942015.6),(14 2076318.5),(15 2194646.8),(16 2293136.5),(17 2375724),(18 2439536.8),(19 2481768.5),(20 2509840.5),(21 2525560.8),(22 2524355.5),(23 2511488),(24 2491800.8),(25 2465819.8),(26 2436742),(27 2410196),(28 2384035.5),(29 2366912.3),(30 2354153),(31 2349599.8),(32 2353316),(33 2366568.3),(34 2383160.8),(35 2409382.3),(36 2444715.3),(37 2485328.3),(38 2530823.8),(39 2583740),(40 2643605.5),(41 2707978.5),(42 2777205.5),(43 2849696),(44 2922527),(45 2998273.3),(46 3071198.8),(47 3147248),(48 3225886),(49 3304379.5),(50 3379711.3),(51 3453241),(52 3522327.3),(53 3590728.5),(54 3658073),(55 3722333.5),(56 3786858.5),(57 3846810.8),(58 3900251.8),(59 3949963.8),(60 3996198),(61 4038186.5),(62 4071474.3),(63 4103879.8),(64 4127719.8),(65 4146922.8),(66 4155789.5),(67 4153579.3),(68 4140394.5),(69 4123849.5),(70 4102224.5),(71 4075066.8),(72 4049308.5),(73 4021348.8),(74 3995658.8),(75 3975372.5),(76 3956982.5),(77 3938773.5),(78 3922916),(79 3907296.5),
(1 21765.094),(2 81128.13),(3 175379.19),(4 302479.53),(5 456018.75),(6 623947.3),(7 809646.8),(8 1001682.4),(9 1194780.6),(10 1384307.9),(11 1565197.4),(12 1735241.3),(13 1895755.6),(14 2037861.8),(15 2158742),(16 2256197.8),(17 2334924.8),(18 2390924.8),(19 2424109),(20 2441666.5),(21 2445052.8),(22 2431779.5),(23 2410855.8),(24 2380543.3),(25 2348717),(26 2318184.8),(27 2290089.5),(28 2260657),(29 2237168),(30 2218625.3),(31 2204819.5),(32 2200965),(33 2197741.5),(34 2197094.5),(35 2202539.8),(36 2212781.8),(37 2228737.8),(38 2251512.3),(39 2282884.3),(40 2318766.8),(41 2357424),(42 2397786.8),(43 2436212.5),(44 2472052.3),(45 2506486.8),(46 2534744.5),(47 2561300.5),(48 2585893.8),(49 2609253),(50 2631021.8),(51 2647164),(52 2660744.8),(53 2674095),(54 2682874.8),(55 2690707.8),(56 2690927.8),(57 2685705.3),(58 2675595.8),(59 2658273),(60 2634236.3),(61 2605957.8),(62 2566806.3),(63 2522586),(64 2477337),(65 2431976),(66 2391789),(67 2353141.5),(68 2315267.5),(69 2284393.3),(70 2259600.5),(71 2237026),(72 2222330),(73 2213567.8),(74 2209715.3),(75 2214119.8),(76 2222708),(77 2238705.3),(78 2258153.8),(79 2281160.3),
(1 21356.305),(2 79221.77),(3 170315.03),(4 291718.47),(5 439289.75),(6 599613.3),(7 774660.6),(8 953457.75),(9 1127020.8),(10 1292630.9),(11 1453302.6),(12 1586260.9),(13 1700650),(14 1790076.9),(15 1851849),(16 1896623.5),(17 1923457.4),(18 1935287.8),(19 1933904.3),(20 1925708.9),(21 1909037.4),(22 1888946.5),(23 1869052.6),(24 1849236.6),(25 1830131.1),(26 1813922.5),(27 1802436.6),(28 1797305.6),(29 1798799.9),(30 1805389.8),(31 1821810.5),(32 1841652.1),(33 1864536.6),(34 1891969.4),(35 1924972.9),(36 1961199.5),(37 1999478.3),(38 2035751.5),(39 2071874),(40 2102926.5),(41 2129777),(42 2149338),(43 2163552.3),(44 2173490.3),(45 2177420.8),(46 2182256),(47 2184232.8),(48 2185600.3),(49 2186630.5),(50 2189447),(51 2190099),(52 2189655),(53 2191932.8),(54 2193363.5),(55 2192988.5),(56 2191956.5),(57 2191843.5),(58 2193884),(59 2198308.3),(60 2204254.8),(61 2209999.3),(62 2211619.3),(63 2214741),(64 2216082.5),(65 2218237.5),(66 2221824.5),(67 2219949),(68 2214745.8),(69 2211477.5),(70 2205703.3),(71 2197589.8),(72 2191472.3),(73 2189236),(74 2190104.5),(75 2196007.5),(76 2200086.5),(77 2204909.5),(78 2211185.8),(79 2217457.3),
(1 18839.355),(2 68280.52),(3 143771.94),(4 241184.63),(5 358107.84),(6 484477.16),(7 621212.06),(8 762051.2),(9 905864.94),(10 1048213.94),(11 1189907.1),(12 1328638),(13 1462742.4),(14 1585072.4),(15 1693198.4),(16 1784620.3),(17 1859699.4),(18 1916767.3),(19 1955097.5),(20 1982811.8),(21 1996651.1),(22 1998211.1),(23 1998231.3),(24 1994744.8),(25 1991211.1),(26 1987131.4),(27 1984534.9),(28 1986584.4),(29 1993709.8),(30 2007591.9),(31 2028594.8),(32 2050095.3),(33 2074866.3),(34 2102000.8),(35 2125694),(36 2152287),(37 2177212),(38 2199919.8),(39 2221261),(40 2241569),(41 2256310.5),(42 2268032.8),(43 2274167),(44 2274771.8),(45 2274136.3),(46 2270434.5),(47 2258290.5),(48 2241316.8),(49 2221425.8),(50 2199073),(51 2175687.8),(52 2152392),(53 2126616.5),(54 2103471.3),(55 2077794),(56 2052091.9),(57 2028673.3),(58 2004466),(59 1982544.9),(60 1964479.9),(61 1949824.1),(62 1937140.9),(63 1930936.1),(64 1928878.5),(65 1929733.3),(66 1937100.3),(67 1944502.4),(68 1955898),(69 1974292.1),(70 1999404.5),(71 2029939.5),(72 2066510.5),(73 2104296),(74 2141025.3),(75 2182999.5),(76 2222030.3),(77 2259678.3),(78 2296033),(79 2329897),
(1 18387.096),(2 67255.58),(3 142255.16),(4 238928.27),(5 355210.56),(6 481769.7),(7 619910.7),(8 762824.56),(9 907259.75),(10 1047684),(11 1188838.5),(12 1316320),(13 1436364.1),(14 1540258.3),(15 1628499.5),(16 1698963),(17 1751750.4),(18 1789024.8),(19 1815468.1),(20 1832212.5),(21 1838728.9),(22 1836120.5),(23 1829184.5),(24 1821622),(25 1814162),(26 1808344.5),(27 1799973.8),(28 1792147.3),(29 1786392.5),(30 1782128.8),(31 1776690.6),(32 1768509.5),(33 1762094.6),(34 1754774),(35 1745939.9),(36 1736788.6),(37 1726177.1),(38 1717666.3),(39 1709352),(40 1699946.9),(41 1690314),(42 1682186),(43 1672987.4),(44 1662449.6),(45 1654480.4),(46 1648566.4),(47 1646565.4),(48 1651974.9),(49 1665341.5),(50 1682821.1),(51 1707073.6),(52 1733545.6),(53 1759381.8),(54 1788081.8),(55 1812843.4),(56 1838444.1),(57 1862774.8),(58 1883178.1),(59 1901836.1),(60 1916314.6),(61 1929372.8),(62 1937877.1),(63 1942997.8),(64 1945073.1),(65 1944938.5),(66 1943289.3),(67 1937874.5),(68 1929216.8),(69 1920247.9),(70 1907617.4),(71 1891346),(72 1869012.1),(73 1843320.1),(74 1816697.4),(75 1788622.6),(76 1761273.6),(77 1736346.6),(78 1713631.1),(79 1693771.4),
(1 17800.002),(2 64784.63),(3 137020.33),(4 228916.56),(5 336593.75),(6 452973.38),(7 579130.7),(8 709770.1),(9 841434.7),(10 972618.06),(11 1095463.5),(12 1211029.8),(13 1315154),(14 1408149),(15 1491241.8),(16 1562678.4),(17 1625966.6),(18 1679363.9),(19 1724683.8),(20 1761531),(21 1788947.3),(22 1811877.4),(23 1831418),(24 1843789.5),(25 1850496.1),(26 1851511.9),(27 1847987.3),(28 1838714),(29 1826728.5),(30 1814291.9),(31 1803159.5),(32 1794574.8),(33 1790448.5),(34 1788590.4),(35 1789329.3),(36 1791994),(37 1795115.8),(38 1797294.6),(39 1798665.1),(40 1796471.1),(41 1790928.9),(42 1783699.5),(43 1775867.8),(44 1768605.1),(45 1761422),(46 1758717.1),(47 1755525.8),(48 1752498.5),(49 1755195.3),(50 1761445.8),(51 1769791.1),(52 1777659),(53 1783459.4),(54 1786738.9),(55 1786915.9),(56 1781484.5),(57 1771076.6),(58 1759402),(59 1743288.5),(60 1720804.3),(61 1697752.8),(62 1674800.8),(63 1652862.3),(64 1630074.3),(65 1608557.8),(66 1588568.9),(67 1566946.1),(68 1546934),(69 1530408.9),(70 1516865.6),(71 1506076.6),(72 1491153.6),(73 1477273.1),(74 1464517.8),(75 1453015.9),(76 1441620.8),(77 1435822.9),(78 1430937.4),(79 1428329.4),
(1 15218.918),(2 55560.242),(3 118065.86),(4 197617),(5 292134.28),(6 394028.34),(7 503084.38),(8 613979.3),(9 727138.9),(10 838147.3),(11 947144.94),(12 1048438.94),(13 1144550.3),(14 1232782.3),(15 1315780.6),(16 1390758.3),(17 1459725.8),(18 1522880.5),(19 1580036.6),(20 1634466.6),(21 1683232.6),(22 1728197.1),(23 1772024.4),(24 1811089.5),(25 1843441.5),(26 1869481.8),(27 1884775.3),(28 1893635.8),(29 1898493.4),(30 1898835),(31 1893347.4),(32 1884316.8),(33 1870285.4),(34 1852136.8),(35 1833522.3),(36 1812235.8),(37 1786376.3),(38 1758968),(39 1727814.5),(40 1696359.8),(41 1663899.4),(42 1631909.1),(43 1600958.1),(44 1572072.6),(45 1543946.3),(46 1517229),(47 1491856.3),(48 1471511.8),(49 1456040.5),(50 1442936.3),(51 1433744.4),(52 1427975.3),(53 1426047.8),(54 1428792.6),(55 1434564.6),(56 1442314.4),(57 1455139.1),(58 1471702.6),(59 1487922.9),(60 1507177.5),(61 1530307.3),(62 1552816.4),(63 1576730.1),(64 1596577.9),(65 1615895),(66 1638993.8),(67 1662131.8),(68 1684352.4),(69 1707766.1),(70 1728373.5),(71 1746679),(72 1762750.6),(73 1774360.3),(74 1782328.4),(75 1785886.6),(76 1784165.5),(77 1780194.3),(78 1774745.9),(79 1771479.8),
(1 15091.576),(2 54352.184),(3 113421.555),(4 187328.73),(5 274151.56),(6 365545.47),(7 462490.84),(8 560442.9),(9 658784.25),(10 754168.56),(11 846083),(12 932783.3),(13 1015223.6),(14 1088746.6),(15 1157519.4),(16 1220328.4),(17 1278765.1),(18 1333471.9),(19 1383894.4),(20 1429770.6),(21 1469303),(22 1502644.1),(23 1530488.9),(24 1549460.6),(25 1562251),(26 1567591.3),(27 1565152.9),(28 1555632.5),(29 1542866.9),(30 1523461),(31 1501227.4),(32 1476871.4),(33 1451552),(34 1420810.3),(35 1390096.1),(36 1361253.4),(37 1336772.3),(38 1315881.8),(39 1299994.1),(40 1287951.6),(41 1282420.3),(42 1283721.4),(43 1290754.3),(44 1305345.3),(45 1326664),(46 1353812.6),(47 1384627),(48 1419733.8),(49 1458243.1),(50 1499403.3),(51 1540968.1),(52 1579471.1),(53 1616082.1),(54 1649536),(55 1681141.5),(56 1711471.5),(57 1741997.9),(58 1771568.5),(59 1797980.1),(60 1821900.6),(61 1846171.4),(62 1866422),(63 1882597.4),(64 1895260.1),(65 1901818.9),(66 1906056.8),(67 1906972.5),(68 1905191.1),(69 1900933),(70 1896103.5),(71 1889408.5),(72 1881972.3),(73 1872868.3),(74 1864346.3),(75 1855985.8),(76 1849575.9),(77 1846523.8),(78 1842399.9),(79 1838240.4),
