1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 39447.43),(2 105397.56),(3 195027.98),(4 296357),(5 409845.75),(6 544052.7),(7 684020.75),(8 817289.06),(9 961276.3),(10 1104140.1),(11 1273359.9),(12 1456361.6),(13 1645030.9),(14 1833745.6),(15 2045869),(16 2269828),(17 2519705.3),(18 2789414.3),(19 3062060),(20 3360485.3),(21 3685303.3),(22 4025717.3),(23 4352850),(24 4672932),(25 4975610.5),(26 5259234.5),(27 5563500),(28 5888172),(29 6204847.5),(30 6541850.5),(31 6896476.5),(32 7254784),(33 7619928),(34 7992576),(35 8364044),(36 8744067),(37 9154041),(38 9552364),(39 9944011),(40 10333216),(41 10738570),(42 11159012),(43 11558708),(44 11960333),(45 12368085),(46 12774952),(47 13183304),(48 13625671),(49 14061325),(50 14500119),(51 14952117),(52 15417867),(53 15869987),(54 16343584),(55 16834070),(56 17327708),(57 17823832),(58 18286768),(59 18768168),(60 19204410),(61 19613232),(62 20010296),(63 20404886),(64 20794904),(65 21197910),(66 21582346),(67 21969712),(68 22362782),(69 22759686),(70 23162392),(71 23555056),(72 23960370),(73 24351210),(74 24736576),(75 25111830),(76 25469562),(77 25813496),(78 26130054),(79 26436614),
(1 17113.771),(2 22034.506),(3 22029.621),(4 22396.346),(5 24214.758),(6 26111.479),(7 27920.45),(8 29198.824),(9 30391.648),(10 32060.07),(11 33804.75),(12 35356.414),(13 36902.75),(14 38647.77),(15 39773.47),(16 41361.105),(17 42541.465),(18 44048.21),(19 45436.156),(20 46415.453),(21 47282.97),(22 48414.023),(23 49494.18),(24 50066.2),(25 50649.88),(26 51770.637),(27 52406.063),(28 52925.65),(29 53302.625),(30 53963.605),(31 54188.457),(32 54456.406),(33 54986.215),(34 55451.734),(35 55121.477),(36 55226.58),(37 55091.074),(38 55098.86),(39 55022.207),(40 54621.82),(41 54679.164),(42 54580.844),(43 54445.258),(44 54333.965),(45 53918.45),(46 53756.895),(47 53841.2),(48 53462.082),(49 53070.78),(50 53116.734),(51 52971.336),(52 52817.637),(53 52866.06),(54 52734.977),(55 52746.58),(56 52707.33),(57 52710.707),(58 52820.164),(59 52645.05),(60 52284.39),(61 52550.008),(62 52328.59),(63 52090.78),(64 51880.133),(65 52018.176),(66 52186.85),(67 51861.62),(68 51910.316),(69 51945.977),(70 51774.957),(71 51517.39),(72 51500.33),(73 51787.35),(74 51777.06),(75 51417.63),(76 51732.617),(77 51807.633),(78 51636.49),(79 51442.43),
(1 16922.518),(2 21579.316),(3 21650.918),(4 22235.516),(5 24068.229),(6 25840.35),(7 27284.78),(8 28730.906),(9 30218.033),(10 31716.9),(11 33561.63),(12 35134.28),(13 36665.55),(14 38097.777),(15 39178.496),(16 40902.434),(17 42074.3),(18 43496.57),(19 44809.31),(20 45940.3),(21 46861.125),(22 48000.254),(23 49201.625),(24 49672.418),(25 50289.504),(26 51399.668),(27 52098.633),(28 52777.43),(29 53185.055),(30 53144.51),(31 54103.434),(32 54306.367),(33 54671.434),(34 55019.777),(35 54767.766),(36 54679.89),(37 54879.16),(38 54899.95),(39 54693.55),(40 54475.34),(41 54378.617),(42 53869.91),(43 53786.813),(44 53675.473),(45 53178.434),(46 53187.15),(47 52945.063),(48 52679.605),(49 52384.516),(50 52975.2),(51 52014.33),(52 51957.668),(53 52175.734),(54 51952.508),(55 51815.895),(56 51448.52),(57 51427.668),(58 51499.938),(59 51454.45),(60 51187.203),(61 51337.94),(62 51180.016),(63 50860.492),(64 50760.313),(65 50793.31),(66 50828.133),(67 50462.383),(68 50432.383),(69 50452.344),(70 50169.785),(71 50314.49),(72 50097.72),(73 50145.094),(74 50309.598),(75 49863.86),(76 50402.008),(77 50323.85),(78 50233.695),(79 50217.8),
(1 16490.607),(2 21258.111),(3 21420.682),(4 21889.533),(5 23422.752),(6 25168.37),(7 26571.98),(8 28102.504),(9 29420.348),(10 31292.953),(11 32709.309),(12 34225.89),(13 35764.51),(14 37020.27),(15 38057.76),(16 39436.9),(17 40577.758),(18 41687.953),(19 42592.418),(20 43884.707),(21 44585.574),(22 45121.074),(23 46101.29),(24 46739.29),(25 47408.383),(26 47943.715),(27 48441.84),(28 49097.02),(29 49234.863),(30 49174.445),(31 49954.043),(32 50069.13),(33 50144.7),(34 50550.676),(35 50299.85),(36 49893.645),(37 50266.21),(38 50355.44),(39 50055.547),(40 49941.473),(41 49754.914),(42 49574.023),(43 49562.938),(44 49182.703),(45 48905.27),(46 48573.836),(47 48536.793),(48 48529.035),(49 48466.883),(50 48536.645),(51 48103.504),(52 47952.33),(53 48225),(54 48496.11),(55 48207.707),(56 48096.09),(57 48416.44),(58 48543.75),(59 48486.605),(60 48572.684),(61 48643.887),(62 48319.85),(63 48241.89),(64 48533.32),(65 48512.313),(66 48758.906),(67 48676.688),(68 48507.414),(69 48758.4),(70 48663.523),(71 48475.637),(72 48396.348),(73 48654.64),(74 48509.355),(75 48291.434),(76 48198.355),(77 48359.234),(78 48517.1),(79 48579.33),
(1 16277.65),(2 20885.451),(3 20910.691),(4 21317.473),(5 23182.336),(6 24801.076),(7 26240.826),(8 27533.92),(9 28745.5),(10 30478.236),(11 31990.512),(12 33455.625),(13 34873.68),(14 36179.242),(15 37178.68),(16 38737.105),(17 39695.336),(18 40887.938),(19 41976.85),(20 43281.05),(21 43773.285),(22 44385.688),(23 45337.92),(24 46056.93),(25 46926.26),(26 47630.254),(27 48228.117),(28 48722.258),(29 49072.81),(30 49521.285),(31 50032.01),(32 50309.477),(33 50517.707),(34 50846.492),(35 50796.504),(36 50743.88),(37 50857.9),(38 50844.688),(39 50874.953),(40 50572.543),(41 50627.72),(42 50628.297),(43 50299.566),(44 49972.574),(45 50384.254),(46 49875.727),(47 49818.715),(48 49863.36),(49 49920.45),(50 49578.14),(51 49501.47),(52 49447.992),(53 49467.824),(54 49657.54),(55 49232.8),(56 49332.164),(57 49320.066),(58 49058.477),(59 49043.496),(60 49008.125),(61 48672.414),(62 48539.91),(63 48413.453),(64 48328.477),(65 48251.445),(66 48279.156),(67 48195.2),(68 47940.406),(69 47655.324),(70 47973.14),(71 47640.758),(72 47388.82),(73 47341.13),(74 47298.563),(75 47236.496),(76 46880.594),(77 46902.277),(78 46877.695),(79 47009.53),
(1 16344.035),(2 20661.416),(3 20780.371),(4 21540.219),(5 22835.781),(6 24292.928),(7 25969.008),(8 27433.375),(9 28451.963),(10 30129.736),(11 31812.777),(12 33316.734),(13 34782.008),(14 36175.242),(15 37287.313),(16 38788.44),(17 40154.023),(18 41336.516),(19 42400.418),(20 43683.695),(21 44372.203),(22 45287.34),(23 46075.48),(24 46936.17),(25 48093.7),(26 48461.863),(27 48996.734),(28 49516.684),(29 50111.69),(30 50768.074),(31 50853.555),(32 51242),(33 51531.4),(34 51670.867),(35 51733.934),(36 51414.21),(37 51346.125),(38 51504.273),(39 51711.57),(40 51434.23),(41 51102.293),(42 50894.824),(43 50557.523),(44 50300.563),(45 50529.49),(46 49891.98),(47 49533.934),(48 49494.336),(49 49564.957),(50 49205.676),(51 49101.957),(52 48693.56),(53 48701.285),(54 48825.21),(55 48571.85),(56 48541.63),(57 48519.918),(58 48708.645),(59 48671.195),(60 48602.746),(61 48399.45),(62 48489.01),(63 48699.367),(64 48660.137),(65 48270.79),(66 48642.137),(67 48579.234),(68 48472.832),(69 48518.125),(70 48334.402),(71 48444.906),(72 48308.08),(73 48280.727),(74 48165.53),(75 48428.645),(76 48172.918),(77 48106.305),(78 48070.656),(79 48078.06),
(1 15662.752),(2 19844.045),(3 20159.627),(4 20959.973),(5 22278.393),(6 24067.73),(7 25539.725),(8 26843.662),(9 28083.723),(10 29554.262),(11 31212.445),(12 32725.611),(13 34160.707),(14 35412.867),(15 36695.57),(16 37802.57),(17 38938.734),(18 40170.09),(19 41229.03),(20 42388.68),(21 42979.383),(22 43987.895),(23 44808.4),(24 45379.563),(25 46337.88),(26 46929.094),(27 47520.316),(28 47863.734),(29 48291.844),(30 48815.61),(31 48968.76),(32 49307.69),(33 49252.637),(34 49442.53),(35 49634.21),(36 49518.035),(37 49331.29),(38 49513.44),(39 49480.59),(40 49168.188),(41 49388.22),(42 48848.496),(43 48332.05),(44 48124.74),(45 48552.785),(46 47904.016),(47 47594.06),(48 47521.64),(49 47516.31),(50 47050.332),(51 47104.332),(52 46928.51),(53 46649.816),(54 46456.277),(55 46462.957),(56 46458.32),(57 46632.098),(58 46589.89),(59 46515.223),(60 46572.043),(61 46225.39),(62 46206.21),(63 46119.02),(64 46144.285),(65 45834.953),(66 46099.652),(67 46036.08),(68 45810.094),(69 45748.48),(70 45702.574),(71 45989.19),(72 45642.813),(73 45673.37),(74 45546.395),(75 45793.254),(76 45439.46),(77 45479.883),(78 45350.016),(79 45223.55),
(1 14971.424),(2 18700.896),(3 19159.64),(4 20153.828),(5 21728.756),(6 23322.734),(7 24655.752),(8 26141.318),(9 27654.121),(10 29092.482),(11 30836.906),(12 32336.264),(13 33861.91),(14 35284.473),(15 36656.324),(16 38038.883),(17 39310.02),(18 40764.895),(19 42028.08),(20 43029.855),(21 44139.074),(22 45079.887),(23 46137.676),(24 46881.87),(25 47805.94),(26 48264.152),(27 48984.12),(28 49527.652),(29 49848.438),(30 50351.453),(31 50702.55),(32 50859.047),(33 50871.72),(34 51028.18),(35 50687.17),(36 50462.152),(37 50475.41),(38 50371.465),(39 50087.246),(40 49898.355),(41 49747.47),(42 48950.867),(43 48484.703),(44 48388.223),(45 48171.914),(46 47894.69),(47 47590.08),(48 47525.113),(49 47297.543),(50 47138.453),(51 46896.316),(52 46861.355),(53 46634.26),(54 46471.34),(55 46723.145),(56 46601.074),(57 46634.656),(58 46542.34),(59 46595.063),(60 46660.707),(61 46406.703),(62 46338.633),(63 46342.535),(64 46331.99),(65 45932.72),(66 46353.195),(67 46011.992),(68 45861.023),(69 45942.965),(70 45455.51),(71 45692.31),(72 45591.1),(73 45525.324),(74 45495.94),(75 45511.06),(76 45543.42),(77 45483.76),(78 45351.8),(79 45260.76),
(1 14782.966),(2 18295.332),(3 18665.824),(4 19633.672),(5 21110.365),(6 22988.725),(7 24027.096),(8 25450.496),(9 27049.814),(10 28781.486),(11 30131.227),(12 31600.469),(13 33014.566),(14 34380.996),(15 35578.785),(16 36928.406),(17 38094.785),(18 39451.402),(19 40576.61),(20 41495.1),(21 42133.65),(22 42884.04),(23 43698.273),(24 44365.11),(25 44801.758),(26 45168.81),(27 45646.945),(28 45975.395),(29 46206.598),(30 46622.055),(31 46771.723),(32 46996.945),(33 46859.61),(34 46809.6),(35 46898.313),(36 46588.414),(37 46419.2),(38 46274.03),(39 46145.598),(40 45919.35),(41 45815.26),(42 45152.273),(43 45247.13),(44 45563.188),(45 45057.05),(46 44679.176),(47 44507.867),(48 44396.246),(49 44290.39),(50 44454.973),(51 44414.703),(52 44255.695),(53 44308.15),(54 44405.715),(55 44425.746),(56 44265.47),(57 44378.97),(58 44624.53),(59 44728.27),(60 44579.21),(61 44538.945),(62 44457),(63 44388.24),(64 44412.258),(65 44379.19),(66 44413.453),(67 44169.863),(68 44061.336),(69 44091.703),(70 43978.53),(71 44159.97),(72 44056.902),(73 43915.344),(74 44097.176),(75 44148.313),(76 44238.773),(77 43992.008),(78 43764.16),(79 43679.09),
(1 14740.523),(2 18059.332),(3 18445.646),(4 19715.78),(5 20999.02),(6 22861.25),(7 23853.11),(8 25224.846),(9 26749.025),(10 28124.734),(11 29762.51),(12 31280.166),(13 32519.588),(14 33884.11),(15 35078.742),(16 36098.94),(17 37290.055),(18 38423.758),(19 39301.543),(20 40265.273),(21 40860.145),(22 41746.9),(23 42390.324),(24 42977.992),(25 43363.535),(26 43744.234),(27 44494.516),(28 45039.66),(29 45091.074),(30 45612.934),(31 45608.06),(32 45875.74),(33 45754.96),(34 45540.26),(35 45517.14),(36 45468.785),(37 45334.754),(38 45327.066),(39 45259.402),(40 45182.4),(41 45198.445),(42 44893.895),(43 44744.03),(44 44934.44),(45 44661.484),(46 44600.19),(47 44333.21),(48 44277.215),(49 44394.813),(50 44018.883),(51 44228.094),(52 44221.34),(53 44314.09),(54 44448.957),(55 44547.465),(56 44383.914),(57 44417.473),(58 44615.54),(59 44755.688),(60 44805.867),(61 44464.47),(62 44497.883),(63 44523.93),(64 44479.473),(65 44482.13),(66 44386.65),(67 44287.656),(68 44206.555),(69 44227.336),(70 44011.492),(71 43934.355),(72 43648.62),(73 43778.883),(74 43892.805),(75 43799.367),(76 43778.027),(77 43658.176),(78 43538.105),(79 43338.055),
(1 14336.042),(2 17685.605),(3 17850.006),(4 18918.752),(5 20057.855),(6 21973.678),(7 23315.076),(8 24323.611),(9 25603.146),(10 27219.967),(11 28830.527),(12 29980.578),(13 31130.316),(14 32480.932),(15 33686.047),(16 34493.516),(17 35713.016),(18 36702.156),(19 37786.28),(20 38871.477),(21 39736.277),(22 40645.19),(23 41335.66),(24 41987.746),(25 42838.164),(26 43246.113),(27 43924.16),(28 44530.535),(29 44765.055),(30 45138.62),(31 45621.938),(32 45811.813),(33 45957.31),(34 45889.273),(35 45856.11),(36 46029.906),(37 46195.617),(38 46150.395),(39 46062.24),(40 45979.066),(41 45910.813),(42 45743.914),(43 45585.094),(44 45638.535),(45 45701.84),(46 45842.027),(47 45392.168),(48 45200.063),(49 45586.176),(50 45464.55),(51 45338.617),(52 45108.66),(53 45262.758),(54 45411.895),(55 45404.35),(56 45071.066),(57 45175.9),(58 45267.03),(59 45577.92),(60 45086.867),(61 45155.773),(62 45221.33),(63 45214.08),(64 45071.92),(65 44978.16),(66 44813.332),(67 44636.934),(68 44399.41),(69 44213.69),(70 44013.008),(71 44053.168),(72 43840.867),(73 43735.527),(74 43833.207),(75 43994.793),(76 43856.45),(77 43414.52),(78 43258.523),(79 43288.465),
(1 14074.884),(2 17263.186),(3 17405.72),(4 18414.81),(5 19554.105),(6 21036.84),(7 22494.916),(8 23569.592),(9 24791.186),(10 26398.84),(11 27602.34),(12 29080.309),(13 30079.793),(14 31114.057),(15 32539.73),(16 33503.055),(17 34450.098),(18 35478.727),(19 36594.652),(20 37517.105),(21 38227.31),(22 39093.9),(23 39877.85),(24 40640.613),(25 41116.9),(26 41698.563),(27 42013.027),(28 42764.715),(29 43117.55),(30 43324.676),(31 43765.637),(32 43951.207),(33 44026.414),(34 43953.07),(35 44051.445),(36 43963.863),(37 43751.67),(38 43628.95),(39 43566.934),(40 43475.152),(41 43398.336),(42 42959.63),(43 42787.08),(44 42566.168),(45 42397.688),(46 42613.125),(47 42249.6),(48 42131.254),(49 42405.676),(50 42221.664),(51 41930.105),(52 42060.67),(53 42105.836),(54 42016.434),(55 41957.96),(56 41644.8),(57 41799.83),(58 41897.586),(59 42026.707),(60 41923.316),(61 41761.938),(62 41696.58),(63 41810.734),(64 41921.67),(65 41951.016),(66 41589.074),(67 41754.617),(68 41748.227),(69 41507.27),(70 41459.82),(71 41352.43),(72 40987.223),(73 41123.9),(74 41253.902),(75 40995.37),(76 40887.68),(77 40704.125),(78 40424.508),(79 40566.234),
(1 13661.06),(2 16754.414),(3 16849.51),(4 17560.557),(5 18972.145),(6 20375.105),(7 21888.043),(8 22998.428),(9 24093.98),(10 25549.215),(11 26800.914),(12 28270.174),(13 29404.783),(14 30334.352),(15 31568.324),(16 32819.902),(17 33809.715),(18 34916.637),(19 35590.793),(20 36570.49),(21 37376.29),(22 38255.47),(23 38993.746),(24 39590.598),(25 40123.06),(26 40703.52),(27 41210.54),(28 41705.652),(29 41994.055),(30 42540.055),(31 43045.777),(32 43212.684),(33 43106.73),(34 43105.363),(35 43395.855),(36 43300.695),(37 42993.01),(38 42978.79),(39 42996.734),(40 42603.293),(41 42706.074),(42 42201.363),(43 42108.652),(44 42005.965),(45 41797.168),(46 41770.688),(47 41394.207),(48 41193.56),(49 41270.44),(50 40987.508),(51 40993.035),(52 40803.344),(53 40733.715),(54 40831.105),(55 40817.34),(56 40459.34),(57 40453.86),(58 40591.03),(59 40522.246),(60 40563.746),(61 40264.547),(62 40091.844),(63 40247.61),(64 40405.445),(65 40180.918),(66 40118.375),(67 40185.023),(68 40254.117),(69 40017.813),(70 39953.555),(71 40035.51),(72 39968.16),(73 40214.805),(74 40269.74),(75 40141.875),(76 40157.9),(77 40142.72),(78 39802.617),(79 39773.727),
(1 13031.351),(2 15856.266),(3 16036.574),(4 16775.338),(5 18149.508),(6 19380.436),(7 20822.127),(8 21975.193),(9 23040.713),(10 24363.203),(11 25546.74),(12 26781.428),(13 27884.643),(14 28925.377),(15 30089.879),(16 31326.867),(17 32209.59),(18 33205.19),(19 34010.004),(20 34929.586),(21 35745.277),(22 36453.645),(23 37014.13),(24 37713.08),(25 38166.863),(26 38635.633),(27 39163.34),(28 39561.797),(29 39995.19),(30 40598.754),(31 40572.96),(32 40767.605),(33 40708.35),(34 40632.168),(35 40746.758),(36 40708.14),(37 40583.434),(38 40596.555),(39 40560.793),(40 40353.496),(41 40117.14),(42 39839.965),(43 39813.234),(44 39593.45),(45 39563.18),(46 39464.824),(47 39137.81),(48 38936.48),(49 39106.75),(50 38903.098),(51 38875.37),(52 38653.438),(53 38564.367),(54 38811.496),(55 38866.78),(56 38553.813),(57 38604.516),(58 38684.266),(59 38586.125),(60 38830.19),(61 38604.582),(62 38556.203),(63 38640.113),(64 38838.41),(65 38588.656),(66 38476.848),(67 38464.42),(68 38358.99),(69 38357.13),(70 38275.824),(71 38319.41),(72 38217.492),(73 38014.105),(74 38020.035),(75 38295.395),(76 38241.016),(77 38060.6),(78 37891.38),(79 37939.566),
(1 12959.315),(2 15911.64),(3 15863.661),(4 16593.15),(5 17829.213),(6 19275.764),(7 20380.586),(8 21454.482),(9 22419.277),(10 24016.25),(11 24758.307),(12 25899.682),(13 26981.111),(14 28230.219),(15 29054.697),(16 30137.172),(17 30890.729),(18 31761.049),(19 32492.68),(20 33286.242),(21 33862.902),(22 34377.973),(23 34964.844),(24 35631.668),(25 35870.707),(26 36468.332),(27 36813.453),(28 37254.406),(29 37631.184),(30 38083.996),(31 38311.406),(32 38559.875),(33 38621.04),(34 38609.195),(35 38689.316),(36 38605.754),(37 38670.555),(38 38699.047),(39 38516.406),(40 38552.902),(41 38322.027),(42 38276.047),(43 38217.73),(44 38113.08),(45 38193.063),(46 38238.105),(47 38149.03),(48 37952.25),(49 38046.94),(50 38023.605),(51 38036.777),(52 37966.832),(53 38220.316),(54 38238.277),(55 38285.465),(56 38283.563),(57 38177.9),(58 37985.473),(59 38043.004),(60 38194.53),(61 38109.72),(62 37997.836),(63 38156.176),(64 38274.254),(65 38153.76),(66 37957.27),(67 37883.566),(68 37982.793),(69 38075.246),(70 37792.66),(71 37717.348),(72 37693.047),(73 37580.69),(74 37550.766),(75 37732.773),(76 37688.67),(77 37244.418),(78 37127.84),(79 37172.004),
(1 12491.274),(2 15152.096),(3 15258.924),(4 15984.767),(5 17017.094),(6 18357.844),(7 19522.96),(8 20709.697),(9 21546.635),(10 22833),(11 23880.996),(12 25039.781),(13 25999.984),(14 27070.896),(15 28136.004),(16 28893.307),(17 29676.096),(18 30550.74),(19 31392.346),(20 32189.736),(21 32830.2),(22 33338.76),(23 34048.008),(24 34782.117),(25 35042.754),(26 35526.727),(27 35905.156),(28 36520.277),(29 36708.26),(30 36904.06),(31 37092.137),(32 37227.68),(33 37177.703),(34 37082.684),(35 37022.69),(36 36994.074),(37 36877.676),(38 36958.477),(39 36626.38),(40 36494.58),(41 36431.535),(42 36432.766),(43 36226.688),(44 36036.5),(45 36078.19),(46 36105.117),(47 35909.53),(48 35998.094),(49 36078.926),(50 35883.87),(51 35886.86),(52 36045.82),(53 36165.617),(54 36269.938),(55 36419.86),(56 36551.906),(57 36428.227),(58 36305.473),(59 36421.64),(60 36466.813),(61 36599.832),(62 36614.1),(63 36480.656),(64 36461.6),(65 36681.25),(66 36522.277),(67 36422.6),(68 36434.33),(69 36401.656),(70 36432.26),(71 36192.35),(72 36348.29),(73 36375.016),(74 36082.67),(75 36087.945),(76 35863.887),(77 35804.605),(78 35946.88),(79 36006.258),
(1 11945.505),(2 14567.931),(3 14716.134),(4 15662.913),(5 16604.676),(6 17890.758),(7 19061.342),(8 19996.236),(9 20866.768),(10 22146.338),(11 23376.338),(12 24392.576),(13 25485.027),(14 26673.69),(15 27294.627),(16 28381.887),(17 29215.121),(18 29987.07),(19 30783.498),(20 31461.236),(21 32281.35),(22 32846.84),(23 33288.16),(24 33974.65),(25 34244.113),(26 34714.45),(27 34947.09),(28 35367.914),(29 35696.906),(30 35998.563),(31 35816.35),(32 36013.65),(33 36110.293),(34 35964.375),(35 35726.094),(36 35567.766),(37 35495.85),(38 35480.547),(39 35434.824),(40 35239.51),(41 35106.39),(42 34938.324),(43 34779.863),(44 34602.727),(45 34537.7),(46 34406.62),(47 34126.617),(48 34000.945),(49 34112.594),(50 33949.113),(51 33988),(52 33923.047),(53 34051.31),(54 34066.523),(55 34177.36),(56 34091.938),(57 34144.094),(58 34073.35),(59 34073.21),(60 34168.594),(61 34178.203),(62 34054.43),(63 33998.902),(64 33951.78),(65 34288.574),(66 33902.13),(67 33859.582),(68 33925.08),(69 33810.797),(70 33775.64),(71 33757.633),(72 33834.137),(73 33791.563),(74 33613.434),(75 33876.28),(76 33648.723),(77 33789.57),(78 33806.223),(79 33758.8),
(1 12068.363),(2 14556.501),(3 14654.139),(4 15703.352),(5 16554.924),(6 17965.682),(7 19061.967),(8 20253.564),(9 21354.324),(10 22630.035),(11 23737.986),(12 24900.709),(13 26078.676),(14 27200.67),(15 28111.965),(16 29204.287),(17 30051.219),(18 30842.838),(19 31728.207),(20 32615.64),(21 33204.348),(22 33751.824),(23 34324.4),(24 34902.66),(25 35232.105),(26 35536.26),(27 36022.125),(28 36244.906),(29 36500.36),(30 36912.105),(31 36679.652),(32 36906.625),(33 37099.355),(34 37062.38),(35 36702.145),(36 36506.383),(37 36416.64),(38 36153.03),(39 36015.035),(40 35825.266),(41 35705.56),(42 35470.32),(43 35420.824),(44 35298.082),(45 35201.27),(46 35005.426),(47 34778.03),(48 34651.617),(49 34765.535),(50 34530.13),(51 34508.45),(52 34452.527),(53 34572.008),(54 34681.55),(55 34753.734),(56 34612.215),(57 34753.223),(58 34853.945),(59 34624.77),(60 34810.07),(61 34769.66),(62 34847.453),(63 34819.387),(64 34790.004),(65 34833.42),(66 34769.93),(67 34884.13),(68 34919.926),(69 34820.633),(70 34801.77),(71 34824.617),(72 35006.867),(73 34937.063),(74 34904.504),(75 35015.375),(76 34929.52),(77 34936.676),(78 34927.38),(79 34791.617),
