1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17777.746),(2 65172.887),(3 156444.27),(4 250574.73),(5 365971.66),(6 494635.16),(7 632853.2),(8 767770.8),(9 906630),(10 1051357.9),(11 1212944.9),(12 1392290),(13 1581249),(14 1783327.6),(15 2032161),(16 2288988),(17 2552150),(18 2832455.8),(19 3113388.3),(20 3390142.3),(21 3673467.3),(22 3944286.8),(23 4188707.3),(24 4379432.5),(25 4555904.5),(26 4717496),(27 4860409.5),(28 4983938.5),(29 5105263.5),(30 5216675),(31 5338038),(32 5442129),(33 5536128.5),(34 5630395.5),(35 5713527.5),(36 5771824),(37 5839012.5),(38 5890850),(39 5950945.5),(40 5913624.5),(41 5955773.5),(42 5989312),(43 6028272.5),(44 6075521.5),(45 6124822),(46 6216861.5),(47 6322951.5),(48 6477480),(49 6664270),(50 6877284.5),(51 7132738.5),(52 7400144.5),(53 7664466.5),(54 7940561.5),(55 8224642.5),(56 8493825),(57 8768044),(58 9056029),(59 9363040),(60 9676081),(61 10039449),(62 10401833),(63 10789905),(64 11149349),(65 11503747),(66 11789333),(67 12039871),(68 12275301),(69 12511596),(70 12723216),(71 12944621),(72 13138381),(73 13323107),(74 13497193),(75 13671227),(76 13834220),(77 13966127),(78 14114213),(79 14199899),
(1 17752.07),(2 46066.684),(3 70059.555),(4 83925.57),(5 88391.52),(6 94718.766),(7 102045.12),(8 111555.32),(9 118478.31),(10 122073.27),(11 123296.445),(12 124415.516),(13 127562.18),(14 132411.03),(15 139164.17),(16 145603.95),(17 150147.48),(18 152069.84),(19 153917.61),(20 155869.61),(21 159460.44),(22 163988.48),(23 166033.72),(24 166022.17),(25 165027.77),(26 163163.2),(27 162188.98),(28 164102.75),(29 164373.39),(30 161275.64),(31 155693.5),(32 150851.13),(33 150294.03),(34 153532.3),(35 156042.98),(36 154878.17),(37 153841.06),(38 154365.69),(39 155302.81),(40 154678.73),(41 153183.17),(42 152357.64),(43 151615.73),(44 150990.95),(45 150589.5),(46 150660.95),(47 150713.5),(48 150033.14),(49 147758.83),(50 147463.06),(51 147415.16),(52 146783.95),(53 146758.78),(54 148969.53),(55 148732.28),(56 146571.25),(57 142043.05),(58 140743.19),(59 141334.7),(60 144123.63),(61 147183.05),(62 148276.38),(63 149911.61),(64 151403.98),(65 156749.64),(66 159907.1),(67 161559.13),(68 162750.44),(69 164257.45),(70 167428.22),(71 170498.66),(72 172953.44),(73 174578.3),(74 173805.92),(75 172823.06),(76 172391.61),(77 173098.64),(78 174395.3),(79 177680.97),
(1 17965.285),(2 47215.68),(3 71812.88),(4 84118.625),(5 88225.664),(6 94348.43),(7 101247.266),(8 107253.5),(9 110987.92),(10 114306.11),(11 117871.234),(12 120904.76),(13 122970.25),(14 124685.47),(15 127282.5),(16 131412.78),(17 135277.72),(18 140271.61),(19 144186.78),(20 146708.95),(21 150476.6),(22 154092.02),(23 157408.39),(24 158957.97),(25 160243.14),(26 161975.39),(27 161964.1),(28 161026.94),(29 158509.45),(30 153392.64),(31 146380.95),(32 144003.25),(33 146185.44),(34 148593.48),(35 147585.8),(36 144329.7),(37 144140.61),(38 147326.02),(39 149169.39),(40 147522.36),(41 146299.84),(42 148376.33),(43 150056.11),(44 148568.4),(45 144476.45),(46 142736.61),(47 145579.77),(48 147670.75),(49 146621.2),(50 144835.73),(51 142743.75),(52 140430.9),(53 139654.38),(54 140982.11),(55 140692.08),(56 135131.9),(57 130880.695),(58 130231.74),(59 133398.48),(60 136414.08),(61 136398.83),(62 136870.17),(63 140243.42),(64 141348.33),(65 146025.36),(66 150133.7),(67 153943.84),(68 154581.06),(69 155248.64),(70 159352.73),(71 162869.77),(72 165490.73),(73 167490.2),(74 167797.55),(75 168036.16),(76 168368.89),(77 169679.56),(78 170309.1),(79 172629.81),
(1 17997.094),(2 46648.527),(3 71408.46),(4 85378.266),(5 91106.13),(6 96433.66),(7 101698.04),(8 108424.58),(9 113701.97),(10 117420.055),(11 120013.484),(12 121510.12),(13 121881.38),(14 122830.266),(15 127413.914),(16 132323.4),(17 133983.28),(18 135690.02),(19 138509.66),(20 144169.13),(21 148662.61),(22 150686.81),(23 152115.97),(24 154736.06),(25 158530.56),(26 159317.13),(27 159556.03),(28 159086.73),(29 157556.81),(30 154438.52),(31 149678.84),(32 147578.16),(33 150330.38),(34 153088.83),(35 150962.52),(36 147697.34),(37 146699.77),(38 149191.03),(39 150019.73),(40 149121.61),(41 147862.55),(42 149145.33),(43 147889.39),(44 145619.67),(45 144089.08),(46 143519.39),(47 145039.5),(48 145431.39),(49 147360.17),(50 146485.47),(51 141950.39),(52 139139.69),(53 138278.7),(54 138808.13),(55 137334.13),(56 133981.73),(57 131577.77),(58 132496.78),(59 134071.69),(60 135438.3),(61 136328.27),(62 135755.73),(63 139246.44),(64 143316.88),(65 148101.1),(66 150890.56),(67 153839.84),(68 156688.98),(69 158506.73),(70 159006.45),(71 159693.33),(72 160764.77),(73 162964.56),(74 163965.33),(75 164054.97),(76 164400.95),(77 164744.44),(78 165102.66),(79 166900.92),
(1 17853.182),(2 45381.164),(3 68410.46),(4 78783.84),(5 82681.85),(6 89365.35),(7 97285.23),(8 104628.43),(9 109087.984),(10 113122.88),(11 113732.06),(12 112820.016),(13 114215.46),(14 116931.195),(15 121308.26),(16 123502.63),(17 124487.19),(18 128272.88),(19 130569.49),(20 132013.4),(21 134472.31),(22 138301.06),(23 140309.89),(24 140749.02),(25 143631.77),(26 145660.86),(27 146473.38),(28 145110.66),(29 143126.31),(30 140036.22),(31 137177.11),(32 137556.36),(33 139310.02),(34 139753.13),(35 137389.2),(36 134369.86),(37 131786.8),(38 131658.83),(39 131419.92),(40 129554.19),(41 128899.39),(42 131806.95),(43 133031.69),(44 130811.38),(45 128668.664),(46 130901.625),(47 135846.77),(48 138991.5),(49 139449.95),(50 137228.4),(51 135827.6),(52 134391.44),(53 132893.98),(54 133459.11),(55 133239.47),(56 133279.97),(57 133919.48),(58 135126.8),(59 137632.81),(60 139061.27),(61 139651.03),(62 142160.9),(63 144492.31),(64 146401.8),(65 148877.1),(66 150427.97),(67 152069.14),(68 153744.81),(69 154142.02),(70 153470.75),(71 153418.14),(72 153331.14),(73 154547.7),(74 155793.7),(75 156685.38),(76 158910.63),(77 157564.23),(78 155496.14),(79 155954.77),
(1 18496.154),(2 45278.77),(3 66212.914),(4 75394.78),(5 80565.55),(6 88343.75),(7 95663.08),(8 101870.77),(9 105910.266),(10 108693.73),(11 109014.36),(12 108769.87),(13 109265.02),(14 113511.7),(15 118737.27),(16 119935.61),(17 119657.875),(18 121393.96),(19 123719.945),(20 127441.78),(21 129601.086),(22 132683.66),(23 135266.06),(24 135202.58),(25 134156.98),(26 135298.53),(27 136573.22),(28 135397.52),(29 133787.39),(30 131179.97),(31 130384.6),(32 129451.02),(33 129448.234),(34 129862.8),(35 129479.484),(36 128807.25),(37 126569.93),(38 127510.336),(39 129571.46),(40 130784.52),(41 130538.805),(42 129181.85),(43 127714.625),(44 126161.9),(45 125396.37),(46 126896.14),(47 129902.664),(48 131078.58),(49 131099.13),(50 130287.57),(51 133007.92),(52 134492.81),(53 134346.2),(54 132415.86),(55 131482.39),(56 131760.03),(57 134698.52),(58 134210.14),(59 131856.75),(60 133605.11),(61 132882.03),(62 136196.63),(63 139033.44),(64 138967.92),(65 141341.47),(66 142392.67),(67 145401.55),(68 145391.17),(69 144663.92),(70 145381.72),(71 146028.1),(72 145066.9),(73 143897.83),(74 144372.9),(75 146262.45),(76 149075.47),(77 148332.34),(78 147239.28),(79 147325.98),
(1 17361.209),(2 41945.152),(3 61198.734),(4 70523.44),(5 76021.69),(6 83429.95),(7 90069.18),(8 95737.72),(9 98492.125),(10 101687.81),(11 102782.84),(12 104096.99),(13 107262.89),(14 111238.71),(15 115533.44),(16 118407.23),(17 120151.64),(18 122251.336),(19 123210.31),(20 122928.234),(21 124847.75),(22 128623.18),(23 131334.83),(24 131877.88),(25 132500.69),(26 133905.83),(27 133643.61),(28 130235.69),(29 127579.84),(30 127963.01),(31 129816.68),(32 131154.67),(33 130371.18),(34 130815.375),(35 132207.19),(36 133389.55),(37 132457.69),(38 131990.2),(39 129539.97),(40 129177.484),(41 129569.9),(42 128378.39),(43 125208.836),(44 122783.46),(45 123574.41),(46 123946.945),(47 124687.05),(48 124632.6),(49 126632.67),(50 127963.04),(51 128760.875),(52 129485.516),(53 131184.64),(54 132338.39),(55 133568.3),(56 133342.3),(57 134380.81),(58 136995.84),(59 135980.89),(60 133801.66),(61 132732.83),(62 131749.9),(63 133701.19),(64 134637.64),(65 136369.47),(66 138608.64),(67 139512.4),(68 140875.88),(69 142736.9),(70 144039.36),(71 144365.84),(72 146169.08),(73 148834.13),(74 151731.52),(75 153029.02),(76 153142.39),(77 152684.63),(78 154434.83),(79 155661.78),
(1 18571.885),(2 45557.707),(3 67049.32),(4 76573.266),(5 81809.1),(6 90112.05),(7 97623.39),(8 104486.016),(9 107516.914),(10 111428.55),(11 114196.6),(12 117513.055),(13 121060.695),(14 123814.445),(15 126480.58),(16 127675.65),(17 130707.51),(18 133678.84),(19 137204.19),(20 140362.19),(21 141771.89),(22 144749.16),(23 149146.84),(24 149003.75),(25 147639.64),(26 146960.28),(27 145577.52),(28 140796.92),(29 136177.31),(30 134333.14),(31 134193.05),(32 133478.73),(33 131086.48),(34 130298.016),(35 131418.23),(36 132811.45),(37 131582.78),(38 130049.28),(39 130443.5),(40 131071.586),(41 128746.26),(42 127290.47),(43 126542.99),(44 126164.94),(45 125820.625),(46 125251.38),(47 125269.49),(48 124066.125),(49 125674.305),(50 126503.3),(51 127862.05),(52 127320.336),(53 125664.43),(54 124805.41),(55 127912.59),(56 130347.664),(57 130464.734),(58 130858.21),(59 131817.19),(60 131517.83),(61 130328.016),(62 130520.85),(63 129350.81),(64 131113),(65 133108.73),(66 137156.63),(67 138588.64),(68 140730.25),(69 141899.42),(70 141986.88),(71 142629.56),(72 143680.9),(73 145131.72),(74 146018.86),(75 148363.64),(76 150667.64),(77 149991.16),(78 150921.44),(79 153273.03),
(1 17469.941),(2 41984.37),(3 62647.64),(4 71607.98),(5 76987.586),(6 84087.91),(7 89923.484),(8 94533.57),(9 96881.71),(10 99277.625),(11 99766.15),(12 99495.53),(13 100833.51),(14 104128.664),(15 108770.15),(16 111294.16),(17 113113.15),(18 116159.81),(19 119678.31),(20 121113.73),(21 123435.695),(22 126134.45),(23 130044.68),(24 131740.86),(25 132588.83),(26 132700.19),(27 132069.19),(28 127021.375),(29 123463.93),(30 122689.02),(31 123170.52),(32 122234.02),(33 120838.07),(34 122751.9),(35 125169.33),(36 124929.89),(37 122465.945),(38 122298.14),(39 124130.07),(40 125742.234),(41 125616.61),(42 125382.77),(43 123243.3),(44 121252.5),(45 120691.41),(46 122641.35),(47 123310.164),(48 122432.99),(49 122830.3),(50 124952.49),(51 124088.336),(52 122393.32),(53 121807.875),(54 121203.39),(55 122974.94),(56 122988.98),(57 121058.28),(58 119893.39),(59 121763.86),(60 122955.31),(61 121916.9),(62 121598.73),(63 123898.17),(64 126649.77),(65 128550.59),(66 129919.914),(67 132866.58),(68 135733.31),(69 137090.6),(70 136065.61),(71 135279.92),(72 135372.36),(73 135547),(74 134170.08),(75 132958.48),(76 133568.81),(77 132251.58),(78 131374.89),(79 131977.84),
(1 17259.781),(2 40487.61),(3 58834.387),(4 66148.16),(5 71763.83),(6 77639.3),(7 84312.555),(8 90252.75),(9 95425.53),(10 99365.63),(11 102316.33),(12 105347.52),(13 108369.586),(14 110206.1),(15 113162.484),(16 115585.53),(17 117870.51),(18 119547.51),(19 121342.94),(20 122630.5),(21 125940.84),(22 129330.06),(23 129961.6),(24 130679.055),(25 131746.06),(26 130938.61),(27 128234.21),(28 125745.94),(29 123536.32),(30 123924.5),(31 124784.3),(32 124123.83),(33 122105.5),(34 122700.65),(35 124978.164),(36 124751.41),(37 121932.21),(38 121005.93),(39 122955.4),(40 124075.52),(41 123099.01),(42 120384.125),(43 118935.375),(44 119451.74),(45 119953.31),(46 119449.57),(47 118643.72),(48 118579.99),(49 119333.805),(50 120273.22),(51 118969.86),(52 117458.64),(53 117855.914),(54 120540.31),(55 122191.734),(56 122090.25),(57 120887.36),(58 120643.29),(59 121648.375),(60 123178.625),(61 122720.98),(62 122908.39),(63 123416.54),(64 125454.266),(65 128848.445),(66 130973.125),(67 134048.36),(68 137155.9),(69 138835.84),(70 138205.63),(71 139109.84),(72 140404.17),(73 140745.08),(74 139034.48),(75 138162.08),(76 138784.9),(77 138830.39),(78 138443.56),(79 137323.73),
(1 17236.838),(2 39849.766),(3 58185.96),(4 65164.47),(5 72811.94),(6 80679.516),(7 85670.875),(8 88577.92),(9 91710.445),(10 97329.61),(11 101349.46),(12 104265.02),(13 107635.76),(14 111417.35),(15 113899.695),(16 115445.164),(17 117511.69),(18 119217.17),(19 121196.87),(20 122894.305),(21 125154.03),(22 127469.12),(23 128360.484),(24 129695.18),(25 130647.93),(26 130238.52),(27 126356.49),(28 124409.9),(29 123259.836),(30 123881.67),(31 124617.29),(32 123963.97),(33 121842.484),(34 120360.35),(35 120125.56),(36 118145.9),(37 116559.69),(38 115409.12),(39 114326.234),(40 113415.89),(41 111831.52),(42 111118.016),(43 110246.06),(44 111305.57),(45 112488.65),(46 111447.195),(47 111208.74),(48 110883.086),(49 112911.17),(50 114068.68),(51 113864.03),(52 114531.62),(53 115783.53),(54 117340.86),(55 118126.234),(56 119942.98),(57 121351.945),(58 122667.55),(59 119713.98),(60 120181.06),(61 120923.12),(62 122548.32),(63 123136.234),(64 122295.25),(65 123666.64),(66 127057.18),(67 131922.27),(68 132598.55),(69 132360.42),(70 133286.5),(71 135325.7),(72 135651.83),(73 134848.06),(74 134719.33),(75 137555.3),(76 140501.11),(77 142166.78),(78 142399.53),(79 144260.69),
(1 16261.794),(2 37409.83),(3 55076.117),(4 62039.67),(5 69085.73),(6 75215.65),(7 80310.62),(8 84097.07),(9 87937.54),(10 91523.4),(11 93511.73),(12 97603.03),(13 101453.1),(14 104680.8),(15 106781.65),(16 108790.12),(17 110690.01),(18 112610.43),(19 114157.3),(20 116671.49),(21 119712.42),(22 120338.1),(23 121924.83),(24 124009.05),(25 124135.47),(26 123233.13),(27 123240.67),(28 122322.48),(29 121902.76),(30 122781.38),(31 122188.76),(32 120273.68),(33 118743.1),(34 118585.664),(35 118563.01),(36 116894.36),(37 114365.83),(38 112717.414),(39 111860.08),(40 111745.31),(41 109519.7),(42 108220.45),(43 107135.56),(44 107840.57),(45 106895.12),(46 106528.6),(47 106365.9),(48 107677.55),(49 108506.92),(50 108051.24),(51 107499.695),(52 108496.79),(53 110444.5),(54 111397.945),(55 112766.75),(56 111499.43),(57 111314.11),(58 112666.06),(59 112041.43),(60 110914.15),(61 111185.734),(62 111184.91),(63 114327.03),(64 115637.14),(65 117109.63),(66 118756.14),(67 120260.305),(68 122012.14),(69 122461.37),(70 123324.11),(71 125545.93),(72 125655.05),(73 124117.01),(74 123912.99),(75 125402.78),(76 126903.61),(77 128770.97),(78 130801.44),(79 131587.94),
(1 16482.213),(2 37129.01),(3 53974.61),(4 60116.254),(5 67634.305),(6 75488.03),(7 82515.836),(8 88735.68),(9 93994.88),(10 97870.164),(11 99342.71),(12 101862),(13 105393.81),(14 108886.55),(15 110273.195),(16 111786.32),(17 114664.05),(18 118239.79),(19 120482.78),(20 122890.336),(21 126069.305),(22 128088.22),(23 127382.87),(24 128326.78),(25 129149.086),(26 127469.65),(27 124068.016),(28 121858.1),(29 120716.86),(30 120120.61),(31 119738.61),(32 120052.664),(33 118659.34),(34 115113.766),(35 111920.05),(36 112277.914),(37 113331.836),(38 111310.27),(39 108513.5),(40 107231.914),(41 106591.22),(42 106589.76),(43 104930.65),(44 105436.93),(45 105484.51),(46 105802.8),(47 106580.27),(48 108148.266),(49 109901.97),(50 109613.016),(51 108572.39),(52 108763.03),(53 109042.81),(54 108417.17),(55 107579.25),(56 109508.29),(57 108751.45),(58 108668.95),(59 109450.95),(60 112777.88),(61 115054.81),(62 116458.36),(63 117969.09),(64 119067.34),(65 122138.97),(66 124313.19),(67 126345.84),(68 127118.07),(69 128355.19),(70 127991.65),(71 129572.664),(72 131815.77),(73 132482.53),(74 132308),(75 132497.6),(76 133400.5),(77 134123.3),(78 137798.63),(79 140245.38),
(1 15989.622),(2 36273.574),(3 54056.977),(4 61373.574),(5 68670.8),(6 75545.71),(7 81531.26),(8 86233.49),(9 91210.266),(10 95491.83),(11 97172.61),(12 97608.914),(13 98872.77),(14 101047.64),(15 102832.086),(16 105251.67),(17 108767.54),(18 111026.72),(19 112956.79),(20 116596.55),(21 119032.64),(22 118452.98),(23 117576.836),(24 117946.35),(25 116933.164),(26 114976.13),(27 114410.6),(28 116048.99),(29 116205.67),(30 115314.56),(31 115385.91),(32 116593.59),(33 117381.59),(34 117474.29),(35 115753.42),(36 114410.17),(37 114094.86),(38 112622.195),(39 110754.68),(40 108085.266),(41 106702.32),(42 106969.77),(43 105832.36),(44 104589.8),(45 104714.13),(46 104746.875),(47 105586.48),(48 105857.26),(49 108404.17),(50 109848.1),(51 110445.86),(52 110747.766),(53 112048.09),(54 114191.87),(55 113668.64),(56 114410.48),(57 114307.36),(58 114050.64),(59 114672.85),(60 116298.08),(61 118254.36),(62 120216.35),(63 121376.07),(64 122442.734),(65 123754.69),(66 125666),(67 127947.78),(68 129228.92),(69 130013.05),(70 131160.27),(71 133310.83),(72 134510.56),(73 135010.45),(74 134431.97),(75 134079.95),(76 136251.89),(77 138285.25),(78 141300.6),(79 141539.02),
(1 16527.488),(2 36856.453),(3 52534.543),(4 58167.797),(5 66301.28),(6 73137.805),(7 78562.99),(8 81436.9),(9 85381.3),(10 88835.266),(11 90829.914),(12 92568.664),(13 93224.58),(14 95378.69),(15 96965.055),(16 98790.484),(17 99590.32),(18 101175.76),(19 102909.484),(20 106753.43),(21 110344.51),(22 110917.92),(23 111196.16),(24 111605.945),(25 110523.89),(26 108207.1),(27 107548.195),(28 107383.21),(29 107855.78),(30 107203.36),(31 106375.375),(32 106574.32),(33 107523.2),(34 108213.09),(35 107819.62),(36 108293.87),(37 108802.055),(38 107142.17),(39 103397.64),(40 100192.56),(41 98080.1),(42 97205.164),(43 97035.41),(44 95967.234),(45 96219.51),(46 97219.266),(47 99294.84),(48 98601.08),(49 97555.78),(50 98417.35),(51 99956.62),(52 100998.875),(53 100024.91),(54 100699.625),(55 103258.47),(56 102815.11),(57 101994.586),(58 101438.48),(59 102186.32),(60 103091.23),(61 104528.4),(62 105408.17),(63 108585.55),(64 110523.125),(65 111931.63),(66 114127.07),(67 115830.125),(68 118261.44),(69 119924.03),(70 121351.77),(71 122658.41),(72 123528.375),(73 122393.21),(74 122507.83),(75 123629.18),(76 125590.33),(77 127241.97),(78 129065.3),(79 130608.055),
(1 15727.205),(2 33228.56),(3 47980.793),(4 53075.957),(5 60647.09),(6 66383.18),(7 72425.125),(8 76286.66),(9 81209.46),(10 85879.86),(11 88741.69),(12 91009.734),(13 93417.086),(14 95928.57),(15 97329.414),(16 99399.76),(17 100749.15),(18 102731.28),(19 104572.1),(20 108149.41),(21 111004.96),(22 111972.086),(23 111812.97),(24 112109.56),(25 111994.79),(26 110220.984),(27 111179.3),(28 112357.21),(29 111765.664),(30 109449.63),(31 107976.06),(32 108316.78),(33 108606.664),(34 107733.36),(35 106475.766),(36 106739.54),(37 108015.47),(38 107733.98),(39 104463.984),(40 101559.39),(41 100926.68),(42 101259.73),(43 99618.16),(44 97790.086),(45 95846.38),(46 96448.55),(47 96472.695),(48 96646.445),(49 97918.57),(50 97485.3),(51 96722.76),(52 97222.35),(53 100184.73),(54 101292.46),(55 102931.79),(56 102743.555),(57 101579.14),(58 101497.59),(59 100675.016),(60 102569.52),(61 103780.72),(62 105577.47),(63 107298.92),(64 105422.766),(65 107179.67),(66 110133.664),(67 111339.164),(68 111751.95),(69 111799.89),(70 112627.37),(71 113986.55),(72 114815.3),(73 114760.58),(74 116199.35),(75 118561.77),(76 119793.77),(77 121721.88),(78 123739.57),(79 125628.28),
(1 15537.918),(2 33322.363),(3 47543.61),(4 52892.5),(5 61219.008),(6 65748.1),(7 69711.27),(8 71864.484),(9 76231.53),(10 80241.06),(11 83986.87),(12 86559.94),(13 88358.69),(14 89420.266),(15 90976.67),(16 91365.51),(17 92703.54),(18 95770.63),(19 99556.76),(20 103294.93),(21 104684.67),(22 105414.38),(23 107375.97),(24 108361.96),(25 107113.875),(26 106432.23),(27 106486.54),(28 107426.92),(29 107856.54),(30 107579.93),(31 105828.03),(32 105369.58),(33 104396.04),(34 103462.34),(35 102438.54),(36 102234.38),(37 101740.85),(38 100044.26),(39 97301.23),(40 94814.38),(41 94779.46),(42 96243.06),(43 94798.7),(44 92776.945),(45 92305.055),(46 94217.125),(47 94570.08),(48 94397.83),(49 93386.086),(50 93438.055),(51 93732.22),(52 95043.46),(53 94785.86),(54 95668.6),(55 94843.27),(56 94877.766),(57 94755.26),(58 95568.02),(59 97136.16),(60 98508.27),(61 100572.75),(62 100736.14),(63 101944.09),(64 103306.875),(65 105007.18),(66 106985.68),(67 110050.234),(68 111742.56),(69 112785.07),(70 114007.86),(71 115127.1),(72 114806.95),(73 116398.98),(74 118652.21),(75 121115.83),(76 121279.74),(77 120988.6),(78 122884.85),(79 125481.06),
(1 15263.771),(2 32654.244),(3 46693.793),(4 51273.71),(5 58765.465),(6 63332.02),(7 68169.36),(8 72199.21),(9 77746.69),(10 80184.19),(11 83091.914),(12 84650.97),(13 85819.66),(14 85615.266),(15 86984.96),(16 87564.88),(17 88262.67),(18 89002.82),(19 90579.71),(20 93340.4),(21 95647.33),(22 97301.164),(23 99497.84),(24 101049.586),(25 101695.73),(26 101790.11),(27 101969.56),(28 101899.055),(29 102240.43),(30 101910.875),(31 101638.59),(32 100561.34),(33 99253.64),(34 98256.484),(35 97925.445),(36 97533.86),(37 96623.1),(38 93952.68),(39 92483.34),(40 90995.93),(41 90507.586),(42 90590.96),(43 90461.12),(44 89155.67),(45 89025.734),(46 88913.28),(47 90383.24),(48 90295.05),(49 91011.95),(50 90509.02),(51 90795.55),(52 91846.28),(53 93564.805),(54 93874.89),(55 92922.13),(56 93686.42),(57 93976.09),(58 93328.87),(59 94648.45),(60 96088.45),(61 98071.77),(62 97484.74),(63 97211.664),(64 97349.53),(65 97726.98),(66 99051.82),(67 100867.66),(68 103001.836),(69 103675.84),(70 103703.586),(71 105437.88),(72 108790.99),(73 111928.77),(74 114382.664),(75 114605.08),(76 115227.58),(77 117585.9),(78 119912.26),(79 120239.48),
(1 15682.106),(2 33213.098),(3 46762.86),(4 51382.49),(5 58960.27),(6 62506.676),(7 66707.766),(8 69902.03),(9 74063.14),(10 75436.3),(11 78083.234),(12 80572.016),(13 81962.18),(14 81732.18),(15 84021.83),(16 84046.914),(17 85073.27),(18 86936.734),(19 89406.09),(20 91869.305),(21 92452),(22 93681.8),(23 95454.58),(24 96231.44),(25 95345.2),(26 94995.62),(27 94529.47),(28 95021.46),(29 94431.6),(30 95123.55),(31 95335.36),(32 95905.19),(33 97161.85),(34 97073.35),(35 95188.81),(36 93863.78),(37 92700.32),(38 89674.68),(39 87691.59),(40 87856.53),(41 88269.66),(42 87815.234),(43 86932.77),(44 87046.47),(45 87781.95),(46 87359.73),(47 87936.63),(48 87191.8),(49 87874.01),(50 88610.15),(51 89501.79),(52 89712.92),(53 89878.65),(54 90080.53),(55 90192.734),(56 90895.72),(57 93439.766),(58 94818.484),(59 94214.38),(60 94675.06),(61 94209.484),(62 95084.26),(63 95716.13),(64 95256.15),(65 96037.05),(66 97601.98),(67 99733.36),(68 101523.02),(69 102197),(70 102226.38),(71 102753.56),(72 104265.484),(73 106523.055),(74 107803.73),(75 108462.72),(76 108376.63),(77 110305.68),(78 111839.8),(79 113775.56),
