1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18442.416),(2 33905.355),(3 37980.094),(4 39194.938),(5 40644.17),(6 40632.7),(7 39712.594),(8 39983.074),(9 41796.35),(10 42031.633),(11 43329.605),(12 43841.72),(13 43263.066),(14 43484.914),(15 44407.414),(16 44160.117),(17 43891.215),(18 44359.71),(19 44590.34),(20 43913.047),(21 44010.125),(22 45241.055),(23 45956.72),(24 45435.84),(25 44387.3),(26 44021.258),(27 44676.707),(28 45848.816),(29 46228.055),(30 45598.13),(31 44638.39),(32 44745.625),(33 45330.54),(34 45489.082),(35 46387.81),(36 47202.496),(37 46176.766),(38 45721.7),(39 45083.504),(40 45116.9),(41 45835.496),(42 46633.914),(43 46378.125),(44 45224.266),(45 44637.92),(46 45096.555),(47 45569.594),(48 44931.2),(49 45418.707),(50 45674.734),(51 45690.496),(52 46649.656),(53 46940.97),(54 47067.953),(55 47890.742),(56 48486.027),(57 48424.42),(58 47727.125),(59 47841.99),(60 48105.742),(61 48514.785),(62 48520.805),(63 47792.56),(64 48429.02),(65 48651.375),(66 48051.05),(67 48860.42),(68 49234.87),(69 50005.875),(70 49731.758),(71 49529.723),(72 48908.266),(73 48581.465),(74 49174.79),(75 50417.043),(76 49966.03),(77 49679.047),(78 50248.656),(79 50738.508),
(1 18186.264),(2 31927.916),(3 35167.64),(4 37960.074),(5 39554.336),(6 40049.72),(7 40212.066),(8 41039.74),(9 42783.29),(10 42784.42),(11 43358.305),(12 43253.902),(13 42963.215),(14 43673.93),(15 45195.777),(16 45232.73),(17 44732.75),(18 44598.918),(19 44475.473),(20 44040.887),(21 44087.496),(22 44367.11),(23 46177.965),(24 45088),(25 44265.49),(26 44884.203),(27 44964.168),(28 45520.152),(29 44787.164),(30 44539.684),(31 44490.33),(32 44584.32),(33 45057.375),(34 45497.926),(35 45041.625),(36 45246.6),(37 44517.035),(38 44000.176),(39 44535.98),(40 45292.27),(41 45466.76),(42 45885.44),(43 45903.344),(44 45764.29),(45 45585.723),(46 45070.797),(47 45065.098),(48 44722.05),(49 45082.29),(50 45528.21),(51 46338.37),(52 46050.516),(53 45548.477),(54 46357.7),(55 47519.395),(56 48303.598),(57 48299.543),(58 47318.906),(59 47337.83),(60 48788.63),(61 48703.453),(62 48045.6),(63 47093.98),(64 46629.223),(65 47243.203),(66 47672.08),(67 47089.277),(68 46988.863),(69 47190.25),(70 47330.17),(71 47681.625),(72 47270.07),(73 47068.19),(74 46895.3),(75 46901.35),(76 46849.324),(77 46755.137),(78 47304.773),(79 47459.74),
(1 17722.639),(2 31522.137),(3 34935.633),(4 36645.18),(5 38083.805),(6 38491.33),(7 39050.324),(8 39613.68),(9 40302.36),(10 40163.4),(11 41064.92),(12 41222.027),(13 41010.395),(14 41958.063),(15 43239.94),(16 42483.1),(17 42596.133),(18 43067.66),(19 43421.97),(20 43150.637),(21 42183.785),(22 42554.88),(23 42814.535),(24 42458.863),(25 42606.99),(26 42766.02),(27 42753.375),(28 43061.934),(29 44286.164),(30 45250.2),(31 44206.91),(32 43270.06),(33 43694.97),(34 43693.14),(35 44415.414),(36 43153.94),(37 42467.19),(38 42201.31),(39 42403.754),(40 42809.56),(41 42830.28),(42 43264.24),(43 43610.715),(44 44553.15),(45 44698.58),(46 44528.527),(47 44361.406),(48 43776.355),(49 43972.938),(50 44290.14),(51 44712.305),(52 44728.95),(53 44745.03),(54 45164.91),(55 45050.15),(56 45754.074),(57 45931.53),(58 46159.195),(59 46792.016),(60 46864.67),(61 47410.59),(62 46691.254),(63 46007.242),(64 45392.586),(65 44261.785),(66 45015.563),(67 45447.12),(68 45758.875),(69 46122.32),(70 46627.184),(71 47192.938),(72 46808.08),(73 47076.516),(74 47004.742),(75 46570.414),(76 46622.23),(77 47124.38),(78 48151.984),(79 47945.684),
(1 16289.132),(2 28604.959),(3 32634.82),(4 34940.254),(5 35709.56),(6 35180.152),(7 35426.246),(8 36188.2),(9 36781.582),(10 36597.74),(11 36940.797),(12 37958.105),(13 38539.98),(14 38622.523),(15 39202.05),(16 38509.547),(17 38634.074),(18 39344.438),(19 40346.2),(20 40256.043),(21 39851.965),(22 40565.367),(23 40930.582),(24 40569.51),(25 41036.875),(26 41088.34),(27 41811.62),(28 42725.086),(29 42645.17),(30 42592.83),(31 42326.9),(32 42154.78),(33 42715.65),(34 42800.863),(35 43381.492),(36 41853.336),(37 40700.953),(38 40238.14),(39 40965.84),(40 41583.81),(41 42048.414),(42 42886.875),(43 42731.605),(44 42998.477),(45 42985.684),(46 42890.195),(47 42984.586),(48 42503.7),(49 42948.805),(50 42889.625),(51 43221.766),(52 43284.78),(53 44158.24),(54 45029.875),(55 44741.875),(56 44130.76),(57 44207.906),(58 44442.445),(59 44568.938),(60 45431.29),(61 45251.438),(62 45056.395),(63 44500.78),(64 43788.387),(65 43159.74),(66 44138.06),(67 44679.453),(68 44560.02),(69 44119.605),(70 43859.797),(71 43938.53),(72 43660.035),(73 44838.547),(74 45211.34),(75 44704.17),(76 44486.61),(77 45012.36),(78 45471.563),(79 45943.53),
(1 16280.587),(2 28272.16),(3 32573.676),(4 34691.38),(5 35179.77),(6 34613.74),(7 34995.71),(8 36494.56),(9 37256.8),(10 36994.813),(11 37348.477),(12 37966.418),(13 38533.35),(14 39887.574),(15 39501.37),(16 39505.027),(17 39709.813),(18 40081.1),(19 40680.777),(20 40614.8),(21 40872.016),(22 40969.49),(23 41128.85),(24 40949.227),(25 40921.79),(26 41180.266),(27 41898.2),(28 42113.566),(29 42067.496),(30 41917.836),(31 41895.98),(32 41065.945),(33 40831.715),(34 41789.855),(35 42551.74),(36 42369.594),(37 41586.395),(38 40537.47),(39 40759.39),(40 40776.863),(41 41054.395),(42 41342.617),(43 41702.32),(44 41740.266),(45 41926.754),(46 41607.992),(47 41436.324),(48 41248.44),(49 41093.04),(50 41660.984),(51 42074.676),(52 42820.29),(53 43660.51),(54 43171.324),(55 42840.31),(56 43053.35),(57 43032.977),(58 43182.656),(59 43169.426),(60 44007.12),(61 44537.24),(62 44221.285),(63 44090.7),(64 43798.797),(65 43105.453),(66 43463.844),(67 44009.793),(68 43942.926),(69 43818.594),(70 43101.66),(71 42734.84),(72 43117.184),(73 44249.496),(74 44488.727),(75 44470.586),(76 44830.31),(77 44680.402),(78 44819.44),(79 45520.758),
(1 16040.66),(2 27301.514),(3 31341.412),(4 33606.473),(5 34084.066),(6 33508.484),(7 33460.105),(8 34454.547),(9 35061.297),(10 35676.883),(11 36425.258),(12 36679.207),(13 36437.535),(14 37322.816),(15 37045.46),(16 37240.184),(17 38280.156),(18 38996.777),(19 39055.523),(20 38975.055),(21 38951.957),(22 38896.145),(23 39253.863),(24 39769.195),(25 40347.586),(26 39702.555),(27 39417.895),(28 39843.297),(29 39604.293),(30 39049.004),(31 39480.113),(32 39558.336),(33 39146.004),(34 40073.203),(35 40728.746),(36 40145.75),(37 39211.145),(38 38936.086),(39 39125.08),(40 39278.168),(41 39214.996),(42 39462.957),(43 39496.67),(44 39569.055),(45 39598.227),(46 40138.9),(47 40353.22),(48 41023.32),(49 40856.863),(50 41081.195),(51 40866.418),(52 40874.605),(53 40700.91),(54 41317.34),(55 41460.336),(56 42093.867),(57 41777.574),(58 41633.523),(59 41693.832),(60 42456.94),(61 42144.78),(62 42110.723),(63 42456),(64 42454.375),(65 42369.46),(66 41880.598),(67 42421.098),(68 42412.293),(69 42416.223),(70 41960.68),(71 41645.793),(72 42148.38),(73 42873.977),(74 43240.74),(75 43134.902),(76 43349.113),(77 42855.668),(78 43046.74),(79 43628.676),
(1 15405.865),(2 26014.102),(3 29448.076),(4 30906.559),(5 31787.988),(6 31647.021),(7 32216.637),(8 33497.746),(9 34732.273),(10 35713.22),(11 36307.34),(12 37029.066),(13 36820.742),(14 36960.035),(15 37559.46),(16 37502.746),(17 38146.887),(18 38871.992),(19 39100.547),(20 38802.62),(21 39177.617),(22 39555.26),(23 39446.82),(24 39901.953),(25 40294.508),(26 39824.27),(27 39754.45),(28 39909.93),(29 40458.902),(30 39694.84),(31 39755.613),(32 40271.688),(33 39766.85),(34 39751.258),(35 40357.953),(36 40865.336),(37 40336.887),(38 40043.777),(39 40532.25),(40 40626.637),(41 39918.215),(42 39916.063),(43 40192.69),(44 40048.703),(45 40229.336),(46 40133.117),(47 40384.28),(48 40686.22),(49 40638.438),(50 41165.605),(51 41133.117),(52 41175.426),(53 41458.84),(54 41285.555),(55 41601.086),(56 42508.06),(57 42686.96),(58 42446.906),(59 42874.152),(60 43173.73),(61 43014.547),(62 43135.227),(63 42752.242),(64 42873.29),(65 43499.87),(66 43781.74),(67 43989.742),(68 44225.754),(69 44129.74),(70 43506.06),(71 43268.49),(72 42914.316),(73 43442.637),(74 44027.42),(75 44335.824),(76 44420.266),(77 44522.133),(78 45070.06),(79 45836.125),
(1 14921.923),(2 24835.094),(3 28673.484),(4 30041.902),(5 30180.988),(6 30482.604),(7 31367.752),(8 32805.48),(9 33593.965),(10 33782.57),(11 34232.438),(12 34682.35),(13 34861.266),(14 35085.59),(15 34821.254),(16 35271.402),(17 36139.656),(18 36575.71),(19 36739.62),(20 36814.81),(21 36736.723),(22 37414.4),(23 37677.984),(24 37615.813),(25 37793.504),(26 38139.41),(27 37543.438),(28 37167.652),(29 37303.26),(30 37202.1),(31 37172.06),(32 38021.957),(33 38779.23),(34 38300.17),(35 38456.01),(36 38143.03),(37 37737.92),(38 37683.07),(39 37848.164),(40 37705.74),(41 36953.965),(42 37017.332),(43 37056.84),(44 36782.848),(45 36460.59),(46 36660.67),(47 37391.297),(48 37972.363),(49 38256.13),(50 38655.332),(51 38660.363),(52 38596.164),(53 38483.473),(54 38304.2),(55 38834.4),(56 39473.145),(57 39425.918),(58 38776.55),(59 39821.336),(60 40330.496),(61 39516.36),(62 39522.71),(63 39432.918),(64 39819.7),(65 40391.164),(66 40369.195),(67 40149.71),(68 39851.324),(69 39470.484),(70 39746.645),(71 40649.336),(72 40595.875),(73 40450.207),(74 40897.043),(75 40625.273),(76 40429.383),(77 40077.65),(78 40425.51),(79 41323.395),
(1 14481.546),(2 24048.164),(3 27496.791),(4 28670.41),(5 28656.625),(6 29505.088),(7 30839.863),(8 31753.318),(9 32534.92),(10 32917.86),(11 33508.445),(12 33674.074),(13 33621.62),(14 34228.65),(15 34281.516),(16 34867.73),(17 35260.37),(18 35273.23),(19 35300.223),(20 36216.777),(21 36563.26),(22 36849.203),(23 36216.582),(24 36360.707),(25 36665.1),(26 36755.605),(27 36616.1),(28 37460.47),(29 37679.605),(30 37141.74),(31 37093.656),(32 37572.016),(33 38033.35),(34 37752.25),(35 37643.23),(36 37569.016),(37 37430.85),(38 37520.293),(39 37872.773),(40 37912.902),(41 36983.36),(42 36809.36),(43 37205.973),(44 37076.18),(45 36898.848),(46 37238.855),(47 36954.383),(48 37069.996),(49 37633.145),(50 37968.723),(51 37987.39),(52 38515.734),(53 38149.117),(54 37936.992),(55 38005.48),(56 38808.297),(57 38383.074),(58 38317.56),(59 38250.03),(60 38547.96),(61 38351.008),(62 38838.664),(63 38560.816),(64 38921.746),(65 39457.555),(66 38756.617),(67 38215.254),(68 38564.56),(69 38682.207),(70 38542.04),(71 38380.734),(72 38325.773),(73 38269.605),(74 38480.527),(75 38749.52),(76 38840.156),(77 38959.582),(78 39155.254),(79 39733.875),
(1 14185.8),(2 23190.773),(3 26418.865),(4 28150.988),(5 27954.264),(6 28620.352),(7 29809.725),(8 30935.389),(9 31498.803),(10 31779.701),(11 32003.873),(12 31869.322),(13 32253.088),(14 32690.855),(15 33110.016),(16 33595.01),(17 33590.055),(18 33848.055),(19 34380.53),(20 34418.953),(21 34433.094),(22 34130.844),(23 34592.03),(24 34935.336),(25 35065.973),(26 35187.85),(27 35377.152),(28 35702.633),(29 35891.902),(30 35826.484),(31 35457.09),(32 35285.01),(33 35883.223),(34 35565.273),(35 35206.402),(36 35260.07),(37 35952.863),(38 35735.38),(39 35451.855),(40 34878.01),(41 35129.313),(42 35714.938),(43 35398.027),(44 35534.926),(45 35268.43),(46 34907.258),(47 35253.14),(48 35933.742),(49 36276.008),(50 36997.3),(51 37380.727),(52 37285.555),(53 37122.504),(54 37316.074),(55 37503.895),(56 37800.99),(57 38198.234),(58 38371.58),(59 38343.12),(60 37874),(61 38052.234),(62 38290.332),(63 38478.13),(64 39230.37),(65 39439.84),(66 39381.293),(67 39806.86),(68 39087.188),(69 38823.227),(70 39477.047),(71 39184.945),(72 39071.32),(73 39004.04),(74 39420.05),(75 39455.543),(76 39658.004),(77 39487.02),(78 39945.934),(79 40145.04),
(1 13781.18),(2 22564.453),(3 25384.852),(4 26850.244),(5 27560.506),(6 28070.412),(7 29099.03),(8 30205.594),(9 30416.072),(10 30519.47),(11 30558.598),(12 30859.867),(13 31572.14),(14 31914.639),(15 32165.096),(16 32477.371),(17 32284.215),(18 33122.63),(19 33494.023),(20 33672.477),(21 33536.55),(22 33429.906),(23 33475.344),(24 33483.74),(25 33445.04),(26 32962.707),(27 33512.22),(28 33794.06),(29 34008.08),(30 34274.69),(31 33678.39),(32 33126.33),(33 33660.6),(34 33901.684),(35 33592.887),(36 33483.453),(37 33856.074),(38 33672.156),(39 33178.027),(40 32929.035),(41 33329.234),(42 33721.46),(43 33847.754),(44 34021.56),(45 34449.14),(46 34590.223),(47 34500.855),(48 34880.535),(49 34620.363),(50 34942.07),(51 35388.758),(52 35567.164),(53 35612.996),(54 35529.996),(55 35852.703),(56 36519.496),(57 36181.637),(58 36443.664),(59 36114.59),(60 36246.465),(61 36189.723),(62 36233.758),(63 37217.35),(64 37308.633),(65 36904.62),(66 37019.97),(67 37104.305),(68 37258.027),(69 36742.914),(70 36954.68),(71 37389.586),(72 37700.66),(73 37549.92),(74 37525.938),(75 38017.49),(76 38346.258),(77 38017.867),(78 38728.453),(79 39117.85),
(1 13616.734),(2 22648.967),(3 25617.68),(4 26843.063),(5 27104.445),(6 27948.287),(7 28471.762),(8 29449.576),(9 29797.951),(10 30075.836),(11 30171.48),(12 30692.748),(13 30674.143),(14 30686.328),(15 30656.24),(16 30966.918),(17 31212.377),(18 32333.156),(19 32339.287),(20 32622.303),(21 32487.965),(22 32378.152),(23 32462.941),(24 32542.502),(25 32775.184),(26 32598.54),(27 33166.594),(28 33828.668),(29 33329.426),(30 33422.098),(31 33517.93),(32 33253.273),(33 33528.387),(34 33523.566),(35 33113.9),(36 33037.43),(37 33081.87),(38 33883.973),(39 33404.797),(40 33092.6),(41 33224.08),(42 33571.77),(43 33356.434),(44 33077.785),(45 33256.258),(46 33118.24),(47 33411.664),(48 34016.547),(49 33869.23),(50 34002.69),(51 34306.31),(52 34588.184),(53 34902.47),(54 35041.93),(55 34628.402),(56 34690.37),(57 34397.277),(58 34714.816),(59 34730.543),(60 35261.723),(61 35742.613),(62 35726.48),(63 35730.32),(64 35623.13),(65 35534.723),(66 35825.9),(67 36599.72),(68 36186.156),(69 35914.4),(70 35879.74),(71 36060.4),(72 36235.387),(73 36501.707),(74 36192.453),(75 36181.977),(76 36793.883),(77 36713.535),(78 37581.33),(79 37855.703),
(1 13737.633),(2 22478.176),(3 25226.701),(4 26389.084),(5 26672.135),(6 27039.8),(7 27819.232),(8 28729.107),(9 29297.775),(10 29385.691),(11 29656.982),(12 30266.246),(13 30674.18),(14 30993.424),(15 30912.242),(16 30877.637),(17 31239.564),(18 31885.803),(19 32515.477),(20 32637.627),(21 32304.652),(22 32197.248),(23 32372.95),(24 32632.846),(25 32261.564),(26 32449.184),(27 32569.75),(28 32030.42),(29 32105.08),(30 32081.01),(31 31753.678),(32 31708.705),(33 31952.504),(34 31599.959),(35 31770.732),(36 31562.46),(37 31502.902),(38 32030.713),(39 31961.695),(40 31936.273),(41 31868.121),(42 32230.97),(43 32309.879),(44 32579.514),(45 32629.914),(46 32305.1),(47 32969.805),(48 33110.758),(49 33297.13),(50 33800.305),(51 33989.387),(52 33946.934),(53 34642.703),(54 34984.91),(55 35099.605),(56 35607.484),(57 35204.742),(58 35374.54),(59 35577.965),(60 35380.082),(61 35458.84),(62 35568.28),(63 35175.73),(64 35157.37),(65 35222.65),(66 35532.035),(67 35887.293),(68 35171.816),(69 35516.496),(70 35509.99),(71 36209.516),(72 36374.96),(73 36247.336),(74 35508.62),(75 35834.215),(76 36540.52),(77 37021.31),(78 37249.69),(79 37016.805),
(1 12805.964),(2 20884.395),(3 23693.266),(4 24753.205),(5 25292.813),(6 25684.617),(7 26420.85),(8 27456.014),(9 27570.406),(10 27999.965),(11 28343.697),(12 28578.27),(13 28549.148),(14 28903.17),(15 29170.354),(16 29520.592),(17 29994.674),(18 30554.125),(19 30911.121),(20 30722.527),(21 30901.584),(22 30855.697),(23 30952.742),(24 30861.838),(25 31073.996),(26 31136.336),(27 30475.922),(28 30296.61),(29 30343.303),(30 30211.377),(31 29806.3),(32 29897.477),(33 30345.303),(34 30105.457),(35 29918.82),(36 30227.455),(37 30400.773),(38 30508.457),(39 30776.428),(40 30788.178),(41 30655.99),(42 30553.758),(43 30535.516),(44 30568.854),(45 30835.836),(46 31103.438),(47 31183.707),(48 31346.887),(49 31482.986),(50 31788.045),(51 31860.87),(52 32346.219),(53 32883.81),(54 32890.836),(55 33005.2),(56 33158.637),(57 33446.914),(58 33613.37),(59 33349.832),(60 33196.59),(61 33331.65),(62 34023.613),(63 33683.348),(64 33652.41),(65 34020.67),(66 33695.43),(67 33558.547),(68 33685.18),(69 33948.44),(70 33919.027),(71 34699.992),(72 35495.66),(73 35137.848),(74 34870.31),(75 35056.043),(76 35264.645),(77 35669.957),(78 36303.074),(79 36314.938),
(1 12920.982),(2 21087.81),(3 23910.088),(4 24901.482),(5 24930.943),(6 24900),(7 25908.428),(8 26770.928),(9 27465.367),(10 27527.256),(11 28056.73),(12 27813.92),(13 28007.846),(14 28526.795),(15 29038.516),(16 29318.043),(17 29348.67),(18 29866.504),(19 30173.81),(20 29862.744),(21 29880.041),(22 29760.752),(23 30185.62),(24 30403.203),(25 30289.676),(26 30184.984),(27 30057.92),(28 30068.662),(29 30123.123),(30 29673.242),(31 29637.037),(32 29809.693),(33 30189.883),(34 29860.451),(35 29990.092),(36 30175.959),(37 30322.355),(38 30387.367),(39 30293.738),(40 30013.28),(41 30014.734),(42 29968.453),(43 29508.063),(44 29917.652),(45 30419.396),(46 30731.547),(47 30907.799),(48 30679.322),(49 30610.396),(50 31250.705),(51 31746.395),(52 31737.91),(53 31889.021),(54 32418.057),(55 32151.658),(56 32002.889),(57 32255.807),(58 32768.402),(59 32810.574),(60 32701.436),(61 32606.934),(62 32753.45),(63 32972.473),(64 33203.46),(65 33522.84),(66 33685.61),(67 33108.867),(68 32969.266),(69 32900.676),(70 33261.45),(71 33673.184),(72 33955.887),(73 33919.918),(74 33807.824),(75 33943.44),(76 33994.47),(77 34164.32),(78 34786.996),(79 35030.117),
(1 12716.725),(2 19967.965),(3 22641.604),(4 23876.89),(5 24666.922),(6 25113.791),(7 25827.367),(8 25851.55),(9 26048.258),(10 26544.729),(11 26664.107),(12 26889.766),(13 27070.299),(14 27742.637),(15 27720.154),(16 27906.643),(17 28228.592),(18 28816.06),(19 29319.203),(20 28996.21),(21 29077.938),(22 29694.238),(23 30008.217),(24 29651.8),(25 29723.096),(26 29707.361),(27 29422.424),(28 29516.43),(29 29996.516),(30 30288.611),(31 29957.959),(32 30307.508),(33 30453.55),(34 30163.576),(35 29321.66),(36 29197.115),(37 29788.637),(38 29553.67),(39 29824.896),(40 30002.06),(41 29542.791),(42 29556.924),(43 29723.25),(44 29807.6),(45 29846.76),(46 30085.988),(47 29731.69),(48 30070.148),(49 30241.893),(50 30277.875),(51 30702.902),(52 30547.512),(53 30848.791),(54 30972.504),(55 30665.97),(56 31006.434),(57 30958.97),(58 30839.375),(59 31023.154),(60 31923.223),(61 32114.297),(62 31662.477),(63 31014.29),(64 31014.977),(65 31773.783),(66 31759.535),(67 31351.977),(68 31306.527),(69 31246.03),(70 31678.762),(71 31513.885),(72 31462.7),(73 31766.95),(74 32017.336),(75 32257.723),(76 32415.863),(77 32566.414),(78 33704.74),(79 34076.383),
(1 12061.457),(2 18684.53),(3 21224.004),(4 22429.225),(5 23196.438),(6 23351.05),(7 24207.594),(8 24634.164),(9 24864.004),(10 25132.764),(11 25673.795),(12 25742.559),(13 26175.617),(14 26630.395),(15 26955.818),(16 27320.592),(17 27476.035),(18 28074.04),(19 28603.09),(20 28963.887),(21 29295.574),(22 29068.004),(23 28923.37),(24 28878.426),(25 28921.441),(26 28974.914),(27 28853.035),(28 28387.672),(29 28755.963),(30 29116.162),(31 28589.982),(32 28472.906),(33 28485.865),(34 28356.418),(35 28128.646),(36 27701.832),(37 27645.512),(38 28054.479),(39 27974.852),(40 27682.053),(41 27537.42),(42 27509.492),(43 27846.17),(44 28074.508),(45 28000.662),(46 28128.188),(47 28255.387),(48 28106.63),(49 28101.271),(50 27955.389),(51 28536.838),(52 28806.426),(53 28829.574),(54 29141.242),(55 29388.033),(56 29466.701),(57 29394.148),(58 29227.207),(59 29327.924),(60 30086.777),(61 30150.334),(62 29725.365),(63 29641.674),(64 29690.387),(65 29701.56),(66 29231.236),(67 29114.506),(68 29424.586),(69 29278.59),(70 29717.764),(71 29821.904),(72 30124.941),(73 30404.955),(74 30227.611),(75 30487.225),(76 30999.89),(77 30934.979),(78 31350.227),(79 31646.11),
(1 12205.859),(2 18540.53),(3 21377.934),(4 22956.578),(5 23386.809),(6 23822.88),(7 24270.584),(8 24802.443),(9 24996.627),(10 25659.104),(11 26320.53),(12 26566.625),(13 26788.242),(14 27230.889),(15 27707.732),(16 28039.111),(17 27819.703),(18 28243.37),(19 28797.162),(20 29047.293),(21 29285.09),(22 28946.326),(23 29076.463),(24 29323.607),(25 29182.486),(26 29345.959),(27 29858.816),(28 29290.564),(29 29775.459),(30 29847.8),(31 29219.281),(32 28727.78),(33 28946.846),(34 28771.041),(35 28527.742),(36 28200.072),(37 28290.988),(38 28362.732),(39 28039.691),(40 27911.05),(41 27812.639),(42 28347.365),(43 28520.41),(44 28947.38),(45 28814.066),(46 28587.172),(47 28815.354),(48 28696.963),(49 28751.396),(50 28841.037),(51 29192.293),(52 29411.664),(53 29151.977),(54 28847.955),(55 28839.396),(56 29125.174),(57 29346.383),(58 29101.584),(59 29573.229),(60 30080.229),(61 30495.338),(62 30579.498),(63 30388.17),(64 29903.947),(65 30133.99),(66 29665.479),(67 30250.016),(68 30263.672),(69 29580.402),(70 29967.928),(71 29996.328),(72 30136.234),(73 30416.33),(74 30466.908),(75 30515.293),(76 30958.566),(77 30988.479),(78 30863.762),(79 31105.97),
