1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 212615.14),(2 748252.2),(3 1552310.6),(4 2437051),(5 3344057.3),(6 4146414.3),(7 4940762.5),(8 5580758.5),(9 6251413.5),(10 6775489.5),(11 7246557.5),(12 7723456),(13 8324632.5),(14 8966747),(15 9602905),(16 10170461),(17 10556879),(18 10805729),(19 11055275),(20 11385256),(21 11723907),(22 12106679),(23 12457184),(24 12989957),(25 13576839),(26 14188988),(27 14749048),(28 15100805),(29 15595912),(30 16380831),(31 17494706),(32 18346970),(33 19740570),(34 21153006),(35 22566662),(36 24002374),(37 25746674),(38 28019766),(39 30830678),(40 33959880),(41 36916612),(42 39618124),(43 41926748),(44 43889228),(45 45810708),(46 47406476),(47 49342036),(48 51013696),(49 52447760),(50 53531020),(51 54190108),(52 54987812),(53 56120524),(54 57405310),(55 58197324),(56 59009090),(57 59384240),(58 59412770),(59 59453508),(60 59497396),(61 58933056),(62 57805536),(63 56203970),(64 54512816),(65 52734564),(66 50717572),(67 48662964),(68 46535436),(69 44522130),(70 42432988),(71 40717252),(72 39550060),(73 38657396),(74 37722372),(75 36556092),(76 35315760),(77 34065260),(78 33085734),(79 32383482),
(1 834509.5),(2 2875385.8),(3 5324553.5),(4 7614646.5),(5 9452413),(6 10672521),(7 11313572),(8 11505066),(9 11299960),(10 10888882),(11 10520885),(12 10262147),(13 10239580),(14 10437831),(15 10873660),(16 11326504),(17 11586819),(18 11649919),(19 11686042),(20 11816214),(21 11843192),(22 11856630),(23 12013568),(24 12358803),(25 12686126),(26 12656687),(27 12180327),(28 11620070),(29 11122673),(30 10625763),(31 10211527),(32 10109046),(33 10178920),(34 10373866),(35 10527125),(36 10553828),(37 10331978),(38 10080136),(39 10001810),(40 10105592),(41 10199245),(42 10116729),(43 10081249),(44 10231041),(45 10368492),(46 10468072),(47 10410178),(48 10038439),(49 9388809),(50 8662954),(51 8096583.5),(52 7737783.5),(53 7637526.5),(54 7728627),(55 7946452),(56 8242336),(57 8572755),(58 8863016),(59 8994071),(60 8996346),(61 8934054),(62 8752893),(63 8521731),(64 8414250),(65 8449996),(66 8734382),(67 9126833),(68 9501706),(69 9873401),(70 10193299),(71 10474033),(72 10594190),(73 10533233),(74 10430033),(75 10349298),(76 10261745),(77 10110078),(78 9883107),(79 9761722),
(1 683235.56),(2 2244021.3),(3 4076381.3),(4 5779346.5),(5 7222629.5),(6 8385110.5),(7 9081541),(8 9496926),(9 9592736),(10 9638736),(11 9800301),(12 9883756),(13 9893866),(14 9795821),(15 9630436),(16 9440953),(17 9291662),(18 9235367),(19 9235491),(20 9119083),(21 8833324),(22 8639800),(23 8715592),(24 8975044),(25 9167479),(26 9345327),(27 9537897),(28 9729291),(29 9699901),(30 9541077),(31 9272867),(32 9098117),(33 9010243),(34 9034563),(35 9021212),(36 8806118),(37 8543677),(38 8370450),(39 8319806),(40 8292278.5),(41 8228805.5),(42 8086739.5),(43 8038533.5),(44 8208180),(45 8450657),(46 8721376),(47 8969000),(48 9061203),(49 8883039),(50 8605204),(51 8282506.5),(52 7923161.5),(53 7594880),(54 7286789.5),(55 7080128),(56 7029922.5),(57 7123964),(58 7461944),(59 8024222),(60 8645437),(61 9154516),(62 9368180),(63 9364730),(64 9334821),(65 9367939),(66 9480337),(67 9622620),(68 9669667),(69 9642885),(70 9657827),(71 9666958),(72 9609843),(73 9527247),(74 9489741),(75 9501699),(76 9429974),(77 9238183),(78 8886054),(79 8550423),
(1 632432.5),(2 2021559),(3 3553810.3),(4 4876388.5),(5 5995877),(6 6813171),(7 7336375),(8 7679470.5),(9 7734754.5),(10 7733710.5),(11 7829435.5),(12 8046532.5),(13 8300537),(14 8460973),(15 8539380),(16 8614067),(17 8747571),(18 8877466),(19 8838349),(20 8513718),(21 8198494.5),(22 8033127.5),(23 8055110),(24 8058893),(25 8045781),(26 7962991.5),(27 7845799.5),(28 7908736),(29 8046489.5),(30 8042021),(31 7948430),(32 8000929.5),(33 8022840.5),(34 8063006.5),(35 8071300.5),(36 7953580),(37 7822849.5),(38 7711160.5),(39 7667739),(40 7716217.5),(41 7795127),(42 7942657.5),(43 8228996),(44 8614863),(45 8900636),(46 8988173),(47 8928302),(48 8756768),(49 8575471),(50 8423749),(51 8227099.5),(52 8058772.5),(53 7919341),(54 7853623),(55 7833133),(56 7754373),(57 7620125),(58 7457473.5),(59 7464616.5),(60 7665244),(61 7898470),(62 8120855.5),(63 8226240),(64 8245922.5),(65 8206397.5),(66 8160598),(67 8232018),(68 8375927),(69 8587177),(70 8875981),(71 9166972),(72 9331688),(73 9407648),(74 9411410),(75 9377554),(76 9297622),(77 9149534),(78 8835130),(79 8550019),
(1 627024.06),(2 1972444.4),(3 3387440),(4 4475555.5),(5 5228486),(6 5785042),(7 6188094.5),(8 6468215),(9 6581590),(10 6675341),(11 6771865.5),(12 6992628.5),(13 7355293.5),(14 7650204),(15 7724087),(16 7684121.5),(17 7569300),(18 7416846),(19 7260538),(20 7117997),(21 7124329.5),(22 7074260),(23 6882930),(24 6713578),(25 6630281),(26 6559338),(27 6468973.5),(28 6326813.5),(29 6212948),(30 6227088),(31 6408061),(32 6640348),(33 6880537),(34 7026622.5),(35 6983749),(36 6900090),(37 6859034),(38 6862922),(39 6837592.5),(40 6774423),(41 6710254),(42 6709945.5),(43 6701198.5),(44 6683405.5),(45 6631436),(46 6578434),(47 6502092),(48 6419475),(49 6432598),(50 6406123.5),(51 6308183),(52 6322659),(53 6357349),(54 6589818),(55 6996183.5),(56 7464443.5),(57 8000279),(58 8373629),(59 8506425),(60 8413663),(61 8267753.5),(62 8118499),(63 7951346.5),(64 7764942),(65 7524784.5),(66 7256731),(67 7083904.5),(68 7030535.5),(69 7205808),(70 7529159.5),(71 7849652.5),(72 7987998),(73 7905382.5),(74 7731236.5),(75 7620852),(76 7619888),(77 7712266),(78 7718182.5),(79 7683248),
(1 626731.06),(2 1936336),(3 3214131),(4 4149325),(5 4740890),(6 5107591),(7 5269006),(8 5274522),(9 5202718),(10 5188262),(11 5400066.5),(12 5716076.5),(13 6000686),(14 6135917.5),(15 6161459),(16 6170614.5),(17 6245187),(18 6396076),(19 6521983.5),(20 6462942),(21 6289162),(22 6064605.5),(23 5851575.5),(24 5697043),(25 5643644.5),(26 5593210),(27 5435939.5),(28 5296114.5),(29 5319854),(30 5509732.5),(31 5805674.5),(32 6011973.5),(33 6087062),(34 6019612.5),(35 5931972.5),(36 5903314),(37 5893593),(38 5882440.5),(39 5814904.5),(40 5666326.5),(41 5521249),(42 5454903),(43 5441818.5),(44 5530495.5),(45 5691130),(46 5933154.5),(47 6047305.5),(48 6036640),(49 6033820),(50 6072986.5),(51 6020399),(52 5906402.5),(53 5807495),(54 5856717),(55 5986883),(56 6166524.5),(57 6233360),(58 6179868.5),(59 6101318.5),(60 6083018.5),(61 6172656),(62 6207317.5),(63 6139591),(64 5992102),(65 5873385),(66 5799669.5),(67 5748014),(68 5741896.5),(69 5875517),(70 6097466),(71 6331445.5),(72 6477390),(73 6455096.5),(74 6399526.5),(75 6391459.5),(76 6413936.5),(77 6401956.5),(78 6354633),(79 6290766),
(1 639407.9),(2 1889432.6),(3 3001624.3),(4 3799998.5),(5 4292283),(6 4472866.5),(7 4499876.5),(8 4413810),(9 4426184.5),(10 4532155),(11 4614190),(12 4685431.5),(13 4747682),(14 4860968),(15 5040909),(16 5178831),(17 5251649.5),(18 5303128),(19 5354611.5),(20 5321621),(21 5237152),(22 5195804.5),(23 5218369.5),(24 5242097.5),(25 5246652.5),(26 5201794.5),(27 5073656.5),(28 5034014),(29 5106917.5),(30 5244589.5),(31 5460061.5),(32 5629022),(33 5699255.5),(34 5602304),(35 5472749.5),(36 5371834),(37 5296901),(38 5178541.5),(39 4963250),(40 4824970.5),(41 4772253.5),(42 4836089.5),(43 4899828.5),(44 4970751.5),(45 5065252.5),(46 5155222),(47 5142834.5),(48 5126058.5),(49 5185483.5),(50 5294701.5),(51 5335113.5),(52 5272693.5),(53 5192040),(54 5261461),(55 5370318),(56 5414165.5),(57 5318278.5),(58 5225152),(59 5253753.5),(60 5368366),(61 5491233.5),(62 5536783.5),(63 5585469.5),(64 5591108.5),(65 5621528.5),(66 5603035),(67 5492120),(68 5427414),(69 5472549.5),(70 5465793.5),(71 5368297),(72 5145700.5),(73 4978928),(74 5067783),(75 5351812.5),(76 5523534),(77 5527510.5),(78 5420909),(79 5395887),
(1 632676.25),(2 1898316.9),(3 3085849),(4 3955338.8),(5 4495271.5),(6 4659072),(7 4584692),(8 4551595.5),(9 4569035),(10 4678444.5),(11 4813338.5),(12 4986556.5),(13 5146750.5),(14 5179484),(15 5114688),(16 5123174),(17 5150956.5),(18 5179324),(19 5192017.5),(20 5188908.5),(21 5176599),(22 5178168.5),(23 5238123.5),(24 5246221.5),(25 5110654),(26 5044867),(27 4931799.5),(28 4817359),(29 4697794.5),(30 4612622),(31 4632684),(32 4782046),(33 4876370),(34 4891496.5),(35 4868615),(36 4890675.5),(37 4861652.5),(38 4772046),(39 4735807),(40 4790868),(41 4876251),(42 4960539.5),(43 5002984.5),(44 5054639.5),(45 5137477.5),(46 5213817),(47 5227543.5),(48 5267354.5),(49 5343354),(50 5468674.5),(51 5466726.5),(52 5338172),(53 5293303),(54 5258917.5),(55 5141548.5),(56 4985628.5),(57 4822595),(58 4777501),(59 4825629.5),(60 4928578.5),(61 5065495.5),(62 5239008),(63 5412048),(64 5614950.5),(65 5812143.5),(66 5903439.5),(67 5863491.5),(68 5701902),(69 5555372.5),(70 5454540.5),(71 5356293.5),(72 5274451),(73 5246625.5),(74 5282598),(75 5365823.5),(76 5392930),(77 5391179.5),(78 5461025),(79 5689832.5),
(1 510160.25),(2 1484281.1),(3 2343350.3),(4 3038404),(5 3609862.5),(6 3961515.8),(7 4118858.3),(8 4189407.5),(9 4364613),(10 4550315.5),(11 4665092),(12 4706161.5),(13 4752229),(14 4788899),(15 4817756),(16 4810607.5),(17 4674380.5),(18 4435130),(19 4267932.5),(20 4242634.5),(21 4325352),(22 4393858),(23 4490074.5),(24 4585234),(25 4579400.5),(26 4463134),(27 4212725.5),(28 3965895.5),(29 3775667),(30 3770657.3),(31 3886187.3),(32 3978318.5),(33 4053976.8),(34 4110712.8),(35 4146482.5),(36 4170495.5),(37 4137775.5),(38 4061026.5),(39 3985199),(40 3948844.5),(41 3996177),(42 4148234.3),(43 4356764.5),(44 4539921.5),(45 4627853.5),(46 4644133),(47 4627580),(48 4654071.5),(49 4723438.5),(50 4809255),(51 4836389),(52 4822044.5),(53 4830056),(54 4838420),(55 4770277.5),(56 4638262.5),(57 4545566),(58 4547349.5),(59 4594721.5),(60 4621944),(61 4656215.5),(62 4750260.5),(63 4816976.5),(64 4871357),(65 4908110.5),(66 4874803),(67 4794351),(68 4722488),(69 4756172.5),(70 4802872),(71 4871358),(72 4850863),(73 4764785.5),(74 4710698.5),(75 4689681.5),(76 4615178.5),(77 4486242),(78 4397171.5),(79 4396338.5),
(1 542899.1),(2 1544552),(3 2396707.5),(4 3040367.8),(5 3571438.8),(6 3946725.8),(7 4197495),(8 4286737.5),(9 4264894),(10 4134553),(11 3986845),(12 3916917),(13 3939551.5),(14 3997989.5),(15 3983579.5),(16 3918094),(17 3811537.8),(18 3650607),(19 3508439.8),(20 3453420.5),(21 3534088.5),(22 3682878.5),(23 3851709.3),(24 3967631),(25 4061503.5),(26 4074579.8),(27 3981041.5),(28 3900195.5),(29 3784028),(30 3591397.3),(31 3406803.8),(32 3411934),(33 3517585.8),(34 3637150),(35 3673359),(36 3602700.5),(37 3539943.5),(38 3555430),(39 3596923.5),(40 3618920.8),(41 3687766.8),(42 3849586.5),(43 3965605.8),(44 4034470.3),(45 4076635),(46 4157959.3),(47 4228057.5),(48 4296056),(49 4403631),(50 4483185),(51 4518899.5),(52 4507846),(53 4553378),(54 4693518),(55 4773876),(56 4761168),(57 4580666),(58 4463450.5),(59 4444357.5),(60 4421960),(61 4370365),(62 4314436),(63 4284901),(64 4247985),(65 4206637.5),(66 4201514),(67 4229788.5),(68 4257282),(69 4286115),(70 4329442),(71 4386062),(72 4284635.5),(73 4144984.5),(74 4139213.8),(75 4265983),(76 4375022.5),(77 4363533.5),(78 4284041),(79 4188387.8),
(1 542505.06),(2 1499806.4),(3 2316525.5),(4 2914423.3),(5 3331077.8),(6 3608970),(7 3787212),(8 3878265),(9 3874864.8),(10 3795161.5),(11 3668509),(12 3477766.8),(13 3408893),(14 3453220.3),(15 3514195.5),(16 3597124.8),(17 3703818.5),(18 3777889.8),(19 3775319.3),(20 3799516),(21 3898965.5),(22 3959790.8),(23 3950544.5),(24 3932639.3),(25 3890855),(26 3727478.5),(27 3550398.3),(28 3541061.5),(29 3611999.3),(30 3690173.5),(31 3760861.5),(32 3845135.5),(33 3874848.5),(34 3839564.5),(35 3717344.8),(36 3492591.8),(37 3315530),(38 3218902.3),(39 3200645.5),(40 3343770.8),(41 3565391.5),(42 3723584),(43 3812640.8),(44 3861962.8),(45 3863744.5),(46 3773242.8),(47 3698023.8),(48 3673186.5),(49 3695299.5),(50 3771149.5),(51 3845214.8),(52 3912191.3),(53 4004205.5),(54 4189193.5),(55 4334193.5),(56 4339976),(57 4264664),(58 4178361.5),(59 4104919.3),(60 4037537.3),(61 3996614),(62 3960673.8),(63 3966276.3),(64 3902036),(65 3779393.8),(66 3730956.5),(67 3821106.3),(68 3882498.3),(69 3815097.5),(70 3754043.3),(71 3817781.5),(72 3960446.8),(73 4083704.3),(74 4179048.8),(75 4243680.5),(76 4279559),(77 4279300.5),(78 4219021),(79 4141307.8),
(1 586367.06),(2 1591004.4),(3 2416731),(4 2894348.5),(5 3084253.8),(6 3180143),(7 3325122.5),(8 3511798),(9 3732788.3),(10 3836406.8),(11 3772183),(12 3578500.8),(13 3455163),(14 3393255),(15 3349304.3),(16 3444630.3),(17 3646787.8),(18 3794131.5),(19 3807724),(20 3699100.3),(21 3545257.3),(22 3427038.8),(23 3420286.3),(24 3446236.3),(25 3488977),(26 3489328),(27 3433876),(28 3406319),(29 3386545.5),(30 3473281.8),(31 3458051.8),(32 3373151.5),(33 3196805.8),(34 3186103.8),(35 3288130.5),(36 3406951.3),(37 3551931.8),(38 3640278.8),(39 3614213),(40 3609757.5),(41 3587270.8),(42 3534079),(43 3462950),(44 3442160.3),(45 3539924),(46 3713248.5),(47 3800491.3),(48 3825486.3),(49 3781604.5),(50 3713358.8),(51 3608708.5),(52 3525972),(53 3584427),(54 3735125.3),(55 3784706.3),(56 3777246.8),(57 3669105.8),(58 3659118.8),(59 3710225.3),(60 3761516.8),(61 3811873.8),(62 3770993.3),(63 3658508.8),(64 3525761.3),(65 3410656),(66 3416044.5),(67 3530354.3),(68 3667015.5),(69 3746838.8),(70 3802768.5),(71 3911497.3),(72 3993579),(73 4011662.3),(74 4005065.5),(75 4015910.5),(76 4104734.3),(77 4186626.8),(78 4155213.8),(79 4080570),
(1 542119.8),(2 1453705.3),(3 2202361),(4 2673705),(5 3007944.8),(6 3260291),(7 3437189.3),(8 3538191.3),(9 3671431.3),(10 3734955),(11 3650974.3),(12 3465534.5),(13 3281639),(14 3170671),(15 3085671.8),(16 3023368.8),(17 3008790.8),(18 3016478.8),(19 3073323.3),(20 3179640.3),(21 3329708),(22 3509037.8),(23 3627520),(24 3578473.3),(25 3529555),(26 3461701.8),(27 3378437),(28 3353968),(29 3368708.5),(30 3412112.3),(31 3413547.5),(32 3340563.3),(33 3278598.8),(34 3290846.5),(35 3315793.5),(36 3309420),(37 3335714.3),(38 3373588.3),(39 3337487.8),(40 3336669.3),(41 3364989),(42 3393085.8),(43 3376204.8),(44 3359988.3),(45 3441175.3),(46 3594870.8),(47 3737234.3),(48 3900529.3),(49 3983990.3),(50 3903264),(51 3688182.8),(52 3536716.3),(53 3477948.5),(54 3449743.8),(55 3439605),(56 3404041),(57 3421567),(58 3387143.3),(59 3291441),(60 3313672.3),(61 3423579),(62 3450813.8),(63 3390182),(64 3286070.8),(65 3158679.3),(66 3083655),(67 3072902.5),(68 3042017.3),(69 3023509.3),(70 3039893.5),(71 3155656),(72 3323573.5),(73 3409705),(74 3421117),(75 3407674.8),(76 3480837),(77 3560336.5),(78 3545929.3),(79 3501494.5),
(1 453500.13),(2 1158698.9),(3 1751957.3),(4 2215828.3),(5 2568684.5),(6 2800442),(7 2999516.8),(8 3145208.3),(9 3261893.3),(10 3299875.8),(11 3280170.5),(12 3199233.5),(13 3116668.3),(14 3043515.3),(15 2980276.5),(16 2932961.8),(17 2947847.3),(18 2921905),(19 2946909.8),(20 2994198),(21 3032507.5),(22 3135573.5),(23 3210046.3),(24 3201068),(25 3210638.5),(26 3211357.8),(27 3206409.8),(28 3204162.3),(29 3183593.8),(30 3163322),(31 3102463.5),(32 3063143),(33 2979001),(34 2922573.3),(35 2861792.3),(36 2817560.5),(37 2817348),(38 2827999),(39 2803569.5),(40 2761010.5),(41 2719113.8),(42 2683688.3),(43 2671454.3),(44 2721002.3),(45 2746156.8),(46 2709193.5),(47 2698583.5),(48 2734750.3),(49 2793436.5),(50 2827769.3),(51 2849215),(52 2796929),(53 2757530),(54 2740708.5),(55 2746624.8),(56 2755176.3),(57 2809658),(58 2850770.5),(59 2843337.8),(60 2819294.3),(61 2831631.3),(62 2807748.5),(63 2764942.3),(64 2749406.3),(65 2742302),(66 2732496.5),(67 2764824.8),(68 2753862),(69 2744695.8),(70 2711163),(71 2713383),(72 2721604),(73 2704343.5),(74 2689625.8),(75 2712472.5),(76 2780078.5),(77 2894931.3),(78 2962478.5),(79 2972106.8),
(1 495369.38),(2 1315078.8),(3 2016750.6),(4 2466237.5),(5 2758604.5),(6 2956680.3),(7 3149153.5),(8 3278671.8),(9 3320916),(10 3262641),(11 3120972.8),(12 2917626),(13 2764103.8),(14 2690989.8),(15 2664405),(16 2632959.5),(17 2565778.5),(18 2561681),(19 2670241.5),(20 2785655),(21 2847628.5),(22 2918927.5),(23 2886177.5),(24 2832081.8),(25 2836038.8),(26 2837468.3),(27 2880379.5),(28 2970457.5),(29 2961962),(30 2903603.5),(31 2807179),(32 2745787.5),(33 2715562.5),(34 2713466),(35 2746381.8),(36 2774410.8),(37 2786891),(38 2812697.8),(39 2824028),(40 2773834),(41 2733864.3),(42 2732819.5),(43 2776639.3),(44 2798038),(45 2754079.3),(46 2666754),(47 2574918.5),(48 2512963.5),(49 2507168.5),(50 2514790.3),(51 2528016.3),(52 2556077.3),(53 2598821),(54 2672147),(55 2720758),(56 2754270.3),(57 2767579.8),(58 2755908.5),(59 2783985.8),(60 2843080.3),(61 2897083),(62 2925112.5),(63 2929436.5),(64 2873888.5),(65 2770905.8),(66 2730873.5),(67 2780627.3),(68 2754344.3),(69 2688211.5),(70 2732868.5),(71 2913796.3),(72 3072127.3),(73 3076893.3),(74 3023468.8),(75 3021152.3),(76 3109846.5),(77 3208458.3),(78 3224464.3),(79 3155861.8),
(1 441315.2),(2 1098878.5),(3 1661621.1),(4 2068226.9),(5 2406325),(6 2612987.5),(7 2673518.8),(8 2687474.3),(9 2607419.3),(10 2504243.8),(11 2383239.5),(12 2320792.8),(13 2345867),(14 2375685.3),(15 2391617.5),(16 2407897.5),(17 2392803),(18 2401371),(19 2426971.8),(20 2469685.8),(21 2516021),(22 2576899.8),(23 2631545.3),(24 2602792.3),(25 2533748.5),(26 2491917.3),(27 2461696.8),(28 2464047),(29 2444702.8),(30 2413367),(31 2412050.8),(32 2410314.8),(33 2415734.5),(34 2413462.5),(35 2412871),(36 2437205.3),(37 2437788.3),(38 2410255.3),(39 2387070.3),(40 2345976.5),(41 2331250.8),(42 2327065.5),(43 2323943.5),(44 2347672.8),(45 2386292.5),(46 2367596.8),(47 2314074.3),(48 2342716.5),(49 2377382),(50 2349674.3),(51 2327968.3),(52 2365576),(53 2443300.5),(54 2518804.3),(55 2575922.8),(56 2564144),(57 2486426.3),(58 2404411.3),(59 2391805),(60 2453954.8),(61 2510217.3),(62 2554610.8),(63 2580532.3),(64 2556150),(65 2473543),(66 2396332.3),(67 2361503.8),(68 2328062.5),(69 2328962),(70 2380598.8),(71 2494579.8),(72 2574378),(73 2561781.8),(74 2549378),(75 2619258.8),(76 2728674),(77 2825040.5),(78 2877193),(79 2898630.3),
(1 443450.66),(2 1084766.3),(3 1541124.5),(4 1802211.4),(5 2057117.4),(6 2269478.8),(7 2375291.5),(8 2390096),(9 2368924),(10 2281629.3),(11 2198977.5),(12 2147697),(13 2109067),(14 2103688.8),(15 2159775.5),(16 2227954.5),(17 2232930.8),(18 2254765.8),(19 2297462.5),(20 2289772.3),(21 2277346),(22 2325728.5),(23 2387691),(24 2420402.3),(25 2491365.8),(26 2532110.8),(27 2511862),(28 2460269.5),(29 2398299.5),(30 2378324.8),(31 2404704),(32 2391934),(33 2369104.5),(34 2340369.3),(35 2377316.3),(36 2443562.5),(37 2424026),(38 2401385),(39 2402553),(40 2371132.5),(41 2364184.5),(42 2329813.8),(43 2272040.5),(44 2250255.5),(45 2308166.8),(46 2322709),(47 2309054),(48 2289555),(49 2241024.5),(50 2181470),(51 2135155),(52 2139936.8),(53 2214545.5),(54 2232017.3),(55 2242219.8),(56 2278769.3),(57 2355466.3),(58 2429694),(59 2463315.5),(60 2506172.8),(61 2560883.3),(62 2630509),(63 2657809.3),(64 2578627.3),(65 2438310),(66 2332964.5),(67 2262972),(68 2183976.8),(69 2110035.3),(70 2101286.8),(71 2141470),(72 2180540.3),(73 2259441.3),(74 2376430),(75 2494044.3),(76 2568096.5),(77 2543339),(78 2447463.5),(79 2362913.5),
(1 437289.78),(2 1067324.8),(3 1474150.3),(4 1609020.5),(5 1718551.5),(6 1805046.9),(7 1799816.8),(8 1865909.9),(9 1885080.8),(10 1911256.5),(11 1953871.6),(12 2012261.9),(13 2013460.1),(14 1957734.9),(15 2013629.9),(16 2106799),(17 2067062.8),(18 2007751.5),(19 2007779.5),(20 1992517.4),(21 2031997.1),(22 2006624.5),(23 1920061.1),(24 1886729.3),(25 1902896.1),(26 1947768.8),(27 1953994),(28 1965967.9),(29 1986680.1),(30 1952688.5),(31 1986842.6),(32 1998297.1),(33 2017248.5),(34 2001505.4),(35 1987157.8),(36 1948363.4),(37 1873127.9),(38 1828030.6),(39 1841588.6),(40 1891652.6),(41 1974871.6),(42 2029635.8),(43 2003411.3),(44 1911405),(45 1830253),(46 1772251.3),(47 1821507.9),(48 1873063.9),(49 1870807.5),(50 1841817.8),(51 1807710.6),(52 1803836.1),(53 1765437.5),(54 1766608.1),(55 1813911.5),(56 1852579.4),(57 1863838.8),(58 1830464),(59 1782655.6),(60 1743809.3),(61 1774037.8),(62 1850230.4),(63 1896101.5),(64 1886995.9),(65 1897264),(66 1956403.9),(67 2014945.8),(68 1994087.5),(69 1929573.8),(70 1892178),(71 1888095.6),(72 1857510.3),(73 1816770.3),(74 1811566.4),(75 1818663.6),(76 1834920.1),(77 1845140.1),(78 1807248.5),(79 1775723.5),
