1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4334.0474),(2 12491.56),(3 22279.996),(4 31990.238),(5 41124.348),(6 49382.023),(7 57091.426),(8 64165.504),(9 69496.49),(10 74452.89),(11 78908.75),(12 82761.77),(13 86537.7),(14 90056.5),(15 93652.99),(16 97005.195),(17 99947.02),(18 102757.84),(19 105178.59),(20 106981.04),(21 108297.56),(22 109613.64),(23 111072.945),(24 112242.82),(25 113800.17),(26 115374.75),(27 116801.42),(28 118088.03),(29 118930.95),(30 120167.266),(31 121295.45),(32 122275.695),(33 123435.266),(34 125156.92),(35 127484.63),(36 129940.89),(37 131657.08),(38 132755.45),(39 134027.7),(40 135078.38),(41 136259.22),(42 137970.2),(43 139645.53),(44 140549.27),(45 141541.19),(46 142698.7),(47 143972.28),(48 145417.9),(49 147470.61),(50 148869.77),(51 149966.88),(52 150988.94),(53 152118.56),(54 153294.38),(55 154527.11),(56 155514.14),(57 156956.86),(58 158199.2),(59 159496),(60 160911.53),(61 162159.44),(62 163347.44),(63 164875.2),(64 166580.44),(65 168401.78),(66 170902.11),(67 172949.66),(68 174711.61),(69 175735.55),(70 176944.77),(71 178475.03),(72 179756.2),(73 180463.92),(74 181340.7),(75 182197.6),(76 183274.36),(77 184091.36),(78 184972.22),(79 185470.7),
(1 4333.6533),(2 12450.887),(3 22200.5),(4 32028.992),(5 41387.098),(6 49734.47),(7 56930.785),(8 62992),(9 67359.81),(10 71379.57),(11 75062.49),(12 78436.266),(13 82158.45),(14 86176.94),(15 90380.23),(16 94001.6),(17 97992.695),(18 101349.8),(19 104052.2),(20 106036.125),(21 107684.87),(22 108973.66),(23 109676.516),(24 110575.414),(25 112005.87),(26 113763.22),(27 115682.3),(28 117876.09),(29 119851.16),(30 122249.68),(31 125068.69),(32 127662.94),(33 130314.29),(34 133049.8),(35 135551.55),(36 137504.78),(37 139015.16),(38 139573.55),(39 140362.67),(40 141140.75),(41 141685.23),(42 142502.84),(43 143956.89),(44 144963.9),(45 145706.97),(46 147169.03),(47 148059.3),(48 149140.4),(49 150149.05),(50 150656.17),(51 150951.36),(52 150867.14),(53 151333.88),(54 152089.06),(55 152706.38),(56 152921.64),(57 153905.75),(58 154249.72),(59 154291.52),(60 154460.98),(61 155137.95),(62 156200.1),(63 157152.75),(64 158256.38),(65 159121.16),(66 159866.58),(67 159962.42),(68 160271.5),(69 160413.11),(70 161513.7),(71 162886.23),(72 164938.73),(73 166585.27),(74 167786.58),(75 168804.08),(76 169669.33),(77 169978.8),(78 170273.7),(79 170279.56),
(1 4507.262),(2 13065.36),(3 23392.465),(4 33639.367),(5 43521.125),(6 52311.957),(7 60013.637),(8 66397.43),(9 71107.35),(10 75239.42),(11 78762.34),(12 81601.4),(13 84514.67),(14 87409.63),(15 90682.76),(16 94222.59),(17 97988.31),(18 101532.43),(19 104845.36),(20 108165.26),(21 110889.41),(22 113330.16),(23 115412.26),(24 117102.94),(25 118645.086),(26 120481.586),(27 122289.266),(28 124313.414),(29 126354.984),(30 128446.984),(31 131071.67),(32 133419.81),(33 135771.64),(34 137814.83),(35 140253.11),(36 141524.94),(37 142658.69),(38 142888.64),(39 143102.88),(40 142931.83),(41 143272.84),(42 144039.6),(43 145308.5),(44 146717.02),(45 147672.94),(46 148704.17),(47 149351.22),(48 150193.72),(49 151200.9),(50 152230.2),(51 153200.03),(52 153913.69),(53 154177.4),(54 154389.61),(55 154732.13),(56 155155.98),(57 155329.4),(58 155593.47),(59 156010.34),(60 156542.7),(61 157834.1),(62 159635),(63 160273.39),(64 160411.05),(65 160374.34),(66 160007.63),(67 159904.23),(68 159648.19),(69 159888),(70 160377.7),(71 161004.28),(72 161957.31),(73 162848.69),(74 163097.72),(75 162834.25),(76 162902.8),(77 163382.77),(78 163323.66),(79 163208.64),
(1 4406.379),(2 12740.639),(3 22576.404),(4 32418.895),(5 42142.47),(6 50705.027),(7 58109.973),(8 64510.73),(9 68688.87),(10 72401.45),(11 75908.06),(12 79005.11),(13 82124.98),(14 85144.43),(15 88010.65),(16 91010.06),(17 94296.2),(18 97449.3),(19 100554.45),(20 103347.54),(21 105420.88),(22 107350.914),(23 109289.016),(24 110809.05),(25 112242.68),(26 113812.25),(27 115715.05),(28 117371.82),(29 118869.44),(30 120439.45),(31 122305.086),(32 123607.83),(33 124493.45),(34 124994.85),(35 125455.516),(36 125288.02),(37 125291.01),(38 125107.22),(39 125427.555),(40 125419.73),(41 125605.03),(42 125969.4),(43 126830.1),(44 127587.24),(45 127923.086),(46 128240.12),(47 128504.43),(48 128794.26),(49 128892.695),(50 129148.38),(51 129684.484),(52 129781.19),(53 130066.914),(54 130638.734),(55 131124.05),(56 131385.28),(57 131558.92),(58 132085.98),(59 132817.73),(60 133588.92),(61 134591.38),(62 135833.58),(63 137319.19),(64 138571.9),(65 140257.56),(66 141861.72),(67 143525.22),(68 145654.03),(69 147550.39),(70 148936.77),(71 150757.05),(72 152373.64),(73 153819.08),(74 155262.02),(75 157009.36),(76 158513.83),(77 159689.08),(78 160150.05),(79 160813.67),
(1 4354.0728),(2 12459.071),(3 22089.662),(4 31723.209),(5 41270.313),(6 49714.535),(7 56983.83),(8 63247.895),(9 67848.52),(10 71836.56),(11 75432.43),(12 78624.29),(13 81769.586),(14 84560.414),(15 87552.086),(16 90604.266),(17 94328.26),(18 98246.375),(19 102017.266),(20 105802.33),(21 109291.125),(22 112342.375),(23 114525.73),(24 116341.05),(25 117825.56),(26 119006.34),(27 120084.64),(28 120880.44),(29 121458.03),(30 122503.65),(31 124350.055),(32 125773.7),(33 127163.49),(34 128402.38),(35 129487.66),(36 130440.19),(37 131152.11),(38 131269.19),(39 131077.77),(40 131280.92),(41 131731.72),(42 132229.7),(43 132639.36),(44 133404.38),(45 133900.98),(46 134556.03),(47 135592.23),(48 136402.02),(49 137049.84),(50 137974.52),(51 139681.1),(52 140104.84),(53 140408.92),(54 140752.88),(55 141855.77),(56 142982.11),(57 144599.67),(58 146222.78),(59 147834.28),(60 149344.08),(61 150398.69),(62 151179.27),(63 151837.66),(64 152418.02),(65 152595.3),(66 153181.81),(67 153686.88),(68 155058.84),(69 156419.25),(70 157760.31),(71 159536.05),(72 160594.02),(73 161487.64),(74 162563.66),(75 164291),(76 166040.66),(77 167184.5),(78 168176.52),(79 169058.3),
(1 4150.4023),(2 11914.426),(3 20983.227),(4 29908.082),(5 38327.887),(6 45794.492),(7 52269.652),(8 57887.44),(9 62610.27),(10 66677.98),(11 70290.89),(12 73776.79),(13 77425.08),(14 80953.93),(15 84662.85),(16 88494.25),(17 92608.85),(18 96761.74),(19 100454.19),(20 103746.984),(21 106302.85),(22 108422.88),(23 110112.49),(24 111355.15),(25 112701.375),(26 114066.54),(27 115265.375),(28 116460.33),(29 117908.74),(30 119454.83),(31 121154.34),(32 122202),(33 123500.44),(34 124524.555),(35 125703.945),(36 126692.03),(37 127522.87),(38 127763.48),(39 127361.12),(40 127270.79),(41 127509.37),(42 128064.055),(43 129099.21),(44 130390.56),(45 131703),(46 133492.28),(47 134886.23),(48 135854.06),(49 136370.2),(50 136471.34),(51 136870.23),(52 137104.33),(53 137738.58),(54 138609.38),(55 139073.95),(56 139194.64),(57 139488.25),(58 139578.66),(59 139877),(60 140626.11),(61 141858.78),(62 142875),(63 143738.67),(64 144379.63),(65 145145.81),(66 146269.47),(67 146968.33),(68 148349.64),(69 150123.72),(70 151466.88),(71 152703.22),(72 153447.5),(73 154277.47),(74 155070.64),(75 156019.73),(76 156761.98),(77 157361.13),(78 157775.39),(79 157580.72),
(1 4139.2554),(2 11984.164),(3 21135.324),(4 30112.664),(5 38585.01),(6 45657.46),(7 51977.043),(8 57581.87),(9 62437.5),(10 66835.53),(11 70973.38),(12 74984.8),(13 79109.03),(14 82587.875),(15 86175.33),(16 89553.46),(17 93278.8),(18 96890.266),(19 100061.8),(20 103110.46),(21 105755.625),(22 107963.39),(23 109469.85),(24 110548.4),(25 111909.586),(26 113062),(27 114014.45),(28 114963.82),(29 116023.09),(30 116981.91),(31 117639.15),(32 118416.56),(33 119521.34),(34 120088.97),(35 120831.51),(36 121298.164),(37 121569.44),(38 122075.97),(39 122292.945),(40 122552.82),(41 123515.34),(42 124219.53),(43 125101.695),(44 125701.93),(45 126441.69),(46 126973.48),(47 127642.78),(48 128338.44),(49 128614.26),(50 128850.945),(51 129640.695),(52 130116.586),(53 131039.67),(54 131963.58),(55 132638),(56 132948.48),(57 133047.02),(58 133615.48),(59 133792.52),(60 134157.55),(61 135140.9),(62 136208.72),(63 136928.75),(64 137213.03),(65 137387.03),(66 138004.77),(67 138342.89),(68 138910.3),(69 139157.34),(70 139559.28),(71 140110.42),(72 140697.66),(73 141352.13),(74 141803.42),(75 142456.4),(76 143433.72),(77 144505.2),(78 145560.64),(79 146252.53),
(1 4164.769),(2 11901.522),(3 20947.453),(4 29572.389),(5 37656.273),(6 44487.52),(7 50980.223),(8 57133.3),(9 62232.695),(10 66943.27),(11 71408.98),(12 75648.836),(13 79832.98),(14 83987.02),(15 88023.21),(16 91613.81),(17 95233.16),(18 98299.22),(19 101039.92),(20 103700.33),(21 106086.68),(22 107718.516),(23 109310.56),(24 110384.47),(25 111656.234),(26 113385.53),(27 114966.99),(28 116731.305),(29 118345.03),(30 120228.41),(31 121767.47),(32 123453.39),(33 125212.61),(34 126251.89),(35 127134.586),(36 127455.484),(37 127624.55),(38 127606.35),(39 127537.12),(40 127863.29),(41 127845.69),(42 127465.336),(43 127162.34),(44 127557.66),(45 127965.02),(46 128677.45),(47 129497.56),(48 130104.99),(49 130807.305),(50 131543.95),(51 132198.08),(52 132513.95),(53 132908.8),(54 132837.31),(55 133160.8),(56 133237.72),(57 133564.81),(58 133576.53),(59 134047.9),(60 134040.78),(61 134103.23),(62 134438),(63 134420.16),(64 134773.67),(65 134588.53),(66 134523.2),(67 134490.98),(68 134412.25),(69 134374.23),(70 134620.1),(71 135347.13),(72 136226.03),(73 137060.73),(74 138107.14),(75 140204.02),(76 141909.27),(77 143112.48),(78 144455.8),(79 145208.69),
(1 4222.1006),(2 11934.058),(3 20903.217),(4 30035.033),(5 38919.3),(6 46652.664),(7 53363.594),(8 59243.277),(9 63983.684),(10 68523.85),(11 72189.26),(12 75483.99),(13 79059.47),(14 82618.42),(15 86461.46),(16 89735.69),(17 93061.18),(18 95835.83),(19 98206.16),(20 100411.45),(21 102433.34),(22 103987.81),(23 105398.69),(24 107045.8),(25 108601.78),(26 110207.15),(27 111573.47),(28 113104.76),(29 114504.67),(30 116275.25),(31 118065.94),(32 120043.35),(33 122247.55),(34 123938.49),(35 124632.61),(36 124685.65),(37 124469.23),(38 124379.57),(39 124612.26),(40 124732.93),(41 124672.67),(42 123991.74),(43 123208.164),(44 122596.62),(45 122148.72),(46 122452.85),(47 123042.06),(48 123780.945),(49 124615.41),(50 124968.76),(51 125209.54),(52 126180.69),(53 127523.94),(54 128017.34),(55 128838.31),(56 129538.83),(57 130499.945),(58 131245.31),(59 132420.39),(60 133513.7),(61 135027.3),(62 136486.63),(63 137872.02),(64 139679.5),(65 140917.98),(66 142198.63),(67 143538.1),(68 144679.45),(69 145973.34),(70 146868.78),(71 147807.4),(72 148844.42),(73 149382.06),(74 150013.48),(75 150706.56),(76 151308.25),(77 151052.03),(78 150825.52),(79 150871.05),
(1 4283.5947),(2 12205.517),(3 21448.154),(4 30338.572),(5 38557.277),(6 45494.37),(7 51515.582),(8 57050.992),(9 61324.418),(10 65134.79),(11 68407.75),(12 71550.04),(13 74914.46),(14 78311.195),(15 81714.24),(16 84820.64),(17 87263.99),(18 89255.18),(19 91262.47),(20 93261.68),(21 94891.09),(22 96582.09),(23 97978.52),(24 99255.99),(25 100396.03),(26 102012.695),(27 103670.26),(28 105055.836),(29 106228.52),(30 107767.46),(31 109336.805),(32 110539.586),(33 111564.35),(34 112125.36),(35 112082.66),(36 111797.46),(37 111330.63),(38 111967.55),(39 113150.42),(40 114247.875),(41 114908.87),(42 115395.34),(43 116002.66),(44 116702.86),(45 117713.97),(46 119148.33),(47 120893.78),(48 122394.195),(49 124342.78),(50 125297.836),(51 126561.984),(52 127682.49),(53 127689.55),(54 127863.04),(55 128049.89),(56 128067.66),(57 128057.33),(58 128695.2),(59 129433.96),(60 129885.164),(61 130348.37),(62 131327.39),(63 132044.06),(64 132176.34),(65 132392.67),(66 132010.05),(67 131783.1),(68 130940.14),(69 131093.66),(70 131353.47),(71 131828.44),(72 132518.39),(73 133755.31),(74 135237.58),(75 136919.56),(76 138161.72),(77 138892.23),(78 139274.45),(79 139689.06),
(1 4113.298),(2 11729.51),(3 20500.986),(4 29271.54),(5 37520.695),(6 44782.203),(7 51113.49),(8 57152.74),(9 61613.797),(10 65585.54),(11 68729.91),(12 71602.05),(13 74619.195),(14 77759.22),(15 81061.42),(16 83828.44),(17 86440.25),(18 88458.34),(19 90565.05),(20 92444.85),(21 93877.016),(22 95234.734),(23 96596.28),(24 97972.83),(25 99802.695),(26 101604.18),(27 103311.2),(28 104992.62),(29 106642.03),(30 107990.95),(31 108999.08),(32 109277.73),(33 109537.41),(34 109471.78),(35 108809.41),(36 107948.97),(37 107114.56),(38 107196.195),(39 107100.195),(40 106792.63),(41 106222.93),(42 106129.3),(43 106351.7),(44 107128.664),(45 107892.766),(46 108603.9),(47 109478.12),(48 110113.266),(49 110893.414),(50 111652.66),(51 112329.46),(52 113521.62),(53 114805.07),(54 115656.46),(55 116114.195),(56 116542.33),(57 117248.93),(58 117987.18),(59 118438.41),(60 119284.54),(61 120024.055),(62 121275.65),(63 122635.22),(64 123812.836),(65 124545.38),(66 125001.54),(67 124852.04),(68 124403.32),(69 124900.21),(70 125489.96),(71 126262.18),(72 127256.55),(73 128426.016),(74 129653.75),(75 131009.336),(76 132331.02),(77 133514.7),(78 134467.31),(79 135702.53),
(1 4118.007),(2 11744.183),(3 20488.639),(4 28826.918),(5 36183.332),(6 42339.887),(7 47606.855),(8 52414.773),(9 56237.703),(10 59941.453),(11 63261.992),(12 66709.77),(13 70604.05),(14 74440.04),(15 78741.41),(16 82206.31),(17 84990.2),(18 86732.93),(19 88729.98),(20 90685.93),(21 92515.61),(22 94019.64),(23 95533.05),(24 97231.47),(25 99464.7),(26 101473.2),(27 103845.25),(28 106283.92),(29 108507.76),(30 110316.24),(31 111629.89),(32 112810.23),(33 113359.32),(34 113678.27),(35 114177.67),(36 114654.64),(37 115577.73),(38 116388.33),(39 117257.5),(40 117569.28),(41 117696.43),(42 117944.29),(43 118573.86),(44 119422.78),(45 120293.69),(46 121131.81),(47 121850.48),(48 122797.445),(49 123798.27),(50 124343.69),(51 124614.31),(52 125294.695),(53 126059.56),(54 126616.62),(55 127197.28),(56 127881.26),(57 128952.73),(58 129868.19),(59 130642.25),(60 130864.984),(61 131031.664),(62 131738.77),(63 132253.78),(64 132907.1),(65 133557.34),(66 133725.5),(67 133657.08),(68 133780.9),(69 133827.58),(70 134222.63),(71 135006.47),(72 136219.03),(73 137333.77),(74 138491.28),(75 139771.27),(76 140743.72),(77 141862.13),(78 142427.28),(79 142535.77),
(1 4053.7336),(2 11533.6875),(3 20224.438),(4 28712.025),(5 36571.195),(6 43411.86),(7 49354.62),(8 55224.844),(9 59482.688),(10 63413.08),(11 66578.95),(12 69296.46),(13 72110.25),(14 74714.06),(15 77284.48),(16 79698.445),(17 81812.695),(18 83560.52),(19 85598.914),(20 87416.38),(21 89278.055),(22 91051.86),(23 92542.37),(24 94087.945),(25 95909.54),(26 97381.47),(27 99437.055),(28 101548.63),(29 103507.95),(30 105170.8),(31 106343.61),(32 107647.67),(33 108942.125),(34 110333.96),(35 111503.7),(36 112504.43),(37 113487.06),(38 114545.984),(39 115469.7),(40 115932.055),(41 115849.07),(42 115680.86),(43 115208.43),(44 114372.21),(45 114004.25),(46 114155.125),(47 114247.63),(48 114531.82),(49 114931.62),(50 114785.38),(51 114615.19),(52 115155.26),(53 115995.164),(54 116739.73),(55 117062.64),(56 117136.08),(57 117802.98),(58 118531.96),(59 118824.16),(60 118810.27),(61 118832.47),(62 119543.984),(63 120192.38),(64 120766.016),(65 121280.09),(66 121438.43),(67 121273.66),(68 120755.79),(69 120152.42),(70 119385.805),(71 118677.84),(72 119021.06),(73 119598.04),(74 119985.01),(75 120287.87),(76 120943.84),(77 121665.73),(78 122404.26),(79 122690.836),
(1 4023.3027),(2 11368.666),(3 19847.756),(4 28267.174),(5 35951.926),(6 42330.133),(7 47807.9),(8 52950.203),(9 56791.387),(10 60777.758),(11 64122.844),(12 66828.945),(13 69862.27),(14 72233.16),(15 74783.8),(16 77064.47),(17 79027.38),(18 81075.77),(19 83418.24),(20 85562.07),(21 87695.164),(22 89609.71),(23 91483.06),(24 92754.305),(25 94223.52),(26 95679.73),(27 97365.96),(28 98726.46),(29 99763.33),(30 100769.53),(31 101234.375),(32 102300.484),(33 103014.445),(34 103454.77),(35 104547.984),(36 105695.195),(37 107105.85),(38 108682.25),(39 110487.484),(40 111686.27),(41 112474.73),(42 112929.195),(43 112809.22),(44 112596.2),(45 112693.98),(46 113723.77),(47 115037.47),(48 115923.76),(49 116492.93),(50 116902.35),(51 117109.2),(52 117488.82),(53 117688.49),(54 117898.36),(55 118317.35),(56 118428.04),(57 119149.56),(58 119776.17),(59 119802.95),(60 119600.625),(61 119739.54),(62 120368.445),(63 120962.27),(64 121173.73),(65 122163.91),(66 122690.24),(67 123227.47),(68 123252.25),(69 123084.305),(70 122757.555),(71 122276.33),(72 122167.12),(73 122062.83),(74 121878.07),(75 121839.36),(76 121729.51),(77 121085),(78 120427.445),(79 119871.98),
(1 4000.5984),(2 11282.308),(3 19650.945),(4 28027.432),(5 36208.906),(6 43493.207),(7 49898.27),(8 56131.297),(9 60733.066),(10 64533.188),(11 67961.56),(12 71232.055),(13 74751.57),(14 77918.8),(15 81025.016),(16 83710.87),(17 86142.4),(18 88109.27),(19 90069.28),(20 91638.9),(21 92953.29),(22 94088.93),(23 94877.77),(24 95829.3),(25 97239.31),(26 98909.24),(27 100468.96),(28 101602.83),(29 102703.29),(30 103786.984),(31 104260.2),(32 104571.01),(33 104109.055),(34 103452.49),(35 103035.33),(36 102862.78),(37 102905.96),(38 102603.84),(39 102583.09),(40 103025.43),(41 103619.586),(42 104073.016),(43 105016.48),(44 106354.05),(45 107057.64),(46 107704.96),(47 108589.69),(48 109514.77),(49 109818.58),(50 110037.5),(51 110390.09),(52 110874.93),(53 111111.46),(54 111120.26),(55 111483.52),(56 111690.58),(57 112037.72),(58 112192.516),(59 112392.65),(60 112587.74),(61 113307.88),(62 113967.8),(63 115064.4),(64 115904.13),(65 117054.27),(66 118281.164),(67 119775.51),(68 120397.88),(69 121346.13),(70 121729.01),(71 122330.734),(72 123312.414),(73 124275.2),(74 124750.85),(75 125050.4),(76 125222.24),(77 124981.92),(78 124961.625),(79 125047.74),
(1 3949.569),(2 11084.451),(3 19248.74),(4 27219.775),(5 34526.91),(6 40767.99),(7 45965.074),(8 50921.77),(9 54715.74),(10 58140.24),(11 61317.414),(12 64539.598),(13 67858.766),(14 70753.55),(15 74075.48),(16 76670.75),(17 78909.39),(18 80794.02),(19 82713.05),(20 84511.34),(21 86319.65),(22 87937.57),(23 89483.38),(24 91106.05),(25 92746.4),(26 94727.516),(27 96451.54),(28 97640.234),(29 98365.52),(30 99022.76),(31 99093.79),(32 99420.945),(33 99784.25),(34 100107.4),(35 100012.94),(36 99716.945),(37 99456.45),(38 99301.47),(39 98991.766),(40 98784.26),(41 98871.63),(42 98810.516),(43 99744.14),(44 101153.336),(45 102448.21),(46 103845.8),(47 104783.13),(48 105760.914),(49 107120.19),(50 108641.72),(51 109887.42),(52 111074.09),(53 111430.12),(54 111169.8),(55 110805.11),(56 110497.766),(57 110889.89),(58 112067.28),(59 113219.35),(60 114437.82),(61 115611.61),(62 116457.17),(63 117420.12),(64 118319.33),(65 119173.82),(66 120193.82),(67 121218.26),(68 122078.26),(69 122752.52),(70 123314.984),(71 123832.84),(72 124742.9),(73 125008.37),(74 125663.47),(75 126372.52),(76 127137.984),(77 127422.58),(78 126945.36),(79 126392.16),
(1 3796.0657),(2 10635.498),(3 18477.91),(4 25906.063),(5 32650.643),(6 38434.375),(7 43434.734),(8 48286.63),(9 52233.363),(10 55954.105),(11 59526.535),(12 62630.734),(13 65552.42),(14 68089.42),(15 70532.6),(16 72632.586),(17 74706.31),(18 76136.57),(19 77685.54),(20 79180.22),(21 80310.82),(22 81234.164),(23 82449.89),(24 83953.43),(25 85617.15),(26 87328.484),(27 89126.3),(28 91006.42),(29 92162.516),(30 93045.516),(31 93714.766),(32 94500.16),(33 95189.32),(34 95576.57),(35 96026.25),(36 96331.164),(37 96557.37),(38 96690.19),(39 97215.03),(40 97687.07),(41 97729.13),(42 97509.75),(43 97198.984),(44 97192.4),(45 97096.68),(46 97132.12),(47 97608.95),(48 97819.93),(49 98264.31),(50 99056.58),(51 99397.29),(52 99555.94),(53 99606.69),(54 99663.08),(55 99679.016),(56 99967.94),(57 101002.4),(58 102219.83),(59 102942.23),(60 103928.93),(61 104787.19),(62 105067.64),(63 105440.37),(64 105969.59),(65 106281.64),(66 106531.47),(67 106514.664),(68 106929.83),(69 107389.81),(70 107384.766),(71 107662.125),(72 108228.05),(73 109161.05),(74 109781.49),(75 110256.98),(76 111060.125),(77 111929.51),(78 112733.516),(79 113028.516),
(1 3839.301),(2 10893.227),(3 18956.94),(4 26709.36),(5 33647.645),(6 39391.348),(7 44272.46),(8 49229.855),(9 53255.957),(10 57272.76),(11 61026.1),(12 64472.402),(13 67695.04),(14 70518.72),(15 73262.664),(16 75560.98),(17 77622.77),(18 79552.44),(19 81816.37),(20 84092.01),(21 86146.64),(22 87994.586),(23 89728.56),(24 91354.79),(25 93008.445),(26 94456.91),(27 95818.75),(28 97057.79),(29 97918.53),(30 98709.98),(31 99212.2),(32 99506.06),(33 99377.336),(34 99205.586),(35 99225.24),(36 99339.2),(37 99421.11),(38 99013.914),(39 98871.05),(40 98399.82),(41 98045.58),(42 97892.6),(43 97679.91),(44 97773.47),(45 97741.945),(46 97825.97),(47 98470.1),(48 98930.41),(49 99373.586),(50 99562.24),(51 99738.734),(52 99837.24),(53 99739.47),(54 99823),(55 99946.29),(56 100321.98),(57 100847.21),(58 101967.164),(59 102658.15),(60 103063.81),(61 103483.83),(62 103544.82),(63 103633.78),(64 103840.305),(65 104140.766),(66 104385.36),(67 104247.695),(68 104275.32),(69 104008.85),(70 103513.73),(71 103126.3),(72 103127.8),(73 103169.664),(74 103101.46),(75 103259.42),(76 104177.445),(77 104757.24),(78 105336.4),(79 105537.18),
