1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104665.13),(2 198564.44),(3 415375.28),(4 686339.8),(5 1038413.8),(6 1421393),(7 1902885.6),(8 2344322),(9 2917410.3),(10 3422734),(11 3952462.8),(12 4520122.5),(13 5126518.5),(14 5784269.5),(15 6370373.5),(16 7111396.5),(17 7838108.5),(18 8573781),(19 9324634),(20 10144405),(21 10928323),(22 11669279),(23 12518960),(24 13307323),(25 14238347),(26 15029888),(27 16267131),(28 17368346),(29 18681118),(30 19738608),(31 20946254),(32 22093214),(33 23014266),(34 24347270),(35 25788122),(36 27088336),(37 28472566),(38 30125480),(39 32011824),(40 33268368),(41 35183308),(42 36617036),(43 38494204),(44 40203292),(45 42075628),(46 43953600),(47 45815230),(48 48214828),(49 50145284),(50 51794960),(51 53949344),(52 56371660),(53 58241876),(54 60558720),(55 63250164),(56 65036740),(57 67187970),(58 69410504),(59 71425256),(60 72476150),(61 74281960),(62 76052900),(63 78196350),(64 79608856),(65 81736616),(66 84192216),(67 85668420),(68 87963450),(69 89256200),(70 89261760),(71 89248060),(72 88134710),(73 88612424),(74 88944710),(75 88762440),(76 88877224),(77 89613144),(78 89750850),(79 89425100),
(1 157.23285),(2 172.67903),(3 175.93845),(4 174.83781),(5 175.60231),(6 177.05127),(7 179.12901),(8 181.7148),(9 183.41132),(10 182.60146),(11 181.58543),(12 184.39694),(13 188.83208),(14 187.11555),(15 187.52945),(16 190.71841),(17 189.40392),(18 188.87572),(19 190.79004),(20 188.92763),(21 186.58418),(22 188.66708),(23 189.9975),(24 192.29523),(25 194.90955),(26 196.09317),(27 196.4753),(28 199.92776),(29 199.84877),(30 200.10088),(31 200.72023),(32 202.00539),(33 200.74991),(34 201.09906),(35 202.4775),(36 204.77318),(37 203.08514),(38 204.93713),(39 207.19574),(40 205.99542),(41 207.93942),(42 207.3906),(43 211.01453),(44 210.73996),(45 212.05743),(46 213.35333),(47 212.88185),(48 216.31432),(49 214.81456),(50 214.70082),(51 215.84546),(52 214.40208),(53 211.75201),(54 212.04614),(55 210.89577),(56 212.40288),(57 211.53061),(58 212.7379),(59 213.97546),(60 209.4447),(61 209.64622),(62 209.4755),(63 211.4517),(64 207.11415),(65 209.74693),(66 210.63354),(67 207.61517),(68 212.261),(69 212.28966),(70 209.7865),(71 208.46327),(72 209.1972),(73 211.70848),(74 214.59695),(75 213.43616),(76 217.3113),(77 218.06299),(78 215.07544),(79 216.43707),
(1 156.50868),(2 172.49571),(3 174.64925),(4 174.94583),(5 178.43564),(6 178.40909),(7 180.16428),(8 182.74352),(9 184.1539),(10 182.28822),(11 182.42084),(12 184.1559),(13 188.53607),(14 187.2531),(15 186.8292),(16 189.94897),(17 188.93456),(18 189.17508),(19 189.22005),(20 186.93451),(21 188.05919),(22 188.8513),(23 190.85869),(24 196.52911),(25 197.26494),(26 198.14117),(27 201.29807),(28 205.87872),(29 204.54755),(30 205.13849),(31 207.69682),(32 208.83571),(33 206.40846),(34 209.83934),(35 209.07918),(36 208.65657),(37 207.95158),(38 212.94511),(39 212.02122),(40 213.82983),(41 213.25473),(42 212.2917),(43 216.85048),(44 214.64595),(45 216.94736),(46 217.44629),(47 218.3427),(48 219.90788),(49 217.77946),(50 218.54889),(51 219.325),(52 219.60999),(53 215.8228),(54 216.58423),(55 215.25916),(56 215.40059),(57 217.46484),(58 218.55447),(59 216.27899),(60 212.58844),(61 217.0201),(62 217.13744),(63 217.21571),(64 214.9825),(65 217.33606),(66 214.74362),(67 212.84612),(68 217.47862),(69 216.14384),(70 214.9501),(71 213.32977),(72 212.49873),(73 216.85423),(74 215.04338),(75 217.85466),(76 223.08205),(77 224.1301),(78 220.17107),(79 220.82248),
(1 155.35814),(2 172.6479),(3 173.76848),(4 170.62686),(5 171.96855),(6 172.70872),(7 175.24306),(8 176.97437),(9 178.37343),(10 180.28976),(11 180.11578),(12 182.6075),(13 185.04556),(14 184.8275),(15 183.84752),(16 186.2603),(17 184.92549),(18 183.67578),(19 185.61058),(20 184.31778),(21 185.57137),(22 187.12553),(23 186.694),(24 190.8028),(25 194.62624),(26 195.57263),(27 195.00996),(28 200.45886),(29 200.94106),(30 201.90414),(31 204.47327),(32 202.07397),(33 202.26315),(34 204.10757),(35 204.2097),(36 204.81454),(37 204.7924),(38 206.94536),(39 208.60603),(40 206.60379),(41 209.1799),(42 207.5905),(43 210.23193),(44 210.28647),(45 209.74492),(46 211.1823),(47 210.78946),(48 214.3585),(49 211.79721),(50 210.05876),(51 210.86351),(52 209.77956),(53 207.07074),(54 206.74452),(55 207.60448),(56 204.84756),(57 205.91258),(58 208.78064),(59 208.19876),(60 204.15695),(61 206.30017),(62 208.94144),(63 209.69054),(64 208.67386),(65 209.65334),(66 209.6058),(67 205.3089),(68 208.8819),(69 207.97664),(70 208.54115),(71 204.26999),(72 204.87221),(73 208.6529),(74 206.7265),(75 209.50188),(76 213.39761),(77 213.86977),(78 211.12329),(79 213.67447),
(1 156.06389),(2 171.28879),(3 174.94394),(4 172.97375),(5 172.23857),(6 174.14218),(7 176.7511),(8 179.13089),(9 180.70665),(10 180.58887),(11 180.48224),(12 181.12987),(13 184.26347),(14 182.33212),(15 183.4136),(16 185.66293),(17 184.39674),(18 184.23064),(19 185.6755),(20 185.2315),(21 185.46196),(22 185.51498),(23 189.35963),(24 192.65228),(25 194.8614),(26 195.9411),(27 195.88853),(28 202.7457),(29 202.09673),(30 202.71185),(31 203.39809),(32 203.47151),(33 201.42795),(34 204.17862),(35 201.44489),(36 201.79503),(37 205.79347),(38 206.85107),(39 207.14403),(40 207.1996),(41 209.00505),(42 207.55391),(43 211.33424),(44 210.68256),(45 212.91602),(46 212.13272),(47 212.23822),(48 213.80338),(49 215.78436),(50 215.0148),(51 216.28658),(52 214.94037),(53 214.30797),(54 212.73949),(55 210.50504),(56 208.9537),(57 209.94759),(58 212.16261),(59 210.1736),(60 207.33888),(61 210.63838),(62 211.63832),(63 211.05292),(64 208.51132),(65 213.12852),(66 209.13974),(67 206.58978),(68 208.85217),(69 209.9342),(70 208.99626),(71 206.80252),(72 205.57558),(73 209.72469),(74 211.1809),(75 210.80164),(76 212.78874),(77 216.25966),(78 214.37534),(79 214.73141),
(1 150.17133),(2 166.57149),(3 169.72488),(4 167.87907),(5 169.79611),(6 173.83514),(7 175.37167),(8 177.62514),(9 175.37495),(10 176.2271),(11 176.84323),(12 178.21516),(13 183.71759),(14 181.38507),(15 181.6553),(16 184.0464),(17 182.33401),(18 180.65875),(19 181.71608),(20 180.31581),(21 182.84224),(22 184.75768),(23 187.8065),(24 189.55267),(25 193.22011),(26 192.1183),(27 191.37413),(28 197.71202),(29 197.45586),(30 197.49608),(31 199.80544),(32 198.01498),(33 197.18333),(34 200.07982),(35 202.05507),(36 201.2556),(37 201.17822),(38 200.56133),(39 203.24672),(40 203.97322),(41 205.55742),(42 203.21176),(43 204.3417),(44 203.6497),(45 208.71071),(46 208.17609),(47 206.68623),(48 209.87488),(49 209.9927),(50 208.04805),(51 208.41936),(52 207.36827),(53 205.26181),(54 203.92586),(55 205.1319),(56 202.8965),(57 203.97578),(58 207.9285),(59 207.05261),(60 203.46306),(61 204.71245),(62 205.93521),(63 207.93166),(64 206.62231),(65 207.69409),(66 206.85703),(67 205.35933),(68 206.13676),(69 208.61484),(70 211.20439),(71 207.0252),(72 204.37804),(73 209.12816),(74 208.17128),(75 206.9714),(76 211.2031),(77 213.40326),(78 210.57913),(79 208.91331),
(1 148.23634),(2 162.16933),(3 165.40723),(4 162.8379),(5 163.32979),(6 167.02199),(7 166.57666),(8 169.4068),(9 170.1846),(10 171.22662),(11 170.70282),(12 171.48682),(13 173.44157),(14 174.48317),(15 172.55032),(16 174.85533),(17 174.80232),(18 174.542),(19 173.64452),(20 173.67427),(21 175.66025),(22 176.83603),(23 180.21864),(24 182.0811),(25 183.65569),(26 184.61784),(27 185.60085),(28 190.11885),(29 189.80937),(30 191.30455),(31 191.09767),(32 189.8258),(33 189.12544),(34 191.1297),(35 193.8285),(36 195.0118),(37 195.43651),(38 195.44733),(39 196.69167),(40 196.34319),(41 196.77744),(42 196.7951),(43 198.07796),(44 196.73846),(45 201.02646),(46 202.29878),(47 200.1804),(48 203.82141),(49 204.67384),(50 203.7547),(51 204.40175),(52 202.96542),(53 202.47072),(54 201.55359),(55 201.93553),(56 199.10976),(57 198.93343),(58 201.3296),(59 200.39601),(60 198.85486),(61 198.71523),(62 200.77866),(63 200.44868),(64 198.01538),(65 201.43747),(66 200.74724),(67 197.4798),(68 199.54779),(69 202.17639),(70 200.43167),(71 197.82253),(72 197.77068),(73 201.20212),(74 199.68985),(75 200.01572),(76 202.16823),(77 205.0381),(78 201.81587),(79 201.74115),
(1 145.49135),(2 161.07701),(3 164.81671),(4 161.70087),(5 164.54422),(6 166.78392),(7 168.01747),(8 170.30371),(9 169.47995),(10 168.87106),(11 168.41745),(12 171.1308),(13 174.84727),(14 175.34488),(15 173.38918),(16 175.99324),(17 174.04375),(18 175.86464),(19 176.86447),(20 173.92863),(21 174.79637),(22 176.66986),(23 179.01535),(24 180.54614),(25 184.23567),(26 186.59558),(27 187.1961),(28 191.0756),(29 188.54291),(30 191.86372),(31 192.34053),(32 193.39339),(33 191.19519),(34 195.0574),(35 195.64264),(36 195.89018),(37 197.33472),(38 199.15538),(39 198.26523),(40 198.64467),(41 200.56915),(42 199.22934),(43 202.15085),(44 198.97824),(45 203.06856),(46 200.60889),(47 200.36888),(48 204.8922),(49 205.51895),(50 206.59178),(51 205.3319),(52 203.78622),(53 203.62743),(54 201.42088),(55 202.4803),(56 199.7335),(57 200.50267),(58 203.93373),(59 202.83931),(60 199.4691),(61 200.43948),(62 201.32909),(63 202.70525),(64 200.45273),(65 201.1283),(66 201.1413),(67 199.75352),(68 204.65645),(69 204.68294),(70 204.41327),(71 202.57858),(72 201.8736),(73 202.47833),(74 204.6609),(75 204.12953),(76 206.572),(77 207.15572),(78 207.50899),(79 208.6191),
(1 144.41833),(2 157.1768),(3 159.6365),(4 156.30623),(5 157.30289),(6 159.19333),(7 161.64581),(8 165.74579),(9 166.30902),(10 166.08742),(11 166.8292),(12 169.93024),(13 172.05487),(14 169.71887),(15 171.19427),(16 172.55598),(17 170.38904),(18 170.38275),(19 171.80592),(20 168.60493),(21 169.65604),(22 169.54196),(23 173.0708),(24 177.46864),(25 178.96167),(26 179.6562),(27 180.4884),(28 186.15373),(29 185.08272),(30 187.06013),(31 187.28117),(32 186.9644),(33 184.5772),(34 188.57419),(35 191.238),(36 189.66379),(37 190.75835),(38 192.59077),(39 192.58904),(40 191.64589),(41 196.40298),(42 195.10054),(43 195.63435),(44 195.16869),(45 199.84642),(46 197.145),(47 196.7332),(48 199.70119),(49 199.58287),(50 199.11183),(51 198.37494),(52 196.16833),(53 197.76219),(54 194.98276),(55 194.62714),(56 192.98213),(57 192.0002),(58 197.01901),(59 195.07138),(60 192.30447),(61 193.05058),(62 194.6116),(63 193.90417),(64 193.03401),(65 196.60133),(66 194.20917),(67 193.97353),(68 196.71155),(69 197.60487),(70 194.6668),(71 195.15672),(72 194.277),(73 196.4517),(74 197.24306),(75 197.45648),(76 198.50325),(77 201.61891),(78 198.80911),(79 200.13277),
(1 141.60493),(2 155.40948),(3 158.88611),(4 155.69412),(5 158.63942),(6 160.29903),(7 162.30412),(8 166.33351),(9 166.0496),(10 165.2906),(11 167.20468),(12 170.69612),(13 172.21074),(14 171.22108),(15 170.96132),(16 171.9164),(17 171.55315),(18 170.27156),(19 171.47691),(20 170.25847),(21 169.60536),(22 171.6741),(23 173.74861),(24 178.79965),(25 179.90005),(26 180.85579),(27 178.80435),(28 186.1212),(29 185.8854),(30 187.16534),(31 190.28949),(32 188.92099),(33 187.3035),(34 189.44478),(35 192.00044),(36 191.93744),(37 190.20674),(38 192.1512),(39 192.02129),(40 190.12079),(41 195.28381),(42 193.00452),(43 195.01878),(44 194.23941),(45 196.1694),(46 196.11725),(47 196.06271),(48 198.739),(49 199.13126),(50 198.33144),(51 198.5006),(52 198.02263),(53 197.88725),(54 195.80789),(55 195.79596),(56 193.59601),(57 192.69202),(58 197.52676),(59 196.57271),(60 194.21503),(61 195.67526),(62 195.30626),(63 195.43646),(64 194.15953),(65 195.78217),(66 192.20952),(67 191.49365),(68 194.11555),(69 194.45639),(70 193.72145),(71 192.57802),(72 191.36499),(73 194.08386),(74 193.5484),(75 194.34898),(76 195.57741),(77 200.8821),(78 198.987),(79 200.14308),
(1 138.16252),(2 151.92044),(3 154.48534),(4 152.46227),(5 153.99342),(6 154.58278),(7 156.68631),(8 159.8381),(9 161.4913),(10 160.2695),(11 159.66293),(12 161.50786),(13 165.11334),(14 163.32227),(15 162.30046),(16 164.47235),(17 162.74913),(18 161.90619),(19 162.80147),(20 162.57738),(21 164.10623),(22 162.04372),(23 167.42697),(24 172.02283),(25 172.92673),(26 175.89343),(27 175.68681),(28 180.77254),(29 179.2539),(30 180.59708),(31 182.39198),(32 183.18556),(33 181.47282),(34 183.44693),(35 184.25566),(36 185.6989),(37 184.76683),(38 185.8472),(39 187.36852),(40 186.27956),(41 190.80853),(42 187.67793),(43 189.04004),(44 189.23842),(45 192.0349),(46 190.06955),(47 192.87845),(48 195.52695),(49 193.1158),(50 193.28828),(51 194.70854),(52 191.63686),(53 190.31377),(54 189.99394),(55 191.97076),(56 190.47847),(57 189.71892),(58 192.33218),(59 192.40279),(60 188.74704),(61 190.5006),(62 188.77946),(63 187.92035),(64 190.0513),(65 190.12968),(66 188.107),(67 188.87718),(68 189.36115),(69 190.71135),(70 189.69324),(71 185.84004),(72 186.09578),(73 188.58348),(74 185.90416),(75 188.83066),(76 191.63031),(77 194.71532),(78 190.55286),(79 191.88676),
(1 138.82053),(2 153.69702),(3 157.06248),(4 155.83035),(5 157.41801),(6 158.08406),(7 161.35971),(8 164.44536),(9 165.89351),(10 163.7461),(11 165.88705),(12 165.3371),(13 170.47227),(14 168.51132),(15 168.62294),(16 170.58409),(17 168.38449),(18 165.9471),(19 168.03949),(20 165.93616),(21 167.13892),(22 167.14134),(23 169.5649),(24 174.32866),(25 175.98921),(26 178.00624),(27 177.97556),(28 180.47488),(29 179.24156),(30 182.3279),(31 182.70921),(32 182.48505),(33 181.59546),(34 181.584),(35 183.79538),(36 183.65173),(37 182.62627),(38 186.15424),(39 189.58008),(40 187.8251),(41 191.6697),(42 189.51591),(43 191.21014),(44 189.99255),(45 191.46245),(46 192.82024),(47 191.01411),(48 193.66566),(49 192.29514),(50 193.28488),(51 193.06216),(52 190.78596),(53 190.5751),(54 185.65176),(55 187.0059),(56 183.53522),(57 187.36456),(58 189.49876),(59 189.23907),(60 183.83069),(61 186.39597),(62 185.8812),(63 187.64912),(64 186.0977),(65 187.93945),(66 186.50912),(67 186.66725),(68 187.3961),(69 190.55663),(70 190.4054),(71 188.1768),(72 187.7302),(73 191.34695),(74 189.71875),(75 190.25111),(76 193.49992),(77 196.4574),(78 194.22266),(79 193.53844),
(1 139.74124),(2 155.34209),(3 158.30728),(4 154.6593),(5 155.83284),(6 157.64839),(7 159.64183),(8 161.34778),(9 162.16664),(10 160.05873),(11 160.242),(12 163.25746),(13 166.6725),(14 166.35213),(15 165.83574),(16 168.9834),(17 165.38388),(18 164.68887),(19 165.60742),(20 165.40303),(21 168.32074),(22 165.9682),(23 168.29582),(24 171.77762),(25 175.42319),(26 176.19922),(27 178.60268),(28 180.4378),(29 180.86783),(30 182.25168),(31 183.40112),(32 184.06432),(33 182.91551),(34 184.8269),(35 185.99582),(36 185.65744),(37 186.04883),(38 186.37741),(39 187.0044),(40 186.44135),(41 189.09238),(42 187.68623),(43 189.41335),(44 188.86674),(45 189.61232),(46 191.7259),(47 191.415),(48 194.46999),(49 191.88437),(50 191.95148),(51 192.4296),(52 190.90775),(53 190.47581),(54 188.24731),(55 188.15488),(56 185.7796),(57 187.03209),(58 190.12376),(59 191.19562),(60 186.30983),(61 188.28658),(62 187.17833),(63 187.76039),(64 185.77446),(65 187.47664),(66 187.17706),(67 185.32454),(68 187.78639),(69 189.31114),(70 188.6478),(71 185.44014),(72 186.08835),(73 191.10591),(74 188.0772),(75 187.44035),(76 191.96782),(77 194.02348),(78 191.90686),(79 193.20967),
(1 137.44856),(2 151.70589),(3 155.21245),(4 152.70128),(5 155.1299),(6 156.5831),(7 158.63895),(8 160.41776),(9 162.03873),(10 160.00314),(11 158.67595),(12 158.36165),(13 163.34753),(14 163.89117),(15 164.59247),(16 165.71773),(17 163.73308),(18 160.46303),(19 163.25716),(20 163.3618),(21 163.8748),(22 163.3398),(23 165.41116),(24 167.36694),(25 173.31703),(26 175.38686),(27 175.76797),(28 178.54166),(29 178.41386),(30 179.49086),(31 182.62259),(32 182.08456),(33 179.18018),(34 179.44467),(35 181.97668),(36 180.95178),(37 184.42868),(38 184.88933),(39 185.93506),(40 183.36266),(41 187.76427),(42 187.65202),(43 187.47661),(44 185.07236),(45 188.50334),(46 188.04756),(47 187.57047),(48 190.37212),(49 188.42906),(50 190.30324),(51 192.60979),(52 189.27422),(53 186.4966),(54 185.6452),(55 188.13737),(56 183.2826),(57 185.7916),(58 188.52802),(59 188.23369),(60 184.83871),(61 184.44804),(62 185.70334),(63 188.21503),(64 184.71373),(65 188.131),(66 184.49884),(67 184.37326),(68 186.50076),(69 187.97916),(70 188.6697),(71 185.20274),(72 184.5961),(73 188.4431),(74 187.25342),(75 186.59149),(76 190.61313),(77 194.08585),(78 189.94402),(79 190.3495),
(1 136.53496),(2 150.72255),(3 155.70375),(4 153.56999),(5 154.17566),(6 155.21268),(7 156.83765),(8 159.74448),(9 161.47694),(10 158.94185),(11 160.03487),(12 161.84993),(13 165.63794),(14 164.37334),(15 167.42805),(16 167.45532),(17 165.33572),(18 164.70596),(19 166.00963),(20 165.76093),(21 165.76642),(22 164.32155),(23 166.88751),(24 170.63515),(25 175.1848),(26 175.8627),(27 177.1152),(28 181.54102),(29 182.46254),(30 182.32228),(31 183.09366),(32 183.4486),(33 182.16843),(34 182.48358),(35 184.8967),(36 183.27165),(37 184.14526),(38 185.7654),(39 185.84251),(40 185.63208),(41 188.44939),(42 186.30878),(43 188.91286),(44 185.9171),(45 188.34285),(46 189.05986),(47 189.12967),(48 189.2589),(49 189.02728),(50 189.955),(51 188.0551),(52 188.2195),(53 185.42033),(54 184.8054),(55 186.48862),(56 182.56055),(57 184.6533),(58 187.81412),(59 188.7466),(60 184.64183),(61 185.08415),(62 184.47147),(63 185.17807),(64 184.51201),(65 186.16685),(66 182.87628),(67 182.3694),(68 185.37505),(69 187.5101),(70 186.74643),(71 187.01337),(72 184.34895),(73 189.9405),(74 188.77472),(75 190.27472),(76 191.59636),(77 196.11945),(78 193.09312),(79 193.42915),
(1 132.84593),(2 146.82678),(3 152.30478),(4 149.12701),(5 150.47972),(6 150.34312),(7 155.71553),(8 154.15234),(9 156.67717),(10 156.28598),(11 156.07257),(12 157.68338),(13 160.70496),(14 160.30681),(15 160.0394),(16 160.49702),(17 159.62477),(18 157.64401),(19 159.08484),(20 161.26291),(21 160.51254),(22 157.4866),(23 161.98697),(24 164.77548),(25 169.07686),(26 170.66403),(27 170.32141),(28 174.97444),(29 173.6232),(30 175.92407),(31 176.8967),(32 176.35027),(33 176.893),(34 174.77005),(35 180.24072),(36 177.12914),(37 179.85547),(38 179.43433),(39 181.91975),(40 178.94646),(41 182.42006),(42 181.83173),(43 183.63568),(44 179.92984),(45 185.83952),(46 185.4417),(47 184.29619),(48 187.13979),(49 186.93239),(50 184.50949),(51 184.59843),(52 185.01817),(53 183.50388),(54 182.40416),(55 181.42705),(56 179.06447),(57 180.15306),(58 184.53526),(59 184.04335),(60 180.18768),(61 182.35242),(62 179.96368),(63 181.612),(64 179.7493),(65 183.29027),(66 180.30391),(67 178.91885),(68 182.08426),(69 183.16693),(70 182.24379),(71 183.33627),(72 180.51425),(73 185.87291),(74 183.77092),(75 182.91914),(76 185.80063),(77 189.80827),(78 185.83037),(79 186.55118),
(1 133.1162),(2 148.00372),(3 153.95224),(4 151.16371),(5 151.06555),(6 153.38684),(7 157.05447),(8 159.39966),(9 160.24445),(10 157.37784),(11 157.83018),(12 158.6617),(13 163.38753),(14 162.4614),(15 162.76198),(16 164.88472),(17 163.26712),(18 160.96407),(19 161.16739),(20 162.2472),(21 162.21068),(22 160.65176),(23 162.60655),(24 166.05934),(25 169.52733),(26 169.9826),(27 170.95273),(28 177.34769),(29 177.17749),(30 176.31096),(31 179.19348),(32 180.36838),(33 177.00423),(34 179.94626),(35 180.09465),(36 183.7845),(37 182.79309),(38 183.6557),(39 183.91649),(40 185.287),(41 187.24875),(42 185.98058),(43 187.38055),(44 185.3971),(45 188.5871),(46 189.24745),(47 187.80968),(48 191.16162),(49 189.7603),(50 188.98979),(51 188.77327),(52 189.848),(53 186.57742),(54 187.12466),(55 185.6013),(56 185.08038),(57 184.12405),(58 187.24347),(59 187.68452),(60 184.55872),(61 185.86693),(62 184.07135),(63 188.41638),(64 184.9936),(65 185.87505),(66 184.11288),(67 183.71333),(68 186.83147),(69 187.54425),(70 184.87228),(71 186.21626),(72 182.94452),(73 185.65192),(74 185.61522),(75 186.3724),(76 188.32864),(77 194.13945),(78 189.67683),(79 190.18127),
(1 132.41663),(2 145.80844),(3 151.48067),(4 148.45615),(5 147.59126),(6 150.21275),(7 155.38773),(8 155.63733),(9 157.53763),(10 155.97578),(11 155.66386),(12 157.26273),(13 160.05922),(14 160.7156),(15 162.20856),(16 163.35835),(17 159.89995),(18 160.11569),(19 160.1918),(20 161.4097),(21 161.14948),(22 159.42494),(23 160.95302),(24 165.98376),(25 168.6079),(26 170.5045),(27 169.01584),(28 173.25313),(29 173.24994),(30 174.04286),(31 174.29373),(32 175.61586),(33 174.21942),(34 176.28526),(35 178.43398),(36 179.79152),(37 180.60312),(38 180.54698),(39 182.96631),(40 179.65219),(41 182.24135),(42 181.63657),(43 183.86594),(44 182.68082),(45 185.05814),(46 185.98044),(47 184.19762),(48 187.18015),(49 184.43883),(50 182.49689),(51 184.34299),(52 183.65549),(53 183.5445),(54 179.9216),(55 180.81377),(56 178.77948),(57 178.12497),(58 182.82513),(59 182.4272),(60 178.38576),(61 178.36696),(62 178.57094),(63 180.74222),(64 179.60776),(65 181.29655),(66 177.55688),(67 177.02942),(68 182.24501),(69 184.5747),(70 182.0724),(71 180.06537),(72 179.50032),(73 184.44763),(74 183.44481),(75 182.49065),(76 184.21655),(77 190.90253),(78 184.94092),(79 186.54121),
(1 130.15646),(2 141.534),(3 144.67429),(4 142.80653),(5 143.87148),(6 145.54889),(7 146.55325),(8 149.79745),(9 151.20708),(10 149.44994),(11 150.67154),(12 151.17195),(13 155.11269),(14 151.80179),(15 153.86504),(16 154.24425),(17 151.41292),(18 150.89069),(19 152.3745),(20 153.52655),(21 153.39366),(22 154.11865),(23 155.93816),(24 157.92491),(25 161.94019),(26 162.4373),(27 161.99268),(28 168.90866),(29 166.91747),(30 168.79367),(31 168.06407),(32 169.1078),(33 168.89543),(34 170.38449),(35 173.79538),(36 174.56085),(37 174.41315),(38 173.62405),(39 175.5337),(40 174.99544),(41 178.08902),(42 175.81956),(43 176.75328),(44 176.83829),(45 179.36682),(46 178.75618),(47 177.50633),(48 179.02255),(49 178.583),(50 178.07872),(51 179.47601),(52 176.82603),(53 175.83327),(54 175.63463),(55 176.49683),(56 172.7085),(57 173.65053),(58 176.15224),(59 176.59673),(60 173.857),(61 173.32542),(62 172.9609),(63 176.17847),(64 173.88466),(65 175.26831),(66 172.26646),(67 171.70514),(68 175.53717),(69 177.04987),(70 174.94756),(71 173.85088),(72 170.9461),(73 175.71265),(74 176.08675),(75 174.1143),(76 178.09032),(77 180.92735),(78 179.69095),(79 179.36787),
