1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1657.7892),(2 3828.3247),(3 5613.432),(4 6740.364),(5 7519.751),(6 8304.449),(7 9034.786),(8 9905.999),(9 10489.287),(10 11040.06),(11 11565.541),(12 12072.104),(13 12553.187),(14 12911.153),(15 13327.0205),(16 13520.23),(17 13888.236),(18 14173.954),(19 14515.849),(20 14714.032),(21 14900.075),(22 15137.693),(23 15403.526),(24 15644.292),(25 15860.911),(26 15932.299),(27 16095.081),(28 16265.265),(29 16475.445),(30 16527.637),(31 16527.248),(32 16580.805),(33 16553.791),(34 16593.338),(35 16656.732),(36 16734.08),(37 16972.375),(38 17339.094),(39 17559.738),(40 17629.152),(41 17645.916),(42 17743.143),(43 17888.568),(44 18062.94),(45 18185.22),(46 18303.514),(47 18293.652),(48 18228.963),(49 18287.639),(50 18474.725),(51 18641.75),(52 18807.908),(53 18912.146),(54 19045.688),(55 19194.17),(56 19327.197),(57 19468.096),(58 19462.576),(59 19467.947),(60 19539.66),(61 19687.799),(62 19782.395),(63 20033.162),(64 20255.611),(65 20374.607),(66 20464.352),(67 20449.783),(68 20558.426),(69 20655.371),(70 20701.076),(71 20818.506),(72 20976.545),(73 21047.762),(74 21115.96),(75 21255.436),(76 21359.389),(77 21377.795),(78 21454.434),(79 21471.287),
(1 1675.6029),(2 3937.5647),(3 5794.237),(4 6856.625),(5 7558.461),(6 8330),(7 8986.343),(8 9745.588),(9 10304.895),(10 10913.488),(11 11445.569),(12 11858.887),(13 12341.378),(14 12711.82),(15 13193.025),(16 13404.377),(17 13698.1875),(18 14003.201),(19 14260.427),(20 14503.61),(21 14647.873),(22 14736.475),(23 14925.627),(24 15182.505),(25 15410.769),(26 15623.826),(27 15849.858),(28 16183.644),(29 16461.295),(30 16682.97),(31 16800.889),(32 16958.398),(33 17125.111),(34 17342.313),(35 17609.979),(36 17719.42),(37 17906.135),(38 17923.281),(39 17937.87),(40 17923.32),(41 17972.24),(42 18020.658),(43 18147.742),(44 18259.914),(45 18358.494),(46 18481.65),(47 18569.602),(48 18683.684),(49 18756.348),(50 18840.693),(51 18956.283),(52 19088.025),(53 19265.113),(54 19391.475),(55 19510.023),(56 19633.07),(57 19808.736),(58 19797.205),(59 19749.027),(60 19748.48),(61 19879.34),(62 20077.807),(63 20303.016),(64 20536.393),(65 20635.7),(66 20737.035),(67 20831.107),(68 21038.992),(69 21175.123),(70 21192.318),(71 21293.168),(72 21328.771),(73 21347.75),(74 21441.844),(75 21565.066),(76 21661.557),(77 21558.549),(78 21453.137),(79 21318.17),
(1 1673.9534),(2 3913.6526),(3 5758.89),(4 6912.788),(5 7714.0264),(6 8419.155),(7 9035.778),(8 9796.547),(9 10352.448),(10 10962.056),(11 11584.825),(12 12017.895),(13 12368.045),(14 12631.125),(15 12908.891),(16 13147.051),(17 13432.899),(18 13800.631),(19 14169.433),(20 14519.091),(21 14771.926),(22 14895.331),(23 15134.83),(24 15351.232),(25 15494.591),(26 15746.08),(27 16021.121),(28 16327.183),(29 16545.742),(30 16764.668),(31 16831.773),(32 16826.047),(33 16946.385),(34 17130.66),(35 17404.004),(36 17602.082),(37 17723.8),(38 17883.504),(39 18143.465),(40 18279.209),(41 18507.69),(42 18671.143),(43 18978.977),(44 19144.225),(45 19224.768),(46 19323.535),(47 19412.066),(48 19574.264),(49 19759.74),(50 19921.367),(51 20139.555),(52 20343.504),(53 20518.488),(54 20681.635),(55 20901.826),(56 21154.09),(57 21303.596),(58 21324.951),(59 21320.607),(60 21332.25),(61 21462.514),(62 21571.355),(63 21656.438),(64 21731.227),(65 21823.492),(66 21865.824),(67 21908.934),(68 21903.467),(69 21831.182),(70 21762.053),(71 21883.836),(72 21991.62),(73 21989.156),(74 21931.459),(75 21971.387),(76 21894.086),(77 21750.732),(78 21601.592),(79 21568.814),
(1 1621.8754),(2 3777.7998),(3 5546.653),(4 6783.366),(5 7723.7886),(6 8599.598),(7 9314.566),(8 10205.628),(9 10810.222),(10 11425.051),(11 12084.053),(12 12602.624),(13 13009.609),(14 13364.383),(15 13705.353),(16 13932.906),(17 14202.879),(18 14479.211),(19 14805.379),(20 15120.335),(21 15355.242),(22 15536.624),(23 15745.732),(24 15897.799),(25 15918.582),(26 16023.364),(27 16294.393),(28 16619.393),(29 16743.383),(30 16821.238),(31 16750.81),(32 16662.867),(33 16670.992),(34 16854.719),(35 17079.895),(36 17227.93),(37 17366.06),(38 17528.357),(39 17707.67),(40 17777.85),(41 17852.877),(42 17920.625),(43 18057.629),(44 18171.764),(45 18172.646),(46 18229.557),(47 18282.756),(48 18334.918),(49 18500.043),(50 18710.738),(51 19020.13),(52 19272.441),(53 19386.08),(54 19465.742),(55 19516.87),(56 19601.01),(57 19597.684),(58 19560.486),(59 19466.563),(60 19479.246),(61 19597.777),(62 19708.455),(63 19748.186),(64 19838.092),(65 19950.34),(66 19995.094),(67 19996.346),(68 20210.504),(69 20395.617),(70 20577.55),(71 20711.387),(72 20903.02),(73 20972.412),(74 21020.777),(75 21192.36),(76 21273.053),(77 21256.145),(78 21291.074),(79 21489.527),
(1 1604.4937),(2 3738.441),(3 5462.849),(4 6642.9644),(5 7512.9214),(6 8313.11),(7 9048.101),(8 9955.028),(9 10571.565),(10 11232.206),(11 11780.761),(12 12221.765),(13 12635.8545),(14 12909.784),(15 13196.077),(16 13407.764),(17 13728.996),(18 14086.6),(19 14414.322),(20 14660.032),(21 14831.513),(22 14981.797),(23 15160.847),(24 15333.588),(25 15505.921),(26 15725.441),(27 16087.88),(28 16357.607),(29 16653.246),(30 16823.69),(31 16982.514),(32 17003.824),(33 17137.154),(34 17380.725),(35 17548.865),(36 17702.586),(37 17883.273),(38 18104.348),(39 18375.563),(40 18597.266),(41 18790.799),(42 18989.81),(43 19121.344),(44 19245.729),(45 19401.719),(46 19506.53),(47 19473.492),(48 19423.982),(49 19374.547),(50 19313.258),(51 19357.307),(52 19429.822),(53 19456.332),(54 19359.854),(55 19312.627),(56 19423.943),(57 19444.69),(58 19524.268),(59 19574.385),(60 19644.885),(61 19796.078),(62 19910.098),(63 19949.299),(64 20075.309),(65 20191.273),(66 20290.602),(67 20314.006),(68 20423.379),(69 20559.451),(70 20775.21),(71 20981.06),(72 21121.582),(73 21235.959),(74 21336.201),(75 21508.139),(76 21592.479),(77 21660.43),(78 21797.654),(79 22033.193),
(1 1595.5033),(2 3650.7307),(3 5317.66),(4 6453.65),(5 7321.775),(6 8090.841),(7 8726.5625),(8 9486.257),(9 10035.254),(10 10650.142),(11 11143.534),(12 11527.28),(13 11954.078),(14 12259.366),(15 12591.709),(16 12807.681),(17 13145.904),(18 13537.207),(19 13934.103),(20 14221.728),(21 14440.221),(22 14694.476),(23 15012.275),(24 15238.648),(25 15451.773),(26 15595.291),(27 15816.396),(28 15991.524),(29 16209.983),(30 16350.624),(31 16396.31),(32 16388.195),(33 16546.236),(34 16758.357),(35 16933.742),(36 17145.371),(37 17365.803),(38 17485.754),(39 17570.74),(40 17655.082),(41 17741.594),(42 17825.139),(43 17807.318),(44 17835.703),(45 17882.033),(46 17840.14),(47 17789.877),(48 17757.254),(49 17815.691),(50 17834.701),(51 17876.318),(52 17939.361),(53 18225.004),(54 18446.494),(55 18494.713),(56 18624.248),(57 18720.57),(58 18746.27),(59 18756.998),(60 18732.125),(61 18824.195),(62 19072.232),(63 19214.504),(64 19384.166),(65 19534.525),(66 19703.35),(67 19804.82),(68 20053.283),(69 20285.176),(70 20515.566),(71 20711.984),(72 20908.69),(73 21007.508),(74 21006.229),(75 20942.959),(76 20989.46),(77 21117.225),(78 21301.053),(79 21526.307),
(1 1609.8455),(2 3620.8225),(3 5226.61),(4 6284.3735),(5 7008.1),(6 7663.25),(7 8183.1245),(8 8923.351),(9 9491.884),(10 10075.562),(11 10580.358),(12 10956.05),(13 11376.458),(14 11725.586),(15 12145.708),(16 12506.332),(17 12869.337),(18 13216.063),(19 13544.827),(20 13780.507),(21 13966.399),(22 14168.813),(23 14333.248),(24 14490.578),(25 14692.523),(26 14843.87),(27 15008.373),(28 15215.944),(29 15309.204),(30 15439.241),(31 15549.224),(32 15587.579),(33 15728.041),(34 15974.107),(35 16239.978),(36 16454.004),(37 16621.197),(38 16650.203),(39 16886.42),(40 17098.816),(41 17269.617),(42 17517.264),(43 17573.908),(44 17641.686),(45 17785.865),(46 17893.895),(47 17906.146),(48 17879.383),(49 18050.803),(50 18142.283),(51 18229.871),(52 18260.262),(53 18278.018),(54 18357.73),(55 18474.963),(56 18550.184),(57 18656.543),(58 18812.615),(59 18909.732),(60 18960.26),(61 18985.453),(62 19152.518),(63 19327.916),(64 19432.182),(65 19542.857),(66 19673.346),(67 19714.553),(68 19893.547),(69 20073.385),(70 20074.932),(71 20274.256),(72 20467.506),(73 20632.297),(74 20645.543),(75 20727.787),(76 20755.107),(77 20859.16),(78 21143.383),(79 21340.703),
(1 1573.7822),(2 3577.9727),(3 5116.228),(4 6086.139),(5 6778.0703),(6 7451.5337),(7 8012.512),(8 8873.952),(9 9464.023),(10 10038.908),(11 10604.654),(12 11037.256),(13 11532.092),(14 11921.536),(15 12320.488),(16 12634.271),(17 12963.906),(18 13337.875),(19 13664.824),(20 13899.98),(21 14166.7295),(22 14419.614),(23 14727.779),(24 14869.118),(25 15029.246),(26 15180.028),(27 15401.953),(28 15664.548),(29 15887.508),(30 16109.593),(31 16138.691),(32 16151.751),(33 16287.757),(34 16579.346),(35 16794.932),(36 16967.516),(37 17170.748),(38 17235.69),(39 17460.412),(40 17698.55),(41 17988.115),(42 18135.47),(43 18212.9),(44 18232.293),(45 18323.14),(46 18334.904),(47 18334.865),(48 18278.61),(49 18418.348),(50 18536.342),(51 18532.922),(52 18540.688),(53 18523.488),(54 18579.777),(55 18695.365),(56 18753.352),(57 18821.807),(58 18846.885),(59 18887.748),(60 18811.52),(61 18859.828),(62 18889.096),(63 18888.037),(64 18969.555),(65 19052.563),(66 19066.793),(67 18990.37),(68 19056.633),(69 19125.043),(70 19193.922),(71 19292.797),(72 19440.93),(73 19557.725),(74 19536.48),(75 19549.787),(76 19508.088),(77 19672.264),(78 19841.771),(79 19958.283),
(1 1535.754),(2 3504.3662),(3 5009.7573),(4 5984.9927),(5 6699.2393),(6 7388.4966),(7 7970.08),(8 8800.148),(9 9436.385),(10 10016.239),(11 10518.331),(12 10980.402),(13 11522.077),(14 11967.031),(15 12393.397),(16 12677.331),(17 12920.081),(18 13143.387),(19 13380.271),(20 13528.567),(21 13664.735),(22 13780.931),(23 13928.971),(24 14131.172),(25 14299.2705),(26 14422.835),(27 14520.58),(28 14626.954),(29 14731.188),(30 14840.2295),(31 14969.427),(32 15066.283),(33 15204.015),(34 15362.372),(35 15565.89),(36 15794.045),(37 15962.009),(38 16247.327),(39 16537.037),(40 16747.348),(41 16985.9),(42 17114.23),(43 17322.24),(44 17492.36),(45 17683.143),(46 17916.412),(47 18114.19),(48 18210.465),(49 18296.902),(50 18399.658),(51 18566.332),(52 18676.244),(53 18600.012),(54 18757.582),(55 18863.918),(56 19013.412),(57 19075.936),(58 19136.098),(59 19168.64),(60 19037.502),(61 19065.254),(62 19080.21),(63 19223.97),(64 19254.422),(65 19265.814),(66 19315.285),(67 19305.88),(68 19328.736),(69 19409.633),(70 19423.957),(71 19415.709),(72 19470.67),(73 19569.55),(74 19600.03),(75 19593.078),(76 19561.146),(77 19578.457),(78 19656.836),(79 19752.15),
(1 1530.0784),(2 3508.2642),(3 5035.2373),(4 6002.6387),(5 6680.556),(6 7332.0293),(7 7952.1304),(8 8749.042),(9 9391.836),(10 10052.932),(11 10610.677),(12 11022.882),(13 11453.543),(14 11837.853),(15 12326.837),(16 12642.552),(17 13001.497),(18 13285.3125),(19 13546.151),(20 13633.392),(21 13773.9),(22 13980.602),(23 14210.034),(24 14470.418),(25 14634.042),(26 14797.237),(27 15017.072),(28 15192.254),(29 15359.887),(30 15543.611),(31 15695.589),(32 15814.748),(33 15953.587),(34 16101.273),(35 16224.305),(36 16366.553),(37 16498.217),(38 16546.195),(39 16627.74),(40 16640.537),(41 16751.924),(42 16882.549),(43 17023.666),(44 17195.145),(45 17384.95),(46 17466.674),(47 17500.156),(48 17516.352),(49 17599.705),(50 17765.824),(51 17934.318),(52 18009.686),(53 18123.088),(54 18135.285),(55 18188.037),(56 18264.828),(57 18324.992),(58 18337.68),(59 18439.012),(60 18493.758),(61 18541.215),(62 18558.129),(63 18729.777),(64 18760.264),(65 18779.408),(66 18752.53),(67 18722.754),(68 18722.137),(69 18703.707),(70 18721.09),(71 18715.604),(72 18769.06),(73 18732.875),(74 18748.664),(75 18776.492),(76 18917.602),(77 19084.799),(78 19238.838),(79 19372.15),
(1 1526.5337),(2 3467.173),(3 5017.497),(4 6044.755),(5 6766.2827),(6 7546.233),(7 8207.946),(8 9016.796),(9 9645.507),(10 10322.796),(11 10906.308),(12 11277.462),(13 11717.768),(14 12135.838),(15 12676.552),(16 13009.999),(17 13410.04),(18 13707.136),(19 13916.166),(20 14013.595),(21 14130.317),(22 14221.661),(23 14368.349),(24 14551.708),(25 14662.912),(26 14780.06),(27 15052.076),(28 15260.193),(29 15382.933),(30 15525.919),(31 15576.913),(32 15585.736),(33 15695.417),(34 15831.776),(35 16025.681),(36 16141.856),(37 16300.981),(38 16399.54),(39 16471.29),(40 16633.064),(41 16905.055),(42 17152.766),(43 17311.783),(44 17443.139),(45 17535.502),(46 17589.469),(47 17531.316),(48 17440.643),(49 17483.756),(50 17502.756),(51 17572.385),(52 17646.678),(53 17625.45),(54 17547.283),(55 17452.066),(56 17360.246),(57 17394.291),(58 17430.121),(59 17514.686),(60 17567.547),(61 17614.95),(62 17619.541),(63 17636.816),(64 17677.287),(65 17643.191),(66 17673.414),(67 17636.814),(68 17638.65),(69 17670.928),(70 17849.316),(71 17984.082),(72 18079.945),(73 18182.148),(74 18271.428),(75 18424.06),(76 18538.277),(77 18678.678),(78 18856.816),(79 18991.549),
(1 1510.9249),(2 3451.3333),(3 5024.2783),(4 6043.125),(5 6655.4194),(6 7266.8296),(7 7817.986),(8 8543.699),(9 9075.916),(10 9650.338),(11 10165.151),(12 10575.476),(13 11040.298),(14 11390.66),(15 11797.112),(16 12120.288),(17 12482.298),(18 12785.681),(19 13033.843),(20 13158.058),(21 13284.731),(22 13399.501),(23 13592.268),(24 13735.036),(25 13911.765),(26 14041.581),(27 14243.738),(28 14439.946),(29 14524.394),(30 14588.946),(31 14659.121),(32 14725.542),(33 14851.428),(34 15001.996),(35 15192.712),(36 15410.174),(37 15651.624),(38 15777.489),(39 15921.491),(40 16075.905),(41 16186.172),(42 16351.513),(43 16533.533),(44 16663.377),(45 16740.525),(46 16919.012),(47 17112.73),(48 17185.098),(49 17274.543),(50 17335.273),(51 17307.127),(52 17352.443),(53 17439.762),(54 17491.744),(55 17464.625),(56 17405.455),(57 17415.191),(58 17417.87),(59 17457.56),(60 17504.834),(61 17568.488),(62 17595.7),(63 17663.488),(64 17763.254),(65 17906.537),(66 17993.178),(67 17986.191),(68 17945.254),(69 17991.28),(70 18163.66),(71 18324.232),(72 18438.691),(73 18591.377),(74 18680.488),(75 18782.873),(76 18895.781),(77 19066.914),(78 19210.45),(79 19524.947),
(1 1472.8604),(2 3334.3435),(3 4808.086),(4 5816.337),(5 6467.7817),(6 7088.6196),(7 7591.945),(8 8288.48),(9 8828.915),(10 9442.309),(11 9971.009),(12 10380.334),(13 10789.221),(14 11064.013),(15 11367.426),(16 11635.402),(17 11927.5205),(18 12263.993),(19 12562.369),(20 12716.205),(21 12848.973),(22 12993.5),(23 13211.183),(24 13398.029),(25 13505.368),(26 13604.603),(27 13784.259),(28 13939.667),(29 14050.215),(30 14089.272),(31 14138.162),(32 14207.2705),(33 14293.17),(34 14370.998),(35 14534.666),(36 14676),(37 14799.618),(38 14960.763),(39 15231.782),(40 15413.84),(41 15480.372),(42 15558.214),(43 15660.458),(44 15752.859),(45 15770.785),(46 15839.853),(47 15880.67),(48 15955.876),(49 16020.885),(50 16119.328),(51 16175.09),(52 16234.952),(53 16381.467),(54 16456.674),(55 16544.174),(56 16604.264),(57 16573.291),(58 16587.986),(59 16611.906),(60 16634.959),(61 16756.242),(62 16840.516),(63 17008.73),(64 17135.691),(65 17234.334),(66 17381.04),(67 17405.992),(68 17584.063),(69 17764.607),(70 17958.078),(71 18081.443),(72 18232.89),(73 18281.908),(74 18428.83),(75 18608.916),(76 18688.12),(77 18826.521),(78 19055.328),(79 19364.176),
(1 1465.1763),(2 3272.893),(3 4696.6265),(4 5663.589),(5 6362.2974),(6 6996.1),(7 7501.646),(8 8183.5396),(9 8764.521),(10 9408.206),(11 9889.659),(12 10256.262),(13 10678.717),(14 11023.066),(15 11337.466),(16 11601.946),(17 11895.829),(18 12319.179),(19 12684.547),(20 12853.793),(21 12958.304),(22 13120.993),(23 13357.399),(24 13454.782),(25 13594.412),(26 13805.658),(27 14016.429),(28 14161.896),(29 14332.607),(30 14429.599),(31 14496.141),(32 14569.222),(33 14705.029),(34 14776.242),(35 14879.433),(36 14926.022),(37 14990.061),(38 15161.502),(39 15320.275),(40 15362.208),(41 15443.794),(42 15508.702),(43 15657.742),(44 15740.554),(45 15788.37),(46 15903.843),(47 16001.429),(48 16060.682),(49 16121.045),(50 16242.813),(51 16317.682),(52 16345.164),(53 16408.137),(54 16404.283),(55 16475.8),(56 16577.273),(57 16645.746),(58 16692.523),(59 16834.447),(60 16921.53),(61 16995.91),(62 17004.219),(63 17039.713),(64 17101.951),(65 17075.57),(66 17167.984),(67 17260.463),(68 17382.715),(69 17567.793),(70 17785.758),(71 17912.734),(72 17997.455),(73 18113.607),(74 18159.83),(75 18252.19),(76 18331.87),(77 18435.205),(78 18709.828),(79 19009.45),
(1 1452.8904),(2 3250.714),(3 4648.196),(4 5611.2607),(5 6369.4453),(6 6985.835),(7 7478.5767),(8 8163.5757),(9 8718.053),(10 9300.76),(11 9903.123),(12 10386.294),(13 10878.297),(14 11273.187),(15 11586.773),(16 11854.596),(17 12162.671),(18 12468.412),(19 12792.483),(20 13020.882),(21 13171.507),(22 13361.811),(23 13394.024),(24 13420.974),(25 13522.858),(26 13704.9),(27 13946.892),(28 14160.117),(29 14311.475),(30 14464.943),(31 14702.489),(32 14791.32),(33 14801.129),(34 14866.787),(35 14975.693),(36 15021.847),(37 15137.08),(38 15244.129),(39 15465.967),(40 15604.28),(41 15724.465),(42 15837.953),(43 15877.094),(44 16046.584),(45 16209.347),(46 16403.682),(47 16551.66),(48 16663.105),(49 16731.684),(50 16780.316),(51 16959.621),(52 17133.865),(53 17241.848),(54 17348.719),(55 17465.477),(56 17625.264),(57 17803.158),(58 17849.957),(59 17923.09),(60 18019.914),(61 18128.799),(62 18162.428),(63 18228.438),(64 18280),(65 18294.678),(66 18310.416),(67 18285.422),(68 18335.316),(69 18437.293),(70 18448.51),(71 18359.42),(72 18318.494),(73 18338.63),(74 18322.725),(75 18336.586),(76 18358.707),(77 18461.574),(78 18503.996),(79 18615.008),
(1 1465.1969),(2 3310.6511),(3 4736.1475),(4 5703.8135),(5 6382.2925),(6 6982.7915),(7 7482.87),(8 8205.923),(9 8740.343),(10 9322.004),(11 9881.645),(12 10389.587),(13 10867.177),(14 11234.621),(15 11538.404),(16 11795.911),(17 12133.321),(18 12430.311),(19 12606.108),(20 12716.161),(21 12804.051),(22 12919.983),(23 13083.953),(24 13310.321),(25 13566.979),(26 13840.995),(27 14117.4375),(28 14352.097),(29 14464.441),(30 14618.717),(31 14803.819),(32 14972.761),(33 15131.227),(34 15294.97),(35 15405.261),(36 15456.464),(37 15518.787),(38 15481.558),(39 15681.181),(40 15782.489),(41 15853.737),(42 15964.735),(43 16004.901),(44 16166.877),(45 16208.184),(46 16302.282),(47 16295.58),(48 16312.058),(49 16321.263),(50 16395.24),(51 16502.977),(52 16616.184),(53 16693.496),(54 16704.438),(55 16734.92),(56 16773.266),(57 16918.652),(58 17017.73),(59 17154.18),(60 17255.758),(61 17400.527),(62 17544.928),(63 17684.365),(64 17656.648),(65 17686.7),(66 17726.125),(67 17831.03),(68 18037.822),(69 18243.852),(70 18286.402),(71 18353.012),(72 18395.354),(73 18345.719),(74 18316.969),(75 18350.928),(76 18414.238),(77 18480.732),(78 18482.156),(79 18525.51),
(1 1454.9875),(2 3243.7349),(3 4625.051),(4 5588.5396),(5 6332.103),(6 7028.844),(7 7500.3545),(8 8195.33),(9 8716.097),(10 9254.11),(11 9817.867),(12 10283.541),(13 10722.366),(14 11084.094),(15 11373.293),(16 11571.537),(17 11834.953),(18 12047.786),(19 12275.278),(20 12359.2295),(21 12477.085),(22 12493.016),(23 12592.606),(24 12766.037),(25 12919.867),(26 13081.978),(27 13224.164),(28 13378.663),(29 13461.641),(30 13555.442),(31 13745.474),(32 13994.074),(33 14180.819),(34 14278.956),(35 14492.113),(36 14664.557),(37 14823.054),(38 15037.505),(39 15289.367),(40 15477.753),(41 15668.792),(42 15795.148),(43 15902.512),(44 15999.148),(45 16143.419),(46 16335.133),(47 16435.697),(48 16491.857),(49 16531.371),(50 16625.906),(51 16735.814),(52 16737.95),(53 16762.477),(54 16840.488),(55 17001.338),(56 17144.742),(57 17235.797),(58 17217.658),(59 17292.916),(60 17449.443),(61 17554.844),(62 17587.234),(63 17710.225),(64 17721.877),(65 17786.846),(66 17748.982),(67 17760.814),(68 17908.334),(69 18069.521),(70 18139.537),(71 18309.902),(72 18447.504),(73 18461.17),(74 18402.5),(75 18368.857),(76 18428.508),(77 18424.182),(78 18434.818),(79 18528.344),
(1 1436.3231),(2 3174.2104),(3 4548.4565),(4 5489.117),(5 6144.8564),(6 6716.439),(7 7117.783),(8 7726.0176),(9 8159.521),(10 8603.29),(11 9104.0205),(12 9528.83),(13 9947.552),(14 10292.894),(15 10705.988),(16 11053.413),(17 11448.9795),(18 11741.455),(19 12055.892),(20 12286.65),(21 12510.31),(22 12630.17),(23 12787.094),(24 12995.107),(25 13201.949),(26 13372.62),(27 13520.827),(28 13620.65),(29 13787.127),(30 13968.183),(31 14167.471),(32 14376.729),(33 14444.295),(34 14409.705),(35 14488.604),(36 14552.203),(37 14610.677),(38 14706.729),(39 14928.468),(40 14923.729),(41 14990.933),(42 15068.442),(43 15161.039),(44 15235.51),(45 15322.221),(46 15389.942),(47 15402.067),(48 15413.9795),(49 15470.127),(50 15560.933),(51 15690.263),(52 15694.76),(53 15748.307),(54 15782.266),(55 15955.447),(56 16082.823),(57 16214.615),(58 16324.592),(59 16521.875),(60 16676.451),(61 16850.213),(62 16936.406),(63 17109.621),(64 17133.096),(65 17109.537),(66 17083.553),(67 17063.959),(68 17122.559),(69 17185.227),(70 17230.95),(71 17273.42),(72 17303.758),(73 17283.049),(74 17191.508),(75 17169.963),(76 17178.465),(77 17179.316),(78 17129.674),(79 17109.82),
