1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 130197.54),(2 431060.28),(3 892246.7),(4 1449971.5),(5 2077746.1),(6 2745613),(7 3403841),(8 4064296.3),(9 4710793.5),(10 5407218),(11 6240038.5),(12 7292872),(13 8550576),(14 9837445),(15 11175964),(16 12626247),(17 14108008),(18 15627792),(19 17037046),(20 18373600),(21 19517446),(22 20506654),(23 21437910),(24 22229650),(25 22984384),(26 23591350),(27 24162650),(28 24642914),(29 25207658),(30 25848950),(31 26584374),(32 27323494),(33 27918542),(34 28570960),(35 29157680),(36 29691360),(37 30179850),(38 30465954),(39 30489154),(40 30404482),(41 30230454),(42 30144362),(43 30230730),(44 30457750),(45 30821712),(46 31206106),(47 31617750),(48 32087824),(49 32726942),(50 33394438),(51 34077220),(52 34605420),(53 35059420),(54 35351932),(55 35622900),(56 35786030),(57 35754356),(58 35758428),(59 35825556),(60 36034076),(61 36461950),(62 36873710),(63 37188964),(64 37655724),(65 38332268),(66 39358132),(67 40569610),(68 42201184),(69 43848548),(70 45660260),(71 47650668),(72 49795376),(73 51664884),(74 53568404),(75 55470176),(76 57299620),(77 58866660),(78 60471616),(79 62076460),
(1 278305.94),(2 1020835.3),(3 2136223.3),(4 3523150),(5 5077862.5),(6 6711061),(7 8352380.5),(8 10033799),(9 11673914),(10 13272071),(11 14769000),(12 16160882),(13 17379548),(14 18408664),(15 19154994),(16 19708058),(17 20109308),(18 20424350),(19 20671582),(20 20877274),(21 21018006),(22 21118132),(23 21172988),(24 21245168),(25 21341026),(26 21433242),(27 21595088),(28 21861854),(29 22141192),(30 22386868),(31 22559098),(32 22652478),(33 22678690),(34 22609400),(35 22465148),(36 22268026),(37 21994676),(38 21716826),(39 21431622),(40 21115336),(41 20753316),(42 20479530),(43 20283074),(44 20213788),(45 20227688),(46 20344528),(47 20587360),(48 20982082),(49 21452466),(50 21953516),(51 22525066),(52 23120176),(53 23654528),(54 24079116),(55 24336868),(56 24363586),(57 24272300),(58 24101632),(59 23740122),(60 23213254),(61 22653826),(62 22111524),(63 21660246),(64 21254746),(65 20887000),(66 20609114),(67 20388464),(68 20184326),(69 20046884),(70 19883428),(71 19741934),(72 19639228),(73 19544968),(74 19493662),(75 19507722),(76 19561036),(77 19659788),(78 19781532),(79 19870438),
(1 348669.9),(2 1296773.9),(3 2723332.3),(4 4507909.5),(5 6500747.5),(6 8550493),(7 10584841),(8 12500195),(9 14268549),(10 15854043),(11 17227282),(12 18396534),(13 19344412),(14 20079238),(15 20558370),(16 20827534),(17 20923354),(18 20936058),(19 20943278),(20 20984002),(21 21024912),(22 21099460),(23 21224546),(24 21365662),(25 21552546),(26 21736052),(27 21904174),(28 22107270),(29 22343168),(30 22596024),(31 22767766),(32 22872062),(33 22964408),(34 22971142),(35 22966518),(36 22855158),(37 22648672),(38 22317188),(39 21921518),(40 21426402),(41 20897626),(42 20451902),(43 20124440),(44 19871766),(45 19706754),(46 19664174),(47 19700550),(48 19818210),(49 19976050),(50 20144742),(51 20307066),(52 20453116),(53 20545448),(54 20610898),(55 20594778),(56 20475690),(57 20305346),(58 20112566),(59 19933498),(60 19777490),(61 19651776),(62 19537438),(63 19537562),(64 19607348),(65 19611808),(66 19626526),(67 19592686),(68 19553072),(69 19528244),(70 19495066),(71 19492650),(72 19531334),(73 19569690),(74 19579150),(75 19595304),(76 19550362),(77 19489866),(78 19480364),(79 19489998),
(1 326694.9),(2 1221545.8),(3 2573315.3),(4 4241059),(5 6074411.5),(6 7928530),(7 9653549),(8 11196599),(9 12497126),(10 13586483),(11 14467026),(12 15164298),(13 15704819),(14 16154996),(15 16544540),(16 16962362),(17 17379810),(18 17798456),(19 18203790),(20 18587770),(21 18905230),(22 19161016),(23 19332038),(24 19389480),(25 19354280),(26 19235088),(27 19002976),(28 18672840),(29 18294768),(30 17893266),(31 17450530),(32 17004452),(33 16542456),(34 16116595),(35 15730012),(36 15360317),(37 14990281),(38 14646193),(39 14302533),(40 13969649),(41 13775405),(42 13686175),(43 13637942),(44 13679566),(45 13880886),(46 14301811),(47 14841714),(48 15437798),(49 16011080),(50 16547638),(51 17007866),(52 17424108),(53 17776012),(54 18027800),(55 18169236),(56 18226200),(57 18215176),(58 18193534),(59 18174110),(60 18103378),(61 17984816),(62 17804084),(63 17575152),(64 17340112),(65 17063788),(66 16783476),(67 16512636),(68 16250012),(69 16026278),(70 15908436),(71 15854755),(72 15802593),(73 15693268),(74 15523444),(75 15295887),(76 15036280),(77 14781215),(78 14549343),(79 14364273),
(1 270800.72),(2 994898.56),(3 2089652.6),(4 3434981.8),(5 4881657.5),(6 6349142.5),(7 7743543),(8 9058738),(9 10270387),(10 11308447),(11 12192500),(12 12953183),(13 13570122),(14 14063287),(15 14378788),(16 14647616),(17 14914945),(18 15109475),(19 15226324),(20 15275378),(21 15237888),(22 15157679),(23 15031977),(24 14905940),(25 14782719),(26 14671095),(27 14566291),(28 14472151),(29 14360698),(30 14242721),(31 14083276),(32 13866881),(33 13623436),(34 13333332),(35 13008404),(36 12672527),(37 12369176),(38 12166534),(39 11997728),(40 11833814),(41 11742029),(42 11763899),(43 11878040),(44 12053372),(45 12264311),(46 12530657),(47 12800291),(48 13058504),(49 13297562),(50 13550470),(51 13819451),(52 14095532),(53 14363369),(54 14503983),(55 14561560),(56 14598022),(57 14602953),(58 14636164),(59 14709297),(60 14751162),(61 14849366),(62 14959471),(63 15038924),(64 15143707),(65 15228703),(66 15299383),(67 15256076),(68 15137092),(69 14941526),(70 14665532),(71 14369788),(72 14025068),(73 13649356),(74 13326813),(75 13088300),(76 12962959),(77 12960415),(78 13072042),(79 13277448),
(1 245853.92),(2 891499.9),(3 1832787.3),(4 2955166.5),(5 4145736.3),(6 5334947.5),(7 6441716.5),(8 7409959.5),(9 8212260.5),(10 8858673),(11 9354017),(12 9720869),(13 9982911),(14 10215789),(15 10402655),(16 10561121),(17 10722105),(18 10849972),(19 10957273),(20 11036828),(21 11060942),(22 11053717),(23 11031019),(24 10984420),(25 10918312),(26 10833909),(27 10752059),(28 10715394),(29 10635415),(30 10545806),(31 10443864),(32 10297465),(33 10099332),(34 9876130),(35 9629550),(36 9388057),(37 9167756),(38 8953389),(39 8738014),(40 8550083),(41 8474521),(42 8467519),(43 8514582),(44 8626649),(45 8823877),(46 9059653),(47 9310379),(48 9613711),(49 9958472),(50 10309787),(51 10627810),(52 10899627),(53 11120871),(54 11251231),(55 11369173),(56 11511611),(57 11658687),(58 11815317),(59 11981998),(60 12148581),(61 12346296),(62 12482955),(63 12547444),(64 12547039),(65 12451145),(66 12305934),(67 12151785),(68 12014162),(69 11870541),(70 11711863),(71 11553171),(72 11429284),(73 11316858),(74 11199770),(75 11108457),(76 11013141),(77 10914697),(78 10825585),(79 10764892),
(1 226089.53),(2 823640.7),(3 1693012.4),(4 2697963.3),(5 3740449),(6 4747916.5),(7 5661795),(8 6491409),(9 7246196.5),(10 7867782.5),(11 8374249.5),(12 8776271),(13 9036839),(14 9194746),(15 9229557),(16 9149135),(17 9049743),(18 8943470),(19 8860940),(20 8787695),(21 8708028),(22 8639908),(23 8601972),(24 8600501),(25 8651344),(26 8701413),(27 8737357),(28 8799287),(29 8823310),(30 8804629),(31 8762462),(32 8686428),(33 8590712),(34 8452261),(35 8299790),(36 8163120.5),(37 8063637.5),(38 8006641),(39 7984534.5),(40 7982716.5),(41 8029705.5),(42 8109954.5),(43 8209210.5),(44 8312881),(45 8412017),(46 8486614),(47 8529436),(48 8577805),(49 8656627),(50 8742985),(51 8817234),(52 8920756),(53 9048780),(54 9193460),(55 9368209),(56 9576050),(57 9792020),(58 10028208),(59 10271258),(60 10473613),(61 10641667),(62 10770869),(63 10853577),(64 10862961),(65 10808070),(66 10686033),(67 10530817),(68 10324828),(69 10083574),(70 9830078),(71 9565745),(72 9336764),(73 9150411),(74 9028544),(75 8929965),(76 8871854),(77 8843410),(78 8817565),(79 8820670),
(1 221175.97),(2 796245.8),(3 1617276.4),(4 2561826.8),(5 3529007.8),(6 4431145.5),(7 5227348.5),(8 5920737),(9 6485933),(10 6980099.5),(11 7387440.5),(12 7694685),(13 7884210.5),(14 7981885),(15 8018262.5),(16 8023344.5),(17 8013409),(18 7994382.5),(19 7984732),(20 7991096.5),(21 7970235),(22 7946853),(23 7915148.5),(24 7906102),(25 7900138),(26 7912169.5),(27 7927316),(28 7952545.5),(29 7997496.5),(30 8055996.5),(31 8150917.5),(32 8275186.5),(33 8395984),(34 8548621),(35 8695812),(36 8837467),(37 8936198),(38 9024508),(39 9072948),(40 9093950),(41 9064337),(42 8981856),(43 8808081),(44 8589878),(45 8384755),(46 8203740.5),(47 8053739.5),(48 7984955),(49 8000107.5),(50 8060017),(51 8148707.5),(52 8237578.5),(53 8303254.5),(54 8355754.5),(55 8400220),(56 8427990),(57 8426440),(58 8397559),(59 8342182.5),(60 8261250),(61 8152331.5),(62 8044671),(63 7966579.5),(64 7923263),(65 7925568.5),(66 7978437),(67 8060177),(68 8154648.5),(69 8244825),(70 8302352.5),(71 8338675.5),(72 8363665),(73 8360953),(74 8328118.5),(75 8298190.5),(76 8280269),(77 8269036.5),(78 8244961.5),(79 8273874.5),
(1 259379.13),(2 940791.1),(3 1903751.3),(4 2981622.3),(5 4039753.8),(6 4965032),(7 5701018),(8 6255494),(9 6630919),(10 6885065),(11 7069237.5),(12 7259097.5),(13 7459106),(14 7644396.5),(15 7759603),(16 7808502),(17 7809561),(18 7777847.5),(19 7709339.5),(20 7688429.5),(21 7713018),(22 7738978),(23 7761775.5),(24 7760971.5),(25 7721965),(26 7676233.5),(27 7614537),(28 7526753),(29 7436680),(30 7338287),(31 7261173),(32 7214780),(33 7159848),(34 7115977.5),(35 7062025),(36 7034029.5),(37 7036237.5),(38 7055177.5),(39 7074300.5),(40 7083786.5),(41 7043323),(42 6979451),(43 6870489),(44 6766519),(45 6660978),(46 6566375),(47 6490231),(48 6440571.5),(49 6414530.5),(50 6434936),(51 6500545),(52 6612001.5),(53 6768421),(54 6955937),(55 7145733),(56 7287217.5),(57 7378333.5),(58 7461676.5),(59 7520974.5),(60 7530475.5),(61 7507762.5),(62 7501544),(63 7542625),(64 7591351),(65 7613882.5),(66 7626012),(67 7648106.5),(68 7644006),(69 7641772.5),(70 7620951.5),(71 7561156),(72 7476720.5),(73 7347124.5),(74 7175982.5),(75 7013587.5),(76 6915842),(77 6917823),(78 7012879.5),(79 7113844.5),
(1 249359.53),(2 908536.44),(3 1842264.8),(4 2884740),(5 3910694.8),(6 4765625),(7 5432085),(8 5835948.5),(9 6036591),(10 6143592),(11 6217929),(12 6341385.5),(13 6448822),(14 6545549),(15 6550921.5),(16 6493171),(17 6357496),(18 6165285.5),(19 5974803),(20 5882334.5),(21 5883821),(22 5912530),(23 5975890.5),(24 6029967),(25 6079133),(26 6112028),(27 6129250),(28 6129741.5),(29 6143562),(30 6159686),(31 6171288),(32 6192027.5),(33 6180945),(34 6158681),(35 6103046),(36 6040877.5),(37 5986204.5),(38 5918473),(39 5853170.5),(40 5806318),(41 5791844.5),(42 5793502),(43 5806981),(44 5815874.5),(45 5833218),(46 5864921),(47 5917390),(48 5985425.5),(49 6028399.5),(50 6057657),(51 6065722),(52 6078140),(53 6112273),(54 6142993),(55 6162032),(56 6138547),(57 6093534),(58 6030296),(59 5948961.5),(60 5836059.5),(61 5723406.5),(62 5639238.5),(63 5569428),(64 5517826),(65 5510956.5),(66 5533593),(67 5596415.5),(68 5697741.5),(69 5830769),(70 5962005.5),(71 6071302),(72 6163858),(73 6215697),(74 6223491),(75 6163416),(76 6070411.5),(77 5978400),(78 5899887),(79 5830324),
(1 250169.97),(2 893767.2),(3 1782724.3),(4 2784992.3),(5 3820209.3),(6 4791932.5),(7 5629958),(8 6233310.5),(9 6593573.5),(10 6753804),(11 6741077.5),(12 6643764.5),(13 6451641),(14 6197900.5),(15 5905539),(16 5583614.5),(17 5291945),(18 5081101.5),(19 4966664),(20 4984160.5),(21 5136270),(22 5373989.5),(23 5636231),(24 5855052),(25 6005741.5),(26 6071302),(27 6030967),(28 5919601.5),(29 5783394.5),(30 5640959),(31 5555367.5),(32 5541882),(33 5554455),(34 5584830.5),(35 5603852),(36 5615737.5),(37 5623017.5),(38 5602233.5),(39 5556814.5),(40 5516558),(41 5474816),(42 5442067.5),(43 5433177.5),(44 5490386),(45 5592143),(46 5731750.5),(47 5876296),(48 5999176),(49 6088469.5),(50 6136102),(51 6154286.5),(52 6148772.5),(53 6117152.5),(54 6065698.5),(55 6011899),(56 5966913.5),(57 5944400.5),(58 5910707.5),(59 5870712.5),(60 5830042.5),(61 5811993),(62 5822045),(63 5848473),(64 5880602.5),(65 5916684),(66 5966913.5),(67 6025330),(68 6057026.5),(69 6089704),(70 6123355),(71 6164723.5),(72 6202926.5),(73 6234533.5),(74 6290030.5),(75 6321518),(76 6330078.5),(77 6324231),(78 6332508.5),(79 6375690.5),
(1 255486),(2 892861.2),(3 1734970),(4 2613549.3),(5 3455408.8),(6 4202421.5),(7 4815399.5),(8 5300309.5),(9 5629280.5),(10 5807078.5),(11 5863830),(12 5834831.5),(13 5721610.5),(14 5550185),(15 5336727.5),(16 5092122.5),(17 4914997),(18 4833629),(19 4825749.5),(20 4877283.5),(21 4976461),(22 5088421.5),(23 5207908),(24 5303617),(25 5373589.5),(26 5404918),(27 5419981.5),(28 5430151),(29 5431582.5),(30 5423805),(31 5427586.5),(32 5445405.5),(33 5454218),(34 5435796),(35 5375400),(36 5292798),(37 5209154.5),(38 5138520),(39 5067413.5),(40 4988163),(41 4915028),(42 4865922.5),(43 4872049.5),(44 4949767.5),(45 5054996.5),(46 5178387.5),(47 5299949.5),(48 5400361.5),(49 5485798.5),(50 5553010.5),(51 5614625),(52 5673191),(53 5719885.5),(54 5761975),(55 5786816),(56 5802879.5),(57 5770755.5),(58 5680489),(59 5552142),(60 5384724),(61 5203370),(62 5034984),(63 4904300.5),(64 4838980),(65 4817223.5),(66 4834691),(67 4891814.5),(68 4975789.5),(69 5050685.5),(70 5115684.5),(71 5165759),(72 5186046.5),(73 5214661.5),(74 5288262.5),(75 5390921.5),(76 5522013.5),(77 5678711),(78 5842773),(79 5992850.5),
(1 246188.67),(2 869555.9),(3 1685459.9),(4 2514269.3),(5 3271430),(6 3892570.8),(7 4346062.5),(8 4651514),(9 4861794),(10 5004036.5),(11 5105396),(12 5205786),(13 5268796.5),(14 5268090),(15 5163062.5),(16 5027768.5),(17 4892536.5),(18 4786190),(19 4738665.5),(20 4749981),(21 4785932.5),(22 4848534.5),(23 4917160),(24 4968456),(25 5010273.5),(26 5015229.5),(27 5029680.5),(28 5046163.5),(29 5060661),(30 5042446),(31 5006081),(32 4986822),(33 5022146),(34 5075103.5),(35 5114546),(36 5130333.5),(37 5145916),(38 5181342),(39 5190964.5),(40 5170362.5),(41 5172458),(42 5196510),(43 5274294),(44 5355447),(45 5403536.5),(46 5430293.5),(47 5433346),(48 5419408.5),(49 5406598),(50 5400891.5),(51 5398798),(52 5398065.5),(53 5364621),(54 5313211),(55 5220072.5),(56 5106429),(57 4985473.5),(58 4831907),(59 4666725),(60 4518685.5),(61 4391815),(62 4291583.5),(63 4204767),(64 4149834.8),(65 4105996),(66 4079595.5),(67 4063484.5),(68 4057695.5),(69 4057796.5),(70 4073177.8),(71 4105529.3),(72 4177737),(73 4301636.5),(74 4445858),(75 4613808),(76 4751943.5),(77 4836531.5),(78 4864572.5),(79 4883071.5),
(1 224193.58),(2 786682.8),(3 1521527.1),(4 2271950.5),(5 2941420.5),(6 3479727),(7 3881984.3),(8 4162823.8),(9 4333498),(10 4424233.5),(11 4445554.5),(12 4409217.5),(13 4329587),(14 4234610),(15 4142362.8),(16 4062309.5),(17 4029637.3),(18 4051287),(19 4121754.5),(20 4222966.5),(21 4344735.5),(22 4464886.5),(23 4581614),(24 4665222.5),(25 4732836.5),(26 4799990.5),(27 4870724.5),(28 4936198.5),(29 4981292),(30 4974399.5),(31 4918309),(32 4836947.5),(33 4752811),(34 4675797),(35 4568550.5),(36 4428784),(37 4312240.5),(38 4231474),(39 4187339.3),(40 4185715.3),(41 4186987.5),(42 4216562),(43 4289575),(44 4407132.5),(45 4557589),(46 4745064.5),(47 4913189),(48 5034447),(49 5106568),(50 5120866.5),(51 5112000.5),(52 5105635),(53 5089051.5),(54 5036610),(55 4959205),(56 4859765.5),(57 4755737.5),(58 4669714),(59 4564689),(60 4438211.5),(61 4318421),(62 4242214.5),(63 4191229.5),(64 4152743),(65 4139008),(66 4150409),(67 4167632),(68 4200747),(69 4280854.5),(70 4400613),(71 4529295.5),(72 4651702.5),(73 4754462),(74 4828856),(75 4859765),(76 4843416.5),(77 4786006),(78 4702130.5),(79 4619190.5),
(1 224594.31),(2 779532.44),(3 1482866.9),(4 2191537.5),(5 2815187.5),(6 3268404),(7 3567631),(8 3725661.5),(9 3787533.8),(10 3788873.3),(11 3757903.3),(12 3700722.5),(13 3657046),(14 3608167),(15 3536295.8),(16 3483664),(17 3473012.5),(18 3479588),(19 3467170.3),(20 3436393),(21 3402260.3),(22 3366308.3),(23 3368941.3),(24 3411549.5),(25 3475095.5),(26 3563029.8),(27 3668957.5),(28 3761047.5),(29 3811809),(30 3801582.3),(31 3750079.3),(32 3702154),(33 3678058),(34 3681623.5),(35 3691041),(36 3708987.8),(37 3745940),(38 3759933.8),(39 3746807.5),(40 3721485.8),(41 3670627.3),(42 3615394.8),(43 3564748.8),(44 3527925.3),(45 3519226),(46 3541228),(47 3587584.3),(48 3631537),(49 3673975.8),(50 3697733),(51 3697126),(52 3672952.5),(53 3640638.3),(54 3597909),(55 3561460),(56 3556822),(57 3584590.5),(58 3629879),(59 3685688.5),(60 3735729),(61 3772054),(62 3824054.5),(63 3887088),(64 3917669),(65 3902673),(66 3863156.3),(67 3813688.3),(68 3758311.8),(69 3699947.5),(70 3649935.8),(71 3622751),(72 3641166.3),(73 3709277.5),(74 3807058.5),(75 3905375),(76 3987144.3),(77 4052187),(78 4118118.5),(79 4186869),
(1 194932.63),(2 675904.06),(3 1309006.9),(4 1963130.9),(5 2542726),(6 2993423),(7 3307330.3),(8 3487225),(9 3607117.3),(10 3696834.5),(11 3773655),(12 3832825.5),(13 3890651.5),(14 3936468.3),(15 3931762.8),(16 3906628.3),(17 3872432),(18 3798257),(19 3689860.3),(20 3587562.3),(21 3511695.8),(22 3465185.5),(23 3468135.5),(24 3521259.5),(25 3594911.8),(26 3667654.5),(27 3720359),(28 3742194.5),(29 3732832),(30 3690250.8),(31 3642788.3),(32 3607727.3),(33 3604265.3),(34 3626004.3),(35 3668445.3),(36 3736327.8),(37 3797220.5),(38 3810639.8),(39 3775935),(40 3708658.3),(41 3630161),(42 3557825.5),(43 3483107.3),(44 3428485),(45 3400278.8),(46 3389609.5),(47 3401480.5),(48 3426846.5),(49 3452943.3),(50 3479285.8),(51 3511887),(52 3560176.3),(53 3633945.5),(54 3719491.5),(55 3812012.5),(56 3913345.5),(57 4006929.8),(58 4085875.3),(59 4121797.8),(60 4107660.5),(61 4069736.5),(62 4011655.8),(63 3933652),(64 3857242.3),(65 3796326),(66 3750981),(67 3729362.8),(68 3735186.5),(69 3759183.8),(70 3784039.5),(71 3804961.5),(72 3845894.8),(73 3898385.8),(74 3941678.3),(75 3975754),(76 4012362),(77 4046262),(78 4040930.5),(79 4019680.8),
(1 196322.55),(2 677760.94),(3 1289618.1),(4 1920267.8),(5 2480835.5),(6 2923197),(7 3248400),(8 3457422),(9 3564083.8),(10 3575290.8),(11 3520152.8),(12 3471467.5),(13 3473413.8),(14 3513560.5),(15 3530639.3),(16 3513609.3),(17 3469041.3),(18 3425488),(19 3381136),(20 3335643.5),(21 3273768.8),(22 3208580.5),(23 3155394),(24 3139603.5),(25 3147830),(26 3169138.3),(27 3193867.5),(28 3202846.5),(29 3190768.5),(30 3172501.8),(31 3175231.5),(32 3205488.5),(33 3257859.8),(34 3313364.3),(35 3361752.8),(36 3406386.3),(37 3430227.8),(38 3403176),(39 3328255.3),(40 3222635),(41 3115376.8),(42 3027982.5),(43 2988850.8),(44 2998506.3),(45 3047886),(46 3106766.3),(47 3166666.3),(48 3209008.8),(49 3226237.8),(50 3220251.5),(51 3195869.8),(52 3166792.3),(53 3146132.8),(54 3141540.3),(55 3162457.5),(56 3214454.8),(57 3268635.8),(58 3313728.8),(59 3326235),(60 3321053.3),(61 3297160.8),(62 3275677),(63 3229920),(64 3168282.8),(65 3109383),(66 3048142.3),(67 3004080.5),(68 2990168.5),(69 2982273.3),(70 2952907),(71 2935102.8),(72 2948581),(73 2977658.8),(74 3008115.5),(75 3033344.8),(76 3069765.3),(77 3113361.3),(78 3145585),(79 3138901),
(1 182616.36),(2 641061.94),(3 1239592.9),(4 1838198.9),(5 2346081.5),(6 2736526.5),(7 3027557.3),(8 3216673.5),(9 3309736.5),(10 3338972.8),(11 3321038.3),(12 3279300.5),(13 3251225.5),(14 3239651.5),(15 3244911.8),(16 3214565),(17 3147638.5),(18 3061589.3),(19 2951006.3),(20 2844134.8),(21 2753702),(22 2708622.3),(23 2721693.5),(24 2773903.5),(25 2841338.3),(26 2922978.8),(27 2989006.3),(28 3019586.3),(29 3015011.5),(30 2986754.5),(31 2942516.5),(32 2908866.8),(33 2900345.5),(34 2925698),(35 2966758.5),(36 3013326.3),(37 3037332.5),(38 3031273.3),(39 3015687),(40 3006664.3),(41 3004559.8),(42 3010896.8),(43 3029913.5),(44 3057081),(45 3091089.8),(46 3074474.8),(47 3031505),(48 2977958.5),(49 2920138),(50 2865075.3),(51 2809906.5),(52 2759535.8),(53 2743578),(54 2790714),(55 2887111),(56 3004986.3),(57 3113477.8),(58 3205079),(59 3276804),(60 3326671.3),(61 3347406.3),(62 3331469.5),(63 3260384.3),(64 3159634.5),(65 3060224.8),(66 2969233.5),(67 2919325.5),(68 2910178.8),(69 2908155),(70 2922677.3),(71 2971709.5),(72 3046052),(73 3116535.8),(74 3165146.3),(75 3182891.5),(76 3174309),(77 3135331.3),(78 3089570.3),(79 3053883.8),
(1 180476),(2 620731.06),(3 1163743.9),(4 1665441.9),(5 2078932.1),(6 2378572.8),(7 2588806),(8 2696494),(9 2719820),(10 2689182.8),(11 2649030),(12 2622868.8),(13 2621191),(14 2654303),(15 2709020.3),(16 2728257.3),(17 2699770.3),(18 2643148.5),(19 2590284),(20 2549684.5),(21 2549408),(22 2604555.3),(23 2704945.3),(24 2817433.5),(25 2897114.3),(26 2943945.5),(27 2954680.5),(28 2923522),(29 2859902),(30 2782119.3),(31 2712761.5),(32 2659641.8),(33 2620349.5),(34 2597215.3),(35 2561826),(36 2506180.8),(37 2444761.8),(38 2395555.3),(39 2384524.5),(40 2423912.5),(41 2491212.3),(42 2564063.8),(43 2617471.3),(44 2630960.3),(45 2633787.5),(46 2604421.3),(47 2575087),(48 2560201.8),(49 2558994.3),(50 2564205),(51 2576495.3),(52 2577780),(53 2572228.8),(54 2570551),(55 2574331),(56 2579593.3),(57 2599122.3),(58 2633753.8),(59 2669721.8),(60 2693243),(61 2695009.3),(62 2661435.5),(63 2624570.8),(64 2592025.5),(65 2585374),(66 2590901.3),(67 2612747),(68 2641583.3),(69 2669576.5),(70 2688277.8),(71 2686675.5),(72 2662594.8),(73 2628177.5),(74 2596793.8),(75 2568699.5),(76 2538274.8),(77 2492520.8),(78 2446776.8),(79 2422420.5),
