1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23004.93),(2 36829.766),(3 93355.06),(4 133230.44),(5 171961.05),(6 218972.81),(7 266434.1),(8 315941.72),(9 366775.5),(10 424179.66),(11 469293.47),(12 520816.16),(13 576188.3),(14 622207.25),(15 673773.75),(16 741148.56),(17 808985.8),(18 881302.2),(19 949289.06),(20 1032034.25),(21 1103218.1),(22 1172733.1),(23 1253829.6),(24 1312424),(25 1363209.1),(26 1434173.1),(27 1481862.9),(28 1588777.1),(29 1663407.4),(30 1728451.9),(31 1785308.1),(32 1866834.1),(33 1944092.6),(34 2023204),(35 2122877.3),(36 2218656.8),(37 2318731),(38 2458906.3),(39 2584143.3),(40 2680403.8),(41 2848640.3),(42 2972335.3),(43 3159685.8),(44 3283017.8),(45 3460215),(46 3627309),(47 3769115),(48 3966738),(49 4126285.3),(50 4282641.5),(51 4461213.5),(52 4658921),(53 4840671.5),(54 5035169),(55 5230379.5),(56 5380075.5),(57 5570522.5),(58 5757282),(59 5907333.5),(60 6043743.5),(61 6176097.5),(62 6252646.5),(63 6368054.5),(64 6448493.5),(65 6513448),(66 6616039.5),(67 6709866.5),(68 6784739.5),(69 6907744),(70 6998410),(71 7081468.5),(72 7185570),(73 7285398),(74 7360461.5),(75 7463508),(76 7554603.5),(77 7637376),(78 7694682.5),(79 7791740),
(1 15560.2),(2 51526.484),(3 109444.47),(4 176985.7),(5 256913.66),(6 349123.1),(7 447635.7),(8 554590.94),(9 663372.3),(10 777037.5),(11 893741.8),(12 1006638.44),(13 1122662.6),(14 1231567.3),(15 1337940),(16 1440981.8),(17 1540383.1),(18 1643758.3),(19 1742076.5),(20 1834442.8),(21 1928967.6),(22 2013801.4),(23 2090481.4),(24 2164915.3),(25 2230196.3),(26 2285946.5),(27 2327696.8),(28 2355787.8),(29 2381869.5),(30 2408286.5),(31 2422001),(32 2436518),(33 2445107.5),(34 2448273.8),(35 2447817.5),(36 2444666),(37 2434334),(38 2420144),(39 2408826.3),(40 2391635.8),(41 2372025),(42 2345704.8),(43 2328871.8),(44 2319092.3),(45 2320651.3),(46 2324505.5),(47 2339538),(48 2365364.8),(49 2389801.5),(50 2416238.5),(51 2443659.3),(52 2457510.5),(53 2460265.5),(54 2456704.8),(55 2454958.3),(56 2449549.3),(57 2438660.8),(58 2421797.5),(59 2402756.3),(60 2380877.5),(61 2358558.5),(62 2334993.5),(63 2311319.8),(64 2291244.3),(65 2268496.3),(66 2259392.8),(67 2253399.8),(68 2249398.5),(69 2245344.3),(70 2251382.5),(71 2250940.8),(72 2261310.5),(73 2284888.8),(74 2307133.5),(75 2340084.5),(76 2369498.5),(77 2408429.5),(78 2457441.3),(79 2509529.5),
(1 16854.639),(2 55612.906),(3 118189.09),(4 192565.45),(5 283409.56),(6 384706.16),(7 497577.78),(8 616272.56),(9 737097.8),(10 864593.56),(11 991981.5),(12 1114988.1),(13 1236451.8),(14 1354271.6),(15 1467335.9),(16 1580846),(17 1691114.4),(18 1800317),(19 1902405),(20 1996094.6),(21 2085549.6),(22 2166841.8),(23 2241810.3),(24 2314500.8),(25 2377876),(26 2423620.8),(27 2458980.3),(28 2493290.8),(29 2517310.3),(30 2538476.8),(31 2540901),(32 2537719.3),(33 2537835),(34 2541490),(35 2546983.3),(36 2546374.3),(37 2545068.3),(38 2532953),(39 2519960.5),(40 2499747.8),(41 2484991.5),(42 2469236.3),(43 2461316),(44 2462675.3),(45 2472428.8),(46 2489770.3),(47 2509034),(48 2527019.8),(49 2536847.5),(50 2545126),(51 2546402),(52 2542559.3),(53 2535714.3),(54 2523716.3),(55 2507266.3),(56 2490436.3),(57 2468134.8),(58 2447608.3),(59 2413460.3),(60 2377855.8),(61 2349590.5),(62 2320001.8),(63 2296625.3),(64 2271624.5),(65 2248893.3),(66 2231504.5),(67 2213517.8),(68 2204945),(69 2204778.8),(70 2209107.8),(71 2216907.3),(72 2228463),(73 2250827.3),(74 2278879.3),(75 2307913.8),(76 2336694),(77 2368511.3),(78 2388694.3),(79 2419110),
(1 17221.008),(2 58777.55),(3 126007.78),(4 207339.31),(5 304474.53),(6 410010.16),(7 523919.47),(8 646290.3),(9 772949.25),(10 900640.2),(11 1032326.56),(12 1158550.4),(13 1282183.8),(14 1401765.3),(15 1517478.4),(16 1637945.9),(17 1742531.5),(18 1844786.5),(19 1935709.9),(20 2015576),(21 2091847.6),(22 2161065.3),(23 2218981),(24 2268769),(25 2309207),(26 2333361),(27 2350467.3),(28 2359103.3),(29 2362938.8),(30 2358696.3),(31 2355003),(32 2341736.3),(33 2348820.3),(34 2349203.8),(35 2360351),(36 2360299.3),(37 2361958.8),(38 2360047.8),(39 2351475.8),(40 2340483),(41 2336323.8),(42 2332466.3),(43 2341606.5),(44 2358207.3),(45 2369066),(46 2383965.3),(47 2396708.3),(48 2406701.5),(49 2415273),(50 2423380.3),(51 2436481),(52 2439521),(53 2465385.3),(54 2483385.8),(55 2507910),(56 2521749),(57 2539224.3),(58 2548754),(59 2571185.8),(60 2600966.5),(61 2629748.8),(62 2657847.3),(63 2692667.5),(64 2712069.8),(65 2735459),(66 2757154.5),(67 2779264.8),(68 2798096.8),(69 2810982),(70 2823054.8),(71 2829502.8),(72 2831855.3),(73 2838300.8),(74 2834880),(75 2837655.8),(76 2830209.3),(77 2831321.5),(78 2821041),(79 2824390.5),
(1 17747.543),(2 60040.906),(3 128189.6),(4 209930.05),(5 307752.53),(6 410662.9),(7 524506.5),(8 647869.6),(9 773469.25),(10 903582.9),(11 1032758.4),(12 1159370.4),(13 1277455.6),(14 1393669.1),(15 1495288.6),(16 1595418.3),(17 1679163),(18 1756736.5),(19 1809114.5),(20 1861586.4),(21 1906557.8),(22 1936975.6),(23 1953362.9),(24 1956904.8),(25 1953005.5),(26 1940365.5),(27 1921458.8),(28 1903732.8),(29 1884216.1),(30 1862819),(31 1848230.3),(32 1826595.5),(33 1818791.6),(34 1825555.9),(35 1843210.4),(36 1865486.4),(37 1885107.9),(38 1898454.9),(39 1912515.5),(40 1934343.5),(41 1944990.3),(42 1949921.1),(43 1964658.9),(44 1984633.6),(45 1999057.6),(46 2010370.8),(47 2021247.9),(48 2032732.6),(49 2040288.4),(50 2042349.1),(51 2046600.8),(52 2042265.1),(53 2044777.1),(54 2046600),(55 2057501.3),(56 2055058.8),(57 2064222.3),(58 2075882.8),(59 2093624.1),(60 2109987.3),(61 2136471.5),(62 2164520),(63 2194674.8),(64 2233282),(65 2273391.5),(66 2313275.8),(67 2348768.3),(68 2387030),(69 2426538.8),(70 2465960.3),(71 2501234),(72 2529795.3),(73 2552714.3),(74 2568441),(75 2583638),(76 2591267),(77 2610650.5),(78 2641325.3),(79 2666705.8),
(1 15372.833),(2 51979.977),(3 109642.74),(4 179182.52),(5 261854.5),(6 351823.72),(7 450659.4),(8 554206.7),(9 661115.56),(10 769186.94),(11 875525.7),(12 980351.56),(13 1079380.9),(14 1178753.9),(15 1271752.6),(16 1360627.8),(17 1440886.5),(18 1515672.6),(19 1582005.6),(20 1642129),(21 1697651.8),(22 1744177.5),(23 1777231.4),(24 1801308.5),(25 1810336.9),(26 1812026.1),(27 1802055.9),(28 1773463.8),(29 1748808.6),(30 1716826.6),(31 1686759.1),(32 1656675.3),(33 1633930.4),(34 1622562.4),(35 1617683.8),(36 1612061.1),(37 1614199.4),(38 1612141.8),(39 1611654.9),(40 1614366.9),(41 1616037.9),(42 1616755),(43 1619178.1),(44 1619678.5),(45 1621275),(46 1624440.6),(47 1631990.1),(48 1635352.3),(49 1636870.5),(50 1638305.1),(51 1641779),(52 1642664.1),(53 1648069.9),(54 1647213.9),(55 1647581.8),(56 1643561.6),(57 1643603.3),(58 1642840.3),(59 1645704.8),(60 1653473),(61 1664919.5),(62 1678373.4),(63 1701522.4),(64 1723749.9),(65 1749455.3),(66 1771919.4),(67 1795332.8),(68 1810365.4),(69 1823861.8),(70 1837901.9),(71 1852954.3),(72 1869828.5),(73 1884537),(74 1896912.3),(75 1912472.1),(76 1926271.5),(77 1948781),(78 1970307.9),(79 1996256.1),
(1 17035.95),(2 58038.258),(3 125188.75),(4 204932.42),(5 300498.53),(6 406293.5),(7 520399.47),(8 641474.7),(9 759086.25),(10 880059.6),(11 999943),(12 1113472.1),(13 1223418),(14 1325071.6),(15 1419394.1),(16 1500795.8),(17 1571262.8),(18 1630707.4),(19 1682550.6),(20 1726137.3),(21 1763494.9),(22 1796422.3),(23 1822318.4),(24 1846133.5),(25 1869261.1),(26 1888504.3),(27 1903806.6),(28 1912024.5),(29 1924987.6),(30 1943590.4),(31 1960025.6),(32 1978274.8),(33 1994517.4),(34 2020514.5),(35 2057840.4),(36 2093904.8),(37 2135323.3),(38 2164458.8),(39 2185671),(40 2204588.8),(41 2220778.8),(42 2229794.5),(43 2232414.3),(44 2225326.3),(45 2212829),(46 2185922.3),(47 2158145.3),(48 2117469.5),(49 2071519.3),(50 2026652.9),(51 1982790.8),(52 1936304.9),(53 1898479.4),(54 1865472.9),(55 1840060.9),(56 1819549.4),(57 1806967.3),(58 1800480.6),(59 1797192.8),(60 1801274.3),(61 1807216),(62 1814343.9),(63 1818411.3),(64 1827804.4),(65 1834187.3),(66 1841648.3),(67 1850753.1),(68 1860186.4),(69 1870058.8),(70 1880942.4),(71 1894739.8),(72 1914325.9),(73 1938616.3),(74 1970437.6),(75 2005621.9),(76 2045100.9),(77 2085060.5),(78 2122553.8),(79 2161901.5),
(1 16685.244),(2 55338.984),(3 116461.56),(4 188289.94),(5 269021.2),(6 355916.13),(7 446699.28),(8 546164.94),(9 644750.7),(10 745785.06),(11 842832.4),(12 933720.6),(13 1022055.75),(14 1101714.6),(15 1171658.3),(16 1237437.5),(17 1296285.9),(18 1347134.5),(19 1393760.5),(20 1429576.6),(21 1461096.3),(22 1486412.1),(23 1514759.3),(24 1538555.5),(25 1561617),(26 1576796),(27 1591435.9),(28 1595990.5),(29 1599742.1),(30 1601151.5),(31 1603337.8),(32 1606975.5),(33 1608277.4),(34 1616626.3),(35 1629082.9),(36 1642335.5),(37 1658906.5),(38 1665237.9),(39 1671644.5),(40 1672287.3),(41 1671235.9),(42 1671954.3),(43 1673944.3),(44 1673618.9),(45 1671361.1),(46 1664551.8),(47 1651269.4),(48 1629410.4),(49 1609500),(50 1591846.5),(51 1576704.5),(52 1567396.1),(53 1562557.9),(54 1561878.4),(55 1558668.6),(56 1557981.8),(57 1555413.1),(58 1551374.5),(59 1548709.4),(60 1556896.6),(61 1564003.1),(62 1580592.6),(63 1601411.4),(64 1624042.9),(65 1650069.1),(66 1681931.4),(67 1707335.8),(68 1737917.6),(69 1765002.9),(70 1794538.6),(71 1824602.1),(72 1854259.3),(73 1872421.6),(74 1888889.4),(75 1900185.5),(76 1908037.3),(77 1909071.8),(78 1893428.1),(79 1882917.4),
(1 18068.469),(2 60788.844),(3 128161.164),(4 207430.4),(5 298690.06),(6 396361.34),(7 497525),(8 601210.2),(9 699758.7),(10 792932),(11 873425.7),(12 943244),(13 1003508.7),(14 1052400.8),(15 1086677.9),(16 1109834.1),(17 1124034),(18 1133456.8),(19 1136724.1),(20 1138625.8),(21 1142395.4),(22 1145398),(23 1152575.4),(24 1161918),(25 1169072.6),(26 1166725.6),(27 1167436.3),(28 1163536),(29 1164185.1),(30 1162782.5),(31 1159825.5),(32 1167462.6),(33 1182289.1),(34 1203139.1),(35 1227965.4),(36 1249118.5),(37 1269683.9),(38 1278613.9),(39 1291907.5),(40 1302909.8),(41 1315381.1),(42 1329852),(43 1332434.4),(44 1334402.6),(45 1332249.4),(46 1326996.8),(47 1321804.9),(48 1309090),(49 1296506.6),(50 1289188.4),(51 1288497.3),(52 1293333.9),(53 1309539.9),(54 1330942),(55 1354829.1),(56 1385896.8),(57 1415792.3),(58 1449060.6),(59 1488528),(60 1523538.6),(61 1559109.1),(62 1594789.9),(63 1630116.3),(64 1667096),(65 1702646.5),(66 1734539.1),(67 1761838),(68 1782570),(69 1802792.1),(70 1814035.4),(71 1830805.4),(72 1842788.4),(73 1848569.1),(74 1852723.1),(75 1858136.6),(76 1864854.3),(77 1870141.6),(78 1866478.3),(79 1863419.8),
(1 15502.085),(2 51331.063),(3 107466.59),(4 173319.4),(5 247838.75),(6 324927.13),(7 404844.78),(8 486589.06),(9 562830.4),(10 635414.7),(11 699615.5),(12 759622.1),(13 819243.75),(14 869765.25),(15 912019.56),(16 947186.8),(17 976006.25),(18 1002287.75),(19 1022259.1),(20 1038914.9),(21 1052898.6),(22 1063705),(23 1073060.6),(24 1072986),(25 1070808.5),(26 1065600.8),(27 1065455.9),(28 1060123.8),(29 1057225.1),(30 1056153.1),(31 1054820.5),(32 1056376.1),(33 1060167.8),(34 1063052.3),(35 1067500.5),(36 1067577.8),(37 1064325.3),(38 1059607.3),(39 1052910),(40 1050117.3),(41 1048658.4),(42 1050545.8),(43 1052811.3),(44 1055175.8),(45 1066344.1),(46 1079520.9),(47 1099303.9),(48 1112424.6),(49 1130637),(50 1147173.8),(51 1170425.3),(52 1200631.8),(53 1235213.8),(54 1269110),(55 1301101.5),(56 1326064.6),(57 1349990.8),(58 1372403.6),(59 1391346.8),(60 1405070.3),(61 1423674.5),(62 1435392.1),(63 1443837.3),(64 1455545.3),(65 1472549.4),(66 1488109.9),(67 1504106.8),(68 1515813.4),(69 1530085.9),(70 1540603.5),(71 1549498.6),(72 1551141.6),(73 1549690.6),(74 1545093.4),(75 1537427.5),(76 1530751.8),(77 1521471.9),(78 1511359),(79 1494257.5),
(1 18767.168),(2 63080.73),(3 130424.3),(4 213335.11),(5 308949.56),(6 410517.78),(7 516630.7),(8 623708.7),(9 728071.8),(10 824825.6),(11 908784.2),(12 977450.2),(13 1037984.9),(14 1086088.9),(15 1126485.9),(16 1157918.6),(17 1178293.3),(18 1194693.9),(19 1209498.1),(20 1222997.6),(21 1235575.3),(22 1245472.9),(23 1255935.6),(24 1266774.6),(25 1282285.5),(26 1296569.3),(27 1308119.8),(28 1307594.9),(29 1305122.4),(30 1292480.4),(31 1275220.5),(32 1251884.4),(33 1229221.6),(34 1212087.6),(35 1199693.8),(36 1186958),(37 1172803.1),(38 1160249.5),(39 1151576.5),(40 1148782),(41 1148709.4),(42 1148410.4),(43 1150428.4),(44 1154596.1),(45 1164863.3),(46 1178235.1),(47 1195541.3),(48 1211785.5),(49 1230249.8),(50 1249867.5),(51 1275096.6),(52 1301498.3),(53 1324067),(54 1342769.1),(55 1362695.4),(56 1368685.5),(57 1371807.4),(58 1370175.6),(59 1371692.5),(60 1373554.1),(61 1376860.5),(62 1382774.8),(63 1390893.9),(64 1411440.8),(65 1428113.5),(66 1448219.6),(67 1468747.6),(68 1492361.8),(69 1520758.3),(70 1549684.8),(71 1580337.5),(72 1617371),(73 1650134.5),(74 1684696.1),(75 1717386.8),(76 1746045.4),(77 1771417),(78 1782590),(79 1795890),
(1 16929.219),(2 57027.6),(3 118998.19),(4 192684.63),(5 277927.3),(6 366797.2),(7 460535.56),(8 553271),(9 644671.9),(10 722703.44),(11 793470.3),(12 852710.7),(13 901931.6),(14 939886.4),(15 967557.25),(16 987067.9),(17 998104.44),(18 1003813.7),(19 1005722.6),(20 1003953.7),(21 999305.25),(22 995718.6),(23 995363.06),(24 992154.2),(25 993143.75),(26 991019.9),(27 989006.4),(28 984563.06),(29 976067.2),(30 968718.4),(31 967264.44),(32 968234.75),(33 971035.75),(34 973064.3),(35 979948.7),(36 986200.44),(37 999023.7),(38 1015492.1),(39 1039701.25),(40 1065582.1),(41 1093986.4),(42 1119442.4),(43 1139438.3),(44 1155390.9),(45 1167863.5),(46 1171076.9),(47 1173270.6),(48 1169864.3),(49 1162582.9),(50 1153720),(51 1142911.3),(52 1132584.6),(53 1130497.3),(54 1124824.3),(55 1119204.9),(56 1114058.4),(57 1113441.9),(58 1116240.5),(59 1121261),(60 1129627.1),(61 1137539.3),(62 1145480.9),(63 1155604.1),(64 1171280.4),(65 1192082.5),(66 1218745.6),(67 1252105.9),(68 1285709.9),(69 1321725.4),(70 1353392.5),(71 1379623.5),(72 1398206),(73 1411001.4),(74 1419639.6),(75 1422063.3),(76 1418828.6),(77 1413082.8),(78 1398019.1),(79 1382815.1),
(1 18193.887),(2 62028.68),(3 130813.11),(4 213086.06),(5 311933.75),(6 417336.9),(7 524063.22),(8 633623.75),(9 738047.8),(10 837673),(11 924432.56),(12 999591.44),(13 1059803.5),(14 1108998.5),(15 1145398.3),(16 1171941.9),(17 1189980.5),(18 1199303),(19 1200459.8),(20 1199446.5),(21 1191899.8),(22 1186006.9),(23 1182960.3),(24 1175530.6),(25 1168063),(26 1156830.4),(27 1146446.5),(28 1137822.3),(29 1127988.3),(30 1117803.3),(31 1108251.1),(32 1099002.4),(33 1089081.3),(34 1077050.3),(35 1065226.8),(36 1057354.5),(37 1051002.3),(38 1048381.56),(39 1048551.56),(40 1050248.6),(41 1058939.3),(42 1068908.5),(43 1080541.6),(44 1095415.5),(45 1117781),(46 1140562.9),(47 1161064.5),(48 1174868.6),(49 1183022.5),(50 1188009),(51 1189451),(52 1189378.9),(53 1188141.6),(54 1186032.1),(55 1181183.3),(56 1175365.5),(57 1167537.4),(58 1164484.3),(59 1163442.5),(60 1166250.5),(61 1171508.4),(62 1176352.8),(63 1181174.6),(64 1188240.8),(65 1194874.5),(66 1202330.5),(67 1206580.9),(68 1209801.1),(69 1204644.1),(70 1191208.8),(71 1172157.1),(72 1147472.1),(73 1122114.1),(74 1097916.5),(75 1074180.9),(76 1051663.4),(77 1031419.9),(78 1009166.44),(79 993210.1),
(1 18648.877),(2 63160.266),(3 130337.97),(4 212850.28),(5 307632.1),(6 408457.25),(7 512995.78),(8 612906.9),(9 709133),(10 799672.4),(11 880913.4),(12 948293.2),(13 1005717.2),(14 1051581.3),(15 1089871.6),(16 1119896.5),(17 1144862.4),(18 1168678.4),(19 1184486),(20 1195722.4),(21 1203615.1),(22 1206583.8),(23 1209189.3),(24 1204698),(25 1196645.1),(26 1182775.8),(27 1166809.6),(28 1140173.5),(29 1110533),(30 1075046.4),(31 1039593),(32 1008251),(33 982242.25),(34 960049.4),(35 947334.3),(36 935867.94),(37 930985.94),(38 929666.25),(39 931064.06),(40 941076.06),(41 961467.4),(42 987994.06),(43 1017018.6),(44 1048583.8),(45 1078722.6),(46 1106819.3),(47 1132883.3),(48 1154897.5),(49 1174135.6),(50 1187602.4),(51 1196418.8),(52 1206225.6),(53 1201622.6),(54 1194269.1),(55 1180886),(56 1169207.6),(57 1157534.1),(58 1147968.5),(59 1140261.8),(60 1135885.8),(61 1131525.1),(62 1131749.3),(63 1133641.3),(64 1136027.8),(65 1138890.9),(66 1141351.3),(67 1139113.4),(68 1138772.5),(69 1137853.5),(70 1135678),(71 1138165.3),(72 1141927.1),(73 1145749),(74 1152862.8),(75 1155056.4),(76 1162931.9),(77 1168481.1),(78 1168687.1),(79 1171829.5),
(1 20618.588),(2 70669.1),(3 148518.67),(4 242801.31),(5 349017.25),(6 461620.75),(7 575557.9),(8 687569.4),(9 791917.9),(10 885521.44),(11 964162.4),(12 1026112.9),(13 1070957.9),(14 1100473.1),(15 1115550.9),(16 1121303.9),(17 1121429.1),(18 1114491.9),(19 1103086.6),(20 1087955.3),(21 1071556.3),(22 1055517),(23 1041785.1),(24 1028369.5),(25 1013176.7),(26 995933.7),(27 980691.3),(28 958117.9),(29 933039.8),(30 905708.8),(31 880688.06),(32 857906.25),(33 838272.44),(34 825025.06),(35 819003.44),(36 820743.8),(37 830936.2),(38 843261.1),(39 862152.9),(40 879500.8),(41 899720.56),(42 922555.94),(43 945507.2),(44 967277.3),(45 987233.75),(46 1003890.75),(47 1016016.9),(48 1024992.9),(49 1033391.75),(50 1039428.06),(51 1044622.94),(52 1048743.8),(53 1050172.9),(54 1054264.3),(55 1055086.6),(56 1058928.1),(57 1065634.5),(58 1071037.9),(59 1075044.8),(60 1080722.6),(61 1079084.8),(62 1082954.6),(63 1082758),(64 1079499.8),(65 1073235),(66 1067684.8),(67 1059515.6),(68 1051434.9),(69 1044490.94),(70 1041912.9),(71 1043498.56),(72 1050823.9),(73 1059900.1),(74 1070955.5),(75 1076619.6),(76 1087625.5),(77 1095782.6),(78 1099800.4),(79 1105795),
(1 18103.56),(2 60643.68),(3 126474.95),(4 201630.78),(5 287513.3),(6 375425.03),(7 462784),(8 547198.06),(9 625072.6),(10 690316.9),(11 746369.25),(12 796437),(13 837303),(14 868054.1),(15 896722.5),(16 919119.4),(17 941689.06),(18 959406.56),(19 972853.3),(20 982923.94),(21 988135.44),(22 988204),(23 981024.2),(24 971137.06),(25 956538.56),(26 937403.56),(27 914223.3),(28 884740.06),(29 852598.7),(30 820581.1),(31 794016.25),(32 770682.9),(33 745753.44),(34 729365.7),(35 720796.8),(36 718828.6),(37 723314.7),(38 732797.3),(39 746453.25),(40 765908.06),(41 785310.25),(42 806605.3),(43 824335.94),(44 843020.06),(45 859631.3),(46 870895.3),(47 878409.44),(48 882113),(49 884025.44),(50 886499.4),(51 888279.44),(52 894582.1),(53 899636.9),(54 905240.2),(55 906644.9),(56 907566.06),(57 912488.56),(58 917421),(59 925590.3),(60 939472.4),(61 954010.1),(62 967948.7),(63 979916.9),(64 989462.94),(65 995781.06),(66 1000131.94),(67 1004205.6),(68 1007509.06),(69 1009898.4),(70 1011187.44),(71 1012500.9),(72 1007381.94),(73 1001127.94),(74 990589.7),(75 977579),(76 970552.44),(77 966060.4),(78 958062.3),(79 953436.7),
(1 17485.621),(2 57979.65),(3 119511.086),(4 190952.05),(5 268132.25),(6 348590.9),(7 427724.28),(8 500264.56),(9 565161.7),(10 620986.4),(11 668490.94),(12 707445.75),(13 736983),(14 756592.3),(15 766547.8),(16 771703.3),(17 773423.4),(18 770824.94),(19 772141.5),(20 771745.8),(21 768618.56),(22 758380),(23 744349.1),(24 728665.1),(25 720104.3),(26 714862.1),(27 716862.9),(28 715585.5),(29 715053.4),(30 715063.4),(31 717935.94),(32 722181.1),(33 726277.94),(34 735624.1),(35 751522.9),(36 769971.9),(37 789224.56),(38 808515.25),(39 825083.5),(40 833802.94),(41 839288.75),(42 841945.1),(43 836770.2),(44 832827.06),(45 830099.7),(46 828268.9),(47 826923.44),(48 825787.06),(49 827658.7),(50 835029.06),(51 842589.7),(52 855280.75),(53 868538.5),(54 881029.6),(55 889571.5),(56 895008.94),(57 895336.1),(58 895158.1),(59 894282.9),(60 894229.7),(61 894548.94),(62 891906.94),(63 888120.2),(64 885682),(65 879662.4),(66 868558.7),(67 852668.75),(68 836407.06),(69 817024.9),(70 800583.3),(71 786192.6),(72 780998.75),(73 779992.3),(74 786468.9),(75 800060.94),(76 814121.6),(77 829291.06),(78 842612.7),(79 857409.9),
