1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 84750),(2 298334.97),(3 656842.56),(4 1165454.4),(5 1886142),(6 2795828.5),(7 3943780.3),(8 5354340.5),(9 7021919.5),(10 8973078),(11 11134971),(12 13627747),(13 16371187),(14 19418510),(15 22699634),(16 26435094),(17 30765168),(18 35510144),(19 40953516),(20 46782844),(21 53263410),(22 60378764),(23 68451530),(24 76667390),(25 84962770),(26 92734424),(27 100453960),(28 108205530),(29 115904380),(30 123558910),(31 130069000),(32 135243150),(33 139431120),(34 142675950),(35 145186060),(36 147294340),(37 148391630),(38 149115440),(39 148850220),(40 147681630),(41 145783730),(42 142966640),(43 139213040),(44 134415800),(45 129206360),(46 122998470),(47 116361150),(48 109244250),(49 101732410),(50 93698390),(51 85898376),(52 77647530),(53 70443720),(54 63537036),(55 57496132),(56 52127108),(57 47488068),(58 43833788),(59 41023650),(60 39271820),(61 37834636),(62 36870604),(63 36587644),(64 36726880),(65 37510956),(66 38527084),(67 39289330),(68 40433324),(69 41728660),(70 43443970),(71 45182964),(72 46685764),(73 48339696),(74 49752096),(75 51164064),(76 52638524),(77 54143300),(78 55612944),(79 56985692),
(1 290010.53),(2 1116503.3),(3 2415785.3),(4 4092063.8),(5 6029790),(6 8092774.5),(7 10199541),(8 12223772),(9 14097401),(10 15795658),(11 17264278),(12 18476600),(13 19408148),(14 20081074),(15 20525908),(16 20743226),(17 20765028),(18 20678288),(19 20524036),(20 20353682),(21 20179972),(22 20030486),(23 19877036),(24 19776020),(25 19703966),(26 19673510),(27 19674348),(28 19628896),(29 19574912),(30 19551476),(31 19587462),(32 19675256),(33 19821232),(34 20073412),(35 20450094),(36 20959650),(37 21600038),(38 22314242),(39 23086848),(40 23875164),(41 24654772),(42 25381740),(43 26134010),(44 26878426),(45 27647582),(46 28409400),(47 29151098),(48 29855658),(49 30493182),(50 31019520),(51 31404656),(52 31627618),(53 31618896),(54 31469680),(55 31110644),(56 30558712),(57 29829104),(58 28912640),(59 27937274),(60 27017194),(61 26131982),(62 25362382),(63 24656200),(64 24093576),(65 23561450),(66 23087076),(67 22635022),(68 22131702),(69 21581980),(70 20946416),(71 20330298),(72 19714614),(73 19107800),(74 18453932),(75 17745914),(76 17020196),(77 16336377),(78 15721493),(79 15204973),
(1 230302.23),(2 893158),(3 1941113.4),(4 3267643.8),(5 4798320.5),(6 6422942.5),(7 8082892.5),(8 9684275),(9 11171494),(10 12504505),(11 13609483),(12 14512768),(13 15175244),(14 15670764),(15 16048803),(16 16364863),(17 16621724),(18 16828764),(19 16987752),(20 17137286),(21 17228750),(22 17282370),(23 17299954),(24 17284824),(25 17211316),(26 17136586),(27 17081182),(28 17016912),(29 16987618),(30 17018270),(31 17086636),(32 17182050),(33 17334766),(34 17556146),(35 17813130),(36 18102134),(37 18399502),(38 18709414),(39 19048018),(40 19443766),(41 19876602),(42 20317070),(43 20813922),(44 21321422),(45 21874422),(46 22426538),(47 23013976),(48 23613906),(49 24196960),(50 24716770),(51 25133040),(52 25454394),(53 25662550),(54 25805416),(55 25876624),(56 25888886),(57 25820464),(58 25638034),(59 25330930),(60 24949570),(61 24514544),(62 24093296),(63 23624226),(64 23176246),(65 22731206),(66 22323074),(67 21893260),(68 21438344),(69 20909254),(70 20305346),(71 19638826),(72 18879010),(73 18094202),(74 17238650),(75 16313223),(76 15378032),(77 14481960),(78 13724576),(79 13123707),
(1 180100.23),(2 677862.5),(3 1426104.6),(4 2316857),(5 3280080.3),(6 4257154),(7 5237963.5),(8 6198485),(9 7118939),(10 7980733.5),(11 8730661),(12 9398105),(13 9908642),(14 10356131),(15 10724847),(16 11077505),(17 11417894),(18 11736890),(19 12035511),(20 12279178),(21 12477286),(22 12623005),(23 12716824),(24 12752694),(25 12753450),(26 12713704),(27 12628841),(28 12494623),(29 12319557),(30 12130303),(31 11978808),(32 11888731),(33 11865298),(34 11905940),(35 11955990),(36 12019057),(37 12003986),(38 11909272),(39 11768988),(40 11638817),(41 11551311),(42 11535699),(43 11636205),(44 11875854),(45 12198806),(46 12595811),(47 13037820),(48 13514036),(49 13967212),(50 14393303),(51 14725873),(52 14929367),(53 15000451),(54 15000765),(55 14992566),(56 14932635),(57 14925947),(58 15011857),(59 15124068),(60 15151025),(61 15168055),(62 15220677),(63 15351991),(64 15519549),(65 15629266),(66 15668878),(67 15575014),(68 15471270),(69 15342449),(70 15171420),(71 14915069),(72 14553780),(73 14098627),(74 13591185),(75 13043328),(76 12506415),(77 11969006),(78 11466141),(79 11030001),
(1 164967.52),(2 611305.94),(3 1268401.5),(4 2040567.5),(5 2852849),(6 3650992),(7 4415590),(8 5159026),(9 5843013),(10 6490347),(11 7082171.5),(12 7649010),(13 8146049.5),(14 8626415),(15 9087247),(16 9565444),(17 10040534),(18 10510384),(19 10970004),(20 11394262),(21 11760364),(22 12097516),(23 12393135),(24 12638266),(25 12827400),(26 12961151),(27 13054527),(28 13105128),(29 13111564),(30 13063619),(31 12929029),(32 12738337),(33 12490267),(34 12225900),(35 11965640),(36 11711155),(37 11434083),(38 11137313),(39 10827222),(40 10522617),(41 10257053),(42 10039370),(43 9940835),(44 10003552),(45 10175339),(46 10427749),(47 10729860),(48 11049435),(49 11348070),(50 11612506),(51 11821052),(52 11979279),(53 12073480),(54 12130053),(55 12129028),(56 12116283),(57 12114199),(58 12103309),(59 12159360),(60 12288456),(61 12424749),(62 12552163),(63 12682440),(64 12895873),(65 13160364),(66 13377382),(67 13381106),(68 13236868),(69 13014228),(70 12777079),(71 12476406),(72 12118252),(73 11669434),(74 11163340),(75 10666851),(76 10236639),(77 9848262),(78 9515896),(79 9261468),
(1 164848.36),(2 611494.1),(3 1259203.5),(4 2000854.1),(5 2758011.8),(6 3458908.5),(7 4069861.8),(8 4591430),(9 5017891.5),(10 5352195),(11 5583724),(12 5767234.5),(13 5908637.5),(14 6080926),(15 6283681),(16 6565658),(17 6901058.5),(18 7252275),(19 7621107),(20 7960326.5),(21 8243478.5),(22 8495563),(23 8720476),(24 8937461),(25 9143852),(26 9333030),(27 9511490),(28 9680575),(29 9819527),(30 9920118),(31 9975497),(32 9980574),(33 9914889),(34 9768782),(35 9555707),(36 9287870),(37 8980018),(38 8661721),(39 8370984.5),(40 8139079),(41 7988425.5),(42 7906431),(43 7934301),(44 8059764.5),(45 8241897),(46 8464231),(47 8709923),(48 8955519),(49 9184804),(50 9383493),(51 9520308),(52 9554550),(53 9511199),(54 9439459),(55 9365120),(56 9310168),(57 9310754),(58 9331812),(59 9359221),(60 9403275),(61 9479227),(62 9540940),(63 9555708),(64 9544410),(65 9574015),(66 9658964),(67 9774984),(68 9883872),(69 9938807),(70 9886971),(71 9723604),(72 9473605),(73 9112696),(74 8700695),(75 8279066.5),(76 7899696),(77 7582151),(78 7351197),(79 7210055.5),
(1 162332.56),(2 605709.4),(3 1249036.3),(4 1983712.3),(5 2726212.3),(6 3403052.5),(7 3972763),(8 4400482.5),(9 4696574),(10 4874633.5),(11 4948211.5),(12 4976361.5),(13 4988077),(14 5040764.5),(15 5141217.5),(16 5307062.5),(17 5547480.5),(18 5827055.5),(19 6139112),(20 6453207.5),(21 6763981.5),(22 7072947),(23 7369842.5),(24 7644789.5),(25 7904370),(26 8118687.5),(27 8303050),(28 8483652),(29 8638213),(30 8759016),(31 8811164),(32 8821641),(33 8827103),(34 8819515),(35 8780911),(36 8699757),(37 8554070),(38 8364917),(39 8150938.5),(40 7937304.5),(41 7738046.5),(42 7582593),(43 7502591.5),(44 7490702),(45 7545027),(46 7623017),(47 7692689),(48 7748169.5),(49 7776297),(50 7785801.5),(51 7781213),(52 7755535),(53 7710873),(54 7620672),(55 7519993),(56 7455937.5),(57 7501290.5),(58 7623447),(59 7755891.5),(60 7869685),(61 7960827),(62 8090318.5),(63 8206434),(64 8268111),(65 8325433),(66 8408844),(67 8474741),(68 8496015),(69 8464415),(70 8389378),(71 8241449.5),(72 8032649.5),(73 7735278.5),(74 7382513.5),(75 6995618.5),(76 6624780.5),(77 6331214.5),(78 6144411),(79 6079825),
(1 152619.19),(2 564385.1),(3 1145402.9),(4 1794484.5),(5 2428923),(6 3002336.8),(7 3490210),(8 3877744.8),(9 4170691),(10 4347730.5),(11 4417121.5),(12 4416997),(13 4371556),(14 4353827.5),(15 4391374.5),(16 4486404.5),(17 4657653),(18 4878365),(19 5130373),(20 5388590),(21 5653981),(22 5927155),(23 6197510),(24 6455273.5),(25 6679373.5),(26 6851766),(27 6967454),(28 7060484),(29 7127266.5),(30 7203194.5),(31 7275329),(32 7317134.5),(33 7316206),(34 7279187.5),(35 7216554.5),(36 7127766.5),(37 7007131.5),(38 6861482.5),(39 6716165),(40 6582241),(41 6459753.5),(42 6358425),(43 6288456.5),(44 6241043.5),(45 6227383),(46 6224061.5),(47 6220272.5),(48 6208707),(49 6176815.5),(50 6143146.5),(51 6119768.5),(52 6096021),(53 6091100),(54 6121644.5),(55 6170950),(56 6207729),(57 6267922.5),(58 6398037.5),(59 6602675.5),(60 6826054),(61 6979795),(62 7070650.5),(63 7144419),(64 7197950.5),(65 7209168.5),(66 7247657.5),(67 7392054),(68 7590489),(69 7736294),(70 7773769.5),(71 7735041.5),(72 7604208.5),(73 7373439.5),(74 7100098),(75 6801539),(76 6505678.5),(77 6254441.5),(78 6093267),(79 6019849),
(1 144823.28),(2 522963.56),(3 1045992.4),(4 1615610),(5 2147066.8),(6 2597741.3),(7 2941227),(8 3168404.3),(9 3282855.3),(10 3325289.3),(11 3324037.3),(12 3303922.5),(13 3278292.5),(14 3289854.5),(15 3343654.8),(16 3445900.5),(17 3568921),(18 3722330.5),(19 3886089.8),(20 4051021.5),(21 4202497.5),(22 4353291),(23 4503803),(24 4662342),(25 4812091),(26 4943527),(27 5023797.5),(28 5050704.5),(29 5019624),(30 4977480),(31 4960011),(32 5000252),(33 5084541.5),(34 5169850.5),(35 5232257),(36 5265422.5),(37 5250604.5),(38 5199304.5),(39 5118473.5),(40 5022443),(41 4927089.5),(42 4858237),(43 4835917),(44 4853590.5),(45 4888470.5),(46 4931737),(47 4965047.5),(48 4983527.5),(49 4974040),(50 4945098),(51 4916429),(52 4906227.5),(53 4898532.5),(54 4892615),(55 4899272),(56 4920536),(57 5000509),(58 5107090.5),(59 5212537),(60 5333838),(61 5477328),(62 5615534),(63 5771640),(64 5927454),(65 6037174.5),(66 6077974.5),(67 6094171.5),(68 6126628.5),(69 6166065.5),(70 6123271.5),(71 6028420),(72 5945788),(73 5888246),(74 5830166.5),(75 5710913),(76 5537017),(77 5340054.5),(78 5192136),(79 5167485),
(1 146706.2),(2 526470.5),(3 1037587.9),(4 1575704.3),(5 2056379.5),(6 2440700.5),(7 2717797),(8 2889823),(9 2964336.5),(10 2963276.8),(11 2927722.5),(12 2896938.8),(13 2900548),(14 2945701.3),(15 3023627),(16 3126613.3),(17 3232456.3),(18 3333145.3),(19 3426646),(20 3521117.5),(21 3605864.5),(22 3691799.8),(23 3769957.8),(24 3845990),(25 3914928.8),(26 3977744.5),(27 4034731),(28 4089386.3),(29 4102313.5),(30 4091932.8),(31 4042308.8),(32 4004190.5),(33 4015753.5),(34 4066297.3),(35 4132435.5),(36 4187346.8),(37 4223316),(38 4255546),(39 4286627),(40 4321397),(41 4344212),(42 4357786),(43 4361077.5),(44 4360654),(45 4352942),(46 4353919.5),(47 4368703.5),(48 4391404.5),(49 4413576),(50 4412076),(51 4374950),(52 4314882),(53 4233144),(54 4141362),(55 4062107),(56 3973701.3),(57 3941913.5),(58 4002137),(59 4135233),(60 4306422.5),(61 4488037.5),(62 4598472.5),(63 4619069),(64 4643318),(65 4739695.5),(66 4845975),(67 4891843.5),(68 4876968.5),(69 4872726.5),(70 4865612.5),(71 4807225),(72 4699240.5),(73 4606497),(74 4565536.5),(75 4550928.5),(76 4539304),(77 4530988),(78 4523224),(79 4510263.5),
(1 136019.92),(2 487227.03),(3 949890.6),(4 1419596.4),(5 1824151.8),(6 2127834.5),(7 2329789.3),(8 2447828),(9 2509816.8),(10 2532791.5),(11 2531484),(12 2528465.3),(13 2565392.8),(14 2643126),(15 2771629),(16 2923518),(17 3084648.8),(18 3217164),(19 3309485.5),(20 3372016.8),(21 3414634),(22 3466368),(23 3521713.8),(24 3566441.5),(25 3592448.8),(26 3605142.8),(27 3605728.8),(28 3614094.5),(29 3612206.5),(30 3607662.5),(31 3597794.5),(32 3596695.3),(33 3607880.8),(34 3618682),(35 3633800.8),(36 3640285.8),(37 3639420.5),(38 3623009.3),(39 3615058.5),(40 3625054.8),(41 3650379.8),(42 3680776.8),(43 3697352.8),(44 3693484),(45 3669083.8),(46 3636061.5),(47 3613490.3),(48 3610513.3),(49 3651975.8),(50 3726729.5),(51 3814532),(52 3881411.5),(53 3894662),(54 3859114),(55 3791458.3),(56 3737006.3),(57 3697105.8),(58 3673965),(59 3658647.8),(60 3642839.3),(61 3683477.3),(62 3804386.5),(63 3916970.8),(64 3934856.8),(65 3915043),(66 3940637.5),(67 4004730.8),(68 4021796.8),(69 3979621.3),(70 3926491.3),(71 3880886.5),(72 3822272.5),(73 3775030),(74 3743984),(75 3711321),(76 3653405),(77 3604962.5),(78 3605145),(79 3640163),
(1 143351.52),(2 508968.9),(3 984371.9),(4 1450540.6),(5 1844368),(6 2133373.8),(7 2300147.8),(8 2357777.5),(9 2350862.8),(10 2330252),(11 2325998.3),(12 2350446.3),(13 2414780.8),(14 2525371.8),(15 2679013),(16 2847819.5),(17 3030513.3),(18 3206786.3),(19 3344145.3),(20 3438225.8),(21 3476379.3),(22 3510198.8),(23 3545437.5),(24 3577083.8),(25 3601593.8),(26 3626263.5),(27 3648362.5),(28 3654530.5),(29 3648323.8),(30 3622032),(31 3577140.8),(32 3544853.3),(33 3527763.3),(34 3533331.3),(35 3557695.5),(36 3566513.3),(37 3547131.5),(38 3496969.3),(39 3428092.8),(40 3363630.5),(41 3326931.8),(42 3330552.5),(43 3349439.5),(44 3357356.8),(45 3336618.5),(46 3303900.8),(47 3280990.3),(48 3270179),(49 3280251.8),(50 3309839.5),(51 3370938.8),(52 3452221.8),(53 3511403.5),(54 3524506.3),(55 3455603.8),(56 3340533.5),(57 3247699.3),(58 3188689),(59 3190995.8),(60 3259228),(61 3319975.5),(62 3383677),(63 3511641.8),(64 3637393.3),(65 3719903.5),(66 3826881.3),(67 4002604.3),(68 4156738.8),(69 4223725),(70 4238391.5),(71 4237081),(72 4174996),(73 4075590),(74 3991990.8),(75 3927613.3),(76 3859976.3),(77 3775245.3),(78 3715201),(79 3724950.8),
(1 142657.39),(2 507897.16),(3 980059.75),(4 1442082.5),(5 1827954.9),(6 2105473.5),(7 2275617.5),(8 2341654.5),(9 2320725),(10 2263432.5),(11 2208416.3),(12 2181475),(13 2187630.8),(14 2236930.8),(15 2326757),(16 2445643),(17 2580627.5),(18 2722844),(19 2848707.8),(20 2957328.8),(21 3024984.3),(22 3072654),(23 3102011),(24 3124156.3),(25 3152627.5),(26 3188917.8),(27 3219631),(28 3227119.5),(29 3219940.8),(30 3198852),(31 3179472),(32 3158940.8),(33 3140631.5),(34 3118265),(35 3103822.5),(36 3100143.5),(37 3094386.5),(38 3081736.8),(39 3063618.3),(40 3060602.5),(41 3077485),(42 3114729.3),(43 3162367),(44 3198485.3),(45 3202851.8),(46 3182128.5),(47 3176306.5),(48 3211165.3),(49 3276922.8),(50 3333825),(51 3359562),(52 3352712.3),(53 3321554.3),(54 3276168.8),(55 3229856.3),(56 3158980.8),(57 3097692.5),(58 3044945),(59 2988162.3),(60 2971403),(61 3037121),(62 3101095.8),(63 3143503.8),(64 3190480.8),(65 3276452.8),(66 3413645),(67 3591645.3),(68 3751751.5),(69 3824873.3),(70 3836967),(71 3871905.8),(72 3918644.5),(73 3923318.8),(74 3875170.3),(75 3799441),(76 3715088),(77 3610746.8),(78 3505232.3),(79 3464622.8),
(1 126735.625),(2 448576.97),(3 859963.94),(4 1261766.5),(5 1606072.1),(6 1849302.1),(7 1992348.5),(8 2049761.3),(9 2050651.9),(10 2020538.6),(11 1980985.1),(12 1954998.8),(13 1958753.1),(14 2001907.1),(15 2076666.8),(16 2155586.5),(17 2230839.3),(18 2311825.8),(19 2387282.5),(20 2463325),(21 2527094.3),(22 2582269.5),(23 2620993),(24 2634372.3),(25 2636753),(26 2630938.8),(27 2618770.5),(28 2589087),(29 2549783.3),(30 2514820),(31 2496464.3),(32 2496217),(33 2513337),(34 2533244.8),(35 2553290),(36 2583075.5),(37 2616081.5),(38 2641622.3),(39 2653229.3),(40 2666652),(41 2693209.8),(42 2755577),(43 2829392.3),(44 2892233.8),(45 2932060.3),(46 2943583.8),(47 2962818),(48 3011217.5),(49 3100381),(50 3193765.3),(51 3248742.3),(52 3251657.8),(53 3228034.3),(54 3196016.8),(55 3151186.3),(56 3089464.5),(57 3023113),(58 2952702.8),(59 2911510.3),(60 2880704),(61 2862545),(62 2863659.5),(63 2857073.5),(64 2870827.3),(65 2925758.3),(66 2989020.8),(67 3052159),(68 3128433.5),(69 3206290.5),(70 3212701.8),(71 3179962.5),(72 3181071.8),(73 3187021.5),(74 3156961.5),(75 3093740.3),(76 3033358.5),(77 2975188),(78 2897482.3),(79 2844049),
(1 114455.55),(2 398060.53),(3 750930.3),(4 1089224.1),(5 1382682.4),(6 1614982.6),(7 1767178),(8 1846622.6),(9 1874230.4),(10 1885662.6),(11 1887574.6),(12 1886397.5),(13 1894044.1),(14 1914200.5),(15 1950885.4),(16 1998496.1),(17 2049720.9),(18 2110788.5),(19 2183555),(20 2259738.8),(21 2334833.3),(22 2398886.5),(23 2444560),(24 2462604.8),(25 2463573.3),(26 2449755.5),(27 2440128.8),(28 2430694.8),(29 2416307.3),(30 2402093.5),(31 2405407.3),(32 2428634),(33 2462550),(34 2500187),(35 2545969),(36 2582734.3),(37 2602425.5),(38 2609118.8),(39 2620266.8),(40 2649796),(41 2687592.8),(42 2736532.8),(43 2771234.3),(44 2771607.5),(45 2756729.3),(46 2753228.8),(47 2772215),(48 2815182),(49 2868643.5),(50 2919718.5),(51 2956632.5),(52 2973073),(53 2962613),(54 2935657),(55 2906661.8),(56 2857079),(57 2796296),(58 2727339.5),(59 2668131),(60 2641692.5),(61 2638637.8),(62 2654423.5),(63 2660397.8),(64 2611028.3),(65 2612243.3),(66 2709018.8),(67 2816904.3),(68 2856885.8),(69 2885218.8),(70 2924085.3),(71 2937116.8),(72 2956086.5),(73 2986008.5),(74 2990724),(75 2975727.3),(76 2937926),(77 2867124.5),(78 2774142.3),(79 2709162.8),
(1 99397.625),(2 334176.28),(3 614828.06),(4 883909.9),(5 1108716.9),(6 1278815.6),(7 1396842.3),(8 1479387),(9 1528146.5),(10 1557679.3),(11 1573591.5),(12 1577309),(13 1578947.5),(14 1582011.8),(15 1590656.4),(16 1618590.3),(17 1656418),(18 1709500.6),(19 1770190.8),(20 1836220.5),(21 1912684.8),(22 1987163),(23 2053508.3),(24 2113129.3),(25 2149119.8),(26 2159792),(27 2152396),(28 2141508.8),(29 2129027.3),(30 2119678.5),(31 2118303),(32 2127682.3),(33 2158436.5),(34 2202842.3),(35 2247304.8),(36 2296671),(37 2357044.5),(38 2422505),(39 2479862.5),(40 2533991.3),(41 2581099.5),(42 2635030.5),(43 2673629.8),(44 2663732.5),(45 2620589.3),(46 2573789),(47 2558029.3),(48 2578678.5),(49 2606927.8),(50 2615286.5),(51 2606142),(52 2604837.3),(53 2612051),(54 2592719.8),(55 2551739.8),(56 2513530.5),(57 2459501.5),(58 2385748.5),(59 2317837.5),(60 2281345),(61 2282149.8),(62 2272176.3),(63 2254959.5),(64 2226452),(65 2198404.3),(66 2234930.8),(67 2334955),(68 2416467.3),(69 2453452.5),(70 2511557.8),(71 2591708.5),(72 2661797),(73 2725433.8),(74 2773611.8),(75 2786400.5),(76 2757061.8),(77 2704287),(78 2654045.3),(79 2621591),
(1 113424.57),(2 375877.44),(3 681586.9),(4 969314.56),(5 1205980),(6 1375413),(7 1481166.6),(8 1550623),(9 1603265.9),(10 1662297),(11 1722860.3),(12 1762844.8),(13 1780616.8),(14 1781709),(15 1773023),(16 1760373),(17 1762279),(18 1787301.9),(19 1823630.1),(20 1880453.4),(21 1959768),(22 2041615.3),(23 2105634.5),(24 2152999.3),(25 2185036.5),(26 2196984.8),(27 2190078),(28 2166846.8),(29 2133101),(30 2108917.3),(31 2112403.3),(32 2117322.8),(33 2127145.5),(34 2154642.3),(35 2194318),(36 2232730),(37 2267471.3),(38 2304613),(39 2370746.3),(40 2461188.8),(41 2532197.5),(42 2574745.3),(43 2591742),(44 2590863.8),(45 2577519.8),(46 2560600.5),(47 2551978.8),(48 2564695.5),(49 2596320),(50 2629748.5),(51 2647607.5),(52 2647333),(53 2642873.3),(54 2628009.3),(55 2576982),(56 2515523),(57 2491622.8),(58 2457841),(59 2404283.8),(60 2360448.5),(61 2361181.3),(62 2391887.5),(63 2394117.5),(64 2384448),(65 2370113),(66 2370598),(67 2415464.3),(68 2475485),(69 2526170.5),(70 2580500.3),(71 2663516.5),(72 2754095.3),(73 2826058),(74 2879342.5),(75 2907151.5),(76 2897571),(77 2818800.3),(78 2700517.5),(79 2619589.3),
(1 121191.336),(2 400145.56),(3 714794.4),(4 985825.75),(5 1177207),(6 1289451.8),(7 1333616.6),(8 1347648.3),(9 1366419.5),(10 1407001.8),(11 1472948.5),(12 1545569.8),(13 1608293.4),(14 1651331.9),(15 1667908.3),(16 1654874),(17 1626883.4),(18 1616518.6),(19 1633058.9),(20 1672234.5),(21 1729538),(22 1800302.6),(23 1869152.8),(24 1918361.6),(25 1945831.9),(26 1945427.5),(27 1919060.3),(28 1885813.8),(29 1846778.6),(30 1813396.5),(31 1783886.8),(32 1777043.3),(33 1775227.9),(34 1779535.6),(35 1808973.9),(36 1859664.4),(37 1924411.8),(38 1977135.3),(39 2037108.6),(40 2120238.5),(41 2211424.3),(42 2285309.8),(43 2321788),(44 2326169.3),(45 2314708.3),(46 2309161.3),(47 2307830.5),(48 2315159.5),(49 2327648.3),(50 2342434.3),(51 2350581),(52 2348111),(53 2334478.5),(54 2313025.8),(55 2280080.5),(56 2230013),(57 2148283.8),(58 2073152.9),(59 2041381.1),(60 2022914.5),(61 2007470.8),(62 2017693),(63 2036410.1),(64 2031617.3),(65 2013928.1),(66 1973083.8),(67 1945053.9),(68 1976773.1),(69 2042073.6),(70 2088922.1),(71 2152583.5),(72 2262248.3),(73 2352287),(74 2390176.5),(75 2406331.8),(76 2398421.8),(77 2350880.5),(78 2250555.3),(79 2151741.8),
