1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6156.063),(2 11744.08),(3 15647.68),(4 18469.691),(5 20426.125),(6 21274.848),(7 22103.992),(8 22594.049),(9 23040.576),(10 23563.775),(11 24291.57),(12 24963.414),(13 25471.117),(14 26036.078),(15 26467.469),(16 26641.15),(17 26859.422),(18 26729.232),(19 26944.092),(20 27230.082),(21 27627.973),(22 28035.893),(23 28301.809),(24 28321.424),(25 28645.418),(26 28936.98),(27 28935.924),(28 29102.098),(29 29126.434),(30 29181.912),(31 29317.012),(32 29532.803),(33 29459.666),(34 29654.676),(35 29408.182),(36 29142.742),(37 29320.045),(38 29450.352),(39 29199.686),(40 29108.125),(41 28943.545),(42 28865.084),(43 28996.754),(44 29174.082),(45 29276.006),(46 29494.623),(47 29753.309),(48 29822.424),(49 29984.479),(50 29900.408),(51 29975.11),(52 29916.012),(53 29967.416),(54 29777.55),(55 30037.406),(56 30169.057),(57 30284.068),(58 30182.635),(59 30157.14),(60 29983.531),(61 30192.578),(62 30702.191),(63 31085.23),(64 31503.73),(65 31879.201),(66 31750.625),(67 31489.64),(68 31323.842),(69 30943.283),(70 30985.932),(71 30701.72),(72 30220.453),(73 30624.377),(74 30919.834),(75 30913.541),(76 31036.104),(77 31448.318),(78 31515.12),(79 31609.887),
(1 5933.806),(2 11169.886),(3 14770.611),(4 17037.643),(5 18653.27),(6 19642.365),(7 20547.902),(8 21083.373),(9 21696.516),(10 22157.418),(11 22761.773),(12 23304.799),(13 23893.176),(14 24723.852),(15 25043.658),(16 25702.229),(17 26192.182),(18 26502.576),(19 26894.264),(20 26855.072),(21 26847.219),(22 27203.475),(23 27310.27),(24 27574.037),(25 28100.766),(26 28462.518),(27 28376.758),(28 28406.887),(29 28397.014),(30 28648.695),(31 28640.934),(32 28522.352),(33 28439.37),(34 28372.252),(35 28123.912),(36 28075.352),(37 27978.695),(38 28278.012),(39 28506.56),(40 28643.584),(41 28344.836),(42 28326.543),(43 28041.506),(44 27898.486),(45 27728.178),(46 27930.148),(47 28312.986),(48 28221.688),(49 28291.066),(50 28463.322),(51 28635.824),(52 28798.578),(53 29094.555),(54 29233.617),(55 29628.764),(56 29534.41),(57 29512.48),(58 29776.646),(59 29904.688),(60 29689.594),(61 29587.836),(62 29316.549),(63 29569.535),(64 29726.531),(65 30161.648),(66 30337.254),(67 30217.324),(68 30116.936),(69 29902.764),(70 29771.941),(71 29395.781),(72 29307.975),(73 29259.688),(74 29517.71),(75 29842.152),(76 29881.217),(77 29761.957),(78 29586.348),(79 29404.629),
(1 6005.2173),(2 11359.824),(3 14818.685),(4 17032.809),(5 18564.504),(6 19477.771),(7 20296.826),(8 20752.586),(9 21246.88),(10 21788.43),(11 22822.824),(12 23784.129),(13 24588.809),(14 25216.336),(15 25799.19),(16 25959.414),(17 26194.908),(18 26454.424),(19 26735.63),(20 26799.93),(21 26866.533),(22 27018.996),(23 27038.473),(24 27214.523),(25 27415.043),(26 27948.363),(27 28079.678),(28 28122.594),(29 28016.428),(30 27936.555),(31 28086.088),(32 28076.658),(33 28034.762),(34 28067.045),(35 27974.07),(36 28255.195),(37 28398.402),(38 28867.012),(39 28723.031),(40 29018.754),(41 28913.396),(42 28965.207),(43 29014.43),(44 29330.756),(45 29344.088),(46 29497.613),(47 29686.848),(48 29607.67),(49 29589.96),(50 29805.219),(51 29969.893),(52 30096.107),(53 29824.156),(54 29619.436),(55 29912.191),(56 29832.125),(57 29843.89),(58 29957.402),(59 30074.56),(60 30063.996),(61 30291.352),(62 30269.232),(63 30114.25),(64 29991.271),(65 30304.271),(66 30386.668),(67 30426.371),(68 30355.244),(69 30040.467),(70 29970.668),(71 29702.338),(72 29589.588),(73 29557.543),(74 29594.947),(75 29747.771),(76 29642.055),(77 29451.441),(78 29373.496),(79 29451.771),
(1 5715.833),(2 10877.467),(3 14309.576),(4 16578.268),(5 18166.543),(6 19196.258),(7 19847.256),(8 20231.604),(9 20535.965),(10 21090.145),(11 21979.018),(12 23014.87),(13 23853.715),(14 24642.193),(15 25166.717),(16 25447.64),(17 25830.135),(18 26130.04),(19 26641.777),(20 26777.184),(21 26834.518),(22 26951.568),(23 27182.191),(24 27418.27),(25 27662.273),(26 28219.555),(27 28581.08),(28 28588.36),(29 28459.086),(30 28360.104),(31 28350.445),(32 28065.314),(33 27874.4),(34 27749.428),(35 27584.434),(36 27551.28),(37 27434.088),(38 27787.902),(39 27673.285),(40 27737.104),(41 27359.098),(42 26952.104),(43 26917.998),(44 27027.84),(45 27232.928),(46 27132.338),(47 27303.217),(48 27316.316),(49 27624.006),(50 27747.64),(51 27893.115),(52 27753.45),(53 27814.705),(54 27697.29),(55 27781.48),(56 27612.832),(57 27680.844),(58 27431.545),(59 27170.26),(60 27005.463),(61 27096.588),(62 27100.092),(63 27513.482),(64 27585.217),(65 27960.652),(66 28187.24),(67 28305.965),(68 28400.418),(69 28301.006),(70 28154.81),(71 28088.406),(72 27957.27),(73 27759.846),(74 27723.4),(75 27692.035),(76 27426.502),(77 27203.592),(78 27095.123),(79 27031.963),
(1 5411.289),(2 10151.417),(3 13364.558),(4 15356.109),(5 16789.504),(6 17721.053),(7 18311.904),(8 18786.518),(9 19028.191),(10 19517.584),(11 20208.156),(12 20736.232),(13 21151.32),(14 21825.434),(15 22235.174),(16 22743.67),(17 22961.49),(18 23304.945),(19 23599.941),(20 23553.963),(21 23582.23),(22 23611.26),(23 23911.717),(24 24150.098),(25 24280.143),(26 24712.496),(27 24815.61),(28 24947.494),(29 24939.766),(30 25242.621),(31 25180.012),(32 25223.178),(33 25040.154),(34 24916.38),(35 24662.494),(36 24807.773),(37 24736.504),(38 24666.145),(39 24465.424),(40 24554.748),(41 24600.984),(42 24658.78),(43 24763.662),(44 24806.209),(45 24874.582),(46 24858.604),(47 24977.174),(48 24890.438),(49 24965.314),(50 25025.607),(51 25141.496),(52 25275.553),(53 25297.293),(54 24862.168),(55 25058.668),(56 25050),(57 25113.846),(58 25132.943),(59 25446.219),(60 25554.545),(61 25682.299),(62 25726.063),(63 25701.834),(64 25581.746),(65 25775.592),(66 25786.396),(67 26046.639),(68 26264.309),(69 26408.879),(70 26693.822),(71 26357.547),(72 26008.775),(73 25661.92),(74 25649.19),(75 25561.66),(76 25645.947),(77 25563.482),(78 25425.37),(79 25276.92),
(1 5512.8125),(2 10180.016),(3 13401.577),(4 15310.25),(5 16819.26),(6 17776.645),(7 18404.922),(8 18722.05),(9 18987.729),(10 19468.246),(11 20281.705),(12 20865.984),(13 21259.389),(14 21783.443),(15 22382.137),(16 22710.479),(17 23054.863),(18 23269.205),(19 23635.066),(20 23653.725),(21 23822.896),(22 24153.832),(23 24405.148),(24 24983.746),(25 25136.148),(26 25331.893),(27 25405.186),(28 25363.855),(29 25367.523),(30 25374.654),(31 25368.545),(32 25309.121),(33 25143.996),(34 25027.994),(35 24934.924),(36 24917.887),(37 24932.344),(38 25053.828),(39 25015.844),(40 25366.361),(41 25460.398),(42 25717.69),(43 25402.39),(44 25418.63),(45 25195.563),(46 25043.598),(47 25272.027),(48 25650.898),(49 26123.984),(50 26309.303),(51 26452.219),(52 26365.447),(53 26347.074),(54 25954.121),(55 25948.418),(56 25774.277),(57 25692.697),(58 25959.576),(59 26084.453),(60 25825.438),(61 25911.912),(62 25789.473),(63 25849.832),(64 25618.316),(65 25834.564),(66 25978.621),(67 26232.717),(68 26348.879),(69 26375.174),(70 26286.822),(71 25762.742),(72 25551.855),(73 25274.412),(74 25323.58),(75 25375.518),(76 25312.26),(77 25446.406),(78 25699.668),(79 25340.912),
(1 5316.408),(2 9862.241),(3 12894.8545),(4 15051.781),(5 16623.121),(6 17497.984),(7 18072.996),(8 18448.54),(9 19022.809),(10 19478.33),(11 20013.693),(12 20561.184),(13 21204.078),(14 21840.992),(15 22053.742),(16 22194.828),(17 22338.31),(18 22319.855),(19 22519.4),(20 22370.922),(21 22377.89),(22 22338.676),(23 22499.658),(24 22765.953),(25 22860.584),(26 23232.72),(27 23205.896),(28 23558.547),(29 23688.857),(30 23702.799),(31 23645.182),(32 23727.092),(33 23786.768),(34 23757.955),(35 23789.69),(36 23762.316),(37 23751.596),(38 23945.287),(39 23949.303),(40 24041.893),(41 24060.934),(42 24014.244),(43 23845.18),(44 23857.904),(45 23956.291),(46 23688.453),(47 23769.904),(48 23728.764),(49 23932.172),(50 24179.799),(51 24408.275),(52 24583.035),(53 24606.75),(54 24373.453),(55 24195.98),(56 24276.94),(57 24373.416),(58 24358.146),(59 24275.23),(60 23925.943),(61 23922.342),(62 23809.457),(63 24226.047),(64 24243.17),(65 24347.367),(66 24407.787),(67 24471.31),(68 24424.486),(69 24374.78),(70 24477.666),(71 24046.313),(72 24038.742),(73 23902.969),(74 23989.596),(75 24082.209),(76 24247.531),(77 24087.555),(78 24082.45),(79 24018.145),
(1 5211.2227),(2 9599.53),(3 12736.814),(4 14802.151),(5 16154.879),(6 16841.781),(7 17360.87),(8 17744.52),(9 17985.111),(10 18410.633),(11 18962.857),(12 19495.457),(13 20149.389),(14 20695.588),(15 21119.191),(16 21271.91),(17 21304.045),(18 21475.018),(19 21710.154),(20 21682.506),(21 21626.06),(22 21719.826),(23 21725.36),(24 21967.27),(25 22012.986),(26 22397.88),(27 22658.814),(28 23164.162),(29 23159.506),(30 23197.414),(31 22839.494),(32 22828.73),(33 22575.248),(34 22262.266),(35 22316.63),(36 22095.68),(37 22158.215),(38 22300.896),(39 22227.23),(40 22138.125),(41 22101.877),(42 21986.887),(43 21789.926),(44 21883.066),(45 21771.006),(46 21853.549),(47 22038.988),(48 22217.56),(49 22451.146),(50 22786.166),(51 22945.717),(52 23154.184),(53 23189.996),(54 23377.686),(55 23342.2),(56 23357.635),(57 23516.088),(58 23531.986),(59 23538.53),(60 23230.549),(61 23214.617),(62 23461.04),(63 23453.6),(64 23680.37),(65 23638.037),(66 23643.438),(67 23873.89),(68 24086.395),(69 24304.736),(70 24353.209),(71 24409.152),(72 24476.05),(73 24446.223),(74 24748.766),(75 24555.184),(76 24549.492),(77 24656.53),(78 24832.014),(79 24975.705),
(1 4904.5303),(2 9235.114),(3 12046.556),(4 13810.416),(5 15092.62),(6 15862.786),(7 16385.254),(8 16813.809),(9 17447.988),(10 17586.678),(11 18017.39),(12 18348.21),(13 18702.646),(14 19289.885),(15 19766.566),(16 19890.979),(17 20270.668),(18 20549.03),(19 20835.7),(20 20747.896),(21 20938.707),(22 21075.111),(23 21072.992),(24 21079.826),(25 20918.984),(26 21204.54),(27 21304.713),(28 21676.406),(29 21688.588),(30 21738.652),(31 21790.295),(32 21905.648),(33 22016.563),(34 21952.832),(35 21889.559),(36 21691.28),(37 21520.336),(38 21500.217),(39 21140.13),(40 21172.248),(41 21145.174),(42 21141.229),(43 21245.824),(44 21402.973),(45 21482.559),(46 21609.809),(47 21587.588),(48 21695.715),(49 21745.996),(50 21646.754),(51 21595.69),(52 21545.76),(53 21417.326),(54 21448.006),(55 21402.914),(56 21292.375),(57 21284.734),(58 21336.645),(59 21583.1),(60 21616.582),(61 22094.105),(62 22243.492),(63 22252.719),(64 22346.111),(65 22281.885),(66 21966.299),(67 21923.838),(68 21916.717),(69 21971.094),(70 22092.871),(71 22116.82),(72 22170.908),(73 22099.691),(74 22207.24),(75 22214.023),(76 22182.04),(77 21963.395),(78 21960.48),(79 21929.582),
(1 4782.8013),(2 8600.373),(3 11070.84),(4 12716.624),(5 13888.594),(6 14654.896),(7 15251.959),(8 15518.948),(9 15843.469),(10 16341.532),(11 17025.145),(12 17489.852),(13 17797.533),(14 18108.824),(15 18308.094),(16 18491.791),(17 18562.916),(18 18630.344),(19 18856.736),(20 18698.89),(21 18816.068),(22 19199.693),(23 19249.248),(24 19090.324),(25 19350.424),(26 19817.05),(27 19970.707),(28 19908.176),(29 19859.576),(30 20052.963),(31 19975.652),(32 20228.451),(33 20415.018),(34 20596.805),(35 20620.36),(36 20826.797),(37 20843.357),(38 21135.584),(39 20998.002),(40 20955.258),(41 20896.154),(42 20911.033),(43 20808.938),(44 20854.127),(45 20949.879),(46 21037.541),(47 21148.86),(48 21143.188),(49 21206.615),(50 21084.45),(51 21053.244),(52 20914.357),(53 20920.209),(54 20898.357),(55 20901.52),(56 20758.953),(57 20750.314),(58 20749.754),(59 20947.688),(60 20823.313),(61 21104.666),(62 21171.404),(63 21229.473),(64 21103.615),(65 21229.268),(66 21209.668),(67 21357.387),(68 21332.045),(69 21333.57),(70 21410.33),(71 21294.023),(72 21355.86),(73 21392.195),(74 21640.93),(75 21932.742),(76 22086.555),(77 22086.184),(78 22254.621),(79 22340.729),
(1 4598.9946),(2 8398.173),(3 11116.201),(4 12876.894),(5 14094.93),(6 14816.824),(7 15427.84),(8 15784.685),(9 16072.484),(10 16594.572),(11 17323.898),(12 17644.14),(13 18024.2),(14 18350.965),(15 18866.113),(16 19246.213),(17 19331.94),(18 19375.965),(19 19616.463),(20 19729.648),(21 19725.438),(22 19668.455),(23 19757.105),(24 19890.938),(25 20018.05),(26 20198.29),(27 20257.336),(28 20484.297),(29 20522.959),(30 20491.2),(31 20493.094),(32 20596.395),(33 20787.91),(34 20716.656),(35 20772.05),(36 21058.55),(37 21072.668),(38 21105.684),(39 20811.37),(40 20740.67),(41 20628.084),(42 20457.477),(43 20054.82),(44 19948.98),(45 20007.94),(46 20170.37),(47 20116.875),(48 19928.055),(49 20037.713),(50 20040.365),(51 20158.58),(52 20074.396),(53 20339.268),(54 20423.303),(55 20445.209),(56 20279.008),(57 20337.635),(58 20441.941),(59 20507.066),(60 20440.752),(61 20415.123),(62 20504.41),(63 20766.05),(64 20904.129),(65 20981.508),(66 20727.65),(67 20728.816),(68 20752.139),(69 20628.32),(70 20612.129),(71 20505.768),(72 20562.193),(73 20727.379),(74 21062.633),(75 20970.041),(76 20851.072),(77 20738.285),(78 20580.836),(79 20506.615),
(1 4471.002),(2 8239.509),(3 10641.052),(4 12183.661),(5 13189.081),(6 13963.87),(7 14491.873),(8 14892.395),(9 15326.542),(10 15816.664),(11 16471.693),(12 16997.334),(13 17508.111),(14 17886.135),(15 18210.545),(16 18442.967),(17 18475.99),(18 18479.668),(19 18529.373),(20 18555.828),(21 18821.922),(22 19337.893),(23 19488.273),(24 19506.027),(25 19647.227),(26 19835.23),(27 19795.066),(28 19851.219),(29 19660.19),(30 19698.156),(31 19857.986),(32 20009.113),(33 19975.586),(34 20175.602),(35 19905.705),(36 20077.986),(37 20240.256),(38 20609.625),(39 20521.6),(40 20640.283),(41 20545.04),(42 20454.617),(43 20160.875),(44 20010.297),(45 19983.322),(46 19919.826),(47 19948.072),(48 19900.29),(49 19779.63),(50 19821.889),(51 20207.955),(52 20145.434),(53 20298.15),(54 20305.996),(55 20395.15),(56 20376.193),(57 20391.04),(58 20199.621),(59 20003.217),(60 19723.805),(61 19740.709),(62 19842.137),(63 20055.62),(64 19865.889),(65 19818.637),(66 19707.906),(67 19515.633),(68 19423.887),(69 19534.338),(70 19609.627),(71 19301.451),(72 19196.309),(73 19360.916),(74 19876.074),(75 19925.18),(76 20180.182),(77 20191.582),(78 20300.22),(79 20365.408),
(1 4359.5415),(2 7926.26),(3 10225.915),(4 11709.247),(5 12689.576),(6 13233.074),(7 13609.291),(8 13912.458),(9 14162.215),(10 14532.325),(11 15068.192),(12 15607.797),(13 16006.277),(14 16373.1875),(15 16845.703),(16 17092.934),(17 17307.896),(18 17503.842),(19 17720.379),(20 17790.27),(21 17981.78),(22 18380.303),(23 18541.207),(24 18542.373),(25 18630.916),(26 18706.057),(27 18794.154),(28 18890.213),(29 18998.186),(30 19221.836),(31 19095.1),(32 19190.617),(33 19136.738),(34 19273.807),(35 19087.328),(36 19204.996),(37 19105.03),(38 19081.666),(39 19158.637),(40 18961.375),(41 18732.303),(42 18586.703),(43 18412.518),(44 18507.994),(45 18563.752),(46 18610.855),(47 18562.385),(48 18508.605),(49 18530.615),(50 18446.563),(51 18605.588),(52 18251.287),(53 18228.014),(54 18254.777),(55 18360.215),(56 18527.893),(57 18724.834),(58 18619.275),(59 18656.066),(60 18576.24),(61 18719.648),(62 18897.742),(63 19195.99),(64 18958.703),(65 18821.684),(66 18678.205),(67 18366.885),(68 18246.83),(69 18106.117),(70 18103.441),(71 18053.037),(72 18029.727),(73 18044.854),(74 18327.96),(75 18359.076),(76 18535.293),(77 18662.838),(78 18574.516),(79 18467.67),
(1 4210.807),(2 7619.0894),(3 9833.107),(4 11328.177),(5 12344.101),(6 12952.038),(7 13428.626),(8 13816.938),(9 14109.555),(10 14429.054),(11 14905.739),(12 15209.702),(13 15437.83),(14 15782.33),(15 16213.379),(16 16332.862),(17 16624.518),(18 16884.336),(19 17188.184),(20 17397.508),(21 17459.086),(22 17795.385),(23 17965.928),(24 18144.188),(25 18328.176),(26 18570.365),(27 18467.451),(28 18473.477),(29 18662.66),(30 18735.85),(31 18590.846),(32 18628.215),(33 18633.617),(34 18659.799),(35 18620.336),(36 18747.73),(37 18899.684),(38 19132.617),(39 19186.725),(40 18898.096),(41 18568.078),(42 18597.514),(43 18349.63),(44 18201.883),(45 18138.744),(46 18144.385),(47 18212.586),(48 18273.84),(49 18215.484),(50 18176.912),(51 18197.412),(52 18313.508),(53 18386.336),(54 18334.535),(55 18495.162),(56 18581.354),(57 18794.46),(58 18908.508),(59 19040.695),(60 19275.154),(61 19450.205),(62 19541.389),(63 19587.451),(64 19540.697),(65 19724.098),(66 19730.482),(67 19707.664),(68 19630.066),(69 19315.426),(70 19279.025),(71 19234.016),(72 19138.932),(73 18954.563),(74 19174.352),(75 19054.055),(76 19169.086),(77 19070.521),(78 18967.018),(79 19009.455),
(1 4036.513),(2 7327.998),(3 9566.992),(4 10998.7),(5 11930.63),(6 12439.128),(7 12746.804),(8 13062.423),(9 13468.725),(10 13909.5625),(11 14313.254),(12 14610.719),(13 14861.373),(14 15034.095),(15 15412.503),(16 15609.825),(17 15898.736),(18 15911.933),(19 16110.92),(20 16221.376),(21 16295.994),(22 16498.195),(23 16517.938),(24 16924.28),(25 16996.963),(26 17423.44),(27 17444.516),(28 17568.592),(29 17715.023),(30 17622.008),(31 17619.082),(32 17651.932),(33 17552.135),(34 17436.621),(35 17330.695),(36 17299.266),(37 17422.504),(38 17628.04),(39 17289.076),(40 17161.16),(41 17069.963),(42 17014.262),(43 16804.844),(44 16810.7),(45 16589.195),(46 16689.535),(47 16719.787),(48 16563.928),(49 16716.121),(50 16714.85),(51 17002.998),(52 16941.674),(53 16943.576),(54 17113.03),(55 17174.367),(56 17314.182),(57 17357.818),(58 17229.564),(59 17096.336),(60 17224.037),(61 17282.102),(62 17150.164),(63 17239.021),(64 17126.938),(65 17360.383),(66 17446.594),(67 17374.344),(68 17172.164),(69 17091.014),(70 17080.445),(71 17175.861),(72 17437.95),(73 17482.041),(74 17600.371),(75 17586.703),(76 17697.826),(77 17716.53),(78 17782.852),(79 17672.057),
(1 3983.4045),(2 7148.95),(3 9172.993),(4 10519.7705),(5 11346.516),(6 11924.435),(7 12312.051),(8 12751.022),(9 13100.624),(10 13518.784),(11 13856.431),(12 14050.285),(13 14355.246),(14 14843.535),(15 15060.088),(16 15234.02),(17 15502.538),(18 15659.949),(19 15713.874),(20 15839.684),(21 15979.235),(22 16171.419),(23 16096.707),(24 16259.155),(25 16394.482),(26 16489.611),(27 16575.691),(28 16757.848),(29 16653.764),(30 16602.336),(31 16613.754),(32 16767.314),(33 16798.824),(34 16913.918),(35 16976.916),(36 17074.594),(37 17197.525),(38 17366.521),(39 17097.51),(40 17005.34),(41 17012.508),(42 16831.145),(43 16594.018),(44 16675.502),(45 16670.248),(46 16695.93),(47 16740.629),(48 16639.06),(49 16645.738),(50 16636.738),(51 16622.355),(52 16735.443),(53 16856.209),(54 17096.434),(55 17139.59),(56 17181.537),(57 17189.969),(58 17156.566),(59 17109.656),(60 17028.129),(61 17026.22),(62 16890.479),(63 16830.338),(64 16720.688),(65 16787.451),(66 16621.703),(67 16745.678),(68 16693.264),(69 16764.656),(70 16686.56),(71 16699.031),(72 16798.031),(73 16926.906),(74 17187.078),(75 17005.484),(76 17079.06),(77 17100.379),(78 17141.156),(79 17181.521),
(1 3858.343),(2 6973.319),(3 9042.955),(4 10335.472),(5 11187.844),(6 11694.886),(7 11992.3125),(8 12292.664),(9 12768.204),(10 13125.343),(11 13606.964),(12 13921.785),(13 14284.6045),(14 14554.289),(15 14853.319),(16 15021.308),(17 15104.124),(18 14956.093),(19 15115.644),(20 15183.567),(21 15320.215),(22 15456.488),(23 15403.909),(24 15596.097),(25 15838.16),(26 16163.234),(27 16158.331),(28 16230.108),(29 16131.013),(30 16222.766),(31 16346.96),(32 16674.225),(33 16923.03),(34 17160.402),(35 17301.18),(36 17347.457),(37 17381.637),(38 17490.041),(39 17422.03),(40 17378.516),(41 17296.588),(42 17022.076),(43 16856.82),(44 16957.12),(45 17102.215),(46 17058.916),(47 16901.178),(48 16737.953),(49 16533.17),(50 16504.201),(51 16646.428),(52 16601.287),(53 16658.342),(54 16626.137),(55 16449.703),(56 16217.386),(57 16100.677),(58 16016.3125),(59 16011.438),(60 15952.138),(61 16112.387),(62 16145.105),(63 16033.849),(64 15989.706),(65 16252.13),(66 16298.888),(67 16460.092),(68 16504.52),(69 16538.947),(70 16694.307),(71 16676.248),(72 16558.697),(73 16452.055),(74 16442.787),(75 16257.996),(76 16408.896),(77 16398.33),(78 16669.63),(79 16756.34),
(1 3806.4412),(2 6729.3296),(3 8587.3),(4 9727.014),(5 10451.195),(6 11002.266),(7 11345.05),(8 11724.909),(9 12267.44),(10 12793.194),(11 13215.825),(12 13311.553),(13 13732.193),(14 14040.288),(15 14379.503),(16 14389.612),(17 14508.591),(18 14568.265),(19 14671.896),(20 14774.742),(21 14953.698),(22 15080.988),(23 15052.945),(24 15086.888),(25 15122.818),(26 15224.429),(27 15390.511),(28 15630.422),(29 15784.381),(30 15881.464),(31 15804.201),(32 15859.989),(33 15932.97),(34 16017.009),(35 16005.963),(36 16022.25),(37 16105.407),(38 16215.574),(39 16103.402),(40 15961.03),(41 16067.87),(42 15934.601),(43 15731.406),(44 15752.201),(45 15709.898),(46 15591.459),(47 15631.183),(48 15687.616),(49 15657.346),(50 15625.223),(51 15602.888),(52 15850.637),(53 15709.201),(54 15631.241),(55 15571.947),(56 15601.227),(57 15677.862),(58 15610.128),(59 15463.425),(60 15422.447),(61 15609.776),(62 15457.221),(63 15459.217),(64 15396.796),(65 15329.525),(66 15272.05),(67 15289.481),(68 15294.425),(69 15273.929),(70 15349.374),(71 15352.541),(72 15531.156),(73 15440.399),(74 15459.518),(75 15520.272),(76 15605.06),(77 15714.984),(78 15851.549),(79 15781.799),
