1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20630.164),(2 50097.137),(3 88533.75),(4 138460.23),(5 191955.92),(6 243801.5),(7 298845.16),(8 362205.16),(9 412094.75),(10 454166.5),(11 496147.5),(12 519008.13),(13 553230.56),(14 589945.2),(15 622017.3),(16 658751.94),(17 697811.44),(18 731449.25),(19 774774.25),(20 824590.2),(21 864361.2),(22 914693.25),(23 963769.44),(24 1002850.25),(25 1040553.75),(26 1068329.4),(27 1078258.5),(28 1091191.6),(29 1104389.6),(30 1150156),(31 1180339.5),(32 1227554.9),(33 1298320.9),(34 1355190.1),(35 1429105.1),(36 1494866.4),(37 1543892.4),(38 1619346),(39 1672921.6),(40 1689497.6),(41 1733111.4),(42 1762733.4),(43 1769389),(44 1799398),(45 1830022),(46 1846007.1),(47 1865655.1),(48 1882064.9),(49 1929153.6),(50 1990481.9),(51 2068547),(52 2145370),(53 2242240),(54 2317773.8),(55 2452234.3),(56 2554841.3),(57 2663873.8),(58 2772184.5),(59 2883696),(60 3002650.8),(61 3137946),(62 3292604),(63 3430741.8),(64 3553940.8),(65 3681838.8),(66 3793642.8),(67 3920637.8),(68 4073888.3),(69 4223992),(70 4372622.5),(71 4512168),(72 4638768),(73 4783180.5),(74 4882308.5),(75 4995324.5),(76 5102508.5),(77 5222523.5),(78 5313596),(79 5414284),
(1 27277.715),(2 96369.72),(3 203306.17),(4 341752.78),(5 509717.66),(6 693588.6),(7 889987.6),(8 1090917.6),(9 1296120.4),(10 1493560.4),(11 1688416.1),(12 1879846.8),(13 2051972.1),(14 2208651.5),(15 2351388.3),(16 2471501.3),(17 2573079.3),(18 2655227.5),(19 2714747.3),(20 2741316.3),(21 2754736.3),(22 2753295.3),(23 2735329.8),(24 2709277.5),(25 2665357.5),(26 2610985.5),(27 2541224.8),(28 2480366.5),(29 2417371.3),(30 2346005.5),(31 2279986),(32 2216338),(33 2146872.8),(34 2086362.3),(35 2028467.3),(36 1968834.4),(37 1915900.5),(38 1873319.9),(39 1848526.1),(40 1833470.6),(41 1823648),(42 1831553.8),(43 1846913.4),(44 1881246.6),(45 1928342.6),(46 1979724.9),(47 2031648.8),(48 2093443.3),(49 2151801.8),(50 2212364.8),(51 2282662.5),(52 2341237.5),(53 2397696),(54 2452737.3),(55 2485802.5),(56 2516218.8),(57 2533215.8),(58 2538265.8),(59 2544314.5),(60 2542778.5),(61 2529256.8),(62 2523329),(63 2519986.8),(64 2524793.8),(65 2543315.3),(66 2567456.3),(67 2595429.8),(68 2630513.3),(69 2666669.5),(70 2711361),(71 2761072.3),(72 2809972.8),(73 2857108.3),(74 2916515.5),(75 2970607.3),(76 3026102),(77 3079296.8),(78 3135141.5),(79 3188407),
(1 26048.979),(2 90336.24),(3 188104.38),(4 309979.25),(5 454446.75),(6 604415.06),(7 758341.06),(8 909318.5),(9 1051101.1),(10 1183222.4),(11 1305958.9),(12 1421558),(13 1520620.6),(14 1609158.6),(15 1678070.4),(16 1720470),(17 1748973.1),(18 1763360),(19 1765352.1),(20 1753837.5),(21 1745185.4),(22 1725316.4),(23 1700166.9),(24 1683791),(25 1653130.6),(26 1635677.4),(27 1624329.1),(28 1612207.1),(29 1600477.5),(30 1577731.6),(31 1554382.4),(32 1534070.9),(33 1514935),(34 1499073.1),(35 1487610.6),(36 1480652.4),(37 1478529.4),(38 1485428.6),(39 1496896.4),(40 1509312.5),(41 1523103.1),(42 1542301.4),(43 1564428.9),(44 1596467.4),(45 1631276.6),(46 1661545.1),(47 1690074.1),(48 1721242.4),(49 1751740.5),(50 1786869.6),(51 1826109.1),(52 1856973.6),(53 1890049.6),(54 1927973.1),(55 1967411),(56 2008546.6),(57 2053513.9),(58 2096069.6),(59 2136505.8),(60 2165560.3),(61 2182775.8),(62 2195465.5),(63 2206219.3),(64 2213735.3),(65 2220082.8),(66 2223153),(67 2223512.8),(68 2219960.3),(69 2220702.8),(70 2216042.3),(71 2217496.3),(72 2212149.3),(73 2208162.3),(74 2217233.3),(75 2229613.8),(76 2240815.8),(77 2259790),(78 2281088.3),(79 2304863.8),
(1 23477.61),(2 81501.15),(3 170425.45),(4 283040.8),(5 422601),(6 569185.25),(7 720947.2),(8 874974.25),(9 1018098.06),(10 1156093.3),(11 1291199.5),(12 1428776.4),(13 1556916),(14 1674281.1),(15 1780988.6),(16 1865171.9),(17 1948024.6),(18 2012124.8),(19 2055698.3),(20 2085634.9),(21 2111049.5),(22 2122487.3),(23 2124397),(24 2120412.8),(25 2117771.3),(26 2120314),(27 2123119.8),(28 2119260.5),(29 2114691.5),(30 2092533.1),(31 2069111.3),(32 2032125.8),(33 1993572.1),(34 1958116.1),(35 1924569.6),(36 1890294.1),(37 1876305.1),(38 1866013.8),(39 1860836.1),(40 1864764.5),(41 1867210.5),(42 1879535.6),(43 1890382.3),(44 1893419.5),(45 1889605.1),(46 1878479.6),(47 1866663.6),(48 1846022.4),(49 1828762.9),(50 1813996.4),(51 1807641),(52 1807228.1),(53 1817381.8),(54 1834874.3),(55 1868578.8),(56 1909925.5),(57 1959384.4),(58 2011377.1),(59 2070753.3),(60 2140052.3),(61 2205644.5),(62 2266954.5),(63 2326235.8),(64 2381774.3),(65 2418535),(66 2449683.5),(67 2461736.8),(68 2465856.8),(69 2459297.5),(70 2438070),(71 2406570.5),(72 2375116.3),(73 2341293),(74 2300019.3),(75 2259019.8),(76 2223379),(77 2196866),(78 2171419.3),(79 2153769),
(1 20722.012),(2 69147.19),(3 144092.88),(4 240030.28),(5 361682.88),(6 488728.72),(7 628170.6),(8 771042.6),(9 910473.4),(10 1040699.75),(11 1169039.3),(12 1294999),(13 1407987.3),(14 1499440.1),(15 1576784),(16 1629429),(17 1669892),(18 1708778.9),(19 1739893.1),(20 1763940.6),(21 1788633),(22 1811814.4),(23 1832807.6),(24 1850358.8),(25 1868430.3),(26 1886473.9),(27 1899680.4),(28 1911222.8),(29 1912774.5),(30 1909388.1),(31 1899669.9),(32 1883614.9),(33 1875930.8),(34 1868981.8),(35 1864792.5),(36 1860205.1),(37 1856706.3),(38 1859712.8),(39 1877940.5),(40 1903332),(41 1941129),(42 1987098.9),(43 2029160.1),(44 2066501.6),(45 2089816.6),(46 2111465.3),(47 2119487.8),(48 2128688.8),(49 2138815),(50 2155214.5),(51 2175120.8),(52 2186605.8),(53 2189823.8),(54 2195632.3),(55 2224711.5),(56 2244087.3),(57 2265675.5),(58 2283086),(59 2308694),(60 2333402.5),(61 2360217),(62 2386886.5),(63 2416419.5),(64 2452371),(65 2471455.8),(66 2496898.5),(67 2513767.5),(68 2515921),(69 2516161.5),(70 2500102.3),(71 2477322.8),(72 2464716.8),(73 2446949.5),(74 2423861.5),(75 2391799),(76 2360234.5),(77 2327393),(78 2275230.3),(79 2223047.5),
(1 30552.945),(2 109066.7),(3 234693.36),(4 395983.94),(5 589894.1),(6 790696.1),(7 1003693.9),(8 1210980.1),(9 1403695),(10 1579791.1),(11 1741802.9),(12 1884864.1),(13 2003253),(14 2098485),(15 2177240),(16 2225687),(17 2253931),(18 2275363.8),(19 2282727.5),(20 2282062.8),(21 2268209.8),(22 2241990),(23 2208567),(24 2169269.5),(25 2128591.8),(26 2093503.5),(27 2063317.8),(28 2038859.5),(29 2016564.1),(30 2000101),(31 1987543.4),(32 1985193.1),(33 1990132.3),(34 1997465.1),(35 2004161.4),(36 2009509.8),(37 1998476.8),(38 1993871.8),(39 1986246.5),(40 1977360.8),(41 1973073.1),(42 1967158.4),(43 1964943.4),(44 1971507.5),(45 1977070.3),(46 1986753.9),(47 1998111.4),(48 2023766.3),(49 2070512),(50 2123529.8),(51 2178110),(52 2240084.3),(53 2299723),(54 2346926),(55 2389690.8),(56 2417790.8),(57 2432940.8),(58 2443611),(59 2452430),(60 2451103.5),(61 2459209.3),(62 2464320.5),(63 2477113.3),(64 2497810.8),(65 2515638.8),(66 2528383.5),(67 2546668.3),(68 2555019.8),(69 2559051),(70 2539214),(71 2508347.5),(72 2459962.8),(73 2400589),(74 2332193),(75 2243469.8),(76 2156298.3),(77 2072705),(78 1999892.9),(79 1935395.3),
(1 30780.129),(2 112025.586),(3 242671.56),(4 408426.28),(5 601492.6),(6 798450.6),(7 1004746.1),(8 1199322.4),(9 1374381.9),(10 1529503.8),(11 1663928.3),(12 1770907.3),(13 1856769.4),(14 1915533.6),(15 1955846.4),(16 1984780.1),(17 1997926.1),(18 2012428.8),(19 2017812.6),(20 2027835.4),(21 2038879.8),(22 2049673.5),(23 2055714.9),(24 2064929.4),(25 2074142.1),(26 2087508.5),(27 2111638.5),(28 2137329.3),(29 2153156.3),(30 2146064.8),(31 2138802.5),(32 2130018.8),(33 2109750.5),(34 2087990.4),(35 2058510.6),(36 2024896.5),(37 1985234.1),(38 1951863.3),(39 1920270),(40 1890354.6),(41 1856314.4),(42 1833819.4),(43 1816964.9),(44 1813552.4),(45 1813762.5),(46 1818216.5),(47 1831020.6),(48 1856782.6),(49 1892917.1),(50 1935962.6),(51 1981500.3),(52 2033334.1),(53 2086986.1),(54 2128201.8),(55 2161015.8),(56 2191246.8),(57 2208669),(58 2216640.8),(59 2229154.5),(60 2237129),(61 2251100.3),(62 2263272),(63 2274473.3),(64 2278712.5),(65 2277356),(66 2260105),(67 2245727),(68 2223300.5),(69 2206106.5),(70 2192560.5),(71 2173150.8),(72 2155010.8),(73 2132249.5),(74 2106451.3),(75 2079540.9),(76 2050744),(77 2022200.9),(78 2006595.3),(79 1990696.5),
(1 33647.863),(2 121051.95),(3 254408.14),(4 420717.28),(5 606878.56),(6 790609.6),(7 971107.94),(8 1136500.8),(9 1277958.4),(10 1394921.3),(11 1489349.3),(12 1555398.4),(13 1607035.9),(14 1647334.5),(15 1671311.1),(16 1693093),(17 1706417),(18 1713345.4),(19 1710680.3),(20 1697837.1),(21 1681771.5),(22 1662492.9),(23 1639913.4),(24 1619830.9),(25 1600541.5),(26 1586103.1),(27 1578343.1),(28 1573533.5),(29 1568235.9),(30 1570186.9),(31 1582776.8),(32 1594991),(33 1597589.9),(34 1599739.9),(35 1604441.8),(36 1599382.5),(37 1597382.3),(38 1591362.4),(39 1586849),(40 1588902.1),(41 1599895.3),(42 1620090.6),(43 1648609.9),(44 1680118.3),(45 1717058.4),(46 1759019.6),(47 1805611.8),(48 1857551.5),(49 1912349.6),(50 1962714.8),(51 1990104),(52 2018652.6),(53 2032960.5),(54 2045365.8),(55 2050060.3),(56 2054359.3),(57 2063501.1),(58 2070712.8),(59 2077527),(60 2070434.9),(61 2069573.4),(62 2061552.4),(63 2050703.5),(64 2038963.5),(65 2027624),(66 2009524.3),(67 1992659),(68 1972671),(69 1957891.3),(70 1952253.6),(71 1946041.8),(72 1939854.4),(73 1939692.8),(74 1940605.8),(75 1943549),(76 1949214.4),(77 1944539.4),(78 1941743.6),(79 1939329.6),
(1 27236.586),(2 94386.39),(3 197068.31),(4 324527.56),(5 472822.5),(6 613203.44),(7 750110.2),(8 871073.44),(9 977894.56),(10 1066661.9),(11 1138468.5),(12 1199842.1),(13 1245138.9),(14 1285433),(15 1312699.4),(16 1334156.3),(17 1345224),(18 1356858.6),(19 1366154.1),(20 1374296.3),(21 1379146.9),(22 1390345.9),(23 1403858.4),(24 1414953.3),(25 1434936),(26 1457889.3),(27 1479624),(28 1503511.5),(29 1524275.6),(30 1542297),(31 1552061.8),(32 1551384),(33 1536655.6),(34 1514791.5),(35 1491431.3),(36 1464628.4),(37 1441732.3),(38 1419305.8),(39 1403491.6),(40 1400293.1),(41 1408046),(42 1425184.9),(43 1451258.1),(44 1479701.6),(45 1512683.5),(46 1541611.8),(47 1569346.6),(48 1588529.5),(49 1604477.8),(50 1609233.8),(51 1608179.3),(52 1615180.6),(53 1625957.4),(54 1645145.3),(55 1677335.4),(56 1712512),(57 1753994.1),(58 1799020.3),(59 1841264.5),(60 1875522.5),(61 1914297.6),(62 1952621.9),(63 1989521.6),(64 2024313),(65 2060765.9),(66 2089018.1),(67 2110484.3),(68 2126282.3),(69 2145601.5),(70 2163567),(71 2158845.5),(72 2162013),(73 2158032),(74 2151411.5),(75 2136999.8),(76 2119140),(77 2096735.8),(78 2075381.1),(79 2053120),
(1 30288.469),(2 105518.28),(3 220380.16),(4 360433.44),(5 522624.25),(6 671798.44),(7 812309.9),(8 936096.25),(9 1036585.06),(10 1119299),(11 1188872.9),(12 1252596.8),(13 1308513.4),(14 1352760),(15 1383843.5),(16 1409457.3),(17 1423408.9),(18 1424279),(19 1419242.5),(20 1407374.9),(21 1392983.6),(22 1380548.8),(23 1371932.8),(24 1361893.5),(25 1353995.5),(26 1348022.8),(27 1341255.5),(28 1333553.8),(29 1327816.1),(30 1315508),(31 1300713),(32 1279743.4),(33 1259106.9),(34 1232632.8),(35 1212790.4),(36 1194506.3),(37 1192458.5),(38 1204828.8),(39 1233996.5),(40 1280186.4),(41 1337842.3),(42 1398718.1),(43 1463656),(44 1518193.9),(45 1560548.3),(46 1592484.8),(47 1613304.4),(48 1623738.5),(49 1629001.3),(50 1629373.5),(51 1624436.6),(52 1624515.1),(53 1629352.8),(54 1645710.8),(55 1670752),(56 1693510.5),(57 1719236),(58 1739458.4),(59 1759322.5),(60 1780658.1),(61 1806186.9),(62 1833552.8),(63 1861788.1),(64 1888103),(65 1905161.3),(66 1910721.9),(67 1901159.8),(68 1890166.3),(69 1874812.4),(70 1870907.8),(71 1865809.5),(72 1875140.8),(73 1877411.5),(74 1884239.5),(75 1893463),(76 1901132.3),(77 1911028),(78 1921911.8),(79 1929389.1),
(1 28329.346),(2 100692.43),(3 208707.95),(4 337886.53),(5 479780.66),(6 609352.75),(7 725539.4),(8 822641.4),(9 904272.94),(10 970361.75),(11 1030536.44),(12 1082663.1),(13 1134399.8),(14 1181161.1),(15 1231680),(16 1284298.4),(17 1334910.9),(18 1372380.3),(19 1398342.4),(20 1414346.1),(21 1419637.9),(22 1413731.6),(23 1408642),(24 1399456.3),(25 1387430.4),(26 1371065.8),(27 1354398.6),(28 1338101.5),(29 1315178.3),(30 1288348.9),(31 1266337.3),(32 1250361.6),(33 1244318),(34 1249071.4),(35 1265252.6),(36 1283261.5),(37 1320545.4),(38 1362636.8),(39 1413919.1),(40 1463480.5),(41 1504976.6),(42 1534169.5),(43 1555700.6),(44 1567825.1),(45 1572064.9),(46 1565288.5),(47 1559186.6),(48 1560598),(49 1578261.8),(50 1596395.8),(51 1624991.1),(52 1656152.3),(53 1690520.4),(54 1726227.3),(55 1763748),(56 1799641.9),(57 1830637.4),(58 1859515.6),(59 1883622.9),(60 1900651.3),(61 1919838.9),(62 1924576.4),(63 1914756.5),(64 1900646.5),(65 1879385.5),(66 1857341.9),(67 1837066.8),(68 1819185.3),(69 1814530.6),(70 1813544),(71 1816114.8),(72 1827285.4),(73 1845029.3),(74 1870547.5),(75 1903709.3),(76 1949559.8),(77 1999882.8),(78 2040832.3),(79 2072258.6),
(1 26195.242),(2 92125.625),(3 192767.63),(4 310178.63),(5 438201.72),(6 557351.9),(7 667732.44),(8 760361.94),(9 836630.56),(10 892110.3),(11 932816.75),(12 962814.6),(13 993293.7),(14 1029132.7),(15 1072786.8),(16 1117775.3),(17 1166452.1),(18 1207615.1),(19 1238178.3),(20 1259593.6),(21 1275876.8),(22 1292207.8),(23 1305739.6),(24 1309225.6),(25 1313298.5),(26 1310351.1),(27 1303305.1),(28 1287758.8),(29 1267354.5),(30 1244946.3),(31 1223647.1),(32 1210439.1),(33 1201653.8),(34 1201701.5),(35 1211047),(36 1227093.3),(37 1254487.4),(38 1286105.1),(39 1323948.1),(40 1357087.1),(41 1378136.8),(42 1387769.9),(43 1384207.8),(44 1375076.8),(45 1364022.6),(46 1352338.8),(47 1340247),(48 1325142.1),(49 1313013),(50 1300993.6),(51 1292623.1),(52 1292865.3),(53 1299440.8),(54 1318141.4),(55 1350798.3),(56 1383681.1),(57 1414608.3),(58 1440346.8),(59 1457343.4),(60 1473194),(61 1484610),(62 1487059.6),(63 1485304.6),(64 1471696),(65 1448922.1),(66 1423784.6),(67 1402293),(68 1388668.6),(69 1384306),(70 1382244.6),(71 1388262.5),(72 1405778.5),(73 1426718.9),(74 1446741.9),(75 1469164.6),(76 1483260.6),(77 1487874.6),(78 1493775.9),(79 1495235.8),
(1 27279.586),(2 94595.38),(3 192084.19),(4 305292.84),(5 429434.88),(6 543550.3),(7 645569.5),(8 732797.6),(9 807123),(10 856325.5),(11 895368.94),(12 921934.75),(13 944315.7),(14 967277.44),(15 984688),(16 994577.9),(17 998352.44),(18 983881.3),(19 964273.75),(20 949983.9),(21 946734),(22 949916.44),(23 961763.44),(24 973755.56),(25 984990.25),(26 991218.3),(27 990502.1),(28 988057.75),(29 980153.1),(30 970876.44),(31 965575),(32 963860.44),(33 968683.3),(34 980392.44),(35 1002493.56),(36 1034757.56),(37 1078114.9),(38 1120939.1),(39 1156232.8),(40 1184895),(41 1202577.8),(42 1211439.5),(43 1216757.5),(44 1223119.8),(45 1240479.5),(46 1268314),(47 1302040),(48 1338603.9),(49 1372155.8),(50 1395450.1),(51 1410123.4),(52 1414538.5),(53 1417381.5),(54 1417200.9),(55 1415624.5),(56 1410805.4),(57 1407260.8),(58 1404730.3),(59 1413063.5),(60 1426602.9),(61 1448701.5),(62 1474165.9),(63 1502054.5),(64 1527246.8),(65 1542708.9),(66 1550603.5),(67 1553831.5),(68 1549721.8),(69 1540876.3),(70 1527409.3),(71 1519211.8),(72 1505863),(73 1493264.4),(74 1482242),(75 1478499.4),(76 1475317.1),(77 1475155.5),(78 1478689),(79 1481086.4),
(1 27056.707),(2 94552.805),(3 190638.2),(4 302956.5),(5 424751.25),(6 536875.2),(7 637114.06),(8 722538.06),(9 791759.44),(10 844093),(11 886668.94),(12 915501.9),(13 937934.1),(14 950640.8),(15 949071.44),(16 933510.9),(17 909956),(18 881460.8),(19 857555.44),(20 844407.25),(21 846231),(22 857244.4),(23 869843.75),(24 885998.8),(25 901845.75),(26 916151.94),(27 927339.25),(28 933713.56),(29 938195),(30 934401.9),(31 930579.2),(32 928222.44),(33 927973.5),(34 927671.8),(35 930424.75),(36 936328.6),(37 956677.2),(38 978503.8),(39 1006824.75),(40 1030523),(41 1052048.5),(42 1071216.4),(43 1099002.4),(44 1125692.4),(45 1155875),(46 1181192.9),(47 1199577.3),(48 1209845.6),(49 1203156.8),(50 1192912.1),(51 1176601.3),(52 1165395.8),(53 1165762.8),(54 1175643.1),(55 1183434.1),(56 1194942.5),(57 1205221.4),(58 1210716.3),(59 1212175.5),(60 1209939.9),(61 1200566.9),(62 1187755),(63 1175445.5),(64 1160919.1),(65 1149069.1),(66 1140641.9),(67 1138798.4),(68 1138871.3),(69 1142513.3),(70 1143945.6),(71 1147181.5),(72 1142685.4),(73 1136994.9),(74 1129738.8),(75 1130436.5),(76 1131329.4),(77 1136451.3),(78 1146601.6),(79 1158340.9),
(1 26177.975),(2 92339.2),(3 187788.33),(4 297342.8),(5 410450.34),(6 509694.53),(7 594216.7),(8 662843.94),(9 713027.94),(10 747982.1),(11 770315.4),(12 785384.4),(13 798270.94),(14 809237.1),(15 816266.7),(16 814844.2),(17 810354.75),(18 805777),(19 805346.7),(20 813496.2),(21 828694.1),(22 850059.8),(23 869834.9),(24 887389),(25 902402.06),(26 917363.56),(27 925963.94),(28 927185.5),(29 928592.8),(30 924399.75),(31 923987.75),(32 926995.1),(33 932773.06),(34 948289.06),(35 972778.7),(36 1000447.44),(37 1033708.25),(38 1067574.9),(39 1106305.8),(40 1142586.9),(41 1172564),(42 1195638.3),(43 1209902.6),(44 1210083),(45 1198670.3),(46 1182559.3),(47 1163834.1),(48 1146615.5),(49 1131025.3),(50 1112861.1),(51 1091926),(52 1081360.9),(53 1074879.6),(54 1079823.9),(55 1086062),(56 1101434.3),(57 1117126.3),(58 1139906.6),(59 1164707.5),(60 1189659.9),(61 1203949.6),(62 1210771.3),(63 1215143),(64 1214348.8),(65 1208731.3),(66 1201014.3),(67 1195378.6),(68 1192247.3),(69 1190162.8),(70 1196542.6),(71 1200534.9),(72 1203616.5),(73 1204671.6),(74 1212784.1),(75 1220450.1),(76 1223806.9),(77 1220592.3),(78 1214230.3),(79 1199936.5),
(1 26715.111),(2 93830.78),(3 188413.17),(4 293528.6),(5 396822),(6 480463.8),(7 549679.6),(8 601328.44),(9 645763.44),(10 683395.8),(11 711505.4),(12 734781.9),(13 757564.2),(14 777939.56),(15 797072.9),(16 811652.06),(17 823826.4),(18 833535.4),(19 845417.5),(20 863934.4),(21 882892.56),(22 900027.94),(23 917665.6),(24 935548.7),(25 952478.06),(26 969737.7),(27 978129),(28 978178.4),(29 965692.06),(30 946292.6),(31 935902.94),(32 927123.94),(33 921988.4),(34 920421.3),(35 921085.3),(36 919523.2),(37 919650.06),(38 932571.75),(39 956049.5),(40 991232.44),(41 1034591),(42 1073268.3),(43 1107005.4),(44 1128711.8),(45 1146759.3),(46 1157985.4),(47 1168829.4),(48 1184020.3),(49 1200940.6),(50 1217804.4),(51 1231665.6),(52 1245909.8),(53 1263106.8),(54 1280343.5),(55 1293408.9),(56 1308008.5),(57 1322019.8),(58 1334997),(59 1343928.8),(60 1346309.9),(61 1346125.8),(62 1341944.3),(63 1339025.1),(64 1330610.3),(65 1315175.5),(66 1297232.1),(67 1271105.6),(68 1247269.8),(69 1223587.3),(70 1208825),(71 1197963),(72 1189788.8),(73 1183846.8),(74 1178511.5),(75 1174074.9),(76 1172512.4),(77 1173456),(78 1179492.8),(79 1187471.3),
(1 29844.71),(2 105667.06),(3 213588.9),(4 333013.63),(5 451356.94),(6 545867.1),(7 621958.7),(8 679045.94),(9 718739.44),(10 745395.3),(11 764508.9),(12 783707.56),(13 804292),(14 823635.5),(15 839062.7),(16 849649.7),(17 860496.2),(18 871716.56),(19 886745.1),(20 901559.06),(21 922853.3),(22 943718.75),(23 964093.44),(24 981556.56),(25 994333.9),(26 1001478.7),(27 996082.1),(28 989908.2),(29 985247.44),(30 984225.3),(31 990241.8),(32 1000861.5),(33 1012812.2),(34 1020264.75),(35 1018442.2),(36 1004774.7),(37 985047.06),(38 966425.9),(39 955933.3),(40 952588.1),(41 951316.56),(42 953592.4),(43 951051.8),(44 944069.3),(45 938136.75),(46 938483.3),(47 948169.9),(48 960492.2),(49 976651.25),(50 994425.8),(51 1012453.1),(52 1024560.56),(53 1039873.06),(54 1058133.6),(55 1072447.4),(56 1089050.3),(57 1102659),(58 1115604.3),(59 1124890.5),(60 1128857.4),(61 1132925),(62 1129250.9),(63 1130763.8),(64 1129773),(65 1131232.8),(66 1134013.1),(67 1135628.6),(68 1137660.9),(69 1137934.5),(70 1143081.8),(71 1147420.3),(72 1146127.3),(73 1131874.6),(74 1117229.8),(75 1102296.6),(76 1091163.8),(77 1080339.4),(78 1074616.5),(79 1069458.5),
