1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58182.285),(2 171378.61),(3 350578.9),(4 560426.3),(5 804926.2),(6 1124304),(7 1494385.1),(8 1945382.5),(9 2449869.3),(10 3003528.8),(11 3653623.3),(12 4355476),(13 5074533),(14 5713577.5),(15 6347529.5),(16 6968638),(17 7636390.5),(18 8303604),(19 8890355),(20 9475255),(21 10162501),(22 10773461),(23 11394337),(24 12101005),(25 12888469),(26 13821485),(27 15180680),(28 16228136),(29 17510082),(30 18988170),(31 20677318),(32 22314720),(33 24175590),(34 26366502),(35 28621570),(36 31317352),(37 33387840),(38 36218704),(39 38546090),(40 41333080),(41 44370916),(42 47526624),(43 50658656),(44 53342612),(45 56272190),(46 58798476),(47 61720428),(48 63800800),(49 66125730),(50 68486350),(51 70628330),(52 73071810),(53 75132616),(54 77252696),(55 78684104),(56 79954020),(57 80703040),(58 81658070),(59 82156710),(60 83010760),(61 83704540),(62 84121730),(63 84469850),(64 84843140),(65 85890230),(66 86578790),(67 87662180),(68 89012580),(69 90792100),(70 92484360),(71 94224170),(72 95831870),(73 97333090),(74 98674590),(75 99956856),(76 101244710),(77 102681320),(78 104132570),(79 105434440),
(1 134061.39),(2 430426.2),(3 893496.8),(4 1455976.6),(5 2097052.5),(6 2758423.5),(7 3409407.8),(8 4041634.8),(9 4626340),(10 5210289.5),(11 5725478),(12 6204453.5),(13 6653002.5),(14 7066154.5),(15 7454853.5),(16 7806873),(17 8129731.5),(18 8434464),(19 8742512),(20 9066687),(21 9363406),(22 9653917),(23 9872118),(24 10089328),(25 10182323),(26 10230138),(27 10199013),(28 10116141),(29 10013737),(30 9773612),(31 9562701),(32 9232264),(33 8971546),(34 8656848),(35 8377305.5),(36 8123972),(37 7893865),(38 7742505),(39 7552663.5),(40 7471676),(41 7356850),(42 7330742.5),(43 7324399.5),(44 7320662.5),(45 7372357.5),(46 7409586),(47 7515713.5),(48 7646096),(49 7804022.5),(50 8049704.5),(51 8307983.5),(52 8668688),(53 9024445),(54 9386351),(55 9738531),(56 10102381),(57 10484154),(58 10851583),(59 11242487),(60 11569969),(61 11875034),(62 12113082),(63 12318664),(64 12449550),(65 12548712),(66 12563268),(67 12489857),(68 12315652),(69 12064782),(70 11733273),(71 11368289),(72 10949536),(73 10536580),(74 10120707),(75 9723706),(76 9356643),(77 9044670),(78 8772561),(79 8552371),
(1 136516.08),(2 445131.5),(3 928959.8),(4 1504499.4),(5 2179450.5),(6 2866289.3),(7 3594628.8),(8 4279990.5),(9 4921822),(10 5524424.5),(11 6035710.5),(12 6491078.5),(13 6883835.5),(14 7235698.5),(15 7528253.5),(16 7779358.5),(17 7988382),(18 8183846.5),(19 8350530),(20 8534077),(21 8713459),(22 8917189),(23 9103513),(24 9265315),(25 9348321),(26 9393924),(27 9386349),(28 9363980),(29 9345680),(30 9280647),(31 9235585),(32 9140098),(33 9127579),(34 9068588),(35 9009739),(36 8925329),(37 8811015),(38 8737244),(39 8589531),(40 8523521),(41 8390940),(42 8342133.5),(43 8255009.5),(44 8208384),(45 8154878.5),(46 8083717.5),(47 8042344.5),(48 8028270.5),(49 7982130.5),(50 8021669.5),(51 8010276.5),(52 8097380),(53 8177206.5),(54 8270994.5),(55 8409556),(56 8553716),(57 8833143),(58 9023947),(59 9416748),(60 9694246),(61 10030681),(62 10267377),(63 10487021),(64 10570445),(65 10580206),(66 10464801),(67 10306638),(68 10037746),(69 9741153),(70 9422703),(71 9150097),(72 8954701),(73 8787099),(74 8709566),(75 8664073),(76 8709233),(77 8796561),(78 8914579),(79 9048555),
(1 136344.83),(2 441112.4),(3 915175.06),(4 1464469.8),(5 2095718.8),(6 2735127),(7 3373456),(8 3978877.5),(9 4542500),(10 5084549),(11 5543797),(12 5972720.5),(13 6356877),(14 6695250),(15 6990882.5),(16 7257575.5),(17 7485213.5),(18 7680602),(19 7836526.5),(20 7962690.5),(21 8055168),(22 8123393.5),(23 8169972),(24 8192800),(25 8167417.5),(26 8132694.5),(27 8065661.5),(28 7973870),(29 7855383.5),(30 7685863.5),(31 7521149.5),(32 7295874.5),(33 7083554.5),(34 6823038.5),(35 6588967.5),(36 6370943.5),(37 6176255.5),(38 6008514),(39 5889542),(40 5811286),(41 5856117),(42 5888426),(43 6046098),(44 6171346),(45 6355357.5),(46 6545803.5),(47 6734009.5),(48 6982265.5),(49 7088704),(50 7286020.5),(51 7332435),(52 7456850),(53 7491902),(54 7582170),(55 7668676),(56 7821653),(57 8019470.5),(58 8232869),(59 8525305),(60 8798362),(61 9062522),(62 9198172),(63 9271826),(64 9243382),(65 9175032),(66 9058359),(67 8911693),(68 8706136),(69 8450133),(70 8199069.5),(71 7967911.5),(72 7812901),(73 7707865),(74 7670612.5),(75 7657385.5),(76 7663382),(77 7672756),(78 7698576.5),(79 7723068),
(1 128103.9),(2 410028.84),(3 838990.75),(4 1340789.3),(5 1876985.3),(6 2465195),(7 3050243.5),(8 3659197.5),(9 4277110),(10 4838686),(11 5364217),(12 5807662.5),(13 6203476.5),(14 6501419),(15 6736388.5),(16 6953456.5),(17 7113108.5),(18 7319157),(19 7502537),(20 7746605),(21 7958288.5),(22 8215025.5),(23 8422723),(24 8668734),(25 8812983),(26 8958484),(27 9056384),(28 9128445),(29 9111571),(30 9034630),(31 8845737),(32 8658816),(33 8335424),(34 8104933),(35 7766209.5),(36 7508686.5),(37 7269741),(38 7049083),(39 6980201.5),(40 6788678.5),(41 6887963.5),(42 6791922),(43 6956491.5),(44 6955335.5),(45 7083454.5),(46 7169430),(47 7248180.5),(48 7363198),(49 7317428),(50 7388302),(51 7342470.5),(52 7409692),(53 7419053),(54 7476372.5),(55 7486797.5),(56 7541808.5),(57 7570356),(58 7648368),(59 7648190),(60 7703602),(61 7696210),(62 7669575),(63 7592192),(64 7480923.5),(65 7380038),(66 7255298),(67 7118094.5),(68 6989730),(69 6879252),(70 6867561),(71 6907194),(72 7060866),(73 7226152.5),(74 7432358),(75 7649727.5),(76 7856214),(77 8032128),(78 8169610),(79 8277618.5),
(1 118393.91),(2 378592.6),(3 766062.94),(4 1198194.1),(5 1656241.1),(6 2138043.3),(7 2626817),(8 3132233.3),(9 3621693),(10 4082505),(11 4510912.5),(12 4853070),(13 5129947.5),(14 5336858),(15 5490121.5),(16 5662432),(17 5824275),(18 5998850),(19 6139052),(20 6281096.5),(21 6384477.5),(22 6467014),(23 6541940.5),(24 6634582.5),(25 6741171),(26 6868972.5),(27 6989677),(28 7156962),(29 7235861.5),(30 7284718),(31 7256319),(32 7172804.5),(33 7093356.5),(34 6970318),(35 6853517.5),(36 6723938.5),(37 6587219),(38 6474338),(39 6298823.5),(40 6205594.5),(41 6031223.5),(42 5935234.5),(43 5881021.5),(44 5854796.5),(45 5928783.5),(46 5997007.5),(47 6069842),(48 6122556),(49 6201813.5),(50 6299369),(51 6413119),(52 6559843),(53 6662932.5),(54 6748597.5),(55 6783776),(56 6795243.5),(57 6742152.5),(58 6679768.5),(59 6660391.5),(60 6576639),(61 6563469),(62 6473475.5),(63 6419503.5),(64 6328528.5),(65 6298950),(66 6212975),(67 6136762),(68 6078644.5),(69 6041872.5),(70 6061372),(71 6030679),(72 6062487),(73 6046601.5),(74 6073753.5),(75 6071733.5),(76 6078267.5),(77 6090402.5),(78 6082316),(79 6083388.5),
(1 116978.92),(2 384768.94),(3 775900.56),(4 1222546.1),(5 1713064.1),(6 2218423.5),(7 2735367.5),(8 3253795.5),(9 3762983.3),(10 4264298.5),(11 4734839),(12 5128166),(13 5486712.5),(14 5776463),(15 5973487),(16 6119628.5),(17 6163445.5),(18 6174527),(19 6092625),(20 6027307.5),(21 5917434.5),(22 5866485.5),(23 5825635),(24 5870895),(25 5923571),(26 6050825),(27 6135979),(28 6321733.5),(29 6439607),(30 6603531.5),(31 6669162),(32 6741324.5),(33 6762416),(34 6740832.5),(35 6685638.5),(36 6595578.5),(37 6469689.5),(38 6326025.5),(39 6150816),(40 6035529.5),(41 5891773.5),(42 5827168.5),(43 5799967.5),(44 5815851),(45 5832654),(46 5803603),(47 5780074),(48 5669753.5),(49 5577902),(50 5373723.5),(51 5208621.5),(52 5014875),(53 4835121),(54 4687879.5),(55 4553715),(56 4459091.5),(57 4389033.5),(58 4395486.5),(59 4474280.5),(60 4580854.5),(61 4732590.5),(62 4857189),(63 4959632),(64 5013269.5),(65 5068270.5),(66 5047566),(67 5023924.5),(68 4974024),(69 4939538),(70 4935931.5),(71 4918830),(72 4945060.5),(73 4947976.5),(74 5006902),(75 5035418.5),(76 5035099.5),(77 4988976.5),(78 4921232),(79 4850082.5),
(1 99234.56),(2 310096.03),(3 615327.25),(4 950337.94),(5 1305111.6),(6 1633887.4),(7 1954892.6),(8 2258521.3),(9 2543326),(10 2832640.5),(11 3108907.3),(12 3343665.5),(13 3556555),(14 3762946.5),(15 3923992.5),(16 4043577.5),(17 4132671.5),(18 4198728.5),(19 4231015),(20 4277481),(21 4316376),(22 4356718),(23 4387850.5),(24 4418129.5),(25 4424948.5),(26 4443564),(27 4477848.5),(28 4489781),(29 4522263.5),(30 4467571.5),(31 4462027.5),(32 4371155),(33 4333174.5),(34 4222559),(35 4149008.5),(36 4066686),(37 3984506.3),(38 3934484.8),(39 3917144.3),(40 3926711),(41 3988541.8),(42 4039074.8),(43 4112122.3),(44 4143882.8),(45 4176717.5),(46 4189424),(47 4205496.5),(48 4160400.3),(49 4133731.5),(50 4046485.8),(51 4004628.3),(52 3975040),(53 3936137.8),(54 3933483.8),(55 3908562.3),(56 3910283),(57 3941809),(58 4010064.5),(59 4111215),(60 4183271.5),(61 4250103.5),(62 4280101.5),(63 4291879),(64 4290904),(65 4278271.5),(66 4248661),(67 4221002),(68 4214137),(69 4214157),(70 4226241.5),(71 4212647),(72 4221291),(73 4213668.5),(74 4221835.5),(75 4220002),(76 4175879.3),(77 4109589),(78 4032575.8),(79 3967293),
(1 115086.164),(2 372240.2),(3 760004.44),(4 1204365.9),(5 1671445),(6 2118625),(7 2534010),(8 2926053.5),(9 3265614.8),(10 3563564.3),(11 3838319),(12 4056089),(13 4242245.5),(14 4391607.5),(15 4480899.5),(16 4553404.5),(17 4619445.5),(18 4704969.5),(19 4767274.5),(20 4846382),(21 4906534),(22 4981189.5),(23 5032705.5),(24 5082393),(25 5108802),(26 5133309.5),(27 5145408),(28 5112229),(29 5042850.5),(30 4949504),(31 4764181.5),(32 4582259.5),(33 4319815),(34 4156933.8),(35 3969428.3),(36 3864545),(37 3821881.8),(38 3756781.5),(39 3842101.8),(40 3786276.3),(41 3889081),(42 3854728.3),(43 3894783.3),(44 3818080.3),(45 3757278.5),(46 3649860),(47 3529965.5),(48 3419250.3),(49 3293082.8),(50 3223606),(51 3184807.3),(52 3231725.8),(53 3324255.8),(54 3469072),(55 3611914.5),(56 3784317),(57 3923161.5),(58 4079977.8),(59 4234317.5),(60 4374318.5),(61 4497657),(62 4596560.5),(63 4680552),(64 4740647.5),(65 4754019.5),(66 4745611),(67 4730919),(68 4718137),(69 4667198.5),(70 4639766),(71 4589969),(72 4574934),(73 4519394.5),(74 4474699.5),(75 4422805.5),(76 4388328),(77 4365124),(78 4371853),(79 4375192),
(1 108060.95),(2 345712.38),(3 708608.06),(4 1117270.8),(5 1567511.6),(6 2001110.8),(7 2418790.3),(8 2797931.3),(9 3114601.5),(10 3380686),(11 3582965.8),(12 3723906.5),(13 3836749.8),(14 3898996.3),(15 3920827),(16 3911720),(17 3865755.8),(18 3834951.5),(19 3813944),(20 3828811),(21 3874678.5),(22 3964429.3),(23 4057107.5),(24 4163511.5),(25 4272102),(26 4346064),(27 4390460.5),(28 4402352.5),(29 4333121),(30 4219959),(31 4035992.5),(32 3863218),(33 3651376.5),(34 3489885.3),(35 3303499.3),(36 3177694.5),(37 3100738),(38 3058975.5),(39 3090870),(40 3147149.5),(41 3237345),(42 3348602),(43 3444581.8),(44 3529373.5),(45 3591961),(46 3605839),(47 3617691.8),(48 3616831.5),(49 3603315.5),(50 3623647),(51 3634957),(52 3707866.5),(53 3781557),(54 3869758.5),(55 3966723),(56 4035060.8),(57 4114135.5),(58 4126299.3),(59 4201400.5),(60 4177484),(61 4178466.5),(62 4128761.8),(63 4105995),(64 4041905.3),(65 3985281),(66 3896659.5),(67 3830544.8),(68 3756723.5),(69 3700434),(70 3692914.3),(71 3667819.8),(72 3690078.3),(73 3690260.8),(74 3731715.3),(75 3739617),(76 3753416.5),(77 3743396.5),(78 3711487.5),(79 3669199.5),
(1 116412.59),(2 365220.5),(3 749897.75),(4 1177059.6),(5 1635846),(6 2078771.9),(7 2484648.3),(8 2849868),(9 3158379.8),(10 3395678.3),(11 3571503.5),(12 3670334.3),(13 3725009.8),(14 3744010),(15 3741988.8),(16 3733786.8),(17 3712535.3),(18 3718962.5),(19 3761465),(20 3852485.5),(21 3981456),(22 4122842.8),(23 4298879),(24 4455763.5),(25 4617720),(26 4724193.5),(27 4773115.5),(28 4788630),(29 4742589),(30 4713641),(31 4616825),(32 4550870.5),(33 4440422.5),(34 4329905),(35 4218073.5),(36 4095514.5),(37 4007680.8),(38 3945812.3),(39 3899375.5),(40 3890008.3),(41 3845552.5),(42 3809977),(43 3758582.5),(44 3684982.5),(45 3633153.8),(46 3563028.8),(47 3520561.5),(48 3490038.5),(49 3491476),(50 3545147.8),(51 3571729.3),(52 3662521),(53 3727697.8),(54 3823329.8),(55 3859905.8),(56 3886848.8),(57 3881398.5),(58 3886039.3),(59 3913111.3),(60 3911227.8),(61 3913162.5),(62 3896551),(63 3918662),(64 3921952),(65 3928770.5),(66 3904102),(67 3904904.8),(68 3915002.5),(69 3946096.8),(70 3984131.5),(71 4033469),(72 4110469.5),(73 4175108.3),(74 4254804),(75 4299195),(76 4339865),(77 4356131),(78 4345725.5),(79 4304608.5),
(1 120031.46),(2 379448.06),(3 771535.6),(4 1215504.9),(5 1693607.9),(6 2135058),(7 2536960.5),(8 2883002.5),(9 3163317),(10 3389755),(11 3553409.8),(12 3649363.8),(13 3693378.5),(14 3709516.8),(15 3693795.8),(16 3670998.8),(17 3635327.3),(18 3606039.3),(19 3580902.3),(20 3586115.5),(21 3582354.8),(22 3594310.8),(23 3602419.8),(24 3603436),(25 3619215),(26 3643190),(27 3690933.5),(28 3777648),(29 3829588.5),(30 3929179.5),(31 3961482.5),(32 4073490.3),(33 4127379.3),(34 4207215.5),(35 4259728.5),(36 4314790.5),(37 4375053.5),(38 4367824),(39 4337624),(40 4245165),(41 4082901.5),(42 3864235),(43 3643797),(44 3401743.5),(45 3208953.5),(46 3040229),(47 2916241.3),(48 2876435.8),(49 2863326.5),(50 2952610.8),(51 3001456.5),(52 3095412.5),(53 3119242),(54 3155958.8),(55 3155354.5),(56 3177869.8),(57 3210146.3),(58 3274182.3),(59 3367814.8),(60 3445072.8),(61 3541401),(62 3611323.8),(63 3693733.5),(64 3739462.3),(65 3803603.8),(66 3845188),(67 3880474),(68 3909987.8),(69 3925416.3),(70 3962324.5),(71 3990640.5),(72 4054192),(73 4114169.5),(74 4195217),(75 4237492.5),(76 4249082.5),(77 4224416),(78 4178117),(79 4123462),
(1 113488.43),(2 341756.8),(3 670382.9),(4 1018310.1),(5 1394103.1),(6 1728111.8),(7 2051506),(8 2345974.5),(9 2632821.5),(10 2900455.5),(11 3138908.3),(12 3341195.5),(13 3522339.3),(14 3675076.3),(15 3803871.5),(16 3917709.3),(17 3999497),(18 4076769),(19 4111488),(20 4147773.3),(21 4136647.5),(22 4113789.8),(23 4030772.5),(24 3954333.8),(25 3872909),(26 3816257.3),(27 3779000.5),(28 3752073.3),(29 3719821.5),(30 3753145.8),(31 3742699.5),(32 3849753),(33 3841865.3),(34 3909836),(35 3889867),(36 3901711),(37 3898113.8),(38 3818175),(39 3785885.3),(40 3628159.5),(41 3556406.3),(42 3374333.5),(43 3243433),(44 3097108.3),(45 3020056),(46 2972860),(47 2974696),(48 3005568.5),(49 3029649),(50 3064764.8),(51 3061227.8),(52 3066968.8),(53 3041306.5),(54 3032576.8),(55 3025903.5),(56 3061627.5),(57 3126367),(58 3193009.3),(59 3269484),(60 3315454.3),(61 3334027),(62 3344918.3),(63 3346925.8),(64 3350505),(65 3375658.5),(66 3404448.8),(67 3446813),(68 3499848.5),(69 3542291),(70 3641439.5),(71 3705802),(72 3807276),(73 3876795),(74 3963026.8),(75 4005937.8),(76 4022271),(77 4038387.5),(78 4032185.8),(79 4036536.5),
(1 110254.69),(2 341300.6),(3 669067),(4 1027857.3),(5 1400070),(6 1744106.4),(7 2047245.6),(8 2318481.8),(9 2556843.3),(10 2751002.5),(11 2898671),(12 3003391),(13 3081366),(14 3137476.8),(15 3174208.8),(16 3209808.3),(17 3237627.3),(18 3284559.8),(19 3308937.8),(20 3298979),(21 3263036.8),(22 3206191.3),(23 3158111.3),(24 3095712.5),(25 3072958.3),(26 3050189.5),(27 3047796.8),(28 3086895),(29 3128885.3),(30 3219870.5),(31 3271522.3),(32 3336480.3),(33 3379814.8),(34 3410205.8),(35 3413396.8),(36 3395097.3),(37 3332370.5),(38 3263067.5),(39 3165798.3),(40 3049061.5),(41 2958330.5),(42 2832879),(43 2773602.5),(44 2677255.8),(45 2653833.8),(46 2649596),(47 2661951.3),(48 2732968),(49 2750888.8),(50 2830707.8),(51 2849828),(52 2907155),(53 2917351),(54 2933821.8),(55 2927615),(56 2914208),(57 2881527.8),(58 2827591),(59 2760895),(60 2693569.3),(61 2622900),(62 2573384.3),(63 2550053.3),(64 2556487.8),(65 2622076.3),(66 2711139.5),(67 2826446.3),(68 2939026.3),(69 3023778.8),(70 3096131.3),(71 3148865.5),(72 3190889),(73 3199178),(74 3183556),(75 3147455.8),(76 3088957.8),(77 3025358.3),(78 2971928.8),(79 2949395.3),
(1 104800.34),(2 330251.78),(3 642137.44),(4 977869.7),(5 1312111.9),(6 1622613.1),(7 1891595),(8 2134601.5),(9 2344775),(10 2504211.3),(11 2641742.5),(12 2752529.5),(13 2846781.3),(14 2932497.8),(15 2998941.3),(16 3056401),(17 3130389.8),(18 3203975.8),(19 3257266.8),(20 3257445.8),(21 3207090.3),(22 3130101.8),(23 3063838.5),(24 2995623.8),(25 2967723.3),(26 2947269.3),(27 2958458.3),(28 3000749.8),(29 3026868.3),(30 3092880.3),(31 3128058),(32 3155434),(33 3138038.8),(34 3077905.5),(35 2989470.3),(36 2907048),(37 2835700),(38 2779783.8),(39 2757801.3),(40 2729397),(41 2754669.8),(42 2761376.3),(43 2809249),(44 2821898.3),(45 2839377.5),(46 2850479),(47 2823007.3),(48 2798960.3),(49 2731133.3),(50 2702815),(51 2637461.3),(52 2613140.5),(53 2549418.8),(54 2499033.3),(55 2435046.8),(56 2401260.5),(57 2364486),(58 2330630.5),(59 2313671.5),(60 2302256),(61 2310824.3),(62 2335617.5),(63 2392971.8),(64 2471863),(65 2578652.8),(66 2694351.3),(67 2814518.5),(68 2918797.3),(69 2975693.3),(70 3030521.5),(71 3051210.8),(72 3073590.8),(73 3067449),(74 3071222),(75 3045645.5),(76 3008586.3),(77 2942222.8),(78 2877239),(79 2821292.3),
(1 113931.95),(2 354995.5),(3 699298.9),(4 1062423.3),(5 1430129.8),(6 1751461.5),(7 2037767.9),(8 2281153.3),(9 2488453.3),(10 2643928.3),(11 2756782.8),(12 2811627),(13 2853894),(14 2881171.3),(15 2879394.8),(16 2870247.8),(17 2847333.8),(18 2831397.3),(19 2790796.3),(20 2729006.8),(21 2643267.3),(22 2552171),(23 2483206.5),(24 2412929.3),(25 2389547),(26 2362193.5),(27 2371461.8),(28 2399918.3),(29 2408599),(30 2454269.8),(31 2454343.8),(32 2462005.8),(33 2443369.3),(34 2414394.3),(35 2380499.3),(36 2353482),(37 2328005.8),(38 2319216),(39 2302298.3),(40 2318384.5),(41 2348135),(42 2408353.5),(43 2486162.5),(44 2538739.8),(45 2553933.3),(46 2535103),(47 2508827.8),(48 2507621.3),(49 2479093.8),(50 2498581.3),(51 2477061.3),(52 2490753.8),(53 2471459.5),(54 2460816),(55 2443381.3),(56 2440390.8),(57 2411977.5),(58 2374635.8),(59 2345769),(60 2324555.5),(61 2324818),(62 2330562.3),(63 2344719),(64 2328418.5),(65 2316356),(66 2314445.5),(67 2344910),(68 2387757.5),(69 2409013.8),(70 2439650.8),(71 2448764.5),(72 2453077.8),(73 2442328.5),(74 2442608.8),(75 2446905.3),(76 2448798.5),(77 2428687.5),(78 2397542),(79 2361835.5),
(1 113628.09),(2 347553.44),(3 672741.44),(4 1016669.9),(5 1354753.3),(6 1653938.5),(7 1905069.1),(8 2107270.8),(9 2260794),(10 2343118),(11 2388740.5),(12 2400336.8),(13 2405033.5),(14 2400348.5),(15 2374262.8),(16 2346681.3),(17 2312846.8),(18 2291250.5),(19 2270636.5),(20 2240810.5),(21 2208396.3),(22 2158084.5),(23 2111849),(24 2037077),(25 1976915.4),(26 1909599.6),(27 1857215.3),(28 1822966.1),(29 1780940.6),(30 1771636.8),(31 1759253.4),(32 1787295.3),(33 1833859.3),(34 1884740.6),(35 1927655.3),(36 1970388),(37 1998715),(38 2051998.5),(39 2083471),(40 2149328.5),(41 2214554.8),(42 2275314.8),(43 2341864.5),(44 2347786.8),(45 2332430),(46 2297418.3),(47 2236757.5),(48 2206086.5),(49 2137531.8),(50 2093740),(51 2035353.9),(52 2014291.4),(53 1973632),(54 1946114.1),(55 1906333.9),(56 1891253.1),(57 1881230.3),(58 1888523.6),(59 1916234.3),(60 1945714.6),(61 1995989.8),(62 2049966.9),(63 2121533.8),(64 2177785.3),(65 2244330.8),(66 2306400.5),(67 2364521.3),(68 2415074),(69 2430219),(70 2441682.8),(71 2413566.8),(72 2385248.3),(73 2330878.8),(74 2290235.5),(75 2242909.5),(76 2207694),(77 2162331.5),(78 2116091.8),(79 2068202.1),
(1 96227.4),(2 284766.75),(3 531096.5),(4 784557.5),(5 1040270.56),(6 1269142.1),(7 1469635.4),(8 1632723.9),(9 1748699.4),(10 1809595.8),(11 1848989.9),(12 1851788.5),(13 1850714.1),(14 1852813.5),(15 1859125),(16 1880297.4),(17 1886172.3),(18 1898738.1),(19 1893063.9),(20 1873829.1),(21 1849343.5),(22 1823878.4),(23 1795645.9),(24 1768539.3),(25 1755115),(26 1748037.5),(27 1770152.9),(28 1818244.1),(29 1842560.8),(30 1873483.9),(31 1891743.6),(32 1933562),(33 1957272.5),(34 1975977.1),(35 1964460.5),(36 1957518),(37 1943583.3),(38 1944763.9),(39 1962609.8),(40 1952730.3),(41 1991497.3),(42 1986126.9),(43 1954323.3),(44 1880529.8),(45 1793318.6),(46 1717909),(47 1687269.4),(48 1647114.6),(49 1638506.6),(50 1640639.3),(51 1663364.6),(52 1691300.8),(53 1709226.6),(54 1740293.8),(55 1760227.8),(56 1776540.5),(57 1767285.8),(58 1750588.8),(59 1722016.4),(60 1703766),(61 1714271.9),(62 1727533.9),(63 1767202.5),(64 1772580.5),(65 1790244.1),(66 1804092.1),(67 1839329.4),(68 1870380.8),(69 1887549.5),(70 1927199.9),(71 1957236.8),(72 1994187),(73 2002853.4),(74 2005695.3),(75 1997780.5),(76 1998465.4),(77 1998870.3),(78 1999117.9),(79 2009088.8),
