1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7567.0825),(2 20653.21),(3 35365.2),(4 47568.85),(5 57690.95),(6 65444.254),(7 71307.91),(8 75840.05),(9 79263.05),(10 81673.484),(11 83832.25),(12 85112.6),(13 86152.98),(14 86887.984),(15 87101.44),(16 88005.19),(17 89043.24),(18 89348.9),(19 90247.2),(20 91199.71),(21 91887.63),(22 92218.375),(23 93176.63),(24 93363.66),(25 93700.26),(26 94600.086),(27 95600.62),(28 96891.38),(29 96956.91),(30 96995.06),(31 97603.516),(32 98513.18),(33 99330.97),(34 100425.73),(35 100794.29),(36 101428.02),(37 102617.61),(38 102876.49),(39 103709.95),(40 105167.83),(41 106064.07),(42 106724.13),(43 106627.86),(44 105228.8),(45 104634.66),(46 105259.36),(47 104815.8),(48 104727.75),(49 104975.8),(50 105111.6),(51 105358.95),(52 105789.65),(53 106370.56),(54 107048.01),(55 108183.125),(56 109142.73),(57 110185.28),(58 110891.61),(59 111516.1),(60 113419.92),(61 113882.54),(62 113725.54),(63 113441.414),(64 113324.43),(65 112695.06),(66 112144.97),(67 111556.055),(68 110546.09),(69 110044.16),(70 109503.27),(71 108445.24),(72 108122.484),(73 108200.72),(74 107698.5),(75 107303.07),(76 107663.7),(77 107940.54),(78 108057.49),(79 107703.67),
(1 7311.7227),(2 20084.615),(3 34698.086),(4 46875.363),(5 56790.566),(6 63868.383),(7 69323.016),(8 73388.63),(9 76623.78),(10 79619.79),(11 81998.914),(12 82756.73),(13 83434.53),(14 84065.93),(15 84251.71),(16 84724.69),(17 85350),(18 85394.68),(19 86654.56),(20 88093.5),(21 89924.79),(22 91240.55),(23 92892.91),(24 94054.49),(25 94931.56),(26 95772.05),(27 96150.21),(28 96763.44),(29 96917.016),(30 97397.016),(31 97833.89),(32 97540.85),(33 97837.15),(34 97952.69),(35 98334.195),(36 98742.914),(37 99616.23),(38 100260.66),(39 100733.984),(40 101463.59),(41 101796.21),(42 102174.24),(43 102860.414),(44 103016.37),(45 103539.08),(46 104125.42),(47 102854.71),(48 102398.85),(49 102164.37),(50 101772.555),(51 101919.05),(52 102100.16),(53 102092.53),(54 102485.4),(55 102871.125),(56 103344.5),(57 104205.52),(58 106102.85),(59 107140.19),(60 107827.26),(61 109053.586),(62 109749.71),(63 110845.37),(64 111248.414),(65 110620.375),(66 110361.41),(67 110469.3),(68 110197.15),(69 109941.37),(70 109380.53),(71 108193.875),(72 107820.49),(73 107626.54),(74 107097.82),(75 106830.1),(76 106170.2),(77 105615.47),(78 105996.49),(79 105167.76),
(1 7498.125),(2 20418.648),(3 35248.367),(4 47737.344),(5 58603.74),(6 66344.27),(7 71771.24),(8 75715),(9 78957.5),(10 81920.01),(11 84118.62),(12 85088.8),(13 85298.375),(14 85450.81),(15 84916.86),(16 85036.48),(17 85373.13),(18 85556.77),(19 86110.266),(20 87493.17),(21 88860.914),(22 90727.94),(23 92519.93),(24 93901.71),(25 94963.38),(26 95724.42),(27 95666.95),(28 96189.53),(29 95949.75),(30 96316.02),(31 97311.516),(32 97217.61),(33 96991.23),(34 96290.48),(35 96312.42),(36 96846.875),(37 97932.336),(38 98775.78),(39 100036.06),(40 101512.52),(41 102170.46),(42 103325.92),(43 104231.7),(44 104072.164),(45 104540.87),(46 105476.7),(47 104884.766),(48 105156.12),(49 105380.945),(50 105260.15),(51 105028.55),(52 105140.49),(53 105908.03),(54 106730.56),(55 107821.37),(56 108781.68),(57 109579.98),(58 110309.62),(59 111379.766),(60 113070.04),(61 114627.4),(62 115184.08),(63 115720.08),(64 116748.445),(65 117283.414),(66 118048.39),(67 118618.97),(68 119064.22),(69 119616.81),(70 119719.94),(71 118995.96),(72 118395.266),(73 118439.71),(74 118088.98),(75 118070.7),(76 118192.46),(77 117971.42),(78 117350.02),(79 115791.62),
(1 6939.4985),(2 18653.398),(3 32379.268),(4 42987.574),(5 52046.47),(6 59066.945),(7 64722.426),(8 69749.54),(9 73882.3),(10 77031.64),(11 79535.516),(12 80985.04),(13 82313.68),(14 83545.91),(15 83503.09),(16 83622.96),(17 84075.72),(18 84440.56),(19 85670.62),(20 87838.98),(21 90001.56),(22 91948.47),(23 93528.016),(24 94513.77),(25 95181.25),(26 95884.4),(27 95528.805),(28 95418.11),(29 94647.43),(30 94634.94),(31 95137.62),(32 95975.75),(33 96472),(34 96956.39),(35 96510.125),(36 96056.39),(37 96151.06),(38 95766.695),(39 96310.625),(40 96581.28),(41 95586.016),(42 95512.445),(43 95519.77),(44 94917.03),(45 94639.17),(46 94592.85),(47 93404.695),(48 93601.71),(49 93722.664),(50 93559.09),(51 93577.56),(52 94278.87),(53 95591.4),(54 96667.23),(55 97493.65),(56 97891.64),(57 98597.586),(58 99720.695),(59 100355.1),(60 101648.31),(61 103451.65),(62 104962.35),(63 106145.41),(64 106862.06),(65 107089.78),(66 108296.09),(67 109410.67),(68 110218.27),(69 110883.15),(70 112114.516),(71 112898.56),(72 113175.375),(73 113549.2),(74 113187.13),(75 112733.695),(76 113369.07),(77 113610.46),(78 113729.29),(79 113355.77),
(1 6926.7695),(2 18480.723),(3 32147.729),(4 42858.855),(5 51610.133),(6 57698.414),(7 62076.215),(8 66847.41),(9 71083.516),(10 74911.99),(11 77616.984),(12 79091.41),(13 79806.51),(14 81195.28),(15 82021.9),(16 83654.805),(17 85720.484),(18 87454.2),(19 88988.85),(20 90850.65),(21 92284.4),(22 93485.57),(23 95301.945),(24 96307.25),(25 97284.42),(26 97843.47),(27 97611.26),(28 97250.516),(29 97578.35),(30 98358.24),(31 98818.914),(32 99092.61),(33 99321.32),(34 99823.53),(35 98726.7),(36 98019.09),(37 97984.5),(38 96960.336),(39 96584.89),(40 96321.766),(41 95427.19),(42 94828.54),(43 95389.88),(44 94651.54),(45 94153.266),(46 94091.21),(47 93615.14),(48 93832.414),(49 94912.13),(50 95363.375),(51 96048.38),(52 97264.08),(53 98653.57),(54 99470.45),(55 99714.945),(56 99404.95),(57 99697.914),(58 100697.94),(59 101780.78),(60 102817.164),(61 103678.7),(62 104102.42),(63 104482.72),(64 104333.09),(65 104210.28),(66 104590.016),(67 105032.96),(68 105015.78),(69 105779.66),(70 106261.92),(71 106561.81),(72 106776.63),(73 106502.484),(74 105752.87),(75 105100.17),(76 104942.18),(77 105087.5),(78 105359.42),(79 105869.29),
(1 6834.3506),(2 18492.814),(3 31890.148),(4 42683.758),(5 52203.555),(6 59350.863),(7 65186.797),(8 70584.31),(9 74697.65),(10 78360.914),(11 81061.81),(12 82718.41),(13 83471.94),(14 84636.16),(15 84919.305),(16 85282.41),(17 85763.836),(18 85891.84),(19 86286.086),(20 87099.305),(21 87543.766),(22 88468.79),(23 89665.52),(24 90106.92),(25 90715.56),(26 91023.38),(27 90871.59),(28 91063.16),(29 91039.82),(30 91476.57),(31 92255.46),(32 92973.54),(33 93822.82),(34 94925.086),(35 94738.23),(36 94429.15),(37 94093.65),(38 93790.45),(39 94062.02),(40 94249.45),(41 93699.59),(42 93829.11),(43 95181.33),(44 95273.33),(45 95636.89),(46 96178.69),(47 96090.234),(48 96478.85),(49 96976.984),(50 96627.61),(51 97364.48),(52 98725.055),(53 100148.52),(54 100948.19),(55 101674.79),(56 102285.305),(57 103009.8),(58 104056.69),(59 105362.164),(60 106534.37),(61 107181.77),(62 107228.766),(63 107271.22),(64 106839.74),(65 106040.27),(66 105802.28),(67 105525.086),(68 104759.695),(69 104426.26),(70 104140.79),(71 103288.164),(72 102817.06),(73 103054.02),(74 102681.06),(75 102829.305),(76 102964.14),(77 102881.88),(78 103470.664),(79 104351.055),
(1 6802.666),(2 18429.62),(3 31872.92),(4 42326.832),(5 50845.965),(6 57698.01),(7 62973.816),(8 67261.12),(9 70804.53),(10 73236.055),(11 74612.9),(12 75221.02),(13 76125.41),(14 77747.414),(15 78989.484),(16 80176.48),(17 81055.766),(18 80841.3),(19 81708.195),(20 83183.914),(21 83943.75),(22 85351.016),(23 86767.484),(24 87495.51),(25 87813.58),(26 87741.87),(27 87364.875),(28 87722.36),(29 87836.22),(30 88141.53),(31 88069.86),(32 87904.86),(33 88023.41),(34 88193.49),(35 87868.49),(36 87978.72),(37 88836.55),(38 89213.02),(39 89840.555),(40 90653.58),(41 90275.234),(42 90326.13),(43 91233.32),(44 91378.836),(45 91653.13),(46 91376.12),(47 91061.31),(48 91027.62),(49 91051.19),(50 90928.37),(51 92058.33),(52 93658.3),(53 95191.98),(54 95386.89),(55 96011.88),(56 96462.27),(57 97014.484),(58 97678.02),(59 98069.93),(60 98947.05),(61 99659.484),(62 100389.85),(63 101158.9),(64 101784.69),(65 101952.68),(66 102445.914),(67 102986.414),(68 102451.24),(69 101737.59),(70 101730.9),(71 100556.766),(72 99606.945),(73 98882.79),(74 97408.62),(75 96513.83),(76 95637.87),(77 94722.055),(78 94244.03),(79 94221.16),
(1 6753.013),(2 18221.258),(3 31862.174),(4 42177.98),(5 49757.203),(6 55284.348),(7 59705.492),(8 63558.56),(9 66587.77),(10 68925.03),(11 70282.1),(12 71365.41),(13 72469.41),(14 74095.15),(15 75101.54),(16 76583.414),(17 78371.875),(18 79069.05),(19 79651.445),(20 80305.125),(21 80811.91),(22 81802.94),(23 82705.3),(24 82572.36),(25 82694.71),(26 83260.34),(27 83199.85),(28 83662.19),(29 84118.97),(30 85327.72),(31 86032.27),(32 85672.79),(33 85860.74),(34 85756.86),(35 85694.47),(36 86060.66),(37 87554.445),(38 88385.81),(39 89769.195),(40 89938.055),(41 89367.44),(42 89009.82),(43 88861.234),(44 88578.56),(45 88779.195),(46 88943.89),(47 88029.016),(48 88232.35),(49 88406.23),(50 88313.27),(51 88454.84),(52 88819.24),(53 89254.93),(54 89234.555),(55 89137.7),(56 89541.875),(57 90273.83),(58 91204.2),(59 92531.87),(60 94067.82),(61 95341.586),(62 95858.52),(63 96930.164),(64 97989.35),(65 98933.5),(66 99816.49),(67 100363.336),(68 99961.53),(69 99077.75),(70 98414.484),(71 97310.875),(72 96639.79),(73 96570.23),(74 95456.266),(75 94671.81),(76 94308.97),(77 93340.02),(78 92549.13),(79 91720.63),
(1 6694.9424),(2 17996.838),(3 31213.658),(4 41734.22),(5 49709.28),(6 55514.082),(7 59939.223),(8 63297.625),(9 66296.4),(10 68365.18),(11 69386.164),(12 70091.836),(13 71329.15),(14 72945.2),(15 74156.57),(16 75975.234),(17 78475.875),(18 79680.49),(19 80643.805),(20 81028.97),(21 80646.43),(22 80779.875),(23 80907.59),(24 80448.266),(25 80280.59),(26 80105.37),(27 79473.42),(28 79223.234),(29 78526.336),(30 78658.19),(31 79181.57),(32 79599.375),(33 79977.79),(34 80353.41),(35 80382.53),(36 80819.35),(37 81979.08),(38 82408.2),(39 83242.5),(40 83849.41),(41 83423.56),(42 83866.016),(43 84446.62),(44 84187.766),(45 83534.83),(46 83021.12),(47 82131.4),(48 82245.55),(49 83191.86),(50 83867.67),(51 84401.1),(52 85041.91),(53 85369.74),(54 85648.945),(55 86057.57),(56 86847.695),(57 87913.77),(58 88947.49),(59 89551.734),(60 90231.664),(61 91018.836),(62 91722.42),(63 92236.73),(64 92452.98),(65 92349.09),(66 92645.85),(67 93036.33),(68 92743.14),(69 92297.39),(70 92628.95),(71 92356.38),(72 92274.22),(73 92739.336),(74 91939.414),(75 91753.72),(76 92278.336),(77 92602.69),(78 92255.1),(79 91857.914),
(1 6529.204),(2 17632.496),(3 30562.977),(4 40378.547),(5 47982.313),(6 53017.848),(7 56764.727),(8 59624.01),(9 62235.02),(10 64686.16),(11 66272.11),(12 66823.21),(13 67385.05),(14 68608.73),(15 69859.27),(16 71333.664),(17 73662.336),(18 75181.36),(19 76389.23),(20 77338.4),(21 77720.29),(22 78418.19),(23 79602.99),(24 80548.9),(25 81179.01),(26 80883.65),(27 79979.914),(28 79466.75),(29 79087.49),(30 79123.055),(31 79636.09),(32 80163.555),(33 80947.79),(34 81045.3),(35 80852.82),(36 81198.984),(37 81756.19),(38 81228.71),(39 81003.195),(40 80816.1),(41 80352.91),(42 80805.04),(43 81795.195),(44 81983.59),(45 82276.67),(46 82531.25),(47 82743.66),(48 83852.91),(49 85458.266),(50 86600.516),(51 87266.38),(52 87057.16),(53 87025.14),(54 87167.875),(55 87190.37),(56 87185.984),(57 87938.11),(58 88759.54),(59 88953.15),(60 89199.14),(61 89639.69),(62 89726.27),(63 89578.22),(64 89851.98),(65 89444.45),(66 89529.01),(67 90346.836),(68 90529.16),(69 89942.49),(70 89498.58),(71 88406.11),(72 88516.68),(73 88854.484),(74 88526.87),(75 88644.24),(76 89358.66),(77 90159.375),(78 90575.77),(79 91336.81),
(1 6204.2544),(2 16406.951),(3 28322.87),(4 37446.125),(5 44482.953),(6 49246.223),(7 52869.727),(8 55848.645),(9 58720.77),(10 61016.06),(11 62950.22),(12 63920),(13 65092.53),(14 66763.24),(15 68145.5),(16 69703.484),(17 71014.99),(18 71732.46),(19 72290.85),(20 73080.74),(21 73754.86),(22 75058.86),(23 76298.87),(24 77697.83),(25 78805.88),(26 79026.26),(27 78964.04),(28 79039.695),(29 79552.89),(30 79550.586),(31 79400.914),(32 79359.86),(33 79985.39),(34 80651.63),(35 80943.16),(36 81401.664),(37 82248.125),(38 82555.07),(39 82859.945),(40 83243.82),(41 82758.51),(42 82668.25),(43 82569.234),(44 81756.266),(45 81620.8),(46 81793.83),(47 81096.14),(48 81186.85),(49 81878.625),(50 81462.39),(51 80932.44),(52 80811.336),(53 80500.08),(54 80307.69),(55 80035.92),(56 79438.195),(57 79300.08),(58 79140.45),(59 79049.23),(60 78895.71),(61 79448.56),(62 80148.9),(63 81151.58),(64 82722.07),(65 83726.69),(66 84709.52),(67 85505.28),(68 85448.43),(69 85622.266),(70 85994.28),(71 85853.51),(72 85627.42),(73 85494.76),(74 84843.82),(75 84915.25),(76 85265.5),(77 85832.82),(78 87200.73),(79 87746.664),
(1 6376.438),(2 17164.209),(3 29187.418),(4 38257.383),(5 45082.883),(6 49323.445),(7 52495.504),(8 55458.55),(9 57810.203),(10 59749.37),(11 61268.01),(12 62300.37),(13 63899.848),(14 65786.586),(15 67469.12),(16 69657.984),(17 71298.66),(18 72257.38),(19 73123.91),(20 74030.23),(21 74874.414),(22 76348.22),(23 77697.61),(24 78341.984),(25 78910.12),(26 79135.414),(27 79414.45),(28 79815.47),(29 79791.22),(30 79869.16),(31 80617.26),(32 81352.55),(33 81913.82),(34 82479.445),(35 82997.016),(36 83640.39),(37 83945.75),(38 83533),(39 83342.67),(40 83698.39),(41 83662.96),(42 83833.984),(43 84033.1),(44 83285.31),(45 82758.67),(46 82393.87),(47 81489.234),(48 80809.32),(49 80436.67),(50 79765.62),(51 79671.945),(52 79504.28),(53 79577.9),(54 79631.78),(55 79670.59),(56 80632.875),(57 81954.04),(58 83198.95),(59 83998.99),(60 85100.18),(61 85920.48),(62 86529.88),(63 87023.54),(64 87896.67),(65 87640.48),(66 87465.336),(67 87158.16),(68 86289.914),(69 86085.28),(70 85781.63),(71 85599.69),(72 85709.664),(73 86002.36),(74 85935.28),(75 85961.4),(76 86433.016),(77 86513.48),(78 85876.16),(79 85272.57),
(1 6150.558),(2 16390.71),(3 27897.553),(4 36399.234),(5 42893.61),(6 48009.176),(7 52196.13),(8 56377.25),(9 59702.266),(10 62003.62),(11 63648.598),(12 65015.55),(13 66476.73),(14 68094.85),(15 69189.36),(16 70561.36),(17 71363.12),(18 71463.03),(19 71775.28),(20 72688.11),(21 73073.71),(22 73751.67),(23 74843.94),(24 75672.766),(25 76474.625),(26 77136.59),(27 77069.305),(28 77491.88),(29 77614.57),(30 77640.016),(31 78424.82),(32 78940.305),(33 79326.234),(34 79934.5),(35 80101.85),(36 80556.3),(37 81019.805),(38 80898.43),(39 80721.21),(40 80983.664),(41 80326),(42 80465.79),(43 80800.22),(44 80519.46),(45 80724.58),(46 81022.914),(47 80455.5),(48 80283.15),(49 80613.984),(50 81047.42),(51 81670.25),(52 82151.375),(53 81155.31),(54 81232.78),(55 81696.414),(56 82286.65),(57 83020.37),(58 83979.586),(59 84132.57),(60 84495.79),(61 85169.34),(62 85638.3),(63 85976.086),(64 86304.31),(65 86076.45),(66 85918.65),(67 86180.484),(68 85727.94),(69 85853.984),(70 85790.74),(71 84951.22),(72 84644.33),(73 84515.555),(74 84212.06),(75 83856.945),(76 83876.55),(77 84012.55),(78 84261.84),(79 84486.13),
(1 6223.2573),(2 16461.066),(3 27954.621),(4 36549.332),(5 43100.793),(6 48187.598),(7 52286.67),(8 56024.793),(9 59314.547),(10 61876.613),(11 63734.125),(12 65424.563),(13 67217.984),(14 68970.07),(15 69973.97),(16 71284.38),(17 72629.22),(18 73476.62),(19 74409.805),(20 75212.234),(21 75792.95),(22 76431.27),(23 77364.33),(24 77451.07),(25 77075.81),(26 76841.62),(27 76890.17),(28 76868.34),(29 76204.42),(30 75734.08),(31 75846.88),(32 75523.44),(33 75717.62),(34 76134.07),(35 76571.04),(36 77277.92),(37 77791.055),(38 77961.125),(39 77914.13),(40 78236.99),(41 77293.27),(42 76910.695),(43 77033.66),(44 76287.53),(45 75778.58),(46 75642.49),(47 75299.9),(48 75576.23),(49 76164.96),(50 76680.7),(51 77791.14),(52 78469.87),(53 79186.26),(54 80137.61),(55 81020.945),(56 81848.24),(57 82483.27),(58 83557.14),(59 84405.47),(60 84535.49),(61 84368.164),(62 84487.71),(63 84795.38),(64 85270.88),(65 84774.555),(66 84539.65),(67 84476.99),(68 83958.27),(69 83480.21),(70 83404.625),(71 83000.97),(72 82247.78),(73 81893.23),(74 80984.445),(75 80457.336),(76 80934.23),(77 81414.57),(78 82172.04),(79 82543.016),
(1 6278.8765),(2 16573.488),(3 27860.44),(4 35892.43),(5 42100.305),(6 47097.445),(7 51259.344),(8 54802.234),(9 57728.176),(10 60323.855),(11 62300.41),(12 63743.938),(13 65318.816),(14 66865.03),(15 67815.97),(16 68452.625),(17 69115.03),(18 69398.55),(19 70104.586),(20 70574.23),(21 70809.49),(22 71329.984),(23 72230.92),(24 72600.92),(25 72668.84),(26 72888.81),(27 73372.46),(28 73855.48),(29 74061.72),(30 74165.82),(31 74806.375),(32 74580.84),(33 74694.68),(34 75260.21),(35 76051.23),(36 76912.35),(37 77725.84),(38 77676.37),(39 77776.414),(40 78313.17),(41 78250.586),(42 78442.41),(43 78615.29),(44 78063.04),(45 78196.414),(46 78924.97),(47 78917.31),(48 79540.72),(49 79974.84),(50 79838.61),(51 79645.266),(52 79604.41),(53 79523.39),(54 79803.31),(55 80552.72),(56 80939.48),(57 80989.86),(58 81022.57),(59 81127.805),(60 81705.29),(61 82147.48),(62 82284.44),(63 83041.84),(64 83614.125),(65 83314.945),(66 82804.46),(67 82589.7),(68 82101.695),(69 81698.08),(70 81734.18),(71 80923.29),(72 80527.375),(73 80248.67),(74 79809.12),(75 79414.18),(76 79475.98),(77 79545.98),(78 80060),(79 80402.88),
(1 6324.3613),(2 16685.957),(3 28499.932),(4 36735.348),(5 43342.953),(6 48496.996),(7 52657.895),(8 55669.47),(9 57824.438),(10 59386.63),(11 60700.88),(12 61980.23),(13 63437.547),(14 64817.09),(15 65434.863),(16 65866.81),(17 66204.445),(18 66673.266),(19 67541.51),(20 68431.15),(21 68685.914),(22 69176.86),(23 69681.4),(24 69994.73),(25 70397.38),(26 71081.516),(27 71470.69),(28 72746.19),(29 73363.49),(30 73880.586),(31 74799.67),(32 75416.14),(33 75382.52),(34 75586.9),(35 74798.09),(36 74579.14),(37 74839.68),(38 74782.35),(39 75108.39),(40 75992.8),(41 75565.52),(42 75296.01),(43 75140.195),(44 74778.484),(45 74816.68),(46 75645.7),(47 76039.1),(48 76414.06),(49 77290.76),(50 77875.516),(51 78297.33),(52 78362.44),(53 78718.29),(54 79626.18),(55 80467.1),(56 81057.586),(57 81423.836),(58 81354.766),(59 81123.086),(60 81288.73),(61 81782.49),(62 82008.94),(63 82310.74),(64 82049.36),(65 81474.27),(66 81490.805),(67 82154.3),(68 81732.99),(69 81811.09),(70 81379.65),(71 80021.86),(72 79403.19),(73 78855.35),(74 78405.74),(75 78264.65),(76 78380.48),(77 78392.46),(78 78236.01),(79 78640.65),
(1 6155.1733),(2 16168.914),(3 27348.59),(4 35233.137),(5 41017.438),(6 45569.45),(7 49350.99),(8 52320.855),(9 54344.68),(10 56153.855),(11 57700.258),(12 59010.37),(13 60667.707),(14 62658.652),(15 63610.5),(16 63801.563),(17 64373.668),(18 64628.637),(19 65087.875),(20 65447.73),(21 65785.95),(22 66830.43),(23 67782.37),(24 67808.19),(25 67973.49),(26 68133.61),(27 68137.695),(28 68533.45),(29 68742.27),(30 69426.79),(31 69809.97),(32 69833.77),(33 70095.77),(34 70801.34),(35 70758.36),(36 71402.31),(37 72160.9),(38 72298.336),(39 72889.66),(40 73417.016),(41 73108.125),(42 73092.65),(43 73627.836),(44 73851.27),(45 74740.23),(46 75976.05),(47 77003.72),(48 77859.87),(49 78165.09),(50 78272.484),(51 78509.18),(52 79448.41),(53 80376.49),(54 81255.03),(55 81449.43),(56 81644.59),(57 81614.1),(58 81365.28),(59 81255.43),(60 81728.01),(61 82281.13),(62 82499.09),(63 83300.26),(64 83663.45),(65 83072.51),(66 82529.79),(67 82708.586),(68 82217.57),(69 82222.73),(70 81932.7),(71 81399.41),(72 80859.086),(73 80351.36),(74 79566.86),(75 78806.73),(76 78891.234),(77 78833.04),(78 78784.73),(79 78626.766),
(1 5895.324),(2 15566.448),(3 26353.617),(4 33979),(5 39526.22),(6 43326.137),(7 46672.094),(8 49919.9),(9 52062.17),(10 53732.703),(11 55231.195),(12 57018.313),(13 59043.26),(14 61096.074),(15 62438.887),(16 62720.36),(17 62989.688),(18 63113.57),(19 63561.61),(20 63767.895),(21 63998.652),(22 64524.24),(23 65076.21),(24 65035.598),(25 65058.504),(26 65553.805),(27 65903.305),(28 66513.38),(29 66012.74),(30 66132.8),(31 66431.64),(32 66196.66),(33 65980.12),(34 66224.14),(35 66637.73),(36 67695.305),(37 68806.36),(38 69316.86),(39 69698.46),(40 70178.72),(41 69606.38),(42 69659.234),(43 70065.836),(44 69923.66),(45 70601.6),(46 71501.95),(47 72036.19),(48 72521.48),(49 73126.625),(50 73164.99),(51 73505.92),(52 73898.73),(53 73825.51),(54 73975.086),(55 73986.266),(56 74189.98),(57 74610.51),(58 74629.89),(59 74125.68),(60 74060.055),(61 74574.76),(62 75134.66),(63 76046.164),(64 76665.26),(65 76568.32),(66 76950.01),(67 77542.66),(68 77474.62),(69 78010.7),(70 78037.11),(71 77927.414),(72 77730.375),(73 77608.65),(74 76703.36),(75 75925.97),(76 75884.62),(77 75628.27),(78 75520.89),(79 75636.84),
