1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6967.228),(2 21284.514),(3 41102.426),(4 62297.996),(5 87935.87),(6 114725.98),(7 146909.3),(8 185690.83),(9 226868.56),(10 264261.6),(11 309582.9),(12 344216.5),(13 387104.9),(14 428389.6),(15 467112.84),(16 500926.16),(17 530822.94),(18 558611.44),(19 586856.7),(20 613279.06),(21 644316.2),(22 677955.25),(23 717637.06),(24 758156.25),(25 801213.7),(26 845846.8),(27 890859.2),(28 930265.5),(29 957707.5),(30 968688.06),(31 956655.5),(32 945010.7),(33 931677.25),(34 912336.2),(35 891344.06),(36 874056.5),(37 851808.2),(38 838397.56),(39 831717.3),(40 828576.3),(41 822635.5),(42 806594.44),(43 789813.8),(44 777670.8),(45 757982.94),(46 726951.8),(47 685575.8),(48 640506.94),(49 594135.5),(50 553156.44),(51 528198.1),(52 518221.84),(53 516259.22),(54 521007.63),(55 536281.25),(56 555392.2),(57 584535.9),(58 613458.7),(59 639591.7),(60 657969.56),(61 671063.9),(62 690126.25),(63 716814.5),(64 736666.3),(65 751467.2),(66 767178.5),(67 784997.06),(68 810844.44),(69 838007),(70 859333.2),(71 877100.2),(72 881766.3),(73 892458),(74 902456.3),(75 902128.2),(76 907858.06),(77 915013.56),(78 916135.8),(79 917635.5),
(1 7587.936),(2 24939.973),(3 50158.824),(4 80473.16),(5 117464.836),(6 160923.52),(7 208813.52),(8 259469.05),(9 312009.1),(10 367400.34),(11 421948.4),(12 479820.6),(13 538154.6),(14 595828.94),(15 654934.06),(16 714767.5),(17 775121.8),(18 837333.75),(19 895157.1),(20 951428.7),(21 1005125.56),(22 1057418.1),(23 1104379.9),(24 1149602.9),(25 1186203.3),(26 1216558.6),(27 1245536.3),(28 1267887.5),(29 1288827),(30 1308805.8),(31 1326232.9),(32 1345085.3),(33 1362615.9),(34 1378946),(35 1394280.9),(36 1408290.4),(37 1424013.6),(38 1436087.9),(39 1448096.1),(40 1462503.5),(41 1472865.8),(42 1480462.3),(43 1486469.8),(44 1485083.9),(45 1482858.8),(46 1484938.4),(47 1484502.1),(48 1487195.5),(49 1489159.9),(50 1496445),(51 1511701.6),(52 1527387.6),(53 1544764.5),(54 1567340.9),(55 1590094.8),(56 1618007),(57 1649715.9),(58 1681360.8),(59 1709224),(60 1738024.8),(61 1762973.9),(62 1787472.9),(63 1813786.1),(64 1844610.1),(65 1866084.5),(66 1881459.5),(67 1896893.4),(68 1910084.9),(69 1920641),(70 1931259.9),(71 1937934.4),(72 1943676.8),(73 1953719),(74 1968125.6),(75 1979255.1),(76 1997314.1),(77 2015225.6),(78 2029288),(79 2040971.1),
(1 6976.035),(2 22355.75),(3 43653.81),(4 70088.24),(5 101456.54),(6 138560.92),(7 179042.92),(8 222964.33),(9 268136.1),(10 315401.97),(11 364328),(12 413011.75),(13 460443.4),(14 508303.13),(15 556599),(16 605395.7),(17 653010.7),(18 699645),(19 748822.2),(20 798020.2),(21 845491.8),(22 889909.5),(23 934053.2),(24 974927.7),(25 1009642.8),(26 1040715.3),(27 1068252.6),(28 1098638.9),(29 1123479.1),(30 1146165.5),(31 1166695.9),(32 1186692.9),(33 1204530.4),(34 1222551.3),(35 1236938.8),(36 1250897.1),(37 1264047),(38 1277280.3),(39 1290457.9),(40 1306756.6),(41 1321318.3),(42 1335466.3),(43 1352760.9),(44 1367265.6),(45 1378153.5),(46 1387480.6),(47 1398470.9),(48 1409434.4),(49 1420482.6),(50 1438434.4),(51 1460678.9),(52 1486299.1),(53 1514954),(54 1547380.9),(55 1583832.4),(56 1624189.4),(57 1663164.4),(58 1705286.6),(59 1746961.4),(60 1789444),(61 1828639),(62 1865772.6),(63 1903660),(64 1936029.5),(65 1965853.4),(66 1989776.9),(67 2019081.1),(68 2044381.5),(69 2064335.9),(70 2080105.5),(71 2089853.1),(72 2094932),(73 2101012.8),(74 2105594.3),(75 2104649.5),(76 2104895),(77 2107966.8),(78 2111990),(79 2112745.5),
(1 7797.7773),(2 25626.002),(3 51200.76),(4 82587.87),(5 119962.33),(6 162388.25),(7 208858.69),(8 258193.14),(9 307105.75),(10 357136.1),(11 410281.28),(12 467697.6),(13 527226.1),(14 585343.94),(15 643747.7),(16 701401.4),(17 759825.6),(18 817445.1),(19 876176.8),(20 934726.75),(21 992254.3),(22 1050661.5),(23 1108310),(24 1164251.3),(25 1216690.8),(26 1265619.9),(27 1315055.3),(28 1366627.3),(29 1410676.5),(30 1453546.3),(31 1497646.8),(32 1538384),(33 1573297.3),(34 1609319),(35 1642653.3),(36 1676564.1),(37 1704784.5),(38 1726903),(39 1749659.5),(40 1767400.6),(41 1782916.5),(42 1799594.5),(43 1812413.5),(44 1829336),(45 1843677.8),(46 1853620.5),(47 1864494.1),(48 1870033.9),(49 1871750.8),(50 1873952.4),(51 1881854.5),(52 1891467.6),(53 1906816.1),(54 1926069.5),(55 1950166.1),(56 1973935.5),(57 1997890.1),(58 2027353.5),(59 2052391.3),(60 2078087.9),(61 2105711),(62 2131276.3),(63 2155213),(64 2171767),(65 2188430.8),(66 2201492.3),(67 2216745.5),(68 2231401),(69 2246542),(70 2259040.8),(71 2268088.8),(72 2271564.8),(73 2275808.8),(74 2276953.5),(75 2273289.5),(76 2270685.5),(77 2270407.3),(78 2264295.3),(79 2255900.5),
(1 7810.882),(2 25600.813),(3 50931.965),(4 81315.34),(5 118358.83),(6 159485.02),(7 203863.45),(8 251677.45),(9 299804.38),(10 347676.63),(11 397793.38),(12 447957.8),(13 500327.97),(14 548806),(15 598877.75),(16 648404.6),(17 698244.2),(18 748753.4),(19 800957.25),(20 854339.6),(21 909335.6),(22 966141.1),(23 1025986.5),(24 1086041.6),(25 1143632.1),(26 1200577.3),(27 1252735.5),(28 1304557.4),(29 1357723),(30 1407371.3),(31 1450002.4),(32 1496260.5),(33 1538461),(34 1576867.6),(35 1618518.8),(36 1656113.6),(37 1686879.9),(38 1711146.4),(39 1730875),(40 1748610.5),(41 1762070.1),(42 1773129.8),(43 1778078.3),(44 1779421.5),(45 1776519.3),(46 1776640.6),(47 1775392.4),(48 1775226.8),(49 1772845),(50 1773237),(51 1778763.3),(52 1786328.5),(53 1796253.3),(54 1810603.6),(55 1827164.1),(56 1847029.6),(57 1869758.5),(58 1896240.8),(59 1922874.4),(60 1955183.5),(61 1989160.8),(62 2021821),(63 2055535),(64 2086935.5),(65 2121491.3),(66 2156973.3),(67 2191287.8),(68 2225536),(69 2256246.3),(70 2284525.5),(71 2307976.8),(72 2323096),(73 2340932.8),(74 2352536.8),(75 2361327),(76 2368428.8),(77 2377474.5),(78 2382032.8),(79 2388584.5),
(1 7119.009),(2 22873.777),(3 44394.465),(4 69736.09),(5 100199.414),(6 134456.03),(7 172689.39),(8 214147.36),(9 258586.64),(10 305330.88),(11 354747.47),(12 404861.4),(13 454325.88),(14 502657.56),(15 554579),(16 604200.6),(17 654337.94),(18 705564.9),(19 758888),(20 814637.44),(21 872107.06),(22 931993.3),(23 995458.3),(24 1057084.9),(25 1119339.4),(26 1180355),(27 1239266.5),(28 1299037.5),(29 1359236.1),(30 1419232.3),(31 1477715.1),(32 1538351.1),(33 1600828.6),(34 1660699.8),(35 1718996.6),(36 1775573.4),(37 1827647.1),(38 1877794.3),(39 1923318.3),(40 1967308),(41 2006119.4),(42 2038209.6),(43 2058760.1),(44 2073201.5),(45 2083100.8),(46 2087140),(47 2090459.3),(48 2093868.9),(49 2095220.1),(50 2095750.3),(51 2095733.6),(52 2090685),(53 2082314.1),(54 2070232.8),(55 2056954.4),(56 2047820.9),(57 2040789.1),(58 2032362.1),(59 2023491.9),(60 2010530.6),(61 1995421.6),(62 1980248.6),(63 1967784),(64 1958922.1),(65 1953978.6),(66 1955342.6),(67 1962378.5),(68 1973218.3),(69 1982616.9),(70 1996781.4),(71 2011289.9),(72 2023288.9),(73 2047658.4),(74 2068600.6),(75 2092100.3),(76 2112953),(77 2133420.3),(78 2152372.3),(79 2176752.3),
(1 7873.4854),(2 25663.732),(3 49937.95),(4 79170.4),(5 113097.51),(6 151313.3),(7 192169),(8 234835.58),(9 278389.38),(10 323506.2),(11 369492.78),(12 414642.38),(13 458622.22),(14 501313.16),(15 541252.3),(16 582531.1),(17 623881.8),(18 665378.44),(19 706425.44),(20 747919.7),(21 789106.8),(22 828335.75),(23 868577.2),(24 908530.7),(25 951039.2),(26 992431),(27 1034288.9),(28 1073996.9),(29 1113992.4),(30 1157192.8),(31 1198223.9),(32 1241332.4),(33 1283705.6),(34 1324914.9),(35 1364298.5),(36 1400918.5),(37 1436345.1),(38 1467828),(39 1493058.3),(40 1517427.9),(41 1535799.1),(42 1548240),(43 1553137.3),(44 1551818.8),(45 1550966.4),(46 1548313.3),(47 1545269.5),(48 1542202.6),(49 1535158.8),(50 1527104.3),(51 1519079.9),(52 1509851.4),(53 1499580.1),(54 1488580.9),(55 1483252.3),(56 1480542.5),(57 1482145.6),(58 1487116.8),(59 1490094),(60 1492542.9),(61 1493481.5),(62 1496169.4),(63 1499508.8),(64 1506981.6),(65 1513873.5),(66 1525478),(67 1541068.3),(68 1558164.9),(69 1574909.5),(70 1599305.5),(71 1623172.6),(72 1649090.5),(73 1678947.8),(74 1704634.1),(75 1727214.9),(76 1748402.3),(77 1768475.6),(78 1781971.4),(79 1797594.6),
(1 7709.0156),(2 25471.605),(3 50709.234),(4 81581.4),(5 118074.44),(6 158991.84),(7 203128.13),(8 249526.61),(9 296635.44),(10 346139.94),(11 395606.94),(12 443517.16),(13 494025.3),(14 544900.4),(15 592274.56),(16 638648.25),(17 685710.25),(18 731658.6),(19 773892),(20 815547.5),(21 857864.25),(22 900829.8),(23 945281.9),(24 990094.06),(25 1036087.5),(26 1080578.3),(27 1129305.1),(28 1179877.9),(29 1223118.3),(30 1265520.5),(31 1308484.1),(32 1350090.1),(33 1389263.8),(34 1432988.3),(35 1471239.1),(36 1508000.1),(37 1544403.6),(38 1575142.6),(39 1601890.8),(40 1626448.5),(41 1648944.4),(42 1668628.4),(43 1681413.1),(44 1688024),(45 1691514.4),(46 1691338.8),(47 1691896),(48 1692221.8),(49 1687314.6),(50 1682332.5),(51 1684812.9),(52 1688200.9),(53 1691671.4),(54 1697328.5),(55 1702033.3),(56 1704738.9),(57 1711141.8),(58 1717104),(59 1722252.8),(60 1730378.1),(61 1737740.4),(62 1744824.1),(63 1754022.1),(64 1766411.9),(65 1779248.5),(66 1794637.1),(67 1812331.9),(68 1831898.9),(69 1852053),(70 1875304.5),(71 1897027),(72 1916963),(73 1939278.1),(74 1962448.6),(75 1982273.9),(76 1999782.4),(77 2012072.5),(78 2020541.6),(79 2032535.1),
(1 7325.7363),(2 23490.238),(3 46129.355),(4 73282.63),(5 104295.29),(6 139419.53),(7 177411.9),(8 217091.39),(9 258180.16),(10 301701.28),(11 344805.06),(12 386617.8),(13 432371.03),(14 476168.28),(15 518802.38),(16 558796.9),(17 596859.3),(18 635784.9),(19 672578.44),(20 710843.56),(21 749181.56),(22 788990.25),(23 828779.2),(24 864493.8),(25 901806.7),(26 941726.25),(27 984644.9),(28 1030754.2),(29 1075207.5),(30 1118198),(31 1166653),(32 1211803),(33 1259273.1),(34 1305308.4),(35 1349014.5),(36 1388477.8),(37 1428978.9),(38 1469811.1),(39 1507523.1),(40 1541624.9),(41 1568134.8),(42 1589229.9),(43 1604448.1),(44 1620318.8),(45 1634888.9),(46 1643641.9),(47 1649617.8),(48 1653380.1),(49 1653654.4),(50 1655282),(51 1655248.8),(52 1652157.6),(53 1648025.8),(54 1641129.9),(55 1630844.9),(56 1624366.3),(57 1618834.8),(58 1615628.4),(59 1612871.8),(60 1614938.1),(61 1615360.5),(62 1618029.1),(63 1619116.1),(64 1617897.1),(65 1618936.9),(66 1624499.6),(67 1629638.1),(68 1635783.5),(69 1640333.6),(70 1647925.4),(71 1656849.3),(72 1659449.5),(73 1663497.5),(74 1666728.3),(75 1667245.4),(76 1666726),(77 1665674.1),(78 1665447),(79 1667986.3),
(1 7216.21),(2 22561.156),(3 43453.445),(4 68226.78),(5 97038.4),(6 129251.3),(7 162699.1),(8 197262.05),(9 233117.88),(10 272692.4),(11 312554.13),(12 353814.66),(13 398085.2),(14 441943.44),(15 486135.2),(16 529936.9),(17 572303.94),(18 615858.5),(19 658384.1),(20 699396.6),(21 742011.1),(22 786967.2),(23 830948.94),(24 875761.7),(25 919218.75),(26 963113),(27 1006566.94),(28 1052461.9),(29 1095529.3),(30 1140710.8),(31 1185712),(32 1232296),(33 1279001.6),(34 1321354.8),(35 1362725.3),(36 1403524.6),(37 1443028.1),(38 1478115),(39 1511918.5),(40 1540488.3),(41 1566970.4),(42 1586658.4),(43 1607945.5),(44 1622959.9),(45 1637488),(46 1648421.5),(47 1656133.1),(48 1662710.1),(49 1665113),(50 1665453.8),(51 1665847.8),(52 1665124),(53 1667151),(54 1667488.5),(55 1671451.8),(56 1671743.8),(57 1668879.5),(58 1668193.5),(59 1671202.3),(60 1673534),(61 1676862.5),(62 1682886),(63 1689272.6),(64 1691028.3),(65 1693763.5),(66 1696082.8),(67 1698321.8),(68 1702644.8),(69 1706532.3),(70 1712607.8),(71 1716360.5),(72 1720997.8),(73 1726894),(74 1730703.3),(75 1735146.3),(76 1738777.8),(77 1743994),(78 1749919.5),(79 1754376.5),
(1 7297.9424),(2 23563.55),(3 46094.99),(4 73534.58),(5 107162.484),(6 144873.11),(7 183581.11),(8 222662.25),(9 262137.67),(10 304417.4),(11 348289.78),(12 392733.16),(13 437490.16),(14 479284.75),(15 518803.7),(16 554941),(17 590568.9),(18 626379.1),(19 660952.56),(20 693831.6),(21 729328.44),(22 764923.7),(23 800772.9),(24 836573.06),(25 873890.06),(26 912926.25),(27 952075.25),(28 991949.2),(29 1026467),(30 1057958.4),(31 1084036.8),(32 1113715.8),(33 1142144.4),(34 1173030),(35 1199583.9),(36 1225410.1),(37 1249657.1),(38 1270770.1),(39 1295772.4),(40 1315988.1),(41 1333879.9),(42 1347236.6),(43 1359929.8),(44 1369708.8),(45 1378798.9),(46 1386525.9),(47 1390029.5),(48 1390974.8),(49 1388462.6),(50 1385565),(51 1386021.3),(52 1389328.4),(53 1394724.9),(54 1401756.4),(55 1406348.3),(56 1407405.3),(57 1407183.8),(58 1407627.1),(59 1410635.4),(60 1410033.3),(61 1408212.3),(62 1409204.5),(63 1411888.1),(64 1411530.1),(65 1411261.3),(66 1410221.4),(67 1411881.3),(68 1413959.5),(69 1415575.8),(70 1422155.8),(71 1428404),(72 1433886.8),(73 1441817.5),(74 1451463.6),(75 1457789.3),(76 1465918.6),(77 1475021),(78 1479757.3),(79 1485410.9),
(1 6695.2856),(2 21249.678),(3 41653.188),(4 66103.78),(5 95539.375),(6 128212.6),(7 163509.2),(8 200418.34),(9 238585.78),(10 277921.72),(11 320255.84),(12 362879.3),(13 405788.84),(14 446024.63),(15 483756.4),(16 520469.25),(17 554967),(18 586826.44),(19 616261.44),(20 643331.44),(21 673529.7),(22 703683.3),(23 731933.94),(24 764273.25),(25 797888.94),(26 832597.8),(27 871769.5),(28 912350.8),(29 950326.1),(30 985202.6),(31 1015418.4),(32 1043079.2),(33 1071814.6),(34 1101227),(35 1129727.8),(36 1157849.9),(37 1186190),(38 1217605.1),(39 1250415.9),(40 1279005.3),(41 1304726.6),(42 1329161.4),(43 1351667.3),(44 1370188.6),(45 1386915.3),(46 1397756.6),(47 1404602),(48 1411133.6),(49 1415504.3),(50 1417186.6),(51 1419192.9),(52 1421097),(53 1425251.6),(54 1425130.3),(55 1426263.4),(56 1425918),(57 1423583.1),(58 1419283.4),(59 1412693.3),(60 1405640.9),(61 1396497),(62 1388850),(63 1381827.3),(64 1376240),(65 1368085.8),(66 1359256.4),(67 1353974.1),(68 1350968.6),(69 1347984.6),(70 1349360.3),(71 1353235.3),(72 1356995.9),(73 1361779.6),(74 1369965.5),(75 1376168.5),(76 1382155.6),(77 1388101.3),(78 1392793.4),(79 1399335.6),
(1 7310.6304),(2 23841.836),(3 47014.37),(4 74778.91),(5 108434.77),(6 146001.95),(7 186055.86),(8 227976.89),(9 272880.4),(10 318354.56),(11 364271.88),(12 409671.16),(13 456114.9),(14 499259),(15 538461.5),(16 575888.2),(17 611498.2),(18 645778.75),(19 679708),(20 711572.1),(21 742482.5),(22 772576.44),(23 800922.56),(24 830221.3),(25 862012.4),(26 893106.56),(27 926346.75),(28 960848.44),(29 993047.9),(30 1023309.3),(31 1052600.4),(32 1078739.5),(33 1106360.1),(34 1131787.1),(35 1155981.1),(36 1175512.5),(37 1197567.5),(38 1220993.9),(39 1243919.8),(40 1262501),(41 1276992.6),(42 1288018.3),(43 1299814.4),(44 1309942.3),(45 1322058.3),(46 1332308.5),(47 1339927.1),(48 1345034.5),(49 1349090.3),(50 1353338.1),(51 1356994.4),(52 1361406.4),(53 1364485.9),(54 1367335.5),(55 1370713.4),(56 1373603.4),(57 1377054.5),(58 1374971.6),(59 1371716.6),(60 1368552.4),(61 1364248),(62 1359338.3),(63 1354909.4),(64 1350177.8),(65 1346262.9),(66 1339915.3),(67 1334694.3),(68 1328993),(69 1321514.5),(70 1318170.1),(71 1313794.5),(72 1311742.9),(73 1310289.8),(74 1309959.5),(75 1308635.5),(76 1304726.3),(77 1305559.3),(78 1308269.6),(79 1317336.9),
(1 7438.6934),(2 24243.127),(3 47746.813),(4 76901.445),(5 110992.08),(6 148724.94),(7 189551.78),(8 232051.19),(9 275050.4),(10 317948.7),(11 361904.7),(12 404532.2),(13 449637.72),(14 493583.34),(15 535707.4),(16 578026.6),(17 618409.25),(18 657607.6),(19 697581.9),(20 735275.9),(21 772237.44),(22 811017.94),(23 847309.7),(24 879865.3),(25 911506.6),(26 942693.1),(27 971859.44),(28 999524.25),(29 1020687.44),(30 1042836.75),(31 1062448.3),(32 1084425.1),(33 1103417.3),(34 1121314.4),(35 1141131),(36 1156028.9),(37 1171234),(38 1185613.3),(39 1199600.6),(40 1209116.5),(41 1217072),(42 1224141.8),(43 1233141.8),(44 1239273.6),(45 1245158.3),(46 1249387.9),(47 1254899.1),(48 1257551.6),(49 1257344.9),(50 1259649.9),(51 1263067.3),(52 1267446.5),(53 1271387.5),(54 1276951.8),(55 1279290),(56 1279425.8),(57 1279811.9),(58 1278183.1),(59 1276459),(60 1274495.4),(61 1273406.3),(62 1273202.1),(63 1274444.5),(64 1271121.4),(65 1268397.3),(66 1265107.8),(67 1260961.6),(68 1253142.8),(69 1244535.6),(70 1240106.6),(71 1235262.5),(72 1232846.4),(73 1230355.1),(74 1228478.6),(75 1228159.6),(76 1228629.4),(77 1229719.5),(78 1232476),(79 1237633.9),
(1 7620.848),(2 24865.373),(3 49286.92),(4 79940.875),(5 115062.99),(6 154708.33),(7 198958.52),(8 246132.6),(9 293090.16),(10 340723.28),(11 389249.16),(12 437073.47),(13 484851.25),(14 531261.9),(15 576148.06),(16 620599.75),(17 662625.75),(18 702509.44),(19 738779.75),(20 771241.06),(21 802402.9),(22 834328.7),(23 863151.8),(24 887421),(25 911823.44),(26 937570.4),(27 962717.7),(28 985941.1),(29 1002405.25),(30 1016960.4),(31 1031122.94),(32 1050149.5),(33 1068004.9),(34 1086916.9),(35 1109229.4),(36 1128935.3),(37 1147912.6),(38 1164276.3),(39 1177409.8),(40 1185302.8),(41 1193584.5),(42 1201701.4),(43 1208642),(44 1212567.1),(45 1216966.9),(46 1220192.4),(47 1223008.5),(48 1222918.8),(49 1221777.4),(50 1220671.1),(51 1219420.5),(52 1216130.1),(53 1211244.5),(54 1206316.5),(55 1199349.4),(56 1188439.9),(57 1179695.5),(58 1167846.3),(59 1153199.5),(60 1138753.1),(61 1127906),(62 1117741.1),(63 1107598.6),(64 1095325.4),(65 1079412.1),(66 1064469.9),(67 1049985.4),(68 1034944),(69 1019701),(70 1006379.6),(71 994388.8),(72 985905.6),(73 983227.3),(74 982740.4),(75 981903.4),(76 987765),(77 995749.25),(78 1005024.9),(79 1018733),
(1 7630.2505),(2 24593.15),(3 48488.46),(4 77783.14),(5 111341.84),(6 147846.64),(7 186153.47),(8 226368.11),(9 266260.25),(10 306818.3),(11 348557.56),(12 390348.75),(13 431156.5),(14 470813.7),(15 508821.13),(16 546332.9),(17 584302.6),(18 619920.7),(19 652468.75),(20 685044.8),(21 718185.5),(22 749049.6),(23 776565.7),(24 802233.1),(25 826212.44),(26 849459.94),(27 870463.3),(28 889115.6),(29 904972.7),(30 918481.5),(31 934791.8),(32 952102.3),(33 968604.25),(34 986245.5),(35 1006058.5),(36 1026159.8),(37 1046022.06),(38 1063954.9),(39 1081715.9),(40 1095171.3),(41 1104933.4),(42 1115431.6),(43 1123401.5),(44 1131494.5),(45 1139316.9),(46 1144904.4),(47 1151979.9),(48 1157290.5),(49 1161242.5),(50 1167525.4),(51 1175209.6),(52 1181504.1),(53 1187298.5),(54 1189585.8),(55 1189494.6),(56 1184068.1),(57 1174222.4),(58 1160891.3),(59 1146365.4),(60 1130363.3),(61 1116171.6),(62 1103441.5),(63 1091661),(64 1079683.4),(65 1067095.6),(66 1056890.6),(67 1048408.4),(68 1038809.75),(69 1030970.3),(70 1024910.9),(71 1020281.44),(72 1018229.6),(73 1017814.1),(74 1022422.1),(75 1029630.56),(76 1041368.2),(77 1055136),(78 1072420.1),(79 1090352.8),
(1 7563.079),(2 24011.33),(3 46560.707),(4 72970.375),(5 103232.21),(6 136349.83),(7 170408.67),(8 205417.1),(9 241481.69),(10 279783.06),(11 316708.75),(12 353338.47),(13 389544.66),(14 423814.56),(15 454894.63),(16 485018.75),(17 516966.28),(18 548504.2),(19 578446.4),(20 609005.44),(21 637660.9),(22 666604.44),(23 694687),(24 721831.25),(25 748057.4),(26 777235.6),(27 801929.8),(28 826281.7),(29 846824.56),(30 867990),(31 890618.75),(32 915393.8),(33 939143.5),(34 966530.5),(35 996696),(36 1029708.75),(37 1061892.6),(38 1090435.4),(39 1116363.8),(40 1140575.8),(41 1162376),(42 1185875.8),(43 1209480.3),(44 1230631.8),(45 1253718),(46 1277531.6),(47 1302299.4),(48 1324267.6),(49 1342978.3),(50 1361716.4),(51 1378159.9),(52 1392611),(53 1407387.5),(54 1420841),(55 1429344.4),(56 1432631.4),(57 1431201.1),(58 1430537.3),(59 1429187),(60 1424664.4),(61 1417984.8),(62 1413065.9),(63 1408602.3),(64 1403313.1),(65 1398585.5),(66 1392230.3),(67 1385079.3),(68 1374912.4),(69 1364714.1),(70 1356347.9),(71 1346830.4),(72 1339519.3),(73 1334684.8),(74 1332834.1),(75 1327203.4),(76 1323351),(77 1320157),(78 1315105),(79 1310200.1),
