(1 2.60823),(2 2876.4285),(3 9604.524),(4 12499.456),(5 12518.163),(6 15541.648),(7 20566.611),(8 23423.676),(9 23374.785),(10 23798.682),(11 26545.877),(12 28665.793),(13 28666.184),(14 30218.26),(15 32060.926),(16 33464.047),(17 33489.97),(18 34936.4),(19 35009.17),(20 39913.254),(21 39928.855),(22 41226.867),(23 37027.082),(24 39937.203),(25 39885.902),(26 39895.418),(27 41239.914),(28 42158.227),(29 42262.445),(30 43631.004),(31 42787.414),(32 45446.203),(33 45411.38),(34 44793.098),(35 44495.844),(36 45847.17),(37 45758.785),(38 45421.426),(39 45366.965),(40 46407.668),(41 46325.2),(42 45168.16),(43 44949.28),(44 43231.066),(45 43210.695),(46 44787.105),(47 47978.496),(48 47988.28),
(1 2.4835398),(2 2683.4495),(3 9447.048),(4 12352.069),(5 12358.689),(6 14816.227),(7 18601.771),(8 21685.295),(9 21716.428),(10 21632.557),(11 24694.666),(12 27135.658),(13 27066.168),(14 27093.53),(15 32203.045),(16 32912.758),(17 32907.45),(18 33935.273),(19 32429.787),(20 35552.746),(21 35554.84),(22 34186.55),(23 33961.984),(24 37565.27),(25 37524.945),(26 41472.605),(27 40766.996),(28 43407.254),(29 43371.27),(30 45412.74),(31 43203.063),(32 42482.336),(33 42423.824),(34 42037.523),(35 42570.484),(36 45925.31),(37 45963.414),(38 48102.53),(39 46626.816),(40 46502.26),(41 46409.766),(42 44834.42),(43 48407.395),(44 46501.188),(45 46469.863),(46 46483.02),(47 46427.99),(48 46430.24),
(1 2.4857178),(2 3005.865),(3 9451.026),(4 11592.659),(5 11588.238),(6 14333.103),(7 17104.492),(8 19370.576),(9 19293.52),(10 20685.51),(11 26837.514),(12 28613.781),(13 28629.271),(14 29476.22),(15 32419.41),(16 32343.027),(17 32306.543),(18 33556.527),(19 32541.523),(20 35935.684),(21 35913.574),(22 36079.105),(23 36339.75),(24 40526.65),(25 40454.113),(26 43951.574),(27 43545.086),(28 44569.22),(29 44691.625),(30 43605.93),(31 45740.063),(32 45462.26),(33 45481.97),(34 44826.586),(35 43283.76),(36 45045.234),(37 45018.934),(38 44692.332),(39 48679.953),(40 48844.16),(41 48895.996),(42 47987.05),(43 48075.906),(44 46931.004),(45 46933.176),(46 45830.973),(47 47911.027),(48 47929.684),
(1 2.5343838),(2 3011.7947),(3 10893.636),(4 13197.086),(5 13189.388),(6 15905.936),(7 19270.014),(8 20433.633),(9 20385.766),(10 21884.26),(11 25043.316),(12 27675.021),(13 27702.24),(14 27700.973),(15 27823.604),(16 30299.564),(17 30356.69),(18 32750.104),(19 34566.086),(20 37125.953),(21 37092.26),(22 36096.105),(23 35294.363),(24 37585.637),(25 37613.285),(26 38868.84),(27 40891.57),(28 41068.305),(29 41161.043),(30 40576.3),(31 42906.816),(32 41771.676),(33 41765.902),(34 37736.766),(35 38720.7),(36 42810.97),(37 42780.137),(38 40801.086),(39 40245.188),(40 42095.813),(41 41963.297),(42 41799.215),(43 43117.824),(44 42384.32),(45 42230.08),(46 41211.4),(47 40093.074),(48 40119.75),
(1 2.5523353),(2 2849.1292),(3 9775.356),(4 11525.11),(5 11529.49),(6 13761.583),(7 17262.041),(8 19962.598),(9 19930.178),(10 21076.1),(11 24393.568),(12 27017.764),(13 27011.61),(14 29483.162),(15 30641.906),(16 30939.889),(17 30976.84),(18 32678.832),(19 33115.426),(20 34907.652),(21 34842.867),(22 37321.977),(23 36027.82),(24 38335.668),(25 38314.22),(26 41225.15),(27 47180.59),(28 48170.94),(29 48187.313),(30 49033.375),(31 47627.984),(32 46510.44),(33 46431.66),(34 41722.785),(35 42761.156),(36 45800.992),(37 45819.17),(38 46803.297),(39 44562.504),(40 45484.258),(41 45492.2),(42 46634.016),(43 45889.543),(44 45084.82),(45 45025.63),(46 46714.86),(47 45648.582),(48 45615.777),
(1 2.6792457),(2 2536.196),(3 8095.804),(4 10269.379),(5 10295.77),(6 12397.138),(7 14701.843),(8 17718.06),(9 17652.879),(10 20408.592),(11 23305.494),(12 24775.666),(13 24831.008),(14 26635.363),(15 27010.492),(16 30103.314),(17 30085.016),(18 31868.473),(19 30173.691),(20 32808.887),(21 32841.703),(22 33450.344),(23 31806.186),(24 34257.496),(25 34241.188),(26 37765.758),(27 40757.668),(28 40723.508),(29 41129.305),(30 40023.95),(31 39788.426),(32 40755.188),(33 40669.82),(34 39198.863),(35 40686.67),(36 42328.85),(37 42312.258),(38 42612.21),(39 44218.88),(40 43446.637),(41 43392.133),(42 43905.11),(43 43562.188),(44 42756.586),(45 42657.395),(46 43110.703),(47 45791.098),(48 45772.7),
(1 2.7035081),(2 2449.5828),(3 7939.06),(4 10143.598),(5 10155.175),(6 12790.294),(7 15938.228),(8 17824.629),(9 17837.28),(10 19620.06),(11 22942.799),(12 24671.197),(13 24661.754),(14 26018.77),(15 28748.773),(16 30139.209),(17 30132.896),(18 31122.967),(19 31367.195),(20 34204.156),(21 34254.15),(22 33794.81),(23 34626.51),(24 37458.406),(25 37536.336),(26 37754.37),(27 41164.977),(28 38713.344),(29 38967.895),(30 38709.64),(31 38246.74),(32 40919.785),(33 40855.75),(34 37535.11),(35 38458.496),(36 41115.254),(37 41076.074),(38 41894.043),(39 41210.688),(40 44060.29),(41 44155.35),(42 43656.543),(43 40638.875),(44 39727.664),(45 39692.355),(46 41618.332),(47 45045.13),(48 45010.457),
(1 2.3206186),(2 2479.416),(3 8612.51),(4 11373.854),(5 11330.391),(6 13473.002),(7 16597.936),(8 18401.254),(9 18395.37),(10 19319.826),(11 22174.74),(12 23724.982),(13 23664.291),(14 26333.197),(15 26778.248),(16 30415.643),(17 30404.283),(18 32980.023),(19 31944.266),(20 34987.37),(21 34988.234),(22 33527.17),(23 34197.742),(24 37829.53),(25 37858.332),(26 39350.1),(27 41336.152),(28 39542.78),(29 39619.39),(30 39076.195),(31 38374.97),(32 39843.05),(33 39726.918),(34 39422.113),(35 41472.555),(36 44001.25),(37 44063.754),(38 43250.746),(39 45355.125),(40 45773.14),(41 45706.957),(42 48051.54),(43 43435.62),(44 42744.594),(45 42764.637),(46 42257.445),(47 43165.65),(48 43176.105),
(1 2.3320494),(2 2629.048),(3 8606.441),(4 10792.028),(5 10820.239),(6 13014.2),(7 16458.008),(8 18157.28),(9 18187.186),(10 18648.96),(11 22519.416),(12 25016.355),(13 25041.56),(14 26243.451),(15 26364.889),(16 28729.822),(17 28680.504),(18 29919.842),(19 30807.92),(20 33084.066),(21 33128.656),(22 33098.81),(23 33195.77),(24 35413.72),(25 35404.613),(26 35719.895),(27 37046.42),(28 37859.684),(29 38011.344),(30 36111.137),(31 34595.07),(32 34701.363),(33 34726.28),(34 35680.766),(35 38486.168),(36 40735.37),(37 40719.938),(38 40582.664),(39 40486.1),(40 39665.973),(41 39595.32),(42 38352.87),(43 41015.184),(44 39406.824),(45 39409.58),(46 39090.543),(47 39696.18),(48 39696.49),
(1 2.4331894),(2 2479.4407),(3 7691.282),(4 10233.66),(5 10246.047),(6 12171.842),(7 14685.996),(8 16462.363),(9 16486.725),(10 18454.492),(11 20959.146),(12 23902.057),(13 23908.879),(14 23991.012),(15 26203.883),(16 29258.773),(17 29304.635),(18 29009.004),(19 30179.324),(20 33222.305),(21 33220.176),(22 33217.945),(23 33827.125),(24 36942.938),(25 36904.973),(26 36473.344),(27 38576.957),(28 40403.137),(29 40800.215),(30 39548.86),(31 39076.74),(32 39644.707),(33 39679.53),(34 39822.676),(35 40965.82),(36 42341.66),(37 42306.027),(38 44835.313),(39 42589.832),(40 41906.645),(41 41839.613),(42 38823.72),(43 41713.117),(44 41165.785),(45 41061.38),(46 42386.918),(47 41326.824),(48 41325.27),
(1 2.6873062),(2 2250.6753),(3 7187.168),(4 9447.956),(5 9437.109),(6 11547.228),(7 15108.679),(8 17262.656),(9 17202.219),(10 17628.865),(11 19944.684),(12 22771.588),(13 22785.818),(14 24193.607),(15 23733.627),(16 25604.45),(17 25564.611),(18 26110.904),(19 26472.201),(20 28876.248),(21 28829.838),(22 29710.604),(23 31436.748),(24 34238.94),(25 34256.523),(26 38453.637),(27 39240.13),(28 39675.77),(29 39678.684),(30 38847.023),(31 40296.535),(32 39504.332),(33 39494.95),(34 36179.19),(35 38877.61),(36 41287.066),(37 41263.11),(38 40786.64),(39 41605.535),(40 41704.62),(41 41622.555),(42 42323.48),(43 43916.27),(44 42904.355),(45 42766.516),(46 43953.74),(47 41118.492),(48 41138.785),
(1 2.5333524),(2 2148.5107),(3 7283.021),(4 10077.535),(5 10116.657),(6 12144.414),(7 15403.952),(8 16411.521),(9 16410.436),(10 17259.508),(11 20361.873),(12 23747.29),(13 23793.566),(14 24147.777),(15 24253.988),(16 25401.25),(17 25399.064),(18 25699.111),(19 27315.072),(20 28952.158),(21 28852.947),(22 28397.375),(23 29254.45),(24 32457.453),(25 32450.342),(26 34320.81),(27 37632.23),(28 37263.707),(29 37299.004),(30 37531.902),(31 36779.066),(32 39175.94),(33 39180.55),(34 38153.79),(35 39140.063),(36 41979.426),(37 42015.75),(38 41810.773),(39 41813.9),(40 42380.75),(41 42339.273),(42 40318.215),(43 41887.676),(44 40795.523),(45 40700.832),(46 41019.305),(47 40232.145),(48 40234.855),
(1 2.350074),(2 2114.4194),(3 8454.342),(4 10318.572),(5 10327.715),(6 13284.373),(7 15605.53),(8 17716.875),(9 17659.715),(10 18703.756),(11 23221.316),(12 24487.428),(13 24427.059),(14 27230.834),(15 25891.719),(16 26423.314),(17 26369.756),(18 27152.758),(19 29325.316),(20 31196.176),(21 31180.871),(22 30551.605),(23 31095.006),(24 32656.506),(25 32638.129),(26 34316.49),(27 36201.203),(28 36732.535),(29 36600.316),(30 35902.215),(31 36667.156),(32 39863.79),(33 39881.543),(34 38991.992),(35 39899.445),(36 42435.863),(37 42423.863),(38 41496.066),(39 40582.703),(40 40354.508),(41 40223.855),(42 42560.523),(43 39786.785),(44 38899.094),(45 38869.79),(46 38941.26),(47 40166.395),(48 40149.434),
(1 2.6487284),(2 2314.26),(3 7973.453),(4 9589.792),(5 9590.054),(6 11341.133),(7 13982.008),(8 16523.514),(9 16519.041),(10 17711.889),(11 21514.652),(12 24627.29),(13 24603.145),(14 23935.727),(15 24566.254),(16 27089.332),(17 27071.11),(18 27251.328),(19 27557.654),(20 30333.236),(21 30298.258),(22 30849.566),(23 28368.492),(24 30935.254),(25 30917.049),(26 33808.38),(27 38317.895),(28 37418.016),(29 37221.39),(30 36597.637),(31 36311.47),(32 38634.234),(33 38518.3),(34 39060.54),(35 37733.082),(36 39200.785),(37 39167.953),(38 39128.14),(39 40019.367),(40 39037.4),(41 38988.113),(42 38553.945),(43 38516.695),(44 37157.676),(45 37145.066),(46 36783.297),(47 38538.42),(48 38494.598),
(1 2.314023),(2 2055.4724),(3 7414.6274),(4 9628.172),(5 9611.875),(6 10816.367),(7 12975.576),(8 14853.564),(9 14880.737),(10 16877.766),(11 19104.88),(12 21520.76),(13 21509.723),(14 22026.04),(15 24469.125),(16 25013.963),(17 25008.303),(18 25928.21),(19 26016.99),(20 28517.557),(21 28490.21),(22 29303.834),(23 27228.574),(24 29032.979),(25 29029.385),(26 30294.309),(27 33121.984),(28 34248.777),(29 34563.887),(30 34087.49),(31 32927.926),(32 34317.633),(33 34324.137),(34 34275.76),(35 33654.945),(36 35859.906),(37 35872.63),(38 36370.16),(39 35951.32),(40 36296.31),(41 36263.617),(42 35786.06),(43 37904.1),(44 35542.94),(45 35513.813),(46 36959.723),(47 37233.21),(48 37214.543),
(1 2.5151217),(2 2154.6912),(3 7234.684),(4 9957.981),(5 9974.506),(6 11480.445),(7 13715.417),(8 15852.268),(9 15840.746),(10 16585.92),(11 20455.957),(12 21798.436),(13 21806.424),(14 21445.988),(15 23507.865),(16 24779.396),(17 24772.36),(18 25827.383),(19 26666.645),(20 29080.18),(21 29055.238),(22 31239.957),(23 29739.076),(24 33462.152),(25 33416.59),(26 35457.914),(27 39959.344),(28 38578.61),(29 38955.855),(30 37376.33),(31 37562.87),(32 37086.633),(33 37031.625),(34 35996.523),(35 36216.93),(36 37388.96),(37 37423.492),(38 36592.992),(39 36280.66),(40 38904.76),(41 38847.65),(42 37912.195),(43 36779.207),(44 35425.227),(45 35519.62),(46 37180.363),(47 39053.777),(48 39068.55),
(1 2.4748104),(2 2111.877),(3 7451.1504),(4 9894.984),(5 9937.568),(6 12101.883),(7 14097.267),(8 14975.875),(9 14995.766),(10 15764.26),(11 19738.512),(12 21500.25),(13 21453.459),(14 23108.58),(15 25250.95),(16 27689.2),(17 27653.092),(18 28896.541),(19 27754.047),(20 29538.379),(21 29516.523),(22 29718.447),(23 29650.229),(24 31588.95),(25 31588.662),(26 33369.5),(27 36513.113),(28 36975.637),(29 37096.84),(30 35407.766),(31 34195.918),(32 34902.04),(33 34790.637),(34 32315.068),(35 31732.088),(36 33634.254),(37 33658.914),(38 34757.355),(39 35352.387),(40 35588.984),(41 35556.063),(42 34834.094),(43 36532.766),(44 34888.965),(45 34874.016),(46 35713.5),(47 34392.61),(48 34387.99),
(1 2.4218414),(2 2158.0415),(3 7270.621),(4 9234.701),(5 9232.212),(6 11221.128),(7 13761.927),(8 14931.876),(9 14950.272),(10 17400.807),(11 19924.31),(12 21856.041),(13 21856.129),(14 22129.15),(15 21213.373),(16 23839.9),(17 23887.69),(18 25336.273),(19 24546.889),(20 26872.393),(21 26834.906),(22 25970.523),(23 25059.436),(24 27780.842),(25 27810.158),(26 27947.896),(27 30186.28),(28 32041.287),(29 32257.38),(30 30313.121),(31 29854.916),(32 29802.066),(33 29794.328),(34 28435.092),(35 29926.367),(36 32197.873),(37 32103.816),(38 30235.809),(39 31508.559),(40 32259.934),(41 32188.209),(42 32270.865),(43 31682.275),(44 31786.18),(45 31700.87),(46 32108.545),(47 32353.746),(48 32363.834),
(1 2.3423038),(2 2126.2693),(3 7420.7373),(4 9620.298),(5 9627.76),(6 11542.878),(7 13821.337),(8 15187.272),(9 15192.265),(10 16710.092),(11 19469.258),(12 20221.873),(13 20230.482),(14 21718.207),(15 21562.35),(16 23520.95),(17 23533.256),(18 25350.203),(19 23942.91),(20 25659.291),(21 25599.307),(22 26274.082),(23 25652.217),(24 27269.7),(25 27240.156),(26 28305.338),(27 30519.8),(28 32716.277),(29 32827.75),(30 32376.666),(31 32404.512),(32 31933.566),(33 31941.352),(34 30776.271),(35 31094.115),(36 34932.88),(37 34912.785),(38 33701.875),(39 32297.248),(40 31606.945),(41 31624.166),(42 33549.664),(43 33370.375),(44 32240.979),(45 32182.748),(46 32707.91),(47 33260.066),(48 33252.516),
(1 2.229735),(2 2000.237),(3 6866.9937),(4 9099.422),(5 9096.704),(6 10515.952),(7 12405.4795),(8 14276.775),(9 14237.741),(10 15836.174),(11 17762.738),(12 19389.602),(13 19411.107),(14 20213.148),(15 21120.527),(16 22102.227),(17 22080.096),(18 23730.264),(19 22769.234),(20 24276.98),(21 24225.432),(22 24885.373),(23 25974.9),(24 28426.816),(25 28407.416),(26 29058.277),(27 29155.697),(28 30963.738),(29 30947.092),(30 30878.61),(31 31767.182),(32 33306.45),(33 33268.68),(34 31550.436),(35 33289.38),(36 33837.37),(37 33800.215),(38 32136.35),(39 32180.543),(40 32198.879),(41 32251.56),(42 33005.51),(43 33540.813),(44 33197.3),(45 33202.313),(46 33418.074),(47 34957.59),(48 34964.37),
(1 2.1765738),(2 1943.6486),(3 7337.4536),(4 9297.857),(5 9307.332),(6 9935.283),(7 12825.723),(8 14323.346),(9 14305.99),(10 15133.479),(11 18147.9),(12 20333.73),(13 20379.049),(14 21652.395),(15 22880.15),(16 23678.795),(17 23682.441),(18 23790.592),(19 22527.777),(20 25608.002),(21 25535.945),(22 25598.785),(23 28442.484),(24 30938.293),(25 30942.078),(26 33443.023),(27 32110.346),(28 33149.484),(29 33435.7),(30 32187.68),(31 33178.145),(32 32651.729),(33 32670.559),(34 31012.9),(35 31661.441),(36 33401.066),(37 33261.855),(38 34165.004),(39 36239.086),(40 34951.926),(41 34906.08),(42 34194.75),(43 33160.203),(44 32608.242),(45 32554.996),(46 34184.223),(47 37204.813),(48 37210.813),
(1 2.0600247),(2 1847.7244),(3 7057.024),(4 8891.251),(5 8898.0205),(6 10606.516),(7 13644.397),(8 14552.51),(9 14557.816),(10 16282.505),(11 18294.107),(12 20673.996),(13 20658.84),(14 21980.709),(15 21895.43),(16 22647.81),(17 22660.45),(18 22585.55),(19 22303.67),(20 24047.064),(21 24049.66),(22 24700.45),(23 24530.484),(24 27711.03),(25 27732.242),(26 29847.482),(27 30330.47),(28 32599.164),(29 32698.463),(30 32887.74),(31 33461.406),(32 34326.71),(33 34391.516),(34 32687.367),(35 33254.242),(36 36559.746),(37 36578.348),(38 36685.918),(39 34902.55),(40 34700.06),(41 34664.895),(42 33168.336),(43 33761.2),(44 33188.605),(45 33114.094),(46 33917.54),(47 33885.766),(48 33890.137),
(1 2.278126),(2 1870.4967),(3 6472.157),(4 8766.399),(5 8783.485),(6 10950.323),(7 12708.516),(8 13348.551),(9 13337.139),(10 14607.138),(11 16044.915),(12 17795.586),(13 17770.705),(14 18714.926),(15 18953.146),(16 20300.55),(17 20267.377),(18 21771.613),(19 21546.086),(20 22024.646),(21 22088.707),(22 25148.277),(23 24463.535),(24 26785.813),(25 26805.127),(26 26922.71),(27 27592.531),(28 30344.404),(29 30266.018),(30 29956.465),(31 29602.848),(32 29875.469),(33 29848.322),(34 27782.043),(35 28024.36),(36 29280.049),(37 29305.625),(38 30230.004),(39 30823.521),(40 31452.621),(41 31387.352),(42 30881.344),(43 30465.01),(44 30743),(45 30688.277),(46 31291.727),(47 33131.668),(48 33152.445),
(1 2.299692),(2 1814.6132),(3 5824.395),(4 8102.7095),(5 8103.807),(6 9895.269),(7 12055.843),(8 12644.241),(9 12668.52),(10 14467.941),(11 16461.959),(12 17241.46),(13 17255.398),(14 18739.545),(15 19454.29),(16 20548.023),(17 20531.633),(18 21180.66),(19 20035.771),(20 21690.215),(21 21713.863),(22 23975.232),(23 24566.33),(24 26662.547),(25 26668.656),(26 27714.896),(27 29432.229),(28 30028.727),(29 30004.525),(30 28680.363),(31 27436.717),(32 31317.178),(33 31316.66),(34 29988.842),(35 30520.908),(36 30679.889),(37 30689.037),(38 31035.012),(39 30847.44),(40 30208.273),(41 30196.55),(42 29934.023),(43 30579.447),(44 30232.803),(45 30218.027),(46 31275.1),(47 32469.78),(48 32467.826),
(1 1.9660996),(2 1673.3456),(3 6250.648),(4 7781.68),(5 7798.466),(6 9250.204),(7 12391.831),(8 13623.369),(9 13635.854),(10 13524.654),(11 16038.178),(12 17045.16),(13 17020.596),(14 18031.648),(15 18925.512),(16 20187.363),(17 20187.936),(18 21518.266),(19 23007.648),(20 25527.854),(21 25462.52),(22 25692.768),(23 23298.184),(24 24402.346),(25 24393.08),(26 25218.098),(27 26388.975),(28 30550.49),(29 30469.64),(30 29796.55),(31 29716.773),(32 30278.162),(33 30265.469),(34 27930.438),(35 29225.215),(36 31140.7),(37 31169.97),(38 30804.15),(39 31436.287),(40 30957.434),(41 31002.42),(42 28844.03),(43 27831.232),(44 27655.549),(45 27664.248),(46 28713.498),(47 29850.043),(48 29845.896),
(1 2.1131723),(2 1693.3766),(3 5930.071),(4 7648.659),(5 7662.9434),(6 9415.578),(7 12359.336),(8 13781.633),(9 13791.849),(10 14111.664),(11 16614.152),(12 18906.932),(13 18850.48),(14 18297.793),(15 18256),(16 19956.572),(17 20002.592),(18 20708.818),(19 20615.963),(20 23078.01),(21 23078.043),(22 24010.256),(23 22046.385),(24 23988.336),(25 23997.305),(26 25229.57),(27 27248.867),(28 27662.959),(29 27665.68),(30 27301.545),(31 26536.504),(32 26853.74),(33 26881.709),(34 25522.928),(35 27448.02),(36 29781.291),(37 29787.188),(38 29407.924),(39 29035.076),(40 28800.959),(41 28761.162),(42 28138.486),(43 28774.04),(44 28279.719),(45 28241.982),(46 28938.693),(47 28853.176),(48 28826.432),
(1 2.0984929),(2 1571.12),(3 5980.398),(4 7235.659),(5 7242.713),(6 8860.829),(7 11131.063),(8 12661.845),(9 12663.32),(10 13653.845),(11 15807.481),(12 16851.031),(13 16814.059),(14 17803.63),(15 18882.584),(16 20185.541),(17 20160.152),(18 21234.9),(19 19671.146),(20 21561.613),(21 21525.54),(22 22374.516),(23 22689.045),(24 24696.865),(25 24665.46),(26 25799.145),(27 25687.092),(28 26516.098),(29 26680.31),(30 26618.121),(31 26953.832),(32 28132.027),(33 28144.328),(34 25232.69),(35 26511.807),(36 28943.387),(37 28984.553),(38 29093.385),(39 29821.91),(40 30712.81),(41 30662.494),(42 29826.959),(43 29264.996),(44 28761.816),(45 28695.674),(46 28027.148),(47 28892.023),(48 28889.582),
(1 2.0772283),(2 1706.7559),(3 5748.193),(4 7837.8677),(5 7853.6245),(6 9093.878),(7 12127.892),(8 12731.932),(9 12762.232),(10 13939.978),(11 15653.406),(12 16736.605),(13 16726.531),(14 17477.379),(15 19222.414),(16 20645.291),(17 20640.277),(18 21311.44),(19 21645.246),(20 24349.865),(21 24368.79),(22 24395.186),(23 23540.32),(24 24964.557),(25 24978.738),(26 26213.182),(27 26511.193),(28 27396.588),(29 27597.586),(30 28409.072),(31 27785.441),(32 28480.057),(33 28428.521),(34 27953.484),(35 27939.258),(36 29375.867),(37 29364.586),(38 30002.412),(39 29289.813),(40 29960.156),(41 29958.52),(42 29608.63),(43 28796.453),(44 28404.26),(45 28373.17),(46 27886.21),(47 27925.637),(48 27957.166),
(1 2.0994186),(2 1513.5436),(3 5888.573),(4 7182.893),(5 7206.065),(6 8714.266),(7 11330.213),(8 12498.903),(9 12499.657),(10 12602.791),(11 14827.61),(12 16464.123),(13 16423.682),(14 16487.678),(15 17573.557),(16 18170.396),(17 18177.219),(18 19171.234),(19 20278.654),(20 22782.373),(21 22761.02),(22 21468.514),(23 21397.92),(24 23784.658),(25 23808.768),(26 23804.516),(27 26101.26),(28 26904.422),(29 26954.486),(30 27297.143),(31 29113.008),(32 28869.025),(33 28808.05),(34 28457.59),(35 26881.504),(36 27592.38),(37 27572.256),(38 28350.092),(39 28163.05),(40 28518.225),(41 28502.336),(42 27404.83),(43 28615.697),(44 26974.305),(45 26947.969),(46 27556.668),(47 27091.332),(48 27100.22),
(1 2.3225842),(2 1584.0153),(3 6004.9985),(4 7219.4116),(5 7237.4487),(6 8677.626),(7 11235.262),(8 12572.004),(9 12608.346),(10 13302.413),(11 15008.924),(12 15828.641),(13 15849.276),(14 17153.633),(15 17629.201),(16 18473.174),(17 18447.77),(18 19053.934),(19 18990.498),(20 21151.326),(21 21087.781),(22 20816.172),(23 21422.248),(24 23322.508),(25 23360.38),(26 24841.14),(27 25226.936),(28 27247.209),(29 27479.365),(30 26701.412),(31 28138.72),(32 27335.355),(33 27328.92),(34 27719.545),(35 27570.705),(36 29054.668),(37 28987.75),(38 27887.377),(39 28831.713),(40 29037.059),(41 28975.143),(42 29255.492),(43 29773.238),(44 28975.336),(45 29047.328),(46 28182.684),(47 28856.049),(48 28850.67),
