1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109537.125),(2 184759.67),(3 234285.69),(4 470150.25),(5 694329),(6 894616.06),(7 1249308.9),(8 1610425.9),(9 1960377.6),(10 2440182),(11 2963679.3),(12 3465028.8),(13 4144183),(14 4804487.5),(15 5502202.5),(16 6272343.5),(17 7173466),(18 8039616.5),(19 9002304),(20 10060220),(21 11267048),(22 12297125),(23 13575949),(24 14678688),(25 15713355),(26 16861072),(27 17950386),(28 18942672),(29 20211108),(30 21220906),(31 22225596),(32 23350454),(33 24367024),(34 25275094),(35 26360010),(36 27598390),(37 28527218),(38 29719270),(39 30834992),(40 31793582),(41 32944262),(42 33929356),(43 34785740),(44 35717696),(45 36610436),(46 37364410),(47 38396704),(48 39329204),(49 40180704),(50 41204430),(51 42333372),(52 43227348),(53 44552770),(54 45795730),(55 47069504),(56 48560640),(57 49937364),(58 51178228),(59 52639840),(60 54076076),(61 55304492),(62 56729068),(63 58125188),(64 59258924),(65 60740204),(66 62207892),(67 63367100),(68 64837372),(69 66306068),(70 67547990),(71 69073000),(72 70463930),(73 71765816),(74 73246810),(75 74747170),(76 75782480),(77 77112696),(78 78385860),(79 79357800),
(1 17789.266),(2 53175.313),(3 83405.9),(4 99438.7),(5 105083.25),(6 106760.85),(7 110226.28),(8 116440.48),(9 125088.734),(10 134898.92),(11 142655.5),(12 149642.94),(13 156456.08),(14 163826.4),(15 171832.2),(16 182122.23),(17 193494.3),(18 201823.56),(19 205026),(20 203586.02),(21 202302.45),(22 202720.67),(23 204364.48),(24 206066.36),(25 208501.56),(26 209617.9),(27 208515.69),(28 204485.98),(29 199521.52),(30 195276.44),(31 192747.47),(32 192051.75),(33 191719.9),(34 190419.28),(35 187527.36),(36 184104.94),(37 180223.81),(38 176171.75),(39 173475.88),(40 172352.2),(41 172100.75),(42 171857.5),(43 172235.52),(44 172916.72),(45 172029.25),(46 169718.13),(47 166667.89),(48 164530.86),(49 164548.75),(50 165775.89),(51 165997.47),(52 164115.75),(53 161223.13),(54 158307.3),(55 156177.27),(56 155953.69),(57 157345.75),(58 158824.39),(59 161219.86),(60 163065.05),(61 163785.5),(62 165001.08),(63 166760.17),(64 168795.16),(65 169146.48),(66 169304.61),(67 168332.9),(68 167728.17),(69 168395.67),(70 170824.94),(71 173367.66),(72 175405.08),(73 177303.83),(74 179137.75),(75 182092.36),(76 185450.19),(77 188203.47),(78 190951.86),(79 192969.8),
(1 17307.467),(2 50553.85),(3 78764.42),(4 94306.01),(5 99543.21),(6 101142.86),(7 103731.85),(8 108462.34),(9 114928.49),(10 121381.03),(11 126790.83),(12 131030.44),(13 136123.36),(14 143537.2),(15 153968.25),(16 167548.64),(17 179927.06),(18 186377.95),(19 186977.63),(20 183941.7),(21 182323.8),(22 184945.23),(23 188555.1),(24 191021.61),(25 192169.05),(26 192928.55),(27 194114.28),(28 194990.05),(29 194666.77),(30 192631.2),(31 189898.73),(32 188002.88),(33 186635.8),(34 183708),(35 179125.92),(36 174638.25),(37 171837.61),(38 170119.28),(39 169402.58),(40 169524.1),(41 168615.63),(42 166875.53),(43 164946.11),(44 163164.66),(45 161754.52),(46 160443),(47 160553.05),(48 159683.25),(49 158370.47),(50 157354.13),(51 157337.69),(52 157098.53),(53 156417.69),(54 154436.25),(55 151284.94),(56 148775.39),(57 147962.06),(58 148834.81),(59 149523.44),(60 149478.77),(61 148958.2),(62 149228.44),(63 149566.75),(64 151478.39),(65 152859.8),(66 155115.84),(67 158084.61),(68 159650.83),(69 161409.73),(70 163515.4),(71 166329.95),(72 169420.06),(73 171412.42),(74 172368.95),(75 173479.39),(76 175299.64),(77 176204.31),(78 176559.56),(79 177312.39),
(1 16478.012),(2 47916.66),(3 74385.32),(4 89658.54),(5 95968.836),(6 99419.26),(7 103561.99),(8 109345.57),(9 117125.83),(10 124574.016),(11 129024.95),(12 131111.33),(13 133371.72),(14 138048.39),(15 146633.33),(16 158760.73),(17 169790.44),(18 175823.45),(19 176262.81),(20 174933.47),(21 174696),(22 176698.52),(23 179010.25),(24 180331.72),(25 179731.47),(26 177937.17),(27 175387.78),(28 171262.53),(29 166858.72),(30 163522.2),(31 162028.92),(32 161532.94),(33 161136),(34 159446.83),(35 156818.28),(36 154777.66),(37 153151.5),(38 151774.92),(39 150986.75),(40 151244.31),(41 151671.9),(42 152026.25),(43 152768.55),(44 152701.83),(45 152385.16),(46 151856.52),(47 151073.08),(48 150421.13),(49 150928.19),(50 150853.81),(51 149895.75),(52 148312.53),(53 147042.39),(54 146597.6),(55 146549.48),(56 147934.42),(57 149057.56),(58 149773.14),(59 149218.14),(60 147697.97),(61 146514.67),(62 146347.3),(63 146360.1),(64 147055.22),(65 147301.14),(66 147729.81),(67 148713.58),(68 149660.83),(69 150765.1),(70 152295.22),(71 153929.81),(72 155139.6),(73 155815.13),(74 156679.44),(75 158428.83),(76 160859.55),(77 162242.17),(78 162490.11),(79 162534.9),
(1 16432.94),(2 47334.75),(3 72977.63),(4 87396.33),(5 93265.14),(6 95971.02),(7 100410.95),(8 106720.07),(9 114170.94),(10 119345.72),(11 122276.3),(12 124442.3),(13 128378.79),(14 134374.47),(15 143584.8),(16 154338.72),(17 161790.33),(18 164848.61),(19 164614.56),(20 162264.66),(21 161796.7),(22 163582.58),(23 164677.55),(24 165714),(25 166592.53),(26 167314.67),(27 167948.56),(28 167331.11),(29 165752.06),(30 164364.11),(31 164389.2),(32 164233.98),(33 162639.45),(34 159611.05),(35 156441.16),(36 154108.97),(37 152209.44),(38 151057.55),(39 150315.69),(40 149894.38),(41 149505.28),(42 149706.4),(43 149204.58),(44 148293.56),(45 147643.66),(46 147988.95),(47 148508.03),(48 147949.48),(49 146883.9),(50 145563.25),(51 144077.34),(52 143465.16),(53 143747.38),(54 144644.3),(55 145289.3),(56 145180.86),(57 143693.33),(58 141612.03),(59 140686.9),(60 141582.9),(61 143076.63),(62 144669.1),(63 143801.11),(64 142695.48),(65 141716.33),(66 141949.27),(67 141752.22),(68 142226.47),(69 143536.81),(70 144480.55),(71 144542.31),(72 143955.45),(73 143700.73),(74 145430.63),(75 148598.02),(76 151477.61),(77 153769.88),(78 155607.16),(79 157083.84),
(1 17169.264),(2 50236.61),(3 77271.77),(4 92299.625),(5 98355.555),(6 101553.65),(7 106749.34),(8 114104),(9 121445.65),(10 126799.18),(11 129578.15),(12 132840.17),(13 137267.08),(14 143936.34),(15 152947.83),(16 162107.84),(17 167127.05),(18 168212.56),(19 167113.06),(20 166029.88),(21 167102.31),(22 168850.02),(23 169571.31),(24 170252.86),(25 170495.11),(26 169350.95),(27 167361.11),(28 163805.13),(29 159203.36),(30 155406.67),(31 154032.1),(32 153120.38),(33 151200.22),(34 148631.64),(35 146033.3),(36 145173.75),(37 145598.23),(38 145209.08),(39 143564.78),(40 142476.84),(41 143330.92),(42 144360.22),(43 145283.47),(44 145811.52),(45 145783.75),(46 145926.56),(47 144487.16),(48 142102.55),(49 140345.98),(50 138331.8),(51 136731.27),(52 136355.16),(53 137261.13),(54 138578.11),(55 139094.66),(56 140116.28),(57 140072.7),(58 138829.16),(59 138840.84),(60 139965.17),(61 141124.89),(62 142159.39),(63 142891.75),(64 143799.22),(65 144613.75),(66 146324.34),(67 148297.7),(68 151239.2),(69 153542.4),(70 154485.02),(71 155044.88),(72 155848.97),(73 156892.19),(74 157738.5),(75 159101.23),(76 161644.4),(77 164574.06),(78 166521.98),(79 168446.88),
(1 16657.633),(2 48299.125),(3 74954.12),(4 89325.47),(5 95315.555),(6 99529.84),(7 105679.86),(8 112915.84),(9 119227.984),(10 125258.07),(11 129354.98),(12 132238.5),(13 134601.66),(14 138600.25),(15 145364.17),(16 152968.48),(17 157120.25),(18 157624.8),(19 155981.52),(20 154028.75),(21 153846.55),(22 155124.44),(23 156996.16),(24 159197.83),(25 160342.88),(26 159300.22),(27 155649.64),(28 151980.11),(29 150061.72),(30 150199.61),(31 150996.17),(32 150005.7),(33 147933.97),(34 146549.72),(35 146657.47),(36 146898.83),(37 146964.44),(38 146214.03),(39 145384.19),(40 145586.9),(41 146379.23),(42 147396.58),(43 147580.44),(44 147674.69),(45 147463.31),(46 145945.92),(47 143292.5),(48 140216.53),(49 138361.7),(50 136412.55),(51 134907.45),(52 133962.77),(53 133185.81),(54 132842.14),(55 132331.86),(56 132079.36),(57 132442.39),(58 131948.5),(59 131183.84),(60 128983.61),(61 126505.22),(62 125538.14),(63 124762.07),(64 124674.414),(65 126039.2),(66 128568.25),(67 130146.55),(68 131388.92),(69 131459.02),(70 132260.05),(71 133736.42),(72 134704.19),(73 135625.38),(74 136637.3),(75 137384.23),(76 138343.13),(77 139651.44),(78 141105.75),(79 142962.64),
(1 15528.432),(2 44211.582),(3 67629.266),(4 80817.21),(5 86625.46),(6 90156.89),(7 94765.41),(8 100981.31),(9 106343.19),(10 111583.62),(11 115662.4),(12 118748.99),(13 122303.695),(14 127609.05),(15 134078.77),(16 139961.97),(17 142037.33),(18 141824.36),(19 140954.13),(20 141315.75),(21 144444.02),(22 148014.42),(23 150683.28),(24 153326.28),(25 155174.42),(26 155256.27),(27 154803.27),(28 153455.13),(29 153215.44),(30 154253.61),(31 154310.88),(32 152708.17),(33 151403.22),(34 150828.6),(35 149882.94),(36 148461.64),(37 146537.81),(38 144991.03),(39 143038.47),(40 141546.44),(41 140956.53),(42 140928.14),(43 140663.3),(44 139469.02),(45 137533.13),(46 136148.9),(47 134843.83),(48 133120.36),(49 131757.78),(50 131614.25),(51 132517.2),(52 133246.73),(53 133722.67),(54 133496.69),(55 132264.33),(56 130633.01),(57 128949.3),(58 127771.66),(59 127589.06),(60 128714.586),(61 130691.43),(62 132014.89),(63 133412.9),(64 136306.8),(65 138125.63),(66 140498.9),(67 142098.63),(68 141935.39),(69 141595.22),(70 141857.08),(71 142302.3),(72 142910.81),(73 143855.47),(74 145126.94),(75 146325.44),(76 146918.94),(77 147085.97),(78 147254.47),(79 148073.13),
(1 14854.586),(2 42436.46),(3 65121.383),(4 77395.625),(5 82769.37),(6 85804.78),(7 88703.55),(8 93550.88),(9 99660.984),(10 106932.8),(11 111611.82),(12 114538.71),(13 117249.42),(14 121831.85),(15 129230.516),(16 136585.95),(17 140135.3),(18 141115.61),(19 142140.53),(20 143756.53),(21 147378.66),(22 150358.38),(23 151444.39),(24 151513.47),(25 150687.36),(26 148406.67),(27 145873.06),(28 144001.89),(29 142491.83),(30 141687.2),(31 140371.22),(32 138311.72),(33 136331.27),(34 135012.2),(35 134118.27),(36 132926.38),(37 130922.414),(38 128326.8),(39 125836.086),(40 124323.32),(41 123884.92),(42 123480.03),(43 123185.23),(44 122850),(45 122077.31),(46 121421.92),(47 121390),(48 120765.97),(49 120460.195),(50 120435.25),(51 119366.04),(52 118069.72),(53 116757.21),(54 114909.195),(55 112858.16),(56 112559.11),(57 112805.16),(58 112445.555),(59 111780.81),(60 111293.53),(61 111329.37),(62 111646.375),(63 112123.62),(64 113829.61),(65 115592.4),(66 117087.91),(67 117681.64),(68 117884.2),(69 118257.16),(70 118589.68),(71 119013.78),(72 120426.516),(73 122270.99),(74 123626.05),(75 124686.37),(76 124727.23),(77 124203.65),(78 124318.03),(79 124927.234),
(1 15028.861),(2 42306.375),(3 63274.13),(4 74080.49),(5 78488.23),(6 82232.96),(7 87076.555),(8 93454.52),(9 100879.44),(10 107302.22),(11 111567.16),(12 114148.125),(13 117511.67),(14 123828.18),(15 132451.22),(16 138693.55),(17 139874.16),(18 139818.39),(19 140217.25),(20 141945.08),(21 144657.27),(22 146948.48),(23 148419.2),(24 150223.92),(25 151691.38),(26 151494.4),(27 149114.67),(28 146733.73),(29 145484.69),(30 145539.78),(31 146050.63),(32 145568.94),(33 144211.25),(34 142137.72),(35 139292.61),(36 136215.56),(37 133746.66),(38 133055.61),(39 132473.81),(40 132071.03),(41 130410.88),(42 128842.9),(43 127919.51),(44 127434.086),(45 127558.9),(46 126030.16),(47 123895.36),(48 121166.66),(49 119328.25),(50 118349.266),(51 117479.26),(52 114512.266),(53 111845.85),(54 110539.37),(55 110400.49),(56 111724.14),(57 113395.07),(58 114351.01),(59 115255.44),(60 115562.54),(61 116738.43),(62 119605.96),(63 122305.98),(64 125446.52),(65 127696.14),(66 128759.445),(67 128782.64),(68 127944.11),(69 127474.48),(70 127597.16),(71 127559.445),(72 127582.016),(73 127655.01),(74 128559.52),(75 129707.14),(76 131019.06),(77 132212.84),(78 132747.34),(79 133093.52),
(1 14600.77),(2 40717.1),(3 60382.516),(4 70788.83),(5 75114.016),(6 77356.48),(7 81036.86),(8 87281.92),(9 93697.086),(10 97569.77),(11 99685.95),(12 103019.266),(13 109014.24),(14 117303.4),(15 125945.305),(16 131024.38),(17 132379.05),(18 133224.97),(19 136159.9),(20 139017.6),(21 141049.33),(22 142334.3),(23 142700.89),(24 141844.02),(25 139553.22),(26 137199.34),(27 134399.63),(28 131815.23),(29 130981.2),(30 130742.98),(31 129595.86),(32 127300.055),(33 124663.26),(34 122725.52),(35 121771.92),(36 121540.58),(37 120957.28),(38 120544.34),(39 119918.83),(40 119888.266),(41 119455.54),(42 118599.51),(43 118335.44),(44 117664.97),(45 117027.59),(46 116689.85),(47 116348.78),(48 115390),(49 114026.69),(50 112831.766),(51 112048.69),(52 110965.23),(53 109629.125),(54 108677.02),(55 108199.12),(56 108911.18),(57 109245.766),(58 108073.51),(59 107626.7),(60 107558.516),(61 107873.99),(62 108910.37),(63 109666.914),(64 110751.445),(65 111643.28),(66 112597.88),(67 112168.945),(68 111748.086),(69 112463.84),(70 114477.44),(71 117225.82),(72 119745.35),(73 121355.71),(74 122269.31),(75 122345.055),(76 122295.82),(77 122779.44),(78 122982.16),(79 122423.87),
(1 14470.311),(2 39648.484),(3 58024.91),(4 67123.48),(5 70206.57),(6 72726.46),(7 77046.97),(8 82640.25),(9 88583.08),(10 93778.15),(11 97230.65),(12 101116.42),(13 106054.16),(14 114676.57),(15 124859.91),(16 131288.25),(17 134178.8),(18 136144.2),(19 138113.66),(20 139723.33),(21 141410.36),(22 141963.73),(23 141702.83),(24 140518.31),(25 139033.47),(26 137694.86),(27 137584.69),(28 137897.55),(29 137954.84),(30 137456.81),(31 136373.48),(32 135104.14),(33 134569.33),(34 133969.61),(35 132095.02),(36 130714),(37 129847.375),(38 129570.95),(39 128260.07),(40 126022.18),(41 123305.18),(42 121635.22),(43 121221.04),(44 121910.05),(45 122827.63),(46 122252.945),(47 120533.4),(48 118333.71),(49 117730.945),(50 117512.39),(51 115829.12),(52 113464.88),(53 112559.43),(54 112359.22),(55 112797.65),(56 114037.305),(57 116450.63),(58 117263.71),(59 117058.72),(60 116620.016),(61 116679.26),(62 118308.305),(63 119483.12),(64 118605.46),(65 116087.14),(66 114556.57),(67 113665.086),(68 114307.34),(69 115317.83),(70 116347.984),(71 117198.984),(72 118247.11),(73 119520.32),(74 120824.766),(75 122688.93),(76 123774.336),(77 125097.9),(78 126298.85),(79 126851.29),
(1 14438.533),(2 39771.117),(3 58719.23),(4 68049.98),(5 71046.695),(6 73305.32),(7 77258.29),(8 82222.27),(9 87026.484),(10 90798.83),(11 93331.586),(12 96470.984),(13 101514.76),(14 108951.484),(15 117054.14),(16 121621.84),(17 122832.516),(18 124187.85),(19 126313.4),(20 128446.22),(21 130860.266),(22 133189.64),(23 134393.31),(24 134462.5),(25 133204.31),(26 131716.66),(27 130216.24),(28 129774.55),(29 129737.42),(30 128806.86),(31 125600.22),(32 121966.234),(33 119615.13),(34 119222.164),(35 119109.516),(36 119091.555),(37 118258.81),(38 117416.41),(39 116764.53),(40 116324.91),(41 115049.13),(42 112513.47),(43 110415.29),(44 109949.336),(45 110497.84),(46 110714.805),(47 110350.68),(48 109241.27),(49 108018.734),(50 105917.31),(51 104163.53),(52 103352.66),(53 103214.305),(54 103353.88),(55 103318.26),(56 103315.086),(57 103229.73),(58 102991.836),(59 102551.08),(60 102139.734),(61 103047.91),(62 104017),(63 105390.54),(64 106843.766),(65 107377.44),(66 107767.66),(67 108497.52),(68 109071.31),(69 109664.37),(70 110208.836),(71 110533.3),(72 110749.41),(73 110923.43),(74 111135.47),(75 111723.78),(76 112364.766),(77 113024),(78 113433.82),(79 113852.86),
(1 14336.008),(2 39813.04),(3 58682.895),(4 67986.25),(5 71760.59),(6 75793.77),(7 81675.73),(8 88262.76),(9 93518.17),(10 97704.88),(11 100659.89),(12 105089.72),(13 111839.54),(14 120894.98),(15 128458.82),(16 132582.77),(17 135204.27),(18 137593.6),(19 140149.48),(20 141705.7),(21 141986.7),(22 141377.11),(23 140725.67),(24 139312.81),(25 137202.42),(26 135271.75),(27 134927.1),(28 134499.4),(29 133585.61),(30 131381.23),(31 128720.82),(32 126601.34),(33 125291.95),(34 123170.8),(35 120948.484),(36 119893.01),(37 119913.75),(38 120139.2),(39 119032.74),(40 117213.78),(41 115655.24),(42 115487.586),(43 116201.95),(44 116541.64),(45 116153.34),(46 115114.17),(47 113167.125),(48 111220.695),(49 110096.57),(50 109027.18),(51 108359.984),(52 107497.27),(53 106798.164),(54 106958.63),(55 106741.36),(56 107074.14),(57 107603.07),(58 107967.58),(59 108221.12),(60 108985.055),(61 109974.9),(62 110930.77),(63 110607.07),(64 109987.69),(65 109383.695),(66 108542.22),(67 108435.6),(68 108136.64),(69 108404.77),(70 109645.76),(71 111961.71),(72 114593.6),(73 116825.56),(74 119063.42),(75 120554.19),(76 120707.17),(77 120315.12),(78 120037.59),(79 119744),
(1 14050.981),(2 38860.082),(3 56595.355),(4 65117.52),(5 68841.016),(6 72770.23),(7 77352.16),(8 81399.7),(9 85185.64),(10 87712.71),(11 88906.8),(12 90809.87),(13 95414.3),(14 102549.63),(15 108177.18),(16 109022.38),(17 108868.016),(18 110734.57),(19 114731.74),(20 118097.43),(21 119386.52),(22 119494.32),(23 119839.66),(24 120254.89),(25 119300.93),(26 118174.17),(27 117830.375),(28 117568.2),(29 116573.016),(30 113706.47),(31 111030.53),(32 109009.89),(33 108436.6),(34 108463.52),(35 108354.87),(36 109002),(37 109264.12),(38 109553.99),(39 109672.09),(40 108971.586),(41 107398.05),(42 105399.83),(43 104480.89),(44 104886.04),(45 105835.39),(46 105954.86),(47 105009.26),(48 103567.49),(49 102994.53),(50 102242.62),(51 102243.1),(52 102291.3),(53 102305.79),(54 102102.234),(55 102401.664),(56 103232.484),(57 104081.2),(58 103991.5),(59 104312.96),(60 105525.49),(61 106818.41),(62 107736.164),(63 107399.09),(64 106776.53),(65 106077.8),(66 105397.47),(67 105123.664),(68 104739.18),(69 104339.22),(70 105010.22),(71 106852.016),(72 108768.84),(73 109729.336),(74 110666.12),(75 111478.37),(76 111879.914),(77 111218.71),(78 109503.63),(79 108095.45),
(1 13138.573),(2 35512.74),(3 51144.906),(4 59022.355),(5 63429.445),(6 67615.52),(7 73596.14),(8 79812.8),(9 84063.96),(10 86811.88),(11 88749.76),(12 92018.73),(13 97157.234),(14 102978.49),(15 106324.88),(16 106779.766),(17 108214.93),(18 111423.78),(19 114905.766),(20 116569.195),(21 116819.14),(22 117033.89),(23 118350.05),(24 119536.79),(25 120355.17),(26 120002.16),(27 119205.39),(28 117395.484),(29 115682.664),(30 114504.6),(31 113696.664),(32 112835.3),(33 111252.08),(34 110081.03),(35 109775.45),(36 110647.27),(37 111038.836),(38 110645.734),(39 109254.875),(40 107982.06),(41 107250.555),(42 106774.09),(43 106478.484),(44 105961.23),(45 105649.9),(46 105664.664),(47 105693.87),(48 104898.336),(49 103970.96),(50 102645.62),(51 101535.3),(52 101331.38),(53 101745.96),(54 102154.09),(55 101540.8),(56 101026.45),(57 100698.22),(58 100554.2),(59 100707.125),(60 100735.695),(61 100352.34),(62 99936.51),(63 99726.766),(64 99320.64),(65 98468.33),(66 98428.18),(67 98882.484),(68 99132.12),(69 99674.7),(70 100015.16),(71 100552.25),(72 101351.83),(73 101774.37),(74 102266.4),(75 102559.016),(76 102373),(77 103111.35),(78 104041.64),(79 104676.695),
