1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11139.376),(2 27110.111),(3 55895.656),(4 81839.77),(5 115388.875),(6 150645.05),(7 190865.3),(8 227958.19),(9 266554.6),(10 302640.5),(11 343358.72),(12 380398),(13 416017.5),(14 449194.34),(15 479863.9),(16 506864.6),(17 535514.3),(18 562090.8),(19 592003.06),(20 623467.94),(21 659142.8),(22 703912.25),(23 749317.94),(24 794359.2),(25 846421.94),(26 891227.5),(27 950136.8),(28 1005395.8),(29 1065594.4),(30 1126107),(31 1194268.5),(32 1267982.3),(33 1332741.3),(34 1407257.9),(35 1490369.5),(36 1575377.6),(37 1651979.5),(38 1733344.6),(39 1822423),(40 1899700.1),(41 1980113),(42 2064823.4),(43 2144068),(44 2211537.3),(45 2282131),(46 2359014.8),(47 2435886),(48 2514311.8),(49 2593484.8),(50 2675003),(51 2760443.3),(52 2841105),(53 2932487),(54 3040526.8),(55 3156727.8),(56 3278333.3),(57 3399166),(58 3511707.3),(59 3629594),(60 3744050.8),(61 3884397),(62 4019796),(63 4168191.3),(64 4309481.5),(65 4459714.5),(66 4598952),(67 4708656.5),(68 4822058.5),(69 4938188),(70 5089210.5),(71 5234998.5),(72 5380228.5),(73 5544486.5),(74 5703176),(75 5850222),(76 5978340),(77 6124754.5),(78 6266593.5),(79 6400180),
(1 16619.86),(2 61470.914),(3 132790.48),(4 226806.56),(5 342393.7),(6 480437.6),(7 636078.44),(8 804554.25),(9 987923.56),(10 1179593.6),(11 1382326.9),(12 1593685.4),(13 1814524.1),(14 2034700),(15 2259436.8),(16 2471434),(17 2674667.8),(18 2862803.8),(19 3038504.3),(20 3199940.8),(21 3355171.5),(22 3499127.8),(23 3630924.5),(24 3745495),(25 3837390.5),(26 3914644.8),(27 3976206.5),(28 4022621.3),(29 4057134.3),(30 4070634.5),(31 4078594),(32 4070601.5),(33 4055409.5),(34 4030302),(35 3997587.3),(36 3966254.5),(37 3938740.8),(38 3913646.3),(39 3890722),(40 3871150.3),(41 3854688.8),(42 3843229.3),(43 3845336),(44 3843571.5),(45 3846935),(46 3854791),(47 3870244.8),(48 3882793),(49 3897087.3),(50 3910145.5),(51 3939835.8),(52 3965153),(53 3987660.5),(54 4008011.3),(55 4027431.8),(56 4043691.8),(57 4053048.3),(58 4054801.5),(59 4056872.3),(60 4058634.8),(61 4042197.5),(62 4019023.3),(63 3989250),(64 3945243.3),(65 3897236.3),(66 3841607),(67 3787357.3),(68 3727782.3),(69 3663176.3),(70 3599123.8),(71 3529530),(72 3463683.3),(73 3396360.8),(74 3334092.3),(75 3274997.5),(76 3221199.3),(77 3177991.3),(78 3138580.8),(79 3110512),
(1 18059.178),(2 66764.695),(3 143205.36),(4 244179.17),(5 367655.78),(6 512509.22),(7 672594.56),(8 846810.75),(9 1032671.3),(10 1225750.1),(11 1434572.6),(12 1654514),(13 1874227.4),(14 2090702),(15 2301582.3),(16 2499339.8),(17 2683841.8),(18 2860006),(19 3022593),(20 3168214.3),(21 3291599.3),(22 3394589.8),(23 3480900),(24 3548567),(25 3597772.3),(26 3628436),(27 3643153.8),(28 3640886),(29 3626058),(30 3595402.3),(31 3558413.8),(32 3505984.3),(33 3441099.3),(34 3374800),(35 3308544),(36 3241198.8),(37 3182058.3),(38 3132045.3),(39 3092281.3),(40 3061542.8),(41 3032792.8),(42 3011004),(43 3002983.8),(44 3003473.3),(45 3012122.3),(46 3031237.3),(47 3057747.3),(48 3081906),(49 3111386),(50 3142514.3),(51 3180355),(52 3218355),(53 3257519.8),(54 3291984),(55 3332459),(56 3372482.8),(57 3420066.3),(58 3466840),(59 3514980.8),(60 3558138.8),(61 3591572.8),(62 3628478.3),(63 3662150.8),(64 3682368),(65 3695665.3),(66 3701502.8),(67 3709808.8),(68 3718983.8),(69 3728534),(70 3736346.3),(71 3746804.3),(72 3756248),(73 3763118.8),(74 3768300.3),(75 3763347),(76 3763354.8),(77 3762133.3),(78 3753117),(79 3740859),
(1 15566.817),(2 57222.91),(3 122276.34),(4 209118.13),(5 313266.84),(6 435738.4),(7 569196.94),(8 711294.9),(9 864317.75),(10 1021498.56),(11 1183175.3),(12 1345023),(13 1505453.5),(14 1658507.9),(15 1807760),(16 1948743.5),(17 2079108.4),(18 2200536.8),(19 2319393.5),(20 2419082.5),(21 2499502.5),(22 2561809),(23 2611481.5),(24 2649437),(25 2675627.5),(26 2691457.3),(27 2696904),(28 2697627.3),(29 2690211.8),(30 2675685.5),(31 2660286.8),(32 2638017),(33 2613145.5),(34 2588635.5),(35 2564807.8),(36 2541090.5),(37 2520953.5),(38 2504827.5),(39 2493699),(40 2483646),(41 2475801.5),(42 2466387.3),(43 2455095.3),(44 2445249.3),(45 2436083),(46 2430017),(47 2423078.5),(48 2417580.8),(49 2414375.3),(50 2414787.8),(51 2419024.5),(52 2419341.3),(53 2421574.5),(54 2416326),(55 2411770),(56 2399541.8),(57 2382984.3),(58 2364776.8),(59 2343955),(60 2319840),(61 2289405.5),(62 2255562.3),(63 2216010.8),(64 2177601.5),(65 2137756.5),(66 2094889.9),(67 2056989.6),(68 2020577.9),(69 1986697.3),(70 1956113),(71 1928725.1),(72 1904773.8),(73 1884321),(74 1865886.8),(75 1848776.4),(76 1833114.4),(77 1820457.9),(78 1811014.8),(79 1808035.5),
(1 18442.271),(2 68963.06),(3 148169.19),(4 251965.73),(5 380803.28),(6 532468.1),(7 702324.9),(8 885880.6),(9 1082995.9),(10 1287567.4),(11 1494315),(12 1698750.4),(13 1900552.6),(14 2089240.1),(15 2269476),(16 2423649.5),(17 2557947),(18 2672818.5),(19 2764657),(20 2827120.8),(21 2859582),(22 2865244.3),(23 2846750.8),(24 2820172.8),(25 2785379.8),(26 2741859.3),(27 2697294),(28 2650336),(29 2601186.3),(30 2547712.5),(31 2496663.8),(32 2446678.8),(33 2402029.5),(34 2358170),(35 2327874),(36 2307573.5),(37 2295495.8),(38 2295072.3),(39 2305656.8),(40 2317941.8),(41 2338252),(42 2361730.3),(43 2389722),(44 2426560.8),(45 2465059.8),(46 2499622),(47 2542573),(48 2584565.8),(49 2626883.5),(50 2665620.3),(51 2699861.5),(52 2725387),(53 2747757.5),(54 2756593.3),(55 2766363),(56 2771851.8),(57 2776270.8),(58 2782890),(59 2785929.5),(60 2787481.3),(61 2783189),(62 2771749.5),(63 2753688),(64 2734576.3),(65 2711712.8),(66 2684195.5),(67 2654882.8),(68 2620561),(69 2579949.5),(70 2539661),(71 2502503.5),(72 2461246),(73 2421665.3),(74 2385054.8),(75 2352738.8),(76 2324921),(77 2307776.3),(78 2300724.3),(79 2304011),
(1 18856.05),(2 69069.29),(3 146744.39),(4 247455.47),(5 373216.34),(6 521108.8),(7 687122.5),(8 868884.8),(9 1060096.1),(10 1257670.6),(11 1451061.6),(12 1639633.9),(13 1825756.5),(14 1998714.1),(15 2155175.5),(16 2293928.3),(17 2416405.5),(18 2519272),(19 2597227.5),(20 2652401.3),(21 2683094.5),(22 2693612.5),(23 2688402.3),(24 2673154.8),(25 2646402.3),(26 2608556.5),(27 2563645.3),(28 2513046.8),(29 2454305.8),(30 2396515.3),(31 2338747.5),(32 2284094.8),(33 2233162.3),(34 2187304.3),(35 2153638),(36 2134694.5),(37 2127047.8),(38 2133263.5),(39 2150438.5),(40 2167849),(41 2193392.5),(42 2218774.3),(43 2247740.5),(44 2271605.8),(45 2299895.8),(46 2331388.5),(47 2363279.5),(48 2391047.5),(49 2407317),(50 2421501.3),(51 2426025.8),(52 2419520),(53 2404901.8),(54 2376967.5),(55 2346171.8),(56 2308607.8),(57 2264466.5),(58 2219187.8),(59 2168529),(60 2115254.3),(61 2065650.9),(62 2020730.1),(63 1979643.3),(64 1942519.1),(65 1912418.9),(66 1889432.6),(67 1869507.8),(68 1853405.1),(69 1839707),(70 1829009.1),(71 1819244),(72 1810473.5),(73 1805935.4),(74 1805111.3),(75 1810618.4),(76 1823151.1),(77 1840784.9),(78 1868361.5),(79 1905052.5),
(1 16854.299),(2 63080.996),(3 135482.33),(4 230633.31),(5 346148.4),(6 480064.22),(7 628326.44),(8 788701.6),(9 956193.8),(10 1129215.3),(11 1300049.8),(12 1463360.3),(13 1619238.8),(14 1766759.8),(15 1897304.8),(16 2012558.1),(17 2108023),(18 2190109.3),(19 2260067.5),(20 2319410.8),(21 2368366.3),(22 2410329),(23 2450472.8),(24 2475994.3),(25 2489931.5),(26 2499360),(27 2503026.5),(28 2501081),(29 2497399.8),(30 2496520.3),(31 2497933.5),(32 2503439.5),(33 2512340.5),(34 2523854.5),(35 2538143),(36 2557582.3),(37 2582288),(38 2614540.3),(39 2643510.8),(40 2667835.8),(41 2690516.5),(42 2711310.5),(43 2733399.8),(44 2746811.8),(45 2763684.5),(46 2780981.8),(47 2791811),(48 2800572.3),(49 2803143),(50 2803305.5),(51 2800051.8),(52 2787239.3),(53 2770028.8),(54 2746654.3),(55 2721200.5),(56 2693153),(57 2663763),(58 2633205.3),(59 2606798.5),(60 2579215),(61 2556318.5),(62 2542765.8),(63 2535729.5),(64 2529321.5),(65 2523973),(66 2516599.5),(67 2508933),(68 2497473.5),(69 2484300),(70 2473428.8),(71 2453697.8),(72 2428186.5),(73 2392924.8),(74 2346407.3),(75 2288810.8),(76 2223753.3),(77 2157551.3),(78 2087039.5),(79 2019990.9),
(1 19814.523),(2 73743.35),(3 157326.36),(4 266190.4),(5 395693.63),(6 542397.06),(7 701932.1),(8 867045.6),(9 1033695.2),(10 1196104),(11 1353016.8),(12 1492930.4),(13 1620592.3),(14 1735834.9),(15 1834693.1),(16 1914384.3),(17 1971299.1),(18 2017323),(19 2045821),(20 2060220.3),(21 2061256.5),(22 2054305.3),(23 2040325.4),(24 2020199.6),(25 1997674.9),(26 1973909.1),(27 1954305.5),(28 1935892.6),(29 1924735.8),(30 1917688.4),(31 1914386.3),(32 1911617.9),(33 1912288.5),(34 1916284.3),(35 1923646.8),(36 1929384.5),(37 1931979.5),(38 1929234.9),(39 1920881.5),(40 1910919.1),(41 1903684),(42 1897616.3),(43 1894149.8),(44 1893574.3),(45 1896926.5),(46 1907697.4),(47 1923385.3),(48 1941699.9),(49 1964886.8),(50 1991406.5),(51 2020403),(52 2047641.5),(53 2072316.4),(54 2096588.6),(55 2117295),(56 2137019.5),(57 2145884.5),(58 2150603),(59 2148846),(60 2148178),(61 2145099.8),(62 2145830),(63 2145234.5),(64 2141756.8),(65 2142541.3),(66 2143639),(67 2149373.8),(68 2154498.3),(69 2164187.3),(70 2175661.5),(71 2184012.5),(72 2184730.5),(73 2176043.5),(74 2162583.5),(75 2152745.3),(76 2140462.5),(77 2124418),(78 2112429.3),(79 2105704.3),
(1 17146.72),(2 63431.22),(3 135756.27),(4 227675.2),(5 337785.9),(6 461481),(7 593668.94),(8 732980.94),(9 874331.94),(10 1019477.8),(11 1163430.4),(12 1298586.6),(13 1422779.4),(14 1534561.3),(15 1633396.9),(16 1709052.4),(17 1768182.9),(18 1816257.8),(19 1844167.5),(20 1854899.1),(21 1854664.9),(22 1846098.6),(23 1835431.9),(24 1826803.4),(25 1812508.8),(26 1799412),(27 1792010.9),(28 1788654.3),(29 1789177),(30 1795961.3),(31 1803908.8),(32 1809937.8),(33 1815041.8),(34 1815044.9),(35 1813962),(36 1808500.4),(37 1794511.6),(38 1782190.1),(39 1762759.4),(40 1739508.6),(41 1718491.1),(42 1697084.5),(43 1677280.4),(44 1660592),(45 1643232.5),(46 1627640.6),(47 1609093.6),(48 1595525.8),(49 1581455.3),(50 1572312),(51 1564243.9),(52 1554486.5),(53 1546115.8),(54 1535549.8),(55 1526241.4),(56 1516964.5),(57 1508858.1),(58 1508070.8),(59 1514234),(60 1523418.6),(61 1540452.1),(62 1566984.3),(63 1599744.6),(64 1631377.8),(65 1662704.6),(66 1691691.3),(67 1719284.6),(68 1742774.5),(69 1758356.9),(70 1765199.4),(71 1764852.6),(72 1757485.8),(73 1745281.8),(74 1731720.5),(75 1715864.3),(76 1705459.4),(77 1704120.5),(78 1706638.9),(79 1714213.4),
(1 17486.898),(2 64991.617),(3 139159.44),(4 233895.19),(5 348370.72),(6 474390.1),(7 609175),(8 744371.44),(9 878322),(10 1007299.7),(11 1125922),(12 1234614.9),(13 1337761),(14 1428805.3),(15 1509161.3),(16 1574571.5),(17 1634921.3),(18 1686518.5),(19 1729153.9),(20 1758262),(21 1781078.6),(22 1795758.8),(23 1804878.8),(24 1810392.4),(25 1812576.6),(26 1812070.5),(27 1811264.4),(28 1806555.8),(29 1799004.6),(30 1789671.4),(31 1779000.4),(32 1767915.5),(33 1752991.5),(34 1735228.8),(35 1713494),(36 1694588.6),(37 1670532.3),(38 1642021.6),(39 1613360),(40 1583001.9),(41 1554502.8),(42 1527079),(43 1500671.8),(44 1478023),(45 1454215.5),(46 1431669.6),(47 1410925.5),(48 1392454.8),(49 1377951.1),(50 1365108.8),(51 1355547.1),(52 1343895.4),(53 1337384.1),(54 1334895.1),(55 1335321.4),(56 1341229.5),(57 1349895.3),(58 1368701.1),(59 1392228.8),(60 1420575.1),(61 1454351.8),(62 1495887.3),(63 1537486.3),(64 1575801.1),(65 1609611),(66 1636245.5),(67 1660558.9),(68 1677296),(69 1691045.3),(70 1701407),(71 1712094.5),(72 1715646),(73 1721470.8),(74 1731262.8),(75 1745849.1),(76 1763084),(77 1781368.5),(78 1803611.5),(79 1825688),
(1 17156.092),(2 62967.313),(3 133202.95),(4 220682.63),(5 321384.6),(6 433676.06),(7 550010.8),(8 664935.4),(9 780376.9),(10 890399.4),(11 992934.4),(12 1086392.3),(13 1169624.5),(14 1240214.9),(15 1297311.3),(16 1341877.1),(17 1379706.6),(18 1407088),(19 1426450.8),(20 1438314.6),(21 1440879),(22 1440422.3),(23 1436036.5),(24 1429750),(25 1421867.5),(26 1417400.4),(27 1413926),(28 1411491.5),(29 1413399.6),(30 1417688),(31 1421879.6),(32 1428215.3),(33 1438224.5),(34 1445839.1),(35 1452318),(36 1456552.3),(37 1461471.6),(38 1462386),(39 1458171.5),(40 1451404.8),(41 1442402.8),(42 1429343.1),(43 1413506.4),(44 1394521.8),(45 1371781),(46 1344363.3),(47 1312258.3),(48 1278391.6),(49 1245734.9),(50 1213169.4),(51 1181401.3),(52 1152832.1),(53 1130915.5),(54 1113438),(55 1103998.4),(56 1105386.6),(57 1115838.9),(58 1134725),(59 1162062.9),(60 1197513.3),(61 1239999.6),(62 1288045.4),(63 1337725.4),(64 1386248.6),(65 1427734.8),(66 1463083.5),(67 1494542.9),(68 1515866),(69 1527977.8),(70 1534940.8),(71 1536283),(72 1528848.6),(73 1512529.3),(74 1489920.3),(75 1463869),(76 1435834.4),(77 1406825.9),(78 1377092.4),(79 1347995),
(1 19372.258),(2 72808.85),(3 155303.64),(4 260264.69),(5 383209.6),(6 518486.84),(7 658795.7),(8 799427.25),(9 937606.3),(10 1065193.8),(11 1177790.9),(12 1271763.3),(13 1339442.1),(14 1382367.6),(15 1407783.9),(16 1414268.8),(17 1406529.4),(18 1386966.8),(19 1358299.4),(20 1324720.9),(21 1290235.3),(22 1256384.4),(23 1227939),(24 1202457.5),(25 1185630),(26 1177238.8),(27 1178173.3),(28 1183941.8),(29 1191211.3),(30 1199495.8),(31 1207337.9),(32 1219838.8),(33 1235586),(34 1256561.1),(35 1282621.4),(36 1314016),(37 1346818.6),(38 1381718.4),(39 1414960.9),(40 1439399.4),(41 1460397.3),(42 1474435.9),(43 1478031.4),(44 1474092.9),(45 1457613),(46 1434183.4),(47 1407210.3),(48 1380032.6),(49 1351182.4),(50 1321637.3),(51 1292160.8),(52 1264433.6),(53 1243031.1),(54 1227780.1),(55 1217037.4),(56 1209251.3),(57 1202509.9),(58 1199424),(59 1198153.4),(60 1199274.8),(61 1199977.4),(62 1201117.3),(63 1203456),(64 1205371.6),(65 1208982.1),(66 1221330),(67 1235048.6),(68 1253922.3),(69 1274081.4),(70 1297441.5),(71 1322784.6),(72 1345375.4),(73 1360469.8),(74 1365655.3),(75 1363022),(76 1348708.8),(77 1323814.8),(78 1298077.4),(79 1270640.4),
(1 23720.94),(2 88922.445),(3 188936.81),(4 317293.88),(5 467407.22),(6 630911.94),(7 799748.25),(8 968235.7),(9 1128755),(10 1273618.3),(11 1396340.5),(12 1493664.6),(13 1566387.8),(14 1621498.9),(15 1653715),(16 1661399.4),(17 1652808.8),(18 1631396.9),(19 1597161.6),(20 1553384.6),(21 1504070.3),(22 1451261.3),(23 1396836.5),(24 1346453.1),(25 1299035.1),(26 1257594.5),(27 1223457),(28 1195223.1),(29 1174075.5),(30 1161353.6),(31 1155882.5),(32 1164044.5),(33 1180973.4),(34 1210324.6),(35 1244441.5),(36 1285619.5),(37 1328887.9),(38 1367561.5),(39 1399915.4),(40 1425009.3),(41 1443961.3),(42 1456505.6),(43 1461036),(44 1459595),(45 1449186.5),(46 1430592.6),(47 1403772.6),(48 1368318.4),(49 1328783.5),(50 1291736.9),(51 1259985.6),(52 1232915.6),(53 1213715),(54 1202118.3),(55 1199800.5),(56 1204766.4),(57 1215173.9),(58 1228966.8),(59 1248213.6),(60 1269104.5),(61 1287963),(62 1309947),(63 1336211.3),(64 1363643.8),(65 1393854.1),(66 1425718.1),(67 1462996.4),(68 1499443.5),(69 1536424.6),(70 1567682.8),(71 1594703.1),(72 1620706.9),(73 1639540.3),(74 1649742.5),(75 1655163.4),(76 1652028.6),(77 1639296.1),(78 1621772.6),(79 1598742.3),
(1 23761.361),(2 88762.92),(3 190256.63),(4 321464.4),(5 475696.28),(6 641666.6),(7 811989.56),(8 976166.3),(9 1125411.9),(10 1256216.9),(11 1366088),(12 1449477.3),(13 1512160.8),(14 1548992.1),(15 1566858),(16 1562872.1),(17 1543854.6),(18 1512967.5),(19 1475556.3),(20 1433081.6),(21 1388596.6),(22 1347003.1),(23 1309399.1),(24 1281206.1),(25 1262884.1),(26 1255846.9),(27 1257559.9),(28 1261786.9),(29 1268776.5),(30 1281380.3),(31 1296751.5),(32 1310195),(33 1322373.9),(34 1328062.8),(35 1322408.5),(36 1309880.8),(37 1285588.5),(38 1253588.3),(39 1216070.8),(40 1172106.3),(41 1124210.5),(42 1078787.4),(43 1040571),(44 1011375.8),(45 992781.9),(46 986485.2),(47 988603.06),(48 995817.5),(49 1009628.2),(50 1029482.06),(51 1061114.4),(52 1099277.3),(53 1144671.1),(54 1200151.5),(55 1261962),(56 1324235.4),(57 1383603.9),(58 1441586.4),(59 1497784.9),(60 1547251.9),(61 1589877.6),(62 1625804.3),(63 1655745.9),(64 1676257.1),(65 1687832.8),(66 1687222.1),(67 1678756.1),(68 1663245.8),(69 1642528.9),(70 1620091.9),(71 1592641.5),(72 1561126.4),(73 1525158),(74 1486387.3),(75 1444846.6),(76 1399095),(77 1352343.5),(78 1304174.8),(79 1251669.8),
(1 22751.963),(2 84216.19),(3 177385.25),(4 294530.38),(5 428870.94),(6 572441.25),(7 718337),(8 856456.6),(9 981198.7),(10 1088546.6),(11 1175332.8),(12 1239173),(13 1283050.1),(14 1307915.4),(15 1312811.5),(16 1305675.9),(17 1290257.8),(18 1271275.3),(19 1250119.3),(20 1230292.3),(21 1213943.6),(22 1204310.6),(23 1200041.8),(24 1199253.4),(25 1201811.3),(26 1207526.9),(27 1213281.8),(28 1217764.8),(29 1220467.1),(30 1222873.4),(31 1224558.1),(32 1225697.6),(33 1224530),(34 1219784.8),(35 1213027.3),(36 1205509.5),(37 1195966.1),(38 1185406.3),(39 1174992.4),(40 1162277.1),(41 1148512.6),(42 1131830.9),(43 1117916.1),(44 1106724.1),(45 1098897.1),(46 1095569.3),(47 1094641.8),(48 1099810.9),(49 1113484.6),(50 1137881.1),(51 1165720.1),(52 1200341.1),(53 1240683.4),(54 1286001.1),(55 1332442.8),(56 1376992.1),(57 1418804.1),(58 1453828.1),(59 1481963.9),(60 1496444.8),(61 1498518.6),(62 1491939.3),(63 1478634.9),(64 1456144.9),(65 1425326.3),(66 1385841.9),(67 1342911.8),(68 1299360.5),(69 1258684.5),(70 1220976.3),(71 1186729.3),(72 1158775.5),(73 1135398.3),(74 1116738.4),(75 1100192.5),(76 1088169.1),(77 1076428.9),(78 1067804.1),(79 1059942.8),
(1 20459.809),(2 75525.43),(3 159570.73),(4 265435.16),(5 388499.72),(6 520222.53),(7 655094.3),(8 784159.75),(9 900755.2),(10 1005443.75),(11 1095433.9),(12 1164770.6),(13 1214040.5),(14 1246076.8),(15 1257126.3),(16 1248373.9),(17 1230344),(18 1207333.1),(19 1179991.5),(20 1150711.3),(21 1125026.3),(22 1105929.8),(23 1093039.3),(24 1087152.8),(25 1085492.1),(26 1087347.3),(27 1091490.3),(28 1099899.3),(29 1112511.6),(30 1124668.4),(31 1138670.3),(32 1149992.1),(33 1161568.4),(34 1171245.5),(35 1177527),(36 1185910.5),(37 1191764.8),(38 1194106.3),(39 1195050.3),(40 1190349.1),(41 1181702),(42 1168172.8),(43 1148881.1),(44 1125878.1),(45 1100697.6),(46 1074720.8),(47 1048444.6),(48 1025500.44),(49 1006928.56),(50 995031.2),(51 988645.25),(52 992026.7),(53 1004770.3),(54 1021636.44),(55 1040671.6),(56 1064374),(57 1091239.1),(58 1123315.8),(59 1156826.5),(60 1186479.4),(61 1208858),(62 1222624.5),(63 1235206.3),(64 1238551.9),(65 1238370.4),(66 1235856.8),(67 1231488.8),(68 1224712.8),(69 1215979.3),(70 1203024.9),(71 1188142.6),(72 1173518.6),(73 1158707.4),(74 1147542.4),(75 1140586.6),(76 1138132.8),(77 1136637.1),(78 1137458),(79 1140766.3),
(1 17632.873),(2 64853.215),(3 136504.23),(4 225755.5),(5 327685.75),(6 434996.38),(7 543065.5),(8 648438.94),(9 742086.7),(10 826012.3),(11 895898.9),(12 946165.3),(13 977238.7),(14 992279.44),(15 994401.3),(16 984080.5),(17 967423.44),(18 947432.3),(19 925736.9),(20 904971.1),(21 886083.3),(22 869416.56),(23 853725.44),(24 838950.1),(25 826625.5),(26 814976),(27 802982.7),(28 792410.7),(29 785408.9),(30 780413.94),(31 777580.75),(32 778346.8),(33 783396.3),(34 792000.3),(35 803876.9),(36 818449.06),(37 831649.7),(38 844582.1),(39 858694.3),(40 872216),(41 885718.1),(42 899589.7),(43 915814.5),(44 936552.94),(45 957347.44),(46 978607.44),(47 999236.56),(48 1018425.44),(49 1036101.3),(50 1050606.4),(51 1060451),(52 1063743.4),(53 1064551.8),(54 1060977.9),(55 1053292.3),(56 1040003.5),(57 1025112.4),(58 1010940.75),(59 996920.94),(60 982867.8),(61 969221.1),(62 958398.2),(63 952584.4),(64 952644.2),(65 959681.44),(66 971725.25),(67 989211.44),(68 1002273.44),(69 1011240.94),(70 1016758.7),(71 1017520.9),(72 1013690),(73 1010410.94),(74 1006485.9),(75 1003454.75),(76 1004433.3),(77 1011838.4),(78 1022752.94),(79 1035552.2),
