1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 2099562.5),(2 3934906.3),(3 4135792),(4 4615686.5),(5 4934707.5),(6 5257469.5),(7 5818194.5),(8 6296613.5),(9 6634298),(10 6858849.5),(11 7015951.5),(12 7083268),(13 7183506.5),(14 7257176),(15 7370362.5),(16 7706874.5),(17 7757478),(18 7556949.5),(19 7558800),(20 7908662.5),(21 7842208.5),(22 8077409.5),(23 8308986.5),(24 7978826),(25 7629736),(26 7604262),(27 7973329.5),(28 8320749.5),(29 8571243),(30 8918161),(31 9392435),(32 9471265),(33 9407168),(34 9369650),(35 9657333),(36 9874188),(37 9997038),(38 10282920),(39 10713539),(40 11399413),(41 11908584),(42 11849557),(43 11957349),(44 12551593),(45 12580376),(46 12632459),(47 12774907),(48 12407261),(49 12120243),(50 11663152),(51 10742972),(52 10571957),(53 10485858),(54 10576433),(55 10515439),(56 10937867),(57 11396472),(58 12048293),(59 12636532),(60 12934048),(61 35161104),(62 45162748),(63 32456400),(64 32323986),(65 32362826),(66 31810890),(67 31837032),(68 32133008),(69 32258104),(70 33187258),(71 34310290),(72 34956908),(73 35760124),(74 37382340),(75 35380790),(76 32206702),(77 22393142),(78 12623224),(79 12285957),
(1 689518),(2 1450247),(3 2243622.5),(4 2970180.8),(5 3335103.8),(6 3542355.8),(7 3676773.5),(8 3691912.8),(9 3753524.3),(10 3852391),(11 3982056.3),(12 4212371.5),(13 4460139.5),(14 4633891),(15 4770455),(16 4956864),(17 5032593.5),(18 5118684.5),(19 5213699),(20 5364228),(21 5582143.5),(22 5841985.5),(23 6007934.5),(24 6137047.5),(25 6159212.5),(26 6148258),(27 6250753.5),(28 6278989),(29 6345231.5),(30 6434789),(31 6647026),(32 6781525),(33 6874575.5),(34 6929444),(35 6968619),(36 6954714.5),(37 6988077),(38 7038437.5),(39 7066970.5),(40 7245529.5),(41 7371988),(42 7464516),(43 7545393.5),(44 7596613),(45 7677675),(46 7766613.5),(47 7916081.5),(48 8002985),(49 8133348),(50 8196645.5),(51 8330226),(52 8256069.5),(53 8321385.5),(54 8478547),(55 8621955),(56 8834605),(57 9015551),(58 9095078),(59 9167955),(60 9264344),(61 9399170),(62 9468937),(63 9436697),(64 9506827),(65 9638794),(66 9732672),(67 9778429),(68 9893561),(69 9939942),(70 10010086),(71 10059407),(72 10101647),(73 10058432),(74 9991183),(75 9961299),(76 9938346),(77 9857130),(78 9801034),(79 9708039),
(1 650018.7),(2 1305517.5),(3 2006115.6),(4 2568258.8),(5 2810184),(6 3009217.3),(7 3216337.3),(8 3318242),(9 3406670),(10 3542630.8),(11 3738126.3),(12 3967709.3),(13 4255858.5),(14 4533171.5),(15 4746838.5),(16 4813195.5),(17 4794897.5),(18 4790251.5),(19 4779459.5),(20 4908273.5),(21 5104680),(22 5274730.5),(23 5418390),(24 5490452.5),(25 5567762.5),(26 5680573.5),(27 5851652),(28 6098668.5),(29 6133268.5),(30 6188975.5),(31 6332142.5),(32 6449564),(33 6646250.5),(34 6810484),(35 6994163.5),(36 6937700),(37 6933985.5),(38 6891352),(39 6758025.5),(40 6670674.5),(41 6626502),(42 6554487.5),(43 6448496.5),(44 6526139.5),(45 6639736.5),(46 6699244),(47 6721322),(48 6876197.5),(49 6925752),(50 6985488),(51 6937542.5),(52 6927726.5),(53 6897312.5),(54 6967006),(55 7076814),(56 7283718),(57 7509364),(58 7593484),(59 7670244),(60 7650020.5),(61 7717047.5),(62 7697098),(63 7662770.5),(64 7594874),(65 7643066.5),(66 7626813.5),(67 7667542),(68 7706428.5),(69 7728569.5),(70 7800869.5),(71 7834397.5),(72 7962982.5),(73 7966760),(74 7953058.5),(75 8037863.5),(76 8184171.5),(77 8196401.5),(78 8272104.5),(79 8315836),
(1 601744.4),(2 1240931.6),(3 1919108.4),(4 2512477),(5 2764566.5),(6 2947395.3),(7 3108928.3),(8 3315449.3),(9 3514045.5),(10 3684837),(11 3823412.8),(12 4086289.3),(13 4311043),(14 4479275),(15 4631067.5),(16 4849662.5),(17 4913127.5),(18 4942089.5),(19 4916688),(20 5023371),(21 5173584.5),(22 5272107.5),(23 5357316),(24 5393718.5),(25 5558950),(26 5707660),(27 5867198),(28 5890777.5),(29 5898842),(30 5895691),(31 5894763.5),(32 5872030),(33 6000532.5),(34 6066155),(35 6150274),(36 6301773),(37 6315942),(38 6334262),(39 6385974),(40 6412535),(41 6441776),(42 6434620),(43 6458251),(44 6453768.5),(45 6452044),(46 6399867),(47 6302588),(48 6339803),(49 6364000),(50 6384174),(51 6472461),(52 6381547),(53 6392235.5),(54 6418299.5),(55 6467201.5),(56 6607246),(57 6571805.5),(58 6489845),(59 6391106.5),(60 6465188),(61 6400484),(62 6342544.5),(63 6470386),(64 6383535.5),(65 6391030.5),(66 6437964),(67 6483899),(68 6485208.5),(69 6541396.5),(70 6560301),(71 6662588),(72 6721366),(73 6673523),(74 6675044.5),(75 6688823.5),(76 6704169),(77 6705526.5),(78 6700761.5),(79 6636971),
(1 600221.25),(2 1268952.9),(3 1968089.9),(4 2581416.8),(5 2941585),(6 3149410),(7 3322969.5),(8 3480626.5),(9 3612666.3),(10 3696584.8),(11 3854360),(12 4082881),(13 4367355.5),(14 4571146),(15 4774732.5),(16 4829473.5),(17 4866670),(18 4861940.5),(19 4870022.5),(20 5037222.5),(21 5102883),(22 5241411),(23 5369033),(24 5525271),(25 5663619),(26 5787676),(27 5906495.5),(28 6019982),(29 5992684),(30 6013172),(31 6049502.5),(32 6145550),(33 6277855.5),(34 6437927),(35 6566390.5),(36 6748537),(37 6734782.5),(38 6701625),(39 6685207),(40 6743900),(41 6739893),(42 6775451),(43 6718632.5),(44 6732607.5),(45 6863191.5),(46 6953435),(47 7038780),(48 7009378),(49 7019134),(50 7036645),(51 7103572.5),(52 7131263.5),(53 7133821),(54 7185313.5),(55 7343111.5),(56 7361126.5),(57 7357876),(58 7279182.5),(59 7189166),(60 7063497.5),(61 7094312.5),(62 7162782),(63 7268434),(64 7321755),(65 7261467.5),(66 7229902),(67 7309092.5),(68 7230117),(69 7121986),(70 7094031.5),(71 7061878),(72 7236129.5),(73 7286456.5),(74 7330612.5),(75 7355338),(76 7397409.5),(77 7389800.5),(78 7397835),(79 7408569.5),
(1 550816.9),(2 1106520.5),(3 1708384),(4 2187478.5),(5 2460754.8),(6 2650139.5),(7 2770524.5),(8 2926286.3),(9 3174877.3),(10 3315234.3),(11 3515518.8),(12 3802469.3),(13 4157768.5),(14 4439556.5),(15 4684487.5),(16 4923942),(17 5011396.5),(18 5071658.5),(19 5056850),(20 5170022),(21 5321000.5),(22 5481601),(23 5623964.5),(24 5773588),(25 5759151),(26 5789359),(27 5897583.5),(28 5867955),(29 5836163.5),(30 5853800.5),(31 5973075),(32 6002400),(33 6079549.5),(34 6112833),(35 6081012.5),(36 6134089.5),(37 6168395.5),(38 6202322),(39 6235721.5),(40 6158932),(41 6134690),(42 6097961),(43 6071714.5),(44 6017719),(45 6018423.5),(46 6032819.5),(47 6056915),(48 6213965),(49 6233804),(50 6273659.5),(51 6295682.5),(52 6176562),(53 6283963.5),(54 6339462.5),(55 6396355.5),(56 6425784.5),(57 6526630.5),(58 6517349.5),(59 6516274),(60 6615821),(61 6686122),(62 6758194),(63 6883087.5),(64 6851741),(65 6860140.5),(66 6880543.5),(67 6907278),(68 6952546),(69 7058973),(70 7175151.5),(71 7279607.5),(72 7281362),(73 7340929),(74 7334114.5),(75 7394580),(76 7490378),(77 7506960.5),(78 7515224.5),(79 7524100.5),
(1 561463.6),(2 1171784.5),(3 1807916),(4 2288743.5),(5 2596284.5),(6 2792766.3),(7 2923590.3),(8 3050566.5),(9 3222632.3),(10 3376517.3),(11 3549315.5),(12 3808780.8),(13 4016249),(14 4215514.5),(15 4446057.5),(16 4716805.5),(17 4824970),(18 4922829),(19 5035966),(20 5167337.5),(21 5274747),(22 5379682),(23 5561190.5),(24 5691683.5),(25 5782456.5),(26 5864639.5),(27 5915549),(28 6034423.5),(29 6129422),(30 6264053),(31 6305072.5),(32 6308576.5),(33 6354758.5),(34 6430932.5),(35 6406361),(36 6457424.5),(37 6353149),(38 6215501),(39 6103834.5),(40 6054386),(41 6021355.5),(42 5979992.5),(43 5970811),(44 6009655.5),(45 6068568),(46 6129543.5),(47 6198257.5),(48 6194444.5),(49 6179761),(50 6125771.5),(51 6114443.5),(52 5954297),(53 6002157),(54 6049999.5),(55 6146913),(56 6201693),(57 6238739.5),(58 6272568.5),(59 6306916.5),(60 6299787.5),(61 6262688),(62 6193369.5),(63 6172845.5),(64 6083248),(65 5994130),(66 5924642),(67 5907381.5),(68 5850397.5),(69 5865368),(70 5900517),(71 5938951.5),(72 5978822.5),(73 5964501.5),(74 5917938),(75 5804255.5),(76 5669966),(77 5591096.5),(78 5555350),(79 5485894.5),
(1 525712.25),(2 1040602.7),(3 1590511.8),(4 2064086.5),(5 2248722),(6 2390052.8),(7 2491199.3),(8 2615570.3),(9 2735122.8),(10 2876297.3),(11 3012949.8),(12 3130797.3),(13 3296442.8),(14 3389099.5),(15 3577065.8),(16 3670368.3),(17 3691955.5),(18 3729988.3),(19 3759572.3),(20 3868838.3),(21 4032488.8),(22 4176159.3),(23 4325491.5),(24 4470928),(25 4549802.5),(26 4584062),(27 4599689),(28 4546486),(29 4548290.5),(30 4602177.5),(31 4712618.5),(32 4821342),(33 4989894),(34 5103625.5),(35 5196959),(36 5272108),(37 5286293),(38 5264037),(39 5222184.5),(40 5172376.5),(41 5254739.5),(42 5324786.5),(43 5392329.5),(44 5542091.5),(45 5714354.5),(46 5876187),(47 5935196),(48 6018416),(49 6024148),(50 5983712),(51 5988315),(52 5857087),(53 5815090.5),(54 5766626),(55 5741100.5),(56 5657107.5),(57 5535111),(58 5437537.5),(59 5321098.5),(60 5276983),(61 5286475),(62 5226412),(63 5224514.5),(64 5182495),(65 5115882.5),(66 5075366),(67 5071809.5),(68 5002864.5),(69 5000257.5),(70 4999999),(71 5115145.5),(72 5160432.5),(73 5194467),(74 5243215.5),(75 5306061),(76 5343521),(77 5336399),(78 5324636),(79 5358963),
(1 543704.4),(2 1049002.8),(3 1598931),(4 1988389.1),(5 2244414),(6 2403382.8),(7 2542223.5),(8 2634475.8),(9 2759025.8),(10 2879114),(11 2988347),(12 3208467),(13 3410808.8),(14 3573156.8),(15 3684255.8),(16 3741045.3),(17 3790044),(18 3808907.5),(19 3808893.5),(20 3894802),(21 4027223.3),(22 4158745.8),(23 4257089),(24 4293955),(25 4307840),(26 4349549),(27 4404638),(28 4348125),(29 4304227),(30 4234701.5),(31 4249285.5),(32 4264912.5),(33 4339348.5),(34 4369603),(35 4400907),(36 4365393),(37 4385304.5),(38 4371462.5),(39 4307695.5),(40 4251835.5),(41 4299107.5),(42 4336379.5),(43 4410185.5),(44 4431692.5),(45 4351686.5),(46 4312119),(47 4299242.5),(48 4306881.5),(49 4273466),(50 4234925),(51 4194394.5),(52 4185392),(53 4193676.5),(54 4260443.5),(55 4397470),(56 4401784),(57 4296631),(58 4239697),(59 4208129.5),(60 4246602.5),(61 4297291.5),(62 4287849),(63 4323292),(64 4360811.5),(65 4464327.5),(66 4581064),(67 4703624.5),(68 4801759),(69 4878014),(70 4910853.5),(71 4931681),(72 4905121),(73 4907579.5),(74 4887416),(75 4796623.5),(76 4740717.5),(77 4698769.5),(78 4685110),(79 4641395.5),
(1 469367.8),(2 932346.94),(3 1421274.4),(4 1797050.5),(5 2016169.3),(6 2186921.5),(7 2351922.5),(8 2484235),(9 2637877.8),(10 2764025.3),(11 2888525.5),(12 3030406),(13 3158783),(14 3302268.3),(15 3446116.5),(16 3627435),(17 3708725),(18 3820562.3),(19 3992876),(20 4097364.3),(21 4164643.3),(22 4184243.5),(23 4213062),(24 4297361.5),(25 4337020),(26 4413458),(27 4440054),(28 4412764.5),(29 4385733),(30 4323576),(31 4293792),(32 4303622.5),(33 4313426.5),(34 4275842.5),(35 4157278.5),(36 4081344.5),(37 4080204.8),(38 4039726.8),(39 4045064.3),(40 3996904),(41 3966506.3),(42 3950693),(43 3977135),(44 4028890.3),(45 4060624.8),(46 4109861.8),(47 4133666.8),(48 4216443),(49 4245958),(50 4270903),(51 4249393),(52 4312864.5),(53 4363152),(54 4413557),(55 4421668.5),(56 4396635),(57 4376864),(58 4358794),(59 4298854),(60 4289267),(61 4293641),(62 4264052.5),(63 4220229),(64 4221484),(65 4211448),(66 4209530),(67 4228055.5),(68 4173526.5),(69 4125303),(70 4119989.8),(71 4078803),(72 4008162.8),(73 3942775),(74 3870594.5),(75 3843600.3),(76 3836093),(77 3851366.8),(78 3841739.8),(79 3839727.3),
(1 478256.28),(2 927446.2),(3 1390207.6),(4 1732828.1),(5 1980628.8),(6 2154916),(7 2338900),(8 2462030.8),(9 2565176.3),(10 2696759.3),(11 2844148),(12 3036259),(13 3217238),(14 3345265),(15 3456357.3),(16 3572075.3),(17 3607802.5),(18 3635028.8),(19 3714154.5),(20 3760228.3),(21 3866051.5),(22 3945258.5),(23 3960388.8),(24 3996567),(25 4057851.3),(26 4103392),(27 4163765.3),(28 4144874.5),(29 4085368.3),(30 3994386.3),(31 3927852),(32 3866542.8),(33 3932460.5),(34 4002181.3),(35 4017984),(36 3995149.8),(37 3961178),(38 3951017),(39 3936314),(40 3923673),(41 3919213.8),(42 3884000.8),(43 3856195.5),(44 3911737.5),(45 3959919.5),(46 4009309.5),(47 4035744),(48 4070494.3),(49 4056128),(50 4057684.8),(51 4066159.5),(52 4144607.3),(53 4227977.5),(54 4312680),(55 4430701),(56 4528824),(57 4623137),(58 4695035),(59 4729714),(60 4717319.5),(61 4770225.5),(62 4799029.5),(63 4852155.5),(64 4908557),(65 4945529.5),(66 4993471.5),(67 4987144),(68 4968404),(69 4881001.5),(70 4814270),(71 4764507),(72 4626710.5),(73 4533796.5),(74 4470791),(75 4404333),(76 4346985.5),(77 4334219),(78 4295453.5),(79 4262055),
(1 423396.3),(2 839145.94),(3 1255283.9),(4 1622035.4),(5 1856618.5),(6 2000662.4),(7 2170848.8),(8 2257521),(9 2319195),(10 2375984),(11 2450346.5),(12 2577054.3),(13 2677678.3),(14 2753303.5),(15 2881367),(16 2871231.3),(17 2893294.3),(18 2940115.8),(19 2982067.8),(20 2983496.3),(21 3078347),(22 3177393.5),(23 3261327.8),(24 3343430.8),(25 3400439.8),(26 3444734.3),(27 3483127.8),(28 3462888.8),(29 3426356.8),(30 3406498.5),(31 3324405),(32 3308293.5),(33 3343905.8),(34 3373478.5),(35 3380951.8),(36 3400497.8),(37 3389755),(38 3397251.8),(39 3444127.3),(40 3454553.5),(41 3488652),(42 3503561.3),(43 3562711),(44 3662816.8),(45 3661428.5),(46 3652780),(47 3624444),(48 3545641.5),(49 3533629.3),(50 3543973),(51 3568565.5),(52 3618876),(53 3664337.5),(54 3694210.8),(55 3710775),(56 3765113.3),(57 3766457.3),(58 3763627.5),(59 3736953.3),(60 3744604),(61 3828753.8),(62 3883048.3),(63 3966017),(64 3996946.8),(65 3986638.8),(66 4006134.8),(67 4043657.5),(68 4028772.5),(69 4026774),(70 4035464.8),(71 4109062.8),(72 4105246.3),(73 4095085.8),(74 4114974.3),(75 4088441.5),(76 4180758.5),(77 4217800),(78 4257360),(79 4286559.5),
(1 416856.88),(2 788645.56),(3 1190641.5),(4 1470296.4),(5 1666466.1),(6 1796027.9),(7 1898117.4),(8 1947989.5),(9 2002380.6),(10 2089106.9),(11 2180963.3),(12 2313921.8),(13 2432235.8),(14 2522431.5),(15 2598948.5),(16 2708125),(17 2791157.5),(18 2848237.5),(19 2897414.3),(20 2945770.8),(21 3011867.8),(22 3071593),(23 3159756),(24 3206776.3),(25 3251313.3),(26 3313495),(27 3363248.8),(28 3391533.3),(29 3381700.5),(30 3341665),(31 3309008.5),(32 3323615),(33 3311935),(34 3260268),(35 3217451.5),(36 3219386.8),(37 3222919.3),(38 3243378.8),(39 3247626.3),(40 3290097),(41 3308938.3),(42 3326005.5),(43 3386186.5),(44 3463241),(45 3577735.3),(46 3683973.8),(47 3788497.8),(48 3883635.5),(49 3950438.8),(50 3991177.3),(51 4038353),(52 4033280),(53 4054729),(54 4087124),(55 4123499),(56 4110103),(57 4128212),(58 4108371.5),(59 4060022.8),(60 4037773),(61 4009499),(62 3991729.8),(63 3974985),(64 3929862.8),(65 3873241.8),(66 3817676.5),(67 3764491),(68 3727887.3),(69 3756714.3),(70 3778523.5),(71 3810874.3),(72 3750002.8),(73 3697365.5),(74 3637912.8),(75 3584109),(76 3622427.8),(77 3603036),(78 3599144.8),(79 3595823.8),
(1 399465.4),(2 762790.6),(3 1132388.9),(4 1434358.1),(5 1618973),(6 1747226.8),(7 1862860.9),(8 1977227.5),(9 2101917.5),(10 2205890),(11 2352706.8),(12 2465255.5),(13 2605519.5),(14 2718091.3),(15 2780975.8),(16 2777557.8),(17 2775127),(18 2765527.8),(19 2781470),(20 2858450.5),(21 2847131.3),(22 2850514.5),(23 2833283.5),(24 2894804),(25 2884923.3),(26 2958206),(27 3027028),(28 3083421.3),(29 3092928.3),(30 3098891.3),(31 3138703.3),(32 3154543.8),(33 3193012.5),(34 3202202.5),(35 3194848.8),(36 3176650.5),(37 3205442.3),(38 3233287),(39 3292141),(40 3265942.3),(41 3263914.8),(42 3214986.5),(43 3125286.3),(44 3117431.8),(45 3146300.8),(46 3165215.3),(47 3192801.8),(48 3240437.5),(49 3261287.8),(50 3261194),(51 3271479.8),(52 3283424.8),(53 3334302.3),(54 3356523.5),(55 3408510.5),(56 3491087.8),(57 3537424),(58 3579318.8),(59 3624844.8),(60 3632812.8),(61 3639067.3),(62 3628738.3),(63 3639692.8),(64 3611749.3),(65 3553344.8),(66 3505746.3),(67 3462139.3),(68 3389368.5),(69 3328771.8),(70 3290186.8),(71 3263310.3),(72 3288218.5),(73 3295623.8),(74 3291807.3),(75 3320477.5),(76 3327961),(77 3353601.5),(78 3386725.3),(79 3407225.8),
(1 387423.03),(2 759476.2),(3 1122987.8),(4 1398561.6),(5 1574767.3),(6 1698327.1),(7 1824957.9),(8 1884399.1),(9 2013216.9),(10 2103270.8),(11 2197107.5),(12 2325310.3),(13 2474370.3),(14 2575534.5),(15 2634615.8),(16 2670132.3),(17 2651260.3),(18 2671067.8),(19 2708962.5),(20 2768166),(21 2804132.5),(22 2844758.5),(23 2930068.5),(24 3045575),(25 3080327.5),(26 3156463),(27 3253659),(28 3300276),(29 3335214.5),(30 3367568),(31 3402778.8),(32 3439200.3),(33 3498779.8),(34 3524602.8),(35 3539153.8),(36 3498180.5),(37 3503658.8),(38 3526916.3),(39 3570005.3),(40 3583849.5),(41 3585739),(42 3568066.5),(43 3518997.3),(44 3551305.3),(45 3614139.8),(46 3660172.8),(47 3707762.5),(48 3731281),(49 3731013),(50 3729925.3),(51 3736138),(52 3767289.3),(53 3831602.5),(54 3894405),(55 3931928.3),(56 4063146.8),(57 4068891.8),(58 4074479.3),(59 4030198.5),(60 3976633.5),(61 3964907),(62 3934230),(63 3917678.3),(64 3930747.5),(65 3949872.8),(66 3969939.3),(67 3974266.3),(68 3916184.3),(69 3897294.3),(70 3863142.5),(71 3857485.5),(72 3811465),(73 3797525),(74 3775958.8),(75 3779649.8),(76 3806658.3),(77 3852647),(78 3864725.3),(79 3863039.8),
(1 342784.34),(2 668412.1),(3 980794.75),(4 1231360.9),(5 1411760.4),(6 1521928.9),(7 1623858.6),(8 1705223.1),(9 1769250.9),(10 1828341),(11 1929432.9),(12 2030059.4),(13 2153779.8),(14 2259562.8),(15 2358089),(16 2413468.5),(17 2428128.8),(18 2464971.8),(19 2498247.5),(20 2569093.8),(21 2639542.5),(22 2687771.8),(23 2762753.8),(24 2779205),(25 2817142.8),(26 2881368.8),(27 2956324.8),(28 2974337),(29 2996800),(30 3015759.8),(31 3042763.5),(32 3055369.5),(33 3035770.3),(34 3006360.3),(35 2944420),(36 2916334.3),(37 2952753),(38 2995800.5),(39 3004588.5),(40 2997926.5),(41 3030842.3),(42 3061527),(43 3092560.3),(44 3152171),(45 3168432.8),(46 3168984.3),(47 3191750.8),(48 3215523.5),(49 3219006.5),(50 3214415),(51 3216160),(52 3145136.8),(53 3108172.5),(54 3091451),(55 3077390.5),(56 3125307.8),(57 3195282.8),(58 3242386.5),(59 3299559.5),(60 3325212.5),(61 3350900),(62 3369183.8),(63 3392409.5),(64 3392004.5),(65 3383760.3),(66 3379273),(67 3353856.8),(68 3317887.3),(69 3316389.8),(70 3299231),(71 3302675.5),(72 3286749.5),(73 3246814.5),(74 3219669),(75 3189360.3),(76 3129654.5),(77 3095812.3),(78 3075633),(79 3070394.8),
(1 355333.9),(2 687656.3),(3 991541.1),(4 1259835.4),(5 1437012.1),(6 1590908),(7 1733814.6),(8 1875288.6),(9 2021363.8),(10 2122760.5),(11 2220167.5),(12 2308136.3),(13 2449355.5),(14 2550283.5),(15 2663512.8),(16 2783081.8),(17 2823500.5),(18 2861046.8),(19 2887357),(20 2904334.8),(21 2936761.3),(22 3018475),(23 3115945),(24 3165220.5),(25 3187994),(26 3205326.8),(27 3225971),(28 3289760.8),(29 3334977.3),(30 3384777.5),(31 3403818),(32 3405393.5),(33 3408806.8),(34 3397221.8),(35 3372334.5),(36 3360989.8),(37 3377976),(38 3420127.3),(39 3454968.5),(40 3464768.8),(41 3445712.8),(42 3440030.5),(43 3460392.5),(44 3540464.8),(45 3572606.8),(46 3612523.8),(47 3630948.5),(48 3642045),(49 3666976),(50 3665850),(51 3611002.8),(52 3508498.3),(53 3447326.5),(54 3422009.5),(55 3418630.8),(56 3394019.8),(57 3381472),(58 3305006.8),(59 3244907.5),(60 3194427.8),(61 3127465.5),(62 3061466),(63 3007198),(64 2963265.3),(65 2951969.5),(66 2933816),(67 2932127.5),(68 2917856.8),(69 2953162.8),(70 2965666.5),(71 2981060.3),(72 2981679.5),(73 3023782),(74 3057838),(75 3064597),(76 3073958.8),(77 3073802.5),(78 3065695),(79 3053462.5),
(1 333692.44),(2 632937.56),(3 928298.3),(4 1120712.8),(5 1269210.3),(6 1368033.3),(7 1463209.4),(8 1517442.5),(9 1606762),(10 1689316.3),(11 1785721.8),(12 1898830.6),(13 2006239.3),(14 2095745.8),(15 2149849.5),(16 2212077.3),(17 2210807.3),(18 2222893),(19 2210916),(20 2254746.8),(21 2303808.8),(22 2370130.3),(23 2452124.5),(24 2523489.5),(25 2600099.5),(26 2644931.5),(27 2692706.5),(28 2704381.3),(29 2703312.3),(30 2696488.5),(31 2670095),(32 2607927.8),(33 2603240.3),(34 2601405.3),(35 2587011.3),(36 2619905.3),(37 2633638.8),(38 2635915.5),(39 2637120),(40 2642962),(41 2650123.3),(42 2643819),(43 2626013.8),(44 2600963.8),(45 2601296.3),(46 2584036.8),(47 2557098.5),(48 2583830.8),(49 2638632.3),(50 2655698.3),(51 2667803.8),(52 2694461),(53 2730391.3),(54 2774873.3),(55 2815914.5),(56 2819694.5),(57 2800674.5),(58 2781617),(59 2773543.3),(60 2815450.3),(61 2834226.5),(62 2850109.8),(63 2863857),(64 2852387.5),(65 2835516),(66 2833254.5),(67 2840620.3),(68 2838496.3),(69 2824203.5),(70 2801988),(71 2796922.3),(72 2781557.3),(73 2796894),(74 2816644.3),(75 2836544),(76 2829778.3),(77 2819021.5),(78 2795737.8),(79 2779296.3),
