1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14550.966),(2 23756.37),(3 25719.447),(4 27766.71),(5 29482.174),(6 31280.021),(7 33044.367),(8 35120.77),(9 36245.39),(10 36417.992),(11 37314.18),(12 37793.42),(13 38250.05),(14 37975.516),(15 37208.684),(16 37549.504),(17 38204.984),(18 37954.72),(19 37763.53),(20 38143.793),(21 38475.855),(22 37863.043),(23 37613.58),(24 38241.86),(25 38879.77),(26 39122.85),(27 39459.69),(28 39973.2),(29 40451.547),(30 40586.62),(31 40396.516),(32 40125.82),(33 40210.07),(34 40881.414),(35 41192.57),(36 41067.414),(37 41693.305),(38 41211.855),(39 40528.805),(40 41022.063),(41 40489.918),(42 40062.375),(43 39915.816),(44 39958.836),(45 39603.633),(46 39449.383),(47 40045.9),(48 41402.28),(49 42165.594),(50 43270.76),(51 43768.453),(52 44477.32),(53 45203.805),(54 45270.605),(55 44972.633),(56 44289.344),(57 44214.074),(58 44527.61),(59 44182.344),(60 43945.656),(61 44105.57),(62 44271.62),(63 44901.957),(64 44562.633),(65 44345.07),(66 43613.805),(67 43749.805),(68 43837.867),(69 43495.52),(70 43745.77),(71 43683.32),(72 43906.926),(73 44202.88),(74 43647.07),(75 43277.316),(76 42333.754),(77 42211.93),(78 42617.785),(79 42376.004),
(1 13784.499),(2 23155.678),(3 25755.385),(4 27719.543),(5 29590.727),(6 31451.268),(7 32809.105),(8 34904.992),(9 36406.277),(10 37289.41),(11 38332.2),(12 38713.04),(13 38128.645),(14 38008.34),(15 37651.816),(16 37814.848),(17 37652.77),(18 37623.355),(19 38025.555),(20 38947.465),(21 38761.45),(22 38338.69),(23 38631.727),(24 39336.945),(25 39621.074),(26 39230.156),(27 39228.27),(28 39725.57),(29 40186.34),(30 39997.414),(31 39345.316),(32 39672.06),(33 39155.945),(34 39676.117),(35 39947.1),(36 39466.125),(37 39996.82),(38 39869.477),(39 39816.06),(40 39725.832),(41 40065.523),(42 39418.215),(43 39427.418),(44 39661.156),(45 40318.586),(46 40144.57),(47 40432.875),(48 41371.8),(49 41797.504),(50 42729.703),(51 43432.984),(52 43432.418),(53 43427.566),(54 43084.33),(55 43014.555),(56 42704.996),(57 42434.918),(58 42613.53),(59 42194.555),(60 42254.566),(61 42180.17),(62 41994.156),(63 41802.418),(64 41608.605),(65 41575.223),(66 41488.746),(67 41332.918),(68 41245.746),(69 41073.35),(70 41735.664),(71 41856.18),(72 42064.17),(73 42416.69),(74 41944.945),(75 41656.12),(76 41281.453),(77 41210.21),(78 41599.234),(79 40720.863),
(1 13887.17),(2 22803.156),(3 24662.174),(4 26184.615),(5 28198.229),(6 30237.406),(7 31155.58),(8 33378.39),(9 34772.938),(10 35238.813),(11 36139.703),(12 36979.195),(13 36308.773),(14 36101.832),(15 35633.543),(16 35790.36),(17 36234.18),(18 36593.24),(19 37114.137),(20 37512.977),(21 37734.53),(22 37983.566),(23 37946.883),(24 38638.31),(25 38809.383),(26 38255.797),(27 38165.96),(28 38714.406),(29 39057.992),(30 38540.92),(31 38706.402),(32 39350.027),(33 38698.227),(34 38940.734),(35 39777.152),(36 39749.906),(37 39680.934),(38 39062.86),(39 39036.27),(40 38669.1),(41 38780.797),(42 38836.496),(43 38432.242),(44 38915.875),(45 38647.465),(46 38018.957),(47 39072.098),(48 39859.66),(49 40807.027),(50 41578.715),(51 41983.613),(52 42447.516),(53 42792.96),(54 42143.9),(55 42316.543),(56 42322.125),(57 42455.117),(58 42404.88),(59 42024.477),(60 42036.082),(61 41944),(62 41208.594),(63 41025.67),(64 40939.863),(65 41332.08),(66 41449.27),(67 41717.246),(68 41627.992),(69 41466.313),(70 42155.844),(71 42638.555),(72 42517.625),(73 42839.453),(74 42075.395),(75 42321.8),(76 42168.36),(77 41838.65),(78 41862.832),(79 41282.9),
(1 13573.529),(2 21937.166),(3 24259.768),(4 26355.223),(5 27847.398),(6 29742.04),(7 30225.55),(8 32417.887),(9 33811.53),(10 34153.363),(11 35519.016),(12 36547.582),(13 36097.504),(14 36541.82),(15 36282.777),(16 36550.863),(17 36591.492),(18 36941.91),(19 37261.34),(20 37430.855),(21 37496.383),(22 37054.793),(23 36967.492),(24 37232.906),(25 36852.453),(26 36968.348),(27 37475.46),(28 38007.316),(29 38089.785),(30 37848.336),(31 37981.8),(32 38754.82),(33 38231.492),(34 38158.273),(35 38300.88),(36 38031.12),(37 38570.617),(38 38382.73),(39 38384.254),(40 37854.863),(41 38421.957),(42 38783.57),(43 38117.938),(44 38763.746),(45 38940.566),(46 39548.477),(47 40055.28),(48 40193.227),(49 40615.617),(50 41448.906),(51 42244.445),(52 42100.684),(53 41939.785),(54 41392.344),(55 41637.047),(56 41089.324),(57 40694.473),(58 40713.402),(59 41040.582),(60 41400.855),(61 41953.637),(62 41659.66),(63 41833.945),(64 40898.48),(65 41043.184),(66 41110.613),(67 41022.52),(68 41093.598),(69 40657.324),(70 41582.156),(71 42081.492),(72 42272.277),(73 41997.613),(74 41323.625),(75 41058.797),(76 41102.72),(77 40831.574),(78 40359.926),(79 40284.145),
(1 13076.135),(2 21223.092),(3 22766.21),(4 24639.508),(5 25908.162),(6 27273.492),(7 28462.912),(8 30590.57),(9 31525.059),(10 31571.51),(11 32783.945),(12 33187.246),(13 33124.83),(14 32849.344),(15 32814.547),(16 33508.03),(17 33690.402),(18 34260.36),(19 34160.1),(20 34424.66),(21 35137.95),(22 34881.383),(23 34549.875),(24 34673.07),(25 34738.297),(26 35277.855),(27 35065.227),(28 35280.53),(29 35450.848),(30 35305.934),(31 35582.67),(32 35772.863),(33 35680.824),(34 35601.816),(35 35426.492),(36 35102.547),(37 35559.85),(38 35230.96),(39 35007.86),(40 34834.785),(41 35338.94),(42 35094.22),(43 34508.13),(44 35601.215),(45 35747.004),(46 35982.113),(47 36530.066),(48 36588.168),(49 37541.855),(50 38454.06),(51 39346.242),(52 39166.797),(53 39248.25),(54 39002.34),(55 38931.87),(56 38540.08),(57 38455.78),(58 38793.22),(59 38921.402),(60 39514.895),(61 39363.145),(62 38641.6),(63 38299.953),(64 38238.934),(65 38352.598),(66 37884.906),(67 38025.715),(68 38149.652),(69 38498.52),(70 39293.887),(71 39405.637),(72 39089.438),(73 38643.125),(74 38425.887),(75 38302.523),(76 38069.465),(77 38017.973),(78 37177.69),(79 37441.594),
(1 12556.997),(2 20190.342),(3 22399.54),(4 23975.395),(5 25286.66),(6 26848.256),(7 28662.781),(8 30705.914),(9 31925.96),(10 31988.443),(11 32765.434),(12 33461.13),(13 33455.434),(14 33679.3),(15 33416.695),(16 34196.387),(17 34251.3),(18 34181.42),(19 34509.645),(20 34660.363),(21 35004.67),(22 34556.156),(23 34265.824),(24 34200.152),(25 34194.844),(26 34944.875),(27 35139.18),(28 35060.855),(29 35003.984),(30 34564.297),(31 34718.17),(32 34970.938),(33 34716.297),(34 34996.87),(35 35923.35),(36 36088.47),(37 35876.61),(38 35845.844),(39 36030.844),(40 35906.01),(41 35754.695),(42 36038.797),(43 35571.133),(44 36137.063),(45 36388.527),(46 36330.29),(47 36709.063),(48 37285.715),(49 37701.08),(50 38186.684),(51 38912.816),(52 39192.24),(53 38682.355),(54 38706.363),(55 38792.99),(56 38754.426),(57 38527.855),(58 38583.133),(59 38300.855),(60 38888.06),(61 38697.344),(62 38686.42),(63 38689.375),(64 38369.496),(65 37903.125),(66 37562.95),(67 38012.098),(68 38130.69),(69 37876.004),(70 37960.563),(71 38035.035),(72 37653.58),(73 37572.39),(74 37444.6),(75 37163.258),(76 36501.125),(77 36687.14),(78 36510.14),(79 36326.28),
(1 12732.411),(2 20355.28),(3 22436.092),(4 23696.385),(5 25149.918),(6 26608.822),(7 28252.322),(8 30393.297),(9 31035.158),(10 30888.654),(11 30992.215),(12 30978.867),(13 30897.271),(14 30808.38),(15 30615.959),(16 31445.383),(17 31987.746),(18 31950.23),(19 32249.027),(20 32613.902),(21 32952.535),(22 32485.248),(23 32330.285),(24 32761.041),(25 32642.756),(26 32623.137),(27 32505.86),(28 32525.697),(29 31921.373),(30 31616.666),(31 31851.959),(32 31922.832),(33 31737.834),(34 32029.137),(35 32761.357),(36 33119.234),(37 32561.627),(38 32622.639),(39 32626.822),(40 32666.953),(41 32707.19),(42 32712.535),(43 32595.156),(44 33455.04),(45 33287.746),(46 33300.285),(47 33410.363),(48 34096.504),(49 35292.3),(50 36207.53),(51 36529.098),(52 36724.79),(53 36504.15),(54 36823.605),(55 36601.523),(56 36117.43),(57 35646.09),(58 35949.98),(59 36022.496),(60 36276.555),(61 36279.055),(62 35641.945),(63 35923.24),(64 36328.945),(65 36128.813),(66 35902.477),(67 35823.164),(68 36074.176),(69 36330.094),(70 36580.453),(71 36032.06),(72 35542.195),(73 35794.383),(74 35695.605),(75 34886.613),(76 34389.266),(77 34382.86),(78 34715.25),(79 34455.48),
(1 12112.551),(2 19254.777),(3 21124.004),(4 22655.094),(5 24095.338),(6 25384.248),(7 26695.127),(8 28622.14),(9 29162.48),(10 28952.014),(11 29349.787),(12 29509.338),(13 29444.045),(14 29419.85),(15 29274.576),(16 30368.264),(17 30557.709),(18 30708.238),(19 30949.09),(20 31110.498),(21 31446.775),(22 31391.967),(23 31346.424),(24 31331.773),(25 31278.855),(26 31549.33),(27 31722.773),(28 31598.465),(29 31131.969),(30 31255.447),(31 31575.969),(32 31357.098),(33 30844.977),(34 30826.941),(35 31429.373),(36 31258.854),(37 31171.348),(38 31360.709),(39 31597.072),(40 31721.617),(41 31952.248),(42 31306.627),(43 31079.625),(44 31336.174),(45 31554.625),(46 31683.719),(47 32383.102),(48 33135.43),(49 33970.348),(50 35188.867),(51 35600.207),(52 35768.176),(53 35691.754),(54 36414.48),(55 36346.03),(56 35731.723),(57 35375.773),(58 35099.906),(59 35239.61),(60 35449.582),(61 35351.223),(62 34897.793),(63 35093.918),(64 35697.918),(65 35604.91),(66 34968.695),(67 34822.285),(68 34621.63),(69 34561.03),(70 34837.535),(71 34913.086),(72 34602.07),(73 34567.246),(74 34025.05),(75 33632.516),(76 33075.68),(77 32931.367),(78 32675.615),(79 32927.063),
(1 11603.199),(2 18703.246),(3 20496.396),(4 22115.984),(5 23319.729),(6 24281.871),(7 25577.582),(8 27374.701),(9 28212.686),(10 28320.775),(11 28514.395),(12 28517.672),(13 28420.338),(14 28721.717),(15 28719.016),(16 29644.607),(17 29654.709),(18 30281.385),(19 30099.756),(20 29870.318),(21 30317.906),(22 30394.521),(23 30234.102),(24 30224.652),(25 30207.049),(26 30331.414),(27 30458.7),(28 30415.389),(29 30190.975),(30 30044.846),(31 30551.387),(32 30601.943),(33 30324.475),(34 30399.393),(35 30636.494),(36 30820.164),(37 31084.78),(38 31034.395),(39 31289.621),(40 31002.984),(41 30874.438),(42 30992.773),(43 30937.188),(44 31546.059),(45 31440.746),(46 31812.178),(47 32068.006),(48 32463.926),(49 33056.508),(50 33486.67),(51 33792.516),(52 34224.957),(53 34381.51),(54 34010.49),(55 33701.72),(56 33295.79),(57 32899.31),(58 33314.117),(59 33409.957),(60 33773.36),(61 33405.09),(62 33229.113),(63 33550.05),(64 33505.13),(65 33483.387),(66 33342.62),(67 32779.637),(68 32951.664),(69 32804.95),(70 33036.65),(71 32894.824),(72 32565.818),(73 32361.129),(74 31867.012),(75 31687.045),(76 31596.002),(77 31238.227),(78 31019.639),(79 30849.17),
(1 11262.873),(2 17853.467),(3 19731.62),(4 20907.328),(5 22184.672),(6 23485.125),(7 24858.156),(8 26686.42),(9 27228.984),(10 27756.162),(11 28768.152),(12 29188.96),(13 28804.924),(14 28604.906),(15 28334.012),(16 28646.79),(17 28827.799),(18 29421.172),(19 29316.646),(20 29476.822),(21 30061.045),(22 29777.533),(23 30041.318),(24 29938.762),(25 29763.4),(26 29659.742),(27 29803.994),(28 29962.67),(29 29883.148),(30 30225.959),(31 30049.58),(32 30070.117),(33 29901.434),(34 30266.928),(35 30649.004),(36 30632.252),(37 30702.896),(38 30487.771),(39 30383.04),(40 30584.62),(41 30366.39),(42 30380.135),(43 30459.322),(44 30794.082),(45 30956.764),(46 30948.271),(47 31634.434),(48 32159.803),(49 32948.188),(50 33598.785),(51 34234.402),(52 34328.05),(53 34886.49),(54 35044),(55 35190.883),(56 35116.87),(57 35577.113),(58 35856.88),(59 35070.08),(60 34655.25),(61 34720.813),(62 34371.19),(63 34260.12),(64 34085.637),(65 33861.406),(66 34161.547),(67 33913.92),(68 33437.625),(69 33611.605),(70 33927.203),(71 33848.87),(72 33541.79),(73 33663.77),(74 32837.145),(75 32745.484),(76 32611.193),(77 32687.807),(78 32381.35),(79 31923.004),
(1 11439.317),(2 18214.291),(3 20177.223),(4 21494.57),(5 22998.664),(6 24692.4),(7 26280.152),(8 27618.547),(9 28480.346),(10 29137.861),(11 29895.262),(12 30608.7),(13 30107.002),(14 30167.621),(15 29874.361),(16 30222.777),(17 30629.023),(18 31191.625),(19 30713.67),(20 30863.018),(21 31301.223),(22 31387.063),(23 31618.066),(24 31619.658),(25 31860.473),(26 32008.871),(27 32371.273),(28 32570.377),(29 32725.398),(30 33080.504),(31 33099.08),(32 33037.793),(33 32250.213),(34 32455.174),(35 32717.773),(36 32344.383),(37 32386.291),(38 32441.523),(39 32323.7),(40 32215.05),(41 31251.94),(42 31429.514),(43 31278.393),(44 31824.283),(45 31766.684),(46 31641.58),(47 32330.625),(48 33279.56),(49 34013.97),(50 34645.895),(51 35058.63),(52 35043.754),(53 35082.504),(54 35321.14),(55 35376.184),(56 35410.58),(57 35533.453),(58 35738.875),(59 35310.668),(60 35365.082),(61 35281.133),(62 35261.902),(63 35292.848),(64 34890.754),(65 34649.492),(66 34901.78),(67 35361.348),(68 35563.266),(69 34901.59),(70 35256.164),(71 35508.996),(72 35266.67),(73 35462.434),(74 34916.355),(75 34699.973),(76 34509.2),(77 34821.91),(78 34552.734),(79 34075.723),
(1 11029.204),(2 16916.285),(3 18645.238),(4 20083.375),(5 21765.273),(6 23177.436),(7 24610.527),(8 25987.748),(9 26947.627),(10 27442.293),(11 28426.824),(12 29232.543),(13 28973.762),(14 29039.611),(15 29006.77),(16 29312.04),(17 29434.045),(18 29809.342),(19 29283.986),(20 29700.49),(21 29916.174),(22 29697.395),(23 29797.393),(24 29767.883),(25 29731.123),(26 29943.17),(27 30065.395),(28 30218.973),(29 30744.7),(30 30707.598),(31 30330.215),(32 30634.662),(33 30638.697),(34 30598.783),(35 30572.217),(36 30732.295),(37 31033.11),(38 30658.273),(39 30341.895),(40 30297.1),(41 30107.7),(42 30138.748),(43 30110.584),(44 30457.3),(45 30904.457),(46 30863.24),(47 31224.883),(48 31970.137),(49 32582.959),(50 33416.535),(51 34055.29),(52 34504.492),(53 34431.707),(54 34533.105),(55 34687.73),(56 34495.254),(57 34562.785),(58 34360.508),(59 33996.09),(60 33761.598),(61 33822.438),(62 33636.48),(63 33444.82),(64 33221.242),(65 33323.777),(66 33340.86),(67 32926.48),(68 32941.36),(69 32366.229),(70 32572.59),(71 32357.39),(72 32095.973),(73 32453.697),(74 32110.307),(75 31910.328),(76 31718.707),(77 32026.607),(78 31931.955),(79 31475.914),
(1 10769.539),(2 16546.135),(3 18509.332),(4 20244.852),(5 21675.928),(6 22971.55),(7 24424.723),(8 25849.672),(9 26802.215),(10 27065.746),(11 28017.738),(12 28810.28),(13 28934.068),(14 29221.92),(15 29213.766),(16 29502.738),(17 29583.947),(18 29543.246),(19 29661.104),(20 30134.533),(21 30268.633),(22 29591.602),(23 29735.238),(24 29684.895),(25 29422.152),(26 29487.385),(27 29429.328),(28 29405.508),(29 29409.332),(30 29233.525),(31 28842.94),(32 28797.896),(33 28615.115),(34 28533.291),(35 28841.887),(36 28701.627),(37 28657.348),(38 28506.15),(39 28492.4),(40 28468.846),(41 28257.627),(42 28728.033),(43 28835.105),(44 29805.992),(45 29689.857),(46 29886.338),(47 30494.967),(48 31619.729),(49 32504.805),(50 33275.56),(51 34047.637),(52 34481.902),(53 34201.766),(54 34269.508),(55 34094.305),(56 33880.53),(57 34570.355),(58 34933.844),(59 34507.406),(60 34443.535),(61 34060.53),(62 33423.8),(63 33535.26),(64 33553.66),(65 33063.5),(66 32661.748),(67 32889.695),(68 33075.64),(69 32893.504),(70 33414.324),(71 33114.164),(72 32546.256),(73 32399.188),(74 31926.025),(75 31731.242),(76 31142.666),(77 31471.94),(78 31162.943),(79 31121.36),
(1 10488.759),(2 16374.799),(3 17978.494),(4 19525.8),(5 21005.125),(6 22191.639),(7 23622.14),(8 25047.697),(9 26194.34),(10 26791.188),(11 27275.084),(12 27667.178),(13 27581.184),(14 27732.648),(15 27654.666),(16 28005.898),(17 28174.164),(18 28470.104),(19 28277.262),(20 28364.004),(21 28516.627),(22 27919.473),(23 28196.3),(24 28284.01),(25 28242.666),(26 28510.752),(27 28971.17),(28 29143.951),(29 29337.633),(30 29389.674),(31 28695.465),(32 28873.523),(33 28547.404),(34 28702.703),(35 29033.111),(36 28852.541),(37 28886.453),(38 28771.424),(39 28466.314),(40 28246.754),(41 28054.787),(42 28376.209),(43 28727.275),(44 29038.482),(45 29362.402),(46 29193.584),(47 29707.674),(48 30900.977),(49 31630.627),(50 31984.229),(51 32589.986),(52 32560.467),(53 32738.709),(54 33017.664),(55 33151.133),(56 32659.273),(57 33375.07),(58 33257.215),(59 32698.639),(60 32614.047),(61 32391.45),(62 32061.123),(63 32334.604),(64 32115.701),(65 31846.225),(66 31707.314),(67 31677.184),(68 31649.426),(69 31671.305),(70 32274.523),(71 32006.178),(72 31610.098),(73 31718.264),(74 31163.94),(75 31114.225),(76 31038.041),(77 31218.97),(78 31091.459),(79 30873.4),
(1 10103.067),(2 15566.241),(3 17337.102),(4 18905.904),(5 20183.563),(6 21380.85),(7 22802.885),(8 24380.166),(9 25370.955),(10 25757.451),(11 26251.367),(12 26951.281),(13 26630.666),(14 26589.918),(15 26565.365),(16 27030.53),(17 27047.32),(18 27413.357),(19 27499.85),(20 27557.053),(21 28287.662),(22 27559.28),(23 27459.965),(24 27287.746),(25 27676.209),(26 27797.049),(27 28119.895),(28 28028.465),(29 27828.496),(30 27731.22),(31 27459.236),(32 27386.03),(33 27345.969),(34 27394.197),(35 27638.764),(36 27379.57),(37 27601.926),(38 27071.35),(39 27158.928),(40 27490.29),(41 27322.543),(42 27142.334),(43 27422.06),(44 27682.781),(45 27850.848),(46 27504.729),(47 27587.664),(48 28267.5),(49 29109.049),(50 29725.502),(51 30713.21),(52 30932.541),(53 30767.377),(54 31103.88),(55 31436.742),(56 31172.383),(57 31431.258),(58 31755.258),(59 31388.156),(60 30733.488),(61 31134.14),(62 30865.826),(63 30966.512),(64 30770.031),(65 30716.207),(66 30532.182),(67 30542.426),(68 30463.053),(69 30753.283),(70 30719.406),(71 30510.629),(72 30178.938),(73 30509.643),(74 29712.072),(75 29721.285),(76 29760.63),(77 29971.557),(78 30057.406),(79 30229.904),
(1 10307.101),(2 16176.893),(3 17965.957),(4 19206.205),(5 20515.242),(6 22002.785),(7 23251.57),(8 24896.648),(9 25978.768),(10 26267.96),(11 26943.691),(12 27671.406),(13 27472.11),(14 27307.527),(15 27639.604),(16 27870.121),(17 27991.879),(18 28330.621),(19 28571.287),(20 28658.92),(21 28840.082),(22 28178.121),(23 28323.22),(24 28535.428),(25 28443.924),(26 28128.34),(27 28245.145),(28 28168.621),(29 28559.11),(30 28311.234),(31 28061.396),(32 27894.455),(33 27802.29),(34 28260.096),(35 28250.438),(36 27903.55),(37 28104.26),(38 28175.842),(39 28247.664),(40 28462.127),(41 28168.34),(42 28074.64),(43 28289.803),(44 28584.65),(45 28935.81),(46 28593.572),(47 29256.816),(48 29967.268),(49 30936.973),(50 31652.842),(51 32537.584),(52 32705.098),(53 32691.545),(54 33171.41),(55 33615.293),(56 33363.3),(57 33467.36),(58 33504.574),(59 33336.375),(60 33191.766),(61 33277.473),(62 33035.617),(63 32508.135),(64 32251.16),(65 32017.137),(66 31883.023),(67 31433.27),(68 31324.756),(69 31150.566),(70 31369.928),(71 31654.906),(72 31165.482),(73 31162.738),(74 30593.373),(75 30701.33),(76 30483.928),(77 30462.932),(78 30559.525),(79 30698.79),
(1 9824.471),(2 15016.844),(3 16889.967),(4 18523.533),(5 19894.615),(6 21205.635),(7 22517.053),(8 23965.092),(9 24865.01),(10 25186.643),(11 25800.555),(12 26448.863),(13 26197.36),(14 26275.846),(15 26187.82),(16 26617.766),(17 27014.795),(18 27481.309),(19 27557.943),(20 28200.82),(21 28441.242),(22 28085.066),(23 27648.176),(24 27481.322),(25 27312.686),(26 27250.58),(27 27287.332),(28 27250.795),(29 27020.11),(30 26785.955),(31 26634.063),(32 26789.844),(33 26895.916),(34 27125.033),(35 27301.607),(36 26968.605),(37 27096.188),(38 26836.752),(39 26967.375),(40 26996.37),(41 26919.03),(42 27156.074),(43 27365.436),(44 27747.12),(45 28084.764),(46 28231.236),(47 28869.932),(48 29310.414),(49 30476.713),(50 31416.973),(51 32079.5),(52 32248.314),(53 32445.98),(54 32598.686),(55 32480.617),(56 31880.28),(57 31845.59),(58 31832.201),(59 31634.348),(60 31506.326),(61 31356.219),(62 31178.588),(63 31370.92),(64 31177.613),(65 31029.559),(66 30867.984),(67 31200.55),(68 30480.91),(69 30419.982),(70 31158.14),(71 31434.248),(72 31096.852),(73 30810.21),(74 30334.613),(75 29996.191),(76 29568.035),(77 29666.928),(78 29503.848),(79 29347.963),
(1 9756.281),(2 14628.4),(3 16262.858),(4 17732.078),(5 18974.703),(6 19799.898),(7 21360.287),(8 22676.697),(9 23338.482),(10 23454.49),(11 24033.688),(12 24675.432),(13 24231.26),(14 24263.373),(15 24184.563),(16 24680.965),(17 24840.969),(18 25237.688),(19 25554.938),(20 25837.193),(21 25976.707),(22 25851.865),(23 25584.453),(24 25558.098),(25 25843.984),(26 25445.564),(27 25372.385),(28 25415.48),(29 25481.703),(30 25092.969),(31 25025.48),(32 25066.281),(33 25022.59),(34 25223.498),(35 25518.44),(36 25266.744),(37 25502.873),(38 25511.098),(39 25564.447),(40 25847.45),(41 25640.373),(42 25623.076),(43 25822.78),(44 26287.201),(45 26371.938),(46 26532.973),(47 26996.746),(48 27294.465),(49 27982.127),(50 28851.162),(51 29389.072),(52 29338.752),(53 29253.371),(54 29538.22),(55 29783.78),(56 29674.582),(57 29748.445),(58 29897.896),(59 29235.66),(60 29004.928),(61 29188.773),(62 28910.145),(63 29110.807),(64 28677.629),(65 28305.922),(66 28189.955),(67 28203.162),(68 28201.262),(69 27672.951),(70 27602.848),(71 27908.982),(72 27738.188),(73 27810.703),(74 27104.04),(75 27051.674),(76 26829.293),(77 27190.447),(78 27531.799),(79 27744.043),
