1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 29807.273),(2 46726.996),(3 56420.457),(4 108486.6),(5 152124.1),(6 182224.58),(7 256431.83),(8 322961.38),(9 376313),(10 463311),(11 545706.2),(12 618210.25),(13 725891.8),(14 823888.8),(15 937183.56),(16 1081217.6),(17 1230891.4),(18 1385386.9),(19 1579262),(20 1777710.1),(21 1986709.4),(22 2222920.8),(23 2459717.3),(24 2698800.8),(25 2954277.3),(26 3212776),(27 3502232.8),(28 3764550.3),(29 4054100.8),(30 4315052.5),(31 4616947),(32 4931991.5),(33 5236949),(34 5547777),(35 5898172.5),(36 6221600),(37 6573413.5),(38 6915813.5),(39 7268889.5),(40 7587429.5),(41 7909030.5),(42 8232209.5),(43 8525872),(44 8867799),(45 9229535),(46 9631581),(47 10066707),(48 10512878),(49 10986741),(50 11461861),(51 11920425),(52 12392380),(53 12889636),(54 13322811),(55 13778089),(56 14220213),(57 14651901),(58 15123619),(59 15583837),(60 15972109),(61 16432396),(62 16888360),(63 17316284),(64 17718810),(65 18100826),(66 18446224),(67 18748710),(68 19020088),(69 19241400),(70 19442426),(71 19663610),(72 19850286),(73 20100926),(74 20323368),(75 20571586),(76 20835710),(77 21143750),(78 21442932),(79 21708304),
(1 25469.633),(2 96520.12),(3 210217.05),(4 362561.34),(5 548137.56),(6 766297.94),(7 1013768.9),(8 1286477.6),(9 1580675.3),(10 1893403.5),(11 2215456.5),(12 2544146),(13 2868510),(14 3190134.3),(15 3500809),(16 3803963.3),(17 4099077.5),(18 4378260),(19 4645578.5),(20 4897382.5),(21 5128418),(22 5341625),(23 5531883),(24 5701096),(25 5849815.5),(26 5977722.5),(27 6084659.5),(28 6179438),(29 6265313.5),(30 6331248.5),(31 6379344),(32 6409260),(33 6425036.5),(34 6425812),(35 6418824.5),(36 6406492),(37 6382906.5),(38 6335927),(39 6275797),(40 6199495.5),(41 6113485),(42 6019065),(43 5918494.5),(44 5808725),(45 5693063),(46 5568593.5),(47 5439989.5),(48 5306553.5),(49 5177335),(50 5049160.5),(51 4936246.5),(52 4834196),(53 4752259),(54 4696268.5),(55 4656954),(56 4638908.5),(57 4644032.5),(58 4663532),(59 4697014.5),(60 4748845),(61 4817190.5),(62 4888005),(63 4981705),(64 5077027),(65 5182571),(66 5294308),(67 5414712.5),(68 5524144),(69 5644275),(70 5761785.5),(71 5878201),(72 5996080),(73 6109056.5),(74 6205808),(75 6294717),(76 6374589),(77 6453056),(78 6515927.5),(79 6570759),
(1 24814.234),(2 94221.29),(3 206805.7),(4 359366.88),(5 545828.06),(6 766965.8),(7 1018093),(8 1290001.6),(9 1587491),(10 1898014.4),(11 2213621),(12 2529562.5),(13 2844783.8),(14 3156662.8),(15 3459326.8),(16 3747234.8),(17 4019837.3),(18 4274741),(19 4510901.5),(20 4716158),(21 4895728),(22 5044684.5),(23 5168778.5),(24 5268808),(25 5341984.5),(26 5394696.5),(27 5422051.5),(28 5430410.5),(29 5434096),(30 5423226.5),(31 5404142.5),(32 5369466),(33 5327663.5),(34 5277527.5),(35 5217201.5),(36 5148724),(37 5081434.5),(38 5004860.5),(39 4929888.5),(40 4848108.5),(41 4764460),(42 4686672),(43 4618023.5),(44 4556516.5),(45 4496624),(46 4431785.5),(47 4369445.5),(48 4308214.5),(49 4248731.5),(50 4185729.8),(51 4130968),(52 4081586),(53 4037158),(54 4006294.3),(55 3982388),(56 3970424),(57 3973786),(58 3981869.8),(59 3994458),(60 4007996.3),(61 4024525.8),(62 4038825),(63 4056310.8),(64 4078290),(65 4101590),(66 4121528.3),(67 4147104.8),(68 4173837.8),(69 4208649.5),(70 4242970.5),(71 4279616.5),(72 4314005.5),(73 4353003.5),(74 4383494),(75 4408441.5),(76 4430226),(77 4456240),(78 4478414),(79 4496299.5),
(1 17547.52),(2 66384.56),(3 145386.52),(4 251465.36),(5 382423.88),(6 535232.06),(7 709817.7),(8 901558.25),(9 1115515.9),(10 1342773.8),(11 1577009.6),(12 1811537.6),(13 2042187.3),(14 2272976.8),(15 2493751),(16 2701041.3),(17 2896179.8),(18 3073316.5),(19 3234826.5),(20 3374393.5),(21 3485513.5),(22 3571382.5),(23 3630650),(24 3658962),(25 3665338.3),(26 3651701.5),(27 3619256.3),(28 3565863),(29 3499730),(30 3419355.5),(31 3327657),(32 3228610.5),(33 3126248.3),(34 3022764.3),(35 2921549.8),(36 2828993.3),(37 2746238),(38 2677662.8),(39 2622881),(40 2577444.8),(41 2551561.5),(42 2541528),(43 2549748.3),(44 2575545.3),(45 2615271.8),(46 2660984.3),(47 2715290.3),(48 2771367),(49 2827159.3),(50 2883497),(51 2942613.8),(52 3001680),(53 3061203.8),(54 3119009),(55 3181772.3),(56 3241693.8),(57 3300903),(58 3352290.3),(59 3393115.5),(60 3423924.3),(61 3446405.8),(62 3446220.8),(63 3439702),(64 3419221.5),(65 3397912.3),(66 3366970.3),(67 3327229.8),(68 3274093.5),(69 3229515.5),(70 3183172.8),(71 3142184),(72 3104978.5),(73 3074971.3),(74 3044195.3),(75 3011025),(76 2977951.3),(77 2946832.8),(78 2912128),(79 2876946.3),
(1 20361.555),(2 76267.39),(3 165195.78),(4 280920.63),(5 420117.47),(6 580123.94),(7 755882.06),(8 944363.5),(9 1143380),(10 1349477.5),(11 1555776.1),(12 1756982.3),(13 1955454.3),(14 2143036.8),(15 2320423.3),(16 2485235),(17 2636699.5),(18 2773052.3),(19 2897559.3),(20 3005132.5),(21 3090872.3),(22 3153414),(23 3192114),(24 3210063),(25 3212117.8),(26 3201353),(27 3175737),(28 3147303),(29 3114463),(30 3070122.5),(31 3023893),(32 2975282.3),(33 2928901),(34 2887373),(35 2846935.3),(36 2810479),(37 2789487.8),(38 2778352.3),(39 2785260.5),(40 2802061),(41 2833615.3),(42 2875203.3),(43 2924086.5),(44 2984552.3),(45 3053165.8),(46 3119067),(47 3185804.5),(48 3246313.5),(49 3300728),(50 3349151.3),(51 3394031.3),(52 3428436.3),(53 3463035),(54 3493221),(55 3524896),(56 3555791),(57 3580687.3),(58 3598125),(59 3606218.3),(60 3598772.8),(61 3574064),(62 3541457.5),(63 3499677.8),(64 3444083),(65 3381680.8),(66 3304542.5),(67 3223691.8),(68 3142649.3),(69 3065387.8),(70 2993871),(71 2932666),(72 2882494),(73 2847482.3),(74 2828208),(75 2824373.8),(76 2833519.3),(77 2851895.3),(78 2878578.3),(79 2908876.5),
(1 20005.055),(2 74567.31),(3 161946.52),(4 279090.75),(5 419365.56),(6 583166.9),(7 768204.5),(8 968480.1),(9 1180153.4),(10 1397361.5),(11 1616370.4),(12 1831166.6),(13 2039030.6),(14 2237491.5),(15 2425498.8),(16 2595923.5),(17 2756428.5),(18 2896080.5),(19 3016225.3),(20 3113805.3),(21 3185232.5),(22 3235604.5),(23 3262401.5),(24 3273189.3),(25 3259147.8),(26 3227606),(27 3173240.5),(28 3114295),(29 3041252.3),(30 2957425),(31 2868261.3),(32 2779956.3),(33 2696238.3),(34 2616495),(35 2544508.5),(36 2481928.8),(37 2436506),(38 2402825.8),(39 2391721),(40 2404041.8),(41 2438553),(42 2494317.8),(43 2571413.8),(44 2671924.3),(45 2789371.3),(46 2909784.5),(47 3041725.8),(48 3180826),(49 3324259),(50 3470346),(51 3618834.3),(52 3750204.3),(53 3868336),(54 3966155),(55 4050217.5),(56 4112324.3),(57 4160111),(58 4179655.8),(59 4174448),(60 4142480.5),(61 4086297.3),(62 4007208.5),(63 3909715),(64 3798230),(65 3677015.8),(66 3551676.8),(67 3427776.3),(68 3303818),(69 3188057.5),(70 3078426.3),(71 2980010.8),(72 2895652.8),(73 2830409.3),(74 2783239),(75 2758422),(76 2761011),(77 2788198.8),(78 2835560),(79 2898554),
(1 19839.395),(2 74532.23),(3 162034.3),(4 280191.97),(5 421559.28),(6 585187.6),(7 768053.06),(8 963079.25),(9 1170415.5),(10 1378686),(11 1587073.1),(12 1789167.4),(13 1982858.3),(14 2164798.3),(15 2330299.5),(16 2478933.3),(17 2609311.3),(18 2716477),(19 2807043.3),(20 2877635.5),(21 2922141.8),(22 2949209.3),(23 2953582.5),(24 2943810.3),(25 2916242.8),(26 2874397.3),(27 2818047),(28 2754612.3),(29 2682201.8),(30 2605061.5),(31 2523189.3),(32 2438433.5),(33 2357883.8),(34 2279137.5),(35 2211227.8),(36 2152306.5),(37 2105257.3),(38 2070159.9),(39 2051566.6),(40 2044186),(41 2053107.5),(42 2078944),(43 2122425.5),(44 2177893.3),(45 2248380.8),(46 2314881.5),(47 2382285.8),(48 2448234.8),(49 2505019.3),(50 2560914.3),(51 2617951),(52 2660654.8),(53 2701001),(54 2730282.5),(55 2753185.5),(56 2765659.8),(57 2770112),(58 2762420.8),(59 2746508),(60 2722387.8),(61 2691776.5),(62 2653875.5),(63 2614343),(64 2570912.8),(65 2531529),(66 2494837.8),(67 2458420.5),(68 2419468.3),(69 2383563.3),(70 2348940.5),(71 2316408.5),(72 2288212.5),(73 2268149.5),(74 2258936),(75 2259269.3),(76 2269848.5),(77 2288775.3),(78 2313946.8),(79 2343752),
(1 24465.008),(2 92247.64),(3 200739.39),(4 343598.44),(5 515442.66),(6 712330),(7 930529.5),(8 1164990.3),(9 1412864.8),(10 1662339.3),(11 1909762.4),(12 2148983.8),(13 2379301),(14 2591256.5),(15 2783312.5),(16 2951622),(17 3095728.5),(18 3207984.5),(19 3296905.3),(20 3354259.3),(21 3381003.8),(22 3378901.8),(23 3348133.5),(24 3295599),(25 3225357.8),(26 3142862.5),(27 3050382.5),(28 2948985.3),(29 2843730.5),(30 2737538.3),(31 2633635),(32 2534490.3),(33 2436449),(34 2345570),(35 2259727.5),(36 2180853.8),(37 2120799.5),(38 2070232.5),(39 2036222.8),(40 2015391.4),(41 2006777.9),(42 2012395.4),(43 2031979.1),(44 2059502.3),(45 2092825.5),(46 2128301.8),(47 2166666.3),(48 2204540.5),(49 2244622.8),(50 2285095.8),(51 2324649.3),(52 2357008),(53 2383938),(54 2401184.5),(55 2411678),(56 2419396.8),(57 2423874.5),(58 2426231.3),(59 2424673.5),(60 2416927.3),(61 2405106),(62 2385445.8),(63 2364725.3),(64 2339803.3),(65 2308432.5),(66 2276584.3),(67 2241443),(68 2208367),(69 2177413.8),(70 2141494),(71 2102887.3),(72 2063600.8),(73 2025948.5),(74 2002287.3),(75 1993251.6),(76 2000170.6),(77 2019301.9),(78 2041831.5),(79 2069337),
(1 21116.328),(2 79742.42),(3 172493.4),(4 295285.97),(5 443848.78),(6 612918.8),(7 797730.2),(8 994977.9),(9 1197348.9),(10 1399757.1),(11 1595298),(12 1783073.3),(13 1956620.8),(14 2114335.5),(15 2254669.5),(16 2374648.8),(17 2476804.3),(18 2559653.5),(19 2619658.8),(20 2654699.8),(21 2663530.3),(22 2653481.8),(23 2628098),(24 2593703.8),(25 2545824),(26 2492048),(27 2431484.5),(28 2370673.5),(29 2307615),(30 2245948.8),(31 2189888.5),(32 2140968.3),(33 2100199),(34 2067539.1),(35 2038694.8),(36 2015658.4),(37 2003259.3),(38 1994099.1),(39 1991408.4),(40 1995108.4),(41 2003963.6),(42 2018006.3),(43 2035277.9),(44 2055067.6),(45 2077161.3),(46 2093364.1),(47 2100337.8),(48 2097179.3),(49 2083006.5),(50 2057000.3),(51 2026209.4),(52 1986740.8),(53 1940100.8),(54 1888762),(55 1838486.4),(56 1795510.3),(57 1762526.8),(58 1738378.6),(59 1716226),(60 1700691),(61 1696704.8),(62 1697932.5),(63 1713407.3),(64 1733993),(65 1755546.1),(66 1779655.3),(67 1808292.6),(68 1835435.6),(69 1870277.6),(70 1905202),(71 1935261.1),(72 1961727.3),(73 1981562),(74 1992408.8),(75 1997830.4),(76 2007446.6),(77 2020084.4),(78 2028094),(79 2033077),
(1 15722.493),(2 59032.836),(3 126599.016),(4 215892.92),(5 321933.8),(6 442105.2),(7 573371.06),(8 711250.25),(9 852892.6),(10 993237.06),(11 1126328.3),(12 1247842.5),(13 1356301),(14 1449762.9),(15 1527146.9),(16 1589032.4),(17 1635964.8),(18 1667033.5),(19 1684157),(20 1688894.5),(21 1682993.6),(22 1669496.9),(23 1650814.3),(24 1626988),(25 1595397.8),(26 1557977),(27 1517644.8),(28 1472265.6),(29 1428519.5),(30 1387678.1),(31 1351946.9),(32 1325548.8),(33 1308614.4),(34 1300903.3),(35 1302253.3),(36 1313668),(37 1338607.9),(38 1372688.4),(39 1417012.4),(40 1467807.3),(41 1523113),(42 1579274.4),(43 1637635.1),(44 1692728.1),(45 1747588.8),(46 1799718.4),(47 1843167.3),(48 1879025.6),(49 1910963.4),(50 1937055),(51 1961505.3),(52 1981367.8),(53 1994541.6),(54 1999553.6),(55 1997163.6),(56 1990196.8),(57 1980023),(58 1967531.4),(59 1948778.3),(60 1927678.5),(61 1907413.6),(62 1886019.4),(63 1866583.3),(64 1849094.9),(65 1833121.5),(66 1815913.4),(67 1796670),(68 1779104.5),(69 1762050.5),(70 1748049.6),(71 1732277.3),(72 1713185),(73 1691098.5),(74 1662970.3),(75 1633838.8),(76 1608208.8),(77 1586268.1),(78 1567533.5),(79 1550439.5),
(1 16558.537),(2 61313.465),(3 130810.13),(4 220681.44),(5 324529.8),(6 440829.1),(7 566573.6),(8 697568.1),(9 834688.9),(10 971896.44),(11 1109032.6),(12 1240602.9),(13 1362677.9),(14 1472336.8),(15 1567597),(16 1647320.6),(17 1711868.8),(18 1764491.6),(19 1808469.6),(20 1841456),(21 1863696),(22 1876259),(23 1881349.6),(24 1876643.3),(25 1864154.8),(26 1848702.8),(27 1831194.4),(28 1806928.4),(29 1784116.9),(30 1759617.8),(31 1736442),(32 1714612),(33 1692951.1),(34 1676303.4),(35 1660126.6),(36 1644686.6),(37 1634611.1),(38 1626053.4),(39 1619846.4),(40 1615092.5),(41 1607870.9),(42 1599357.6),(43 1590225.6),(44 1577761.6),(45 1564704.3),(46 1548736.5),(47 1530929.8),(48 1511596.1),(49 1489805.4),(50 1465242),(51 1446820.3),(52 1426732.5),(53 1409121.5),(54 1389432.6),(55 1372538.1),(56 1357372.8),(57 1343517),(58 1334059.5),(59 1326051.9),(60 1321633.3),(61 1321477),(62 1320426.1),(63 1327480.4),(64 1334904.8),(65 1343014),(66 1355594.6),(67 1363267.8),(68 1363922),(69 1365284.8),(70 1363010.8),(71 1353135),(72 1337325),(73 1316998.3),(74 1288135.4),(75 1254325),(76 1218209.3),(77 1183764.4),(78 1151372.1),(79 1124863.8),
(1 14593.141),(2 53256.96),(3 113336.97),(4 192203.25),(5 285719.78),(6 393384.72),(7 513333.03),(8 644685.8),(9 785309.3),(10 930554.4),(11 1073561.6),(12 1212274),(13 1342607.8),(14 1462986.8),(15 1573664.8),(16 1667694.8),(17 1745967.5),(18 1813151.4),(19 1866687.8),(20 1908139),(21 1934100.8),(22 1946358.4),(23 1952944),(24 1952089.1),(25 1941168),(26 1927406.6),(27 1905647.9),(28 1882314.9),(29 1857777.9),(30 1829246.5),(31 1803575),(32 1780693.3),(33 1755578.3),(34 1734274.4),(35 1709560),(36 1682027.4),(37 1666160.3),(38 1646837.3),(39 1630076.4),(40 1614362.8),(41 1597064.6),(42 1581396.5),(43 1567142.9),(44 1551064.9),(45 1534686.5),(46 1509967.6),(47 1482436.5),(48 1454824),(49 1427192.3),(50 1402396),(51 1381471.1),(52 1361190.8),(53 1345163.9),(54 1327276.4),(55 1315024.6),(56 1307410.5),(57 1303217.4),(58 1306398.8),(59 1313998.9),(60 1328132.1),(61 1349321.5),(62 1373655.1),(63 1404900.6),(64 1439087.8),(65 1473913.6),(66 1512673.4),(67 1550564.6),(68 1582214),(69 1614784.1),(70 1640544.5),(71 1655919.1),(72 1663163),(73 1660647.8),(74 1656282.1),(75 1647478.8),(76 1634856),(77 1620573),(78 1603863.8),(79 1588219.1),
(1 15523.75),(2 57252.566),(3 122353.34),(4 206501.98),(5 303054.97),(6 411580.72),(7 529870.6),(8 652981.7),(9 785648.5),(10 922222.6),(11 1061438.9),(12 1197686.8),(13 1328711.5),(14 1452376.5),(15 1568005.8),(16 1667010.6),(17 1750483),(18 1818171.3),(19 1875606.5),(20 1917688.5),(21 1942982.3),(22 1952895.1),(23 1949306.9),(24 1934222),(25 1907740.3),(26 1877389.1),(27 1844734.9),(28 1814377.6),(29 1786036.3),(30 1762333),(31 1740728.8),(32 1724144.5),(33 1709082.6),(34 1693257.8),(35 1677325.1),(36 1659752),(37 1645131.8),(38 1628874),(39 1613430.8),(40 1592651.5),(41 1563464.4),(42 1530790),(43 1494578.3),(44 1457998.9),(45 1424916.3),(46 1393554.8),(47 1366666.1),(48 1344136.8),(49 1328388.5),(50 1320430.8),(51 1318685),(52 1320140.5),(53 1330111.6),(54 1336997.1),(55 1347216.6),(56 1353699.6),(57 1353203.5),(58 1353180),(59 1343668.1),(60 1331755.3),(61 1320464.3),(62 1308331.8),(63 1298583.4),(64 1292967.8),(65 1289347.4),(66 1292791.1),(67 1291977.3),(68 1288093.5),(69 1286891.3),(70 1283788.1),(71 1274747.5),(72 1262818.5),(73 1248982.4),(74 1232323.1),(75 1216175.9),(76 1199796.4),(77 1189065.4),(78 1185495),(79 1189353.9),
(1 14080.346),(2 51289.605),(3 108812.664),(4 183946.16),(5 271070.56),(6 369341.22),(7 474347.34),(8 580144.44),(9 688189.56),(10 792765.75),(11 896040.4),(12 994132),(13 1085061.6),(14 1167610.3),(15 1240138.4),(16 1302380.3),(17 1355454.9),(18 1397408),(19 1434910.6),(20 1464214.4),(21 1485748.5),(22 1500237.3),(23 1507014.9),(24 1504462.4),(25 1494009.6),(26 1476055.3),(27 1456878.4),(28 1432407.9),(29 1405529.5),(30 1378436.5),(31 1351602.4),(32 1328308.5),(33 1308438.4),(34 1290715.4),(35 1274872.9),(36 1260391),(37 1247672),(38 1235619.1),(39 1225242.8),(40 1213186.4),(41 1199902.1),(42 1180198.5),(43 1158938.3),(44 1134707.8),(45 1109317.4),(46 1087808.8),(47 1067541.1),(48 1047662.1),(49 1027838.44),(50 1010819.75),(51 999556.56),(52 991928.4),(53 988443),(54 987945.4),(55 992621.2),(56 1001012.56),(57 1007800.75),(58 1016517.3),(59 1021855),(60 1024818.6),(61 1026421.9),(62 1026298.06),(63 1023022.1),(64 1017231),(65 1011932.8),(66 1007954.3),(67 1003576.25),(68 1001179.94),(69 1003656.2),(70 1012499),(71 1026575.2),(72 1044182.1),(73 1065345.1),(74 1091184.4),(75 1119085.6),(76 1145661.3),(77 1171545.5),(78 1198672.5),(79 1227088.6),
(1 13744.605),(2 49646.86),(3 104612.14),(4 174273),(5 252863.11),(6 339202.6),(7 428984.72),(8 519612.2),(9 613319.75),(10 703621.44),(11 789879.1),(12 870615.44),(13 941434.75),(14 1001691.2),(15 1049543.5),(16 1085040.6),(17 1110977.6),(18 1128486.3),(19 1139603.4),(20 1146139),(21 1149737.1),(22 1149661.9),(23 1147196.9),(24 1140706),(25 1131935),(26 1122259),(27 1114655.1),(28 1106626.3),(29 1100982.4),(30 1098699.4),(31 1099037.8),(32 1101664.4),(33 1107108.9),(34 1113145.8),(35 1118426.4),(36 1121930.6),(37 1123211.8),(38 1123011.3),(39 1120721.9),(40 1116059.5),(41 1109726.9),(42 1101504.1),(43 1091729.4),(44 1076736.1),(45 1060667.8),(46 1043201.7),(47 1025421.06),(48 1004978.9),(49 984354.94),(50 963616.7),(51 942854.4),(52 923215.75),(53 908299.4),(54 894855.3),(55 886302.75),(56 884033.06),(57 886562.1),(58 894307.56),(59 904245.5),(60 917209.06),(61 933245.3),(62 952126.25),(63 973978.5),(64 995077.06),(65 1014265.6),(66 1033576.25),(67 1050451.9),(68 1061351.8),(69 1073970.1),(70 1084366),(71 1095347.3),(72 1106454),(73 1114686.4),(74 1124787),(75 1133623.1),(76 1134554.6),(77 1131008.8),(78 1122030),(79 1107213.8),
(1 12288.1),(2 44425.813),(3 92582.47),(4 152587.06),(5 218817.95),(6 290392.56),(7 365248.8),(8 438581.78),(9 513936.8),(10 586643.7),(11 658808.44),(12 726830.25),(13 788081.9),(14 841961.44),(15 888424.25),(16 925429.1),(17 955678.06),(18 978324.6),(19 996012.44),(20 1007179.56),(21 1015272.9),(22 1016890.1),(23 1015757),(24 1012923.44),(25 1009280.7),(26 1003451.56),(27 999324.25),(28 995115),(29 992371.4),(30 990886.56),(31 994600.9),(32 998391.44),(33 1001553.1),(34 1005389.25),(35 1006275.56),(36 1004543),(37 1000674.9),(38 993336.56),(39 982901.9),(40 968741.7),(41 951853.5),(42 929972.6),(43 906763),(44 879733.94),(45 853263.3),(46 826752.8),(47 801650.25),(48 776006.94),(49 752445.25),(50 731155.6),(51 716069.44),(52 699070.44),(53 686065.6),(54 672215.6),(55 658145.3),(56 647186.06),(57 637448.44),(58 630770.56),(59 624071.94),(60 619845.3),(61 619696.4),(62 622964.25),(63 630567.94),(64 644369.06),(65 660164.06),(66 680465.44),(67 704216.3),(68 730260.25),(69 759849.6),(70 786478.5),(71 812652.25),(72 837688),(73 855712.2),(74 875162.9),(75 894717.44),(76 910535.3),(77 922684.44),(78 933748.8),(79 943092.06),
(1 11549.15),(2 41440.645),(3 85176.64),(4 138762.88),(5 196831.13),(6 258034.67),(7 318553.8),(8 374441.6),(9 426602.16),(10 472538.06),(11 513059.34),(12 550100.1),(13 581940.7),(14 607690.4),(15 626942.3),(16 641450.3),(17 652853.9),(18 665166.1),(19 681235.25),(20 699994.9),(21 721347.3),(22 740947.44),(23 760535.7),(24 781231.7),(25 798804.5),(26 812095.44),(27 823346.9),(28 833673.9),(29 846526.5),(30 865208.94),(31 886491.3),(32 907123.06),(33 926036.2),(34 942230.1),(35 952674.3),(36 958872.7),(37 962728.4),(38 965610.94),(39 968023.06),(40 968670.5),(41 969200.75),(42 964248.9),(43 957730.9),(44 950367.8),(45 945250.3),(46 943838.3),(47 945274.1),(48 949168.4),(49 955601.3),(50 965004.2),(51 975620),(52 985985.5),(53 996969.7),(54 1007813.06),(55 1015391.25),(56 1023349.5),(57 1030294.1),(58 1038755.44),(59 1048403.6),(60 1056984.6),(61 1065756.9),(62 1071978.3),(63 1079455.8),(64 1089208.6),(65 1101137.8),(66 1114053.5),(67 1125590.6),(68 1132148.6),(69 1140866),(70 1149462.1),(71 1154743.3),(72 1156313.8),(73 1153688.4),(74 1139472.9),(75 1123669),(76 1106378.3),(77 1089631.6),(78 1070881.9),(79 1052047.6),
(1 10254.717),(2 36393.668),(3 74262.18),(4 119719.4),(5 168174.9),(6 218320.72),(7 266737.72),(8 312085.4),(9 356570.4),(10 398281.44),(11 437729.44),(12 474429.2),(13 508885.44),(14 538669.9),(15 565694.25),(16 586537),(17 603292.1),(18 619094.7),(19 635447.6),(20 652382.6),(21 670760),(22 687428),(23 704168.25),(24 720968.25),(25 738733.44),(26 755720.25),(27 774485.6),(28 792854.56),(29 809596.4),(30 825253.1),(31 840634.3),(32 857169.3),(33 872278.56),(34 884780.6),(35 895819.56),(36 903792.56),(37 910517.7),(38 914282.7),(39 916075.94),(40 914352.9),(41 911584),(42 907660.8),(43 902364),(44 895650.3),(45 886127.2),(46 874276.7),(47 862851),(48 852198.94),(49 839888.6),(50 827926.06),(51 815853.9),(52 800758.25),(53 787141.5),(54 772949.5),(55 759810.4),(56 749521),(57 738426.4),(58 729314.8),(59 723150.9),(60 717494.06),(61 717526.4),(62 720773),(63 728187.4),(64 739380.8),(65 751896.4),(66 768364),(67 786664.44),(68 805936.7),(69 828702.9),(70 851354.75),(71 872281.6),(72 891180.8),(73 905454.75),(74 913134.06),(75 918647.8),(76 921823.3),(77 923258.5),(78 919408.56),(79 911624.9),
