1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5363.743),(2 15549.207),(3 24926.355),(4 31975.74),(5 36799.84),(6 39661.04),(7 41571.03),(8 43291.797),(9 44800.684),(10 45747.19),(11 46343.715),(12 46634.258),(13 46903.52),(14 47121.977),(15 47293.47),(16 47751.86),(17 48808.83),(18 50049.504),(19 51036.797),(20 51565.883),(21 51428.188),(22 51150.15),(23 50787.848),(24 50633.74),(25 50664.688),(26 51067.48),(27 51847.38),(28 52352.01),(29 52560.52),(30 52568.297),(31 52779.414),(32 53238.484),(33 53507.29),(34 53788.324),(35 53706.746),(36 53484.84),(37 53485.94),(38 53681.09),(39 54206.68),(40 54684.17),(41 55197.516),(42 55745.77),(43 56195.664),(44 56784.54),(45 57584.887),(46 57977.203),(47 58082.13),(48 57980),(49 57831.52),(50 57846.746),(51 57630.47),(52 57132.277),(53 56927.797),(54 56654.13),(55 56155),(56 55598.953),(57 55357.84),(58 55507.227),(59 55873.207),(60 55982.516),(61 56075.875),(62 56248.965),(63 56287.605),(64 56069.598),(65 55984.438),(66 55941.54),(67 55866.29),(68 55672.46),(69 55742.03),(70 55859.55),(71 56259.793),(72 56216.563),(73 55914.78),(74 55672.824),(75 55413.703),(76 55229.91),(77 55079.39),(78 54992.715),(79 55004.63),
(1 5455.3086),(2 15908.281),(3 25693.408),(4 32640.018),(5 36980.375),(6 39372.773),(7 40880.34),(8 42146.48),(9 43822.883),(10 45251.277),(11 46141.133),(12 46086.41),(13 45832.324),(14 45659.246),(15 45367.246),(16 44973.4),(17 45155.47),(18 45638.207),(19 46266.05),(20 46867.254),(21 47404.797),(22 47928.434),(23 48254.355),(24 48207.043),(25 47984.46),(26 47827.85),(27 47959.055),(28 48403.426),(29 48748.063),(30 49042.098),(31 49430.695),(32 49647.656),(33 49257.043),(34 48849.383),(35 48832.664),(36 48781.313),(37 48912.918),(38 49470.45),(39 50110.01),(40 50546.918),(41 50853.59),(42 51229.543),(43 51734.484),(44 52261.277),(45 52688.992),(46 53235.39),(47 53620.336),(48 53870.555),(49 54048.184),(50 54272.793),(51 54539.94),(52 54588.01),(53 54189.24),(54 53849.83),(55 53729.484),(56 53386.977),(57 52677.527),(58 51694.875),(59 50932.125),(60 50319.633),(61 50041.25),(62 50148.605),(63 50435.566),(64 50665.55),(65 50854.094),(66 51203.41),(67 51496.152),(68 51638.22),(69 51805.71),(70 52255.492),(71 52795.285),(72 53001.633),(73 53028.668),(74 52817.473),(75 52579.727),(76 52466.703),(77 52142.633),(78 51809.668),(79 51197.813),
(1 5124.813),(2 14580.161),(3 23446.32),(4 29667.176),(5 33475.31),(6 35654.82),(7 37322.887),(8 38770.633),(9 39870.12),(10 40653.996),(11 41062.51),(12 41295.234),(13 41226.523),(14 41045.832),(15 40613.816),(16 40457.656),(17 40987.688),(18 41654.96),(19 42098.305),(20 42465.113),(21 42775.914),(22 43286.703),(23 43638.31),(24 43569.766),(25 43140.3),(26 42545.926),(27 42117.332),(28 41888.816),(29 41974.72),(30 42188.344),(31 42401.305),(32 42388.746),(33 42429.85),(34 42501.8),(35 43069.43),(36 44100.027),(37 45180.18),(38 46110.94),(39 46709.254),(40 47142.37),(41 47509.55),(42 47969.39),(43 48194.15),(44 48216.1),(45 48088.742),(46 47907.156),(47 47522.93),(48 47825.395),(49 48513.88),(50 49310.93),(51 49584.38),(52 49493.402),(53 49302.887),(54 49465.78),(55 49931.453),(56 50559.453),(57 50669.063),(58 50088.004),(59 49559.195),(60 48974.875),(61 48759.246),(62 49041.8),(63 49225.906),(64 49238.453),(65 49199.77),(66 49113.83),(67 48879.31),(68 49027.023),(69 49354.645),(70 49753.242),(71 49635.65),(72 49289.863),(73 49025.938),(74 49092.332),(75 48953.527),(76 48685.035),(77 47817.367),(78 46919.777),(79 47028.336),
(1 5317.6963),(2 15192.945),(3 24382.72),(4 30795.094),(5 34950.46),(6 37459.246),(7 39092.074),(8 40170.527),(9 41124.676),(10 41396.69),(11 41134.715),(12 41201.78),(13 41209.465),(14 41271.836),(15 41345.668),(16 41375.8),(17 41915.48),(18 42680.457),(19 43515.08),(20 44058.92),(21 44301.805),(22 44345.29),(23 44450.855),(24 44328.76),(25 44249.035),(26 44401.227),(27 44748.516),(28 44879.56),(29 45013.074),(30 45133.05),(31 45144.777),(32 45213.914),(33 45244.863),(34 45516.984),(35 46125.38),(36 47074.03),(37 47738.844),(38 48549.137),(39 49266.01),(40 50081.6),(41 51046.305),(42 51994.62),(43 52441.56),(44 52414.715),(45 52481.83),(46 52322.063),(47 52351.37),(48 52762.234),(49 53075.813),(50 53430.633),(51 53561.91),(52 53154.42),(53 52533.23),(54 52073.07),(55 52076.383),(56 52194.69),(57 51912.78),(58 51244.492),(59 51056),(60 51223.11),(61 51188.355),(62 51027.953),(63 50946.313),(64 50766.31),(65 50473.234),(66 50367.07),(67 50277.62),(68 50430.48),(69 50504.688),(70 50763.887),(71 51079.813),(72 51318.246),(73 51080.863),(74 50855.68),(75 50662.395),(76 50310.8),(77 49914.902),(78 49570.207),(79 49748.94),
(1 4953.0537),(2 14100.744),(3 22536.723),(4 28460.516),(5 32309.887),(6 34861.41),(7 36509.58),(8 37606.703),(9 38780.016),(10 39520.55),(11 39787.777),(12 39838.613),(13 40014.484),(14 39934.25),(15 39782.89),(16 40031.83),(17 40368.758),(18 40705.652),(19 41010.082),(20 41259.758),(21 41569.2),(22 42092.305),(23 42864.95),(24 43585.297),(25 44150.535),(26 44359.242),(27 44226.47),(28 43916.234),(29 43928.99),(30 43882.76),(31 43571.71),(32 43631.6),(33 43827.516),(34 44088.742),(35 44474.73),(36 44914.61),(37 45327.848),(38 45823.496),(39 46330.023),(40 46720.03),(41 47186.164),(42 47165.156),(43 46861.56),(44 46733.348),(45 46778.652),(46 47099.184),(47 47590.375),(48 48408.516),(49 49217.293),(50 49742.25),(51 49807.813),(52 49721.996),(53 49755.637),(54 49853.043),(55 49853.13),(56 49837.4),(57 49637.6),(58 49166.797),(59 48842.902),(60 48643.12),(61 48424.11),(62 48101.355),(63 47433.387),(64 46990.12),(65 46737.258),(66 46604.742),(67 46595.53),(68 46356.984),(69 45952.2),(70 45500.016),(71 45243.715),(72 45319.613),(73 45601.586),(74 45593.645),(75 45129.793),(76 44244.516),(77 43528.88),(78 43266.453),(79 43431.336),
(1 5097.1816),(2 14726.031),(3 23883.223),(4 30003.86),(5 33329.465),(6 35324.727),(7 36671.816),(8 37948.824),(9 39444.547),(10 40738.336),(11 41316.246),(12 41606.54),(13 41713.58),(14 42036.566),(15 42344.207),(16 42797.64),(17 43355.87),(18 43917.105),(19 44333.875),(20 44198.332),(21 43965.848),(22 43679.406),(23 43523.184),(24 43750.68),(25 44322.316),(26 44609.555),(27 44555.496),(28 44684.59),(29 44608.36),(30 44182.02),(31 43407.125),(32 42808.805),(33 42537.598),(34 42605.574),(35 42911.906),(36 43091.14),(37 43193.473),(38 43471.523),(39 43627.61),(40 43902.72),(41 44182.32),(42 44530.617),(43 45009.99),(44 45026.6),(45 44778.617),(46 44722.81),(47 45072.61),(48 45746.28),(49 46203.746),(50 46408.523),(51 46386.703),(52 46336.355),(53 46216.254),(54 46103.266),(55 46192.164),(56 45993.375),(57 45803.785),(58 45405.082),(59 45261.164),(60 45241.656),(61 45346.78),(62 45759.24),(63 46130.844),(64 46406.426),(65 46749.67),(66 46869.48),(67 47182.426),(68 47198.336),(69 47200.066),(70 46877.426),(71 46260.715),(72 45952.336),(73 45625.22),(74 45481.984),(75 45520.715),(76 45460.164),(77 45568.535),(78 45940.82),(79 46414.734),
(1 4761.875),(2 13391.156),(3 21330.846),(4 26931.021),(5 30496.84),(6 32855.76),(7 34567.543),(8 35990.918),(9 37569.62),(10 38823.69),(11 39218.016),(12 39137.79),(13 38871.277),(14 38895.563),(15 38923.5),(16 39052.18),(17 39317.926),(18 39504.57),(19 39991.484),(20 40607.465),(21 41275.977),(22 42012.74),(23 42388.777),(24 42300.207),(25 42076.906),(26 41829.977),(27 41946.926),(28 42290.79),(29 42501.14),(30 42437.406),(31 41748.293),(32 41310.766),(33 41121.258),(34 41106.71),(35 41342.566),(36 41477.645),(37 41785.094),(38 42370.13),(39 42987.617),(40 43904.62),(41 44793.66),(42 45471.91),(43 45722.34),(44 45614.3),(45 45924.414),(46 46240.668),(47 46616.79),(48 46520.652),(49 46246.434),(50 45752.62),(51 45248.215),(52 44977.047),(53 45019.406),(54 45586.016),(55 46302.46),(56 46398.78),(57 46424.55),(58 46507.094),(59 47059.055),(60 47488.574),(61 47982.156),(62 48318.918),(63 48226.727),(64 48038.99),(65 47946.64),(66 47652.754),(67 47631),(68 47572.83),(69 47499.33),(70 47349.8),(71 47000.207),(72 46672.055),(73 46589.973),(74 46642.54),(75 46497.01),(76 45818.52),(77 45223.824),(78 45241.945),(79 45428.434),
(1 4803.0977),(2 13635.032),(3 21605.793),(4 26851.842),(5 29939.637),(6 31890.045),(7 33564.883),(8 35245.46),(9 36994.688),(10 38330.332),(11 39026.145),(12 39308.19),(13 39609.707),(14 39641.41),(15 39492.31),(16 39515.176),(17 39423.168),(18 39532.227),(19 39971.527),(20 40287.973),(21 40341.13),(22 40342.6),(23 40502.29),(24 40678.28),(25 40866.098),(26 41118.332),(27 41886.38),(28 42607.84),(29 43423.8),(30 43718.883),(31 43602.285),(32 43164.85),(33 42842.52),(34 43062.504),(35 43330.94),(36 43489.246),(37 43839.85),(38 44768.258),(39 45556.473),(40 46179.63),(41 46432.73),(42 46461.766),(43 46212.19),(44 45986.99),(45 46077.316),(46 46483.938),(47 46923.496),(48 47077.9),(49 47316.793),(50 47543.31),(51 47760.547),(52 47938.535),(53 48527.258),(54 49380.234),(55 49789.19),(56 49406.945),(57 48717.824),(58 48122.453),(59 47705.965),(60 47443.67),(61 47600.766),(62 47800.06),(63 47809.582),(64 47722.76),(65 47347.863),(66 47054.582),(67 46432.67),(68 45935.42),(69 45776.563),(70 45816.176),(71 46082.434),(72 46352.3),(73 46418.223),(74 46245.598),(75 46202.48),(76 46239.832),(77 46511.035),(78 46752.52),(79 47032.676),
(1 4797.312),(2 13674.733),(3 21892.813),(4 27629.488),(5 31267.871),(6 33558.145),(7 35130.88),(8 36318.223),(9 37598.348),(10 38664.242),(11 39563.66),(12 40413.207),(13 41173.85),(14 41612.137),(15 41662.56),(16 41478.52),(17 41382.96),(18 41716.188),(19 42043.086),(20 42115.496),(21 41963.098),(22 41559.668),(23 41427.426),(24 41409.84),(25 41458.254),(26 41590.324),(27 41880.027),(28 41973.625),(29 42344.617),(30 42567.008),(31 42852.16),(32 43016.78),(33 43231.258),(34 43814.93),(35 44429.69),(36 45068.16),(37 45710.684),(38 46843.656),(39 47863.78),(40 48832.36),(41 49162.188),(42 49133.668),(43 48847.715),(44 48452.152),(45 48134.18),(46 47925.715),(47 47771.023),(48 47415.46),(49 47282.297),(50 47169.26),(51 47003.453),(52 46990.043),(53 47317.574),(54 47623.137),(55 47749.277),(56 47763.305),(57 47866.203),(58 48284.23),(59 48711.97),(60 49048.25),(61 49422.4),(62 49439.6),(63 48981.715),(64 48476.574),(65 47843.387),(66 46884.78),(67 45993.223),(68 45526.273),(69 45425.914),(70 45402.395),(71 45039.313),(72 44722.36),(73 44312.344),(74 44044.77),(75 44115.64),(76 44337.703),(77 44249.473),(78 43846.3),(79 43561.063),
(1 4831.866),(2 13731.809),(3 21940.85),(4 27672.92),(5 31284.229),(6 33618.195),(7 35326.74),(8 36909.33),(9 38540.79),(10 39770.418),(11 40256.895),(12 40386.7),(13 40436.145),(14 40545.36),(15 40499.523),(16 40844.22),(17 41239.33),(18 41654.22),(19 41846.27),(20 41954.906),(21 41915.8),(22 41618.44),(23 41404.91),(24 41616.637),(25 41817.72),(26 42099.78),(27 42614.125),(28 42973.934),(29 43228.477),(30 43197.273),(31 42926.41),(32 42686.887),(33 42524.594),(34 42644.66),(35 42835.57),(36 42874.383),(37 43347.855),(38 44215.598),(39 44840.473),(40 45435.723),(41 45688.984),(42 45884.44),(43 46036.477),(44 46149.99),(45 46538.633),(46 47042.188),(47 47305.473),(48 47110.41),(49 46953.016),(50 46814.848),(51 46939.44),(52 47388.215),(53 48096.22),(54 48773.824),(55 48968.473),(56 48811.16),(57 48624.027),(58 48498.97),(59 48585.59),(60 48997.07),(61 49312.15),(62 49154.727),(63 48714.246),(64 48228.043),(65 47730.96),(66 47307.22),(67 47177.543),(68 46890.082),(69 46600.12),(70 46402.504),(71 46126.336),(72 45712.51),(73 45147.598),(74 44604.258),(75 43863.34),(76 43217.254),(77 42588.605),(78 42356.574),(79 42377.277),
(1 4700.645),(2 13292.462),(3 20960.854),(4 26227.713),(5 29514.66),(6 31786.686),(7 33707.516),(8 35035.25),(9 36012.637),(10 36850.336),(11 37498.074),(12 38060.973),(13 38534.668),(14 39155.215),(15 39580.96),(16 39985.465),(17 40190.918),(18 40243.773),(19 40268.99),(20 40383.76),(21 40471.867),(22 40496.67),(23 40517.01),(24 40938.555),(25 41502.883),(26 42119.8),(27 42516.63),(28 42758.59),(29 42818.96),(30 42730.11),(31 42220.863),(32 41660.277),(33 41267.92),(34 40846.41),(35 40229.313),(36 39674.06),(37 39395.766),(38 39659.695),(39 40165.367),(40 40481.406),(41 40540.965),(42 40455.89),(43 40495.914),(44 40848.59),(45 41643.17),(46 42193.742),(47 42507.117),(48 42532.027),(49 42639.82),(50 42987.473),(51 43609.293),(52 44449.676),(53 45022.438),(54 45389.46),(55 45584.188),(56 45630.113),(57 45629.547),(58 45808.973),(59 46207.152),(60 46755.46),(61 47197.18),(62 47384.875),(63 47552.46),(64 47647.62),(65 47714.156),(66 47634.703),(67 47577.3),(68 47291.86),(69 46938.953),(70 46571.418),(71 46190.816),(72 45839.35),(73 45531.223),(74 45416.734),(75 45294.28),(76 45089.402),(77 44729.79),(78 44411.297),(79 44343.242),
(1 4519.0566),(2 12600.753),(3 19670.867),(4 24375.23),(5 27456.594),(6 29693.406),(7 31398.053),(8 32832.848),(9 34200.29),(10 35502.875),(11 36046.66),(12 36360.02),(13 36261.586),(14 36400.047),(15 36481.887),(16 36645.74),(17 36638.19),(18 36529.15),(19 36375.34),(20 36125.32),(21 35870.242),(22 36062.434),(23 36410.137),(24 36681.402),(25 36883.766),(26 37119.563),(27 37317.504),(28 37511.52),(29 37870.203),(30 38230.543),(31 38340.715),(32 38048.887),(33 37493.55),(34 37100.03),(35 36902.395),(36 36814.48),(37 36683.203),(38 36625.01),(39 36827.26),(40 37006.746),(41 37006.79),(42 37318.25),(43 37835.44),(44 38203.586),(45 38613.1),(46 38820.016),(47 38927.547),(48 38583.64),(49 38176.25),(50 37845.434),(51 37957.324),(52 38755.34),(53 39338.31),(54 39756.664),(55 39884.918),(56 39679.152),(57 39527.184),(58 39470.867),(59 39668.195),(60 39745.43),(61 39670.01),(62 39580.555),(63 39523.727),(64 39589.527),(65 39670.64),(66 39646.02),(67 39807.64),(68 39829.14),(69 39699.637),(70 39524.195),(71 39401.996),(72 39500.71),(73 39266.9),(74 39216.707),(75 38703.992),(76 37978.5),(77 37472.35),(78 37142.367),(79 36918.664),
(1 4636.437),(2 12891.727),(3 19964.021),(4 24443.99),(5 26983.822),(6 28410.81),(7 29855.38),(8 31312.764),(9 32470.459),(10 33240.13),(11 33897.285),(12 34631.03),(13 34987.86),(14 35009.863),(15 34965.066),(16 35248.64),(17 35882.957),(18 36143.383),(19 36327.285),(20 36369.582),(21 36055.33),(22 35666.56),(23 35457.348),(24 35313.613),(25 35298.6),(26 35248.406),(27 35068.914),(28 35055.906),(29 35122.332),(30 34994.16),(31 34795.574),(32 34667.195),(33 34611.67),(34 34727.23),(35 34725.676),(36 34671.594),(37 34889.387),(38 35292.31),(39 35826.78),(40 36038.965),(41 36207.703),(42 36483.53),(43 37075.645),(44 37670.16),(45 38570.91),(46 39043.8),(47 39252.207),(48 38798.465),(49 38311.48),(50 37924.043),(51 37985.598),(52 38385.668),(53 38534.68),(54 38624.746),(55 38495.305),(56 38422.363),(57 38547.168),(58 38694.137),(59 38963.375),(60 39204.918),(61 39343.746),(62 39493.95),(63 39932.492),(64 40438.418),(65 40570.824),(66 40199.668),(67 40040.68),(68 40028.453),(69 40048.125),(70 40167.813),(71 40347.74),(72 40521.49),(73 40462.72),(74 40484.758),(75 40355.895),(76 39783.367),(77 39337.465),(78 38733.223),(79 38340.656),
(1 4471.7407),(2 12457.423),(3 19104.262),(4 23137.559),(5 25389.26),(6 27056.836),(7 29022.27),(8 31034.963),(9 32598.746),(10 33677.832),(11 34540.742),(12 35313.152),(13 35593.867),(14 35708.258),(15 35513.31),(16 35740.043),(17 36178.93),(18 36661.746),(19 37030.145),(20 37112.684),(21 36802.99),(22 36291.98),(23 36020.18),(24 36219.727),(25 36730.22),(26 37071.76),(27 36933.15),(28 36649.49),(29 36366.953),(30 35924.555),(31 35808.723),(32 35991.39),(33 35971.063),(34 36011.1),(35 35961.055),(36 36078.434),(37 36677.668),(38 37478.08),(39 38153.473),(40 38792.227),(41 39229.92),(42 39506.473),(43 39799.625),(44 40194.83),(45 40414.914),(46 40118.086),(47 39513.6),(48 38769.406),(49 38094.24),(50 37973.92),(51 38252),(52 38647.555),(53 39003.434),(54 39266.96),(55 39505.645),(56 39663.406),(57 39692.24),(58 39892.563),(59 39849.25),(60 39431.55),(61 39050.48),(62 39097.47),(63 39230.387),(64 39406.363),(65 39557.2),(66 39397.074),(67 39108.57),(68 38666.72),(69 38244.984),(70 38019),(71 38133.793),(72 38393.06),(73 38292.43),(74 38356.504),(75 38376.098),(76 38259.777),(77 37993.973),(78 37639.195),(79 37198.03),
(1 4445.6304),(2 12226.225),(3 18946.357),(4 23565.977),(5 26622.596),(6 28638.908),(7 30807.15),(8 32615.9),(9 34209.926),(10 35171.715),(11 35698.836),(12 36125.375),(13 36293.867),(14 36334.953),(15 36226.438),(16 36537.816),(17 37056.37),(18 37676.418),(19 38144.023),(20 38174.543),(21 37937.477),(22 37605.41),(23 37490.45),(24 37953.707),(25 38306.082),(26 38679.367),(27 38884.06),(28 39061.953),(29 39175.344),(30 39285.24),(31 39637.266),(32 40072.36),(33 40212.5),(34 40283.063),(35 40399.867),(36 40642.504),(37 41309.707),(38 42035.85),(39 42199.06),(40 42143.69),(41 41942.42),(42 42006.434),(43 42535.58),(44 42828.145),(45 42579.953),(46 41884.867),(47 41099.91),(48 40315.38),(49 40147.93),(50 40017.23),(51 40098.906),(52 40093.96),(53 39927.086),(54 39770.207),(55 39432.49),(56 39508.387),(57 39761.2),(58 39836.49),(59 39642.637),(60 39653.906),(61 39766.453),(62 40012.59),(63 40178.547),(64 40097.75),(65 39881.063),(66 39392.258),(67 38997.438),(68 38701.723),(69 38509.35),(70 38365.844),(71 38424.31),(72 38489.613),(73 38281.445),(74 38207.273),(75 38384.824),(76 38762.965),(77 39233.87),(78 39322.633),(79 39184.402),
(1 4501.0684),(2 12340.216),(3 18862.64),(4 23157.484),(5 25678.76),(6 27290.326),(7 29050.766),(8 31000.984),(9 32730.566),(10 33986.21),(11 34841.223),(12 35404.88),(13 35304.715),(14 35232.42),(15 34860.645),(16 34648.066),(17 34778.18),(18 35439.383),(19 35886.18),(20 35958.316),(21 35665.113),(22 35539.86),(23 35507.996),(24 35749.23),(25 36078.29),(26 36601.313),(27 37172.01),(28 37617.355),(29 37433.03),(30 36961.227),(31 36868.355),(32 36714.59),(33 36609.42),(34 36533.195),(35 36587.57),(36 36802.895),(37 37223.227),(38 37425.54),(39 37439.246),(40 37298.43),(41 36866.38),(42 36482.08),(43 36407.05),(44 36613.105),(45 36808.652),(46 36994.17),(47 37131.344),(48 37196.863),(49 37316.68),(50 37672.6),(51 38022.227),(52 38194.387),(53 37933.453),(54 37355.414),(55 37085.76),(56 37075.742),(57 37076.156),(58 36833.348),(59 36461.004),(60 36357.86),(61 36457.547),(62 36585.223),(63 36674.207),(64 36597.938),(65 36564.902),(66 36349.875),(67 36158.55),(68 36232.28),(69 36213.21),(70 36204.113),(71 36313.88),(72 36518.516),(73 36411.887),(74 36439.07),(75 36716.81),(76 37427.06),(77 37928.58),(78 38139.598),(79 38357.46),
(1 4315.318),(2 11780.193),(3 18188.793),(4 22404.293),(5 24897.293),(6 26414.363),(7 27641.46),(8 28882.422),(9 30069.834),(10 30860.555),(11 31157.695),(12 31393.092),(13 31709.867),(14 32056.176),(15 32294.38),(16 32432.13),(17 32456.078),(18 32385.518),(19 32406.65),(20 32629.584),(21 32799.813),(22 32831.043),(23 32922.44),(24 33062.94),(25 33353.28),(26 33717.85),(27 33898.64),(28 34037.39),(29 34257.766),(30 34545.027),(31 34958.332),(32 35211.742),(33 35333.824),(34 35297.76),(35 35370.69),(36 35491.543),(37 35721.656),(38 35756.977),(39 35290.68),(40 35010.844),(41 34677.453),(42 34467.543),(43 34658.46),(44 34838.574),(45 35052.105),(46 35120.35),(47 34817.86),(48 34555.266),(49 34628.613),(50 34850.965),(51 34775.063),(52 34256.902),(53 33728.84),(54 33424.023),(55 33472.953),(56 33456.777),(57 33386.086),(58 33209.87),(59 32794.945),(60 32733.887),(61 33162.777),(62 33660.43),(63 34231.883),(64 34470.11),(65 34616.297),(66 34605.09),(67 34587.71),(68 34447.027),(69 34168.24),(70 33859.426),(71 33616.34),(72 33526.473),(73 33513.227),(74 33770.2),(75 34142.508),(76 34586.06),(77 34984.563),(78 35158.79),(79 34968.105),
(1 4344.924),(2 11743.562),(3 17887.002),(4 21956.666),(5 24630.334),(6 26311.393),(7 27745.81),(8 29002.92),(9 30249.844),(10 31283.844),(11 32029.576),(12 32536.936),(13 32667.416),(14 32362.393),(15 32002.814),(16 31692.682),(17 31717.424),(18 32096.297),(19 32449.379),(20 32767.203),(21 32841.016),(22 32711.426),(23 32584.912),(24 32723.375),(25 32768.742),(26 32815.727),(27 32996.676),(28 33211.8),(29 33531.656),(30 33732.32),(31 33815.6),(32 33953.8),(33 33713.32),(34 33551.14),(35 33671.1),(36 33861.953),(37 34372.094),(38 34797.57),(39 35131.22),(40 35161.16),(41 35078.71),(42 35046.727),(43 35151.875),(44 35312.16),(45 35495.105),(46 35278.3),(47 35222.625),(48 34962.824),(49 35084.094),(50 35373.19),(51 35383.93),(52 35107.984),(53 34731.418),(54 34668.086),(55 34912.426),(56 35153.703),(57 35513.344),(58 35725.824),(59 35752.094),(60 35875.17),(61 36033.977),(62 36094.938),(63 36217.35),(64 36186.008),(65 36187.938),(66 36173.14),(67 36168.152),(68 36220.355),(69 36233.99),(70 36195.914),(71 36072.117),(72 35844.184),(73 35572.637),(74 35654.27),(75 36047.68),(76 35949.336),(77 35899.44),(78 35731.676),(79 35333.31),
