1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 100687.85),(2 131465.45),(3 95789.445),(4 228915.83),(5 313052.84),(6 324600.38),(7 497386.1),(8 631722.06),(9 715243.5),(10 950114.8),(11 1184754.1),(12 1334037.6),(13 1640226.4),(14 1920303.5),(15 2169283.8),(16 2536861.8),(17 2933882),(18 3283977),(19 3726480.8),(20 4206470.5),(21 4616132.5),(22 5092887),(23 5588816.5),(24 6002262),(25 6532320.5),(26 7094035.5),(27 7532278),(28 8076054.5),(29 8670920),(30 9174019),(31 9767766),(32 10414768),(33 10918873),(34 11520785),(35 12195677),(36 12754812),(37 13454769),(38 14245815),(39 14829723),(40 15563764),(41 16397627),(42 17050094),(43 17872462),(44 18851964),(45 19654786),(46 20613582),(47 21692378),(48 22568416),(49 23506102),(50 24553798),(51 25385378),(52 26270818),(53 27273978),(54 28052606),(55 28900106),(56 29893216),(57 30630312),(58 31322026),(59 32196774),(60 32839194),(61 33395312),(62 34225964),(63 34762612),(64 35331820),(65 35955344),(66 36367660),(67 36811236),(68 37361156),(69 37709984),(70 38093190),(71 38643340),(72 39003000),(73 39272268),(74 39856596),(75 40365750),(76 40940096),(77 41748776),(78 42389332),(79 43185564),
(1 47120.97),(2 178883.73),(3 387741.8),(4 666845.44),(5 1007184.2),(6 1403320.5),(7 1849496.4),(8 2332034.3),(9 2847283),(10 3388018),(11 3942277.5),(12 4491478.5),(13 5029084.5),(14 5538925),(15 6020661),(16 6483147),(17 6901723),(18 7267621.5),(19 7594131.5),(20 7868449.5),(21 8098354),(22 8301718.5),(23 8473582),(24 8609378),(25 8719473),(26 8783477),(27 8837145),(28 8859971),(29 8863814),(30 8853757),(31 8840093),(32 8829608),(33 8825139),(34 8818970),(35 8850684),(36 8913616),(37 9002467),(38 9119331),(39 9265610),(40 9430705),(41 9628522),(42 9827402),(43 10023535),(44 10228973),(45 10435512),(46 10642755),(47 10850418),(48 11039905),(49 11215946),(50 11375411),(51 11522801),(52 11654717),(53 11779146),(54 11872864),(55 11956744),(56 12017199),(57 12056704),(58 12057408),(59 12051681),(60 11999371),(61 11928557),(62 11848793),(63 11734152),(64 11614900),(65 11499891),(66 11377718),(67 11267919),(68 11160036),(69 11057909),(70 10975883),(71 10913327),(72 10851350),(73 10793340),(74 10717305),(75 10633245),(76 10556113),(77 10477321),(78 10395203),(79 10307661),
(1 53313.8),(2 203718.42),(3 443998.9),(4 764954),(5 1157528.4),(6 1608887),(7 2110685.5),(8 2648666.5),(9 3208724),(10 3779580),(11 4343122.5),(12 4884117.5),(13 5395847),(14 5863001.5),(15 6285165.5),(16 6651798.5),(17 6960704.5),(18 7208043.5),(19 7402049.5),(20 7531993.5),(21 7605680),(22 7627149.5),(23 7609122),(24 7551218.5),(25 7465240),(26 7352222),(27 7240335.5),(28 7131963.5),(29 7040115.5),(30 6973154.5),(31 6932822.5),(32 6923510.5),(33 6949977.5),(34 6993616),(35 7072757.5),(36 7183898.5),(37 7309205.5),(38 7463315.5),(39 7634286.5),(40 7821818.5),(41 8030274.5),(42 8234112),(43 8424720),(44 8596118),(45 8753866),(46 8905904),(47 9026987),(48 9108695),(49 9160846),(50 9170015),(51 9143843),(52 9090827),(53 9003860),(54 8882488),(55 8752286),(56 8611393),(57 8478745),(58 8376376.5),(59 8302979.5),(60 8255441.5),(61 8232918.5),(62 8238455.5),(63 8257938.5),(64 8299763.5),(65 8348720),(66 8411316),(67 8466257),(68 8502847),(69 8531743),(70 8531918),(71 8507250),(72 8475366),(73 8409146),(74 8307132),(75 8189343.5),(76 8064193.5),(77 7924502),(78 7779930.5),(79 7621500),
(1 50500.25),(2 193465.84),(3 422549.2),(4 725068.8),(5 1096525.3),(6 1520293.5),(7 1994917.8),(8 2506624),(9 3045081),(10 3600416.3),(11 4155555.3),(12 4700171),(13 5223378),(14 5708461.5),(15 6152763.5),(16 6550329.5),(17 6899936.5),(18 7195910.5),(19 7449149),(20 7659598),(21 7824155),(22 7945181),(23 8025050),(24 8077703),(25 8097276),(26 8089266.5),(27 8071444.5),(28 8047258),(29 8029478.5),(30 8023422),(31 8032731),(32 8052325),(33 8086299.5),(34 8120182),(35 8170802),(36 8224656.5),(37 8281129),(38 8329162),(39 8372901),(40 8398296),(41 8396147),(42 8378624),(43 8339234.5),(44 8255448.5),(45 8148178),(46 8007935.5),(47 7841971),(48 7658314),(49 7462452.5),(50 7245406),(51 7026931),(52 6811547),(53 6614158),(54 6437892.5),(55 6301506.5),(56 6194127.5),(57 6142639.5),(58 6125963.5),(59 6147778),(60 6196830.5),(61 6254317),(62 6328802),(63 6415912.5),(64 6500053),(65 6587470.5),(66 6669478.5),(67 6750329.5),(68 6818225.5),(69 6874463.5),(70 6920635),(71 6960802.5),(72 7004927.5),(73 7039458.5),(74 7067673.5),(75 7090048),(76 7111253),(77 7128987.5),(78 7142902),(79 7150558),
(1 45590.246),(2 173899.27),(3 377185.3),(4 644256.75),(5 967439.2),(6 1338366.1),(7 1745582.1),(8 2174885.8),(9 2616001.8),(10 3047822.8),(11 3469991.3),(12 3870987.8),(13 4239693),(14 4571237),(15 4853058),(16 5083014.5),(17 5258462.5),(18 5380886.5),(19 5452144.5),(20 5482964),(21 5487822),(22 5468724.5),(23 5438787),(24 5405833.5),(25 5371199.5),(26 5342683.5),(27 5331432.5),(28 5324535.5),(29 5323187),(30 5341476),(31 5366467),(32 5406048),(33 5457927),(34 5523759.5),(35 5600631.5),(36 5691654.5),(37 5785972),(38 5883603),(39 5984065.5),(40 6071192.5),(41 6142966),(42 6204340.5),(43 6243518),(44 6266576.5),(45 6281376.5),(46 6284276.5),(47 6277396.5),(48 6256501),(49 6224405),(50 6190225.5),(51 6154427.5),(52 6112466),(53 6065908),(54 6018768),(55 5970994.5),(56 5921005.5),(57 5874452),(58 5828093),(59 5790790.5),(60 5753074.5),(61 5704756),(62 5673478.5),(63 5644149),(64 5616284),(65 5596976.5),(66 5577127.5),(67 5561046),(68 5547213),(69 5539601.5),(70 5547655.5),(71 5570839.5),(72 5606455),(73 5650541.5),(74 5710355),(75 5766305.5),(76 5821724),(77 5854729.5),(78 5869570.5),(79 5854119.5),
(1 45227.797),(2 172687.47),(3 374778.4),(4 642586.06),(5 968918.4),(6 1342020.9),(7 1750169.5),(8 2182046),(9 2623159),(10 3068482.8),(11 3500257.8),(12 3910017.5),(13 4291338),(14 4634574.5),(15 4938026),(16 5193858.5),(17 5394637),(18 5546711.5),(19 5663567.5),(20 5740416.5),(21 5795444.5),(22 5835449),(23 5863267),(24 5896144),(25 5932244),(26 5971556.5),(27 6031873),(28 6090111),(29 6149606),(30 6199698),(31 6248279.5),(32 6291017.5),(33 6326383.5),(34 6341615.5),(35 6341533.5),(36 6324302),(37 6292150),(38 6243004.5),(39 6178141.5),(40 6094582),(41 6004333),(42 5899381.5),(43 5786815),(44 5683324.5),(45 5587643.5),(46 5496826.5),(47 5414158),(48 5340679),(49 5278903),(50 5232956.5),(51 5201049),(52 5183373),(53 5178191.5),(54 5179746.5),(55 5188227.5),(56 5189372.5),(57 5175478.5),(58 5151271.5),(59 5124407),(60 5085424.5),(61 5040075.5),(62 4989642.5),(63 4932142),(64 4877698.5),(65 4828494),(66 4783401),(67 4759301),(68 4747567),(69 4752935.5),(70 4785428.5),(71 4842356.5),(72 4919346),(73 4997390),(74 5077066.5),(75 5151750.5),(76 5226918),(77 5290034.5),(78 5339028),(79 5369789.5),
(1 48678.87),(2 186724.97),(3 404011.2),(4 687178.9),(5 1024343.06),(6 1398531.6),(7 1799666.6),(8 2210810.8),(9 2619995.5),(10 3017676.8),(11 3389533.3),(12 3727259.5),(13 4021722.3),(14 4264133.5),(15 4453454.5),(16 4584856.5),(17 4658520.5),(18 4689636.5),(19 4694314.5),(20 4672573.5),(21 4639104),(22 4601742.5),(23 4563726.5),(24 4532744.5),(25 4516509),(26 4512915),(27 4535007.5),(28 4578085.5),(29 4646451.5),(30 4728414),(31 4832189.5),(32 4937051),(33 5034984),(34 5119345),(35 5199128.5),(36 5261801.5),(37 5311057),(38 5340434),(39 5357281),(40 5364045),(41 5354350),(42 5328910.5),(43 5288464),(44 5238513),(45 5188130.5),(46 5140704),(47 5103736.5),(48 5081359),(49 5069514.5),(50 5070498),(51 5091672),(52 5120567.5),(53 5153976.5),(54 5197173),(55 5244445.5),(56 5281714),(57 5316231),(58 5329370),(59 5342886.5),(60 5351424.5),(61 5354047),(62 5346135.5),(63 5334734),(64 5333690),(65 5341879),(66 5351790),(67 5365858),(68 5380085),(69 5399023.5),(70 5423668.5),(71 5448157),(72 5470221),(73 5496568.5),(74 5521952),(75 5541990),(76 5553674),(77 5563291),(78 5559227.5),(79 5544207.5),
(1 47332.316),(2 181547.47),(3 389292.25),(4 654441.9),(5 965258.9),(6 1303998.4),(7 1659862.3),(8 2016514.4),(9 2362595),(10 2681948.5),(11 2961555),(12 3196775.3),(13 3385029.5),(14 3515931.3),(15 3592331),(16 3612027.8),(17 3589938.8),(18 3534144.5),(19 3461435),(20 3377060.5),(21 3294120.3),(22 3221957.3),(23 3171617),(24 3153137.8),(25 3173301.3),(26 3223814.3),(27 3302436.3),(28 3405347.8),(29 3525250),(30 3653376.3),(31 3776472),(32 3891659.3),(33 3990344.8),(34 4066588.5),(35 4128239.5),(36 4174355),(37 4209368.5),(38 4230004),(39 4240016),(40 4231319),(41 4203072.5),(42 4159038),(43 4094047.5),(44 4016773.3),(45 3928218.5),(46 3830143.5),(47 3733972.3),(48 3643475.5),(49 3562280.3),(50 3497500.5),(51 3448967.5),(52 3417078.8),(53 3400216),(54 3393826.8),(55 3399370),(56 3407365.8),(57 3417443.8),(58 3432078),(59 3445249),(60 3446605.5),(61 3441416.8),(62 3428128.5),(63 3415676.3),(64 3410785.5),(65 3409804.8),(66 3417286.8),(67 3435480.5),(68 3457513.3),(69 3488072.3),(70 3517732.8),(71 3547227),(72 3579795.8),(73 3607746.3),(74 3634923.3),(75 3663393.8),(76 3696185),(77 3728237.8),(78 3765314.5),(79 3804815),
(1 47587.168),(2 179583.94),(3 383342.94),(4 643221.7),(5 946488.4),(6 1277505.3),(7 1626169.1),(8 1981897),(9 2322874.8),(10 2640482),(11 2927193.3),(12 3170807.3),(13 3372999.8),(14 3512545),(15 3598410),(16 3640832.5),(17 3642514.5),(18 3629645.3),(19 3613818.5),(20 3607754.8),(21 3618828.3),(22 3652293),(23 3705876.3),(24 3783246.5),(25 3874068),(26 3976190.3),(27 4090087.8),(28 4205574),(29 4313562.5),(30 4415995.5),(31 4503763.5),(32 4579238),(33 4624378),(34 4636458),(35 4617176),(36 4562546.5),(37 4476979.5),(38 4373087),(39 4259786.5),(40 4136979.5),(41 4019315.5),(42 3905286),(43 3795006.5),(44 3700949.3),(45 3627670.8),(46 3575822),(47 3543401.3),(48 3536620.3),(49 3548285),(50 3571159.5),(51 3602406.5),(52 3625959.8),(53 3631435.8),(54 3617615.8),(55 3587034.5),(56 3540727.8),(57 3493268),(58 3435670),(59 3398567.8),(60 3370187.8),(61 3346650.8),(62 3335154.8),(63 3339177.3),(64 3354343.8),(65 3385547.3),(66 3429746.5),(67 3481833.8),(68 3534473.5),(69 3587439.5),(70 3627464.8),(71 3647937.5),(72 3650405),(73 3621963.8),(74 3576864.5),(75 3523182.5),(76 3459361),(77 3390940.3),(78 3325900),(79 3267889.3),
(1 47279.473),(2 178442.6),(3 377906.1),(4 623833.25),(5 902023.8),(6 1194852.3),(7 1490327.5),(8 1777342.5),(9 2041254.1),(10 2271483.5),(11 2464008.3),(12 2614330.5),(13 2720128.5),(14 2776831.5),(15 2795978),(16 2778878.5),(17 2736040.5),(18 2677501),(19 2612992.8),(20 2548382.5),(21 2492884.8),(22 2456896),(23 2441026.5),(24 2442459.5),(25 2466265.8),(26 2509632.8),(27 2567144),(28 2631670),(29 2700190),(30 2767131),(31 2819354.3),(32 2854673.5),(33 2870034),(34 2861926.5),(35 2827935.5),(36 2781034),(37 2717033.3),(38 2640506.8),(39 2563066.5),(40 2488568.5),(41 2425235),(42 2372854),(43 2338476),(44 2328925),(45 2344105.5),(46 2373855.8),(47 2417271.5),(48 2468567.3),(49 2528814),(50 2592419.5),(51 2651335.5),(52 2699985),(53 2738087),(54 2767938.5),(55 2787802.5),(56 2800796.8),(57 2812372.8),(58 2825108.3),(59 2844710.5),(60 2869795),(61 2900765.8),(62 2943852.5),(63 2994342.5),(64 3043705.3),(65 3086690.5),(66 3118584),(67 3134970),(68 3140328),(69 3126780),(70 3091072.3),(71 3036105.5),(72 2974448.3),(73 2902971.8),(74 2835528),(75 2776331.3),(76 2727432),(77 2687129.5),(78 2655056),(79 2630331),
(1 42288.434),(2 159311.86),(3 338264.3),(4 565047.56),(5 825641.2),(6 1109642.5),(7 1401457.5),(8 1689203),(9 1965547.3),(10 2226504.8),(11 2458481.8),(12 2651190.3),(13 2806058.8),(14 2909363.3),(15 2961784.8),(16 2981039),(17 2973638),(18 2956820.3),(19 2934599),(20 2919538.8),(21 2914604),(22 2927416.8),(23 2959851.8),(24 3007896.8),(25 3066112.3),(26 3123042.3),(27 3179573.5),(28 3236869.5),(29 3294390),(30 3345748),(31 3383800.8),(32 3403769.3),(33 3401335.3),(34 3382999),(35 3349650.8),(36 3307597.8),(37 3258563),(38 3208264),(39 3166198),(40 3130383.3),(41 3100509.8),(42 3076521),(43 3047915.8),(44 3022634),(45 3004160),(46 2986374.5),(47 2968228.8),(48 2952649.8),(49 2937143.8),(50 2925530.3),(51 2919850.5),(52 2915676.5),(53 2916236),(54 2922346.8),(55 2939995.8),(56 2960428.5),(57 2981334.5),(58 2999955),(59 3030295.3),(60 3055959.8),(61 3065332.8),(62 3063630.3),(63 3041142),(64 3002532.5),(65 2951428.3),(66 2893091),(67 2832317.5),(68 2776798.5),(69 2728983),(70 2697768.8),(71 2681159.8),(72 2678433.3),(73 2681281.3),(74 2685069.3),(75 2696304.8),(76 2713264.8),(77 2727068),(78 2734259),(79 2738071),
(1 41598.285),(2 156215.14),(3 327654.84),(4 539462.75),(5 777237),(6 1028121.1),(7 1280560),(8 1521867.9),(9 1739365),(10 1931464.6),(11 2094537.1),(12 2231069.5),(13 2326697.3),(14 2385700.3),(15 2414020),(16 2423018.8),(17 2427087),(18 2429130.3),(19 2437315.8),(20 2456283.8),(21 2479658),(22 2510602.5),(23 2546777.3),(24 2583264.5),(25 2617421),(26 2651686.5),(27 2684367),(28 2712325.5),(29 2733478.8),(30 2746704.8),(31 2746196.5),(32 2725721.3),(33 2686212),(34 2636117.3),(35 2582854.5),(36 2531362.8),(37 2487832.8),(38 2453761),(39 2426564),(40 2410236.8),(41 2400068),(42 2398092.3),(43 2399500),(44 2411293),(45 2426524),(46 2441784.8),(47 2457577.8),(48 2467937.8),(49 2470376.8),(50 2466391.3),(51 2459568),(52 2452080.5),(53 2449019),(54 2451889.3),(55 2456604.3),(56 2460258.8),(57 2470010),(58 2466777.5),(59 2459506.5),(60 2451698.3),(61 2437972),(62 2423750.8),(63 2406687.5),(64 2384540.5),(65 2361756.3),(66 2333939.8),(67 2309752.3),(68 2291862.3),(69 2280119.8),(70 2277030.3),(71 2283567.8),(72 2300511.5),(73 2321884.3),(74 2343518.8),(75 2362734.5),(76 2378000.3),(77 2387031.3),(78 2392194.8),(79 2391350.8),
(1 36128.84),(2 133878.33),(3 275433.28),(4 445813.13),(5 633201.5),(6 825645.25),(7 1016024.75),(8 1195710.5),(9 1361773.8),(10 1511036.3),(11 1636875.4),(12 1735462.5),(13 1806301.5),(14 1849457.3),(15 1869157.5),(16 1877516.5),(17 1879861.1),(18 1885478.5),(19 1900633.4),(20 1925734.5),(21 1953296.9),(22 1981899.4),(23 2003932),(24 2020627.8),(25 2032015.4),(26 2044860.3),(27 2059860.9),(28 2068034.6),(29 2066204.6),(30 2053836.9),(31 2031674.6),(32 2004987.4),(33 1973996.9),(34 1941176.5),(35 1911741.4),(36 1884618.3),(37 1856574.4),(38 1832166.5),(39 1809721.5),(40 1784620.4),(41 1761036.5),(42 1739032),(43 1718261.5),(44 1703334),(45 1690369.5),(46 1679956),(47 1672708.9),(48 1670849.4),(49 1677374),(50 1693952.5),(51 1717602.3),(52 1744266),(53 1772221.9),(54 1796407),(55 1815928.4),(56 1825793.3),(57 1833257.4),(58 1839615.1),(59 1848139.6),(60 1849394.4),(61 1846010),(62 1839251.5),(63 1833081.4),(64 1835089.5),(65 1842781.3),(66 1854541.4),(67 1873512.3),(68 1897763.8),(69 1920128.6),(70 1938695.5),(71 1952069.1),(72 1958538.9),(73 1952736.5),(74 1933668.6),(75 1913238.6),(76 1890334),(77 1873588.5),(78 1865434),(79 1866970.5),
(1 35697.43),(2 131919.56),(3 271317.78),(4 437255.3),(5 616159.5),(6 795147.8),(7 966344.25),(8 1123613.6),(9 1262599.1),(10 1378805.6),(11 1469095.5),(12 1533089.1),(13 1578250.3),(14 1609970.3),(15 1636203.8),(16 1660923.5),(17 1691412.6),(18 1725074.4),(19 1762855.5),(20 1806563.5),(21 1848560.1),(22 1890664.5),(23 1932753.3),(24 1970880.4),(25 1999590.4),(26 2014454),(27 2016825.5),(28 2007070.1),(29 1994908.5),(30 1976856.9),(31 1952813.3),(32 1924894),(33 1896448.8),(34 1869943.9),(35 1848708.5),(36 1836408.5),(37 1830542.5),(38 1833072.8),(39 1846807.5),(40 1867393.3),(41 1895773.4),(42 1921587.9),(43 1943206.4),(44 1961481.3),(45 1971898.6),(46 1970250.4),(47 1964272),(48 1954462.5),(49 1935361.6),(50 1915493.4),(51 1895986),(52 1878265.5),(53 1869274.3),(54 1867183.6),(55 1865409.9),(56 1864964.9),(57 1861835.5),(58 1865348.5),(59 1872233.5),(60 1881940.3),(61 1889848),(62 1901715),(63 1919846.4),(64 1939111.1),(65 1960832.9),(66 1979626),(67 1991479.9),(68 1999295.1),(69 1998387.5),(70 1993824.5),(71 1987049.3),(72 1979841.1),(73 1973811.5),(74 1964084.9),(75 1951242),(76 1939592.5),(77 1927990),(78 1918451.1),(79 1909407.5),
(1 39301.766),(2 146715.42),(3 305133.03),(4 497729.6),(5 708576.7),(6 925115.44),(7 1133628.9),(8 1322739.4),(9 1486489.1),(10 1619731),(11 1721709),(12 1792186.1),(13 1829575.6),(14 1840651.3),(15 1831737.6),(16 1814552.4),(17 1796556.6),(18 1782277.8),(19 1776418.9),(20 1777244.5),(21 1786386.6),(22 1796983.9),(23 1804282),(24 1805576.5),(25 1798928),(26 1777670),(27 1749602.3),(28 1710212.3),(29 1658467.3),(30 1602476.8),(31 1549200.4),(32 1502504.4),(33 1467103.6),(34 1442864.5),(35 1435480.1),(36 1443268.5),(37 1462102.8),(38 1493993.1),(39 1532639.9),(40 1571846),(41 1614499.9),(42 1653422),(43 1684027),(44 1706872.1),(45 1719482.6),(46 1721284.6),(47 1717827.9),(48 1713766.8),(49 1706168.1),(50 1697631.6),(51 1691028.8),(52 1679609.3),(53 1664855.9),(54 1647104.1),(55 1624915.3),(56 1603596.6),(57 1588987.5),(58 1577734),(59 1572605.4),(60 1573399.3),(61 1581663.5),(62 1597581),(63 1616721.8),(64 1634988.5),(65 1655130.9),(66 1677558.8),(67 1693377.3),(68 1701720.5),(69 1702897.1),(70 1694872.5),(71 1684720.4),(72 1674859.8),(73 1665760),(74 1658475),(75 1656773),(76 1661306),(77 1670790.8),(78 1683855.3),(79 1697648),
(1 37872.43),(2 141018.28),(3 294967.3),(4 485047.8),(5 695926.75),(6 912528.2),(7 1120527),(8 1313237.4),(9 1483420.6),(10 1627194.1),(11 1734082.9),(12 1804349.4),(13 1837417.1),(14 1843238),(15 1829582.4),(16 1808950.8),(17 1784129.1),(18 1760160.8),(19 1744366.9),(20 1731572.6),(21 1718037.4),(22 1704862.3),(23 1691795),(24 1677957.8),(25 1664573.5),(26 1650619.4),(27 1637114.9),(28 1622046.6),(29 1609402.5),(30 1595261),(31 1585601.4),(32 1579491.3),(33 1582247.5),(34 1594105.3),(35 1612301.9),(36 1638929.6),(37 1669549.1),(38 1704322.3),(39 1743139.5),(40 1779025.4),(41 1816386.5),(42 1849217.4),(43 1875712.8),(44 1902014.9),(45 1928963.3),(46 1950371.3),(47 1965366),(48 1972996.3),(49 1972577.1),(50 1966518.8),(51 1953992.1),(52 1932662),(53 1911818.6),(54 1891210),(55 1871911.9),(56 1854577.4),(57 1841216.9),(58 1833075.3),(59 1835618.9),(60 1844267.9),(61 1858258.9),(62 1872416.4),(63 1885162.6),(64 1895724.8),(65 1904302.3),(66 1908159.3),(67 1906012.6),(68 1895404.3),(69 1875244.8),(70 1847031.9),(71 1812482.3),(72 1779765.8),(73 1749805.8),(74 1725972.6),(75 1705849.6),(76 1690056.5),(77 1678640.8),(78 1669032.4),(79 1662839.9),
(1 33815.926),(2 125985.516),(3 261465.9),(4 426379.53),(5 608742.25),(6 794439.44),(7 972097.3),(8 1134078.1),(9 1272227.9),(10 1386053.8),(11 1468448.8),(12 1521115.4),(13 1547444.1),(14 1551688.6),(15 1539333.5),(16 1518453.6),(17 1493795.8),(18 1468224.9),(19 1449332.6),(20 1436319.3),(21 1427038),(22 1419391.1),(23 1409456.8),(24 1392482),(25 1372345.9),(26 1344200.8),(27 1311426.6),(28 1277772.8),(29 1249308.8),(30 1224645),(31 1200948.1),(32 1183972.4),(33 1175359),(34 1177283.4),(35 1191375.1),(36 1215846.8),(37 1245699.8),(38 1282689.4),(39 1322360.8),(40 1357931),(41 1391536.4),(42 1420614.5),(43 1447155),(44 1467068),(45 1474099.9),(46 1469197.8),(47 1457130.6),(48 1436274.6),(49 1411413.4),(50 1386524.6),(51 1358452.8),(52 1332882.3),(53 1309737),(54 1291698.9),(55 1282129),(56 1282319.5),(57 1293406.5),(58 1313597),(59 1343555.6),(60 1375718.3),(61 1409644.4),(62 1443078.6),(63 1472064.5),(64 1491900.4),(65 1505725.4),(66 1518429),(67 1528994.9),(68 1541037.9),(69 1551717.5),(70 1560542.6),(71 1569873.1),(72 1580789),(73 1595504.1),(74 1614749.5),(75 1631493.8),(76 1648427.4),(77 1661693.8),(78 1665673.1),(79 1660552),
(1 35089.207),(2 127749.266),(3 257590.98),(4 408072.72),(5 568323.4),(6 723935.7),(7 866226.5),(8 988736.7),(9 1088412.9),(10 1165110.3),(11 1218345.3),(12 1249619.5),(13 1261819),(14 1259512.9),(15 1245746.6),(16 1233662.9),(17 1227314.5),(18 1227830.9),(19 1232474.5),(20 1237780.5),(21 1242132.6),(22 1245865.4),(23 1241760),(24 1230718.3),(25 1216201.5),(26 1196110.9),(27 1177557.4),(28 1163956.6),(29 1157739.9),(30 1160381),(31 1171536.8),(32 1191907.9),(33 1221491.5),(34 1256845.8),(35 1293683.9),(36 1332531.6),(37 1366624.8),(38 1394343),(39 1413547.8),(40 1421854.8),(41 1423260.3),(42 1414985.6),(43 1399934.1),(44 1382635),(45 1361259.8),(46 1338197.4),(47 1314477.9),(48 1295127.1),(49 1281287.3),(50 1270147.3),(51 1259492.4),(52 1251542.6),(53 1246971),(54 1242457.4),(55 1235276.5),(56 1229113.8),(57 1227379.5),(58 1235606.5),(59 1247781.5),(60 1263134.9),(61 1275364.1),(62 1280382.3),(63 1283557.9),(64 1285789.8),(65 1289165.8),(66 1293851),(67 1297045.4),(68 1296988.8),(69 1293978.9),(70 1288083.5),(71 1281692.1),(72 1279619.8),(73 1280097.3),(74 1283110.6),(75 1286331.8),(76 1288971.3),(77 1294053.8),(78 1303605.1),(79 1312768.5),
