1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45635.285),(2 113727.32),(3 207159.63),(4 323876.6),(5 480619.9),(6 636355.7),(7 813324.3),(8 1014061.3),(9 1236606.4),(10 1490604.4),(11 1771330),(12 2083447.1),(13 2436845.3),(14 2802542.3),(15 3188242.3),(16 3671094),(17 4160760.8),(18 4628206.5),(19 5115086.5),(20 5625548),(21 6194334.5),(22 6834994.5),(23 7693808),(24 8549741),(25 9574401),(26 10611498),(27 11747685),(28 13004507),(29 14316044),(30 15749399),(31 17150090),(32 18790168),(33 20373200),(34 21959330),(35 23652568),(36 25310872),(37 26956042),(38 28534502),(39 30412058),(40 32011338),(41 33593024),(42 35016348),(43 36491600),(44 37816496),(45 39125916),(46 40411868),(47 41787676),(48 43065956),(49 44337996),(50 45534252),(51 46835820),(52 48002404),(53 49229204),(54 50289716),(55 51347200),(56 52390668),(57 53376510),(58 54248268),(59 55119664),(60 56285516),(61 57322260),(62 58328256),(63 59424576),(64 60516000),(65 61589532),(66 62618476),(67 63814076),(68 64807364),(69 65703732),(70 66608940),(71 67517990),(72 68227144),(73 69065860),(74 69803490),(75 70595610),(76 71549240),(77 72601640),(78 73652590),(79 75068200),
(1 65620.24),(2 220900),(3 451692.34),(4 738467.8),(5 1096495),(6 1464069.6),(7 1845743.9),(8 2228471.3),(9 2608677),(10 2976091.8),(11 3342696.3),(12 3693364.8),(13 4027739.8),(14 4348159.5),(15 4652420),(16 5005729.5),(17 5378515.5),(18 5666685),(19 5916345.5),(20 6137217.5),(21 6302192),(22 6406454.5),(23 6459300),(24 6433383.5),(25 6355418.5),(26 6203365),(27 6012662.5),(28 5770696.5),(29 5513736.5),(30 5248840.5),(31 4978572),(32 4676896.5),(33 4456824),(34 4295827),(35 4184487),(36 4120658.5),(37 4099425.8),(38 4086863.3),(39 4078176),(40 4107540.8),(41 4147530.8),(42 4213639.5),(43 4272541),(44 4326173),(45 4363032.5),(46 4394931),(47 4405877.5),(48 4409641),(49 4410699),(50 4401278.5),(51 4387422),(52 4350585),(53 4311670.5),(54 4272862),(55 4224794.5),(56 4190129.5),(57 4171851.3),(58 4164724.3),(59 4179658),(60 4228880.5),(61 4284720),(62 4340035.5),(63 4402538),(64 4460988.5),(65 4518060.5),(66 4576715),(67 4639805.5),(68 4714658),(69 4818340.5),(70 4880632),(71 4919179),(72 4935072),(73 4933621.5),(74 4908089),(75 4871008.5),(76 4817673),(77 4765119.5),(78 4724081.5),(79 4693198),
(1 54253.01),(2 185088.31),(3 382419),(4 637354.94),(5 979939.7),(6 1324742.1),(7 1682402.6),(8 2040782.1),(9 2393556.8),(10 2728605.3),(11 3062853.3),(12 3367548),(13 3646444.8),(14 3895124),(15 4113786),(16 4347551.5),(17 4498640),(18 4586542),(19 4618571.5),(20 4618005.5),(21 4576714),(22 4511504.5),(23 4385495.5),(24 4285838.5),(25 4181946),(26 4061350.3),(27 3937186),(28 3797441),(29 3662574),(30 3538069),(31 3424910),(32 3330386.3),(33 3258339.3),(34 3210812.8),(35 3186980),(36 3192349.8),(37 3214103),(38 3239256),(39 3292558.3),(40 3359811.3),(41 3427464.3),(42 3505862),(43 3575605.3),(44 3633475.3),(45 3667525.3),(46 3686787.8),(47 3686499.3),(48 3669161),(49 3637454.8),(50 3601554),(51 3572958),(52 3544066.8),(53 3532942.8),(54 3538738),(55 3580264.8),(56 3649795.8),(57 3734479.3),(58 3820375.3),(59 3907102.8),(60 3954023.3),(61 3987142.8),(62 4001724.8),(63 4001353.3),(64 3992047),(65 3981113.3),(66 3969237.3),(67 3950163.3),(68 3923856.8),(69 3894367.3),(70 3838869),(71 3778675.3),(72 3717861),(73 3657546.8),(74 3598582.8),(75 3564081),(76 3535270),(77 3525217.8),(78 3541346.8),(79 3565138),
(1 55027.387),(2 185627.92),(3 376304.63),(4 619728.4),(5 954895.7),(6 1279093.5),(7 1609245.8),(8 1937241.3),(9 2241101.3),(10 2531221),(11 2813799.3),(12 3058643.3),(13 3269952),(14 3442016.8),(15 3569582),(16 3638490.3),(17 3675915),(18 3696063.8),(19 3702726.5),(20 3707030.8),(21 3709033.5),(22 3721156.8),(23 3771017),(24 3785286.5),(25 3777308.8),(26 3756450),(27 3710107.3),(28 3625904),(29 3519811.3),(30 3419674),(31 3326987.5),(32 3231730.3),(33 3172830),(34 3129722.3),(35 3117951),(36 3143196.8),(37 3197210.3),(38 3260933.8),(39 3332021.5),(40 3404786.3),(41 3454888.3),(42 3469163),(43 3491944.3),(44 3475685.8),(45 3456908.5),(46 3442328.8),(47 3431991),(48 3416331),(49 3399401.5),(50 3374284.3),(51 3343859.3),(52 3321420.3),(53 3312684.8),(54 3304458.5),(55 3292802),(56 3280889),(57 3265920.8),(58 3243431.3),(59 3213380.5),(60 3176959.3),(61 3128183.8),(62 3064643.8),(63 3014303),(64 2975086.8),(65 2938233.5),(66 2908583.8),(67 2879347.3),(68 2854195),(69 2833801),(70 2817082.5),(71 2797028.3),(72 2797052.3),(73 2798035.8),(74 2807097),(75 2817951.3),(76 2848193.3),(77 2884613),(78 2932835.3),(79 2988028.3),
(1 59747.72),(2 199670.69),(3 399311.53),(4 639826.94),(5 932214.5),(6 1206486.3),(7 1468569.8),(8 1712479.3),(9 1941809.3),(10 2160323.8),(11 2358640.5),(12 2534836.3),(13 2695387.5),(14 2826343.8),(15 2924891.5),(16 3040262.8),(17 3162436.5),(18 3247016.8),(19 3349019.8),(20 3457974.8),(21 3537428.5),(22 3608370.3),(23 3698943),(24 3733343.3),(25 3715088),(26 3662983.8),(27 3583682),(28 3465951.3),(29 3326445),(30 3206645),(31 3095230),(32 2965706),(33 2891219.5),(34 2845826.5),(35 2836707.8),(36 2860464),(37 2913664.8),(38 2978653.5),(39 3040375.3),(40 3094107.5),(41 3125344.3),(42 3138364.8),(43 3151854),(44 3145855.8),(45 3136739.5),(46 3133977.3),(47 3131539.3),(48 3124140.3),(49 3102354),(50 3061346.3),(51 2995762),(52 2955185),(53 2930700.5),(54 2924450),(55 2931058),(56 2946202),(57 2961563.3),(58 2979176.8),(59 2986661.8),(60 2980682.3),(61 2997775.3),(62 3021698.5),(63 3057941.8),(64 3105756.3),(65 3147923.5),(66 3185736.3),(67 3203204.8),(68 3210155.8),(69 3170670.8),(70 3131050.5),(71 3104539.8),(72 3109504),(73 3126366),(74 3146794.3),(75 3146832),(76 3131420.3),(77 3100187),(78 3064542),(79 3035958),
(1 53020.992),(2 180039.27),(3 361982.47),(4 573138.3),(5 826795.25),(6 1055181.9),(7 1268685),(8 1472540.8),(9 1661339),(10 1838779.9),(11 2003153.4),(12 2152596.8),(13 2272171.5),(14 2366364.5),(15 2445599.5),(16 2505441.3),(17 2559393.5),(18 2610086),(19 2686395.3),(20 2763544.3),(21 2821693.8),(22 2839113.8),(23 2788076.5),(24 2745573.8),(25 2684606),(26 2638062.5),(27 2596794.3),(28 2573850.8),(29 2558589),(30 2548277.3),(31 2539392),(32 2530678),(33 2528757.3),(34 2530934.8),(35 2553516.8),(36 2588079),(37 2646933.8),(38 2710445.3),(39 2751774.8),(40 2804206.5),(41 2852558.5),(42 2914742.5),(43 2971975),(44 3027086.5),(45 3080878.8),(46 3126835),(47 3171598.3),(48 3206921),(49 3222510),(50 3216287.8),(51 3206717.3),(52 3190909),(53 3169496),(54 3139967.8),(55 3102146.3),(56 3055829.3),(57 3009355.3),(58 2968512.3),(59 2945687),(60 2931020.3),(61 2920206.5),(62 2906374),(63 2880818.3),(64 2846125.3),(65 2806429),(66 2760218),(67 2722271.5),(68 2694400.3),(69 2691745.8),(70 2680939.5),(71 2657800),(72 2624704.5),(73 2594514.3),(74 2573633.3),(75 2571560.3),(76 2579241.8),(77 2609342.3),(78 2647392.3),(79 2679684.8),
(1 53737.305),(2 179882.83),(3 356523.13),(4 560223.9),(5 803771.44),(6 1028013.2),(7 1242180.8),(8 1443908.6),(9 1623529.4),(10 1783817.8),(11 1929976.5),(12 2060314.1),(13 2178918.3),(14 2290375),(15 2391100.8),(16 2511216.5),(17 2613215.5),(18 2698316),(19 2774108.3),(20 2828762.8),(21 2853558.8),(22 2837376.5),(23 2797258.3),(24 2757273),(25 2704800.8),(26 2661152.8),(27 2622105.8),(28 2585127),(29 2550681.5),(30 2521274.3),(31 2489778.3),(32 2463352.5),(33 2431381.3),(34 2406046.8),(35 2385087.5),(36 2369127.5),(37 2343634.5),(38 2325743),(39 2323716.5),(40 2325578.8),(41 2335599.3),(42 2342914.8),(43 2360206.8),(44 2368617.5),(45 2361420),(46 2341037.3),(47 2318000),(48 2285393),(49 2258451.3),(50 2232627),(51 2221711),(52 2210306.8),(53 2213187.8),(54 2229269.3),(55 2266225),(56 2317908),(57 2381612.5),(58 2448975.3),(59 2518973.3),(60 2569630.5),(61 2605124.3),(62 2629158.5),(63 2641832.8),(64 2655852),(65 2672779.3),(66 2695166.5),(67 2714981.5),(68 2728304.5),(69 2704678.5),(70 2680122.8),(71 2651907.8),(72 2630530.8),(73 2612939),(74 2595567.3),(75 2579737.5),(76 2564775.5),(77 2551378.3),(78 2542735.8),(79 2549992.8),
(1 56766.47),(2 185923.19),(3 361440.25),(4 563729.8),(5 792769.06),(6 1001160.2),(7 1194624.3),(8 1376740.4),(9 1536990.5),(10 1682728),(11 1810281),(12 1906447.3),(13 1982874.9),(14 2041755.5),(15 2089262.1),(16 2146746),(17 2225127.5),(18 2291104.5),(19 2340001.3),(20 2360930.8),(21 2354444.3),(22 2326445.5),(23 2294063.8),(24 2255310.3),(25 2229026.5),(26 2209406.5),(27 2193859.5),(28 2174787.5),(29 2163359),(30 2160078),(31 2170855.3),(32 2194690.5),(33 2226726.5),(34 2269836.3),(35 2316081.5),(36 2366554.5),(37 2411871.5),(38 2463667.5),(39 2534891.8),(40 2576083.5),(41 2601018.5),(42 2603266.5),(43 2603144.3),(44 2589024.5),(45 2568433),(46 2533666.8),(47 2492288.5),(48 2442520.3),(49 2390801.5),(50 2334998),(51 2310194.5),(52 2285376),(53 2276971),(54 2281531.5),(55 2293457.3),(56 2306626.5),(57 2322258.8),(58 2334598.5),(59 2343994),(60 2350026),(61 2374323),(62 2388069.8),(63 2395954.5),(64 2391197.8),(65 2375127.8),(66 2339477.8),(67 2292594.3),(68 2239927.8),(69 2173049.8),(70 2117979.8),(71 2074832.3),(72 2042739.1),(73 2020259.9),(74 2003165),(75 1986863.8),(76 1967787.3),(77 1951593.9),(78 1932041.5),(79 1917747),
(1 59025.566),(2 195662.1),(3 389263.2),(4 617096.56),(5 887818.44),(6 1127134),(7 1354897.3),(8 1559169.4),(9 1727533),(10 1867486.8),(11 1962804.9),(12 2015839.1),(13 2040620.9),(14 2041124.4),(15 2025507.4),(16 2001092.5),(17 2003386.5),(18 2005954),(19 2007749.4),(20 1996870.1),(21 1972655),(22 1940793),(23 1914049.6),(24 1897579.9),(25 1885568.4),(26 1866692.6),(27 1850497.8),(28 1831995.9),(29 1817986.9),(30 1806147),(31 1808978),(32 1828508.3),(33 1864486.9),(34 1919388.9),(35 1997674.1),(36 2087720.3),(37 2191858.5),(38 2301793.5),(39 2380902),(40 2440517.8),(41 2477522.5),(42 2489558),(43 2503953),(44 2517306),(45 2519182.5),(46 2499075.3),(47 2459387.8),(48 2412045.5),(49 2360951.3),(50 2314714.5),(51 2300561.3),(52 2274598.8),(53 2249740),(54 2222593.3),(55 2198581.3),(56 2177868.3),(57 2166413),(58 2158474.3),(59 2145341.5),(60 2107200.5),(61 2076865.5),(62 2043781.9),(63 2018722.1),(64 1999965.4),(65 1988707.4),(66 1973317.3),(67 1951392.4),(68 1927349.8),(69 1917317.9),(70 1920035.4),(71 1934236),(72 1943488.1),(73 1940032.9),(74 1928177.8),(75 1910287.8),(76 1890936.5),(77 1881845.6),(78 1883015),(79 1892006.5),
(1 56996.55),(2 190750.08),(3 382563.75),(4 606364.1),(5 865129.06),(6 1091425),(7 1294073.8),(8 1469058.1),(9 1604316),(10 1704180.5),(11 1767820.9),(12 1798888.5),(13 1808155.8),(14 1803061.8),(15 1794985.5),(16 1804027.6),(17 1834082.6),(18 1865934),(19 1896376.8),(20 1921998.3),(21 1942450.1),(22 1973355.5),(23 2000869.3),(24 2031664.4),(25 2050717.1),(26 2066980.3),(27 2076150.3),(28 2078924.9),(29 2074921.1),(30 2060049.4),(31 2043329),(32 2042861.5),(33 2034805.4),(34 2034090.6),(35 2035571.1),(36 2037568),(37 2037287.3),(38 2036330.9),(39 2027246.4),(40 2023274.6),(41 2013990.5),(42 1993944.8),(43 1969734.5),(44 1949902.9),(45 1938051.6),(46 1930184),(47 1922595.4),(48 1916069.9),(49 1921129.3),(50 1931209.6),(51 1938738.6),(52 1946861.3),(53 1946318.8),(54 1937696),(55 1926701.1),(56 1906414.9),(57 1884116.8),(58 1860050.6),(59 1824836),(60 1814182.4),(61 1802296.3),(62 1796273.3),(63 1792852.4),(64 1789069),(65 1789836.5),(66 1799420.9),(67 1811632),(68 1828079.5),(69 1841463),(70 1854776),(71 1865504.1),(72 1866902.1),(73 1865737.9),(74 1866713),(75 1874457.9),(76 1884853.6),(77 1895523.5),(78 1909350.4),(79 1919930),
(1 53702.23),(2 178590.72),(3 351944.38),(4 547443.4),(5 765685),(6 965169.3),(7 1148020.1),(8 1307462.8),(9 1426621.3),(10 1503984.4),(11 1546436.9),(12 1562636.6),(13 1565143.1),(14 1560629.1),(15 1552658.8),(16 1538987.1),(17 1535947.8),(18 1529593.6),(19 1528267.5),(20 1530247.6),(21 1539878.9),(22 1561416.4),(23 1586474.1),(24 1603188.5),(25 1623211.3),(26 1642875.3),(27 1667355.6),(28 1698834.6),(29 1724891.3),(30 1745365.6),(31 1762176.4),(32 1772309.3),(33 1773320),(34 1774720.5),(35 1773521.6),(36 1775638.3),(37 1786150.1),(38 1798074),(39 1815219),(40 1821435.3),(41 1819055.1),(42 1812888.5),(43 1802668.4),(44 1793740.9),(45 1788798.4),(46 1779675.5),(47 1772524.8),(48 1773829.6),(49 1779957.5),(50 1789836.5),(51 1805578.1),(52 1816326.9),(53 1822603.9),(54 1824402),(55 1826181),(56 1824042.1),(57 1818553.5),(58 1811324),(59 1796934.3),(60 1778014.8),(61 1762035.9),(62 1745673.9),(63 1737373.5),(64 1742811),(65 1749884.5),(66 1761648.9),(67 1777618.4),(68 1797675.1),(69 1822139.3),(70 1831555.9),(71 1839466.4),(72 1841877.3),(73 1835668.4),(74 1825656.4),(75 1815522.8),(76 1818464),(77 1830328.6),(78 1855380.1),(79 1899935.8),
(1 50883.973),(2 168611.55),(3 330908.7),(4 512610.4),(5 712343.9),(6 892934.75),(7 1058578),(8 1201003.6),(9 1303554.5),(10 1365880.9),(11 1393977.1),(12 1396867.3),(13 1389648.6),(14 1383601.4),(15 1378723.3),(16 1386070.8),(17 1367806),(18 1352393.8),(19 1343506.3),(20 1338534.4),(21 1339191.6),(22 1348879.4),(23 1364721.1),(24 1388392.5),(25 1431296),(26 1490535.8),(27 1556040.3),(28 1618937.6),(29 1669658.6),(30 1708303.1),(31 1735650.5),(32 1738209.3),(33 1736493),(34 1735332.8),(35 1730827.9),(36 1724837),(37 1719966.8),(38 1721738.8),(39 1733143.9),(40 1738963.4),(41 1742966.8),(42 1737445.6),(43 1724674.3),(44 1710195),(45 1695867),(46 1685249.8),(47 1679568.9),(48 1677323),(49 1682383.6),(50 1694729.8),(51 1694022.6),(52 1680258.8),(53 1666221),(54 1656787),(55 1653233.1),(56 1650725.4),(57 1642932.6),(58 1620207.8),(59 1579284.6),(60 1536911.4),(61 1511020.6),(62 1487842.8),(63 1477467.4),(64 1475904.9),(65 1483926.4),(66 1504187.1),(67 1527328.6),(68 1548582.3),(69 1558398.6),(70 1556575.8),(71 1547931.9),(72 1542934),(73 1547595.9),(74 1559848.5),(75 1572602.5),(76 1581550),(77 1576382.1),(78 1563933.5),(79 1554011),
(1 50034.98),(2 161372.1),(3 309694.13),(4 475412.66),(5 667510.44),(6 828691.1),(7 967668.44),(8 1085159.1),(9 1171992),(10 1233257.1),(11 1273630.6),(12 1297459.3),(13 1316220.1),(14 1337397.3),(15 1353792.5),(16 1368927.5),(17 1362251.1),(18 1347523.8),(19 1324105.8),(20 1298080),(21 1272341.4),(22 1251233.5),(23 1238978),(24 1236142),(25 1249127.9),(26 1272987.5),(27 1301939),(28 1330850.8),(29 1355836.4),(30 1376119.8),(31 1389848.5),(32 1405587.5),(33 1416032.6),(34 1422945.8),(35 1434703.1),(36 1455537.5),(37 1484744.6),(38 1514623.5),(39 1535387.5),(40 1558684.8),(41 1578120.9),(42 1599091.3),(43 1608585.9),(44 1613903.5),(45 1622471.3),(46 1634939.5),(47 1653252.4),(48 1678379.3),(49 1696843.8),(50 1712012.4),(51 1709934.1),(52 1717657.6),(53 1729521.6),(54 1737061.4),(55 1730140.8),(56 1712517.9),(57 1683662.9),(58 1652725.8),(59 1626598.5),(60 1610431),(61 1589873.3),(62 1579632.1),(63 1590591.6),(64 1610842.3),(65 1630099.6),(66 1636384.9),(67 1621931.4),(68 1587388.8),(69 1556507.1),(70 1533150.8),(71 1509827),(72 1483875.8),(73 1454394.9),(74 1421253.1),(75 1397898.5),(76 1379954.5),(77 1367977.9),(78 1365531.5),(79 1364765.5),
(1 46367.668),(2 146872.64),(3 276650.4),(4 417070.22),(5 572002.94),(6 697543.06),(7 806102.7),(8 896364.4),(9 961388),(10 1012969.56),(11 1055772),(12 1092067.3),(13 1126839.5),(14 1153347.9),(15 1175557.1),(16 1194504.5),(17 1217866.4),(18 1232203.8),(19 1240324.1),(20 1241893.3),(21 1243764.5),(22 1252860.9),(23 1273133.3),(24 1292403.6),(25 1311788.5),(26 1323860.5),(27 1340143.4),(28 1354644.1),(29 1368525.4),(30 1382275.8),(31 1392997.6),(32 1397526.6),(33 1398593),(34 1396506.8),(35 1388541.6),(36 1383923),(37 1383592.5),(38 1382238),(39 1401554.4),(40 1419584.9),(41 1432050.8),(42 1421311.1),(43 1403946.8),(44 1379729.9),(45 1354879),(46 1338599.4),(47 1338264.1),(48 1339004.1),(49 1340082.4),(50 1340492.5),(51 1331108.4),(52 1317447.6),(53 1306133.3),(54 1285968.5),(55 1262030.5),(56 1237134.8),(57 1222771.8),(58 1217160.5),(59 1219079.8),(60 1229504.1),(61 1243805.6),(62 1267918.6),(63 1299376.5),(64 1324982.8),(65 1338189),(66 1347982.5),(67 1358517.6),(68 1367587.1),(69 1378596.3),(70 1368591.5),(71 1355058.3),(72 1346007.8),(73 1339768.3),(74 1330163.6),(75 1313289.6),(76 1289752.5),(77 1263160),(78 1238244.1),(79 1223685.5),
(1 47462.777),(2 151203.86),(3 286342.25),(4 428257.56),(5 573550.25),(6 692098.4),(7 783662.7),(8 845209.6),(9 878692.44),(10 888744.9),(11 883484.2),(12 873471.56),(13 866783.3),(14 861530.1),(15 855360.25),(16 854113.3),(17 862413.9),(18 885610.5),(19 915447.2),(20 945552.2),(21 973078.4),(22 999049.25),(23 1031106.3),(24 1054468.4),(25 1061510),(26 1059015.9),(27 1053119.8),(28 1045677.7),(29 1040370.3),(30 1039176.9),(31 1038047.3),(32 1036947.2),(33 1033789.75),(34 1032682.94),(35 1031810.3),(36 1039886.4),(37 1055638.4),(38 1070468.1),(39 1072352.1),(40 1075052.1),(41 1080744.8),(42 1099534.3),(43 1111195.5),(44 1124946.6),(45 1134792.1),(46 1135099.3),(47 1121768.5),(48 1103447.3),(49 1081248.8),(50 1063895.5),(51 1052277.9),(52 1051243.9),(53 1065639.4),(54 1086219.3),(55 1112843),(56 1144185.1),(57 1176434.3),(58 1202478),(59 1215672.5),(60 1205854),(61 1220513.8),(62 1238365.1),(63 1255596.3),(64 1272932.1),(65 1287179.9),(66 1298382.6),(67 1306013.9),(68 1315387.3),(69 1323238),(70 1328760.6),(71 1332690.4),(72 1331456),(73 1331892.6),(74 1331268.8),(75 1328574),(76 1314182),(77 1286157.8),(78 1253639.5),(79 1222457.5),
(1 54979.08),(2 177187.27),(3 338722.97),(4 512000.28),(5 693215.7),(6 835089.06),(7 941977.06),(8 1016075.44),(9 1054040.5),(10 1058151.9),(11 1040237.25),(12 1015945),(13 996073.3),(14 981014.94),(15 971442.1),(16 973798.25),(17 985855.1),(18 1003647.1),(19 1030895.8),(20 1062971.3),(21 1101461.4),(22 1138548.8),(23 1183211.3),(24 1200572.8),(25 1203112),(26 1202209.3),(27 1198527.1),(28 1197872.3),(29 1198954.6),(30 1202455.3),(31 1203912.8),(32 1193470.9),(33 1180870.4),(34 1164070.9),(35 1151246.6),(36 1151166),(37 1158917.9),(38 1170816.5),(39 1200484.8),(40 1221808.9),(41 1239823.3),(42 1245499.4),(43 1237008.3),(44 1217214.9),(45 1188912.1),(46 1160351.3),(47 1134008.8),(48 1117950.4),(49 1106828.8),(50 1098685.1),(51 1092644.8),(52 1099204.1),(53 1120899.3),(54 1155452.1),(55 1189291.5),(56 1213048.9),(57 1229486.9),(58 1234427.3),(59 1225227.4),(60 1218414),(61 1202298.5),(62 1184521.4),(63 1171284.4),(64 1167655.6),(65 1173782),(66 1189944.4),(67 1207177.6),(68 1223250.6),(69 1250432.5),(70 1268197.5),(71 1289318.9),(72 1305747.6),(73 1314414.9),(74 1304873.4),(75 1280253.9),(76 1252358.3),(77 1225772.5),(78 1210328.5),(79 1195163.8),
(1 57460.656),(2 188481.6),(3 359495.25),(4 539963.7),(5 719168.1),(6 860571.06),(7 961207.3),(8 1021350.2),(9 1035392.75),(10 1027476),(11 1010408.9),(12 996256.94),(13 989909.7),(14 986449.3),(15 989481.5),(16 1013425.6),(17 1043204.5),(18 1074403),(19 1120554.3),(20 1172098.3),(21 1216645.8),(22 1249420.8),(23 1269809.4),(24 1268770.6),(25 1257110.3),(26 1243416.4),(27 1221138.1),(28 1191184.5),(29 1158198.3),(30 1129195),(31 1102975.4),(32 1083587.3),(33 1072594.3),(34 1072565.1),(35 1084408.8),(36 1104370.8),(37 1126041.5),(38 1141159.8),(39 1148568.5),(40 1150712.3),(41 1149999.1),(42 1150916.4),(43 1150385),(44 1149580.3),(45 1147474.9),(46 1146176.5),(47 1138888.4),(48 1126255.3),(49 1115502.1),(50 1116237.8),(51 1144391),(52 1179634.4),(53 1216235.4),(54 1253047.4),(55 1289149.8),(56 1312753),(57 1318335.3),(58 1304353),(59 1280821.9),(60 1246658.8),(61 1230309.5),(62 1219534.3),(63 1212292.5),(64 1210483.1),(65 1213575.6),(66 1218597.8),(67 1224638.1),(68 1232538),(69 1244221.8),(70 1250378.6),(71 1254942.8),(72 1255151.4),(73 1248278.1),(74 1237559),(75 1220767.6),(76 1204037),(77 1188739.6),(78 1183458.5),(79 1200353.5),
