1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40173.285),(2 59327.168),(3 63209.395),(4 129802),(5 178342.8),(6 200947),(7 278958.1),(8 339069.1),(9 341649.78),(10 404024.34),(11 440746.4),(12 421515.84),(13 472070.4),(14 500362.84),(15 484845.5),(16 548007.44),(17 593204.9),(18 597602.4),(19 680620.7),(20 722281.3),(21 745746.7),(22 842088.56),(23 892628),(24 887842.8),(25 956123.75),(26 980622.5),(27 951084.2),(28 1000072),(29 1005537.2),(30 957209.3),(31 999473.8),(32 1016367.3),(33 982875.8),(34 1035682.56),(35 1061630),(36 1030776.25),(37 1087084.5),(38 1121037.4),(39 1093235.9),(40 1147317.6),(41 1176437.6),(42 1140313.9),(43 1179016.4),(44 1247983.8),(45 1237205.9),(46 1299208.9),(47 1368103.1),(48 1359788.5),(49 1418699.4),(50 1479724),(51 1481471),(52 1562784.5),(53 1661780.6),(54 1696170.6),(55 1810062.9),(56 1942017.5),(57 2020565.1),(58 2162971.3),(59 2310451),(60 2392991),(61 2552730),(62 2731805.8),(63 2824690),(64 2996769.3),(65 3146773.3),(66 3244013.3),(67 3400432),(68 3558014.8),(69 3615504.8),(70 3761264.8),(71 3901540),(72 3991144),(73 4139342.8),(74 4293979),(75 4390830.5),(76 4545927.5),(77 4696364),(78 4771223.5),(79 4893865),
(1 20109.783),(2 72562.7),(3 153874.69),(4 262805),(5 396424.3),(6 552196),(7 731171.8),(8 928729.2),(9 1141376.4),(10 1370529.3),(11 1616919.6),(12 1866658.1),(13 2128365.5),(14 2394285.5),(15 2665825.3),(16 2934399.3),(17 3203913.8),(18 3475079.8),(19 3748555.8),(20 4021478.3),(21 4280809.5),(22 4530045),(23 4762838),(24 4972921),(25 5176191),(26 5358080.5),(27 5526168),(28 5684352),(29 5822817.5),(30 5948886.5),(31 6059886),(32 6157123.5),(33 6246727),(34 6324437),(35 6396547),(36 6464217.5),(37 6530469),(38 6586439.5),(39 6641507),(40 6696014),(41 6743078.5),(42 6797945),(43 6845180.5),(44 6912795),(45 6971276.5),(46 7020139),(47 7070268),(48 7113417.5),(49 7150439.5),(50 7189178.5),(51 7222478),(52 7248622),(53 7277515),(54 7306610),(55 7330185.5),(56 7338536.5),(57 7351587),(58 7355098.5),(59 7349007.5),(60 7326373.5),(61 7299898.5),(62 7253338.5),(63 7200398),(64 7130908),(65 7062249),(66 6988233),(67 6903955),(68 6818415.5),(69 6735173),(70 6639400.5),(71 6541934),(72 6452008.5),(73 6360239.5),(74 6266544.5),(75 6178152.5),(76 6088377.5),(77 6006398.5),(78 5932752.5),(79 5860279.5),
(1 20830.916),(2 75405.78),(3 159554.02),(4 273234.5),(5 410344.34),(6 567421.8),(7 742815.8),(8 931373.7),(9 1132326),(10 1342264.6),(11 1556737.4),(12 1775341.6),(13 1996086.9),(14 2215798),(15 2434641.3),(16 2646709.3),(17 2850509.3),(18 3052369.3),(19 3241576.8),(20 3418253),(21 3579590.3),(22 3721696),(23 3849590.8),(24 3959010.8),(25 4050670.8),(26 4125203),(27 4192752.8),(28 4246572.5),(29 4290067),(30 4322661.5),(31 4348711.5),(32 4373729),(33 4398590.5),(34 4433364),(35 4469556),(36 4512339),(37 4564704.5),(38 4613582.5),(39 4664621.5),(40 4723642.5),(41 4780693.5),(42 4840296),(43 4903592.5),(44 5013397.5),(45 5096969),(46 5181319.5),(47 5263298),(48 5350186),(49 5443369.5),(50 5531800),(51 5622724),(52 5725594.5),(53 5832347.5),(54 5940078.5),(55 6042981.5),(56 6140169.5),(57 6238011.5),(58 6329529.5),(59 6407242),(60 6475938.5),(61 6540296.5),(62 6585982.5),(63 6627898.5),(64 6661356.5),(65 6678020),(66 6693532.5),(67 6701032),(68 6704546),(69 6700106.5),(70 6687926),(71 6665656),(72 6636522),(73 6602852.5),(74 6557442.5),(75 6511604),(76 6458780),(77 6402198.5),(78 6336912),(79 6273330.5),
(1 19449.465),(2 70061.42),(3 146884.94),(4 249406.64),(5 372525.44),(6 511880.75),(7 667816.75),(8 834840.75),(9 1008171.1),(10 1186512.1),(11 1370867.3),(12 1549833.3),(13 1730835.3),(14 1910723.4),(15 2080206.5),(16 2239606.3),(17 2393128.8),(18 2532109),(19 2661613.5),(20 2777144.3),(21 2876399),(22 2959931.8),(23 3035633.3),(24 3096074.3),(25 3148744.3),(26 3190791.8),(27 3225148.5),(28 3245040.8),(29 3259136.8),(30 3266288),(31 3269735.8),(32 3266316.8),(33 3260299),(34 3257949.8),(35 3253584.8),(36 3251122),(37 3249516.3),(38 3250907),(39 3255985),(40 3271239.8),(41 3293051.8),(42 3322121.3),(43 3364712),(44 3447644.8),(45 3521554.5),(46 3605401.5),(47 3699902.8),(48 3799178.3),(49 3912331.5),(50 4036451.8),(51 4158901),(52 4283119.5),(53 4422159),(54 4558026),(55 4687759.5),(56 4817229),(57 4940655.5),(58 5058579),(59 5177524),(60 5286972.5),(61 5402365.5),(62 5509587),(63 5602260),(64 5691025.5),(65 5763582.5),(66 5823971),(67 5876110.5),(68 5915387),(69 5936720),(70 5940810),(71 5927888.5),(72 5899774.5),(73 5870086.5),(74 5824470),(75 5767955),(76 5705993),(77 5641168),(78 5564968.5),(79 5489661),
(1 19715.242),(2 72215.42),(3 155437.23),(4 266191.2),(5 400414.2),(6 555293.4),(7 726635.75),(8 911575.4),(9 1104692.9),(10 1304211.1),(11 1506362.4),(12 1710911.5),(13 1917279.4),(14 2125609),(15 2334685.8),(16 2543555.8),(17 2749668.5),(18 2952279),(19 3144124.5),(20 3333427.8),(21 3517093),(22 3683981),(23 3840643),(24 3981307),(25 4105223.8),(26 4215197),(27 4310464.5),(28 4388579),(29 4451933),(30 4496438.5),(31 4530233),(32 4552837),(33 4566254),(34 4574905),(35 4572751),(36 4563523),(37 4537134),(38 4509654.5),(39 4480771),(40 4450487),(41 4420772),(42 4391808.5),(43 4370977.5),(44 4380567.5),(45 4381763.5),(46 4390650),(47 4409689),(48 4437033),(49 4471944.5),(50 4515761.5),(51 4571327),(52 4630016.5),(53 4706031.5),(54 4783413.5),(55 4860164),(56 4941887.5),(57 5029525),(58 5113586),(59 5193910),(60 5265675),(61 5341514),(62 5408233),(63 5462228.5),(64 5505824),(65 5528319.5),(66 5540635.5),(67 5538317),(68 5523318.5),(69 5491851.5),(70 5449208.5),(71 5396679.5),(72 5337737.5),(73 5274992.5),(74 5201781),(75 5125502.5),(76 5047961),(77 4978205),(78 4906972),(79 4841790.5),
(1 18953.314),(2 68633.164),(3 146498.6),(4 248437.2),(5 371850.66),(6 513904.03),(7 669350.3),(8 836419.94),(9 1011531.7),(10 1191645.8),(11 1378847.4),(12 1563546.3),(13 1747555.3),(14 1928913),(15 2105892),(16 2272213.3),(17 2435112.3),(18 2587101.8),(19 2727361),(20 2858347),(21 2976392.5),(22 3073210),(23 3156698),(24 3223932.8),(25 3278417.8),(26 3322628.3),(27 3357879),(28 3392993.8),(29 3421201.8),(30 3442665.8),(31 3460357),(32 3468894.8),(33 3475509.3),(34 3485163.5),(35 3490928),(36 3486819.3),(37 3489086.3),(38 3489321.5),(39 3487739.3),(40 3496472.3),(41 3508587.5),(42 3526107.8),(43 3553635.8),(44 3593039.8),(45 3623009.3),(46 3657923),(47 3690298),(48 3718497.8),(49 3748433.8),(50 3773295.8),(51 3792860.8),(52 3812579.5),(53 3836625.3),(54 3855074),(55 3873852.3),(56 3891945.5),(57 3908828.5),(58 3919270),(59 3928807),(60 3931702),(61 3933233),(62 3929539.8),(63 3919636.3),(64 3903786.8),(65 3889899.5),(66 3870506),(67 3847800.3),(68 3827495),(69 3802103),(70 3775671.5),(71 3752742.3),(72 3729023),(73 3707168.3),(74 3688860.3),(75 3666222.5),(76 3645065.3),(77 3624093),(78 3601719.8),(79 3583458.3),
(1 19411.959),(2 71559.336),(3 153232.52),(4 261142.44),(5 392794.84),(6 542263.25),(7 708272.8),(8 884252.4),(9 1066533.1),(10 1255051.6),(11 1446601.4),(12 1636774.1),(13 1824982.4),(14 2006696.3),(15 2181347.8),(16 2348040.5),(17 2502138.8),(18 2638669.3),(19 2763383),(20 2867051.5),(21 2950194.3),(22 3015463.5),(23 3064994.3),(24 3095994.8),(25 3115395.5),(26 3124693.3),(27 3125431),(28 3119281.3),(29 3100219.5),(30 3077527.3),(31 3050011.3),(32 3022107.8),(33 2989257.5),(34 2958695.3),(35 2932960),(36 2911290.8),(37 2894937.3),(38 2882868),(39 2871158.8),(40 2868996),(41 2878605),(42 2896780.8),(43 2922481.8),(44 2949204.8),(45 2988873.3),(46 3037002.8),(47 3090761),(48 3152798.5),(49 3217601),(50 3284365.8),(51 3347444.8),(52 3408542.8),(53 3468074.8),(54 3523278.5),(55 3572515.8),(56 3613622.8),(57 3644745.3),(58 3669990.8),(59 3688641),(60 3693714.8),(61 3692750.5),(62 3681777),(63 3656688),(64 3625584),(65 3595996),(66 3561325.8),(67 3527761.5),(68 3495232.3),(69 3460334.5),(70 3420584.8),(71 3383513),(72 3349251),(73 3316481.5),(74 3288323.3),(75 3262697.5),(76 3240120.5),(77 3217019.3),(78 3192756.8),(79 3169871),
(1 18734.746),(2 68396.37),(3 144905.1),(4 244267.47),(5 361396.34),(6 495305.4),(7 641196.75),(8 795254.2),(9 953413.94),(10 1115594.6),(11 1279848),(12 1443959.3),(13 1602622.5),(14 1758692.6),(15 1913104.1),(16 2059291.6),(17 2194291.5),(18 2325011.3),(19 2446179.8),(20 2554804.5),(21 2655382.5),(22 2743237),(23 2825173),(24 2895312.5),(25 2954309.3),(26 3005938.5),(27 3052528.5),(28 3091415),(29 3123699.3),(30 3156150.8),(31 3192047),(32 3226518.5),(33 3255899),(34 3284460.3),(35 3313385.3),(36 3339677),(37 3367631),(38 3394307.5),(39 3419145.3),(40 3443121.8),(41 3459201.5),(42 3469684.3),(43 3472296.5),(44 3460411.3),(45 3446440),(46 3424969.8),(47 3400408.3),(48 3373888),(49 3346677.8),(50 3319410),(51 3290961.3),(52 3263273.3),(53 3233592),(54 3204445.8),(55 3178690.8),(56 3155823.3),(57 3136120.3),(58 3119229),(59 3103531.8),(60 3079260.3),(61 3061637.8),(62 3043176.3),(63 3024200.8),(64 3011195.8),(65 3011899.3),(66 3014765.5),(67 3025311),(68 3046127.5),(69 3072666.8),(70 3107409.5),(71 3151263.3),(72 3198564.5),(73 3251140.3),(74 3306256.8),(75 3370711.8),(76 3437870.8),(77 3510398),(78 3579527.5),(79 3648621.5),
(1 18256.357),(2 67562.96),(3 146673.61),(4 252002.81),(5 378983.6),(6 525680.56),(7 684539),(8 848636.8),(9 1016099.2),(10 1185585.8),(11 1352065.8),(12 1514718.6),(13 1669844.6),(14 1813551.6),(15 1946980.3),(16 2066727.8),(17 2171888.5),(18 2260245.3),(19 2334937.8),(20 2397250),(21 2441883),(22 2470889.8),(23 2488593.8),(24 2493972.8),(25 2490257.8),(26 2476810.3),(27 2451685.5),(28 2416072.5),(29 2374756.8),(30 2330915),(31 2284288.8),(32 2238709.5),(33 2196081),(34 2155292.8),(35 2122564.5),(36 2099202.3),(37 2087011.1),(38 2078732.1),(39 2081219.4),(40 2090405.6),(41 2106003),(42 2124557.5),(43 2151997.3),(44 2181129.3),(45 2217139),(46 2255962.8),(47 2296076.8),(48 2339455.8),(49 2376899.8),(50 2407949.5),(51 2434195.5),(52 2448621.8),(53 2453651.3),(54 2453142.3),(55 2446074.3),(56 2427295.5),(57 2404358),(58 2376362.5),(59 2348108),(60 2317121.5),(61 2287576),(62 2254791.5),(63 2219840.8),(64 2186698.3),(65 2160736),(66 2139603.5),(67 2128282.8),(68 2122262.5),(69 2122001.5),(70 2126454.8),(71 2133883.5),(72 2147673.3),(73 2170832),(74 2199459),(75 2239267),(76 2281604),(77 2323134.8),(78 2365300.3),(79 2408590),
(1 16770.408),(2 60835.742),(3 128743.484),(4 216229.44),(5 318698.88),(6 434228.9),(7 555561.9),(8 682444.56),(9 807497.4),(10 930935.8),(11 1050650.3),(12 1164301.5),(13 1267180),(14 1357944.3),(15 1436188.3),(16 1500079.3),(17 1551017.6),(18 1588165.4),(19 1616606.5),(20 1637253.3),(21 1648621.3),(22 1655513.1),(23 1663045.5),(24 1670510.3),(25 1680774.6),(26 1691431.5),(27 1699773.3),(28 1706005.8),(29 1720682.8),(30 1736347),(31 1754150.4),(32 1774792.8),(33 1798871.3),(34 1822537.4),(35 1853981),(36 1889285.3),(37 1939482.9),(38 1990925.3),(39 2041881.3),(40 2091868.8),(41 2142075.8),(42 2189188.8),(43 2234032.5),(44 2273114.5),(45 2310061.5),(46 2342345.5),(47 2372878),(48 2398200),(49 2416136.8),(50 2422049.8),(51 2417957.3),(52 2402251.8),(53 2377450.5),(54 2344761.5),(55 2308357.3),(56 2268711.5),(57 2227150.3),(58 2180495.8),(59 2132802),(60 2086653.5),(61 2041704.6),(62 2001824.6),(63 1968025.5),(64 1936417.3),(65 1915087.4),(66 1898382),(67 1889993.5),(68 1885888.1),(69 1889478.1),(70 1899886.5),(71 1916713.8),(72 1936870.9),(73 1962187.8),(74 1988140.1),(75 2015163.8),(76 2044963.1),(77 2078647.5),(78 2112819.5),(79 2145144.5),
(1 19186.56),(2 70798.15),(3 149681.98),(4 251889.08),(5 372650.6),(6 507000.53),(7 652345),(8 802133.4),(9 952715),(10 1103415.4),(11 1250381.3),(12 1387021.5),(13 1512970.1),(14 1625826.6),(15 1725524.9),(16 1811600.1),(17 1881411.5),(18 1937499),(19 1983222.3),(20 2019061),(21 2045533.3),(22 2063835),(23 2078043.5),(24 2085715.6),(25 2089898.1),(26 2089392),(27 2087086.3),(28 2085559.8),(29 2086056.3),(30 2087341),(31 2089860.4),(32 2087006.3),(33 2086422.3),(34 2083721.1),(35 2082194.8),(36 2077840.9),(37 2075409.3),(38 2078514.6),(39 2081438.9),(40 2084766.3),(41 2091560),(42 2095148.5),(43 2106458.8),(44 2117624.3),(45 2126066.3),(46 2138183.8),(47 2150163.3),(48 2163940),(49 2176252.5),(50 2182000.8),(51 2185880.5),(52 2186342.5),(53 2185179.5),(54 2180708.5),(55 2174403.5),(56 2165850.5),(57 2156722),(58 2144994.5),(59 2134525),(60 2119629.5),(61 2110105),(62 2100074.3),(63 2093392.9),(64 2091891.5),(65 2100667),(66 2115465.3),(67 2139772.8),(68 2166979.5),(69 2195582.8),(70 2223243.5),(71 2252924),(72 2277214),(73 2301896),(74 2319743.5),(75 2334103.3),(76 2351221),(77 2363265),(78 2372628.8),(79 2377202.5),
(1 18221.807),(2 67239.18),(3 142954.66),(4 242617.11),(5 360418.88),(6 491702.16),(7 632044.06),(8 779584.8),(9 923885.25),(10 1064994),(11 1200871.5),(12 1326760.9),(13 1441826.4),(14 1543808.8),(15 1632704.6),(16 1712999.4),(17 1783160.5),(18 1843162.1),(19 1898989.5),(20 1949252.4),(21 1994209.9),(22 2033613.3),(23 2070204.8),(24 2100632),(25 2127716),(26 2146609.3),(27 2158018.8),(28 2162231),(29 2163345.8),(30 2161599.8),(31 2162312.8),(32 2160013.3),(33 2155217.3),(34 2151528.3),(35 2150896.3),(36 2147456.8),(37 2149022.8),(38 2156189),(39 2160323.3),(40 2165538.8),(41 2172766.5),(42 2181165.5),(43 2188531.3),(44 2189034.5),(45 2193911.3),(46 2201161.5),(47 2213310.8),(48 2228803.3),(49 2252542.8),(50 2274715.5),(51 2296028.3),(52 2325073.8),(53 2352252.8),(54 2374672),(55 2400136.3),(56 2420198.5),(57 2431186.3),(58 2440390),(59 2447376.8),(60 2443840.5),(61 2443062.5),(62 2439734.5),(63 2434866.8),(64 2436474),(65 2443213.5),(66 2450802.8),(67 2463466),(68 2477654.8),(69 2495614.3),(70 2521246.8),(71 2543987.3),(72 2563854.8),(73 2582098.3),(74 2593052.8),(75 2596673.8),(76 2600040.8),(77 2596902.3),(78 2585201.3),(79 2568262.5),
(1 17636.352),(2 65369.89),(3 138422.4),(4 232596.06),(5 342628.7),(6 463694.1),(7 591455),(8 725885.25),(9 856188.5),(10 981951.56),(11 1102336.6),(12 1213297.5),(13 1311553.5),(14 1396242.8),(15 1470175),(16 1529842.5),(17 1577663.4),(18 1618130.9),(19 1652598.5),(20 1681325.4),(21 1706114.4),(22 1726488.4),(23 1747209.1),(24 1760839.5),(25 1773045.5),(26 1781887.6),(27 1788123.3),(28 1794828.5),(29 1803451.6),(30 1811607.5),(31 1826363.5),(32 1842614.1),(33 1861427.8),(34 1883078.5),(35 1909228),(36 1936472.6),(37 1967349.8),(38 2003076),(39 2035875.8),(40 2068314.5),(41 2104610.5),(42 2138766.5),(43 2172717.8),(44 2198091.5),(45 2221065.8),(46 2240846),(47 2257840.3),(48 2274423.3),(49 2291302.3),(50 2300545),(51 2303298),(52 2300308.5),(53 2291919.8),(54 2282069.3),(55 2273156.8),(56 2266075.5),(57 2255803),(58 2246961),(59 2237085.5),(60 2224437.8),(61 2214079),(62 2210050.3),(63 2206048.3),(64 2203849),(65 2209201),(66 2216263),(67 2227773),(68 2241655.8),(69 2255379.3),(70 2272209.5),(71 2290730.3),(72 2305197),(73 2313888),(74 2325772.5),(75 2337036),(76 2345954.5),(77 2350170.8),(78 2353661.8),(79 2356484),
(1 16622.178),(2 60782.336),(3 128426.67),(4 213814.66),(5 312251.16),(6 421453.13),(7 536501.06),(8 655466.1),(9 772602.5),(10 887471.44),(11 994288.4),(12 1091413.8),(13 1177263.1),(14 1250895.9),(15 1313955.6),(16 1359627.1),(17 1394117.6),(18 1422123.4),(19 1443344.6),(20 1460320.5),(21 1473298.3),(22 1482740.3),(23 1494599.4),(24 1503835.3),(25 1516936.5),(26 1529625.3),(27 1545218.6),(28 1564691.4),(29 1586471.5),(30 1607279.3),(31 1631913.5),(32 1663430.1),(33 1700787.9),(34 1739342.9),(35 1780220.6),(36 1820603.9),(37 1866363.1),(38 1910882.3),(39 1946440.9),(40 1976037),(41 2004545.5),(42 2023789.8),(43 2041597.4),(44 2052227.8),(45 2062864.9),(46 2069043.9),(47 2072677.3),(48 2076662.4),(49 2076150.9),(50 2072923.9),(51 2068677),(52 2064178.3),(53 2061909.4),(54 2056709),(55 2048933.4),(56 2042126),(57 2032856),(58 2025001.5),(59 2013462.9),(60 1999497.5),(61 1988025.6),(62 1977230.9),(63 1967158.9),(64 1958594.8),(65 1952884.6),(66 1947743.5),(67 1942080.4),(68 1939756.5),(69 1936770.8),(70 1933036.6),(71 1930154.6),(72 1925120),(73 1915635.4),(74 1902828.9),(75 1886481.1),(76 1866398.1),(77 1845512),(78 1824552),(79 1804842.6),
(1 19576.148),(2 72992.63),(3 154462.44),(4 256132),(5 373132.97),(6 499279.2),(7 629215.06),(8 761451.44),(9 890024.7),(10 1016534.5),(11 1136921.8),(12 1247302.8),(13 1348961.1),(14 1443380.1),(15 1527042.9),(16 1601598),(17 1669346.5),(18 1729596.5),(19 1786368.5),(20 1839288),(21 1888190),(22 1929385.6),(23 1961304.9),(24 1985921.8),(25 2006042),(26 2016929.4),(27 2021606.3),(28 2024578.9),(29 2019485.9),(30 2006139.4),(31 1993606.4),(32 1980734.9),(33 1971492.3),(34 1963005.1),(35 1953530),(36 1947552.1),(37 1939800.4),(38 1933354),(39 1921551.6),(40 1904235.8),(41 1883397.8),(42 1854117.8),(43 1819927.6),(44 1789134.6),(45 1755242.1),(46 1722267.8),(47 1689558),(48 1660104.1),(49 1632669.1),(50 1610688),(51 1595306.5),(52 1585900.8),(53 1584024.8),(54 1589432.1),(55 1601478),(56 1620154.9),(57 1643596.5),(58 1670585.6),(59 1699799.5),(60 1731085.5),(61 1761805.9),(62 1790372.6),(63 1818714),(64 1843179.9),(65 1866466.1),(66 1887019.5),(67 1904746.3),(68 1918973.4),(69 1930602.6),(70 1937048.9),(71 1934501.4),(72 1926020.3),(73 1910973.4),(74 1889988.6),(75 1862548.5),(76 1829881.6),(77 1796722.9),(78 1764928.5),(79 1734760),
(1 21633),(2 81798.414),(3 176748.44),(4 298746.4),(5 441598),(6 600035.94),(7 763186.56),(8 928891.56),(9 1087350.8),(10 1235899.4),(11 1371820.8),(12 1487497.5),(13 1580763),(14 1653447.6),(15 1705184.8),(16 1736894.6),(17 1754904.9),(18 1759687.5),(19 1756168.9),(20 1748323.8),(21 1735025.6),(22 1717679.5),(23 1700844.5),(24 1685908.6),(25 1670076.8),(26 1656616.8),(27 1647014),(28 1639277.4),(29 1637384.1),(30 1637930.1),(31 1642303.3),(32 1650129.4),(33 1661006.9),(34 1676668.6),(35 1691289.6),(36 1703439.1),(37 1712426.6),(38 1720824.9),(39 1721600.9),(40 1718137.1),(41 1712609.4),(42 1703422.3),(43 1690037.4),(44 1681402.5),(45 1666490.6),(46 1649363.8),(47 1635555.4),(48 1622147.3),(49 1613367.5),(50 1608845.5),(51 1612254.8),(52 1618275.5),(53 1631537.4),(54 1647933.4),(55 1668844.5),(56 1692007.9),(57 1716058.6),(58 1739639.6),(59 1762587.5),(60 1784755.3),(61 1806819.4),(62 1826724.8),(63 1845606),(64 1857344.4),(65 1863526.3),(66 1868896.9),(67 1872409.6),(68 1873533.1),(69 1872846.6),(70 1869078.4),(71 1861270.4),(72 1849614.9),(73 1838770.9),(74 1825220.3),(75 1810464),(76 1792970.6),(77 1776122.5),(78 1764008.1),(79 1756914.5),
(1 20849.217),(2 79064.18),(3 169912.92),(4 286562.06),(5 423266.44),(6 573841.8),(7 731841.56),(8 892128.7),(9 1048067.8),(10 1193744.3),(11 1324703.5),(12 1438966.9),(13 1535255.8),(14 1609604.3),(15 1665152.6),(16 1702226.9),(17 1727627),(18 1744356.6),(19 1759067),(20 1769714.6),(21 1774631.3),(22 1777127.3),(23 1777785.9),(24 1777321.4),(25 1772833.1),(26 1772681.9),(27 1772880.8),(28 1775816.8),(29 1781946.3),(30 1786866.3),(31 1795137.5),(32 1803241),(33 1809856.6),(34 1815749.8),(35 1817997.9),(36 1813896),(37 1809530.3),(38 1803739.8),(39 1795894.6),(40 1793347),(41 1789853.8),(42 1785443.3),(43 1779568.4),(44 1775293),(45 1772273),(46 1769222.1),(47 1771362.3),(48 1770149.5),(49 1772002.1),(50 1774318.5),(51 1778000),(52 1782780.3),(53 1789785),(54 1796654.5),(55 1807157.8),(56 1820344.3),(57 1832587.3),(58 1842445),(59 1848183.3),(60 1850790.1),(61 1848447.3),(62 1835156.3),(63 1817787.8),(64 1794899.4),(65 1769523),(66 1741367),(67 1714075),(68 1687997.1),(69 1664206.9),(70 1644393.9),(71 1627193.1),(72 1614523.3),(73 1608472.3),(74 1607611.8),(75 1612648.8),(76 1624130.5),(77 1637004.3),(78 1652098.5),(79 1663537.5),
