1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 47693.88),(2 141478.5),(3 269680),(4 409453.47),(5 549559.44),(6 704620.8),(7 858526.44),(8 1016330.3),(9 1178977.3),(10 1298552.6),(11 1421897),(12 1547745.4),(13 1679927.9),(14 1832995.5),(15 2009994),(16 2191165.5),(17 2375563.8),(18 2594225.8),(19 2792058.3),(20 2970968.8),(21 3154965.8),(22 3354606),(23 3551340),(24 3799103.8),(25 4004179.8),(26 4242181),(27 4480794.5),(28 4713793.5),(29 5021627.5),(30 5347252),(31 5690096),(32 6048704.5),(33 6352188.5),(34 6612949.5),(35 6834186.5),(36 7044068),(37 7222724.5),(38 7375629.5),(39 7549180),(40 7742970.5),(41 7900038.5),(42 8003388),(43 8081390.5),(44 8082346.5),(45 7986646),(46 7856226.5),(47 7743100.5),(48 7649967.5),(49 7532644.5),(50 7425095.5),(51 7333355.5),(52 7310210.5),(53 7287327.5),(54 7353583.5),(55 7430749.5),(56 7526961.5),(57 7569826),(58 7612549.5),(59 7692142),(60 7723306.5),(61 7876788.5),(62 8042872),(63 8178599.5),(64 8432006),(65 8634553),(66 8863755),(67 9127219),(68 9467304),(69 9669472),(70 10035317),(71 10527551),(72 10958767),(73 11314825),(74 11657471),(75 12126867),(76 12565509),(77 12982941),(78 13465099),(79 13792127),
(1 50592.152),(2 171262.4),(3 341250.4),(4 542535.5),(5 752045.75),(6 962427.8),(7 1173153.6),(8 1365682.6),(9 1536070.3),(10 1671562.8),(11 1767370.1),(12 1853476.1),(13 1918117.6),(14 1979285.4),(15 2028455.6),(16 2070776.8),(17 2106176.8),(18 2143173.8),(19 2189207.3),(20 2230342),(21 2281964.8),(22 2330904.3),(23 2388633.5),(24 2447071.8),(25 2507562.5),(26 2551323.3),(27 2598222.3),(28 2639293.5),(29 2685882.8),(30 2727318),(31 2764533.5),(32 2799264),(33 2844312),(34 2889610),(35 2937847.8),(36 2984319.3),(37 3032632.3),(38 3087453.3),(39 3147520.3),(40 3190178.5),(41 3226534),(42 3272450.8),(43 3336427.8),(44 3408975),(45 3496176.8),(46 3593399.8),(47 3679137),(48 3770048.8),(49 3880659.3),(50 3994621.5),(51 4116237.5),(52 4245930.5),(53 4366117.5),(54 4461889),(55 4543193),(56 4623874.5),(57 4705812),(58 4770181),(59 4826575),(60 4863177.5),(61 4853524),(62 4847335),(63 4820054.5),(64 4770910.5),(65 4715669.5),(66 4656535.5),(67 4601061.5),(68 4538823.5),(69 4463270.5),(70 4373744),(71 4284586.5),(72 4209081.5),(73 4166233),(74 4128340.8),(75 4120091.3),(76 4110846),(77 4098073),(78 4093829.3),(79 4068288),
(1 62479.594),(2 210437.83),(3 424791.88),(4 686796.06),(5 984002),(6 1297899.9),(7 1618292.1),(8 1927987.4),(9 2203728.8),(10 2448947),(11 2671554),(12 2864270.8),(13 3018734),(14 3120861.3),(15 3183251),(16 3224498),(17 3246744.8),(18 3269774.8),(19 3296257.8),(20 3311511.3),(21 3334319.3),(22 3371494),(23 3401885),(24 3445818),(25 3495204.3),(26 3529572),(27 3564281),(28 3604976),(29 3627365.8),(30 3626930.8),(31 3639931.8),(32 3640773),(33 3657841.3),(34 3649148.8),(35 3630074),(36 3608135),(37 3549508),(38 3464819.3),(39 3381683.3),(40 3284829.3),(41 3206193.3),(42 3129187.3),(43 3079931),(44 3055465.3),(45 3033148),(46 3006778.3),(47 3013851.8),(48 3029233.8),(49 3042857.3),(50 3067238.8),(51 3102655.3),(52 3153937),(53 3210119.3),(54 3274028),(55 3328956),(56 3398380.3),(57 3471782),(58 3561075.3),(59 3658928),(60 3744427.3),(61 3812490.8),(62 3850348.3),(63 3874367.8),(64 3897777.3),(65 3902408.3),(66 3909207.3),(67 3920107.3),(68 3934372.3),(69 3951614),(70 3990940.8),(71 4041117.3),(72 4076030.3),(73 4121737.3),(74 4188298.8),(75 4259505.5),(76 4323936),(77 4382607.5),(78 4438061),(79 4485821.5),
(1 60826.566),(2 203244.81),(3 405330.9),(4 644834.75),(5 901287.7),(6 1170444.8),(7 1450361),(8 1719415.4),(9 1957527.4),(10 2171910.5),(11 2351596.8),(12 2521777.5),(13 2646808.8),(14 2753047.3),(15 2819597.5),(16 2891257.5),(17 2944771.8),(18 2987086.8),(19 3010775.8),(20 3008192.8),(21 3006469.8),(22 2978435),(23 2968810.3),(24 2962517.8),(25 2959514.3),(26 2965879.8),(27 2989074.3),(28 3008542.8),(29 3029232.8),(30 3041623.3),(31 3054687.3),(32 3057904.8),(33 3058610.5),(34 3064035.3),(35 3066994),(36 3068575.3),(37 3055170.3),(38 3018617.5),(39 2969289),(40 2928421),(41 2895838),(42 2875572.5),(43 2867193.5),(44 2873087.3),(45 2884169.3),(46 2873711.8),(47 2859725),(48 2846322.5),(49 2828764.8),(50 2805659),(51 2770327),(52 2735359.3),(53 2713204.5),(54 2713731.3),(55 2719779.3),(56 2742806.5),(57 2774433.3),(58 2811784.8),(59 2857526),(60 2902101.5),(61 2932540.5),(62 2953253),(63 2972573),(64 2994305),(65 3023765),(66 3056789.8),(67 3111016.3),(68 3175743.3),(69 3254403.3),(70 3336003.3),(71 3417493),(72 3490208.3),(73 3568201),(74 3645419),(75 3712850),(76 3776052.8),(77 3826181),(78 3852670.5),(79 3876255.3),
(1 52753.78),(2 170627.38),(3 339392.56),(4 534670.6),(5 736808.56),(6 944896.5),(7 1159453),(8 1362877.9),(9 1550259.4),(10 1726787.6),(11 1880543.6),(12 2046657.8),(13 2194311.3),(14 2332917.8),(15 2445973.3),(16 2562307.3),(17 2656478.8),(18 2743860.8),(19 2816932.8),(20 2876869.5),(21 2931121.5),(22 2960585),(23 2969948.5),(24 2949834.5),(25 2921401),(26 2907945.5),(27 2878872.3),(28 2875999.8),(29 2872252.5),(30 2883947),(31 2911654.8),(32 2949855.3),(33 2986231.8),(34 3030018.3),(35 3077449.3),(36 3112762.3),(37 3148317.5),(38 3162969.3),(39 3172282),(40 3175029.8),(41 3167187.8),(42 3159234),(43 3141907.5),(44 3109916.3),(45 3083327.8),(46 3051284.5),(47 3028329.3),(48 2999132.3),(49 2965143),(50 2948081),(51 2935256.8),(52 2926221.5),(53 2922854.8),(54 2908555.8),(55 2886800.8),(56 2867144.3),(57 2852495),(58 2819433.5),(59 2792051.8),(60 2780568.3),(61 2759241.3),(62 2735342.8),(63 2706711),(64 2682859.5),(65 2678819.3),(66 2676025.8),(67 2675919),(68 2675911.8),(69 2697157.5),(70 2726604.8),(71 2771336),(72 2854459.3),(73 2926213),(74 3002665.5),(75 3054065.5),(76 3098453.8),(77 3114737.5),(78 3127291.8),(79 3132205.8),
(1 53022.234),(2 168608.7),(3 323988.28),(4 498307.72),(5 671840.56),(6 841591.25),(7 1001531.56),(8 1156439.5),(9 1290992),(10 1431827.3),(11 1543955.5),(12 1652907.5),(13 1744624.9),(14 1847279),(15 1934961.4),(16 2035115.5),(17 2127884),(18 2213242.8),(19 2276011.5),(20 2307095.3),(21 2309262.5),(22 2293181.3),(23 2269151.5),(24 2255091.8),(25 2245153.8),(26 2238475.5),(27 2232229),(28 2226350.8),(29 2238756.5),(30 2251013.3),(31 2283669),(32 2320849),(33 2347674),(34 2374090.3),(35 2388755.5),(36 2394423),(37 2400753.3),(38 2420494),(39 2454532.5),(40 2491909.3),(41 2546584),(42 2587762),(43 2629591.8),(44 2679907),(45 2725702),(46 2768609),(47 2805908.8),(48 2820078),(49 2824804.3),(50 2845152.3),(51 2882867.5),(52 2915993),(53 2930473),(54 2953346),(55 2963886.8),(56 2972691),(57 2973936.3),(58 2982527.8),(59 3002665),(60 3017253),(61 3005074.3),(62 2958722),(63 2917557),(64 2866451.8),(65 2833828.5),(66 2806461),(67 2778061.3),(68 2733739.5),(69 2709592.5),(70 2720465.8),(71 2745541.8),(72 2768578),(73 2775881.8),(74 2784438),(75 2776494.3),(76 2797102.8),(77 2822179.8),(78 2861962),(79 2895769.3),
(1 51059.043),(2 165477.27),(3 325476.34),(4 510288.72),(5 693278.9),(6 859780.94),(7 1003226.56),(8 1125519.6),(9 1232676.1),(10 1311403.3),(11 1385218.5),(12 1452202.6),(13 1527756.6),(14 1611628.9),(15 1698344),(16 1808465.4),(17 1925138.5),(18 2015367.5),(19 2110107),(20 2185472.8),(21 2232854.5),(22 2273994.8),(23 2297057),(24 2295507.3),(25 2281803),(26 2250712.8),(27 2217252.5),(28 2184999),(29 2156393),(30 2134080),(31 2136708),(32 2135444),(33 2129925.5),(34 2129398.8),(35 2128408.8),(36 2128778.8),(37 2140500.5),(38 2143917.5),(39 2169024.5),(40 2194409.3),(41 2216399.5),(42 2239605.5),(43 2257147),(44 2275125.5),(45 2304972),(46 2333047),(47 2351314.3),(48 2343413.3),(49 2333347.5),(50 2328897.5),(51 2334319.3),(52 2338136.5),(53 2352097.5),(54 2381513.3),(55 2410267),(56 2438454.8),(57 2465549),(58 2485392.5),(59 2497602.3),(60 2504377.3),(61 2500921.5),(62 2498355.8),(63 2487170.3),(64 2481850.5),(65 2483771.5),(66 2487215.5),(67 2487949.5),(68 2496988.3),(69 2521768),(70 2540328),(71 2562478.3),(72 2579755.8),(73 2584552.8),(74 2593662.5),(75 2594751),(76 2608286.8),(77 2618144.3),(78 2615663.5),(79 2629500.5),
(1 51952.332),(2 169914.48),(3 343073.4),(4 545448.4),(5 748973.94),(6 935756.94),(7 1089565.1),(8 1204883.8),(9 1294457.3),(10 1349334.6),(11 1398741.6),(12 1449240.5),(13 1484094.1),(14 1520333.3),(15 1564355.5),(16 1609448.3),(17 1655756.6),(18 1726295.9),(19 1785514.4),(20 1851770.9),(21 1916590.1),(22 1970561.5),(23 2016733.9),(24 2056266.1),(25 2069827.4),(26 2061854.6),(27 2070499),(28 2054820.6),(29 2040205.6),(30 2002588),(31 1984979.3),(32 1973843.8),(33 1965131.4),(34 1958590.5),(35 1964670.3),(36 1984606.5),(37 2033372.9),(38 2090865.1),(39 2120560.8),(40 2158326),(41 2190108.8),(42 2227125.3),(43 2260730.8),(44 2297378.8),(45 2343351.3),(46 2386502.8),(47 2421055),(48 2444502.5),(49 2443765.8),(50 2437927.3),(51 2428560.5),(52 2428486.8),(53 2424334),(54 2427558.8),(55 2434165),(56 2452029.8),(57 2461731.5),(58 2477581.5),(59 2477688.3),(60 2474149.8),(61 2477017.8),(62 2481571.8),(63 2493000.8),(64 2502092.5),(65 2515752),(66 2525624.3),(67 2531811.5),(68 2541419.5),(69 2568478.8),(70 2610302),(71 2654816.5),(72 2685417.3),(73 2709985.8),(74 2743177.8),(75 2789497),(76 2815937),(77 2816261.8),(78 2827856.8),(79 2836233.5),
(1 54121.582),(2 176011.78),(3 355688.84),(4 553881.9),(5 740205.3),(6 905069.94),(7 1050572.6),(8 1171832.6),(9 1255486.3),(10 1317650.1),(11 1369816),(12 1424772.4),(13 1470855.8),(14 1525618.1),(15 1573310),(16 1625018.4),(17 1671808.3),(18 1718390.4),(19 1757838.5),(20 1792972.3),(21 1817437),(22 1843824),(23 1865655),(24 1891571.3),(25 1923754.3),(26 1954838.1),(27 2003748.3),(28 2048609.5),(29 2092580.4),(30 2118223.3),(31 2153234.5),(32 2185250),(33 2217783),(34 2239622.8),(35 2244040.3),(36 2245630.3),(37 2252232.8),(38 2254070.8),(39 2251970.3),(40 2255903),(41 2274849.3),(42 2301945.8),(43 2329720.5),(44 2366760),(45 2400216.8),(46 2448076),(47 2480223.8),(48 2505696.5),(49 2523649.8),(50 2535787.3),(51 2544653),(52 2566014.5),(53 2583469.3),(54 2612998),(55 2643567.8),(56 2681341.5),(57 2716621.5),(58 2750230.5),(59 2767706.3),(60 2774412),(61 2776038),(62 2775735.8),(63 2784875.8),(64 2796070),(65 2795937.5),(66 2803526.3),(67 2823861),(68 2830238.5),(69 2835019.8),(70 2834152.8),(71 2821647.8),(72 2794166.8),(73 2748339.5),(74 2693724.8),(75 2642439),(76 2604577.3),(77 2568330.3),(78 2549653.8),(79 2524595),
(1 52465.984),(2 167391),(3 328259.44),(4 509238.53),(5 688447.7),(6 849309.4),(7 987119),(8 1106593.8),(9 1207331),(10 1290996.6),(11 1351432.8),(12 1409337.8),(13 1455806.3),(14 1508052.6),(15 1560569),(16 1627921),(17 1681301.3),(18 1717034.3),(19 1747796.3),(20 1764487.6),(21 1780523.4),(22 1762825.4),(23 1743129.4),(24 1725039.1),(25 1718155.1),(26 1722898.4),(27 1737885.8),(28 1757553.3),(29 1782387),(30 1803401.3),(31 1829519.9),(32 1854370),(33 1889021.3),(34 1919630.6),(35 1968735.1),(36 2037630.8),(37 2126088.5),(38 2215476),(39 2278704),(40 2339150.8),(41 2385957.8),(42 2434305.5),(43 2474119.3),(44 2518741.5),(45 2547155.5),(46 2565503.5),(47 2573289.5),(48 2574628.5),(49 2567817),(50 2549249.3),(51 2534070.8),(52 2529717.3),(53 2529650.3),(54 2544252),(55 2555660.5),(56 2570095.3),(57 2573092.8),(58 2554111),(59 2527800),(60 2515785.3),(61 2498148.5),(62 2497256),(63 2490686),(64 2467132),(65 2437727.8),(66 2409573.5),(67 2386935),(68 2371635.5),(69 2370628.8),(70 2351216.5),(71 2339658.5),(72 2337225.5),(73 2325430.5),(74 2299452),(75 2265728),(76 2242292),(77 2229858.5),(78 2232697),(79 2233857),
(1 49457.453),(2 154116.06),(3 296216.28),(4 453634.7),(5 612077.75),(6 773167.4),(7 932855.9),(8 1069896.5),(9 1184392.6),(10 1293689.9),(11 1403711.6),(12 1516774.8),(13 1592350),(14 1667430.8),(15 1739578.4),(16 1799746.1),(17 1857815.8),(18 1910972.1),(19 1946839.8),(20 1985460.4),(21 2030235.3),(22 2048423.8),(23 2079607.8),(24 2108942),(25 2133772.5),(26 2150917.5),(27 2159681.5),(28 2158690.8),(29 2154376.3),(30 2151297.8),(31 2152612.8),(32 2152075.3),(33 2143663.8),(34 2132187.3),(35 2116503.8),(36 2093944.6),(37 2067116.1),(38 2036856),(39 2003616),(40 1963523),(41 1929526),(42 1904828.1),(43 1891946.6),(44 1894842),(45 1899141.3),(46 1907401.5),(47 1917618.4),(48 1924343.6),(49 1922285.3),(50 1920939.6),(51 1912181.4),(52 1902853.3),(53 1887037.4),(54 1876733.9),(55 1876302.8),(56 1882694.3),(57 1893525.6),(58 1899588.4),(59 1888898.6),(60 1878547.5),(61 1873397.9),(62 1871981.9),(63 1864814),(64 1857828.8),(65 1858984.3),(66 1861165.4),(67 1864082.6),(68 1882689.3),(69 1902221),(70 1925120),(71 1950218),(72 1959208.9),(73 1963541.3),(74 1961999.6),(75 1974883.3),(76 1989436.1),(77 1992080.4),(78 1992113.5),(79 1968654.3),
(1 51898.645),(2 158805.94),(3 302928.5),(4 461215.38),(5 614472.3),(6 754244.94),(7 866416.1),(8 952268.25),(9 1015568.44),(10 1068837.8),(11 1116744.8),(12 1168832.4),(13 1216278.9),(14 1256133.3),(15 1298533.9),(16 1358943.4),(17 1408568.3),(18 1447962),(19 1474621.8),(20 1486190.8),(21 1491351.5),(22 1483505.4),(23 1470195.4),(24 1449699),(25 1423122.3),(26 1397443.6),(27 1375677.8),(28 1370153.1),(29 1379983.1),(30 1404648.1),(31 1449499),(32 1487100.6),(33 1520155.1),(34 1543637.3),(35 1565803.3),(36 1581170.5),(37 1589630.6),(38 1596193.8),(39 1607413.5),(40 1604782.6),(41 1602920.5),(42 1616391.1),(43 1611126.4),(44 1621175),(45 1641429.5),(46 1672478.6),(47 1699441.6),(48 1721058.8),(49 1735628.1),(50 1747846.4),(51 1756897.4),(52 1767603.9),(53 1777085.5),(54 1782994.8),(55 1785732.3),(56 1766459.8),(57 1740690.8),(58 1719007.9),(59 1707089.6),(60 1705232.4),(61 1713613.9),(62 1732516.5),(63 1742396.1),(64 1765314.5),(65 1791133.8),(66 1810059.5),(67 1818372.6),(68 1828719.6),(69 1838070.6),(70 1842193.5),(71 1838284.1),(72 1823105.4),(73 1817498),(74 1806105.1),(75 1803340.8),(76 1792728.8),(77 1775962.6),(78 1767335.4),(79 1761458),
(1 50261.555),(2 156544.56),(3 296889.22),(4 451336.84),(5 595201.3),(6 723762.94),(7 824142.4),(8 907420.3),(9 966242.75),(10 1011999.56),(11 1045035.44),(12 1089001.1),(13 1128595.5),(14 1185708.5),(15 1251437.3),(16 1318893.4),(17 1388580.3),(18 1447651.1),(19 1477922.5),(20 1483241.4),(21 1468889.1),(22 1449836.8),(23 1421859.5),(24 1397588.1),(25 1382741.5),(26 1377599.8),(27 1376865.8),(28 1398863.1),(29 1437706.8),(30 1486590.8),(31 1531793),(32 1572257.8),(33 1604308.8),(34 1623247),(35 1638962),(36 1643227.6),(37 1641845.5),(38 1626441.4),(39 1611866.9),(40 1589348),(41 1581175.5),(42 1572560.3),(43 1569341.1),(44 1581131.1),(45 1598676.5),(46 1616036.9),(47 1634835),(48 1654663.1),(49 1674330.8),(50 1689714),(51 1700689.5),(52 1713845.4),(53 1721551),(54 1724191.3),(55 1727020.5),(56 1724056.9),(57 1716638.5),(58 1716015.3),(59 1708323),(60 1699725.6),(61 1703616.5),(62 1706342.3),(63 1707523.5),(64 1713333),(65 1716116.9),(66 1719361.3),(67 1716390.5),(68 1716812.5),(69 1713208.1),(70 1708354.9),(71 1711558.5),(72 1720742.3),(73 1729322.3),(74 1745043.9),(75 1759854.9),(76 1772672.5),(77 1780419.1),(78 1777632.9),(79 1777415.4),
(1 50199.8),(2 159212.72),(3 301950.03),(4 450489.6),(5 580529.4),(6 692680.5),(7 786183),(8 864918.3),(9 926323),(10 979648.8),(11 1027922.06),(12 1084633.1),(13 1140662),(14 1211131.5),(15 1281232.5),(16 1343416.8),(17 1395593.1),(18 1427300.5),(19 1445515.4),(20 1455590),(21 1467051),(22 1476016.3),(23 1491526.4),(24 1504798.8),(25 1515879),(26 1518231.8),(27 1523508.3),(28 1521807.3),(29 1518030.8),(30 1515911),(31 1521472.8),(32 1527945.1),(33 1538241.6),(34 1539688.8),(35 1539663.6),(36 1541089.5),(37 1549858.8),(38 1557976.6),(39 1570857.6),(40 1568406),(41 1563850.8),(42 1553564.1),(43 1544661),(44 1545256.1),(45 1542999.4),(46 1543684.1),(47 1557335.3),(48 1572856.8),(49 1587207.3),(50 1592585.6),(51 1586431.9),(52 1572590.9),(53 1550827.8),(54 1530873.9),(55 1510416),(56 1490003.1),(57 1468610),(58 1441643.5),(59 1427513.6),(60 1413448.8),(61 1394949.6),(62 1374322.3),(63 1359571.9),(64 1362729.6),(65 1381503.6),(66 1408092.9),(67 1431767.3),(68 1455904.6),(69 1485688.5),(70 1515595),(71 1550917.6),(72 1587485.8),(73 1625565),(74 1666817.9),(75 1698113.1),(76 1725316.1),(77 1742217.1),(78 1755311.3),(79 1766392),
(1 52889.2),(2 168820.64),(3 323855.88),(4 478046.94),(5 606920.06),(6 711045.6),(7 794696.25),(8 865057.06),(9 918326.25),(10 961526.56),(11 1004640),(12 1057329.1),(13 1106948.6),(14 1158055.3),(15 1201085.6),(16 1236515.4),(17 1267024.8),(18 1299417.4),(19 1335424),(20 1390187.8),(21 1448215.1),(22 1494010.1),(23 1518871.5),(24 1530854),(25 1530217.6),(26 1527575.9),(27 1519464.5),(28 1517991.9),(29 1519702),(30 1521513.1),(31 1546762),(32 1576544),(33 1603942.6),(34 1624743.3),(35 1636107.9),(36 1639905.4),(37 1643346.9),(38 1637195),(39 1629224.4),(40 1619727.1),(41 1603260.6),(42 1596372.3),(43 1597176.4),(44 1613084.6),(45 1630301.1),(46 1645910.9),(47 1653542.4),(48 1648802.5),(49 1642910.6),(50 1624027),(51 1604763),(52 1587995.9),(53 1573588.8),(54 1562538.9),(55 1550489.1),(56 1543448.4),(57 1542594.5),(58 1551081.6),(59 1554403.8),(60 1553453.9),(61 1543260.8),(62 1536856.4),(63 1533206),(64 1532432.4),(65 1532071.1),(66 1520128.5),(67 1506384.9),(68 1499084.1),(69 1499281.4),(70 1506573.9),(71 1511656.4),(72 1512700.3),(73 1512556.1),(74 1515263.5),(75 1533069.4),(76 1566379.3),(77 1592284.8),(78 1610284.8),(79 1626280.1),
(1 49889.688),(2 155538.78),(3 295849.13),(4 437173.47),(5 563930.7),(6 671432.06),(7 759196.06),(8 828496.56),(9 883622.56),(10 932217.75),(11 974046.56),(12 1023049.44),(13 1070161.3),(14 1116839.5),(15 1161093.4),(16 1206091.9),(17 1246616.4),(18 1276393),(19 1302988.4),(20 1327763.9),(21 1345733.8),(22 1362679.9),(23 1382685.8),(24 1404202.4),(25 1425457.8),(26 1443786.1),(27 1464123.9),(28 1483582.5),(29 1515668.8),(30 1532412.8),(31 1548851.4),(32 1557061.1),(33 1554189.4),(34 1548518.8),(35 1545885.9),(36 1545834.9),(37 1552067.9),(38 1564130.3),(39 1583720.9),(40 1607444.3),(41 1626003.5),(42 1638727.5),(43 1645023.1),(44 1655536.4),(45 1650270.8),(46 1649652.3),(47 1650033.6),(48 1659765.4),(49 1675473.3),(50 1691772.3),(51 1702659.9),(52 1709567.5),(53 1709924.6),(54 1707330.9),(55 1700134.9),(56 1690111.6),(57 1681705.6),(58 1674309.8),(59 1665822.8),(60 1662618.1),(61 1662946.9),(62 1662988.8),(63 1652961.1),(64 1655612.5),(65 1653491.3),(66 1642199.9),(67 1629261.5),(68 1628349.9),(69 1628802.9),(70 1636729.3),(71 1651496.9),(72 1670100.6),(73 1689987.5),(74 1709696.8),(75 1721973),(76 1733205.9),(77 1737753.6),(78 1737691.3),(79 1730270.3),
(1 51637),(2 166703.13),(3 317800.47),(4 472358.28),(5 612471.3),(6 728731.3),(7 802976.75),(8 845623.1),(9 864970.1),(10 878734.3),(11 903097.6),(12 942489.6),(13 986056.56),(14 1037021.9),(15 1077012.5),(16 1107364.3),(17 1130640.6),(18 1149760.3),(19 1168593.1),(20 1182107.4),(21 1199777.3),(22 1212150.3),(23 1223765),(24 1234695.3),(25 1247491),(26 1262658),(27 1282539.6),(28 1299633.4),(29 1319958.3),(30 1336379.3),(31 1340373),(32 1327365.4),(33 1309859.3),(34 1286870.3),(35 1264240.1),(36 1248066.3),(37 1246282.5),(38 1254895.8),(39 1271733.4),(40 1288593.9),(41 1296861.4),(42 1299996.8),(43 1296256.9),(44 1297424.8),(45 1303865),(46 1310859.5),(47 1325064.8),(48 1347765),(49 1373191.4),(50 1390151.6),(51 1395869.8),(52 1392165.8),(53 1389798.6),(54 1381890.5),(55 1373857.4),(56 1364228.3),(57 1362743.8),(58 1366383),(59 1371779),(60 1362827.4),(61 1354399.6),(62 1343248.6),(63 1333159.6),(64 1311665.1),(65 1292275.1),(66 1273978.6),(67 1265809.5),(68 1256877.5),(69 1249903.6),(70 1238297.5),(71 1223195.4),(72 1207208.6),(73 1190018.8),(74 1175420.6),(75 1157950.6),(76 1145241.5),(77 1134550.8),(78 1131014.9),(79 1141609.9),
