1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26606.576),(2 78131.766),(3 158913.77),(4 247314.8),(5 349207.6),(6 460992.66),(7 593721.8),(8 741978.5),(9 894128.7),(10 1061905.5),(11 1205806.8),(12 1391864.6),(13 1595438),(14 1838996.9),(15 2092199),(16 2372341.5),(17 2646730.8),(18 2878844.8),(19 3106013.3),(20 3341068.8),(21 3527405.8),(22 3718152.8),(23 3869973.8),(24 4016132.3),(25 4158960.8),(26 4315258.5),(27 4511376),(28 4718798),(29 4872248.5),(30 5004516.5),(31 5118376.5),(32 5221199.5),(33 5295673.5),(34 5334362.5),(35 5368952.5),(36 5367208),(37 5387543.5),(38 5369758.5),(39 5391203.5),(40 5392561),(41 5413556.5),(42 5390667.5),(43 5406772),(44 5405175.5),(45 5433193.5),(46 5458619.5),(47 5441473.5),(48 5415427.5),(49 5335831),(50 5319256.5),(51 5263508.5),(52 5254880),(53 5249698),(54 5306402.5),(55 5369416),(56 5502581.5),(57 5578189.5),(58 5678048),(59 5707999.5),(60 5752565.5),(61 5737264.5),(62 5751069.5),(63 5761493.5),(64 5796759.5),(65 5831612),(66 5923702),(67 5973850.5),(68 6079577.5),(69 6157234.5),(70 6225910),(71 6288409.5),(72 6332626.5),(73 6383984.5),(74 6426257.5),(75 6472273.5),(76 6487452.5),(77 6480052),(78 6459164),(79 6446189.5),
(1 67999.305),(2 248919.78),(3 517535.13),(4 845386.25),(5 1202897.3),(6 1569803.1),(7 1935004.8),(8 2279805.5),(9 2604905.3),(10 2901560.5),(11 3157825.5),(12 3368205.5),(13 3522899.5),(14 3633144),(15 3713092.3),(16 3780388.5),(17 3853343.3),(18 3941963.8),(19 4037784.3),(20 4111670.3),(21 4209969.5),(22 4326570.5),(23 4453166),(24 4576366.5),(25 4678156.5),(26 4753624.5),(27 4799293),(28 4826218.5),(29 4807753.5),(30 4764806.5),(31 4706300),(32 4640295.5),(33 4564901.5),(34 4468734),(35 4367589.5),(36 4258548.5),(37 4151999),(38 4055535),(39 3966841.5),(40 3896234),(41 3839656.3),(42 3801979.5),(43 3781184.8),(44 3766884.5),(45 3782712.8),(46 3806346.5),(47 3853258.5),(48 3929531.3),(49 4026208),(50 4139121),(51 4273685.5),(52 4405533),(53 4534583.5),(54 4648392.5),(55 4740826),(56 4820209.5),(57 4885490),(58 4926499.5),(59 4954175),(60 4972864),(61 4978557),(62 4970439.5),(63 4983357),(64 5004730),(65 5035213),(66 5068934),(67 5106715),(68 5148259),(69 5181178.5),(70 5225175.5),(71 5267920.5),(72 5312883),(73 5341509.5),(74 5377428),(75 5421763),(76 5486742.5),(77 5564413),(78 5669472.5),(79 5792549.5),
(1 63256.957),(2 235208.17),(3 490757.47),(4 796287.2),(5 1120120.6),(6 1453170),(7 1781430.4),(8 2094578),(9 2388088),(10 2632060.8),(11 2817177),(12 2934846.3),(13 3010245),(14 3069076),(15 3128568.3),(16 3204322.8),(17 3308816),(18 3435245.3),(19 3571668.3),(20 3686146.8),(21 3842885.3),(22 4015105.8),(23 4184475.8),(24 4341165),(25 4473976.5),(26 4559770.5),(27 4594179.5),(28 4582868),(29 4533548.5),(30 4466554),(31 4384063),(32 4299779),(33 4209241.5),(34 4111107.3),(35 4023452.3),(36 3939683.8),(37 3847472.8),(38 3759390.8),(39 3684481.8),(40 3623496),(41 3568346.3),(42 3528826.8),(43 3487830),(44 3441332),(45 3417562),(46 3379802.8),(47 3351527.3),(48 3328403.3),(49 3310956),(50 3303470),(51 3310380),(52 3327544.8),(53 3351178.3),(54 3377721.3),(55 3407704.8),(56 3447145),(57 3490682.8),(58 3532586.8),(59 3578566.8),(60 3628348),(61 3695703.3),(62 3772729),(63 3889400),(64 4019558.3),(65 4169667),(66 4326197.5),(67 4486027),(68 4634070.5),(69 4773523),(70 4888371.5),(71 4965066.5),(72 5000272.5),(73 5002540.5),(74 5008800.5),(75 5031560),(76 5070757.5),(77 5122472.5),(78 5199378),(79 5275781.5),
(1 67592.516),(2 248752.69),(3 512120.56),(4 821474),(5 1143763.6),(6 1465982.8),(7 1776483.4),(8 2055483.9),(9 2289978.5),(10 2467459.3),(11 2597927),(12 2671610.8),(13 2723110),(14 2764869),(15 2815982),(16 2880675.8),(17 2973408.8),(18 3092506),(19 3229697.3),(20 3350299.8),(21 3518196.8),(22 3685899.5),(23 3840239.3),(24 3976486.8),(25 4066491.5),(26 4103221.8),(27 4105328.3),(28 4093771),(29 4068639.3),(30 4037454.8),(31 4007053),(32 3977078.5),(33 3941566),(34 3920283),(35 3915173.8),(36 3906398),(37 3905229),(38 3907969.5),(39 3902784.3),(40 3887953.3),(41 3862966.5),(42 3825033),(43 3769467.8),(44 3693866.3),(45 3643610.3),(46 3572538.3),(47 3508896.8),(48 3452604.5),(49 3392922),(50 3340133),(51 3287839.3),(52 3249653.8),(53 3230547.3),(54 3241867.5),(55 3291342),(56 3383166.8),(57 3505762.5),(58 3652395.8),(59 3804272.8),(60 3953894.5),(61 4096367.8),(62 4235508),(63 4382699.5),(64 4529463.5),(65 4677952),(66 4820604.5),(67 4952885.5),(68 5054915),(69 5156201.5),(70 5207431.5),(71 5213069),(72 5186552.5),(73 5131514.5),(74 5073847.5),(75 5038096),(76 5015483),(77 5011888.5),(78 5020159.5),(79 5030624.5),
(1 66975.41),(2 245661.48),(3 503323.6),(4 805564.9),(5 1123388.1),(6 1431354.8),(7 1719864.1),(8 1966227),(9 2168191),(10 2321741.5),(11 2434145.3),(12 2495513.5),(13 2533061),(14 2564735.8),(15 2614273),(16 2692258.5),(17 2803451.5),(18 2948152.8),(19 3116384.8),(20 3264104),(21 3443885),(22 3619726.5),(23 3775763.8),(24 3910641.3),(25 4009685.5),(26 4080930.5),(27 4129240.8),(28 4174018.3),(29 4211486),(30 4246187.5),(31 4286040.5),(32 4322925),(33 4351156),(34 4368424.5),(35 4371429),(36 4358841.5),(37 4335383.5),(38 4297852.5),(39 4242211.5),(40 4180983.3),(41 4115390),(42 4044946),(43 3978493.5),(44 3915339),(45 3861879.8),(46 3819594.5),(47 3784042.5),(48 3753206.8),(49 3715179.5),(50 3679241),(51 3647928),(52 3632475.8),(53 3633212.8),(54 3656230.8),(55 3705486),(56 3784107.5),(57 3877821),(58 3984379.3),(59 4083170),(60 4188334.8),(61 4297464.5),(62 4411524.5),(63 4519984.5),(64 4614965),(65 4682476),(66 4730014),(67 4756087.5),(68 4752423.5),(69 4730963),(70 4684083),(71 4621091),(72 4554885.5),(73 4476434),(74 4393959),(75 4313391.5),(76 4233216),(77 4170261),(78 4122832.8),(79 4081701.8),
(1 56901.547),(2 207208.78),(3 422011),(4 678992.56),(5 953931.6),(6 1224801.5),(7 1475115.3),(8 1683622.6),(9 1850609.5),(10 1963821.1),(11 2038745),(12 2088182.5),(13 2139183),(14 2206650.3),(15 2294216.5),(16 2405672.3),(17 2533150),(18 2672039.8),(19 2818486.3),(20 2946073.3),(21 3084885),(22 3210182.5),(23 3326014.8),(24 3439161.3),(25 3538836.8),(26 3625623),(27 3696756.3),(28 3760600.5),(29 3817449.5),(30 3862993.5),(31 3906223.8),(32 3936856),(33 3944174.3),(34 3924718.8),(35 3881203.5),(36 3821077.8),(37 3752230.8),(38 3682324.5),(39 3610510.5),(40 3547525),(41 3498681),(42 3470806.3),(43 3462835.8),(44 3465851.3),(45 3460818),(46 3461457),(47 3450886.3),(48 3436703.8),(49 3406511.8),(50 3369702),(51 3339076.3),(52 3324455),(53 3323937.8),(54 3345456.5),(55 3381436.8),(56 3429332.8),(57 3480028.8),(58 3532732.8),(59 3593636.8),(60 3658745.3),(61 3727904.5),(62 3797947),(63 3867643.8),(64 3926174.8),(65 3975581.3),(66 4013278),(67 4035832.5),(68 4041040.5),(69 4048430.3),(70 4049693.3),(71 4047978),(72 4048880),(73 4045806.8),(74 4043878.5),(75 4020340.8),(76 3978780.5),(77 3932082.8),(78 3878621.8),(79 3818065.8),
(1 50749.88),(2 183618.23),(3 372074.38),(4 595349.2),(5 834361.06),(6 1067639.1),(7 1277689.4),(8 1449516.3),(9 1583749.3),(10 1686354),(11 1772644.1),(12 1852506.4),(13 1939641.1),(14 2042930.6),(15 2162376),(16 2296109.3),(17 2438130.3),(18 2580105.5),(19 2720229),(20 2844739.3),(21 2965587.8),(22 3072943),(23 3165500.8),(24 3238587.5),(25 3287468.8),(26 3315322.8),(27 3333258.5),(28 3349673),(29 3364198.3),(30 3372945),(31 3378351),(32 3373236.3),(33 3350765),(34 3311787.8),(35 3252930.8),(36 3179151.5),(37 3085023),(38 2992964.5),(39 2909979),(40 2851003.5),(41 2811793.5),(42 2801323.5),(43 2809437.5),(44 2829388.8),(45 2838787),(46 2865295.8),(47 2889923.8),(48 2906778.8),(49 2906267),(50 2899605.5),(51 2895920.3),(52 2907399.5),(53 2929086.3),(54 2967742.3),(55 3009981.3),(56 3060703.5),(57 3121903),(58 3180872.5),(59 3236092),(60 3281531.3),(61 3328092.8),(62 3370208.5),(63 3407283),(64 3433126.3),(65 3441687.8),(66 3437169.5),(67 3410331.5),(68 3378371.3),(69 3356404),(70 3334981.5),(71 3311599.5),(72 3290291.8),(73 3260940),(74 3216206.5),(75 3155027.3),(76 3082800),(77 3015696),(78 2952877),(79 2896884.8),
(1 48342.582),(2 171995.28),(3 345503.28),(4 550022.06),(5 763880.9),(6 972519.44),(7 1164547.6),(8 1333214.8),(9 1479790.3),(10 1615062.6),(11 1733330.5),(12 1834478.3),(13 1926206.5),(14 2016914.5),(15 2119507.3),(16 2220915),(17 2329988.5),(18 2428662.3),(19 2519184.3),(20 2601656.5),(21 2682360.5),(22 2754510),(23 2811814.8),(24 2847614.3),(25 2857879.3),(26 2851759.5),(27 2835775.5),(28 2818279.8),(29 2795127.8),(30 2764109.5),(31 2728473),(32 2692590.5),(33 2649815.8),(34 2600351.8),(35 2540902.8),(36 2475304.3),(37 2398837.8),(38 2328233.8),(39 2270359.3),(40 2234225),(41 2215328),(42 2222957),(43 2249610.8),(44 2286718.8),(45 2310328),(46 2357797.5),(47 2401196.3),(48 2440796.3),(49 2472974.8),(50 2497860.8),(51 2529044.3),(52 2564339.8),(53 2604650.5),(54 2648638),(55 2686718.5),(56 2721288.8),(57 2751842.3),(58 2768602),(59 2785300.5),(60 2807378.8),(61 2835294.5),(62 2874144.5),(63 2925191),(64 2975872.5),(65 3021242),(66 3047662.5),(67 3050455.3),(68 3037970.5),(69 3017796.3),(70 2975804.8),(71 2914414.8),(72 2847435.5),(73 2761064.3),(74 2673397),(75 2600584.8),(76 2538203.3),(77 2490023.8),(78 2442224.5),(79 2407886.5),
(1 45075.59),(2 158734.84),(3 316358.06),(4 499262.38),(5 685610.3),(6 863009.5),(7 1019908.9),(8 1150283.8),(9 1256675.5),(10 1351805),(11 1428327.3),(12 1493765.6),(13 1555307.6),(14 1612334.4),(15 1662890.5),(16 1700653.4),(17 1740212.9),(18 1768288.5),(19 1794182),(20 1819372.3),(21 1846277.1),(22 1880846),(23 1923537.8),(24 1970922.1),(25 2016188.9),(26 2058010.9),(27 2091708.4),(28 2120953.8),(29 2145709.8),(30 2161106.3),(31 2166790.5),(32 2160710.3),(33 2144913.3),(34 2120281.8),(35 2084296.3),(36 2049418.9),(37 2016377.3),(38 1993990.5),(39 1981004.9),(40 1982218.8),(41 1991841.5),(42 2015845.5),(43 2046773.4),(44 2082713.5),(45 2113812),(46 2139877.8),(47 2162691),(48 2181656.3),(49 2192059.3),(50 2190237.3),(51 2181930),(52 2165521),(53 2151031.8),(54 2138429.5),(55 2132814.5),(56 2124758.8),(57 2113036.5),(58 2102961),(59 2093480.8),(60 2086503.8),(61 2086075.6),(62 2098869.8),(63 2128099.8),(64 2169487.8),(65 2220835.3),(66 2278147),(67 2336560),(68 2388205),(69 2421868.5),(70 2446465.5),(71 2442715.3),(72 2413934.3),(73 2355902.5),(74 2292052.8),(75 2235646.8),(76 2177245.3),(77 2120474.8),(78 2065490.1),(79 2021827),
(1 42238.207),(2 148941.58),(3 292644),(4 452297.75),(5 609163.7),(6 753839.5),(7 876400),(8 973449.4),(9 1048258.5),(10 1104662.8),(11 1152796),(12 1198954.3),(13 1248233),(14 1297613.9),(15 1345406.8),(16 1390854),(17 1444235.5),(18 1492676),(19 1542287.5),(20 1595428.1),(21 1659539.1),(22 1740952.5),(23 1846441.3),(24 1959267),(25 2069383),(26 2164617.5),(27 2242535.8),(28 2300911.5),(29 2339371),(30 2360230),(31 2362990.8),(32 2354864.3),(33 2338260.3),(34 2318432.3),(35 2286943.3),(36 2252753),(37 2215748.5),(38 2182023.3),(39 2151390.8),(40 2129720.5),(41 2117395),(42 2122168.3),(43 2139629),(44 2165364),(45 2174206.5),(46 2190875.5),(47 2202008),(48 2201384),(49 2184438.5),(50 2154291),(51 2116328.3),(52 2074914.6),(53 2037337.5),(54 2008588.3),(55 1990130.8),(56 1983583.3),(57 1980484.1),(58 1983006.5),(59 1989124.1),(60 2002929.8),(61 2022736),(62 2049671.5),(63 2076209),(64 2100873.8),(65 2122802.5),(66 2146229),(67 2162150.5),(68 2175770.3),(69 2187137.5),(70 2188828),(71 2166324.5),(72 2127539),(73 2076377.8),(74 2018747.1),(75 1954585.1),(76 1891783.9),(77 1838398.5),(78 1800748.3),(79 1779807.4),
(1 42878.316),(2 150894.66),(3 296642.16),(4 455771.9),(5 609900.9),(6 750051.56),(7 869249.25),(8 967126.6),(9 1044989.06),(10 1097493.3),(11 1137548.4),(12 1167813.1),(13 1195901),(14 1228331.3),(15 1266009.3),(16 1303760.3),(17 1347975.6),(18 1394870.6),(19 1445392.4),(20 1490519.8),(21 1556886),(22 1640622.6),(23 1729637.1),(24 1810770.6),(25 1879801.1),(26 1932385.8),(27 1971605.3),(28 1998115.5),(29 2012562.4),(30 2010674.8),(31 2004564.8),(32 1998081.5),(33 1987782.9),(34 1969758.5),(35 1938503.1),(36 1905848.3),(37 1869902.8),(38 1840094),(39 1816344),(40 1803887.8),(41 1807571.8),(42 1825066.6),(43 1853527.8),(44 1889482.4),(45 1921073.8),(46 1954738.4),(47 1976809.8),(48 1978332.8),(49 1960062.3),(50 1922311.1),(51 1882054.5),(52 1838296),(53 1798902.8),(54 1761144.1),(55 1728831),(56 1704936.6),(57 1683012.1),(58 1668733.3),(59 1662477.9),(60 1669478.3),(61 1689342.8),(62 1720603),(63 1755626.4),(64 1783322.6),(65 1801294.5),(66 1809201.5),(67 1809366),(68 1798324),(69 1792742.4),(70 1764535),(71 1720142),(72 1672603.6),(73 1620314.8),(74 1573345.1),(75 1532962.6),(76 1503680),(77 1483162.1),(78 1468458),(79 1460686.9),
(1 43561.188),(2 156295.8),(3 309591.84),(4 481269.1),(5 655224.44),(6 821938.56),(7 972800),(8 1104085.3),(9 1207737.4),(10 1282757.6),(11 1337447.4),(12 1377238.3),(13 1406495.4),(14 1423732.6),(15 1431187.6),(16 1422811.6),(17 1407576.9),(18 1383378),(19 1366274.5),(20 1353835.3),(21 1356839.5),(22 1375165.9),(23 1405966.6),(24 1446946.8),(25 1491779.4),(26 1538519.8),(27 1581412.4),(28 1614276.8),(29 1638556.4),(30 1652008.5),(31 1655378),(32 1652824.6),(33 1644421.3),(34 1630923.3),(35 1616116.6),(36 1601947),(37 1582373.5),(38 1563549.3),(39 1547306),(40 1541172.6),(41 1552171.9),(42 1580007.1),(43 1621434),(44 1665614.8),(45 1703244.1),(46 1730462.6),(47 1742805.6),(48 1737232.5),(49 1719290.3),(50 1688662),(51 1656878.1),(52 1619292.1),(53 1582569),(54 1543498),(55 1509720.3),(56 1482870.6),(57 1461010),(58 1436604.8),(59 1412152.8),(60 1400149.5),(61 1408847.4),(62 1432408.6),(63 1460320),(64 1484155.6),(65 1495363.4),(66 1504532.6),(67 1508656.3),(68 1505957),(69 1495353.6),(70 1475325.3),(71 1447537.1),(72 1413594.1),(73 1375095.6),(74 1343775),(75 1333315.9),(76 1335539.4),(77 1338738.6),(78 1342435),(79 1339969.1),
(1 42523.953),(2 148422.94),(3 287376.72),(4 438752.34),(5 593617.25),(6 741997.2),(7 878876.1),(8 995609.44),(9 1084770.5),(10 1152316.9),(11 1205380.8),(12 1248361.5),(13 1285732.9),(14 1316352),(15 1333977.3),(16 1335773.5),(17 1331852),(18 1317681),(19 1307302.8),(20 1300252.6),(21 1302394.4),(22 1315801.8),(23 1336098.6),(24 1356444.6),(25 1382953),(26 1410331),(27 1436122.8),(28 1458837.3),(29 1479242),(30 1491195.8),(31 1488578.5),(32 1476321.9),(33 1453917),(34 1427578.5),(35 1401012.4),(36 1367600.5),(37 1332004.6),(38 1295043.8),(39 1262984.5),(40 1243188.6),(41 1235868.9),(42 1244672.4),(43 1267727.5),(44 1290622.6),(45 1305930.5),(46 1317553.1),(47 1319202.8),(48 1308258.6),(49 1295701.5),(50 1282030.5),(51 1271904.3),(52 1264574.9),(53 1259026.4),(54 1256627.3),(55 1264303),(56 1282423.5),(57 1300874.3),(58 1314287),(59 1329833.4),(60 1354038.9),(61 1387289.1),(62 1416094.9),(63 1441867.5),(64 1460027.5),(65 1465891.3),(66 1466634.9),(67 1454926.8),(68 1431418.5),(69 1406352),(70 1370859.4),(71 1332299.5),(72 1293802.6),(73 1260344.4),(74 1237885.1),(75 1227604.3),(76 1224530.9),(77 1213601.6),(78 1199259.4),(79 1180639.3),
(1 41163.914),(2 139520.28),(3 263936.47),(4 392198.47),(5 511866),(6 615417.6),(7 695702.44),(8 750578.8),(9 783433.5),(10 803045.4),(11 814814.25),(12 829268.06),(13 851337.2),(14 879709.9),(15 900885.9),(16 914957.56),(17 925942.44),(18 930313.9),(19 933149.75),(20 941314.6),(21 952882.6),(22 968392.75),(23 990535.56),(24 1017883.75),(25 1050620.4),(26 1080908),(27 1104492),(28 1122259.8),(29 1131124.1),(30 1128179.1),(31 1110246.1),(32 1080696.6),(33 1046416.2),(34 1014368.75),(35 987482.06),(36 966439.06),(37 952952.56),(38 946020.75),(39 952613.2),(40 970532.94),(41 993982.9),(42 1026241.9),(43 1061212.1),(44 1083203.9),(45 1094190.4),(46 1084845),(47 1057769.4),(48 1023596.25),(49 998005.3),(50 988221.1),(51 994692.4),(52 1009649),(53 1028220.75),(54 1046041.7),(55 1062171.9),(56 1073233.8),(57 1084120.1),(58 1097845.1),(59 1116173.6),(60 1138806.5),(61 1165176.8),(62 1185246.3),(63 1198545),(64 1202174.8),(65 1195115.9),(66 1175364.1),(67 1147685.8),(68 1120015.1),(69 1093790.9),(70 1066386.4),(71 1035457.75),(72 1001356.4),(73 975046.5),(74 966461.7),(75 971975.25),(76 984413),(77 989668.75),(78 983320.75),(79 973084.06),
(1 40627.47),(2 137590.5),(3 261559.95),(4 386735.9),(5 497823.25),(6 584513.75),(7 643436.4),(8 676707.7),(9 695359.4),(10 708991.25),(11 719886.4),(12 733660.56),(13 749933),(14 769184.6),(15 782276),(16 784928.9),(17 782356.06),(18 778046.06),(19 776191.44),(20 779348.7),(21 781794.75),(22 794227.75),(23 817924.06),(24 843038.9),(25 863140.9),(26 877668.06),(27 884421.06),(28 888138.25),(29 884110.4),(30 872082.5),(31 852100.8),(32 831580.25),(33 814435.94),(34 800278.94),(35 794858.9),(36 794712.56),(37 807227.44),(38 834461.75),(39 870353.94),(40 907329.9),(41 939998.25),(42 964291.75),(43 973867.1),(44 964588.7),(45 951872.7),(46 921657.44),(47 892675.94),(48 870529.9),(49 858065.1),(50 858569.06),(51 870757.5),(52 882785.1),(53 889284),(54 882026.7),(55 869630.5),(56 852529.25),(57 842512.8),(58 842752.7),(59 853565.25),(60 867342.56),(61 890749.75),(62 921037.94),(63 949732.7),(64 969902.94),(65 978414.56),(66 975007.44),(67 969724.06),(68 968895.2),(69 967995.1),(70 974324.8),(71 976203.2),(72 971080.06),(73 967476.4),(74 971551.2),(75 980712),(76 991179.4),(77 992091.94),(78 978181.1),(79 965308.9),
(1 36678.367),(2 124085.18),(3 233469.52),(4 339068.25),(5 425281.6),(6 486503.34),(7 526912.75),(8 550486.8),(9 565611.44),(10 577909.4),(11 590077.6),(12 606176.25),(13 624250.75),(14 640652.06),(15 647864.94),(16 643503.1),(17 633110.9),(18 621770.1),(19 610972.44),(20 605295),(21 603642.75),(22 614047.56),(23 633814.75),(24 658413.94),(25 683945.9),(26 704630.9),(27 722200.56),(28 735032.6),(29 741444),(30 736698.25),(31 722734.2),(32 709602.9),(33 697476),(34 689266.8),(35 686098.9),(36 690136.5),(37 700802.06),(38 718754.56),(39 735819.6),(40 750110.56),(41 759877.25),(42 763623.4),(43 758162.5),(44 743443.5),(45 725512.56),(46 705821.44),(47 697584.6),(48 696525.06),(49 703936),(50 717128.8),(51 734447.75),(52 748701.9),(53 752564.25),(54 739893.44),(55 721130.2),(56 698570.5),(57 685482.06),(58 680964.7),(59 685487.44),(60 699176.8),(61 729379.3),(62 773308.6),(63 819176.9),(64 854323.44),(65 882124.8),(66 900074.06),(67 908721.44),(68 912336.56),(69 915880.44),(70 926404.25),(71 936223),(72 945562.3),(73 954697.75),(74 964591.44),(75 978154.1),(76 990422.56),(77 994341.9),(78 991763.56),(79 988198.06),
(1 36012.797),(2 121940.69),(3 226861.4),(4 322438.44),(5 395714.75),(6 445221.63),(7 476605.06),(8 493955.25),(9 503398.25),(10 511805.9),(11 525712.9),(12 549336.5),(13 578843.6),(14 602984),(15 612696),(16 605197.4),(17 584596.9),(18 558687.44),(19 538990.1),(20 530398.3),(21 532865.56),(22 547036.44),(23 567535.75),(24 588918.44),(25 607956.6),(26 621719.9),(27 630858.4),(28 640177.8),(29 646382.7),(30 643202.75),(31 633180),(32 621327.56),(33 609002.56),(34 601339.44),(35 600121.9),(36 608149.25),(37 618120.5),(38 628577.75),(39 635670.56),(40 637825.6),(41 637516.94),(42 635711.5),(43 632778.1),(44 629255.5),(45 620981.9),(46 619600.7),(47 621087.7),(48 618061),(49 617795.7),(50 622875.2),(51 634804.6),(52 648292.9),(53 658102.8),(54 667073.44),(55 674496.9),(56 680262.7),(57 690663.7),(58 705457.06),(59 720946.56),(60 733220.9),(61 748457.6),(62 768286.25),(63 782379.7),(64 790511.6),(65 796133.7),(66 796126.75),(67 786405.7),(68 770873.94),(69 757102.94),(70 749360.25),(71 747797.44),(72 756070.94),(73 771748.8),(74 788935.9),(75 803135.3),(76 817428.75),(77 827612.7),(78 830829.7),(79 833556.94),
(1 36126.1),(2 119548.336),(3 217187.6),(4 306282.13),(5 378175.78),(6 430942.53),(7 465605.28),(8 486708.88),(9 501922.63),(10 518852.2),(11 544047.7),(12 574138.56),(13 603741.3),(14 622569.7),(15 627804.2),(16 620920.75),(17 606693.6),(18 590630.8),(19 578077.5),(20 572320.7),(21 569188.4),(22 575884),(23 590720.44),(24 605898.4),(25 618973.7),(26 626101.8),(27 629932.56),(28 634117.1),(29 633190.4),(30 623523.3),(31 606838.06),(32 585761.94),(33 567894.4),(34 559805.7),(35 563496.6),(36 578890.6),(37 600361.06),(38 624876.06),(39 647035.6),(40 663998.9),(41 674723.3),(42 679786.94),(43 683561.7),(44 683261.9),(45 674073.1),(46 666572.7),(47 656196.7),(48 647358.6),(49 640479),(50 635351.3),(51 631708.06),(52 624468.56),(53 617271.2),(54 616957.94),(55 623866.75),(56 639734.2),(57 661767.4),(58 688069.75),(59 709694.1),(60 722322.2),(61 730668.06),(62 733665.1),(63 727879.06),(64 714899.56),(65 701282.56),(66 689293.9),(67 679062.56),(68 674272.25),(69 670278.9),(70 671645.1),(71 676822.3),(72 683916.06),(73 690107.8),(74 696531.8),(75 702360.6),(76 708522.25),(77 710180.7),(78 705110.1),(79 700995.1),
