1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1457.1864),(2 3659.1548),(3 5456.504),(4 6491.479),(5 7099.227),(6 7354.4067),(7 7200.883),(8 7043.3423),(9 7024.3955),(10 7094.1157),(11 7262.8164),(12 7490.366),(13 7699.3413),(14 7870.8706),(15 7907.0166),(16 7928.899),(17 7986.6646),(18 8079.823),(19 8207.275),(20 8216.21),(21 8224.645),(22 8205.828),(23 8149.4946),(24 8123.519),(25 8153.1396),(26 8171.7036),(27 8182.9873),(28 8228.265),(29 8170.395),(30 8222.136),(31 8342.7295),(32 8431.412),(33 8483.582),(34 8468.21),(35 8340.323),(36 8138.2275),(37 7952.301),(38 7898.386),(39 7890.3423),(40 7853.9067),(41 7853.1113),(42 7868.883),(43 7947.392),(44 8010.319),(45 8075.704),(46 8217.088),(47 8516.007),(48 8768.678),(49 8913.198),(50 8969.072),(51 8942.049),(52 8955.747),(53 8876.874),(54 8769.015),(55 8611.476),(56 8509.127),(57 8489.104),(58 8534.238),(59 8578.529),(60 8632.014),(61 8768.902),(62 8893.907),(63 8953.716),(64 8801.554),(65 8643.1),(66 8513.393),(67 8435.626),(68 8359.656),(69 8332.776),(70 8398.968),(71 8477.325),(72 8482.29),(73 8408.866),(74 8347.353),(75 8393.053),(76 8404.91),(77 8470.325),(78 8517.754),(79 8598.704),
(1 1403.4553),(2 3494.7283),(3 5148.143),(4 6020.0933),(5 6527.0854),(6 6726.901),(7 6592.274),(8 6428.1143),(9 6418.3535),(10 6511.643),(11 6750.86),(12 7020.8916),(13 7156.9575),(14 7234.91),(15 7144.0557),(16 7094.721),(17 7094.1235),(18 7269.1147),(19 7474.567),(20 7543.2964),(21 7614.452),(22 7607.125),(23 7502.567),(24 7499.965),(25 7629.3115),(26 7812.901),(27 7965.1626),(28 8015.3545),(29 8000.384),(30 8070.524),(31 8059.891),(32 8021.158),(33 7998.0986),(34 7980.993),(35 7916.7373),(36 7820.286),(37 7779.8657),(38 7808.9443),(39 7886.244),(40 7917.219),(41 7896.3804),(42 7811.2827),(43 7894.339),(44 7994.1094),(45 8130.019),(46 8330.579),(47 8542.454),(48 8688.829),(49 8768.446),(50 8788.323),(51 8768.029),(52 8830.297),(53 8918.258),(54 8938.298),(55 8841.531),(56 8796.975),(57 8811.597),(58 8835.397),(59 8827.602),(60 8732.378),(61 8597.357),(62 8549.629),(63 8560.916),(64 8510.142),(65 8493.759),(66 8605.778),(67 8710.838),(68 8532.415),(69 8221.928),(70 8026.5557),(71 7992.6685),(72 7998.6533),(73 8068.409),(74 8174.841),(75 8443.402),(76 8582.725),(77 8599.155),(78 8569.085),(79 8430.041),
(1 1400.3453),(2 3518.277),(3 5076.699),(4 5813.53),(5 6211.415),(6 6368.446),(7 6288.2773),(8 6214.521),(9 6270.466),(10 6412.1807),(11 6681.4595),(12 6966.8535),(13 7158.586),(14 7213.4404),(15 7183.6997),(16 7147.7397),(17 7185.842),(18 7335.936),(19 7554.554),(20 7749.015),(21 7885.83),(22 7973.5938),(23 7961.6133),(24 7916.5273),(25 7885.4795),(26 7891.078),(27 7872.5815),(28 7837.5977),(29 7841.9014),(30 7899.908),(31 7887.993),(32 7877.7773),(33 7877.3105),(34 7839.2686),(35 7678.755),(36 7538.749),(37 7437.1167),(38 7397.8086),(39 7376.0747),(40 7364.4346),(41 7342.3667),(42 7302.9126),(43 7383.0493),(44 7592.1445),(45 7900.374),(46 8043.632),(47 8058.6035),(48 8081.881),(49 8072.0083),(50 8114.665),(51 8114.5825),(52 8085.672),(53 8088.2773),(54 8164.64),(55 8206.6875),(56 8195.233),(57 8083.8027),(58 8019.1694),(59 8022.466),(60 8121.472),(61 8260.086),(62 8410.904),(63 8488.657),(64 8446.648),(65 8273.942),(66 8067.0825),(67 7892.2925),(68 7847.798),(69 7883.8647),(70 7999.2593),(71 8140.0664),(72 8200.526),(73 8168.4727),(74 8105.4556),(75 8040.406),(76 7961.1035),(77 8005.6563),(78 8131.1343),(79 8292.754),
(1 1288.9535),(2 3182.6765),(3 4617.553),(4 5339.412),(5 5812.9175),(6 5992.067),(7 5838.834),(8 5725.0063),(9 5803.7163),(10 5921.478),(11 6069.4897),(12 6281.392),(13 6427.868),(14 6463.877),(15 6501.8145),(16 6467.522),(17 6460.598),(18 6572.001),(19 6732.27),(20 6862.6743),(21 6981.925),(22 7147.7144),(23 7215.897),(24 7109.7983),(25 6946.3477),(26 6884.0195),(27 6921.5815),(28 6973.8),(29 7143.598),(30 7338.386),(31 7410.98),(32 7376.459),(33 7304.7944),(34 7260.6055),(35 7104.942),(36 6986.9097),(37 6955.5396),(38 7017.9756),(39 7039.3047),(40 7073.182),(41 7199.9814),(42 7310.369),(43 7302.0073),(44 7323.42),(45 7374.575),(46 7392.813),(47 7339.5522),(48 7360.829),(49 7491.3726),(50 7651.23),(51 7691.363),(52 7650.516),(53 7544.8306),(54 7500.3506),(55 7321.788),(56 7195.9297),(57 7183.6563),(58 7238.953),(59 7279.782),(60 7259.27),(61 7281.767),(62 7360.6177),(63 7412.332),(64 7452.5034),(65 7414.9453),(66 7435.824),(67 7527.5596),(68 7567.2686),(69 7555.9365),(70 7572.5757),(71 7529.322),(72 7446.5693),(73 7398.958),(74 7394.6074),(75 7424.016),(76 7489.229),(77 7565.0146),(78 7640.1147),(79 7630.5396),
(1 1283.8533),(2 3174.539),(3 4660.1406),(4 5543.718),(5 6107.8384),(6 6251.3794),(7 6087.367),(8 5832.158),(9 5743.5713),(10 5775.2397),(11 5906.1357),(12 6110.4644),(13 6291.751),(14 6431.644),(15 6557.157),(16 6627.6646),(17 6634.364),(18 6755.9707),(19 6808.12),(20 6760.076),(21 6705.749),(22 6642.182),(23 6595.256),(24 6535.6694),(25 6443.629),(26 6507.2295),(27 6614.864),(28 6663.1353),(29 6724.1113),(30 6780.1055),(31 6793.892),(32 6814.147),(33 6744.6743),(34 6729.398),(35 6734.1787),(36 6798.043),(37 6864.3574),(38 6934.8687),(39 6971.1),(40 7005.3223),(41 7045.942),(42 7089.2817),(43 7178.078),(44 7239.499),(45 7201.291),(46 7249.424),(47 7397.4185),(48 7497.8125),(49 7389.757),(50 7264.0195),(51 7184.5625),(52 7163.781),(53 7136.9214),(54 7188.9136),(55 7159.1577),(56 7090.3613),(57 7010.7515),(58 6965.9604),(59 6991.9683),(60 6927.6343),(61 6851.658),(62 6927.4634),(63 7039.7905),(64 7025.155),(65 6944.4375),(66 6946),(67 6987.2295),(68 6954.2446),(69 6860.586),(70 6798.3174),(71 6823.1353),(72 6918.4873),(73 7078.082),(74 7175.6865),(75 7262.3696),(76 7336.316),(77 7405.8037),(78 7343.9077),(79 7209.5737),
(1 1270.5715),(2 3146.431),(3 4669.311),(4 5677.888),(5 6262.7085),(6 6357.648),(7 6131.8813),(8 5874.255),(9 5689.6733),(10 5636.7075),(11 5755.356),(12 5931.289),(13 6172.314),(14 6421.6455),(15 6616.511),(16 6722.255),(17 6756.3506),(18 6791.776),(19 6869.0513),(20 6843.9536),(21 6789.459),(22 6739.565),(23 6695.621),(24 6663.177),(25 6590.978),(26 6599.5938),(27 6602.314),(28 6597.5664),(29 6558.5747),(30 6452.0537),(31 6425.3975),(32 6483.9844),(33 6625.6255),(34 6747.036),(35 6806.6445),(36 6778.903),(37 6677.3496),(38 6613.893),(39 6632.212),(40 6751.9697),(41 6880.4844),(42 6977.0693),(43 7046.0034),(44 7171.011),(45 7238.9463),(46 7269.0913),(47 7188.1846),(48 7062.414),(49 6964.6943),(50 7018.161),(51 7174.5957),(52 7187.947),(53 7066.299),(54 6920.7476),(55 6782.725),(56 6680.2305),(57 6672.188),(58 6695.1167),(59 6738.2),(60 6781.415),(61 6819.9946),(62 6834.493),(63 6871.5786),(64 6895.0254),(65 6847.46),(66 6897.3413),(67 6969.129),(68 6949.227),(69 6798.2793),(70 6730.14),(71 6693.891),(72 6674.018),(73 6734.7866),(74 6828.5938),(75 6986.5015),(76 7082.3164),(77 7129.4224),(78 7127.585),(79 7054.8213),
(1 1263.841),(2 3069.7717),(3 4486.66),(4 5345.2944),(5 5888.817),(6 5995.5264),(7 5824.598),(8 5575.039),(9 5349.394),(10 5319.84),(11 5570.6865),(12 5800.7715),(13 6026.2573),(14 6189.5303),(15 6104.0996),(16 5982.53),(17 5926.322),(18 6001.0938),(19 6071.481),(20 6185.805),(21 6320.4155),(22 6391.7915),(23 6376.473),(24 6301.289),(25 6224.5845),(26 6280.588),(27 6435.844),(28 6608.169),(29 6766.6504),(30 6871.7617),(31 6862.894),(32 6817.5996),(33 6694.2554),(34 6515.7896),(35 6382.83),(36 6221.205),(37 6144.6904),(38 6196.0396),(39 6370.6704),(40 6569.1343),(41 6727.1484),(42 6882.089),(43 6931.0024),(44 6876.2065),(45 6765.58),(46 6685.727),(47 6728.9834),(48 6846.218),(49 6992.489),(50 7015.548),(51 6999.044),(52 6940.882),(53 6905.8403),(54 6958.956),(55 7041.7837),(56 7013.9795),(57 6947.8013),(58 6895.397),(59 6894.1895),(60 6958.0103),(61 6914.924),(62 6854.2515),(63 6859.755),(64 6902.243),(65 6926.309),(66 6962.9136),(67 6994.8457),(68 6955.5103),(69 6830.4746),(70 6713.715),(71 6611.317),(72 6552.9487),(73 6526.2715),(74 6492.196),(75 6507.384),(76 6493.7495),(77 6529.3936),(78 6564.5313),(79 6601.398),
(1 1197.2411),(2 2840.6245),(3 4110.1514),(4 4878.0337),(5 5404.369),(6 5649.157),(7 5598.8174),(8 5595.3486),(9 5560.3027),(10 5684.9497),(11 5930.1396),(12 6104.8657),(13 6230.286),(14 6258.7813),(15 6189.473),(16 6089.767),(17 6069.563),(18 6140.0435),(19 6162.9727),(20 6236.5615),(21 6289.889),(22 6315.445),(23 6341.033),(24 6321.3457),(25 6274.197),(26 6307.266),(27 6405.8257),(28 6561.9087),(29 6650.4463),(30 6642.0015),(31 6572.1987),(32 6551.5825),(33 6517.8657),(34 6525.3613),(35 6564.1465),(36 6538.558),(37 6589.4517),(38 6627.5884),(39 6615.2837),(40 6632.3276),(41 6654.443),(42 6662.165),(43 6722.578),(44 6792.294),(45 6862.428),(46 6925.687),(47 6924.5728),(48 6943.8765),(49 6926.4346),(50 6867.67),(51 6860.694),(52 6892.7656),(53 6917.9937),(54 6899.1274),(55 6776.4146),(56 6648.991),(57 6670.709),(58 6743.0806),(59 6838.9863),(60 6926.081),(61 6922.6807),(62 6845.131),(63 6744.306),(64 6659.734),(65 6578.8345),(66 6527.1445),(67 6519.731),(68 6501.961),(69 6390.827),(70 6259.1147),(71 6167.0513),(72 6188.8755),(73 6250.1567),(74 6309.076),(75 6330.971),(76 6345.182),(77 6390.5776),(78 6403.607),(79 6305.241),
(1 1132.6774),(2 2686.5325),(3 3907.2063),(4 4668.032),(5 5222.0083),(6 5434.102),(7 5358.238),(8 5339.3745),(9 5318.3945),(10 5365.57),(11 5478.316),(12 5624.0913),(13 5846.7056),(14 5992.6567),(15 5931.358),(16 5806.9985),(17 5685.594),(18 5619.4907),(19 5672.497),(20 5825.519),(21 5959.781),(22 6042.6284),(23 5987.358),(24 5869.539),(25 5789.3535),(26 5727.8086),(27 5719.8193),(28 5797.872),(29 5817.238),(30 5797.8335),(31 5816.4927),(32 5858.698),(33 5798.3296),(34 5808.4204),(35 5901.812),(36 5975.356),(37 5991.604),(38 5957.3203),(39 5963.971),(40 6128.588),(41 6263.799),(42 6333.522),(43 6359.876),(44 6397.371),(45 6407.532),(46 6443.893),(47 6475.662),(48 6431.3545),(49 6355.6123),(50 6325.2095),(51 6358.175),(52 6283.704),(53 6201.7427),(54 6273.8086),(55 6418.56),(56 6426.3735),(57 6460.558),(58 6516.4365),(59 6523.106),(60 6429.785),(61 6290.553),(62 6194.5684),(63 6168.639),(64 6272.2236),(65 6387.2773),(66 6450.954),(67 6443.689),(68 6445.0596),(69 6337.517),(70 6126.4277),(71 5868.025),(72 5695.266),(73 5702.7046),(74 5835.549),(75 5958.9614),(76 6019.5024),(77 6087.2246),(78 6027.0044),(79 5891.2256),
(1 1179.2179),(2 2758.9556),(3 3901.302),(4 4563.231),(5 5103.3394),(6 5364.318),(7 5377.964),(8 5432.388),(9 5458.9526),(10 5618.75),(11 5714.99),(12 5756.4063),(13 5888.166),(14 5972.6343),(15 5928.696),(16 5886.592),(17 5946.2007),(18 6015.3027),(19 6091.2417),(20 6202.62),(21 6265.243),(22 6262.662),(23 6211.105),(24 6157.4375),(25 6149.9385),(26 6234.389),(27 6280.9307),(28 6374.642),(29 6449.246),(30 6443.966),(31 6401),(32 6384.145),(33 6280.661),(34 6152.647),(35 6082.4272),(36 6145.2275),(37 6188.4688),(38 6231.6587),(39 6275.8755),(40 6336.295),(41 6437.5313),(42 6583.158),(43 6673.441),(44 6697.5825),(45 6669.9937),(46 6757.713),(47 6813.754),(48 6847.4404),(49 6839.647),(50 6839.5356),(51 6844.0913),(52 6880.073),(53 6883.0615),(54 6892.266),(55 6878.0854),(56 6840.813),(57 6830.047),(58 6842.2305),(59 6841.0654),(60 6793.1396),(61 6706.473),(62 6578.7217),(63 6463.1533),(64 6437.6436),(65 6488.037),(66 6608.378),(67 6684.233),(68 6678.248),(69 6577.8525),(70 6456.932),(71 6309.3433),(72 6163.976),(73 6094.529),(74 6104.223),(75 6024.804),(76 6015.8545),(77 6088.18),(78 6148.321),(79 6216.17),
(1 1050.1431),(2 2373.3433),(3 3248.4937),(4 3727.304),(5 4107.4385),(6 4331.7617),(7 4482.551),(8 4662.2627),(9 4802.7056),(10 4866.5313),(11 4953.6714),(12 5035.823),(13 5084.1113),(14 5061.8525),(15 5059.586),(16 5105.261),(17 5155.6816),(18 5092.1235),(19 4990.545),(20 4965.9175),(21 4981.527),(22 5063.417),(23 5094.079),(24 5169.856),(25 5259.541),(26 5371.1636),(27 5360.9766),(28 5359.3545),(29 5397.3813),(30 5442.542),(31 5496.3384),(32 5494.402),(33 5473.079),(34 5436.387),(35 5417.4585),(36 5464.7876),(37 5495.1177),(38 5469.5166),(39 5501.575),(40 5586.099),(41 5571.9414),(42 5549.51),(43 5609.483),(44 5701.3364),(45 5750.7324),(46 5739.3154),(47 5705.3604),(48 5716.7324),(49 5792.6885),(50 5877.5474),(51 5930.625),(52 5941.902),(53 5911.537),(54 5822.4766),(55 5773.526),(56 5813.461),(57 5857.457),(58 5873.8955),(59 5873.66),(60 5862.5186),(61 5839.6333),(62 5781.0435),(63 5677.9067),(64 5697.2153),(65 5708.0464),(66 5653.046),(67 5616.112),(68 5579.3794),(69 5551.6943),(70 5502.79),(71 5430.407),(72 5381.6133),(73 5444.624),(74 5477.849),(75 5476.6167),(76 5466.813),(77 5494.6777),(78 5523.4727),(79 5515.192),
(1 1038.2985),(2 2365.2688),(3 3267.369),(4 3819.284),(5 4239.0947),(6 4461.07),(7 4510.9883),(8 4572.6426),(9 4588.7583),(10 4673.8853),(11 4730.8765),(12 4784.7314),(13 4874.8086),(14 4944.648),(15 4974.233),(16 5082.067),(17 5184.3022),(18 5246.7915),(19 5225.2104),(20 5217.1064),(21 5176.73),(22 5165.7905),(23 5156.188),(24 5131.5557),(25 5016.034),(26 4964.051),(27 4965.71),(28 5020.648),(29 5096.661),(30 5181.8975),(31 5249.069),(32 5239.964),(33 5288.249),(34 5316.7793),(35 5286.819),(36 5238.442),(37 5266.6055),(38 5297.069),(39 5294.2153),(40 5381.0044),(41 5390.578),(42 5424.5254),(43 5495.257),(44 5518.9546),(45 5544.304),(46 5575.803),(47 5555.931),(48 5507.281),(49 5499.8833),(50 5562.486),(51 5584.524),(52 5544.5586),(53 5626.4033),(54 5687.662),(55 5710.447),(56 5700.581),(57 5670.57),(58 5627.214),(59 5641.326),(60 5732.282),(61 5816.7524),(62 5815.1504),(63 5651.5083),(64 5517.758),(65 5475.352),(66 5464.478),(67 5527.5317),(68 5555.1025),(69 5542.86),(70 5501.106),(71 5489.9175),(72 5520.012),(73 5536.4385),(74 5496.895),(75 5448.746),(76 5372.6387),(77 5337.1475),(78 5299.0967),(79 5319.6265),
(1 987.19025),(2 2221.3171),(3 3061.6252),(4 3591.4602),(5 4005.7073),(6 4255.237),(7 4341.345),(8 4328.747),(9 4251.9326),(10 4235.4165),(11 4242.547),(12 4294.2373),(13 4463.3667),(14 4576.327),(15 4666.733),(16 4685.889),(17 4745.6206),(18 4876.157),(19 4924.803),(20 4919.358),(21 4877.644),(22 4878.204),(23 4824.448),(24 4763.1636),(25 4700.6064),(26 4697.997),(27 4762.773),(28 4858.707),(29 4886.035),(30 4867.6333),(31 4857.61),(32 4833.6597),(33 4829.8057),(34 4799.2896),(35 4815.0273),(36 4869.545),(37 5009.6377),(38 5139.0293),(39 5219.1743),(40 5282.813),(41 5236.9146),(42 5216.997),(43 5281.372),(44 5303.1),(45 5205.1045),(46 5246.96),(47 5299.0127),(48 5307.7886),(49 5300.8423),(50 5301.5596),(51 5330.7256),(52 5393.21),(53 5384),(54 5383.2593),(55 5425.5854),(56 5443.156),(57 5493.0347),(58 5580.2188),(59 5594.9077),(60 5591.786),(61 5519.1294),(62 5492.9204),(63 5471.3315),(64 5486.424),(65 5471.614),(66 5458.674),(67 5464.4385),(68 5447.771),(69 5405.153),(70 5390.661),(71 5431.9404),(72 5443.738),(73 5447.3765),(74 5502.0967),(75 5581.611),(76 5494.429),(77 5407.235),(78 5320.952),(79 5276.895),
(1 977.4726),(2 2257.4985),(3 3205.349),(4 3753.0461),(5 4069.1921),(6 4130.1353),(7 4076.07),(8 4027.448),(9 3991.0447),(10 4061.7024),(11 4183.523),(12 4271.444),(13 4345.0967),(14 4400.6563),(15 4433.417),(16 4448.8677),(17 4436.8066),(18 4483.3687),(19 4494.992),(20 4486.711),(21 4524.9136),(22 4539.5967),(23 4605.62),(24 4666.5835),(25 4723.062),(26 4787.091),(27 4853.235),(28 4783.908),(29 4700.6504),(30 4665.346),(31 4575.74),(32 4483.531),(33 4482.4644),(34 4532.263),(35 4561.265),(36 4594.791),(37 4668.8467),(38 4723.1953),(39 4770.265),(40 4768.37),(41 4731.4272),(42 4708.144),(43 4752.15),(44 4816.2324),(45 4909.907),(46 5029.9497),(47 5112.8843),(48 5080.8716),(49 5025.677),(50 4956.7666),(51 4908.115),(52 4969.378),(53 5026.631),(54 5049.6533),(55 5059.1587),(56 5036.9775),(57 5018.0635),(58 5036.0313),(59 5059.0806),(60 5061.809),(61 5054.26),(62 5088.6055),(63 5114.1914),(64 5159.044),(65 5139.6733),(66 5190.537),(67 5225.927),(68 5188.867),(69 5067.372),(70 4997.949),(71 5075.857),(72 5124.104),(73 5113.3433),(74 5083.548),(75 5077.7065),(76 5062.6763),(77 4993.4),(78 4953.4424),(79 4964.455),
(1 972.5077),(2 2225.7793),(3 3245.8696),(4 3924.2703),(5 4387.9146),(6 4532.8203),(7 4496.7666),(8 4451.329),(9 4425.593),(10 4490.239),(11 4591.845),(12 4680.7715),(13 4758.3115),(14 4789.207),(15 4790.018),(16 4805.1865),(17 4742.763),(18 4754.605),(19 4772.036),(20 4807.232),(21 4848.2534),(22 4904.8325),(23 4953.698),(24 5034.5757),(25 5056.7905),(26 5031.009),(27 5033.787),(28 4981.3066),(29 4983.2188),(30 4989.607),(31 5022.7686),(32 5025.088),(33 4960.948),(34 4874.49),(35 4808.2793),(36 4742.592),(37 4712.751),(38 4766.8105),(39 4830.369),(40 4856.7305),(41 4914.1904),(42 5017.4146),(43 5083.5806),(44 5155.3086),(45 5204.2837),(46 5270.9653),(47 5286.2485),(48 5289.548),(49 5269.077),(50 5261.1006),(51 5279.9185),(52 5251.587),(53 5213.174),(54 5254.372),(55 5304.829),(56 5306.66),(57 5251.4985),(58 5266.792),(59 5333.0576),(60 5313.8774),(61 5243.8804),(62 5225.566),(63 5172.798),(64 5145.0654),(65 5156.488),(66 5204.6953),(67 5232.515),(68 5207.049),(69 5181.035),(70 5144.0244),(71 5077.8604),(72 4992.04),(73 4892.606),(74 4773.824),(75 4730.0156),(76 4735.322),(77 4726.3257),(78 4744.382),(79 4863.9536),
(1 971.84216),(2 2254.9028),(3 3288.7917),(4 3982.967),(5 4339.74),(6 4363.2505),(7 4169.3037),(8 3999.2085),(9 3902.1558),(10 3924.771),(11 4070.9714),(12 4266.4624),(13 4399.0127),(14 4430.88),(15 4460.9263),(16 4464.4663),(17 4466.5586),(18 4487.886),(19 4473.273),(20 4427.2666),(21 4484.461),(22 4500.7026),(23 4519.914),(24 4575.9224),(25 4588.799),(26 4541.574),(27 4533.3613),(28 4494.979),(29 4522.7715),(30 4613.575),(31 4701.963),(32 4730.644),(33 4670.735),(34 4578.3706),(35 4500.722),(36 4392.392),(37 4296.66),(38 4344.231),(39 4424.388),(40 4519.377),(41 4574.321),(42 4677.982),(43 4803.2896),(44 4919.785),(45 4929.71),(46 4977.046),(47 5065.808),(48 5085.988),(49 5036.04),(50 4926.12),(51 4887.099),(52 4882.7456),(53 4884.4077),(54 4947.8745),(55 4911.72),(56 4883.462),(57 4906.4214),(58 4916.254),(59 4990.641),(60 5024.726),(61 4970.849),(62 4937.565),(63 4923.681),(64 4894.6987),(65 4802.433),(66 4766.583),(67 4824.7266),(68 4801.3765),(69 4787.889),(70 4772.0127),(71 4763.866),(72 4771.07),(73 4752.837),(74 4669.5005),(75 4684.127),(76 4676.9),(77 4600.184),(78 4588.38),(79 4625.0513),
(1 989.3206),(2 2310.2327),(3 3384.7847),(4 4035.7092),(5 4296.6533),(6 4220.176),(7 3970.557),(8 3785.1895),(9 3707.674),(10 3755.2256),(11 3978.2078),(12 4225.8213),(13 4311.0913),(14 4321.835),(15 4320.6543),(16 4275.4834),(17 4312.402),(18 4456.829),(19 4556.9194),(20 4554.616),(21 4517.863),(22 4481.925),(23 4441.682),(24 4518.473),(25 4611.581),(26 4639.673),(27 4648.068),(28 4585.933),(29 4544.2583),(30 4533.111),(31 4538.621),(32 4505.312),(33 4415.1094),(34 4406.5044),(35 4415.6694),(36 4399.9854),(37 4360.4106),(38 4372.2544),(39 4436.5835),(40 4491.379),(41 4479.629),(42 4618.3306),(43 4739.6924),(44 4779.6655),(45 4749.196),(46 4745.6416),(47 4821.598),(48 4878.6914),(49 4916.237),(50 4880.527),(51 4888.8413),(52 4854.774),(53 4822.3784),(54 4845.478),(55 4911.0234),(56 4978.077),(57 4968.72),(58 4933.177),(59 4873.749),(60 4845.612),(61 4888.88),(62 4947.915),(63 4999.044),(64 4983.873),(65 4949.0635),(66 4941.5557),(67 4920.0664),(68 4795.1255),(69 4608.844),(70 4464.5513),(71 4457.062),(72 4551.743),(73 4683.0146),(74 4720.53),(75 4704.2837),(76 4625.542),(77 4595.2173),(78 4583.417),(79 4590.1353),
