1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17659.686),(2 46870.813),(3 79923.93),(4 120837.22),(5 171979.58),(6 224080.77),(7 293979.16),(8 384323.16),(9 449568),(10 525092.8),(11 625627.56),(12 708068.5),(13 756629.25),(14 842475.7),(15 892961.56),(16 936597.5),(17 981804.44),(18 1047788.5),(19 1099057.6),(20 1198151.1),(21 1264354.6),(22 1327111.6),(23 1386123.8),(24 1456935.6),(25 1552306.4),(26 1639484),(27 1711579.1),(28 1838862.1),(29 1957042.4),(30 2069921.4),(31 2163977),(32 2271586.3),(33 2350756),(34 2442115),(35 2531897.5),(36 2632389.8),(37 2726735.8),(38 2812483),(39 2893768.8),(40 2970374.8),(41 3141488.8),(42 3235669.3),(43 3318097.8),(44 3419276.8),(45 3521837),(46 3621210.3),(47 3772822.8),(48 3892543),(49 4001789.8),(50 4101929.3),(51 4135121.3),(52 4152084),(53 4194371.5),(54 4214916.5),(55 4236594.5),(56 4319355),(57 4415134.5),(58 4530093.5),(59 4660266),(60 4841679.5),(61 4987553.5),(62 5128271.5),(63 5298339.5),(64 5451492.5),(65 5575262),(66 5737514.5),(67 5872354),(68 5958241.5),(69 6050374.5),(70 6140809.5),(71 6206655.5),(72 6321668),(73 6549212),(74 6806024),(75 7026505.5),(76 7275563.5),(77 7541754.5),(78 7756119.5),(79 7941409.5),
(1 20069.623),(2 74373.24),(3 148371.84),(4 244023.89),(5 351686.28),(6 468322.7),(7 596729.94),(8 733550.8),(9 871261.4),(10 1014453.2),(11 1160157.3),(12 1345331.8),(13 1519748.1),(14 1696687.3),(15 1871067.5),(16 2044246.3),(17 2223821.3),(18 2397734.5),(19 2562645.5),(20 2762521.8),(21 2897871.5),(22 3005200),(23 3080097.8),(24 3134844.5),(25 3165603.5),(26 3171056.8),(27 3156831.3),(28 3103140.3),(29 3060787.3),(30 3015869.5),(31 2963847.8),(32 2912951.3),(33 2866686),(34 2816251.8),(35 2771262.8),(36 2736498.8),(37 2714180.8),(38 2700963.8),(39 2701276.8),(40 2703796),(41 2734530),(42 2766522.8),(43 2809886),(44 2864697.5),(45 2922924.8),(46 2986260.8),(47 3056288.8),(48 3126746.8),(49 3196491.5),(50 3266827.5),(51 3329478.3),(52 3386180.8),(53 3431590),(54 3463421.3),(55 3499102.5),(56 3532996.8),(57 3552852.3),(58 3565622.5),(59 3571684.8),(60 3572722.8),(61 3570203.3),(62 3565193),(63 3567925.5),(64 3572859.3),(65 3591242.5),(66 3620634.8),(67 3662016),(68 3703110.3),(69 3739076.8),(70 3762150),(71 3783911.8),(72 3808150),(73 3818268.5),(74 3822018),(75 3813642.5),(76 3796797.3),(77 3771660.5),(78 3745691.3),(79 3710939.5),
(1 29014.13),(2 106712.625),(3 217380.92),(4 362858.78),(5 535426.44),(6 728528),(7 940957.94),(8 1168759.4),(9 1406348.4),(10 1648604.1),(11 1893499.4),(12 2181476.3),(13 2450101.8),(14 2706920.8),(15 2944272),(16 3172794.8),(17 3390515.3),(18 3583234.3),(19 3737465),(20 3918972),(21 4013599.3),(22 4067468),(23 4075038),(24 4054556.8),(25 4005468.8),(26 3939906),(27 3852769),(28 3728496.8),(29 3616546),(30 3515190.8),(31 3418007.3),(32 3334091.3),(33 3260822),(34 3204933.3),(35 3156944.3),(36 3119601.3),(37 3102896),(38 3091097),(39 3093980.8),(40 3116389.3),(41 3176102.8),(42 3242224),(43 3318174.8),(44 3401860.3),(45 3484706),(46 3564558.3),(47 3666789.3),(48 3756420.3),(49 3841607.8),(50 3936990.8),(51 4014797.3),(52 4082324),(53 4124758),(54 4145773),(55 4148797),(56 4105114),(57 4054094.3),(58 3977103.8),(59 3893832.8),(60 3797520.8),(61 3704237),(62 3607603),(63 3498105.8),(64 3421380.3),(65 3364041.8),(66 3324921),(67 3309842.3),(68 3305874.8),(69 3308249),(70 3313926.3),(71 3323140.8),(72 3341505.8),(73 3365469.3),(74 3386354.8),(75 3403226.8),(76 3411839.3),(77 3420988.3),(78 3431463.3),(79 3439966.3),
(1 22586.186),(2 91042.19),(3 184979.98),(4 304495.63),(5 449503.3),(6 606237.75),(7 778488.3),(8 958666.75),(9 1145606.9),(10 1330279.3),(11 1506068.8),(12 1689136.5),(13 1859513.6),(14 2021941),(15 2163022.8),(16 2293619),(17 2412129.5),(18 2521245),(19 2600397),(20 2697936.8),(21 2750816.8),(22 2778683.5),(23 2777684.3),(24 2760229),(25 2735893.5),(26 2697669),(27 2655009.5),(28 2605672.3),(29 2572907.8),(30 2550235.8),(31 2534699.8),(32 2530393.3),(33 2542001.5),(34 2562552.5),(35 2586408.8),(36 2608571),(37 2641644),(38 2659265),(39 2668517),(40 2682334),(41 2685627),(42 2692494),(43 2698431.3),(44 2699102.5),(45 2699529.5),(46 2693115),(47 2683568.8),(48 2679259),(49 2684062.5),(50 2701476.5),(51 2720398.8),(52 2734036.3),(53 2742174.5),(54 2745668.5),(55 2743720.3),(56 2727515.8),(57 2716894),(58 2697865.3),(59 2687293),(60 2672257.3),(61 2653300.8),(62 2634663.8),(63 2650014.5),(64 2646420.8),(65 2645662.5),(66 2643043),(67 2640889),(68 2645177.5),(69 2641975),(70 2641123.8),(71 2636175.8),(72 2639987.3),(73 2647657.3),(74 2672195.3),(75 2702951.8),(76 2741893),(77 2781508.5),(78 2827622),(79 2883168.8),
(1 21466.203),(2 83511.02),(3 170544.08),(4 282501.1),(5 415600.3),(6 561458.25),(7 717749.4),(8 887062.4),(9 1059680.4),(10 1237865.6),(11 1422187.9),(12 1622893.6),(13 1797521.6),(14 1964895.3),(15 2093493.6),(16 2206384.8),(17 2315379),(18 2408193),(19 2462712.3),(20 2506699),(21 2535485),(22 2546904.3),(23 2542509),(24 2529649.5),(25 2505478),(26 2473577),(27 2438800),(28 2405045),(29 2375886.3),(30 2348479),(31 2327520.8),(32 2313287),(33 2296369),(34 2277512.8),(35 2260923),(36 2243540.8),(37 2232801),(38 2216859.5),(39 2198492),(40 2181151.8),(41 2164923.3),(42 2147067.8),(43 2136668.3),(44 2131531.8),(45 2136764.8),(46 2145191.5),(47 2162849.5),(48 2195377),(49 2238739),(50 2300113.5),(51 2372353.8),(52 2457933.3),(53 2536560),(54 2612855),(55 2687375.8),(56 2754684.5),(57 2820920.3),(58 2876256.3),(59 2928158),(60 2952989),(61 2954157),(62 2939066),(63 2878152.8),(64 2835299.3),(65 2787408),(66 2743697.3),(67 2705249.3),(68 2672158.5),(69 2644760),(70 2632929),(71 2630629.3),(72 2645542),(73 2682129.3),(74 2726171),(75 2777242.5),(76 2838895.8),(77 2898685.5),(78 2965055.8),(79 3034470),
(1 22998.063),(2 89683.89),(3 182103.14),(4 299813.06),(5 433318.22),(6 577425.25),(7 729569.25),(8 889488.1),(9 1054880.1),(10 1222224.1),(11 1387199.3),(12 1555953.5),(13 1695248.3),(14 1820179.9),(15 1927385.1),(16 2017883.5),(17 2097214.8),(18 2154939),(19 2189114.8),(20 2205255.3),(21 2213666.3),(22 2210329.8),(23 2197934.8),(24 2175014.3),(25 2150862.8),(26 2123639.5),(27 2101193.3),(28 2072024.8),(29 2049375.8),(30 2025737.6),(31 2003545.4),(32 1989016.1),(33 1978793.1),(34 1972469.4),(35 1975800.3),(36 1984081.5),(37 2006630.6),(38 2028220.5),(39 2055736.5),(40 2086593.5),(41 2111925.8),(42 2130067),(43 2149548),(44 2161329.3),(45 2175653.8),(46 2190049.8),(47 2201390.8),(48 2215748.5),(49 2226557),(50 2248142),(51 2267979),(52 2289117.5),(53 2297864),(54 2298176.3),(55 2301834.8),(56 2323579),(57 2349332.3),(58 2376922.8),(59 2399301),(60 2412970.3),(61 2414576.5),(62 2410079.5),(63 2371096.5),(64 2345203),(65 2317799.8),(66 2290851.5),(67 2258199.5),(68 2229134.8),(69 2195689.8),(70 2164387.8),(71 2132132),(72 2107563.5),(73 2091725.6),(74 2080308.5),(75 2081911.1),(76 2098287.8),(77 2122264),(78 2161762.8),(79 2221654.3),
(1 28532.45),(2 107859.8),(3 221029.33),(4 369315.13),(5 535712.94),(6 716622.4),(7 907066.7),(8 1104801.3),(9 1303901.8),(10 1498793.4),(11 1681824.9),(12 1869132.5),(13 2015446.4),(14 2142728.8),(15 2244685.3),(16 2318127.8),(17 2368208.8),(18 2397148.8),(19 2397554.8),(20 2382676),(21 2365975),(22 2343546.3),(23 2321087.3),(24 2296731.3),(25 2276077.5),(26 2255323.5),(27 2239897.5),(28 2226819.5),(29 2211585.5),(30 2191311.3),(31 2165215.8),(32 2143798.8),(33 2125782),(34 2112978.8),(35 2106906.5),(36 2106876.3),(37 2108765.5),(38 2103517.5),(39 2092813.9),(40 2082818.5),(41 2055472.4),(42 2038687.9),(43 2023248.5),(44 2010745.6),(45 2008389.5),(46 2016899.8),(47 2041811.5),(48 2050119.6),(49 2060252.3),(50 2072999.3),(51 2092679.8),(52 2120202.3),(53 2144563),(54 2161583.3),(55 2174340.5),(56 2203597),(57 2221678.8),(58 2234457.3),(59 2247250.8),(60 2255914.3),(61 2261718.5),(62 2265505.8),(63 2261375.5),(64 2271298.3),(65 2286139.3),(66 2306277.5),(67 2324238.5),(68 2344840.3),(69 2359263.5),(70 2371496),(71 2378437.8),(72 2384821.5),(73 2393789.5),(74 2398804),(75 2407381.5),(76 2419203.8),(77 2427733),(78 2443043),(79 2468843.3),
(1 25623.95),(2 93716.55),(3 189496.03),(4 312914.72),(5 448551.38),(6 595636.75),(7 748167.5),(8 906809.3),(9 1062057.8),(10 1209404.3),(11 1346998.3),(12 1485107.4),(13 1597635.4),(14 1695701.9),(15 1774919.3),(16 1834911.6),(17 1875449.9),(18 1897163.9),(19 1895075.1),(20 1867537.8),(21 1840396.4),(22 1802588.6),(23 1762282.9),(24 1722589.6),(25 1686229.9),(26 1648747.9),(27 1616331.1),(28 1577009.1),(29 1543894.9),(30 1517871.9),(31 1495500.5),(32 1488448.3),(33 1486997.1),(34 1492603),(35 1500346.8),(36 1507913.8),(37 1509101),(38 1515781.1),(39 1522033.1),(40 1531117.9),(41 1544714.6),(42 1557882.4),(43 1573792),(44 1587964.1),(45 1601924.3),(46 1617873),(47 1641277.4),(48 1653066.6),(49 1668433.3),(50 1680828.4),(51 1689792.9),(52 1696249.8),(53 1702447.5),(54 1706023.5),(55 1707834.5),(56 1711776.8),(57 1711214.4),(58 1710991.5),(59 1714751.3),(60 1724643.1),(61 1741859.4),(62 1765772.8),(63 1824491.9),(64 1873400.1),(65 1920902.5),(66 1963880.8),(67 2005341.6),(68 2034172),(69 2054331.8),(70 2061103.9),(71 2061938.1),(72 2060674.3),(73 2059462.8),(74 2064815),(75 2069975),(76 2086543.6),(77 2109133.8),(78 2127334.3),(79 2157762.8),
(1 25806.447),(2 95347.375),(3 191791.67),(4 315497.8),(5 453159.8),(6 596417.4),(7 745461.9),(8 899898.2),(9 1050210.1),(10 1188261.8),(11 1315205.1),(12 1441191.8),(13 1535215),(14 1606868.9),(15 1655559),(16 1688435.1),(17 1702857.8),(18 1700382.8),(19 1688619.1),(20 1660383.1),(21 1639021.4),(22 1616091.1),(23 1595235.9),(24 1577781.5),(25 1566486.3),(26 1550579.4),(27 1540528.9),(28 1520751.1),(29 1503150.1),(30 1487299.9),(31 1469496.8),(32 1451139.1),(33 1437695.1),(34 1429633.9),(35 1427067.6),(36 1427355.4),(37 1419075.8),(38 1418909.4),(39 1422332.3),(40 1424448),(41 1432989.1),(42 1439409.3),(43 1444874.1),(44 1446989.9),(45 1450662),(46 1453915.6),(47 1464941.6),(48 1475053.4),(49 1488186.3),(50 1506080.1),(51 1525543.8),(52 1532342.5),(53 1541259.4),(54 1539929.8),(55 1541511.8),(56 1529456.8),(57 1515174),(58 1496882),(59 1480300.8),(60 1467170.4),(61 1460019.4),(62 1463127.3),(63 1500034.6),(64 1543742.3),(65 1587413.1),(66 1630016.9),(67 1665427),(68 1685705.3),(69 1701982.3),(70 1705788.4),(71 1702824.3),(72 1685156),(73 1653283.9),(74 1628163.6),(75 1610778.4),(76 1601127.8),(77 1595474),(78 1595825.8),(79 1599594.5),
(1 23997.65),(2 89435.984),(3 177335.7),(4 287765.34),(5 412921.9),(6 547240.94),(7 687845.75),(8 836554.94),(9 986350.9),(10 1134766.9),(11 1279168.3),(12 1439759.8),(13 1558782.1),(14 1660413.8),(15 1730991.3),(16 1779951.4),(17 1800893.5),(18 1800724.1),(19 1777824),(20 1704719.1),(21 1641892.8),(22 1571286.3),(23 1501054.3),(24 1435816.1),(25 1382844.8),(26 1339024.6),(27 1307098.5),(28 1280769),(29 1262351.9),(30 1247637.4),(31 1238213),(32 1236050.6),(33 1233024.5),(34 1236073),(35 1240616.4),(36 1251401.4),(37 1261160.5),(38 1270537),(39 1283591),(40 1300127.3),(41 1323329.6),(42 1343848.4),(43 1364067.6),(44 1379064.5),(45 1396741.6),(46 1408342.5),(47 1421575.8),(48 1425105.3),(49 1435491.1),(50 1439595),(51 1436728.3),(52 1427046.8),(53 1418115.3),(54 1404405.4),(55 1393529.8),(56 1373791.9),(57 1347828.8),(58 1326015.3),(59 1304132.3),(60 1286689.5),(61 1275959),(62 1274163.9),(63 1282661),(64 1293576.3),(65 1302965.8),(66 1312537.9),(67 1329176.6),(68 1341078.5),(69 1352878.8),(70 1357818),(71 1355493.5),(72 1351188),(73 1325134.8),(74 1304106.5),(75 1286145.5),(76 1270364.9),(77 1254498),(78 1246064.8),(79 1239657.3),
(1 25115.604),(2 95343.664),(3 190938.52),(4 307949.1),(5 435980.53),(6 575314.8),(7 721320.56),(8 868060),(9 1008368.44),(10 1138202.3),(11 1252752.5),(12 1356515.1),(13 1433961.5),(14 1491837),(15 1522884.3),(16 1534588.3),(17 1527817.1),(18 1504423),(19 1473642.8),(20 1434894),(21 1396691),(22 1359624.3),(23 1326000.8),(24 1301500.8),(25 1293511.6),(26 1295453.8),(27 1311259.9),(28 1333566.6),(29 1355628.5),(30 1380484.4),(31 1409708.4),(32 1444532.4),(33 1468152.4),(34 1493860),(35 1511466.6),(36 1524821.8),(37 1522136.9),(38 1512457.3),(39 1498285.9),(40 1479564.8),(41 1447526.3),(42 1421004.4),(43 1388139.5),(44 1356037.6),(45 1327685.9),(46 1298984.8),(47 1272651),(48 1249153.5),(49 1229102.9),(50 1215403),(51 1205220.4),(52 1193643.3),(53 1186699.5),(54 1182649.5),(55 1180057.3),(56 1171327.1),(57 1164682),(58 1162876.8),(59 1165053.3),(60 1171784.9),(61 1185747),(62 1210422),(63 1239373.1),(64 1266308.4),(65 1291752.6),(66 1315513),(67 1341463.5),(68 1360876.9),(69 1376714.8),(70 1385141.6),(71 1384468.3),(72 1380388.5),(73 1374062.3),(74 1365810.8),(75 1356716.4),(76 1342307.4),(77 1324236.8),(78 1307026.5),(79 1296193.5),
(1 25220.781),(2 100925.3),(3 202234.28),(4 325996.94),(5 455931.94),(6 590994),(7 722703.06),(8 848253.94),(9 959367.2),(10 1055519),(11 1138744),(12 1216303.1),(13 1278067.1),(14 1327338.1),(15 1363269.9),(16 1389223.1),(17 1406530.8),(18 1414421.5),(19 1419188),(20 1421128.6),(21 1414834.8),(22 1403670.4),(23 1389478.6),(24 1366962.5),(25 1343229),(26 1319881.1),(27 1299059),(28 1268946.5),(29 1245671.8),(30 1231516.4),(31 1227346.6),(32 1233943.6),(33 1250359.4),(34 1270955),(35 1295369.6),(36 1321474.8),(37 1345519.4),(38 1360435.1),(39 1369121.9),(40 1368814.9),(41 1353343.5),(42 1331570),(43 1298258.3),(44 1258703.5),(45 1217410),(46 1179155),(47 1147547.9),(48 1127515),(49 1124197.9),(50 1136732.6),(51 1153364.8),(52 1173782.8),(53 1198272.6),(54 1220258),(55 1241395.6),(56 1247353.9),(57 1257342.6),(58 1262859.6),(59 1263223.9),(60 1258301.4),(61 1250506.4),(62 1240383.6),(63 1241547.6),(64 1243578),(65 1252147.4),(66 1263354.4),(67 1279432.5),(68 1300605.5),(69 1322878),(70 1342378),(71 1357198.3),(72 1369708.9),(73 1386386.8),(74 1393853.3),(75 1394969.4),(76 1388732.3),(77 1378518.6),(78 1363520.6),(79 1352654),
(1 24270.188),(2 97666.72),(3 197955.11),(4 323203.16),(5 453691.22),(6 590105.8),(7 722787.94),(8 846484.4),(9 954140.1),(10 1045301.3),(11 1115858),(12 1160116.4),(13 1195940.5),(14 1224118.8),(15 1241828.3),(16 1255978.5),(17 1265635.6),(18 1271662.5),(19 1267625.5),(20 1282575.8),(21 1276292.6),(22 1265317.5),(23 1253672),(24 1242521.8),(25 1233030.9),(26 1223776.3),(27 1213353.4),(28 1189221.6),(29 1174599),(30 1167992.4),(31 1171454.5),(32 1189983.3),(33 1222309.5),(34 1264139.9),(35 1314822.9),(36 1369594.6),(37 1423869.8),(38 1458770.3),(39 1476392.8),(40 1476043.5),(41 1443436),(42 1405991.4),(43 1367460.6),(44 1329823),(45 1298255.5),(46 1273636.3),(47 1256041.4),(48 1256467.5),(49 1274419),(50 1305679.1),(51 1338500.1),(52 1370878.3),(53 1399352.1),(54 1415858.8),(55 1419839.4),(56 1405171.5),(57 1378674.9),(58 1345665.5),(59 1311213.9),(60 1279770.1),(61 1254356.5),(62 1239468.4),(63 1240848.5),(64 1252854.9),(65 1270940.3),(66 1293299.5),(67 1315777),(68 1333632.8),(69 1348546.6),(70 1355724.9),(71 1356769.8),(72 1355219.5),(73 1346357.1),(74 1337765.1),(75 1329875.6),(76 1325238.3),(77 1327136.8),(78 1329383.1),(79 1334880.5),
(1 27013.232),(2 97988.81),(3 196864.25),(4 317614.97),(5 441919.44),(6 565473.5),(7 684652.2),(8 790363),(9 882827),(10 962650.8),(11 1026716.75),(12 1080111.5),(13 1108717.5),(14 1124027.9),(15 1123468.5),(16 1119006),(17 1107654.4),(18 1094867.9),(19 1081546),(20 1075825.6),(21 1063709.5),(22 1050338),(23 1042502.25),(24 1038028),(25 1032741.2),(26 1029341.56),(27 1032467.4),(28 1032870.1),(29 1039120.2),(30 1051022.4),(31 1068670.1),(32 1093189.6),(33 1121993.6),(34 1152435.1),(35 1183542),(36 1209604.3),(37 1210666.1),(38 1205221),(39 1187323.4),(40 1166742),(41 1124447.5),(42 1091265.5),(43 1060758.8),(44 1041916.75),(45 1040894.1),(46 1056147.9),(47 1092801.3),(48 1127511.8),(49 1171653.5),(50 1222094.5),(51 1270805.9),(52 1312933.4),(53 1341764.5),(54 1353640.9),(55 1352052.9),(56 1329827.1),(57 1290736.6),(58 1237608),(59 1183866.4),(60 1138086.4),(61 1108593.6),(62 1101934),(63 1122712.9),(64 1137603.1),(65 1157108.5),(66 1175046),(67 1189181.3),(68 1184909),(69 1176081.8),(70 1161413.6),(71 1144054.6),(72 1131091),(73 1122695.5),(74 1128481.4),(75 1151283.5),(76 1178859.5),(77 1215703.5),(78 1258149.3),(79 1298963.9),
(1 28240.777),(2 105876.95),(3 209774),(4 335597.2),(5 466022.84),(6 592964.06),(7 708045.94),(8 807077.6),(9 885453.9),(10 943843.56),(11 982677),(12 999310.25),(13 991973.06),(14 967039.1),(15 931277.94),(16 892935.44),(17 852988.9),(18 819902.56),(19 803283.94),(20 801046.3),(21 800809.25),(22 805029.3),(23 815660.44),(24 831171.3),(25 847085.9),(26 866300.2),(27 893449.06),(28 926097.06),(29 957654.1),(30 988467),(31 1018032.9),(32 1043090.3),(33 1060902.9),(34 1068679.1),(35 1074780.5),(36 1075542.6),(37 1074422.5),(38 1071777.3),(39 1064456.1),(40 1056272.1),(41 1041730.94),(42 1025834.5),(43 1005893),(44 991172.9),(45 989308.25),(46 1004238.3),(47 1036144.7),(48 1076445.3),(49 1127079.4),(50 1186158.8),(51 1246333.3),(52 1304157.1),(53 1348208.1),(54 1374840),(55 1384595.3),(56 1368599),(57 1336587.9),(58 1290423.8),(59 1239485.1),(60 1187604.5),(61 1143345.3),(62 1116729.3),(63 1112115.3),(64 1108205.1),(65 1109721.3),(66 1102638.1),(67 1090872.1),(68 1078240.5),(69 1066728.6),(70 1058584),(71 1055504.9),(72 1055586),(73 1051743.6),(74 1057253.4),(75 1066943.5),(76 1076946.6),(77 1080875.5),(78 1084095.9),(79 1088047.8),
(1 23650.836),(2 88446.266),(3 174416.36),(4 276289.34),(5 382341.72),(6 488150.2),(7 588578.8),(8 678575.2),(9 754550.56),(10 812226.1),(11 852219.56),(12 871207.3),(13 874991.8),(14 868959.6),(15 853809.6),(16 833217.7),(17 809634.7),(18 789181.75),(19 772449.94),(20 774519.75),(21 773632.7),(22 777553.5),(23 787644.2),(24 800678.4),(25 814386.9),(26 827853.75),(27 843318.06),(28 857751.44),(29 868854.25),(30 878384.4),(31 888092.06),(32 895988.9),(33 898808.56),(34 902771.6),(35 907427.8),(36 915449.6),(37 921934.5),(38 926980.06),(39 930346.7),(40 933530.9),(41 936888.6),(42 939466.9),(43 937456),(44 938125.5),(45 943001.6),(46 952937.75),(47 972544.25),(48 989607.8),(49 1006388.25),(50 1025424.06),(51 1042619.1),(52 1057713.5),(53 1061901.1),(54 1054971.9),(55 1036319.2),(56 999084),(57 965183.6),(58 933682.4),(59 905825.25),(60 885961.6),(61 880926.5),(62 888021.1),(63 906243.1),(64 924246.06),(65 939790.56),(66 949252),(67 954446.75),(68 958773.5),(69 963266.9),(70 966461.25),(71 969332.4),(72 968884.25),(73 964066.06),(74 958449.94),(75 953706.56),(76 944104.9),(77 928393.7),(78 907580),(79 883740.2),
(1 23735.691),(2 87983.62),(3 169714.97),(4 266825.88),(5 368109.34),(6 472507.63),(7 572011.06),(8 660199.25),(9 731819.5),(10 785596.2),(11 817965.9),(12 822907.25),(13 814757.7),(14 798216.3),(15 768376.6),(16 736679.9),(17 704602.1),(18 678819.94),(19 665894.9),(20 676574.56),(21 700390),(22 740339.44),(23 791155.8),(24 842542.1),(25 893753.6),(26 934947.6),(27 970866.1),(28 994458.94),(29 1007248.2),(30 1010965.9),(31 1009876.2),(32 1003336.75),(33 991056.7),(34 975359.06),(35 958251.25),(36 941463.6),(37 928052.94),(38 918144.3),(39 906921.9),(40 899483.9),(41 906930.56),(42 913134.1),(43 915348.1),(44 921266.56),(45 931109.3),(46 941365.1),(47 955720),(48 961608.4),(49 962374.4),(50 958988.4),(51 955545.5),(52 950465.7),(53 947346.4),(54 948028.1),(55 948836.2),(56 954242),(57 956373.9),(58 956645.44),(59 956276.9),(60 954796.3),(61 952630.1),(62 949245.25),(63 939815.8),(64 932670.1),(65 926790.56),(66 922092.5),(67 917490.94),(68 910502.94),(69 909015.7),(70 913386.7),(71 918692.4),(72 921505.06),(73 921534.94),(74 929150.94),(75 936134.75),(76 938548.3),(77 937144.1),(78 932111.44),(79 927518.4),
(1 22387.17),(2 80492.97),(3 158906.75),(4 249188.53),(5 339703.66),(6 428269.7),(7 508970.75),(8 579255.94),(9 634963.5),(10 674086.1),(11 699128.7),(12 714250.3),(13 717130.06),(14 714802.25),(15 703522.94),(16 692224.25),(17 678434.7),(18 663247.44),(19 650792.56),(20 641921.44),(21 644788.44),(22 658954.3),(23 683882.56),(24 714511.3),(25 751054.75),(26 787334.94),(27 819509.25),(28 842658.3),(29 860544.9),(30 871432.9),(31 876609.3),(32 871384.4),(33 862998.25),(34 851896.25),(35 842232.25),(36 835852.7),(37 833585.06),(38 832104.06),(39 831482.4),(40 831153.06),(41 835070.25),(42 849328),(43 862944.44),(44 874359.75),(45 884839.94),(46 889349.7),(47 891207.4),(48 888242.7),(49 879672.7),(50 871679.44),(51 866626.7),(52 865448.44),(53 867098.5),(54 869023.6),(55 873917.94),(56 876549.1),(57 877868.7),(58 874271.8),(59 869749.1),(60 866135.44),(61 863213.5),(62 861741.1),(63 865159.44),(64 869615.75),(65 873385.75),(66 876957.3),(67 879636.2),(68 879220.56),(69 876246.56),(70 871238.1),(71 868401.44),(72 867499.44),(73 870010.9),(74 866694.06),(75 869140.56),(76 874079.8),(77 881264.56),(78 885757.06),(79 888237.7),
