1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1284482.6),(2 1485953.1),(3 513305.78),(4 1986681.9),(5 2424543.8),(6 1607201.4),(7 3200139.3),(8 3774000.8),(9 3135193.3),(10 4943810.5),(11 5499031),(12 4961428.5),(13 7014342),(14 7580462),(15 7074334.5),(16 9140571),(17 10081803),(18 9735067),(19 11537677),(20 12151601),(21 11683453),(22 13621967),(23 14487136),(24 14291944),(25 16368637),(26 17484720),(27 17669784),(28 20561816),(29 22148800),(30 22338860),(31 25439566),(32 27157520),(33 27479994),(34 30363214),(35 32064160),(36 32254894),(37 34817052),(38 36026612),(39 35470324),(40 37533510),(41 39025364),(42 38562556),(43 40978684),(44 42558820),(45 41941004),(46 44351356),(47 46451764),(48 46268892),(49 48804100),(50 50957664),(51 50482252),(52 52649010),(53 54414372),(54 54001412),(55 55982830),(56 57686284),(57 56772780),(58 59355468),(59 61342796),(60 60776800),(61 62839180),(62 65054748),(63 64006612),(64 65540850),(65 67728136),(66 66771748),(67 68693280),(68 70793510),(69 69768580),(70 71177480),(71 73487064),(72 72487096),(73 73743304),(74 76025620),(75 74529570),(76 75519670),(77 77942370),(78 76573650),(79 77161464),
(1 151221.34),(2 552796.4),(3 1169958.4),(4 1944441.4),(5 2825934),(6 3793597.3),(7 4798275),(8 5816651.5),(9 6827141.5),(10 7768183.5),(11 8605427),(12 9303343),(13 9926926),(14 10405182),(15 10726954),(16 11000797),(17 11233120),(18 11447062),(19 11729732),(20 12107347),(21 12560217),(22 13061053),(23 13615917),(24 14197338),(25 14789165),(26 15324488),(27 15740889),(28 15988504),(29 16124266),(30 16092959),(31 15875233),(32 15597402),(33 15286831),(34 14885903),(35 14499384),(36 14155443),(37 13884929),(38 13705487),(39 13640026),(40 13692088),(41 13899832),(42 14184513),(43 14551488),(44 14973130),(45 15353469),(46 15680662),(47 15981351),(48 16195684),(49 16341432),(50 16442383),(51 16435659),(52 16368346),(53 16276459),(54 16155356),(55 15993426),(56 15876771),(57 15826628),(58 15787398),(59 15771751),(60 15790086),(61 15825081),(62 15871930),(63 15886901),(64 15949675),(65 15953603),(66 15911341),(67 15874833),(68 15754888),(69 15585521),(70 15362655),(71 15109985),(72 14780402),(73 14383455),(74 13968193),(75 13499706),(76 13045304),(77 12682606),(78 12332193),(79 12008629),
(1 167216.17),(2 620034.7),(3 1297242.4),(4 2131988.3),(5 3047131),(6 3976896),(7 4872194),(8 5707805.5),(9 6438199.5),(10 7036670.5),(11 7500539.5),(12 7835996.5),(13 8082982.5),(14 8282104),(15 8431683),(16 8652879),(17 8995108),(18 9458692),(19 10083201),(20 10905344),(21 11841564),(22 12825041),(23 13771248),(24 14595264),(25 15195409),(26 15577781),(27 15639808),(28 15468960),(29 15097408),(30 14560293),(31 13936901),(32 13355872),(33 12860376),(34 12478533),(35 12287489),(36 12324899),(37 12626016),(38 13168647),(39 13848505),(40 14619588),(41 15471931),(42 16249405),(43 16940678),(44 17574518),(45 17995326),(46 18292478),(47 18465138),(48 18528050),(49 18493952),(50 18391380),(51 18167622),(52 17873950),(53 17559030),(54 17247168),(55 17028560),(56 16885680),(57 16763161),(58 16677129),(59 16592424),(60 16538167),(61 16498172),(62 16463569),(63 16383043),(64 16254445),(65 16033248),(66 15741065),(67 15371329),(68 14901040),(69 14393032),(70 13901797),(71 13390743),(72 12994675),(73 12664739),(74 12394983),(75 12187517),(76 12004739),(77 11910584),(78 11839919),(79 11849492),
(1 202611.02),(2 764073.1),(3 1613350.1),(4 2651029.8),(5 3805984),(6 4966734.5),(7 6013531),(8 6875725),(9 7522846.5),(10 7967133),(11 8224971.5),(12 8236111.5),(13 8139310),(14 7989422),(15 7743594),(16 7571636.5),(17 7533753.5),(18 7697167.5),(19 8088851),(20 8703169),(21 9447962),(22 10216901),(23 10998888),(24 11645286),(25 12066545),(26 12343057),(27 12376411),(28 12194771),(29 11898406),(30 11497988),(31 11039040),(32 10694812),(33 10473668),(34 10371999),(35 10422750),(36 10692689),(37 11143338),(38 11782353),(39 12502039),(40 13265306),(41 14071432),(42 14808983),(43 15435620),(44 16040713),(45 16451099),(46 16719931),(47 16921318),(48 17036378),(49 17094704),(50 17176680),(51 17245484),(52 17316108),(53 17451006),(54 17580200),(55 17743372),(56 17957480),(57 18197274),(58 18404284),(59 18586132),(60 18646078),(61 18536538),(62 18268718),(63 17833930),(64 17271842),(65 16594038),(66 15830838),(67 15063113),(68 14281312),(69 13561021),(70 12937631),(71 12423031),(72 11988163),(73 11657568),(74 11435533),(75 11263436),(76 11172864),(77 11179560),(78 11213530),(79 11277763),
(1 239192.72),(2 881951.7),(3 1812431.4),(4 2908621.5),(5 4076111),(6 5190559.5),(7 6156934.5),(8 6893327.5),(9 7403488.5),(10 7706046),(11 7805021),(12 7764446),(13 7645588.5),(14 7488474),(15 7313842),(16 7237554.5),(17 7318350.5),(18 7594091.5),(19 8001213),(20 8508276),(21 9008139),(22 9414105),(23 9708580),(24 9811152),(25 9689378),(26 9446922),(27 9070119),(28 8559726),(29 8023981.5),(30 7492059.5),(31 7096958.5),(32 6882517),(33 6824311.5),(34 6901255.5),(35 7100775.5),(36 7512817.5),(37 8042854),(38 8601850),(39 9144654),(40 9597604),(41 9964717),(42 10150491),(43 10168993),(44 10104851),(45 9873935),(46 9600614),(47 9304167),(48 9060169),(49 8862582),(50 8747644),(51 8761603),(52 8922981),(53 9198931),(54 9581526),(55 10073306),(56 10576408),(57 11002391),(58 11263665),(59 11401951),(60 11388082),(61 11220621),(62 10960178),(63 10623664),(64 10275320),(65 9886051),(66 9541627),(67 9317354),(68 9124333),(69 9019069),(70 8973538),(71 9018851),(72 9100314),(73 9172655),(74 9255472),(75 9297260),(76 9275255),(77 9254868),(78 9204923),(79 9148772),
(1 184413.48),(2 661397.6),(3 1324483.9),(4 2106321.3),(5 2936555.3),(6 3745436.3),(7 4476402.5),(8 5099756.5),(9 5592906.5),(10 5945268),(11 6196524.5),(12 6380514.5),(13 6551794.5),(14 6718501.5),(15 6903011),(16 7117577.5),(17 7379189.5),(18 7718568.5),(19 8082951),(20 8415908),(21 8682786),(22 8837169),(23 8870130),(24 8794579),(25 8608705),(26 8346909.5),(27 8016441.5),(28 7677743.5),(29 7380010.5),(30 7143110),(31 7023516),(32 7004610.5),(33 7070864.5),(34 7176758.5),(35 7315721),(36 7520057.5),(37 7731854),(38 7935051.5),(39 8085698.5),(40 8165210),(41 8217235),(42 8183600.5),(43 8117840.5),(44 8081974.5),(45 8011007),(46 7971864.5),(47 7990060),(48 8036192),(49 8132867.5),(50 8253705),(51 8391244),(52 8552997),(53 8696359),(54 8822183),(55 8847999),(56 8777721),(57 8649384),(58 8446590),(59 8189174.5),(60 7921405.5),(61 7656972.5),(62 7400229.5),(63 7191577.5),(64 7108200.5),(65 7114801),(66 7226487),(67 7463395),(68 7697729),(69 7969465),(70 8214723),(71 8405782),(72 8526068),(73 8559348),(74 8582424),(75 8573090),(76 8603151),(77 8680735),(78 8747296),(79 8802767),
(1 137487.66),(2 487304.34),(3 974192.9),(4 1519387.1),(5 2074126.9),(6 2620311.5),(7 3133389),(8 3573622.5),(9 3926989.5),(10 4210422.5),(11 4432931.5),(12 4606291.5),(13 4757439),(14 4881829.5),(15 5006469),(16 5148875.5),(17 5304130.5),(18 5461154),(19 5633761),(20 5772573.5),(21 5887711.5),(22 5992823.5),(23 6081562.5),(24 6158733.5),(25 6217734.5),(26 6251933.5),(27 6264506.5),(28 6280839.5),(29 6344419),(30 6429523),(31 6586269),(32 6792959.5),(33 6997703),(34 7185185.5),(35 7343322.5),(36 7554827),(37 7764088),(38 7973352.5),(39 8158794),(40 8256882.5),(41 8288966.5),(42 8271069.5),(43 8217279),(44 8128883),(45 8034431.5),(46 7946741.5),(47 7873314),(48 7770589),(49 7679077),(50 7585543.5),(51 7486585.5),(52 7418638.5),(53 7352829),(54 7299117),(55 7253463.5),(56 7185814),(57 7094536.5),(58 6994718.5),(59 6879461.5),(60 6798061.5),(61 6741064.5),(62 6731199),(63 6781459.5),(64 6904265.5),(65 7052063.5),(66 7221713),(67 7430607.5),(68 7628889),(69 7820910),(70 7982545),(71 8115066.5),(72 8204951.5),(73 8266450),(74 8338014.5),(75 8404758),(76 8498113),(77 8597483),(78 8628722),(79 8616366),
(1 121963.22),(2 421496.97),(3 835069.7),(4 1292974.5),(5 1745975.8),(6 2184966.3),(7 2589118.5),(8 2962650.8),(9 3280538.8),(10 3515332.3),(11 3691019.5),(12 3791941.8),(13 3862518),(14 3940607.8),(15 4037224.3),(16 4197857.5),(17 4356401.5),(18 4465050),(19 4544549.5),(20 4608599),(21 4662946),(22 4740961.5),(23 4812589),(24 4890274),(25 4944249),(26 4949184),(27 4949012.5),(28 4986801),(29 5069545.5),(30 5168025),(31 5357406.5),(32 5519119.5),(33 5609552.5),(34 5655278.5),(35 5664004),(36 5645156),(37 5613169.5),(38 5561463.5),(39 5470544.5),(40 5371674.5),(41 5284338.5),(42 5207932),(43 5129156),(44 5098754),(45 5072589.5),(46 5067863.5),(47 5082500.5),(48 5090426),(49 5105482.5),(50 5121603),(51 5135352.5),(52 5179073),(53 5240489.5),(54 5312485),(55 5355131.5),(56 5398283.5),(57 5449957),(58 5496701),(59 5577879.5),(60 5694954.5),(61 5822387.5),(62 5937665),(63 6016744.5),(64 6100563.5),(65 6192508),(66 6277372),(67 6366679.5),(68 6441974.5),(69 6495132),(70 6516392.5),(71 6514990.5),(72 6471925.5),(73 6400485),(74 6331140),(75 6263102.5),(76 6230089.5),(77 6243769),(78 6256544.5),(79 6279901),
(1 145088.3),(2 513420.13),(3 1018783.25),(4 1562331.1),(5 2076277.4),(6 2537284.5),(7 2904984.8),(8 3183726.5),(9 3364225.3),(10 3486321),(11 3569901),(12 3638190),(13 3734350.5),(14 3869752.3),(15 4030964),(16 4210533),(17 4371011),(18 4474612),(19 4515404.5),(20 4516545),(21 4491670.5),(22 4465364.5),(23 4450855),(24 4462570.5),(25 4501142),(26 4593850),(27 4702276),(28 4839306.5),(29 5001508),(30 5138080.5),(31 5257877.5),(32 5341774),(33 5383278.5),(34 5398413),(35 5413951),(36 5441544),(37 5480329.5),(38 5527893.5),(39 5569448.5),(40 5579062.5),(41 5570939.5),(42 5539515.5),(43 5489483),(44 5442281.5),(45 5366238.5),(46 5283505.5),(47 5201004.5),(48 5137546.5),(49 5086931.5),(50 5065027),(51 5096373.5),(52 5184851),(53 5315655),(54 5483999),(55 5617431.5),(56 5696718.5),(57 5726097.5),(58 5709561),(59 5640166),(60 5540630.5),(61 5424445),(62 5322168),(63 5244272.5),(64 5210679.5),(65 5217720),(66 5257747),(67 5331776.5),(68 5379781),(69 5402380.5),(70 5411633),(71 5416848.5),(72 5415260),(73 5402241),(74 5417693),(75 5435423),(76 5458004.5),(77 5485227),(78 5465381.5),(79 5434544.5),
(1 139541.9),(2 489978.84),(3 962063.5),(4 1460264.5),(5 1917506),(6 2303488.5),(7 2588270.5),(8 2786440),(9 2929870.3),(10 3059227.8),(11 3224355),(12 3431869.5),(13 3701151.5),(14 4006356),(15 4321168.5),(16 4610088),(17 4812802.5),(18 4897259),(19 4896594),(20 4829884.5),(21 4723836),(22 4619584.5),(23 4562081),(24 4589718.5),(25 4663199),(26 4743565),(27 4839548.5),(28 4927797),(29 4983177),(30 4980634),(31 4892947),(32 4745580),(33 4566447.5),(34 4374587),(35 4191693.5),(36 4105105.8),(37 4075072),(38 4104642.3),(39 4186865.3),(40 4253101),(41 4297001.5),(42 4296449.5),(43 4257857),(44 4206842),(45 4127473.8),(46 4073300.3),(47 4062814.8),(48 4110339),(49 4202268.5),(50 4335517),(51 4514799),(52 4722852),(53 4941118),(54 5089231),(55 5126548),(56 5070364),(57 4972187),(58 4816067),(59 4654728),(60 4524291),(61 4444280),(62 4423489.5),(63 4435447),(64 4512704),(65 4589593),(66 4674325),(67 4797897),(68 4870023),(69 4901366.5),(70 4933065),(71 4970458),(72 5000725),(73 5019773),(74 5059964),(75 5079213.5),(76 5112984.5),(77 5152913),(78 5172043),(79 5183819.5),
(1 157801.45),(2 556223.3),(3 1089946.4),(4 1652252.4),(5 2177554.5),(6 2609874),(7 2913047.5),(8 3094368.8),(9 3176350.3),(10 3204819),(11 3234253.5),(12 3286849.8),(13 3374521),(14 3522096.8),(15 3733237.5),(16 3949605.3),(17 4113112.3),(18 4167084),(19 4199380),(20 4216454),(21 4221515),(22 4255665),(23 4355640.5),(24 4522951),(25 4746699),(26 5002974),(27 5279704),(28 5536633),(29 5728973),(30 5813891),(31 5792956.5),(32 5677444),(33 5496200),(34 5288886.5),(35 5090655),(36 4954213.5),(37 4903348.5),(38 4902682),(39 4936438.5),(40 4958161.5),(41 4967529),(42 4933767),(43 4849578.5),(44 4727159.5),(45 4547197),(46 4369678),(47 4236002.5),(48 4136106),(49 4092067.5),(50 4121754),(51 4214097.5),(52 4354385.5),(53 4500354.5),(54 4613693),(55 4696598.5),(56 4747959.5),(57 4769912),(58 4775182.5),(59 4775841.5),(60 4776416.5),(61 4818091),(62 4865449.5),(63 4863542.5),(64 4860317),(65 4839332.5),(66 4810733),(67 4827583),(68 4824862.5),(69 4844901),(70 4885416),(71 4937214.5),(72 4996049.5),(73 5038517),(74 5103204),(75 5164609.5),(76 5208505),(77 5231865),(78 5209623.5),(79 5133430.5),
(1 193574.33),(2 676008.44),(3 1311197.1),(4 1964078.6),(5 2570407.3),(6 3065582),(7 3395716.3),(8 3590827.5),(9 3703504.5),(10 3791777),(11 3897855),(12 4010476),(13 4162558.3),(14 4335427.5),(15 4527909.5),(16 4680668),(17 4708326.5),(18 4602080),(19 4479749),(20 4353563.5),(21 4222119.5),(22 4153077),(23 4193312),(24 4356863),(25 4595099.5),(26 4851342),(27 5078236.5),(28 5221636),(29 5278584.5),(30 5186546.5),(31 4988554),(32 4726360.5),(33 4447862.5),(34 4194611),(35 4006070.5),(36 3934493.3),(37 3983315.3),(38 4071912.3),(39 4145681.8),(40 4166866.3),(41 4138755.3),(42 4046030.8),(43 3911445.5),(44 3788135.3),(45 3676186.3),(46 3633511.5),(47 3654706),(48 3704882.3),(49 3791777.3),(50 3929945.5),(51 4089105.8),(52 4238256.5),(53 4377757.5),(54 4448269),(55 4452903),(56 4452079),(57 4450110),(58 4425649.5),(59 4395188),(60 4369919),(61 4336310.5),(62 4275286),(63 4198381.5),(64 4128936.8),(65 4069680),(66 4052357.5),(67 4119004.3),(68 4221521.5),(69 4398748.5),(70 4627958.5),(71 4881825),(72 5133310.5),(73 5333980),(74 5483937.5),(75 5571225.5),(76 5600536),(77 5584744),(78 5500712),(79 5362028),
(1 160546.27),(2 546033.94),(3 1041687.25),(4 1552916.5),(5 2000262.6),(6 2355027),(7 2589733),(8 2715227),(9 2771582.5),(10 2787649.5),(11 2779820),(12 2757825.3),(13 2762259.8),(14 2800692.8),(15 2867059.5),(16 2928387),(17 2955001),(18 2964030.8),(19 2973578.8),(20 2990579),(21 3029670.8),(22 3094364.5),(23 3178732),(24 3285412.8),(25 3378423),(26 3459533),(27 3488407),(28 3451333),(29 3363673.3),(30 3227577),(31 3072918.5),(32 2961009),(33 2906065),(34 2927019.8),(35 3003566.8),(36 3151883.5),(37 3347471.5),(38 3519248),(39 3614526.3),(40 3621950.8),(41 3566111),(42 3469135.3),(43 3355242.3),(44 3250847),(45 3179561.8),(46 3162509.5),(47 3186051),(48 3221806.8),(49 3268118),(50 3341837.5),(51 3447679),(52 3555997),(53 3651329.5),(54 3744141.3),(55 3835231.5),(56 3911306.8),(57 3928063),(58 3902960.5),(59 3833026.3),(60 3763321),(61 3684283),(62 3618126.5),(63 3575858.3),(64 3565782.8),(65 3617837.5),(66 3727562.5),(67 3905892.5),(68 4116779),(69 4330807.5),(70 4519028),(71 4639530),(72 4689477.5),(73 4640742.5),(74 4521370.5),(75 4334138),(76 4145645.8),(77 4002243),(78 3915757.3),(79 3901821.3),
(1 130294.67),(2 430244.88),(3 801439),(4 1195753.9),(5 1564840.1),(6 1884474.3),(7 2150421.5),(8 2366206),(9 2541007.3),(10 2669635.3),(11 2779351.8),(12 2866373.8),(13 2956775.8),(14 3060440.5),(15 3166217),(16 3232668.3),(17 3234279.8),(18 3211721),(19 3214624.3),(20 3204479.3),(21 3189200.3),(22 3181738.5),(23 3191166.3),(24 3215801.3),(25 3218761.8),(26 3206664.3),(27 3162886.3),(28 3087892),(29 3023045),(30 2944543.3),(31 2876944.8),(32 2828726.8),(33 2800612),(34 2790430),(35 2793786.5),(36 2850865.8),(37 2926276.8),(38 2996711.5),(39 3050833.5),(40 3076093.8),(41 3101335.3),(42 3138275),(43 3174733.5),(44 3169972),(45 3139741.8),(46 3138328.5),(47 3172907.3),(48 3244665.8),(49 3355059.8),(50 3511408.8),(51 3682524.8),(52 3847976.3),(53 3984368.8),(54 4065347),(55 4078415),(56 4053745.8),(57 3979750.8),(58 3865865.8),(59 3739735.8),(60 3621604.5),(61 3513577),(62 3423979.3),(63 3344099.8),(64 3319336.5),(65 3322522.8),(66 3367289),(67 3458963.8),(68 3542708.5),(69 3636176),(70 3726300.3),(71 3774419),(72 3799295.3),(73 3766017.8),(74 3720959.8),(75 3677380.5),(76 3654752.3),(77 3688749.8),(78 3760919.8),(79 3860537.8),
(1 121581.164),(2 404148.97),(3 769156.06),(4 1144813.4),(5 1468354),(6 1729230),(7 1919920.4),(8 2047679.1),(9 2132833.5),(10 2184980),(11 2245491),(12 2312499.8),(13 2406864.3),(14 2500082.3),(15 2570741.3),(16 2589851.8),(17 2562103.3),(18 2526995.3),(19 2512986),(20 2514424.8),(21 2547715.3),(22 2603212.5),(23 2666884.3),(24 2740427.5),(25 2778106),(26 2817552),(27 2842484.8),(28 2860134.5),(29 2861325),(30 2847861.3),(31 2822176.3),(32 2762224.3),(33 2694184.5),(34 2626850.3),(35 2575318.5),(36 2548611.8),(37 2541999.8),(38 2540850.8),(39 2555714.3),(40 2587855),(41 2646149.3),(42 2694648.5),(43 2715874.3),(44 2708054),(45 2675845.8),(46 2660175.8),(47 2646413.8),(48 2640286.8),(49 2650704.3),(50 2686412),(51 2742502),(52 2808293.8),(53 2869850.5),(54 2918908.5),(55 2975764.3),(56 3013469.3),(57 3048539.8),(58 3085896.5),(59 3123328),(60 3162399.8),(61 3196470.8),(62 3217881.5),(63 3201753.5),(64 3193698.3),(65 3167395.5),(66 3149229.5),(67 3171355.5),(68 3194396.8),(69 3212953),(70 3215935.3),(71 3196205.8),(72 3160196.3),(73 3111850.8),(74 3072928.8),(75 3045784.3),(76 3045987.5),(77 3078603),(78 3104385.5),(79 3126293.3),
(1 117442.49),(2 390775.5),(3 725511.4),(4 1061163.1),(5 1356470.3),(6 1590099.5),(7 1754161.8),(8 1865394.1),(9 1949650.1),(10 2015675.8),(11 2094094.4),(12 2187492),(13 2286235.8),(14 2369775.5),(15 2420098.8),(16 2439636.5),(17 2432925.8),(18 2433932.3),(19 2460577.8),(20 2487297),(21 2505497),(22 2503258.8),(23 2493726.3),(24 2476598.8),(25 2444108.5),(26 2416245),(27 2394016.3),(28 2368077.5),(29 2351592.8),(30 2351945.8),(31 2368420.5),(32 2384786.8),(33 2397008.8),(34 2417088),(35 2454552.5),(36 2518118.5),(37 2585614.5),(38 2658459.5),(39 2735201),(40 2787265.3),(41 2831671),(42 2853365.3),(43 2844153.5),(44 2816088.3),(45 2782450.5),(46 2794080.3),(47 2849173),(48 2935608.8),(49 3023139.5),(50 3107977.5),(51 3181978.8),(52 3211516.8),(53 3172211.3),(54 3109511),(55 3049818.3),(56 3023074.3),(57 3023855),(58 3041060.3),(59 3078587.8),(60 3121053.5),(61 3135418.8),(62 3124958.5),(63 3092501.8),(64 3071058.5),(65 3056934),(66 3053368.3),(67 3065724.8),(68 3073451),(69 3092027.5),(70 3113152.8),(71 3148083.3),(72 3180452.3),(73 3192622.3),(74 3206113),(75 3222674.3),(76 3253311.3),(77 3279550.3),(78 3285163),(79 3304583.5),
(1 132885.72),(2 442243.66),(3 814976.2),(4 1172035.3),(5 1472073),(6 1688515.8),(7 1810194.6),(8 1871828.6),(9 1905008.4),(10 1946846.6),(11 1996149.4),(12 2051061),(13 2097028.6),(14 2117341.3),(15 2116613),(16 2065136.4),(17 1999571.8),(18 1986209.9),(19 2022646.1),(20 2078195.8),(21 2145002),(22 2192423.8),(23 2203801.5),(24 2179363.3),(25 2157063.3),(26 2159101),(27 2165367.3),(28 2183928.8),(29 2250914),(30 2332900.5),(31 2397200.5),(32 2455757),(33 2503248.5),(34 2537825.8),(35 2581349.5),(36 2630690.3),(37 2676849.3),(38 2752653.3),(39 2855271.8),(40 2942669.8),(41 2993262.3),(42 2993734.5),(43 2947114),(44 2889631.5),(45 2810374),(46 2751894),(47 2730455.8),(48 2747988.5),(49 2782318.8),(50 2813268.3),(51 2837372.5),(52 2849453),(53 2848588.5),(54 2864218.3),(55 2909341),(56 2945014),(57 2963176),(58 2975907),(59 2971673.8),(60 2935707.3),(61 2860014.3),(62 2772796.5),(63 2677267.8),(64 2615583.3),(65 2569892.3),(66 2551648.3),(67 2568983.8),(68 2585035),(69 2614519.3),(70 2657738.8),(71 2701127),(72 2718790.8),(73 2707861.3),(74 2692898),(75 2657987.8),(76 2634468),(77 2633978.3),(78 2652714.8),(79 2705984),
(1 120724.8),(2 391303.03),(3 714246.06),(4 1015783.4),(5 1269383.3),(6 1458863.1),(7 1575005.9),(8 1633075.8),(9 1659344.9),(10 1669208.8),(11 1676809.6),(12 1680386.9),(13 1697774),(14 1724209.6),(15 1749025.3),(16 1761085.9),(17 1785469.5),(18 1841373.9),(19 1900709.1),(20 1949090.1),(21 1979318.8),(22 1979242),(23 1954215.6),(24 1901736),(25 1857059.5),(26 1828871.9),(27 1812152.1),(28 1827067),(29 1901995.8),(30 1987731.9),(31 2093180.5),(32 2176385.5),(33 2245438.8),(34 2277418.8),(35 2290277.8),(36 2291854.5),(37 2304702.5),(38 2342623),(39 2405316.3),(40 2462019.5),(41 2505054.3),(42 2525148.5),(43 2526353.3),(44 2498739.8),(45 2445172),(46 2399580),(47 2358271.8),(48 2323649.3),(49 2285494.3),(50 2232608.3),(51 2183729.5),(52 2161532.8),(53 2190758.5),(54 2282198.8),(55 2412194.8),(56 2539560.8),(57 2630504),(58 2701771.3),(59 2737545.5),(60 2729333.3),(61 2683655),(62 2640293.8),(63 2617276.3),(64 2627585.5),(65 2675302),(66 2747671.3),(67 2850922.8),(68 2918137.5),(69 2967981.3),(70 3004939.5),(71 3035461),(72 3045642),(73 3025784.5),(74 3022021),(75 3015959.5),(76 3027823.8),(77 3064516.3),(78 3124049.8),(79 3189020.8),
